ѝ	i
припирайки	priˈpiɾəjkʲi
припирайте	priˈpiɾəjt̪ɛ
припирал	priˈpiɾəɫ
припирала	priˈpiɾəɫə
припиралата	priˈpiɾəɫət̪ə
припирали	priˈpiɾəli
припиралите	priˈpiɾəlit̪ɛ
припиралия	priˈpiɾəlijə
припирало	priˈpiɾəɫo̝
припиралото	priˈpiɾəɫo̝t̪o̝
припирам	priˈpiɾəm
припираме	priˈpiɾəmɛ
припиран	priˈpiɾən
припирана	priˈpiɾənə
припираната	priˈpiɾənət̪ə
припиране	priˈpiɾənɛ
припиранета	priˈpiɾənɛt̪ə
припиранетата	priˈpiɾənɛt̪ət̪ə
припирането	priˈpiɾənɛt̪o̝
припирани	priˈpiɾəni
припираните	priˈpiɾənit̪ɛ
припирания	priˈpiɾənijə
припираният	priˈpiɾənijət̪
припиранията	priˈpiɾənijət̪ə
припирано	priˈpiɾəno̝
припираното	priˈpiɾəno̝t̪o̝
припират	priˈpiɾət̪
припирате	priˈpiɾət̪ɛ
припирах	priˈpiɾəx
припираха	priˈpiɾəxə
припирахме	priˈpiɾəxmɛ
припирахте	priˈpiɾəxt̪ɛ
припираш	priˈpiɾəʃ
припираше	priˈpiɾəʃɛ
припиращ	priˈpiɾəʃt̪
припираща	priˈpiɾəʃt̪ə
припиращата	priˈpiɾəʃt̪ət̪ə
припиращи	priˈpiɾəʃt̪i
припиращите	priˈpiɾəʃt̪it̪ɛ
припиращия	priˈpiɾəʃt̪ijə
припиращият	priˈpiɾəʃt̪ijət̪
припиращо	priˈpiɾəʃt̪o̝
припиращото	priˈpiɾəʃt̪o̝t̪o̝
припича	priˈpitʃə
припичай	priˈpitʃəj
припичайки	priˈpitʃəjkʲi
припичайте	priˈpitʃəjt̪ɛ
припичал	priˈpitʃəɫ
припичала	priˈpitʃəɫə
припичалата	priˈpitʃəɫət̪ə
припичали	priˈpitʃəli
припичалите	priˈpitʃəlit̪ɛ
припичалия	priˈpitʃəlijə
припичалият	priˈpitʃəlijət̪
припичало	priˈpitʃəɫo̝
припичалото	priˈpitʃəɫo̝t̪o̝
припичам	priˈpitʃəm
припичаме	priˈpitʃəmɛ
припичан	priˈpitʃən
припичана	priˈpitʃənə
припичаната	priˈpitʃənət̪ə
припичане	priˈpitʃənɛ
припичанета	priˈpitʃənɛt̪ə
припичанетата	priˈpitʃənɛt̪ət̪ə
припичането	priˈpitʃənɛt̪o̝
припичани	priˈpitʃəni
припичаните	priˈpitʃənit̪ɛ
припичания	priˈpitʃənijə
припичаният	priˈpitʃənijət̪
припичанията	priˈpitʃənijət̪ə
припичано	priˈpitʃəno̝
припичаното	priˈpitʃəno̝t̪o̝
припичат	priˈpitʃət̪
припичате	priˈpitʃət̪ɛ
припичах	priˈpitʃəx
припичаха	priˈpitʃəxə
припичахме	priˈpitʃəxmɛ
припичахте	priˈpitʃəxt̪ɛ
припичаш	priˈpitʃəʃ
припичаше	priˈpitʃəʃɛ
припичащ	priˈpitʃəʃt̪
припичаща	priˈpitʃəʃt̪ə
припичащата	priˈpitʃəʃt̪ət̪ə
припичащи	priˈpitʃəʃt̪i
припичащите	priˈpitʃəʃt̪it̪ɛ
припичащия	priˈpitʃəʃt̪ijə
припичащият	priˈpitʃəʃt̪ijət̪
припичащо	priˈpitʃəʃt̪o̝
припичащото	priˈpitʃəʃt̪o̝t̪o̝
припра	priˈprɤ
припрат	priˈprɤt̪
припре	priˈprɛ
припрели	priˈprɛli
припрелите	priˈprɛlit̪ɛ
припрелия	priˈprɛlijə
припрелият	priˈprɛlijət̪
припрем	priˈprɛm
припрени	priˈprɛni
припрените	priˈprɛnit̪ɛ
припрения	priˈprɛnijə
припреният	priˈprɛnijət̪
припрете	priˈprɛt̪ɛ
припреш	priˈprɛʃ
припреше	priˈprɛʃɛ
припри	priˈpri
припря	priˈprʲa
припрял	priˈprʲaɫ
припряла	priˈprʲaɫə
припрялата	priˈprʲaɫət̪ə
припряло	priˈprʲaɫo̝
припрялото	priˈprʲaɫo̝t̪o̝
припрян	priˈprʲan
припряна	priˈprʲanə
припряната	priˈprʲanət̪ə
припряно	priˈprʲano̝
припряното	priˈprʲano̝t̪o̝
припрях	priˈprʲax
припряха	priˈprʲaxə
припряхме	priˈprʲaxmɛ
припряхте	priˈprʲaxt̪ɛ
пристига	priˈst̪iɡə
пристигай	priˈst̪iɡəj
пристигайки	priˈst̪iɡəjkʲi
пристигайте	priˈst̪iɡəjt̪ɛ
пристигал	priˈst̪iɡəɫ
пристигала	priˈst̪iɡəɫə
пристигалата	priˈst̪iɡəɫət̪ə
пристигали	priˈst̪iɡəli
пристигалите	priˈst̪iɡəlit̪ɛ
пристигалия	priˈst̪iɡəlijə
пристигалият	priˈst̪iɡəlijət̪
пристигало	priˈst̪iɡəɫo̝
пристигалото	priˈst̪iɡəɫo̝t̪o̝
пристигам	priˈst̪iɡəm
пристигаме	priˈst̪iɡəmɛ
пристигане	priˈst̪iɡənɛ
пристиганета	priˈst̪iɡənɛt̪ə
пристиганетата	priˈst̪iɡənɛt̪ət̪ə
пристигането	priˈst̪iɡənɛt̪o̝
пристигания	priˈst̪iɡənijə
пристиганията	priˈst̪iɡənijət̪ə
пристигат	priˈst̪iɡət̪
пристигате	priˈst̪iɡət̪ɛ
пристигах	priˈst̪iɡəx
пристигаха	priˈst̪iɡəxə
пристигахме	priˈst̪iɡəxmɛ
пристигахте	priˈst̪iɡəxt̪ɛ
пристигаш	priˈst̪iɡəʃ
пристигаше	priˈst̪iɡəʃɛ
пристигащ	priˈst̪iɡəʃt̪
пристигаща	priˈst̪iɡəʃt̪ə
пристигащата	priˈst̪iɡəʃt̪ət̪ə
пристигащи	priˈst̪iɡəʃt̪i
пристигащите	priˈst̪iɡəʃt̪it̪ɛ
пристигащия	priˈst̪iɡəʃt̪ijə
пристигащият	priˈst̪iɡəʃt̪ijət̪
пристигащо	priˈst̪iɡəʃt̪o̝
пристигащото	priˈst̪iɡəʃt̪o̝t̪o̝
пристигна	priˈst̪iɡnə
пристигнал	priˈst̪iɡnəɫ
пристигнала	priˈst̪iɡnəɫə
пристигналата	priˈst̪iɡnəɫət̪ə
пристигнали	priˈst̪iɡnəli
пристигналите	priˈst̪iɡnəlit̪ɛ
пристигналия	priˈst̪iɡnəlijə
пристигналият	priˈst̪iɡnəlijət̪
пристигнало	priˈst̪iɡnəɫo̝
пристигналото	priˈst̪iɡnəɫo̝t̪o̝
пристигнат	priˈst̪iɡnət̪
пристигнах	priˈst̪iɡnəx
пристигнаха	priˈst̪iɡnəxə
пристигнахме	priˈst̪iɡnəxmɛ
пристигнахте	priˈst̪iɡnəxt̪ɛ
пристигне	priˈst̪iɡnɛ
пристигнел	priˈst̪iɡnɛɫ
пристигнела	priˈst̪iɡnɛɫə
пристигнели	priˈst̪iɡnɛli
пристигнело	priˈst̪iɡnɛɫo̝
пристигнем	priˈst̪iɡnɛm
пристигнете	priˈst̪iɡnɛt̪ɛ
пристигнете	prist̪iɡˈnɛt̪ɛ
пристигнех	priˈst̪iɡnɛx
пристигнеха	priˈst̪iɡnɛxə
пристигнехме	priˈst̪iɡnɛxmɛ
пристигнехте	priˈst̪iɡnɛxt̪ɛ
пристигнеш	priˈst̪iɡnɛʃ
пристигнеше	priˈst̪iɡnɛʃɛ
пристигни	prist̪iɡˈni
присъства	priˈsɤst̪və
присъствай	priˈsɤst̪vəj
присъствайки	priˈsɤst̪vəjkʲi
присъствайте	priˈsɤst̪vəjt̪ɛ
присъствал	priˈsɤst̪vəɫ
присъствала	priˈsɤst̪vəɫə
присъствалата	priˈsɤst̪vəɫət̪ə
присъствали	priˈsɤst̪vəli
присъствалите	priˈsɤst̪vəlit̪ɛ
присъствалия	priˈsɤst̪vəlijə
присъствалият	priˈsɤst̪vəlijət̪
присъствало	priˈsɤst̪vəɫo̝
присъствалото	priˈsɤst̪vəɫo̝t̪o̝
присъствам	priˈsɤst̪vəm
присъстваме	priˈsɤst̪vəmɛ
присъстване	priˈsɤst̪vənɛ
присъстванета	priˈsɤst̪vənɛt̪ə
присъстванетата	priˈsɤst̪vənɛt̪ət̪ə
присъстването	priˈsɤst̪vənɛt̪o̝
присъствания	priˈsɤst̪vənijə
присъстванията	priˈsɤst̪vənijət̪ə
присъстват	priˈsɤst̪vət̪
присъствате	priˈsɤst̪vət̪ɛ
присъствах	priˈsɤst̪vəx
присъстваха	priˈsɤst̪vəxə
присъствахме	priˈsɤst̪vəxmɛ
присъствахте	priˈsɤst̪vəxt̪ɛ
присъстваш	priˈsɤst̪vəʃ
присъстваше	priˈsɤst̪vəʃɛ
присъстващ	priˈsɤst̪vəʃt̪
присъстваща	priˈsɤst̪vəʃt̪ə
присъстващата	priˈsɤst̪vəʃt̪ət̪ə
присъстващи	priˈsɤst̪vəʃt̪i
присъстващите	priˈsɤst̪vəʃt̪it̪ɛ
присъстващия	priˈsɤst̪vəʃt̪ijə
присъстващият	priˈsɤst̪vəʃt̪ijət̪
присъстващо	priˈsɤst̪vəʃt̪o̝
присъстващото	priˈsɤst̪vəʃt̪o̝t̪o̝
причинели	pritʃiˈnɛli
причинен	pritʃiˈnɛn
причинена	pritʃiˈnɛnə
причинената	pritʃiˈnɛnət̪ə
причинени	pritʃiˈnɛni
причинените	pritʃiˈnɛnit̪ɛ
причинения	pritʃiˈnɛnijə
причиненият	pritʃiˈnɛnijət̪
причинено	pritʃiˈnɛno̝
причиненото	pritʃiˈnɛno̝t̪o̝
причинете	pritʃiˈnɛt̪ɛ
причинеше	pritʃiˈnɛʃɛ
причини	pritʃiˈni
причинил	pritʃiˈniɫ
причинила	pritʃiˈniɫə
причинилата	pritʃiˈniɫət̪ə
причинили	pritʃiˈnili
причинилите	pritʃiˈnilit̪ɛ
причинилия	pritʃiˈnilijə
причинилият	pritʃiˈnilijət̪
причинило	pritʃiˈniɫo̝
причинилото	pritʃiˈniɫo̝t̪o̝
причиним	pritʃiˈnim
причините	pritʃiˈnit̪ɛ
причиних	pritʃiˈnix
причиниха	pritʃiˈnixə
причинихме	pritʃiˈnixmɛ
причинихте	pritʃiˈnixt̪ɛ
причиниш	pritʃiˈniʃ
причиня	pritʃiˈnʲɤ
причинява	pritʃiˈnʲavə
причинявай	pritʃiˈnʲavəj
причинявайки	pritʃiˈnʲavəjkʲi
причинявайте	pritʃiˈnʲavəjt̪ɛ
причинявал	pritʃiˈnʲavəɫ
причинявала	pritʃiˈnʲavəɫə
причинявалата	pritʃiˈnʲavəɫət̪ə
причинявали	pritʃiˈnʲavəli
причинявалите	pritʃiˈnʲavəlit̪ɛ
причинявалия	pritʃiˈnʲavəlijə
причинявалият	pritʃiˈnʲavəlijət̪
причинявало	pritʃiˈnʲavəɫo̝
причинявалото	pritʃiˈnʲavəɫo̝t̪o̝
причинявам	pritʃiˈnʲavəm
причиняваме	pritʃiˈnʲavəmɛ
причиняван	pritʃiˈnʲavən
причинявана	pritʃiˈnʲavənə
причиняваната	pritʃiˈnʲavənət̪ə
причиняване	pritʃiˈnʲavənɛ
причиняванета	pritʃiˈnʲavənɛt̪ə
причиняванетата	pritʃiˈnʲavənɛt̪ət̪ə
причиняването	pritʃiˈnʲavənɛt̪o̝
причинявани	pritʃiˈnʲavəni
причиняваните	pritʃiˈnʲavənit̪ɛ
причинявания	pritʃiˈnʲavənijə
причиняваният	pritʃiˈnʲavənijət̪
причиняванията	pritʃiˈnʲavənijət̪ə
причинявано	pritʃiˈnʲavəno̝
причиняваното	pritʃiˈnʲavəno̝t̪o̝
причиняват	pritʃiˈnʲavət̪
причинявате	pritʃiˈnʲavət̪ɛ
причинявах	pritʃiˈnʲavəx
причиняваха	pritʃiˈnʲavəxə
причинявахме	pritʃiˈnʲavəxmɛ
причинявахте	pritʃiˈnʲavəxt̪ɛ
причиняваш	pritʃiˈnʲavəʃ
причиняваше	pritʃiˈnʲavəʃɛ
причиняващ	pritʃiˈnʲavəʃt̪
причиняваща	pritʃiˈnʲavəʃt̪ə
причиняващата	pritʃiˈnʲavəʃt̪ət̪ə
причиняващи	pritʃiˈnʲavəʃt̪i
причиняващите	pritʃiˈnʲavəʃt̪it̪ɛ
причиняващия	pritʃiˈnʲavəʃt̪ijə
причиняващият	pritʃiˈnʲavəʃt̪ijət̪
причиняващо	pritʃiˈnʲavəʃt̪o̝
причиняващото	pritʃiˈnʲavəʃt̪o̝t̪o̝
причинял	pritʃiˈnʲaɫ
причиняла	pritʃiˈnʲaɫə
причиняло	pritʃiˈnʲaɫo̝
причинят	pritʃiˈnʲɤt̪
причинях	pritʃiˈnʲax
причиняха	pritʃiˈnʲaxə
причиняхме	pritʃiˈnʲaxmɛ
причиняхте	pritʃiˈnʲaxt̪ɛ
приятел	priˈjatɛl
приятелка	priˈjatɛlkə
провира	proˈviɾə
провирай	proˈviɾəj
провирайки	proˈviɾəjkʲi
провирайте	proˈviɾəjt̪ɛ
провирал	proˈviɾəɫ
провирала	proˈviɾəɫə
провиралата	proˈviɾəɫət̪ə
провирали	proˈviɾəli
провиралите	proˈviɾəlit̪ɛ
провиралия	proˈviɾəlijə
провиралият	proˈviɾəlijət̪
провирало	proˈviɾəɫo̝
провиралото	proˈviɾəɫo̝t̪o̝
провирам	proˈviɾəm
провираме	proˈviɾəmɛ
провиран	proˈviɾən
провирана	proˈviɾənə
провираната	proˈviɾənət̪ə
провиране	proˈviɾənɛ
провиранета	proˈviɾənɛt̪ə
провиранетата	proˈviɾənɛt̪ət̪ə
провирането	proˈviɾənɛt̪o̝
провирани	proˈviɾəni
провираните	proˈviɾənit̪ɛ
провирания	proˈviɾənijə
провираният	proˈviɾənijət̪
провиранията	proˈviɾənijət̪ə
провирано	proˈviɾəno̝
провираното	proˈviɾəno̝t̪o̝
провират	proˈviɾət̪
провирате	proˈviɾət̪ɛ
провирах	proˈviɾəx
провираха	proˈviɾəxə
провирахме	proˈviɾəxmɛ
провирахте	proˈviɾəxt̪ɛ
провираш	proˈviɾəʃ
провираше	proˈviɾəʃɛ
провиращ	proˈviɾəʃt̪
провираща	proˈviɾəʃt̪ə
провиращата	proˈviɾəʃt̪ət̪ə
провиращи	proˈviɾəʃt̪i
провиращите	proˈviɾəʃt̪it̪ɛ
провиращия	proˈviɾəʃt̪ijə
провиращият	proˈviɾəʃt̪ijət̪
провиращо	proˈviɾəʃt̪o̝
провиращото	proˈviɾəʃt̪o̝t̪o̝
провра	proˈvrɤ
проврат	proˈvrɤt̪
провре	proˈvrɛ
проврели	proˈvrɛli
проврелите	proˈvrɛlit̪ɛ
проврелия	proˈvrɛlijə
проврелият	proˈvrɛlijət̪
проврем	proˈvrɛm
проврени	proˈvrɛni
проврените	proˈvrɛnit̪ɛ
проврения	proˈvrɛnijə
провреният	proˈvrɛnijət̪
проврете	proˈvrɛt̪ɛ
провреш	proˈvrɛʃ
провреше	proˈvrɛʃɛ
проври	proˈvri
провря	proˈvrʲa
проврял	proˈvrʲaɫ
провряла	proˈvrʲaɫə
проврялата	proˈvrʲaɫət̪ə
провряло	proˈvrʲaɫo̝
проврялото	proˈvrʲaɫo̝t̪o̝
проврян	proˈvrʲan
провряна	proˈvrʲanə
провряната	proˈvrʲanət̪ə
провряно	proˈvrʲano̝
провряното	proˈvrʲano̝t̪o̝
проврях	proˈvrʲax
провряха	proˈvrʲaxə
провряхме	proˈvrʲaxmɛ
провряхте	proˈvrʲaxt̪ɛ
продава	proˈd̪avə
продавай	proˈd̪avəj
продавайки	proˈd̪avəjkʲi
продавайте	proˈd̪avəjt̪ɛ
продавал	proˈd̪avəɫ
продавала	proˈd̪avəɫə
продавалата	proˈd̪avəɫət̪ə
продавали	proˈd̪avəli
продавалите	proˈd̪avəlit̪ɛ
продавалия	proˈd̪avəlijə
продавалият	proˈd̪avəlijət̪
продавало	proˈd̪avəɫo̝
продавалото	proˈd̪avəɫo̝t̪o̝
продавам	proˈd̪avəm
продаваме	proˈd̪avəmɛ
продаван	proˈd̪avən
продавана	proˈd̪avənə
продаваната	proˈd̪avənət̪ə
продаване	proˈd̪avənɛ
продаванета	proˈd̪avənɛt̪ə
продаванетата	proˈd̪avənɛt̪ət̪ə
продаването	proˈd̪avənɛt̪o̝
продавани	proˈd̪avəni
продаваните	proˈd̪avənit̪ɛ
продавания	proˈd̪avənijə
продаваният	proˈd̪avənijət̪
продаванията	proˈd̪avənijət̪ə
продавано	proˈd̪avəno̝
продаваното	proˈd̪avəno̝t̪o̝
продават	proˈd̪avət̪
продавате	proˈd̪avət̪ɛ
продавах	proˈd̪avəx
продаваха	proˈd̪avəxə
продавахме	proˈd̪avəxmɛ
продавахте	proˈd̪avəxt̪ɛ
продавач	prodəˈvatʃ
продавачески	prodəˈvatʃɛskʲi
продавачка	prodəˈvatʃkə
продаваш	proˈd̪avəʃ
продаваше	proˈd̪avəʃɛ
продаващ	proˈd̪avəʃt̪
продаваща	proˈd̪avəʃt̪ə
продаващата	proˈd̪avəʃt̪ət̪ə
продаващи	proˈd̪avəʃt̪i
продаващите	proˈd̪avəʃt̪it̪ɛ
продаващия	proˈd̪avəʃt̪ijə
продаващият	proˈd̪avəʃt̪ijət̪
продаващо	proˈd̪avəʃt̪o̝
продаващото	proˈd̪avəʃt̪o̝t̪o̝
продадат	prod̪əˈd̪ɤt̪
продаде	prod̪əˈd̪ɛ
продаде	proˈd̪ad̪ɛ
продадели	prod̪əˈd̪ɛli
продадем	prod̪əˈd̪ɛm
продаден	proˈd̪ad̪ɛn
продадена	proˈd̪ad̪ɛnə
продадената	proˈd̪ad̪ɛnət̪ə
продадени	proˈd̪ad̪ɛni
продадените	proˈd̪ad̪ɛnit̪ɛ
продадения	proˈd̪ad̪ɛnijə
продаденият	proˈd̪ad̪ɛnijət̪
продадено	proˈd̪ad̪ɛno
продаденото	proˈd̪ad̪ɛnot̪o
продадете	prod̪əˈd̪ɛt̪ɛ
продадеш	prod̪əˈd̪ɛʃ
продадеше	prod̪əˈd̪ɛʃɛ
