!kung	kʌŋ
!kung	ǃkʌŋ
proclivity	pɹoʊklɪvəti
proconsul	pɹəʊkɒnsəl
proconsul	pɹoʊkɑnsəl
procrastinate	pɹəʊkɹæstɪneɪt
procrastinate	pɹoʊkɹæstəneɪt
procrastinate	pɹəkɹæstəneɪt
procrastination	pɹəʊkɹæstɪneɪʃən
procrastination	pɹoʊkɹæstɪneɪʃən
procrastination	-ʃn̩
procrustean	pɹəʊkɹʌstiən
proctocracy	pɹɒktɒkɹəsɪ
proctocracy	pɹɒktɒkɹəsi
proctodeum	pɹɒktədiːəm
proctopathy	pɹɑktɑpəθi
proctopathy	pɹɒktɒpəθi
procurator	pɹɑkjəɹeɪtɚ
procurator	pɹɒkjʊɹeɪtə
procuratorate	pɹɒkjʊɹeɪtəɹɪt
procure	pɹəkjʊə
procure	pɹəkjɔː
procure	pɹəkjʊɹ
procure	pɹəkjɝ
procured	pɹəkjʊəd
procured	pɹəkjɔːd
procured	pɹəkjʊɹd
procured	pɹəkjɝd
procurement	pɹəkjʊəmənt
procyon	pɹəʊsiɒn
procyon	pɹoʊsiɑn
prod	pɹɒd
prod	pɹɑd
prod	pɹɑd
prod	pɹɒd
prodelision	pɹəʊdɪlɪʒn̩
prodelision	pɹoʊdəlɪʒn̩
prodigal	pɹɒdɪɡəl
prodigal	pɹɑdɪɡəl
prodigious	pɹədɪd͡ʒəs
prodigy	pɹɒdɪdʒi
prodigy	pɹɑdɪdʒi
prodition	pɹəʊdɪʃən
prodition	pɹoʊdɪʃən
proditor	pɹɒdɪtə
proditor	pɹɑdɪtɚ
proditorious	pɹɑdɪtɔɹiəs
proditory	pɹɑdɪtɔɹi
prodromal	pɹəʊdɹəʊməl
produce	pɹədjuːs
produce	pɹəd͡ʒuːs
produce	pɹədus
produce	pɹɒdjuːs
produce	pɹɒd͡ʒuːs
produce	pɹoʊdus
produce	pɹɑdus
produced	pɹədjuːst
produced	pɹəd͡ʒuːst
produced	pɹədust
producer	pɹədjuːsə
producer	pɹəduːsɚ
produces	pɹədjuːsɪz
produces	pɹədusɪz
producing	pɹədusɪŋ
producing	pɹədjuːsɪŋ
producorial	pɹɒdjʊsɔːɹɪəl
product	pɹɒdəkt
product	pɹɑdəkt
production	pɹədʌkʃən
productive	pɹədʌktɪv
productivity	pɹɒdʌktɪvəti
productivity	pɹoʊdʌktɪvəti
products	pɹɑdəkts
products	pɹɒdəkts
proem	pɹəʊəm
prof	pɹɑf
profanation	pɹɒfəneɪʃən
profane	pɹəfeɪn
profer	pɹəʊfɜː
profess	pɹəfɛs
professed	pɹəfɛst
profession	pɹəfɛʃən
professional	pɹəfɛʃənəl
professionalization	pɹəfɛʃn̩əlʌɪzeɪʃən
professor	pɹəfɛsə
professor	pɹəfɛsɚ
proffer	pɹɒfəɹ
proficiency	pɹəfɪʃənsi
proficient	pɹəfɪʃənt
proficient	pɹoʊfɪʃənt
proficient	pɹəfɪʃənt
profile	pɹəʊfaɪl
profile	pɹoʊfaɪl
profit	pɹɒfɪt
profit	pɹɑfɪt
profits	pɹɑfɪts
profits	pɹɒfɪts
profligacy	pɹɑflɪɡəsi
profligate	pɹɒflɪɡət
profligate	pɹɑːflɪɡət
profligate	pɹɒflɪɡeɪt
profligate	pɹɑːflɪɡeɪt
profluence	pɹəʊflʊəns
profluent	pɹɒfluənt
profluent	pɹɒfləwənt
profound	pɹəfaʊnd
profundicate	pɹəfʌndɪkeɪt
profundify	pɹəfʌndɪfaɪ
profundity	pɹəfʌndɪti
profuse	pɹəfjuːs
profusely	pɹəfjusli
profuseness	pɹoʊfjusnəs
progenitor	pɹəʊdʒɛnɪtə
progenitor	pɹədʒɛnətə
progenitor	pɹoʊdʒɛnɪtɚ
progenitor	pɹədʒɛnətɚ
progeny	pɹɒdʒəni
progeny	pɹɑdʒəni
prognoses	pɹɒɡnəʊsiːz
prognoses	pɹɑːɡnəʊsiːz
prognosis	pɹɒɡnəʊsɪs
prognosis	pɹɑːɡnoʊsɪs
prognosticate	pɹɒɡnɒstɪke͡ɪt
prognosticator	pɹɒɡnɒstɪkeɪtəɹ
prognosticatory	pɹɒɡnɒstɪkətəɹi
prognosticatory	pɹɑɡnɑstɪkətɔɹi
prognostics	pɹɑɡnɑstɪks
prognostics	pɹɒɡnɒstɪks
program	pɹəʊɡɹæm
program	pɹoʊɡɹæm
program	pɹoʊɡɹəm
programmable	pɹəʊɡɹæməbəl
programmatically	pɹoʊɡɹəmætɪkəli
programmer	pɹəʊɡɹæmə
programmer	pɹoʊɡɹæmɚ
programming	pɹəʊɡɹæmɪŋ
programming	pɹoʊɡɹæmɪŋ
programs	pɹəʊɡɹæms
programs	pɹoʊɡɹæms
programs	pɹoʊɡɹəms
progress	pɹəʊɡɹɛs
progress	pɹɒɡɹɛs
progress	pɹɑɡɹɛs
progress	pɹoʊɡɹɛs
progress	pɹəɡɹɛs
progressive	pɹəɡɹɛsɪv
prohibit	pɹəhɪbɪt
prohibit	pɹəʊhɪbɪt
prohibit	pɹoʊhɪbɪt
prohibit	pɹəhɪbət
prohibition	pɹəʊhɪbɪʃən
prohibition	pɹoʊhɪbɪʃən
proinflammatory	pɹoʊɪnflæmətɔɹi
proinflammatory	pɹəʊɪnflæmətɹi
project	pɹɒdʒɛkt
project	pɹəʊdʒɛkt
project	pɹɒdʒɛkt
project	pɹɑdʒɛkt
project	pɹɑdʒɪ̈kt
project	pɹɑdʒɛkt
project	pɹoʊdʒɛkt
project	pɹədʒɛkt
projected	pɹədʒɛktɪd
projectile	pɹəʊdʒɛktʌɪl
projectile	pɹəʊdʒɛktɪl
projectile	pɹədʒɛktaɪl
projectile	pɹədʒɛktl̩
projection	pɹədʒɛkʃən
prolate	pɹəʊleɪt
prolate	pɹəʊleɪt
prolation	pɹəʊleɪʃən
prole	pɹoʊl
prolegomenon	pɹəʊlɪɡɒmɪnɒn
prolegomenon	pɹoʊlɪɡɑmənɑn
prolegomenous	pɹəʊləɡɒmɪnəs
prolepses	pɹoʊlɛpsiz
prolepsis	pɹoʊlɛpsɪs
proleptic	pɹoʊlɛptɪk
proletarianism	pɹəʊlɪtɛəɹɪənɪzəm
proletarianism	pɹoʊlɪtɛɹiənɪzəm
proletariat	pɹoʊlɪtɛəɹiət
proletary	pɹəʊlɪtəɹi
proletary	pɹoʊlɪtɛɹi
proliferate	pɹəlɪfəɹeɪt
proliferation	pɹəlɪfəɹeɪʃən
prolific	pɹəlɪfɪk
prolific	pɹoʊlɪfɪk
proligerous	pɹəʊlɪdʒəɹəs
prolix	pɹəʊlɪks
prolix	pɹoʊlɪks
prolixity	pɹəlɪksɪti
prolixity	pɹəʊlɪksɪti
prolly	pɹɒli
prologetic	pɹɒləd͡ʒiːtɪk
prologetic	pɹəʊləd͡ʒiːtɪk
prologist	pɹɒləd͡ʒɪst
prologist	pɹəʊləd͡ʒɪst
prologue	pɹəʊlɒɡ
prologue	pɹoʊlɔɡ
prologue	pɹoʊlɑɡ
prolong	pɹoʊlɔŋ
prolong	pɹəʊlɒŋ
prolong	pɹoʊlɑŋ
prolonged	pɹoʊlɔŋd
prolonged	pɹəʊlɒŋd
prolonged	pɹoʊlɑŋd
prolyl	pɹoʊlɪl
prolyl	pɹəʊlɪl
prom	pɹɑm
prom	pɹɒm
prome	pɹoʊm
prome	pɹəʊm
promenade	pɹɒmənɑːd
promenade	pɹɒmənɑːd
promenade	pɹɒməneɪd
promenade	pɹɒməneɪd
promenade	pɹɑməneɪd
promenade	pɹɑmənɑd
prometheus	pɹəmiːθiəs
prometheus	pɹoʊmiθiəs
promethium	pɹoʊmiːθiəm
prominent	pɹɑmɪnənt
prominent	pɹɒmɪnənt
prominently	pɹɑmɪnəntli
prominently	pɹɒmɪnəntli
promiscuous	pɹəmɪskjuːəs
promise	pɹɒmɪs
promise	pɹɑmɪs
promised	pɹɒmɪst
promises	pɹɑmɪsɪz
promises	pɹɒmɪsɪz
promising	pɹɑmɪsɪŋ
promising	pɹɒmɪsɪŋ
promo	pɹəʊməʊ
promontory	pɹɒməntɹi
promontory	pɹɑməntɔɹi
promote	pɹəmoʊt
promote	pɹəməʊt
promoting	pɹəmoʊtɪŋ
promoting	pɹəməʊtɪŋ
promotion	pɹəmoʊʃən
promotion	pɹəməʊʃən
prompt	pɹɒmpt
prompt	pɹɑmpt
promptly	pɹɑmptli
promptly	pɹɒmptli
promptness	pɹɒmptnəs
promulgate	pɹɒml̩ɡeɪt
promulgate	pɹɑməlɡeɪt
pronaos	pɹoʊneɪɒs
pronaos	pɹoʊneɪəs
pronate	pɹəʊneɪt
pronate	pɹoʊneɪt
prone	pɹəʊn
prone	pɹoʊn
prong	pɹɑŋ
pronoia	pɹəʊnɔɪə
pronoia	pɹoʊnɔɪə
pronoun	pɹəʊnaʊn
pronoun	pɹoʊnaʊn
pronounce	pɹənaʊns
pronounced	pɹənaʊnst
pronouncedly	pɹənaʊnsɪdli
pronto	pɹɑntoʊ
pronumeral	pɹəʊnjuːməɹəl
pronunciation	pɹənʌnsieɪʃən
pronunciation	pɹənaʊnsieɪʃən
proof	pɹuːf
proof	pɹuf
proof	pɹʉːf
proofed	pɹuːft
proofing	pɹuːfɪŋ
proofings	pɹuːfɪŋz
proofread	pɹuːfɹiːd
proofread	pɹuːfɹɛd
proofs	pɹuːfs
proosian	pɹuːʃən
proot	pɹuːt
prop	pɹɒp
propaedeutic	pɹoʊpiːdjuːtɪk
propaedeutic	pɹɑpəduːtik
propaganda	pɹɒpəɡændə
propagandist	pɹɒpəɡandɪst
propagandistic	pɹɒpəɡandɪstɪk
propagate	pɹɒpəɡeɪt
propagate	pɹɑpəɡeɪt
propane	pɹoʊpeɪn
proparoxytone	pɹəʊpəɹɒksɪtəʊn
propco	pɹɒpkəʊ
propel	pɹəpɛl
propend	pɹəʊpɛnd
propension	pɹəpɛnʃən
propensity	pɹəpɛnsɪti
proper	pɹɔpə
proper	pɹɒpə
proper	pɹɑpɚ
properispome	pɹəʊpɛɹɪspəʊm
properispomenon	pɹəʊpɛɹɪspɒmənɒn
properly	pɹɑpɚli
properly	pɹɒpəli
properly	pɹɒpli
properness	pɹɒpənəs
properness	pɹɒpɚnəs
property	pɹɒpəti
property	pɹɑpɚti
prophecize	pɹɒfəsʌɪz
prophecy	pɹɒfəsi
prophecy	pɹɑfəsi
prophesy	pɹɒfɪsaɪ
prophesy	pɹɑfɪsaɪ
prophet	pɹɒfɪt
prophet	pɹɑfɪt
prophetess	pɹɒfɪtɛs
prophetic	pɹəfɛtɪk
prophets	pɹɑfɪts
prophets	pɹɒfɪts
prophylactic	pɹɒfəlæktɪk
propinquity	pɹəpɪŋkwɪti
propiska	pɹəpɪskə
propitiate	pɹəpɪʃieɪt
propitiative	pɹəpɪʃətɪv
propitiatory	pɹəʊpɪʃɪətəɹɪ
propitiatory	pɹəpɪʃiətɔɹi
propitiatory	pɹoʊpɪʃiətɔɹi
propitious	pɹoʊpɪʃəs
propolis	pɹɒpəlɪs
proponent	pɹəpəʊnənt
proponent	pɹəpoʊnənt
proportion	pɹəpɔɹʃən
proportion	pɹəpɔːʃən
proportion	pɹəpoːɹʃən
proportion	pɹəpoəʃən
proportionate	pɹəpɔːʃənət
proportionate	pɹəpɔɹʃənət
proportionate	pɹəpɔːʃəneɪt
proportionate	pɹəpɔɹʃəneɪt
proportions	pɹəpɔɹʃənz
proportions	pɹəpɔːʃənz
proportions	pɹəpoːɹʃənz
proportions	pɹəpoəʃənz
proposal	pɹəpoʊzəl
proposal	pɹəpəʊzəl
propose	pɹəpəʊz
propose	pɹəpoʊz
proposed	pɹəpoʊzd
proposed	pɹəpəʊzd
proposition	pɹɑpəzɪʃən
proppant	pɹɑpənt
proppant	pɹɒpənt
propraetor	pɹəʊpɹiːtɔː
proprætor	pɹəʊpɹiːtɔː
propraetorship	pɹəʊpɹiːtɔːʃɪp
propreantepenult	pɹəʊpɹiːæntɪpɛnʌlt
propreantepenultimate	pɹəʊpɹiːæntɪpɪnʌltɪmət
proprietary	pɹəpɹɑɪətɛɹi
proprietor	pɹəpɹaɪətɚ
proprietory	pɹəpɹaɪətɔːɹi
propriety	pɹəpɹaɪəti
proprioception	pɹəʊpɹiəʊsɛpʃən
proprioception	pɹoʊpɹioʊsɛpʃən
propulsion	pɹəpʌlʃən
prorate	pɹoʊɹeɪt
prorate	pɹoʊɹeɪt
prorogation	pɹəʊɹəɡeɪʃn̩
prorogue	pɹəʊɹəʊɡ
prorogue	pɹoʊɹoʊɡ
pros	pɹəʊz
pros	pɹoʊz
prosaic	pɹəʊzeɪɪk
prosaic	pɹoʊzeɪɪk
prosaism	pɹəʊzeɪɪzəm
prosaism	pɹəʊzeɪɪzəm
prosauropod	pɹoʊsɔɹɵpɑd
proscenium	pɹəʊsiːniəm
proscenium	pɹoʊsiːniəm
prosciutto	pɹəʃuːtoʊ
proscribe	pɹəskɹaɪb
proscribe	pɹəʊskɹaɪb
proscribe	pɹoʊskɹaɪb
proscription	pɹəskɹɪpʃən
proscription	pɹoʊskɹɪpʃən
prose	pɹəʊz
prosecco	pɹəsɛkoʊ
prosecco	pɹoʊsɛkoʊ
prosecution	pɹɑsəkjuʃən
prosecutor	pɹɑsəkjuːtəɹ
proselyte	pɹɒsɪlaɪt
proselyte	pɹɑsɪlaɪt
proselyting	pɹɒsəlaɪtɪŋ
proselytize	pɹɒsəlɪtaɪz
proselytize	pɹɒsələtaɪz
proselytize	pɹɑsəlɪtaɪz
proselytize	pɹɑsələtaɪz
proselytize	pɹɑzəlɪtaɪz
proselytize	pɹɑzələtaɪz
proselytize	pɹɑzəlɪtaɪz
proselytize	pɹɑzələtaɪz
prosiopeses	pɹɒsɪəʊpiːsiːz
prosiopeses	pɹɒsɪəpiːsiːz
prosiopeses	pɹɑsioʊpisiz
prosiopesis	pɹɒsɪəʊpiːsɪs
prosiopesis	pɹɒsɪəpiːsɪs
prosiopesis	pɹɑsioʊpisɪs
prosiopetic	pɹɒsɪəʊpɛtɪk
prosiopetic	pɹɒsɪəpɛtɪk
prosiopetic	pɹɑsioʊpɛtɪk
prosit	pɹəʊzɪt
prosit	pɹoʊzɪt
prosodic	pɹəzɒdɪk
prosodic	pɹəsɒdɪk
prosodies	pɹɑsədiz
prosody	pɹɒzədi
prosody	pɹɒsədi
prosody	pɹəʊzədi
prosody	pɹɑzədi
prosoma	pɹəʊsəʊmə
prosopagnosia	pɹɒsəpaɡnəʊʒə
prosopagnosia	pɹɒsəpaɡnəʊzɪə
prosopagnosia	pɹɒsəpaɡnəʊsɪə
prosopagnosia	pɹɑsoʊpæɡnoʊʒə
prosopopoeial	pɹɒsəʊpəpiːəl
prospect	pɹɒspɛkt
prospect	pɹɑspɛkt
prospect	pɹəspɛkt
prospect	pɹɑspɛkt
prospector	pɹəspɛktə
prospector	pɹɑspɛktɚ
prosper	pɹɒspəɹ
prosperity	pɹɑspɛɹɪti
prosperity	pɹɒspɛɹɪti
prosperous	pɹɑspəɹəs
prosperous	pɹɒspəɹəs
prostaglandin	pɹɒstəɡlændɪn
prostate	pɹɒsteɪt
prostate	pɹɒsteɪt
prosthetic	pɹɑsθɛtɪk
prostitute	pɹɒstɪtjuːt
prostitute	pɹɑːstətuːt
prostrate	pɹɒstɹeɪt
prostrate	pɹɑstɹeɪt
prosumer	pɹəʊsjuːmə
prosy	pɹəʊzi
protactinium	pɹəʊtæktɪniəm
protactinium	pɹoʊtæktɪniəm
protagonist	pɹətæɡənɪst
protagonist	pɹoʊtæɡənɪst
protasis	pɹɒtəsɪs
protaspis	pɹətaspɪs
protaspis	pɹətæspəs
protean	pɹəʊtɪən
protean	pɹəʊtiːən
protean	pɹoʊtɪən
protean	pɹoʊtiːən
protease	pɹəʊtɪeɪz
protect	pɹətɛkt
protected	pɹətɛktɪd
protection	pɹətɛkʃən
protectionism	pɹətekʃənɪzəm
protective	pɹɛtɛktɪv
protective	pɹoʊtɛktɪv
protector	pɹətɛktɚ
protector	pɹətɛktə
protectorate	pɹətɛktəɹɪt
protectress	pɹətɛktɹɪs
protege	pɹɒtəʒeɪ
protege	pɹoʊtəʒeɪ
protégé	pɹɒtəʒeɪ
protégé	pɹoʊtəʒeɪ
protégée	pɹɒteʒeɪ
protégée	pɹoʊtəʒeɪ
protein	pɹəʊtiɪn
protein	pɹəʊtiːn
protein	pɹoʊtiːn
proteoform	pɹoʊtiːoʊfɔɹm
proteome	pɹəʊtɪəʊm
protest	pɹəʊtɛst
protest	pɹoʊtɛst
protest	pɹətɛst
protestant	pɹɒtɪstənt
protestant	pɹɑtɪstənt
protestantism	pɹɒtɪstəntɪzəm
protestantism	pɹɑtɪstəntɪzəm
protested	pɹətɛstɪd
protester	pɹətestəɹ
protester	pɹoʊtestəɹ
proteus	pɹəʊtjuːs
proteus	pɹoʊtiəs
prothesis	pɹɑθəsəs
protist	proʊtɪst
protobrosis	pɹəʊtəbɹəʊsɪs
protocarnivorous	pɹəʊtəkɑːnɪvəɹəs
protocol	pɹəʊtəkɒl
protocol	pɹoʊtəkɑl
protocol	pɹoʊtəkɔl
protocol	pɹoʊtəkoʊl
protocols	pɹəʊtəkɒls
protocols	pɹoʊtəkɑls
protocols	pɹoʊtəkɔls
protologism	pɹəʊtɒlədʒɪzm
protolysis	pɹəʊtɒlɪsɪs
protolysis	pɹoʊtɑlɪsɪs
protomorph	pɹoʊtoʊmɔːɹf
proton	pɹəʊtɒn
proton	pɹoʊtɑːn
protonation	pɹoʊtəneɪʃən
protophyte	pɹəʊtəfʌɪt
protophyte	pɹoʊdəfaɪt
protoplast	pɹəʊtəʊplast
protospecies	pɹəʊtəʊspiːʃiːz
protostar	pɹəʊtəʊstɑː
protostar	pɹoʊtətaɪp
protostar	pɹoʊtoʊtaɪp
prototherian	pɹoʊtɵθɪəɹiən
prototype	pɹəʊtətʌɪp
prototype	pɹoʊtətaɪp
prototype	-ɾə-
protozoan	pɹəʊtəzəʊən
protozoan	pɹoʊtəzoʊən
protract	pɹətɹakt
protreptic	pɹəʊtɹɛptɪk
protuberance	pɹəʊtjuːbəɹəns
protuberance	pɹoʊtuːbəɹəns
protyle	pɹəʊtaɪl
proud	pɹaʊd
proudling	pɹaʊdlɪŋ
proudly	pɹaʊdli
proulx	pɹu
proust	pɹuːst
proust	pɹust
proustian	pɹuːstɪən
proustian	pɹustiən
prove	pɹuːv
prove	pɹəʊv
proved	pɹuːvd
proven	pɹuːvən
proven	pɹəʊvən
proven	pɹuvən
provenance	pɹɒvənəns
provenance	pɹɒvənɒns
provenance	pɹɑvənəns
provençal	pɹɒvɑːnsɑːl
provençal	pɹɒvənsɑːl
provençal	pɹɒvɒnsɑːl
provender	pɹɒvɪndə
provender	pɹɒvəndə
provender	pɹɑːvəndɚ
proverb	pɹɒvɜːb
proverb	pɹɑːvɝːb
proverbial	pɹəvɜɹbiːəl
proves	pɹuːvz
provide	pɹəvaɪd
provided	pɹəvaɪdɪd
providence	pɹɒvɪdəns
provident	pɹɒvɪdənt
providential	pɹɒvɪdɛnʃl̩
providing	pɹəvaɪdɪŋ
province	pɹɑvɪns
province	pɹɒvɪns
provinces	pɹɑvɪnsɪz
provinces	pɹɒvɪnsɪz
provincial	pɹɒvinʃəl̩
proving	pɹuːvɪŋ
provings	pɹuːvɪŋz
provision	pɹəvɪʒən
provisional	pɹəvɪʒənəl
provisions	pɹəvɪʒənz
proviso	pɹəvaɪzoʊ
provisory	pɹəvaɪzəɹi
provocate	pɹəvɒkeɪt
provocate	pɹəvɑːkeɪt
provocation	pɹɑvəkeɪʃən
provocation	pɹɒvəkeɪʃən
provocative	pɹəvɒkətɪv
provocative	pɹəvɑkətɪv
provoke	pɹəvəʊk
provoke	pɹəvoʊk
provokement	pɹəvəʊkmənt
provolone	pɹoʊvəloʊn
provost	pɹɒvəst
provost	pɹɒvɒst
provost	pɹəʊvəʊ
provost	pɹoʊvoʊst
provost	pɹɑvəst
provosty	pɹɒvəsti
prow	pɹaʊ
prowess	pɹaʊɪs
prowess	pɹaʊəs
prowl	pɹaʊl
prowled	pɹaʊld
prowling	pɹaʊlɪŋ
prowlings	pɹaʊlɪŋz
prowls	pɹaʊlz
prows	pɹaʊz
proxeni	pɹɒksɪnaɪ
proxenoi	pɹɒksɪnɔɪ
proxenoi	pɹɑksɪnɔɪ
proxenos	pɹɑksɪnɒs
proxenos	pɹɑksɪnɔs
proxenos	pɹɑksɪnɑs
proxenus	pɹɒksɪnəs
proximal	pɹɒksɪməl
proximity	pɹɑksɪmɪti
proxy	pɹɒksi
prozymite	pɹɒzɪmaɪt
prozymite	pɹɑzəmaɪt
prude	pɹuːd
prudence	pɹuːdəns
prudent	pɹuːdənt
prudential	pɹuːdɛnʃəl
prudery	pɹuːdəɹi
prudhommie	pɹuːdɒmi
prudhommie	pɹuːdəmiː
prune	pɹuːn
pruned	pɹuːnd
prunes	pɹuːnz
pruning	pɹuːnɪŋ
prunings	pɹuːnɪŋz
prurient	pɹʊəɹiənt
prurient	pɹʊɹiənt
prurigo	pɹʊəɹaɪɡəʊ
prurition	pɹʊɹɪʃən
pruritus	pɹuːɹaɪtəs
prusik	pɹʌsɪk
prussia	pɹʌʃə
prussian	pɹʌʃən
prusten	pɹuːstən
pry	pɹaɪ
prying	pɹaɪɪŋ
psaki	sɑːkiː
psalm	sɑːm
psalm	sɑm
psalm	sɑlm
psalmody	sɑːmədi
pschent	skɛnt
psephocracy	psɪfɒkɹəsi
psephocracy	psiːfɒkɹəsi
psephocracy	psɛfɒkɹəsi
psephocracy	psifɑkɹəsi
psephology	sifɑləd͡ʒi
pseud	suːd
pseudepigrapha	sjuːdəpɪɡɹəfə
pseudepigrapha	suːdəpɪɡɹəfə
pseudo	sjuːdəʊ
pseudo	suːdoʊ
pseudoactive	psuːdəʊaktɪv
pseudogentilicium	psuːdəʊd͡ʒɛntaɪlɪsɪəm
pseudomessiah	suːdəʊmɪsaɪə
pseudomessiah	sudoʊmɪsaɪə
pseudometeorite	sjuːdəʊmiːtiəɹaɪt
pseudometeorite	suːdoʊmitiɚaɪt
pseudomorphosis	suːdəʊmɔːfəsɪs
pseudonym	sjuːdəʊnɪm
pseudonym	sudənɪm
pseudonym	sudoʊnɪm
pseudonymous	suːdənɪməs
pseudoparaphyllium	sjuːdəʊpæɹəfɪliəm
pseudopatient	sjuːdəʊpeɪʃənt
pseudopatient	sjuːdəʊpeɪʃənt
pseudopatient	sudoʊpeɪʃənt
pseudopatient	sudoʊpeɪʃənt
pseudopod	suːdəʊpɒd
pseudopseudohypoparathyroidism	sjuːdəʊsjuːdəʊhaɪpəʊpæɹəθaɪɹɔɪdɪzəm
pseudopseudohypoparathyroidism	suːdoʊsuːdoʊhaɪpoʊpæɹəθaɪɹɔɪdɪzəm
pseudostratified	suːdoʊstɹæt̬əfɑɪd
pshaw	pʃɔː
pshaw	ʃɑː
psi	psaɪ
psi	saɪ
psi	saɪ
psilocybin	saɪləsaɪbɪn
psilophyte	saɪləfʌɪt
psilophyte	saɪləfaɪt
psilosopher	psɪlɒsəfə
psilosopher	psɪlɑsəfɚ
psionic	saɪɒnɪk
psithurism	sɪθjʊəɹɪzəm
psittacosis	siɾəkoʊsɨs
psoas	səʊəs
psoas	soʊəs
psoas	soʊæs
psych	saɪk
psychagogic	saɪkəɡɒdʒɪk
psychagogic	saɪkəɡɑdʒɪk
psyche	saɪki
psyche	saɪk
psyched	saɪkt
psychedelic	saɪkədɛlɪk
psychedelic	saɪkɪdɛlɪk
psychiatric	saɪkiætɹɪk
psychiatries	saɪkaɪətɹiz
psychiatrist	saɪkaɪətɹɪst
psychiatry	saɪkaɪətɹi
psychic	saɪkɪk
psychical	sʌɪkɪkəl
psychically	saɪkɪkli
psyching	saɪkɪŋ
psycho	saɪkəʊ
psycho	saɪkoʊ
psychobabble	saɪkəʊbabəl
psychodysleptic	sʌɪkəʊdɪslɛptɪk
psychogenic	sʌɪkɒʊdʒɛnɪk
psychohistory	sʌɪkəʊhɪstəɹi
psychoid	saɪkɔɪd
psychokinesis	saɪkoʊkɪnisɪs
psychokinesis	saɪkəʊkɪniːsɪs
psychologic	saɪkəlɑdʒɪk
psychological	saɪkəlɒdʒɪkl
psychological	saɪkəlɑːdʒɪkl
psychologist	saɪkɑləd͡ʒɪst
psychology	saɪkɑlədʒi
psychology	saɪkɒlədʒɪ
psychomachia	saɪkəʊmækiə
psychoneuroimmunology	sʌɪkəʊnʊəɹəʊɪmjʊnɒlədʒi
psychoneurotic	sʌɪkəʊnjʊɹɒtɪk
psychopath	saɪkoʊpæθ
psychopathic	saɪkoʊpæθɪk
psychopathic	saɪkəpæθɪk
psychopathies	saɪkɑpəθiz
psychopathies	saɪkɒpəθiz
psychopathological	saɪkəʊpæθəlɒdʒɪkəl
psychopathological	saɪkoʊpæθəlɑːdʒɪkəl
psychopathology	saɪkɒpəθɒlədʒɪ
psychopaths	saɪkoʊpæθs
psychopathy	saɪkɑpəθi
psychopathy	saɪkɒpəθi
psychopomp	saɪkəʊpɒmp
psychopomp	saɪkoʊpɑmp
psychosexuality	sʌɪkəʊsɛkʃʊalɪti
psychosis	saɪkəʊsɪs
psychosis	saɪkoʊsɪs
psychosomatic	saɪkəʊsəmætɪk
psychosomatic	saɪkoʊsəmædɪk
psychotherapy	saɪkoʊθɛɹəpi
psychotic	saɪkɒtɪk
psychozoic	sʌɪkəʊzəʊɪk
psychs	saɪks
ptarmigan	tɑːmɪɡən
pteridophyte	tɪɹɪdəfaɪt
pteridophyte	təɹɪdəfaɪt
pteridophyte	tɛɹədəfaɪt
pterion	tɛɹɪən
pterodactyl	tɛɹədæktl̩
pterodactyl	tɛɹədæktɪl
pterosaur	tɛɹəsɔɹ
pterostilbene	ptɛɹəʊstɪlbiːn
ptilinum	ptɪlɪnəm
ptilinum	ptɪlʌɪnəm
ptilocerque	ptɪləʊsɜːk
ptochocracy	toʊkɑkɹəsi
ptolemaic	tɒləmeɪɪk
ptolemaic	tɑːləmeɪɪk
ptolemy	tɒləmi
ptolemy	tɑləmi
ptomaine	təʊmeɪn
ptomaine	toʊmeɪn
ptosis	təʊsɪs
pub	pʌb
pub	pʊb
pubbed	pʌbd
pubbing	pʌbɪŋ
pube	pjuːb
pubeless	pjuːbləs
pubes	pjuːbiz
pubes	pjuːbz
pubic	pjuːbɪk
pubis	pjubɪs
public	pʌblɪk
publicate	pʌbləkeɪt
publication	pʌblɪkeɪʃən
publicise	pʌblɪsaɪz
publicize	pʌblɪsaɪz
publicly	pʌblɪkli
publish	pʌblɪʃ
published	pʌblɪʃt
publisher	pʌblɪʃɚ
pubs	pʌbz
pubs	pʌbz
puccoon	pʌkuːn
pucelage	pjuːsəlɑːʒ
pucelage	pjuːsəlɪdʒ
pucelle	pʊsɛl
puck	pʌk
puckish	pʌkɪʃ
pucks	pʌks
pucky	pʌki
pud	pʊd
pud	pəd
pud	pʌd
pud	puːd
pudding	pʊdɪŋ
puddle	pʌdəl
pudenda	pjʊdɛndə
pudenda	pjuːdɛndə
pudendum	pjʊdɛndəm
pudendum	pjuːdɛndəm
pudeur	pjuːdɜː
pudeur	pjudɝ
pudge	pʌd͡ʒ
pudgy	pʌdʒi
pudibund	pjuːdɪbʌnd
pudic	pjuːdɪk
pudor	pjuːdɔː
pudu	puːduː
pudu	puːduː
puducherry	pʊdʊtʃɛɹi
pueblo	pwɛbləʊ
puellile	pjulaɪl
puer	pjuɚ
puer	pjuːə
puer	pjʊə
puerile	pjʊəɹaɪl
puerile	pjʊɹɪl
puerile	pjʊɹaɪl
puerperia	puːɝpiːɹiæ
puerperia	puːɚpiːɹiæ
puerperium	puːɝpiːɹiəm
puerperium	puːɚpiːɹiəm
puff	pʌf
puffed	pʌft
puffer	pʌfɚ
puffer	pʌfə
puffin	pʌfɪn
