aaron	aːaron
reneo	rɛneoː
renere	rɛneːrɛ
reneri	rɛneːriː
renideo	rɛniːdeoː
reniformis	reːnɪfoːrmɪs
reniteo	rɛnɪteoː
renitor	rɛniːtɔr
renius	rɛniʊs
rennuo	rɛnnʊoː
renovo	rɛnɔwoː
renuncio	rɛnuːŋkioː
renuntio	rɛnuːntioː
renuo	rɛnʊoː
reor	reɔr
repandus	rɛpandʊs
reparabilis	rɛparaːbɪlɪs
reparatus	rɛparaːtʊs
reparo	rɛparoː
repauso	rɛpau̯soː
repedo	rɛpɛdoː
repello	rɛpɛlloː
repentinus	rɛpɛntiːnʊs
repercussus	rɛpɛrkʊssʊs
repercutio	rɛpɛrkʊtioː
reperio	rɛpɛrioː
repertor	rɛpɛrtɔr
repertorium	rɛpɛrtoːriʊ̃
repertorium	repertoːrium
repetitio	rɛpɛtiːtioː
repeto	rɛpɛtoː
repleo	rɛpɫeoː
replico	rɛplɪkoː
repono	rɛpoːnoː
reporrigo	rɛpɔrrɪɡoː
reporto	rɛpɔrtoː
repperio	rɛppɛrioː
repraesentabilis	rɛprae̯sɛntaːbɪlɪs
repraesento	rɛprae̯sɛntoː
reprehendo	rɛprɛhɛndoː
reprehensibilis	rɛprɛhẽːsɪbɪlɪs
reprendo	rɛpreːndoː
repressor	rɛprɛssɔr
reprimit	rɛprɪmɪt
reprimo	rɛprɪmoː
reprobate	rɛprɔbaːtɛ
reprobo	rɛprɔboː
reprobus	rɛprɔbʊs
repromitto	rɛproːmɪttoː
repropitio	rɛprɔpɪtioː
reptabundus	reːptaːbʊndʊs
reptilis	reːptɪlɪs
repudio	rɛpʊdioː
repugnatorius	rɛpʊŋnaːtoːriʊs
repugno	rɛpʊŋnoː
repungo	rɛpʊŋɡoː
repurgo	rɛpuːrɡoː
reputo	rɛpʊtoː
requies	rɛkᶣieːs
requiesco	rɛkᶣieːskoː
requieta	rɛkᶣieːta
requieta	rekwieːta
requieta	rɛkᶣieːtaː
requieta	rekwieːta
requietus	rɛkᶣieːtʊs
requietus	rekwieːtus
requiro	rɛkᶣiːroː
resaluto	rɛsaɫuːtoː
resarcio	rɛsarkioː
rescindo	rɛskɪndoː
rescisco	rɛskiːskoː
rescribo	rɛskriːboː
rescriptum	rɛskriːptʊ̃
resecare	rɛsɛkaːrɛ
reseco	rɛsɛkoː
resequor	rɛsɛkʷɔr
resero	rɛsɛroː
reservo	rɛsɛrwoː
residentia	rɛsɪdɛntia
residentia	rezident͡sia
resideo	rɛsɪdeoː
resido	rɛsiːdoː
residuus	rɛsɪdʊʊs
resigno	rɛsiːŋnoː
resilientes	rɛsɪliɛnteːs
resilio	rɛsɪlioː
resinose	reːsiːnoːsɛ
resinosus	reːsiːnoːsʊs
resipisco	rɛsɪpiːskoː
resisto	rɛsɪstoː
resolubilis	rɛsɔɫuːbɪlɪs
resolutus	rɛsɔɫuːtʊs
resolvo	rɛsɔɫwoː
resonantes	rɛsɔnanteːs
resonantia	rɛsɔnantia
resono	rɛsɔnoː
resorbeo	rɛsɔrbeoː
respecto	rɛspɛktoː
respergo	rɛspɛrɡoː
respicio	rɛspɪkioː
respiratio	rɛspiːraːtioː
respirer	rɛspiːrɛr
respiro	rɛspiːroː
resplendeo	rɛspɫɛndeoː
respondeo	rɛspɔndeoː
responsio	rɛspõːsioː
responsum	rɛspõːsʊ̃
respublica	reːspuːblɪka
respuo	rɛspʊoː
restaurer	rɛstau̯rɛr
restauro	rɛstau̯roː
restibus	rɛstɪbʊs
restinguo	rɛstɪŋɡʷoː
restio	rɛstioː
restipulatio	rɛstɪpʊɫaːtioː
restipulor	rɛstɪpʊɫɔr
restituo	rɛstɪtʊoː
resto	rɛstoː
restrictio	rɛstrɪktioː
restrictus	rɛstrɪktʊs
restringo	rɛstrɪŋɡoː
resultas	rɛsʊɫtaːs
resultas	rezultas
resultatum	rɛsʊɫtaːtʊ̃
resultatum	rezultaːtum
resumo	rɛsuːmoː
resupino	rɛsʊpiːnoː
resurgo	rɛsʊrɡoː
resurrexisset	rɛsʊrreːksɪssɛt
resuscitatio	rɛsʊskɪtaːtioː
resuscito	rɛsʊskɪtoː
retardo	rɛtardoː
rete	reːtɛ
retego	rɛtɛɡoː
retendo	rɛtɛndoː
retentio	rɛtɛntioː
retentor	rɛtɛntɔr
retergeo	rɛtɛrɡeoː
retexo	rɛtɛksoː
retiarius	reːtiaːriʊs
reticens	rɛtɪkẽːs
reticeo	rɛtɪkeoː
reticulatus	reːtɪkʊɫaːtʊs
reticulum	reːtɪkʊɫʊ̃
retifex	reːtɪfɛks
retina	rɛtɪna
retinaculum	rɛtɪnaːkʊɫʊ̃
retineam	rɛtɪneã
retineo	rɛtɪneoː
retono	rɛtɔnoː
retorqueo	rɛtɔrkᶣeoː
retractio	rɛtraktioː
retracto	rɛtraktoː
retraho	rɛtrahoː
retribuo	rɛtrɪbʊoː
retrocedo	rɛtroːkeːdoː
retrogradior	rɛtroːɡradiɔr
retromolaris	rɛtrɔmɔɫaːrɪs
retrospicio	rɛtroːspɪkioː
retrudo	rɛtruːdoː
retundo	rɛtʊndoː
retusus	rɛtuːsʊs
reudigni	reu̯dɪŋniː
reuniam	reuːniã
reunirem	reuːniːrɛ̃
reunit	reuːnɪt
reus	reʊs
reveho	rɛwɛhoː
revello	rɛwɛlloː
revelo	rɛweːɫoː
revenerimus	rɛweːnɛrɪmʊs
revenerimus	rɛweːnɛriːmʊs
reveneris	rɛweːnɛrɪs
reveneris	rɛweːnɛriːs
reveneritis	rɛweːnɛrɪtɪs
reveneritis	rɛweːnɛriːtɪs
revenimus	rɛwɛniːmʊs
revenimus	rɛweːnɪmʊs
revenio	rɛwɛnioː
revenit	rɛwɛnɪt
revenit	rɛweːnɪt
reverbero	rɛwɛrbɛroː
reverens	rɛwɛrẽːs
revereor	rɛwɛreɔr
reverso	rɛwɛrsoː
reverto	rɛwɛrtoː
revertor	rɛwɛrtɔr
revessio	rɛwɛssioː
revibratio	rɛwɪbraːtioː
revibro	rɛwɪbroː
revideo	rɛwɪdeoː
revincio	rɛwɪŋkioː
revinco	rɛwɪŋkoː
revindico	rɛwɪndɪkoː
revinxerimus	rɛwɪŋksɛrɪmʊs
revinxerimus	rɛwɪŋksɛriːmʊs
revinxeris	rɛwɪŋksɛrɪs
revinxeris	rɛwɪŋksɛriːs
revinxeritis	rɛwɪŋksɛrɪtɪs
revinxeritis	rɛwɪŋksɛriːtɪs
reviresco	rɛwɪreːskoː
revisio	rɛwiːsioː
reviso	rɛwiːsoː
revivesco	rɛwiːweːskoː
revivisco	rɛwiːwiːskoː
revivo	rɛwiːwoː
revocatorius	rɛwɔkaːtoːriʊs
revoco	rɛwɔkoː
revolvo	rɛwɔɫwoː
rhadamistus	radamɪstʊs
rhaeticus	rae̯tɪkʊs
rhagion	raɡiɔn
rhaucus	rau̯kʊs
rhegium	reːɡiʊ̃
rhenanus	reːnaːnʊs
rhenanus	renaːnus
rhenium	reːniʊ̃
rhenus	reːnʊs
rhescuporis	rɛskʊpɔrɪs
rhesus	reːsʊs
rhetor	reːtɔr
rhetoricoteros	reːtɔrɪkoːtɛrɔs
rhetoricoterus	reːtɔrɪkoːtɛrʊs
rhetoricus	reːtɔrɪkʊs
rheumaticus	reu̯matɪkʊs
rheumatus	reu̯maːtʊs
rhexis	reːksɪs
rhidagus	rɪdaɡʊs
rhinnea	rɪnnea
rhinoceros	riːnɔkɛroːs
rhithymna	rɪtʰʏmna
rhium	riʊ̃
rhizius	rɪziʊs
rhizus	rɪzuːs
rhoali	rɔaliː
rhocobae	rɔkɔbae̯
rhodanthus	rɔdantʰʊs
rhodanus	rɔdanʊs
rhodanusia	rɔdanuːsia
rhodaphas	rɔdapʰaːs
rhodesiana	rɔdɛsiaːna
rhodesiana	rɔdɛsiaːnaː
rhodesianae	rɔdɛsiaːnae̯
rhodesianam	rɔdɛsiaːnã
rhodesianarum	rɔdɛsiaːnaːrʊ̃
rhodesianas	rɔdɛsiaːnaːs
rhodesiane	rɔdɛsiaːnɛ
rhodesiani	rɔdɛsiaːniː
rhodesianis	rɔdɛsiaːniːs
rhodesiano	rɔdɛsiaːnoː
rhodesianorum	rɔdɛsiaːnoːrʊ̃
rhodesianos	rɔdɛsiaːnoːs
rhodesianum	rɔdɛsiaːnʊ̃
rhodesianus	rɔdɛsiaːnʊs
rhoditis	rɔdiːtɪs
rhodium	rɔdiʊ̃
rhodius	rɔdiʊs
rhododendron	rɔdɔdɛndrɔn
rhododendros	rɔdɔdɛndrɔs
rhododendros	rɔdɔdɛndroːs
rhodope	rɔdɔpeː
rhodos	rɔdɔs
rhodus	rɔdʊs
rhoe	rɔeː
rhoemetalces	roe̯meːtaɫkeːs
rhoetaces	roe̯takɛs
rhoeteum	roe̯teːʊ̃
rhogandani	rɔɡandaniː
rhombites	rɔmbɪteːs
rhomboides	rɔmbɔiːdeːs
rhomboideus	rɔmbɔiːdeːʊs
rhombus	rɔmbʊs
rhonchisonus	rɔŋkʰɪsɔnʊs
rhoncho	rɔŋkʰoː
rhosus	roːsʊs
rhoxolani	rɔksɔɫaːniː
rhymmus	rʏmmʊs
rhymosoli	rʏmɔsɔliː
rhyndacus	rʏndakʊs
rhypes	rʏpeːs
rhythmus	rʏtʰmʊs
rhytium	rʏtiʊ̃
rhytium	rʏtiʊ̃
ricinus	rɪkɪnʊs
ricto	rɪktoː
rictus	rɪktʊs
ridibundus	riːdɪbʊndʊs
ridica	rɪdɪka
ridiculus	riːdɪkʊɫʊs
rigeo	rɪɡeoː
rigesco	rɪɡeːskoː
rigidus	rɪɡɪdʊs
riginia	rɪɡɪnia
rigo	rɪɡoː
rigor	rɪɡɔr
rigorosus	rɪɡoːroːsʊs
riguus	rɪɡʊʊs
rimabundus	riːmaːbʊndʊs
rimor	riːmɔr
rimosus	riːmoːsʊs
ringor	rɪŋɡɔr
riopalenquensis	riɔpaɫɛŋkᶣẽːsɪs
ripa	rɪpa
riparius	riːpaːriʊs
rira	rɪra
risiloquium	rɪsɪɫɔkᶣiʊ̃
risorius	riːsoːriʊs
risus	riːsʊs
ritratus	riːtraːtʊs
ritus	riːtʊs
rivalicius	riːwaːlɪkiʊs
rivalis	riːwaːlɪs
rivalitas	riːwaːlɪtaːs
rivifinalis	riːwɪfiːnaːlɪs
rivolus	riːwɔɫʊs
rivora	riːwɔra
rivularis	riːwʊɫaːrɪs
rivulus	riːwʊɫʊs
rivus	riːwʊs
rixa	rɪksa
rixis	riːksɪs
rixis	rɪksiːs
rixor	rɪksɔr
rixosus	rɪksoːsʊs
robertus	roːbɛrtʊs
robeus	rɔbeʊs
robigino	roːbiːɡɪnoː
robiginosus	roːbiːɡɪnoːsʊs
robigus	roːbiːɡʊs
roboro	roːbɔroː
roborum	roːbɔrʊ̃
roborum	roːboːrʊ̃
robrica	rɔbrɪka
robur	roːbʊr
robus	roːbʊs
robustus	roːbʊstʊs
rocus	rɔkʊs
rodano	rɔdanoː
rodanus	rɔdanʊs
rodens	roːdẽːs
rodericus	roːdɛriːkʊs
rodumna	rɔdʊmna
roentgenium	roe̯ntɡɛniʊ̃
rogabimini	rɔɡaːbɪmɪniː
rogamentum	rɔɡaːmɛntʊ̃
rogare	rɔɡaːrɛ
rogate	rɔɡaːtɛ
rogatio	rɔɡaːtioː
rogatiuncula	rɔɡaːtiʊŋkʊɫa
rogato	rɔɡaːtoː
rogator	rɔɡaːtɔr
rogerius	roːɡɛriʊs
rogitatio	rɔɡɪtaːtioː
rogito	rɔɡɪtoː
rogo	rɔɡoː
rogus	rɔɡʊs
roletum	roːɫeːtʊ̃
roletus	roːɫeːtʊs
roma	roːma
romancium	roːmaːŋkiʊ̃
romancius	roːmaːŋkiʊs
romanice	roːmaːnɪkeː
romanice	romaːnit͡ʃe
romanicus	roːmaːnɪkʊs
romanicus	romaːnikus
romanitas	roːmaːnɪtaːs
romanitas	romaːnitas
romantium	roːmaːntiʊ̃
romanus	roːmaːnʊs
romanus	romaːnus
romilius	roːmɪliʊs
romulea	roːmʊɫea
romulus	roːmʊɫʊs
romulus	roːmulus
roncinus	rɔŋkiːnʊs
roncinus	ront͡ʃiːnus
roraimensis	rɔraɪmẽːsɪs
rore	roːrɛ
roriger	roːrɪɡɛr
rorulentus	roːrʊɫɛntʊs
rosa	rɔsa
rosa	roːza
rosaceus	rɔsaːkeʊs
rosam	rɔsã
rosarium	rɔsaːriʊ̃
rosarium	rozaːrium
rosarius	rɔsaːriʊs
rosatus	rɔsaːtʊs
roscianum	rɔskiaːnʊ̃
roscidus	roːskɪdʊs
roscius	rɔskiʊs
rosetum	rɔseːtʊ̃
roseus	rɔseʊs
rosewoodensis	roːswʊdẽːsɪs
rosmarinus	roːsmariːnʊs
rosmarinus	rosmariːnus
rostratus	roːstraːtʊs
rostrum	roːstrʊ̃
rosulentus	rɔsʊɫɛntʊs
rota	rɔta
rotatio	rɔtaːtioː
rotella	rɔtɛlla
rotensis	rɔtẽːsɪs
roto	rɔtoː
rotula	rɔtʊɫa
rotundiceps	rɔtʊndɪkɛps
rotundicollis	rɔtʊndɪkɔllɪs
rotundifolius	rɔtʊndɪfɔliʊs
rotundifrons	rɔtʊndɪfrõːs
rotundipennis	rɔtʊndɪpɛnnɪs
rotundo	rɔtʊndoː
rotundus	rɔtʊndʊs
ruanda	rʊanda
rubecula	rʊbɛkʊɫa
rubecula	rubeːkula
rubefacio	rʊbɛfakioː
rubefactum	rʊbɛfaktʊ̃
rubefacturus	rʊbɛfaktuːrʊs
rubellianus	rʊbɛlliaːnʊs
rubellius	rʊbɛlliʊs
rubellulus	rʊbɛllʊɫʊs
rubellus	rʊbɛllʊs
rubeo	rʊbeoː
ruber	rʊbɛr
rubesco	rʊbeːskoː
rubeus	rʊbeʊs
rubi	rʊbiː
rubia	rʊbia
rubicon	rʊbɪkoːn
rubicundulus	rʊbɪkʊndʊɫʊs
rubicundus	rʊbɪkʊndʊs
rubidium	rʊbɪdiʊ̃
rubidus	rʊbɪdʊs
rubiformis	rʊbɪfoːrmɪs
rubigino	ruːbiːɡɪnoː
rubiginosus	ruːbiːɡɪnoːsʊs
rubinus	rʊbiːnʊs
rubinus	rubiːnus
rubor	rʊbɔr
rubrenus	rʊbreːnʊs
rubrica	rʊbriːka
rubricatus	rʊbrɪkaːtʊs
rubricatus	rʊbriːkaːtʊs
rubriceps	rʊbrɪkɛps
rubrico	rʊbriːkoː
rubricostus	rʊbrɪkɔstʊs
rubricosus	rʊbriːkoːsʊs
rubriformis	rʊbrɪfoːrmɪs
rubripes	rʊbrɪpeːs
rubrius	rʊbriʊs
rubrofasciatus	rʊbrɔfaskiaːtʊs
rubus	rʊbʊs
rucinates	rʊkɪnaːteːs
ruct	rʊkt
ructa	rʊkta
ructabundus	ruːktaːbʊndʊs
ructus	ruːktʊs
rudens	ruːdẽːs
rudens	rʊdẽːs
rudiae	rʊdiae̯
rudini	rʊdiːniː
rudis	rʊdɪs
rudo	rʊdoː
ruficeps	ruːfɪkɛps
ruficollis	rʊfɪkɔllɪs
ruficornis	rʊfɪkɔrnɪs
rufifrons	rʊfɪfrõːs
rufigaster	rʊfɪɡastɛr
rufipennis	rʊfɪpɛnnɪs
rufipes	rʊfɪpeːs
rufitarsis	rʊfɪtarsɪs
rufius	ruːfiʊs
rufiventris	rʊfɪwɛntrɪs
rufocanus	ruːfɔkaːnʊs
rufocaudatus	rʊfɔkau̯daːtʊs
rufrae	rʊfrae̯
rufulus	ruːfʊɫʊs
rufus	ruːfʊs
rufus	ruːfus
rugicollis	rʊɡɪkɔllɪs
rugio	rʊɡioː
rugitus	rʊɡiːtʊs
rugosus	ruːɡoːsʊs
rugulosus	ruːɡʊɫoːsʊs
rugusci	rʊɡʊskiː
ruidus	rʊɪdʊs
ruina	rʊiːna
ruino	rʊiːnoː
ruinosus	rʊiːnoːsʊs
rullus	rʊllʊs
rullus	rʊllʊs
rumen	ruːmɛn
rumigo	ruːmɪɡoː
ruminandus	ruːmɪnandʊs
ruminaturus	ruːmɪnaːtuːrʊs
rumino	ruːmɪnoː
ruminor	ruːmɪnɔr
rumnici	rʊmnɪkiː
rumor	ruːmɔr
rumpo	rʊmpoː
rumpotinetum	rʊmpoːtɪneːtʊ̃
rumpus	rʊmpʊs
runcinus	rʊŋkiːnʊs
runcinus	runt͡ʃiːnus
runco	rʊŋkoː
ruo	rʊoː
rupestris	ruːpɛstrɪs
rupex	rʊpɛks
rupico	rʊpɪkoː
rupicola	ruːpɪkɔɫa
rupicola	ruːpɪkɔɫa
rupicola	ruːpɪkɔɫaː
rupicolus	ruːpɪkɔɫʊs
rupilius	rʊpɪliʊs
ruptio	rʊptioː
ruptor	rʊptɔr
ruptura	rʊptuːra
ruralis	ruːraːlɪs
ruricola	ruːrɪkɔɫa
rusazus	rʊsazʊs
rusbeas	rʊsbeaːs
rusca	rʊska
ruscino	rʊskɪnoː
ruscum	rʊskʊ̃
rusellae	rʊsɛllae̯
rusicade	ruːsɪkadeː
rusidava	rʊsɪdawa
ruso	rʊsoː
ruspe	rʊspeː
ruspor	rʊspɔr
russia	rʊssia
russicus	rʊssɪkʊs
russus	rʊssʊs
rusticanus	ruːstɪkaːnʊs
rusticellius	rʊstɪkɛlliʊs
rusticor	ruːstɪkɔr
rusticule	ruːstɪkʊɫɛ
rusticulus	ruːstɪkʊɫʊs
rusticus	ruːstɪkʊs
rustius	rʊstiʊs
rusucurium	rʊsʊkʊriʊ̃
rutabulum	rʊtaːbʊɫʊ̃
ruteni	rʊteːniː
ruthenicus	rʊtʰɛnɪkʊs
ruthenium	rʊtʰɛniʊ̃
rutherfordium	rʊtʰɛrfɔrdiʊ̃
rutilius	rʊtɪliʊs
rutilo	rʊtɪɫoː
rutilus	rʊtɪɫʊs
rutrum	rʊtrʊ̃
rutuba	rʊtʊba
rutuba	rʊtʊba
ryxis	ryːksɪs
saba	saːba
sabae	saːbɛ
sabalingii	sabalɪŋɡiiː
sabanum	sabanʊ̃
sabanus	sabaːnʊs
sabatus	sabatʊs
sabbatarius	sabbataːriʊs
sabbaticus	sabbatɪkʊs
sabbatismus	sabbatɪsmʊs
sabbatizo	sabbatɪzoː
sabbatum	sabbatʊ̃
sabellius	sabɛlliʊs
sabidius	sabɪdiʊs
sabinius	sabiːniʊs
sabis	sabɪs
sabora	sabɔra
sabrinus	sabriːnʊs
sabucius	sabʊkiʊs
sabulo	sabʊɫoː
sabulosus	sabʊɫoːsʊs
sabura	sabʊra
saburra	sabʊrra
saburralis	sabʊrraːlɪs
saburro	sabʊrroː
sacatos	sakatɔs
saccarius	sakkaːriʊs
saccellus	sakkɛllʊs
sacceus	sakkeʊs
saccharinus	sakkʰariːnʊs
saccharolyticus	sakkʰarɔlʏtɪkʊs
saccharum	sakkʰarʊ̃
saccibuccis	sakkɪbʊkkɪs
saccinus	sakkiːnʊs
sacciperium	sakkɪpeːriʊ̃
saccularius	sakkʊɫaːriʊs
sacculus	sakkʊɫʊs
saccus	sakkʊs
sacellum	sakɛllʊ̃
sacer	sakɛr
sacer	saːt͡ʃer
sacerdos	sakɛrdoːs
sacerdotalis	sakɛrdoːtaːlɪs
sacerdotalis	sat͡ʃerdotaːlis
sacerdotium	sakɛrdoːtiʊ̃
sacerdotium	sat͡ʃerdoːt͡sium
sacerdotula	sakɛrdoːtʊɫa
sachalinensis	sakʰalɪnẽːsɪs
sacramentalis	sakraːmɛntaːlɪs
sacramentum	sakraːmɛntʊ̃
sacrarium	sakraːriʊ̃
sacrarius	sakraːriʊs
sacrator	sakraːtɔr
sacricola	sakrɪkɔɫa
sacrifer	sakrɪfɛr
sacrificalis	sakrɪfɪkaːlɪs
sacrificatio	sakrɪfɪkaːtioː
sacrificator	sakrɪfɪkaːtɔr
sacrificatus	sakrɪfɪkaːtʊs
sacrificialis	sakrɪfɪkiaːlɪs
sacrificiolus	sakrɪfɪkiɔɫʊs
sacrificium	sakrɪfɪkiʊ̃
sacrifico	sakrɪfɪkoː
sacrificulus	sakrɪfɪkʊɫʊs
sacrificus	sakrɪfɪkʊs
sacrilegium	sakrɪɫɛɡiʊ̃
sacrilegium	sakrileːd͡ʒium
sacrilegus	sakrɪɫɛɡʊs
sacrilegus	sakriːleɡus
sacrima	sakrɪma
sacristia	sakrɪstia
sacrium	sakriʊ̃
sacrolumbalis	sakrɔɫʊmbaːlɪs
sacrosanctus	sakroːsaːŋktʊs
sacrufico	sakrʊfɪkoː
sacrum	sakrʊ̃
sadales	sadaɫeːs
saddarus	saddarʊs
sadducaeus	sadduːkae̯ʊs
sadducaeus	saddut͡ʃɛːus
sadocus	sadoːkʊs
sadyattes	sadʏatteːs
saeclaris	sae̯kɫaːrɪs
saeclum	sae̯kɫʊ̃
saecularis	sae̯kʊɫaːrɪs
saeculum	sae̯kʊɫʊ̃
saeculum	sɛːkulum
saenius	sae̯niʊs
saepe	sae̯pɛ
saepe	sɛːpe
saepis	sae̯pɪs
saepone	sae̯pɔneː
saeprus	sae̯prʊs
saepserimus	sae̯psɛrɪmʊs
saepserimus	sae̯psɛriːmʊs
saepseris	sae̯psɛrɪs
saepseris	sae̯psɛriːs
saepseritis	sae̯psɛrɪtɪs
saepseritis	sae̯psɛriːtɪs
saeptum	sae̯ptʊ̃
saetiger	sae̯tɪɡɛr
saetosus	sae̯toːsʊs
saevidicus	sae̯wɪdɪkʊs
saevirimus	sae̯wiːrɪmʊs
saevirimus	sae̯wiːriːmʊs
saeviris	sae̯wiːrɪs
saeviritis	sae̯wiːrɪtɪs
saeviritis	sae̯wiːriːtɪs
saevitas	sae̯wɪtaːs
saevitia	sae̯wɪtia
saevitudo	sae̯wɪtuːdoː
saevius	sae̯wiʊs
saevus	sae̯wʊs
saevus	sɛːvus
safinius	safɪniʊs
saga	saːɡa
sagaciter	saɡaːkɪtɛr
sagaciter	saɡaːt͡ʃiter
sagapenum	saɡapeːnʊ̃
sagatus	saɡaːtʊs
sagax	saːɡaks
sagis	saɡɪs
sagitta	saɡɪtta
sagittarius	saɡɪttaːriʊs
sagittifer	saɡɪttɪfɛr
sagittifolius	saɡɪttɪfɔliʊs
sagittiger	saɡɪttɪɡɛr
sagitto	saɡɪttoː
sagittula	saɡɪttʊɫa
sagmarius	saɡmaːriʊs
sagmen	saɡmɛn
sagochlamys	saɡɔkʰɫamʏs
sagrus	saɡrʊs
sagulatus	saɡʊɫaːtʊs
sagulatus	saɡulaːtus
sagulum	saɡʊɫʊ̃
sagulum	saːɡulum
sagum	saɡʊ̃
sagum	saːɡum
sagum	saːɡʊ̃
sagum	saːɡum
sagus	saɡʊs
sagus	saːɡus
sagus	saːɡʊs
sagus	saːɡus
saharicus	sahaːrɪkʊs
saigonensis	sajɡɔnẽːsɪs
sais	saɪs
sal	saːɫ
salacia	saɫaːkia
salacitas	saɫaːkɪtaːs
salaco	saɫakoː
salamandra	saɫamandra
salapia	saɫapia
salariarius	saɫaːriaːriʊs
salarium	saɫaːriʊ̃
salarium	salaːrium
salarius	saɫaːriʊs
salassi	saɫassiː
salax	saɫaːks
saldae	saɫdae̯
salduba	saɫdʊba
sale	saɫeː
salebra	saɫɛbra
saleius	saɫeːjʊs
saleni	saɫeːniː
salentini	saːɫɛntiːniː
saletio	saɫɛtiɔ
salgama	saɫɡama
salicastrum	salɪkastrʊ̃
salicifolius	salɪkɪfɔliʊs
salicina	salɪkiːna
salicina	salɪkiːnaː
salicinus	salɪkiːnʊs
salictum	salɪktʊ̃
salient	saliɛnt
salientes	saliɛnteːs
salienus	salieːnʊs
salignus	salɪŋnʊs
salinator	saliːnaːtɔr
salivarius	saliːwaːriʊs
salivosus	saliːwoːsʊs
salix	salɪks
sallustius	sallʊstiʊs
salmani	saɫmaːniː
salmantica	saɫmantɪka
salmo	saɫmoː
salmona	saɫmoːna
salmoneus	saɫmoːneːʊs
salo	saɫoː
salobriasae	saɫɔbriasae̯
salodurum	saɫɔduːrʊ̃
salomon	saɫɔmoːn
salomon	saːlomon
salomonensis	saɫɔmɔnẽːsɪs
salona	saɫoːna
saloninus	saɫoːniːnʊs
salonius	saɫoːniʊs
salopia	saɫɔpia
salopia	saloːpia
salopiensis	saɫɔpiẽːsɪs
salor	saɫɔr
salpa	saɫpa
salpesa	saɫpɛsa
salsilago	saɫsɪɫaːɡoː
salsugo	saɫsuːɡoː
salsus	saɫsʊs
saltabundus	saɫtaːbʊndʊs
saltatio	saɫtaːtioː
saltatorius	saɫtaːtoːriʊs
saltatrix	saɫtaːtriːks
saltiae	saɫtiae̯
saltius	saɫtiʊs
salto	saɫtoː
saluber	saɫuːbɛr
salubritas	saɫuːbrɪtaːs
saluerimus	saɫʊɛrɪmʊs
saluerimus	saɫʊɛriːmʊs
salueris	saɫʊɛrɪs
salueris	saɫʊɛriːs
salueritis	saɫʊɛrɪtɪs
salueritis	saɫʊɛriːtɪs
salum	saɫʊ̃
salus	saɫuːs
salutabundus	saɫuːtaːbʊndʊs
salutare	saɫuːtaːrɛ
salutare	salutaːre
salutarem	saɫuːtaːrɛ̃
salutares	saɫuːtaːreːs
salutari	saɫuːtaːriː
salutaris	saɫuːtaːrɪs
salutaris	salutaːris
salutatio	saɫuːtaːtioː
salutatio	salutaːt͡sio
salutativus	saɫuːtaːtiːwʊs
salutator	saɫuːtaːtɔr
salutatorium	saɫuːtaːtoːriʊ̃
salutatorius	saɫuːtaːtoːriʊs
salutatrix	saɫuːtaːtriːks
salutifer	saɫuːtɪfɛr
salutificator	saɫuːtɪfɪkaːtɔr
salutiger	saɫuːtɪɡɛr
salutigerulus	saɫuːtɪɡɛrʊɫʊs
saluto	saɫuːtoː
salvator	saɫwaːtɔr
salvator	salvaːtor
salvatrix	saɫwaːtriːks
salve	saɫweː
salveo	saɫweoː
salvete	saɫweːtɛ
salvia	saɫwia
salvidienus	saɫwɪdieːnʊs
salvificator	saɫwɪfɪkaːtɔr
salvifico	saɫwɪfɪkoː
salvificus	saɫwɪfɪkʊs
salvificus	salviːfikus
salvius	saɫwiʊs
salvo	saɫwoː
salvus	saɫwʊs
samamycii	samamʏkiiː
samarensis	samarẽːsɪs
samaritanus	samariːtaːnʊs
samarium	samariʊ̃
samarobriva	samarɔbriːwa
sambiranensis	sambɪranẽːsɪs
sambuceus	sambuːkeʊs
sambucus	sambuːkʊs
sambus	sambʊs
samentum	saːmɛntʊ̃
samicum	samɪkʊ̃
samicus	samɪkʊs
samius	samiʊs
samnium	samniʊ̃
samoano	samɔanɔ
samoanus	saːmɔaːnʊs
samoensis	samɔẽːsɪs
samoiedicus	samɔjjɛdɪkʊs
samonium	samoːniʊ̃
samos	samɔs
samosata	samɔsata
samothracia	samɔtʰraːkia
sampsam	sampsã
sampsarum	sampsaːrʊ̃
sampsiceramus	sampsɪkɛramʊs
samuel	samuːeːɫ
sanabilis	saːnaːbɪlɪs
sanatroces	sanatrɔkeːs
sancio	saŋkioː
sanctifico	saːŋktɪfɪkoː
sanctifico	saŋktiːfiko
sanctiloquus	saːŋktɪɫɔkʷʊs
sanctimonia	saːŋktɪmoːnia
sanctimonia	saŋktimoːnia
sanctio	saːŋktioː
sanctus	saːŋktʊs
sanctus	saŋktus
sancus	saŋkʊs
sandakanensis	sandakanẽːsɪs
sandaliarius	sandaliaːriʊs
sandaligerula	sandalɪɡɛrʊɫa
sandapila	sandapɪɫa
sandaresus	sandareːsʊs
sandix	sandɪks
sandobanes	sandɔbaneːs
sandocandae	sandɔkandae̯
sandvicensis	sandwɪkẽːsɪs
sane	saːnɛ
sangala	saŋɡaɫa
sangarius	saŋɡariʊs
sangirensis	saŋɡɪrẽːsɪs
sanguinarius	saŋɡᶣɪnaːriʊs
sanguineus	saŋɡᶣɪneʊs
sanguinitas	saŋɡᶣɪnɪtaːs
sanguinitas	saŋɡwiːnitas
