a	ˈɒ
picsa	ˈpit͡ʃɒ
picsába	ˈpit͡ʃaːbɒ
pierre	ˈpiʲɛr
pietizmus	ˈpiʲɛtizmuʃ
pigmentáció	ˈpiɡmɛntaːt͡siʲoː
pigmentációk	ˈpiɡmɛntaːt͡siʲoːk
pihe	ˈpiɦɛ
pihék	ˈpiɦeːk
pihen	ˈpiɦɛn
pihenek	ˈpiɦɛnɛk
pihenés	ˈpiɦɛneːʃ
pihennek	ˈpiɦɛnːɛk
pihenni	ˈpiɦɛnːi
pihenő	ˈpiɦɛnøː
pihenünk	ˈpiɦɛnyŋk
pika	ˈpikɒ
pikáns	ˈpikaːnʃ
pikát	ˈpikaːt
pikk	ˈpikː
pikkely	ˈpikːɛj
pikkelyek	ˈpikːɛjɛk
pikkelyekre	ˈpikːɛjɛkrɛ
pikkelyes	ˈpikːɛjɛʃ
pikken	ˈpikːɛn
pikket	ˈpikːɛt
piknik	ˈpiknik
piktogram	ˈpiktoɡrɒmː
piláf	ˈpilaːf
pilla	ˈpilːɒ
pillanat	ˈpilːɒnɒt
pillanata	ˈpilːɒnɒtɒ
pillanatában	ˈpilːɒnɒtaːbɒn
pillanatban	ˈpilːɒnɒdbɒn
pillanatfelvétel	ˈpilːɒnɒtfɛlveːtɛl
pillanatfelvételek	ˈpilːɒnɒtfɛlveːtɛlɛk
pillanatig	ˈpilːɒnɒtiɡ
pillanatnyi	ˈpilːɒnɒtɲi
pillanatnyilag	ˈpilːɒnɒtɲilɒɡ
pillanatok	ˈpilːɒnɒtok
pillanatot	ˈpilːɒnɒtot
pillanatra	ˈpilːɒnɒtrɒ
pillanatragasztó	ˈpilːɒnɒtrɒɡɒstoː
pillanatragasztók	ˈpilːɒnɒtrɒɡɒstoːk
pillangó	ˈpilːɒŋɡoː
pillangóhatás	ˈpilːɒŋɡoːɦɒtaːʃ
pillangóhatásnak	ˈpilːɒŋɡoːɦɒtaːʃnɒk
pillangók	ˈpilːɒŋɡoːk
pillangóúszás	ˈpilːɒŋɡoːuːsaːʃ
pillant	ˈpilːɒnt
pillantás	ˈpilːɒntaːʃ
pillantások	ˈpilːɒntaːʃok
pillantást	ˈpilːɒntaːʃt
pille	ˈpilːɛ
pilóta	ˈpiloːtɒ
pilótafülke	ˈpiloːtɒfylkɛ
pilóták	ˈpiloːtaːk
pimasz	ˈpimɒs
pina	ˈpinɒ
pince	ˈpint͡sɛ
pincében	ˈpint͡seːbɛn
pincék	ˈpint͡seːk
pincér	ˈpint͡seːr
pincérek	ˈpint͡seːrɛk
pincéreket	ˈpint͡seːrɛkɛt
pincérnő	ˈpint͡seːrnøː
pingál	ˈpiŋɡaːl
pingpong	ˈpimpoŋɡ
pingpongasztal	ˈpimpoŋɡɒstɒl
pingpongasztalok	ˈpimpoŋɡɒstɒlok
pingpongháló	ˈpimpoŋkhaːloː
pingponghálók	ˈpimpoŋkhaːloːk
pingponglabda	ˈpimpoŋɡlɒbdɒ
pingponglabdák	ˈpimpoŋɡlɒbdaːk
pingpongok	ˈpimpoŋɡok
pingpongozik	ˈpimpoŋɡozik
pingpongütő	ˈpimpoŋɡytøː
pingpongütők	ˈpimpoŋɡytøːk
pingvin	ˈpiŋɡvin
pingvinek	ˈpiŋɡvinɛk
pintér	ˈpinteːr
pintér	ˈpinteːr
pintérek	ˈpinteːrɛk
pinty	ˈpiɲc
pintyből	ˈpiɲɟbøːl
pintyek	ˈpiɲcɛk
pióca	ˈpiʲoːt͡sɒ
pionír	ˈpiʲoniːr
pionírok	ˈpiʲoniːrok
pipa	ˈpipɒ
pipák	ˈpipaːk
pipere	ˈpipɛrɛ
pipereasztal	ˈpipɛrɛɒstɒl
piperkőc	ˈpipɛrkøːt͡s
pír	ˈpiːr
pirája	ˈpiraːjɒ
piramis	ˈpirɒmiʃ
piramisok	ˈpirɒmiʃok
pireneusok	ˈpirɛnɛuʃok
piri	ˈpiri
pirit	ˈpirit
pirit	ˈpirit
pirít	ˈpiriːt
pirítós	ˈpiriːtoːʃ
pirománia	ˈpiromaːniʲɒ
piromániák	ˈpiromaːniʲaːk
piromániás	ˈpiromaːniʲaːʃ
piromániások	ˈpiromaːniʲaːʃok
piros	ˈpiroʃ
pirosak	ˈpiroʃɒk
pirosakat	ˈpiroʃɒkɒt
pirosat	ˈpiroʃɒt
pirosít	ˈpiroʃiːt
piroska	ˈpiroʃkɒ
pirosodik	ˈpiroʃodik
pirotechnikus	ˈpirotɛxnikuʃ
pirotechnikusok	ˈpirotɛxnikuʃok
pirul	ˈpirul
pirula	ˈpirulɒ
pirulád	ˈpirulaːd
pirulái	ˈpirulaːʲi
piruláid	ˈpirulaːʲid
piruláik	ˈpirulaːʲik
piruláim	ˈpirulaːʲim
piruláink	ˈpirulaːʲiŋk
piruláitok	ˈpirulaːʲitok
pirulája	ˈpirulaːjɒ
pirulájuk	ˈpirulaːjuk
pirulám	ˈpirulaːm
pirulánk	ˈpirulaːŋk
pirulát	ˈpirulaːt
pirulátok	ˈpirulaːtok
pisi	ˈpiʃi
pisil	ˈpiʃil
pista	ˈpiʃtɒ
pisti	ˈpiʃti
piszkál	ˈpiskaːl
piszkos	ˈpiskoʃ
piszkosabb	ˈpiskoʃɒbː
piszkozat	ˈpiskozɒt
piszkozatok	ˈpiskozɒtok
piszmog	ˈpismoɡ
piszok	ˈpisok
pisztácia	ˈpistaːt͡siʲɒ
pisztáciák	ˈpistaːt͡siʲaːk
pisztoly	ˈpistoj
pisztolya	ˈpistojɒ
pisztolyai	ˈpistojɒʲi
pisztolyaid	ˈpistojɒʲid
pisztolyaik	ˈpistojɒʲik
pisztolyaim	ˈpistojɒʲim
pisztolyaink	ˈpistojɒʲiŋk
pisztolyaitok	ˈpistojɒʲitok
pisztolyod	ˈpistojod
pisztolyok	ˈpistojok
pisztolyom	ˈpistojom
pisztolyotok	ˈpistojotok
pisztolyuk	ˈpistojuk
pisztolyunk	ˈpistojuŋk
pisztráng	ˈpistraːŋɡ
pisztrángok	ˈpistraːŋɡok
pite	ˈpitɛ
piton	ˈpiton
pitvar	ˈpitvɒr
pitvarok	ˈpitvɒrok
pityizál	ˈpicizaːl
pityóka	ˈpicoːkɒ
pitypang	ˈpicpɒŋɡ
pitypangsárga	ˈpicpɒŋkʃaːrɡɒ
pixel	ˈpiksɛl
pizsama	ˈpiʒɒmɒ
pizsamák	ˈpiʒɒmaːk
pizza	ˈpid͡zːɒ
pl.	ˈpeːldaːul
placc	ˈplɒt͡sː
plafon	ˈplɒfon
plafonok	ˈplɒfonok
plakát	ˈplɒkaːt
plakátok	ˈplɒkaːtok
pláne	ˈplaːnɛ
planéta	ˈplɒneːtɒ
planéták	ˈplɒneːtaːk
planetárium	ˈplɒnɛtaːriʲum
planetáriumok	ˈplɒnɛtaːriʲumok
planetológia	ˈplɒnɛtoloːɡiʲɒ
plántál	ˈplaːntaːl
plasztikus	ˈplɒstikuʃ
platform	ˈplɒtform
platina	ˈplɒtinɒ
plátói	ˈplaːtoːʲi
platón	ˈplɒtoːn
platóni	ˈplɒtoːni
pláza	ˈplaːzɒ
plazma	ˈplɒzmɒ
plazmalámpa	ˈplɒzmɒlaːmpɒ
plébánia	ˈpleːbaːniʲɒ
plébániák	ˈpleːbaːniʲaːk
plébános	ˈpleːbaːnoʃ
plebejus	ˈplɛbɛjuʃ
pléh	ˈpleː
pléhek	ˈpleːɦɛk
plenáris	ˈplɛnaːriʃ
plénum	ˈpleːnum
pleonasztikus	ˈplɛonɒstikuʃ
pleonazmus	ˈplɛonɒzmuʃ
pletyka	ˈplɛckɒ
pletykafészek	ˈplɛckɒfeːsɛk
pletykák	ˈplɛckaːk
pletykalap	ˈplɛckɒlɒp
plútó	ˈpluːtoː
plüss	ˈplyʃː
plüssállat	ˈplyʃːaːlːɒt
pm	ˈpeːʲɛm
pneumatikus	ˈpnɛumɒtikuʃ
pó	ˈpoː
pocak	ˈpot͡sɒk
pocakok	ˈpot͡sɒkok
pocakos	ˈpot͡sɒkoʃ
pocok	ˈpot͡sok
pocsolya	ˈpot͡ʃojɒ
pocsolyák	ˈpot͡ʃojaːk
pódium	ˈpoːdiʲum
pódiumok	ˈpoːdiʲumok
poéma	ˈpoʲeːmɒ
poémák	ˈpoʲeːmaːk
poén	ˈpoʲeːn
poénok	ˈpoʲeːnok
poéta	ˈpoʲeːtɒ
pofa	ˈpofɒ
pofák	ˈpofaːk
pofaszíj	ˈpofɒsiːj
pofazacskó	ˈpofɒzɒt͡ʃkoː
pofon	ˈpofon
pofonból	ˈpofomboːl
pofonok	ˈpofonok
pogácsa	ˈpoɡaːt͡ʃɒ
pogány	ˈpoɡaːɲ
pogányok	ˈpoɡaːɲok
pogányság	ˈpoɡaːɲʃaːɡ
poggyász	ˈpoɟːaːs
poggyászok	ˈpoɟːaːsok
pohár	ˈpoɦaːr
poharak	ˈpoɦɒrɒk
poharakban	ˈpoɦɒrɒɡbɒn
poháralátét	ˈpoɦaːrɒlaːteːt
pók	ˈpoːk
póker	ˈpoːkɛr
pókerarc	ˈpoːkɛrɒrt͡s
pókerarcok	ˈpoːkɛrɒrt͡sok
pókert	ˈpoːkɛrt
pókháló	ˈpoːkhaːloː
pókhálók	ˈpoːkhaːloːk
pókok	ˈpoːkok
pokol	ˈpokol
pokoli	ˈpokoli
pokróc	ˈpokroːt͡s
poláris	ˈpolaːriʃ
polaroid	ˈpolɒroʲid
polc	ˈpolt͡s
polca	ˈpolt͡sɒ
polchoz	ˈpolt͡shoz
polcok	ˈpolt͡sok
polcon	ˈpolt͡son
polemikus	ˈpolɛmikuʃ
polgár	ˈpolɡaːr
polgár	ˈpolɡaːr
polgárháború	ˈpolɡaːrɦaːboruː
polgári	ˈpolɡaːri
polgármester	ˈpolɡaːrmɛʃtɛr
polgármestere	ˈpolɡaːrmɛʃtɛrɛ
polgármesterek	ˈpolɡaːrmɛʃtɛrɛk
polgármesteri	ˈpolɡaːrmɛʃtɛri
polgárok	ˈpolɡaːrok
polgárosodás	ˈpolɡaːroʃodaːʃ
polgárosodások	ˈpolɡaːroʃodaːʃok
polgárság	ˈpolɡaːrʃaːɡ
polgárságok	ˈpolɡaːrʃaːɡok
poligon	ˈpoliɡon
poligonok	ˈpoliɡonok
poligráf	ˈpoliɡraːf
polihisztor	ˈpolihistor
polihisztorok	ˈpolihistorok
polinéz	ˈpolineːz
polinézia	ˈpolineːziʲɒ
polinom	ˈpolinom
polip	ˈpolip
poliszémia	ˈpoliseːmiʲɒ
polisztirol	ˈpolistirol
politeizmus	ˈpolitɛʲizmuʃ
politika	ˈpolitikɒ
politikában	ˈpolitikaːbɒn
politikai	ˈpolitikɒʲi
politikailag	ˈpolitikɒʲilɒɡ
politikája	ˈpolitikaːjɒ
politikát	ˈpolitikaːt
politikus	ˈpolitikuʃ
politikusok	ˈpolitikuʃok
politikusokat	ˈpolitikuʃokɒt
politizál	ˈpolitizaːl
póló	ˈpoːloː
pólóing	ˈpoːloːʲiŋɡ
pólóingek	ˈpoːloːʲiŋɡɛk
pólók	ˈpoːloːk
polónium	ˈpoloːniʲum
poloska	ˈpoloʃkɒ
polyák	ˈpojaːk
polühümnia	ˈpolyhymniʲɒ
pomádé	ˈpomaːdeː
pompa	ˈpompɒ
pompás	ˈpompaːʃ
pongyola	ˈpoɲɟolɒ
póni	ˈpoːni
póniló	ˈpoːniloː
pont	ˈpont
pontatlan	ˈpontɒtlɒn
pontja	ˈpoɲcɒ
pontján	ˈpoɲcaːn
pontméret	ˈpontmeːrɛt
pontok	ˈpontok
pontokon	ˈpontokon
ponton	ˈponton
pontos	ˈpontoʃ
pontosabb	ˈpontoʃɒbː
pontosabban	ˈpontoʃɒbːɒn
pontosan	ˈpontoʃɒn
pontosít	ˈpontoʃiːt
pontosítás	ˈpontoʃiːtaːʃ
pontosítása	ˈpontoʃiːtaːʃɒ
pontosság	ˈpontoʃːaːɡ
pontosságok	ˈpontoʃːaːɡok
pontosvessző	ˈpontoʃvɛsːøː
pontot	ˈpontot
pontra	ˈpontrɒ
pontszám	ˈpontsaːm
ponty	ˈpoɲc
pontyból	ˈpoɲɟboːl
pontyok	ˈpoɲcok
ponyva	ˈpoɲvɒ
pop	ˈpop
popó	ˈpopoː
popsi	ˈpopʃi
populáció	ˈpopulaːt͡siʲoː
populációk	ˈpopulaːt͡siʲoːk
populáris	ˈpopulaːriʃ
popularizál	ˈpopulɒrizaːl
populista	ˈpopuliʃtɒ
popzene	ˈpobzɛnɛ
popzenék	ˈpobzɛneːk
por	ˈpor
pór	ˈpoːr
pora	ˈporɒ
porai	ˈporɒʲi
poraira	ˈporɒʲirɒ
porán	ˈporaːn
porára	ˈporaːrɒ
póráz	ˈpoːraːz
porbafingó	ˈporbɒfiŋɡoː
porc	ˈport͡s
porcelán	ˈport͡sɛlaːn
porcelánbolt	ˈport͡sɛlaːmbolt
porcelánboltban	ˈport͡sɛlaːmboldbɒn
porcelánüzlet	ˈport͡sɛlaːnyzlɛt
porcelánüzletben	ˈport͡sɛlaːnyzlɛdbɛn
porcelánüzletek	ˈport͡sɛlaːnyzlɛtɛk
porcica	ˈport͡sit͡sɒ
porcok	ˈport͡sok
porcukor	ˈport͡sukor
porcukrok	ˈport͡sukrok
póré	ˈpoːreː
póréhagyma	ˈpoːreːɦɒɟmɒ
póréhagymák	ˈpoːreːɦɒɟmaːk
pórék	ˈpoːreːk
porfészek	ˈporfeːsɛk
porhó	ˈporɦoː
porig	ˈporiɡ
porlasztó	ˈporlɒstoː
pornó	ˈpornoː
pornófilm	ˈpornoːfilm
pornográfia	ˈpornoɡraːfiʲɒ
porod	ˈporod
porodon	ˈporodon
porodra	ˈporodrɒ
porok	ˈporok
poron	ˈporon
poronty	ˈporoɲc
poros	ˈporoʃ
poroszország	ˈporosorsaːɡ
porra	ˈporːɒ
porrá	ˈporːaː
porsche	ˈporʃɛ
porszerű	ˈporsɛryː
porszívó	ˈporsiːvoː
porszívók	ˈporsiːvoːk
porszívózik	ˈporsiːvoːzik
port	ˈport
porta	ˈportɒ
portába	ˈportaːbɒ
portái	ˈportaːʲi
portáin	ˈportaːʲin
porták	ˈportaːk
portál	ˈportaːl
portálok	ˈportaːlok
portálon	ˈportaːlon
portán	ˈportaːn
portának	ˈportaːnɒk
portára	ˈportaːrɒ
portás	ˈportaːʃ
portát	ˈportaːt
portává	ˈportaːvaː
portával	ˈportaːvɒl
portéka	ˈporteːkɒ
portékák	ˈporteːkaːk
portfólió	ˈportfoːliʲoː
portok	ˈportok
porton	ˈporton
portot	ˈportot
portugál	ˈportuɡaːl
portugália	ˈportuɡaːliʲɒ
portugálok	ˈportuɡaːlok
pórul	ˈpoːrul
pórus	ˈpoːruʃ
posta	ˈpoʃtɒ
postabélyeg	ˈpoʃtɒbeːjɛɡ
postabélyegek	ˈpoʃtɒbeːjɛɡɛk
postafiók	ˈpoʃtɒfiʲoːk
postafiókod	ˈpoʃtɒfiʲoːkod
postafiókodat	ˈpoʃtɒfiʲoːkodɒt
postai	ˈpoʃtɒʲi
posták	ˈpoʃtaːk
postakocsi	ˈpoʃtɒkot͡ʃi
postakocsik	ˈpoʃtɒkot͡ʃik
postákon	ˈpoʃtaːkon
postaláda	ˈpoʃtɒlaːdɒ
postán	ˈpoʃtaːn
postás	ˈpoʃtaːʃ
postásautó	ˈpoʃtaːʃɒutoː
postások	ˈpoʃtaːʃok
postásokat	ˈpoʃtaːʃokɒt
postáz	ˈpoʃtaːz
posvány	ˈpoʃvaːɲ
posványok	ˈpoʃvaːɲok
poszeidón	ˈposɛʲidoːn
poszméh	ˈposmeː
poszter	ˈpostɛr
posztere	ˈpostɛrɛ
posztered	ˈpostɛrɛd
poszterei	ˈpostɛrɛʲi
posztereid	ˈpostɛrɛʲid
posztereik	ˈpostɛrɛʲik
posztereim	ˈpostɛrɛʲim
posztereink	ˈpostɛrɛʲiŋk
posztereitek	ˈpostɛrɛʲitɛk
poszterem	ˈpostɛrɛm
poszteretek	ˈpostɛrɛtɛk
poszterük	ˈpostɛryk
poszterünk	ˈpostɛryŋk
posztgraduális	ˈpozdɡrɒduaːliʃ
posztkommunista	ˈpostkomːuniʃtɒ
posztmodern	ˈpostmodɛrn
posztol	ˈpostol
posztolj	ˈpostojː
posztpozíció	ˈpostpoziːt͡siʲoː
posztszovjet	ˈpostsovjɛt
posztulátor	ˈpostulaːtor
posztulátum	ˈpostulaːtum
posztulátumok	ˈpostulaːtumok
potenciális	ˈpotɛnt͡siʲaːliʃ
pótkerék	ˈpoːtkɛreːk
pótkerekek	ˈpoːtkɛrɛkɛk
pótlás	ˈpoːtlaːʃ
pótlása	ˈpoːtlaːʃɒ
pótlék	ˈpoːtleːk
pótlékok	ˈpoːtleːkok
pótmama	ˈpoːtmɒmɒ
pótol	ˈpoːtol
pótolni	ˈpoːtolni
potroh	ˈpotrox
pótszög	ˈpoːtsøɡ
pótszögek	ˈpoːtsøɡɛk
potyka	ˈpockɒ
potykák	ˈpockaːk
povedál	ˈpovɛdaːl
póz	ˈpoːz
pozíció	ˈpoziːt͡siʲoː
pozícióban	ˈpoziːt͡siʲoːbɒn
pozíciója	ˈpoziːt͡siʲoːjɒ
pozíciók	ˈpoziːt͡siʲoːk
pozitív	ˈpozitiːv
pozitívan	ˈpozitiːvɒn
pozitron	ˈpozitron
pózna	ˈpoːznɒ
póznák	ˈpoːznaːk
pózok	ˈpoːzok
pozsony	ˈpoʒoɲ
pozsonyi	ˈpoʒoɲi
prága	ˈpraːɡɒ
pragmatikus	ˈprɒɡmɒtikuʃ
praktikus	ˈprɒktikuʃ
praktikusabb	ˈprɒktikuʃɒbː
pránajáma	ˈpraːnɒjaːmɒ
precíz	ˈprɛt͡siːz
precizitás	ˈprɛt͡sizitaːʃ
precizitások	ˈprɛt͡sizitaːʃok
préda	ˈpreːdɒ
prédikáció	ˈpreːdikaːt͡siʲoː
prédikál	ˈpreːdikaːl
prefektus	ˈprɛfɛktuʃ
preferál	ˈprɛfɛraːl
prelúdium	ˈprɛluːdiʲum
prelúdiumok	ˈprɛluːdiʲumok
prém	ˈpreːm
premier	ˈprɛmiʲɛr
premieren	ˈprɛmiʲɛrɛn
prémium	ˈpreːmiʲum
prémiumok	ˈpreːmiʲumok
preparátum	ˈprɛpɒraːtum
preparátumok	ˈprɛpɒraːtumok
préri	ˈpreːri
prérifarkas	ˈpreːrifɒrkɒʃ
prérik	ˈpreːrik
prérikutya	ˈpreːrikucɒ
prérikutyák	ˈpreːrikucaːk
prérityúk	ˈpreːricuːk
prérityúkok	ˈpreːricuːkok
prevenció	ˈprɛvɛnt͡siʲoː
prevenciók	ˈprɛvɛnt͡siʲoːk
prevención	ˈprɛvɛnt͡siʲoːn
preventív	ˈprɛvɛntiːv
prezentáció	ˈprɛzɛntaːt͡siʲoː
prezentációk	ˈprɛzɛntaːt͡siʲoːk
prezentál	ˈprɛzɛntaːl
pribék	ˈpribeːk
priccsesnadrág	ˈprit͡ʃːɛʃnɒdraːɡ
prím	ˈpriːm
prímek	ˈpriːmɛk
primer	ˈprimɛr
prímfaktorizáció	ˈpriːɱfɒktorizaːt͡siʲoː
primitív	ˈprimitiːv
prímszám	ˈpriːmsaːm
prímszámok	ˈpriːmsaːmok
pripjaty	ˈpripjɒc
privát	ˈprivaːt
privatizáció	ˈprivɒtizaːt͡siʲoː
privatizációk	ˈprivɒtizaːt͡siʲoːk
privatizációs	ˈprivɒtizaːt͡siʲoːʃ
privatizál	ˈprivɒtizaːl
privilégium	ˈprivileːɡiʲum
privilegizált	ˈprivilɛɡizaːlt
prizma	ˈprizmɒ
próba	ˈproːbɒ
próbababa	ˈproːbɒbɒbɒ
próbababák	ˈproːbɒbɒbaːk
próbafülke	ˈproːbɒfylkɛ
próbafülkék	ˈproːbɒfylkeːk
próbája	ˈproːbaːjɒ
próbáját	ˈproːbaːjaːt
próbák	ˈproːbaːk
próbál	ˈproːbaːl
próbálja	ˈproːbaːjːɒ
próbálkozás	ˈproːbaːlkozaːʃ
próbálkozik	ˈproːbaːlkozik
próbálni	ˈproːbaːlni
próbáltak	ˈproːbaːltɒk
próbálták	ˈproːbaːltaːk
próbáltam	ˈproːbaːltɒm
próbáltátok	ˈproːbaːltaːtok
próbára	ˈproːbaːrɒ
próbát	ˈproːbaːt
probléma	ˈprobleːmɒ
problémád	ˈprobleːmaːd
problémái	ˈprobleːmaːʲi
problémáid	ˈprobleːmaːʲid
problémáidra	ˈprobleːmaːʲidrɒ
problémáit	ˈprobleːmaːʲit
problémája	ˈprobleːmaːjɒ
problémák	ˈprobleːmaːk
problémákat	ˈprobleːmaːkɒt
problémákkal	ˈprobleːmaːkːɒl
problémám	ˈprobleːmaːm
problémás	ˈprobleːmaːʃ
problémát	ˈprobleːmaːt
problémával	ˈprobleːmaːvɒl
processzor	ˈprot͡sɛsːor
processzoron	ˈprot͡sɛsːoron
processzoros	ˈprot͡sɛsːoroʃ
producer	ˈprodut͡sɛr
producere	ˈprodut͡sɛrɛ
produkál	ˈprodukaːl
produkció	ˈprodukt͡siʲoː
produkciók	ˈprodukt͡siʲoːk
produktív	ˈproduktiːv
produktum	ˈproduktum
produktumok	ˈproduktumok
proeurópai	ˈproɛuroːpɒʲi
prof	ˈprof
prof.	ˈprofɛsːor
profán	ˈprofaːn
profanizál	ˈprofɒnizaːl
prófécia	ˈproːfeːt͡siʲɒ
próféciák	ˈproːfeːt͡siʲaːk
professzionális	ˈprofɛsːiʲonaːliʃ
professzor	ˈprofɛsːor
professzora	ˈprofɛsːorɒ
professzorai	ˈprofɛsːorɒʲi
professzoraid	ˈprofɛsːorɒʲid
professzoraik	ˈprofɛsːorɒʲik
professzoraim	ˈprofɛsːorɒʲim
professzoraink	ˈprofɛsːorɒʲiŋk
professzoraitok	ˈprofɛsːorɒʲitok
professzorod	ˈprofɛsːorod
professzorok	ˈprofɛsːorok
professzorokon	ˈprofɛsːorokon
professzorokra	ˈprofɛsːorokrɒ
professzorom	ˈprofɛsːorom
professzoron	ˈprofɛsːoron
professzorotok	ˈprofɛsːorotok
professzorra	ˈprofɛsːorːɒ
professzoruk	ˈprofɛsːoruk
professzorunk	ˈprofɛsːoruŋk
próféta	ˈproːfeːtɒ
próféták	ˈproːfeːtaːk
prófétanő	ˈproːfeːtɒnøː
profi	ˈprofi
profik	ˈprofik
profil	ˈprofil
profilaktikus	ˈprofilɒktikuʃ
profilban	ˈprofilbɒn
profit	ˈprofit
profitábilis	ˈprofitaːbiliʃ
profitál	ˈprofitaːl
prognosztika	ˈproɡnostikɒ
program	ˈproɡrɒm
programba	ˈproɡrɒmbɒ
programban	ˈproɡrɒmbɒn
programból	ˈproɡrɒmboːl
programért	ˈproɡrɒmeːrt
programhoz	ˈproɡrɒmɦoz
programig	ˈproɡrɒmiɡ
programja	ˈproɡrɒmjɒ
programjai	ˈproɡrɒmjɒʲi
programjaid	ˈproɡrɒmjɒʲid
programjaik	ˈproɡrɒmjɒʲik
programjaim	ˈproɡrɒmjɒʲim
programjaink	ˈproɡrɒmjɒʲiŋk
programjaitok	ˈproɡrɒmjɒʲitok
programjának	ˈproɡrɒmjaːnɒk
programját	ˈproɡrɒmjaːt
programjuk	ˈproɡrɒmjuk
programként	ˈproɡrɒmkeːnt
programmá	ˈproɡrɒmːaː
programmal	ˈproɡrɒmːɒl
programnak	ˈproɡrɒmnɒk
programnál	ˈproɡrɒmnaːl
programod	ˈproɡrɒmod
programok	ˈproɡrɒmok
programokat	ˈproɡrɒmokɒt
programokba	ˈproɡrɒmoɡbɒ
programokban	ˈproɡrɒmoɡbɒn
programokból	ˈproɡrɒmoɡboːl
programokért	ˈproɡrɒmokeːrt
programokhoz	ˈproɡrɒmokhoz
programokig	ˈproɡrɒmokiɡ
programokká	ˈproɡrɒmokːaː
programokkal	ˈproɡrɒmokːɒl
programokként	ˈproɡrɒmokːeːnt
programoknak	ˈproɡrɒmoknɒk
programoknál	ˈproɡrɒmoknaːl
programokon	ˈproɡrɒmokon
programokra	ˈproɡrɒmokrɒ
programokról	ˈproɡrɒmokroːl
programoktól	ˈproɡrɒmoktoːl
programom	ˈproɡrɒmom
programon	ˈproɡrɒmon
programot	ˈproɡrɒmot
programotok	ˈproɡrɒmotok
programozás	ˈproɡrɒmozaːʃ
programozási	ˈproɡrɒmozaːʃi
programozások	ˈproɡrɒmozaːʃok
programozó	ˈproɡrɒmozoː
programra	ˈproɡrɒmrɒ
programról	ˈproɡrɒmroːl
programtól	ˈproɡrɒmtoːl
programunk	ˈproɡrɒmuŋk
progresszív	ˈproɡrɛsːiːv
projekció	ˈprojɛkt͡siʲoː
projekciók	ˈprojɛkt͡siʲoːk
projekt	ˈprojɛkt
projektek	ˈprojɛktɛk
projekteken	ˈprojɛktɛkɛn
projekten	ˈprojɛktɛn
projektet	ˈprojɛktɛt
proklamál	ˈproklɒmaːl
prolongál	ˈproloŋɡaːl
promenád	ˈpromɛnaːd
prométium	ˈpromeːtiʲum
promóció	ˈpromoːt͡siʲoː
promóciók	ˈpromoːt͡siʲoːk
promóciós	ˈpromoːt͡siʲoːʃ
propagál	ˈpropɒɡaːl
propaganda	ˈpropɒɡɒndɒ
propagandaanyag	ˈpropɒɡɒndɒɒɲɒɡ
propán	ˈpropaːn
prosperál	ˈproʃpɛraːl
prosperitás	ˈproʃpɛritaːʃ
prosperitások	ˈproʃpɛritaːʃok
prosti	ˈproʃti
prostituált	ˈproʃtituaːlt
prostitúció	ˈproʃtituːt͡siʲoː
prostitúciók	ˈproʃtituːt͡siʲoːk
prosztata	ˈprostɒtɒ
prosztaták	ˈprostɒtaːk
protaktínium	ˈprotɒktiːniʲum
protein	ˈprotɛʲin
protekcionizmus	ˈprotɛkt͡siʲonizmuʃ
protektorátus	ˈprotɛktoraːtuʃ
protektorátusok	ˈprotɛktoraːtuʃok
protestáns	ˈprotɛʃtaːnʃ
protestánsak	ˈprotɛʃtaːnʃɒk
protokoll	ˈprotokolː
proton	ˈproton
protonok	ˈprotonok
provizórium	ˈprovizoːriʲum
provizóriumot	ˈprovizoːriʲumot
provokáció	ˈprovokaːt͡siʲoː
provokációk	ˈprovokaːt͡siʲoːk
provokatív	ˈprovokɒtiːv
provokatívabban	ˈprovokɒtiːvɒbːɒn
provokatívan	ˈprovokɒtiːvɒn
próza	ˈproːzɒ
prózák	ˈproːzaːk
prűd	ˈpryːd
prüdéria	ˈprydeːriʲɒ
pszi	ˈpsi
psziché	ˈpsiɦeː
pszichedelikus	ˈpsiɦɛdɛlikuʃ
pszichés	ˈpsiɦeːʃ
pszichiáter	ˈpsihiʲaːtɛr
pszichiáterek	ˈpsihiʲaːtɛrɛk
pszichiátria	ˈpsihiʲaːtriʲɒ
pszichiátriai	ˈpsihiʲaːtriʲɒʲi
pszichika	ˈpsihikɒ
pszichikai	ˈpsihikɒʲi
pszichoanalitikus	ˈpsiɦoɒnɒlitikuʃ
pszichoanalízis	ˈpsiɦoɒnɒliːziʃ
pszichogén	ˈpsiɦoɡeːn
pszichológia	ˈpsiɦoloːɡiʲɒ
pszichológiai	ˈpsiɦoloːɡiʲɒʲi
pszichológus	ˈpsiɦoloːɡuʃ
pszichológusok	ˈpsiɦoloːɡuʃok
pszichopátia	ˈpsiɦopaːtiʲɒ
pszichopátiák	ˈpsiɦopaːtiʲaːk
pszichoterapeuta	ˈpsiɦotɛrɒpɛutɒ
pszichoterápia	ˈpsiɦotɛraːpiʲɒ
ptk.	ˈpeːteːkaː
pubertás	ˈpubɛrtaːʃ
publicista	ˈpublit͡siʃtɒ
publikáció	ˈpublikaːt͡siʲoː
publikációk	ˈpublikaːt͡siʲoːk
publikál	ˈpublikaːl
publikált	ˈpublikaːlt
publikum	ˈpublikum
publikus	ˈpublikuʃ
puccer	ˈput͡sːɛr
