アイアイ	ai-ai
メルポメネ	merupomene
メルポメネー	merupomenē
メルマガ	merumaga
メロディ	merodi
メロディー	merodī
メロドラマ	merodorama
メロン	meron
メンズ	menzu
メンチ	menchi
メンテ	mente
メンテナンス	mentenansu
メントール	mentōru
メンバー	menbā
メンフクロウ	menfukurō
メンヘラ	menhera
メンマ	menma
モアレ	moare
モーキャプ	mōkyapu
モーセ	mōse
モーター	mōtā
モーターカー	mōtākā
モーターショー	mōtāshō
モーターボート	mōtābōto
モーツァルト	mōtsaruto
モーテル	mōteru
モード	mōdo
モーニング	mōningu
モーリシャス	mōrishasu
モーリタニア	mōritania
モール	mōru
モガ	moga
モガディシュ	mogadishu
モグラ	mogura
モザイク	mozaiku
モザンビーク	mozanbīku
モジュール	mojūru
モス	mosu
モスコー	mosukō
モスリン	mosurin
モスレム	mosuremu
モダマ	modama
モダン	modan
モチ	mochi
モチーフ	mochīfu
モチベーション	mochibēshon
モッコリ	mokkori
モッツァレラ	mottsarera
モットー	mottō
モティーフ	motīfu
モテモテ	motemote
モテル	moteru
モデム	modemu
モデル	moderu
モデルルーム	moderurūmu
モナコ	monako
モニカ	monika
モニター	monitā
モニタリング	monitaringu
モネ	mone
モノ	mono
モノクロ	monokuro
モノクローム	monokurōmu
モノホン	monohon
モノポリー	monoporī
モノマネ	monomane
モノレール	monorēru
モバイル	mobairu
モバイルバッテリー	mobairubatterī
モヒ	mohi
モペッド	mopeddo
モボ	mobo
モモ	momo
モモタマナ	momotamana
モモンガ	momonga
モラル	moraru
モリブデン	moribuden
モル	moru
モルグ	morugu
モルジブ	morujibu
モルダヴィア	morudavia
モルデント	morudento
モルドバ	morudoba
モルドヴァ	morudova
モルヒネ	moruhine
モルフィン	morufin
モルホリン	moruhorin
モロコシ	morokoshi
モロッコ	morokko
モロニ	moroni
モワレ	moware
モンキー	monkī
モンゴメリー	mongomerī
モンゴロイド	mongoroido
モンシロチョウ	monshirochō
モンスーン	monsūn
モンスター	monsutā
モンスターペアレント	monsutāpearento
モンタージュ	montāju
モンテネグロ	monteneguro
モンテビデオ	montebideo
モンテヴィデオ	montevideo
モントリオール	montoriōru
モンマス	monmasu
モンロビア	monrobia
ヤーダ	yāda
ヤード	yādo
ヤーヌス	yānusu
ヤーバー	yābā
ヤール	yāru
ヤウンデ	yaunde
ヤガ	yaga
ヤギ	yagi
ヤクーツク	yakūtsuku
ヤクザ	yakuza
ヤゴ	yago
ヤシ	yashi
ヤシガニ	yashigani
ヤシュマク	yashumaku
ヤジブカ	yajibuka
ヤスデ	yasude
ヤスリ	yasuri
ヤッホー	yahhō
ヤツメウナギ	yatsumeunagi
ヤドカリ	yadokari
ヤドリギ	yadorigi
ヤナギ	yanagi
ヤヌコーヴィチ	yanukōvichi
ヤヌス	yanusu
ヤハウェ	yahawe
ヤブイヌ	yabuinu
ヤマ	yama
ヤマアラシ	yamaarashi
ヤマグルマ	yamaguruma
ヤマナシ	yamanashi
ヤマネ	yamane
ヤマネコ	yamaneko
ヤマバト	yamabato
ヤムチャ	yamucha
ヤモリ	yamori
ヤラミソ	yaramiso
ヤリチン	yarichin
ヤリマン	yariman
ヤロスラヴリ	yarosuravuri
ヤンキー	yankī
ヤング	yangu
ヤンゴン	yangon
ヤンニョム	yannyomu
ヤンマ	yanma
ユアン	yuan
ユー	yū
ユーカリ	yūkari
ユーコン	yūkon
ユーゴスラビア	yūgosurabia
ユーゴスラヴィア	yūgosuravia
ユーサネイジア	yūsaneijia
ユーザー	yūzā
ユース	yūsu
ユースティティア	yūsutitia
ユータナジー	yūtanajī
ユーチューバー	yūchūbā
ユーチューブ	yūchūbu
ユートピア	yūtopia
ユーノー	yūnō
ユーピテル	yūpiteru
ユーフォー	yūfō
ユーフォニアム	yūfoniamu
ユーフォニウム	yūfoniumu
ユーマ	yūma
ユーモア	yūmoa
ユーラシア	yūrashia
ユーリア	yūria
ユウレイグモ	yūreigumo
ユーレカ	yūreka
ユーロ	yūro
ユーロビジョン	yūrobijon
ユーロビート	yūrobīto
ユーロピウム	yūropiumu
ユキヒョウ	yukihyō
ユグドラシル	yugudorashiru
ユジノサハリンスク	yujino-saharinsuku
ユズ	yuzu
ユッピテル	yuppiteru
ユニーク	yunīku
ユニコード	yunikōdo
ユニコーン	yunikōn
ユニセックス	yunisekkusu
ユニセフ	yunisefu
ユニックス	yunikkusu
ユニット	yunitto
ユニバーサル	yunibāsaru
ユニフォーム	yunifōmu
ユニホーム	yunihōmu
ユノ	yuno
ユノー	yunō
ユピテル	yupiteru
ユリ	yuri
ユリカモメ	yurikamome
ユヴァスキュラ	yuvasukyura
ヨエンスー	yoensū
ヨーガ	yōga
ヨーク	yōku
ヨークシャー	yōkushā
ヨーグルト	yōguruto
ヨーゼフ	yōzefu
ヨーヨー	yō-yō
ヨーロッパ	yōroppa
ヨーロッパイガイ	yōroppaigai
ヨーロッパウナギ	yōroppaunagi
ヨーロッパタナゴ	yōroppatanago
ヨーロッパブナ	yōroppabuna
ヨガ	yoga
ヨギ	yogi
ヨクト	yokuto-
ヨゴレザメ	yogorezame
ヨシュア	yoshua
ヨセ	yose
ヨセフ	yosefu
ヨタ	yota-
ヨタバイト	yotabaito
ヨハネスブルグ	yohanesuburugu
ヨハン	yohan
ヨビバイト	yobibaito
ヨビビット	yobibitto
ヨモギ	yomogi
ヨルダン	yorudan
ヨレヨレ	yoreyore
ヨロイグサ	yoroigusa
ヨロイモグラゴキブリ	yoroimoguragokiburi
ラー	rā
ラーオコオーン	rāokoōn
ラーテル	rāteru
ラード	rādo
ラーメン	rāmen
ラーユ	rāyu
ライ	rai
ライオン	raion
ライギョ	raigyo
ライスペーパー	raisupēpā
ライスワーク	raisuwāku
ライセンス	raisensu
ライター	raitā
ライダー	raidā
ライチ	raichi
ライティング	raitingu
ライトセーバー	raitosēbā
ライトビール	raitobīru
ライナー	rainā
ライノベ	rainobe
ライヒー	raihī
ライフ	raifu
ライフサイクル	raifusaikuru
ライフスタイル	raifu-sutairu
ライフライン	raifurain
ライフル	raifuru
ライフワーク	raifuwāku
ライブ	raibu
ライブラリー	raiburarī
ライムギ	raimugi
ライラック	rairakku
ライン	rain
ラインストーン	rainsutōn
ラインラント	rainranto
ライヴ	raivu
ラウンジ	raunji
ラウンド	raundo
ラクサ	rakusa
ラクダ	rakuda
ラクトース	rakutōsu
ラケル	rakeru
ラゴス	ragosu
ラサ	rasa
ラザホージウム	razahōjiumu
ラザーニャ	razānya
ラシャ	rasha
ラジエーター	rajiētā
ラジオ	rajio
ラジオカセ	rajiokase
ラジオカセット	rajiokasetto
ラジカセ	rajikase
ラジコン	rajikon
ラジャー	rajā
ラスク	rasuku
ラスト	rasuto
ラストオーダー	rasutōodā
ラズベリー	razuberī
ラヂオ	rajio
ラッカセイ	rakkasei
ラッキー	rakkī
ラッコ	rakko
ラッシュ	rasshu
ラッセル	rasseru
ラッパー	rappā
ラッピング	rappingu
ラッフル	raffuru
ラップ	rappu
ラッペーンランタ	rappēnranta
ラテン	raten
ラトヴィア	ratovia
ラドン	radon
ラノベ	ranobe
ラハティ	rahati
ラバ	raba
ラバト	rabato
ラパス	rapasu
ラビ	rabi
ラビリンス	rabirinsu
ラフ	rafu
ラファエル	rafaeru
ラフソク	rafusoku
ラフティング	rafutingu
ラブチャイルド	rabuchairudo
ラブバード	rabubādo
ラブホ	rabuho
ラブライバー	raburaibā
ラブラブ	raburabu
ラプソディ	rapusodi
ラベル	raberu
ラホール	rahōru
ラボ	rabo
ラボラトリー	raboratorī
ラマ	rama
ラム	ramu
ラムネ	ramune
ラメ	rame
ララバイ	rarabai
ラリー	rarī
ランカシャー	rankashā
ランキング	rankingu
ランク	ranku
ランゲージ	rangēji
ランジェリー	ranjerī
ランタニド	rantanido
ランタノイド	rantanoido
ランタン	rantan
ランダム	randamu
ランチ	ranchi
ランチュウ	ranchū
ランド	rando
ランドセル	randoseru
ランプウェー	ranpuwē
ランプウエー	ranpuuē
ランプシェード	ranpushēdo
ランボルギーニ	ranborugīni
リア	ria
リアクション	riakushon
リアリティショー	riaritishō
リアル	riaru
リアルタイム	riarutaimu
リーグ	rīgu
リーダー	rīdā
リーダーシップ	rīdāshippu
リード	rīdo
リーフブロワー	rīfuburowā
リーブルヴィル	rīburuviru
リーボック	rībokku
リール	rīru
リウマチ	riumachi
リエゾン	riezon
リガ	riga
リキュール	rikyūru
リクエスト	rikuesuto
リクガメ	rikugame
リクルート	rikurūto
リゲル	rigeru
リコーダー	rikōdā
リコッタ	rikotta
リサイクル	risaikuru
リシ	rishi
リシン	rishin
リス	risu
リスキー	risukī
リスク	risuku
リスザル	risuzaru
リスト	risuto
リストラ	risutora
リスナー	risunā
リスプ	risupu
リスボン	risubon
リズム	rizumu
リセット	risetto
リセマラ	risemara
リソース	risōsu
リゾート	rizōto
リチャード	richādo
リック	rikku
リットル	rittoru
リップ	rippu
リッププリント	rippupurinto
リツイート	ritsuīto
リテラシー	riterashī
リトアニア	ritoania
リトライ	ritorai
リトル	ritoru
リトルボーイ	ritorubōi
リナクス	rinakusu
リナックス	rinakkusu
リニメント	rinimento
リニューアル	rinyūaru
リハ	riha
リハーサル	rihāsaru
リハビリ	rihabiri
リハビリテーション	rihabiritēshon
リバプール	ribapūru
リバモリウム	ribamoriumu
リバー	ribā
リビア	ribia
リビドー	ribidō
リピド	ripido
リピート	ripīto
リファレンス	rifarensu
リフォーマー	rifōmā
リフォーム	rifōmu
リフレッシュ	rifuresshu
リブビット	ribubitto
リブランド	riburando
リプ	ripu
リベリア	riberia
リボン	ribon
リボース	ribōsu
リポジトリ	ripojitori
リポート	ripōto
リミックス	rimikkusu
リメイク	rimeiku
リメリック	rimerikku
リメンバー	rimenbā
リモ	rimo
リモート	rimōto
リモネン	rimonen
リヤド	riyado
リヤル	riyaru
リューイーソー	ryūīsō
リュージュ	ryūju
リュート	ryūto
リューネブルク	ryūneburuku
リュック	ryukku
リュックサック	ryukkusakku
リュブリャナ	ryuburyana
リョコウバト	ryokōbato
リョナ	ryona
リラ	rira
リリース	rirīsu
リリス	ririsu
リレー	rirē
リン	rin
リンカ	rinka
リンカーン	rinkān
リンカン	rinkan
リンギット	ringitto
リンク	rinku
リング	ringu
リンゴ	ringo
リンス	rinsu
リンチ	rinchi
リンボク	rinboku
リンボー	rinbō
ルアンダ	ruanda
ルイ	rui
ルイス	ruisu
ルー	rū
ルーク	rūku
ルーシ	rūshi
ルーズベルト	rūzuberuto
ルータ	rūta
ルーター	rūtā
ルーチン	rūchin
ルーデサック	rūde-sakku
ルート	rūto
ルートビア	rūtobia
ルートヴィヒ	rūtovihi
ルーバー	rūbā
ルーブル	rūburu
ループ	rūpu
ルーペ	rūpe
ルーマニア	rūmania
ルーム	rūmu
ルームメイト	rūmumeito
ルーメン	rūmen
ルール	rūru
ルーレット	rūretto
ルーヴェン	rūven
ルーヴル	rūvuru
ルクセンブルグ	rukusenburugu
ルクソール	rukusōru
ルクソン	rukuson
ルサカ	rusaka
ルシファー	rushifā
ルシフェル	rushiferu
ルテチウム	rutechiumu
ルテニウム	ruteniumu
ルドルフ	rudorufu
ルナ	runa
ルネッサンス	runessansu
ルバシカ	rubashika
ルピー	rupī
ルペン	rupen
ルポ	rupo
ルポルタージュ	ruporutāju
ルワンダ	ruwanda
レアー	reā
レアル	rearu
レイ	rei
レイアウト	reiauto
レイキャビク	reikyabiku
レイキャヴィーク	reikyavīku
レイス	reisu
レイテンシ	reitenshi
レイテンシー	reitenshī
レイプ	reipu
レイヤー	reiyā
レイヨウ	reiyō
レインコート	reinkōto
レインボー	reinbō
レイヴン	reivun
レーク	rēku
レークサイド	rēkusaido
レーサー	rēsā
レーザ	rēza
レーザー	rēzā
レーシー	rēshī
レーシック	rēshikku
レーシング	rēshingu
レース	rēsu
レースクイーン	rēsukuīn
レーストラック	rēsutorakku
レーズン	rēzun
レーダー	rēdā
レート	rēto
レーベル	rēberu
レーヨン	rēyon
レール	rēru
レールガン	rērugan
レオタード	reotādo
レオナルド	reonarudo
レガース	regāsu
レガート	regāto
レギュラー	regyurā
レギュレーション	regyurēshon
レクイエム	rekuiemu
レクリェーション	rekuryēshon
レクリエーション	rekuriēshon
レゲエ	regē
レコーダー	rekōdā
レコーディング	rekōdingu
レコーディングスタジオ	rekōdingusutajio
レコード	rekōdo
レシート	reshīto
レジ	reji
レジャー	rejā
レジャーウエア	rejāuea
レジャーランド	rejārando
レジュメ	rejume
レス	resu
レスター	resutā
レスビアン	resubian
レスラー	resurā
レズ	rezu
レセプション	resepushon
レソト	resoto
レター	retā
レターボックス	retābokkusu
レッスン	ressun
レッツ	rettsu-
レディー	redī
レディース	redīsu
レトルト	retoruto
レニングラード	reningurādo
レバー	rebā
レパートリー	repātorī
レビュー	rebyū
レファレンス	refarensu
レプリカ	repurika
レベッカ	rebekka
レベル	reberu
レペゼン	repezen
レボルバー	reborubā
レポ	repo
レポート	repōto
レム	remu
レムス	remusu
レモネード	remonēdo
レモングラス	remongurasu
レモンバーム	remonbāmu
レンギョ	rengyo
レンジャー	renjā
レンズ	renzu
レンタカー	rentakā
レンタル	rentaru
レンダリング	rendaringu
レンチン	renchin
レントラー	rentorā
ロア	roa
ロイヤル	roiyaru
ロウソク	rōsoku
ローソク	rōsoku
ロー	rō
ローカライゼーション	rōkaraizēshon
ローカル	rōkaru
ローション	rōshon
ローズ	rōzu
ローター	rōtā
ロータリー	rōtarī
ロード	rōdo
ロードショー	rōdoshō
ロードローラー	rōdorōrā
ローファー	rōfā
ローブラウ	rōburau
ローブロー	rōburō
ロープ	rōpu
ロープウェイ	rōpuwei
ローマ	rōma
ローマジ	rōmaji
ロームシャ	rōmusha
ローヤルゼリー	rōyaruzerī
ローラー	rōrā
ローラーコースター	rōrākōsutā
ローラースケート	rōrāsukēto
ローリー	rōrī
ロール	rōru
ローレンシウム	rōrenshiumu
ローレンス	rōrensu
ローン	rōn
ログ	rogu
ログイン	roguin
ロゴ	rogo
ロザリオ	rozario
ロジウム	rojiumu
ロジャー	rojā
ロス	rosu
ロスレス	rosuresu
ロゼ	roze
ロゾー	rozō
ロタウイルス	rotauirusu
ロッカー	rokkā
ロッキード	rokkīdo
ロック	rokku
ロックアウト	rokkuauto
ロックフォール	rokkufōru
ロットワイラー	rottowairā
ロデオ	rodeo
ロト	roto
ロバ	roba
ロバート	robāto
ロバートソン	robātoson
ロビイング	robiingu
ロビン	robin
ロビンソン	robinson
ロビー	robī
ロビーイング	robīingu
ロブスター	robusutā
ロボティックス	robotikkusu
ロマン	roman
ロマンス	romansu
ロマンチスト	romanchisuto
ロマンチック	romanchikku
ロマンティスト	romantisuto
ロム	romu
ロメ	rome
ロリータ	rorīta
ロリポップ	roripoppu
ロレックス	rorekkusu
ロン	ron
ロング	rongu
ロングヒット	ronguhitto
ロンリー	ronrī
ロヴァニエミ	rovaniemi
ワークショップ	wākushoppu
ワークスペース	wākusupēsu
ワープロ	wāpuro
ワープロソフト	wāpurosofuto
ワーム	wāmu
ワームホール	wāmuhōru
ワーラー	wārā
ワールド	wārudo
ワールドシリーズ	wārudoshirīzu
ワイド	waido
ワイドスクリーン	waidosukurīn
ワイルド	wairudo
ワイワイ	waiwai
ワイン	wain
ワインビネガー	wainbinegā
ワカメ	wakame
ワガドゥグー	wagadugū
ワギナ	wagina
ワクワク	wakuwaku
