アーバーダーン	ābādān
テルアビブ	teruabibu
テルビウム	terubiumu
テルペン	terupen
テルプシコラ	terupushikora
テルプシコラー	terupushikorā
テルプシコレ	terupushikore
テルプシコレー	terupushikorē
テルル	teruru
テッサリア	tessaria
テスラ	tesura
テスト	tesuto
テースト	tēsuto
テストステロン	tesutosuteron
テータ	tēta
テッチャン	tetchan
テトリス	tetorisu
テテュス	tetyusu
テーテュース	tētyūsu
テーゼ	tēze
ティー	tī
ティアラ	tiara
ティファナ	tifana
ティファニー	tifanī
ティフリス	tifurisu
ティーカップ	tīkappu
ティケット	tiketto
ティミショアラ	timishoara
ティーネージャー	tīnējā
ティンパニ	tinpani
ティンプー	tinpū
ティーポット	tīpotto
ティラミス	tiramisu
ティラナ	tirana
ティラノサウルス	tiranosaurusu
ティラスポリ	tirasupori
ティーシャツ	tīshatsu
ティッシュ	tisshu
ティッシュペーパー	tisshupēpā
ティースプーン	tīsupūn
ティタン	titan
ティーターン	tītān
ト	to
トバゴ	tobago
トーベイ	tōbei
トビリシ	tobirishi
トーチ	tōchi
トーチカ	tōchika
トド	todo
トガリネズミ	togarinezumi
トーゴ	tōgo
トグル	toguru
トウヒ	tōhi
トイレ	toire
トイレット	toiretto
トカゲ	tokage
トキ	toki
トーキー	tōkī
トキシン	tokishin
トッケイ	tokkei
トコジラミ	tokojirami
トコムシ	tokomushi
トコロテン	tokoroten
トーク	tōku
トークン	tōkun
トマホーク	tomahōku
トマス	tomasu
トーマス	tōmasu
トマト	tomato
トモグラフィー	tomogurafī
トウモロコシ	tōmorokoshi
トム	tomu
トムヤムクン	tomuyamukun
トン	ton
トナカイ	tonakai
トーナメント	tōnamento
トンボ	tonbo
トンボウ	tonbō
トネリコ	toneriko
トンガ	tonga
トング	tongu
トーニ	tōni
トンカツ	tonkatsu
トンコリ	tonkori
トンネル	tonneru
トノサマガエル	tonosamagaeru
トピカ	topika
トピック	topikku
トポロジー	toporojī
トッピング	toppingu
トップ	toppu
トップクォーク	toppukwōku
トップレス	toppuresu
トラ	tora
トラベラーズチェック	toraberāzuchekku
トラブル	toraburu
トラブルメーカー	toraburumēkā
トラブルシュータ	toraburushūta
トラブルシューター	toraburushūtā
トラブルシューティング	toraburushūtingu
トラフィック	torafikku
トラフズク	torafuzuku
トライアンドエラー	torai-ando-erā
トライアングル	toraianguru
トライアル	toraiaru
トライアスロン	toraiasuron
トラック	torakku
トラックバック	torakkubakku
トラックパッド	torakkupaddo
トラクター	torakutā
トラム	toramu
トラネコ	toraneko
トランジスタ	toranjisuta
トランジスター	toranjisutā
トランク	toranku
トランクス	torankusu
トランペット	toranpetto
トランポリン	toranporin
トランプ	toranpu
トランプゲーム	toranpugēmu
トランシーバー	toranshībā
トランシルバニア	toranshirubania
トランシルヴァニア	toranshiruvania
トランス	toransu
トランスフォビア	toransufobia
トランスジェンダー	toransujendā
トランスミッタ	toransumitta
トランスミッター	toransumittā
トランスモダン	toransumodan
トランスセクシャル	toransusekusharu
トランザクション	toranzakushon
トラスト	torasuto
トラウマ	torauma
トラヤヌス	torayanusu
トレー	torē
トレブル	toreburu
トレッドミル	toreddomiru
トレイ	torei
トレモロ	toremoro
トレーナー	torēnā
トレンド	torendo
トレンドセッター	torendosettā
トレーニング	torēningu
トレントン	torenton
トレパン	torepan
トレーラー	torērā
トレーシングペーパー	torēshingupēpā
トレース	torēsu
トリチウム	torichiumu
トリエンナーレ	toriennāre
トリガー	torigā
トリカブト	torikabuto
トリケラトプス	torikeratopusu
トリック	torikku
トリコット	torikotto
トリニダ	torinida
トリニダード	torinidādo
トリニトロトルエン	torinitorotoruen
トリノ	torino
トリポリ	toripori
トリプラ	toripura
トリウム	toriumu
トリヤッチ	toriyatchi
トロフィー	torofī
トロイ	toroi
トロイア	toroia
トロイカ	toroika
トロンボーン	toronbōn
トロント	toronto
トロピリウム	toropiriumu
トロリーバス	tororībasu
トロール	torōru
トロツキズム	torotsukizumu
トロット	torotto
トール	tōru
トルエン	toruen
トルコ	toruko
トルク	toruku
トルクメニスタン	torukumenisutan
トルマリン	torumarin
トルネード	torunēdo
トルティーヤ	torutīya
トリュフ	toryufu
トスカーナ	tosukāna
トースター	tōsutā
トースト	tōsuto
トタン	totan
トータル	tōtaru
トーテミズム	tōtemizumu
トーテム	tōtemu
トト	toto
トート	tōto
トトナム	totonamu
トートロジー	tōtorojī
トッテナム	tottenamu
トヨタ	toyota
ツァー	tsā
ツァイチェン	tsaichen
ツァイチエン	tsaichien
ツァイトガイスト	tsaitogaisuto
ツァーリ	tsāri
ツァーリズム	tsārizumu
ツァール	tsāru
ツー	tsū
ツアー	tsuā
ツアーガイド	tsuāgaido
ツバキ	tsubaki
ツバメ	tsubame
ツバメコノシロ	tsubamekonoshiro
ツバル	tsubaru
ツチブタ	tsuchibuta
ツチノコ	tsuchinoko
ツガ	tsuga
ツグミ	tsugumi
ツイン	tsuin
ツインテ	tsuinte
ツインテール	tsuintēru
ツーイーソー	tsūīsō
ツイート	tsuīto
ツイッター	tsuittā
ツイッタラー	tsuittarā
ツキヨミ	tsukiyomi
ツッコミ	tsukkomi
ツクリタケ	tsukuritake
ツクツクボウシ	tsukutsukubōshi
ツクヨミ	tsukuyomi
ツマジロ	tsumajiro
ツナ	tsuna
ツンデレ	tsundere
ツンドラ	tsundora
ツンツン	tsuntsun
ツリー	tsurī
ツーリング	tsūringu
ツリーリスト	tsurīrisuto
ツリウム	tsuriumu
ツール	tsūru
ツールバー	tsūrubā
ツールチップ	tsūruchippu
ツルハシ	tsuruhashi
ツーショット	tsūshotto
ツーソン	tsūson
ツタ	tsuta
ツタンカーメン	tsutankāmen
ツツガムシ	tsutsugamushi
ツツジ	tsutsuji
ツヴァイハンダー	tsuvaihandā
トゥエルブ	tuerubu
トゥエルヴ	tueruvu
トゥグラ	tugura
トゥグルグ	tugurugu
トゥルク	turuku
トゥールーズ	tūrūzu
テューバ	tyūba
テュール	tyūru
ウ	u
ウバメガシ	ubamegashi
ウッド	uddo
ウッドチャック	uddochakku
ウド	udo
ウドノキ	udonoki
ウエー	uē
ウエア	uea
ウエディングドレス	uedingudoresu
ウエハース	uehāsu
ウエイ	uei
ウエイター	ueitā
ウエイト	ueito
ウエイトレス	ueitoresu
ウエス	uesu
ウエスタン	uesutan
ウエスト	uesuto
ウエーター	uētā
ウエート	uēto
ウエートレス	uētoresu
ウファ	ufa
ウガンダ	uganda
ウグイ	ugui
ウグイス	uguisu
ウイグル	uiguru
ウインチ	uinchi
ウインドー	uindō
ウイングレット	uinguretto
ウインカー	uinkā
ウインク	uinku
ウイリアムス	uiriamusu
ウイリアムズ	uiriamuzu
ウイルス	uirusu
ウイスキー	uisukī
ウイザード	uizādo
ウキー	ukī
ウコン	ukon
ウクライナ	ukuraina
ウクレレ	ukurere
ウマ	uma
ウーマン	ūman
ウーマノミクス	ūmanomikusu
ウメオ	umeo
ウミガメ	umigame
ウミヘビ	umihebi
ウミネコ	umineko
ウミユリ	umiyuri
ウムラウト	umurauto
ウナギ	unagi
ウンブリア	unburia
ウンディーネ	undīne
ウニ	uni
ウンカ	unka
ウンコ	unko
ウンピョウ	unpyō
ウンウンヘキシウム	un'unhekishiumu
ウオッチ	uotchi
ウオトカ	uotoka
ウオツカ	uotsuka
ウーパールーパー	ūpārūpā
ウプサラ	upusara
ウプシロン	upushiron
ウラジーミル	urajīmiru
ウラジオストク	urajiosutoku
ウラン	uran
ウーラン	ūran
ウランバートル	uranbātoru
ウラニア	urania
ウーラニアー	ūraniā
ウーラノス	ūranosu
ウラヌス	uranusu
ウラシル	urashiru
ウリ	uri
ウリエル	urieru
ウール	ūru
ウルフ	urufu
ウルグアイ	uruguai
ウルムチ	urumuchi
ウルル	ururu
ウルトラ	urutora
ウルトラマリン	urutoramarin
ウサギ	usagi
ウシ	ushi
ウシバエ	ushibae
ウシザメ	ushizame
ウソ	uso
ウスター	usutā
ウツボ	utsubo
ウワン	uwan
ウワサ	uwasa
ウズベキスタン	uzubekisutan
ウズラ	uzura
ヴァチカン	vachikan
ヴァドーダラー	vadōdarā
ヴァイキング	vaikingu
ヴァイオリン	vaiorin
ヴァイオリニスト	vaiorinisuto
ヴァイラス	vairasu
ヴァージョン	vājon
ヴァニタス	vanitasu
ヴァンクーヴァー	vankūvā
ヴァンパイア	vanpaia
ヴァレリー	varerī
ヴァリエーション	variēshon
ヴァルハラ	varuhara
ヴァティカン	vatikan
ヴェー	vē
ヴェネツィア	venetsia
ヴェニス	venisu
ヴェロキラプトル	verokiraputoru
ヴェルモット	verumotto
ヴェルスタ	verusuta
ヴィ	vi
ヴィー	vī
ヴィチェプスク	vichepusuku
ヴィエンチャン	vienchan
ヴィエンナ	vienna
ヴィエンヌ	viennu
ヴィクトリア	vikutoria
ヴィーナス	vīnasu
ヴィントフック	vintofukku
ヴィオラ	viora
ヴィオロンチェロ	vioronchero
ヴィルヘルム	viruherumu
ヴィサルガ	visaruga
ヴィシュヌ	vishunu
ヸタミン	vitamin
ヴィヴァルディ	vivarudi
ヴォードヴィル	vōdoviru
ヴォジャノーイ	vojanōi
ヴォラピュク	vorapyuku
ヴォールト	vōruto
ヴォルヴォ	voruvo
ヴュルテンベルク	vyurutenberuku
ワッフル	waffuru
ワガドゥグー	wagadugū
ワギナ	wagina
ワゴン	wagon
ワイ	wai
ワイバーン	waibān
ワイド	waido
ワイドスクリーン	waidosukurīn
ワイフ	waifu
ワイン	wain
ワインビネガー	wainbinegā
ワイルド	wairudo
ワイシャツ	waishatsu
ワイワイ	waiwai
ワカメ	wakame
ワクチン	wakuchin
ワークショップ	wākushoppu
ワークスペース	wākusupēsu
ワクワク	wakuwaku
ワーム	wāmu
ワームホール	wāmuhōru
ワン	wan
ワンボックスカー	wanbokkusukā
ワンダフル	wandafuru
ワニ	wani
ワニナシ	waninashi
ワニス	wanisu
ワンマン	wanman
ワンオペ	wan'ope
ワンパノアグ	wanpanoagu
ワンピース	wanpīsu
ワンルーム	wanrūmu
ワンワン	wanwan
ワッパ	wappa
ワープロ	wāpuro
ワープロソフト	wāpurosofuto
ワーラー	wārā
ワラビ	warabi
ワラビー	warabī
ワラルー	wararū
ワールド	wārudo
ワールドシリーズ	wārudoshirīzu
ワルキューレ	warukyūre
ワルシャワ	warushawa
ワルツ	warutsu
ワサビ	wasabi
ワセリン	waserin
ワシ	washi
ワシントン	washinton
ワスレナグサ	wasurenagusa
ワスルナグサ	wasurunagusa
ワタル	wataru
ワット	watto
ウェー	wē
ウェア	wea
ウェーバ	wēba
ウェブ	webu
ウェブサイト	webusaito
ウェディングドレス	wedingudoresu
ウェイ	wei
ウェイター	weitā
ウェイト	weito
ウェイトレス	weitoresu
ウェッジ	wejji
ウェヌス	wenusu
ウェリントン	werinton
ウェールズ	wēruzu
ウェスタ	wesuta
ウェート	wēto
ウェートレス	wētoresu
ウェットスーツ	wettosūtsu
ウィキ	wiki
ウィキペディア	wikipedia
ウィークリー	wīkurī
ウィクショナリー	wikushonarī
ウィクトーリア	wikutōria
ウィーン	wīn
ウィンドウ	windō
ウィンドウウォッシャー	windōwosshā
ウィンドウズ	windōzu
ウィングレット	winguretto
ウィニペグ	winipegu
ウィンク	winku
ウィンター	wintā
ウィントフック	wintofukku
ウィンウィン	winwin
ウィリアム	wiriamu
ウィリアムス	wiriamusu
ウィリアムズ	wiriamuzu
ウィルドビースト	wirudobīsuto
ウィルオウィスプ	wiruowisupu
ウィルソン	wiruson
ウィルス	wirusu
ウィスキー	wisukī
ウィザード	wizādo
ウォッカ	wokka
ウォークマン	wōkuman
ウォン	won
ウォンバット	wonbatto
ウォリック	worikku
ウォールフラワー	wōrufurawā
ウォーター	wōtā
ウォツカ	wotsuka
ウゥルカヌス	wurukanusu
ウゥルカーヌス	wurukānusu
ヤーバー	yābā
ヤブイヌ	yabuinu
ヤブサメ	yabusame
ヤーダ	yāda
ヤード	yādo
ヤドカリ	yadokari
ヤドリギ	yadorigi
ヤガ	yaga
ヤギ	yagi
ヤゴ	yago
ヤハウェ	yahawe
ヤッホー	yahhō
ヤジブカ	yajibuka
ヤコブ	yakobu
ヤク	yaku
ヤクルト	yakuruto
ヤクーツク	yakūtsuku
ヤクザ	yakuza
ヤマ	yama
ヤマアラシ	yamaarashi
ヤマバト	yamabato
ヤマグルマ	yamaguruma
ヤマナシ	yamanashi
ヤマネ	yamane
ヤマネコ	yamaneko
ヤモリ	yamori
ヤムチャ	yamucha
ヤムルカ	yamuruka
ヤムスクロ	yamusukuro
ヤナギ	yanagi
ヤンデレ	yandere
ヤンゴン	yangon
ヤング	yangu
ヤンキー	yankī
ヤンマ	yanma
ヤンニョム	yannyomu
ヤヌコーヴィチ	yanukōvichi
ヤヌス	yanusu
ヤーヌス	yānusu
ヤペテ	yapete
ヤラミソ	yaramiso
ヤリチン	yarichin
ヤリマン	yariman
ヤロスラヴリ	yarosuravuri
ヤール	yāru
ヤシ	yashi
ヤシガニ	yashigani
ヤシュマク	yashumaku
ヤスデ	yasude
ヤスリ	yasuri
ヤツメウナギ	yatsumeunagi
ヤウンデ	yaunde
イェリヴァーレ	yerivāre
イェヴレ	yevure
ヨアキム	yoakimu
ヨビバイト	yobibaito
ヨビビット	yobibitto
ヨエンスー	yoensū
ヨエル	yoeru
ヨガ	yoga
ヨーガ	yōga
ヨギ	yogi
ヨゴレザメ	yogorezame
ヨーグルト	yōguruto
ヨハン	yohan
ヨハネ	yohane
ヨハネスブルグ	yohanesuburugu
ヨーク	yōku
ヨークシャー	yōkushā
ヨモギ	yomogi
ヨレヨレ	yoreyore
ヨロイグサ	yoroigusa
ヨロイモグラゴキブリ	yoroimoguragokiburi
ヨーロッパ	yōroppa
ヨーロッパブナ	yōroppabuna
ヨーロッパイガイ	yōroppaigai
ヨーロッパタナゴ	yōroppatanago
ヨーロッパウナギ	yōroppaunagi
ヨルダン	yorudan
ヨルムンガンド	yorumungando
ヨセ	yose
ヨセフ	yosefu
ヨシュア	yoshua
ヨタバイト	yotabaito
ヨット	yotto
ヨーヨー	yō-yō
ヨーゼフ	yōzefu
ユー	yū
ユアン	yuan
ユーチューバー	yūchūbā
ユーチューブ	yūchūbu
ユダ	yuda
ユダヤ	yudaya
ユーフォー	yūfō
ユーフォニアム	yūfoniamu
ユーフォニウム	yūfoniumu
ユーゴスラビア	yūgosurabia
ユーゴスラヴィア	yūgosuravia
ユグドラシル	yugudorashiru
ユジノサハリンスク	yujino-saharinsuku
ユーカリ	yūkari
ユキヒョウ	yukihyō
ユーコン	yūkon
ユーマ	yūma
ユミル	yumiru
ユーモア	yūmoa
ユニバーサル	yunibāsaru
ユニフォーム	yunifōmu
ユニホーム	yunihōmu
ユニックス	yunikkusu
ユニコード	yunikōdo
ユニコーン	yunikōn
ユニーク	yunīku
ユニセフ	yunisefu
ユニセックス	yunisekkusu
ユニット	yunitto
ユノ	yuno
ユノー	yunō
ユーノー	yūnō
ユピテル	yupiteru
ユーピテル	yūpiteru
ユッピテル	yuppiteru
ユプシロン	yupushiron
ユーラシア	yūrashia
ユウレイグモ	yūreigumo
ユーレカ	yūreka
ユリ	yuri
ユーリア	yūria
ユリカモメ	yurikamome
ユーロ	yūro
ユーロビジョン	yūrobijon
ユーロビート	yūrobīto
ユウロピウム	yūropiumu
