а	a
бесрамнички	b ě s r aː m n i t͡ʃ k i
бесрамнички	b ě s r aː m n i t͡ʃ k iː
бестиднички	b ě s t i d n i t͡ʃ k i
бестиднички	b ě s t i d n i t͡ʃ k iː
бесвјесност	b ě s ʋ j e s n oː s t
безбожнички	b ě z b o ʒ n i t͡ʃ k i
безбожнички	b ě z b o ʒ n i t͡ʃ k iː
безбрижност	b ě z b r i ʒ n oː s t
безвјерница	b ě z ʋ j eː r n i t͡s a
дактилограф	d a k t i l ǒ ɡ r a f
далекометни	d a l e k ǒ m e t n iː
далекосежан	d a l e k ǒ s e ʒ a n
далековидан	d a l e k ǒ ʋ i d a n
далековидно	d a l e k ǒ ʋ i d n o
далматински	d a l m ǎ t iː n s k i
далматински	d a l m ǎ t iː n s k iː
дарежљивост	d a r ě ʒ ʎ i ʋ oː s t
дебелокожац	d e b e l o k ǒː ʒ a t͡s
дебељушкаст	d e b e ʎ ǔ ʃ k a s t
демократија	d e m o k r ǎː t i j a
демокрација	d e m o k r ǎː t s i j a
демократски	d e m ǒ k r a t s k i
демократски	d e m ǒ k r a t s k iː
демонстрант	d e m ǒ n s t r a n t
денунцијант	d e n u n t͡s ǐ j a n t
дестинација	d e s t i n ǎː t s i j a
деструкција	d e s t r ǔ k t s i j a
детектирати	d e t e k t ǐː r a t i
дезертирати	d e z e r t ǐː r a t i
девалвација	d e ʋ a l ʋ ǎː t s i j a
девастација	d e ʋ a s t ǎː t s i j a
деградирати	d e ɡ r a d ǐː r a t i
деветнаести	d e ʋ ě t n a e s t iː
дифузивност	d i f u z ǐː ʋ n oː s t
дијаболичан	d i j a b ǒ l i t ʃ a n
дијабетичар	d i j a b ě t i t ʃ aː r
дипломација	d i p l o m ǎ t s i j a
дипломатски	d i p l ǒ m a t s k i
дипломатски	d i p l ǒ m a t s k iː
дисјункција	d i s j ǔ n k t s i j a
дискутирати	d i s k u t ǐː r a t i
дислокација	d i s l o k ǎː t s i j a
дисидентски	d i s ǐ d e n t s k i
дисидентски	d i s ǐ d e n t s k iː
дјевојчурак	d j e ʋ o j t͡ʃ ǔː r a k
дјевојчуљак	d j e ʋ o j t͡ʃ ǔː ʎ a k
дјелотворан	d j ê l o t ʋ oː r a n
дјелотворно	d j ê l o t ʋ oː r n o
додјељивати	d o d j e ʎ ǐː ʋ a t i
дојављивати	d o j a ʋ ʎ ǐː ʋ a t i
доксологија	d o k s o l ǒ ɡ i j a
докторирати	d o k t o r ǐː r a t i
домаћинство	d o m a t ɕ ǐː n s t ʋ o
доприносити	d o p r i n ǒ s i t i
допринијети	d o p r ǐ n j eː t i
доспијевати	d o s p j ěː ʋ a t i
досетљивост	d o s ě t ʎ i ʋ oː s t
дотискивати	d o t i s k ǐː ʋ a t i
дозвољавати	d o z ʋ o ʎ ǎː ʋ a t i
доживљавати	d o ʒ i ʋ ʎ ǎː ʋ a t i
драгоценост	d r a ɡ ǒ t s e n oː s t
дружељубиво	d r u ʒ e ʎ ǔ b i ʋ o
дефинитиван	d ê f i n i t iː ʋ a n
дефинитивно	d ê f i n i t iː ʋ n o
декоративан	d ê k o r a t iː ʋ a n
декоративно	d ê k o r a t iː ʋ n o
деликатност	d ê l i k aː t n oː s t
дијагоналан	d î j a ɡ o n aː l a n
добротворан	d ô b r o t ʋ oː r a n
добротворка	d ô b r o t ʋ oː r k a
дејствовати	d ě j s t ʋ o ʋ a t i
диктаторски	d ǐ k t aː t o r s k iː
домишљатост	d ǒ m i ʃ ʎ a t oː s t
доручковати	d ǒ r u t ʃ k o ʋ a t i
децембарски	d ě t s eː m b a r s k iː
дволичњачки	d ʋ ǒ l i t ʃ ɲ a t ʃ k i
дволичњачки	d ʋ ǒ l i t ʃ ɲ a t ʃ k iː
дванаестеро	d ʋ ǎː n a e s t e r o
дванаесторо	d ʋ ǎː n a e s t o r o
ејакулација	e j a k u l ǎː t͡s i j a
експедиција	e k s p e d ǐː t͡s i j a
екстремизам	e k s t r e m ǐ z a m
електролиза	e l e k t r o l ǐː z a
електроника	e l e k t r ǒ n i k a
елиминација	e l i m i n ǎː t s i j a
елоквенција	e l o k ʋ ě n t s i j a
електронски	e l ě k t r oː n s k iː
енигматичан	e n i ɡ m ǎ t i t ʃ a n
ентузијазам	e n t u z i j ǎ z a m
епидемијски	e p i d ě m iː j s k iː
епикурејски	e p i k ǔ r eː j s k i
епикурејски	e p i k ǔ r eː j s k iː
епилептичан	e p i l ě p t i t ʃ a n
епилептичар	e p i l ě p t i t ʃ aː r
епилептички	e p i l ě p t i t ʃ k iː
епистемолог	e p i s t e m ǒ l o ɡ
естетицизам	e s t e t i t s ǐ z a m
есхатолошки	e s x a t ǒ l o ʃ k iː
етимологија	e t i m o l ǒ ɡ i j a
етрушчански	e t r ǔː ʃ t ʃ a n s k iː
еволуцијски	e ʋ o l ǔː t s iː j s k iː
егзалтација	e ɡ z a l t ǎː t s i j a
егзистирати	e ɡ z i s t ǐː r a t i
егзотеричан	e ɡ z o t ě r i t ʃ a n
фантастичан	f a n t ǎ s t i t ʃ a n
фантастично	f a n t ǎ s t i t ʃ n o
фанатичност	f a n ǎ t i t ʃ n oː s t
фасцинантан	f a s t s i n ǎ n t a n
фасцинирати	f a s t s i n ǐː r a t i
фасцинација	f a s t s i n ǎː t s i j a
федерализам	f e d e r a l ǐ z a m
финансијски	f i n ǎ n s iː j s k i
финансијски	f i n ǎ n s iː j s k iː
физиологија	f i z i o l ǒ ɡ i j a
флегматичан	f l e ɡ m ǎ t i t ʃ a n
флегматично	f l e ɡ m ǎ t i t ʃ n o
флуктуирати	f l u k t u ǐː r a t i
флуктуација	f l u k t u ǎː t s i j a
флексибилан	f l ê k s i b iː l a n
флексибилно	f l ê k s i b iː l n o
формулирати	f o r m u l ǐː r a t i
формулација	f o r m u l ǎː t s i j a
фотомонтажа	f o t o m o n t ǎː ʒ a
фотосинтеза	f o t o s i n t ěː z a
фотографија	f o t o ɡ r ǎ f i j a
фотогеничан	f o t o ɡ ě n i t ʃ a n
фрустрација	f r u s t r ǎː t s i j a
францускиња	f r ǎ n t s u s k i ɲ a
фамилијаран	f â m i l i j aː r a n
федеративан	f ê d e r a t iː ʋ a n
феноменалан	f ê n o m e n aː l a n
фигуративан	f î ɡ u r a t iː ʋ a n
фигуративно	f î ɡ u r a t iː ʋ n o
ијекавштина	i j e k ǎː ʋ ʃ t i n a
илуминација	i l u m i n ǎː t s i j a
илустрација	i l u s t r ǎː t s i j a
илузионизам	i l u z i o n ǐ z a m
иманентност	i m a n ě n t n oː s t
имагинација	i m a ɡ i n ǎː t s i j a
имбецилитет	i m b e t͡s i l ǐ t eː t
имбецилност	i m b e t͡s ǐː l n oː s t
импеданција	i m p e d ǎ n t s i j a
импликација	i m p l i k ǎː t s i j a
имплицирати	i m p l i t s ǐː r a t i
импортирати	i m p o r t ǐː r a t i
импотенција	i m p o t ě n t s i j a
имунизирати	i m u n i z ǐː r a t i
имунизација	i m u n i z ǎː t s i j a
имунологија	i m u n o l ǒ ɡ i j a
инаугуратор	i n a u ɡ ǔ r aː t o r
индоленција	i n d o l ě n t s i j a
индонежанин	i n d o n ěː ʒ a n i n
инфлацијски	i n f l ǎː t s iː j s k i
инфлацијски	i n f l ǎː t s iː j s k iː
информатика	i n f o r m ǎ t i k a
информирати	i n f o r m ǐː r a t i
информација	i n f o r m ǎː t s i j a
иницијатива	i n i t s i j a t ǐː ʋ a
инкарнација	i n k a r n ǎː t s i j a
инклинација	i n k l i n ǎː t s i j a
инквизиција	i n k ʋ i z ǐː t s i j a
инокулација	i n o k u l ǎː t s i j a
инсолвентан	i n s o l ʋ ě n t a n
инспирирати	i n s p i r ǐː r a t i
инспирација	i n s p i r ǎː t s i j a
инсталација	i n s t a l ǎː t s i j a
институција	i n s t i t ǔː t s i j a
инструкција	i n s t r ǔ k t s i j a
институтски	i n s t ǐ t uː t s k iː
интеракција	i n t e r ǎ k t s i j a
интеграција	i n t e ɡ r ǎː t s i j a
интригантан	i n t r i ɡ ǎ n t a n
интригантно	i n t r i ɡ ǎ n t n o
интерпретер	i n t ě r p r e t e r
инвалидитет	i n ʋ a l i d ǐ t eː t
инвестирати	i n ʋ e s t ǐː r a t i
инвестиција	i n ʋ e s t ǐː t s i j a
иредентизам	i r e d e n t ǐ z a m
ирелевантан	i r e l e ʋ ǎ n t a n
ирелевантно	i r e l e ʋ ǎ n t n o
искашљавати	i s k a ʃ ʎ ǎː ʋ a t i
искористити	i s k o r ǐ s t i t i
искључивати	i s k ʎ u t ʃ ǐː ʋ a t i
искључивост	i s k ʎ ǔ t ʃ i ʋ oː s t
испитивалац	i s p i t ǐ ʋ a l a t s
испитивачки	i s p i t ǐ ʋ aː t ʃ k iː
исплаћивати	i s p l a t ɕ ǐː ʋ a t i
исплативост	i s p l ǎ t i ʋ oː s t
испричавати	i s p r i t ʃ ǎː ʋ a t i
испоставити	i s p ǒ s t a ʋ i t i
истинољубив	i s t i n o ʎ ǔ b i ʋ
истјеравати	i s t j e r ǎː ʋ a t i
истјеривати	i s t j e r ǐː ʋ a t i
истоваривач	i s t o ʋ a r ǐ ʋ aː t ʃ
истраживати	i s t r a ʒ ǐː ʋ a t i
истраживање	i s t r a ʒ ǐː ʋ aː ɲ e
истребљивач	i s t r e b ʎ ǐ ʋ aː t ʃ
истренирати	i s t r e n ǐː r a t i
истријебити	i s t r j ěː b i t i
исцјеђивати	i s t s j e d ʑ ǐː ʋ a t i
исцјељивати	i s t s j e ʎ ǐː ʋ a t i
исцрпљивати	i s t s r p ʎ ǐː ʋ a t i
истодобност	i s t ǒ d o b n oː s t
истоветност	i s t ǒ ʋ e t n oː s t
истовремено	i s t ǒ ʋ r e m e n o
италијански	i t a l ǐ j aː n s k i
италијански	i t a l ǐ j aː n s k iː
ихтиологија	i x t i o l ǒ ɡ i j a
изасланство	i z a s l ǎ n s t ʋ o
избјегавати	i z b j e ɡ ǎː ʋ a t i
избезумљено	i z b ě z uː m ʎ e n o
издржљивост	i z d ř ʒ ʎ i ʋ oː s t
изјављивати	i z j a ʋ ʎ ǐː ʋ a t i
изјашњавати	i z j a ʃ ɲ ǎː ʋ a t i
изједначити	i z j e d n ǎː t ʃ i t i
измамљивати	i z m a m ʎ ǐː ʋ a t i
измишљотина	i z m i ʃ ʎ ǒ t i n a
изнервирати	i z n e r ʋ ǐː r a t i
изопачивати	i z o p a t ʃ ǐː ʋ a t i
изоштравати	i z o ʃ t r ǎː ʋ a t i
изравнавати	i z r a ʋ n ǎː ʋ a t i
изрезбарити	i z r e z b ǎː r i t i
извештавати	i z ʋ e ʃ t ǎː ʋ a t i
извешћивати	i z ʋ e ʃ t͡ɕ ǐː ʋ a t i
извијестити	i z ʋ i j ěː s t i t i
изграђивати	i z ɡ r a d ʑ ǐː ʋ a t i
изостављати	i z ǒ s t a ʋ ʎ a t i
изљубљивати	i z ʎ u b ʎ ǐː ʋ a t i
једнобоштво	j e d n ǒ b o ʃ t ʋ o
једнострано	j e d n ǒ s t r a n o
једногласан	j e d n ǒ ɡ l a s a n
једногласно	j e d n ǒ ɡ l a s n o
једногласје	j e d n ǒ ɡ l aː s j e
јединствено	j e d ǐ n s t ʋ e n o
југославија	j u ɡ o s l â ʋ i j a
југозападни	j u ɡ o z ǎː p a d n iː
југозападно	j u ɡ o z ǎː p a d n o
југоисточни	j u ɡ o ǐ s t o t ʃ n iː
југоисточно	j u ɡ o ǐ s t o t ʃ n o
југославија	j u ɡ ǒ s l aː ʋ i j a
једносмеран	j ê d n o s m eː r a n
једноставан	j ê d n o s t aː ʋ a n
једноставно	j ê d n o s t aː ʋ n o
кајкавштина	k a j k ǎː ʋ ʃ t i n a
какофоничан	k a k o f ǒ n i t ʃ a n
какофонично	k a k o f ǒ n i t ʃ n o
калифорнија	k a l i f ǒ r n i j a
калиграфија	k a l i ɡ r ǎ f i j a
калкулација	k a l k u l ǎː t s i j a
камбоџански	k a m b ǒ d ʒ aː n s k iː
кампидољски	k a m p ǐ d o ʎ s k iː
кандидатура	k a n d i d a t ǔː r a
кандидирати	k a n d i d ǐː r a t i
канибализам	k a n i b a l ǐ z a m
канцеларија	k a n t s e l ǎ r i j a
кардиолошки	k a r d i ǒ l o ʃ k i
кардиолошки	k a r d i ǒ l o ʃ k iː
кардиналски	k a r d ǐ n aː l s k i
кардиналски	k a r d ǐ n aː l s k iː
карневалски	k a r n ě ʋ aː l s k i
карневалски	k a r n ě ʋ aː l s k iː
катаболизам	k a t a b o l ǐ z a m
категоричан	k a t e ɡ ǒ r i t ʃ a n
категорички	k a t e ɡ ǒ r i t ʃ k i
категорички	k a t e ɡ ǒ r i t ʃ k iː
католицизам	k a t o l i t s ǐ z a m
керамичарка	k e r ǎ m i t ʃ aː r k a
кибернетика	k i b e r n ě t i k a
киднапирати	k i d n a p ǐː r a t i
клавијатура	k l a ʋ i j a t ǔː r a
клептоманка	k l e p t ǒ m aː n k a
коауторство	k o a u t ǒː r s t ʋ o
коагулација	k o a ɡ u l ǎː t s i j a
коефицијент	k o e f i t s ǐ j e n t
колонизатор	k o l o n ǐ z aː t o r
колумбијски	k o l ǔ m b iː j s k iː
комбинација	k o m b i n ǎː t s i j a
коментирати	k o m e n t ǐː r a t i
компарација	k o m p a r ǎː t s i j a
компетентан	k o m p e t ě n t a n
компетентно	k o m p e t ě n t n o
компилација	k o m p i l ǎː t s i j a
композиција	k o m p o z ǐː t s i j a
компромисан	k o m p r ǒ m i s a n
компромисно	k o m p r ǒ m i s n o
кондиционал	k o n d i t s i ǒ n aː l
кондензатор	k o n d ě n z aː t o r
конформизам	k o n f o r m ǐ z a m
конјугација	k o n j u ɡ ǎː t s i j a
континуитет	k o n t i n u ǐ t eː t
континуиран	k o n t i n ǔ iː r a n
контракција	k o n t r ǎ k t s i j a
конзумација	k o n z u m ǎː t s i j a
конгруентан	k o n ɡ r u ě n t a n
кооперација	k o o p e r ǎː t s i j a
корпорација	k o r p o r ǎː t s i j a
корпулентан	k o r p u l ě n t a n
кострењанин	k o s t r ěː ɲ a n i n
козмологија	k o z m o l ǒ ɡ i j a
козмогонија	k o z m o ɡ ǒ n i j a
козаревачки	k o z ǎː r e ʋ a t͡ʃ k iː
кошаркашица	k o ʃ a r k ǎ ʃ i t s a
ковертирати	k o ʋ e r t ǐː r a t i
коштуничаст	k o ʃ t ǔ n i t͡ʃ a s t
ковачевачки	k o ʋ ǎː t͡ʃ e ʋ a t͡ʃ k iː
крајцарашки	k r a j t͡s ǎ r aː ʃ k iː
краниолошки	k r a n i ǒ l o ʃ k i
краниолошки	k r a n i ǒ l o ʃ k iː
краснопољац	k r a s n o p ǒː ʎ a t͡s
красноречив	k r a s n o r ě t͡ʃ i ʋ
красноречје	k r a s n ǒ r eː t͡ʃ j e
кратковидан	k r a t k ǒ ʋ i d a n
кратковидно	k r a t k ǒ ʋ i d n o
криминалист	k r i m i n ǎ l i s t
кристаличан	k r i s t ǎ l i t͡ʃ a n
критизирати	k r i t i z ǐː r a t i
кривоучитељ	k r i ʋ o ǔ t͡ʃ i t e ʎ
криштановец	k r i ʃ t ǎː n o ʋ e t͡s
криводолски	k r i ʋ ǒ d o l s k iː
крижопољски	k r i ʒ ǒ p o ʎ s k iː
кривовјерје	k r i ʋ ǒ ʋ j eː r j e
крлежијанац	k r l e ʒ i j ǎː n a t͡s
крнтијетина	k r n t i j ě t i n a
кроатистика	k r o a t ǐ s t i k a
крокодилчић	k r o k o d ǐ l t͡ʃ i t͡ɕ
крокодилски	k r o k ǒ d i l s k iː
крумпириште	k r u m p ǐ r iː ʃ t e
краковљанин	k r â k o ʋ ʎ a n i n
краткометни	k r â t k o m e t n iː
краткорочан	k r â t k o r o t ʃ a n
кратковални	k r â t k o ʋ aː l n iː
крешевљанин	k r ê ʃ e ʋ ʎ aː n i n
круговалник	k r û ɡ o ʋ aː l n iː k
крајцарблат	k r ǎ j t͡s a r b l a t
крволиптање	k r ʋ o l ǐ p t aː ɲ e
крвопролиће	k r ʋ o p r o l ǐː t ɕ e
криптичност	k r ǐ p t i t͡ʃ n oː s t
краљешнични	k r ǎː ʎ e ʃ n i t͡ʃ n iː
крижевчанин	k r ǐː ʒ e ʋ t͡ʃ a n i n
ксенофобија	k s e n o f ǒ b i j a
кулминација	k u l m i n ǎː t s i j a
каприциозан	k â p r i t s i oː z a n
каприциозно	k â p r i t s i oː z n o
карбоксилан	k â r b o k s iː l a n
коаксијалан	k ô a k s i j aː l a n
колегијалан	k ô l e ɡ i j aː l a n
колонијалан	k ô l o n i j aː l a n
корелативан	k ô r e l a t iː ʋ a n
ковачићевац	k ô ʋ a t͡ʃ i t͡ɕ e ʋ a t͡s
ковинотокар	k ô ʋ i n o t o k aː r
књижевнички	k ɲ ǐ ʒ eː ʋ n i t ʃ k i
књижевнички	k ɲ ǐ ʒ eː ʋ n i t ʃ k iː
лаковерност	l a k o ʋ ěː r n oː s t
лакомислено	l a k ǒ m i s l e n o
лексикограф	l e k s i k ǒ ɡ r a f
