а	a
вклучителност	f k ɫ u t͡ʃ i t ɛ ɫ n ɔ s t
формализација	f ɔ r m a l i z a t͡s i j a
фотогеничност	f ɔ t ɔ ɡ ɛ n i t͡ʃ n ɔ s t
импровизација	i m p r ɔ v i z a t͡s i j a
испрекинатост	i s p r ɛ k i n a t ɔ s t
исповедалница	i s p ɔ v ɛ d a ɫ n i t͡s a
истовременост	i s t ɔ v r ɛ m ɛ n ɔ s t
изнемоштеност	i z n ɛ m ɔ ʃ t ɛ n ɔ s t
изнервираност	i z n ɛ r v i ɾ a n ɔ s t
извештаченост	i z v ɛ ʃ t a t͡ʃ ɛ n ɔ s t
климатизација	k l i m a t i z a t͡s i j a
кратковечност	k r a t k ɔ v ɛ t͡ʃ n ɔ s t
квалификација	k v a l i f i k a t͡s i j a
класификација	k ɫ a s i f i k a t͡s i j a
композиторски	k ɔ m p ɔ z i t ɔ r s k i
конфигурација	k ɔ ɱ f i ɡ u r a t͡s i j a
конференциски	k ɔ ɱ f ɛ r ɛ n t͡s i s k i
координаторка	k ɔ ɔ r d i n a t ɔ r k a
конверзациски	k ɔ ɱ v ɛ r z a t͡s i s k i
колонизациски	k ɔ ɫ ɔ n i z a t͡s i s k i
лексикологија	l ɛ k s i k ɔ ɫ ɔ ɡ i j a
лекомисленост	l ɛ k ɔ m i s l ɛ n ɔ s t
манипулативен	m a n i p u ɫ a t i v ɛ n
математичарка	m a t ɛ m a t i t͡ʃ a r k a
магионичарски	m a ɡ i j ɔ n i t͡ʃ a r s k i
малверзациски	m a ɫ v ɛ r z a t͡s i s k i
многубројност	m n ɔ ɡ u b r ɔ j n ɔ s t
метеорологија	m ɛ t ɛ ɔ ɾ ɔ ɫ ɔ ɡ i j a
натприродност	n a t p r i ɾ ɔ d n ɔ s t
натпросечност	n a t p r ɔ s ɛ t͡ʃ n ɔ s t
налудничавост	n a ɫ u d n i t͡ʃ a v ɔ s t
недруштвеност	n ɛ d r u ʃ t v ɛ n ɔ s t
недокваканост	n ɛ d ɔ k v a k a n ɔ s t
недораснатост	n ɛ d ɔ r a s n a t ɔ s t
недозволивост	n ɛ d ɔ z v ɔ l i v ɔ s t
неискажливост	n ɛ i s k a ʒ l i v ɔ s t
неисхранетост	n ɛ i s x r a n ɛ t ɔ s t
неизводливост	n ɛ i z v ɔ d l i v ɔ s t
немилосрдност	n ɛ m i ɫ ɔ s r̩ d n ɔ s t
ненадминатост	n ɛ n a d m i n a t ɔ s t
ненаметливост	n ɛ n a m ɛ t l i v ɔ s t
ненавикнатост	n ɛ n a v i k n a t ɔ s t
ненагласеност	n ɛ n a ɡ ɫ a s ɛ n ɔ s t
неприкладност	n ɛ p r i k ɫ a d n ɔ s t
непривлечност	n ɛ p r i v l ɛ t͡ʃ n ɔ s t
непрекинатост	n ɛ p r ɛ k i n a t ɔ s t
непрозрачност	n ɛ p r ɔ z r a t͡ʃ n ɔ s t
непостојаност	n ɛ p ɔ s t ɔ j a n ɔ s t
нормализација	n ɔ r m a l i z a t͡s i j a
нескротливост	n ɛ s k r ɔ t l i v ɔ s t
неснаодливост	n ɛ s n a ɔ d l i v ɔ s t
несразмерност	n ɛ s r a z m ɛ r n ɔ s t
носталгичност	n ɔ s t a ɫ ɡ i t͡ʃ n ɔ s t
несодржајност	n ɛ s ɔ d r̩ ʒ a j n ɔ s t
несоодветност	n ɛ s ɔ ɔ d v ɛ t n ɔ s t
нетолеранција	n ɛ t ɔ l ɛ r a n t͡s i j a
неуништливост	n ɛ u n i ʃ t l i v ɔ s t
неуслужливост	n ɛ u s ɫ u ʒ l i v ɔ s t
невистинитост	n ɛ v i s t i n i t ɔ s t
неверојатност	n ɛ v ɛ r ɔ j a t n ɔ s t
невоспитаност	n ɛ v ɔ s p i t a n ɔ s t
незамисливост	n ɛ z a m i s l i v ɔ s t
незаменливост	n ɛ z a m ɛ n l i v ɔ s t
незапирливост	n ɛ z a p i r l i v ɔ s t
незаштитеност	n ɛ z a ʃ t i t ɛ n ɔ s t
необјаснивост	n ɛ ɔ b j a s n i v ɔ s t
необновливост	n ɛ ɔ b n ɔ v l i v ɔ s t
неодговорност	n ɛ ɔ d ɡ ɔ v ɔ r n ɔ s t
нерешителност	n ɛ ɾ ɛ ʃ i t ɛ ɫ n ɔ s t
пастеризација	p a s t ɛ ɾ i z a t͡s i j a
празноглавост	p r a z n ɔ ɡ ɫ a v ɔ s t
притвореничка	p r i t v ɔ r ɛ n i t͡ʃ k a
приватизација	p r i v a t i z a t͡s i j a
предучилиштен	p r ɛ d u t͡ʃ i l i ʃ t ɛ n
прекубројност	p r ɛ k u b r ɔ j n ɔ s t
препараторски	p r ɛ p a r a t ɔ r s k i
пропустливост	p r ɔ p u s t l i v ɔ s t
преполовеност	p r ɛ p ɔ ɫ ɔ v ɛ n ɔ s t
пресретливост	p r ɛ s r ɛ t l i v ɔ s t
престапништво	p r ɛ s t a p n i ʃ t v ɔ
простодушност	p r ɔ s t ɔ d u ʃ n ɔ s t
просветленост	p r ɔ s v ɛ t l ɛ n ɔ s t
претпразничен	p r ɛ t p r a z n i t͡ʃ ɛ n
претплатничка	p r ɛ t p ɫ a t n i t͡ʃ k a
провокаторски	p r ɔ v ɔ k a t ɔ r s k i
презаситеност	p r ɛ z a s i t ɛ n ɔ s t
прераспредели	p r ɛ ɾ a s p r ɛ d ɛ l i
преосетливост	p r ɛ ɔ s ɛ t l i v ɔ s t
плагијаторски	p ɫ a ɡ i j a t ɔ r s k i
потпросечност	p ɔ t p r ɔ s ɛ t͡ʃ n ɔ s t
поларизациски	p ɔ ɫ a ɾ i z a t͡s i s k i
раководителка	r a k ɔ v ɔ d i t ɛ ɫ k a
раскрвавеност	r a s k r̩ v a v ɛ n ɔ s t
разбушавеност	r a z b u ʃ a v ɛ n ɔ s t
разностраност	r a z n ɔ s t r a n ɔ s t
разлабавеност	r a z ɫ a b a v ɛ n ɔ s t
разочарувачки	r a z ɔ t͡ʃ a r u v a t͡ʃ k i
реалистичност	r ɛ a l i s t i t͡ʃ n ɔ s t
редупликација	r ɛ d u p l i k a t͡s i j a
реинкарнација	r ɛ i ŋ k a r n a t͡s i j a
репродукциски	r ɛ p r ɔ d u k t͡s i s k i
регистрациски	r ɛ ɡ i s t r a t͡s i s k i
симболизација	s i m b ɔ l i z a t͡s i j a
снисходливост	s n i s x ɔ d l i v ɔ s t
стабилизација	s t a b i l i z a t͡s i j a
стреличарство	s t r ɛ l i t͡ʃ a r s t v ɔ
стоматологија	s t ɔ m a t ɔ ɫ ɔ ɡ i j a
стерилизација	s t ɛ ɾ i l i z a t͡s i j a
суштественост	s u ʃ t ɛ s t v ɛ n ɔ s t
славољубивост	s ɫ a v ɔ l u b i v ɔ s t
секојдневност	s ɛ k ɔ j d n ɛ v n ɔ s t
сопствеништво	s ɔ p s t v ɛ n i ʃ t v ɔ
трансформатор	t r a n s f ɔ r m a t ɔ r
транспозиција	t r a n s p ɔ z i t͡s i j a
трауматичност	t r a u m a t i t͡ʃ n ɔ s t
трагикомедија	t r a ɡ i k ɔ m ɛ d i j a
термодинамика	t ɛ r m ɔ d i n a m i k a
часовничарски	t͡ʃ a s ɔ v n i t͡ʃ a r s k i
честољубивост	t͡ʃ ɛ s t ɔ l u b i v ɔ s t
човекоубиство	t͡ʃ ɔ v ɛ k ɔ u b i s t v ɔ
упропастеност	u p r ɔ p a s t ɛ n ɔ s t
угостителство	u ɡ ɔ s t i t ɛ ɫ s t v ɔ
вулгаризација	v u ɫ ɡ a ɾ i z a t͡s i j a
водоотпорност	v ɔ d ɔ ɔ t p ɔ r n ɔ s t
воодушевеност	v ɔ ɔ d u ʃ ɛ v ɛ n ɔ s t
вероотстапник	v ɛ ɾ ɔ ɔ t s t a p n i k
хармонизација	x a r m ɔ n i z a t͡s i j a
забележливост	z a b ɛ l ɛ ʒ l i v ɔ s t
закржлавеност	z a k r̩ ʒ ɫ a v ɛ n ɔ s t
запоставеност	z a p ɔ s t a v ɛ n ɔ s t
застрашувачки	z a s t r a ʃ u v a t͡ʃ k i
земјопоседник	z ɛ m j ɔ p ɔ s ɛ d n i k
галванизација	ɡ a ɫ v a n i z a t͡s i j a
обесправеност	ɔ b ɛ s p r a v ɛ n ɔ s t
еднојазичност	ɛ d n ɔ j a z i t͡ʃ n ɔ s t
еднонасочност	ɛ d n ɔ n a s ɔ t͡ʃ n ɔ s t
едновременост	ɛ d n ɔ v r ɛ m ɛ n ɔ s t
еднообразност	ɛ d n ɔ ɔ b r a z n ɔ s t
офталмологија	ɔ f t a ɫ m ɔ ɫ ɔ ɡ i j a
организациски	ɔ r ɡ a n i z a t͡s i s k i
громогласност	ɡ r ɔ m ɔ ɡ ɫ a s n ɔ s t
ослободителка	ɔ s ɫ ɔ b ɔ d i t ɛ ɫ k a
генералисимус	ɡ ɛ n ɛ ɾ a l i s i m u s
огноотпорност	ɔ ɡ n ɔ ɔ t p ɔ r n ɔ s t
гостилничарка	ɡ ɔ s t i ɫ n i t͡ʃ a r k a
гостољубивост	ɡ ɔ s t ɔ l u b i v ɔ s t
глобализација	ɡ ɫ ɔ b a l i z a t͡s i j a
автобиографија	a f t ɔ b i j ɔ ɡ r a f i j a
автоматизација	a f t ɔ m a t i z a t͡s i j a
аклиматизација	a k l i m a t i z a t͡s i j a
аргументациски	a r ɡ u m ɛ n t a t͡s i s k i
авиоиндустрија	a v i j ɔ i n d u s t r i j a
благородништво	b ɫ a ɡ ɔ r ɔ d n i ʃ t v ɔ
благовременост	b ɫ a ɡ ɔ v r ɛ m ɛ n ɔ s t
беспристраност	b ɛ s p r i s t r a n ɔ s t
беспредметност	b ɛ s p r ɛ d m ɛ t n ɔ s t
бессодржајност	b ɛ s s ɔ d r̩ ʒ a j n ɔ s t
дискриминација	d i s k r i m i n a t͡s i j a
дигитализација	d i ɡ i t a l i z a t͡s i j a
добрососедство	d ɔ b r ɔ s ɔ s ɛ t s t v ɔ
дејствителност	d ɛ j s t v i t ɛ ɫ n ɔ s t
демонстраторка	d ɛ m ɔ n s t r a t ɔ r k a
дезинформација	d ɛ z i ɱ f ɔ r m a t͡s i j a
идентификација	i d ɛ n t i f i k a t͡s i j a
импровизаторка	i m p r ɔ v i z a t ɔ r k a
интерпункциски	i n t ɛ r p u ŋ k t͡s i s k i
искривоколчува	i s k r i v ɔ k ɔ ɫ t͡ʃ u v a
исклучителност	i s k ɫ u t͡ʃ i t ɛ ɫ n ɔ s t
испреплетеност	i s p r ɛ p l ɛ t ɛ n ɔ s t
исполнителност	i s p ɔ ɫ n i t ɛ ɫ n ɔ s t
категоризација	k a t ɛ ɡ ɔ ɾ i z a t͡s i j a
краткометражен	k r a t k ɔ m ɛ t r a ʒ ɛ n
краткотрајност	k r a t k ɔ t r a j n ɔ s t
кристализација	k r i s t a l i z a t͡s i j a
класификациски	k ɫ a s i f i k a t͡s i s k i
клаустрофобија	k ɫ a u s t r ɔ f ɔ b i j a
комплицираност	k ɔ m p l i t͡s i ɾ a n ɔ s t
конзерваториум	k ɔ n z ɛ r v a t ɔ ɾ i j u m
конфедерациски	k ɔ ɱ f ɛ d ɛ r a t͡s i s k i
координаторски	k ɔ ɔ r d i n a t ɔ r s k i
лексикографија	l ɛ k s i k ɔ ɡ r a f i j a
математичарски	m a t ɛ m a t i t͡ʃ a r s k i
меланхоличност	m ɛ ɫ a n x ɔ l i t͡ʃ n ɔ s t
накострешеност	n a k ɔ s t r ɛ ʃ ɛ n ɔ s t
недоразвиеност	n ɛ d ɔ ɾ a z v i j ɛ n ɔ s t
неистребливост	n ɛ i s t r ɛ b l i v ɔ s t
неприменливост	n ɛ p r i m ɛ n l i v ɔ s t
непрекинливост	n ɛ p r ɛ k i n l i v ɔ s t
непрокопсаност	n ɛ p r ɔ k ɔ p s a n ɔ s t
непроменливост	n ɛ p r ɔ m ɛ n l i v ɔ s t
непреводливост	n ɛ p r ɛ v ɔ d l i v ɔ s t
неподмитливост	n ɛ p ɔ d m i t l i v ɔ s t
неподносливост	n ɛ p ɔ d n ɔ s l i v ɔ s t
неподготвеност	n ɛ p ɔ d ɡ ɔ t v ɛ n ɔ s t
неповторливост	n ɛ p ɔ f t ɔ r l i v ɔ s t
непоткупливост	n ɛ p ɔ t k u p l i v ɔ s t
неповредливост	n ɛ p ɔ v r ɛ d l i v ɔ s t
неполнолетност	n ɛ p ɔ ɫ n ɔ l ɛ t n ɔ s t
непогрешливост	n ɛ p ɔ ɡ r ɛ ʃ l i v ɔ s t
несамостојност	n ɛ s a m ɔ s t ɔ j n ɔ s t
неспоредливост	n ɛ s p ɔ r ɛ d l i v ɔ s t
нострификација	n ɔ s t r i f i k a t͡s i j a
несовпадливост	n ɛ s ɔ f p a d l i v ɔ s t
неусогласеност	n ɛ u s ɔ ɡ ɫ a s ɛ n ɔ s t
неутрализација	n ɛ u t r a l i z a t͡s i j a
незакрепнатост	n ɛ z a k r ɛ p n a t ɔ s t
нераскинливост	n ɛ ɾ a s k i n l i v ɔ s t
неразбирливост	n ɛ ɾ a z b i r l i v ɔ s t
неразјаснетост	n ɛ ɾ a z j a s n ɛ t ɔ s t
необоснованост	n ɛ ɔ b ɔ s n ɔ v a n ɔ s t
неопределеност	n ɛ ɔ p r ɛ d ɛ l ɛ n ɔ s t
неостварливост	n ɛ ɔ s t v a r l i v ɔ s t
палеонтологија	p a l ɛ ɔ n t ɔ ɫ ɔ ɡ i j a
пантомимичарка	p a n t ɔ m i m i t͡ʃ a r k a
палатализација	p a ɫ a t a l i z a t͡s i j a
правдољубивост	p r a v d ɔ l u b i v ɔ s t
предодреденост	p r ɛ d ɔ d r ɛ d ɛ n ɔ s t
пренатрупаност	p r ɛ n a t r u p a n ɔ s t
претставништво	p r ɛ t s t a v n i ʃ t v ɔ
презадолженост	p r ɛ z a d ɔ ɫ ʒ ɛ n ɔ s t
песимистичност	p ɛ s i m i s t i t͡ʃ n ɔ s t
повеќезначност	p ɔ v ɛ c ɛ z n a t͡ʃ n ɔ s t
поларизаторски	p ɔ ɫ a ɾ i z a t ɔ r s k i
полуспроводник	p ɔ ɫ u s p r ɔ v ɔ d n i k
распределеност	r a s p r ɛ d ɛ l ɛ n ɔ s t
расположливост	r a s p ɔ ɫ ɔ ʒ l i v ɔ s t
растрепереност	r a s t r ɛ p ɛ ɾ ɛ n ɔ s t
растревоженост	r a s t r ɛ v ɔ ʒ ɛ n ɔ s t
разговорливост	r a z ɡ ɔ v ɔ r l i v ɔ s t
реконструкција	r ɛ k ɔ n s t r u k t͡s i j a
репрезентација	r ɛ p r ɛ z ɛ n t a t͡s i j a
реставраторски	r ɛ s t a v r a t ɔ r s k i
рехабилитација	r ɛ x a b i l i t a t͡s i j a
регистраторски	r ɛ ɡ i s t r a t ɔ r s k i
самокритичност	s a m ɔ k r i t i t͡ʃ n ɔ s t
синхронизација	s i n x r ɔ n i z a t͡s i j a
стратификација	s t r a t i f i k a t͡s i j a
стерилизациски	s t ɛ ɾ i l i z a t͡s i s k i
слаткоречивост	s ɫ a t k ɔ r ɛ t͡ʃ i v ɔ s t
трансформација	t r a n s f ɔ r m a t͡s i j a
тригонометрија	t r i ɡ ɔ n ɔ m ɛ t r i j a
централизација	t͡s ɛ n t r a l i z a t͡s i j a
чистосрдечност	t͡ʃ i s t ɔ s r̩ d ɛ t͡ʃ n ɔ s t
човекољубивост	t͡ʃ ɔ v ɛ k ɔ l u b i v ɔ s t
властољубивост	v ɫ a s t ɔ l u b i v ɔ s t
велепредавство	v ɛ l ɛ p r ɛ d a f s t v ɔ
восприемливост	v ɔ s p r i j ɛ m l i v ɔ s t
восприемчивост	v ɔ s p r i j ɛ m t͡ʃ i v ɔ s t
вознемирувачки	v ɔ z n ɛ m i r u v a t͡ʃ k i
харизматичност	x a ɾ i z m a t i t͡ʃ n ɔ s t
задолжителност	z a d ɔ ɫ ʒ i t ɛ ɫ n ɔ s t
запрепастеност	z a p r ɛ p a s t ɛ n ɔ s t
злоупотребувач	z ɫ ɔ u p ɔ t r ɛ b u v a t͡ʃ
обесхрабреност	ɔ b ɛ s x r a b r ɛ n ɔ s t
жизнерадосност	ʒ i z n ɛ r a d ɔ s n ɔ s t
екстраполација	ɛ k s t r a p ɔ ɫ a t͡s i j a
ексцентричност	ɛ k s t͡s ɛ n t r i t͡ʃ n ɔ s t
онеспособеност	ɔ n ɛ s p ɔ s ɔ b ɛ n ɔ s t
епистемологија	ɛ p i s t ɛ m ɔ ɫ ɔ ɡ i j a
оптимистичност	ɔ p t i m i s t i t͡ʃ n ɔ s t
опортунистички	ɔ p ɔ r t u n i s t i t͡ʃ k i
ополномоштеник	ɔ p ɔ ɫ n ɔ m ɔ ʃ t ɛ n i k
организаторски	ɔ r ɡ a n i z a t ɔ r s k i
егоцентричност	ɛ ɡ ɔ t͡s ɛ n t r i t͡ʃ n ɔ s t
администраторка	a d m i n i s t r a t ɔ r k a
бирократизација	b i ɾ ɔ k r a t i z a t͡s i j a
бескарактерност	b ɛ s k a r a k t ɛ r n ɔ s t
беспристрасност	b ɛ s p r i s t r a s n ɔ s t
богобојазливост	b ɔ ɡ ɔ b ɔ j a z l i v ɔ s t
достоинственост	d ɔ s t ɔ i n s t v ɛ n ɔ s t
фалсификаторски	f a ɫ s i f i k a t ɔ r s k i
идолопоклонство	i d ɔ ɫ ɔ p ɔ k ɫ ɔ n s t v ɔ
интерпретациски	i n t ɛ r p r ɛ t a t͡s i s k i
информатичарски	i ɱ f ɔ r m a t i t͡ʃ a r s k i
карактеризација	k a ɾ a k t ɛ ɾ i z a t͡s i j a
кинематографија	k i n ɛ m a t ɔ ɡ r a f i j a
користољубивост	k ɔ ɾ i s t ɔ l u b i v ɔ s t
морфофонологија	m ɔ r f ɔ f ɔ n ɔ ɫ ɔ ɡ i j a
национализација	n a t͡s i j ɔ n a l i z a t͡s i j a
неидентификуван	n ɛ i d ɛ n t i f i k u v a n
неискоренливост	n ɛ i s k ɔ r ɛ n l i v ɔ s t
непропустливост	n ɛ p r ɔ p u s t l i v ɔ s t
непретпазливост	n ɛ p r ɛ t p a z l i v ɔ s t
несправедливост	n ɛ s p r a v ɛ d l i v ɔ s t
незабележливост	n ɛ z a b ɛ l ɛ ʒ l i v ɔ s t
нерасположеност	n ɛ ɾ a s p ɔ ɫ ɔ ʒ ɛ n ɔ s t
нерастворливост	n ɛ ɾ a s t v ɔ r l i v ɔ s t
необработливост	n ɛ ɔ b r a b ɔ t l i v ɔ s t
неотстранливост	n ɛ ɔ t s t r a n l i v ɔ s t
негостољубивост	n ɛ ɡ ɔ s t ɔ l u b i v ɔ s t
приспособливост	p r i s p ɔ s ɔ b l i v ɔ s t
проблематичност	p r ɔ b l ɛ m a t i t͡ʃ n ɔ s t
пренапрегнатост	p r ɛ n a p r ɛ ɡ n a t ɔ s t
препознатливост	p r ɛ p ɔ z n a t l i v ɔ s t
претприемништво	p r ɛ t p r i j ɛ m n i ʃ t v ɔ
претприемчивост	p r ɛ t p r i j ɛ m t͡ʃ i v ɔ s t
претседателство	p r ɛ t s ɛ d a t ɛ ɫ s t v ɔ
преоптеретеност	p r ɛ ɔ p t ɛ r ɛ t ɛ n ɔ s t
преоптовареност	p r ɛ ɔ p t ɔ v a ɾ ɛ n ɔ s t
персонификација	p ɛ r s ɔ n i f i k a t͡s i j a
повеќејазичност	p ɔ v ɛ c ɛ j a z i t͡ʃ n ɔ s t
рационализација	r a t͡s i j ɔ n a l i z a t͡s i j a
реконструкциски	r ɛ k ɔ n s t r u k t͡s i s k i
репрезентациски	r ɛ p r ɛ z ɛ n t a t͡s i s k i
систематизација	s i s t ɛ m a t i z a t͡s i j a
сметководителка	s m ɛ t k ɔ v ɔ d i t ɛ ɫ k a
специјализација	s p ɛ t͡s i j a l i z a t͡s i j a
стандардизација	s t a n d a r d i z a t͡s i j a
слободољубивост	s ɫ ɔ b ɔ d ɔ l u b i v ɔ s t
вистинољубивост	v i s t i n ɔ l u b i v ɔ s t
високообразовен	v i s ɔ k ɔ ɔ b r a z ɔ v ɛ n
забележителност	z a b ɛ l ɛ ʒ i t ɛ ɫ n ɔ s t
задоволителност	z a d ɔ v ɔ l i t ɛ ɫ n ɔ s t
зборообразување	z b ɔ ɾ ɔ ɔ b r a z u v a ɲ ɛ
одмаздољубивост	ɔ d m a z d ɔ l u b i v ɔ s t
гостопримливост	ɡ ɔ s t ɔ p r i m l i v ɔ s t
благонаклонетост	b ɫ a ɡ ɔ n a k ɫ ɔ n ɛ t ɔ s t
благоглаголивост	b ɫ a ɡ ɔ ɡ ɫ a ɡ ɔ l i v ɔ s t
дисквалификација	d i s k v a l i f i k a t͡s i j a
