ababa	aβaβa
teatralizado	t̪eat̪ɾalisaðo
teatralizados	t̪eat̪ɾaliθaðos
teatralizados	t̪eat̪ɾalisaðos
teatralizar	t̪eat̪ɾaliθaɾ
teatralizar	t̪eat̪ɾalisaɾ
teatro	t̪eat̪ɾo
tebeo	t̪eβeo
teca	t̪eka
techada	t̪et͡ʃaða
techadas	t̪et͡ʃaðas
techado	t̪et͡ʃaðo
techados	t̪et͡ʃaðos
techar	t̪et͡ʃaɾ
tecito	t̪eθit̪o
tecito	t̪esit̪o
tecla	t̪ekla
teclado	t̪eklaðo
teclados	t̪eklaðos
teclas	t̪eklas
tecleada	t̪ekleaða
tecleadas	t̪ekleaðas
tecleado	t̪ekleaðo
tecleados	t̪ekleaðos
teclear	t̪ekleaɾ
técnica	t̪eɣnika
técnicas	t̪eɣnikas
técnicos	t̪eɣnikos
tecnificada	t̪eɣnifikaða
tecnificadas	t̪eɣnifikaðas
tecnificado	t̪eɣnifikaðo
tecnificados	t̪eɣnifikaðos
tecnocumbia	t̪eɣnokũmbja
tecnológica	t̪eɣnoloxika
tecnológicas	t̪eɣnoloxikas
tecnológico	t̪eɣnoloxiko
tecnológicos	t̪eɣnoloxikos
tecolote	t̪ekolot̪e
tecomate	tekomate
tectósage	t̪eɣt̪osaxe
teda	t̪eða
tedas	t̪eðas
tegilla	t̪exiʎa
tegilla	t̪exiʝa
tegucigalpa	t̪eɣuθiɣalpa
tegucigalpa	t̪eɣusiɣalpa
teguz	t̪eɣuθ
teguz	t̪eɣus
teísmo	t̪eizmo
teísta	t̪eist̪a
teito	t̪ei̯t̪o
teja	texa
tejada	t̪exaða
tejadas	t̪exaðas
tejado	t̪exaðo
tejados	t̪exaðos
tejas	t̪exas
tejemaneje	t̪exemanexe
tejemanejes	t̪exemanexes
tejida	t̪exiða
tejidas	t̪exiðas
tejido	t̪exiðo
tejidos	t̪exiðos
tejo	texo
tejocote	t̪exokot̪e
tejolote	t̪exolot̪e
tejón	t̪exõn
tela	t̪ela
telaraña	te̞la̠ɾa̠ɲa̠
telas	t̪elas
telecadena	t̪elekaðena
telecomunicación	t̪elekomunikaθjõn
telecomunicación	t̪elekomunikasjõn
telefoneada	t̪elefoneaða
telefoneadas	t̪elefoneaðas
telefoneado	t̪elefoneaðo
telefoneados	t̪elefoneaðos
telefonía	t̪elefonia
telefonista	t̪elefonist̪a
teléfono	t̪elefono
telegrafiada	t̪eleɣɾafjaða
telegrafiadas	t̪eleɣɾafjaðas
telegrafiado	t̪eleɣɾafjaðo
telegrafiados	t̪eleɣɾafjaðos
telegrafiar	t̪eleɣɾafjaɾ
telegráfico	t̪eleɣɾafiko
telégrama	t̪eleɣɾama
teleósteo	t̪eleost̪eo
telepatía	telepatia
teleportada	t̪eleport̪aða
teleportadas	t̪eleport̪aðas
teleportado	t̪eleport̪aðo
teleportados	t̪eleport̪aðos
teleportar	t̪eleport̪aɾ
telesquí	t̪eleski
teletexto	t̪elet̪ekst̪o
teletransportada	t̪elet̪ɾãnsport̪aða
teletransportadas	t̪elet̪ɾãnsport̪aðas
teletransportado	t̪elet̪ɾãnsport̪aðo
teletransportados	t̪elet̪ɾãnsport̪aðos
televisada	t̪eleβisaða
televisadas	t̪eleβisaðas
televisado	t̪eleβisaðo
televisados	t̪eleβisaðos
televoto	t̪eleβot̪o
telgopor	t̪elɣopoɾ
telita	t̪elit̪a
telón	t̪elõn
teloneada	t̪eloneaða
teloneadas	t̪eloneaðas
teloneado	t̪eloneaðo
teloneados	t̪eloneaðos
telugu	t̪eluɣu
telúricamente	t̪eluɾikamẽn̪t̪e
teluro	t̪eluɾo
tema	t̪ema
teman	t̪emãn
temazcal	t̪emaθkal
temazcal	t̪emaskal
temazo	t̪emaθo
temazo	t̪emaso
temblada	t̪ẽmblaða
tembladas	t̪ẽmblaðas
temblado	t̪ẽmblaðo
temblados	t̪ẽmblaðos
temblar	t̪ẽmblaɾ
tembleque	t̪ẽmbleke
tembleques	t̪ẽmblekes
temblón	t̪ẽmblõn
temblona	t̪ẽmblona
temblonas	t̪ẽmblonas
temblones	t̪ẽmblones
temblor	t̪ẽmbloɾ
temblores	t̪ẽmbloɾes
temblorina	t̪ẽmbloɾina
temblorosa	t̪ẽmbloɾosa
temblorosas	t̪ẽmbloɾosas
tembloroso	t̪ẽmbloɾoso
temblorosos	t̪ẽmbloɾosos
temida	t̪emiða
temidas	t̪emiðas
temido	t̪emiðo
temidos	t̪emiðos
temor	t̪emoɾ
temperada	t̪ẽmpeɾaða
temperadas	t̪ẽmpeɾaðas
temperado	t̪ẽmpeɾaðo
temperados	t̪ẽmpeɾaðos
temperar	t̪ẽmpeɾaɾ
temperatura	t̪ẽmpeɾat̪uɾa
templada	t̪ẽmplaða
templadas	t̪ẽmplaðas
templado	t̪ẽmplaðo
templados	t̪ẽmplaðos
templar	t̪ẽmplaɾ
templo	t̪ẽmplo
templón	t̪ẽmplõn
temporada	t̪ẽmpoɾaða
temporal	t̪ẽmpoɾal
temporales	t̪ẽmpoɾales
temprana	t̪ẽmpɾana
tempranas	t̪ẽmpɾanas
tempranísimo	te̞mpɾanisimo̞
temprano	t̪ẽmpɾano
tempranos	t̪ẽmpɾanos
tempura	t̪ẽmpuɾa
ten	t̪ẽn
tenaces	t̪enaθes
tenaces	t̪enases
tenacidad	t̪enaθiðað
tenacidad	t̪enasiðað
tenamaste	t̪enamast̪e
tenamaztle	t̪enamaθt̪le
tenamaztle	t̪enamast̪le
tenar	t̪enaɾ
tenaz	t̪enaθ
tenaz	t̪enas
tenca	t̪ẽŋka
tendencia	t̪ẽn̪d̪ẽn̟θja
tendencia	t̪ẽn̪d̪ẽnsja
tendenciosa	t̪ẽn̪d̪ẽn̟θjosa
tendenciosa	t̪ẽn̪d̪ẽnsjosa
tendenciosos	t̪ẽn̪d̪ẽn̟θjosos
tendenciosos	t̪ẽn̪d̪ẽnsjosos
tendente	t̪ẽn̪d̪ẽn̪t̪e
tender	t̪ẽn̪d̪eɾ
tendida	t̪ẽn̪d̪iða
tendidas	t̪ẽn̪d̪iðas
tendido	t̪ẽn̪d̪iðo
tendidos	t̪ẽn̪d̪iðos
tendinoso	t̪ẽn̪d̪inoso
tenemos	t̪enemos
tenente	t̪enẽn̪t̪e
tenerife	t̪eneɾife
teneso	te̞ne̞so̞
tengo	t̪ẽŋɡo
tenía	t̪enia
tenida	t̪eniða
teñida	t̪eɲiða
tenidas	t̪eniðas
teñidas	t̪eɲiðas
tenido	t̪eniðo
teñido	t̪eɲiðo
tenidos	t̪eniðos
teñidos	t̪eɲiðos
teniente	t̪enjẽn̪t̪e
teñir	t̪eɲiɾ
tenista	t̪enist̪a
tenístico	t̪enist̪iko
teno	t̪eno
tenorino	t̪enoɾino
tensada	t̪ẽnsaða
tensadas	t̪ẽnsaðas
tensado	t̪ẽnsaðo
tensados	t̪ẽnsaðos
tensión	t̪ẽnsjõn
tensionada	t̪ẽnsjonaða
tensionadas	t̪ẽnsjonaðas
tensionado	t̪ẽnsjonaðo
tensionados	t̪ẽnsjonaðos
tentación	t̪ẽn̪t̪aθjõn
tentación	t̪ẽn̪t̪asjõn
tentada	t̪ẽn̪t̪aða
tentadas	t̪ẽn̪t̪aðas
tentado	t̪ẽn̪t̪aðo
tentador	t̪ẽn̪t̪aðoɾ
tentados	t̪ẽn̪t̪aðos
tentempié	t̪ẽn̪t̪ẽmpje
tenue	t̪enwe
tenues	t̪enwes
teobroma	t̪eoβɾoma
teocinte	t̪eoθĩn̪t̪e
teocinte	t̪eosĩn̪t̪e
teocracia	te̞o̞kra̠θja̠
teocracia	te̞o̞kra̠sja̠
teodora	t̪eoðoɾa
teofanía	t̪eofania
teófilo	t̪eofilo
teóforo	t̪eofoɾo
teogonía	t̪eoɣonia
teologado	t̪eoloɣaðo
teología	t̪eoloxia
teólogo	t̪eoloɣo
teoría	t̪eoɾia
teórico	t̪eoɾiko
teorizada	t̪eoɾiθaða
teorizada	t̪eoɾisaða
teorizadas	t̪eoɾiθaðas
teorizadas	t̪eoɾisaðas
teorizado	t̪eoɾiθaðo
teorizado	t̪eoɾisaðo
teorizador	t̪eoɾiθaðoɾ
teorizador	t̪eoɾisaðoɾ
teorizados	t̪eoɾiθaðos
teorizados	t̪eoɾisaðos
teosófico	t̪eosofiko
tepache	t̪epat͡ʃe
tepalcate	t̪epalkat̪e
tepaneca	t̪epaneka
tepeaguacate	t̪epeaɣwakat̪e
tepeamate	t̪epeamat̪e
tepecamote	t̪epekamot̪e
tepezcuintle	t̪epeθkwĩn̪t̪le
tepezcuintle	t̪epeskwĩn̪t̪le
tepiche	t̪epit͡ʃe
tepocate	t̪epokat̪e
teporingo	t̪epoɾĩŋɡo
tequereque	t̪ekeɾeke
tequila	t̪ekila
tequilazo	t̪ekilaθo
tequilazo	t̪ekilaso
tequio	t̪ekjo
terahercio	t̪eɾaeɾθjo
terahercio	t̪eɾaersjo
terapéutico	t̪eɾapeu̯t̪iko
terapia	t̪eɾapja
teratogénico	t̪eɾat̪oxeniko
tercer	t̪eɾθeɾ
tercer	t̪erseɾ
tercero	t̪eɾθeɾo
tercero	t̪erseɾo
terciada	t̪eɾθjaða
terciada	t̪ersjaða
terciadas	t̪eɾθjaðas
terciadas	t̪ersjaðas
terciado	t̪eɾθjaðo
terciado	t̪ersjaðo
terciados	t̪eɾθjaðos
terciados	t̪ersjaðos
terciar	t̪eɾθjaɾ
terciar	t̪ersjaɾ
terciarizar	t̪eɾθjaɾiθaɾ
terciarizar	t̪ersjaɾisaɾ
tercio	t̪eɾθjo
tercio	t̪ersjo
terciopelo	t̪eɾθjopelo
terciopelo	t̪ersjopelo
terco	t̪erko
tereré	t̪eɾeɾe
teresa	t̪eɾesa
terete	t̪eɾet̪e
tergiversada	t̪erxiβersaða
tergiversadas	t̪erxiβersaðas
tergiversado	t̪erxiβersaðo
tergiversados	t̪erxiβersaðos
teriyaki	t̪eɾiʝaki
térmico	t̪ermiko
termina	t̪ermina
terminación	t̪erminaθjõn
terminación	t̪erminasjõn
terminada	t̪erminaða
terminadas	t̪erminaðas
terminado	t̪erminaðo
terminados	t̪erminaðos
terminal	t̪erminal
terminamos	t̪erminamos
terminando	t̪erminãn̪d̪o
terminantes	t̪erminãn̪t̪es
terminar	t̪erminaɾ
terminara	t̪erminaɾa
terminará	t̪erminaɾa
termináramos	t̪erminaɾamos
terminaras	t̪erminaɾas
terminarás	t̪erminaɾas
terminareis	t̪erminaɾei̯s
terminaremos	t̪erminaɾemos
terminares	t̪erminaɾes
terminaríamos	t̪erminaɾiamos
terminas	t̪erminas
terminaste	t̪erminast̪e
termine	t̪ermine
terminé	t̪ermine
terminemos	t̪erminemos
termines	t̪ermines
termino	t̪ermino
término	t̪ermino
termo	t̪ermo
termosifón	t̪ermosifõn
ternar	t̪ernaɾ
ternera	t̪erneɾa
ternero	t̪erneɾo
terno	t̪erno
tero	t̪eɾo
teros	t̪eɾos
terpeno	t̪erpeno
terracota	t̪erakot̪a
terraformada	t̪eraformaða
terraformadas	t̪eraformaðas
terraformado	t̪eraformaðo
terraformados	t̪eraformaðos
terraplenada	t̪eraplenaða
terraplenadas	t̪eraplenaðas
terraplenado	t̪eraplenaðo
terraplenados	t̪eraplenaðos
terrasado	t̪erasaðo
terrateniente	t̪erat̪enjẽn̪t̪e
terremoto	t̪eremot̪o
terremotos	t̪eremot̪os
terreno	t̪ereno
terrible	t̪eriβle
territorial	t̪erit̪oɾjal
territorializada	t̪erit̪oɾjaliθaða
territorializada	t̪erit̪oɾjalisaða
territorializadas	t̪erit̪oɾjaliθaðas
territorializadas	t̪erit̪oɾjalisaðas
territorializado	t̪erit̪oɾjaliθaðo
territorializado	t̪erit̪oɾjalisaðo
territorializados	t̪erit̪oɾjaliθaðos
territorializados	t̪erit̪oɾjalisaðos
territorio	t̪erit̪oɾjo
terror	t̪eroɾ
terrorismo	t̪eroɾizmo
terrorista	t̪eroɾist̪a
terroristas	t̪eroɾist̪as
tertulia	t̪ert̪ulja
teruel	t̪eɾwel
tes	t̪es
tés	t̪es
tesada	t̪esaða
tesadas	t̪esaðas
tesado	t̪esaðo
tesados	t̪esaðos
tesar	t̪esaɾ
tesauro	t̪esau̯ɾo
tesorera	t̪esoɾeɾa
tesorero	t̪esoɾeɾo
tesoro	t̪esoɾo
test	t̪est̪
testa	t̪est̪a
testada	t̪est̪aða
testadas	t̪est̪aðas
testado	t̪est̪aðo
testados	t̪est̪aðos
testar	t̪est̪aɾ
testarudo	t̪est̪aɾuðo
testeada	t̪est̪eaða
testeadas	t̪est̪eaðas
testeado	t̪est̪eaðo
testeados	t̪est̪eaðos
testen	t̪est̪ẽn
testicular	t̪est̪ikulaɾ
testificada	t̪est̪ifikaða
testificadas	t̪est̪ifikaðas
testificado	t̪est̪ifikaðo
testificados	t̪est̪ifikaðos
testificar	t̪est̪ifikaɾ
testigo	t̪est̪iɣo
testiguada	t̪est̪iɣwaða
testiguadas	t̪est̪iɣwaðas
testiguado	t̪est̪iɣwaðo
testiguados	t̪est̪iɣwaðos
testiguar	t̪est̪iɣwaɾ
testimoniada	t̪est̪imonjaða
testimoniadas	t̪est̪imonjaðas
testimoniado	t̪est̪imonjaðo
testimoniados	t̪est̪imonjaðos
testimonial	t̪est̪imonjal
testimonialmente	t̪est̪imonjalmẽn̪t̪e
testosterona	t̪est̪ost̪eɾona
tests	t̪est̪s
tesura	t̪esuɾa
teta	t̪et̪a
tetánico	t̪et̪aniko
tétanos	te̞ta̠no̞s
tética	t̪et̪ika
téticas	t̪et̪ikas
tético	t̪et̪iko
téticos	t̪et̪ikos
tetilla	t̪et̪iʎa
tetilla	t̪et̪iʝa
tetracampeonato	t̪et̪ɾakãmpeonat̪o
tetracíclico	t̪et̪ɾaθikliko
tetracíclico	t̪et̪ɾasikliko
tetraciclina	t̪et̪ɾaθiklina
tetraciclina	t̪et̪ɾasiklina
tetracordo	t̪et̪ɾakorðo
tétrada	t̪et̪ɾaða
tetragonal	t̪et̪ɾaɣonal
tetrágono	t̪et̪ɾaɣono
tetrahidrofolato	t̪et̪ɾaiðɾofolat̪o
tetrámero	t̪et̪ɾameɾo
tetraplejia	t̪et̪ɾaplexja
tetraplejía	t̪et̪ɾaplexia
tetrapléjico	t̪et̪ɾaplexiko
tétricamente	t̪et̪ɾikamẽn̪t̪e
tetrodo	t̪et̪ɾoðo
tetrominó	t̪et̪ɾomino
tetrosa	t̪et̪ɾosa
tetuda	t̪et̪uða
teutón	t̪eu̯t̪õn
texas	t̪exas
texas	t̪eɣsas
textil	t̪ekst̪il
texto	t̪ekst̪o
textual	t̪ekst̪wal
textuales	t̪ekst̪wales
textural	t̪ekst̪uɾal
texturizar	t̪ekst̪uɾiθaɾ
texturizar	t̪ekst̪uɾisaɾ
tez	t̪eθ
tez	t̪es
thatcherismo	t̪aðt͡ʃeɾizmo
theta	t̪et̪a
tianguero	t̪jãŋɡeɾo
tianguis	tjãŋɡis
tianguista	t̪jãŋɡist̪a
tiara	t̪jaɾa
tiazida	t̪jaθiða
tiazida	t̪jasiða
tiberio	t̪iβeɾjo
tiberios	t̪iβeɾjos
tibial	t̪iβjal
tiburcio	t̪iβuɾθjo
tiburcio	t̪iβursjo
tiburón	tibuɾo̞n
ticket	t̪iket̪
ticuna	t̪ikuna
tiempo	t̪jẽmpo
tienda	t̪jẽn̪d̪a
tierno	t̪jerno
tierra	tje̞ra̠
tieso	t̪jeso
tifo	t̪ifo
tifoideo	t̪ifoi̯ðeo
tifón	t̪ifõn
tifones	t̪ifones
tifus	t̪ifus
tigre	t̪iɣɾe
tigresa	t̪iɣɾesa
tigrillo	t̪iɣɾiʎo
tigrillo	t̪iɣɾiʝo
tijera	t̪ixeɾa
tijuana	t̪ixwana
tijuanense	t̪ixwanẽnse
tilcoate	t̪ilkoat̪e
tilcuate	t̪ilkwat̪e
tildada	t̪il̪d̪aða
tildadas	t̪il̪d̪aðas
tildado	t̪il̪d̪aðo
tildados	t̪il̪d̪aðos
tiliche	t̪ilit͡ʃe
tilma	t̪ilma
tilopo	t̪ilopo
timada	t̪imaða
timadas	t̪imaðas
timado	t̪imaðo
timados	t̪imaðos
timar	tima̠ɾ
timbalista	t̪ĩmbalist̪a
timbear	t̪ĩmbeaɾ
timbrada	t̪ĩmbɾaða
timbradas	t̪ĩmbɾaðas
timbrado	t̪ĩmbɾaðo
timbrados	t̪ĩmbɾaðos
timo	t̪imo
timó	t̪imo
timón	timo̞n
timonazo	t̪imonaθo
timonazo	t̪imonaso
timonera	t̪imoneɾa
tímpano	t̪ĩmpano
tiña	t̪iɲa
tincada	t̪ĩŋkaða
tincadas	t̪ĩŋkaðas
tincado	t̪ĩŋkaðo
tincados	t̪ĩŋkaðos
tincar	t̪ĩŋkaɾ
tinguiririca	t̪ĩŋɡiɾiɾika
tiniebla	t̪injeβla
tinieblas	tinjeβlas
tinta	tinta̠
tintada	t̪ĩn̪t̪aða
tintadas	t̪ĩn̪t̪aðas
tintado	t̪ĩn̪t̪aðo
tintados	t̪ĩn̪t̪aðos
tinte	t̪ĩn̪t̪e
tintineada	t̪ĩn̪t̪ineaða
tintineadas	t̪ĩn̪t̪ineaðas
tintineado	t̪ĩn̪t̪ineaðo
tintineados	t̪ĩn̪t̪ineaðos
tío	t̪io
tionilo	t̪jonilo
tiorba	t̪jorβa
tipa	t̪ipa
tipada	t̪ipaða
tipadas	t̪ipaðas
tipado	t̪ipaðo
tipados	t̪ipaðos
tipar	t̪ipaɾ
tipe	t̪ipe
típico	t̪ipiko
tipificada	t̪ipifikaða
tipificadas	t̪ipifikaðas
tipificado	t̪ipifikaðo
tipificados	t̪ipifikaðos
tipo	t̪ipo
tiquet	t̪iket̪
tíquet	t̪iket̪
tíquets	t̪iket̪s
tira	t̪iɾa
tirada	t̪iɾaða
tiradas	t̪iɾaðas
tirado	t̪iɾaðo
tirados	t̪iɾaðos
tirala	t̪iɾala
tiramisú	t̪iɾamisu
tirana	t̪iɾana
tiranas	t̪iɾanas
tiranía	t̪iɾania
tiranizada	t̪iɾaniθaða
tiranizada	t̪iɾanisaða
tiranizadas	t̪iɾaniθaðas
tiranizadas	t̪iɾanisaðas
tiranizado	t̪iɾaniθaðo
tiranizado	t̪iɾanisaðo
tiranizados	t̪iɾaniθaðos
tiranizados	t̪iɾanisaðos
tiranizar	t̪iɾaniθaɾ
tiranizar	t̪iɾanisaɾ
tirano	t̪iɾano
tiranos	t̪iɾanos
tiranosaurio	t̪iɾanosau̯ɾjo
tirante	t̪iɾãn̪t̪e
tirantes	t̪iɾãn̪t̪es
tirar	t̪iɾaɾ
tirazo	t̪iɾaθo
tirazo	t̪iɾaso
tire	t̪iɾe
tiricia	t̪iɾiθja
tiricia	t̪iɾisja
tiritada	t̪iɾit̪aða
tiritadas	t̪iɾit̪aðas
tiritado	t̪iɾit̪aðo
tiritados	t̪iɾit̪aðos
tiro	tiɾo̞
tironeada	t̪iɾoneaða
tironeadas	t̪iɾoneaðas
tironeado	t̪iɾoneaðo
tironeados	t̪iɾoneaðos
tiroteada	t̪iɾot̪eaða
tiroteadas	t̪iɾot̪eaðas
tiroteado	t̪iɾot̪eaðo
tiroteados	t̪iɾot̪eaðos
tisana	t̪isana
tísica	t̪isika
tísico	t̪isiko
tisú	t̪isu
tita	t̪it̪a
titánide	t̪it̪aniðe
titanio	t̪it̪anjo
titilada	t̪it̪ilaða
titiladas	t̪it̪ilaðas
titilado	t̪it̪ilaðo
titilados	t̪it̪ilaðos
titrada	t̪it̪ɾaða
titradas	t̪it̪ɾaðas
titrado	t̪it̪ɾaðo
titrados	t̪it̪ɾaðos
titubear	t̪it̪uβeaɾ
titulada	t̪it̪ulaða
tituladas	t̪it̪ulaðas
titulado	t̪it̪ulaðo
titulados	t̪it̪ulaðos
titularato	t̪it̪ulaɾat̪o
titulitis	t̪it̪ulit̪is
tizana	t̪iθana
tizana	t̪isana
tiznada	t̪iθ̬naða
tiznada	t̪iznaða
tiznadas	t̪iθ̬naðas
tiznadas	t̪iznaðas
tiznado	t̪iθ̬naðo
tiznado	t̪iznaðo
tiznados	t̪iθ̬naðos
tiznados	t̪iznaðos
tiznar	t̪iθ̬naɾ
tiznar	t̪iznaɾ
tizón	tiθo̞n
tizón	tiso̞n
tlaco	t̪lako
tlacos	t̪lakos
tlacoyo	t̪lakoʝo
tlalcoyote	tɬalkoʝote
tláloc	tɬalok
tlatelolca	t̪lat̪elolka
tlaxcala	t̪lakskala
tlcan	t̪eel̟θeaẽn
tlcan	t̪eelseaẽn
tlecuil	t̪lekwil
tlemole	t̪lemole
toalla	t̪oaʎa
toalla	t̪oaʝa
toallas	t̪oaʎas
toallas	t̪oaʝas
tobillo	toβ̞iʎo
tobillo	toβ̞iʝo
tobogán	t̪oβoɣãn
toca	t̪oka
tocada	t̪okaða
tocadas	t̪okaðas
tocado	t̪okaðo
tocados	t̪okaðos
tocamos	t̪okamos
tocando	t̪okãn̪d̪o
tocar	t̪okaɾ
tocara	t̪okaɾa
tocará	t̪okaɾa
tocáramos	t̪okaɾamos
tocaras	t̪okaɾas
tocarás	t̪okaɾas
tocareis	t̪okaɾei̯s
tocaremos	t̪okaɾemos
tocares	t̪okaɾes
tocaria	t̪okaɾja
tocaríamos	t̪okaɾiamos
tocarias	t̪okaɾjas
tocario	t̪okaɾjo
tocarios	t̪okaɾjos
tocas	t̪okas
tocaste	t̪okast̪e
tocayo	t̪okaʝo
tocha	t̪ot͡ʃa
tochas	t̪ot͡ʃas
tocho	t̪ot͡ʃo
tochos	t̪ot͡ʃos
toco	t̪oko
toda	t̪oða
todas	t̪oðas
todavía	t̪oðaβia
todo	t̪oðo
todos	t̪oðos
toesa	t̪oesa
tofu	t̪ofu
togo	t̪oɣo
toldada	t̪ol̪d̪aða
toldadas	t̪ol̪d̪aðas
toldado	t̪ol̪d̪aðo
toldados	t̪ol̪d̪aðos
toledo	t̪oleðo
tolerabilidad	t̪oleɾaβiliðað
tolerada	t̪oleɾaða
toleradas	t̪oleɾaðas
tolerado	t̪oleɾaðo
tolerados	t̪oleɾaðos
tolerar	t̪oleɾaɾ
tolete	t̪olet̪e
tollida	t̪oʎiða
tollida	t̪oʝiða
tollidas	t̪oʎiðas
tollidas	t̪oʝiðas
tollido	t̪oʎiðo
tollido	t̪oʝiðo
tollidos	t̪oʎiðos
tollidos	t̪oʝiðos
tollo	t̪oʎo
tollo	t̪oʝo
tolosano	t̪olosano
tomacorrientes	t̪omakorjẽn̪t̪es
tomada	t̪omaða
tomadas	t̪omaðas
tomado	t̪omaðo
tomados	t̪omaðos
tomársela	t̪omarsela
tomás	to̞ma̠s
tomate	t̪omat̪e
tomatillo	t̪omat̪iʎo
tomatillo	t̪omat̪iʝo
tombo	t̪õmbo
tómbola	t̪õmbola
tomillar	t̪omiʎaɾ
tomillar	t̪omiʝaɾ
tomillo	t̪omiʎo
tomillo	t̪omiʝo
tomín	t̪omĩn
tonalmente	t̪onalmẽn̪t̪e
tonante	t̪onãn̪t̪e
tóner	t̪oneɾ
tonga	t̪õŋɡa
tonga	t̪õŋɡa
tonificada	t̪onifikaða
tonificadas	t̪onifikaðas
tonificado	t̪onifikaðo
tonificados	t̪onifikaðos
tonito	t̪onit̪o
tonos	to̞no̞s
tonsurada	t̪õnsuɾaða
tonsuradas	t̪õnsuɾaðas
tonsurado	t̪õnsuɾaðo
tonsurados	t̪õnsuɾaðos
tonsuro	t̪õnsuɾo
tonta	t̪õn̪t̪a
tontaina	t̪õn̪t̪ai̯na
tontas	t̪õn̪t̪as
tonteada	t̪õn̪t̪eaða
tonteadas	t̪õn̪t̪eaðas
tonteado	t̪õn̪t̪eaðo
tonteados	t̪õn̪t̪eaðos
tontear	t̪õn̪t̪eaɾ
tontera	t̪õn̪t̪eɾa
tontería	t̪õn̪t̪eɾia
tonto	t̪õn̪t̪o
tontón	t̪õn̪t̪õn
tontona	t̪õn̪t̪ona
tontonas	t̪õn̪t̪onas
tontones	t̪õn̪t̪ones
tontorrón	t̪õn̪t̪orõn
tontorrona	t̪õn̪t̪orona
tontorronas	t̪õn̪t̪oronas
tontorrones	t̪õn̪t̪orones
tontos	t̪õn̪t̪os
tontuna	t̪õn̪t̪una
topacio	t̪opaθjo
topacio	t̪opasjo
topada	t̪opaða
topadas	t̪opaðas
topado	t̪opaðo
topados	t̪opaðos
topar	t̪opaɾ
tope	t̪ope
topetada	t̪opet̪aða
topetadas	t̪opet̪aðas
topetado	t̪opet̪aðo
topetados	t̪opet̪aðos
topo	to̞po̞
topoforma	t̪opoforma
topografía	t̪opoɣɾafia
toque	t̪oke
toquemos	t̪okemos
toques	t̪okes
toqueteada	t̪oket̪eaða
toqueteadas	t̪oket̪eaðas
toqueteado	t̪oket̪eaðo
toqueteados	t̪oket̪eaðos
toqui	t̪oki
toquis	t̪okis
torá	t̪oɾa
torácico	t̪oɾaθiko
torácico	t̪oɾasiko
torbellino	t̪orβeʎino
torbellino	t̪orβeʝino
torcer	t̪oɾθeɾ
torcer	t̪orseɾ
torcida	t̪oɾθiða
torcida	t̪orsiða
torcidas	t̪oɾθiðas
torcidas	t̪orsiðas
torcido	t̪oɾθiðo
torcido	t̪orsiðo
torcidos	t̪oɾθiðos
torcidos	t̪orsiðos
tordina	t̪orðina
tordo	t̪orðo
toreada	t̪oɾeaða
toreadas	t̪oɾeaðas
toreado	t̪oɾeaðo
toreados	t̪oɾeaðos
torero	t̪oɾeɾo
tórica	t̪oɾika
tóricas	t̪oɾikas
tórico	t̪oɾiko
tóricos	t̪oɾikos
toril	t̪oɾil
tornada	t̪ornaða
tornadas	t̪ornaðas
tornado	t̪ornaðo
tornados	t̪ornaðos
tornamesa	t̪ornamesa
tornamos	t̪ornamos
tornasol	t̪ornasol
torneada	t̪orneaða
torneadas	t̪orneaðas
torneado	t̪orneaðo
torneados	t̪orneaðos
torneamos	t̪orneamos
tornería	t̪orneɾia
tornillería	t̪orniʎeɾia
tornillería	t̪orniʝeɾia
torno	t̪orno
toroidal	t̪oɾoi̯ðal
toronja	t̪oɾõŋxa
toronjil	t̪oɾõŋxil
torpe	t̪orpe
torpedeada	t̪orpeðeaða
torpedeadas	t̪orpeðeaðas
torpedeado	t̪orpeðeaðo
torpedeados	t̪orpeðeaðos
torpedeamos	t̪orpeðeamos
torpísimo	t̪orpisimo
torque	to̞ɾke̞
torrada	t̪oraða
torradas	t̪oraðas
torrado	t̪oraðo
torrados	t̪oraðos
torramos	t̪oramos
torrar	t̪oraɾ
torre	t̪ore
torrefacción	t̪orefaɣθjõn
torrefacción	t̪orefaɣsjõn
torreja	t̪orexa
torrente	t̪orẽn̪t̪e
torrentero	t̪orẽn̪t̪eɾo
torrentoso	t̪orẽn̪t̪oso
torreón	t̪oreõn
torres	to̞re̞s
torreta	t̪oret̪a
torrontés	t̪orõn̪t̪es
torso	to̞ɾso̞
torta	t̪ort̪a
tortilla	t̪ort̪iʎa
tortilla	t̪ort̪iʝa
tortolita	t̪ort̪olit̪a
tortuga	t̪ort̪uɣa
tortura	t̪ort̪uɾa
torturada	t̪ort̪uɾaða
torturadas	t̪ort̪uɾaðas
torturado	t̪ort̪uɾaðo
torturados	t̪ort̪uɾaðos
torturamos	t̪ort̪uɾamos
torturando	t̪ort̪uɾãn̪d̪o
torturar	t̪ort̪uɾaɾ
torturara	t̪ort̪uɾaɾa
torturará	t̪ort̪uɾaɾa
torturáramos	t̪ort̪uɾaɾamos
torturaras	t̪ort̪uɾaɾas
torturarás	t̪ort̪uɾaɾas
torturareis	t̪ort̪uɾaɾei̯s
torturaremos	t̪ort̪uɾaɾemos
torturares	t̪ort̪uɾaɾes
torturaríamos	t̪ort̪uɾaɾiamos
torturas	t̪ort̪uɾas
torturaste	t̪ort̪uɾast̪e
