aa	ɑː
suolikasvain	s̠ u o̞̯ l i k ɑ s̠ ʋ ɑ i̯ n
suolimato	s̠ u o̞̯ l i m ɑ t̪ o̞
suolineste	s̠ u o̞̯ l i n e̞ s̠ t̪ e̞ ʔ
suolinukka	s̠ u o̞̯ l i n u kː ɑ
suolirauhanen	s̠ u o̞̯ l i r ɑ u̯ ɦ ɑ n e̞ n
suolisaivartaja	s̠ u o̞̯ l i s̠ ɑ i̯ ʋ ɑ r t̪ ɑ j ɑ
suolisolmu	s̠ u o̞̯ l i s̠ o̞ l m u
suolistokaasu	s̠ u o̞̯ l i s̠ t̪ o̞ k ɑː s̠ u
suolistosairaus	s̠ u o̞̯ l i s̠ t̪ o̞ s̠ ɑ i̯ r ɑ u s̠
suolistosyöpä	s̠ u o̞̯ l i s̠ t̪ o̞ s̠ y ø̞̯ p æ
suolitulehdus	s̠ u o̞̯ l i t̪ u l e̞ h d u s̠
suolla	s̠ u o̞̯ lː ɑ
suoltaa	s̠ u o̞̯ l t̪ ɑː
suoltaa	s̠ u o̞̯ l t̪ ɑː ʔ
suoltaminen	s̠ u o̞̯ l t̪ ɑ m i n e̞ n
suoma	s̠ u o̞̯ m ɑ
suomalainen	s̠ u o̞̯ m ɑ l ɑ i n e̞ n
suomalaisesti	s̠ u o̞̯ m ɑ l ɑ i s̠ e̞ s̠ t̪ i ʔ
suomalaismies	s̠ u o̞̯ m ɑ l ɑ i̯ s̠ m i e̞̯ s̠
suomalaisnainen	s̠ u o̞̯ m ɑ l ɑ i̯ s̠ n ɑ i̯ n e̞ n
suomalaistuttaa	s̠ u o̞̯ m ɑ l ɑ i s̠ t̪ u t̪ː ɑː ʔ
suomalaisuusaate	s̠ u o̞̯ m ɑ l ɑ i s̠ uː s̠ ɑː t̪ e̞ ʔ
suomenkarja	s̠ u o̞̯ m e̞ ŋ k ɑ r j ɑ
suomenlammas	s̠ u o̞̯ m e̞ n l ɑ mː ɑ s̠
suomennostyö	s̠ u o̞̯ m e̞ nː o̞ s̠ t̪ y ø̞̯
suomennus	s̠ u o̞̯ m e̞ nː u s̠
suomenopettaja	s̠ u o̞̯ m e̞ n o̞ p e̞ t̪ t̪ ɑ j ɑ
suomensukuinen	s̠ u o̞̯ m e̞ n s̠ u k u i̯ n e̞ n
suomentaa	s̠ u o̞̯ m e̞ n̪ t̪ ɑː ʔ
suomentaja	s̠ u o̞̯ m e̞ n t̪ ɑ j ɑ
suomentua	s̠ u o̞̯ m e̞ n t̪ u ɑ ʔ
suometar	s̠ u o̞̯ m e̞ t̪ ɑ r
suometsä	s̠ u o̞̯ m e̞ t s̠ æ
suomettaa	s̠ u o̞̯ m e̞ t̪ː ɑː ʔ
suomettua	s̠ u o̞̯ m e̞ t̪ t̪ u ɑ ʔ
suomi	s̠ u o̞̯ m i
suomimakkara	s̠ u o̞̯ m i m ɑ kː ɑ r ɑ
suomu	s̠ u o̞̯ m u
suomugrafiittivalurauta	s̠ u o̞̯ m u ɡ r ɑ f iː t̪ː i ʋ ɑ l o̞ r ɑ u̯ t̪ ɑ
suomuhaarniska	s̠ u o̞̯ m u h ɑː r n i s̠ k ɑ
suomussalmelainen	s̠ u o̞̯ m u s̠ s̠ ɑ l m e̞ l ɑ i n e̞ n
suomussalmi	s̠ u o̞̯ m u s̠ s̠ ɑ l m i
suomustus	s̠ u o̞̯ m u s̠ t̪ ɑː u s̠
suomustusrauta	s̠ u o̞̯ m u s̠ t̪ u s̠ r ɑ u̯ t̪ ɑ
suonenjokelainen	s̠ u o̞̯ n e̞ n j o̞ k e̞ l ɑ i n e̞ n
suonenjoki	s̠ u o̞̯ n e̞ n j o̞ k i
suonenjokinen	s̠ u o̞̯ n e̞ n j o̞ k i n e̞ n
suongeri	s̠ u o̞̯ ŋː e̞ r i
suoni	s̠ u o̞̯ n i
suonirauta	s̠ u o̞̯ n i r ɑ u̯ t̪ ɑ
suonsilmä	s̠ u o̞̯ n s̠ i l m æ
suopa	s̠ u o̞̯ p ɑ
suopayrtti	s̠ u o̞̯ p ɑ y r t̪ː i
suopeasti	s̠ u o̞̯ p e̞ ɑ s̠ t̪ i ʔ
suopelto	s̠ u o̞̯ p e̞ l t̪ o̞
suora	s̠ u o̞̯ r ɑ
suorahampainen	s̠ u o̞̯ r ɑ h ɑ m p ɑ i̯ n e̞ n
suorahiuksinen	s̠ u o̞̯ r ɑ h i u̯ k s̠ i n e̞ n
suorakaide	s̠ u o̞̯ r ɑ k ɑ i̯ d e̞ ʔ
suorakorvaus	s̠ u o̞̯ r ɑ k o̞ r ʋ ɑ u s̠
suorakulma	s̠ u o̞̯ r ɑ k u l m ɑ
suorakäyttö	s̠ u o̞̯ r ɑ k æ y̯ t̪ː ø̞
suoraluonteinen	s̠ u o̞̯ r ɑ l u o̞̯ n̪ t̪ e̞ i̯ n e̞ n
suoraluontoinen	s̠ u o̞̯ r ɑ l u o̞̯ n̪ t̪ o̞ i̯ n e̞ n
suoramainonta	s̠ u o̞̯ r ɑ m ɑ i̯ n o̞ n̪ t̪ ɑ
suoramainos	s̠ u o̞̯ r ɑ m ɑ i̯ n o̞ s̠
suoramyynti	s̠ u o̞̯ r ɑ m yː n̪ t̪ i
suoranaan	s̠ u o̞̯ r ɑ n ɑː n
suoranaisesti	s̠ u o̞̯ r ɑ n ɑ i s̠ e̞ s̠ t̪ i ʔ
suoraommel	s̠ u o̞̯ r ɑ o̞ mː e̞ l
suoraommelkone	s̠ u o̞̯ r ɑ o̞ mː e̞ l k o̞ n e̞ ʔ
suorapuheinen	s̠ u o̞̯ r ɑ p u ɦ e̞ i̯ n e̞ n
suorarunkoinen	s̠ u o̞̯ r ɑ r u ŋ k o̞ i̯ n e̞ n
suoraruutuinen	s̠ u o̞̯ r ɑ r uː t̪ u i̯ n e̞ n
suoraryhtinen	s̠ u o̞̯ r ɑ r y ç t̪ i n e̞ n
suorasaanti	s̠ u o̞̯ r ɑ s̠ ɑː n̪ t̪ i
suorasanainen	s̠ u o̞̯ r ɑ s̠ ɑ n ɑ i̯ n e̞ n
suorasiipinen	s̠ u o̞̯ r ɑ s̠ iː p i n e̞ n
suorasuihkutus	s̠ u o̞̯ r ɑ s̠ u i̯ ç k u t̪ u s̠
suorasukainen	s̠ u o̞̯ r ɑ s̠ u k ɑ i̯ n e̞ n
suorasukaisesti	s̠ u o̞̯ r ɑ s̠ u k ɑ i̯ s̠ e̞ s̠ t̪ i ʔ
suorasuu	s̠ u o̞̯ r ɑ s̠ uː
suorasuuntaus	s̠ u o̞̯ r ɑ s̠ uː n̪ t̪ ɑ u s̠
suorasäärinen	s̠ u o̞̯ r ɑ s̠ æː r i n e̞ n
suoratoisto	s̠ u o̞̯ r ɑ t̪ o̞ i̯ s̠ t̪ o̞
suoratukkainen	s̠ u o̞̯ r ɑ t̪ u kː ɑ i̯ n e̞ n
suoratulostus	s̠ u o̞̯ r ɑ t̪ u l o̞ s̠ t̪ u s̠
suoravartinen	s̠ u o̞̯ r ɑ ʋ ɑ r t̪ i n e̞ n
suoristaminen	s̠ u o̞̯ r i s̠ t̪ ɑ m i n e̞ n
suoristusharja	s̠ u o̞̯ r i s̠ t̪ u s̠ h ɑ r j ɑ
suoritella	s̠ u o̞̯ r i t̪ e̞ lː ɑ ʔ
suorittaminen	s̠ u o̞̯ r i t̪ː ɑ m i n e̞ n
suoritusarvo	s̠ u o̞̯ r i t̪ u s̠ ɑ r ʋ o̞
suorituskykyvaatimus	s̠ u o̞̯ r i t̪ u s̠ k y k y ʋ ɑː t̪ i m u s̠
suoritusmerkki	s̠ u o̞̯ r i t̪ u s̠ m e̞ r kː i
suoritustapa	s̠ u o̞̯ r i t̪ u s̠ t̪ ɑ p ɑ
suoritusteho	s̠ u o̞̯ r i t̪ u s̠ t̪ e̞ ɦ o̞
suoritusympäristö	s̠ u o̞̯ r i t̪ u s̠ y m p æ r i s̠ t̪ ø̞
suorituttaa	s̠ u o̞̯ r i t̪ u t̪ː ɑː ʔ
suoro	s̠ u o̞̯ r o̞
suoruus	s̠ u o̞̯ r uː s̠
suosi	s̠ u o̞̯ s̠ i
suosi	s̠ u o̞̯ s̠ i ʔ
suosikkiasema	s̠ u o̞̯ s̠ i kː i ɑ s̠ e̞ m ɑ
suosikkikohtaus	s̠ u o̞̯ s̠ i kː i k o̞ x t̪ ɑ u s̠
suosiolla	s̠ u o̞̯ s̠ i o̞ lː ɑ
suosiollinen	s̠ u o̞̯ s̠ i o̞ lː i n e̞ n
suosiollisesti	s̠ u o̞̯ s̠ i o̞ lː i s̠ e̞ s̠ t̪ i ʔ
suosittu	s̠ u o̞̯ s̠ i t̪ː u
suosittuus	s̠ u o̞̯ s̠ i t̪ː uː s̠
suosituimmuusasema	s̠ u o̞̯ s̠ i t̪ u i mː uː s̠ ɑ s̠ e̞ m ɑ
suositus	s̠ u o̞̯ s̠ i t̪ u s̠
suostutella	s̠ u o̞̯ s̠ t̪ u t̪ e̞ lː ɑ ʔ
suostuttaa	s̠ u o̞̯ s̠ t̪ u t̪ː ɑː ʔ
suosuksi	s̠ u o̞̯ s̠ u k s̠ i
suotava	s̠ u o̞̯ t̪ ɑ ʋ ɑ
suotuisasti	s̠ u o̞̯ t̪ u i̯ s̠ ɑ s̠ t̪ i ʔ
suotyyppi	s̠ u o̞̯ t̪ yː pː i
suova	s̠ u o̞̯ ʋ ɑ
suoveri	s̠ u o̞̯ ʋ e̞ r i
suoviljely	s̠ u o̞̯ ʋ i l j e̞ l y
suoyhdistymätyyppi	s̠ u o̞̯ y ç d i s̠ t̪ y m æ t̪ yː pː i
supatella	s̠ u p ɑ t̪ e̞ lː ɑ ʔ
superego	s̠ u p e̞ r e̞ ɡ o̞
superessiivi	s̠ u p e̞ r e̞ s̠ː iː ʋ i
superiorinen	s̠ u p e̞ r i o̞ r i n e̞ n
superkalanterointi	s̠ u p e̞ r k ɑ l ɑ n̪ t̪ e̞ r o̞ i n̪ t̪ i
superkavitaatio	s̠ u p e̞ r k ɑ ʋ i t̪ ɑː t̪ i o̞
superoksidi	s̠ u p e̞ r o̞ k s̠ i d i
superpallo	s̠ u p e̞ r p ɑ lː o̞
superpositio	s̠ u p e̞ r p o̞ s̠ i t̪ i o̞
supersankari	s̠ u p e̞ r s̠ ɑ ŋ k ɑ r i
supersymmetria	s̠ u p e̞ r s̠ y mː e̞ t̪ r i ɑ
supertoonika	s̠ u p e̞ r t̪ o̞ː n i k ɑ
supertulivuori	s̠ u p e̞ r t̪ u l i ʋ u o̞̯ r i
supervuoropari	s̠ u p e̞ r ʋ u o̞̯ r o̞ p ɑ r i
supi	s̠ u p i
supikas	s̠ u p i k ɑ s̠
supinaatio	s̠ u p i n ɑː t̪ i o̞
supistaminen	s̠ u p i s̠ t̪ ɑ m i n e̞ n
suppeasti	s̠ u pː e̞ ɑ s̠ t̪ i ʔ
suppeuttaa	s̠ u pː e̞ u t̪ː ɑː ʔ
suppeutua	s̠ u pː e̞ u t̪ u ɑ ʔ
suppilo	s̠ u pː i l o̞
suppilopikarikulttuuri	s̠ u pː i l o̞ p i k ɑ r i k u l t̪ː uː r i
suppojää	s̠ u pː o̞ j æː
supportiivinen	s̠ u pː o̞ r t̪ iː ʋ i n e̞ n
suppupaarma	s̠ u pː u p ɑː r m ɑ
suprakrustinen	s̠ u p r ɑ k r u s̠ t̪ i n e̞ n
supraventrikulaarinen	s̠ u p r ɑ ʋ e̞ n̪ t̪ r i k u l ɑː r i n e̞ n
supremum	s̠ u p r e̞ː m u m
surahdella	s̠ u r ɑ h d e̞ lː ɑ ʔ
surahtaa	s̠ u r ɑ x t̪ ɑː ʔ
surettaa	s̠ u r e̞ t̪ː ɑː ʔ
surjektio	s̠ u r j e̞ k t̪ i o̞
surkastua	s̠ u r k ɑ s̠ t̪ u ɑ ʔ
surkea	s̠ u r k e̞ ɑ
surkeasti	s̠ u r k e̞ ɑ s̠ t̪ i ʔ
surkeilla	s̠ u r k e̞ i̯ lː ɑ ʔ
surku	s̠ u r k u
surma	s̠ u r m ɑ
surmata	s̠ u r m ɑ t̪ ɑ ʔ
surmatyö	s̠ u r m ɑ t̪ y ø̞̯
surmauttaa	s̠ u r m ɑ u t̪ː ɑː ʔ
surra	s̠ u rː ɑ ʔ
suru	s̠ u r u
suruharso	s̠ u r u h ɑ r s̠ o̞
suruhuntu	s̠ u r u h u n̪ t̪ u
surujuhla	s̠ u r u j u x l ɑ
suruliputtaa	s̠ u r u l i p u t̪ː ɑː ʔ
surullinen	s̠ u r u l l i n e̞ n
surullisesti	s̠ u r u lː i s̠ e̞ s̠ t̪ i ʔ
surumarssi	s̠ u r u m ɑ r s̠ː i
surumieli	s̠ u r u m i e̞̯ l i
surumielinen	s̠ u r u m i e̞̯ l i n e̞ n
surumielisesti	s̠ u r u m i e̞̯ l i s̠ e̞ s̠ t̪ i ʔ
surunappi	s̠ u r u n ɑ pː i
surunauha	s̠ u r u n ɑ u̯ ɦ ɑ
surunkyynel	s̠ u r u ŋ k yː n e̞ l
surunlapsi	s̠ u r u n l ɑ p s̠ i
surunpäivä	s̠ u r u m p æ i̯ ʋ æ
surunsekainen	s̠ u r u n s̠ e̞ k ɑ i̯ n e̞ n
surunviesti	s̠ u r u n ʋ i e̞̯ s̠ t̪ i
surunvoittoinen	s̠ u r u n ʋ o̞ i̯ t̪ː o̞ i̯ n e̞ n
surupuku	s̠ u r u p u k u
surureuna	s̠ u r u r e̞ u̯ n ɑ
surureunus	s̠ u r u r e̞ u̯ n u s̠
surusaatto	s̠ u r u s̠ ɑː t̪ː o̞
surusaattue	s̠ u r u s̠ ɑː t̪ː u e̞ ʔ
surusanoma	s̠ u r u s̠ ɑ n o̞ m ɑ
surusilmäinen	s̠ u r u s̠ i l m æ i̯ n e̞ n
surusormus	s̠ u r u s̠ o̞ r m u s̠
surut	s̠ u r u t̪
surutalo	s̠ u r u t̪ ɑ l o̞
suruttomasti	s̠ u r u t̪ː o̞ m ɑ s̠ t̪ i ʔ
surutyö	s̠ u r u t̪ y ø̞̯
suruvaippa	s̠ u r u ʋ ɑ i̯ pː ɑ
suruviesti	s̠ u r u ʋ i e̞̯ s̠ t̪ i
survoa	s̠ u r ʋ o̞ ɑ ʔ
susanna	s̠ u s̠ ɑ nː ɑ
sushi	s̠ u ʃ i
susi	s̠ u s̠ i
susihukka	s̠ u s̠ i h u kː ɑ
susiovi	s̠ u s̠ i o̞ ʋ i
suskeptibiliteetti	s̠ u s̠ k e̞ p t̪ i b i l i t̪ e̞ː t̪ː i
sussu	s̠ u s̠ː u
sut	s̠ u t̪
sutari	s̠ u t̪ ɑ r i
sutela	s̠ u t̪ e̞ l ɑ
sutenööri	s̠ u t̪ e̞ n ø̞ː r i
suti	s̠ u t̪ i
suti	s̠ u t̪ i ʔ
sutia	s̠ u t̪ i ɑ
sutia	s̠ u t̪ i ɑ ʔ
sutjakasti	s̠ u t̪ j ɑ k ɑ s̠ t̪ i ʔ
sutuura	s̠ u t̪ uː r ɑ
suu	s̠ uː
suualue	s̠ uː ɑ l u e̞ ʔ
suudella	s̠ uː d e̞ lː ɑ ʔ
suudellen	s̠ uː d e̞ lː e̞ n
suudelma	s̠ uː d e̞ l m ɑ
suuhaara	s̠ uː h ɑː r ɑ
suukamera	s̠ uː k ɑ m e̞ r ɑ
suukapula	s̠ uː k ɑ p u l ɑ
suukki	s̠ uː kː i
suukku	s̠ uː kː u
suulaasti	s̠ uː l ɑː s̠ t̪ i ʔ
suulas	s̠ uː l ɑ s̠
suuli	s̠ uː l i
suuliina	s̠ uː l iː n ɑ
suulla	s̠ uː lː ɑ
suunnanvaihto	s̠ uː nː ɑ n ʋ ɑ i̯ ç t̪ o̞
suunnilleen	s̠ uː nː i lː e̞ː n
suunnistautua	s̠ uː nː i s̠ t̪ ɑ u t̪ u ɑ ʔ
suunnistuskartta	s̠ uː nː i s̠ t̪ u s̠ k ɑ r t̪ː ɑ
suunnitella	s̠ uː nː i t̪ e̞ lː ɑ ʔ
suunnitelmallisesti	s̠ uː nː i t̪ e̞ l m ɑ lː i s̠ e̞ s̠ t̪ i ʔ
suunnitelmallisuus	s̠ uː nː i t̪ e̞ l m ɑ l l i s̠ uː s̠
suunnittelemattomasti	s̠ uː nː i t̪ː e̞ l e̞ m ɑ t̪ː o̞ m ɑ s̠ t̪ i ʔ
suunnittelu	s̠ uː nː i t̪ t̪ e̞ l u
suunnitteluinsinööri	s̠ uː nː i t̪ː e̞ l u i n s̠ i n ø̞ː r i
suunnittelupeli	s̠ uː nː i t̪ t̪ e̞ l u p e̞ l i
suunnittelupiirustus	s̠ uː nː i t̪ː e̞ l u p iː r u s̠ t̪ u s̠
suunnittelupäällikkö	s̠ uː nː i t̪ː e̞ l u p æː lː i kː ø̞
suunnittelutyö	s̠ uː nː i t̪ː e̞ l u t̪ y ø̞̯
suunnitteluvelvoite	s̠ uː nː i t̪ː e̞ l u ʋ e̞ l ʋ o̞ i̯ t̪ e̞ ʔ
suunta	s̠ uː n̪ t̪ ɑ
suuntaamaton	s̠ uː n̪ t̪ ɑː m ɑ t̪ o̞ n
suuntapiirrin	s̠ uː n̪ t̪ ɑ p iː rː i n
suuntaruusu	s̠ uː n̪ t̪ ɑ r uː s̠ u
suuntasija	s̠ uː n̪ t̪ ɑ s̠ i j ɑ
suuntavaisto	s̠ uː n̪ t̪ ɑ ʋ ɑ i̯ s̠ t̪ o̞
suuntaventtiili	s̠ uː n̪ t̪ ɑ ʋ e̞ n̪ t̪ː iː l i
suuntia	s̠ uː n̪ t̪ i ɑ
suuntia	s̠ uː n̪ t̪ i ɑ ʔ
suuntimislevy	s̠ uː n̪ t̪ i m i s̠ l e̞ ʋ y
suupaltti	s̠ uː p ɑ l t̪ː i
suura	s̠ uː r ɑ
suure	s̠ uː r e̞ ʔ
suurehko	s̠ uː r e̞ h k o̞
suurelementti	s̠ uː r e̞ l e̞ m e̞ n̪ t̪ː i
suurellisesti	s̠ uː r e̞ lː i s̠ e̞ s̠ t̪ i ʔ
suurenergiafysiikka	s̠ uː r e̞ n e̞ r ɡ i ɑ f y s̠ iː kː ɑ
suurenmoisesti	s̠ uː r e̞ m m o̞ i̯ s̠ e̞ s̠ t̪ i ʔ
suurennuskone	s̠ uː r e̞ nː u s̠ k o̞ n e̞ ʔ
suurennussuhde	s̠ uː r e̞ nː u s̠ s̠ u x d e̞ ʔ
suurentaa	s̠ uː r e̞ n̪ t̪ ɑː ʔ
suuri	s̠ uː r i
suurieleisesti	s̠ uː r i e̞ l e̞ i̯ s̠ e̞ s̠ t̪ i ʔ
suurisanaisesti	s̠ uː r i s̠ ɑ n ɑ i̯ s̠ e̞ s̠ t̪ i ʔ
suurisuisesti	s̠ uː r i s̠ u i̯ s̠ e̞ s̠ t̪ i ʔ
suuriäänisesti	s̠ uː r i æː n i s̠ e̞ s̠ t̪ i ʔ
suurjännite	s̠ uː r j æ nː i t̪ e̞
suurkirves	s̠ uː r k i r ʋ e̞ s̠
suurkäräjät	s̠ uː r k æ r æ j æ t̪
suurmaatalous	s̠ uː r m ɑː t̪ ɑ l o̞ u s̠
suurmanner	s̠ uː r m ɑ nː e̞ r
suurmielenosoitus	s̠ uː r m i e̞̯ l e̞ n o̞ s̠ o̞ i̯ t̪ u s̠
suurmyymälä	s̠ uː r m yː m æ l æ
suurnopeusrata	s̠ uː r n o̞ p e̞ u s̠ r ɑ t̪ ɑ
suurpaine	s̠ uː r p ɑ i̯ n e̞ ʔ
suurpainenatriumlamppu	s̠ uː r p ɑ i̯ n e̞ nː ɑ t̪ r i u m l ɑ m pː u
suurpeto	s̠ uː r p e̞ t̪ o̞
suurpiirteisesti	s̠ uː r p iː r t̪ e̞ i̯ s̠ e̞ s̠ t̪ i ʔ
suurristi	s̠ uː r r i s̠ t̪ i
suursota	s̠ uː r s̠ o̞ t̪ ɑ
suursäätila	s̠ uː r s̠ æː t̪ i l ɑ
suurtaajuus	s̠ uː r t̪ ɑː j uː s̠
suurtaajuustekniikka	s̠ uː r t̪ ɑː j uː s̠ t̪ e̞ k n iː kː ɑ
suurtalous	s̠ uː r t̪ ɑ l o̞ u s̠
suurtapahtuma	s̠ uː r t̪ ɑ p ɑ h t̪ u m ɑ
suurtietokone	s̠ uː r t̪ i e̞̯ t̪ o̞ k o̞ n e̞ ʔ
suurtila	s̠ uː r t̪ i l ɑ
suurtyö	s̠ uː r t̪ y ø̞̯
suuruinen	s̠ uː r u i̯ n e̞ n
suurus	s̠ uː r u s̠
suurustaa	s̠ uː r u s̠ t̪ ɑː ʔ
suuruudenhullu	s̠ uː r uː d e̞ n h u lː u
suuruudenhulluus	s̠ uː r uː d e̞ n h u lː uː s̠
suuruus	s̠ uː r uː s̠
suuryhtiö	s̠ uː r y ç t̪ i ø̞
suutari	s̠ uː t̪ ɑ r i
suutarinkielo	s̠ uː t̪ ɑ r i ŋ k i e̞̯ l o̞
suutarintyö	s̠ uː t̪ ɑ r i n t̪ y ø̞̯
suuteleminen	s̠ uː t̪ e̞ l e̞ m i n e̞ n
suutia	s̠ uː t̪ i ɑ ʔ
suuttumus	s̠ uː t̪ː u m u s̠
suvaita	s̠ u ʋ ɑ i̯ t̪ ɑ ʔ
suvaitsevaisesti	s̠ u ʋ ɑ i̯ t s̠ e̞ ʋ ɑ i s̠ e̞ s̠ t̪ i ʔ
suvehtia	s̠ u ʋ e̞ h t̪ i ɑ ʔ
suvereenisesti	s̠ u ʋ e̞ r e̞ː n i s̠ e̞ s̠ t̪ i ʔ
suvereenisti	s̠ u ʋ e̞ r e̞ː n i s̠ t̪ i ʔ
suvi	s̠ u ʋ i
suvivirsi	s̠ u ʋ i ʋ i r s̠ i
suvullinen	s̠ u ʋ u l l i n e̞ n
suši	s̠ u ʃ i
sveitsi	s̠ ʋ e̞ i̯ t s̠ i
svekofennialainen	s̠ ʋ e̞ k o̞ f e̞ nː i ɑ l ɑ i n e̞ n
sviitti	s̠ ʋ iː t̪ː i
svingi	s̠ ʋ i ŋː i
syaani	s̠ y ɑː n i
syaaniyhdiste	s̠ y ɑː n i y ç d i s̠ t̪ e̞ ʔ
syanoakrylaatti	s̠ y ɑ n o̞ ɑ k r y l ɑː t̪ː i
syanuurihappo	s̠ y ɑ n uː r i h ɑ pː o̞
sydneyläinen	s̠ i d n i l æ i n e̞ n
sydämeenkäypä	s̠ y d æ mː e̞ː ŋ k æ y̯ p æ
sydämeenkäyvä	s̠ y d æ mː e̞ː ŋ k æ y̯ ʋ æ
sydämellinen	s̠ y d æ mː e̞ lː i n e̞ n
sydämenahdistus	s̠ y d æ mː e̞ n ɑ x d i s̠ t̪ u s̠
sydämenasia	s̠ y d æ mː e̞ n ɑ s̠ i ɑ
sydämenkuva	s̠ y d æ mː e̞ ŋ k u ʋ ɑ
sydämenlaajentuma	s̠ y d æ mː e̞ n l ɑː j e̞ n t̪ u m ɑ
sydämensiirtoleikkaus	s̠ y d æ mː e̞ n s̠ iː r t̪ o̞ l e̞ i̯ kː ɑ u s̠
sydämensiirtopotilas	s̠ y d æ mː e̞ n s̠ iː r t̪ o̞ p o̞ t̪ i l ɑ s̠
sydämensivistys	s̠ y d æ mː e̞ n s̠ i ʋ i s̠ t̪ y s̠
sydämensyke	s̠ y d æ mː e̞ n s̠ y k e̞ ʔ
sydämentykytys	s̠ y d æ mː e̞ n t̪ y k y t̪ y s̠
sydämet	s y d æ mː e̞ t̪
sydämettömästi	s̠ y d æ m e̞ t̪ː ø̞ m æ s̠ t̪ i ʔ
sydämetön	s̠ y d æ mː e̞ t̪ ø̞ n
sydän	s̠ y d æ n
sydänala	s̠ y d æ n ɑ l ɑ
sydänalue	s̠ y d æ n ɑ l u e̞ ʔ
sydänambulanssi	s̠ y d æ n ɑ m b u l ɑ n s̠ː i
sydäneteinen	s̠ y d æ n e̞ t̪ e̞ i̯ n e̞ n
sydänhalkeama	s̠ y d æ n h ɑ l k e̞ ɑ m ɑ
sydänhermo	s̠ y d æ n h e̞ r m o̞
sydänhermovika	s̠ y d æ n h e̞ r m o̞ ʋ i k ɑ
sydänhäiriö	s̠ y d æ n h æ i̯ r i ø̞
sydäninsuffisienssi	s̠ y d æ n i n s̠ u fː i s̠ i e̞ n s̠ː i
sydäninvalidi	s̠ y d æ n i n ʋ ɑ l iː d i
sydänkipu	s̠ y d æ ŋ k i p u
sydänkirurgi	s̠ y d æ ŋ k i r u r ɡ i
sydänkirurgia	s̠ y d æ ŋ k i r u r ɡ i ɑ
sydänkuolema	s̠ y d æ ŋ k u o̞̯ l e̞ m ɑ
sydänkuolleisuus	s̠ y d æ ŋ k u o̞̯ lː e̞ i̯ s̠ uː s̠
sydänkäpy	s̠ y d æ ŋ k æ p y
sydänkäyrä	s̠ y d æ ŋ k æ y̯ r æ
sydänlaho	s̠ y d æ n l ɑ ɦ o̞
sydänleikkaus	s̠ y d æ n l e̞ i̯ kː ɑ u s̠
sydänlääke	s̠ y d æ n l æː k e̞ ʔ
sydänmuuri	s̠ y d æ m m uː r i
sydänosa	s̠ y d æ n o̞ s̠ ɑ
sydänperäinen	s̠ y d æ m p e̞ r æ i̯ n e̞ n
sydänpotilas	s̠ y d æ m p o̞ t̪ i l ɑ s̠
sydänpuolisko	s̠ y d æ m p u o̞̯ l i s̠ k o̞
sydänpäivä	s̠ y d æ m p æ i̯ ʋ æ
sydänsairaus	s̠ y d æ n s̠ ɑ i̯ r ɑ u s̠
sydänsiirto	s̠ y d æ n s̠ iː r t̪ o̞
sydänsuru	s̠ y d æ n s̠ u r u
sydänsuvi	s̠ y d æ n s̠ u ʋ i
sydänsyöpä	s̠ y d æ n s̠ y ø̞̯ p æ
sydänsärky	s̠ y d æ n s̠ æ r k y
sydäntenmurskaaja	s̠ y d æ n̪ t̪ e̞ m m u r s̠ k ɑː j ɑ
sydäntoiminta	s̠ y d æ n t̪ o̞ i̯ m i n̪ t̪ ɑ
sydäntulehdus	s̠ y d æ n t̪ u l e̞ h d u s̠
sydäntutkimus	s̠ y d æ n t̪ u t̪ k i m u s̠
sydäntyä	s̠ y d æ n t̪ y æ ʔ
sydänvaiva	s̠ y d æ n ʋ ɑ i̯ ʋ ɑ
sydänvalvuri	s̠ y d æ n ʋ ɑ l ʋ u r i
sydänvarjo	s̠ y d æ n ʋ ɑ r j o̞
sydänvaurio	s̠ y d æ n ʋ ɑ u̯ r i o̞
sydänveri	s̠ y d æ n ʋ e̞ r i
sydänveritulppa	s̠ y d æ n ʋ e̞ r i t̪ u l pː ɑ
sydänvikainen	s̠ y d æ n ʋ i k ɑ i̯ n e̞ n
sydänyö	s̠ y d æ n y ø̞
sydänääni	s̠ y d æ n æː n i
syitä	s̠ y i̯ t̪ æ
syke	s̠ y k e̞ ʔ
sykertyä	s̠ y k e̞ r t̪ y æ ʔ
sykerö	s̠ y k e̞ r ø̞
sykkiä	s̠ y kː i æ ʔ
syklaasi	s̠ y k l ɑː s̠ i
syklokonvertteri	s̠ y k l o̞ k o̞ n ʋ e̞ r t̪ t̪ e̞ r i
syksy	s̠ y k s̠ y
syksymmäksi	s̠ y k s̠ y m m æ k s̠ i
syksymmälle	s̠ y k s̠ y m m æ lː e̞ ʔ
syksymmällä	s̠ y k s̠ y m m æ lː æ
syksymmäs	s̠ y k s̠ y mː æ s̠
syksympänä	s̠ y k s̠ y m p æ n æ
sykähdellä	s̠ y k æ h d e̞ lː æ ʔ
syleillä	s̠ y l e̞ i̯ lː æ
syleillä	s̠ y l e̞ i̯ lː æ ʔ
syli	s̠ y l i
sylikkäin	s̠ y l i kː æ i̯ n
sylinterikoordinaatisto	s̠ y l i n̪ t̪ e̞ r i k o̞ː r d i n ɑː t̪ i s̠ t̪ o̞
sylinterikoordinaatit	s̠ y l i n̪ t̪ e̞ r i k o̞ː r d i n ɑː t̪ i t̪
