a	ɑː
ƿiccan	w i t t ʃ ɑ n
ƿicce	w i t t͡ʃ e
ƿiccecræft	w i t t͡ʃ e k r æ f t
ƿiccedom	w i t t͡ʃ e d oː m
ƿice	w i k e
ƿicg	w i d d͡ʒ
ƿicga	w i ɡ ɡ ɑ
ƿicing	w iː k i ŋ ɡ
ƿicing	w iː t͡ʃ i ŋ ɡ
ƿicu	w i k u
ƿid	w iː d
ƿide	w iː d e
ƿidsiþ	w iː d s iː θ
ƿieldan	w i y l d ɑ n
ƿielisc	w iː y̯ l i ʃ
ƿielm	w i y l m
ƿieltan	w i y l t a n
ƿielƿan	w i y l w ɑ n
ƿif	w iː f
ƿifer	w i f e r
ƿifgemana	w iː f j e m ɑː n ɑ
ƿifian	w iː f i ɑ n
ƿifmann	w iː f m ɑ n n
ƿifmenn	w iː f m e n n
ƿig	w iː j
ƿiga	w i ɣ ɑ
ƿigbære	w iː j b æː r e
ƿiges	w iː ɣ e s
ƿigsmiþ	w iː j s m i θ
ƿigƿeorþung	w iː j w e o r θ u ŋ ɡ
ƿiht	w i ç t
ƿilddeor	w i l d d eː o̯ r
ƿilde	w i l d e
ƿilgesiþ	w i l j e s iː θ
ƿilisc	w i l i ʃ
ƿilla	w i l l ɑ
ƿillan	w i l l ɑ n
ƿillian	w i l l i ɑ n
ƿilnian	w i l n i ɑ n
ƿilƿan	w i l w ɑ n
ƿin	w iː n
ƿinberige	w iː n b e r i j e
ƿincel	w i n t͡ʃ e l
ƿincian	w i ŋ k i ɑ n
ƿind	w i n d
ƿindruncen	w iː n d r u n k e n
ƿindscofl	w i n d ʃ o f l
ƿine	w i n e
ƿinemæg	w i n e m æː j
ƿinestra	w i n e s t r ɑ
ƿingeard	w iː n j æ ɑ̯ r d
ƿinhate	w iː n h ɑː t e
ƿinnan	w i n n ɑ n
ƿinter	w i n t e r
ƿinterbiter	w i n t e r b i t e r
ƿinterburna	w i n t e r b u r n ɑ
ƿinterceald	w i n t e r t͡ʃ æ ɑ̯ l d
ƿintercearig	w i n t e r t͡ʃ æ ɑ̯ r i j
ƿinterdun	w i n t e r d uː n
ƿinterdæg	w i n t e r d æ j
ƿinterfeorm	w i n t e r f e o r m
ƿinterfylleþ	w i n t e r f y l l e θ
ƿintergegang	w i n t e r j e ɡ ɑ ŋ ɡ
ƿintergerim	w i n t e r j e r iː m
ƿintergetæl	w i n t e r j e t æ l
ƿintergeƿeorp	w i n t e r j e w e o r p
ƿintergeƿæde	w i n t e r j e w æː d e
ƿinterhus	w i n t e r h uː s
ƿinterlic	w i n t e r l iː t͡ʃ
ƿinterlæcan	w i n t e r l æː t͡ʃ ɑ n
ƿinterrim	w i n t e r r iː m
ƿinterscur	w i n t e r ʃ uː r
ƿinterselde	w i n t e r s e l d e
ƿinterset	w i n t e r s e t
ƿintersetl	w i n t e r s e t l
ƿintersufel	w i n t e r s u f e l
ƿintertid	w i n t e r t iː d
ƿinterƿylle	w i n t e r w y l l e
ƿintreoƿ	w iː n t r eː o̯ w
ƿintrig	w i n t r i j
ƿipian	w iː p i ɑ n
ƿir	w iː r
ƿis	w iː s
ƿisa	w iː s ɑ
ƿisdom	w iː s d oː m
ƿise	w iː s e
ƿisian	w iː s i ɑ n
ƿist	w i s t
ƿiste	w i s t e
ƿit	w i t
ƿita	w i t ɑ
ƿitan	w i t ɑ n
ƿitan	w iː t ɑ n
ƿite	w iː t e
ƿitegestre	w iː t e ɣ e s t r e
ƿitena	w i t e n ɑ
ƿitleast	w i t l æː ɑ s t
ƿitod	w i t o d
ƿitodlic	w i t o d l iː t͡ʃ
ƿitodlice	w i t o d l iː t͡ʃ e
ƿitt	w i t t
ƿituma	w i t u m ɑ
ƿitƿord	w i t w o r d
ƿiþ	w i θ
ƿiþcƿeþan	w i θ k w e θ ɑ n
ƿiþercƿeþan	w i θ e r k w e θ ɑ n
ƿiþersaca	w i θ e r s ɑ k ɑ
ƿiþhabban	w i θ h ɑ b b ɑ n
ƿiþig	w iː θ i j
ƿiþinnan	w i θ i n n ɑ n
ƿiþmetan	w i θ m e t ɑ n
ƿiþmetendlic	w i θ m e t e n d l iː t͡ʃ
ƿiþmetenlic	w i θ m e t e n l iː t͡ʃ
ƿiþmetennes	w i θ m e t e n n e s
ƿiþsacendlic	w i θ s ɑ k e n d l iː t ʃ
ƿiþsecgan	w i θ s e d d͡ʒ ɑ n
ƿiþteon	w i θ t eː o n
ƿiþutan	w i θ uː t a n
ƿiþþe	w i θ θ e
ƿiþþingian	w i θː i n ɡ i ɑ n
ƿlanc	w l ɑ ŋ k
ƿlancian	w l ɑ ŋ k i ɑ n
ƿlatian	w l ɑ t i ɑ n
ƿlatian	w l ɑː t i ɑ n
ƿlencan	w l e ŋ k ɑ n
ƿlencu	w l e ŋ k u
ƿlisp	w l i s p
ƿlitan	w l iː t ɑ n
ƿlitbeorht	w l i t b e o r x t
ƿlite	w l i t e
ƿocon	w oː k o n
ƿod	w oː d
ƿoden	w oː d e n
ƿodnesdæg	w oː d n e s d æ j
ƿogere	w oː ɡ e r e
ƿohbogen	w oː x b o ɣ e n
ƿohceapung	w oː x t͡ʃ æː ɑ p u ŋ ɡ
ƿohdom	w oː x d oː m
ƿohdæd	w oː x d æː d
ƿohfotede	w oː x f oː t e d e
ƿohfremmende	w oː x f r e m m e n d e
ƿohful	w oː x f u l
ƿohfulnes	w oː x f u l n e s
ƿohgeorn	w oː x j e o r n
ƿohgestreon	w oː x j e s t r eː o n
ƿohhandede	w oː x h ɑ n d e d e
ƿohhian	w oː x x i ɑ n
ƿohhæmed	w oː x h æː m e d
ƿohhæmende	w oː x h æː m e n d e
ƿohhæmere	w oː x h æː m e r e
ƿohlic	w oː x l iː t͡ʃ
ƿohlice	w oː h l iː t͡ʃ e
ƿohnes	w oː x n e s
ƿohsum	w oː x s u m
ƿol	w oː l
ƿolberende	w oː l b e r e n d e
ƿolberendlic	w oː l b e r e n d l iː t͡ʃ
ƿolbryne	w oː l b r y n e
ƿolbærnes	w oː l b æː r n e s
ƿolcen	w o l k e n
ƿolde	w o l d e
ƿoldæg	w oː l d æ j
ƿolgeƿinn	w oː l j e w i n n
ƿolnes	w oː l n e s
ƿom	w oː m
ƿoma	w oː m ɑ
ƿomm	w o m m
ƿop	w oː p
ƿord	w o r d
ƿorda	w o r d ɑ
ƿordfæst	w o r d f æ s t
ƿordhord	w o r d h o r d
ƿordlaþu	w o r d l ɑ θ u
ƿordsaƿere	w o r d s ɑː w e r e
ƿorhana	w oː r h ɑ n ɑ
ƿorn	w o r n
ƿorold	w o r u l d
ƿoroldar	w o r o l d ɑː r
ƿoruld	w o r u l d
ƿos	w oː s
ƿoþ	w oː θ
ƿrang	w r ɑ n ɡ
ƿraþ	w r ɑː θ
ƿrecan	w r e k ɑ n
ƿrecca	w r e t t͡ʃ ɑ
ƿrecend	w r e k e n d
ƿrecnes	w r e k n e s
ƿrecscipe	w r e k ʃ i p e
ƿregan	w r eː j ɑ n
ƿregendlic	w r eː j e n d l iː t ʃ
ƿrenna	w r e n n ɑ
ƿreon	w r eː o n
ƿrigian	w r iː j i ɑ n
ƿrist	w r i s t
ƿritan	w r iː t ɑ n
ƿrixlan	w r i k s l ɑ n
ƿroht	w r oː x t
ƿrohtsaƿere	w r oː x t s ɑː w e r e
ƿrot	w r oː t
ƿræc	w r æ k
ƿræcca	w r æ t t͡ʃ ɑ
ƿrætlic	w r æː t l iː t ʃ
ƿrætt	w r æː t t
ƿræþþu	w r æː θ θ u
ƿucu	w u k u
ƿudu	w u d u
ƿuduƿasa	w u d u w ɑː s ɑ
ƿuduƿe	w u d u w e
ƿuldor	w u l d o r
ƿuldorbeagian	w u l d o r b æː ɑ ɣ i ɑ n
ƿuldorbeah	w u l d o r b æː ɑ x
ƿuldorcyning	w u l d o r k y n i ŋ ɡ
ƿuldordream	w u l d o r d r æː a m
ƿuldorfull	w u l d o r f u l l
ƿuldorfullian	w u l d o r f u l l i ɑ n
ƿuldorfullice	w u l d o r f u l l iː t͡ʃ e
ƿuldorfæder	w u l d o r f æ d e r
ƿuldorgast	w u l d o r ɡ ɑː s t
ƿuldorgeflogena	w u l d o r j e f l o ɣ e n ɑ
ƿuldorgifu	w u l d o r j i f u
ƿuldorgimm	w u l d o r j i m m
ƿuldorhama	w u l d o r h ɑ m ɑ
ƿuldorheap	w u l d o r h æː ɑ p
ƿuldorhelm	w u l d o r h e l m
ƿuldorlean	w u l d o r l æː ɑ n
ƿuldorlic	w u l d o r l iː t͡ʃ
ƿuldorlice	w u l d o r l iː t͡ʃ e
ƿuldormaga	w u l d o r m ɑː ɣ ɑ
ƿuldorsang	w u l d o r s ɑ ŋ ɡ
ƿuldorsped	w u l d o r s p eː d
ƿuldorspedig	w u l d o r s p eː d i j
ƿuldorþrymm	w u l d o r θ r y m m
ƿuldorƿerod	w u l d o r w e r o d
ƿuldorƿord	w u l d o r w o r d
ƿuldrian	w u l d r i ɑ n
ƿuldrig	w u l d r i j
ƿuldrung	w u l d r u ŋ ɡ
ƿulf	w u l f
ƿull	w u l l
ƿuna	w u n ɑ
ƿund	w u n d
ƿundian	w u n d i ɑ n
ƿundor	w u n d o r
ƿundortacen	w u n d o r t ɑː k e n
ƿundrian	w u n d r i ɑ n
ƿunian	w u n i ɑ n
ƿunne	w u n n e
ƿunnon	w u n n o n
ƿurde	w u r d e
ƿurma	w u r m ɑ
ƿusc	w uː s k
ƿyda	w y d ɑ
ƿylf	w y l f
ƿylfen	w y l f e n
ƿylm	w y l m
ƿynfull	w y n f u l l
ƿynfæst	w y n f æ s t
ƿynn	w y n n
ƿynsum	w y n s u m
ƿyrcan	w y r t͡ʃ ɑ n
ƿyrcend	w y r t͡ʃ e n d
ƿyrd	w y r d
ƿyrdstæf	w y r d s t æ f
ƿyrgan	w y r j ɑ n
ƿyrgan	w y r ɣ ɑ n
ƿyrgen	w y r j e n
ƿyrgþu	w y r ɣ θ u
ƿyrhta	w y r x t ɑ
ƿyrm	w y r m
ƿyrnan	w y r n ɑ n
ƿyrp	w y r p
ƿyrrest	w y r r e s t
ƿyrs	w y r s
ƿyrt	w y r t
ƿyrtian	w y r t i ɑ n
ƿyrtruma	w y r t r u m ɑ
ƿyrþe	w y r θ e
ƿyscan	w yː ʃ ʃ ɑ n
ƿæcnan	w æ k n ɑ n
ƿæd	w æː d
ƿæflian	w æ f l i ɑ n
ƿæg	w æ j
ƿæg	w æː j
ƿæge	w æː j e
ƿægholm	w æː j h o l m
ƿægn	w æ j n
ƿægnƿyrhta	w æ j n̩ w y r x t ɑ
ƿæl	w æ l
ƿælcyrge	w æ l k y r j e
ƿælfyllo	w æ l f y l l o
ƿælhreoƿlice	w æ l x r eː o̯ w l iː t͡ʃ e
ƿælhreoƿnes	w æ l x r eː o̯ w n e s
ƿælniþ	w æ l n iː θ
ƿælreoƿ	w æ l r eː o w
ƿæpen	w æː p e n
ƿæpengetæc	w æː p e n j e t æ k
ƿæpn	w æː p n̩
ƿæpnhus	w æː p n̩ h uː s
ƿæpnian	w æː p n i ɑ n
ƿæpnƿifestre	w æː p n̩ w iː f e s t r e
ƿær	w æ r
ƿær	w æː r
ƿærc	w æ r t͡ʃ
ƿære	w æː r e
ƿærloga	w æː r l o ɣ ɑ
ƿæscan	w æ ʃ ʃ ɑ n
ƿæsp	w æ s p
ƿæstm	w æ s t m
ƿæstmbære	w æ s t m b æː r e
ƿæstmbærnes	w æ s t m̩ b æː r n e s
ƿæt	w æː t
ƿæter	w æ t e r
ƿæteradl	w æ t e r ɑː d l̩
ƿætergelæt	w æ t e r j e l æː t
ƿæterian	w æ t e r i ɑ n
ƿæterseoc	w æ t e r s eː o̯ k
ƿæterseocnes	w æ t e r s eː o̯ k n e s
œþel	øː θ e l
