Ⴁ	b
ტროგლოდიტი	tʼ r ɔ ɡ l ɔ d ɪ tʼ ɪ
ტროლი	tʼ r ɔ l i
ტრომბონი	tʼ r ɔ m b ɔ n ɪ
ტრომბონისტი	tʼ r ɔ m b ɔ n ɪ s tʼ ɪ
ტროპი	tʼ r ɔ pʼ ɪ
ტროპიკი	tʼ r ɔ pʼ ɪ kʼ ɪ
ტროპიკულად	tʼ r ɔ pʼ ɪ kʼ u l ɑ d
ტროპიკული	tʼ r ɔ pʼ ɪ kʼ u l ɪ
ტროტუარი	tʼ r ɔ tʼ u ɑ r ɪ
ტრუბადური	tʼ r u b ɑ d u r ɪ
ტრუიზმი	tʼ r u ɪ z m ɪ
ტრუსი	tʼ r u s ɪ
ტრუსიკი	tʼ r u s i kʼ i
ტრუხა	tʼ r u χ ɑ
ტუალეტი	tʼ u ɑ l ɛ tʼ ɪ
ტუბერკულოზი	tʼ u b ɛ r kʼ u l ɔ z ɪ
ტუვალუ	tʼ u v ɑ l u
ტუზი	tʼ u z ɪ
ტუმბო	tʼ u m b ɔ
ტუნდრა	tʼ u n d r ɑ
ტუნისი	tʼ u n i s i
ტურა	tʼ u r ɑ
ტურბინა	tʼ u r b ɪ n ɑ
ტურბულენტობა	tʼ u r b u l ɛ n tʼ ɔ b ɑ
ტურბულენტურად	tʼ u r b u l ɛ n tʼ u r ɑ d
ტურბულენტური	tʼ u r b u l ɛ n tʼ u r ɪ
ტურიზმი	tʼ u r ɪ z m ɪ
ტურინი	tʼ u r ɪ n ɪ
ტურისტი	tʼ u r ɪ s tʼ ɪ
ტურისტული	tʼ u r ɪ s tʼ u l ɪ
ტურნე	tʼ u r n ɛ
ტურნირი	tʼ u r n ɪ r ɪ
ტუტე	tʼ u tʼ ɛ
ტუჩად	tʼ u t ʃ ɑ d
ტუჩებად	tʼ u t ʃ ɛ b ɑ d
ტუჩები	tʼ u t ʃ ɛ b i
ტუჩებით	tʼ u t ʃ ɛ b i tʰ
ტუჩების	tʼ u t ʃ ɛ b i s
ტუჩებმა	tʼ u t ʃ ɛ b m ɑ
ტუჩებო	tʼ u t ʃ ɛ b ɔ
ტუჩებს	tʼ u t ʃ ɛ b s
ტუჩთა	tʼ u t ʃ tʰ ɑ
ტუჩი	tʼ u t ʃ i
ტუჩით	tʼ u t ʃ i tʰ
ტუჩის	tʼ u t ʃ i s
ტუჩმა	tʼ u t ʃ m ɑ
ტუჩნი	tʼ u t ʃ n i
ტუჩნო	tʼ u t ʃ n ɔ
ტუჩო	tʼ u t ʃ ɔ
ტუჩს	tʼ u t ʃ s
ტფილისი	tʼ pʰ i l i s i
ტყავი	tʼ qʼ ɑ v i
ტყაპანი	tʼ qʼ ɑ pʼ ɑ n ɪ
ტყაპანით	tʼ qʼ ɑ pʼ ɑ n ɪ tʰ
ტყაპუჭი	tʼ qʼ ɑ pʼ u t ʃʼ i
ტყე	tʼ qʼ ɛ
ტყევით	tʼ qʼ ɛ v ɪ tʰ
ტყემალი	tʼ qʼ ɛ m ɑ l i
ტყვარჩელი	tʼ qʼ v ɑ r t ʃ ɛ l i
ტყვე	tʼ qʼ v ɛ
ტყვეობა	tʼ qʼ v ɛ ɔ b ɑ
ტყვია	tʼ qʼ v i ɑ
ტყვიამფრქვევი	tʼ qʼ v i ɑ m pʰ r kʰ v ɛ v i
ტყვნა	tʼ qʼ v n ɑ
ტყიანი	tʼ qʼ ɪ ɑ n ɪ
ტყისქათამი	tʼ qʼ ɪ s kʰ ɑ tʰ ɑ m ɪ
ტყნავს	tʼ qʼ n ɑ v s
ტყნაური	tʼ qʼ n ɑ u r ɪ
ტყუილად	tʼ qʼ u ɪ l ɑ d
ტყუილი	tʼ qʼ u i l i
ტყუპი	tʼ qʼ u pʼ i
უ	u
უადგილო	u ɑ d ɡ i l ɔ
უადგილობა	u ɑ d ɡ ɪ l ɔ b ɑ
უადგილოდ	u ɑ d ɡ i l ɔ d
უაზრო	u ɑ z r ɔ
უაზრობა	u ɑ z r ɔ b ɑ
უაზროდ	u ɑ z r ɔ d
უამრავი	u ɑ m r ɑ v ɪ
უანგარო	u ɑ n ɡ ɑ r ɔ
უანგაროდ	u ɑ n ɡ ɑ r ɔ d
უაპელაციოდ	u ɑ pʼ ɛ l ɑ t s ɪ ɔ d
უარესი	u ɑ r ɛ s i
უარი	u ɑ r i
უარსაყოფი	u ɑ r s ɑ qʼ ɔ pʰ ɪ
უარყოფა	u ɑ r qʼ ɔ pʰ ɑ
უარყოფითად	u ɑ r qʼ ɔ pʰ ɪ tʰ ɑ d
უარყოფითი	u ɑ r qʼ ɔ pʰ ɪ tʰ ɪ
უაღრესად	u ɑ ʁ r ɛ s ɑ d
უახლოესად	u ɑ χ l ɔ ɛ s ɑ d
უახლოესი	u ɑ χ l ɔ ɛ s ɪ
უბადლო	u b ɑ d l ɔ
უბადრუკად	u b ɑ d r u kʼ ɑ d
უბადრუკი	u b ɑ d r u kʼ ɪ
უბანი	u b ɑ n i
უბარი	u b ɑ r ɪ
უბე	u b ɛ
უბედურად	u b ɛ d u r ɑ d
უბედურება	u b ɛ d u r ɛ b ɑ
უბედურები	u b ɛ d u r ɛ b ɪ
უბედური	u b ɛ d u r i
უბერავს	u b ɛ r ɑ v s
უბეჭდო	u b ɛ t ʃʼ d ɔ
უბიწო	u b ɪ t sʼ ɔ
უბნებლიედ	u b n ɛ b l ɪ ɛ d
უბრალო	u b r ɑ l ɔ
უბრალოდ	u b r ɑ l ɔ d
უბრალოება	u b r ɑ l ɔ ɛ b ɑ
უბრობა	u b r ɔ b ɑ
უგანდა	u ɡ ɑ n d ɑ
უგემოვნო	u ɡ ɛ m ɔ v n ɔ
უგემოვნოდ	u ɡ ɛ m ɔ v n ɔ d
უგემრიელესი	u ɡ ɛ m r ɪ ɛ l ɛ s ɪ
უგემურად	u ɡ ɛ m u r ɑ d
უგემური	u ɡ ɛ m u r ɪ
უგვიანესი	u ɡ v ɪ ɑ n ɛ s ɪ
უგზო	u ɡ z ɔ
უგრძესი	u ɡ r d z ɛ s ɪ
უგრძნობად	u ɡ r d z n ɔ b ɑ d
უგრძნობლად	u ɡ r d z n ɔ b l ɑ d
უგრძნობლობა	u ɡ r d z n ɔ b l ɔ b ɑ
უგულებელყოფა	u ɡ u l ɛ b ɛ l qʼ ɔ pʰ ɑ
უგულო	u ɡ u l ɔ
უგულობა	u ɡ u l ɔ b ɑ
უგულოდ	u ɡ u l ɔ d
უგუნებობა	u ɡ u n ɛ b ɔ b ɑ
უგუნურად	u ɡ u n u r ɑ d
უგუნურება	u ɡ u n u r ɛ b ɑ
უგუნური	u ɡ u n u r ɪ
უდაბლესად	u d ɑ b l ɛ s ɑ d
უდაბლესი	u d ɑ b l ɛ s ɪ
უდაბნო	u d ɑ b n ɔ
უდაბური	u d ɑ b u r ɪ
უდავო	u d ɑ v ɔ
უდავოდ	u d ɑ v ɔ d
უდანაშაულო	u d ɑ n ɑ ʃ ɑ u l ɔ
უდარდელად	u d ɑ r d ɛ l ɑ d
უდარდელი	u d ɑ r d ɛ l ɪ
უდარდელობა	u d ɑ r d ɛ l ɔ b ɑ
უდედო	u d ɛ d ɔ
უდიდებულესობა	u d i d ɛ b u l ɛ s ɔ b ɑ
უდიდესი	u d ɪ d ɛ s ɪ
უდიერად	u d ɪ ɛ r ɑ d
უდიერი	u d i ɛ r i
უდიერობა	u d ɪ ɛ r ɔ b ɑ
უდრის	u d r i s
უდროო	u d r ɔ ɔ
უდროოდ	u d r ɔ ɔ d
უდრტვინველად	u d r tʼ v ɪ n v ɛ l ɑ d
უელსი	u ɛ l s i
უემოციოდ	u ɛ m ɔ t s ɪ ɔ d
უეცარი	u ɛ t s ɑ r ɪ
უეცრად	u ɛ t s r ɑ d
უეცრობა	u ɛ t s r ɔ b ɑ
უეჭველი	u ɛ t ʃʼ v ɛ l i
უეჭველობა	u ɛ t ʃʼ v ɛ l ɔ b ɑ
უვარგისად	u v ɑ r ɡ ɪ s ɑ d
უვარგისი	u v ɑ r ɡ ɪ s ɪ
უვარგისობა	u v ɑ r ɡ ɪ s ɔ b ɑ
უვიცად	u v ɪ t s ɑ d
უვიცი	u v ɪ t s ɪ
უვიცობა	u v ɪ t s ɔ b ɑ
უვნებელი	u v n ɛ b ɛ l ɪ
უვნებლად	u v n ɛ b l ɑ d
უზადო	u z ɑ d ɔ
უზანგი	u z ɑ n ɡ ɪ
უზარმაზარი	u z ɑ r m ɑ z ɑ r ɪ
უზარმაცესი	u z ɑ r m ɑ t s ɛ s ɪ
უზბეკეთი	u z b ɛ kʼ ɛ tʰ i
უზენაესად	u z ɛ n ɑ ɛ s ɑ d
უზენაესი	u z ɛ n ɑ ɛ s i
უზენაესობა	u z ɛ n ɑ ɛ s ɔ b ɑ
უზნეო	u z n ɛ ɔ
უზნეობა	u z n ɛ ɔ b ɑ
უზნეოდ	u z n ɛ ɔ d
უზომო	u z ɔ m ɔ
უზომოდ	u z ɔ m ɔ d
უზრდელად	u z r d ɛ l ɑ d
უზრდელი	u z r d ɛ l ɪ
უზრდელობა	u z r d ɛ l ɔ b ɑ
უზრდელურად	u z r d ɛ l u r ɑ d
უზრუნველად	u z r u n v ɛ l ɑ d
უზრუნველი	u z r u n v ɛ l ɪ
უზრუნველობა	u z r u n v ɛ l ɔ b ɑ
უზურპატორი	u z u r pʼ ɑ tʼ ɔ r ɪ
უზურპაცია	u z u r pʼ ɑ t s ɪ ɑ
უზუსტო	u z u s tʼ ɔ
უზუსტობა	u z u s tʼ ɔ b ɑ
უთავო	u tʰ ɑ v ɔ
უთანაბრო	u tʰ ɑ n ɑ b r ɔ
უთანაბრობა	u tʰ ɑ n ɑ b r ɔ b ɑ
უთანაბროდ	u tʰ ɑ n ɑ b r ɔ d
უთანასწორობა	u tʰ ɑ n ɑ s t sʼ ɔ r ɔ b ɑ
უთანხმოება	u tʰ ɑ n χ m ɔ ɛ b ɑ
უთენია	u tʰ ɛ n ɪ ɑ
უთესავს	u tʰ ɛ s ɑ v s
უთესლო	u tʰ ɛ s l ɔ
უთვალო	u tʰ v ɑ l ɔ
უთვლადი	u tʰ v l ɑ d i
უთმო	u tʰ m ɔ
უთო	u tʰ ɔ
უთუო	u tʰ u ɔ
უთხელესი	u tʰ χ ɛ l ɛ s ɪ
უიარაღო	u i ɑ r ɑ ɣ ɔ
უიმედო	u i m ɛ d ɔ
უიმედობა	u ɪ m ɛ d ɔ b ɑ
უიმედოდ	u ɪ m ɛ d ɔ d
უინიციატივო	u i n i t s i ɑ tʼ i v ɔ
უინტერესო	u i n tʼ ɛ r ɛ s ɔ
უინტერესოდ	u ɪ n tʼ ɛ r ɛ s ɔ d
უიღბლო	u i ɣ b l ɔ
უიშვიათესი	u ɪ ʃ v ɪ ɑ tʰ ɛ s ɪ
უკავშიროდ	u kʼ ɑ v ʃ ɪ r ɔ d
უკამათოდ	u kʼ ɑ m ɑ tʰ ɔ d
უკან	u kʼ ɑ n
უკანა	u kʼ ɑ n ɑ
უკანალი	u kʼ ɑ n ɑ l i
უკანასკნელი	u kʼ ɑ n ɑ s kʼ n ɛ l i
უკანონო	u kʼ ɑ n ɔ n ɔ
უკანონობა	u kʼ ɑ n ɔ n ɔ b ɑ
უკანონოდ	u kʼ ɑ n ɔ n ɔ d
უკაპიკო	u kʼ ɑ pʼ i kʼ ɔ
უკარება	u kʼ ɑ r ɛ b ɑ
უკარებად	u kʼ ɑ r ɛ b ɑ d
უკაცრავად	u kʼ ɑ t s r ɑ v ɑ d
უკაცრიელი	u kʼ ɑ t s r ɪ ɛ l ɪ
უკბილო	u kʼ b i l ɔ
უკეთ	u kʼ ɛ tʰ
უკეთესი	u kʼ ɛ tʰ ɛ s ɪ
უკვალო	u kʼ v ɑ l ɔ
უკვამლო	u kʼ v ɑ m l ɔ
უკვდავები	u kʼ v d ɑ v ɛ b ɪ
უკვდავყოფა	u kʼ v d ɑ v qʼ ɔ pʰ ɑ
უკვე	u kʼ v ɛ
უკიდურესად	u kʼ ɪ d u r ɛ s ɑ d
უკიდურესი	u kʼ i d u r ɛ s i
უკიდურესობა	u kʼ ɪ d u r ɛ s ɔ b ɑ
უკლასო	u kʼ l ɑ s ɔ
უკმარისობა	u kʼ m ɑ r ɪ s ɔ b ɑ
უკმარობა	u kʼ m ɑ r ɔ b ɑ
უკმაყოფილება	u kʼ m ɑ qʼ ɔ pʰ i l ɛ b ɑ
უკმაყოფილო	u kʼ m ɑ qʼ ɔ pʰ ɪ l ɔ
უკმაყოფილოდ	u kʼ m ɑ qʼ ɔ pʰ ɪ l ɔ d
უკმეხად	u kʼ m ɛ χ ɑ d
უკმეხი	u kʼ m ɛ χ ɪ
უკმეხობა	u kʼ m ɛ χ ɔ b ɑ
უკნიდან	u kʼ n ɪ d ɑ n
უკომპრომისო	u kʼ ɔ m pʼ r ɔ m i s ɔ
უკრავს	u kʼ r ɑ v s
უკრაინა	u kʼ r ɑ i n ɑ
უკრიტიკო	u kʼ r i tʼ i kʼ ɔ
უკრიტიკოდ	u kʼ r i tʼ i kʼ ɔ d
უკუდო	u kʼ u d ɔ
უკუკავშირი	u kʼ u kʼ ɑ v ʃ ɪ r ɪ
უკულტურო	u kʼ u l tʼ u r ɔ
უკუმოძრაობა	u kʼ u m ɔ d z r ɑ ɔ b ɑ
უკურნებლად	u kʼ u r n ɛ b l ɑ d
უკუქმედება	u kʼ u kʰ m ɛ d ɛ b ɑ
უკუქცევა	u kʼ u kʰ t s ɛ v ɑ
უკუქცევითი	u kʼ u kʰ t s ɛ v ɪ tʰ ɪ
უკუღმა	u kʼ u ʁ m ɑ
უკუცემა	u kʼ u t s ɛ m ɑ
ულაზათო	u l ɑ z ɑ tʰ ɔ
ულაზათობა	u l ɑ z ɑ tʰ ɔ b ɑ
ულაზათოდ	u l ɑ z ɑ tʰ ɔ d
ულამაზესი	u l ɑ m ɑ z ɛ s ɪ
ულამაზო	u l ɑ m ɑ z ɔ
ულაყი	u l ɑ qʼ ɪ
ულვაშებიანი	u l v ɑ ʃ ɛ b ɪ ɑ n ɪ
ულვაში	u l v ɑ ʃ i
ულმობელი	u l m ɔ b ɛ l ɪ
ულმობლად	u l m ɔ b l ɑ d
ულმობლობა	u l m ɔ b l ɔ b ɑ
ულოგიკობა	u l ɔ ɡ ɪ kʼ ɔ b ɑ
ულტიმატუმი	u l tʼ ɪ m ɑ tʼ u m ɪ
ულტრაბგერითი	u l tʼ r ɑ b ɡ ɛ r ɪ tʰ ɪ
ულტრამარინი	u l tʼ r ɑ m ɑ r ɪ n ɪ
ულუფა	u l u pʰ ɑ
უმაგალითო	u m ɑ ɡ ɑ l ɪ tʰ ɔ
უმაგრესი	u m ɑ ɡ r ɛ s ɪ
უმადურად	u m ɑ d u r ɑ d
უმადური	u m ɑ d u r ɪ
უმადურობა	u m ɑ d u r ɔ b ɑ
უმავთულო	u m ɑ v tʰ u l ɔ
უმალესად	u m ɑ l ɛ s ɑ d
უმამო	u m ɑ m ɔ
უმანკო	u m ɑ n kʼ ɔ
უმანკოდ	u m ɑ n kʼ ɔ d
უმანკოება	u m ɑ n kʼ ɔ ɛ b ɑ
უმარილო	u m ɑ r i l ɔ
უმარტივესი	u m ɑ r tʼ i v ɛ s i
უმაღლესად	u m ɑ ʁ l ɛ s ɑ d
უმაღლესი	u m ɑ ɣ l ɛ s i
უმახვილო	u m ɑ x v i l ɔ
უმდაბლესი	u m d ɑ b l ɛ s ɪ
უმდიდრესი	u m d ɪ d r ɛ s ɪ
უმეგობრო	u m ɛ ɡ ɔ b r ɔ
უმეგობრობა	u m ɛ ɡ ɔ b r ɔ b ɑ
უმზეო	u m z ɛ ɔ
უმზერს	u m z ɛ r s
უმთავრესად	u m tʰ ɑ v r ɛ s ɑ d
უმთვარო	u m tʰ v ɑ r ɔ
უმი	u m i
უმიზეზო	u m i z ɛ z ɔ
უმიზნო	u m i z n ɔ
უმიზნოდ	u m ɪ z n ɔ d
უმიწო	u m i t sʼ ɔ
უმლაუტი	u m l ɑ u tʼ ɪ
უმნიშვნელო	u m n ɪ ʃ v n ɛ l ɔ
უმნიშვნელოდ	u m n ɪ ʃ v n ɛ l ɔ d
უმოქმედო	u m ɔ kʰ m ɛ d ɔ
უმოქმედობა	u m ɔ kʰ m ɛ d ɔ b ɑ
უმოძრაო	u m ɔ d z r ɑ ɔ
უმოძრაოდ	u m ɔ d z r ɑ ɔ d
უმრავლესობა	u m r ɑ v l ɛ s ɔ b ɑ
უმტკივნეულო	u m tʼ kʼ i v n ɛ u l ɔ
უმტკივნეულოდ	u m tʼ kʼ i v n ɛ u l ɔ d
უმუშევრობა	u m u ʃ ɛ v r ɔ b ɑ
უმცირესი	u m t s ɪ r ɛ s ɪ
უმცირესობა	u m t s i r ɛ s ɔ b ɑ
უმცროსი	u m t s r ɔ s ɪ
უმძიმესი	u m d z ɪ m ɛ s ɪ
უმწეო	u m t sʼ ɛ ɔ
უმწეობა	u m t sʼ ɛ ɔ b ɑ
უმწეოდ	u m t sʼ ɛ ɔ d
უმწიკვლო	u m t sʼ ɪ kʼ v l ɔ
უმწიკვლოდ	u m t sʼ ɪ kʼ v l ɔ d
უმჭიდროესი	u m t ʃʼ ɪ d r ɔ ɛ s ɪ
უმხედრო	u m x ɛ d r ɔ
უნაბი	u n ɑ b ɪ
უნაგირა	u n ɑ ɡ ɪ r ɑ
უნაზესი	u n ɑ z ɛ s ɪ
უნაკლო	u n ɑ kʼ l ɔ
უნაკლოდ	u n ɑ kʼ l ɔ d
უნამუსო	u n ɑ m u s ɔ
უნამუსობა	u n ɑ m u s ɔ b ɑ
უნამუსოდ	u n ɑ m u s ɔ d
უნარი	u n ɑ r i
უნარიანად	u n ɑ r ɪ ɑ n ɑ d
უნარიანი	u n ɑ r i ɑ n i
უნარიანობა	u n ɑ r i ɑ n ɔ b ɑ
უნაყოფო	u n ɑ qʼ ɔ pʰ ɔ
უნაყოფობა	u n ɑ qʼ ɔ pʰ ɔ b ɑ
უნაყოფოდ	u n ɑ qʼ ɔ pʰ ɔ d
უნგრული	u n ɡ r u l ɪ
უნდა	u n d ɑ
უნდობელი	u n d ɔ b ɛ l ɪ
უნდობლად	u n d ɔ b l ɑ d
უნდობლობა	u n d ɔ b l ɔ b ɑ
უნებართვო	u n ɛ b ɑ r tʰ v ɔ
უნებლიე	u n ɛ b l ɪ ɛ
უნებლიეთ	u n ɛ b l ɪ ɛ tʰ
უნელესად	u n ɛ l ɛ s ɑ d
უნივერსალურად	u n ɪ v ɛ r s ɑ l u r ɑ d
უნივერსალური	u n i v ɛ r s ɑ l u r i
უნივერსიტეტად	u n ɪ v ɛ r s ɪ tʼ ɛ tʼ ɑ d
უნივერსიტეტი	u n ɪ v ɛ r s ɪ tʼ ɛ tʼ ɪ
უნივერსიტეტით	u n ɪ v ɛ r s ɪ tʼ ɛ tʼ ɪ tʰ
უნივერსიტეტის	u n ɪ v ɛ r s ɪ tʼ ɛ tʼ ɪ s
უნივერსიტეტმა	u n ɪ v ɛ r s ɪ tʼ ɛ tʼ m ɑ
უნივერსიტეტს	u n ɪ v ɛ r s ɪ tʼ ɛ tʼ s
უნიკალურად	u n ɪ kʼ ɑ l u r ɑ d
უნიკალური	u n ɪ kʼ ɑ l u r ɪ
უნიკალურობა	u n ɪ kʼ ɑ l u r ɔ b ɑ
უნისონი	u n ɪ s ɔ n ɪ
უნიტაზი	u n ɪ tʼ ɑ z ɪ
უნიტარული	u n ɪ tʼ ɑ r u l ɪ
უნიფიკაცია	u n ɪ pʰ ɪ kʼ ɑ t s ɪ ɑ
უნუგეშო	u n u ɡ ɛ ʃ ɔ
უნუგეშოდ	u n u ɡ ɛ ʃ ɔ d
უნუნოქტიუმი	u n u n ɔ kʰ tʼ i u m i
უნუნპენტიუმი	u n u n pʼ ɛ n tʼ i u m i
უნუნსეპტიუმი	u n u n s ɛ pʼ tʼ i u m i
უნუნტრიუმი	u n u n tʼ r i u m i
უპასუხისმგებლოდ	u pʼ ɑ s u χ ɪ s m ɡ ɛ b l ɔ d
უპასუხო	u pʼ ɑ s u x ɔ
უპატივცემლო	u pʼ ɑ tʼ i v t s ɛ m l ɔ
უპატივცემლოდ	u pʼ ɑ tʼ ɪ v t s ɛ m l ɔ d
უპატივცემულოდ	u pʼ ɑ tʼ ɪ v t s ɛ m u l ɔ d
უპატიოსნო	u pʼ ɑ tʼ i ɔ s n ɔ
უპატიოსნობა	u pʼ ɑ tʼ ɪ ɔ s n ɔ b ɑ
უპატიოსნოდ	u pʼ ɑ tʼ ɪ ɔ s n ɔ d
უპატრონო	u pʼ ɑ tʼ r ɔ n ɔ
უპირატესად	u pʼ ɪ r ɑ tʼ ɛ s ɑ d
უპირატესი	u pʼ ɪ r ɑ tʼ ɛ s ɪ
უპირატესობა	u pʼ i r ɑ tʼ ɛ s ɔ b ɑ
უპირველესად	u pʼ ɪ r v ɛ l ɛ s ɑ d
უპირო	u pʼ i r ɔ
უპირობო	u pʼ i r ɔ b ɔ
უპირობოდ	u pʼ ɪ r ɔ b ɔ d
უპიროდ	u pʼ i r ɔ d
უპრეტენზიო	u pʼ r ɛ tʼ ɛ n z ɪ ɔ
უპრეცედენტო	u pʼ r ɛ t s ɛ n d ɛ n tʼ ɔ
უპრეცენდენტოდ	u pʼ r ɛ t s ɛ n d ɛ n tʼ ɔ d
უპრინციპო	u pʼ r ɪ n t s ɪ pʼ ɔ
ურანი	u r ɑ n i
ურბანიზაცია	u r b ɑ n ɪ z ɑ t s ɪ ɑ
ურდო	u r d ɔ
ურემი	u r ɛ m i
ურთიერთობა	u r tʰ i ɛ r tʰ ɔ b ɑ
ურთხმელი	u r tʰ χ m ɛ l ɪ
ურია	u r i ɑ
ურიგო	u r i ɡ ɔ
ურიკა	u r ɪ kʼ ɑ
ურნა	u r n ɑ
ურო	u r ɔ
ურუგვაი	u r u ɡ v ɑ i
ურქო	u r kʰ ɔ
ურყევად	u r qʼ ɛ v ɑ d
ურყევი	u r qʼ ɛ v i
ურყეობა	u r qʼ ɛ ɔ b ɑ
ურჩად	u r t ʃ ɑ d
ურჩი	u r t ʃ i
ურჩობა	u r t ʃ ɔ b ɑ
ურჩხი	u r t ʃ x i
ურჩხული	u r t ʃ χ u l ɪ
ურცხვად	u r t s χ v ɑ d
ურცხვი	u r t s χ v ɪ
ურცხვობა	u r t s χ v ɔ b ɑ
ურწმუნო	u r t sʼ m u n ɔ
ურწმუნოდ	u r t sʼ m u n ɔ d
ურწმუნოება	u r t sʼ m u n ɔ ɛ b ɑ
უსაბუთო	u s ɑ b u tʰ ɔ
უსაზიზღრესი	u s ɑ z ɪ z ʁ r ɛ s ɪ
უსაზღვრო	u s ɑ z ɣ v r ɔ
უსაზღვროდ	u s ɑ z ʁ v r ɔ d
უსამართლო	u s ɑ m ɑ r tʰ l ɔ
უსამართლოდ	u s ɑ m ɑ r tʰ l ɔ d
უსარგებლო	u s ɑ r ɡ ɛ b l ɔ
უსარგებლობა	u s ɑ r ɡ ɛ b l ɔ b ɑ
უსარგებლოდ	u s ɑ r ɡ ɛ b l ɔ d
უსასრულო	u s ɑ s r u l ɔ
უსასრულობა	u s ɑ s r u l ɔ b ɑ
უსასრულოდ	u s ɑ s r u l ɔ d
უსაფრთხო	u s ɑ pʰ r tʰ x ɔ
უსაფრთხოდ	u s ɑ pʰ r tʰ χ ɔ d
უსაფრთხოება	u s ɑ pʰ r tʰ χ ɔ ɛ b ɑ
უსაფუძვლო	u s ɑ pʰ u d z v l ɔ
უსაქმური	u s ɑ kʰ m u r ɪ
უსაქმურობა	u s ɑ kʰ m u r ɔ b ɑ
უსახელაური	u s ɑ χ ɛ l ɑ u r ɪ
უსახელო	u s ɑ χ ɛ l ɔ
უსახლკარო	u s ɑ χ l kʼ ɑ r ɔ
უსახო	u s ɑ χ ɔ
უსახურავო	u s ɑ χ u r ɑ v ɔ
უსიამოვნება	u s ɪ ɑ m ɔ v n ɛ b ɑ
უსიამოვნო	u s ɪ ɑ m ɔ v n ɔ
უსიამოვნოდ	u s ɪ ɑ m ɔ v n ɔ d
უსიზმრო	u s ɪ z m r ɔ
უსიმპატიოდ	u s ɪ m pʼ ɑ tʼ ɪ ɔ d
უსიმპტომო	u s ɪ m pʼ tʼ ɔ m ɔ
უსინათლო	u s ɪ n ɑ tʰ l ɔ
უსირცხვილო	u s i r t s x v i l ɔ
უსირცხვილობა	u s i r t s x v i l ɔ b ɑ
უსირცხვილოდ	u s ɪ r t s χ v ɪ l ɔ d
უსირცხვულოდ	u s ɪ r t s χ v u l ɔ d
უსისტემო	u s ɪ s tʼ ɛ m ɔ
უსიტყვო	u s i tʼ qʼ v ɔ
უსიტყვოდ	u s ɪ tʼ qʼ v ɔ d
უსიყვარულო	u s i qʼ v ɑ r u l ɔ
უსიცოცხლო	u s ɪ t s ɔ t s χ l ɔ
უსიცოცხლოდ	u s ɪ t s ɔ t s χ l ɔ d
უსიხარულო	u s ɪ χ ɑ r u l ɔ
უსიხარულოდ	u s ɪ χ ɑ r u l ɔ d
უსკურა	u s kʼ u r ɑ
უსმენს	u s m ɛ n s
უსტაბაში	u s tʼ ɑ b ɑ ʃ i
უსულო	u s u l ɔ
უსულოდ	u s u l ɔ d
უსუნო	u s u n ɔ
უსურვებს	u s u r v ɛ b s
უსუსტესი	u s u s tʼ ɛ s ɪ
უსუფთაო	u s u pʰ tʰ ɑ ɔ
უსუფთაობა	u s u pʰ tʰ ɑ ɔ b ɑ
უსქესო	u s kʰ ɛ s ɔ
უსწორმასწორო	u s t sʼ ɔ r m ɑ s t sʼ ɔ r ɔ
უსწორმასწოროდ	u s t sʼ ɔ r m ɑ s t sʼ ɔ r ɔ d
უსწრაფესი	u s t sʼ r ɑ pʰ ɛ s ɪ
უსხი	u s x i
უტაქტო	u tʼ ɑ kʰ tʼ ɔ
უტაქტობა	u tʼ ɑ kʰ tʼ ɔ b ɑ
უტაქტოდ	u tʼ ɑ kʰ tʼ ɔ d
უტვინო	u tʼ v ɪ n ɔ
უტილიტარიზმი	u tʼ ɪ l ɪ tʼ ɑ r ɪ z m ɪ
უტილიტარისტი	u tʼ ɪ l ɪ tʼ ɑ r ɪ s tʼ ɪ
უტილიტარული	u tʼ ɪ l ɪ tʼ ɑ r u l ɪ
უტიფარი	u tʼ i pʰ ɑ r i
უტიფრად	u tʼ ɪ pʰ r ɑ d
უტოპია	u tʼ ɔ pʼ ɪ ɑ
უტოპიური	u tʼ ɔ pʼ i u r i
უტყეო	u tʼ qʼ ɛ ɔ
უტყვი	u tʼ qʼ v i
უტყუარი	u tʼ qʼ u ɑ r ɪ
უტყუარობა	u tʼ qʼ u ɑ r ɔ b ɑ
უუნაგიროდ	u u n ɑ ɡ ɪ r ɔ d
უუნარო	u u n ɑ r ɔ
უუნარობა	u u n ɑ r ɔ b ɑ
უუნაროდ	u u n ɑ r ɔ d
უუფლებო	u u pʰ l ɛ b ɔ
უფალი	u pʰ ɑ l i
უფართოესი	u pʰ ɑ r tʰ ɔ ɛ s ɪ
უფასო	u pʰ ɑ s ɔ
უფასოდ	u pʰ ɑ s ɔ d
უფერული	u pʰ ɛ r u l ɪ
უფერულობა	u pʰ ɛ r u l ɔ b ɑ
უფესვო	u pʰ ɛ s v ɔ
უფეხო	u pʰ ɛ χ ɔ
უფლება	u pʰ l ɛ b ɑ
უფლებამოსილი	u pʰ l ɛ b ɑ m ɔ s ɪ l ɪ
უფლისწული	u pʰ l ɪ s t sʼ u l ɪ
უფოთლო	u pʰ ɔ tʰ l ɔ
უფორმო	u pʰ ɔ r m ɔ
უფორმობა	u pʰ ɔ r m ɔ b ɑ
უფორმოდ	u pʰ ɔ r m ɔ d
უფრთო	u pʰ r tʰ ɔ
უფრო	u pʰ r ɔ
