a	ɒ
településen	t ɛ l ɛ p y l eː ʃ ɛ n
települést	t ɛ l ɛ p y l eː ʃ t
teleszkóp	t ɛ l ɛ s k oː p
telet	t ɛ l ɛ t
televény	t ɛ l ɛ v eː ɲ
televények	t ɛ l ɛ v eː ɲ ɛ k
televízió	t ɛ l ɛ v iː z iʲ oː
televízióban	t ɛ l ɛ v iː z iʲ oː b ɒ n
televíziók	t ɛ l ɛ v iː z iʲ oː k
televíziónéző	t ɛ l ɛ v iː z iʲ oː n eː z øː
teli	t ɛ l i
telihold	t ɛ l i ɦ o l d
telik	t ɛ l i k
telivér	t ɛ l i v eː r
teljes	t ɛ jː ɛ ʃ
teljesbe	t ɛ jː ɛ ʒ b ɛ
teljesben	t ɛ jː ɛ ʒ b ɛ n
teljesből	t ɛ jː ɛ ʒ b øː l
teljesebb	t ɛ jː ɛ ʃ ɛ bː
teljesebben	t ɛ jː ɛ ʃ ɛ bː ɛ n
teljesek	t ɛ jː ɛ ʃ ɛ k
teljesekbe	t ɛ jː ɛ ʃ ɛ ɡ b ɛ
teljesekben	t ɛ jː ɛ ʃ ɛ ɡ b ɛ n
teljesekből	t ɛ jː ɛ ʃ ɛ ɡ b øː l
teljeseken	t ɛ jː ɛ ʃ ɛ k ɛ n
teljeseket	t ɛ jː ɛ ʃ ɛ k ɛ t
teljesekhez	t ɛ jː ɛ ʃ ɛ k h ɛ z
teljesekig	t ɛ jː ɛ ʃ ɛ k i ɡ
teljesekkel	t ɛ jː ɛ ʃ ɛ kː ɛ l
teljesekké	t ɛ jː ɛ ʃ ɛ kː eː
teljesekként	t ɛ jː ɛ ʃ ɛ kː eː n t
teljeseknek	t ɛ jː ɛ ʃ ɛ k n ɛ k
teljeseknél	t ɛ jː ɛ ʃ ɛ k n eː l
teljesekre	t ɛ jː ɛ ʃ ɛ k r ɛ
teljesekről	t ɛ jː ɛ ʃ ɛ k r øː l
teljesektől	t ɛ jː ɛ ʃ ɛ k t øː l
teljesekért	t ɛ jː ɛ ʃ ɛ k eː r t
teljesen	t ɛ jː ɛ ʃ ɛ n
teljeset	t ɛ jː ɛ ʃ ɛ t
teljeshez	t ɛ jː ɛ ʃ h ɛ z
teljesig	t ɛ jː ɛ ʃ i ɡ
teljesként	t ɛ jː ɛ ʃ k eː n t
teljesnek	t ɛ jː ɛ ʃ n ɛ k
teljesnél	t ɛ jː ɛ ʃ n eː l
teljesre	t ɛ jː ɛ ʃ r ɛ
teljesről	t ɛ jː ɛ ʃ r øː l
teljessel	t ɛ jː ɛ ʃː ɛ l
teljesszög	t ɛ jː ɛ ʃ s ø ɡ
teljesszögek	t ɛ jː ɛ ʃ s ø ɡ ɛ k
teljessé	t ɛ jː ɛ ʃː eː
teljesség	t ɛ jː ɛ ʃː eː ɡ
teljességben	t ɛ jː ɛ ʃː eː ɡ b ɛ n
teljestől	t ɛ jː ɛ ʃ t øː l
teljesért	t ɛ jː ɛ ʃ eː r t
teljesít	t ɛ jː ɛ ʃ iː t
teljesítenek	t ɛ jː ɛ ʃ iː t ɛ n ɛ k
teljesíteni	t ɛ jː ɛ ʃ iː t ɛ n i
teljesítménnyel	t ɛ jː ɛ ʃ iː t m eː ɲː ɛ l
teljesítmény	t ɛ jː ɛ ʃ iː t m eː ɲ
teljesítménye	t ɛ jː ɛ ʃ iː t m eː ɲ ɛ
teljesítmények	t ɛ jː ɛ ʃ iː t m eː ɲ ɛ k
teljesítményt	t ɛ jː ɛ ʃ iː t m eː ɲ t
teljesítményét	t ɛ jː ɛ ʃ iː t m eː ɲ eː t
teljesítményű	t ɛ jː ɛ ʃ iː t m eː ɲ yː
teljesítés	t ɛ jː ɛ ʃ iː t eː ʃ
teljesítése	t ɛ jː ɛ ʃ iː t eː ʃ ɛ
teljesítését	t ɛ jː ɛ ʃ iː t eː ʃ eː t
teljesül	t ɛ jː ɛ ʃ y l
telkek	t ɛ l k ɛ k
telkeken	t ɛ l k ɛ k ɛ n
telken	t ɛ l k ɛ n
tellik	t ɛ lː i k
tellúr	t ɛ lː uː r
telt	t ɛ l t
telít	t ɛ l iː t
telítetlen	t ɛ l iː t ɛ t l ɛ n
telített	t ɛ l iː t ɛ tː
telítődik	t ɛ l iː t øː d i k
tematikus	t ɛ m ɒ t i k u ʃ
temelletted	t ɛ m ɛ lː ɛ tː ɛ d
temelléd	t ɛ m ɛ lː eː d
temellőled	t ɛ m ɛ lː øː l ɛ d
temesse	t ɛ m ɛ ʃː ɛ
temessem	t ɛ m ɛ ʃː ɛ m
temesvár	t ɛ m ɛ ʃ v aː r
temet	t ɛ m ɛ t
temetetlen	t ɛ m ɛ t ɛ t l ɛ n
temeti	t ɛ m ɛ t i
temetség	t ɛ m ɛ t ʃ eː ɡ
temette	t ɛ m ɛ tː ɛ
temetés	t ɛ m ɛ t eː ʃ
temetések	t ɛ m ɛ t eː ʃ ɛ k
temetési	t ɛ m ɛ t eː ʃ i
temető	t ɛ m ɛ t øː
temetőben	t ɛ m ɛ t øː b ɛ n
temetők	t ɛ m ɛ t øː k
temperamentum	t ɛ m p ɛ r ɒ m ɛ n t u m
templom	t ɛ m p l o m
templomba	t ɛ m p l o m b ɒ
templomban	t ɛ m p l o m b ɒ n
templomi	t ɛ m p l o m i
templomok	t ɛ m p l o m o k
templomokat	t ɛ m p l o m o k ɒ t
templomokba	t ɛ m p l o m o ɡ b ɒ
templomokban	t ɛ m p l o m o ɡ b ɒ n
templomot	t ɛ m p l o m o t
tempó	t ɛ m p oː
temze	t ɛ m z ɛ
temögéd	t ɛ m ø ɡ eː d
temögötted	t ɛ m ø ɡ ø tː ɛ d
temögüled	t ɛ m ø ɡ y l ɛ d
tendencia	t ɛ n d ɛ n t͡s iʲ ɒ
tendenciák	t ɛ n d ɛ n t͡s iʲ aː k
tendál	t ɛ n d aː l
teneked	t ɛ n ɛ k ɛ d
tengelic	t ɛ ŋ ɡ ɛ l i t͡s
tengelicek	t ɛ ŋ ɡ ɛ l i t͡s ɛ k
tengely	t ɛ ŋ ɡ ɛ j
tengelyek	t ɛ ŋ ɡ ɛ j ɛ k
tengelykapcsoló	t ɛ ŋ ɡ ɛ j k ɒ p t͡ʃ o l oː
tengelykapcsolók	t ɛ ŋ ɡ ɛ j k ɒ p t͡ʃ o l oː k
tenger	t ɛ ŋ ɡ ɛ r
tengeralattjáró	t ɛ ŋ ɡ ɛ r ɒ l ɒ t j aː r oː
tengerben	t ɛ ŋ ɡ ɛ r b ɛ n
tengerek	t ɛ ŋ ɡ ɛ r ɛ k
tengerekben	t ɛ ŋ ɡ ɛ r ɛ ɡ b ɛ n
tengeren	t ɛ ŋ ɡ ɛ r ɛ n
tengerfenék	t ɛ ŋ ɡ ɛ r f ɛ n eː k
tengeri	t ɛ ŋ ɡ ɛ r i
tengeribetegség	t ɛ ŋ ɡ ɛ r i b ɛ t ɛ k ʃ eː ɡ
tengerimalac	t ɛ ŋ ɡ ɛ r i m ɒ l ɒ t͡s
tengerimalacok	t ɛ ŋ ɡ ɛ r i m ɒ l ɒ t͡s o k
tengeriuborka	t ɛ ŋ ɡ ɛ r iʲ u b o r k ɒ
tengermély	t ɛ ŋ ɡ ɛ r m eː j
tengernagy	t ɛ ŋ ɡ ɛ r n ɒ ɟ
tengernyi	t ɛ ŋ ɡ ɛ r ɲ i
tengernél	t ɛ ŋ ɡ ɛ r n eː l
tengerpart	t ɛ ŋ ɡ ɛ r p ɒ r t
tengerparti	t ɛ ŋ ɡ ɛ r p ɒ r t i
tengerpartja	t ɛ ŋ ɡ ɛ r p ɒ r c ɒ
tengerpartok	t ɛ ŋ ɡ ɛ r p ɒ r t o k
tengerparton	t ɛ ŋ ɡ ɛ r p ɒ r t o n
tengerpartunk	t ɛ ŋ ɡ ɛ r p ɒ r t u ŋ k
tengerész	t ɛ ŋ ɡ ɛ r eː s
tengerészek	t ɛ ŋ ɡ ɛ r eː s ɛ k
tengerészkék	t ɛ ŋ ɡ ɛ r eː s k eː k
tenisz	t ɛ n i s
teniszezik	t ɛ n i s ɛ z i k
teniszeznek	t ɛ n i s ɛ z n ɛ k
teniszeztek	t ɛ n i s ɛ s t ɛ k
teniszpálya	t ɛ n i s p aː j ɒ
tenne	t ɛ nː ɛ
tenni	t ɛ nː i
tennivaló	t ɛ nː i v ɒ l oː
tenné	t ɛ nː eː
tennéd	t ɛ nː eː d
tennék	t ɛ nː eː k
tennél	t ɛ nː eː l
tennélek	t ɛ nː eː l ɛ k
tenném	t ɛ nː eː m
tennénk	t ɛ nː eː ŋ k
tennétek	t ɛ nː eː t ɛ k
tente	t ɛ n t ɛ
tenyere	t ɛ ɲ ɛ r ɛ
tenyered	t ɛ ɲ ɛ r ɛ d
tenyerei	t ɛ ɲ ɛ r ɛʲ i
tenyereid	t ɛ ɲ ɛ r ɛʲ i d
tenyereik	t ɛ ɲ ɛ r ɛʲ i k
tenyereim	t ɛ ɲ ɛ r ɛʲ i m
tenyereink	t ɛ ɲ ɛ r ɛʲ i ŋ k
tenyereitek	t ɛ ɲ ɛ r ɛʲ i t ɛ k
tenyerek	t ɛ ɲ ɛ r ɛ k
tenyereken	t ɛ ɲ ɛ r ɛ k ɛ n
tenyerekre	t ɛ ɲ ɛ r ɛ k r ɛ
tenyerem	t ɛ ɲ ɛ r ɛ m
tenyeretek	t ɛ ɲ ɛ r ɛ t ɛ k
tenyerük	t ɛ ɲ ɛ r y k
tenyerünk	t ɛ ɲ ɛ r y ŋ k
tenyerű	t ɛ ɲ ɛ r yː
tenyér	t ɛ ɲ eː r
tenyéren	t ɛ ɲ eː r ɛ n
tenyérjóslás	t ɛ ɲ eː r j oː ʃ l aː ʃ
tenyérnyi	t ɛ ɲ eː r ɲ i
tenyérre	t ɛ ɲ eː rː ɛ
tenyészt	t ɛ ɲ eː s t
tenálad	t ɛ n aː l ɒ d
tenéked	t ɛ n eː k ɛ d
teodolit	t ɛ o d o l i t
teológia	t ɛ o l oː ɡ iʲ ɒ
teológiai	t ɛ o l oː ɡ iʲ ɒʲ i
teológus	t ɛ o l oː ɡ u ʃ
teológusok	t ɛ o l oː ɡ u ʃ o k
teoretikus	t ɛ o r ɛ t i k u ʃ
teoretikusan	t ɛ o r ɛ t i k u ʃ ɒ n
teoretikusok	t ɛ o r ɛ t i k u ʃ o k
tepsi	t ɛ p ʃ i
tepsik	t ɛ p ʃ i k
terajtad	t ɛ r ɒ j t ɒ d
terapeuta	t ɛ r ɒ p ɛ u t ɒ
terasz	t ɛ r ɒ s
teraszok	t ɛ r ɒ s o k
tere	t ɛ r ɛ
terefere	t ɛ r ɛ f ɛ r ɛ
tereget	t ɛ r ɛ ɡ ɛ t
terei	t ɛ r ɛʲ i
terek	t ɛ r ɛ k
terekben	t ɛ r ɛ ɡ b ɛ n
tereken	t ɛ r ɛ k ɛ n
tereket	t ɛ r ɛ k ɛ t
terel	t ɛ r ɛ l
terelget	t ɛ r ɛ l ɡ ɛ t
terem	t ɛ r ɛ m
terembe	t ɛ r ɛ m b ɛ
teremben	t ɛ r ɛ m b ɛ n
teremt	t ɛ r ɛ m t
teremteni	t ɛ r ɛ m t ɛ n i
teremtetik	t ɛ r ɛ m t ɛ t i k
teremtmény	t ɛ r ɛ m t m eː ɲ
teremtmények	t ɛ r ɛ m t m eː ɲ ɛ k
teremtés	t ɛ r ɛ m t eː ʃ
teremtések	t ɛ r ɛ m t eː ʃ ɛ k
teremtő	t ɛ r ɛ m t øː
terep	t ɛ r ɛ p
terepek	t ɛ r ɛ p ɛ k
terepen	t ɛ r ɛ p ɛ n
terepet	t ɛ r ɛ p ɛ t
terephullámokat	t ɛ r ɛ p h u lː aː m o k ɒ t
teret	t ɛ r ɛ t
tereád	t ɛ r ɛ aː d
terhe	t ɛ r ɦ ɛ
terhed	t ɛ r ɦ ɛ d
terhei	t ɛ r ɦ ɛʲ i
terheid	t ɛ r ɦ ɛʲ i d
terheik	t ɛ r ɦ ɛʲ i k
terheim	t ɛ r ɦ ɛʲ i m
terheink	t ɛ r ɦ ɛʲ i ŋ k
terheitek	t ɛ r ɦ ɛʲ i t ɛ k
terhek	t ɛ r ɦ ɛ k
terhel	t ɛ r ɦ ɛ l
terhelés	t ɛ r ɦ ɛ l eː ʃ
terhem	t ɛ r ɦ ɛ m
terhes	t ɛ r ɦ ɛ ʃ
terhesek	t ɛ r ɦ ɛ ʃ ɛ k
terhesség	t ɛ r ɦ ɛ ʃː eː ɡ
terhességek	t ɛ r ɦ ɛ ʃː eː ɡ ɛ k
terhet	t ɛ r ɦ ɛ t
terhetek	t ɛ r ɦ ɛ t ɛ k
terhére	t ɛ r ɦ eː r ɛ
terhét	t ɛ r ɦ eː t
terhük	t ɛ r ɦ y k
terhünk	t ɛ r ɦ y ŋ k
teri	t ɛ r i
terit	t ɛ r i t
terjed	t ɛ r j ɛ d
terjedelem	t ɛ r j ɛ d ɛ l ɛ m
terjedelmek	t ɛ r j ɛ d ɛ l m ɛ k
terjedelmes	t ɛ r j ɛ d ɛ l m ɛ ʃ
terjedelmesebb	t ɛ r j ɛ d ɛ l m ɛ ʃ ɛ bː
terjedelmesek	t ɛ r j ɛ d ɛ l m ɛ ʃ ɛ k
terjedelmű	t ɛ r j ɛ d ɛ l m yː
terjedés	t ɛ r j ɛ d eː ʃ
terjengős	t ɛ r j ɛ ŋ ɡ øː ʃ
terjeszt	t ɛ r j ɛ s t
terjeszthető	t ɛ r j ɛ s t h ɛ t øː
terjesztés	t ɛ r j ɛ s t eː ʃ
termek	t ɛ r m ɛ k
termeket	t ɛ r m ɛ k ɛ t
termel	t ɛ r m ɛ l
termelékeny	t ɛ r m ɛ l eː k ɛ ɲ
termelékenység	t ɛ r m ɛ l eː k ɛ ɲ ʃ eː ɡ
termelékenységek	t ɛ r m ɛ l eː k ɛ ɲ ʃ eː ɡ ɛ k
termelés	t ɛ r m ɛ l eː ʃ
termelések	t ɛ r m ɛ l eː ʃ ɛ k
termelő	t ɛ r m ɛ l øː
termelők	t ɛ r m ɛ l øː k
termen	t ɛ r m ɛ n
termesz	t ɛ r m ɛ s
termeszt	t ɛ r m ɛ s t
termet	t ɛ r m ɛ t
termetek	t ɛ r m ɛ t ɛ k
termetes	t ɛ r m ɛ t ɛ ʃ
termetű	t ɛ r m ɛ t yː
terminológia	t ɛ r m i n o l oː ɡ iʲ ɒ
terminológiák	t ɛ r m i n o l oː ɡ iʲ aː k
termálfürdő	t ɛ r m aː l f y r d øː
termék	t ɛ r m eː k
termékcsalád	t ɛ r m eː k t͡ʃ ɒ l aː d
terméke	t ɛ r m eː k ɛ
termékei	t ɛ r m eː k ɛʲ i
termékeit	t ɛ r m eː k ɛʲ i t
termékek	t ɛ r m eː k ɛ k
termékeket	t ɛ r m eː k ɛ k ɛ t
termékekre	t ɛ r m eː k ɛ k r ɛ
termékeny	t ɛ r m eː k ɛ ɲ
termékenység	t ɛ r m eː k ɛ ɲ ʃ eː ɡ
termékenységek	t ɛ r m eː k ɛ ɲ ʃ eː ɡ ɛ k
terméket	t ɛ r m eː k ɛ t
termékismertető	t ɛ r m eː k i ʃ m ɛ r t ɛ t øː
termény	t ɛ r m eː ɲ
termények	t ɛ r m eː ɲ ɛ k
termés	t ɛ r m eː ʃ
természet	t ɛ r m eː s ɛ t
természetben	t ɛ r m eː s ɛ d b ɛ n
természetbeni	t ɛ r m eː s ɛ d b ɛ n i
természete	t ɛ r m eː s ɛ t ɛ
természetek	t ɛ r m eː s ɛ t ɛ k
természetes	t ɛ r m eː s ɛ t ɛ ʃ
természetesebben	t ɛ r m eː s ɛ t ɛ ʃ ɛ bː ɛ n
természetesen	t ɛ r m eː s ɛ t ɛ ʃ ɛ n
természetet	t ɛ r m eː s ɛ t ɛ t
természetföldrajz	t ɛ r m eː s ɛ t f ø l d r ɒ j z
természeti	t ɛ r m eː s ɛ t i
természettudomány	t ɛ r m eː s ɛ tː u d o m aː ɲ
természettudományok	t ɛ r m eː s ɛ tː u d o m aː ɲ o k
természettudományos	t ɛ r m eː s ɛ tː u d o m aː ɲ o ʃ
természetét	t ɛ r m eː s ɛ t eː t
természetű	t ɛ r m eː s ɛ t yː
terpszikhoré	t ɛ r p s i k o r eː
territórium	t ɛ rː i t oː r iʲ u m
territóriumok	t ɛ rː i t oː r iʲ u m o k
terror	t ɛ rː o r
terrorista	t ɛ rː o r i ʃ t ɒ
terroristák	t ɛ rː o r i ʃ t aː k
terrorizmus	t ɛ rː o r i z m u ʃ
terrorizál	t ɛ rː o r i z aː l
terrortámadás	t ɛ rː o r t aː m ɒ d aː ʃ
terrortámadások	t ɛ rː o r t aː m ɒ d aː ʃ o k
terus	t ɛ r u ʃ
terv	t ɛ r v
terve	t ɛ r v ɛ
terved	t ɛ r v ɛ d
tervei	t ɛ r v ɛʲ i
terveid	t ɛ r v ɛʲ i d
terveik	t ɛ r v ɛʲ i k
terveim	t ɛ r v ɛʲ i m
tervein	t ɛ r v ɛʲ i n
terveink	t ɛ r v ɛʲ i ŋ k
terveitek	t ɛ r v ɛʲ i t ɛ k
tervek	t ɛ r v ɛ k
terveket	t ɛ r v ɛ k ɛ t
terveknek	t ɛ r v ɛ k n ɛ k
tervel	t ɛ r v ɛ l
tervem	t ɛ r v ɛ m
tervet	t ɛ r v ɛ t
tervetek	t ɛ r v ɛ t ɛ k
tervez	t ɛ r v ɛ z
tervezet	t ɛ r v ɛ z ɛ t
tervezete	t ɛ r v ɛ z ɛ t ɛ
tervezetek	t ɛ r v ɛ z ɛ t ɛ k
tervezetet	t ɛ r v ɛ z ɛ t ɛ t
tervezett	t ɛ r v ɛ z ɛ tː
tervezetét	t ɛ r v ɛ z ɛ t eː t
tervezgetés	t ɛ r v ɛ z ɡ ɛ t eː ʃ
tervezgetések	t ɛ r v ɛ z ɡ ɛ t eː ʃ ɛ k
tervezik	t ɛ r v ɛ z i k
terveztem	t ɛ r v ɛ s t ɛ m
tervezés	t ɛ r v ɛ z eː ʃ
tervezése	t ɛ r v ɛ z eː ʃ ɛ
tervezések	t ɛ r v ɛ z eː ʃ ɛ k
tervezési	t ɛ r v ɛ z eː ʃ i
tervező	t ɛ r v ɛ z øː
tervezőgrafika	t ɛ r v ɛ z øː ɡ r ɒ f i k ɒ
tervezőgrafikus	t ɛ r v ɛ z øː ɡ r ɒ f i k u ʃ
tervezők	t ɛ r v ɛ z øː k
tervszerű	t ɛ r f s ɛ r yː
tervét	t ɛ r v eː t
tervük	t ɛ r v y k
tervünk	t ɛ r v y ŋ k
terád	t ɛ r aː d
terápia	t ɛ r aː p iʲ ɒ
terápiák	t ɛ r aː p iʲ aː k
terápiás	t ɛ r aː p iʲ aː ʃ
terén	t ɛ r eː n
teréz	t ɛ r eː z
terézia	t ɛ r eː z iʲ ɒ
terít	t ɛ r iː t
teríték	t ɛ r iː t eː k
terítékek	t ɛ r iː t eː k ɛ k
terítő	t ɛ r iː t øː
terítők	t ɛ r iː t øː k
terólad	t ɛ r oː l ɒ d
terület	t ɛ r y l ɛ t
területe	t ɛ r y l ɛ t ɛ
területei	t ɛ r y l ɛ t ɛʲ i
területein	t ɛ r y l ɛ t ɛʲ i n
területek	t ɛ r y l ɛ t ɛ k
területeken	t ɛ r y l ɛ t ɛ k ɛ n
területeket	t ɛ r y l ɛ t ɛ k ɛ t
területekre	t ɛ r y l ɛ t ɛ k r ɛ
területen	t ɛ r y l ɛ t ɛ n
területet	t ɛ r y l ɛ t ɛ t
területfejlesztés	t ɛ r y l ɛ t f ɛ j l ɛ s t eː ʃ
területfejlesztési	t ɛ r y l ɛ t f ɛ j l ɛ s t eː ʃ i
területi	t ɛ r y l ɛ t i
területileg	t ɛ r y l ɛ t i l ɛ ɡ
területre	t ɛ r y l ɛ t r ɛ
területről	t ɛ r y l ɛ t r øː l
területén	t ɛ r y l ɛ t eː n
területének	t ɛ r y l ɛ t eː n ɛ k
területéről	t ɛ r y l ɛ t eː r øː l
területét	t ɛ r y l ɛ t eː t
tesszük	t ɛ sː y k
tessék	t ɛ ʃː eː k
test	t ɛ ʃ t
testalkat	t ɛ ʃ t ɒ l k ɒ t
testalkatok	t ɛ ʃ t ɒ l k ɒ t o k
testamentum	t ɛ ʃ t ɒ m ɛ n t u m
testben	t ɛ ʒ d b ɛ n
teste	t ɛ ʃ t ɛ
tested	t ɛ ʃ t ɛ d
testei	t ɛ ʃ t ɛʲ i
testeik	t ɛ ʃ t ɛʲ i k
testeink	t ɛ ʃ t ɛʲ i ŋ k
testek	t ɛ ʃ t ɛ k
testeken	t ɛ ʃ t ɛ k ɛ n
testekre	t ɛ ʃ t ɛ k r ɛ
testem	t ɛ ʃ t ɛ m
testen	t ɛ ʃ t ɛ n
testes	t ɛ ʃ t ɛ ʃ
testet	t ɛ ʃ t ɛ t
testetek	t ɛ ʃ t ɛ t ɛ k
testi	t ɛ ʃ t i
testnevelés	t ɛ ʃ t n ɛ v ɛ l eː ʃ
testre	t ɛ ʃ t r ɛ
testrész	t ɛ ʃ t r eː s
testtan	t ɛ ʃ t ɒ n
testtömegindex	t ɛ ʃ t ø m ɛ ɡ i n d ɛ k s
testvér	t ɛ ʃ t v eː r
testvére	t ɛ ʃ t v eː r ɛ
testvérek	t ɛ ʃ t v eː r ɛ k
testvériség	t ɛ ʃ t v eː r i ʃ eː ɡ
testápolás	t ɛ ʃ t aː p o l aː ʃ
testápoló	t ɛ ʃ t aː p o l oː
testépítés	t ɛ ʃ t eː p iː t eː ʃ
testépítő	t ɛ ʃ t eː p iː t øː
testét	t ɛ ʃ t eː t
testük	t ɛ ʃ t y k
testület	t ɛ ʃ t y l ɛ t
testületek	t ɛ ʃ t y l ɛ t ɛ k
testületi	t ɛ ʃ t y l ɛ t i
testünk	t ɛ ʃ t y ŋ k
testű	t ɛ ʃ t yː
testőr	t ɛ ʃ t øː r
testőrök	t ɛ ʃ t øː r ø k
tesz	t ɛ s
teszed	t ɛ s ɛ d
teszek	t ɛ s ɛ k
teszel	t ɛ s ɛ l
teszem	t ɛ s ɛ m
teszerinted	t ɛ s ɛ r i n t ɛ d
teszi	t ɛ s i
teszik	t ɛ s i k
teszitek	t ɛ s i t ɛ k
teszlek	t ɛ s l ɛ k
tesznek	t ɛ s n ɛ k
teszt	t ɛ s t
tesztek	t ɛ s t ɛ k
teszteket	t ɛ s t ɛ k ɛ t
tesztel	t ɛ s t ɛ l
tesztelés	t ɛ s t ɛ l eː ʃ
tesztet	t ɛ s t ɛ t
teszünk	t ɛ s y ŋ k
tesó	t ɛ ʃ oː
teteje	t ɛ t ɛ j ɛ
tetejére	t ɛ t ɛ j eː r ɛ
tetejű	t ɛ t ɛ j yː
tetemes	t ɛ t ɛ m ɛ ʃ
tetet	t ɛ t ɛ t
tetik	t ɛ t i k
tetovál	t ɛ t o v aː l
tetoválás	t ɛ t o v aː l aː ʃ
tetoválások	t ɛ t o v aː l aː ʃ o k
tetrahidrokannabinol	t ɛ t r ɒ ɦ i d r o k ɒ nː ɒ b i n o l
tetraéder	t ɛ t r ɒʲ eː d ɛ r
tetraéderek	t ɛ t r ɒʲ eː d ɛ r ɛ k
tetszetős	t ɛ t͡sː ɛ t øː ʃ
tetszhet	t ɛ t͡s h ɛ t
tetszik	t ɛ t͡sː i k
tetszés	t ɛ t͡sː eː ʃ
tett	t ɛ tː
tette	t ɛ tː ɛ
tetted	t ɛ tː ɛ d
tettei	t ɛ tː ɛʲ i
tetteid	t ɛ tː ɛʲ i d
tetteik	t ɛ tː ɛʲ i k
tetteim	t ɛ tː ɛʲ i m
tetteink	t ɛ tː ɛʲ i ŋ k
tetteitek	t ɛ tː ɛʲ i t ɛ k
tettek	t ɛ tː ɛ k
tettelek	t ɛ tː ɛ l ɛ k
tettem	t ɛ tː ɛ m
tetten	t ɛ tː ɛ n
tettes	t ɛ tː ɛ ʃ
tettet	t ɛ tː ɛ t
tettetek	t ɛ tː ɛ t ɛ k
tették	t ɛ tː eː k
tettük	t ɛ tː y k
tettünk	t ɛ tː y ŋ k
tetves	t ɛ t v ɛ ʃ
tetű	t ɛ t yː
tető	t ɛ t øː
tetőcsomagtartó	t ɛ t øː t͡ʃ o m ɒ k t ɒ r t oː
tetők	t ɛ t øː k
tetőket	t ɛ t øː k ɛ t
tetőktől	t ɛ t øː k t øː l
tetőled	t ɛ t øː l ɛ d
tetőn	t ɛ t øː n
tetőt	t ɛ t øː t
tetőtől	t ɛ t øː t øː l
teve	t ɛ v ɛ
tevegel	t ɛ v ɛ ɡ ɛ l
teveled	t ɛ v ɛ l ɛ d
tevék	t ɛ v eː k
tevékeny	t ɛ v eː k ɛ ɲ
tevékenykedik	t ɛ v eː k ɛ ɲ k ɛ d i k
tevékenység	t ɛ v eː k ɛ ɲ ʃ eː ɡ
tevékenysége	t ɛ v eː k ɛ ɲ ʃ eː ɡ ɛ
tevékenységek	t ɛ v eː k ɛ ɲ ʃ eː ɡ ɛ k
tevékenységet	t ɛ v eː k ɛ ɲ ʃ eː ɡ ɛ t
tevékenységgel	t ɛ v eː k ɛ ɲ ʃ eː ɡː ɛ l
tevékenységre	t ɛ v eː k ɛ ɲ ʃ eː ɡ r ɛ
tevékenységéről	t ɛ v eː k ɛ ɲ ʃ eː ɡ eː r øː l
tevékenységét	t ɛ v eː k ɛ ɲ ʃ eː ɡ eː t
tevékenységük	t ɛ v eː k ɛ ɲ ʃ eː ɡ y k
tevéled	t ɛ v eː l ɛ d
tevő	t ɛ v øː
texasi	t ɛ k s ɒ s i
textilipar	t ɛ k s t i l i p ɒ r
textus	t ɛ k s t u ʃ
teák	t ɛ aː k
teákra	t ɛ aː k r ɒ
teáltalad	t ɛ aː l t ɒ l ɒ d
teára	t ɛ aː r ɒ
teás	t ɛ aː ʃ
teáskanna	t ɛ aː ʃ k ɒ nː ɒ
teáskannák	t ɛ aː ʃ k ɒ nː aː k
teáskanál	t ɛ aː ʃ k ɒ n aː l
teát	t ɛ aː t
teátrista	t ɛ aː t r i ʃ t ɒ
teátrum	t ɛ aː t r u m
teátrális	t ɛ aː t r aː l i ʃ
teátrálisan	t ɛ aː t r aː l i ʃ ɒ n
teátrálisság	t ɛ aː t r aː l i ʃː aː ɡ
teázik	t ɛ aː z i k
teéretted	t ɛʲ eː r ɛ tː ɛ d
teérted	t ɛʲ eː r t ɛ d
tfilin	t f i l i n
tfilint	t f i l i n t
thai	t aː j
thaiba	t aː j b ɒ
thaiban	t aː j b ɒ n
thaiból	t aː j b oː l
thaiföld	t aː j f ø l d
thaihoz	t aː j ɦ o z
thaiig	t aː j i ɡ
thaijal	t aː jː ɒ l
thaijá	t aː jː aː
thaiként	t aː j k eː n t
thainak	t aː j n ɒ k
thainál	t aː j n aː l
thaiok	t aː j o k
thaion	t aː j o n
thaira	t aː j r ɒ
thairól	t aː j r oː l
thait	t aː j t
thaitól	t aː j t oː l
thaiért	t aː j eː r t
thaleia	t ɒ l ɛ j ɒ
thanatosz	t ɒ n ɒ t o s
thészeusz	t eː s ɛ u s
théta	t eː t ɒ
ti	t i
ti.	t u d n i i lː i k
tialattatok	t iʲ ɒ l ɒ tː ɒ t o k
tialátok	t iʲ ɒ l aː t o k
tialólatok	t iʲ ɒ l oː l ɒ t o k
tibelétek	t i b ɛ l eː t ɛ k
tibelőletek	t i b ɛ l øː l ɛ t ɛ k
tibennetek	t i b ɛ nː ɛ t ɛ k
tibi	t i b i
tibor	t i b o r
tied	t iʲ ɛ d
tieid	t iʲ ɛʲ i d
tieitek	t iʲ ɛʲ i t ɛ k
tielébetek	t iʲ ɛ l eː b ɛ t ɛ k
tielétek	t iʲ ɛ l eː t ɛ k
tielőletek	t iʲ ɛ l øː l ɛ t ɛ k
tielőttetek	t iʲ ɛ l øː tː ɛ t ɛ k
tietek	t iʲ ɛ t ɛ k
