aaleniana	alenjana
transgredida	tɾansɡɾedida
transgredidas	tɾansɡɾedidas
transgredido	tɾansɡɾedido
transgredidos	tɾansɡɾedidos
transgredir	tɾansɡɾediɾ
transgresivo	tɾansɡɾesibo
transhumanista	tɾansumanista
transida	tɾansida
transidas	tɾansidas
transido	tɾansido
transidos	tɾansidos
transigida	tɾansixida
transigidas	tɾansixidas
transigido	tɾansixido
transigidos	tɾansixidos
transigir	tɾansixiɾ
transistorizar	tɾansistoɾiθaɾ
transistorizar	tɾansistoɾisaɾ
transitada	tɾansitada
transitadas	tɾansitadas
transitado	tɾansitado
transitados	tɾansitados
transitiva	tɾansitiba
tránsito	tɾansito
transladada	tɾansladada
transladadas	tɾansladadas
transladado	tɾansladado
transladados	tɾansladados
transliterada	tɾansliteɾada
transliteradas	tɾansliteɾadas
transliterado	tɾansliteɾado
transliterados	tɾansliteɾados
transliteramos	tɾansliteɾamos
transliterar	tɾansliteɾaɾ
transmigrada	tɾansmiɡɾada
transmigradas	tɾansmiɡɾadas
transmigrado	tɾansmiɡɾado
transmigrados	tɾansmiɡɾados
transmitente	tɾansmitente
transmitida	tɾansmitida
transmitidas	tɾansmitidas
transmitido	tɾansmitido
transmitidos	tɾansmitidos
transmitir	tɾansmitiɾ
transmutada	tɾansmutada
transmutadas	tɾansmutadas
transmutado	tɾansmutado
transmutados	tɾansmutados
transmutamos	tɾansmutamos
transónico	tɾansoniko
transparentada	tɾanspaɾentada
transparentadas	tɾanspaɾentadas
transparentado	tɾanspaɾentado
transparentados	tɾanspaɾentados
transpirada	tɾanspiɾada
transpiradas	tɾanspiɾadas
transpirado	tɾanspiɾado
transpirados	tɾanspiɾados
transpiramos	tɾanspiɾamos
transpirenaico	tɾanspiɾenaiko
transplantada	tɾansplantada
transplantadas	tɾansplantadas
transplantado	tɾansplantado
transplantados	tɾansplantados
transplantamos	tɾansplantamos
transponer	tɾansponeɾ
transponible	tɾansponible
transportable	tɾansportable
transportación	tɾansportaθjon
transportación	tɾansportasjon
transportaciones	tɾansportaθjones
transportaciones	tɾansportasjones
transportada	tɾansportada
transportadas	tɾansportadas
transportado	tɾansportado
transportador	tɾansportadoɾ
transportadora	tɾansportadoɾa
transportadoras	tɾansportadoɾas
transportadores	tɾansportadoɾes
transportados	tɾansportados
transportamos	tɾansportamos
transportar	tɾansportaɾ
transpuesta	tɾanspwesta
transpuesto	tɾanspwesto
transtornada	tɾanstornada
transtornadas	tɾanstornadas
transtornado	tɾanstornado
transtornados	tɾanstornados
transtornamos	tɾanstornamos
transustanciada	tɾansustanθjada
transustanciada	tɾansustansjada
transustanciadas	tɾansustanθjadas
transustanciadas	tɾansustansjadas
transustanciado	tɾansustanθjado
transustanciado	tɾansustansjado
transustanciados	tɾansustanθjados
transustanciados	tɾansustansjados
transvasada	tɾansbasada
transvasadas	tɾansbasadas
transvasado	tɾansbasado
transvasados	tɾansbasados
transvasar	tɾansbasaɾ
transversalizar	tɾansbersaliθaɾ
transversalizar	tɾansbersalisaɾ
tranvía	tɾambia
tranzar	tɾanθaɾ
tranzar	tɾansaɾ
trapaceada	tɾapaθeada
trapaceada	tɾapaseada
trapaceadas	tɾapaθeadas
trapaceadas	tɾapaseadas
trapaceado	tɾapaθeado
trapaceado	tɾapaseado
trapaceados	tɾapaθeados
trapaceados	tɾapaseados
trapaceamos	tɾapaθeamos
trapaceamos	tɾapaseamos
trapacear	tɾapaθeaɾ
trapacear	tɾapaseaɾ
trapaleada	tɾapaleada
trapaleadas	tɾapaleadas
trapaleado	tɾapaleado
trapaleados	tɾapaleados
trapalear	tɾapaleaɾ
trapaza	tɾapaθa
trapaza	tɾapasa
trapeada	tɾapeada
trapeadas	tɾapeadas
trapeado	tɾapeado
trapeados	tɾapeados
trapecial	tɾapeθjal
trapecial	tɾapesjal
trapeciales	tɾapeθjales
trapeciales	tɾapesjales
trapecio	tɾapeθjo
trapecio	tɾapesjo
trapicheada	tɾapit͡ʃeada
trapicheadas	tɾapit͡ʃeadas
trapicheado	tɾapit͡ʃeado
trapicheados	tɾapit͡ʃeados
trapichear	tɾapit͡ʃeaɾ
tráquea	tɾakea
traqueal	tɾakeal
traqueo	tɾakeo
traqueteada	tɾaketeada
traqueteadas	tɾaketeadas
traqueteado	tɾaketeado
traqueteados	tɾaketeados
tras	tɾas
trasanteayer	tɾasanteaɟ͡ʝeɾ
trasantepenúltimo	tɾasantepenultimo
trasantier	tɾasantjeɾ
trasbordada	tɾasbordada
trasbordadas	tɾasbordadas
trasbordado	tɾasbordado
trasbordados	tɾasbordados
trascendida	tɾasθendida
trascendida	tɾassendida
trascendidas	tɾasθendidas
trascendidas	tɾassendidas
trascendido	tɾasθendido
trascendido	tɾassendido
trascendidos	tɾasθendidos
trascendidos	tɾassendidos
trascrita	tɾaskɾita
trascritas	tɾaskɾitas
trascritos	tɾaskɾitos
trascurrida	tɾaskurida
trascurridas	tɾaskuridas
trascurrido	tɾaskurido
trascurridos	tɾaskuridos
trasegada	tɾaseɡada
trasegadas	tɾaseɡadas
trasegado	tɾaseɡado
trasegados	tɾaseɡados
trasegar	tɾaseɡaɾ
trasero	tɾaseɾo
trasferida	tɾasfeɾida
trasferidas	tɾasfeɾidas
trasferido	tɾasfeɾido
trasferidos	tɾasfeɾidos
trasfigurada	tɾasfiɡuɾada
trasfiguradas	tɾasfiɡuɾadas
trasfigurado	tɾasfiɡuɾado
trasfigurados	tɾasfiɡuɾados
trasfigurar	tɾasfiɡuɾaɾ
trasfigurare	tɾasfiɡuɾaɾe
trasfondo	tɾasfondo
trasformada	tɾasformada
trasformadas	tɾasformadas
trasformado	tɾasformado
trasformados	tɾasformados
trasgo	tɾasɡo
trasgredida	tɾasɡɾedida
trasgredidas	tɾasɡɾedidas
trasgredido	tɾasɡɾedido
trasgredidos	tɾasɡɾedidos
trasgredir	tɾasɡɾediɾ
trashumancia	tɾasumanθja
trashumancia	tɾasumansja
trasladada	tɾasladada
trasladadas	tɾasladadas
trasladado	tɾasladado
trasladados	tɾasladados
trasladamos	tɾasladamos
trasladar	tɾasladaɾ
traslado	tɾaslado
traslapada	tɾaslapada
traslapadas	tɾaslapadas
traslapado	tɾaslapado
traslapados	tɾaslapados
trasliterado	tɾasliteɾado
trasliterar	tɾasliteɾaɾ
trasluchada	tɾaslut͡ʃada
trasluchadas	tɾaslut͡ʃadas
trasluchado	tɾaslut͡ʃado
trasluchados	tɾaslut͡ʃados
trasluz	tɾasluθ
trasluz	tɾaslus
trasmigrada	tɾasmiɡɾada
trasmigradas	tɾasmiɡɾadas
trasmigrado	tɾasmiɡɾado
trasmigrados	tɾasmiɡɾados
trasmitida	tɾasmitida
trasmitidas	tɾasmitidas
trasmitido	tɾasmitido
trasmitidos	tɾasmitidos
trasmutada	tɾasmutada
trasmutadas	tɾasmutadas
trasmutado	tɾasmutado
trasmutados	tɾasmutados
trasnochada	tɾasnot͡ʃada
trasnochadas	tɾasnot͡ʃadas
trasnochado	tɾasnot͡ʃado
trasnochados	tɾasnot͡ʃados
trasnochar	tɾasnot͡ʃaɾ
traspapelada	tɾaspapelada
traspapeladas	tɾaspapeladas
traspapelado	tɾaspapelado
traspapelados	tɾaspapelados
trasparentada	tɾaspaɾentada
trasparentadas	tɾaspaɾentadas
trasparentado	tɾaspaɾentado
trasparentados	tɾaspaɾentados
traspasada	tɾaspasada
traspasadas	tɾaspasadas
traspasado	tɾaspasado
traspasados	tɾaspasados
traspié	tɾaspje
traspirada	tɾaspiɾada
traspiradas	tɾaspiɾadas
traspirado	tɾaspiɾado
traspirados	tɾaspiɾados
trasplantación	tɾasplantaθjon
trasplantación	tɾasplantasjon
trasplantada	tɾasplantada
trasplantadas	tɾasplantadas
trasplantado	tɾasplantado
trasplantados	tɾasplantados
trasplantar	tɾasplantaɾ
trasplante	tɾasplante
trasportación	tɾasportaθjon
trasportación	tɾasportasjon
trasportaciones	tɾasportaθjones
trasportaciones	tɾasportasjones
trasportada	tɾasportada
trasportadas	tɾasportadas
trasportado	tɾasportado
trasportador	tɾasportadoɾ
trasportadora	tɾasportadoɾa
trasportadoras	tɾasportadoɾas
trasportadores	tɾasportadoɾes
trasportados	tɾasportados
trasportar	tɾasportaɾ
trasposición	tɾasposiθjon
trasposición	tɾasposisjon
traspuesta	tɾaspwesta
traspuestas	tɾaspwestas
traspuesto	tɾaspwesto
traspuestos	tɾaspwestos
trasquilada	tɾaskilada
trasquiladas	tɾaskiladas
trasquilado	tɾaskilado
trasquilados	tɾaskilados
trasquilar	tɾaskilaɾ
trastabillada	tɾastabiʎada
trastabillada	tɾastabiɟ͡ʝada
trastabilladas	tɾastabiʎadas
trastabilladas	tɾastabiɟ͡ʝadas
trastabillado	tɾastabiʎado
trastabillado	tɾastabiɟ͡ʝado
trastabillados	tɾastabiʎados
trastabillados	tɾastabiɟ͡ʝados
trasteada	tɾasteada
trasteadas	tɾasteadas
trasteado	tɾasteado
trasteados	tɾasteados
trastocada	tɾastokada
trastocadas	tɾastokadas
trastocado	tɾastokado
trastocados	tɾastokados
trastornada	tɾastornada
trastornadas	tɾastornadas
trastornado	tɾastornado
trastornados	tɾastornados
trastorno	tɾastorno
trasvasada	tɾasbasada
trasvasadas	tɾasbasadas
trasvasado	tɾasbasado
trasvasados	tɾasbasados
trasvasar	tɾasbasaɾ
trata	tɾata
tratada	tɾatada
tratadas	tɾatadas
tratadística	tɾatadistika
tratado	tɾatado
tratados	tɾatados
tratamos	tɾatamos
tratantes	tɾatantes
tratar	tɾataɾ
tratativa	tɾatatiba
traumático	tɾaumatiko
traumatizada	tɾaumatiθada
traumatizada	tɾaumatisada
traumatizadas	tɾaumatiθadas
traumatizadas	tɾaumatisadas
traumatizado	tɾaumatiθado
traumatizado	tɾaumatisado
traumatizados	tɾaumatiθados
traumatizados	tɾaumatisados
traumatizante	tɾaumatiθante
traumatizante	tɾaumatisante
traumatizar	tɾaumatiθaɾ
traumatizar	tɾaumatisaɾ
traumes	tɾaumes
travesero	tɾabeseɾo
trayecto	tɾaɟ͡ʝeɡto
trayectoria	tɾaɟ͡ʝeɡtoɾja
trayectorias	tɾaɟ͡ʝeɡtoɾjas
trayectos	tɾaɟ͡ʝeɡtos
trazada	tɾaθada
trazada	tɾasada
trazadas	tɾaθadas
trazadas	tɾasadas
trazado	tɾaθado
trazado	tɾasado
trazador	tɾaθadoɾ
trazador	tɾasadoɾ
trazados	tɾaθados
trazados	tɾasados
trazo	t̪raso
trebejada	tɾebexada
trebejadas	tɾebexadas
trebejado	tɾebexado
trebejados	tɾebexados
trebejo	tɾeβexo
trébol	tɾebol
trece	tɾeθe
trece	tɾese
trefilamos	tɾefilamos
tregua	tɾeɡwa
treinta	tɾeinta
treintaidosavos	tɾeintaidosabos
treintaitrés	tɾeintaitɾes
treintavo	tɾeintabo
treintaytantos	tɾeintaitantos
tremendismo	tɾemendismo
tremendista	tɾemendista
tremendo	tɾemendo
tremida	tɾemida
tremidas	tɾemidas
tremido	tɾemido
tremidos	tɾemidos
tremolada	tɾemolada
tremoladas	tɾemoladas
tremolado	tɾemolado
tremolados	tɾemolados
tremolar	tɾemolaɾ
tremolo	tɾemolo
trémolo	tɾemolo
tren	tɾen
trenada	tɾenada
trenadas	tɾenadas
trenado	tɾenado
trenados	tɾenados
trenamos	tɾenamos
trenar	tɾenaɾ
trenes	tɾenes
treno	tɾeno
trenzada	tɾenθada
trenzada	tɾensada
trenzadas	tɾenθadas
trenzadas	tɾensadas
trenzado	tɾenθado
trenzado	tɾensado
trenzados	tɾenθados
trenzados	tɾensados
treosa	tɾeosa
trepada	tɾepada
trepadas	tɾepadas
trepado	tɾepado
trepados	tɾepados
trepamos	tɾepamos
trepar	tɾepaɾ
trepidada	tɾepidada
trepidadas	tɾepidadas
trepidado	tɾepidado
trepidados	tɾepidados
tres	tɾes
trescientos	tɾesθjentos
trescientos	tɾessjentos
tresmil	tɾesmil
treta	tɾeta
treudo	tɾeuðo
triada	tɾjada
triangulada	tɾjanɡulada
trianguladas	tɾjanɡuladas
triangulado	tɾjanɡulado
triangulados	tɾjanɡulados
triangulamos	tɾjanɡulamos
triangular	tɾjanɡulaɾ
triángulo	tɾjanɡulo
tribal	tɾibal
tribalismo	tɾibalismo
tribanda	tɾibanda
tribu	tɾibu
tribual	tɾibwal
tribulación	tɾibulaθjon
tribulación	tɾibulasjon
tribuna	tɾibuna
tribunal	tɾibunal
tributada	tɾibutada
tributadas	tɾibutadas
tributado	tɾibutado
tributados	tɾibutados
tributante	tɾibutante
tricentésimo	tɾiθentesimo
tricentésimo	tɾisentesimo
triclinio	tɾiklinjo
tricloruro	tɾikloɾuɾo
tricota	tɾikota
tricotada	tɾikotada
tricotadas	tɾikotadas
tricotado	tɾikotado
tricotados	tɾikotados
tricotamos	tɾikotamos
tricotando	tɾikotando
tricotar	tɾikotaɾ
tricotara	tɾikotaɾa
tricotará	tɾikotaɾa
tricotáramos	tɾikotaɾamos
tricotaran	tɾikotaɾan
tricotaras	tɾikotaɾas
tricotarás	tɾikotaɾas
tricotaré	tɾikotaɾe
tricotareis	tɾikotaɾeis
tricotaremos	tɾikotaɾemos
tricotaren	tɾikotaɾen
tricotares	tɾikotaɾes
tricotaríamos	tɾikotaɾiamos
tricotas	tɾikotas
tricotás	tɾikotas
tricotaste	tɾikotaste
tricote	tɾikote
tricoté	tɾikote
tricoteceno	tɾikoteθeno
tricoteceno	tɾikoteseno
tricotemos	tɾikotemos
tricoten	tɾikoten
tricotes	tɾikotes
tricotés	tɾikotes
tricoto	tɾikoto
tricotomía	tɾikotomia
tricótomo	tɾikotomo
tricrómico	tɾikɾomiko
tricúspide	tɾikuspide
triduo	tɾidwo
trifinio	tɾifinjo
tríflico	tɾifliko
trifluoruro	tɾiflwoɾuɾo
triforio	tɾifoɾjo
trigarante	tɾiɡaɾante
trigésimo	tɾixesimo
trígido	tɾixido
trigo	tɾiɡo
trigrama	tɾiɡɾama
trilema	tɾilema
trilineal	tɾilineal
trilingüe	tɾilinɡwe
trillada	tɾiʎada
trillada	tɾiɟ͡ʝada
trilladas	tɾiʎadas
trilladas	tɾiɟ͡ʝadas
trillado	tɾiʎado
trillado	tɾiɟ͡ʝado
trillados	tɾiʎados
trillados	tɾiɟ͡ʝados
trillar	tɾiʎaɾ
trillar	tɾiɟ͡ʝaɾ
trilles	tɾiʎes
trillizo	tɾiʎiθo
trillizo	tɾiɟ͡ʝiso
trillo	tɾiʎo
trillo	tɾiɟ͡ʝo
trillón	tɾiʎon
trillón	tɾiɟ͡ʝon
trilobado	tɾilobado
trilobulado	tɾilobulado
trímero	tɾimeɾo
trimestral	tɾimestɾal
trimestre	tɾimestɾe
trinada	tɾinada
trinadas	tɾinadas
trinado	tɾinado
trinados	tɾinados
trincada	tɾinkada
trincadas	tɾinkadas
trincado	tɾinkado
trincados	tɾinkados
trincar	tɾinkaɾ
trinchada	tɾint͡ʃada
trinchadas	tɾint͡ʃadas
trinchado	tɾint͡ʃado
trinchados	tɾint͡ʃados
tripa	tɾipa
tripala	tɾipala
tripanosoma	tɾipanosoma
tripanosomiasis	tɾipanosomjasis
triple	tɾiple
triplicada	tɾiplikada
triplicadas	tɾiplikadas
triplicado	tɾiplikado
triplicados	tɾiplikados
tríptico	tɾibtiko
triptongar	tɾibtonɡaɾ
tripulada	tɾipulada
tripuladas	tɾipuladas
tripulado	tɾipulado
tripulados	tɾipulados
tripulamos	tɾipulamos
triscada	tɾiskada
triscadas	tɾiskadas
triscado	tɾiskado
triscados	tɾiskados
triscamos	tɾiskamos
trisecada	tɾisekada
trisecadas	tɾisekadas
trisecado	tɾisekado
trisecados	tɾisekados
trismo	tɾismo
tristán	tɾistan
triste	tɾiste
tristear	tɾisteaɾ
tristes	tɾistes
tristura	tɾistuɾa
tritón	tɾiton
triturada	tɾituɾada
trituradas	tɾituɾadas
triturado	tɾituɾado
triturados	tɾituɾados
trituramos	tɾituɾamos
triunfada	tɾjunfada
triunfadas	tɾjunfadas
triunfado	tɾjunfado
triunfados	tɾjunfados
triunfal	tɾjunfal
triunfamos	tɾjunfamos
triunfante	tɾjunfante
triunfantes	tɾjunfantes
triunfillo	tɾjunfiʎo
triunfillo	tɾjunfiɟ͡ʝo
triunfo	tɾjunfo
trivial	tɾibjal
trivializada	tɾibjaliθada
trivializada	tɾibjalisada
trivializadas	tɾibjaliθadas
trivializadas	tɾibjalisadas
trivializado	tɾibjaliθado
trivializado	tɾibjalisado
trivializados	tɾibjaliθados
trivializados	tɾibjalisados
troca	tɾoka
trocada	tɾokada
trocadas	tɾokadas
trocado	tɾokado
trocados	tɾokados
trocamos	tɾokamos
trocaríamos	tɾokaɾiamos
troceada	tɾoθeada
troceada	tɾoseada
troceadas	tɾoθeadas
troceadas	tɾoseadas
troceado	tɾoθeado
troceado	tɾoseado
troceados	tɾoθeados
troceados	tɾoseados
trocitos	tɾoθitos
trocitos	tɾositos
troclear	tɾokleaɾ
trocospira	tɾokospiɾa
trofeo	tɾofeo
trofoblástico	tɾofoblastiko
troj	tɾox
troja	tɾoxa
trol	tɾol
trole	tɾole
troleadas	tɾoleadas
troleado	tɾoleado
troleados	tɾoleados
trolebús	trolebus
tromba	tɾomba
trombectomía	tɾombeɡtomia
trombocitopenia	tɾomboθitopenja
trombocitopenia	tɾombositopenja
tromboembolismo	tɾomboembolismo
tromboplastina	tɾomboplastina
trompa	tɾompa
trompetería	tɾompeteɾia
trompudo	tɾompudo
tronada	tɾonada
tronadas	tɾonadas
tronado	tɾonado
tronados	tɾonados
tronar	tɾonaɾ
troncar	tɾonkaɾ
tronchada	tɾont͡ʃada
tronchadas	tɾont͡ʃadas
tronchado	tɾont͡ʃado
tronchados	tɾont͡ʃados
tronchar	tɾont͡ʃaɾ
tropa	tɾopa
tropel	tɾopel
tropezada	tɾopeθada
tropezada	tɾopesada
tropezadas	tɾopeθadas
tropezadas	tɾopesadas
tropezado	tɾopeθado
tropezado	tɾopesado
tropezados	tɾopeθados
tropezados	tɾopesados
tropezar	tɾopeθaɾ
tropezar	tɾopesaɾ
trópica	tɾopika
tropical	tɾopikal
trópicas	tɾopikas
trópico	tɾopiko
tropo	tɾopo
troponina	tɾoponina
trotada	tɾotada
trotadas	tɾotadas
trotado	tɾotado
trotados	tɾotados
trotamos	tɾotamos
trotar	tɾotaɾ
trova	tɾoba
trovada	tɾobada
trovadas	tɾobadas
trovado	tɾobado
trovador	tɾoβaðoɾ
trovados	tɾobados
trovar	tɾobaɾ
trovare	tɾobaɾe
trovero	tɾobeɾo
troy	tɾoi
troyana	tɾoɟ͡ʝana
troyanas	tɾoɟ͡ʝanas
troyano	tɾoɟ͡ʝano
troyanos	tɾoɟ͡ʝanos
trozo	tɾoθo
trozo	tɾoso
trozos	tɾoθos
trozos	tɾosos
trucada	tɾukada
trucadas	tɾukadas
trucado	tɾukado
trucados	tɾukados
trucaje	tɾukaxe
trucar	tɾukaɾ
trucidada	tɾuθidada
trucidada	tɾusidada
trucidadas	tɾuθidadas
trucidadas	tɾusidadas
trucidado	tɾuθidado
trucidado	tɾusidado
trucidados	tɾuθidados
trucidados	tɾusidados
trucidamos	tɾuθidamos
trucidamos	tɾusidamos
trucido	tɾuθido
trucido	tɾusido
truco	tɾuko
trufa	tɾufa
trufada	tɾufada
trufadas	tɾufadas
trufado	tɾufado
trufados	tɾufados
truncada	tɾunkada
truncadas	tɾunkadas
truncado	tɾunkado
truncados	tɾunkados
truque	tɾuke
truquito	tɾukito
tsáfiqui	tsafiki
tsunami	tsunami
tu	tu
tú	tu
tuanis	twanis
tubárico	tubaɾiko
tuberculina	tuberkulina
tuberculosis	tuberkulosis
tuberosidad	tubeɾosidad
tuberoso	tubeɾoso
tubey	tubei
tubo	tubo
tubular	tubulaɾ
tucán	tukan
tucancillo	tukanθiʎo
tucancillo	tukansiɟ͡ʝo
tucanes	tukanes
tucanete	tukanete
tucura	tukuɾa
tudesco	tudesko
tuerca	twerka
tugurio	tuɡuɾjo
tugurizar	tuɡuɾiθaɾ
tugurizar	tuɡuɾisaɾ
tui	twi
tuit	twit
tuiteada	twiteada
tuiteadas	twiteadas
tuiteado	twiteado
tuiteados	twiteados
tuitear	twiteaɾ
tuiteas	twiteas
tuitero	twiteɾo
tujia	tuxja
tula	tula
tularemia	tulaɾemja
tule	tule
tulipán	tulipan
tumba	tumba
tumbada	tumbada
tumbadas	tumbadas
tumbado	tumbado
tumbados	tumbados
tumbar	tumbaɾ
tumbergia	tumberxja
tumor	tumoɾ
tumoral	tumoɾal
tumorales	tumoɾales
túmulo	tumulo
tumultuada	tumultwada
tumultuadas	tumultwadas
tumultuado	tumultwado
tumultuados	tumultwados
tuna	tuna
tunco	tunko
tundida	tundida
tundidas	tundidas
tundido	tundido
tundidos	tundidos
tuneada	tuneada
tuneadas	tuneadas
tuneado	tuneado
tuneados	tuneados
túnel	tunel
túnez	tuneθ
túnez	tunes
tunillo	tuniʎo
tunillo	tuniɟ͡ʝo
tupida	tupida
tupidas	tupidas
tupido	tupido
tupidos	tupidos
tupper	tapeɾ
turbada	turbada
turbadas	turbadas
turbado	turbado
turbados	turbados
túrbido	turbido
turbinado	turbinado
turbinar	turbinaɾ
turbino	turbino
turbobomba	turbobomba
turbocargador	turbokarɡadoɾ
turbocargar	turbokarɡaɾ
turbosina	turbosina
turbulento	turbulento
turdino	turdino
turia	tuɾja
turíbulo	tuɾiβulo
turín	tuɾin
turingia	tuɾinxja
turismo	tuɾismo
turisteada	tuɾisteada
turisteadas	tuɾisteadas
turisteado	tuɾisteado
turisteados	tuɾisteados
turkmenistán	turkmenistan
turkmeno	turkmeno
turma	turma
turnada	turnada
turnadas	turnadas
turnado	turnado
turnados	turnados
turnar	turnaɾ
turno	turno
turón	tuɾon
turqueada	turkeada
turqueadas	turkeadas
turqueado	turkeado
turqueados	turkeados
turquear	turkeaɾ
turquí	tuɾki
turquía	turkia
turriforme	turiforme
tus	tus
tusada	tusada
tusadas	tusadas
tusado	tusado
tusados	tusados
tusígeno	tusixeno
tuteada	tuteada
tuteadas	tuteadas
tuteado	tuteado
tuteados	tuteados
tutear	tuteaɾ
tutela	tutela
tutelada	tutelada
tuteladas	tuteladas
tutelado	tutelado
tutelados	tutelados
tutor	tutoɾ
tutorial	tutoɾjal
tutoriales	tutoɾjales
tutú	tutu
tuvalu	tubalu
tuvano	tubano
tuvo	tubo
tuya	tuɟ͡ʝa
tuyas	tuɟ͡ʝas
tuyo	tuɟ͡ʝo
tuyos	tuɟ͡ʝos
tuza	tusa
txistu	tksistu
tzompantli	sompantɬi
tzompantli	tsompantɬi
u	u
u	u
ü	w
uaf	uaefe
uagadugú	waɡaduɡu
ualabí	walabi
uapití	wapiti
uau	wau
ubalde	ubalde
ubérrima	uberima
ubérrimas	uberimas
ubérrimo	uberimo
ubérrimos	uberimos
ubicada	ubikada
ubicadas	ubikadas
ubicado	ubikado
ubicados	ubikados
ubicar	ubikaɾ
ubio	ubjo
ubiquinona	ubikinona
ubre	ubɾe
ucesista	uθesista
ucesista	usesista
uchepo	ut͡ʃepo
uchuva	ut͡ʃuba
uci	uθi
uci	usi
ucrania	ukɾanja
udí	udi
uds.	ustedes
úes	ues
ufanada	ufanada
ufanadas	ufanadas
ufanados	ufanados
ufanamos	ufanamos
ufanar	ufanaɾ
ufanarse	ufanarse
ufanes	ufanes
ufano	ufano
uganda	uɡanda
uh	u
uh	uː
uigur	wiɡuɾ
úlcera	ulθeɾa
úlcera	ulseɾa
ulceración	ulθeɾaθjon
ulceración	ulseɾasjon
ulceraciones	ulθeɾaθjones
ulceraciones	ulseɾasjones
ulcerada	ulθeɾada
ulcerada	ulseɾada
ulceradas	ulθeɾadas
ulceradas	ulseɾadas
ulcerado	ulθeɾado
ulcerado	ulseɾado
ulcerados	ulθeɾados
ulcerados	ulseɾados
ulcerar	ulθeɾaɾ
ulcerar	ulseɾaɾ
ulcerare	ulθeɾaɾe
ulcerare	ulseɾaɾe
ulcerosa	ulθeɾosa
ulcerosa	ulseɾosa
ulcerosas	ulθeɾosas
ulcerosas	ulseɾosas
ulceroso	ulθeɾoso
ulceroso	ulseɾoso
ulcerosos	ulθeɾosos
ulcerosos	ulseɾosos
ulises	ulises
ulna	ulna
ulterior	ulteɾjoɾ
ultimada	ultimada
ultimadas	ultimadas
ultimado	ultimado
ultimados	ultimados
últimamente	ultimamente
ultimamos	ultimamos
ultimar	ultimaɾ
ultime	ultime
ultimé	ultime
ultimísimo	ultimisimo
ultimo	ultimo
ultimó	ultimo
último	ultimo
ultrachic	ultɾat͡ʃiɡ
ultrajada	ultɾaxada
ultrajadas	ultɾaxadas
ultrajado	ultɾaxado
ultrajados	ultɾaxados
ultrajamos	ultɾaxamos
ultrajar	ultɾaxaɾ
ultraje	ultɾaxe
ultrajé	ultɾaxe
ultrajo	ultɾaxo
ultrajó	ultɾaxo
ultralempino	ultɾalempino
ultramonárquico	ultɾamonarkiko
ultramontana	ultɾamontana
ultramontanas	ultɾamontanas
ultramontano	ultɾamontano
ultramontanos	ultɾamontanos
ultranza	ultɾanθa
ultranza	ultɾansa
ultras	ultɾas
ultrasimple	ultɾasimple
ultraterreno	ultɾatereno
