'ch	χ
rhyngrwyd y pethau	r̥ ə ŋ r ʊ ɨ̯ d ə p ɛ θ ɛ
rhyngwladol	r̥ ə ŋ w l a d ɔ l
rhynion	r̥ ə n j ɔ n
rhynionyn	r̥ ə n j ɔ n ɨ̞ n
rhys	r̥ ɨː s
rhyw	r̥ ɨ̞ u̯
rhyw	r̥ ɪ u̯
rhywbeth	r̥ ɨ u̯ b a θ
rhywbeth	r̥ ɨ u̯ b ɛ θ
rhywbeth	r̥ ɪ u̯ b a θ
rhywbeth	r̥ ɪ u̯ b ɛ θ
rhywbeth	r̥ ʊ b a θ
rhywbeth	r̥ ʊ b ɛ θ
rhywiol	r̥ ɨ u̯ j ɔ l
rhywiol	r̥ ɪ u̯ j ɔ l
rhywle	r̥ ɨ u̯ l a
rhywle	r̥ ɨ u̯ l ɛ
rhywle	r̥ ɪ u̯ l a
rhywle	r̥ ɪ u̯ l ɛ
rhywle	r̥ ʊ l a
rhywle	r̥ ʊ l ɛ
rhywsut	r̥ ɨ u̯ s ɨ̞ t
rhywsut	r̥ ɪ u̯ s ɨ̞ t
rhywun	r̥ ɨ u̯ ɨ̞ n
rhywun	r̥ ɪ u̯ ɨ̞ n
ricriwtiaid	r ɪ k r ɪ u̯ t j a i̯ d
ricriwtiaid	r ɪ k r ɪ u̯ t j ɛ d
ricríwt	r i k r ɪ u̯ t
rif	r iː v
ril	r iː l
riliau	j r ɪ l a
riliau	r ɪ l j a ɨ̯
riliau	r ɪ l j ɛ
rils	r iː l s
rith	r iː θ
ro	r oː
rod	r oː d
roedd	r oː ɨ̯ ð
roeddech	r ɔ ɨ̯ ð a χ
roeddech	r ɔ ɨ̯ ð ɛ χ
roedden	r ɔ ɨ̯ ð a n
roedden	r ɔ ɨ̯ ð ɛ n
roeddet	r ɔ ɨ̯ ð a t
roeddet	r ɔ ɨ̯ ð ɛ t
roeddwn	r ɔ ɨ̯ ð ʊ n
roeg	r oː ɨ̯ ɡ
roi	r ɔ i̯
rondefŵ	r ɔ n d ɛ v uː
rw	r ʊ
rwmania	r ʊ m a n j a
rwsia	r ʊ s j a
rwyd	r uː ɨ̯ d
rwyt	r uː ɨ̯ t
ry	r ɨː
rybela	r ə b ɛ l a
rydd	r ɨː ð
ryddhaf	r ə ð h aː v
ryddhau	r ə ð h a ɨ̯
ryddid	r ə ð ɪ d
rydw	r ə d u
rydw	r ə d w
rydw i'n dy garu di	r ə d w i n d ə ɡ a r i d iː
rydw i'n dy garu di	r ə d w i n d ə ɡ aː r i d iː
rydw i'n dy garu di	r ə d w ɪ n d ə ɡ a r ɨ̞ d iː
rydw i'n dy garu di	r ə d ʊ i̯ n d ə ɡ a r i d iː
rydw i'n dy garu di	r ə d ʊ i̯ n d ə ɡ aː r i d iː
rydych	r ə d ɨ̞ χ
ryfelwyr	r ə v ɛ l w ɨ̞ r
rygbi	r ə ɡ b i
ryseitiau	r ə s e i̯ t j a
ryseitiau	r ə s e i̯ t j a ɨ̯
ryseitiau	r ə s e i̯ t j ɛ
rysáit	r ə s a i̯ t
rywbeth	r ɨ u̯ b a θ
rywbeth	r ɨ u̯ b ɛ θ
rywbeth	r ɪ u̯ b a θ
rywbeth	r ɪ u̯ b ɛ θ
rywbeth	r ʊ b a θ
rywbeth	r ʊ b ɛ θ
rywle	r ɨ u̯ l a
rywle	r ɨ u̯ l ɛ
rywle	r ɪ u̯ l a
rywle	r ɪ u̯ l ɛ
rywle	r ʊ l a
rywle	r ʊ l ɛ
rywsut	r ɨ u̯ s ɨ̞ t
rywsut	r ɪ u̯ s ɨ̞ t
rywun	r ɨ u̯ ɨ̞ n
rywun	r ɪ u̯ ɨ̞ n
rŵan	r uː a n
sach	s aː χ
sachell	s a χ ɛ ɬ
sadwrn	s a d ʊ n
sadwrn	s a d ʊ r n
saer	s aː ɨ̯ r
saesneg	s e ɨ̯ s n a ɡ
saesneg	s e ɨ̯ s n ɛ ɡ
saesneg	s ɨ̞ s n a ɡ
saesneg	s ɨ̞ s n ɛ ɡ
saeth	s aː ɨ̯ θ
saethu	s e ɨ̯ θ ɨ
saethwr	s e ɨ̯ θ ʊ r
saethwyr	s e ɨ̯ θ w ɨ̞ r
saethyddiaeth	s e ɨ̯ θ ə ð j a ɨ̯ θ
saethyddiaeth	s e ɨ̯ θ ə ð j ɛ θ
safbwynt	s a v b ʊ ɨ̯ n t
saffari	s a f a r i
safle	s a v l ɛ
safon	s a v ɔ n
saib	s a i̯ b
saif	s a i̯ v
saig	s a i̯ ɡ
sain	s a i̯ n
saint	s a i̯ n t
saith	s a i̯ θ
saith ar hugain	s a i̯ θ a r h ɪ ɡ a i̯ n
saith seren	s a i̯ θ s ɛ r ɛ n
salamandr	s a l a m a n d r
sallwyr	s a ɬ ʊ ɨ̯ r
salm	s a l m
saltring	s a l t r ɪ ŋ
sant	s a n t
santes	s a n t a s
santes	s a n t ɛ s
santesau	s a n t ɛ s a
santesau	s a n t ɛ s a ɨ̯
santesau	s a n t ɛ s ɛ
sarhad	s a r h aː d
sashimi	s a ʃ ɪ m ɪ
sawdd	s a u̯ ð
sawdl	s a u̯ d l
sawl	s a u̯ l
saws	s a u̯ s
sawsiau	s a u̯ ʃ a
sawsiau	s a u̯ ʃ a ɨ̯
sawsiau	s a u̯ ʃ ɛ
sbaen	s b aː ɨ̯ n
sbaeneg	s b e ɨ̯ n ɛ ɡ
sbageti	s b a ɡ ɛ t i
sbectol	s b ɛ k t ɔ l
sbwriel	s b ʊ r j a l
sbwriel	s b ʊ r j ɛ l
sebon	s ɛ b ɔ n
sedd	s eː ð
seddi	s ɛ ð i
sef	s eː v
sefydlog	s ɛ v ə d l ɔ ɡ
sefydlogi	s ɛ v ə d l ɔ ɡ i
sefydlu	s ɛ v ə d l ɨ
sefyll	s ɛ v ɨ̞ ɬ
sefyllfa	s ɛ v ə ɬ v a
sefyllfaoedd	s ɛ v ə ɬ v aː ɔ ɨ̯ ð
segur	s ɛ ɡ ɨ̞ r
seibiau	s e i̯ b j a
seibiau	s e i̯ b j a ɨ̯
seibiau	s e i̯ b j ɛ
seiclo	s e i̯ k l ɔ
seiclwr	s e i̯ k l ʊ r
seintiau	s e i̯ n t j a
seintiau	s e i̯ n t j a ɨ̯
seintiau	s e i̯ n t j ɛ
seithfed	s e i̯ θ v a d
seithfed	s e i̯ θ v ɛ d
seithongl	s e i̯ θ ɔ ŋ l
seland newydd	s ɛ l a n d n ɛ u̯ ɨ̞ ð
seler	s ɛ l a r
seler	s ɛ l ɛ r
selerau	s ɛ l ɛ r a
selerau	s ɛ l ɛ r a ɨ̯
selerau	s ɛ l ɛ r ɛ
seleri	s ɛ l ɛ r i
seliau	s ɛ l j a
seliau	s ɛ l j a ɨ̯
seliau	s ɛ l j ɛ
selog	s ɛ l ɔ ɡ
selotep	s ɛ l ɔ t ɛ p
senedd	s ɛ n ɛ ð
serch	s ɛ r χ
serchog	s ɛ r χ ɔ ɡ
seren	s ɛ r ɛ n
sero	s ɛ r ɔ
sesh	s ɛ ʃ
seshys	s ɛ ʃ ɨ̞ s
sesiwn	s ɛ ʃ ʊ n
sesiynau	s ɛ ʃ ə n a
sesiynau	s ɛ ʃ ə n a ɨ̯
sesiynau	s ɛ ʃ ə n ɛ
sgandinafaidd	s ɡ a n d ɪ n a v a i̯ ð
sgandinafia	s ɡ a n d ɪ n a v j a
sgarff	s ɡ a r f
sgerbwd	s ɡ ɛ r b ʊ d
sgert	s ɡ ɛ r t
sgil	s ɡ iː l
sgil	s ɡ ɪ l
sgileffaith	s ɡ iː l ɛ f a i̯ θ
sgileffaith	s ɡ iː l ɛ f ɛ θ
sgiwen	s ɡ i u̯ ɛ n
sglodion	s ɡ l ɔ d j ɔ n
sglodyn	s ɡ l ɔ d ɨ̞ n
sgrech	s ɡ r eː χ
sgrechian	s ɡ r ɛ χ j a n
sgri	s ɡ r iː
sgriau	s ɡ r iː a
sgriau	s ɡ r iː a ɨ̯
sgriau	s ɡ r iː ɛ
sgrin	s ɡ r iː n
sgriniau	s ɡ r ɪ n j a
sgriniau	s ɡ r ɪ n j a ɨ̯
sgriniau	s ɡ r ɪ n j ɛ
sgrinio	s ɡ r i n j ɔ
sgwariau	s ɡ w a r j a
sgwariau	s ɡ w a r j a ɨ̯
sgwariau	s ɡ w a r j ɛ
sgwd	s ɡ uː d
sgwrs	s ɡ ʊ r s
sgwâr	s ɡ w aː r
sgydau	s ɡ ə d a
sgydau	s ɡ ə d a ɨ̯
sgydau	s ɡ ə d ɛ
sgythia	s ɡ ə θ j a
sgìl	s ɡ ɪ l
sgîl	s ɡ iː l
sgôr	s ɡ oː r
shibwns	ʃ ɪ b ʊ n s
shibwnsyn	ʃ ɪ b ʊ n s ɨ̞ n
shrwmsa	ʃ r ʊ m s a
si	s iː
siaced	ʃ a k a d
siaced	ʃ a k ɛ d
siafio	ʃ a v j ɔ
siani	ʃ a n ɪ
sianis	ʃ a n ɪ s
siarad	ʃ a r a d
sicr	s ɪ k ɪ r
sidan	s ɪ d a n
sil	s iː l
silff	s ɪ l f
sillafu	s ɪ ɬ a v ɨ
sillgoll	s ɪ ɬ ɡ ɔ ɬ
sinc	s ɪ ŋ k
sinsir	s ɪ n s ɪ r
siocled	ʃ ɔ k l a d
siocled	ʃ ɔ k l ɛ d
siocled poeth	ʃ ɔ k l a d p oː ɨ̯ θ
siocled poeth	ʃ ɔ k l ɛ d p oː ɨ̯ θ
siocledi	ʃ ɔ k l ɛ d i
sioe	ʃ oː ɨ̯
sioeau	ʃ ɔ ɨ̯ a
sioeau	ʃ ɔ ɨ̯ a ɨ̯
siom	ʃ ɔ m
siomau	ʃ ɔ m a
siomau	ʃ ɔ m a ɨ̯
siomau	ʃ ɔ m ɛ
siomedig	ʃ ɔ m ɛ d ɪ ɡ
sioned	ʃ ɔ n ɛ d
siop	ʃ ɔ p
siop goffi	ʃ ɔ p ɡ ɔ f i
siopa	ʃ ɔ p a
siopwr	ʃ ɔ p ʊ r
siopwyr	ʃ ɔ p w ɨ̞ r
siort	ʃ ɔ r t
sir	s iː r
sir frycheiniog	s iː r v r ə χ ə i̯ n j ɔ ɡ
siwan	s ɪ u̯ a n
siwan	ʃ ʊ a n
siwgr	ʃ ʊ ɡ r
siwgr	ʃ ʊ ɡ ʊ r
siwmper	ʃ ʊ m p ɛ r
siwmperi	ʃ ʊ m p ɛ r i
siwr	ʃ uː r
siwrnai	ʃ ʊ r n a
siwrnai	ʃ ʊ r n a i̯
siwrnai	ʃ ʊ r n ɛ
siwt	s ɪ u̯ t
siân	ʃ aː n
sièd	ʃ ɛ d
siôn	ʃ oː n
siôn corn	ʃ oː ŋ k ɔ r n
slej	s l ɛ d͡ʒ
smwddio	s m ʊ ð j ɔ
smygu	s m ə ɡ ɨ
snwcer	s n ʊ k a r
snwcer	s n ʊ k ɛ r
soddi	s ɔ ð i
sodlau	s ɔ d l a
sodlau	s ɔ d l a ɨ̯
sodlau	s ɔ d l ɛ
sodlau uchel	s ɔ d l a ɨ̞ χ a l
sodlau uchel	s ɔ d l a ɨ̯ ɨ̞ χ ɛ l
sodlau uchel	s ɔ d l ɛ ɨ̞ χ ɛ l
sofren	s ɔ v r ɛ n
sos	s oː s
sos coch	s oː s k oː χ
sosban	s ɔ s b a n
sosys	s ɔ s ɨ̯ s
sothach	s ɔ θ a χ
stafell	s d a v a ɬ
stafell	s d a v ɛ ɬ
stamp	s t a m p
stampiau	s t a m p j a
stemar	s d ɛ m a r
stemars	s d ɛ m a r s
stopi	s d ɔ p i
stopiem	s d ɔ p j ɛ m
stopio	s d ɔ p j ɔ
stori	s d ɔ r i
storïau	s d ɔ r iː a
storïau	s d ɔ r iː a ɨ̯
storïau	s d ɔ r iː ɛ
strach	s d r aː χ
straeon	s d r e ɨ̯ ɔ n
streic	s d r e i̯ k
streiciau	s d r e i̯ k j a
streiciau	s d r e i̯ k j a ɨ̯
streiciau	s d r e i̯ k j ɛ
streicio	s d r e i̯ k j ɔ
stryd	s d r ɨː d
stwrsiwn	s d ʊ r ʃ ʊ n
stwrsiynod	s d ʊ r ʃ ə n ɔ d
stŵr	s d uː r
sudd	s ɨː ð
sudd afal	s ɨː ð a v a l
sumbol	s ɨ̞ m b ɔ l
sunthesis	s ɨ̞ n θ ɛ s ɪ s
surdoes	s ɨ̞ r d ɔ ɨ̯ s
sustem	s ɨ̞ s d ɛ m
sut	s ɨ̞ d
sut	s ɨ̞ t
sut dach chi	s ɨ̞ t d a χ χ iː
sut wyt ti	s ɨ̞ t uː ɨ̯ t t iː
sut wyt ti	s ɪ t ʊ i̯ t t iː
sw	s uː
swistir	ə s w ɪ s d ɪ r
switsh	s w ɪ t͡ʃ
switshys	s w ɪ t ʃ ɨ̞ s
switsio	s w ɪ t ʃ ɔ
swllt	s uː ɬ d
swm	s ʊ m
swnllyd	s ʊ n ɬ ɨ̞ d
swnt	s ʊ n t
swper	s ʊ p a r
swper	s ʊ p ɛ r
swshi	s uː ʃ i
swshi	s ʊ ʃ i
swydd	s uː ɨ̯ ð
swyddfa	s ʊ ɨ̯ ð v a
swyddog	s ʊ ɨ̯ ð ɔ ɡ
swyddogaeth	s ʊ ɨ̯ ð ɔ ɡ a ɨ̯ θ
swyddogaeth	s ʊ ɨ̯ ð ɔ ɡ ɛ θ
swyn	s uː ɨ̯ n
swyno	s ʊ ɨ̯ n ɔ
swynol	s ʊ ɨ̯ n ɔ l
sy	s ɨː
sych	s ɨː χ
sychin	s ə χ ɪ n
sychnant	s ə χ n a n t
sychnentydd	s ə χ n ɛ n t ɨ̞ ð
sychu	s ə χ ɨ
sydd	s ɨː ð
syfi	s ə v i
syfl	s ɨ̞ v l
syflyd	s ə v l ɨ̞ d
sylfaen	s ə l v a ɨ̯ n
sylfaenol	s ə l v e ɨ̯ n ɔ l
sylffwr	s ə l f ʊ r
syllta	s ə ɬ d a
syllu	s ə ɬ ɨ
sylw	s ə l u
sylw	s ɪ l u
sylwebu	s ə l w ɛ b ɨ
sylwi	s ə l w i
symbol	s ɨ̞ m b ɔ l
symiau	s ə m j a
symiau	s ə m j a ɨ̯
symiau	s ə m j ɛ
syml	s ɨ̞ m l
symud	s ə m ɨ̞ d
symudliw	s ə m ɨ̞ d l ɪ u̯
symudol	s ə m ɨ d ɔ l
syndod	s ə n d ɔ d
syndodau	s ə n d ɔ d a
syndodau	s ə n d ɔ d a ɨ̯
syndodau	s ə n d ɔ d ɛ
syniad	s ə n j a d
synio	s ə n j ɔ
synnu	s ə n ɨ
synnwyr	s ə n w ɨ̞ r
synthesis	s ɨ̞ n θ ɛ s ɪ s
syrpréis	s ə r p r e i̯ s
syrthio	s ə r θ j ɔ
system	s ɨ̞ s d ɛ m
syth	s ɨː θ
sâl	s aː l
sèd	s ɛ d
sêl	s eː l
sêls	s eː l s
sêr	s eː r
sêr llong	s eː r ɬ ɔ ŋ
sìl	s ɪ l
sôn	s oː n
söolegwr	s ɔ ɔ l ɛ ɡ ʊ r
söolegwyr	s ɔ ɔ l ɛ ɡ w ɨ̞ r
söolegydd	s ɔ ɔ l ɛ ɡ ɨ̞ ð
sŵn	s uː n
ta	t a
tachwedd	t a χ w ɛ ð
taclus	t a k l ɨ̞ s
tacluso	t a k l ɨ̞ s ɔ
tad	t aː d
tadau	t a d a
tadau	t a d a ɨ̯
tadau	t a d ɛ
taen	t aː ɨ̯ n
taenu	t e ɨ̯ n ɨ
taeog	t e ɨ̯ ɔ ɡ
taeogtref	t e ɨ̯ ɔ ɡ t r ɛ v
taeru	t e ɨ̯ r ɨ
taf	t aː v
tafarn	t a v a r n
tafarnwr	t a v a r n ʊ r
taflen	t a v l ɛ n
taflod	t a v l ɔ d
taflu	t a v l ɨ
tafod	t a v ɔ d
tafodiaith	t a v ɔ d j a i̯ θ
tafodiaith	t a v ɔ d j ɛ θ
tafwys	t a v ʊ ɨ̯ s
tai	t a i̯
taid	t a i̯ d
tair	t a i̯ r
tair ar ddeg	t a i̯ r a r ð eː ɡ
taith	t a i̯ θ
tal	t a l
tal	t aː l
tala	t a l a
talaf	t a l a
talaf	t a l a v
talai	t a l a i̯
talai	t a l ɛ
talais	t a l a i̯ s
talais	t a l ɛ s
talais	t a l ɛ ʃ
talais	t a l ɪ ʃ
talan	t a l a n
talant	t a l a n t
talcen	t a l k a n
talcen	t a l k ɛ n
taleb	t a l ɛ b
taled	t a l ɛ d
talem	t a l ɛ m
talen	t a l ɛ n
talent	t a l ɛ n t
taler	t a l ɛ r
tales	t a l ɛ s
talet	t a l ɛ t
tali	t a l i
taliadau	t a l j a d a
taliadau	t a l j a d a ɨ̯
taliadau	t a l j a d ɛ
taliff	t a l ɪ f
talit	t a l ɪ t
talo	t a l ɔ
talom	t a l ɔ m
talon	t a l ɔ n
talu	t a l ɨ
talwch	t a l ʊ χ
talwn	t a l ʊ n
tanau gwyllt	t a n a ɡ w ɨː ɬ d
tanau gwyllt	t a n a ɨ̯ ɡ w ɨː ɬ d
tanau gwyllt	t a n ɛ ɡ w ɨː ɬ d
tanbaid	t a m b a i̯ d
tanbeidrwydd	t a m b e i̯ d r ʊ ɨ̯ ð
tanwydd	t a n w ɨ̞ ð
taradr	t a r a d r
taran	t a r a n
taranau	t a r a n a
taranau	t a r a n a ɨ̯
taranau	t a r a n ɛ
taranu	t a r a n ɨ̞
tarian	t a r j a n
tarianau	t a r j a n a
tarianau	t a r j a n a ɨ̯
tarianau	t a r j a n ɛ
taro	t a r ɔ
tarw	t a r u
taten	t a t a n
taten	t a t ɛ n
tato	t a t ɔ
tatws	t a t ʊ s
tatŵ	t a t uː
tatŵs	t a t uː s
tau	t a ɨ̯
taw	t a
taw	t aː u̯
taw	t ə
tawa	t a u̯ a
tawdd	t a u̯ ð
tawe	t a u̯ ɛ
tawel	t a u̯ ɛ l
tawl	t a u̯ l
tawn	t a u̯ n
te	t eː
te gwyrdd	t eː ɡ w ɨ̞ r ð
tebyg	t ɛ b ɨ̞ ɡ
tebyg	t ɛ b ɪ ɡ
tebygol	t ɛ b ə ɡ ɔ l
tech gwyb	t ɛ χ ɡ w ɨ̞ b
technoleg gwybodaeth	t ɛ χ n ɔ l ɛ ɡ ɡ w ə b ɔ d a ɨ̯ θ
technoleg gwybodaeth	t ɛ χ n ɔ l ɛ ɡ ɡ w ə b ɔ d ɛ θ
technoleg gwybodaeth	t ɛ χ n ɔ l ɛ ɡ ɡ w ɨ̞ b ɔ d a ɨ̯ θ
technoleg gwybodaeth	t ɛ χ n ɔ l ɛ ɡ ɡ w ɨ̞ b ɔ d ɛ θ
technoleg gwybodaeth	t ɛ χ n ɔ l ɛ ɡ ɡ ʊ b ɔ d a ɨ̯ θ
teg	t eː ɡ
tegan	t ɛ ɡ a n
tegan anwes	t ɛ ɡ a n a n w ɛ s
tegan meddal	t ɛ ɡ a n m ɛ ð a l
tei	t e i̯
teiar	t e i̯ a r
teiars	t e i̯ a r s
teifi	t e i̯ v i
teifl	t e i̯ v l
teigr	t e i̯ ɡ r
teigrod	t e i̯ ɡ r ɔ d
teimlad	t e i̯ m l a d
teimlo	t e i̯ m l ɔ
teipiadur	t e i̯ p j a d ɨ̞ r
teipio	t e i̯ p j ɔ
teires	t e i̯ r ɛ s
teirw	t e i̯ r u
teisen	t e i̯ s a n
teisen	t e i̯ s ɛ n
teisen	t e i̯ ʃ a n
teisen	t e i̯ ʃ ɛ n
teisen	t ɪ ʃ a n
teisen	t ɪ ʃ ɛ n
teisen gri	t e i̯ s a ŋ ɡ r iː
teisen gri	t e i̯ s ɛ ŋ ɡ r iː
teisen gri	t e i̯ ʃ a ŋ ɡ r iː
teisen gri	t e i̯ ʃ ɛ ŋ ɡ r iː
teisen radell	t e i̯ s a n r a d ɛ ɬ
teisen radell	t e i̯ s ɛ n r a d ɛ ɬ
teisen radell	t e i̯ ʃ a n r a d ɛ ɬ
teisen radell	t e i̯ ʃ ɛ n r a d ɛ ɬ
teisennau	t e i̯ s ɛ n a
teisennau	t e i̯ s ɛ n a ɨ̯
teisennau	t e i̯ s ɛ n ɛ
teisennau	t e i̯ ʃ ɛ n a ɨ̯
teisennau	t ɪ ʃ ɛ n a
teisennau	t ɪ ʃ ɛ n ɛ
teithi	t e i̯ θ i
teithio	t e i̯ θ j ɔ
teitl	t e i̯ t l
teitlau	t e i̯ t l a
teitlau	t e i̯ t l a ɨ̯
teitlau	t e i̯ t l ɛ
telais	t ɛ l a i̯ s
teledu	t ɛ l ɛ d ɨ
teli	t ɛ l i
telid	t ɛ l ɪ d
telir	t ɛ l ɪ r
telyn	t ɛ l ɨ n
telyn deires	t ɛ l ɨ n d e i̯ r ɛ s
telynau	t ɛ l ə n a
telynau	t ɛ l ə n a ɨ̯
telynau	t ɛ l ə n ɛ
telynau teires	t ɛ l ə n a t e i̯ r ɛ s
telynau teires	t ɛ l ə n a ɨ̯ t e i̯ r ɛ s
telynau teires	t ɛ l ə n ɛ t e i̯ r ɛ s
telynor	t ɛ l ə n ɔ r
telynores	t ɛ l ə n ɔ r a s
telynores	t ɛ l ə n ɔ r ɛ s
telynoresau	t ɛ l ə n ɔ r ɛ s a
telynoresau	t ɛ l ə n ɔ r ɛ s a ɨ̯
telynoresau	t ɛ l ə n ɔ r ɛ s ɛ
telynorion	t ɛ l ə n ɔ r j ɔ n
tenant	t ɛ n a n t
tenantiaeth	t ɛ n a n t j a ɨ̯ θ
tenantiaeth	t ɛ n a n t j ɛ θ
tenantiaethau	t ɛ n a n t j e ɨ̯ θ a
tenantiaethau	t ɛ n a n t j e ɨ̯ θ a ɨ̯
tenantiaethau	t ɛ n a n t j e ɨ̯ θ ɛ
tenantiaid	t ɛ n a n t j a i̯ d
tenantiaid	t ɛ n a n t j ɛ d
tenau	t ɛ n a
tenau	t ɛ n a ɨ̯
tenau	t ɛ n ɛ
terfyn	t ɛ r v ɨ n
terfynau	t ɛ r v ə n a
terfynau	t ɛ r v ə n a ɨ̯
terfynau	t ɛ r v ə n ɛ
terfyniad	t ɛ r v ə n j a d
terfynol	t ɛ r v ə n ɔ l
terfynu	t ɛ r v ə n ɨ
terfysg	t ɛ r v ɨ̞ s ɡ
terfysgaeth	t ɛ r v ə s ɡ a ɨ̯ θ
terfysgaeth	t ɛ r v ə s ɡ ɛ θ
terfysgaidd	t ɛ r v ə s ɡ a i̯ ð
terfysglyd	t ɛ r v ə s ɡ l ɨ̞ d
terfysgoedd	t ɛ r v ə s ɡ ɔ ɨ̯ ð
terfysgu	t ɛ r v ə s ɡ ɨ
terfysgwr	t ɛ r v ə s ɡ ʊ r
terfysgwyr	t ɛ r v ə s ɡ w ɨ̞ r
tery	t ɛ r ɨ
terydr	t ɛ r ɨ̞ d r
testun	t ɛ s t ɨ̞ n
teulu	t e ɨ̯ l ɨ
teulu brenhinol	t e ɨ̯ l ɨ b r ɛ n h ɪ n ɔ l
tew	t eː u̯
tewach	t ɛ u̯ a χ
tewed	t ɛ u̯ ɛ d
tewi	t ɛ u̯ i
tewyn	t ɛ u̯ ɨ̞ n
teyrn	t e ɨ̯ r n
teyrnaddoliant	t e ɨ̯ r n a ð ɔ l j a n t
teyrnas	t e ɨ̯ r n a s
teyrnged	t e ɨ̯ r n ɡ ɛ d
tg	t ə ɡ ə
tgau	t ɡ a ɨ̯
thaclus	θ a k l ɨ̞ s
thacluso	θ a k l ɨ̞ s ɔ
thad	θ aː d
thafarn	θ a v a r n
thafarnwr	θ a v a r n ʊ r
thaflu	θ a v l ɨ
thaith	θ a i̯ θ
thal	θ a l
thala	θ a l a
thalai	θ a l a i̯
thalai	θ a l ɛ
thalcen	θ a l k a n
thalcen	θ a l k ɛ n
thalent	θ a l ɛ n t
thaler	θ a l ɛ r
thali	θ a l i
thaliadau	θ a l j a d a
thaliadau	θ a l j a d a ɨ̯
thaliadau	θ a l j a d ɛ
thalo	θ a l ɔ
thalu	θ a l ɨ
tharian	θ a r j a n
tharianau	θ a r j a n a
tharianau	θ a r j a n a ɨ̯
tharianau	θ a r j a n ɛ
tharw	θ a r u
thatws	θ a t ʊ s
thaw	θ a u̯
thawel	θ a u̯ ɛ l
thebyg	θ ɛ b ɨ̞ ɡ
thebyg	θ ɛ b ɪ ɡ
thegan	θ ɛ ɡ a n
thei	θ e i̯
theigr	θ e i̯ ɡ r
theigrod	θ e i̯ ɡ r ɔ d
theirw	θ e i̯ r u
theisen	θ e i̯ s a n
theisen	θ e i̯ s ɛ n
theisen	θ e i̯ ʃ a n
theisen	θ e i̯ ʃ ɛ n
theisen	θ ɪ ʃ a n
theisen	θ ɪ ʃ ɛ n
theledu	θ ɛ l ɛ d ɨ
thelyn	θ ɛ l ɨ n
thelynor	θ ɛ l ə n ɔ r
thelynores	θ ɛ l ə n ɔ r a s
thelynores	θ ɛ l ə n ɔ r ɛ s
thematig	θ ɛ m a t ɪ ɡ
theulu	θ e ɨ̯ l ɨ
thew	θ eː u̯
thewed	θ ɛ u̯ ɛ d
thewi	θ ɛ u̯ i
theyrnaddoliant	θ e ɨ̯ r n a ð ɔ l j a n t
theyrnas	θ e ɨ̯ r n a s
thi	θ iː
thor	θ ɔ r
thorrent	θ ɔ r ɛ n t
thorrid	θ ɔ r ɪ d
thraed	θ r aː ɨ̯ d
thrannoeth	θ r a n ɔ ɨ̯ θ
thrawant	θ r a u̯ a n t
thre	θ r eː
threfydd	θ r ɛ v ɨ̞ ð
threisiwr	θ r e i̯ ʃ ʊ r
thrennydd	θ r ɛ n ɨ̞ ð
thro	θ r oː
throed	θ r oː ɨ̯ d
throednoeth	θ r ɔ ɨ̯ d n ɔ ɨ̯ θ
throes	θ r oː ɨ̯ s
throi	θ r ɔ i̯
thrwydded	θ r ʊ ɨ̯ ð a d
thrwydded	θ r ʊ ɨ̯ ð ɛ d
thrwyddedau	θ r ʊ ɨ̯ ð ɛ d a
thrwyddedau	θ r ʊ ɨ̯ ð ɛ d a ɨ̯
thrwyddedau	θ r ʊ ɨ̯ ð ɛ d ɛ
thrwyn	θ r uː ɨ̯ n
thrydanwr	θ r ə d a n ʊ r
thu	θ ɨː
thud	θ ɨː d
thudalen	θ ɨ̞ d a l a n
thudalen	θ ɨ̞ d a l ɛ n
thwrci	θ ʊ r k i
thwymyn	θ ʊ ɨ̯ m ɨ̞ n
thyn	θ ɨ̞ n
thyrrau	θ ə r a
thyrrau	θ ə r a ɨ
thyrrau	θ ə r ɛ
thywyll	θ ə u̯ ɨ̞ ɬ
thâl	θ aː l
thân	θ aː n
thîm	θ iː m
thŵr	θ uː r
thŷ	θ ɨː
ti	t iː
ti'n iawn	t iː n j a u̯ n
ticio	t ɪ k j ɔ
ticio	t ɪ k ɔ
timau	t ɪ m a
timau	t ɪ m a ɨ̯
timau	t ɪ m ɛ
timoedd	t ɪ m ɔ ɨ̯ ð
tipyn	t ɪ p ɨ̞ n
tir	t iː r
tiroedd	t ɪ r ɔ ɨ̯ ð
titr	t ɪ t r
titw tomos las	t ɪ t u t ɔ m ɔ s l aː s
tiwb	t ɪ u̯ b
tiwlip	t ɪ u̯ l ɪ p
tlawd	t l a u̯ d
tlodion	t l ɔ d j ɔ n
tlws	t l uː s
to	t oː
to bach	t oː b aː χ
toc	t ɔ k
tocyn	t ɔ k ɨ̞ n
toddf	t ɔ ð v
toddyf	t ɔ ð ɨ̞ v
toes	t oː ɨ̯ s
toesaidd	t ɔ ɨ̯ s a i̯ ð
toesen	t ɔ ɨ̯ s ɛ n
toeslyd	t ɔ ɨ̯ s l ɨ̞ d
toiled	t ɔ i̯ l a d
toiled	t ɔ i̯ l ɛ d
toiledau	t ɔ i̯ l ɛ d a
toiledau	t ɔ i̯ l ɛ d a ɨ̯
toiledau	t ɔ i̯ l ɛ d ɛ
toiledi	t ɔ i̯ l ɛ d i
tolio	t ɔ l j ɔ
tomato	t ɔ m a t ɔ
