а	a
утрина	u t r i n a
утро	u t r ɔ
утробен	u t r ɔ b ɛ n
уфрлен	u f r̩ l ɛ n
учебен	u t͡ʃ ɛ b ɛ n
учебник	u t͡ʃ ɛ b n i k
учебнички	u t͡ʃ ɛ b n i t͡ʃ k i
ученик	u t͡ʃ ɛ n i k
учениче	u t͡ʃ ɛ n i t͡ʃ ɛ
учење	u t͡ʃ ɛ ɲ ɛ
учител	u t͡ʃ i t ɛ ɫ
учителство	u t͡ʃ i t ɛ ɫ s t v ɔ
учкур	u t͡ʃ k u r
учкури	u t͡ʃ k u ɾ i
уши	u ʃ i
ушле	u ʃ l ɛ
фабрика	f a b r i k a
фазанов	f a z a n ɔ f
факт	f a k t
факултет	f a k u ɫ t ɛ t
фала	f a ɫ a
фаличност	f a l i t͡ʃ n ɔ s t
фалсификаторски	f a ɫ s i f i k a t ɔ r s k i
фалсификација	f a ɫ s i f i k a t͡s i j a
фалта	f a ɫ t a
фанатичен	f a n a t i t͡ʃ ɛ n
фараон	f a ɾ a ɔ n
фармација	f a r m a t͡s i j a
фармерки	f a r m ɛ r k i
фасцинација	f a s t͡s i n a t͡s i j a
фати	f a t i
фаќа	f a c a
февруари	f ɛ v r u a ɾ i
федерација	f ɛ d ɛ r a t͡s i j a
фелдмаршал	f ɛ ɫ d m a r ʃ a ɫ
фенер	f ɛ n ɛ r
фенерче	f ɛ n ɛ r t͡ʃ ɛ
фереџе	f ɛ ɾ ɛ d͡ʒ ɛ
ферментација	f ɛ r m ɛ n t a t͡s i j a
фетиш	f ɛ t i ʃ
феудализам	f ɛ u d a l i z a m
фигаро	f i ɡ a ɾ ɔ
физиологија	f i z i j ɔ ɫ ɔ ɡ i j a
физиономија	f i z i j ɔ n ɔ m i j a
физиотерапија	f i z i j ɔ t ɛ r a p i j a
фиксација	f i k s a t͡s i j a
фиксност	f i k s n ɔ s t
филантропија	f i ɫ a n t r ɔ p i j a
филм	f i ɫ m̩
филмче	f i ɫ m̩ t͡ʃ ɛ
филогенетски	f i ɫ ɔ ɡ ɛ n ɛ t s k i
филолог	f i ɫ ɔ ɫ ɔ k
филологија	f i ɫ ɔ ɫ ɔ ɡ i j a
филтерски	f i ɫ t ɛ r s k i
филтрација	f i ɫ t r a t͡s i j a
филхармонија	f i ɫ x a r m ɔ n i j a
фирма	f i r m a
фитнес	f i t n ɛ s
флејта	f l ɛ j t a
флејтист	f l ɛ j t i s t
флорет	f ɫ ɔ r ɛ t
флорети	f ɫ ɔ r ɛ t i
флоскула	f ɫ ɔ s k u ɫ a
флуктуација	f ɫ u k t u a t͡s i j a
фобија	f ɔ b i j a
фондација	f ɔ n d a t͡s i j a
фондовски	f ɔ n d ɔ f s k i
фонт	f ɔ n t
фонтови	f ɔ n t ɔ v i
форма	f ɔ r m a
формализација	f ɔ r m a l i z a t͡s i j a
формациски	f ɔ r m a t͡s i s k i
формација	f ɔ r m a t͡s i j a
формулација	f ɔ r m u ɫ a t͡s i j a
формулира	f ɔ r m u l i ɾ a
фосилен	f ɔ s i l ɛ n
фотелја	f ɔ t ɛ l j a
фотогеничност	f ɔ t ɔ ɡ ɛ n i t͡ʃ n ɔ s t
фотоќелија	f ɔ t ɔ c ɛ l i j a
фреквенциски	f r ɛ k v ɛ n t͡s i s k i
фрижидер	f r i ʒ i d ɛ r
фронт	f r ɔ n t
фрустрација	f r u s t r a t͡s i j a
фстаци	f s t a t͡s i
фудбал	f u d b a ɫ
фунафути	f u n a f u t i
фунафутиски	f u n a f u t i s k i
фурна	f u r n a
фурнаџија	f u r n a d͡ʒ i j a
фустан	f u s t a n
фустанче	f u s t a n t͡ʃ ɛ
фушерски	f u ʃ ɛ r s k i
халуцинација	x a ɫ u t͡s i n a t͡s i j a
хамбургер	x a m b u r ɡ ɛ r
хаос	x a ɔ s
хаотичност	x a ɔ t i t͡ʃ n ɔ s t
харзувал	x a r z u v a ɫ
харизматичност	x a ɾ i z m a t i t͡ʃ n ɔ s t
хармонизација	x a r m ɔ n i z a t͡s i j a
хармонично	x a r m ɔ n i t͡ʃ n ɔ
хартивче	x a r t i f t͡ʃ ɛ
хартија	x a r t i j a
хафниум	x a f n i j u m
хајка	x a j k a
хеликоптер	x ɛ l i k ɔ p t ɛ r
хеликоптери	x ɛ l i k ɔ p t ɛ ɾ i
хелсиншки	x ɛ ɫ s i n ʃ k i
хемичарски	x ɛ m i t͡ʃ a r s k i
хемотерапија	x ɛ m ɔ t ɛ r a p i j a
хералд	x ɛ ɾ a ɫ t
хералди	x ɛ ɾ a ɫ d i
хералдика	x ɛ r a ɫ d i k a
херцег	x ɛ r t͡s ɛ k
херцеговина	x ɛ r t͡s ɛ ɡ ɔ v i n a
хибернација	x i b ɛ r n a t͡s i j a
хидрант	x i d r a n t
хипопотомонстросесквипедалиофобија	x i p ɔ p ɔ t ɔ m ɔ n s t r ɔ s ɛ s k v i p ɛ d a l i j ɔ f ɔ b i j a
хировитост	x i r ɔ v i t ɔ s t
хистерија	x i s t ɛ ɾ i j a
хистологија	x i s t ɔ ɫ ɔ ɡ i j a
хит	x i t
хлороформ	x ɫ ɔ ɾ ɔ f ɔ r m̩
хмељ	x m ɛ l
хомонимија	x ɔ m ɔ n i m i j a
хомофонија	x ɔ m ɔ f ɔ n i j a
хонијара	x ɔ n i j a ɾ a
хонијарски	x ɔ n i j a r s k i
хотел	x ɔ t ɛ ɫ
хотелски	x ɔ t ɛ ɫ s k i
храбар	x r a b a r
храм	x r a m
храна	x r a n a
хранливост	x r a n l i v ɔ s t
хрват	x r̩ v a t
хрватка	x r̩ v a t k a
хрватски	x r̩ v a t s k i
хроника	x r ɔ n i k a
хроничарски	x r ɔ n i t͡ʃ a r s k i
ц	ǀ
цаблан	t͡s a b ɫ a n
цап	t͡s a p
цар	t͡s a r
царица	t͡s a ɾ i t͡s a
царство	t͡s a r s t v ɔ
царува	t͡s a ɾ u v a
цвет	t͡s v ɛ t
цветче	t͡s v ɛ t t͡ʃ ɛ
цвеќарски	t͡s v ɛ c a r s k i
цвеќарство	t͡s v ɛ c a r s t v ɔ
цвеќе	t͡s v ɛ c ɛ
цвеќенце	t͡s v ɛ c ɛ n t͡s ɛ
цвеќуле	t͡s v ɛ c u l ɛ
целисходност	t͡s ɛ l i s x ɔ d n ɔ s t
целовит	t͡s ɛ ɫ ɔ v i t
целосен	t͡s ɛ ɫ ɔ s ɛ n
целосност	t͡s ɛ ɫ ɔ s n ɔ s t
целувка	t͡s ɛ ɫ u f k a
цензор	t͡s ɛ n z ɔ r
цензорски	t͡s ɛ n z ɔ r s k i
централизација	t͡s ɛ n t r a l i z a t͡s i j a
центрира	t͡s ɛ n t r i ɾ a
центурија	t͡s ɛ n t u ɾ i j a
цеца	t͡s ɛ t͡s a
цеѓ	t s ɛ c
цигара	t͡s i ɡ a ɾ a
цигари	t͡s i ɡ a ɾ i
цигарче	t͡s i ɡ a r t͡ʃ ɛ
циглен	t͡s i ɡ l ɛ n
цикличност	t͡s i k l i t͡ʃ n ɔ s t
циметов	t͡s i m ɛ t ɔ f
цимоли	t͡s i m ɔ l i
циник	t͡s i n i k
циничност	t͡s i n i t͡ʃ n ɔ s t
цинков	t͡s i ŋ k ɔ f
циркулација	t͡s i r k u ɫ a t͡s i j a
циркуски	t͡s i r k u s k i
цифра	t͡s i f r a
цица	t͡s i t͡s a
цицач	t͡s i t͡s a t͡ʃ
циција	t͡s i t͡s i j a
цол	t͡s ɔ ɫ
црвен	t͡s r̩ v ɛ n
црвена	t͡s r̩ v ɛ n a
црви	t͡s r̩ v i
црвило	t͡s r̩ v i ɫ ɔ
црвливост	t͡s r̩ v l i v ɔ s t
црева	t͡s r ɛ v a
црево	t͡s r ɛ v ɔ
црешов	t͡s r ɛ ʃ ɔ f
црква	t͡s r̩ k v a
црквичка	t͡s r̩ k v i t͡ʃ k a
црн	t͡s r̩ n̩
црногорец	t͡s r̩ n ɔ ɡ ɔ ɾ ɛ t͡s
црногорка	t͡s r̩ n ɔ ɡ ɔ r k a
црнокос	t͡s r̩ n ɔ k ɔ s
цртичка	t͡s r̩ t i t͡ʃ k a
цутка	t͡s u t k a
цутне	t͡s u t n ɛ
ццц	ǀ ǀ ǀ
чавкин	t͡ʃ a f k i n
чаеви	t͡ʃ a ɛ v i
чамец	t͡ʃ a m ɛ t͡s
чамче	t͡ʃ a m t͡ʃ ɛ
чанта	t͡ʃ a n t a
чаршаф	t͡ʃ a r ʃ a f
чаршафче	t͡ʃ a r ʃ a f t͡ʃ ɛ
час	t͡ʃ a s
часовничарски	t͡ʃ a s ɔ v n i t͡ʃ a r s k i
чај	t͡ʃ a j
чајник	t͡ʃ a j n i k
чајче	t͡ʃ a j t͡ʃ ɛ
чајџилница	t͡ʃ a j d͡ʒ i ɫ n i t͡s a
чајџилници	t͡ʃ a j d͡ʒ i ɫ n i t͡s i
чевел	t͡ʃ ɛ v ɛ ɫ
чевличка	t͡ʃ ɛ v l i t͡ʃ k a
чедност	t͡ʃ ɛ d n ɔ s t
чедо	t͡ʃ ɛ d ɔ
чедоубиство	t͡ʃ ɛ d ɔ u b i s t v ɔ
чека	t͡ʃ ɛ k a
чекан	t͡ʃ ɛ k a n
чеканче	t͡ʃ ɛ k a n t͡ʃ ɛ
чекмеџе	t͡ʃ ɛ k m ɛ d͡ʒ ɛ
челенка	t͡ʃ ɛ l ɛ ŋ k a
челенки	t͡ʃ ɛ l ɛ ŋ k i
чело	t͡ʃ ɛ ɫ ɔ
чембала	t͡ʃ ɛ m b a ɫ a
чембалист	t͡ʃ ɛ m b a l i s t
чембалисти	t͡ʃ ɛ m b a l i s t i
чембалистка	t͡ʃ ɛ m b a l i s t k a
чембалистки	t͡ʃ ɛ m b a l i s t k i
чембало	t͡ʃ ɛ m b a ɫ ɔ
чепорест	t͡ʃ ɛ p ɔ ɾ ɛ s t
черга	t͡ʃ ɛ r ɡ a
череп	t͡ʃ ɛ ɾ ɛ p
чесност	t͡ʃ ɛ s n ɔ s t
честина	t͡ʃ ɛ s t i n a
често	t͡ʃ ɛ s t ɔ
честољубивост	t͡ʃ ɛ s t ɔ l u b i v ɔ s t
четворица	t͡ʃ ɛ t v ɔ ɾ i t͡s a
четворче	t͡ʃ ɛ t v ɔ r t͡ʃ ɛ
четврток	t͡ʃ ɛ t v r̩ t ɔ k
четири	t͡ʃ ɛ t i ɾ i
четириесет	t͡ʃ ɛ t i r i j ɛ s ɛ t
четиринаесет	t͡ʃ ɛ t i ɾ i n a ɛ s ɛ t
четиристотини	t͡ʃ ɛ t i ɾ i s t ɔ t i n i
четка	t͡ʃ ɛ t k a
четкичка	t͡ʃ ɛ t k i t͡ʃ k a
четник	t͡ʃ ɛ t n i k
чешел	t͡ʃ ɛ ʃ ɛ ɫ
чешелче	t͡ʃ ɛ ʃ ɛ ɫ t͡ʃ ɛ
чешки	t͡ʃ ɛ ʃ k i
чешма	t͡ʃ ɛ ʃ m a
чешмен	t͡ʃ ɛ ʃ m ɛ n
чешмиче	t͡ʃ ɛ ʃ m i t͡ʃ ɛ
чешмичка	t͡ʃ ɛ ʃ m i t͡ʃ k a
чивит	t͡ʃ i v i t
чивија	t͡ʃ i v i j a
чизмичка	t͡ʃ i z m i t͡ʃ k a
чим	t͡ʃ i m
чиниче	t͡ʃ i n i t͡ʃ ɛ
чинија	t͡ʃ i n i j a
чиновништво	t͡ʃ i n ɔ v n i ʃ t v ɔ
число	t͡ʃ i s ɫ ɔ
чистачки	t͡ʃ i s t a t͡ʃ k i
чистосрдечност	t͡ʃ i s t ɔ s r̩ d ɛ t͡ʃ n ɔ s t
чистота	t͡ʃ i s t ɔ t a
чистотник	t͡ʃ i s t ɔ t n i k
читанка	t͡ʃ i t a ŋ k a
читател	t͡ʃ i t a t ɛ ɫ
читателка	t͡ʃ i t a t ɛ ɫ k a
читање	t͡ʃ i t a ɲ ɛ
чифлиг	t͡ʃ i f l i k
чичков	t͡ʃ i t͡ʃ k ɔ f
чиј	t͡ʃ i j
чкрапа	t͡ʃ k r a p a
чкрапав	t͡ʃ k r a p a f
чкрта	t͡ʃ k r̩ t a
чкртне	t͡ʃ k r̩ t n ɛ
член	t͡ʃ l ɛ n
членува	t͡ʃ l ɛ n u v a
човек	t͡ʃ ɔ v ɛ k
човека	t͡ʃ ɔ v ɛ k a
човеков	t͡ʃ ɔ v ɛ k ɔ f
човекон	t͡ʃ ɔ v ɛ k ɔ n
човекот	t͡ʃ ɔ v ɛ k ɔ t
човекоубиство	t͡ʃ ɔ v ɛ k ɔ u b i s t v ɔ
човекољубивост	t͡ʃ ɔ v ɛ k ɔ l u b i v ɔ s t
човеку	t͡ʃ ɔ v ɛ k u
човештво	t͡ʃ ɔ v ɛ ʃ t v ɔ
чорап	t͡ʃ ɔ ɾ a p
чорапче	t͡ʃ ɔ ɾ a p t͡ʃ ɛ
чорба	t͡ʃ ɔ r b a
чорбичка	t͡ʃ ɔ r b i t͡ʃ k a
чотра	t͡ʃ ɔ t r a
чоха	t͡ʃ ɔ x a
чпп	t͡ʃ ə p ə p ə
чува	t͡ʃ u v a
чуварка	t͡ʃ u v a r k a
чуден	t͡ʃ u d ɛ n
чудесија	t͡ʃ u d ɛ s i j a
чудесно	t͡ʃ u d ɛ s n ɔ
чудесност	t͡ʃ u d ɛ s n ɔ s t
чудно	t͡ʃ u d n ɔ
чудност	t͡ʃ u d n ɔ s t
чудо	t͡ʃ u d ɔ
чукало	t͡ʃ u k a ɫ ɔ
чума	t͡ʃ u m a
чумен	t͡ʃ u m ɛ n
чупе	t͡ʃ u p ɛ
чури	t͡ʃ u ɾ i
чутура	t͡ʃ u t u ɾ a
шал	ʃ a ɫ
шаман	ʃ a m a n
шамивче	ʃ a m i f t͡ʃ ɛ
шанец	ʃ a n ɛ t͡s
шапка	ʃ a p k a
шапкарка	ʃ a p k a r k a
шапкарски	ʃ a p k a r s k i
шарпланинец	ʃ a r p ɫ a n i n ɛ t͡s
шарпланинка	ʃ a r p ɫ a n i ŋ k a
шарпланинки	ʃ a r p ɫ a n i ŋ k i
шарпланинци	ʃ a r p ɫ a n i n t͡s i
шарпланинче	ʃ a r p ɫ a n i n t͡ʃ ɛ
шарпланинчиња	ʃ a r p ɫ a n i n t͡ʃ i ɲ a
шатка	ʃ a t k a
шаткин	ʃ a t k i n
шаторски	ʃ a t ɔ r s k i
шаховски	ʃ a x ɔ f s k i
шашавост	ʃ a ʃ a v ɔ s t
шајка	ʃ a j k a
шверцер	ʃ v ɛ r t͡s ɛ r
шверцерка	ʃ v ɛ r t͡s ɛ r k a
шегаџиски	ʃ ɛ ɡ a d͡ʒ i s k i
шегобиство	ʃ ɛ ɡ ɔ b i s t v ɔ
шеговит	ʃ ɛ ɡ ɔ v i t
шеесет	ʃ ɛ ɛ s ɛ t
шерифов	ʃ ɛ ɾ i f ɔ f
шеријат	ʃ ɛ ɾ i j a t
шеснаесет	ʃ ɛ s n a ɛ s ɛ t
шест	ʃ ɛ s t
шестар	ʃ ɛ s t a r
шестмина	ʃ ɛ s t m i n a
шестнаесет	ʃ ɛ s t n a ɛ s ɛ t
шестотини	ʃ ɛ s t ɔ t i n i
шефовство	ʃ ɛ f ɔ f s t v ɔ
шешир	ʃ ɛ ʃ i r
шеширче	ʃ ɛ ʃ i r t͡ʃ ɛ
шејтан	ʃ ɛ j t a n
шеќер	ʃ ɛ c ɛ r
шеќерче	ʃ ɛ c ɛ r t͡ʃ ɛ
шилеже	ʃ i l ɛ ʒ ɛ
шилест	ʃ i l ɛ s t
шинтер	ʃ i n t ɛ r
шиптар	ʃ i p t a r
шише	ʃ i ʃ ɛ
шишуле	ʃ i ʃ u l ɛ
шија	ʃ i j a
шкафче	ʃ k a f t͡ʃ ɛ
шкембе	ʃ k ɛ m b ɛ
школа	ʃ k ɔ ɫ a
шлака	ʃ ɫ a k a
шлапа	ʃ ɫ a p a
шмат	ʃ m a t
шмата	ʃ m a t a
шминка	ʃ m i ŋ k a
шнајдер	ʃ n a j d ɛ r
шнајдерка	ʃ n a j d ɛ r k a
шокираност	ʃ ɔ k i ɾ a n ɔ s t
шот	ʃ ɔ t
шпионски	ʃ p i j ɔ n s k i
шпионство	ʃ p i j ɔ n s t v ɔ
шпорет	ʃ p ɔ ɾ ɛ t
шпоретче	ʃ p ɔ ɾ ɛ t t͡ʃ ɛ
шраф	ʃ r a f
шрафче	ʃ r a f t͡ʃ ɛ
штава	ʃ t a v a
штави	ʃ t a v i
штедар	ʃ t ɛ d a r
штедливост	ʃ t ɛ d l i v ɔ s t
штедрост	ʃ t ɛ d r ɔ s t
штекер	ʃ t ɛ k ɛ r
штетност	ʃ t ɛ t n ɔ s t
штеточинец	ʃ t ɛ t ɔ t͡ʃ i n ɛ t͡s
штитеничка	ʃ t i t ɛ n i t͡ʃ k a
штитенички	ʃ t i t ɛ n i t͡ʃ k i
штица	ʃ t i t͡s a
штичка	ʃ t i t͡ʃ k a
штрафче	ʃ t r a f t͡ʃ ɛ
штрајк	ʃ t r a j k
штрајкувач	ʃ t r a j k u v a t͡ʃ
штрк	ʃ t r̩ k
штурец	ʃ t u ɾ ɛ t͡s
штурче	ʃ t u r t͡ʃ ɛ
шума	ʃ u m a
шуми	ʃ u m i
шумичка	ʃ u m i t͡ʃ k a
шумолење	ʃ u m ɔ l ɛ ɲ ɛ
шумоли	ʃ u m ɔ l i
шупа	ʃ u p a
шупливост	ʃ u p l i v ɔ s t
шура	ʃ u ɾ a
шушкав	ʃ u ʃ k a f
шушкавост	ʃ u ʃ k a v ɔ s t
ѓавол	ɟ a v ɔ ɫ
ѓаволест	ɟ a v ɔ l ɛ s t
ѓаволка	ɟ a v ɔ ɫ k a
ѓаволов	ɟ a v ɔ ɫ ɔ f
ѓаволски	ɟ a v ɔ ɫ s k i
ѓаволче	ɟ a v ɔ ɫ t͡ʃ ɛ
ѓаволштина	ɟ a v ɔ ɫ ʃ t i n a
ѓакон	ɟ a k ɔ n
ѓаконски	ɟ a k ɔ n s k i
ѓаконство	ɟ a k ɔ n s t v ɔ
ѓаур	ɟ a u r
ѓаурка	ɟ a u r k a
ѓеврек	ɟ ɛ v r ɛ k
ѓеврече	ɟ ɛ v r ɛ t͡ʃ ɛ
ѓезве	ɟ ɛ z v ɛ
ѓердан	ɟ ɛ r d a n
ѓерданче	ɟ ɛ r d a n t͡ʃ ɛ
ѓоа	ɟ ɔ a
ѓомлезе	ɟ ɔ m l ɛ z ɛ
ѓомлезец	ɟ ɔ m l ɛ z ɛ t͡s
ѓон	ɟ ɔ n
ѓонови	ɟ ɔ n ɔ v i
ѓубре	ɟ u b r ɛ
ѓубренце	ɟ u b r ɛ n t͡s ɛ
ѓубри	ɟ u b r i
ѓубриво	ɟ u b r i v ɔ
ѓуле	ɟ u l ɛ
ѓум	ɟ u m
ѓумбир	ɟ u m b i r
ѓумови	ɟ u m ɔ v i
ѓуптин	ɟ u p t i n
ѓуптинка	ɟ u p t i ŋ k a
ѕвезда	d͡z v ɛ z d a
ѕвездалија	d͡z v ɛ z d a l i j a
ѕвезден	d͡z v ɛ z d ɛ n
ѕвездест	d͡z v ɛ z d ɛ s t
ѕвезди	d͡z v ɛ z d i
ѕвездичка	d͡z v ɛ z d i t͡ʃ k a
ѕвездолик	d͡z v ɛ z d ɔ l i k
ѕвек	d͡z v ɛ k
ѕвекне	d͡z v ɛ k n ɛ
ѕвекнува	d͡z v ɛ k n u v a
ѕвекот	d͡z v ɛ k ɔ t
ѕвер	d͡z v ɛ r
ѕвери	d͡z v ɛ ɾ i
ѕверка	d͡z v ɛ r k a
ѕверови	d͡z v ɛ ɾ ɔ v i
ѕверски	d͡z v ɛ r s k i
ѕверство	d͡z v ɛ r s t v ɔ
ѕверче	d͡z v ɛ r t͡ʃ ɛ
ѕвечалка	d͡z v ɛ t͡ʃ a ɫ k a
ѕвечало	d͡z v ɛ t͡ʃ a ɫ ɔ
ѕвечарка	d͡z v ɛ t͡ʃ a r k a
ѕвечи	d͡z v ɛ t͡ʃ i
ѕвечка	d͡z v ɛ t͡ʃ k a
ѕвечлив	d͡z v ɛ t͡ʃ l i f
ѕвонар	d͡z v ɔ n a r
ѕвонарски	d͡z v ɔ n a r s k i
ѕвони	d͡z v ɔ n i
ѕвонлив	d͡z v ɔ n l i f
ѕвоно	d͡z v ɔ n ɔ
ѕвонче	d͡z v ɔ n t͡ʃ ɛ
ѕвончест	d͡z v ɔ n t͡ʃ ɛ s t
ѕврцне	d͡z v r̩ t͡s n ɛ
ѕе	d͡z æ
ѕевгар	d͡z ɛ v ɡ a r
ѕемне	d͡z ɛ m n ɛ
ѕенѕа	d͡z ɛ n d͡z a
ѕиври	d͡z i v r i
ѕид	d͡z i t
ѕида	d͡z i d a
ѕидар	d͡z i d a r
ѕидарски	d͡z i d a r s k i
ѕидарство	d͡z i d a r s t v ɔ
ѕиден	d͡z i d ɛ n
ѕидина	d͡z i d i n a
ѕидови	d͡z i d ɔ v i
ѕирка	d͡z i r k a
ѕирне	d͡z i r n ɛ
ѕрцки	d͡z r̩ t͡s k i
ѕуница	d͡z u n i t͡s a
ѕунлив	d͡z u n l i f
ѕури	d͡z u ɾ i
ја	j a
јабанџија	j a b a n d͡ʒ i j a
јаболкница	j a b ɔ ɫ k n i t͡s a
јаболко	j a b ɔ ɫ k ɔ
јаболков	j a b ɔ ɫ k ɔ f
јаболче	j a b ɔ ɫ t͡ʃ ɛ
јаболчест	j a b ɔ ɫ t͡ʃ ɛ s t
јаболчница	j a b ɔ ɫ t͡ʃ n i t͡s a
јава	j a v a
јаваскрипт	j a v a s k r i p t
јавач	j a v a t͡ʃ
јавачка	j a v a t͡ʃ k a
јавачки	j a v a t͡ʃ k i
јаве	j a v ɛ
јавен	j a v ɛ n
јави	j a v i
јавне	j a v n ɛ
јавност	j a v n ɔ s t
јавор	j a v ɔ r
јавува	j a v u v a
јаглен	j a ɡ l ɛ n
јаглениса	j a ɡ l ɛ n i s a
јагленисува	j a ɡ l ɛ n i s u v a
јагленов	j a ɡ l ɛ n ɔ f
јагленче	j a ɡ l ɛ n t͡ʃ ɛ
јаглерод	j a ɡ l ɛ ɾ ɔ t
јагне	j a ɡ n ɛ
јагненце	j a ɡ n ɛ n t͡s ɛ
јагнешки	j a ɡ n ɛ ʃ k i
јагнуле	j a ɡ n u l ɛ
јагода	j a ɡ ɔ d a
јагодичка	j a ɡ ɔ d i t͡ʃ k a
јагодов	j a ɡ ɔ d ɔ f
јаготче	j a ɡ ɔ t t͡ʃ ɛ
јагуар	j a ɡ u a r
јагула	j a ɡ u ɫ a
јад	j a t
јаде	j a d ɛ
јадеж	j a d ɛ ʃ
јаден	j a d ɛ n
јадец	j a d ɛ t͡s
јадење	j a d ɛ ɲ ɛ
јадица	j a d i t͡s a
јадничок	j a d n i t͡ʃ ɔ k
јадови	j a d ɔ v i
јадрен	j a d r ɛ n
јадро	j a d r ɔ
јадровит	j a d r ɔ v i t
јажарски	j a ʒ a r s k i
јаже	j a ʒ ɛ
јаженце	j a ʒ ɛ n t͡s ɛ
јаз	j a s
јазик	j a z i k
јазици	j a z i t͡s i
јазичар	j a z i t͡ʃ a r
јазиче	j a z i t͡ʃ ɛ
јазичен	j a z i t͡ʃ ɛ n
јазичест	j a z i t͡ʃ ɛ s t
јазичиште	j a z i t͡ʃ i ʃ t ɛ
јазичник	j a z i t͡ʃ n i k
јазлест	j a z l ɛ s t
јазовец	j a z ɔ v ɛ t͡s
јазовичар	j a z ɔ v i t͡ʃ a r
јазол	j a z ɔ ɫ
јаловост	j a ɫ ɔ v ɔ s t
јамајка	j a m a j k a
јаничар	j a n i t͡ʃ a r
јануари	j a n u a ɾ i
јанѕа	j a n d͡z a
јаренце	j a ɾ ɛ n t͡s ɛ
јас	j a s
јасминов	j a s m i n ɔ f
јасновидство	j a s n ɔ v i t s t v ɔ
јатрвин	j a t r̩ v i n
јахта	j a x t a
јајник	j a j n i k
јајце	j a j t͡s ɛ
јајцев	j a j t͡s ɛ f
јајцевод	j a j t͡s ɛ v ɔ t
јајценце	j a j t͡s ɛ n t͡s ɛ
јајцест	j a j t͡s ɛ s t
јајчен	j a j t͡ʃ ɛ n
јајчест	j a j t͡ʃ ɛ s t
јајчник	j a j t͡ʃ n i k
јер	j ɛ r
јогурт	j ɔ ɡ u r t
јогуртче	j ɔ ɡ u r t t͡ʃ ɛ
јок	j ɔ k
јон	j ɔ n
јорган	j ɔ r ɡ a n
јоргански	j ɔ r ɡ a n s k i
јорганче	j ɔ r ɡ a n t͡ʃ ɛ
јоргованов	j ɔ r ɡ ɔ v a n ɔ f
јотација	j ɔ t a t͡s i j a
јубилеј	j u b i l ɛ j
југославија	j u ɡ ɔ s ɫ a v i j a
јужњак	j u ʒ ɲ a k
јули	j u l i
јунаштво	j u n a ʃ t v ɔ
јунаштина	j u n a ʃ t i n a
јунешки	j u n ɛ ʃ k i
јуни	j u n i
јуница	j u n i t͡s a
јурнува	j u r n u v a
љубител	l u b i t ɛ ɫ
љубителка	l u b i t ɛ ɫ k a
љубителски	l u b i t ɛ ɫ s k i
љубов	ʎ u b ɔ f
љубовник	l u b ɔ v n i k
љубовџиски	l u b ɔ v d͡ʒ i s k i
љубовџија	l u b ɔ v d͡ʒ i j a
љубопитност	ʎ u b ɔ p i t n ɔ s t
љубљана	l u b l a n a
љубљански	l u b l a n s k i
њоки	ɲ ɔ k i
њуделхиски	ɲ u d ɛ ɫ x i s k i
њутн	ɲ u t n̩
њујорк	ɲ u j ɔ r k
њујорчанец	ɲ u j ɔ r t͡ʃ a n ɛ t͡s
њујорчанка	ɲ u j ɔ r t͡ʃ a ŋ k a
