ᆜ	j ɯ
차마당	t͡ɕʰ a̠ m a̠ d a̠ ŋ
차별	t͡ɕʰ a̠ b j ʌ̹ ɭ
차분몫	t͡ɕʰ a̠ b u n m o̞ k̚
차분법	t͡ɕʰ a̠ b u n p͈ ʌ̹ p̚
차용어	t͡ɕʰ a̠ː j o ŋ ʌ̹
차원	t͡ɕʰ a̠ w ʌ̹ n
차이	t͡ɕʰ a̠ i
차이나타운	t͡ɕʰ a̠ i n a̠ tʰ a̠ u n
차이니스	t͡ɕʰ a̠ i n i sʰ ɯ
차이다	t͡ɕʰ a̠ i d a̠
차장	t͡ɕʰ a̠ d͡ʑ a̠ ŋ
차지하다	t͡ɕʰ a̠ d͡ʑ i ɦ a̠ d a̠
차질	t͡ɕʰ a̠ d͡ʑ i ɭ
차츰	t͡ɕʰ a̠ t͡ɕʰ ɯ m
차트	t͡ɕʰ a̠ tʰ ɯ
착	t͡ɕʰ a̠ k̚
착각	t͡ɕʰ a̠ k̚ k͈ a̠ k̚
착공	t͡ɕʰ a̠ k̚ k͈ o̞ ŋ
착륙	t͡ɕʰ a̠ ŋ ɲ j u k̚
착석	t͡ɕʰ a̠ k s͈ ʌ̹ k̚
착석하다	t͡ɕʰ a̠ k s͈ ʌ̹ kʰ a̠ d a̠
착용하다	t͡ɕʰ a̠ ɡ j o ŋ ɦ a̠ d a̠
착취	t͡ɕʰ a̠ k̚ t͡ɕʰ ɥ i
착하다	t͡ɕʰ a̠ kʰ a̠ d a̠
찬	t͡ɕʰ a̠ n
찬가	t͡ɕʰ a̠ː n ɡ a̠
찬란하다	t͡ɕʰ a̠ ɭ ɭ a̠ n ɦ a̠ d a̠
찬사	t͡ɕʰ a̠ː n sʰ a̠
찬성	t͡ɕʰ a̠ n sʰ ʌ̹ ŋ
찬스	t͡ɕʰ a̠ n sʰ ɯ
찬장	t͡ɕʰ a̠ː ɲ d͡ʑ a̠ ŋ
찰	t͡ɕʰ a̠ ɭ
찰나	t͡ɕʰ a̠ ɭ ɭ a̠
찰밥	t͡ɕʰ a̠ ɭ b a̠ p̚
찰스	t͡ɕʰ a̠ ɭ sʰ ɯ
찰흙	t͡ɕʰ a̠ ɾ ɣ ɯ k̚
참	t͡ɕʰ a̠ m
참가	t͡ɕʰ a̠ m ɡ a̠
참가자	t͡ɕʰ a̠ m ɡ a̠ d͡ʑ a̠
참가하다	t͡ɕʰ a̠ m ɡ a̠ ɦ a̠ d a̠
참고	t͡ɕʰ a̠ m ɡ o̞
참고서	t͡ɕʰ a̠ m ɡ o̞ sʰ ʌ̹
참기름	t͡ɕʰ a̠ m ɡ i ɾ ɯ m
참나무	t͡ɕʰ a̠ m n a̠ m u
참나물	t͡ɕʰ a̠ m n a̠ m u ɭ
참다	t͡ɕʰ a̠ː m t͈ a̠
참되다	t͡ɕʰ a̠ m t͈ w e̞ d a̠
참마자	t͡ɕʰ a̠ m m a̠ d͡ʑ a̠
참말	t͡ɕʰ a̠ m m a̠ ɭ
참모장	t͡ɕʰ a̠ː m m o̞ d͡ʑ a̠ ŋ
참바	t͡ɕʰ a̠ m b a̠
참별고기	t͡ɕʰ a̠ m b j ʌ̹ ɭ ɡ o̞ ɡ i
참붕어	t͡ɕʰ a̠ m b u ŋ ʌ̹
참사	t͡ɕʰ a̠ m sʰ a̠
참석하다	t͡ɕʰ a̠ m sʰ ʌ̹ kʰ a̠ d a̠
참수리	t͡ɕʰ a̠ m sʰ u ɾ i
참여	t͡ɕʰ a̠ m j ʌ̹
참여하다	t͡ɕʰ a̠ m j ʌ̹ ɦ a̠ d a̠
참외	t͡ɕʰ a̠ m w e̞
참으로	t͡ɕʰ a̠ m ɯ ɾ o̞
참을성	t͡ɕʰ a̠ m ɯ ɭ sʰ ʌ̹ ŋ
참전	t͡ɕʰ a̠ m d͡ʑ ʌ̹ n
참조하다	t͡ɕʰ a̠ m d͡ʑ o̞ ɦ a̠ d a̠
참주	t͡ɕʰ a̠ː m d͡ʑ u
참중고기	t͡ɕʰ a̠ m d͡ʑ u ŋ ɡ o̞ ɡ i
참치	t͡ɕʰ a̠ m t͡ɕʰ i
참회	t͡ɕʰ a̠ m β w e̞
찹쌀	t͡ɕʰ a̠ p s͈ a̠ ɭ
찻물	t͡ɕʰ a̠ n m u ɭ
찻잎	t͡ɕʰ a̠ n n i p̚
찻잔	t͡ɕʰ a̠ t̚ t͡ɕ͈ a̠ n
찻주전자	t͡ɕʰ a̠ t̚ t͡ɕ͈ u d͡ʑ ʌ̹ ɲ d͡ʑ a̠
찻집	t͡ɕʰ a̠ t̚ t͡ɕ͈ i p̚
창	t͡ɕʰ a̠ ŋ
창고	t͡ɕʰ a̠ ŋ ɡ o̞
창궐	t͡ɕʰ a̠ ŋ ɡ w ʌ̹ ɭ
창녀	t͡ɕʰ a̠ ŋ ɲ j ʌ̹
창렬	t͡ɕʰ a̠ ŋ ɲ j ʌ̹ ɭ
창문	t͡ɕʰ a̠ ŋ m u n
창밖	t͡ɕʰ a̠ ŋ b a̠ k̚
창설	t͡ɕʰ a̠ː ŋ sʰ ʌ̹ ɭ
창설되다	t͡ɕʰ a̠ː ŋ sʰ ʌ̹ ɭ d w e̞ d a̠
창설하다	t͡ɕʰ a̠ː ŋ sʰ ʌ̹ ɾ ɦ a̠ d a̠
창세기	t͡ɕʰ a̠ː ŋ sʰ e̞ ɡ i
창업	t͡ɕʰ a̠ː ŋ ʌ̹ p̚
창원	t͡ɕʰ a̠ ŋ w ʌ̹ n
창자	t͡ɕʰ a̠ ŋ d͡ʑ a̠
창작	t͡ɕʰ a̠ ŋ d͡ʑ a̠ k̚
창제	t͡ɕʰ a̠ː ŋ d͡ʑ e̞
창조	t͡ɕʰ a̠ː ŋ d͡ʑ o̞
창조자	t͡ɕʰ a̠ː ŋ d͡ʑ o̞ d͡ʑ a̠
창조적	t͡ɕʰ a̠ː ŋ d͡ʑ o̞ d͡ʑ ʌ̹ k̚
창조하다	t͡ɕʰ a̠ː ŋ d͡ʑ o̞ ɦ a̠ d a̠
창턱	t͡ɕʰ a̠ ŋ tʰ ʌ̹ k̚
창포검	t͡ɕʰ a̠ ŋ pʰ o̞ ɡ ʌ̹ m
창피하다	t͡ɕʰ a̠ ŋ pʰ i ɦ a̠ d a̠
찾다	t͡ɕʰ a̠ t̚ t͈ a̠
찾아가다	t͡ɕʰ a̠ d͡ʑ a̠ ɡ a̠ d a̠
찾아보다	t͡ɕʰ a̠ d͡ʑ a̠ b o̞ d a̠
찾아오다	t͡ɕʰ a̠ d͡ʑ a̠ o̞ d a̠
채소	t͡ɕʰ ɛː sʰ o̞
채소밭	t͡ɕʰ ɛː sʰ o̞ b a̠ t̚
채식주의	t͡ɕʰ ɛː ɕʰ i k̚ t͡ɕ͈ u ɰ i
채식주의자	t͡ɕʰ ɛː ɕʰ i k̚ t͡ɕ͈ u ɰ i d͡ʑ a̠
채용하다	t͡ɕʰ ɛː j o ŋ ɦ a̠ d a̠
처	t͡ɕʰ ʌ̹
처가	t͡ɕʰ ʌ̹ ɡ a̠
처남	t͡ɕʰ ʌ̹ n a̠ m
처녀	t͡ɕʰ ɘː ɲ j ʌ̹
처녀막	t͡ɕʰ ɘː ɲ j ʌ̹ m a̠ k̚
처녀성	t͡ɕʰ ɘː ɲ j ʌ̹ s͈ ʌ̹ ŋ
처럼	t͡ɕʰ ʌ̹ ɾ ʌ̹ m
처리	t͡ɕʰ ɘː ɾ i
처마	t͡ɕʰ ʌ̹ m a̠
처방	t͡ɕʰ ʌ̹ b a̠ ŋ
처방전	t͡ɕʰ ɘː b a̠ ŋ d͡ʑ ʌ̹ n
처벌	t͡ɕʰ ɘː b ʌ̹ ɭ
처부모	t͡ɕʰ ʌ̹ b u m o̞
처신	t͡ɕʰ ɘː ɕʰ i n
처음	t͡ɕʰ ʌ̹ ɯ m
처지	t͡ɕʰ ɘː d͡ʑ i
척	t͡ɕʰ ʌ̹ k̚
척결	t͡ɕʰ ʌ̹ k̚ k͈ j ʌ̹ ɭ
척량	t͡ɕʰ ʌ̹ ŋ ɲ j a̠ ŋ
척수	t͡ɕʰ ʌ̹ k s͈ u
척추	t͡ɕʰ ʌ̹ k̚ t͡ɕʰ u
척추동물	t͡ɕʰ ʌ̹ k̚ t͡ɕʰ u d o̞ ŋ m u ɭ
척하다	t͡ɕʰ ʌ̹ kʰ a̠ d a̠
천	t͡ɕʰ ɘː n
천	t͡ɕʰ ʌ̹ n
천갈궁	t͡ɕʰ ʌ̹ n ɡ a̠ ɭ ɡ u ŋ
천구	t͡ɕʰ ʌ̹ n ɡ u
천국	t͡ɕʰ ʌ̹ n ɡ u k̚
천당	t͡ɕʰ ʌ̹ n d a̠ ŋ
천도	t͡ɕʰ ɘː n d o̞
천둥	t͡ɕʰ ʌ̹ n d u ŋ
천리마	t͡ɕʰ ʌ̹ ʎ ʎ i m a̠
천리안	t͡ɕʰ ʌ̹ ʎ ʎ i a̠ n
천만	t͡ɕʰ ʌ̹ n m a̠ n
천만에요	t͡ɕʰ ʌ̹ n m a̠ n e̞ j o
천문학	t͡ɕʰ ʌ̹ n m u n ɦ a̠ k̚
천부	t͡ɕʰ ʌ̹ n b u
천부적	t͡ɕʰ ʌ̹ n b u d͡ʑ ʌ̹ k̚
천사	t͡ɕʰ ʌ̹ n sʰ a̠
천산갑	t͡ɕʰ ɘː n sʰ a̠ n ɡ a̠ p̚
천성	t͡ɕʰ ʌ̹ n sʰ ʌ̹ ŋ
천식	t͡ɕʰ ɘː n ɕʰ i k̚
천안문	t͡ɕʰ ʌ̹ n a̠ n m u n
천왕성	t͡ɕʰ ʌ̹ n w a̠ ŋ sʰ ʌ̹ ŋ
천자	t͡ɕʰ ʌ̹ ɲ d͡ʑ a̠
천자문	t͡ɕʰ ʌ̹ ɲ d͡ʑ a̠ m u n
천장	t͡ɕʰ ʌ̹ ɲ d͡ʑ a̠ ŋ
천적	t͡ɕʰ ʌ̹ ɲ d͡ʑ ʌ̹ k̚
천정	t͡ɕʰ ʌ̹ ɲ d͡ʑ ʌ̹ ŋ
천제	t͡ɕʰ ʌ̹ ɲ d͡ʑ e̞
천조국	t͡ɕʰ ʌ̹ ɲ d͡ʑ o̞ ɡ u k̚
천주	t͡ɕʰ ʌ̹ ɲ d͡ʑ u
천주교	t͡ɕʰ ʌ̹ ɲ d͡ʑ u ɡ j o
천지	t͡ɕʰ ʌ̹ ɲ d͡ʑ i
천지신명	t͡ɕʰ ʌ̹ ɲ d͡ʑ i ɕʰ i n m j ʌ̹ ŋ
천지인	t͡ɕʰ ʌ̹ ɲ d͡ʑ i i n
천진	t͡ɕʰ ʌ̹ ɲ d͡ʑ i n
천천히	t͡ɕʰ ɘː ɲ t͡ɕʰ ʌ̹ n ʝ i
천체	t͡ɕʰ ʌ̹ ɲ t͡ɕʰ e̞
천하	t͡ɕʰ ʌ̹ n ɦ a̠
천황	t͡ɕʰ ʌ̹ n β w a̠ ŋ
철	t͡ɕʰ ʌ̹ ɭ
철갑	t͡ɕʰ ʌ̹ ɭ ɡ a̠ p̚
철갑상어	t͡ɕʰ ʌ̹ ɭ ɡ a̠ p s͈ a̠ ŋ ʌ̹
철도	t͡ɕʰ ʌ̹ ɭ t͈ o̞
철도역	t͡ɕʰ ʌ̹ ɭ t͈ o̞ j ʌ̹ k̚
철물점	t͡ɕʰ ʌ̹ ɭ m u ʎ d͡ʑ ʌ̹ m
철밥통	t͡ɕʰ ʌ̹ ɭ b a̠ p̚ tʰ o̞ ŋ
철부지	t͡ɕʰ ʌ̹ ɭ b u d͡ʑ i
철사	t͡ɕʰ ʌ̹ ɭ s͈ a̠
철자법	t͡ɕʰ ʌ̹ ʎ t͡ɕ͈ a̠ p͈ ʌ̹ p̚
철저하다	t͡ɕʰ ʌ̹ ʎ t͡ɕ͈ ʌ̹ ɦ a̠ d a̠
철저히	t͡ɕʰ ʌ̹ ʎ t͡ɕ͈ ʌ̹ ʝ i
철쭉	t͡ɕʰ ʌ̹ ʎ t͡ɕ͈ u k̚
철퇴	t͡ɕʰ ʌ̹ ɭ tʰ w e̞
철판	t͡ɕʰ ʌ̹ ɭ pʰ a̠ n
철편	t͡ɕʰ ʌ̹ ɭ pʰ j ʌ̹ n
철폐	t͡ɕʰ ʌ̹ ɭ pʰ j e̞
철학	t͡ɕʰ ʌ̹ ɾ ɦ a̠ k̚
첨	t͡ɕʰ ʌ̹ m
첨가	t͡ɕʰ ʌ̹ m ɡ a̠
첨가물	t͡ɕʰ ʌ̹ m ɡ a̠ m u ɭ
첨부	t͡ɕʰ ʌ̹ m b u
첨부하다	t͡ɕʰ ʌ̹ m b u ɦ a̠ d a̠
첩	t͡ɕʰ ʌ̹ p̚
첫	t͡ɕʰ ʌ̹ t̚
첫날	t͡ɕʰ ʌ̹ n n a̠ ɭ
첫눈	t͡ɕʰ ʌ̹ n n u n
첫차	t͡ɕʰ ʌ̹ t̚ t͡ɕʰ a̠
청	t͡ɕʰ ʌ̹ ŋ
청가시고기	t͡ɕʰ ʌ̹ ŋ ɡ a̠ ɕʰ i ɡ o̞ ɡ i
청각	t͡ɕʰ ʌ̹ ŋ ɡ a̠ k̚
청결	t͡ɕʰ ʌ̹ ŋ ɡ j ʌ̹ ɭ
청구서	t͡ɕʰ ʌ̹ ŋ ɡ u sʰ ʌ̹
청국장	t͡ɕʰ ʌ̹ ŋ ɡ u k̚ t͡ɕ͈ a̠ ŋ
청기예보	t͡ɕʰ ʌ̹ ŋ ɡ i j e̞ b o̞
청남방	t͡ɕʰ ʌ̹ ŋ n a̠ m b a̠ ŋ
청년	t͡ɕʰ ʌ̹ ŋ ɲ j ʌ̹ n
청동	t͡ɕʰ ʌ̹ ŋ d o̞ ŋ
청둥오리	t͡ɕʰ ʌ̹ ŋ d u ŋ o̞ ɾ i
청량음료	t͡ɕʰ ʌ̹ ŋ ɲ j a̠ ŋ ɯ m ɲ j o
청머리오리	t͡ɕʰ ʌ̹ ŋ m ʌ̹ ɾ i o̞ ɾ i
청바지	t͡ɕʰ ʌ̹ ŋ b a̠ d͡ʑ i
청산가리	t͡ɕʰ ʌ̹ ŋ sʰ a̠ n ɡ a̠ ɾ i
청설모	t͡ɕʰ ʌ̹ ŋ sʰ ʌ̹ ɭ m o̞
청소	t͡ɕʰ ʌ̹ ŋ sʰ o̞
청소기	t͡ɕʰ ʌ̹ ŋ sʰ o̞ ɡ i
청소년	t͡ɕʰ ʌ̹ ŋ sʰ o̞ ɲ j ʌ̹ n
청소하다	t͡ɕʰ ʌ̹ ŋ sʰ o̞ ɦ a̠ d a̠
청순	t͡ɕʰ ʌ̹ ŋ sʰ u n
청진	t͡ɕʰ ʌ̹ ŋ d͡ʑ i n
청진기	t͡ɕʰ ʌ̹ ŋ d͡ʑ i n ɡ i
청천	t͡ɕʰ ʌ̹ ŋ t͡ɕʰ ʌ̹ n
청천벽력	t͡ɕʰ ʌ̹ ŋ t͡ɕʰ ʌ̹ n b j ʌ̹ ŋ ɲ j ʌ̹ k̚
청첩장	t͡ɕʰ ɘː ŋ t͡ɕʰ ʌ̹ p̚ t͡ɕ͈ a̠ ŋ
청초하다	t͡ɕʰ ʌ̹ ŋ t͡ɕʰ o̞ ɦ a̠ d a̠
청춘	t͡ɕʰ ʌ̹ ŋ t͡ɕʰ u n
청탁	t͡ɕʰ ʌ̹ ŋ tʰ a̠ k̚
청하다	t͡ɕʰ ʌ̹ ŋ ɦ a̠ d a̠
체	t͡ɕʰ e̞
체결	t͡ɕʰ e̞ ɡ j ʌ̹ ɭ
체계	t͡ɕʰ e̞ ɡ j e̞
체구	t͡ɕʰ e̞ ɡ u
체념	t͡ɕʰ e̞ ɲ j ʌ̹ m
체력	t͡ɕʰ e̞ ɾ j ʌ̹ k̚
체르노빌	t͡ɕʰ e̞ ɾ ɯ n o̞ b i ɭ
체리	t͡ɕʰ e̞ ɾ i
체면	t͡ɕʰ e̞ m j ʌ̹ n
체모	t͡ɕʰ e̞ m o̞
체스	t͡ɕʰ e̞ sʰ ɯ
체스꼬	t͡ɕʰ e̞ sʰ ɯ k͈ o̞
체스꼬슬로벤스꼬	t͡ɕʰ e̞ sʰ ɯ k͈ o̞ sʰ ɯ ɭ ɭ o̞ b e̞ n sʰ ɯ k͈ o̞
체언	t͡ɕʰ e̞ ʌ̹ n
체온	t͡ɕʰ e̞ o̞ n
체온계	t͡ɕʰ e̞ o̞ n ɡ j e̞
체용	t͡ɕʰ e̞ j o ŋ
체위	t͡ɕʰ e̞ ɥ i
체육	t͡ɕʰ e̞ j u k̚
체육관	t͡ɕʰ e̞ j u k̚ k͈ w a̠ n
체인	t͡ɕʰ e̞ i n
체적	t͡ɕʰ e̞ d͡ʑ ʌ̹ k̚
체제	t͡ɕʰ e̞ d͡ʑ e̞
체조	t͡ɕʰ e̞ d͡ʑ o̞
체중	t͡ɕʰ e̞ d͡ʑ u ŋ
체질	t͡ɕʰ e̞ d͡ʑ i ɭ
체첸어	t͡ɕʰ e̞ t͡ɕʰ e̞ n ʌ̹
체커	t͡ɕʰ e̞ kʰ ʌ̹
체코	t͡ɕʰ e̞ kʰ o̞
체크어	t͡ɕʰ e̞ k x ɯ ʌ̹
체포	t͡ɕʰ e̞ pʰ o̞
체포하다	t͡ɕʰ e̞ pʰ o̞ ɦ a̠ d a̠
체험	t͡ɕʰ e̞ ɦ ʌ̹ m
체형	t͡ɕʰ e̞ ʝ j ʌ̹ ŋ
첼로	t͡ɕʰ e̞ ɭ ɭ o̞
쳐다보다	t͡ɕʰ ɘː d a̠ b o̞ d a̠
쳐죽이다	t͡ɕʰ ʌ̹ d͡ʑ u ɡ i d a̠
초	t͡ɕʰ o̞
초고속	t͡ɕʰ o̞ ɡ o̞ sʰ o̞ k̚
초고추장	t͡ɕʰ o̞ ɡ o̞ t͡ɕʰ u d͡ʑ a̠ ŋ
초기	t͡ɕʰ o̞ ɡ i
초능력	t͡ɕʰ o̞ n ɯ ŋ ɲ j ʌ̹ k̚
초등학교	t͡ɕʰ o̞ d ɯ ŋ ɦ a̠ k̚ k͈ j o
초딩	t͡ɕʰ o̞ d i ŋ
초로	t͡ɕʰ o̞ ɾ o̞
초록	t͡ɕʰ o̞ ɾ o̞ k̚
초록빛	t͡ɕʰ o̞ ɾ o̞ k̚ p͈ i t̚
초롱초롱	t͡ɕʰ o̞ ɾ o̞ ŋ t͡ɕʰ o̞ ɾ o̞ ŋ
초반	t͡ɕʰ o̞ b a̠ n
초밥	t͡ɕʰ o̞ b a̠ p̚
초보자	t͡ɕʰ o̞ b o̞ d͡ʑ a̠
초상	t͡ɕʰ o̞ sʰ a̠ ŋ
초순	t͡ɕʰ o̞ sʰ u n
초승달	t͡ɕʰ o̞ sʰ ɯ ŋ t͈ a̠ ɭ
초신성	t͡ɕʰ o̞ː ɕʰ i n sʰ ʌ̹ ŋ
초심리학	t͡ɕʰ o̞ ɕʰ i m n i ɦ a̠ k̚
초어	t͡ɕʰ o̞ ʌ̹
초원	t͡ɕʰ o̞ w ʌ̹ n
초원수리	t͡ɕʰ o̞ w ʌ̹ n sʰ u ɾ i
초유	t͡ɕʰ o̞ j u
초은하단	t͡ɕʰ o̞ ɯ n ɦ a̠ d a̠ n
초음파	t͡ɕʰ o̞ ɯ m pʰ a̠
초인	t͡ɕʰ o̞ i n
초자연적	t͡ɕʰ o̞ d͡ʑ a̠ j ʌ̹ ɲ d͡ʑ ʌ̹ k̚
초점	t͡ɕʰ o̞ t͡ɕ͈ ʌ̹ m
초지	t͡ɕʰ o̞ d͡ʑ i
초침	t͡ɕʰ o̞ t͡ɕʰ i m
초콜렛	t͡ɕʰ o̞ kʰ o̞ ɭ ɭ e̞ t̚
초콜릿	t͡ɕʰ o̞ kʰ o̞ ʎ ʎ i t̚
초특급	t͡ɕʰ o̞ tʰ ɯ k̚ k͈ ɯ p̚
초판	t͡ɕʰ o̞ pʰ a̠ n
초하루	t͡ɕʰ o̞ ɦ a̠ ɾ u
초호	t͡ɕʰ o̞ β o̞
초혼	t͡ɕʰ o̞ β o̞ n
촉	t͡ɕʰ o̞ k̚
촉각	t͡ɕʰ o̞ k̚ k͈ a̠ k̚
촉법소년	t͡ɕʰ o̞ k̚ p͈ ʌ̹ p s͈ o̞ ɲ j ʌ̹ n
촉수	t͡ɕʰ o̞ k s͈ u
촉지	t͡ɕʰ o̞ k̚ t͡ɕ͈ i
촌	t͡ɕʰ o̞ n
촌	t͡ɕʰ o̞ː n
촌극	t͡ɕʰ o̞ː n ɡ ɯ k̚
촌놈	t͡ɕʰ o̞ n n o̞ m
촌락	t͡ɕʰ o̞ː ɭ ɭ a̠ k̚
촌스럽다	t͡ɕʰ o̞ː n sʰ ɯ ɾ ʌ̹ p̚ t͈ a̠
촛불	t͡ɕʰ o̞ t̚ p͈ u ɭ
총	t͡ɕʰ o̞ ŋ
총각	t͡ɕʰ o̞ː ŋ ɡ a̠ k̚
총각김치	t͡ɕʰ o̞ ŋ ɡ a̠ k̚ k͈ i m t͡ɕʰ i
총검	t͡ɕʰ o̞ ŋ ɡ ʌ̹ m
총리	t͡ɕʰ o̞ː ŋ n i
총명	t͡ɕʰ o̞ ŋ m j ʌ̹ ŋ
총명하다	t͡ɕʰ o̞ ŋ m j ʌ̹ ŋ ɦ a̠ d a̠
총비서	t͡ɕʰ o̞ː ŋ b iː sʰ ʌ̹
총서	t͡ɕʰ o̞ ŋ sʰ ʌ̹
총알	t͡ɕʰ o̞ ŋ a̠ ɭ
총알열차	t͡ɕʰ o̞ ŋ a̠ ɾ j ʌ̹ ʎ t͡ɕʰ a̠
총영사관	t͡ɕʰ o̞ ŋ j ʌ̹ ŋ sʰ a̠ ɡ w a̠ n
총장	t͡ɕʰ o̞ː ŋ d͡ʑ a̠ ŋ
총체적	t͡ɕʰ o̞ ŋ t͡ɕʰ e̞ d͡ʑ ʌ̹ k̚
총총	t͡ɕʰ o̞ ŋ t͡ɕʰ o̞ ŋ
총칭	t͡ɕʰ o̞ː ŋ t͡ɕʰ i ŋ
총통	t͡ɕʰ o̞ː ŋ tʰ o̞ ŋ
총화	t͡ɕʰ o̞ ŋ β w a̠
촬	t͡ɕʰ w a̠ ɭ
촬영	t͡ɕʰ w a̠ ɾ j ʌ̹ ŋ
최	t͡ɕʰ w e̞
최강	t͡ɕʰ w e̞ː ɡ a̠ ŋ
최고	t͡ɕʰ w e̞ ɡ o̞
최고	t͡ɕʰ w e̞ː ɡ o̞
최고존엄	t͡ɕʰ w e̞ː ɡ o̞ d͡ʑ o̞ n ʌ̹ m
최근	t͡ɕʰ w e̞ː ɡ ɯ n
최면	t͡ɕʰ w e̞ m j ʌ̹ n
최면술	t͡ɕʰ w e̞ m j ʌ̹ n sʰ u ɭ
최상급	t͡ɕʰ w e̞ː sʰ a̠ ŋ ɡ ɯ p̚
최선	t͡ɕʰ w e̞ː sʰ ʌ̹ n
최소한	t͡ɕʰ w e̞ː sʰ o̞ ɦ a̠ n
최종	t͡ɕʰ w e̞ː d͡ʑ o̞ ŋ
최초	t͡ɕʰ w e̞ː t͡ɕʰ o̞
최후	t͡ɕʰ w e̞ː β u
쵸콜레트	t͡ɕʰ o kʰ o̞ ɭ ɭ e̞ tʰ ɯ
추가	t͡ɕʰ u ɡ a̠
추격	t͡ɕʰ u ɡ j ʌ̹ k̚
추구	t͡ɕʰ u ɡ u
추구하다	t͡ɕʰ u ɡ u ɦ a̠ d a̠
추기경	t͡ɕʰ u ɡ i ɡ j ʌ̹ ŋ
추다	t͡ɕʰ u d a̠
추돌	t͡ɕʰ u d o̞ ɭ
추락	t͡ɕʰ u ɾ a̠ k̚
추리닝	t͡ɕʰ u ɾ i n i ŋ
추밀원	t͡ɕʰ u m i ɾ w ʌ̹ n
추방	t͡ɕʰ u b a̠ ŋ
추석	t͡ɕʰ u sʰ ʌ̹ k̚
추수	t͡ɕʰ u sʰ u
추악하다	t͡ɕʰ u a̠ kʰ a̠ d a̠
추억	t͡ɕʰ u ʌ̹ k̚
추위	t͡ɕʰ u ɥ i
추적하다	t͡ɕʰ u d͡ʑ ʌ̹ kʰ a̠ d a̠
추진	t͡ɕʰ u d͡ʑ i n
추진하다	t͡ɕʰ u d͡ʑ i n ɦ a̠ d a̠
추천	t͡ɕʰ u t͡ɕʰ ʌ̹ n
추천하다	t͡ɕʰ u t͡ɕʰ ʌ̹ n ɦ a̠ d a̠
추출	t͡ɕʰ u t͡ɕʰ u ɭ
추출물	t͡ɕʰ u t͡ɕʰ u ɭ m u ɭ
추측	t͡ɕʰ u t͡ɕʰ ɯ k̚
추측하다	t͡ɕʰ u t͡ɕʰ ɯ kʰ a̠ d a̠
축	t͡ɕʰ u k̚
축구	t͡ɕʰ u k̚ k͈ u
축복	t͡ɕʰ u k̚ p͈ o̞ k̚
축복하다	t͡ɕʰ u k̚ p͈ o̞ kʰ a̠ d a̠
축사	t͡ɕʰ u k s͈ a̠
축소	t͡ɕʰ u k s͈ o̞
축소하다	t͡ɕʰ u k s͈ o̞ ɦ a̠ d a̠
축음기	t͡ɕʰ u ɡ ɯ m ɡ i
축일	t͡ɕʰ u ɡ i ɭ
축전기	t͡ɕʰ u k̚ t͡ɕ͈ ʌ̹ n ɡ i
축제	t͡ɕʰ u k̚ t͡ɕ͈ e̞
축제일	t͡ɕʰ u k̚ t͡ɕ͈ e̞ i ɭ
축척	t͡ɕʰ u k̚ t͡ɕʰ ʌ̹ k̚
축축하다	t͡ɕʰ u k̚ t͡ɕʰ u kʰ a̠ d a̠
축하	t͡ɕʰ u kʰ a̠
축하하다	t͡ɕʰ u kʰ a̠ ɦ a̠ d a̠
춘	t͡ɕʰ u n
춘절	t͡ɕʰ u ɲ d͡ʑ ʌ̹ ɭ
춘하추동	t͡ɕʰ u n ɦ a̠ t͡ɕʰ u d o̞ ŋ
출	t͡ɕʰ u ɭ
출구	t͡ɕʰ u ɭ ɡ u
출근	t͡ɕʰ u ɭ ɡ ɯ n
출근시간	t͡ɕʰ u ɭ ɡ ɯ n ɕʰ i ɡ a̠ n
출근하다	t͡ɕʰ u ɭ ɡ ɯ n ɦ a̠ d a̠
출금	t͡ɕʰ u ɭ ɡ ɯ m
출납계	t͡ɕʰ u ɭ ɭ a̠ p̚ k͈ j e̞
출발	t͡ɕʰ u ɭ b a̠ ɭ
출발하다	t͡ɕʰ u ɭ b a̠ ɾ ɦ a̠ d a̠
출산	t͡ɕʰ u ɭ s͈ a̠ n
출산율	t͡ɕʰ u ɭ sʰ a̠ ɲ j u ɭ
출석	t͡ɕʰ u ɭ s͈ ʌ̹ k̚
출석하다	t͡ɕʰ u ɭ sʰ ʌ̹ kʰ a̠ d a̠
출신	t͡ɕʰ u ɭ ɕ͈ i n
출신성분	t͡ɕʰ u ɭ ɕ͈ i n sʰ ʌ̹ ŋ b u n
출연	t͡ɕʰ u ɾ j ʌ̹ n
출연하다	t͡ɕʰ u ɾ j ʌ̹ n ɦ a̠ d a̠
출원자	t͡ɕʰ u ɾ w ʌ̹ ɲ d͡ʑ a̠
출장	t͡ɕʰ u ʎ t͡ɕ͈ a̠ ŋ
출전	t͡ɕʰ u ʎ d͡ʑ ʌ̹ n
출처	t͡ɕʰ u ʎ t͡ɕʰ ʌ̹
출출하다	t͡ɕʰ u ʎ t͡ɕʰ u ɾ ɦ a̠ d a̠
출토	t͡ɕʰ u ɭ tʰ o̞
출퇴근하다	t͡ɕʰ u ɭ tʰ w e̞ ɡ ɯ n ɦ a̠ d a̠
출판	t͡ɕʰ u ɭ pʰ a̠ n
출판사	t͡ɕʰ u ɭ pʰ a̠ n sʰ a̠
출판하다	t͡ɕʰ u ɭ pʰ a̠ n ɦ a̠ d a̠
출혈	t͡ɕʰ u ɾ ʝ j ʌ̹ ɭ
춤	t͡ɕʰ u m
