aa	ɑː
yksivartinen	y k s i ʋ ɑ r t i n e n
yksiviivaisesti	y k s i ʋ iː ʋ ɑ i̯ s e s t iˣ
yksiö	y k s i ø
yksöissidos	y k s ø i̯ s s i d o s
yksöisvee	y k s ø i̯ s ʋ eː
yleisaika	y l e i̯ s ɑ i̯ k ɑ
yleisanestesia	y l e i̯ s ɑ n e s t e s i ɑ
yleisesikunta	y l e i̯ s e s i k u n t ɑ
yleisesikuntaeversti	y l e i̯ s e s i k u n t ɑ e ʋ e r s t i
yleisestävyys	y l e i̯ s e s t æ ʋ yː s
yleiskartta	y l e i̯ s k ɑ r tː ɑ
yleiskone	y l e i̯ s k o n eˣ
yleiskuva	y l e i̯ s k u ʋ ɑ
yleiskuvio	y l e i̯ s k u ʋ i o
yleisliima	y l e i̯ s l iː m ɑ
yleislähetys	y l e i̯ s l æ h e t y s
yleislääkäri	y l e i̯ s l æː k æ r i
yleismaailmallinen	y l e i̯ s m ɑː i l m ɑ lː i n e n
yleismaailmallisesti	y l e i̯ s m ɑː i l m ɑ lː i s e s t iˣ
yleismies	y l e i̯ s m i e̯ s
yleismittari	y l e i̯ s m i tː ɑ r i
yleisnimi	y l e i̯ s n i m i
yleisopinnot	y l e i̯ s o p i nː o t
yleispätevä	y l e i̯ s p æ t e ʋ æ
yleispätevästi	y l e i̯ s p æ t e ʋ æ s t iˣ
yleisradioasema	y l e i̯ s r ɑ d i o ɑ s e m ɑ
yleissilmäyskartta	y l e i̯ s s i l m æ y s k ɑ r tː ɑ
yleissivistys	y l e i̯ s s i ʋ i s t y s
yleistajuisesti	y l e i̯ s t ɑ j u i̯ s e s t iˣ
yleistyminen	y l e i̯ s t y m i n e n
yleistäminen	y l e i̯ s t æ m i n e n
yleisurheilija	y l e i̯ s u r h e i̯ l i j ɑ
yleisurheilu	y l e i̯ s u r h e i̯ l u
yleisurheilukisa	y l e i̯ s u r h e i̯ l u k i s ɑ
yleisökato	y l e i̯ s ø k ɑ t o
yleisötila	y l e i̯ s ø t i l ɑ
ylellinen	y l e lː i n e n
ylellisesti	y l e lː i s e s t iˣ
ylemmyydentunne	y l e mː yː d e n t u nː eˣ
ylemmä	y l e mː æˣ
ylemmäksi	y l e mː æ k s i
ylemmäs	y l e mː æ s
ylempi	y l e m p i
ylempää	y l e m p æː
ylen	y l e n
yleneminen	y l e n e m i n e n
ylenkatse	y l e n k ɑ t s eˣ
ylenkatseellisesti	y l e n k ɑ t s eː lː i s e s t iˣ
ylennysmerkki	y l e nː y s m e r kː i
ylentää	y l e n t æːˣ
ylermi	y l e r m i
ylettyville	y l e tː y ʋ i lː eˣ
ylettyvillä	y l e tː y ʋ i lː æ
ylettyviltä	y l e tː y ʋ i l t æ
ylettää	y l e tː æːˣ
yletä	y l e t æˣ
ylevä	y l e ʋ æ
ylhäinen	y l h æ i̯ n e n
ylhäisesti	y l h æ i̯ s e s t iˣ
ylhäälle	y l h æː lː eˣ
ylhäällä	y l h æː lː æ
ylhäältä	y l h æː l t æ
yli	y l i
yliagronomi	y l i ɑ ɡ r o n o m i
yliajo	y l i ɑ j o
yliampua	y l i ɑ m p u ɑˣ
yliampuva	y l i ɑ m p u ʋ ɑ
yliampuvasti	y l i ɑ m p u ʋ ɑ s t iˣ
yliampuvuus	y l i ɑ m p u ʋ uː s
yliarkkitehti	y l i ɑ r kː i t e h t i
yliarvioida	y l i ɑ r ʋ i o i̯ d ɑˣ
yliedustus	y l i e d u s t u s
ylienkeli	y l i e ŋ k e l i
ylietsivä	y l i e t s i ʋ æ
yliherkkyys	y l i h e r kː yː s
yliherkkä	y l i h e r kː æ
ylihuomenna	y l i h u o̯ m e nː ɑ
ylihuominen	y l i h u o̯ m i n e n
ylijumala	y l i j u m ɑ l ɑ
ylikamreeri	y l i k ɑ m r eː r i
ylikersantti	y l i k e r s ɑ n tː i
ylikulkusilta	y l i k u l k u s i l t ɑ
ylikuumeta	y l i k uː m e t ɑ
ylikyllästeinen	y l i k y lː æ s t e i̯ n e n
yliladata	y l i l ɑ d ɑ t ɑˣ
yliluokka	y l i l u o̯ kː ɑ
yliluonnollisuus	y l i l u o̯ nː o lː i s uː s
yliluutnantti	y l i l uː t n ɑ n tː i
ylimaallisesti	y l i m ɑː lː i s e s t iˣ
ylimalkaan	y l i m ɑ l k ɑː n
ylimalkaisesti	y l i m ɑ l k ɑ i̯ s e s t iˣ
ylimatruusi	y l i m ɑ t r uː s i
ylimerkintä	y l i m e r k i n t æ
ylimetsänhoitaja	y l i m e t s æ n h o i̯ t ɑ j ɑ
ylimitoittaa	y l i m i t o i̯ tː ɑːˣ
ylimmilleen	y l i mː i lː eː n
ylimmillään	y l i mː i lː æː n
ylimmä	y l i mː æˣ
ylimmäinen	y l i mː æ i̯ n e n
ylimmäksi	y l i mː æ k s i
ylimmäs	y l i mː æ s
ylimpänä	y l i m p æ n æ
ylimuistoisesti	y l i m u i̯ s t o i̯ s e s t iˣ
ylimyksellisesti	y l i m y k s e lː i s e s t iˣ
ylimys	y l i m y s
ylimystö	y l i m y s t ø
ylin	y l i n
ylinen	y l i n e n
ylinopeus	y l i n o p e u s
ylinopeussakko	y l i n o p e u s s ɑ kː o
ylinouseva	y l i n o u̯ s e ʋ ɑ
yliolkaisesti	y l i o l k ɑ i̯ s e s t iˣ
yliopisto	y l i o p i s t o
yliopistokaupunki	y l i o p i s t o k ɑ u̯ p u ŋ k i
yliopistokoulutus	y l i o p i s t o k o u̯ l u t u s
yliopistonopettaja	y l i o p i s t o n o p e tː ɑ j ɑ
ylioppilasaine	y l i o pː i l ɑ s ɑ i̯ n eˣ
ylioppilasjuhla	y l i o pː i l ɑ s j u h l ɑ
ylioppilaskirjoitukset	y l i o pː i l ɑ s k i r j o i̯ t u k s e t
ylioppilaskoe	y l i o pː i l ɑ s k o eˣ
ylioppilaslyyra	y l i o pː i l ɑ s l yː r ɑ
ylipaine	y l i p ɑ i̯ n eˣ
ylipainos	y l i p ɑ i̯ n o s
ylipitkä	y l i p i t k æ
ylipormestari	y l i p o r m e s t ɑ r i
ylipuhua	y l i p u h u ɑˣ
ylipursimies	y l i p u r s i m i e̯ s
ylipursuava	y l i p u r s u ɑ ʋ ɑ
ylipäällikkö	y l i p æː lː i kː ø
ylipäästösuodatin	y l i p æː s t ø s u o̯ d ɑ t i n
ylirakennusmestari	y l i r ɑ k e nː u s m e s t ɑ r i
yliravitsemus	y l i r ɑ ʋ i t s e m u s
ylisana	y l i s ɑ n ɑ
ylisosiaalineuvos	y l i s o s i ɑː l i n e u̯ ʋ o s
ylispuu	y l i s p uː
ylistys	y l i s t y s
ylistää	y l i s t æːˣ
ylisummaan	y l i s u mː ɑː n
ylitalo	y l i t ɑ l o
ylitornio	y l i t o r n i o
ylitorniolainen	y l i t o r n i o l ɑ i̯ n e n
ylitse	y l i t s eˣ
ylitsevuotavainen	y l i t s eˣ ʋ u o̯ t ɑ ʋ ɑ i̯ n e n
ylittyä	y l i tː y æˣ
ylittäminen	y l i tː æ m i n e n
ylittää	y l i tː æːˣ
ylituotanto	y l i t u o̯ t ɑ n t o
ylitysaika	y l i t y s ɑ i̯ k ɑ
ylityskohta	y l i t y s k o h t ɑ
ylityskulma	y l i t y s k u l m ɑ
ylityö	y l i t y ø̯
ylityöntö	y l i t y ø̯ n t ø
ylityöpalkka	y l i t y ø̯ p ɑ l kː ɑ
ylityötunti	y l i t y ø̯ t u n t i
ylivieska	y l i ʋ i e̯ s k ɑ
ylivieskalainen	y l i ʋ i e̯ s k ɑ l ɑ i̯ n e n
ylivoimamaali	y l i ʋ o i̯ m ɑ m ɑː l i
ylivoimapeli	y l i ʋ o i̯ m ɑ p e l i
ylivuoto	y l i ʋ u o̯ t o
ylivääpeli	y l i ʋ æː p e l i
ylle	y lː eˣ
ylleen	y lː eː n
ylleviivata	y lː eˣ ʋ iː ʋ ɑ t ɑˣ
ylleviivaus	y lː eˣ ʋ iː ʋ ɑ u s
yllyttäminen	y lː y tː æ m i n e n
yllä	y lː æ
ylläkkö	y lː æ kː ø
ylläpidettävyys	y lː æ p i d e tː æ ʋ yː s
ylläpitokustannukset	y lː æ p i t o k u s t ɑ nː u k s e t
ylläpitäjä	y lː æ p i t æ j æ
ylläpitää	y lː æ p i t æːˣ
ylläri	y lː æ r i
yllättyä	y lː æ tː y æˣ
yllättäen	y lː æ tː æ e n
yllättävä	y lː æ tː æ ʋ æ
yllättävästi	y lː æ tː æ ʋ æ s t iˣ
yllättää	y lː æ tː æːˣ
yllätyksellisesti	y lː æ t y k s e lː i s e s t iˣ
yllätys	y lː æ t y s
yllätyshaastaja	y lː æ t y s h ɑː s t ɑ j ɑ
yllätysvierailu	y lː æ t y s ʋ i e̯ r ɑ i̯ l u
ylpeä	y l p e æ
yltiöpäisesti	y l t i ø p æ i̯ s e s t iˣ
yltyminen	y l t y m i n e n
yltyä	y l t y æˣ
yltä	y l t æ
yltä	y l t æˣ
yltäkylläisesti	y l t æ k y lː æ i̯ s e s t iˣ
yltää	y l t æːˣ
ylväs	y l ʋ æ s
ylväästi	y l ʋ æː s t iˣ
ylähuuli	y l æ h uː l i
yläikäraja	y l æ i k æ r ɑ j ɑ
yläilma	y l æ i l m ɑ
yläilmakehä	y l æ i l m ɑ k e h æ
yläindeksi	y l æ i n d e k s i
yläjuoksu	y l æ j u o̯ k s u
yläjyrsin	y l æ j y r s i n
yläjärvi	y l æ j æ r ʋ i
yläkanava	y l æ k ɑ n ɑ ʋ ɑ
yläkansakoulu	y l æ k ɑ n s ɑ k o u̯ l u
yläkantissa	y l æ k ɑ n t i sː ɑ
yläkanttiin	y l æ k ɑ n tː iː n
yläkate	y l æ k ɑ t eˣ
yläkolmiomatriisi	y l æ k o l m i o m ɑ t r iː s i
yläkoulu	y l æ k o u̯ l u
yläkunta	y l æ k u n t ɑ
yläkuu	y l æ k uː
yläkvartiili	y l æ k ʋ ɑ r t iː l i
yläkäsite	y l æ k æ s i t eˣ
ylälaita	y l æ l ɑ i̯ t ɑ
yläleukahermo	y l æ l e u̯ k ɑ h e r m o
ylälinja	y l æ l i n j ɑ
ylämaalainen	y l æ m ɑː l ɑ i̯ n e n
ylämummo	y l æ m u mː o
ylämäki	y l æ m æ k i
ylänkömaa	y l æ ŋ k ø m ɑː
ylänköpuumuura	y l æ ŋ k ø p uː m uː r ɑ
ylänuoli	y l æ n u o̯ l i
yläosa	y l æ o s ɑ
yläpaarre	y l æ p ɑː rː eˣ
yläpaine	y l æ p ɑ i̯ n eˣ
yläpaula	y l æ p ɑ u̯ l ɑ
yläpidennys	y l æ p i d e nː y s
yläpilvi	y l æ p i l ʋ i
yläpohja	y l æ p o h j ɑ
yläportti	y l æ p o r tː i
yläpää	y l æ p æː
yläraaja	y l æ r ɑː j ɑ
yläreuna	y l æ r e u̯ n ɑ
ylärima	y l æ r i m ɑ
yläsalama	y l æ s ɑ l ɑ m ɑ
yläsiipi	y l æ s iː p i
yläsävel	y l æ s æ ʋ e l
yläsävelsarja	y l æ s æ ʋ e l s ɑ r j ɑ
ylätasanko	y l æ t ɑ s ɑ ŋ k o
ylätaso	y l æ t ɑ s o
ylätasokone	y l æ t ɑ s o k o n eˣ
ylätie	y l æ t i e̯
ylätunniste	y l æ t u nː i s t eˣ
ylävireinen	y l æ ʋ i r e i̯ n e n
ylävirta	y l æ ʋ i r t ɑ
ylävä	y l æ ʋ æ
ylöjärveläinen	y l ø j æ r ʋ e l æ i̯ n e n
ylöjärvi	y l ø j æ r ʋ i
ylöspito	y l ø s p i t o
ylössuin	y l ø s s u i̯ n
ylöstempaus	y l ø s t e m p ɑ u s
ylösvetovastus	y l ø s ʋ e t o ʋ ɑ s t u s
ymmälle	y mː æ lː eˣ
ymmälleen	y mː æ lː eː n
ymmällä	y mː æ lː æ
ymmällään	y mː æ lː æː n
ymmärrys	y mː æ rː y s
ymmärtämättömästi	y mː æ r t æ m æ tː ø m æ s t iˣ
ymmärtäväisesti	y mː æ r t æ ʋ æ i̯ s e s t iˣ
ymmärtävästi	y mː æ r t æ ʋ æ s t iˣ
ymmärtää	y mː æ r t æːˣ
ympyrä	y m p y r æ
ympyräkartio	y m p y r æ k ɑ r t i o
ympyrälevy	y m p y r æ l e ʋ y
ympyrälieriö	y m p y r æ l i e̯ r i ø
ympyrärengas	y m p y r æ r e ŋː ɑ s
ympyräsegmentti	y m p y r æ s e ɡ m e n tː i
ympyräsektori	y m p y r æ s e k t o r i
ympyräsuinen	y m p y r æ s u i̯ n e n
ympyröinti	y m p y r ø i̯ n t i
ympäri	y m p æ r i
ympärileikkaus	y m p æ r i l e i̯ kː ɑ u s
ympärille	y m p æ r i lː eˣ
ympärillä	y m p æ r i lː æ
ympäriltä	y m p æ r i l t æ
ympäripiirretty	y m p æ r i p iː rː e tː y
ympäripyöreästi	y m p æ r i p y ø r e æ s t iˣ
ympäristö	y m p æ r i s t ø
ympäristöaktiivi	y m p æ r i s t ø ɑ k t iː ʋ i
ympäristöaktivisti	y m p æ r i s t ø ɑ k t i ʋ i s t i
ympäristöalue	y m p æ r i s t ø ɑ l u eˣ
ympäristöhaitta	y m p æ r i s t ø h ɑ i̯ tː ɑ
ympäristöhallinto	y m p æ r i s t ø h ɑ lː i n t o
ympäristöhanke	y m p æ r i s t ø h ɑ ŋ k eˣ
ympäristöherkkyys	y m p æ r i s t ø h e r kː yː s
ympäristöhuolto	y m p æ r i s t ø h u o̯ l t o
ympäristökanta	y m p æ r i s t ø k ɑ n t ɑ
ympäristökasvatus	y m p æ r i s t ø k ɑ s ʋ ɑ t u s
ympäristökatastrofi	y m p æ r i s t ø k ɑ t ɑ s t r o f i
ympäristökemia	y m p æ r i s t ø k e m i ɑ
ympäristökriisi	y m p æ r i s t ø k r iː s i
ympäristöliike	y m p æ r i s t ø l iː k eˣ
ympäristölupa	y m p æ r i s t ø l u p ɑ
ympäristömelu	y m p æ r i s t ø m e l u
ympäristömerkki	y m p æ r i s t ø m e r kː i
ympäristömyrkky	y m p æ r i s t ø m y r kː y
ympäristöneuvoja	y m p æ r i s t ø n e u̯ ʋ o j ɑ
ympäristöneuvos	y m p æ r i s t ø n e u̯ ʋ o s
ympäristönhoitaja	y m p æ r i s t ø n h o i̯ t ɑ j ɑ
ympäristönhoito	y m p æ r i s t ø n h o i̯ t o
ympäristönsuojelu	y m p æ r i s t ø n s u o̯ j e l u
ympäristönsuojelulaki	y m p æ r i s t ø n s u o̯ j e l u l ɑ k i
ympäristönvaihdos	y m p æ r i s t ø n ʋ ɑ i̯ h d o s
ympäristönvalvonta	y m p æ r i s t ø n ʋ ɑ l ʋ o n t ɑ
ympäristöohjelma	y m p æ r i s t ø o h j e l m ɑ
ympäristöoikeus	y m p æ r i s t ø o i̯ k e u s
ympäristöoppi	y m p æ r i s t ø o pː i
ympäristöpolitiikka	y m p æ r i s t ø p o l i t iː kː ɑ
ympäristöpsykologi	y m p æ r i s t ø p s y k o l o ɡ i
ympäristöpsykologia	y m p æ r i s t ø p s y k o l o ɡ i ɑ
ympäristöpuolue	y m p æ r i s t ø p u o̯ l u eˣ
ympäristörikos	y m p æ r i s t ø r i k o s
ympäristösihteeri	y m p æ r i s t ø s i h t eː r i
ympäristösodankäynti	y m p æ r i s t ø s o d ɑ n k æ y̯ n t i
ympäristösosiologi	y m p æ r i s t ø s o s i o l o ɡ i
ympäristösosiologia	y m p æ r i s t ø s o s i o l o ɡ i ɑ
ympäristösuojelu	y m p æ r i s t ø s u o̯ j e l u
ympäristösuunnittelu	y m p æ r i s t ø s uː nː i tː e l u
ympäristötaide	y m p æ r i s t ø t ɑ i̯ d eˣ
ympäristötehokkuus	y m p æ r i s t ø t e h o kː uː s
ympäristötekijä	y m p æ r i s t ø t e k i j æ
ympäristötekniikka	y m p æ r i s t ø t e k n iː kː ɑ
ympäristöterveydenhuolto	y m p æ r i s t ø t e r ʋ e y d e n h u o̯ l t o
ympäristötuho	y m p æ r i s t ø t u h o
ympäristötutkimus	y m p æ r i s t ø t u t k i m u s
ympäristövahinko	y m p æ r i s t ø ʋ ɑ h i ŋ k o
ympäristövaliokunta	y m p æ r i s t ø ʋ ɑ l i o k u n t ɑ
ympäristövalokuvaus	y m p æ r i s t ø ʋ ɑ l o k u ʋ ɑ u s
ympäristövero	y m p æ r i s t ø ʋ e r o
ympärivuorokautisesti	y m p æ r i ʋ u o̯ r o k ɑ u̯ t i s e s t iˣ
ympärivuorokautisesti	y m p æ r iˣ ʋ u o̯ r o k ɑ u̯ t i s e s t iˣ
ympärys	y m p æ r y s
ympäröidä	y m p æ r ø i̯ d æˣ
ympäröiminen	y m p æ r ø i̯ m i n e n
ympäröivä	y m p æ r ø i̯ ʋ æ
yniseminen	y n i s e m i n e n
ynnä	y nː æ
ynnääminen	y nː æː m i n e n
ynähtäminen	y n æ h t æ m i n e n
yorkshirenterrieri	j oː k s h i ø n t e rː i e r i
yorkshiresika	j oː k s h i ø s i k ɑ
ypsilon	y p s i l o n
ypäjä	y p æ j æ
ypäjäläinen	y p æ j æ l æ i̯ n e n
yrite	y r i t eˣ
yritteliäästi	y r i tː e l i æː s t iˣ
yrittäjyys	y r i tː æ j yː s
yrittäjä	y r i tː æ j æ
yrittäjähenkinen	y r i tː æ j æ h e ŋ k i n e n
yrittäjäjärjestö	y r i tː æ j æ j æ r j e s t ø
yrittäjäneuvos	y r i tː æ j æ n e u̯ ʋ o s
yrittäjänpalkka	y r i tː æ j æ n p ɑ l kː ɑ
yrittäjäpalkka	y r i tː æ j æ p ɑ l kː ɑ
yrittää	y r i tː æːˣ
yritys	y r i t y s
yritysasiakas	y r i t y s ɑ s i ɑ k ɑ s
yrityskauppa	y r i t y s k ɑ u̯ pː ɑ
yrityskiinnitys	y r i t y s k iː nː i t y s
yritysmuoto	y r i t y s m u o̯ t o
yritysneuvosto	y r i t y s n e u̯ ʋ o s t o
yrityspankki	y r i t y s p ɑ ŋ kː i
yrityssaneeraus	y r i t y s s ɑ n eː r ɑ u s
yrityssaneerausohjelma	y r i t y s s ɑ n eː r ɑ u s o h j e l m ɑ
yritystalous	y r i t y s t ɑ l o u s
yrjänä	y r j æ n æ
yrjö	y r j ø
yrjölä	y r j ø l æ
yrjönristi	y r j ø n r i s t i
yrjötä	y r j ø t æˣ
yrjöäminen	y r j ø æ m i n e n
yrmeästi	y r m e æ s t iˣ
yrtti	y r tː i
yrttiselleri	y r tː i s e lː e r i
yrttisuola	y r tː i s u o̯ l ɑ
ysipallo	y s i p ɑ lː o
yskä	y s k æ
yskös	y s k ø s
ystäviäni	y s t æ ʋ i æ n i
ystävystyminen	y s t æ ʋ y s t y m i n e n
ystävä	y s t æ ʋ æ
ystävällinen	y s t æ ʋ æ lː i n e n
ystävämme	y s t æ ʋ æ mː e
ystäväni	y s t æ ʋ æ n i
ystävänne	y s t æ ʋ æ nː e
ystävänpäivä	y s t æ ʋ æ n p æ i̯ ʋ æ
ystävänpäiväkortti	y s t æ ʋ æ n p æ i̯ ʋ æ k o r tː i
ystävänsä	y s t æ ʋ æ n s æ
ystäväsi	y s t æ ʋ æ s i
ytimekäs	y t i m e k æ s
ytterbium	y tː e r b i u m
yttrium	y tː r i u m
yttriumoksidi	y tː r i u m o k s i d i
yty	y t y
yy	yː
yäk	y æ k
yö	y ø
yöaika	y ø ɑ i̯ k ɑ
yöeläin	y ø e l æ i̯ n
yöhyt	y ø h y t
yöilma	y ø i l m ɑ
yöjalka	y ø j ɑ l k ɑ
yök	y ø k
yökausi	y ø k ɑ u̯ s i
yökissa	y ø k i sː ɑ
yökkääminen	y ø kː æː m i n e n
yökkönen	y ø kː ø n e n
yökylä	y ø k y l æ
yököttäminen	y ø k ø tː æ m i n e n
yöllinen	y ø lː i n e n
yölämpötila	y ø l æ m p ø t i l ɑ
yömyssy	y ø m y sː y
yöpakkanen	y ø p ɑ kː ɑ n e n
yöpala	y ø p ɑ l ɑ
yöperhonen	y ø p e r h o n e n
yöpetolintu	y ø p e t o l i n t u
yöpilvi	y ø p i l ʋ i
yöpuku	y ø p u k u
yöpukusillaan	y ø p u k u s i lː ɑː n
yöpukusilleen	y ø p u k u s i lː eː n
yöpuu	y ø p uː
yöpyä	y ø p y æˣ
yörauha	y ø r ɑ u̯ h ɑ
yösokeus	y ø s o k e u s
yösydän	y ø s y d æ n
yösähkö	y ø s æ h k ø
yöt	y ø t
yötyö	y ø t y ø̯
yötön	y ø t ø n
yövieras	y ø ʋ i e̯ r ɑ s
yövoide	y ø ʋ o i̯ d eˣ
zeaksantiini	t s e ɑ k s ɑ n t iː n i
zeeta	t s eː t ɑ
zeetafunktio	t s eː t ɑ f u ŋ k t i o
zen	t s e n
zen	z e n
zenerdiodi	t s e n e r d i o d i
zeniitti	t s e n iː tː i
zeniittisade	t s e n iː tː i s ɑ d eˣ
zeppeliini	t s e pː e l iː n i
zeta	t s e t ɑ
zodiakki	t s o d i ɑ kː i
zombi	t s o m b i
zoomi	t s uː m i
zoonoosi	t s oː n oː s i
äes	æ e s
äestäminen	æ e s t æ m i n e n
äestää	æ e s t æːˣ
äf	æ f
äffä	æ fː æ
äheltäminen	æ h e l t æ m i n e n
ähkiä	æ h k i æˣ
ähkyminen	æ h k y m i n e n
ähkäistä	æ h k æ i̯ s t æˣ
ähtäri	æ h t æ r i
ähtäriläinen	æ h t æ r i l æ i̯ n e n
äidinisä	æ i̯ d i n i s æ
äiditön	æ i̯ d i t ø n
äijä	æ i̯ j æ
äijäenergia	æ i̯ j æ e n e r ɡ i ɑ
äijähuumori	æ i̯ j æ h uː m o r i
äikkä	æ i̯ kː æ
äimistyminen	æ i̯ m i s t y m i n e n
äimä	æ i̯ m æ
äimäsara	æ i̯ m æ s ɑ r ɑ
äiree	æ i̯ r eː
äitee	æ i̯ t eː
äiti	æ i̯ t i
äitijumala	æ i̯ t i j u m ɑ l ɑ
äitipuoli	æ i̯ t i p u o̯ l i
äitiys	æ i̯ t i y s
äityminen	æ i̯ t y m i n e n
äityä	æ i̯ t y æˣ
äkeä	æ k e æ
äkikseltä	æ k i k s e l t æ
äkimmin	æ k i mː i n
äkimmiten	æ k i mː i t e n
äkkiarvaamatta	æ kː i ɑ r ʋ ɑː m ɑ tː ɑ
äkkijarrutus	æ kː i j ɑ rː u t u s
äkkijyrkästi	æ kː i j y r k æ s t iˣ
äkkipikaisesti	æ kː i p i k ɑ i̯ s e s t iˣ
äkkipäätä	æ kː i p æː t æ
äkkirikas	æ kː i r i k ɑ s
äkkirynnäkkö	æ kː i r y nː æ kː ø
äkkiseltä	æ kː i s e l t æ
äkkiseltään	æ kː i s e l t æː n
äkkiä	æ kː i æ
äkkääminen	æ kː æː m i n e n
äks	æ k s
äksyileminen	æ k s y i̯ l e m i n e n
äksä	æ k s æ
äkämyksissään	æ k æ m y k s i sː æː n
äkämystyminen	æ k æ m y s t y m i n e n
äkämä	æ k æ m æ
äkääntyminen	æ k æː n t y m i n e n
äl	æ l
älkää	æ l k æː
älkäämme	æ l k æː mː e
älkääni	æ l k æː n i
älköön	æ l k øː n
älkööt	æ l k øː t
ällillä	æ lː i lː æ
ällin	æ lː i n
ällistyksissään	æ lː i s t y k s i sː æː n
ällistyminen	æ lː i s t y m i n e n
ällistyttävä	æ lː i s t y tː æ ʋ æ
ällistyttää	æ lː i s t y tː æːˣ
ällistyä	æ lː i s t y æˣ
ällä	æ lː æ
ällös	æ lː ø s
ällötti	æ lː ø tː i
ällöttäminen	æ lː ø tː æ m i n e n
älyisyys	æ l y i̯ s yː s
älykello	æ l y k e lː o
älykäs	æ l y k æ s
älylaite	æ l y l ɑ i̯ t eˣ
älyllistyminen	æ l y lː i s t y m i n e n
älymittari	æ l y m i tː ɑ r i
älyperäisesti	æ l y p e r æ i̯ s e s t iˣ
älytelevisio	æ l y t e l e ʋ i s i o
älyttäminen	æ l y tː æ m i n e n
älytä	æ l y t æˣ
älyverkko	æ l y ʋ e r kː o
älyäminen	æ l y æ m i n e n
älyämpäri	æ l y æ m p æ r i
älä	æ l æ
älä	æ l æˣ
älähtäminen	æ l æ h t æ m i n e n
älähtää	æ l æ h t æːˣ
älämölö	æ l æ m ø l ø
äm	æ m
ämmi	æ mː i
ämmä	æ mː æ
ämmänhillikka	æ mː æ n h i lː i kː ɑ
ämmänmarja	æ mː æ n m ɑ r j ɑ
ämpäröidä	æ m p æ r ø i̯ d æˣ
än	æ n
ängetä	æ ŋː e t æˣ
änkeä	æ ŋ k e æˣ
änkyttäminen	æ ŋ k y tː æ m i n e n
änkyttää	æ ŋ k y tː æːˣ
ännä	æ nː æ
ännäs	æ nː æ s
änäri	æ n æ r i
äpärä	æ p æ r æ
äpüli	æ p y l i
är	æ r
äreissään	æ r e i̯ sː æː n
äreä	æ r e æ
äreästi	æ r e æ s t iˣ
ärjyminen	æ r j y m i n e n
ärjyä	æ r j y æˣ
ärjähtäminen	æ r j æ h t æ m i n e n
ärryttäne	æ rː y tː æ n eˣ
ärrä	æ rː æ
ärräpää	æ rː æ p æː
ärrävika	æ rː æ ʋ i k ɑ
ärsyke	æ r s y k eˣ
ärsyttyminen	æ r s y tː y m i n e n
ärsyttäminen	æ r s y tː æ m i n e n
ärsyttää	æ r s y tː æːˣ
ärsyyntyminen	æ r s yː n t y m i n e n
ärtyisä	æ r t y i̯ s æ
ärtyminen	æ r t y m i n e n
ärtyä	æ r t y æˣ
ärähtäminen	æ r æ h t æ m i n e n
äs	æ s
äskeinen	æ s k e i̯ n e n
äskettäin	æ s k e tː æ i̯ n
ässä	æ sː æ
ässänväärä	æ sː æ n ʋ æː r æ
ässävian	æ sː æ ʋ i ɑ n
ätäkki	æ t æ kː i
äveriäs	æ ʋ e r i æ s
äveriöityminen	æ ʋ e r i ø i̯ t y m i n e n
äyri	æ y r i
äyrinmaa	æ y r i n m ɑː
äyrämöinen	æ y r æ m ø i̯ n e n
äyrämöismurteet	æ y r æ m ø i̯ s m u r t eː t
äyskäröidä	æ y s k æ r ø i̯ d æˣ
ää	æː
ääliö	æː l i ø
äänekkyystaso	æː n e kː yː s t ɑ s o
äänekoskelainen	æː n e k o s k e l ɑ i̯ n e n
äänekoski	æː n e k o s k i
äänenavaus	æː n e n ɑ ʋ ɑ u s
ääneneristys	æː n e n e r i s t y s
äänenlaatu	æː n e n l ɑː t u
äänenmurros	æː n e n m u rː o s
äänenpakkaus	æː n e n p ɑ kː ɑ u s
äänenpitävä	æː n e n p i t æ ʋ æ
äänenpitävästi	æː n e n p i t æ ʋ æ s t iˣ
äänentallennus	æː n e n t ɑ lː e nː u s
äänentoistolaite	æː n e n t o i̯ s t o l ɑ i̯ t eˣ
äänentunnistus	æː n e n t u nː i s t u s
äänenvaimentaja	æː n e n ʋ ɑ i̯ m e n t ɑ j ɑ
äänestys	æː n e s t y s
äänestysalue	æː n e s t y s ɑ l u eˣ
äänestysjärjestys	æː n e s t y s j æ r j e s t y s
äänestää	æː n e s t æː
äänestää	æː n e s t æːˣ
äänettömästi	æː n e tː ø m æ s t iˣ
äänetön	æː n e t ø n
ääni	æː n i
äänialue	æː n i ɑ l u eˣ
ääniarkisto	æː n i ɑ r k i s t o
äänielokuva	æː n i e l o k u ʋ ɑ
äänieristää	æː n i e r i s t æːˣ
äänikasetti	æː n i k ɑ s e tː i
äänikirja	æː n i k i r j ɑ
äänikuningas	æː n i k u n i ŋː ɑ s
äänikuningatar	æː n i k u n i ŋː ɑ t ɑ r
äänilehti	æː n i l e h t i
ääninauhuri	æː n i n ɑ u̯ h u r i
ääninen	æː n i n e n
äänioikeus	æː n i o i̯ k e u s
äänipalkki	æː n i p ɑ l kː i
äänipeli	æː n i p e l i
äänipuhelu	æː n i p u h e l u
äänisuunnittelija	æː n i s uː nː i tː e l i j ɑ
