'bout	b a ʊ t
there're	ð ɛ ə ɹ ə ɹ
there's	ð ɛ ɚ z
thereabout	ð ɛ ə ɹ ə b a ʊ t
thereafter	ð ɛ ə ɹ æ f t ɚ
thereat	ð ɛː ɹ æ t
thereatop	ð ɛ ə ɹ ə t ɒ p
therebehind	ð ɛ ə b ɪ h a ɪ n d
thereby	ð ɛ ɹ b a ɪ
therefor	ð ɛ ə ɹ f ɔ ɹ
therefore	ð ɛ ə ɹ f ɔ ɹ
therefrom	ð e ə f ɹ ɒ m
therein	ð e ə ɹ ɪ n
theremin	θ ɛ ə ɹ ə m ɪ n
theremin	θ ɛ ɹ ɨ m ɪ n
thereof	ð ɛ ɹ ʌ v
thereout	ð ɛ ə ɹ a ʊ t
thereto	ð ɛ ɚ t uː
thereupon	ð ɛ ɹ ə p ɑ n
thereupon	ð ɛ ɹ ə p ɔ n
therewith	ð ɛ ə w ɪ ð
therewith	ð ɛ ə w ɪ θ
therianthrope	θ iː ɹ i ə n θ ɹ o ʊ p
therianthrope	θ ɛ ɹ i ə n θ ɹ o ʊ p
therianthropy	θ ɛ ɹ i æ n θ ɹ ə p i
theriomorphic	θ ɪ ə ɹ i ə m ɔ ɹ f ɪ k
thermal	θ ɝ m ə l
thermantidote	θ ɜː m æ n t ɪ d ə ʊ t
thermic	θ ɜː ɹ m ɪ k
thermidor	θ ɝ m ə d ɔ ɹ
thermidorian	θ ɝ m ə d ɔ ɹ i ə n
thermoception	θ ɜː ɹ m ə s ɛ p ʃ ə n
thermoception	θ ɜː ɹ m ə ʊ s ɛ p ʃ ə n
thermodynamic	θ ɝ m o ʊ d a ɪ n æ m ɪ k
thermologist	θ ə ɹ m ɒ l ə d͡ʒ ɪ s t
thermoluminescent	θ əː m ə ʊ l uː m ɪ n ɛ s ə n t
thermometer	θ ɚ m ɑ m ɪ t ɚ
thermophily	θ ɜː ɹ m ɒ f l ɪ i
thermopolis	θ ɜː ɹ m ɒ p ə l ɪ s
thermopylae	θ ɚ m ɑ p ɪ l i
thermos	θ ɝ m ə s
thermostat	θ ɝ m o ʊ s t æ t
thermostat	θ ɝ m ə s t æ t
theron	θ ə ɹ o ʊ n
theron	θ ɛ ɹ ə n
therophyte	t h ɪ ə ɹ ə ʊ f a ɪ t
theropoda	θ i ɹ ə p ɑː d a
thesaurus	θ ɪ s ɔː ɹ ə s
these	ð i z
these	ð iː z
these're	ð i z ɚ
these've	ð i z ə v
theses	θ i s i z
theseus	θ iː s iː ə s
thesis	θ i s i z
thespian	θ ɛ s p i ə n
thessalonians	θ ɛ s ə l o ʊ n i ə n z
thessalonica	θ ɛ s ə l ə n a ɪ k ə
thessaloniki	θ ɛ s ə l ə n iː k i
thessaly	θ e s ə l i
theta	θ e ɪ t ə
thetan	θ e ɪ t ə n
thew	θ j uː
thew	θ uː
thews	θ j uː z
thews	θ uː z
they	ð e ɪ
they'd	ð e ɪ d
they'd've	ð e ɪ d ə v
they'll	ð e ɪ l
they're	ð e ɪ ɚ
they're	ð ɛ ɚ
they've	ð e ɪ v
thiabendazole	θ a ɪ ə b ɛ n d ə z o ʊ l
thiamazole	θ a ɪ æ m ə z o ʊ l
thiazide	θ a ɪ ə z a ɪ d
thick	θ ɪ k
thicken	θ ɪ k ə n
thicket	θ ɪ k ɪ t
thickly	θ ɪ k l i
thickness	θ ɪ k n ə s
thieboudienne	t͡ʃ ɛ b uː d͡ʒ ə n
thief	θ i f
thiefdom	θ iː f d ə m
thieve	θ iː v
thieves	θ iː v z
thieving	θ iː v ɪ ŋ
thigh	θ a ɪ
thill	θ ɪ l
thimble	θ ɪ m b ə l
thimblerig	θ ɪ m b ə l ɹ ɪ ɡ
thimphu	t ɪ m p uː
thin	θ ɪ n
thing	θ ɪ ŋ
things	θ ɪ ŋ z
thingummy	θ ɪ ŋ ə m i
thingy	θ ɪ ŋ i
thingyan	θ ɪ n d ʒ ɑː n
think	θ ɪ ŋ k
thinker	θ ɪ ŋ k ɚ
thinking	θ ɪ ŋ k ɪ ŋ
thinko	θ ɪ ŋ k ə ʊ
thinks	θ ɪ ŋ k s
thinly	θ ɪ n l i
thinner	θ ɪ n ɚ
thinnest	θ ɪ n ə s t
thiobutabarbital	θ a ɪ o ʊ b j u t ə b ɑ ɹ b ɪ t ɔ l
thioguanine	θ a ɪ o ʊ ɡ w ɑ n i n
thiol	θ a ɪ ɒ l
thiopental	θ a ɪ o ʊ p ɛ n t ɔ l
thioridazine	θ a ɪ ə ɹ ɪ d ə z iː n
thiosulphate	θ a ɪ ə ʊ s ʌ l f e ɪ t
thiourea	θ a ɪ o ʊ j ʊ ɹ i ə
thira	θ ɪ ɹ ə
third	θ ɝ d
thirdly	θ ɚ d l i
thirdy	θ ɝ ɾ i
thirkill	θ ɜː ɹ k ɪ l
thirl	θ ɝ l
thirlwall	θ ɜː ɹ l w ɔː l
thirst	θ ɝ s t
thirsty	θ ɜː ɹ s t i
thirteenth	θ ɝ t iː n θ
thirtieth	θ ɝ t i ə θ
thirty	θ ɝ t i
this	ð ə s
this	ð ɪ s
this's	ð ɪ sː
this've	ð ɪ s ə v
thistle	θ ɪ s l̩
thither	ð ɪ ð ə ɹ
thither	θ ɪ ð ə ɹ
thlipsis	θ l ɪ p s ɪ s
thneed	θ n iː d
thnetopsychism	θ n ɛ t ə s a ɪ k ɪ z ə m
tho	ð o ʊ
thobe	θ ə ʊ b
thole	θ o ʊ l
tholos	θ ɒ l ɒ s
tholtan	t o ʊ l t ə n
thomas	t ɑ m ə s
thomasine	t ɑ m ə s a ɪ n
thomasine	t ɑ m ə s i n
thomsen	t ɒ m s ə n
thon	ð ɒ n
thong	θ ɒ ŋ
thor	θ ɔ ɹ
thoral	θ ɔː ɹ ə l
thorax	θ ɔ ɹ æ k s
thorium	θ ɔː ɹ i ə m
thorn	θ ɔ ɹ n
thorndyke	θ ɔ ɹ n d a ɪ k
thorney	θ ɔː ɹ n i
thornton	θ ɔː ɹ n t ə n
thorny	θ ɔ ɹ n i
thorough	θ ɜ ɹ o ʊ
thorough	θ ʌ ɹ o ʊ
thoroughgoing	θ ʌ ɹ ə ɡ o ʊ ɪ ŋ
thoroughly	θ ɜː ɹ ə l ɪ
thoroughness	θ ɜ ɹ o ʊ n ə s
thoroughness	θ ʌ ɹ o ʊ n ə s
thorp	θ ɔ ɹ p
those	ð o ʊ z
those're	ð o ʊ z ɚ
those've	ð o ʊ z ə v
thot	θ ɑ t
thoth	θ ə ʊ θ
thou	ð a ʊ
thou	ð o ʊ
thou	θ a ʊ
thou'dst	ð a ʊ t s t
thou'lt	ð a ʊ l t
thou'rt	ð a ʊ ɹ t
thou'st	ð a ʊ s t
though	ð o ʊ
thought	θ ɔ t
thoughtful	θ ɔ t f ə l
thoughtfully	θ ɔ t f ə l i
thoughtfulness	θ ɔ t f ə l n ə s
thoughtless	θ ɔ t l ə s
thoughtless	θ ɔ t l ɪ s
thoughtlessly	θ ɔ t l ɪ s l i
thoughtlessness	θ ɔ t l ə s n ə s
thoughtlessness	θ ɔ t l ə s n ɪ s
thoughtlessness	θ ɔ t l ɪ s n ɪ s
thoughts	θ ɔː t s
thousand	θ a ʊ z ə n d
thousands	θ a ʊ z n̩ d z
thousandth	θ a ʊ z ə n t θ
thousandths	θ a ʊ z ə n t θ s
thrace	θ ɹ e ɪ s
thrall	θ ɹ ɑ l
thrall	θ ɹ ɔ l
thralldom	θ ɹ ɔː l d ə m
thrapple	θ ɹ æ p ə l
thrashing	θ ɹ æ ʃ ɪ ŋ
thrasonical	θ ɹ ə s ɒ n ɪ k ə l
thread	θ ɹ ɛ d
threadbare	θ ɹ ɛ d b ɛ ə ɹ
threading	θ ɹ ɛ d ɪ ŋ
threads	θ ɹ ɛ d z
threap	θ ɹ iː p
threat	θ ɹ ɛ t
threaten	θ ɹ ɛ t n̩
threatened	θ ɹ ɛ t n̩ d
threatening	θ ɹ ɛ t n̩ ɪ ŋ
threats	θ ɹ ɛ t s
three	θ ɹ iː
threepence	θ ɹ iː p ɛ n s
threepence	θ ɹ ɛ p ə n s
threepence	θ ɹ ɪ p ə n s
threepence	θ ɹ ʌ p ə n s
threescore	θ ɹ i s k ɔ ɹ
threne	θ ɹ iː n
threnedy	θ ɹ ɛ n ə d i
threnody	θ ɹ ɛ n ə d i
threonyl	θ ɹ i ə n ɪ l
thresh	θ ɹ ɛ ʃ
threshold	θ ɹ ɛ ʃ h o ʊ l d
threw	θ ɹ uː
threw	θ ɹ ɪ ʊ̯
thrice	θ ɹ a ɪ s
thrid	θ ɹ ɪ d
thrift	θ ɹ ɪ f t
thrifty	θ ɹ ɪ f t i
thrill	θ ɹ ɪ l
thrilled	θ ɹ ɪ l d
thriller	θ ɹ ɪ l ɚ
thrilling	θ ɹ ɪ l ɪ ŋ
thrillmance	θ ɹ ɪ l m æ n s
thrills	θ ɹ ɪ l z
thrive	θ ɹ a ɪ v
thriven	θ ɹ ɪ v ə n
thriving	θ ɹ a ɪ v ɪ ŋ
throat	θ ɹ o ʊ t
throb	θ ɹ ɒ b
throe	θ ɹ ə ʊ
thrombin	θ ɹ ɒ m b ɪ n
thromboblast	θ ɹ ɒ m b ə ʊ b l æ s t
thrombocyte	θ ɹ ɒ m b ə ʊ s ʌ ɪ t
thrombocythemia	θ ɹ ɒ m b ə ʊ s a ɪ θ iː m ɪ ə
thrombosis	θ ɹ ɑ m b o ʊ s ɪ s
thrombospondin	θ ɹ ɑ m b o ʊ s p ɑ n d ɪ n
throng	θ ɹ ɑ ŋ
throng	θ ɹ ɔ ŋ
thropple	θ ɹ ɒ p ə l
throstle	θ ɹ ɒ s ə l
throttle	θ ɹ a t ə l
through	θ ɹ u
through	θ ɹ uː
through	θ ɹ ʌ f
throughly	θ ɹ uː l i
throughput	θ ɹ u p ʊ t
throuple	θ ɹ ʌ p l̩
throw	θ ɹ o ʊ
throwback	θ ɹ o ʊ b æ k
throwbacks	θ ɹ o ʊ b æ k s
throwing	θ ɹ o ʊ ɪ ŋ
thrown	θ ɹ o ʊ n
throws	θ ɹ o ʊ z
thrum	θ ɹ ʌ m
thrush	θ ɹ ʌ ʃ
thrushes	θ ɹ ɐ ʃ ə z
thrust	θ ɹ ʌ s t
thruster	θ ɹ ʌ s t ɚ
thrusts	θ ɹ ʌ s t s
thrutch	θ ɹ ʌ t ʃ
thucydides	θ j uː s ɪ d ɪ d iː z
thud	θ ʌ d
thug	θ ʌ ɡ
thuggish	θ ʌ ɡ ɪ ʃ
thugocracy	θ ʌ ɡ ɑ k ɹ ə s i
thuja	θ u d ʒ ə
thukpa	t ʊ k p ɑː
thule	t uː l iː
thule	θ j uː l iː
thule	θ uː l
thulium	θ j uː l i ə m
thulium	θ uː l i ə m
thumb	θ ʌ m
thumbnail	θ ʌ m n e ɪ l
thumbtack	θ ʌ m t æ k
thump	θ ʌ m p
thumping	θ ʌ m p ɪ ŋ
thunder	θ ʌ n d ɚ
thunderbird	θ ʌ n d ɚ b ɝ d
thunderblast	θ ʌ n d ɚ b l æ s t
thunderbolt	θ ʌ n d ə ɹ b o ʊ l t
thunderdome	θ ʌ n d ɚ d ə ʊ m
thunderous	θ ʌ n d ə ɹ ə s
thunderstorm	θ ʌ n d ə ɹ s t ɔː ɹ m
thunderstorm	θ ʌ n ə ɹ s t ɔː ɹ m
thunderstricken	θ ʌ n d ə ɹ s t ɹ ɪ k ə n
thunderstruck	θ ʌ n d ɚ s t ɹ ʌ k
thune	θ j uː n
thune	θ uː n
thunk	θ ʌ ŋ k
thurible	θ j ʊ ə ɹ ɪ b ə l
thuringia	θ ə ɹ ɪ n d ʒ i ə
thurl	θ ɝ l
thurrock	θ ʌ ɹ ə k
thursday	θ ɝ z d e ɪ
thursday	θ ɝ z d i
thus	ð ʌ s
thusly	ð ʌ s l i
thwack	θ w æ k
thwaite	θ w e ɪ t
thwart	θ w ɔ ə ɹ t
thy	ð a ɪ
thyle	θ a ɪ l
thyme	t a ɪ m
thymine	θ a ɪ m ɪ n
thyrocalcitonin	θ a ɪ ɹ o ʊ k æ l s ɪ t o ʊ n ɪ n
thyroid	θ a ɪ̯ ɹ ɔ ɪ̯ d
thyrsus	θ ɚ s ə s
thyself	ð a ɪ s ɛ l f
thysen	θ ɪ s ɛ n
thô	ð o ʊ
ti	t iː
tiara	t i ɑː ɹ ə
tib	t ɪ b
tiber	t a ɪ b ə ɹ
tiberias	t a ɪ b ɪ ə ɹ i æ s
tiberius	t a ɪ b ɪ ə ɹ i ə s
tiberius	t ɪ b ɛ ɹ i ʊ s
tibet	t ə b e t
tibet	t ɪ b e t
tibetan	t ɪ b ɛ t n̩
tibial	t ɪ b i ə l
tibicos	t ɨ b iː k o ʊ s
tic	t ɪ k
tical	t ɪ k ɑː l
tical	t ɪ k ə l
ticarcillin	t a ɪ k ɑ ɹ s ɪ l ɪ n
tich	t ɪ t ʃ
tick	t ɪ k
tickable	t ɪ k ə b ə l
ticker	t ɪ k ə ɹ
ticket	t ɪ k ɪ t
tickets	t ɪ k ɪ t s
ticking	t ɪ k ɪ ŋ
tickle	t ɪ k l̩
tickler	t ɪ k l ə ɹ
tickler	t ɪ k ə l ə ɹ
ticklishness	t ɪ k l ɪ ʃ n ɛ s
ticks	t ɪ k s
tics	t ɪ k s
tidal	t a ɪ d ə l
tiddly	t ɪ d l i
tiddy	t ɪ d i
tide	t a ɪ d
tiding	t a ɪ d ɪ ŋ
tidings	t a ɪ d ɪ ŋ z
tidy	t a ɪ d i
tie	t a ɪ
tiebreaker	t a ɪ b ɹ e ɪ k ɚ
tied	t a ɪ d
tiefling	t iː f l ɪ ŋ
tiel	t iː l
tienda	t i ɛ n d ə
tier	t a ɪ ɚ
tier	t ɪ ɚ
tierce	t ɪ ɚ s
tierceron	t ɪ ə ɹ s ə ɹ ɒ n
tiff	t ɪ f
tiffany	t ɪ f ə n i
tiffed	t ɪ f t
tiffin	t ɪ f ɪ n
tiffs	t ɪ f s
tig	t ɪ ɡ
tiger	t a ɪ ɡ ɚ
tigger	t ɪ ɡ ɚ
tiggerish	t ɪ ɡ ə ɹ ɪ ʃ
tiggerish	t ɪ ɡ ɹ ɪ ʃ
tight	t a ɪ t
tightener	t a ɪ t n̩ ɚ
tightly	t a ɪ t l i
tigon	t a ɪ ɡ ə n
tigrinya	t ɪ ɡ ɹ iː n j ə
tigris	t a ɪ ɡ ɹ ɪ s
tijuana	t i h w ɑ n ə
tijuanan	t i h w ɑ n ə n
tiki	t iː k iː
tiki	t ɪ k i
tiksi	t ɪ k s i
tiktaalik	t ɪ k t ɑ l ɪ k
til	t iː l
til	t ə l
til	t ɪ l
tilak	t ɪ l ə k
tilapia	t ə l ɑː p i ə
tilburg	t ɪ l b ɜ ɹ ɡ
tilde	t ɪ l d i
tilde	t ɪ l d ə
tildes	t ɪ l d ə z
tildes	t ɪ l d ɛ z
tile	t a ɪ l
tiletamine	t ɪ l ɛ t ə m iː n
tiletamine	t ɪ l ɛ t ə m ɪ n
tiling	t a ɪ l ɪ ŋ
till	t ɪ l
tillage	t ɪ l ɪ d ʒ
tilled	t ɪ l d
tillis	t ɪ l ɪ s
tilly	t ɪ l i
tilt	t ɪ l t
tilth	t ɪ l θ
tim	t ɪ m
timaru	t ɪ m ə ɹ uː
timb	t ɪ m b
timber	t ɪ m b ɚ
timberdoodle	t ɪ m b ə d uː d ə l
timberline	t ɪ m b ɚ l a ɪ n
timbre	t æ m b ɚ
timbre	t ɪ m b ɚ
timbrel	t ɪ m b ɹ ə l
timbuktoo	t ɪ m b ʌ k t uː
timbuktu	t ɪ m b ʌ k t uː
time	t a ɪ m
timelessness	t a ɪ m l ə s n ə s
timelessness	t a ɪ m l ɪ s n ɪ s
timelessness	tʰ a ɪ̯ m l ɪ̈ s n ɪ̈ s
timeline	t a ɪ m l a ɪ n
timely	t a ɪ m l i
timenoguy	t ɪ m ɪ n ɒ ɡ i
timeously	t a ɪ m ə s l i
timeout	t a ɪ m a ʊ t
timepiece	t a ɪ m p iː s
timer	t a ɪ m ɚ
times	t a ɪ m z
timescape	t a ɪ m s k e ɪ p
timestamp	t a ɪ m s t æ m p
timetable	t a ɪ m t e ɪ b ə l
timeworn	t a ɪ m w ɔ ɹ n
timid	t ɪ m ɪ d
timidity	t ɪ m ɪ d ɪ t i
timing	t a ɪ m ɪ ŋ
timișoara	t i m i ʃ w ɑ ɹ ɑ
timmins	t ɪ m ɪ n z
timmy	t ɪ m i
timolol	t a ɪ m ə l ɔ l
timonism	t a ɪ m ə n ɪ z ə m
timonist	t a ɪ m ə n ɪ s t
timorous	t ɪ m ə ɹ ə s
timothy	t ɪ m ə θ i
timpani	t ɪ m p ə n i
timur	t ɪ m ʊ ə ɹ
tin	t ɪ n
tina	t iː n ə
tinaja	t ɪ n ɑː h ə
tinct	t ɪ ŋ k t
tincture	t ɪ ŋ k t ʃ ɚ
tind	t ɪ n d
tinder	t ɪ n d ə ɹ
tine	t a ɪ n
tinea	t ɪ n i ə
tinea	t ɪ n i ɚ
ting	t ɪ ŋ
tinge	t ɪ n d ʒ
tinged	t ɪ n d ʒ d
tinged	t ɪ ŋ d
tingent	t ɪ n d ʒ ə n t
tinging	t ɪ n d ʒ ɪ ŋ
tinging	t ɪ ŋ ɪ ŋ
tingle	t ɪ ŋ ɡ ə l
tinglish	t ɪ ŋ ɡ l ɪ ʃ
tink	t ɪ ŋ k
tinker	t ɪ ŋ k ɚ
tinkering	t ɪ ŋ k ɚ ɪ ŋ
tinkle	t ɪ ŋ k ə l
tinman	t ɪ n m æ n
tinman	ɪ n m ə n
tinned	t ɪ n d
tinnitus	t ɪ n a ɪ t ə s
tinnitus	t ɪ n ə t ə s
tinnitus	t ɪ n ɪ t ə s
tinsel	t ɪ n s ə l
tint	t ɪ n t
tintinnabulation	t ɪ n t ɪ n n æ b j ə l e ʃ ə n
tintinnabulous	t ɪ n t ɪ n æ b j ʊ l ə s
tints	t ɪ n t s
tintype	t ɪ n t a ɪ p
tiny	t a ɪ n i
tioguanine	t a ɪ o ʊ ɡ w ɑ n i n
tiotropium	t a ɪ o ʊ t ɹ o ʊ p i ə m
tip	t ɪ p
tipi	t iː p i
tiple	t iː p l e ɪ
tipperary	t ɪ p ə ɹ ɛ ə ɹ i
tippet	t ɪ p ɪ t
tipple	t ɪ p ə l
tippytoe	t ɪ p i t o ʊ
tips	t ɪ p s
tipsy	t ɪ p s i
tiptoe	t ɪ p t o ʊ
tiqueur	t i k u ɹ
tirade	t a ɪ ɹ e ɪ d
tiramisu	t ɪ ɹ ə m i s u
tirana	t ɪ ɹ ɑː n ə
tire	t a ɪ̯ ɚ
tire	t ɑː ɚ
tire	t ʌ ɪ̯ ɚ
tired	t a ɪ ɚ d
tires	t a ɪ̯ ɚ z
tiresome	t a ɪ ɹ s ə m
tirofiban	t a ɪ ɹ o ʊ f a ɪ b æ n
tisagenlecleucel	t ɪ s ə d͡ʒ ɛ n l ə k l uː s ə l
tisagenlecleucel	t ɪ s ə d͡ʒ ɛ n l ɛ k l uː s ə l
tisane	t ɪ z æ n
tisane	t ɪ z ɑ n
tissue	t ɪ ʃ u
tissued	t ɪ ʃ uː d
tit	t ɪ t
titan	t a ɪ t ə n
titanean	t a ɪ t e ɪ n i ə n
titania	t ɪ t ɑː n i ə
titanian	t a ɪ t e ɪ n i ə n
titanian	t ɪ t ɑː n i ə n
titanic	t a ɪ t æ n ɪ k
titanium	t a ɪ t e ɪ n i ə m
titanium	t ɪ t e ɪ n i ə m
titanomachy	t a ɪ t ə n ɒ m ə k i
titch	t ɪ t ʃ
titchy	t ɪ t ʃ i
titer	t a ɪ t ɚ
titfer	t ɪ t f ɚ
tithe	t a ɪ ð
tithi	t iː t i
tithi	t iː θ i
tithing	t a ɪ ð ɪ ŋ
titi	t iː t iː
titian	t ɪ ʃ ə n
titianesque	t ɪ ʃ ə n ɛ s k
titin	t a ɪ t ɪ n
titivate	t ɪ t ə v e ɪ t
titivate	t ɪ t ɪ v e ɪ t
titivil	t ɪ t ɪ v ɪ l
title	t a ɪ t l̩
titles	t a ɪ t l̩ z
titling	t a ɪ t l ɪ ŋ
titling	t a ɪ t l̩ ɪ ŋ
titling	t ɪ t l ɪ ŋ
titman	t ɪ t m ə n
titmouse	t ɪ t m a ʊ s
titrate	t a ɪ t ɹ e ɪ t
titrate	t ɪ t ɹ e ɪ t
titration	t a ɪ t ɹ e ɪ ʃ ə n
titration	t ɪ t ɹ e ɪ ʃ ə n
titre	t a ɪ t ɚ
tits	t ɪ t s
titter	t ɪ t ɚ
tittle	t ɪ t ə l
titty	t ɪ t i
titubant	t ɪ t ə b ə n t
titubant	t ɪ t ʃ ə b ə n t
titubate	t ɪ t j ʊ b e ɪ t
titular	t ɪ t ʃ ə l ɚ
titus	t a ɪ t ə s
tivoization	t iː v ə ʊ a ɪ z e ɪ ʃ ə n
tivoli	t ɪ v ə l i
tiwed	t a ɪ o ʊ d
tiwed	t a ɪ u d
tiwed	t a ɪ ə w d
tiwed	t a ɪ ʊ d
tiyn	t iː j ɪ n
tjaele	t ʃ e ɪ l ə
tko	t i k e ɪ o ʊ
tlaloc	t l ə l o ʊ k
tlayuda	t l ɑ j u d ə
tlingit	k l ɪ ŋ k ɪ t
tlingit	t l ɪ ŋ ɡ ɪ t
tmesis	m iː s ɪ s
tmesis	t ə m iː s ɪ s
tmtowtdi	t ɪ m t ə ʊ d i
to	t o ʊ
to	t u
to	t ə
to	t ʊ
toad	t o ʊ d
toadstool	t o ʊ d s t u ə l
toady	t ə ʊ d i
toadyism	t ə ʊ d i ɪ z ə m
toast	t o ʊ s t
toaster	t o ʊ s t ɚ
toastiness	t ə ʊ s t ɪ n ə s
toasty	t o ʊ s t i
tobacco	t ə b æ k o ʊ
tobe	t ə ʊ b
tobiano	t ə ʊ b i ɑː n ə ʊ
tobias	t ə b a ɪ ə s
toblerone	t o ʊ b l ə ɹ o ʊ n
toboggan	t ə b ɑː ɡ ə n
tobramycin	t o ʊ b ɹ ə m a ɪ s n̩
toby	t o ʊ b i
tocantins	t ə ʊ k ə n t iː n s
toccata	t ə k ɑː t ə
toccer	t ɑ k ɚ
tocharian	t o ʊ k ɑ ɹ i ə n
tocharian	t o ʊ k ɛ ɹ i ə n
toco	t o ʊ k o ʊ
tocsin	t ɒ k s ɪ n
tod	t ɑ d
today	t ə d e ɪ
today	t ʊ d e ɪ
todd	t ɑ d
todger	t ɑ d ʒ ɚ
todmorden	t ɒ d m ɔː d ə n
todmorden	t ɒ d m ə d ə n
todmorden	t ɒ d m ə ɹ d ə n
todmorden	t ɔː m d ɪ n
toe	t o ʊ
toed	t o ʊ d
toed	t ə ʊ d
toefl	t o ʊ f ə l
toenail	t ə ʊ n e ɪ l
toes	t o ʊ z
toews	t e ɪ v z
toffee	t ɔ f i
tofore	t ə f ɔː ɹ
tofu	t o ʊ f u
tofurkey	t o ʊ f ɝ k i
tog	t ɑ ɡ
toga	t o ʊ ɡ ə
togaed	t o ʊ ɡ ə d
together	t ə ɡ ɛ ð ɚ
together	t ʊ ɡ ɛ ð ɚ
toggle	t ɑ ɡ ə l
togo	t o ʊ ɡ o ʊ
togue	t o ʊ ɡ
toil	t ɔ ɪ l
toilet	t ɔ ɪ l ə t
toilet	t ɔ ɪ l ɪ t
toiletry	t ɔ ɪ l ɪ t ɹ i
toise	t ɔ ɪ z
toivel	t ɔ ɪ v ə l
tokamak	t o ʊ k ə m æ k
tokanui	t ɒ k ɑː n uː iː
tokay	t o ʊ k e ɪ
toke	t o ʊ k
tokelau	t o ʊ k ə l a ʊ
tokelauan	t o ʊ k ə l a ʊ ə n
token	t o ʊ k ə n
tokenize	t o ʊ k ə n a ɪ z
toki	t ə ʊ k i
tokomaru	t ə ʊ k ə ʊ m ɑː ɹ uː
tokoroa	t ə ʊ k ə ʊ ɹ ə ʊ ə
tokyo	t o ʊ k i o ʊ
tolazamide	t ə l æ z ə m a ɪ d
tolcapone	t ɑ l k ə p o ʊ n
told	t o ʊ l d
toldja	t o ʊ l d ʒ ə
toledo	t ə l e ɪ d ə ʊ
toledo	t ə l iː d ə ʊ
tolerable	t ɑ l ə ɹ ə b l̩
tolerably	t ɑ l ə ɹ ə b l i
tolerant	t ɑː l ə ɹ ə n t
tolerate	t ɑ l ə ɹ e ɪ t
tolerator	t ɒ l ə ɹ e ɪ t ə ɹ
tolimidone	t ə l ɪ m ɪ d o ʊ n
tolkien	t ɒ l k iː n
toll	t o ʊ ɫ
toll	t ɔ l
toloache	t ɒ l w æ t ʃ i
toluene	t ɑ l j u i n
tolvaptan	t ɑ l v æ p t ə n
tolyatti	t o ʊ l j ɑ t i
tolyatti	t ɔ l j ɑ t i
tom	t ɑ m
tomahawk	t ɑ m ə h ɔ k
tomalley	t ə m ɑ l i
toman	t o ʊ m ɑː n
toman	t o ʊ m ə n
toman	t ʊ m ə n
toman	t ʌ m ə n
tomato	t o ʊ m e ɪ t o ʊ
tomato	t o ʊ m ɑː t o ʊ
tomato	t ə m e ɪ t o ʊ
tomato	t ə m ɑː t o ʊ
tomb	t u m
tombal	t uː m b ə l
tombal	t uː m ə l
tombal	t ɒ m b ə l
tombolo	t ɒ m b ə ʊ l ə ʊ
tomboy	t ɑ m b ɔ ɪ
tombstone	t uː m s t o ʊ n
tombstone	t uː m s t ə ʊ n
tome	t o ʊ m
tomil	t o ṽ i lʲ
tommy	t ɑ m i
tommyknocker	t ɒ m iː n ɒ k ə
tomorrow	t ə m ɑ ɹ o ʊ
tomorrow	t ʊ m ɑ ɹ o ʊ
tomset	t ɒ m s ɛ t
ton	t ʌ n
tonal	t o ʊ n ə l
tondo	t ɒ n d o ʊ
tone	t o ʊ n
toned	t o ʊ n d
toner	t o ʊ n ɚ
tones	t o ʊ n z
tonga	t ɑ ŋ ɡ ə
tonga	t ɔ ŋ ɡ ə
tongan	t ɒ ŋ ə n
tongan	t ɒ ŋ ɡ ə n
tongs	t ɔ ŋ z
tongue	t ʌ ŋ
tongues	t ʌ ŋ z
tonical	t ɒ n ɪ k ə l
tonicity	t ə n ɪ s ɪ t i
tonight	t ə n a ɪ t
toning	t o ʊ n ɪ ŋ
tonite	t o ʊ n a ɪ t
tonite	t ə n a ɪ t
tonitruate	t ə n ɪ t ɹ ʊ e ɪ t
tonkatsu	t ɑ ŋ k æ t s u
tonkotsu	t ɑ ŋ k ɑ t s u
tonnage	t ʌ n ɪ d ʒ
tonne	t ʊ n
tonne	t ʌ n
tonneau	t ə n o ʊ
tons	t ʌ n z
tonsil	t ɑ n s ə l
tonsillitis	t ɒ n s ə l a ɪ t ɪ s
tony	t o ʊ n i
tony	t ə ʊ n i
too	t u
toodeloo	t uː d ə l uː
tooele	t uː ɛ l ə
took	t ʊ k
tool	t uː l
toolbox	t uː l b ɑ k s
tools	t uː l z
toomey	t uː m i
toon	t uː n
toot	t uː t
toot	t ʊ t
tooter	t uː t ə r
tooth	t uː θ
toothache	t u θ e ɪ k
toothbrush	t uː θ b ɹ ʌ ʃ
toothcomb	t u θ k o ʊ m
toothed	t uː θ t
toothpick	t uː θ p ɪ k
toothy	t uː θ i
toots	t u t s
toots	t ʊ t s
top	t ɑ p
toparchy	t ɒ p ɑː ɹ k i
toparchy	t ɒ p ə ɹ k i
topaz	t o ʊ p æ z
topcoat	t ɒ p k ə ʊ t
tope	t o ʊ p
topee	t ə ʊ p i
topeka	t ə p i k ə
topepo	t ə p ɛ p ə ʊ
toper	t o ʊ p ɚ
topful	t ɒ p f ʊ l
tophet	t o ʊ f ɪ t
topi	t ə ʊ p i
topic	t ɑ p ɪ k
topics	t ɑ p ɪ k s
topography	t ə p ɑ ɡ ɹ ə f i
topoi	t ɒ p ɔ ɪ
topoisomerase	t ɑ p o ʊ a ɪ s ɑ m ə ɹ e ɪ s
