あ	a̠
やりきる	j a̠ ɾʲ i kʲ i ɾ ɯ̟ᵝ
やりくり	j a̠ ɾʲ i k ɯ̟ᵝ ɾʲ i
やりこなす	j a̠ ɾʲ i k o̞ n a̠ s ɨᵝ
やりこめる	j a̠ ɾʲ i k o̞ m e̞ ɾ ɯ̟ᵝ
やりとおす	j a̠ ɾʲ i t o̞ː s ɨᵝ
やりとげる	j a̠ ɾʲ i t o̞ ɡ e̞ ɾ ɯ̟ᵝ
やりとり	j a̠ ɾʲ i t o̞ ɾʲ i
やりなげ	j a̠ ɾʲ i n a̠ ɡ e̞
やる	j a̠ ɾ ɯ̟ᵝ
やるき	j a̠ ɾ ɯ̟ᵝ kʲ i
やるせない	j a̠ ɾ ɯ̟ᵝ s e̞ n a̠ i
やれ	j a̠ ɾ e̞
やれやれ	j a̠ ɾ e̞ j a̠ ɾ e̞
やろう	j a̠ ɾ o̞ː
やわはだ	j a̠ ɰᵝ a̠ h a̠ d a̠
やわら	j a̠ ɰᵝ a̠ ɾ a̠
やわらかい	j a̠ ɰᵝ a̠ ɾ a̠ k a̠ i
やわらぐ	j a̠ ɰᵝ a̠ ɾ a̠ ɡ ɯ̟ᵝ
やわらげる	j a̠ ɰᵝ a̠ ɾ a̠ ɡ e̞ ɾ ɯ̟ᵝ
やんばるくいな	j ã̠ m b a̠ ɾ ɯ̟ᵝ k ɯ̟ᵝ i n a̠
やんま	j ã̠ mː a̠
ゆ	j ɯ̟ᵝ
ゆあみ	j ɯ̟ᵝ a̠ mʲ i
ゆいいつ	j ɯ̟ᵝ iː t͡s ɨᵝ
ゆいいつむに	j ɯ̟ᵝ iː t͡s ɨᵝ m ɯ̟ᵝ ɲ̟ i
ゆいしょ	j ɯ̟ᵝ i ɕ o̞
ゆいしん	j ɯ̟ᵝ i ɕ ĩ ɴ
ゆいのう	j ɯ̟ᵝ i n o̞ː
ゆいぶつべんしょうほう	j ɯ̟ᵝ i b ɯ̟ᵝ t͡s ɨᵝ b ẽ̞ ɰ̃ ɕ o̞ː h o̞ː
ゆう	j ɯ̟ᵝː
ゆういぎ	j ɯ̟ᵝː i ɡʲ i
ゆううつ	j ɯ̟ᵝː ɯ̟ᵝ t͡s ɨᵝ
ゆうえいせいぶつ	j ɯ̟ᵝː e̞ː s e̞ː b ɯ̟ᵝ t͡s ɨᵝ
ゆうえつかん	j ɯ̟ᵝː e̞ t͡s ɨ̥ᵝ k ã̠ ɴ
ゆうえん	j ɯ̟ᵝː ẽ̞ ɴ
ゆうえんち	j ɯ̟ᵝː ẽ̞ ɲ̟ t͡ɕ i
ゆうおう	j ɯ̟ᵝː o̞ː
ゆうかい	j ɯ̟ᵝː k a̠ i
ゆうかいはん	j ɯ̟ᵝː k a̠ i h ã̠ ɴ
ゆうかく	j ɯ̟ᵝː k a̠ k ɯ̟ᵝ
ゆうかん	j ɯ̟ᵝː k ã̠ ɴ
ゆうが	j ɯ̟ᵝː ɡ a̠
ゆうがい	j ɯ̟ᵝː ɡ a̠ i
ゆうがた	j ɯ̟ᵝː ɡ a̠ t a̠
ゆうき	j ɯ̟ᵝː kʲ i
ゆうきかがく	j ɯ̟ᵝː kʲ i ̥ k a̠ ɡ a̠ k ɯ̟ᵝ
ゆうきかごうぶつ	j ɯ̟ᵝː kʲ i ̥ k a̠ ɡ o̞ː b ɯ̟ᵝ t͡s ɨᵝ
ゆうきたい	j ɯ̟ᵝː kʲ i t a̠ i
ゆうきゅう	j ɯ̟ᵝː kʲ ɨᵝː
ゆうきゅうきゅうか	j ɯ̟ᵝː kʲ ɨᵝː kʲ ɨᵝː k a̠
ゆうきようざい	j ɯ̟ᵝː kʲ i j o̞ː z a̠ i
ゆうぎ	j ɯ̟ᵝː ɡʲ i
ゆうぐう	j ɯ̟ᵝː ɡ ɯ̟ᵝː
ゆうぐれ	j ɯ̟ᵝː ɡ ɯ̟ᵝ ɾ e̞
ゆうけい	j ɯ̟ᵝː k e̞ː
ゆうけんしゃ	j ɯ̟ᵝː k ẽ̞ ɰ̃ ɕ a̠
ゆうげきしゅ	j ɯ̟ᵝː ɡ e̞ kʲ i̥ ɕ ɨᵝ
ゆうこう	j ɯ̟ᵝː k o̞ː
ゆうこうてき	j ɯ̟ᵝː k o̞ː t e̞ kʲ i
ゆうごう	j ɯ̟ᵝː ɡ o̞ː
ゆうさいしょく	j ɯ̟ᵝː s a̠ i ɕ o̞ k ɯ̟ᵝ
ゆうさんそうんどう	j ɯ̟ᵝː s ã̠ ɰ̃ s o̞ ɯ̟̃ᵝ n d o̞ː
ゆうざい	j ɯ̟ᵝː z a̠ i
ゆうし	j ɯ̟ᵝː ɕ i
ゆうしゃ	j ɯ̟ᵝː ɕ a̠
ゆうしゅう	j ɯ̟ᵝː ɕ ɨᵝː
ゆうしょう	j ɯ̟ᵝː ɕ o̞ː
ゆうしょく	j ɯ̟ᵝː ɕ o̞ k ɯ̟ᵝ
ゆうしょくしゃ	j ɯ̟ᵝː ɕ o̞ k ɯ̟ᵝ ɕ a̠
ゆうしょくじんしゅ	j ɯ̟ᵝː ɕ o̞ k ɯ̟ᵝ ʑ ĩ ɰ̃ ɕ ɨᵝ
ゆうしんろん	j ɯ̟ᵝː ɕ ĩ n ɾ õ̞ ɴ
ゆうじ	j ɯ̟ᵝː ʑ i
ゆうじゅうふだん	j ɯ̟ᵝː ʑ ɨᵝː ɸ ɯ̟ᵝ d ã̠ ɴ
ゆうじょ	j ɯ̟ᵝː ʑ o̞
ゆうじょう	j ɯ̟ᵝː ʑ o̞ː
ゆうすう	j ɯ̟ᵝː s ɨᵝː
ゆうすけ	j ɯ̟ᵝː s ɨᵝ k e̞
ゆうせい	j ɯ̟ᵝː s e̞ː
ゆうせいがく	j ɯ̟ᵝː s e̞ː ɡ a̠ k ɯ̟ᵝ
ゆうせいせいしょく	j ɯ̟ᵝː s e̞ː s e̞ː ɕ o̞ k ɯ̟ᵝ
ゆうせつ	j ɯ̟ᵝː s e̞ t͡s ɨᵝ
ゆうせん	j ɯ̟ᵝː s ẽ̞ ɴ
ゆうせんせき	j ɯ̟ᵝː s ẽ̞ ɰ̃ s e̞ kʲ i
ゆうそう	j ɯ̟ᵝː s o̞ː
ゆうそうどうぶつ	j ɯ̟ᵝː s o̞ː d o̞ː b ɯ̟ᵝ t͡s ɨᵝ
ゆうそくよみ	j ɯ̟ᵝː s o̞ k ɯ̟ᵝ j o̞ mʲ i
ゆうぞう	j ɯ̟ᵝː z o̞ː
ゆうだち	j ɯ̟ᵝː d a̠ t͡ɕ i
ゆうち	j ɯ̟ᵝː t͡ɕ i
ゆうでんたい	j ɯ̟ᵝː d ẽ̞ n t a̠ i
ゆうと	j ɯ̟ᵝː t o̞
ゆうとう	j ɯ̟ᵝː t o̞ː
ゆうど	j ɯ̟ᵝː d o̞
ゆうどう	j ɯ̟ᵝː d o̞ː
ゆうどうだん	j ɯ̟ᵝː d o̞ː d ã̠ ɴ
ゆうどうろ	j ɯ̟ᵝː d o̞ː ɾ o̞
ゆうどく	j ɯ̟ᵝː d o̞ k ɯ̟ᵝ
ゆうなぎ	j ɯ̟ᵝː n a̠ ɡʲ i
ゆうのう	j ɯ̟ᵝː n o̞ː
ゆうびん	j ɯ̟ᵝː bʲ ĩ ɴ
ゆうびんうけ	j ɯ̟ᵝː bʲ ĩ ɰ̃ ɯ̟ᵝ k e̞
ゆうびんきょく	j ɯ̟ᵝː bʲ ĩ ŋʲ kʲ o̞ k ɯ̟ᵝ
ゆうびんししょばこ	j ɯ̟ᵝː bʲ ĩ ɰ̃ ɕ i̥ ɕ o̞ b a̠ k o̞
ゆうびんはがき	j ɯ̟ᵝː bʲ ĩ ɰ̃ h a̠ ɡ a̠ kʲ i
ゆうびんばこ	j ɯ̟ᵝː bʲ ĩ m b a̠ k o̞
ゆうびんばんごう	j ɯ̟ᵝː bʲ ĩ m b ã̠ ŋ ɡ o̞ː
ゆうふく	j ɯ̟ᵝː ɸ ɯ̟̊ᵝ k ɯ̟ᵝ
ゆうへい	j ɯ̟ᵝː h e̞ː
ゆうべん	j ɯ̟ᵝː b ẽ̞ ɴ
ゆうぼくみん	j ɯ̟ᵝː b o̞ k ɯ̟ᵝ mʲ ĩ ɴ
ゆうめい	j ɯ̟ᵝː m e̞ː
ゆうめいじん	j ɯ̟ᵝː m e̞ː ʑ ĩ ɴ
ゆうや	j ɯ̟ᵝː j a̠
ゆうやけ	j ɯ̟ᵝː j a̠ k e̞
ゆうゆう	j ɯ̟ᵝː j ɯ̟ᵝː
ゆうゆうじてき	j ɯ̟ᵝː j ɯ̟ᵝː d͡ʑ i t e̞ kʲ i
ゆうよ	j ɯ̟ᵝː j o̞
ゆうよく	j ɯ̟ᵝː j o̞ k ɯ̟ᵝ
ゆうり	j ɯ̟ᵝː ɾʲ i
ゆうりき	j ɯ̟ᵝː ɾʲ i kʲ i
ゆうりしぼうさん	j ɯ̟ᵝː ɾʲ i ɕ i b o̞ː s ã̠ ɴ
ゆうりすう	j ɯ̟ᵝː ɾʲ i s ɨᵝː
ゆうりょう	j ɯ̟ᵝː ɾʲ o̞ː
ゆうりょく	j ɯ̟ᵝː ɾʲ o̞ k ɯ̟ᵝ
ゆうれい	j ɯ̟ᵝː ɾ e̞ː
ゆうれいぐも	j ɯ̟ᵝː ɾ e̞ː ɡ ɯ̟ᵝ m o̞
ゆうれいぶいん	j ɯ̟ᵝː ɾ e̞ː b ɯ̟ᵝ ĩ ɴ
ゆうれいやしき	j ɯ̟ᵝː ɾ e̞ː j a̠ ɕ i̥ kʲ i
ゆうれつ	j ɯ̟ᵝː ɾ e̞ t͡s ɨᵝ
ゆうれんせき	j ɯ̟ᵝː ɾ ẽ̞ ɰ̃ s e̞ kʲ i
ゆうわ	j ɯ̟ᵝː ɰᵝ a̠
ゆうわく	j ɯ̟ᵝː ɰᵝ a̠ k ɯ̟ᵝ
ゆうわせいさく	j ɯ̟ᵝː ɰᵝ a̠ s e̞ː s a̠ k ɯ̟ᵝ
ゆえに	j ɯ̟ᵝ e̞ ɲ̟ i
ゆえん	j ɯ̟ᵝ ẽ̞ ɴ
ゆおけ	j ɯ̟ᵝ o̞ k e̞
ゆか	j ɯ̟ᵝ k a̠
ゆかいはん	j ɯ̟ᵝ k a̠ i h ã̠ ɴ
ゆかた	j ɯ̟ᵝ k a̠ t a̠
ゆかたびら	j u k a t a b i r a
ゆかり	j ɯ̟ᵝ k a̠ ɾʲ i
ゆが	j ɯ̟ᵝ ɡ a̠
ゆがみ	j ɯ̟ᵝ ɡ a̠ mʲ i
ゆき	j ɯ̟ᵝ kʲ i
ゆきうさぎ	j ɯ̟ᵝ kʲ i ɯ̟ᵝ s a̠ ɡʲ i
ゆきおとこ	j ɯ̟ᵝ kʲ i o̞ t o̞ k o̞
ゆきおんな	j ɯ̟ᵝ kʲ i õ̞ nː a̠
ゆきがっせん	j ɯ̟ᵝ kʲ i ɡ a̠ sː ẽ̞ ɴ
ゆきげしょう	j ɯ̟ᵝ kʲ i ɡ e̞ ɕ o̞ː
ゆきこ	j ɯ̟ᵝ kʲ i k o̞
ゆきさき	j ɯ̟ᵝ kʲ i̥ s a̠ kʲ i
ゆきぞら	j ɯ̟ᵝ kʲ i z o̞ ɾ a̠
ゆきだま	j ɯ̟ᵝ kʲ i d a̠ m a̠
ゆきち	j ɯ̟ᵝ kʲ i t͡ɕ i
ゆきつく	j ɯ̟ᵝ kʲ i t͡s ɨᵝ k ɯ̟ᵝ
ゆきづまり	j ɯ̟ᵝ kʲ i z ɨᵝ m a̠ ɾʲ i
ゆきづまる	j ɯ̟ᵝ kʲ i z ɨᵝ m a̠ ɾ ɯ̟ᵝ
ゆきづり	j ɯ̟ᵝ kʲ i z ɨᵝ ɾʲ i
ゆきとし	j ɯ̟ᵝ kʲ i t o̞ ɕ i
ゆきひょう	j ɯ̟ᵝ kʲ i̥ ç o̞ː
ゆきひろ	j ɯ̟ᵝ kʲ i ç i ɾ o̞
ゆきやま	j ɯ̟ᵝ kʲ i j a̠ m a̠
ゆきわたる	j ɯ̟ᵝ kʲ i ɰᵝ a̠ t a̠ ɾ ɯ̟ᵝ
ゆくえ	j ɯ̟ᵝ k ɯ̟ᵝ e̞
ゆくえふめい	j ɯ̟ᵝ k ɯ̟ᵝ e̞ ɸ ɯ̟ᵝ m e̞ː
ゆくさ	j ɯ̟ᵝ k ɯ̟ᵝ s a̠
ゆげ	j ɯ̟ᵝ ɡ e̞
ゆげん	j ɯ̟ᵝ ɡ ẽ̞ ɴ
ゆさぶる	j ɯ̟ᵝ s a̠ b ɯ̟ᵝ ɾ ɯ̟ᵝ
ゆさん	j ɯ̟ᵝ s ã̠ ɴ
ゆざい	j ɯ̟ᵝ z a̠ i
ゆしゅつ	j ɯ̟ᵝ ɕ ɨᵝ t͡s ɨᵝ
ゆする	j ɯ̟ᵝ s ɨᵝ ɾ ɯ̟ᵝ
ゆず	j ɯ̟ᵝ z ɨᵝ
ゆずりあう	j ɯ̟ᵝ z ɨᵝ ɾʲ i a̠ ɯ̟ᵝ
ゆずる	j ɯ̟ᵝ z ɨᵝ ɾ ɯ̟ᵝ
ゆせい	j ɯ̟ᵝ s e̞ː
ゆたか	j ɯ̟ᵝ t a̠ k a̠
ゆたんぽ	j ɯ̟ᵝ t ã̠ m p o̞
ゆだねる	j ɯ̟ᵝ d a̠ n e̞ ɾ ɯ̟ᵝ
ゆだん	j ɯ̟ᵝ d ã̠ ɴ
ゆだんたいてき	j ɯ̟ᵝ d ã̠ n t a̠ i t e̞ kʲ i
ゆちゃく	j ɯ̟ᵝ t͡ɕ a̠ k ɯ̟ᵝ
ゆっくり	j ɯ̟ᵝ k̚ k ɯ̟ᵝ ɾʲ i
ゆづる	j ɯ̟ᵝ z ɨᵝ ɾ ɯ̟ᵝ
ゆでん	j ɯ̟ᵝ d ẽ̞ ɴ
ゆとう	j ɯ̟ᵝ t o̞ː
ゆとうよみ	j ɯ̟ᵝ t o̞ː j o̞ mʲ i
ゆとり	j ɯ̟ᵝ t o̞ ɾʲ i
ゆにゅう	j ɯ̟ᵝ ɲ̟ ɯ̟ᵝː
ゆにゅうてがた	j ɯ̟ᵝ ɲ̟ ɯ̟ᵝː t e̞ ɡ a̠ t a̠
ゆば	j ɯ̟ᵝ b a̠
ゆばりぶくろ	j ɯ̟ᵝ b a̠ ɾʲ i b ɯ̟ᵝ k ɯ̟ᵝ ɾ o̞
ゆび	j ɯ̟ᵝ bʲ i
ゆびさす	j ɯ̟ᵝ bʲ i s a̠ s ɨᵝ
ゆびぬき	j ɯ̟ᵝ bʲ i n ɯ̟ᵝ kʲ i
ゆびわ	j ɯ̟ᵝ bʲ i ɰᵝ a̠
ゆぶね	j ɯ̟ᵝ b ɯ̟ᵝ n e̞
ゆまり	j ɯ̟ᵝ m a̠ ɾʲ i
ゆみはふくろにたちはさや	j ɯ̟ᵝ mʲ i ɰᵝ a̠ ɸ ɯ̟ᵝ k ɯ̟ᵝ ɾ o̞ ɲ̟ i t a̠ t͡ɕ i ɰᵝ a̠ s a̠ j a̠
ゆみや	j ɯ̟ᵝ mʲ i j a̠
ゆめ	j ɯ̟ᵝ m e̞
ゆめうつつ	j ɯ̟ᵝ m e̞ ɯ̟ᵝ t͡s ɨᵝ t͡s ɨᵝ
ゆめがたり	j ɯ̟ᵝ m e̞ ɡ a̠ t a̠ ɾʲ i
ゆめみ	j ɯ̟ᵝ m e̞ mʲ i
ゆめみる	j ɯ̟ᵝ m e̞ mʲ i ɾ ɯ̟ᵝ
ゆめものがたり	j ɯ̟ᵝ m e̞ m o̞ n o̞ ɡ a̠ t a̠ ɾʲ i
ゆめをみる	j ɯ̟ᵝ m e̞ o̞ mʲ i ɾ ɯ̟ᵝ
ゆもじ	j ɯ̟ᵝ m o̞ ʑ i
ゆやま	j ɯ̟ᵝ j a̠ m a̠
ゆらい	j ɯ̟ᵝ ɾ a̠ i
ゆらぐ	j ɯ̟ᵝ ɾ a̠ ɡ ɯ̟ᵝ
ゆらす	j ɯ̟ᵝ ɾ a̠ s ɨᵝ
ゆり	j ɯ̟ᵝ ɾʲ i
ゆりいす	j ɯ̟ᵝ ɾʲ i i s ɨᵝ
ゆりえいぎょう	j ɯ̟ᵝ ɾʲ i e̞ː ɡʲ o̞ː
ゆりかご	j ɯ̟ᵝ ɾʲ i k a̠ ɡ o̞
ゆる	j ɯ̟ᵝ ɾ ɯ̟ᵝ
ゆるい	j ɯ̟ᵝ ɾ ɯ̟ᵝ i
ゆるぎ	j ɯ̟ᵝ ɾ ɯ̟ᵝ ɡʲ i
ゆるぐ	j ɯ̟ᵝ ɾ ɯ̟ᵝ ɡ ɯ̟ᵝ
ゆるす	j ɯ̟ᵝ ɾ ɯ̟ᵝ s ɨᵝ
ゆるふわ	j ɯ̟ᵝ ɾ ɯ̟ᵝ ɸ ɯ̟ᵝ ɰᵝ a̠
ゆるむ	j ɯ̟ᵝ ɾ ɯ̟ᵝ m ɯ̟ᵝ
ゆるめる	j ɯ̟ᵝ ɾ ɯ̟ᵝ m e̞ ɾ ɯ̟ᵝ
ゆるやか	j ɯ̟ᵝ ɾ ɯ̟ᵝ j a̠ k a̠
ゆれる	j ɯ̟ᵝ ɾ e̞ ɾ ɯ̟ᵝ
ゆわえつける	j ɯ̟ᵝ ɰᵝ a̠ e̞ t͡s ɨᵝ k e̞ ɾ ɯ̟ᵝ
ゆわえる	j ɯ̟ᵝ ɰᵝ a̠ e̞ ɾ ɯ̟ᵝ
よ	j o
よ	j o̞
よあかし	j o̞ a̠ k a̠ ɕ i
よあけ	j o̞ a̠ k e̞
よあつ	j o̞ a̠ t͡s ɨᵝ
よい	j o̞ i
よいしれる	j o̞ i ɕ i ɾ e̞ ɾ ɯ̟ᵝ
よいっぱり	j o̞ i p̚ p a̠ ɾʲ i
よいつぶれる	j o̞ i t͡s ɨᵝ b ɯ̟ᵝ ɾ e̞ ɾ ɯ̟ᵝ
よいやみ	j o̞ i j a̠ mʲ i
よいゆめを	j o̞ i j ɯ̟ᵝ m e̞ o̞
よいんじょうじょう	j o̞ ĩ ɲ̟ d͡ʑ o̞ː ʑ o̞ː
よう	j o̞ ɯ̟ᵝ
よう	j o̞ː
ようえき	j o̞ː e̞ kʲ i
ようえん	j o̞ː ẽ̞ ɴ
ようおん	j o̞ː õ̞ ɴ
ようか	j o̞ː k a̠
ようかい	j o̞ː k a̠ i
ようかん	j o̞ː k ã̠ ɴ
ようが	j o̞ː ɡ a̠
ようがく	j o̞ː ɡ a̠ k ɯ̟ᵝ
ようがっこう	j o̞ː ɡ a̠ k̚ k o̞ː
ようがん	j o̞ː ɡ ã̠ ɴ
ようがんえんちょうきゅう	j o̞ː ɡ ã̠ ɰ̃ ẽ̞ ɲ̟ t͡ɕ o̞ː kʲ ɨᵝː
ようきし	j o̞ː kʲ i ɕ i
ようきょく	j o̞ː kʲ o̞ k ɯ̟ᵝ
ようきん	j o̞ː kʲ ĩ ɴ
ようぎ	j o̞ː ɡʲ i
ようぎしゃ	j o̞ː ɡʲ i ɕ a̠
ようぎょ	j o̞ː ɡʲ o̞
ようぎん	j o̞ː ɡʲ ĩ ɴ
ようぐ	j o̞ː ɡ ɯ̟ᵝ
ようけい	j o̞ː k e̞ː
ようけいせいじゅく	j o̞ː k e̞ː s e̞ː ʑ ɨᵝ k ɯ̟ᵝ
ようけん	j o̞ː k ẽ̞ ɴ
ようこ	j o̞ː k o̞
ようこそ	j o̞ː k o̞ s o̞
ようご	j o̞ː ɡ o̞
ようさん	j o̞ː s ã̠ ɴ
ようし	j o̞ː ɕ i
ようしえんぐみ	j o̞ː ɕ i ẽ̞ ŋ ɡ ɯ̟ᵝ mʲ i
ようしき	j o̞ː ɕ i kʲ i
ようしゅってん	j o̞ː ɕ ɨᵝ t̚ t ẽ̞ ɴ
ようしょ	j o̞ː ɕ o̞
ようしょう	j o̞ː ɕ o̞ː
ようしょく	j o̞ː ɕ o̞ k ɯ̟ᵝ
ようじ	j o̞ː ʑ i
ようじゅつ	j o̞ː ʑ ɨᵝ t͡s ɨᵝ
ようじょ	j o̞ː ʑ o̞
ようじょう	j o̞ː ʑ o̞ː
ようじろう	j o̞ː ʑ i ɾ o̞ː
ようじんぼう	j o̞ː ʑ ĩ m b o̞ː
ようすい	j oː s u i
ようずみ	j o̞ː z ɨᵝ mʲ i
ようせい	j o̞ː s e̞ː
ようせき	j o̞ː s e̞ kʲ i
ようせつ	j o̞ː s e̞ t͡s u͍
ようせつ	j o̞ː s e̞ t͡s ɨᵝ
ようせん	j o̞ː s ẽ̞ ɴ
ようそ	j o̞ː s o̞
ようそう	j o̞ː s o̞ː
ようそろ	j o̞ː s o̞ ɾ o̞
ようそん	j o̞ː s õ̞ ɴ
ようだい	j o̞ː d a̠ i
ようだてる	j o̞ː d a̠ t e̞ ɾ ɯ̟ᵝ
ようちえん	j o̞ː t͡ɕ i ẽ̞ ɴ
ようちょう	j o̞ː t͡ɕ o̞ː
ようつべ	j o̞ː t͡s ɨᵝ b e̞
ようてん	j o̞ː t ẽ̞ ɴ
ようでんき	j o̞ː d ẽ̞ ŋʲ kʲ i
ようでんし	j o̞ː d ẽ̞ ɰ̃ ɕ i
ようと	j o̞ː t o̞
ようとう	j o̞ː t o̞ː
ようとへんこう	j o̞ː t o̞ h ẽ̞ ŋ k o̞ː
ようとん	j o̞ː t õ̞ ɴ
ようどう	j o̞ː d o̞ː
ようにく	j o̞ː ɲ̟ i k ɯ̟ᵝ
ようにゅう	j o̞ː ɲ̟ ɯ̟ᵝː
ようばい	j o̞ː b a̠ i
ようひん	j o̞ː ç ĩ ɴ
ようび	j o̞ː bʲ i
ようふ	j o̞ː ɸ ɯ̟ᵝ
ようふう	j o̞ː ɸ ɯ̟ᵝː
ようふく	j o̞ː ɸ ɯ̟̊ᵝ k ɯ̟ᵝ
ようへい	j o̞ː h e̞ː
ようへん	j o̞ː h ẽ̞ ɴ
ようほう	j o̞ː h o̞ː
ようほうか	j o̞ː h o̞ː k a̠
ようほうじょう	j o̞ː h o̞ː ʑ o̞ː
ようまく	j oː m a k u
ようむいん	j o̞ː m ɯ̟ᵝ ĩ ɴ
ようやく	j o̞ː j a̠ k ɯ̟ᵝ
ようゆう	j o̞ː j ɯ̟ᵝː
ようよう	j o̞ː j o̞ː
ようらく	j o̞ː ɾ a̠ k ɯ̟ᵝ
ようらん	j o̞ː ɾ ã̠ ɴ
ようり	j o̞ː ɾʲ i
ようりく	j o̞ː ɾʲ i k ɯ̟ᵝ
ようりょく	j o̞ː ɾʲ o̞ k ɯ̟ᵝ
ようりょくそ	j o̞ː ɾʲ o̞ k ɯ̟̊ᵝ s o̞
ようりょくたい	j o̞ː ɾʲ o̞ k ɯ̟ᵝ t a̠ i
ようれい	j o̞ː ɾ e̞ː
ようれき	j o̞ː ɾ e̞ kʲ i
ようろうせき	j o̞ː ɾ o̞ː s e̞ kʲ i
よかく	k o̞ k a̠ k ɯ̟ᵝ
よかった	j o̞ k a̠ t̚ t a̠
よかつ	j o̞ k a̠ t͡s ɨᵝ
よかん	j o̞ k ã̠ ɴ
よき	j o̞ kʲ i
よきかな	j o̞ kʲ i k a̠ n a̠
よぎ	j o̞ ɡʲ i
よぎしゃ	j o̞ ɡʲ i ɕ a̠
よぎり	j o̞ ɡʲ i ɾʲ i
よぎる	j o̞ ɡʲ i ɾ ɯ̟ᵝ
よく	j o̞ k ɯ̟ᵝ
よくあさ	j o̞ k ɯ̟ᵝ a̠ s a̠
よくあつ	j o̞ k ɯ̟ᵝ a̠ t͡s ɨᵝ
よくあるごしつもん	j o̞ k ɯ̟ᵝ a̠ ɾ ɯ̟ᵝ ɡ o̞ ɕ i t͡s ɨᵝ m õ̞ ɴ
よくあるしつもん	j o̞ k ɯ̟ᵝ a̠ ɾ ɯ̟ᵝ ɕ i t͡s ɨᵝ m õ̞ ɴ
よくい	j o̞ k ɯ̟ᵝ i
よくいにん	j o̞ k ɯ̟ᵝ i ɲ̟ ĩ ɴ
よくうつ	j o̞ k ɯ̟ᵝː t͡s ɨᵝ
よくきょう	j o̞ k ɯ̟ᵝ kʲ o̞ː
よくしん	j o̞ k ɯ̟ᵝ ɕ ĩ ɴ
よくじつ	j o̞ k ɯ̟ᵝ ʑ i t͡s ɨᵝ
よくそう	j o̞ k ɯ̟ᵝ s o̞ː
よくぞ	j o̞ k ɯ̟ᵝ d͡z o̞
よくばり	j o̞ k ɯ̟ᵝ b a̠ ɾʲ i
よくばる	j o̞ k ɯ̟ᵝ b a̠ ɾ ɯ̟ᵝ
よくぶかい	j o̞ k ɯ̟ᵝ b ɯ̟ᵝ k a̠ i
よくぼう	j o̞ k ɯ̟ᵝ b o̞ː
よくも	j o̞ k ɯ̟ᵝ m o̞
よくよう	j o̞ k ɯ̟ᵝ j o̞ː
よくりゅう	j o̞ k ɯ̟ᵝ ɾʲ ɨᵝː
よけい	j o̞ k e̞ː
よけん	j o̞ k ẽ̞ ɴ
よげん	j o̞ ɡ ẽ̞ ɴ
よこ	j o̞ k o̞
よこあめ	j o̞ k o̞ a̠ m e̞
よこあるき	j o̞ k o̞ a̠ ɾ ɯ̟ᵝ kʲ i
よこがみ	j o̞ k o̞ ɡ a̠ mʲ i
よこぎる	j o̞ k o̞ ɡʲ i ɾ ɯ̟ᵝ
よこく	j o̞ k o̞ k ɯ̟ᵝ
よこくへん	j o̞ k o̞ k ɯ̟̊ᵝ h ẽ̞ ɴ
よこぐみ	j o̞ k o̞ ɡ ɯ̟ᵝ mʲ i
よこし	j o k o ɕ i
よこじく	j o̞ k o̞ ʑ i k ɯ̟ᵝ
よこじま	j o̞ k o̞ ʑ i m a̠
よこす	j o̞ k o̞ s ɨᵝ
よこすべり	j o̞ k o̞ s ɨᵝ b e̞ ɾʲ i
よこたえる	j o̞ k o̞ t a̠ e̞ ɾ ɯ̟ᵝ
よこたて	j o̞ k o̞ t a̠ t e̞
よこたわる	j o̞ k o̞ t a̠ ɰᵝ a̠ ɾ ɯ̟ᵝ
よこちち	j o̞ k o̞ t͡ɕ i t͡ɕ i
よこなみ	j o̞ k o̞ n a̠ mʲ i
よこになる	j o̞ k o̞ ɲ̟ i n a̠ ɾ ɯ̟ᵝ
よこはば	j o̞ k o̞ h a̠ b a̠
よこはま	j o̞ k o̞ h a̠ m a̠
よこぶえ	j o̞ k o̞ b ɯ̟ᵝ e̞
よご	j o̞ ɡ o̞
よごす	j o̞ ɡ o̞ s ɨᵝ
よごれる	j o̞ ɡ o̞ ɾ e̞ ɾ ɯ̟ᵝ
よさめ	j o̞ s a̠ m e̞
よざきすいれん	j o̞ z a̠ kʲ i s ɨᵝ i ɾ ẽ̞ ɴ
よざくら	j o̞ z a̠ k ɯ̟ᵝ ɾ a̠
よし	j o̞ ɕ i
よし	kʲ i
よし	s e̞ː ɕ i
よしあき	j o̞ ɕ i a̠ kʲ i
よしあし	j o̞ ɕ i a̠ ɕ i
よしお	j o̞ ɕ i o̞
よしき	j o̞ ɕ i kʲ i
よしきり	j o̞ ɕ i̥ kʲ i ɾʲ i
よしきりざめ	j o̞ ɕ i̥ kʲ i ɾʲ i z a̠ m e̞
よしくに	j o̞ ɕ i k ɯ̟ᵝ ɲ̟ i
よしこ	j o̞ ɕ i̥ k o̞
よしずき	j o̞ ɕ i z ɨᵝ kʲ i
よしたか	j o̞ ɕ i t a̠ k a̠
よしとも	j o̞ ɕ i t o̞ m o̞
よしの	j o̞ ɕ i n o̞
よしひこ	j o̞ ɕ i ç i k o̞
よしひろ	j o̞ ɕ i ç i ɾ o̞
よしふみ	j o̞ ɕ i ɸ ɯ̟ᵝ mʲ i
よしゆき	j o̞ ɕ i j ɯ̟ᵝ kʲ i
