aa	ɑː
taudinkestävyys	t̪ ɑ u̯ d i ŋ k e̞ s̠ t̪ æ ʋ yː s̠
taudinkuva	t̪ ɑ u̯ d i ŋ k u ʋ ɑ
tauditon	t̪ ɑ u̯ d i t̪ o̞ n
tauko	t̪ ɑ u̯ k o̞
taukoamaton	t̪ ɑ u̯ k o̞ ɑ m ɑ t̪ o̞ n
taukoaminen	t̪ ɑ u̯ k o̞ ɑ m i n e̞ n
taukomerkki	t̪ ɑ u̯ k o̞ m e̞ r kː i
taukotila	t̪ ɑ u̯ k o̞ t̪ i l ɑ
taula	t̪ ɑ u̯ l ɑ
taulu	t̪ ɑ u̯ l u
taulukko	t̪ ɑ u̯ l u kː o̞
taulukkoesitys	t̪ ɑ u̯ l u kː o̞ e̞ s̠ i t̪ y s̠
taulukkopalkka	t̪ ɑ u̯ l u kː o̞ p ɑ l kː ɑ
taulukoiminen	t̪ ɑ u̯ l u k o̞ i̯ m i n e̞ n
taulukointi	t̪ ɑ u̯ l u k o̞ i̯ n̪ t̪ i
taulutietokone	t̪ ɑ u̯ l u t̪ i e̞̯ t̪ o̞ k o̞ n e̞ ʔ
tauno	t̪ ɑ u̯ n o̞
tauota	t̪ ɑ u̯ o̞ t̪ ɑ ʔ
tauoton	t̪ ɑ u̯ o̞ t̪ o̞ n
tauottaminen	t̪ ɑ u̯ o̞ t̪ t̪ ɑ m i n e̞ n
tauottomasti	t̪ ɑ u̯ o̞ t̪ː o̞ m ɑ s̠ t̪ i ʔ
tauottomuus	t̪ ɑ u̯ o̞ t̪ t̪ o̞ m uː s̠
tauridi	t̪ ɑ u̯ r i d i
tauriini	t̪ ɑ u̯ r iː n i
taus	t̪ ɑ u̯ s̠
tausta	t̪ ɑ u̯ s̠ t̪ ɑ
taustaa	t̪ ɑ u̯ s̠ t̪ ɑː
taustahenkilö	t̪ ɑ u̯ s̠ t̪ ɑ h e̞ ŋ k i l ø̞
taustakuva	t̪ ɑ u̯ s̠ t̪ ɑ k u ʋ ɑ
taustakuvaus	t̪ ɑ u̯ s̠ t̪ ɑ k u ʋ ɑ u s̠
taustalaulaja	t̪ ɑ u̯ s̠ t̪ ɑ l ɑ u̯ l ɑ j ɑ
taustalaulu	t̪ ɑ u̯ s̠ t̪ ɑ l ɑ u̯ l u
taustalevy	t̪ ɑ u̯ s̠ t̪ ɑ l e̞ ʋ y
taustamelu	t̪ ɑ u̯ s̠ t̪ ɑ m e̞ l u
taustanauru	t̪ ɑ u̯ s̠ t̪ ɑ n ɑ u̯ r u
taustaraita	t̪ ɑ u̯ s̠ t̪ ɑ r ɑ i̯ t̪ ɑ
taustaryhmä	t̪ ɑ u̯ s̠ t̪ ɑ r y ç m æ
taustasäteily	t̪ ɑ u̯ s̠ t̪ ɑ s̠ æ t̪ e̞ i̯ l y
taustatieto	t̪ ɑ u̯ s̠ t̪ ɑ t̪ i e̞̯ t̪ o̞
taustavaikuttaja	t̪ ɑ u̯ s̠ t̪ ɑ ʋ ɑ i̯ k u t̪ t̪ ɑ j ɑ
taustavalaistus	t̪ ɑ u̯ s̠ t̪ ɑ ʋ ɑ l ɑ i̯ s̠ t̪ u s̠
taustaväri	t̪ ɑ u̯ s̠ t̪ ɑ ʋ æ r i
taustoittaa	t̪ ɑ u̯ s̠ t̪ o̞ i̯ t̪ː ɑː ʔ
taustoittaminen	t̪ ɑ u̯ s̠ t̪ o̞ i̯ t̪ t̪ ɑ m i n e̞ n
tauti	t̪ ɑ u̯ t̪ i
tautinen	t̪ ɑ u̯ t̪ i n e̞ n
tautiopillinen	t̪ ɑ u̯ t̪ i o̞ p i lː i n e̞ n
tautiriski	t̪ ɑ u̯ t̪ i r i s̠ k i
tautisesti	t̪ ɑ u̯ t̪ i s̠ e̞ s̠ t̪ i ʔ
tautisuus	t̪ ɑ u̯ t̪ i s̠ uː s̠
tautitapaus	t̪ ɑ u̯ t̪ i t̪ ɑ p ɑ u s̠
tautologisesti	t̪ ɑ u̯ t̪ o̞ l o̞ ɡ i s̠ e̞ s̠ t̪ i ʔ
tautta	t̪ ɑ u̯ t̪ː ɑ
tavaaminen	t̪ ɑ ʋ ɑː m i n e̞ n
tavailla	t̪ ɑ ʋ ɑ i̯ lː ɑ ʔ
tavailu	t̪ ɑ ʋ ɑ i̯ l u
tavallaan	t̪ ɑ ʋ ɑ lː ɑː n
tavallinen	t̪ ɑ ʋ ɑ l l i n e̞ n
tavanmukainen	t̪ ɑ ʋ ɑ m m u k ɑ i̯ n e̞ n
tavanmukaisesti	t̪ ɑ ʋ ɑ m m u k ɑ i̯ s̠ e̞ s̠ t̪ i ʔ
tavanmukaisuus	t̪ ɑ ʋ ɑ m m u k ɑ i̯ s̠ uː s̠
tavanomaisesti	t̪ ɑ ʋ ɑ n o̞ m ɑ i̯ s̠ e̞ s̠ t̪ i ʔ
tavanomaisuus	t̪ ɑ ʋ ɑ n o̞ m ɑ i̯ s̠ uː s̠
tavantakainen	t̪ ɑ ʋ ɑ n t̪ ɑ k ɑ i̯ n e̞ n
tavara	t̪ ɑ ʋ ɑ r ɑ
tavarahissi	t̪ ɑ ʋ ɑ r ɑ h i s̠ː i
tavarajuna	t̪ ɑ ʋ ɑ r ɑ j u n ɑ
tavaralähetys	t̪ ɑ ʋ ɑ r ɑ l æ ɦ e̞ t̪ y s̠
tavaramerkkihakemus	t̪ ɑ ʋ ɑ r ɑ m e̞ r kː i h ɑ k e̞ m u s̠
tavaramerkkirekisteri	t̪ ɑ ʋ ɑ r ɑ m e̞ r kː i r e̞ k i s̠ t̪ e̞ r i
tavaramäärä	t̪ ɑ ʋ ɑ r ɑ m æː r æ
tavarana	t̪ ɑ ʋ ɑ r ɑ n ɑ
tavaranhaltija	t̪ ɑ ʋ ɑ r ɑ n h ɑ l t̪ i j ɑ
tavarantoimittaja	t̪ ɑ ʋ ɑ r ɑ n t̪ o̞ i̯ m i t̪ t̪ ɑ j ɑ
tavaraseloste	t̪ ɑ ʋ ɑ r ɑ s̠ e̞ l o̞ s̠ t̪ e̞ ʔ
tavaratodistus	t̪ ɑ ʋ ɑ r ɑ t̪ o̞ d i s̠ t̪ u s̠
tavaravaaka	t̪ ɑ ʋ ɑ r ɑ ʋ ɑː k ɑ
tavata	t̪ ɑ ʋ ɑ t̪ ɑ ʔ
tavattavissa	t̪ ɑ ʋ ɑ t̪ː ɑ ʋ i s̠ː ɑ
tavattomuus	t̪ ɑ ʋ ɑ t̪ t̪ o̞ m uː s̠
tavi	t̪ ɑ ʋ i
tavoite	t̪ ɑ ʋ o̞ i̯ t̪ e̞ ʔ
tavoiteohjelma	t̪ ɑ ʋ o̞ i̯ t̪ e̞ ʔ o̞ x j e̞ l m ɑ
tavoitetaso	t̪ ɑ ʋ o̞ i̯ t̪ e̞ t̪̚ t̪ ɑ s̠ o̞
tavoitettavuus	t̪ ɑ ʋ o̞ i̯ t̪ e̞ t̪ː ɑ ʋ uː s̠
tavoittaa	t̪ ɑ ʋ o̞ i̯ t̪ː ɑː ʔ
tavoittamaton	t̪ ɑ ʋ o̞ i̯ t̪ t̪ ɑ m ɑ t̪ o̞ n
tavoittamattomiin	t̪ ɑ ʋ o̞ i̯ t̪ː ɑ m ɑ t̪ː o̞ m iː n
tavoittamattomissa	t̪ ɑ ʋ o̞ i̯ t̪ː ɑ m ɑ t̪ː o̞ m i s̠ː ɑ
tavoittamattomuus	t̪ ɑ ʋ o̞ i̯ t̪ː ɑ m ɑ t̪ː o̞ m uː s̠
tavoittaminen	t̪ ɑ ʋ o̞ i̯ t̪ t̪ ɑ m i n e̞ n
tavoittavuus	t̪ ɑ ʋ o̞ i̯ t̪ t̪ ɑ ʋ uː s̠
tavoitteellinen	t̪ ɑ ʋ o̞ i̯ t̪ t̪ e̞ː lː i n e̞ n
tavoitteellisesti	t̪ ɑ ʋ o̞ i̯ t̪ t̪ e̞ː lː i s̠ e̞ s̠ t̪ i ʔ
tavoitteellisuus	t̪ ɑ ʋ o̞ i̯ t̪ t̪ e̞ː lː i s̠ uː s̠
tavoittelee	t̪ ɑ ʋ o̞ i̯ t̪ t̪ e̞ l e̞ː
tavoitteleminen	t̪ ɑ ʋ o̞ i̯ t̪ t̪ e̞ l e̞ m i n e̞ n
tavu	t̪ ɑ ʋ u
tavujärjestys	t̪ ɑ ʋ u j æ r j e̞ s̠ t̪ y s̠
tavukoodi	t̪ ɑ ʋ u k o̞ː d i
tavunalkuinen	t̪ ɑ ʋ u n ɑ l k u i̯ n e̞ n
tavunloppuinen	t̪ ɑ ʋ u n l o̞ pː u i̯ n e̞ n
tavuttaa	t̪ ɑ ʋ u t̪ː ɑː ʔ
tavuttaminen	t̪ ɑ ʋ u t̪ t̪ ɑ m i n e̞ n
tavuttua	t̪ ɑ ʋ u t̪ t̪ u ɑ ʔ
tavutus	t̪ ɑ ʋ u t̪ u s̠
tavuviiva	t̪ ɑ ʋ u ʋ iː ʋ ɑ
taylorismi	t̪ e̞ i̯ l o̞ r i s̠ m i
te	t̪ e̞
tea	t̪ e̞ ɑ
teatteri	t̪ e̞ ɑ t̪ t̪ e̞ r i
teatteriala	t̪ e̞ ɑ t̪ t̪ e̞ r i ɑ l ɑ
teatteriarvostelu	t̪ e̞ ɑ t̪ː e̞ r i ɑ r ʋ o̞ s̠ t̪ e̞ l u
teatterikausi	t̪ e̞ ɑ t̪ː e̞ r i k ɑ u̯ s̠ i
teatterilainen	t̪ e̞ ɑ t̪ː e̞ r i l ɑ i̯ n e̞ n
teatterimuseo	t̪ e̞ ɑ t̪ t̪ e̞ r i m u s̠ e̞ o̞
teatterineuvos	t̪ e̞ ɑ t̪ː e̞ r i n e̞ u̯ ʋː o̞ s̠
teatterinukke	t̪ e̞ ɑ t̪ː e̞ r i n u kː e̞
teatterirakennus	t̪ e̞ ɑ t̪ː e̞ r i r ɑ k e̞ nː u s̠
teatteriryhmä	t̪ e̞ ɑ t̪ː e̞ r i r y ç m æ
teatterisali	t̪ e̞ ɑ t̪ t̪ e̞ r i s̠ ɑ l i
teatteritekniikka	t̪ e̞ ɑ t̪ː e̞ r i t̪ e̞ k n iː kː ɑ
teatteriväki	t̪ e̞ ɑ t̪ː e̞ r i ʋ æ k i
teddykarhu	t̪ e̞ d i k ɑ r h u
teddykarhu	t̪ e̞ dː y k ɑ r h u
tee	t̪ e̞ː
tee	t̪ e̞ː ʔ
teeastia	t̪ e̞ː ɑ s̠ t̪ i ɑ
teejuoma	t̪ e̞ː j u o̞̯ m ɑ
teekeitin	t̪ e̞ː k e̞ i̯ t̪ i n
teekkari	t̪ e̞ː kː ɑ r i
teekkarijäynä	t̪ e̞ː kː ɑ r i j æ y̯ n æ
teelaatu	t̪ e̞ː l ɑː t̪ u
teelasi	t̪ e̞ː l ɑ s̠ i
teelmys	t̪ e̞ː l m y s̠
teelmä	t̪ e̞ː l m æ
teelusikka	t̪ e̞ː l u s̠ i kː ɑ
teema	t̪ e̞ː m ɑ
teemakartta	t̪ e̞ː m ɑ k ɑ r t̪ː ɑ
teemakkara	t̪ e̞ː m ɑ kː ɑ r ɑ
teemallinen	t̪ e̞ː m ɑ l l i n e̞ n
teemanäyttely	t̪ e̞ː m ɑ n æ y̯ t̪ː e̞ l y
teemapäivä	t̪ e̞ː m ɑ p æ i̯ ʋ æ
teemasto	t̪ e̞ː m ɑ s̠ t̪ o̞
teemavuosi	t̪ e̞ː m ɑ ʋ u o̞̯ s̠ i
teemme	t̪ e̞ː mː e̞
teemoittaa	t̪ e̞ː m o̞ i̯ t̪ː ɑː ʔ
teemoittaminen	t̪ e̞ː m o̞ i̯ t̪ t̪ ɑ m i n e̞ n
teemu	t̪ e̞ː m u
teenjuonti	t̪ e̞ː n j u o̞̯ n̪ t̪ i
teenkasvatus	t̪ e̞ː ŋ k ɑ s̠ ʋ ɑ t̪ u s̠
teenkeitin	t̪ e̞ː ŋ k e̞ i̯ t̪ i n
teenkeitto	t̪ e̞ː ŋ k e̞ i̯ t̪ː o̞
teennäisesti	t̪ e̞ː nː æ i̯ s̠ e̞ s̠ t̪ i ʔ
teennäisyys	t̪ e̞ː nː æ i̯ s̠ yː s̠
teenviljely	t̪ e̞ː n ʋ i l j e̞ l y
teenä	t̪ e̞ː n æ
teepöytä	t̪ e̞ː p ø̞ y̯ t̪ æ
teerenpilkkuinen	t̪ e̞ː r e̞ m p i l kː u i̯ n e̞ n
teeri	t̪ e̞ː r i
teerikana	t̪ e̞ː r i k ɑ n ɑ
teesekoitus	t̪ e̞ː s̠ e̞ k o̞ i̯ t̪ u s̠
teeseremonia	t̪ e̞ː s̠ e̞ r e̞ m o̞ n i ɑ
teesieni	t̪ e̞ː s̠ i e̞̯ n i
teesihti	t̪ e̞ː s̠ i ç t̪ i
teeskellä	t̪ e̞ː s̠ k e̞ lː æ ʔ
teeskenteleminen	t̪ e̞ː s̠ k e̞ n t̪ e̞ l e̞ m i n e̞ n
teeskentelemättömyys	t̪ e̞ː s̠ k e̞ n̪ t̪ e̞ l e̞ m æ t̪ː ø̞ m yː s̠
teeskentelemättömästi	t̪ e̞ː s̠ k e̞ n̪ t̪ e̞ l e̞ m æ t̪ː ø̞ m æ s̠ t̪ i ʔ
teeskentelijä	t̪ e̞ː s̠ k e̞ n t̪ e̞ l i j æ
teeskentely	t̪ e̞ː s̠ k e̞ n t̪ e̞ l y
teetarjoilu	t̪ e̞ː t̪ ɑ r j o̞ i̯ l u
teetarjotin	t̪ e̞ː t̪ ɑ r j o̞ t̪ i n
teetto	t̪ e̞ː t̪ː o̞
teettäjä	t̪ e̞ː t̪ː æ j æ
teettäminen	t̪ e̞ː t̪ː æ m i n e̞ n
teetupa	t̪ e̞ː t̪ u p ɑ
teevati	t̪ e̞ː ʋ ɑ t̪ i
teevee	t̪ e̞ː ʋ e̞ː
teevesi	t̪ e̞ː ʋ e̞ s̠ i
tehdas	t̪ e̞ h d ɑ s̠
tehdasalue	t̪ e̞ h d ɑ s̠ ɑ l u e̞ ʔ
tehdasmainen	t̪ e̞ h d ɑ s̠ m ɑ i̯ n e̞ n
tehdasmaisesti	t̪ e̞ h d ɑ s̠ m ɑ i̯ s̠ e̞ s̠ t̪ i ʔ
tehdasmaisuus	t̪ e̞ h d ɑ s̠ m ɑ i̯ s̠ uː s̠
tehdassali	t̪ e̞ h d ɑ s̠ s̠ ɑ l i
tehdastyö	t̪ e̞ h d ɑ s̠ t̪ y ø̞̯
tehdastyöväki	t̪ e̞ h d ɑ s̠ t̪ y ø̞̯ ʋ æ k i
tehdasvalmisteinen	t̪ e̞ h d ɑ s̠ ʋ ɑ l m i s̠ t̪ e̞ i̯ n e̞ n
tehden	t̪ e̞ h d e̞ n
tehdessä	t̪ e̞ h d e̞ s̠ː æ
tehdä	t̪ e̞ h d æ ʔ
tehdään	t̪ e̞ h d æː n
tehkää	t̪ e̞ h k æː
tehkäämme	t̪ e̞ h k æː mː e̞
tehkö	t̪ e̞ h k ø̞ ʔ
teho	t̪ e̞ ɦ o̞
tehoaine	t̪ e̞ ɦ o̞ ɑ i̯ n e̞ ʔ
tehohoito	t̪ e̞ ɦ o̞ h o̞ i̯ t̪ o̞
tehoilla	t̪ e̞ ɦ o̞ i̯ lː ɑ
tehoilla	t̪ e̞ ɦ o̞ i̯ lː ɑ ʔ
tehoinen	t̪ e̞ ɦ o̞ i̯ n e̞ n
tehoisuus	t̪ e̞ ɦ o̞ i̯ s̠ uː s̠
tehokas	t̪ e̞ ɦ o̞ k ɑ s̠
tehokkaasti	t̪ e̞ ɦ o̞ k k ɑː s̠ t̪ i
tehokkuus	t̪ e̞ ɦ o̞ kː uː s̠
tehokäyttäjä	t̪ e̞ ɦ o̞ k æ y̯ t̪ː æ j æ
tehollinen	t̪ e̞ ɦ o̞ l l i n e̞ n
tehonkulutus	t̪ e̞ ɦ o̞ ŋ k u l u t̪ u s̠
tehontarve	t̪ e̞ ɦ o̞ n t̪ ɑ r ʋ e̞ ʔ
tehostaja	t̪ e̞ ɦ o̞ s̠ t̪ ɑ j ɑ
tehostaminen	t̪ e̞ ɦ o̞ s̠ t̪ ɑ m i n e̞ n
tehoste	t̪ e̞ ɦ o̞ s̠ t̪ e̞ ʔ
tehostin	t̪ e̞ ɦ o̞ s̠ t̪ i n
tehostua	t̪ e̞ ɦ o̞ s̠ t̪ u ɑ ʔ
tehota	t̪ e̞ ɦ o̞ t̪ ɑ ʔ
tehottaminen	t̪ e̞ ɦ o̞ t̪ t̪ ɑ m i n e̞ n
tehottomasti	t̪ e̞ ɦ o̞ t̪ː o̞ m ɑ s̠ t̪ i ʔ
tehottomuus	t̪ e̞ ɦ o̞ t̪ t̪ o̞ m uː s̠
tehtailla	t̪ e̞ h t̪ ɑ i̯ lː ɑ
tehtailla	t̪ e̞ h t̪ ɑ i̯ lː ɑ ʔ
tehtiin	t̪ e̞ h t̪ iː n
tehtäessä	t̪ e̞ h t̪ æ e̞ s̠ː æ
tehtäisi	t̪ e̞ h t̪ æ i̯ s̠ i
tehtäkö	t̪ e̞ h t̪ æ k ø̞ ʔ
tehtäköön	t̪ e̞ h t̪ æ k ø̞ː n
tehtämän	t̪ e̞ h t̪ æ m æ n
tehtäne	t̪ e̞ h t̪ æ n e̞ ʔ
tehtäneen	t̪ e̞ h t̪ æ n e̞ː n
tehtävä	t̪ e̞ h t̪ æ ʋ æ
tehtäväalue	t̪ e̞ h t̪ æ ʋ æ ɑ l u e̞ ʔ
tehtäväluokka	t̪ e̞ h t̪ æ ʋ æ l u o̞̯ kː ɑ
tehtävänanto	t̪ e̞ h t̪ æ ʋ æ n ɑ n̪ t̪ o̞
tehtävänkuva	t̪ e̞ h t̪ æ ʋ æ ŋ k u ʋ ɑ
tehtävänkuvaus	t̪ e̞ h t̪ æ ʋ æ ŋ k u ʋ ɑ u s̠
teidän	t̪ e̞ i̯ d æ n
teidänlaisenne	t̪ e̞ i̯ d æ n l ɑ i̯ s̠ e̞ nː e̞
teihin	t̪ e̞ i̯ ɦ i n
teiini	t̪ e̞ i̯ː n i
teija	t̪ e̞ i̯ jː ɑ
teijo	t̪ e̞ i̯ jː o̞
teikarointi	t̪ e̞ i̯ k ɑ r o̞ i̯ n̪ t̪ i
teikata	t̪ e̞ i̯ k ɑ t̪ ɑ ʔ
teikki	t̪ e̞ i̯ kː i
teikkohappo	t̪ e̞ i̯ kː o̞ h ɑ pː o̞
teiksi	t̪ e̞ i̯ k s̠ i
teikäläisittäin	t̪ e̞ i̯ k æ l æ i̯ s̠ i t̪ː æ i̯ n
teilata	t̪ e̞ i̯ l ɑ t̪ ɑ ʔ
teille	t̪ e̞ i̯ lː e̞ ʔ
teillä	t̪ e̞ i̯ lː æ
teiltä	t̪ e̞ i̯ l t̪ æ
teinipeili	t̪ e̞ i̯ n i p e̞ i̯ l i
teinipoika	t̪ e̞ i̯ n i p o̞ i̯ k ɑ
teinityttö	t̪ e̞ i̯ n i t̪ y t̪ː ø̞
teinä	t̪ e̞ i̯ n æ
teipata	t̪ e̞ i̯ p ɑ t̪ ɑ ʔ
teippaaminen	t̪ e̞ i̯ pː ɑː m i n e̞ n
teippi	t̪ e̞ i̯ pː i
teippiharja	t̪ e̞ i̯ pː i h ɑ r j ɑ
teissä	t̪ e̞ i̯ s̠ː æ
teisti	t̪ e̞ i̯ s̠ t̪ i
teistisyys	t̪ e̞ i̯ s̠ t̪ i s̠ yː s̠
teistä	t̪ e̞ i̯ s̠ t̪ æ
teititellä	t̪ e̞ i̯ t̪ i t̪ e̞ lː æ ʔ
teititteleminen	t̪ e̞ i̯ t̪ i t̪ t̪ e̞ l e̞ m i n e̞ n
teittä	t̪ e̞ i̯ t̪ː æ
teitä	t̪ e̞ i̯ t̪ æ
tekaiseminen	t̪ e̞ k ɑ i̯ s̠ e̞ m i n e̞ n
tekarit	t̪ e̞ k ɑ r i t̪
tekeille	t̪ e̞ k e̞ i̯ lː e̞ ʔ
tekemispäivä	t̪ e̞ k e̞ m i s̠ p æ i̯ ʋ æ
tekemissä	t̪ e̞ k e̞ m i s̠ː æ
tekemäisillään	t̪ e̞ k e̞ m æ i̯ s̠ i lː æː n
tekemän	t̪ e̞ k e̞ m æ n
tekemässä	t̪ e̞ k e̞ m æ s̠ː æ
tekemästä	t̪ e̞ k e̞ m æ s̠ t̪ æ
tekemättä	t̪ e̞ k e̞ m æ t̪ː æ
tekevä	t̪ e̞ k e̞ ʋ æ
tekijyys	t̪ e̞ k i j yː s̠
tekijä	t̪ e̞ k i j æ
tekijäavaruus	t̪ e̞ k i j æ ɑ ʋ ɑ r uː s̠
tekijällinen	t̪ e̞ k i j æ lː i n e̞ n
tekijänoikeudeton	t̪ e̞ k i j æ n o̞ i̯ k e̞ u d e̞ t̪ o̞ n
tekijärengas	t̪ e̞ k i j æ r e̞ ŋː ɑ s̠
tekijäryhmä	t̪ e̞ k i j æ r y ç m æ
tekijätön	t̪ e̞ k i j æ t̪ ø̞ n
tekisi	t̪ e̞ k i s̠ i
tekla	t̪ e̞ k l ɑ
tekniikka	t̪ e̞ k n iː kː ɑ
tekniikkalaji	t̪ e̞ k n iː kː ɑ l ɑ j i
tekniikkalukio	t̪ e̞ k n iː kː ɑ l u k i o̞
teknistieteellinen	t̪ e̞ k n i s̠ t̪ i e̞̯ t̪ e̞ː l l i n e̞ n
teknistyä	t̪ e̞ k n i s̠ t̪ y æ ʔ
teknistää	t̪ e̞ k n i s̠ t̪ æː ʔ
teknisyys	t̪ e̞ k n i s̠ yː s̠
teknobileet	t̪ e̞ k n o̞ b i l e̞ː t̪
teknokemiallinen	t̪ e̞ k n o̞ k e̞ m i ɑ lː i n e̞ n
teknokraattinen	t̪ e̞ k n o̞ k r ɑː t̪ː i n e̞ n
teknologi	t̪ e̞ k n o̞ l o̞ ɡ i
teknologia	t̪ e̞ k n o̞ l o̞ ɡ i ɑ
teko	t̪ e̞ k o̞
tekoaine	t̪ e̞ k o̞ ɑ i̯ n e̞ ʔ
tekoaineinen	t̪ e̞ k o̞ ɑ i̯ n e̞ i̯ n e̞ n
tekohilpeä	t̪ e̞ k o̞ h i l p e̞ æ
tekohurskaasti	t̪ e̞ k o̞ h u r s̠ k ɑː s̠ t̪ i ʔ
tekohurskas	t̪ e̞ k o̞ h u r s̠ k ɑ s̠
tekohurskaus	t̪ e̞ k o̞ h u r s̠ k ɑ u s̠
tekoitku	t̪ e̞ k o̞ i t̪ k u
tekokukka	t̪ e̞ k o̞ k u kː ɑ
tekokynsi	t̪ e̞ k o̞ k y n s̠ i
tekonahka	t̪ e̞ k o̞ n ɑ x k ɑ
tekonahkainen	t̪ e̞ k o̞ n ɑ x k ɑ i̯ n e̞ n
tekonauru	t̪ e̞ k o̞ n ɑ u̯ r u
tekopaikka	t̪ e̞ k o̞ p ɑ i̯ kː ɑ
tekopalkka	t̪ e̞ k o̞ p ɑ l kː ɑ
tekoparta	t̪ e̞ k o̞ p ɑ r t̪ ɑ
tekopyhyys	t̪ e̞ k o̞ p y ɦ yː s̠
tekopyhä	t̪ e̞ k o̞ p y ɦ æ
tekoripset	t̪ e̞ k o̞ r i p s̠ e̞ t̪
tekosilkkinen	t̪ e̞ k o̞ s̠ i l kː i n e̞ n
tekosiveä	t̪ e̞ k o̞ s̠ i ʋ e̞ æ
tekosuoli	t̪ e̞ k o̞ s̠ u o̞̯ l i
tekosydän	t̪ e̞ k o̞ s̠ y d æ n
tekotapa	t̪ e̞ k o̞ t̪ ɑ p ɑ
tekoturkis	t̪ e̞ k o̞ t̪ u r k i s̠
tekoäly	t̪ e̞ k o̞ æ l y
tekoälytutkimus	t̪ e̞ k o̞ æ l y t̪ u t̪ k i m u s̠
teksaspulla	t̪ e̞ k s̠ ɑ s̠ p u lː ɑ
tekstaaja	t̪ e̞ k s̠ t̪ ɑː j ɑ
tekstailu	t̪ e̞ k s̠ t̪ ɑ i̯ l u
tekstari	t̪ e̞ k s̠ t̪ ɑ r i
tekstata	t̪ e̞ k s̠ t̪ ɑ t̪ ɑ ʔ
teksti	t̪ e̞ k s̠ t̪ i
tekstiarkisto	t̪ e̞ k s̠ t̪ i ɑ r k i s̠ t̪ o̞
tekstiasu	t̪ e̞ k s̠ t̪ i ɑ s̠ u
tekstienvälisyys	t̪ e̞ k s̠ t̪ i e̞ n ʋ æ l i s̠ yː s̠
tekstiiliala	t̪ e̞ k s̠ t̪ iː l i ɑ l ɑ
tekstiilikeraaminen	t̪ e̞ k s̠ t̪ iː l i k e̞ r ɑː m i n e̞ n
tekstiilikeramiikka	t̪ e̞ k s̠ t̪ iː l i k e̞ r ɑ m iː kː ɑ
tekstiilikone	t̪ e̞ k s̠ t̪ iː l i k o̞ n e̞ ʔ
tekstiilimateriaali	t̪ e̞ k s̠ t̪ iː l i m ɑ t̪ e̞ r i ɑː l i
tekstiiliopettaja	t̪ e̞ k s̠ t̪ iː l i o̞ p e̞ t̪ t̪ ɑ j ɑ
tekstiilipesuri	t̪ e̞ k s̠ t̪ iː l i p e̞ s̠ u r i
tekstiilisuunnittelu	t̪ e̞ k s̠ t̪ iː l i s̠ uː nː i t̪ t̪ e̞ l u
tekstiilitaide	t̪ e̞ k s̠ t̪ iː l i t̪ ɑ i̯ d e̞ ʔ
tekstiilitaiteilija	t̪ e̞ k s̠ t̪ iː l i t̪ ɑ i̯ t̪ e̞ i̯ l i j ɑ
tekstiiliteollisuus	t̪ e̞ k s̠ t̪ iː l i t̪ e̞ o̞ l l i s̠ uː s̠
tekstiilityö	t̪ e̞ k s̠ t̪ iː l i t̪ y ø̞̯
tekstijulkaisu	t̪ e̞ k s̠ t̪ i j u l k ɑ i̯ s̠ u
tekstikenttä	t̪ e̞ k s̠ t̪ i k e̞ n̪ t̪ː æ
tekstikohta	t̪ e̞ k s̠ t̪ i k o̞ x t̪ ɑ
tekstikriittinen	t̪ e̞ k s̠ t̪ i k r iː t̪ː i n e̞ n
tekstikritiikki	t̪ e̞ k s̠ t̪ i k r i t̪ iː kː i
tekstiladelma	t̪ e̞ k s̠ t̪ i l ɑ d e̞ l m ɑ
tekstilaji	t̪ e̞ k s̠ t̪ i l ɑ j i
tekstilingvistiikka	t̪ e̞ k s̠ t̪ i l i ŋ ʋ i s̠ t̪ iː kː ɑ
tekstimainonta	t̪ e̞ k s̠ t̪ i m ɑ i̯ n o̞ n̪ t̪ ɑ
tekstinkatkelma	t̪ e̞ k s̠ t̪ i ŋ k ɑ t̪ k e̞ l m ɑ
tekstinkäsittelijä	t̪ e̞ k s̠ t̪ i ŋ k æ s̠ i t̪ t̪ e̞ l i j æ
tekstinkäsittelyjärjestelmä	t̪ e̞ k s̠ t̪ i ŋ k æ s̠ i t̪ː e̞ l y j æ r j e̞ s̠ t̪ e̞ l m æ
tekstinlukulaite	t̪ e̞ k s̠ t̪ i n l u k u l ɑ i̯ t̪ e̞ ʔ
tekstinnös	t̪ e̞ k s̠ t̪ i nː ø̞ s̠
tekstinsiirto	t̪ e̞ k s̠ t̪ i n s̠ iː r t̪ o̞
tekstintunnistus	t̪ e̞ k s̠ t̪ i n t̪ u nː i s̠ t̪ u s̠
tekstintää	t̪ e̞ k s̠ t̪ i n̪ t̪ æː
tekstintää	t̪ e̞ k s̠ t̪ i n̪ t̪ æː ʔ
tekstinvalmistus	t̪ e̞ k s̠ t̪ i n ʋ ɑ l m i s̠ t̪ u s̠
tekstipuhelin	t̪ e̞ k s̠ t̪ i p u ɦ e̞ l i n
tekstiseikkailu	t̪ e̞ k s̠ t̪ i s̠ e̞ i̯ kː ɑ i̯ l u
tekstisuunnittelija	t̪ e̞ k s̠ t̪ i s̠ uː nː i t̪ t̪ e̞ l i j ɑ
tekstitietokanta	t̪ e̞ k s̠ t̪ i t̪ i e̞̯ t̪ o̞ k ɑ n̪ t̪ ɑ
