က	k a̰
အချုပ်ခန်း	ʔ ə t͡ɕʰ o ʊ ʔ kʰ á ɴ
အချုပ်အခြာအာဏာ	ʔ ə t͡ɕʰ o ʊ ʔ ʔ ə t͡ɕʰ à ʔ à n à
အချွဲ	ʔ ə t͡ɕʰ w ɛ́
အခြား	ʔ ə t͡ɕʰ á
အခြေ	ʔ ə t͡ɕʰ è
အခြောက်	ʔ ə t͡ɕʰ a ʊ ʔ
အခွင့်	ʔ ə kʰ w ɪ̰ ɴ
အခွင့်ထူးခံ	ʔ ə kʰ w ɪ̰ ɴ tʰ ú ɡ à ɴ
အခွင့်အရေး	ʔ ə kʰ w ɪ̰ ɴ ʔ ə j é
အခွန်	ʔ ə kʰ ʊ̀ ɴ
အခွံ	ʔ ə kʰ ʊ̀ ɴ
အခွံမာသီး	ʔ ə kʰ ʊ̀ ɴ m à ð í
အဂတိ	ʔ a̰ ɡ ə d ḭ
အဂ္ဂမဟာပဏ္ဍိတ	ʔ ɛ ʔ ɡ a̰ m ə h à p à ɴ d ḭ t a̰
အဂ္ဂမဟာသေနာပတိ	ʔ ɛ ʔ ɡ a̰ m ə h à θ è n à p ə t ḭ
အဂ္ဂမဟေသီ	ʔ ɛ ʔ ɡ a̰ m ə h è θ ì
အငတ်	ʔ ə ŋ a ʔ
အင်ဂိုလာ	ʔ ɪ̀ ɴ ɡ ò l à
အင်ဂျင်	ʔ ɪ̀ ɴ d͡ʑ ɪ̀ ɴ
အင်ဂျင်နီယာ	ʔ ɪ̀ ɴ d͡ʑ ɪ̀ ɴ n ì j à
အင်တာနက်	ʔ ɪ̀ ɴ t à n ɛ ʔ
အင်တာဗျူး	ʔ ɪ̀ ɴ t ə b j ú
အင်ဒိုချိုင်းနား	ʔ ɪ̀ ɴ d ò t͡ɕʰ á ɪ ɴ n á
အင်ဒိုနီးရှား	ʔ ɪ̀ ɴ d ò n í ʃ á
အင်ဒိုရာ	ʔ ɪ̀ ɴ d ò ɹ à
အင်ပါယာ	ʔ ɪ̀ ɴ p à j à
အင်း	ʔ ɪ́ ɴ
အင်းကျီ	ʔ ɪ́ ɴ d͡ʑ ì
အင်းစိန်	ʔ ɪ́ ɴ s è ɪ ɴ
အင်းဆက်	ʔ ɪ́ ɴ sʰ ɛ ʔ
အင်းဝ	ʔ ə w a̰
အင်းဝ	ʔ ɪ́ ɴ w a̰
အင်းသား	ʔ ɪ́ ɴ ð á
အင်္ကျီ	ʔ ɪ́ ɴ d͡ʑ ì
အင်္ဂတေ	ʔ ɪ̀ ɴ ɡ ə d è
အင်္ဂလန်	ʔ ɪ̀ ɴ ɡ ə l à ɴ
အင်္ဂလိပ်	ʔ ɪ̀ ɴ ɡ ə l e ɪ ʔ
အင်္ဂါ	ʔ ɪ̀ ɴ ɡ à
အင်္ဂါဇာတ်	ʔ ɪ̀ ɴ ɡ à z a ʔ
အငြိမ့်	ʔ ə ɲ ḛ ɪ ɴ
အငြိမ့်တီးမျိုး	ʔ a̰ ɲ ḛ ɪ ɴ t í m j ó
အငွေ့	ʔ a̰ ŋ w ḛ
အစ	ʔ ə s a̰
အစက်	ʔ ə s ɛ ʔ
အစဉ်	ʔ ə s ɪ̀ ɴ
အစည်းအရုံး	ʔ ə s í ʔ ə j ó ʊ ɴ
အစည်းအဝေး	ʔ ə s í ʔ ə w é
အစမ်း	ʔ ə s á ɴ
အစား	ʔ ə s á
အစားအစာ	ʔ ə s á ʔ ə s à
အစိမ်း	ʔ ə s é ɪ ɴ
အစိုးရ	ʔ ə s ó j a̰
အစီရင်	ʔ ə s ì j ɪ̀ ɴ
အစီရင်ခံ	ʔ ə s ì j ɪ̀ ɴ kʰ à ɴ
အစီရင်ခံစာ	ʔ ə s ì j ɪ̀ ɴ kʰ à ɴ z à
အစီအစဉ်	ʔ ə s ì ʔ ə s ɪ̀ ɴ
အစီအလျဉ်	ʔ ə s ì ʔ ə l j ɪ̀ ɴ
အစု	ʔ ə s ṵ
အစုရှင်	ʔ ə s ṵ ʃ ɪ̀ ɴ
အစုံအစုံ	ʔ ə s ò ʊ ɴ ʔ ə s ò ʊ ɴ
အစေအပါး	ʔ ə s è ʔ ə p á
အစောင့်	ʔ ə s a̰ ʊ ɴ
အစေ့	ʔ ə s ḭ
အစ္စရေး	ʔ ɪ ʔ z ə ɹ é
အစ္စလမ်	ʔ ɪ ʔ s ə l à ɴ
အစ်	ʔ ɪ ʔ
အစ်ကို	ʔ ə k ò
အစ်မ	ʔ ə m a̰
အစွန်း	ʔ ə s ʊ́ ɴ
အဆင့်	ʔ ə sʰ ɪ̰ ɴ
အဆန်	ʔ ə sʰ à ɴ
အဆိပ်	ʔ ə sʰ e ɪ ʔ
အဆိုတော်	ʔ ə sʰ ò d ɔ̀
အဆီ	ʔ ə sʰ ì
အဆုတ်	ʔ ə sʰ o ʊ ʔ
အဆုတ်ရောင်ရောဂါ	ʔ a̰ sʰ o ʊ ʔ j à ʊ ɴ j ɔ́ ɡ à
အဆုံး	ʔ ə sʰ ó ʊ ɴ
အဆောက်အအုံ	ʔ ə sʰ a ʊ ʔ ʔ ə ʔ ú
အဆောက်အဦ	ʔ ə sʰ a ʊ ʔ ʔ ə ʔ ù
အဆောင်	ʔ ə sʰ à ʊ ɴ
အဆွေး	ʔ ə sʰ w é
အဇာဘိုင်ဂျန်	ʔ a̰ z ə b à ɪ ɴ d͡ʑ à ɴ
အဉ္ဇလီ	ʔ ɪ̀ ɴ z ə l ì
အညစ်အကြေး	ʔ ə ɲ ɪ ʔ ʔ ə t͡ɕ é
အညစ်အထည်း	ʔ ə ɲ ɪ ʔ ʔ ə tʰ í
အညာသား	ʔ ə ɲ à ð á
အညို	ʔ ə ɲ ò
အညီ	ʔ ə ɲ ì
အဋ္ဌမ	ʔ a ʔ tʰ ə m a̰
အဏုဇီဝဗေဒ	ʔ ə n ṵ z ì w a̰ b è d a̰
အဏ္ဏဝါ	ʔ à ɴ n ə w à
အဏ္ဏဝါဗေဒ	ʔ à n n ə w à b è d a̰
အတင်း	ʔ ə t ɪ́ ɴ
အတန်း	ʔ ə t á ɴ
အတာ	ʔ ə t à
အတာအိုး	ʔ ə t à ʔ ó
အတိတ်	ʔ ə t e ɪ ʔ
အတိုင်ပင်ခံ	ʔ ə t à ɪ ɴ b ɪ̀ ɴ ɡ à ɴ
အတိုင်း	ʔ ə t á ɪ ɴ
အတိုး	ʔ ə t ó
အတီမျှ	ʔ ə t ì m̥ j a̰
အတူ	ʔ ə t ù
အတူတူ	ʔ ə t ù d ù
အတောင်	ʔ ə t à ʊ ɴ
အတ္တဒဿီ	ʔ a ʔ t a̰ d a ʔ θ ì
အတ္တဒဿီဘုရား	ʔ a ʔ t a̰ d ə t θ ì pʰ ə j á
အတွင်း	ʔ ə t w ɪ́ ɴ
အတွင်းခံ	ʔ ə t w ɪ́ ɴ ɡ à ɴ
အတွင်းစကား	ʔ ə t w ɪ́ ɴ z ə ɡ á
အတွင်းတာရာ	ʔ ə t w ɪ́ ɴ t à j à
အတွင်းရန်	ʔ ə t w ɪ́ ɴ j à ɴ
အတွင်းဝန်	ʔ ə t w ɪ́ ɴ w ʊ̀ ɴ
အတွဲ	ʔ ə t w ɛ́
အထက်	ʔ ə tʰ ɛ ʔ
အထက်လွှတ်တော်	ʔ ə tʰ ɛ ʔ l̥ ʊ ʔ t ɔ̀
အထက်သား	ʔ ə tʰ ɛ ʔ ð á
အထင်	ʔ ə tʰ ɪ̀ ɴ
အထပ်	ʔ ə tʰ a ʔ
အထိ	ʔ ə tʰ ḭ
အထိန်း	ʔ ə tʰ é ɪ ɴ
အထိမ်းအမှတ်	ʔ ə tʰ é ɪ ɴ ʔ ə m̥ a ʔ
အထီး	ʔ ə tʰ í
အထုပ်	ʔ ə tʰ o ʊ ʔ
အထုံးအဖွဲ့	ʔ ə tʰ ó ʊ ɴ ʔ ə pʰ w ɛ̰
အထဲ	ʔ ə tʰ ɛ́
အဓမ္မ	ʔ ə d ə m a̰
အဓိက	ʔ a̰ d ḭ ɡ a̰
အဓိကရုဏ်း​	ʔ ə d ḭ k a̰ j ó ʊ ɴ
အဓိဌာန်	ʔ ə d e ɪ ʔ tʰ à ɴ
အဓိပ္ပါယ်	ʔ ə d e ɪ ʔ b ɛ̀
အနက်	ʔ ə n ɛ ʔ
အနန္တ	ʔ ə n à ɴ d a̰
အနန္တောအနန္တငါးပါး	ʔ ə n à ɴ d ɔ́ ʔ ə n d a̰ ŋ á p á
အနာကြီးရောဂါ	ʔ ə n à d͡ʑ í j ɔ́ ɡ à
အနာဂတ်	ʔ ə n à ɡ a ʔ
အနား	ʔ ə n á
အနားယူ	ʔ ə n á j ù
အနိစ္စ	ʔ ə n è s s a̰
အနို့	ʔ ə n o̰
အနီ	ʔ ə n ì
အနုတ်လက္ခဏာ	ʔ ə n̥ o ʊ ʔ l ɛ ʔ kʰ ə n à
အနုပညာ	ʔ ə n ṵ p j ɪ̀ ɴ ɲ à
အနုရာဓပူရ	ʔ ə n ṵ j à d a̰ p ù ɹ a̰
အနုရုဒ္ဓါ	ʔ ə n ṵ j o ʊ ʔ d à
အနောက်	ʔ ə n a ʊ ʔ
အနောက်ဝန်	ʔ ə n a ʊ ʔ w ʊ̀ ɴ
အနောမဒဿီ	ʔ ə n ɔ́ m ə d ə t θ ì
အနောမဒဿီဘုရား	ʔ ə n ɔ́ m ə d a ʔ θ ì pʰ ə j á
အနော်ရထာ	ʔ ə n ɔ̀ j ə tʰ à
အနံ့	ʔ ə n a̰ ɴ
အန္တရာယ်	ʔ à ɴ d ə j ɛ̀
အန္တာတိက	ʔ à ɴ t à t ḭ k a̰
အန်	ʔ à ɴ
အန်ကယ်	ʔ à ɴ k ɛ̀
အန်တီ	ʔ à ɴ t ì
အန်နီမဲ	ʔ à ɴ n ì m ɛ́
အနွယ်	ʔ ə n w ɛ̀
အနှစ်	ʔ ə n̥ ɪ ʔ
အနှိပ်	ʔ ə n̥ e ɪ ʔ
အနှီဟာ	ʔ ə n̥ ì h à
အနှီး	ʔ ə n̥ í
အပင်	ʔ ə p ɪ̀ ɴ
အပတ်စဉ်	ʔ a̰ p a ʔ z ɪ̀ ɴ
အပိုင်း	ʔ ə p á ɪ ɴ
အပိုဒ်	ʔ ə p a ɪ ʔ
အပူ	ʔ ə p ù
အပေါင်	ʔ ə p à ʊ ɴ
အပေါင်းလက္ခဏာ	ʔ ə p á ʊ ɴ l ɛ ʔ kʰ ə n à
အပေါ့	ʔ ə p ɔ̰
အပေါ်	ʔ ə p ɔ̀
အပ်	ʔ a ʔ
အပ်ချည်	ʔ a ʔ t͡ɕʰ ì
အပ်ချုပ်စက်	ʔ a ʔ t͡ɕʰ o ʊ ʔ s ɛ ʔ
အပ်ထောက်	ʔ a ʔ tʰ a ʊ ʔ
အပြင်	ʔ ə p j ɪ̀ ɴ
အပြစ်	ʔ ə p j ɪ ʔ
အပြာ	ʔ ə p j à
အပြာကား	ʔ ə p j à k á
အပြာမယ်	ʔ ə p j à m ɛ̀
အပြိုင်	ʔ ə p j à ɪ ɴ
အပြီးသတ်	ʔ ə p j í ð a ʔ
အပြုအမူ	ʔ ə p j ṵ ʔ ə m ù
အပြုံး	ʔ ə p j ó ʊ ɴ
အပြော	ʔ ə p j ɔ́
အပွင့်	ʔ ə p w ɪ̰ ɴ
အဖ	ʔ ə pʰ a̰
အဖတ်	ʔ ə pʰ a ʔ
အဖို	ʔ ə pʰ ò
အဖို့	ʔ ə pʰ o̰
အဖိုး	ʔ ə pʰ ó
အဖိုးကြီး	ʔ ə pʰ ó t͡ɕ í
အဖုံဖုံ	ʔ ə pʰ ò ʊ ɴ b ò ʊ ɴ
အဖုံး	ʔ ə pʰ ó ʊ ɴ
အဖေ	ʔ ə pʰ è
အဖော်	ʔ ə pʰ ɔ̀
အဖေ့	ʔ ə pʰ ḛ
အဖျား	ʔ ə pʰ j á
အဖျားဖြတ်ဆေး	ʔ a̰ pʰ j á pʰ j a ʔ sʰ é
အဖြူ	ʔ ə pʰ j ù
အဖြေ	ʔ ə pʰ j è
အဖွဲ့	ʔ ə pʰ w ɛ̰
အဖွဲ့ချုပ်	ʔ ə pʰ w ɛ̰ d͡ʑ o ʊ ʔ
အဖွဲ့ဝင်	ʔ ə pʰ w ɛ̰ w ɪ̀ ɴ
အဘိဓာန်	ʔ ə b ḭ d à ɴ
အဘိုး	ʔ ə pʰ ó
အဘိုးကြီး	ʔ ə pʰ ó d͡ʑ í
အဘွား	ʔ ə pʰ w á
အမ	ʔ ə m a̰
အမည်	ʔ ə m j ì
အမည်း	ʔ ə m ɛ́
အမတ်	ʔ ə m a ʔ
အမယ်	ʔ ə m ɛ̀
အမရပူရ	ʔ ə m ə j a̰ p ù j a̰
အမာ	ʔ a̰ m à
အမိ	ʔ ə m ḭ
အမိန့်	ʔ ə m ḛ ɪ ɴ
အမိန့်ရှိပါ	ʔ ə m ḛ ɪ ɴ ʃ ḭ b à
အမိုး	ʔ ə m ó
အမူအရာ	ʔ ə m ù ʔ ə j à
အမေ	ʔ ə m è
အမေရိက	ʔ ə m è ɹ ḭ k a̰
အမေရိကန်	ʔ ə m è ɹ ḭ k à ɴ
အမေရိကန်ပြည်ထောင်စု	ʔ ə m è ɹ ḭ k à ɴ p j ì d à ʊ ɴ z ṵ
အမေလိုး	ʔ ə m è l ó
အမေး	ʔ ə m é
အမဲလိုက်	ʔ ə m ɛ́ l a ɪ ʔ
အမဲသား	ʔ ə m ɛ́ ð á
အမဲသားမစားပါဘူး	ʔ ə m ɛ́ ð á m ə s á b à b ú
အမျိုး	ʔ ə m j ó
အမျိုးဇာတ်	ʔ ə m j ó z a ʔ
အမျိုးလေးပါး	ʔ ə m j ó l é b á
အမျိုးသမီး	ʔ ə m j ó ð ə m í
အမျိုးသမီးလစဉ်သုံးပစ္စည်း	ʔ a̰ m j ó ð ə m í l a̰ z ɪ̀ ɴ θ ó ʊ ɴ p j ɪ ʔ s í
အမျိုးသား	ʔ ə m j ó ð á
အမျိုးသားစိတ်	ʔ ə m j ó ð á s e ɪ ʔ
အမျိုးသားနေ့	ʔ ə m j ó ð á n ḛ
အမျိုးသားလွှတ်တော်	ʔ ə m j ó ð á l̥ ʊ ʔ t ɔ̀
အမျိုးသားသီချင်း	ʔ ə m j ó ð á θ ə t͡ɕʰ ɪ́ ɴ
အမျိုးအနွယ်	ʔ ə m j ó ʔ ə n w ɛ̀
အမျှင်	ʔ ə m̥ j ɪ̀ ɴ
အမြစ်	ʔ ə m j ɪ ʔ
အမြန်	ʔ ə m j à ɴ
အမြီး	ʔ ə m̥ í
အမြောက်	ʔ ə m j a ʊ ʔ
အမြဲ	ʔ ə m j ɛ́
အမြဲတမ်း	ʔ ə m j ɛ́ d á ɴ
အမြွှာ	ʔ ə m̥ w à
အမြှုပ်	ʔ ə m̥ j o ʊ ʔ
အမြှောက်လက္ခဏာ	ʔ ə m̥ j a ʊ ʔ l ɛ ʔ kʰ ə n à
အမွေ	ʔ ə m w è
အမွေခံ	ʔ ə m w è kʰ à ɴ
အမွေခံ	ʔ ə m w è ɡ à ɴ
အမွေခွဲ	ʔ ə m w è kʰ w ɛ́
အမွေအနှစ်	ʔ ə m w è ʔ ə n̥ ɪ ʔ
အမွေး	ʔ ə m w é
အမွှေး	ʔ ə m̥ w é
အမွှေးတိုင်	ʔ ə m̥ w é d à ɪ ɴ
အမှတ်	ʔ ə m̥ a ʔ
အမှတ်တံဆိပ်	ʔ ə m̥ a ʔ d ə z e ɪ ʔ
အမှန်တရား	ʔ ə m̥ à ɴ t ə j á
အမှာ	ʔ ə m̥ à
အမှား	ʔ ə m̥ á
အမှိုက်	ʔ ə m̥ a ɪ ʔ
အမှုန့်	ʔ ə m̥ o̰ ʊ ɴ
အမှုန်	ʔ ə m̥ ò ʊ ɴ
အယုဓျာ	ʔ ə j o ʊ ʔ d ə j à
အယူ	ʔ ə j ù
အယူဝါဒ	ʔ ə j ù w à d a̰
အယ်ဆာဗေဒို	ʔ ɛ̀ sʰ à b è d ò
အယ်လဘမ်	ʔ ɛ̀ l ə b à ɴ
အယ်လ်ဂျီးရီးယား	ʔ ɛ̀ l d͡ʑ í ɹ í j á
အယ်လ်ဘေးနီးယား	ʔ ɛ̀ l b é n í j á
အရက်	ʔ ə j ɛ ʔ
အရက်ဆိုင်	ʔ ə j ɛ ʔ sʰ à ɪ ɴ
အရင်း	ʔ ə j ɪ́ ɴ
အရင်းရှင်ဝါဒ	ʔ ə j ɪ́ ɴ ʃ ɪ̀ ɴ w à d a̰
အရည်	ʔ ə j ì
အရမ်း	ʔ ə j á ɴ
အရသာ	ʔ ə j a̰ ð à
အရာ	ʔ ə j à
အရာခံဗိုလ်	ʔ ə j à ɡ à ɴ b ò
အရိပ်	ʔ ə j e ɪ ʔ
အရိမဒ္ဒနာပူရ	ʔ a̰ ɹ ḭ m à d d ə n à p ù ɹ a̰
အရိုး	ʔ ə j ó
အရိုးစု	ʔ ə j ó z ṵ
အရိုးပျော့နာ	ʔ a̰ j ó p j ɔ̰ n à
အရီး	ʔ ə j í
အရီးကြီး	ʔ ə j í d͡ʑ í
အရီးလေး	ʔ ə j í l é
အရုဏ်	ʔ ə j ù n
အရုပ်	ʔ ə j o ʊ ʔ
အရုပ်စာ	ʔ ə j o ʊ ʔ s à
အရေ	ʔ ə j è
အရေပြား	ʔ ə j è b j á
အရေပြားရောဂါ	ʔ ə j è b j á j ɔ́ ɡ à
အရောင်	ʔ ə j à ʊ ɴ
အရောင်တင်မှုန့်	ʔ ə j à ʊ ɴ t ɪ̀ ɴ m̥ o̰ ʊ ɴ
အရောင်းအဝယ်	ʔ ə j á ʊ ɴ ʔ ə w ɛ̀
အရေး	ʔ a̰ j é
အရေးကြီး	ʔ a̰ j é t͡ɕ í
အရေးတော်ပုံ	ʔ ə j é d ɔ̀ b ò ʊ ɴ
အရံဂြိုဟ်	ʔ ə j à ɴ d͡ʑ ò
အရွက်	ʔ ə j w ɛ ʔ
အရွတ်	ʔ ə j ʊ ʔ
အရွယ်ဆယ်ပါး	ʔ ə j w ɛ̀ sʰ ɛ̀ b á
အရှင်	ʔ ə ʃ ɪ̀ ɴ
အရှင်ဘုရား	ʔ ə ʃ ɪ̀ ɴ pʰ ə j á
အရှိန်	ʔ ə ʃ è ɪ ɴ
အရှေ့	ʔ ə ʃ ḛ
အလက်	ʔ ə l ɛ ʔ
အလင်း	ʔ ə l ɪ́ ɴ
အလင်းတန်း	ʔ ə l ɪ́ ɴ d á ɴ
အလင်္ကာ	ʔ ə l ɪ̀ ɴ ɡ à
အလား	ʔ ə l á
အလို	ʔ ə l ò
အလီ	ʔ ə l ì
အလုပ်	ʔ ə l o ʊ ʔ
အလုပ်ပိတ်ရက်	ʔ ə l o ʊ ʔ p e ɪ ʔ j ɛ ʔ
အလုပ်ရုံ	ʔ ə l o ʊ ʔ j ò ʊ ɴ
အလုပ်ရှင်	ʔ ə l o ʊ ʔ ʃ ɪ̀ ɴ
အလုပ်လုပ်	ʔ ə l o ʊ ʔ l o ʊ ʔ
အလုပ်သမား	ʔ ə l o ʊ ʔ θ ə m á
အလုပ်သမားနေ့	ʔ ə l o ʊ ʔ θ ə m á n ḛ
အလုံး	ʔ ə l ó ʊ ɴ
အလူမီနီယမ်	ʔ ə l ù m ì n ì j à ɴ
အလောင်း	ʔ ə l á ʊ ɴ
အလေး	ʔ ə l é
အလံ	ʔ ə l à ɴ
အလ္လာဟ်	ʔ à l l à h
အလျင်	ʔ ə j ɪ̀ ɴ
အလျင်	ʔ ə l j ɪ̀ ɴ
အလျား	ʔ ə l j á
အလွန်	ʔ ə l ʊ̀ ɴ
အလှဆီ	ʔ ə l̥ a̰ z ì
အလှမ်း	ʔ ə l̥ á ɴ
အလှူရှင်	ʔ ə l̥ ù ʃ ɪ̀ ɴ
အဝင်	ʔ ə w ɪ̀ ɴ
အဝတာရ	ʔ a̰ w a̰ t à j a̰
အဝတ်	ʔ ə w ʊ ʔ
အဝတ်လျှောက်စက်	ʔ ə w ʊ ʔ ʃ a ʊ ʔ s ɛ ʔ
အဝတ်အစား	ʔ ə w ʊ ʔ ʔ ə s á
အဝါ	ʔ ə w à
အသက်	ʔ ə θ ɛ ʔ
အသက်ဦးဆံပိုင်	ʔ ə θ ɛ ʔ ʔ ú sʰ à ɴ b à ɪ ɴ
အသင်	ʔ ə θ ɪ̀ ɴ
အသင်း	ʔ ə θ ɪ́ ɴ
အသည်း	ʔ ə θ ɛ́
အသည်းနှလုံး	ʔ ə θ ɛ́ n̥ ə l ó ʊ ɴ
အသတ်	ʔ a̰ θ a ʔ
အသား	ʔ ə θ á
အသားညှပ်မုန့်	ʔ ə θ á ɲ̊ a ʔ m o̰ ʊ ɴ
အသားမာ	ʔ ə θ ə m à
အသားဝါရောဂါ	ʔ a̰ θ á w à j ɔ́ ɡ à
အသိ	ʔ ə θ ḭ
အသိတရား	ʔ ə θ ḭ t ə j á
အသိပညာ	ʔ ə θ ḭ p j ɪ̀ ɴ ɲ à
အသိပညာရှင်	ʔ ə θ ḭ p j ɪ̀ ɴ ɲ à ʃ ɪ̀ ɴ
အသိုက်	ʔ ə θ a ɪ ʔ
အသီး	ʔ ə θ í
အသုပ်	ʔ ə θ o ʊ ʔ
အသုပ်စုံ	ʔ ə θ o ʊ ʔ s ò ʊ ɴ
အသုဘ	ʔ a̰ θ ṵ b a̰
အသုံး	ʔ ə θ ó ʊ ɴ
အသုံးပြု	ʔ ə θ ó ʊ ɴ p j ṵ
အသေ	ʔ ə θ è
အသော	ʔ ə θ ɔ́
အသံ	ʔ ə θ à ɴ
အသံထွက်	ʔ ə θ à ɴ d w ɛ ʔ
အသျှင်	ʔ ə ʃ ɪ̀ ɴ
အသွားအလာ	ʔ ə θ w á ʔ ə l à
အာကာသ	ʔ à k à θ a̰
အာကာသစိုး	ʔ à k à θ a̰ z ó
အာကာသယာဉ်	ʔ à k à θ a̰ j ɪ̀ ɴ
အာခါ	ʔ à kʰ à
အာဂျင်တီးနား	ʔ à d͡ʑ ɪ̀ ɴ t í n á
အာဃာတ	ʔ à ɡ à t a̰
အာစရိယ	ʔ à s a̰ ɹ ḭ j a̰
အာဇာနည်	ʔ à z à n ì
အာဇာနည်နေ့	ʔ à z à n ì n ḛ
အာဏာ	ʔ à n à
အာဏာရှင်	ʔ à n à ʃ ɪ̀ ɴ
အာဏာသား	ʔ à n à ð á
အာဏာသိမ်း	ʔ à n à θ é ɪ ɴ
အာတိတ်	ʔ à t e ɪ ʔ
အာနီ	ʔ à n ì
အာနုဘော်	ʔ à n ṵ b ɔ̀
အာဖဂန်နစ်စတန်	ʔ à pʰ ə ɡ à ɴ n ɪ ʔ s ə t à ɴ
အာဖရိက	ʔ à pʰ ə ɹ ḭ k a̰
အာမခံ	ʔ à m a̰ ɡ à ɴ
အာမခံသေတ္တာ	ʔ à m a̰ ɡ à ɴ θ ɪ ʔ t à
အာမေဍိတ်	ʔ à m è d e ɪ ʔ
အာမေးနီးယား	ʔ à m é n í j á
အာယုဗ္ဗေဒ	ʔ à j o ʊ ʔ b è d a̰
အာရပ်	ʔ à ɹ a ʔ
အာရာမ	ʔ à j à m a̰
အာရာမ်	ʔ à j à ɴ
အာရိုက်	ʔ à j a ɪ ʔ
အာရုံကြော	ʔ à j ò ʊ ɴ d͡ʑ ɔ́
အာရှ	ʔ à ʃ a̰
အာလယ	ʔ à l ə j a̰
အာလာပသလ္လာပ	ʔ à l à p a̰ θ ə l à p a̰
အာလူး	ʔ à l ú
အာလူးပူရီ	ʔ à l ú p ù j ì
အာလူးဖုတ်	ʔ à l ú pʰ o ʊ ʔ
အာဝါဟဝိဝါဟ	ʔ à w à h a̰ w ḭ w à h a̰
အာဟာရ	ʔ à h à j a̰
အာဟာရဗေဒ	ʔ à h à j a̰ b è d a̰
အား	ʔ á
အားကစား	ʔ á ɡ ə z á
အားကိုး	ʔ á k ó
အားနည်း	ʔ á n ɛ́
အားနာ	ʔ á n à
အားနာပါးနာ	ʔ á n à p á n à
အားလပ်ရက်	ʔ á l a ʔ j ɛ ʔ
အားလုံး	ʔ á l ó ʊ ɴ
အိတ်	ʔ e ɪ ʔ
အိန္ဒိယ	ʔ è ɪ ɴ d ḭ j a̰
အိန္ဒြာ	ʔ è ɪ ɴ d ɹ à
အိန္ဒြေ	ʔ è ɪ ɴ d ɹ è
အိပ်	ʔ e ɪ ʔ
အိပ်ခန်း	ʔ e ɪ ʔ kʰ á ɴ
အိပ်မက်	ʔ e ɪ ʔ m ɛ ʔ
အိပ်ရာ	ʔ e ɪ ʔ j à
အိပ်ရာလိပ်	ʔ e ɪ ʔ j à l e ɪ ʔ
အိမ်	ʔ è ɪ ɴ
အိမ်တက်မင်္ဂလာ	ʔ è ɪ ɴ t ɛ ʔ m ɪ̀ ɴ ɡ ə l à
အိမ်ထောင်	ʔ è ɪ ɴ d à ʊ ɴ
အိမ်ထောင်	ʔ è ɪ ɴ tʰ à ʊ ɴ
အိမ်ထောင်ပြု	ʔ è ɪ ɴ d à ʊ ɴ p j ṵ
အိမ်နီးချင်း	ʔ è ɪ ɴ n í d͡ʑ ɪ́ ɴ
အိမ်မြှောင်	ʔ è ɪ ɴ m̥ j à ʊ ɴ
အိမ်ရှေ့မင်း	ʔ è ɪ ɴ ʃ ḛ m ɪ́ ɴ
အိမ်ရှေ့မင်းသား	ʔ è ɪ ɴ ʃ ḛ m ɪ́ ɴ ð á
အိမ်လည်	ʔ è ɪ ɴ l è
အိမ်သာ	ʔ è ɪ ɴ ð à
အိမ်သူ	ʔ è ɪ ɴ ð ù
အို	ʔ ò
အိုက်စလန်	ʔ a ɪ ʔ s ə l à ɴ
အိုက်တင်	ʔ a ɪ ʔ t ɪ̀ ɴ
အိုင်ဒီယာ	ʔ à ɪ ɴ d ì j à
အိုင်ဗရီကို့စ်	ʔ à ɪ ɴ b ə ɹ ì k o̰ s
အိုင်ယာလန်	ʔ à ɪ ɴ j ə l à ɴ
အိုင်အိုင်	ʔ à ɪ ɴ ʔ à ɪ ɴ
အိုဗာတင်း	ʔ ò b à t ɪ́ ɴ
အိုမန်	ʔ ò m à ɴ
အိုရှန်းနီးယား	ʔ ò ʃ á ɴ n í j á
အိုလံပစ်	ʔ ò l à ɴ p ɪ ʔ
အိုး	ʔ ó
အီကြာကွေး	ʔ ì t͡ɕ à k w é
အီကွေတာ	ʔ ì k w è t à
အီကွေတာဂီနီ	ʔ ì k w è t à ɡ ì n ì
အီကွေဒေါ	ʔ ì k w è d ɔ́
အီဂျစ်	ʔ ì d͡ʑ ɪ ʔ
အီစတာ	ʔ ì s ə t à
အီတလီ	ʔ ì t a̰ l ì
အီနောင်	ʔ ì n à ʊ ɴ
အီရတ်	ʔ ì ɹ a ʔ
အီရန်	ʔ ì ɹ à ɴ
အီရီထရီးယား	ʔ ì ɹ ì tʰ ə ɹ í j á
အီသီယိုးပီးယား	ʔ ì θ ì j ó p í j á
အီး	ʔ í
အီးပေါက်	ʔ í p a ʊ ʔ
အီးမေးလ်	ʔ í m é l
အုတ်	ʔ o ʊ ʔ
အုတ်ကြွပ်	ʔ o ʊ ʔ t͡ɕ ʊ ʔ
အုန်း	ʔ ó ʊ ɴ
အုန်းဆီ	ʔ ó ʊ ɴ z ì
အုန်းထမင်း	ʔ ó ʊ ɴ tʰ ə m ɪ́ ɴ
အုန်းနို့	ʔ ó ʊ ɴ n o̰
အုန်းနို့ခေါက်ဆွဲ	ʔ ó ʊ ɴ n o̰ kʰ a ʊ ʔ sʰ w ɛ́
အုန်းမှန်ကူ	ʔ ó ʊ ɴ m̥ à ɴ ɡ ù
အုံး	ʔ ó ʊ ɴ
အူ	ʔ ù
အူမကြီး	ʔ ù m a̰ d͡ʑ í
