ͷ	t͡sʼ
ὕβριν	i v r i n
ὕβριν	y v r i n
ὕβριν	y β r i n
ὕβρισ	h y b r i s
ὕβρισ	h ý b r i s
ὕβρισ	i v r i s
ὕβρισ	y v r i s
ὕβρισ	y β r i s
ὕδατι	h y d a t i
ὕδατι	h ý d a t i
ὕδατι	i ð a t i
ὕδατι	y ð a t i
ὕδεροσ	h y d ɛ r o s
ὕδεροσ	h ý d e r o s
ὕδεροσ	i ð e r o s
ὕδεροσ	y ð e r o s
ὕδη	h y d e
ὕδη	h y d ɛː
ὕδη	i ð i
ὕδη	y ð i
ὕδισσα	h y d i s s a
ὕδισσα	h ý d i s s a
ὕδισσα	i ð i s a
ὕδισσα	y ð i s s a
ὕδνον	h y d n o n
ὕδνον	h ý d n o n
ὕδνον	i ð n o n
ὕδνον	y ð n o n
ὕδρα	h y d r a
ὕδρα	h ý d r aː
ὕδρα	i ð r a
ὕδρα	y ð r a
ὕδραυλισ	h y d r a w l i s
ὕδραυλισ	h ý d r a u̯ l i s
ὕδραυλισ	i ð r a v l i s
ὕδραυλισ	y ð r a v l i s
ὕδραυλισ	y ð r a β l i s
ὕδροσ	h y d r o s
ὕδροσ	h ý d r o s
ὕδροσ	i ð r o s
ὕδροσ	y ð r o s
ὕδωρ	h y d o r
ὕδωρ	h ý d ɔː r
ὕδωρ	i ð o r
ὕδωρ	y ð o r
ὕηττοσ	h y e t t o s
ὕηττοσ	h ý ɛː t t o s
ὕηττοσ	i i t o s
ὕηττοσ	y i t t o s
ὕθλοσ	h y tʰ l o s
ὕθλοσ	h ý tʰ l o s
ὕθλοσ	i θ l o s
ὕθλοσ	y θ l o s
ὕκκαρα	h y k k a r a
ὕκκαρα	h ý k k a r a
ὕκκαρα	i k a r a
ὕκκαρα	y k a r a
ὕκκαρα	y k k a r a
ὕλασ	h y l a s
ὕλασ	h ý l aː s
ὕλασ	i l a s
ὕλασ	y l a s
ὕλη	h y l e
ὕλη	h y̌ː l ɛː
ὕλη	i l i
ὕλη	y l i
ὕλην	h y l e n
ὕλην	h y̌ː l ɛː n
ὕλην	i l i n
ὕλην	y l i n
ὕλησ	h y l e s
ὕλησ	h y̌ː l ɛː s
ὕλησ	i l i s
ὕλησ	y l i s
ὕλλοσ	h y l l o s
ὕλλοσ	h ý l l o s
ὕλλοσ	i l o s
ὕλλοσ	y l l o s
ὕμνοσ	h y m n o s
ὕμνοσ	h ý m n o s
ὕμνοσ	i m n o s
ὕμνοσ	y m n o s
ὕπανισ	h y p a n i s
ὕπανισ	h ý p a n i s
ὕπανισ	i p a n i s
ὕπανισ	y p a n i s
ὕπαξισ	h y p a k s i s
ὕπαξισ	h ý p a k s i s
ὕπαξισ	i p a k s i s
ὕπαξισ	y p a k s i s
ὕπαρ	h y p a r
ὕπαρ	h ý p a r
ὕπαρ	i p a r
ὕπαρ	y p a r
ὕπαρξισ	h y p a r k s i s
ὕπαρξισ	h ý p a r k s i s
ὕπαρξισ	i p a r k s i s
ὕπαρξισ	y p a r k s i s
ὕπατοσ	h y p a t o s
ὕπατοσ	h ý p a t o s
ὕπατοσ	i p a t o s
ὕπατοσ	y p a t o s
ὕπερ	h y p ɛ r
ὕπερ	h ý p e r
ὕπερ	i p e r
ὕπερ	y p e r
ὕπερθε	h y p ɛ r tʰ ɛ
ὕπερθε	h ý p e r tʰ e
ὕπερθε	i p e r θ e
ὕπερθε	y p e r θ e
ὕπερθεν	h y p ɛ r tʰ ɛ n
ὕπερθεν	h ý p e r tʰ e n
ὕπερθεν	i p e r θ e n
ὕπερθεν	y p e r θ e n
ὕπεροσ	h y p ɛ r o s
ὕπεροσ	h ý p e r o s
ὕπεροσ	i p e r o s
ὕπεροσ	y p e r o s
ὕπιοσ	h y p i o s
ὕπιοσ	h ý p i o s
ὕπιοσ	i p i o s
ὕπιοσ	y p i o s
ὕπνον	h y p n o n
ὕπνον	h ý p n o n
ὕπνον	i p n o n
ὕπνον	y p n o n
ὕπνοσ	h y p n o s
ὕπνοσ	h ý p n o s
ὕπνοσ	i p n o s
ὕπνοσ	y p n o s
ὕπνου	h y p n u
ὕπνου	h ý p n oː
ὕπνου	i p n u
ὕπνου	y p n u
ὕπνωι	h y p n o
ὕπνωι	h ý p n ɔː i̯
ὕπνωι	i p n o
ὕπνωι	y p n o
ὕπο	h y p o
ὕπο	h ý p o
ὕπο	i p o
ὕπο	y p o
ὕπτιοσ	h y p t i o s
ὕπτιοσ	h ý p t i o s
ὕπτιοσ	i p t i o s
ὕπτιοσ	y p t i o s
ὕραξ	h y r a k s
ὕραξ	h ý r a k s
ὕραξ	i r a k s
ὕραξ	y r a k s
ὕργισ	h y r ɡ i s
ὕργισ	h ý r ɡ i s
ὕργισ	i r ʝ i s
ὕργισ	y r ɣ i s
ὕργισ	y r ʝ i s
ὕρτακοσ	h y r t a k o s
ὕρτακοσ	h ý r t a k o s
ὕρτακοσ	i r t a k o s
ὕρτακοσ	y r t a k o s
ὕρχη	h y r kʰ e
ὕρχη	h ý r kʰ ɛː
ὕρχη	i r ç i
ὕρχη	y r x i
ὕρχη	y r ç i
ὕσγη	h y z ɡ e
ὕσγη	h ý z ɡ ɛː
ὕσγη	i z ʝ i
ὕσγη	y z ɣ i
ὕσγη	y z ʝ i
ὕσκλοσ	h y s k l o s
ὕσκλοσ	h ý s k l o s
ὕσκλοσ	i s k l o s
ὕσκλοσ	y s k l o s
ὕσμα	h y z m a
ὕσμα	h ý z m a
ὕσμα	i z m a
ὕσμα	y z m a
ὕσπληξ	h y s p l e k s
ὕσπληξ	h ý s p l ɛː k s
ὕσπληξ	i s p l i k s
ὕσπληξ	y s p l i k s
ὕσποροσ	h y s p o r o s
ὕσποροσ	h ý s p o r o s
ὕσποροσ	i s p o r o s
ὕσποροσ	y s p o r o s
ὕσσοσ	h y s s o s
ὕσσοσ	h ý s s o s
ὕσσοσ	i s o s
ὕσσοσ	y s s o s
ὕσσωποσ	h y s s o p o s
ὕσσωποσ	i s o p o s
ὕσσωποσ	y s s o p o s
ὕσταξ	h y s t a k s
ὕσταξ	h ý s t a k s
ὕσταξ	i s t a k s
ὕσταξ	y s t a k s
ὕστατα	h y s t a t a
ὕστατα	h ý s t a t a
ὕστατα	i s t a t a
ὕστατα	y s t a t a
ὕστατον	h y s t a t o n
ὕστατον	h ý s t a t o n
ὕστατον	i s t a t o n
ὕστατον	y s t a t o n
ὕστατοσ	h y s t a t o s
ὕστατοσ	h ý s t a t o s
ὕστατοσ	i s t a t o s
ὕστατοσ	y s t a t o s
ὕστερα	h y s t ɛ r a
ὕστερα	h ý s t e r a
ὕστερα	i s t e r a
ὕστερα	y s t e r a
ὕστερον	h y s t ɛ r o n
ὕστερον	h ý s t e r o n
ὕστερον	i s t e r o n
ὕστερον	y s t e r o n
ὕστεροσ	h y s t ɛ r o s
ὕστεροσ	h ý s t e r o s
ὕστεροσ	i s t e r o s
ὕστεροσ	y s t e r o s
ὕστριξ	h y s t r i k s
ὕστριξ	h ý s t r i k s
ὕστριξ	i s t r i k s
ὕστριξ	y s t r i k s
ὕφασμα	h y pʰ a z m a
ὕφασμα	h ý pʰ a z m a
ὕφασμα	i f a z m a
ὕφασμα	y f a z m a
ὕφασμα	y ɸ a z m a
ὕφεαρ	h y pʰ ɛ a r
ὕφεαρ	h ý pʰ e a r
ὕφεαρ	i f e a r
ὕφεαρ	y f e a r
ὕφεαρ	y ɸ e a r
ὕψαρνοσ	h y p s a r n o s
ὕψαρνοσ	h ý p s a r n o s
ὕψαρνοσ	i p s a r n o s
ὕψαρνοσ	y p s a r n o s
ὕψι	h y p s i
ὕψι	h ý p s i
ὕψι	i p s i
ὕψι	y p s i
ὕψιστα	h y p s i s t a
ὕψιστα	h ý p s i s t a
ὕψιστα	i p s i s t a
ὕψιστα	y p s i s t a
ὕψιστοσ	h y p s i s t o s
ὕψιστοσ	h ý p s i s t o s
ὕψιστοσ	i p s i s t o s
ὕψιστοσ	y p s i s t o s
ὕψοσ	h y p s o s
ὕψοσ	h ý p s o s
ὕψοσ	i p s o s
ὕψοσ	y p s o s
ὕω	h y o
ὕω	h y̌ː ɔː
ὕω	i o
ὕω	y o
ὗλισ	h y l i s
ὗλισ	h ŷː l i s
ὗλισ	i l i s
ὗλισ	y l i s
ὗσ	h y s
ὗσ	h ŷː s
ὗσ	i s
ὗσ	y s
ὠγή	o ɡ e
ὠγή	o ɣ i
ὠγή	o ʝ i
ὠγή	ɔː ɡ ɛ̌ː
ὠγυγία	o ɡ y ɡ i a
ὠγυγία	o ɣ y ɣ i a
ὠγυγία	o ʝ i ʝ i a
ὠγυγία	o ʝ y ʝ i a
ὠγυγία	ɔː ɡ y ɡ í a
ὠδίσ	o d i s
ὠδίσ	o ð i s
ὠδίσ	ɔː d ǐː s
ὠθέω	o tʰ ɛ o
ὠθέω	o θ e o
ὠθέω	ɔː tʰ é ɔː
ὠιά	o a
ὠιά	ɔː i̯ á
ὠιδή	o d e
ὠιδή	o ð i
ὠιδή	ɔː i̯ d ɛ̌ː
ὠιδήν	o d e n
ὠιδήν	o ð i n
ὠιδήν	ɔː i̯ d ɛ̌ː n
ὠιδεῖον	o d i o n
ὠιδεῖον	o ð i o n
ὠιδεῖον	ɔː i̯ d êː o n
ὠιδῆι	o d e
ὠιδῆι	o ð i
ὠιδῆι	ɔː i̯ d ɛ̂ː i̯
ὠιδῆσ	o d e s
ὠιδῆσ	o ð i s
ὠιδῆσ	ɔː i̯ d ɛ̂ː s
ὠικίσθησαν	o c i s θ i s a n
ὠικίσθησαν	o k i s tʰ e s a n
ὠικίσθησαν	o k i s θ i s a n
ὠικίσθησαν	ɔː i̯ k í s tʰ ɛː s a n
ὠιοειδήσ	o o i d e s
ὠιοειδήσ	o o i ð i s
ὠιοειδήσ	ɔː i̯ o eː d ɛ̌ː s
ὠιόν	o o n
ὠιόν	ɔː i̯ ó n
ὠιώδησ	o o d e s
ὠιώδησ	o o ð i s
ὠιώδησ	ɔː i̯ ɔ̌ː d ɛː s
ὠκέα	o c e a
ὠκέα	o k e a
ὠκέα	o k ɛ a
ὠκέα	ɔː k é a
ὠκέασ	o c e a s
ὠκέασ	o k e a s
ὠκέασ	o k ɛ a s
ὠκέασ	ɔː k é a s
ὠκέεσ	o c e e s
ὠκέεσ	o k e e s
ὠκέεσ	o k ɛ ɛ s
ὠκέεσ	ɔː k é e s
ὠκίμινοσ	o c i m i n o s
ὠκίμινοσ	o k i m i n o s
ὠκίμινοσ	ɔː k í m i n o s
ὠκαλέα	o k a l e a
ὠκαλέα	o k a l ɛ a
ὠκαλέα	ɔː k a l é aː
ὠκεανίσ	o c e a n i s
ὠκεανίσ	o k e a n i s
ὠκεανίσ	o k ɛ a n i s
ὠκεανίσ	ɔː k e a n í s
ὠκεανοῖο	o c e a n i o
ὠκεανοῖο	o c e a n y o
ὠκεανοῖο	o k e a n y o
ὠκεανοῖο	o k ɛ a n y o
ὠκεανοῖο	ɔː k e a n ô i̯ o
ὠκεανόσ	o c e a n o s
ὠκεανόσ	o k e a n o s
ὠκεανόσ	o k ɛ a n o s
ὠκεανόσ	ɔː k e a n ó s
ὠκιμοειδέσ	o c i m o i ð e s
ὠκιμοειδέσ	o k i m o i d ɛ s
ὠκιμοειδέσ	o k i m o i ð e s
ὠκιμοειδέσ	ɔː k i m o eː d é s
ὠκύ	o c i
ὠκύ	o c y
ὠκύ	o k y
ὠκύ	ɔː k ý
ὠκύαλοσ	o c i a l o s
ὠκύαλοσ	o c y a l o s
ὠκύαλοσ	o k y a l o s
ὠκύαλοσ	ɔː k ý a l o s
ὠκύθοοσ	o c i θ o o s
ὠκύθοοσ	o c y θ o o s
ὠκύθοοσ	o k y tʰ o o s
ὠκύθοοσ	o k y θ o o s
ὠκύθοοσ	ɔː k ý tʰ o o s
ὠκύποδεσ	o c i p o ð e s
ὠκύποδεσ	o c y p o ð e s
ὠκύποδεσ	o k y p o d ɛ s
ὠκύποδεσ	o k y p o ð e s
ὠκύποδεσ	ɔː k ý p o d e s
ὠκύπουσ	o c i p u s
ὠκύπουσ	o c y p u s
ὠκύπουσ	o k y p u s
ὠκύπουσ	ɔː k ý p oː s
ὠκύροοσ	o c i r o o s
ὠκύροοσ	o c y r o o s
ὠκύροοσ	o k y r o o s
ὠκύροοσ	ɔː k ý r o o s
ὠκύσ	o c i s
ὠκύσ	o c y s
ὠκύσ	o k y s
ὠκύσ	ɔː k ý s
ὠλέκρανον	o l e k r a n o n
ὠλέκρανον	o l ɛ k r a n o n
ὠλέκρανον	ɔː l é k r aː n o n
ὠλένη	o l e n i
ὠλένη	o l ɛ n e
ὠλένη	ɔː l é n ɛː
ὠλήν	o l e n
ὠλήν	o l i n
ὠλήν	ɔː l ɛ̌ː n
ὠλίαροσ	o l i a r o s
ὠλίαροσ	ɔː l í a r o s
ὠλίγγη	o l i ŋ ɡ e
ὠλίγγη	o l i ŋ ɡ i
ὠλίγγη	o l i ɲ ɟ i
ὠλίγγη	ɔː l í ŋ ɡ ɛː
ὠμοπλάτη	o m o p l a t e
ὠμοπλάτη	o m o p l a t i
ὠμοπλάτη	ɔː m o p l á t ɛː
ὠμοτριβήσ	o m o t r i b e s
ὠμοτριβήσ	o m o t r i v i s
ὠμοτριβήσ	o m o t r i β i s
ὠμοτριβήσ	ɔː m o t r i b ɛ̌ː s
ὠμῶν	o m o n
ὠμῶν	ɔː m ɔ̂ː n
ὠμόλινον	o m o l i n o n
ὠμόλινον	ɔː m ó l i n o n
ὠμόν	o m o n
ὠμόν	ɔː m ó n
ὠμόσ	o m o s
ὠμόσ	ɔː m ó s
ὠνέομαι	o n e o m e
ὠνέομαι	o n e o m ɛ
ὠνέομαι	o n ɛ o m ɛ
ὠνέομαι	ɔː n é o m a i̯
ὠνόμασεν	o n o m a s e n
ὠνόμασεν	o n o m a s ɛ n
ὠνόμασεν	ɔː n ó m a s e n
ὠπόσ	o p o s
ὠπόσ	ɔː p ó s
ὠρίων	o r i o n
ὠρίων	ɔː r ǐː ɔː n
ὠρανόσ	o r a n o s
ὠρανόσ	ɔː r a n ó s
ὠρείθυια	o r i tʰ y a
ὠρείθυια	o r i θ i a
ὠρείθυια	o r i θ y a
ὠρείθυια	ɔː r ěː tʰ yː a
ὠρείτησ	o r i t e s
ὠρείτησ	o r i t i s
ὠρείτησ	ɔː r ěː t ɛː s
ὠρεόσ	o r e o s
ὠρεόσ	o r ɛ o s
ὠρεόσ	ɔː r e ó s
ὠρικόν	o r i k o n
ὠρικόν	ɔː r i k ó n
ὠρομέδων	o r o m e ð o n
ὠρομέδων	o r o m ɛ d o n
ὠρομέδων	ɔː r o m é d ɔː n
ὠρυγή	o r i ʝ i
ὠρυγή	o r y ɡ e
ὠρυγή	o r y ɣ i
ὠρυγή	o r y ʝ i
ὠρυγή	ɔː r yː ɡ ɛ̌ː
ὠρωπόσ	o r o p o s
ὠρωπόσ	ɔː r ɔː p ó s
ὠσηέ	o s e ɛ
ὠσηέ	o s i e
ὠσηέ	ɔː s ɛː é
ὠστία	o s t i a
ὠστία	ɔː s t í aː
ὠσχόσ	o s kʰ o s
ὠσχόσ	o s x o s
ὠσχόσ	ɔː s kʰ ó s
ὠτί	o t i
ὠτί	ɔː t í
ὠτίσ	o t i s
ὠτίσ	ɔː t í s
ὠτειλή	o t i l e
ὠτειλή	o t i l i
ὠτειλή	ɔː t eː l ɛ̌ː
ὠτειλῆσ	o t i l e s
ὠτειλῆσ	o t i l i s
ὠτειλῆσ	ɔː t eː l ɛ̂ː s
ὠτογλυφίσ	o t o ɡ l y pʰ i s
ὠτογλυφίσ	o t o ɣ l i f i s
ὠτογλυφίσ	o t o ɣ l y f i s
ὠτογλυφίσ	o t o ɣ l y ɸ i s
ὠτογλυφίσ	ɔː t o ɡ l y pʰ í s
ὠτόσ	o t o s
ὠτόσ	ɔː t ó s
ὠφέλεια	o f e l i a
ὠφέλεια	o pʰ ɛ l i a
ὠφέλεια	o ɸ e l i a
ὠφέλεια	ɔː pʰ é l eː a
ὠφέλιμα	o f e l i m a
ὠφέλιμα	o pʰ ɛ l i m a
ὠφέλιμα	o ɸ e l i m a
ὠφέλιμα	ɔː pʰ é l i m a
ὠφέλιμοσ	o f e l i m o s
ὠφέλιμοσ	o pʰ ɛ l i m o s
ὠφέλιμοσ	o ɸ e l i m o s
ὠφέλιμοσ	ɔː pʰ é l i m o s
ὠφελία	o f e l i a
ὠφελία	o pʰ ɛ l i a
ὠφελία	o ɸ e l i a
ὠφελία	ɔː pʰ e l í aː
ὠφελίαι	o f e l i a
ὠφελίαι	o pʰ ɛ l i a
ὠφελίαι	o ɸ e l i a
ὠφελίαι	ɔː pʰ e l í aː i̯
ὠφελίαν	o f e l i a n
ὠφελίαν	o pʰ ɛ l i a n
ὠφελίαν	o ɸ e l i a n
ὠφελίαν	ɔː pʰ e l í aː n
ὠφελίασ	o f e l i a s
ὠφελίασ	o pʰ ɛ l i a s
ὠφελίασ	o ɸ e l i a s
ὠφελίασ	ɔː pʰ e l í aː s
ὠχρόσ	o kʰ r o s
ὠχρόσ	o x r o s
ὠχρόσ	ɔː kʰ r ó s
ὡνήρ	h o n e r
ὡνήρ	h ɔː n ɛ̌ː r
ὡνήρ	o n i r
ὡράτιοσ	h o r a t i o s
ὡράτιοσ	h ɔː r ǎː t i o s
ὡράτιοσ	o r a t i o s
ὡρολογικόσ	h o r o l o ɡ i k o s
ὡρολογικόσ	h ɔː r o l o ɡ i k ó s
ὡρολογικόσ	o r o l o ɣ i k o s
ὡρολογικόσ	o r o l o ʝ i k o s
ὡρολόγιον	h o r o l o ɡ i o n
ὡρολόγιον	h ɔː r o l ó ɡ i o n
ὡρολόγιον	o r o l o ɣ i o n
ὡρολόγιον	o r o l o ʝ i o n
ὡροσκοπεῖον	h o r o s k o p i o n
ὡροσκοπεῖον	h ɔː r o s k o p êː o n
ὡροσκοπεῖον	o r o s k o p i o n
ὡροσκόπιον	h o r o s k o p i o n
ὡροσκόπιον	h ɔː r o s k ó p i o n
ὡροσκόπιον	o r o s k o p i o n
ὡσ	h o s
ὡσ	h ɔː s
ὡσ	o s
ὡσεί	h o s i
ὡσεί	h ɔː s ěː
ὡσεί	o s i
ὡσηέ	h o s e ɛ
ὡσηέ	h ɔː s ɛː é
ὡσηέ	o s i e
ὤ	o
ὤ	ɔ̌ː
ὤγανον	o ɡ a n o n
ὤγανον	o ɣ a n o n
ὤγανον	ɔ̌ː ɡ a n o n
ὤικησαν	o c i s a n
ὤικησαν	o k e s a n
ὤικησαν	o k i s a n
ὤικησαν	ɔ̌ː i̯ k ɛː s a n
ὤικισαν	o c i s a n
ὤικισαν	o k i s a n
ὤικισαν	ɔ̌ː i̯ k i s a n
ὤικουν	o k u n
ὤικουν	ɔ̌ː i̯ k oː n
ὤιμωξεν	o m o k s e n
ὤιμωξεν	o m o k s ɛ n
ὤιμωξεν	ɔ̌ː i̯ m ɔː k s e n
ὤιχετ'	o kʰ ɛ t o
ὤιχετ'	o x e t o
ὤιχετ'	o ç e t o
ὤιχετ'	ɔ̌ː i̯ kʰ e t o
ὤιχετο	o kʰ ɛ t o
ὤιχετο	o x e t o
ὤιχετο	o ç e t o
ὤιχετο	ɔ̌ː i̯ kʰ e t o
ὤκιμον	o c i m o n
ὤκιμον	o k i m o n
ὤκιμον	ɔ̌ː k i m o n
ὤκινον	o c i n o n
ὤκινον	o k i n o n
ὤκινον	ɔ̌ː k i n o n
ὤλενοσ	o l e n o s
ὤλενοσ	o l ɛ n o s
ὤλενοσ	ɔ̌ː l e n o s
ὤλεσε	o l e s e
ὤλεσε	o l ɛ s ɛ
ὤλεσε	ɔ̌ː l e s e
ὤλετο	o l e t o
ὤλετο	o l ɛ t o
ὤλετο	ɔ̌ː l e t o
ὤμιλλα	o m i l a
ὤμιλλα	o m i l l a
ὤμιλλα	ɔ̌ː m i l l a
ὤμοιιν	o m i i n
ὤμοιιν	o m y i n
ὤμοιιν	ɔ̌ː m o i̯ i n
ὤμοισ	o m i s
ὤμοισ	o m y s
ὤμοισ	ɔ̌ː m o i̯ s
ὤμοισι	o m i s i
ὤμοισι	o m y s i
ὤμοισι	ɔ̌ː m o i̯ s i
ὤμοισιν	o m i s i n
ὤμοισιν	o m y s i n
ὤμοισιν	ɔ̌ː m o i̯ s i n
ὤμουσ	o m u s
ὤμουσ	ɔ̌ː m oː s
ὤμωι	o m o
ὤμωι	ɔ̌ː m ɔː i̯
ὤμων	o m o n
ὤμων	ɔ̌ː m ɔː n
ὤν	o n
ὤν	ɔ̌ː n
ὤρα	o r a
ὤρα	ɔ̌ː r aː
ὤριστοσ	o r i s t o s
ὤριστοσ	ɔ̌ː r i s t o s
ὤρυγγεσ	o r i ɲ ɟ e s
ὤρυγγεσ	o r y ŋ ɡ e s
ὤρυγγεσ	o r y ŋ ɡ ɛ s
ὤρυγγεσ	o r y ɲ ɟ e s
ὤρυγγεσ	ɔ̌ː r y ŋ ɡ e s
ὤτων	o t o n
ὤτων	ɔ̌ː t ɔː n
ὤψ	o p s
ὤψ	ɔ̌ː p s
ὥ	h o
ὥ	h ɔ̌ː
ὥ	o
ὥρα	h o r a
ὥρα	h ɔ̌ː r aː
ὥρα	o r a
ὥρη	h o r e
ὥρη	h ɔ̌ː r ɛː
ὥρη	o r i
ὥρηι	h o r e
ὥρηι	h ɔ̌ː r ɛː i̯
ὥρηι	o r i
ὥρισα	h o r i s a
ὥρισα	h ɔ̌ː r i s a
ὥρισα	o r i s a
ὥρμαινε	h o r m ɛ n ɛ
ὥρμαινε	h ɔ̌ː r m a i̯ n e
ὥρμαινε	o r m e n e
ὥρμαινε	o r m ɛ n e
ὥρμηντο	h o r m e n t o
ὥρμηντο	h ɔ̌ː r m ɛː n t o
ὥρμηντο	o r m i n d o
ὥρμηντο	o r m i n t o
ὥρμησαν	h o r m e s a n
ὥρμησαν	h ɔ̌ː r m ɛː s a n
ὥρμησαν	o r m i s a n
ὥσ	h o s
ὥσ	h ɔ̌ː s
ὥσ	o s
ὥσπερ	h o s p ɛ r
ὥσπερ	h ɔ̌ː s p e r
ὥσπερ	o s p e r
ὥστ'	h o s t
ὥστ'	h ɔ̌ː s t
ὥστ'	o s t
ὥστε	h o s t ɛ
ὥστε	h ɔ̌ː s t e
ὥστε	o s t e
ὦ	o
ὦ	ɔ̂ː
ὦιον	o o n
ὦιον	ɔ̂ː i̯ o n
ὦκα	o k a
ὦκα	ɔ̂ː k a
ὦμεν	o m e n
ὦμεν	o m ɛ n
ὦμεν	ɔ̂ː m e n
ὦμον	o m o n
ὦμον	ɔ̂ː m o n
ὦμοσ	o m o s
ὦμοσ	ɔ̂ː m o s
ὦνον	o n o n
ὦνον	ɔ̂ː n o n
ὦνοσ	o n o s
ὦνοσ	ɔ̂ː n o s
ὦξοσ	o k s o s
ὦξοσ	ɔ̂ː k s o s
ὦπα	o p a
ὦπα	ɔ̂ː p a
ὦρσε	o r s e
ὦρσε	o r s ɛ
ὦρσε	ɔ̂ː r s e
ὦρσεν	o r s e n
ὦρσεν	o r s ɛ n
ὦρσεν	ɔ̂ː r s e n
ὦρτο	o r t o
ὦρτο	ɔ̂ː r t o
ὦσε	o s e
ὦσε	o s ɛ
ὦσε	ɔ̂ː s e
ὦσι	o s i
ὦσι	ɔ̂ː s i
ὦσιν	o s i n
ὦσιν	ɔ̂ː s i n
ὦτα	o t a
ὦτα	ɔ̂ː t a
ὦτοσ	o t o s
ὦτοσ	ɔ̂ː t o s
ὦχοσ	o kʰ o s
ὦχοσ	o x o s
ὦχοσ	ɔ̂ː kʰ o s
ὦχροσ	o kʰ r o s
ὦχροσ	o x r o s
ὦχροσ	ɔ̂ː kʰ r o s
ὧδ'	h o d
ὧδ'	h ɔ̂ː d
ὧδ'	o ð
ὧδε	h o d ɛ
ὧδε	h ɔ̂ː d e
ὧδε	o ð e
ὧι	h o
ὧι	h ɔ̂ː i̯
ὧι	o
ὧιπερ	h o p ɛ r
ὧιπερ	h ɔ̂ː i̯ p e r
ὧιπερ	o p e r
ὧιτινι	h o t i n i
ὧιτινι	h ɔ̂ː i̯ t i n i
ὧιτινι	o t i n i
ὧν	h o n
ὧν	h ɔ̂ː n
ὧν	o n
ὧντινων	h o n t i n o n
ὧντινων	h ɔ̂ː n t i n ɔː n
ὧντινων	o n d i n o n
ὧντινων	o n t i n o n
ὧραι	h o r ɛ
ὧραι	h ɔ̂ː r a i̯
ὧραι	o r e
ὧραι	o r ɛ
ὧροσ	h o r o s
ὧροσ	h ɔ̂ː r o s
ὧροσ	o r o s
ῥά	r a
ῥά	r̥ a
ῥά	r̥ á
ῥάβδοσ	r a v ð o s
ῥάβδοσ	r a β ð o s
ῥάβδοσ	r̥ a b d o s
ῥάβδοσ	r̥ á b d o s
ῥάβδωι	r a v ð o
ῥάβδωι	r a β ð o
ῥάβδωι	r̥ a b d o
ῥάβδωι	r̥ á b d ɔː i̯
ῥάβεννα	r a v e n a
ῥάβεννα	r a v e n n a
ῥάβεννα	r a β e n n a
ῥάβεννα	r̥ a b ɛ n n a
ῥάβεννα	r̥ á b e n n a
ῥάδιξ	r a ð i k s
ῥάδιξ	r̥ a d i k s
ῥάδιξ	r̥ ǎː d iː k s
ῥάιδιον	r a ð i o n
ῥάιδιον	r̥ a d i o n
ῥάιδιον	r̥ áː i̯ d i o n
ῥάιδιοσ	r a ð i o s
ῥάιδιοσ	r̥ a d i o s
ῥάιδιοσ	r̥ áː i̯ d i o s
ῥάιων	r a o n
ῥάιων	r̥ a o n
ῥάιων	r̥ áː i̯ ɔː n
ῥάκινοσ	r a c i n o s
ῥάκινοσ	r a k i n o s
ῥάκινοσ	r̥ a k i n o s
ῥάκινοσ	r̥ á k i n o s
ῥάκοσ	r a k o s
ῥάκοσ	r̥ a k o s
ῥάκοσ	r̥ á k o s
ῥάκτρια	r a k t r i a
ῥάκτρια	r̥ a k t r i a
ῥάκτρια	r̥ á k t r i a
ῥάμμα	r a m a
ῥάμμα	r a m m a
ῥάμμα	r̥ a m m a
ῥάμμα	r̥ á m m a
ῥάμνοσ	r a m n o s
ῥάμνοσ	r̥ a m n o s
ῥάμνοσ	r̥ á m n o s
ῥάμφοσ	r a m f o s
ῥάμφοσ	r a m ɸ o s
ῥάμφοσ	r̥ a m pʰ o s
ῥάμφοσ	r̥ á m pʰ o s
ῥάντισμα	r a n d i z m a
ῥάντισμα	r a n t i z m a
ῥάντισμα	r̥ a n t i z m a
ῥάντισμα	r̥ á n t i z m a
ῥάξ	r a k s
ῥάξ	r̥ a k s
ῥάξ	r̥ ǎː k s
ῥάπτω	r a p t o
ῥάπτω	r̥ a p t o
ῥάπτω	r̥ á p t ɔː
ῥάπυσ	r a p i s
ῥάπυσ	r a p y s
ῥάπυσ	r̥ a p y s
ῥάπυσ	r̥ á p y s
ῥάσμα	r a z m a
ῥάσμα	r̥ a z m a
ῥάσμα	r̥ á z m a
ῥάσσω	r a s o
ῥάσσω	r a s s o
ῥάσσω	r̥ a s s o
ῥάσσω	r̥ ǎː s s ɔː
ῥάφανοσ	r a f a n o s
ῥάφανοσ	r a ɸ a n o s
ῥάφανοσ	r̥ a pʰ a n o s
ῥάφανοσ	r̥ á pʰ a n o s
ῥάφυσ	r a f i s
ῥάφυσ	r a f y s
ῥάφυσ	r a ɸ y s
ῥάφυσ	r̥ a pʰ y s
ῥάφυσ	r̥ á pʰ y s
ῥάχισ	r a x i s
ῥάχισ	r a ç i s
ῥάχισ	r̥ a kʰ i s
ῥάχισ	r̥ á kʰ i s
ῥάψισ	r a p s i s
ῥάψισ	r̥ a p s i s
ῥάψισ	r̥ á p s i s
ῥέα	r e a
ῥέα	r̥ é a
ῥέα	r̥ é aː
ῥέα	r̥ ɛ a
ῥέγμα	r e ɣ m a
