अ	ɐ
शूर	ɕ uː ɾ ɐ
शूर	ɕ úː ɾ ɐ
शूल	ɕ uː l̪ ɐ
शूल	ɕ úː l̪ ɐ
शूशुजान	ɕ uː ɕ u d͡ʑ ɑː n̪ ɐ
शूशुजान	ɕ úː ɕ u d͡ʑ ɑː n̪ ɐ
शृङ्खल	ɕ r̩ ŋ kʰ ɐ l̪ ɐ
शृङ्ग	ɕ r̩ ŋ ɡ ɐ
शृङ्ग	ɕ r̩ ŋ ɡ ɐ́
शृणोति	ɕ r̩ ɳ oː t̪ i
शृणोति	ɕ r̩ ɳ ɐ́ w t̪ i
शॄ	ɕ r̩ː
शेप	ɕ eː p ɐ
शेप	ɕ ɐ́ j p ɐ
शेपस्	ɕ eː p ɐ s̪
शेपस्	ɕ ɐ́ j p ɐ s̪
शेफ	ɕ eː pʰ ɐ
शेफ	ɕ ɐ j pʰ ɐ
शेफस्	ɕ eː pʰ ɐ s̪
शेफस्	ɕ ɐ j pʰ ɐ s̪
शेव	ɕ eː ʋ ɐ
शेव	ɕ ɐ́ j ʋ ɐ
शेष	ɕ eː ʂ ɐ
शेष	ɕ ɐ j ʂ ɐ
शैम्ब्य	ɕ ɑ j m b j ɐ
शैम्ब्य	ɕ ɑː j m b j ɐ
शैव	ɕ ɑ j ʋ ɐ
शैव	ɕ ɑː j ʋ ɐ
शैशव	ɕ ɑ j ɕ ɐ ʋ ɐ
शैशव	ɕ ɑː j ɕ ɐ ʋ ɐ
शोक	ɕ oː k ɐ
शोक	ɕ ɐ w k ɐ́
शोचति	ɕ oː t͡ɕ ɐ t̪ i
शोचति	ɕ ɐ w t͡ɕ ɐ t̪ i
शोचयति	ɕ oː t͡ɕ ɐ j ɐ t̪ i
शोचयति	ɕ ɐ w t͡ɕ ɐ j ɐ t̪ i
शोच्यते	ɕ oː t͡ɕ j ɐ t̪ eː
शोच्यते	ɕ ɐ w t͡ɕ j ɐ t̪ ɐ j
शोधक	ɕ oː d̪ʱ ɐ k ɐ
शोधक	ɕ ɐ w d̪ʱ ɐ k ɐ
शोषयति	ɕ oː ʂ ɐ j ɐ t̪ i
शोषयति	ɕ ɐ w ʂ ɐ́ j ɐ t̪ i
शौर्य	ɕ ɑ w ɾ j ɐ
शौर्य	ɕ ɑ́ː w ɾ j ɐ
श्चन्द्र	ɕ t͡ɕ ɐ n̪ d̪ ɾ ɐ
श्चन्द्र	ɕ t͡ɕ ɐ n̪ d̪ ɾ ɐ́
श्मश्रु	ɕ m ɐ ɕ ɾ u
श्मश्रु	ɕ m ɐ́ ɕ ɾ u
श्याव	ɕ j ɑː ʋ ɐ
श्याव	ɕ j ɑː ʋ ɐ́
श्येन	ɕ j eː n̪ ɐ
श्येन	ɕ j ɐ j n̪ ɐ́
श्रद्दधाति	ɕ ɾ ɐ d̪ d̪ ɐ d̪ʱ ɑː t̪ i
श्रद्दधाति	ɕ ɾ ɐ́ d̪ d̪ ɐ d̪ʱ ɑː t̪ i
श्रद्धा	ɕ ɾ ɐ d̪ d̪ʱ ɑː
श्रद्धा	ɕ ɾ ɐ d̪ d̪ʱ ɑ́ː
श्रमिका	ɕ ɾ ɐ m i k ɑː
श्रम्भति	ɕ ɾ ɐ m bʱ ɐ t̪ i
श्रयति	ɕ ɾ ɐ j ɐ t̪ i
श्रयति	ɕ ɾ ɐ́ j ɐ t̪ i
श्रवण	ɕ ɾ ɐ ʋ ɐ ɳ ɐ
श्रवस्	ɕ ɾ ɐ ʋ ɐ s̪
श्रवस्	ɕ ɾ ɐ́ ʋ ɐ s̪
श्रामणेर	ɕ ɾ ɑː m ɐ ɳ eː ɾ ɐ
श्रामणेर	ɕ ɾ ɑː m ɐ ɳ ɐ j ɾ ɐ
श्रावण	ɕ ɾ ɑː ʋ ɐ ɳ ɐ
श्रिया	ɕ ɾ i j ɑː
श्री	ɕ ɾ iː
श्री	ɕ ɾ íː
श्रीणीतः	ɕ ɾ iː ɳ iː t̪ ɐ h
श्रुत	ɕ ɾ u t̪ ɐ
श्रुत	ɕ ɾ u t̪ ɐ́
श्रुति	ɕ ɾ u t̪ i
श्रुति	ɕ ɾ ú t̪ i
श्रेयस्	ɕ ɾ eː j ɐ s̪
श्रेयस्	ɕ ɾ ɐ́ j j ɐ s̪
श्रेष्ठ	ɕ ɾ eː ʂ ʈʰ ɐ
श्रेष्ठ	ɕ ɾ ɐ́ j i ʂ ʈʰ ɐ
श्रोणि	ɕ ɾ oː ɳ i
श्रोणि	ɕ ɾ ɐ́ w ɳ i
श्रोत्र	ɕ ɾ oː t̪ ɾ ɐ
श्रोत्र	ɕ ɾ ɐ́ w t̪ ɾ ɐ
श्रोमत	ɕ ɾ oː m ɐ t̪ ɐ
श्रोमत	ɕ ɾ ɐ́ w m ɐ t̪ ɐ
श्लक्ष्ण	ɕ l̪ ɐ k ʂ ɳ ɐ
श्लक्ष्ण	ɕ l̪ ɐ k ʂ ɳ ɐ́
श्लाघते	ɕ l̪ ɑː ɡʱ ɐ t̪ eː
श्लाघते	ɕ l̪ ɑ́ː ɡʱ ɐ t̪ ɐ j
श्लिष्यतः	ɕ l̪ i ʂ j ɐ t̪ ɐ h
श्लिष्यति	ɕ l̪ i ʂ j ɐ t̪ i
श्लिष्यन्ति	ɕ l̪ i ʂ j ɐ n̪ t̪ i
श्लिष्यसि	ɕ l̪ i ʂ j ɐ s̪ i
श्लोक	ɕ l̪ oː k ɐ
श्लोक	ɕ l̪ ɐ́ w k ɐ
श्वन्	ɕ ʋ ɐ n̪
श्वन्	ɕ ʋ ɐ́ n̪
श्वशुर	ɕ ʋ ɐ ɕ u ɾ ɐ
श्वशुर	ɕ ʋ ɐ́ ɕ u ɾ ɐ
श्वश्रू	ɕ ʋ ɐ ɕ ɾ uː
श्वश्रू	ɕ ʋ ɐ ɕ ɾ úː
श्वसन	ɕ ʋ ɐ s̪ ɐ n̪ ɐ
श्वसन	ɕ ʋ ɐ s̪ ɐ n̪ ɐ́
श्वस्	ɕ ʋ ɐ s̪
श्वस्	ɕ ʋ ɐ́ s̪
श्वास	ɕ ʋ ɑː s̪ ɐ
श्वास	ɕ ʋ ɑː s̪ ɐ́
श्विन्दताम्	ɕ ʋ i n̪ d̪ ɐ t̪ ɑː m
श्विन्दे	ɕ ʋ i n̪ d̪ eː
श्विन्दे	ɕ ʋ i n̪ d̪ ɐ j
श्वेत	ɕ ʋ eː t̪ ɐ
श्वेत	ɕ ʋ ɐ j t̪ ɐ́
षकार	ʂ ɐ k ɑː ɾ ɐ
षड्विंशति	ʂ ɐ ɖ ʋ ĩ ɕ ɐ t̪ i
षड्विंशति	ʂ ɐ́ ɖ ʋ ĩ ɕ ɐ t̪ i
षण्णवति	ʂ ɐ ɳ ɳ ɐ ʋ ɐ t̪ i
षण्णवति	ʂ ɐ́ ɳ ɳ ɐ ʋ ɐ t̪ i
षण्मास	ʂ ɐ ɳ m ɑː s̪ ɐ
षष्	ʂ ɐ ʂ
षष्	ʂ ɐ́ ʂ
षष्टि	ʂ ɐ ʂ ʈ i
षष्टि	ʂ ɐ ʂ ʈ í
षाण्मासिक	ʂ ɑː ɳ m ɑː s̪ i k ɐ
षाण्मासिक	ʂ ɑː ɳ m ɑː s̪ i k ɐ́
षोडशन्	ʂ oː ɖ ɐ ɕ ɐ n̪
षोडशन्	ʂ ɐ́ w ɖ ɐ ɕ ɐ n̪
षोळशन्	ʂ oː ɭ̆ ɐ ɕ ɐ n̪
षोळशन्	ʂ ɐ w ɭ̆ ɐ ɕ ɐ n̪
ष्ठीवति	ʂ ʈʰ iː ʋ ɐ t̪ i
ष्ठीवति	ʂ ʈʰ íː ʋ ɐ t̪ i
स	s̪ ɐ
स	s̪ ɐ́
संकलन	s̪ ɐ ŋ k ɐ l̪ ɐ n̪ ɐ
संकल्प	s̪ ɐ ŋ k ɐ l̪ p ɐ
संकल्प	s̪ ɐ ŋ k ɐ l̪ p ɐ́
संकल्पः	s̪ ɐ ŋ k ɐ l̪ p ɐ h
संकल्पम्	s̪ ɐ ŋ k ɐ l̪ p ɐ m
संकल्पयोः	s̪ ɐ ŋ k ɐ l̪ p ɐ j oː h
संकल्पयोः	s̪ ɐ ŋ k ɐ l̪ p ɐ j ɐ w h
संकल्पस्य	s̪ ɐ ŋ k ɐ l̪ p ɐ s̪ j ɐ
संकल्पाः	s̪ ɐ ŋ k ɐ l̪ p ɑː h
संकल्पात्	s̪ ɐ ŋ k ɐ l̪ p ɑː t̪
संकल्पानाम्	s̪ ɐ ŋ k ɐ l̪ p ɑː n̪ ɑː m
संकल्पान्	s̪ ɐ ŋ k ɐ l̪ p ɑː n̪
संकल्पाभ्याम्	s̪ ɐ ŋ k ɐ l̪ p ɑː bʱ j ɑː m
संकल्पाय	s̪ ɐ ŋ k ɐ l̪ p ɑː j ɐ
संकल्पासः	s̪ ɐ ŋ k ɐ l̪ p ɑː s̪ ɐ h
संकल्पे	s̪ ɐ ŋ k ɐ l̪ p eː
संकल्पे	s̪ ɐ ŋ k ɐ l̪ p ɐ j
संकल्पेन	s̪ ɐ ŋ k ɐ l̪ p eː n̪ ɐ
संकल्पेन	s̪ ɐ ŋ k ɐ l̪ p ɐ j n̪ ɐ
संकल्पेभिः	s̪ ɐ ŋ k ɐ l̪ p eː bʱ i h
संकल्पेभिः	s̪ ɐ ŋ k ɐ l̪ p ɐ j bʱ i h
संकल्पेभ्यः	s̪ ɐ ŋ k ɐ l̪ p eː bʱ j ɐ h
संकल्पेभ्यः	s̪ ɐ ŋ k ɐ l̪ p ɐ j bʱ j ɐ h
संकल्पेषु	s̪ ɐ ŋ k ɐ l̪ p eː ʂ u
संकल्पेषु	s̪ ɐ ŋ k ɐ l̪ p ɐ j ʂ u
संकल्पैः	s̪ ɐ ŋ k ɐ l̪ p ɑ j h
संकल्पैः	s̪ ɐ ŋ k ɐ l̪ p ɑː j h
संकल्पौ	s̪ ɐ ŋ k ɐ l̪ p ɑ w
संकल्पौ	s̪ ɐ ŋ k ɐ l̪ p ɑː w
संक्रमण	s̪ ɐ ŋ k ɾ ɐ m ɐ ɳ ɐ
संक्रमण	s̪ ɐ ŋ k ɾ ɐ́ m ɐ ɳ ɐ
संक्रमित	s̪ ɐ ŋ k ɾ ɐ m i t̪ ɐ
संगणक	s̪ ɐ ŋ ɡ ɐ ɳ ɐ k ɐ
संगीत	s̪ ɐ ŋ ɡ iː t̪ ɐ
संग्रथन	s̪ ɐ ŋ ɡ ɾ ɐ t̪ʰ ɐ n̪ ɐ
संग्रन्थन	s̪ ɐ ŋ ɡ ɾ ɐ n̪ t̪ʰ ɐ n̪ ɐ
संचारक	s̪ ɐ ɲ t͡ɕ ɑː ɾ ɐ k ɐ
संचालक	s̪ ɐ ɲ t͡ɕ ɑː l̪ ɐ k ɐ
संजय	s̪ ɐ ɲ d͡ʑ ɐ j ɐ
संज्ञा	s̪ ɐ ɲ d͡ʑ ɲ ɑː
संज्ञा	s̪ ɐ ɲ d͡ʑ ɲ ɑ́ː
संज्ञापद	s̪ ɐ ɲ d͡ʑ ɲ ɑː p ɐ d̪ ɐ
संतापयति	s̪ ɐ n̪ t̪ ɑː p ɐ j ɐ t̪ i
संदिह्	s̪ ɐ n̪ d̪ i ɦ
संदेह	s̪ ɐ n̪ d̪ eː ɦ ɐ
संदेह	s̪ ɐ n̪ d̪ ɐ j ɦ ɐ́
संध्या	s̪ ɐ n̪ d̪ʱ j ɑː
संध्या	s̪ ɐ n̪ d̪ʱ j ɑ́ː
संनिरुणद्धि	s̪ ɐ̃ n̪ i ɾ u ɳ ɐ d̪ d̪ʱ i
संनिर्गच्छति	s̪ ɐ̃ n̪ i ɾ ɡ ɐ t t͡ɕʰ ɐ t̪ i
संन्यासिनी	s̪ ɐ̃ n̪ j ɑː s̪ i n̪ iː
संन्यासिन्	s̪ ɐ̃ n̪ j ɑː s̪ i n̪
संन्यासी	s̪ ɐ̃ n̪ j ɑː s̪ iː
संभोग	s̪ ɐ m bʱ oː ɡ ɐ
संभोग	s̪ ɐ m bʱ ɐ́ w ɡ ɐ
संयम	s̪ ɐ̃ j ɐ m ɐ
संयमिनी	s̪ ɐ̃ j ɐ m i n̪ iː
संयमिन्	s̪ ɐ̃ j ɐ m i n̪
संयमी	s̪ ɐ̃ j ɐ m iː
संयुक्त	s̪ ɐ̃ j u k t̪ ɐ
संयुक्त	s̪ ɐ̃́ j u k t̪ ɐ
संयुज्	s̪ ɐ̃ j u d͡ʑ
संयोग	s̪ ɐ̃ j oː ɡ ɐ
संयोग	s̪ ɐ̃ j ɐ w ɡ ɐ
संरक्षित	s̪ ɐ̃ ɾ ɐ k ʂ i t̪ ɐ
संलक्षण	s̪ ɐ̃ l̪ ɐ k ʂ ɐ ɳ ɐ
संलक्ष्	s̪ ɐ̃ l̪ ɐ k ʂ
संलग्न	s̪ ɐ̃ l̪ ɐ ɡ n̪ ɐ
संलयन	s̪ ɐ̃ l̪ ɐ j ɐ n̪ ɐ
संवत्सर	s̪ ɐ̃ ʋ ɐ t̪ s̪ ɐ ɾ ɐ
संवत्सर	s̪ ɐ̃ ʋ ɐ t̪ s̪ ɐ ɾ ɐ́
संवर्धन	s̪ ɐ̃ ʋ ɐ ɾ d̪ʱ ɐ n̪ ɐ
संवहन	s̪ ɐ̃ ʋ ɐ ɦ ɐ n̪ ɐ
संवेग	s̪ ɐ̃ ʋ eː ɡ ɐ
संवेग	s̪ ɐ̃ ʋ ɐ j ɡ ɐ
संसार	s̪ ɐ̃ s̪ ɑː ɾ ɐ
संसिद्धि	s̪ ɐ̃ s̪ i d̪ d̪ʱ i
संस्कृत	s̪ ɐ̃ s̪ k r̩ t̪ ɐ
संस्कृत	s̪ ɐ̃ s̪ k r̩ t̪ ɐ́
संस्कृत	s̪ ɐ̃́ s̪ k r̩ t̪ ɐ
सकार	s̪ ɐ k ɑː ɾ ɐ
सकृत्	s̪ ɐ k r̩ t̪
सकृत्	s̪ ɐ k ŕ̩ t̪
सक्त	s̪ ɐ k t̪ ɐ
सक्त	s̪ ɐ k t̪ ɐ́
सखा	s̪ ɐ kʰ ɑː
सगर्भ्य	s̪ ɐ ɡ ɐ ɾ bʱ j ɐ
सगर्भ्य	s̪ ɐ́ ɡ ɐ ɾ bʱ j ɐ
सङ्ख्या	s̪ ɐ ŋ kʰ j ɑː
सङ्ग	s̪ ɐ ŋ ɡ ɐ
सङ्गणक	s̪ ɐ ŋ ɡ ɐ ɳ ɐ k ɐ
सच	s̪ ɐ t͡ɕ ɐ
सचते	s̪ ɐ t͡ɕ ɐ t̪ eː
सचते	s̪ ɐ́ t͡ɕ ɐ t̪ ɐ j
सचा	s̪ ɐ t͡ɕ ɑː
सचा	s̪ ɐ́ t͡ɕ ɑː
सज्जन	s̪ ɐ d d͡ʑ ɐ n̪ ɐ
सज्जा	s̪ ɐ d d͡ʑ ɑː
सज्जित	s̪ ɐ d d͡ʑ i t̪ ɐ
सज्ज्	s̪ ɐ d d͡ʑ
सञ्जय	s̪ ɐ ɲ d͡ʑ ɐ j ɐ
सञ्ज्	s̪ ɐ ɲ d͡ʑ
सटीक	s̪ ɐ ʈ iː k ɐ
सतर्क	s̪ ɐ t̪ ɐ ɾ k ɐ
सती	s̪ ɐ t̪ iː
सती	s̪ ɐ t̪ íː
सत्	s̪ ɐ t̪
सत्	s̪ ɐ́ t̪
सत्त्र	s̪ ɐ t̪ t̪ ɾ ɐ
सत्त्र	s̪ ɐ t̪ t̪ ɾ ɐ́
सत्त्व	s̪ ɐ t̪ t̪ ʋ ɐ
सत्त्व	s̪ ɐ t̪ t̪ ʋ ɐ́
सत्य	s̪ ɐ t̪ j ɐ
सत्य	s̪ ɐ t̪ j ɐ́
सत्यतया	s̪ ɐ t̪ j ɐ t̪ ɐ j ɑː
सत्यतयोः	s̪ ɐ t̪ j ɐ t̪ ɐ j oː h
सत्यतयोः	s̪ ɐ t̪ j ɐ t̪ ɐ j ɐ w h
सत्यता	s̪ ɐ t̪ j ɐ t̪ ɑː
सत्यताः	s̪ ɐ t̪ j ɐ t̪ ɑː h
सत्यतानाम्	s̪ ɐ t̪ j ɐ t̪ ɑː n̪ ɑː m
सत्यताभिः	s̪ ɐ t̪ j ɐ t̪ ɑː bʱ i h
सत्यताभ्यः	s̪ ɐ t̪ j ɐ t̪ ɑː bʱ j ɐ h
सत्यताभ्याम्	s̪ ɐ t̪ j ɐ t̪ ɑː bʱ j ɑː m
सत्यताम्	s̪ ɐ t̪ j ɐ t̪ ɑː m
सत्यतायाः	s̪ ɐ t̪ j ɐ t̪ ɑː j ɑː h
सत्यतायाम्	s̪ ɐ t̪ j ɐ t̪ ɑː j ɑː m
सत्यतायै	s̪ ɐ t̪ j ɐ t̪ ɑː j ɑ j
सत्यतायै	s̪ ɐ t̪ j ɐ t̪ ɑː j ɑː j
सत्यतासु	s̪ ɐ t̪ j ɐ t̪ ɑː s̪ u
सत्यते	s̪ ɐ t̪ j ɐ t̪ eː
सत्यते	s̪ ɐ t̪ j ɐ t̪ ɐ j
सदस्	s̪ ɐ d̪ ɐ s̪
सदस्	s̪ ɐ́ d̪ ɐ s̪
सदस्पति	s̪ ɐ d̪ ɐ s̪ p ɐ t̪ i
सदस्पति	s̪ ɐ́ d̪ ɐ s̪ p ɐ t̪ i
सदस्य	s̪ ɐ d̪ ɐ s̪ j ɐ
सदस्य	s̪ ɐ d̪ ɐ s̪ j ɐ́
सदा	s̪ ɐ d̪ ɑː
सदा	s̪ ɐ́ d̪ ɑː
सदैव	s̪ ɐ d̪ ɑ j ʋ ɐ
सदैव	s̪ ɐ d̪ ɑː j ʋ ɐ
सन	s̪ ɐ n̪ ɐ
सन	s̪ ɐ́ n̪ ɐ
सनक	s̪ ɐ n̪ ɐ k ɐ
सनक	s̪ ɐ n̪ ɐ k ɐ́
सना	s̪ ɐ n̪ ɑː
सना	s̪ ɐ́ n̪ ɑː
सनातन	s̪ ɐ n̪ ɑː t̪ ɐ n̪ ɐ
सनातन	s̪ ɐ n̪ ɑː t̪ ɐ́ n̪ ɐ
सनिता	s̪ ɐ n̪ i t̪ ɑː
सनितुर्	s̪ ɐ n̪ i t̪ u ɾ
सनितुर्	s̪ ɐ n̪ i t̪ ú ɾ
सनिष्यति	s̪ ɐ n̪ i ʂ j ɐ t̪ i
सनुतर्	s̪ ɐ n̪ u t̪ ɐ ɾ
सनुतर्	s̪ ɐ n̪ u t̪ ɐ́ ɾ
सनुते	s̪ ɐ n̪ u t̪ eː
सनुते	s̪ ɐ n̪ u t̪ ɐ j
सनोति	s̪ ɐ n̪ oː t̪ i
सनोति	s̪ ɐ n̪ ɐ́ w t̪ i
सन्	s̪ ɐ n̪
सन्ति	s̪ ɐ n̪ t̪ i
सन्ति	s̪ ɐ́ n̪ t̪ i
सन्धान	s̪ ɐ n̪ d̪ʱ ɑː n̪ ɐ
सन्यात्	s̪ ɐ n̪ j ɑː t̪
सपत्नी	s̪ ɐ p ɐ t̪ n̪ iː
सपत्नी	s̪ ɐ p ɐ́ t̪ n̪ iː
सप्त	s̪ ɐ p t̪ ɐ
सप्त	s̪ ɐ p t̪ ɐ́
सप्तति	s̪ ɐ p t̪ ɐ t̪ i
सप्तति	s̪ ɐ p t̪ ɐ t̪ í
सप्तदश	s̪ ɐ p t̪ ɐ d̪ ɐ ɕ ɐ
सप्तदश	s̪ ɐ p t̪ ɐ́ d̪ ɐ ɕ ɐ
सप्तन्	s̪ ɐ p t̪ ɐ n̪
सप्तन्	s̪ ɐ p t̪ ɐ́ n̪
सप्तम	s̪ ɐ p t̪ ɐ m ɐ
सप्तम	s̪ ɐ p t̪ ɐ m ɐ́
सप्तविंशति	s̪ ɐ p t̪ ɐ ʋ ĩ ɕ ɐ t̪ i
सप्तविंशति	s̪ ɐ p t̪ ɐ́ ʋ ĩ ɕ ɐ t̪ i
सप्ताह	s̪ ɐ p t̪ ɑː ɦ ɐ
सफल	s̪ ɐ pʰ ɐ l̪ ɐ
सभाजयति	s̪ ɐ bʱ ɑː d͡ʑ ɐ j ɐ t̪ i
सभ्य	s̪ ɐ bʱ j ɐ
सम	s̪ ɐ m ɐ
सम	s̪ ɐ m ɐ́
समकार	s̪ ɐ m ɐ k ɑː ɾ ɐ
समय	s̪ ɐ m ɐ j ɐ
समय	s̪ ɐ m ɐ j ɐ́
समलंकृत	s̪ ɐ m ɐ l̪ ɐ ŋ k r̩ t̪ ɐ
समस्	s̪ ɐ m ɐ s̪
समह	s̪ ɐ m ɐ ɦ ɐ
समा	s̪ ɐ m ɑː
समा	s̪ ɐ́ m ɑː
समाकुरुते	s̪ ɐ m ɑː k u ɾ u t̪ eː
समाकुरुते	s̪ ɐ m ɑː k u ɾ u t̪ ɐ j
समास	s̪ ɐ m ɑː s̪ ɐ
समासेन	s̪ ɐ m ɑː s̪ eː n̪ ɐ
समासेन	s̪ ɐ m ɑː s̪ ɐ j n̪ ɐ
समि	s̪ ɐ m i
समुद्र	s̪ ɐ m u d̪ ɾ ɐ
समुद्र	s̪ ɐ m u d̪ ɾ ɐ́
समूह	s̪ ɐ m uː ɦ ɐ
समूह	s̪ ɐ m uː ɦ ɐ́
सम्	s̪ ɐ m
सम्पत्ति	s̪ ɐ m p ɐ t̪ t̪ i
सम्पादन	s̪ ɐ m p ɑː d̪ ɐ n̪ ɐ
सम्प्रददाति	s̪ ɐ m p ɾ ɐ d̪ ɐ d̪ ɑː t̪ i
सम्भोग	s̪ ɐ m bʱ oː ɡ ɐ
सम्भोग	s̪ ɐ m bʱ ɐ w ɡ ɐ
सम्मुख	s̪ ɐ m m u kʰ ɐ
सम्मुख	s̪ ɐ m m u kʰ ɐ́
सम्राज्	s̪ ɐ m ɾ ɑː d͡ʑ
सम्राज्	s̪ ɐ m ɾ ɑ́ː d͡ʑ
सम्राट्	s̪ ɐ m ɾ ɑː ʈ
सम्राट्	s̪ ɐ m ɾ ɑ́ː ʈ
सरति	s̪ ɐ ɾ ɐ t̪ i
सरति	s̪ ɐ́ ɾ ɐ t̪ i
सरत्	s̪ ɐ ɾ ɐ t̪
सरत्	s̪ ɐ́ ɾ ɐ t̪
सरल	s̪ ɐ ɾ ɐ l̪ ɐ
सरस्	s̪ ɐ ɾ ɐ s̪
सरस्	s̪ ɐ́ ɾ ɐ s̪
सरस्वती	s̪ ɐ ɾ ɐ s̪ ʋ ɐ t̪ iː
सरस्वती	s̪ ɐ́ ɾ ɐ s̪ ʋ ɐ t̪ iː
सरु	s̪ ɐ ɾ u
सरु	s̪ ɐ́ ɾ u
सरोज	s̪ ɐ ɾ oː d͡ʑ ɐ
सरोज	s̪ ɐ ɾ ɐ w d͡ʑ ɐ
सर्ग	s̪ ɐ ɾ ɡ ɐ
सर्जन	s̪ ɐ ɾ d͡ʑ ɐ n̪ ɐ
सर्जन	s̪ ɐ́ ɾ d͡ʑ ɐ n̪ ɐ
सर्प	s̪ ɐ ɾ p ɐ
सर्प	s̪ ɐ ɾ p ɐ́
सर्पिस्	s̪ ɐ ɾ p i s̪
सर्पिस्	s̪ ɐ ɾ p í s̪
सर्म	s̪ ɐ ɾ m ɐ
सर्म	s̪ ɐ́ ɾ m ɐ
सर्व	s̪ ɐ ɾ ʋ ɐ
सर्व	s̪ ɐ́ ɾ ʋ ɐ
सर्वनामन्	s̪ ɐ ɾ ʋ ɐ n̪ ɑː m ɐ n̪
सर्षप	s̪ ɐ ɾ ʂ ɐ p ɐ
सव	s̪ ɐ ʋ ɐ
सव	s̪ ɐ ʋ ɐ́
सवितृ	s̪ ɐ ʋ i t̪ r̩
सवितृ	s̪ ɐ ʋ i t̪ ŕ̩
सवीमन्	s̪ ɐ ʋ iː m ɐ n̪
सवीमन्	s̪ ɐ́ ʋ iː m ɐ n̪
सव्य	s̪ ɐ ʋ j ɐ
सव्य	s̪ ɐ ʋ j ɐ́
सस	s̪ ɐ s̪ ɐ
सस	s̪ ɐ s̪ ɐ́
ससान	s̪ ɐ s̪ ɑː n̪ ɐ
सस्पिञ्जर	s̪ ɐ s̪ p i ɲ d͡ʑ ɐ ɾ ɐ
सस्पिञ्जर	s̪ ɐ s̪ p í ɲ d͡ʑ ɐ ɾ ɐ
सस्य	s̪ ɐ s̪ j ɐ
सस्य	s̪ ɐ s̪ j ɐ́
सस्वार	s̪ ɐ s̪ ʋ ɑː ɾ ɐ
सह	s̪ ɐ ɦ ɐ
सह	s̪ ɐ ɦ ɐ́
सहति	s̪ ɐ ɦ ɐ t̪ i
सहते	s̪ ɐ ɦ ɐ t̪ eː
सहते	s̪ ɐ́ ɦ ɐ t̪ ɐ j
सहवास	s̪ ɐ ɦ ɐ ʋ ɑː s̪ ɐ
सहवास	s̪ ɐ ɦ ɐ́ ʋ ɑː s̪ ɐ
सहस्	s̪ ɐ ɦ ɐ s̪
सहस्	s̪ ɐ́ ɦ ɐ s̪
सहस्र	s̪ ɐ ɦ ɐ s̪ ɾ ɐ
सहस्र	s̪ ɐ ɦ ɐ́ s̪ ɾ ɐ
सहस्रिमान	s̪ ɐ ɦ ɐ s̪ ɾ i m ɑː n̪ ɐ
साकम्	s̪ ɑː k ɐ m
साकम्	s̪ ɑː k ɐ́ m
साक्षिणी	s̪ ɑː k ʂ i ɳ iː
साक्षिन्	s̪ ɑː k ʂ i n̪
साक्षी	s̪ ɑː k ʂ iː
साढ	s̪ ɑː ɖʱ ɐ
साढ	s̪ ɑː ɖʱ ɐ́
साढृ	s̪ ɑː ɖʱ r̩
साढृ	s̪ ɑ́ː ɖʱ r̩
सात	s̪ ɑː t̪ ɐ
सात	s̪ ɑː t̪ ɐ́
साद	s̪ ɑː d̪ ɐ
साद	s̪ ɑː d̪ ɐ́
सादः	s̪ ɑː d̪ ɐ h
सादम्	s̪ ɑː d̪ ɐ m
सादयोः	s̪ ɑː d̪ ɐ j oː h
सादयोः	s̪ ɑː d̪ ɐ j ɐ w h
सादस्य	s̪ ɑː d̪ ɐ s̪ j ɐ
सादाः	s̪ ɑː d̪ ɑː h
सादात्	s̪ ɑː d̪ ɑː t̪
सादानाम्	s̪ ɑː d̪ ɑː n̪ ɑː m
सादान्	s̪ ɑː d̪ ɑː n̪
सादाभ्याम्	s̪ ɑː d̪ ɑː bʱ j ɑː m
सादाय	s̪ ɑː d̪ ɑː j ɐ
सादासः	s̪ ɑː d̪ ɑː s̪ ɐ h
सादे	s̪ ɑː d̪ eː
सादे	s̪ ɑː d̪ ɐ j
सादेन	s̪ ɑː d̪ eː n̪ ɐ
सादेन	s̪ ɑː d̪ ɐ j n̪ ɐ
सादेभिः	s̪ ɑː d̪ eː bʱ i h
सादेभिः	s̪ ɑː d̪ ɐ j bʱ i h
सादेभ्यः	s̪ ɑː d̪ eː bʱ j ɐ h
सादेभ्यः	s̪ ɑː d̪ ɐ j bʱ j ɐ h
सादेषु	s̪ ɑː d̪ eː ʂ u
सादेषु	s̪ ɑː d̪ ɐ j ʂ u
सादैः	s̪ ɑː d̪ ɑ j h
सादैः	s̪ ɑː d̪ ɑː j h
सादौ	s̪ ɑː d̪ ɑ w
सादौ	s̪ ɑː d̪ ɑː w
साधु	s̪ ɑː d̪ʱ u
साधु	s̪ ɑː d̪ʱ ú
साध्य	s̪ ɑː d̪ʱ j ɐ
साध्य	s̪ ɑː d̪ʱ j ɐ́
साध्वलंकृत	s̪ ɑː d̪ʱ ʋ ɐ l̪ ɐ ŋ k r̩ t̪ ɐ
साप्ताहिक	s̪ ɑː p t̪ ɑː ɦ i k ɐ
साम	s̪ ɑː m ɐ
सामन्	s̪ ɑː m ɐ n̪
सामन्	s̪ ɑ́ː m ɐ n̪
सामवेद	s̪ ɑː m ɐ ʋ eː d̪ ɐ
सामवेद	s̪ ɑ́ː m ɐ ʋ ɐ j d̪ ɐ́
सामान्य	s̪ ɑː m ɑː n̪ j ɐ
