aaleniano	aleˈnjano
reproducciones	repɾoduɡˈsjones
reproductividad	repɾoduɡtibiˈdad
reproductivos	repɾoduɡˈtibos
reproductores	repɾoduɡˈtoɾes
reprogramada	repɾoɡɾaˈmada
reprogramadas	repɾoɡɾaˈmadas
reprogramados	repɾoɡɾaˈmados
reptadas	rebˈtadas
reptado	rebˈtado
reptante	rebˈtante
reptilas	rebˈtilas
repudiadas	repuˈdjadas
repudiado	repuˈdjado
repudiare	repuˈdjaɾe
repudio	reˈpudjo
repuesta	reˈpwesta
repuestas	reˈpwestas
repuestos	reˈpwestos
repugnada	repuɡˈnada
repugnadas	repuɡˈnadas
repugnado	repuɡˈnado
repugnados	repuɡˈnados
repugnamos	repuɡˈnamos
repulsada	repulˈsada
repulsado	repulˈsado
reputación	reputaˈθjon
reputación	reputaˈsjon
requebrada	rekeˈbɾada
requebrar	rekeˈbɾaɾ
requerida	rekeˈɾida
requeridos	rekeˈɾidos
requetebién	re.ke.teˈβjen
requiebro	reˈkjebɾo
Requinoa	rekiˈnoa
res	res
resaca	reˈsaka
resbalar	resbaˈlaɾ
rescatada	reskaˈtada
rescatadas	reskaˈtadas
rescatado	reskaˈtado
rescatados	reskaˈtados
rescatar	reskaˈtaɾ
rescindida	resθinˈdida
rescindida	ressinˈdida
rescindidas	resθinˈdidas
rescindidas	ressinˈdidas
resecados	reseˈkados
resello	reˈseʎo
resello	reˈseɟ͡ʝo
resemblado	resemˈblado
resemblados	resemˈblados
resembrada	resemˈbɾada
resembrado	resemˈbɾado
reseñada	reseˈɲada
reseñado	reseˈɲado
resero	reˈseɾo
reserva	reˈserba
reservada	reserˈbada
reservado	reserˈbado
reservados	reserˈbados
reservamos	reserˈbamos
reservando	reserˈbando
reservar	reserˈbaɾ
resfriada	resˈfɾjada
resfriadas	resˈfɾjadas
resfriado	resˈfɾjado
resfriados	resˈfɾjados
resguardados	resɡwarˈdados
resguardamos	resɡwarˈdamos
resguardando	resɡwarˈdando
residenciado	residenˈθjado
residenciado	residenˈsjado
residenciados	residenˈθjados
residenciados	residenˈsjados
resideño	resiˈdeɲo
residente	resiˈdente
residida	resiˈdida
resididas	resiˈdidas
residido	resiˈdido
resididos	resiˈdidos
residual	resiˈdwal
resignación	resiɡnaˈθjon
resignación	resiɡnaˈsjon
resignada	resiɡˈnada
resignados	resiɡˈnados
resincronizado	resinkɾoniˈθado
resincronizado	resinkɾoniˈsado
resincronizados	resinkɾoniˈθados
resincronizados	resinkɾoniˈsados
resinero	resiˈneɾo
resinosa	resiˈnosa
resinoso	resiˈnoso
resistidas	resisˈtidas
resistido	resisˈtido
resistidos	resisˈtidos
resituada	resiˈtwada
resituadas	resiˈtwadas
resituado	resiˈtwado
resituados	resiˈtwados
resondrar	resonˈdɾaɾ
resopladas	resoˈpladas
resoplados	resoˈplados
respectada	respeɡˈtada
respectadas	respeɡˈtadas
respectado	respeɡˈtado
respectados	respeɡˈtados
respectivas	respeɡˈtibas
respetada	respeˈtada
respetadas	respeˈtadas
respetado	respeˈtado
respetados	respeˈtados
respingadas	respinˈɡadas
respingados	respinˈɡados
respiración	respiɾaˈθjon
respiración	respiɾaˈsjon
respiradas	respiˈɾadas
respirado	respiˈɾado
respirados	respiˈɾados
respirar	respiˈɾaɾ
respiras	resˈpiɾas
respiratoria	respiɾaˈtoɾja
respiratorias	respiɾaˈtoɾjas
respiratorios	respiɾaˈtoɾjos
respiré	respiˈɾe
respirés	respiˈɾes
respiro	resˈpiɾo
resplandecida	resplandeˈθida
resplandecida	resplandeˈsida
resplandecidas	resplandeˈθidas
resplandecidas	resplandeˈsidas
resplandecido	resplandeˈθido
resplandecido	resplandeˈsido
resplandecidos	resplandeˈθidos
resplandecidos	resplandeˈsidos
responda	resˈponda
respondamos	responˈdamos
respondas	resˈpondas
responde	resˈponde
respondemos	responˈdemos
responderá	respondeˈɾa
responderás	respondeˈɾas
responderíamos	respondeˈɾiamos
respondes	resˈpondes
respondida	responˈdida
respondido	responˈdido
respondo	resˈpondo
responsabilizadas	responsabiliˈθadas
responsabilizadas	responsabiliˈsadas
responsabilizamos	responsabiliˈθamos
responsabilizamos	responsabiliˈsamos
responsabilizando	responsabiliˈθando
responsabilizando	responsabiliˈsando
restablecer	restableˈθeɾ
restablecer	restableˈseɾ
restablecido	restableˈθido
restablecido	restableˈsido
restablecidos	restableˈθidos
restablecidos	restableˈsidos
restada	resˈtada
restado	resˈtado
restados	resˈtados
restamos	resˈtamos
restaurada	restauˈɾada
restaurado	restauˈɾado
restaurados	restauˈɾados
restauramos	restauˈɾamos
restaurante	restauˈɾante
restituida	restiˈtwida
restituidas	restiˈtwidas
restituido	restiˈtwido
restituidos	restiˈtwidos
resto	ˈresto
restorán	restoˈɾan
restringida	restɾinˈxida
restringido	restɾinˈxido
restructurado	restɾuɡtuˈɾado
resultamos	resulˈtamos
resurgimiento	resurxiˈmjento
retada	reˈtada
retadas	reˈtadas
retado	reˈtado
Retalhuleu	retaluˈleu
retamo	reˈtamo
retardada	retarˈdada
retardados	retarˈdados
retardamos	retarˈdamos
retemplar	retemˈplaɾ
retenedor	reteneˈdoɾ
reticulado	retikuˈlado
retimbrada	retimˈbɾada
retimbradas	retimˈbɾadas
retimbrados	retimˈbɾados
retináculo	retiˈnakulo
retináculos	retiˈnakulos
retinal	retiˈnal
retirados	retiˈɾados
retiramos	retiˈɾamos
retirar	retiˈɾaɾ
retirará	retiɾaˈɾa
retiráramos	retiˈɾaɾamos
retirareis	retiˈɾaɾeis
retiraremos	retiɾaˈɾemos
retirares	retiˈɾaɾes
retiras	reˈtiɾas
retiremos	retiˈɾemos
retiros	reˈtiɾos
retituladas	retituˈladas
retitulado	retituˈlado
retitulados	retituˈlados
reto	ˈreto
retocado	retoˈkado
retomado	retoˈmado
retoñadas	retoˈɲadas
retoñados	retoˈɲados
retoque	reˈtoke
retorcer	retoɾˈθeɾ
retorcer	retorˈseɾ
retorcida	retoɾˈθida
retorcida	retorˈsida
retorcidas	retoɾˈθidas
retorcidas	retorˈsidas
retorcidos	retoɾˈθidos
retorcidos	retorˈsidos
retornada	retorˈnada
retornado	retorˈnado
retornados	retorˈnados
retornamos	retorˈnamos
retornar	retorˈnaɾ
retractado	retɾaɡˈtado
retractados	retɾaɡˈtados
retraída	retɾaˈida
retraídas	retɾaˈidas
retraído	retɾaˈido
retraídos	retɾaˈidos
retraimiento	retɾaiˈmjento
retranqueado	retɾankeˈado
retransmitida	retɾansmiˈtida
retransmitidas	retɾansmiˈtidas
retransmitido	retɾansmiˈtido
retrasada	retɾaˈsada
retrasadas	retɾaˈsadas
retrasado	retɾaˈsado
retrasar	retɾaˈsaɾ
retrasé	retɾaˈse
retraso	reˈtɾaso
retrasó	retɾaˈso
retratada	retɾaˈtada
retratados	retɾaˈtados
retroiluminada	retɾoilumiˈnada
retroiluminar	retɾoilumiˈnaɾ
retromandibular	retɾomandibuˈlaɾ
retroperitoneal	retɾopeɾitoneˈal
retrotraída	retɾotɾaˈida
retrovendida	retɾobenˈdida
retrovendido	retɾobenˈdido
retruca	reˈtɾuka
retrucamos	retɾuˈkamos
retrucareis	retɾuˈkaɾeis
retrucares	retɾuˈkaɾes
retrucaría	retɾukaˈɾia
retrucaríamos	retɾukaˈɾiamos
retrucas	reˈtɾukas
retrucaste	retɾuˈkaste
retruque	reˈtɾuke
retruquemos	retɾuˈkemos
retruques	reˈtɾukes
retuerzo	reˈtwerθo
retuerzo	reˈtwerso
retuiteado	retwiteˈado
retuiteados	retwiteˈados
retumbado	retumˈbado
reubicadas	reubiˈkadas
reúnas	reˈunas
reunidos	reuˈnidos
reunificadas	reunifiˈkadas
reunificados	reunifiˈkados
reusada	reuˈsada
reutilizado	reutiliˈθado
reutilizado	reutiliˈsado
reutilizados	reutiliˈθados
reutilizados	reutiliˈsados
revacunar	rebakuˈnaɾ
revalorizada	rebaloɾiˈθada
revalorizada	rebaloɾiˈsada
revalorizado	rebaloɾiˈθado
revalorizado	rebaloɾiˈsado
revalorizados	rebaloɾiˈθados
revalorizados	rebaloɾiˈsados
revelada	rebeˈlada
revelados	rebeˈlados
revelamos	rebeˈlamos
revenida	rebeˈnida
revenidas	rebeˈnidas
reventador	rebentaˈdoɾ
reverbero	reberˈbeɾo
reverdecida	reberdeˈθida
reverdecida	reberdeˈsida
reverdecido	reberdeˈθido
reverdecido	reberdeˈsido
reverenciados	rebeɾenˈθjados
reverenciados	rebeɾenˈsjados
reverenciamos	rebeɾenˈθjamos
reverenciamos	rebeɾenˈsjamos
reversadas	reberˈsadas
reversado	reberˈsado
reversar	reberˈsaɾ
revertida	reberˈtida
revertido	reberˈtido
revés	reˈbes
revesada	rebeˈsada
revesadas	rebeˈsadas
revesados	rebeˈsados
revirado	rebiˈɾado
revisada	rebiˈsada
revisados	rebiˈsados
revisamos	rebiˈsamos
revisión	rebiˈsjon
revisionada	rebisjoˈnada
revisionado	rebisjoˈnado
revisitada	rebisiˈtada
revisitadas	rebisiˈtadas
revisitados	rebisiˈtados
revistada	rebisˈtada
revistamos	rebisˈtamos
revisteril	rebisteˈɾil
revitalización	rebitaliθaˈθjon
revitalización	rebitalisaˈsjon
revitalizada	rebitaliˈθada
revitalizada	rebitaliˈsada
revitalizadas	rebitaliˈθadas
revitalizadas	rebitaliˈsadas
revitalizado	rebitaliˈθado
revitalizado	rebitaliˈsado
revitalizados	rebitaliˈθados
revitalizados	rebitaliˈsados
revolución	reboluˈθjon
revolución	reboluˈsjon
revolucionada	reboluθjoˈnada
revolucionada	rebolusjoˈnada
revolucionado	reboluθjoˈnado
revolucionado	rebolusjoˈnado
revuelta	reˈbwelta
rey	ˈrei
Reyna	ˈreina
rezada	reˈθada
rezada	reˈsada
rezado	reˈθado
rezado	reˈsado
rezagado	reθaˈɡado
rezagado	resaˈɡado
rezagados	reθaˈɡados
rezagados	resaˈɡados
rezamos	reˈθamos
rezamos	reˈsamos
rezumada	reθuˈmada
rezumada	resuˈmada
rezumado	reθuˈmado
rezumado	resuˈmado
rezumados	reθuˈmados
rezumados	resuˈmados
rezurcir	reθuɾˈθiɾ
rezurcir	resurˈsiɾ
rho	ˈro
rhodesianos	rodeˈsjanos
ría	ˈria
riachuelo	rjaˈt͡ʃwelo
riata	ˈrjata
ribadoquín	ribadoˈkin
ridículo	riˈdikulo
riesgo	ˈrjesɡo
rifa	ˈrifa
rifadas	riˈfadas
rifados	riˈfados
rígida	ˈrixida
rigoroso	riɡoˈɾoso
rijo	ˈrixo
rimados	riˈmados
rimamos	riˈmamos
rinal	riˈnal
riñen	ˈriɲen
ringadas	rinˈɡadas
rinoceronte	rino̞θe̞ˈɾo̞nte̞
rinoceronte	rino̞se̞ˈɾo̞nte̞
rinoconjuntivitis	rinokonxuntiˈbitis
rinolito	rinoˈlito
río	ˈrio
riobambeño	rjobamˈbeɲo
rioja	ˈrjoxa
riojana	rjoˈxana
riojano	rjoˈxano
riojanos	rjoˈxanos
ripeaste	ripeˈaste
riproximina	ripɾoɡsiˈmina
risa	ˈrisa
risco	ˈrisko
riscosas	risˈkosas
riscoso	risˈkoso
riscosos	risˈkosos
rítmicamente	ˌridmikaˈmente
ritmo	ˈrit.mo
rito	ˈrito
ritualizar	ritwaliˈθaɾ
ritualizar	ritwaliˈsaɾ
rivalizada	ribaliˈθada
rivalizada	ribaliˈsada
rivalizadas	ribaliˈθadas
rivalizadas	ribaliˈsadas
rivalizado	ribaliˈθado
rivalizado	ribaliˈsado
rivalizados	ribaliˈθados
rivalizados	ribaliˈsados
rivalizamos	ribaliˈθamos
rivalizamos	ribaliˈsamos
Rivas	ˈribas
Rivero	riˈbeɾo
rizada	riˈθada
rizada	riˈsada
rizadas	riˈθadas
rizadas	riˈsadas
rizado	riˈθado
rizado	riˈsado
rizador	riθaˈdoɾ
rizador	risaˈdoɾ
rizados	riˈθados
rizados	riˈsados
rizar	riˈθaɾ
rizar	riˈsaɾ
rizoma	riˈθoma
rizoma	riˈsoma
ro	ˈro
Roa	ˈroa
roan	ˈro.an
roano	roˈano
robada	roˈbada
robar	roˈbaɾ
roble	ˈroble
robo	ˈrobo
roboticé	robotiˈθe
roboticé	robotiˈse
robotizable	robotiˈθable
robotizable	robotiˈsable
robotizada	robotiˈθada
robotizada	robotiˈsada
robotizadas	robotiˈθadas
robotizadas	robotiˈsadas
robotizado	robotiˈθado
robotizado	robotiˈsado
robotizados	robotiˈθados
robotizados	robotiˈsados
robotizar	robotiˈθaɾ
robotizar	robotiˈsaɾ
robotizo	roboˈtiθo
robotizo	roboˈtiso
robre	ˈrobɾe
rocas	ˈrokas
roce	ˈroθe
roce	ˈrose
rociadas	roˈθjadas
rociadas	roˈsjadas
rociera	roˈθjeɾa
rociera	roˈsjeɾa
rociero	roˈθjeɾo
rociero	roˈsjeɾo
rocín	roˈθin
rockola	roɡˈkola
roco	ˈroko
rocódromo	roˈkodɾomo
rocola	roˈkola
rocos	ˈrokos
roda	ˈroda
rodada	roˈdada
rodal	roˈdal
rodamos	roˈdamos
rodando	roˈdando
rodante	roˈdante
rodar	roˈdaɾ
rodara	roˈdaɾa
rodará	rodaˈɾa
rodarás	rodaˈɾas
rodareis	roˈdaɾeis
rodares	roˈdaɾes
rodaríamos	rodaˈɾiamos
rodaste	roˈdaste
rodeada	rodeˈada
rodeadas	rodeˈadas
rodeados	rodeˈados
rodeamos	rodeˈamos
rodemos	roˈdemos
Rodesia	roˈdesja
rodesiana	rodeˈsjana
rodesiano	rodeˈsjano
rodesianos	rodeˈsjanos
rodete	roˈdete
rodó	roˈdo
rododendro	rodoˈdendɾo
roentgenio	ro.entˈxe.njo
roentgenio	roe̯ntˈxe.njo
rogado	roˈɡado
rogamos	roˈɡamos
rogando	roˈɡando
rogar	roˈɡaɾ
rogará	roɡaˈɾa
rogaríamos	roɡaˈɾiamos
rogaste	roˈɡaste
roguemos	roˈɡemos
roheo	roˈeo
roja	ˈroxa
rojas	ˈroxas
rojeado	roxeˈado
Rojigualda	roxiˈɡwalda
Román	roˈman
romanas	roˈmanas
romance	roˈmanθe
romance	roˈmanse
romanceadas	romanθeˈadas
romanceadas	romanseˈadas
romanceado	romanθeˈado
romanceado	romanseˈado
romances	roˈmanθes
romances	roˈmanses
romanizados	romaniˈθados
romanizados	romaniˈsados
romanos	roˈmanos
romantizada	romantiˈθada
romantizada	romantiˈsada
romanzada	romanˈθada
romanzada	romanˈsada
rompidas	romˈpidas
rompope	romˈpope
roncadas	ronˈkadas
roncado	ronˈkado
roncamos	ronˈkamos
ronce	ˈronθe
ronce	ˈronse
roncón	ronˈkon
roncopatía	ronkopaˈtia
ronera	roˈneɾa
Ronquillo	ronˈkiʎo
Ronquillo	ronˈkiɟ͡ʝo
ronroneada	ronroneˈada
ronroneadas	ronroneˈadas
ronroneado	ronroneˈado
rosal	roˈsal
rosaleda	rosaˈleda
Rosalía	rosaˈlia
rosquilleta	roskiˈʎeta
rosquilleta	roskiˈɟ͡ʝeta
rostizada	rostiˈθada
rostizada	rostiˈsada
rostizadas	rostiˈθadas
rostizadas	rostiˈsadas
rostizados	rostiˈθados
rostizados	rostiˈsados
rostizar	rostiˈθaɾ
rostizar	rostiˈsaɾ
rotacismo	rotaˈθismo
rotacismo	rotaˈsismo
rotado	roˈtado
rotados	roˈtados
rotar	roˈtaɾ
rotas	ˈrotas
rotonda	roˈtonda
rótula	ˈro.tu.la
rotulada	rotuˈlada
rotulados	rotuˈlados
rotunda	roˈtunda
rotundos	roˈtundos
roturada	rotuˈɾada
roturadas	rotuˈɾadas
roturado	rotuˈɾado
rousseaunianas	rusoˈnjanas
rousseauniano	rusoˈnjano
rousseaunianos	rusoˈnjanos
Roxana	roɡˈsana
roxolanos	roɡsoˈlanos
roya	ˈroɟ͡ʝa
rozada	roˈθada
rozada	roˈsada
rozadas	roˈθadas
rozadas	roˈsadas
rozados	roˈθados
rozados	roˈsados
rozo	ˈroθo
rozo	ˈroso
Ruanda	ˈrwanda
rúbeo	ˈrubeo
rubí	ruˈβi
rubio	ˈrubjo
rubor	ruˈboɾ
ruborizada	ruboɾiˈθada
ruborizada	ruboɾiˈsada
ruborizado	ruboɾiˈθado
ruborizado	ruboɾiˈsado
ruborizar	ruboɾiˈθaɾ
ruborizar	ruboɾiˈsaɾ
rubricada	rubɾiˈkada
rubricado	rubɾiˈkado
rubricados	rubɾiˈkados
ruda	ˈruda
rueda	ˈrweda
ruge	ˈruxe
rugidas	ruˈxidas
rugidos	ruˈxidos
ruibarbo	rwiˈbarbo
ruin	ˈrwin
ruina	ˈrwina
ruinada	rwiˈnada
ruinado	rwiˈnado
ruinados	rwiˈnados
ruinas	ˈrwinas
ruindad	rwinˈdað
ruladas	ruˈladas
Rumanía	rumaˈnia
rumanos	ruˈmanos
rumbeado	rumbeˈado
rumbeados	rumbeˈados
rumbo	ˈrumbo
rumiamos	ruˈmjamos
rumoradas	rumoˈɾadas
rumorados	rumoˈɾados
rumoreado	rumoɾeˈado
rumoreados	rumoɾeˈados
runa	ˈru.na
runo	ˈruno
runruneadas	runruneˈadas
rupestrología	rupestɾoloˈxia
ruralismo	ruɾaˈlismo
Rusia	ˈrusja
rusificada	rusifiˈkada
rusificadas	rusifiˈkadas
rusificado	rusifiˈkado
ruso	ˈruso
rústico	ˈrus.ti.ko
s	s
s	s̺
s	s̄
s	ˈese
sábado	ˈsabado
sabandija	sabanˈdixa
sabatina	sabaˈtina
sabatinas	sabaˈtinas
sabatino	sabaˈtino
sabe	ˈsabe
sabedor	sabeˈdoɾ
sabelotodo	sabeloˈtodo
sabelotodos	sabeloˈtodos
sabida	saˈbida
sabiduría	sabiduˈɾia
sabihondo	sabiˈondo
sabionda	saˈbjonda
sabiondos	saˈbjondos
sabor	saˈboɾ
sacada	saˈkada
sacado	saˈkado
sacapuntas	ˌsakaˈpuntas
sacar	saˈkaɾ
sacárido	saˈkaɾido
saciados	saˈθjados
saciados	saˈsjados
sacrafamiliano	sakɾafamiˈljano
sacrafamilianos	sakɾafamiˈljanos
sacralizada	sakɾaliˈθada
sacralizada	sakɾaliˈsada
sacralizadas	sakɾaliˈθadas
sacralizadas	sakɾaliˈsadas
sacralizado	sakɾaliˈθado
sacralizado	sakɾaliˈsado
sacralizados	sakɾaliˈθados
sacralizados	sakɾaliˈsados
sacralizando	sakɾaliˈθando
sacralizando	sakɾaliˈsando
sacralizara	sakɾaliˈθaɾa
sacralizara	sakɾaliˈsaɾa
sacralizará	sakɾaliθaˈɾa
sacralizará	sakɾalisaˈɾa
sacralizaras	sakɾaliˈθaɾas
sacralizaras	sakɾaliˈsaɾas
sacralizarás	sakɾaliθaˈɾas
sacralizarás	sakɾalisaˈɾas
sacralizaréis	sakɾaliθaˈɾeis
sacralizaréis	sakɾalisaˈɾeis
sacralizaremos	sakɾaliθaˈɾemos
sacralizaremos	sakɾalisaˈɾemos
sacramentos	sakɾaˈmentos
sacrifica	sakɾiˈfika
sacrificando	sakɾifiˈkando
sacrificará	sakɾifikaˈɾa
sacrificaremos	sakɾifikaˈɾemos
sacrificares	sakɾifiˈkaɾes
sacrificio	sakɾiˈfiθjo
sacrificio	sakɾiˈfisjo
sacrifique	sakɾiˈfike
sacrifiques	sakɾiˈfikes
sacristán	sakɾisˈtan
sacrofamiliana	sakɾofamiˈljana
sacrofamilianas	sakɾofamiˈljanas
sacudidos	sakuˈdidos
sacudir	sakuˈdiɾ
saetada	saeˈtada
saetado	saeˈtado
saetados	saeˈtados
saeté	saeˈte
Sáez	ˈsaeθ
Sáez	ˈsaes
sáfico	ˈsafiko
Safo	ˈsa.fo
sagacísimo	saɡaˈθisimo
sagacísimo	saɡaˈsisimo
Sagunto	saˈɡunto
saharaui	saaˈɾawi
saja	ˈsaxa
sake	ˈsake
sala	ˈsala
salabre	saˈlabɾe
salada	saˈlada
saladas	saˈladas
saladería	saladeˈɾia
saladero	salaˈdeɾo
salado	saˈlado
salados	saˈlados
Salamanca	salaˈmanka
salamandra	salaˈmandɾa
salami	saˈlami
salario	saˈlaɾjo
salas	ˈsalas
salazarista	salaθaˈɾista
salazarista	salasaˈɾista
salchicha	salˈt͡ʃit͡ʃa
salchichón	salt͡ʃiˈt͡ʃon
salchipapa	salt͡ʃiˈpapa
saldada	salˈdada
saldadas	salˈdadas
saldado	salˈdado
saldados	salˈdados
sale	ˈsale
Sales	ˈsales
salgamos	salˈɡamos
salida	saˈlida
salidas	saˈlidas
salido	saˈlido
salidos	saˈlidos
salinizada	saliniˈθada
salinizada	saliniˈsada
salinizadas	saliniˈθadas
salinizadas	saliniˈsadas
salinizado	saliniˈθado
salinizado	saliniˈsado
salinizados	saliniˈθados
salinizados	saliniˈsados
salinizar	saliniˈθaɾ
salinizar	saliniˈsaɾ
salino	saˈlino
salir	saˈliɾ
salivada	saliˈbada
salivadas	saliˈbadas
salivado	saliˈbado
salivados	saliˈbados
salival	saliˈbal
salivamos	saliˈbamos
salmantina	salmanˈtina
salmantinas	salmanˈtinas
salmantino	salmanˈtino
salmantinos	salmanˈtinos
salmo	ˈsalmo
salmodia	salˈmodja
salmodiada	salmoˈdjada
salmodiadas	salmoˈdjadas
salmodiado	salmoˈdjado
salmodiados	salmoˈdjados
salmodiar	salmoˈdjaɾ
salmón	salˈmon
salmónido	salˈmonido
salmorejo	salmoˈɾexo
salo	ˈsalo
saló	saˈlo
salobre	saˈlobɾe
Salomón	saloˈmon
salón	saˈlon
saloncillo	salonˈθiʎo
saloncillo	salonˈsiɟ͡ʝo
saloncillos	salonˈθiʎos
saloncillos	salonˈsiɟ͡ʝos
saloncito	salonˈθito
saloncito	salonˈsito
saloncitos	salonˈθitos
saloncitos	salonˈsitos
salones	saˈlones
salpicada	salpiˈkada
salpicadas	salpiˈkadas
salpicado	salpiˈkado
salpicados	salpiˈkados
salpicamos	salpiˈkamos
salpicar	salpiˈkaɾ
salpimentada	salpimenˈtada
salpimentadas	salpimenˈtadas
salpimentado	salpimenˈtado
salpimentados	salpimenˈtados
salpresada	salpɾeˈsada
salpresadas	salpɾeˈsadas
salpresado	salpɾeˈsado
salpresados	salpɾeˈsados
salsa	ˈsalsa
salsateca	salsaˈteka
salsear	salseˈaɾ
salsear	salseˈaɾ
salso	ˈsalso
saltada	salˈtada
saltadas	salˈtadas
saltado	salˈtado
saltados	salˈtados
saltamos	salˈtamos
saltante	salˈtante
saltarín	saltaˈɾin
saltarina	saltaˈɾina
saltarinas	saltaˈɾinas
saltarines	saltaˈɾines
salteada	salteˈada
salteadas	salteˈadas
salteado	salteˈado
salteados	salteˈados
saltillo	salˈtiʎo
saltillo	salˈtiɟ͡ʝo
salto	ˈsalto
salú	saˈlu
salud	saˈlud
saludada	saluˈdada
saludadas	saluˈdadas
saludado	saluˈdado
salva	ˈsalba
Salvá	salˈba
salvada	salˈbada
salvados	salˈbados
salvaguardada	salbaɡwarˈdada
salvaguardadas	salbaɡwarˈdadas
salvaguardado	salbaɡwarˈdado
salvaguardamos	salbaɡwarˈdamos
salvaguardar	salbaɡwarˈdaɾ
salvando	salˈbando
salvar	salˈbaɾ
salvará	salbaˈɾa
salvaras	salˈbaɾas
salvaremos	salbaˈɾemos
salvaríamos	salbaˈɾiamos
salvas	ˈsalbas
Salvatierra	salbaˈtjera
salvemos	salˈbemos
salvo	ˈsalbo
salzburgués	salθburˈɡes
salzburgués	salsburˈɡes
salzmimbre	salˈθmimbɾe
salzmimbre	salˈsmimbɾe
samborondondeño	samboɾondonˈdeɲo
samnita	samˈnita
Samoa	saˈmoa
sampleada	sampleˈada
sampleadas	sampleˈadas
sampleado	sampleˈado
sampleados	sampleˈados
samplear	sampleˈaɾ
samurái	samuˈɾai
san	san
sana	ˈsana
sanada	saˈnada
sanadas	saˈnadas
sancho	ˈsan.t͡ʃo
sancionadas	sanθjoˈnadas
sancionadas	sansjoˈnadas
sancionado	sanθjoˈnado
sancionado	sansjoˈnado
sancionar	sanθjoˈnaɾ
sancionar	sansjoˈnaɾ
sancochado	sankoˈt͡ʃado
sandía	sanˈdia
Sandra	ˈsandɾa
sándwich	ˈsanɡwit͡ʃ
sándwich	ˈsandwit͡ʃ
saneamiento	saneaˈmjento
sangra	ˈsanɡɾa
sangrada	sanˈɡɾada
sangradas	sanˈɡɾadas
sangrando	sanˈɡɾando
sangraras	sanˈɡɾaɾas
sangrarás	sanɡɾaˈɾas
sangrareis	sanˈɡɾaɾeis
sangraremos	sanɡɾaˈɾemos
sangrarías	sanɡɾaˈɾias
sanguinolento	sanɡinoˈlento
sanguinolentos	sanɡinoˈlentos
sanitaria	saniˈtaɾja
sanjar	sanˈxaɾ
Santa	ˈsanta
santas	ˈsantas
santificar	santifiˈkaɾ
santiguada	santiˈɡwada
santiguado	santiˈɡwado
santiguados	santiˈɡwados
Santillán	santiˈʎan
Santillán	santiˈɟ͡ʝan
sapear	sapeˈaɾ
sapiencia	sa̠ˈpje̞nθja̠
sapiencia	sa̠ˈpje̞nsja̠
sapo	ˈsapo
saponificada	saponifiˈkada
saponificado	saponifiˈkado
saponificados	saponifiˈkados
saque	ˈsake
saqué	saˈke
saqueada	sakeˈada
saqueadas	sakeˈadas
saquete	saˈkete
Sara	ˈsaɾa
sarcasmo	sarˈkasmo
sarcolema	sarkoˈlema
sarcoma	sarˈkoma
sarcoplásmico	sarkoˈplasmiko
sargento	sarˈxento
sarmentada	sarmenˈtada
sarmentadas	sarmenˈtadas
sarmiento	sarˈmjento
satanizada	sataniˈθada
satanizada	sataniˈsada
satanizadas	sataniˈθadas
satanizadas	sataniˈsadas
satanizados	sataniˈθados
satanizados	sataniˈsados
satinada	satiˈnada
satinadas	satiˈnadas
satinados	satiˈnados
satírico	saˈtiɾiko
sátiro	ˈsatiɾo
satisfactor	satisfaɡˈtoɾ
satisfechísimo	satisfeˈt͡ʃisimo
saturadas	satuˈɾadas
saturamos	satuˈɾamos
sauce	ˈsau.θe
sauce	ˈsau.se
saudade	sauˈdade
saudades	sauˈdades
Saúl	saˈul
saxitoxina	saɡsitoɡˈsina
sayonara	saɟ͡ʝoˈnaɾa
se	se
sé	ˈse
sean	ˈsean
secadoras	sekaˈdoɾas
secamos	seˈkamos
seccionados	seɡθjoˈnados
seccionados	seɡsjoˈnados
seco	ˈseko
secreción	sekɾeˈθjon
secreción	sekɾeˈsjon
secretario	sekɾeˈtaɾjo
secretes	seˈkɾetes
secretor	sekɾeˈtoɾ
sécuanos	ˈsekwanos
secuaz	seˈkwaθ
secuaz	seˈkwas
secuenciado	sekwenˈθjado
secuenciado	sekwenˈsjado
secuenciados	sekwenˈθjados
secuenciados	sekwenˈsjados
secuestrar	sekwesˈtɾaɾ
secularista	sekulaˈɾista
secularización	sekulaɾiθaˈθjon
secularización	sekulaɾisaˈsjon
secularizada	sekulaɾiˈθada
secularizada	sekulaɾiˈsada
secularizadas	sekulaɾiˈθadas
