є	j ɛ
трагічний	t r ɐ ɦʲ i t͡ʃ n e i̯
трагедіє	t r ɐ ɦ ɛ dʲ i j e
трагедією	t r ɐ ɦ ɛ dʲ i j e j ʊ
трагедії	t r ɐ ɦ ɛ dʲ i j i
трагедій	t r ɐ ɦ ɛ dʲ i i̯
трагедію	t r ɐ ɦ ɛ dʲ i j ʊ
трагедія	t r ɐ ɦ ɛ dʲ i j ɐ
трагедіям	t r ɐ ɦ ɛ dʲ i j ɐ m
трагедіями	t r ɐ ɦ ɛ dʲ i j ɐ m e
трагедіях	t r ɐ ɦ ɛ dʲ i j ɐ x
традиційний	t r ɐ d e t͡sʲ i i̯ n e i̯
традиційно	t r ɐ d e t͡sʲ i i̯ n ɔ
традицію	t r ɐ d ɪ t͡sʲ i j ʊ
традиція	t r ɐ d ɪ t͡sʲ i j ɐ
трактор	t r ɑ k t ɔ r
трактористка	t r ɐ k t ɔ r ɪ s t k ɐ
трамвай	t r ɐ m ʋ ɑ i̯
транзит	t r ɐ n z ɪ t
транзитний	t r ɐ n z ɪ t n e i̯
трансплантації	t r ɐ n s p ɫ ɐ n t ɑ t͡sʲ i j i
трансплантацій	t r ɐ n s p ɫ ɐ n t ɑ t͡sʲ i i̯
трансплантація	t r ɐ n s p ɫ ɐ n t ɑ t͡sʲ i j ɐ
транспорт	t r ɑ n s p ɔ r t
транспортний	t r ɑ n s p ɔ r t n e i̯
транспортувати	t r ɐ n s p ɔ r t ʊ ʋ ɑ t e
трансформацією	t r ɐ n s f ɔ r m ɑ t͡sʲ i j e j ʊ
трансформації	t r ɐ n s f ɔ r m ɑ t͡sʲ i j i
трансформацій	t r ɐ n s f ɔ r m ɑ t͡sʲ i i̯
трансформацію	t r ɐ n s f ɔ r m ɑ t͡sʲ i j ʊ
трансформація	t r ɐ n s f ɔ r m ɑ t͡sʲ i j ɐ
трансформаціям	t r ɐ n s f ɔ r m ɑ t͡sʲ i j ɐ m
трансформаціями	t r ɐ n s f ɔ r m ɑ t͡sʲ i j ɐ m e
трансформаціях	t r ɐ n s f ɔ r m ɑ t͡sʲ i j ɐ x
трансформувати	t r ɐ n s f ɔ r m ʊ ʋ ɑ t e
трапитися	t r ɑ p e t e sʲ ɐ
траплятися	t r ɐ p lʲ ɑ t e sʲ ɐ
треба	t r ɛ b ɐ
тремпель	t r ɛ m p e lʲ
тренінг	t r ɛ nʲ i n ɦ
тренер	t r ɛ n e r
тренування	t r e n ʊ ʋ ɑ nʲː ɐ
тренувати	t r e n ʊ ʋ ɑ t e
трепанація	t r e p ɐ n ɑ t͡sʲ i j ɐ
третій	t r ɛ tʲ i i̯
трефа	t r ɛ f ɐ
три	t r ɪ
трибунал	t r e b ʊ n ɑ ɫ
тривалість	t r e ʋ ɑ lʲ i sʲ tʲ
тривалий	t r e ʋ ɑ ɫ e i̯
тривати	t r e ʋ ɑ t e
тривимірний	t r e ʋ ɪ mʲ i r n e i̯
тривога	t r e w ɔ ɦ ɐ
тригліцерид	t r e ɦ lʲ i t͡s e r ɪ d
тридцятий	t r e d͡zʲ t͡sʲ ɑ t e i̯
тридцятиліття	t r e d͡zʲ t͡sʲ ɐ t e lʲ i tʲː ɐ
тридцятиріччя	t r e d͡zʲ t͡sʲ ɐ t e rʲ i t͡ʃʲː ɐ
тридцять	t r ɪ d͡zʲ t͡sʲ ɐ tʲ
трикутний	t r e k u t n e i̯
трикутник	t r e k u t n e k
тримати	t r e m ɑ t e
тринадцятий	t r e n ɑ d͡zʲ t͡sʲ ɐ t e i̯
тринадцять	t r e n ɑ d͡zʲ t͡sʲ ɐ tʲ
триповерховий	t r e p ɔ ʋ e r x ɔ ʋ e i̯
триста	t r ɪ s t ɐ
тристоронній	t r e s t ɔ r ɔ nʲː i i̯
троє	t r ɔ j e
трок	t r ɔ k
троль	t r ɔ lʲ
трон	t r ɔ n
тротуар	t r ɔ t ʊ ɑ r
тротуарі	t r ɔ t ʊ ɑ rʲ i
тротуарів	t r ɔ t ʊ ɑ rʲ i u̯
тротуарам	t r ɔ t ʊ ɑ r ɐ m
тротуарами	t r ɔ t ʊ ɑ r ɐ m e
тротуарах	t r ɔ t ʊ ɑ r ɐ x
тротуари	t r ɔ t ʊ ɑ r e
трохи	t r ɔ x e
троянда	t r ɔ j ɑ n d ɐ
труїти	t r ʊ j i t e
труба	t r ʊ b ɑ
трубкозуб	t r ʊ b k o z u b
трубопровід	t r ʊ b ɔ p r ɔ ʋʲ i d
трубопровід	t r ʊ b ɔ p r ɔ ʋʲ i d
трудівник	t r ʊ dʲ i u̯ n ɪ k
трудність	t r u dʲ nʲ i sʲ tʲ
трудний	t r ʊ d n ɪ i̯
трудовий	t r ʊ d ɔ ʋ ɪ i̯
труна	t r ʊ n ɑ
труп	t r u p
трупа	p r e t͡ʃ ɪ n ɐ
трутень	t r u t e nʲ
трьохсот	tʲ rʲ ɔ x s ɔ t
трьохсотий	tʲ rʲ ɔ x s ɔ t e i̯
трясти	tʲ rʲ ɐ s t ɪ
ту	t u
туалет	t ʊ ɐ ɫ ɛ t
тугий	t ʊ ɦ ɪ i̯
туди	t ʊ d ɪ
туз	t u z
туман	t ʊ m ɑ n
туніс	t ʊ nʲ i s
тунелі	t ʊ n ɛ lʲ i
тунелів	t ʊ n ɛ lʲ i u̯
тунелеві	t ʊ n ɛ ɫ e ʋʲ i
тунелем	t ʊ n ɛ ɫ e m
тунель	t ʊ n ɛ lʲ
тунелю	t ʊ n ɛ lʲ ʊ
тунелям	t ʊ n ɛ lʲ ɐ m
тунелями	t ʊ n ɛ lʲ ɐ m e
тунелях	t ʊ n ɛ lʲ ɐ x
тупий	t ʊ p ɪ i̯
тура	t ʊ r ɑ
турбота	t ʊ r b ɔ t ɐ
турецький	t ʊ r ɛ t͡sʲ k e i̯
туреччина	t ʊ r ɛ t͡ʃː e n ɐ
туризм	t ʊ r ɪ z m
турист	t ʊ r ɪ s t
туристичний	t ʊ r e s t ɪ t͡ʃ n e i̯
туристка	t ʊ r ɪ s t k ɐ
турків	t u r kʲ i u̯
туркменістан	t ʊ r k m e nʲ i s t ɑ n
турнікет	t ʊ r nʲ i k ɛ t
турнір	t ʊ r nʲ i r
турок	t u r ɔ k
турчанка	t ʊ r t͡ʃ ɑ n k ɐ
тут	t u t
тхір	tʲ xʲ i r
тюлень	tʲ ʊ ɫ ɛ nʲ
тюремний	tʲ ʊ r ɛ m n e i̯
тюрма	tʲ ʊ r m ɑ
тютюн	tʲ ʊ tʲ u n
тюхтій	tʲ ʊ x tʲ i i̯
тягати	tʲ ɐ ɦ ɑ t e
тягнути	tʲ ɐ ɦ n u t e
тягти	tʲ ɐ ɦ t ɪ
тяжкий	tʲ ɐ ʒ k ɪ i̯
тяти	tʲ ɑ t e
убивати	ʊ b e ʋ ɑ t e
убивство	ʊ b ɪ u̯ s t w ɔ
убити	ʊ b ɪ t e
убогий	ʊ b ɔ ɦ e i̯
ув'язнення	ʊ ʋ j ɑ z n e nʲː ɐ
ув'язнити	ʊ ʋ j ɐ z n ɪ t e
ув'язнювати	ʊ ʋ j ɑ zʲ nʲ ʊ ʋ ɐ t e
увімкнути	ʊ ʋʲ i m k n u t e
увага	ʊ ʋ ɑ ɦ ɐ
уважний	ʊ ʋ ɑ ʒ n e i̯
увесь	ʊ ʋ ɛ sʲ
увечері	ʊ ʋ ɛ t͡ʃ e rʲ i
уганда	ʊ ɦ ɑ n d ɐ
угода	ʊ ɦ ɔ d ɐ
угорець	ʊ ɦ ɔ r e t͡sʲ
угорка	ʊ ɦ ɔ r k ɐ
угорський	ʊ ɦ ɔ r sʲ k e i̯
угорськомовний	ʊ ɦ ɔ r sʲ k ɔ m ɔ u̯ n e i̯
угорщина	ʊ ɦ ɔ r ʃ t͡ʃ e n ɐ
удача	ʊ d ɑ t͡ʃ ɐ
удосвіта	ʊ d ɔ sʲ ʋʲ i t ɐ
удосконалити	ʊ d ɔ s k ɔ n ɑ ɫ e t e
удосконалювати	ʊ d ɔ s k ɔ n ɑ lʲ ʊ ʋ ɐ t e
ужгород	u ʒ ɦ ɔ r ɔ d
уже	ʊ ʒ ɛ
уживати	ʊ ʒ e ʋ ɑ t e
ужити	ʊ ʒ ɪ t e
узагальнити	ʊ z ɐ ɦ ɑ lʲ n e t e
узагальнювати	ʊ z ɐ ɦ ɑ lʲ nʲ ʊ ʋ ɐ t e
узаконити	ʊ z ɐ k ɔ n e t e
узаконювати	ʊ z ɐ k ɔ nʲ ʊ ʋ ɐ t e
узбекистан	ʊ z b e k e s t ɑ n
узлісся	ʊ zʲ lʲ i sʲː ɐ
узяти	ʊ zʲ ɑ t e
укріп	ʊ k rʲ i p
україні	ʊ k r ɐ j i nʲ i
українізація	ʊ k r ɐ j i nʲ i z ɑ t͡sʲ i j ɐ
україна	ʊ k r ɐ j i n ɐ
україна	ʊ k r ɑ j i n ɐ
україна	ʊ k r ɐ j i n ɐ
українець	ʊ k r ɐ j i n e t͡sʲ
україни	ʊ k r ɐ j i n e
українка	ʊ k r ɐ j i n k ɐ
україно	ʊ k r ɐ j i n ɔ
україномовний	ʊ k r ɐ j i n ɔ m ɔ u̯ n e i̯
українофоб	ʊ k r ɐ j i n ɔ f ɔ b
україною	ʊ k r ɐ j i n ɔ j ʊ
українські	ʊ k r ɐ j i n sʲ kʲ i
українській	ʊ k r ɐ j i n sʲ kʲ i i̯
українськім	ʊ k r ɐ j i n sʲ kʲ i m
українська	ʊ k r ɐ j i nʲ sʲ k ɐ
українське	ʊ k r ɐ j i nʲ sʲ k e
український	ʊ k r ɐ j i nʲ sʲ k e i̯
українським	ʊ k r ɐ j i nʲ sʲ k e m
українськими	ʊ k r ɐ j i nʲ sʲ k e m e
українських	ʊ k r ɐ j i nʲ sʲ k e x
української	ʊ k r ɐ j i nʲ sʲ k ɔ j i
українського	ʊ k r ɐ j i nʲ sʲ k ɔ ɦ ɔ
українському	ʊ k r ɐ j i nʲ sʲ k ɔ m ʊ
українською	ʊ k r ɐ j i nʲ sʲ k ɔ j ʊ
українську	ʊ k r ɐ j i nʲ sʲ k ʊ
україну	ʊ k r ɐ j i n ʊ
українці	ʊ k r ɐ j i nʲ t͡sʲ i
укус	ʊ k u s
ультиматум	ʊ lʲ t e m ɑ t ʊ m
улюбленець	ʊ lʲ u b ɫ e n e t͡sʲ
улюблений	ʊ lʲ u b ɫ e n e i̯
улюбленка	ʊ lʲ u b ɫ e n k ɐ
уміння	ʊ mʲ i nʲː ɐ
уміти	ʊ mʲ i t e
уманець	ʊ m ɐ n ɛ t͡sʲ
умань	u m ɐ nʲ
умерти	ʊ m ɛ r t e
умикати	ʊ m e k ɑ t e
умирати	ʊ m e r ɑ t e
умисний	ʊ m ɪ s n e i̯
умова	ʊ m ɔ ʋ ɐ
умовах	ʊ m ɔ ʋ ɐ x
умовний	ʊ m ɔ u̯ n e i̯
уможливити	ʊ m ɔ ʒ ɫ ɪ ʋ e t e
уможливлювати	ʊ m ɔ ʒ ɫ ɪ u̯ lʲ ʊ ʋ ɐ t e
універсальність	ʊ nʲ i ʋ e r s ɑ lʲ nʲ i sʲ tʲ
універсальний	ʊ nʲ i ʋ e r s ɑ lʲ n e i̯
університет	ʊ nʲ i ʋ e r s e t ɛ t
університетський	ʊ nʲ i ʋ e r s e t ɛ t͡sʲ k e i̯
унікальний	ʊ nʲ i k ɑ lʲ n e i̯
унеможливити	ʊ n e m ɔ ʒ ɫ ɪ ʋ e t e
унеможливлювати	ʊ n e m ɔ ʒ ɫ ɪ u̯ lʲ ʊ ʋ ɐ t e
уникати	ʊ n e k ɑ t e
уникнути	ʊ n ɪ k n ʊ t e
уособити	ʊ ɔ s ɔ b e t e
уособлювати	ʊ ɔ s ɔ b lʲ ʊ ʋ ɐ t e
упасти	ʊ p ɑ s t e
упевненість	ʊ p ɛ u̯ n e nʲ i sʲ tʲ
упевнений	ʊ p ɛ u̯ n e n e i̯
упередження	ʊ p e r ɛ d͡ʒ e nʲː ɐ
уповноважити	ʊ p ɔ u̯ n ɔ ʋ ɑ ʒ e t e
уповноважувати	ʊ p ɔ u̯ n ɔ ʋ ɑ ʒ ʊ ʋ ɐ t e
уподібнення	ʊ p o dʲ i b n e nʲː ɐ
упорядковувати	ʊ p ɔ rʲ ɐ d k ɔ w ʊ ʋ ɐ t e
упорядкувати	ʊ p ɔ rʲ ɐ d k ʊ ʋ ɑ t e
управління	ʊ p r ɐ u̯ lʲ i nʲː ɐ
управлінський	ʊ p r ɐ u̯ lʲ i nʲ sʲ k e i̯
урізноманітнити	ʊ rʲ i z n ɔ m ɐ nʲ i t n e t e
урізноманітнювати	ʊ rʲ i z n ɔ m ɐ nʲ i tʲ nʲ ʊ ʋ ɐ t e
ураган	ʊ r ɐ ɦ ɑ n
ураження	ʊ r ɑ ʒ e nʲː ɐ
урбанізація	ʊ r b ɐ nʲ i z ɑ t͡sʲ i j ɐ
урбанізм	ʊ r b ɐ nʲ i z m
урбанізувати	ʊ r b ɐ nʲ i z ʊ ʋ ɑ t e
уродливий	ʊ r ɔ d ɫ ɪ ʋ e i̯
урожай	ʊ r ɔ ʒ ɑ i̯
урок	ʊ r ɔ k
урок	u r ɔ k
урочистий	ʊ r ɔ t͡ʃ ɪ s t e i̯
уряд	u rʲ ɐ d
уряд	ʊ rʲ ɑ d
уряд	ʊ rʲ ɑ d
урядовий	ʊ rʲ ɐ d ɔ ʋ e i̯
усім	ʊ sʲ i m
усвідомити	ʊ sʲ ʋʲ i d ɔ m e t e
усвідомлювати	ʊ sʲ ʋʲ i d ɔ m lʲ ʊ ʋ ɐ t e
ускладнити	ʊ s k ɫ ɐ d n ɪ t e
ускладнювати	ʊ s k ɫ ɑ dʲ nʲ ʊ ʋ ɐ t e
усмішка	u sʲ mʲ i ʃ k ɐ
усмішка	ʊ sʲ mʲ i ʃ k ɐ
усний	u s n e i̯
успіх	u sʲ pʲ i x
успішний	ʊ sʲ pʲ i ʃ n e i̯
успішно	ʊ sʲ pʲ i ʃ n ɔ
успадковувати	ʊ s p ɐ d k ɔ w ʊ ʋ ɐ t e
успадкувати	ʊ s p ɐ d k ʊ ʋ ɑ t e
уста	ʊ s t ɑ
уставати	ʊ s t ɐ ʋ ɑ t e
установа	ʊ s t ɐ n ɔ ʋ ɐ
установити	ʊ s t ɐ n ɔ ʋ ɪ t e
установлювати	ʊ s t ɐ n ɔ u̯ lʲ ʊ ʋ ɐ t e
устриця	u s t r e t͡sʲ ɐ
усувати	ʊ s ʊ ʋ ɑ t e
усунути	ʊ s u n ʊ t e
усьому	ʊ sʲ ɔ m ʊ
утомлений	ʊ t ɔ m ɫ e n e i̯
уточнити	ʊ t ɔ t͡ʃ n ɪ t e
уточнювати	ʊ t ɔ t͡ʃ nʲ ʊ ʋ ɐ t e
утрат	ʊ t r ɑ t
утраті	ʊ t r ɑ tʲ i
утрата	ʊ t r ɑ t ɐ
утратам	ʊ t r ɑ t ɐ m
утратами	ʊ t r ɑ t ɐ m e
утратах	ʊ t r ɑ t ɐ x
утрати	ʊ t r ɑ t e
утратою	ʊ t r ɑ t ɔ j ʊ
утрату	ʊ t r ɑ t ʊ
утруднити	ʊ t r ʊ d n ɪ t e
утруднювати	ʊ t r u dʲ nʲ ʊ ʋ ɐ t e
учасник	ʊ t͡ʃ ɑ s n e k
учасниця	ʊ t͡ʃ ɑ s n e t͡sʲ ɐ
участь	u t͡ʃ ɐ sʲ tʲ
учениця	ʊ t͡ʃ e n ɪ t͡sʲ ɐ
учень	u t͡ʃ e nʲ
учитель	ʊ t͡ʃ ɪ t e lʲ
учити	ʊ t͡ʃ ɪ t e
учора	ʊ t͡ʃ ɔ r ɐ
уявіть	ʊ j ɐ ʋʲ i tʲ
уява	ʊ j ɑ ʋ ɐ
уявити	ʊ j ɐ ʋ ɪ t e
уявлення	ʊ j ɑ u̯ ɫ e nʲː ɐ
уявляти	ʊ j ɐ u̯ lʲ ɑ t e
фігура	fʲ i ɦ u r ɐ
фізіолог	fʲ i zʲ i ɔ ɫ ɔ ɦ
фізіологічний	fʲ i zʲ i ɔ ɫ o ɦʲ i t͡ʃ n e i̯
фізіологія	fʲ i zʲ i ɔ ɫ ɔ ɦʲ i j ɐ
фізика	fʲ i z e k ɐ
фізичний	fʲ i z ɪ t͡ʃ n e i̯
фіксація	fʲ i k s ɑ t͡sʲ i j ɐ
філіжанка	fʲ i lʲ i ʒ ɑ n k ɐ
філіппіни	fʲ i lʲ i pʲː i n e
філантропічний	fʲ i ɫ ɐ n t r o pʲ i t͡ʃ n e i̯
філологічний	fʲ i ɫ ɔ ɫ o ɦʲ i t͡ʃ n e i̯
філологія	fʲ i ɫ ɔ ɫ ɔ ɦʲ i j ɐ
філософ	fʲ i ɫ ɔ s ɔ f
філософічний	fʲ i ɫ ɔ s ɔ f sʲ k e i̯
філософія	fʲ i ɫ ɔ s ɔ fʲ i j ɐ
філософський	fʲ i ɫ ɔ s ɔ f sʲ k e i̯
фільм	fʲ i lʲ m
фільтр	fʲ i lʲ t r
фільтрувати	fʲ i lʲ t r ʊ ʋ ɑ t e
фін	fʲ i n
фінік	fʲ i nʲ i k
фінансовий	fʲ i n ɑ n s ɔ ʋ e i̯
фінансування	fʲ i n ɐ n s ʊ ʋ ɑ nʲː ɐ
фінвал	fʲ i n ʋ ɑ ɫ
фінка	fʲ i n k ɐ
фінляндія	fʲ i nʲ lʲ ɑ nʲ dʲ i j ɐ
фінляндський	fʲ i nʲ lʲ ɑ n d͡zʲ sʲ k e i̯
фінський	fʲ i nʲ sʲ k e i̯
фіолетовий	fʲ i ɔ ɫ ɛ t ɔ ʋ e i̯
фірма	fʲ i r m ɐ
фіскальна	fʲ i s k ɑ lʲ n ɐ
фіскальний	fʲ i s k ɑ lʲ n e i̯
фабрика	f ɑ b r e k ɐ
фавна	f ɑ u̯ n ɐ
фагот	f ɐ ɦ ɔ t
фаза	f ɑ z ɐ
файний	f ɑ i̯ n e i̯
файно	f ɑ i̯ n ɔ
факт	f ɑ k t
фактичний	f ɐ k t ɪ t͡ʃ n e i̯
фактично	f ɐ k t ɪ t͡ʃ n ɔ
фальсифікація	f ɐ lʲ s e fʲ i k ɑ t͡sʲ i j ɐ
фальсифікування	f ɐ lʲ s e fʲ i k ʊ ʋ ɑ nʲː ɐ
фальсифікувати	f ɐ lʲ s e fʲ i k ʊ ʋ ɑ t e
фальш	f ɑ lʲ ʃ
фальшивий	f ɐ lʲ ʃ ɪ ʋ e i̯
фараон	f ɐ r ɐ ɔ n
фарба	f ɑ r b ɐ
фармакологічний	f ɐ r m ɐ k ɔ ɫ o ɦʲ i t͡ʃ n e i̯
фармакологія	f ɐ r m ɐ k ɔ ɫ ɔ ɦʲ i j ɐ
фармацевтика	f ɐ r m ɐ t͡s ɛ u̯ t e k ɐ
фармацевтичний	f ɐ r m ɐ t͡s e u̯ t ɪ t͡ʃ n e i̯
фарфор	f ɑ r f ɔ r
фарфор	f ɑ r f ɔ r
фарфор	f ɐ r f ɔ r
фасад	f ɐ s ɑ d
фауна	f ɑ ʊ n ɐ
фах	f ɑ x
фахівець	f ɐ xʲ i ʋ ɛ t͡sʲ
фашизм	f ɐ ʃ ɪ z m
феє	f ɛ j e
феєю	f ɛ j e j ʊ
феї	f ɛ j i
федір	f ɛ dʲ i r
федерацією	f e d e r ɑ t͡sʲ i j e j ʊ
федерації	f e d e r ɑ t͡sʲ i j i
федерацій	f e d e r ɑ t͡sʲ i i̯
федерацію	f e d e r ɑ t͡sʲ i j ʊ
федерація	f e d e r ɑ t͡sʲ i j ɐ
федераціям	f e d e r ɑ t͡sʲ i j ɐ m
федераціями	f e d e r ɑ t͡sʲ i j ɐ m e
федераціях	f e d e r ɑ t͡sʲ i j ɐ x
федорович	f e d ɔ r ɔ ʋ e t͡ʃ
фей	f ɛ i̯
феміністичний	f e mʲ i nʲ i s t ɪ t͡ʃ n e i̯
феміністський	f e mʲ i nʲ i sʲ k e i̯
феномен	f e n ɔ m e n
ферії	f ɛ rʲ i j i
ферзь	f ɛ r zʲ
ферма	f ɛ r m ɐ
фермент	f e r m ɛ n t
фестиваль	f e s t e ʋ ɑ lʲ
фею	f ɛ j ʊ
фея	f ɛ j ɐ
феям	f ɛ j ɐ m
феями	f ɛ j ɐ m e
феях	f ɛ j ɐ x
фоб	f ɔ b
фольга	f ɔ lʲ ɦ ɑ
фольга	f ɔ lʲ ɦ ɐ
фольклор	f ɔ lʲ k ɫ ɔ r
фонд	f ɔ n d
фонтан	f ɔ n t ɑ n
форель	f ɔ r ɛ lʲ
форма	f ɔ r m ɐ
формальний	f ɔ r m ɑ lʲ n e i̯
формування	f ɔ r m ʊ ʋ ɑ nʲː ɐ
формула	f ɔ r m ʊ ɫ ɐ
формулювати	f ɔ r m ʊ lʲ ʊ ʋ ɑ t e
фортепіано	f ɔ r t e pʲ i ɑ n ɔ
фосфат	f ɔ s f ɑ t
фосфор	f ɔ s f ɔ r
фотель	f ɔ t ɛ lʲ
фотограф	f ɔ t ɔ ɦ r ɐ f
фотографіє	f ɔ t ɔ ɦ r ɑ fʲ i j e
фотографією	f ɔ t ɔ ɦ r ɑ fʲ i j e j ʊ
фотографії	f ɔ t ɔ ɦ r ɑ fʲ i j i
фотографій	f ɔ t ɔ ɦ r ɑ fʲ i i̯
фотографічний	f ɔ t ɔ ɦ r ɐ fʲ i t͡ʃ n e i̯
фотографію	f ɔ t ɔ ɦ r ɑ fʲ i j ʊ
фотографія	f ɔ t ɔ ɦ r ɑ fʲ i j ɐ
фотографіям	f ɔ t ɔ ɦ r ɑ fʲ i j ɐ m
фотографіями	f ɔ t ɔ ɦ r ɑ fʲ i j ɐ m e
фотографіях	f ɔ t ɔ ɦ r ɑ fʲ i j ɐ x
фотосинтез	f ɔ t ɔ s ɪ n t e z
фотосинтетичний	f ɔ t ɔ s e n t e t ɪ t͡ʃ n e i̯
фрагмент	f r ɐ ɦ m ɛ n t
фрагменті	f r ɐ ɦ m ɛ nʲ tʲ i
фрагментів	f r ɐ ɦ m ɛ nʲ tʲ i u̯
фрагмента	f r ɐ ɦ m ɛ n t ɐ
фрагментам	f r ɐ ɦ m ɛ n t ɐ m
фрагментами	f r ɐ ɦ m ɛ n t ɐ m e
фрагментах	f r ɐ ɦ m ɛ n t ɐ x
фрагменти	f r ɐ ɦ m ɛ n t e
фрагментові	f r ɐ ɦ m ɛ n t ɔ ʋʲ i
фрагментом	f r ɐ ɦ m ɛ n t ɔ m
фрагменту	f r ɐ ɦ m ɛ n t ʊ
фразеологічний	f r ɐ z e ɔ ɫ o ɦʲ i t͡ʃ n e i̯
фразеологія	f r ɐ z e ɔ ɫ ɔ ɦʲ i j ɐ
фракція	f r ɑ k t͡sʲ i j ɐ
франція	f r ɑ nʲ t͡sʲ i j ɐ
француз	f r ɐ n t͡s u z
французький	f r ɐ n t͡s u zʲ k e i̯
фриз	f r ɪ z
фрукт	f r u k t
фруктовий	f r ʊ k t ɔ ʋ e i̯
фрустрація	f r ʊ s t r ɑ t͡sʲ i j ɐ
фундаментальний	f ʊ n d ɐ m e n t ɑ lʲ n e i̯
функціональний	f ʊ n k t͡sʲ i ɔ n ɑ lʲ n e i̯
функціонувати	f ʊ n k t͡sʲ i ɔ n ʊ ʋ ɑ t e
функція	f u n k t͡sʲ i j ɐ
фургон	f ʊ r ɦ ɔ n
фюзеляж	fʲ ʊ z e lʲ ɑ ʒ
хіба	xʲ i b ɑ
хід	xʲ i d
хімічний	xʲ i mʲ i t͡ʃ n e i̯
хімія	xʲ i mʲ i j ɐ
хірург	xʲ i r u r ɦ
хірургічний	xʲ i r ʊ r ɦʲ i t͡ʃ n e i̯
хірургія	xʲ i r ʊ r ɦʲ i j ɐ
хабар	x ɐ b ɑ r
хава	x ɑ ʋ ɐ
хазяїн	x ɐ zʲ ɑ j i n
хай	x ɑ i̯
хала	x ɑ ɫ ɐ
халепа	x ɑ ɫ e p ɐ
халепа	x ɐ ɫ ɛ p ɐ
хаос	x ɑ ɔ s
характер	x ɐ r ɑ k t e r
характеризувати	x ɐ r ɐ k t e r e z ʊ ʋ ɑ t e
характерний	x ɐ r ɐ k t ɛ r n e i̯
характерний	x ɐ r ɑ k t e r n e i̯
харизма	x ɐ r ɪ z m ɐ
харизматичний	x ɐ r e z m ɐ t ɪ t͡ʃ n e i̯
харків	x ɑ r kʲ i u̯
харчування	x ɐ r t͡ʃ ʊ ʋ ɑ nʲː ɐ
хасидизм	x ɐ s e d ɪ z m
хата	x ɑ t ɐ
хвіст	x ʋʲ i s t
хвалити	x ʋ ɐ ɫ ɪ t e
хвилина	x ʋ e ɫ ɪ n ɐ
хвилинка	x ʋ e ɫ ɪ n k ɐ
хвилювати	x ʋ e lʲ ʊ ʋ ɑ t e
хвиля	x ʋ ɪ lʲ ɐ
хворіти	x w o rʲ i t e
хвора	x w ɔ r ɐ
хворий	x w ɔ r e i̯
хвороба	x w ɔ r ɔ b ɐ
хвороботворний	x w ɔ r ɔ b ɔ t w ɔ r n e i̯
херсон	x e r s ɔ n
хибний	x ɪ b n e i̯
хижак	x e ʒ ɑ k
хитрий	x ɪ t r e i̯
хліб	x lʲ i b
хлів	x lʲ i u̯
хлопець	x ɫ ɔ p e t͡sʲ
хлопчик	x ɫ ɔ p t͡ʃ e k
хлор	x ɫ ɔ r
хлорувати	x ɫ ɔ r ʊ ʋ ɑ t e
хмара	x m ɑ r ɐ
хмарний	x m ɑ r n e i̯
хмарочос	x m ɐ r ɔ t͡ʃ ɔ s
хмельницький	x m e lʲ n ɪ t͡sʲ k e i̯
хобі	x ɔ bʲ i
ховати	x ɔ ʋ ɑ t e
ходити	x ɔ d ɪ t e
хозар	x ɔ z ɑ r
холодильник	x ɔ ɫ ɔ d ɪ lʲ n e k
холодний	x ɔ ɫ ɔ d n e i̯
холодно	x ɔ ɫ ɔ d n ɔ
холоднокровність	x ɔ ɫ ɔ d n ɔ k r ɔ u̯ nʲ i sʲ tʲ
холоднокровний	x ɔ ɫ ɔ d n ɔ k r ɔ u̯ n e i̯
хом'як	x ɔ m j ɑ k
хома	x ɔ m ɑ
хорватія	x ɔ r ʋ ɑ tʲ i j ɐ
хорватський	x ɔ r ʋ ɑ t͡sʲ k e i̯
хоробрість	x ɔ r ɔ b rʲ i sʲ tʲ
хоробрий	x ɔ r ɔ b r e i̯
хоронити	x ɔ r ɔ n ɪ t e
хороший	x ɔ r ɔ ʃ e i̯
хотів	x o tʲ i u̯
хотіти	x o tʲ i t e
хотітися	x o tʲ i t e sʲ ɐ
хоч	x ɔ t͡ʃ
хрін	x rʲ i n
храм	x r ɑ m
хребет	x r e b ɛ t
хрест	x r ɛ s t
хрестовий	x r e s t ɔ ʋ e i̯
хрестоносець	x r e s t ɔ n ɔ s e t͡sʲ
христина	x r e s t ɪ n ɐ
християнин	x r e s t e j ɑ n e n
християнин	x r e s t e j ɐ n ɪ n
християнство	x r e s t e j ɑ n s t w ɔ
християнський	x r e s t e j ɑ nʲ sʲ k e i̯
христос	x r e s t ɔ s
хронологічний	x r ɔ n ɔ ɫ o ɦʲ i t͡ʃ n e i̯
хронологія	x r ɔ n ɔ ɫ ɔ ɦʲ i j ɐ
хрущ	x r u ʃ t͡ʃ
хтивий	x t ɪ ʋ e i̯
хто	x t ɔ
хтось	x t ɔ sʲ
худий	x ʊ d ɪ i̯
худнути	x u d n ʊ t e
художній	x ʊ d ɔ ʒ nʲ i i̯
художник	x ʊ d ɔ ʒ n e k
художниця	x ʊ d ɔ ʒ n e t͡sʲ ɐ
художньо	x ʊ d ɔ ʒ nʲ ɔ
хуй	x u i̯
хуйло	x ʊ i̯ ɫ ɔ
хурма	x ʊ r m ɑ
хустка	x u s t k ɐ
хутро	x u t r ɔ
ці	t͡sʲ i
цієї	t͡sʲ i j ɛ j i
