ԱԱ	ɑ ɑ
նորվեգերեն	n o ɾ v e ɡ e ɾ e n
նու	n u
նուդիզմ	n u d i z m
նուկլոն	n u k l o n
նույն	n u j n
նույնականացման	n u j n ɑ k ɑ n ɑ t͡sʰ m ɑ n
նույնանալ	n u j n ɑ n ɑ l
նույնիսկ	n u j n i s k
նույնպես	n u j n p e s
նույնքան	n u j n kʰ ɑ n
նունուֆար	n u n u f ɑ ɾ
նուշ	n u ʃ
նուռ	n u r
նուրբ	n u ɾ pʰ
նոքար	n o kʰ ɑ ɾ
նպաստ	n ə p ɑ s t
նպաստավոր	n ə p ɑ s t ɑ v o ɾ
նպաստել	n ə p ɑ s t e l
նպատակ	n ə p ɑ t ɑ k
նպար	n ə p ɑ ɾ
նպարավաճառ	n ə p ɑ ɾ ɑ v ɑ t͡ʃ ɑ r
նռնակ	n ə r n ɑ k
նռնականետ	n ə r n ɑ k ɑ n e t
նռնաքար	n ə r n ɑ kʰ ɑ ɾ
նռնենի	n ə r n e n i
նստադուլ	n ə s t ɑ d u l
նստարան	n ə s t ɑ ɾ ɑ n
նստել	n ə s t e l
նվագ	n ə v ɑ kʰ
նվագ	n ə v ɑ ɡ
նվագախումբ	n ə v ɑ ɡ ɑ χ u m b
նվագածու	n ə v ɑ ɡ ɑ t͡sʰ u
նվագել	n ə v ɑ ɡ e l
նվագերգություն	n ə v ɑ ɡ e ɾ ɡ u tʰ j u n
նվազ	n ə v ɑ z
նվալ	n ə v ɑ l
նվաղել	n ə v ɑ ʁ e l
նվաճել	n ə v ɑ t͡ʃ e l
նվաճող	n ə v ɑ t͡ʃ o ʁ
նվաճում	n ə v ɑ t͡ʃ u m
նվաստացնել	n ə v ɑ s t ɑ t͡sʰ n e l
նվարտան	n ə v ɑ ɾ t ɑ n
նվեր	n ə v e ɾ
նվիրակ	n ə v i ɾ ɑ k
նվիրել	n ə v i ɾ e l
նվիրում	n ə v i ɾ u m
նրա	n ə ɾ ɑ
նրան	n ə ɾ ɑ n
նրանից	n ə ɾ ɑ n i t͡sʰ
նրանից	n ɾ ɑ n i t͡sʰ
նրանով	n ə ɾ ɑ n o v
նրանով	n ɾ ɑ n o v
նրանում	n ə ɾ ɑ n u m
նրանց	n ə ɾ ɑ n t͡sʰ
նրանք	n ə ɾ ɑ n kʰ
նրբաթիթեղ	n ə ɾ pʰ ɑ tʰ i tʰ e ʁ
նրբանցք	n ə ɾ pʰ ɑ n t͡sʰ kʰ
նրբատախտակ	n ə ɾ pʰ ɑ t ɑ χ t ɑ k
նրբերշիկ	n ə ɾ pʰ e ɾ ʃ i k
նքողել	n ə kʰ o ʁ e l
շ	ʃ ə
շա	ʃ ɑ
շաբաթ	ʃ ɑ pʰ ɑ t
շաբաթ	ʃ ɑ pʰ ɑ tʰ
շաբաթավերջ	ʃ ɑ pʰ ɑ tʰ ɑ v e ɾ t͡ʃʰ
շաբաթվա	ʃ ɑ pʰ ɑ tʰ v ɑ
շաբաշ	ʃ ɑ b ɑ ʃ
շագանակ	ʃ ɑ ɡ ɑ n ɑ k
շագանակագեղձ	ʃ ɑ ɡ ɑ n ɑ k ɑ ɡ e ʁ d͡z
շագանակագույն	ʃ ɑ ɡ ɑ n ɑ k ɑ ɡ u j n
շագանակենի	ʃ ɑ ɡ ɑ n ɑ k e n i
շալ	ʃ ɑ l
շալակ	ʃ ɑ l ɑ k
շալվար	ʃ ɑ l v ɑ ɾ
շախ	ʃ ɑ χ
շախմատ	ʃ ɑ χ m ɑ t
շախմատի	ʃ ɑ χ m ɑ t i
շախմատիստ	ʃ ɑ χ m ɑ t i s t
շախմատիստուհի	ʃ ɑ χ m ɑ t i s t u h i
շակալ	ʃ ɑ k ɑ l
շահ	ʃ ɑ h
շահաբաժին	ʃ ɑ h ɑ b ɑ ʒ i n
շահագործական	ʃ ɑ h ɑ ɡ o ɾ t͡s ɑ k ɑ n
շահագործել	ʃ ɑ h ɑ ɡ o ɾ t͡s e l
շահագործում	ʃ ɑ h ɑ ɡ o ɾ t͡s u m
շահախարդախ	ʃ ɑ h ɑ χ ɑ ɾ d ɑ χ
շահաստան	ʃ ɑ h ɑ s t ɑ n
շահավետ	ʃ ɑ h ɑ v e t
շահարկել	ʃ ɑ h ɑ ɾ k e l
շահել	ʃ ɑ h e l
շահեկան	ʃ ɑ h e k ɑ n
շահեն	ʃ ɑ h e n
շահնշահ	ʃ ɑ h ə n ʃ ɑ h
շահույթ	ʃ ɑ h u j tʰ
շաղ	ʃ ɑ ʁ
շաղախ	ʃ ɑ ʁ ɑ χ
շաղգամ	ʃ ɑ χ k ɑ m
շաղկապ	ʃ ɑ χ k ɑ p
շամամ	ʃ ɑ m ɑ m
շամայի	ʃ ɑ m ɑ j i
շամբ	ʃ ɑ m b
շամբալա	ʃ ɑ m b ɑ l ɑ
շամբուտ	ʃ ɑ m b u t
շամպայն	ʃ ɑ m p ɑ j n
շամպույն	ʃ ɑ m p u j n
շամպուն	ʃ ɑ m p u n
շամփուր	ʃ ɑ m pʰ u ɾ
շայբա	ʃ ɑ j b ɑ
շանթ	ʃ ɑ n tʰ
շանթահար	ʃ ɑ n tʰ ɑ h ɑ ɾ
շանթամբոխ	ʃ ɑ n tʰ ɑ m b o χ
շանթարգել	ʃ ɑ n tʰ ɑ ɾ kʰ e l
շանսոնյե	ʃ ɑ n s o n j e
շանտաժ	ʃ ɑ n t ɑ ʒ
շաշ	ʃ ɑ ʃ
շաշկի	ʃ ɑ ʃ k i
շաուրմա	ʃ ɑ u ɾ m ɑ
շաչել	ʃ ɑ t͡ʃʰ e l
շաչյուն	ʃ ɑ t͡ʃʰ j u n
շապիկ	ʃ ɑ p i k
շապկա	ʃ ɑ p k ɑ
շառ	ʃ ɑ r
շառաչ	ʃ ɑ r ɑ t͡ʃʰ
շառաչել	ʃ ɑ r ɑ t͡ʃʰ e l
շառաչյուն	ʃ ɑ r ɑ t͡ʃʰ j u n
շառավիղ	ʃ ɑ r ɑ v i ʁ
շառլատան	ʃ ɑ r l ɑ t ɑ n
շառլատանություն	ʃ ɑ r l ɑ t ɑ n u tʰ j u n
շավիղ	ʃ ɑ v i ʁ
շատ	ʃ ɑ t
շատախոս	ʃ ɑ t ɑ χ o s
շատակերիկ	ʃ ɑ t ɑ k e ɾ i k
շատանալ	ʃ ɑ t ɑ n ɑ l
շատրվան	ʃ ɑ t ə ɾ v ɑ n
շար	ʃ ɑ ɾ
շարադրանք	ʃ ɑ ɾ ɑ d ɾ ɑ n kʰ
շարադրություն	ʃ ɑ ɾ ɑ d ɾ u tʰ j u n
շարական	ʃ ɑ ɾ ɑ k ɑ n
շարահյուսել	ʃ ɑ ɾ ɑ h j u s e l
շարահյուսություն	ʃ ɑ ɾ ɑ h j u s u tʰ j u n
շարել	ʃ ɑ ɾ e l
շարժ	ʃ ɑ ɾ ʒ
շարժական	ʃ ɑ ɾ ʒ ɑ k ɑ n
շարժանկար	ʃ ɑ ɾ ʒ ɑ n ə k ɑ ɾ
շարժապատկեր	ʃ ɑ ɾ ʒ ɑ p ɑ t k e ɾ
շարժասանդուղք	ʃ ɑ ɾ ʒ ɑ s ɑ n d u ʁ kʰ
շարժել	ʃ ɑ ɾ ʒ e l
շարժիչ	ʃ ɑ ɾ ʒ i t͡ʃʰ
շարժում	ʃ ɑ ɾ ʒ u m
շարժուն	ʃ ɑ ɾ ʒ u n
շարժվել	ʃ ɑ ɾ ʒ v e l
շարունակել	ʃ ɑ ɾ n ɑ k e l
շարունակել	ʃ ɑ ɾ u n ɑ k e l
շարունակություն	ʃ ɑ ɾ n ɑ k u tʰ j u n
շարունակություն	ʃ ɑ ɾ u n ɑ k u tʰ j u n
շարք	ʃ ɑ ɾ kʰ
շարքային	ʃ ɑ ɾ kʰ ɑ j i n
շափյուղա	ʃ ɑ pʰ j u ʁ ɑ
շաքար	ʃ ɑ kʰ ɑ ɾ
շաքարախտ	ʃ ɑ kʰ ɑ ɾ ɑ χ t
շաքարավազ	ʃ ɑ kʰ ɑ ɾ ɑ v ɑ z
շաքարաքլոր	ʃ ɑ kʰ ɑ ɾ ɑ kʰ l o ɾ
շաքարեղեգ	ʃ ɑ kʰ ɑ ɾ e ʁ e ɡ
շեկ	ʃ e k
շեկել	ʃ e k e l
շեղ	ʃ e ʁ
շեղանկյուն	ʃ e ʁ ɑ n k j u n
շեղբ	ʃ e ʁ b
շեղել	ʃ e ʁ e l
շեղջ	ʃ e ʁ d͡ʒ
շեմ	ʃ e m
շեմք	ʃ e m kʰ
շեյեն	ʃ e j e n
շեյթան	ʃ e j tʰ ɑ n
շեյրել	ʃ e j ə ɾ e l
շեն	ʃ e n
շենլիկ	ʃ e n l i k
շենլիք	ʃ e n l i kʰ
շենք	ʃ e n kʰ
շեշտ	ʃ e ʃ t
շեշտել	ʃ e ʃ t e l
շեռ	ʃ e r
շերեփ	ʃ e ɾ e pʰ
շերեփուկ	ʃ e ɾ e pʰ u k
շերտ	ʃ e ɾ t
շեփոր	ʃ e pʰ o ɾ
շեփորահար	ʃ e pʰ o ɾ ɑ h ɑ ɾ
շեք	ʃ e kʰ
շեֆ	ʃ e f
շթաքար	ʃ ə tʰ ɑ kʰ ɑ ɾ
շիզիկ	ʃ i z i k
շիզոֆրենիա	ʃ i z o f ɾ e n i ɑ
շիզոֆրենիկ	ʃ i z o f ɾ e n i k
շիթ	ʃ i tʰ
շիլ	ʃ i l
շիլա	ʃ i l ɑ
շիկամուկ	ʃ i k ɑ m u k
շիկանալ	ʃ i k ɑ n ɑ l
շիկնել	ʃ i k n e l
շիճուկ	ʃ i t͡ʃ u k
շիմպանզե	ʃ i m p ɑ n z e
շինական	ʃ i n ɑ k ɑ n
շինանյութ	ʃ i n ɑ n j u tʰ
շինարար	ʃ i n ɑ ɾ ɑ ɾ
շինել	ʃ i n e l
շինծու	ʃ i n t͡s u
շինվածք	ʃ i n v ɑ t͡s kʰ
շիշ	ʃ i ʃ
շիջել	ʃ i d͡ʒ e l
շիջուցանել	ʃ i d͡ʒ u t͡sʰ ɑ n e l
շիվ	ʃ i v
շիվան	ʃ i v ɑ n
շիտակ	ʃ i t ɑ k
շիրիմ	ʃ i ɾ i m
շլագբաում	ʃ l ɑ ɡ b ɑ u m
շլանգ	ʃ ə l ɑ n ɡ
շլդիկ	ʃ ə l d i k
շլինք	ʃ ə l i n kʰ
շլոր	ʃ ə l o ɾ
շղթա	ʃ ə χ tʰ ɑ
շղթայական	ʃ ə χ tʰ ɑ j ɑ k ɑ n
շյուղ	ʃ j u ʁ
շնագայլ	ʃ ə n ɑ ɡ ɑ j l
շնաձուկ	ʃ ə n ɑ d͡z u k
շնավարդ	ʃ ə n ɑ v ɑ ɾ tʰ
շնդեղ	ʃ ə n d e ʁ
շներ	ʃ ə n e ɾ
շնիկ	ʃ ə n i k
շնորհ	ʃ ə n o ɾ
շնորհաբաշխ	ʃ ə n o ɾ ɑ b ɑ ʃ χ
շնորհակալ	ʃ ə n o ɾ ɑ k ɑ l
շնորհակալություն	ʃ ə n o ɾ ɑ k ɑ l u tʰ j u n
շնորհավոր	ʃ ə n o ɾ ɑ v o ɾ
շնորհավորական	ʃ n o ɾ ɑ v o ɾ ɑ k ɑ n
շնորհավորանք	ʃ n o ɾ ɑ v o ɾ ɑ n kʰ
շնորհավորել	ʃ n o ɾ ɑ v o ɾ e l
շնորհավորություն	ʃ n o ɾ ɑ v o ɾ u tʰ j u n
շնորհավորում	ʃ n o ɾ ɑ v o ɾ u m
շնորհել	ʃ ə n o ɾ e l
շնորհիվ	ʃ ə n o ɾ i v
շնորհք	ʃ ə n o ɾ kʰ
շնություն	ʃ ə n u tʰ j u n
շնչառություն	ʃ ə n t͡ʃʰ ɑ r u tʰ j u n
շնչավոր	ʃ ə n t͡ʃʰ ɑ v o ɾ
շնչարգելություն	ʃ ə n t͡ʃʰ ɑ ɾ kʰ e l u tʰ j u n
շնչափող	ʃ ə n t͡ʃʰ ɑ pʰ o ʁ
շնչել	ʃ ə n t͡ʃʰ e l
շշմել	ʃ ə ʃ m e l
շշնջալ	ʃ ə ʃ ə n d͡ʒ ɑ l
շշուկ	ʃ ə ʃ u k
շոգ	ʃ o kʰ
շոգեկառք	ʃ o kʰ e k ɑ r kʰ
շոգենավ	ʃ o kʰ e n ɑ v
շոգեշարժ	ʃ o kʰ e ʃ ɑ ɾ ʒ
շոգեքարշ	ʃ o kʰ e kʰ ɑ ɾ ʃ
շոգի	ʃ o kʰ i
շոլտի	ʃ o l t i
շոկոլադ	ʃ o k o l ɑ d
շող	ʃ o ʁ
շողալ	ʃ o ʁ ɑ l
շողիք	ʃ o ʁ i kʰ
շողշողալ	ʃ o χ ʃ o ʁ ɑ l
շողոտ	ʃ o ʁ o t
շողուկ	ʃ o ʁ u k
շողպար	ʃ o χ p ɑ ɾ
շոյված	ʃ o j v ɑ t͡s
շոյվել	ʃ o j v e l
շոնա	ʃ o n ɑ
շոշ	ʃ o ʃ
շոշափել	ʃ o ʃ ɑ pʰ e l
շոսսե	ʃ o s s e
շոտլանդերեն	ʃ o t l ɑ n d e ɾ e n
շոր	ʃ o ɾ
շորթել	ʃ o ɾ tʰ e l
շորթում	ʃ o ɾ tʰ u m
շուլուխ	ʃ u l u χ
շուկա	ʃ u k ɑ
շուն	ʃ u n
շունիկ	ʃ u n i k
շունչ	ʃ u n t͡ʃʰ
շուշա	ʃ u ʃ ɑ
շուշան	ʃ u ʃ ɑ n
շուշմա	ʃ u ʃ m ɑ
շուշուտ	ʃ u ʃ u t
շուշտ	ʃ u ʃ t
շուստրի	ʃ u s t ɾ i
շուտ	ʃ u t
շուտափույթ	ʃ u t ɑ pʰ u j tʰ
շուտով	ʃ u t o v
շուրթ	ʃ u ɾ tʰ
շուրջ	ʃ u ɾ d͡ʒ
շուրջը	ʃ u ɾ d͡ʒ ə
շուրջպար	ʃ u ɾ d͡ʒ p ɑ ɾ
շուք	ʃ u kʰ
շոքոլա	ʃ o kʰ o l ɑ
շոֆեռ	ʃ o f e r
շոֆեր	ʃ o f e ɾ
շչակ	ʃ ə t͡ʃʰ ɑ k
շպար	ʃ p ɑ ɾ
շպարանյութ	ʃ p ɑ ɾ ɑ n j u tʰ
շպիլկա	ʃ p i l k ɑ
շպռտել	ʃ ə p ə r t e l
շպրից	ʃ p ɾ i t͡sʰ
շպրտել	ʃ ə p ə ɾ t e l
շռայլ	ʃ ə r ɑ j l
շռել	ʃ ə r e l
շվեդ	ʃ ə v e d
շվեդական	ʃ v e d ɑ k ɑ n
շվեդերեն	ʃ v e d e ɾ e n
շվեյցար	ʃ v e j t͡sʰ ɑ ɾ
շվի	ʃ ə v i
շտաբ	ʃ t ɑ b
շտանգա	ʃ t ɑ n ɡ ɑ
շտանգիստ	ʃ t ɑ n ɡ i s t
շտապ	ʃ t ɑ p
շտապել	ʃ t ɑ p e l
շտապօգնություն	ʃ t ɑ p o kʰ n u tʰ j u n
շտեմարան	ʃ t e m ɑ ɾ ɑ n
շտկել	ʃ ə t k e l
շրթնաետնալեզվային	ʃ ə ɾ tʰ n ɑ j e t n ɑ l e z v ɑ j i n
շրթնային	ʃ ə ɾ tʰ n ɑ j i n
շրթներկ	ʃ ə ɾ tʰ n e ɾ k
շրթունք	ʃ ə ɾ tʰ u n kʰ
շրջազգեստ	ʃ ə ɾ d͡ʒ ɑ z ɡ e s t
շրջակայք	ʃ ə ɾ d͡ʒ ɑ k ɑ j kʰ
շրջահայաց	ʃ ə ɾ d͡ʒ ɑ h ɑ j ɑ t͡sʰ
շրջան	ʃ ə ɾ d͡ʒ ɑ n
շրջանագիծ	ʃ ə ɾ d͡ʒ ɑ n ɑ ɡ i t͡s
շրջանակ	ʃ ə ɾ d͡ʒ ɑ n ɑ k
շրջանակում	ʃ ə ɾ d͡ʒ ɑ n ɑ k u m
շրջանառություն	ʃ ə ɾ d͡ʒ ɑ n ɑ r u tʰ j u n
շրջանավարտ	ʃ ə ɾ d͡ʒ ɑ n ɑ v ɑ ɾ t
շրջարկ	ʃ ə ɾ d͡ʒ ɑ ɾ k
շրջափակել	ʃ ə ɾ d͡ʒ ɑ pʰ ɑ k e l
շրջափակում	ʃ ə ɾ d͡ʒ ɑ pʰ ɑ k u m
շրջել	ʃ ə ɾ d͡ʒ e l
շրջիկ	ʃ ə ɾ d͡ʒ i k
շրջում	ʃ ə ɾ d͡ʒ u m
շրջվել	ʃ ə ɾ d͡ʒ v e l
շրվանդ	ʃ ə ɾ v ɑ n d
շփագետ	ʃ ə pʰ ɑ ɡ e t
շփագիտական	ʃ ə pʰ ɑ ɡ i t ɑ k ɑ n
շփագիտություն	ʃ ə pʰ ɑ ɡ i t u tʰ j u n
շփական	ʃ ə pʰ ɑ k ɑ n
շփել	ʃ ə pʰ e l
շփշփել	ʃ ə pʰ ʃ ə pʰ e l
շփոթ	ʃ ə pʰ o tʰ
շփոթել	ʃ ə pʰ o tʰ e l
շփոթեցնել	ʃ ə pʰ o tʰ e t͡sʰ n e l
շփոթմունք	ʃ ə pʰ o tʰ m u n kʰ
շփոթություն	ʃ ə pʰ o tʰ u tʰ j u n
շփոթվածություն	ʃ ə pʰ o tʰ v ɑ t͡s u tʰ j u n
շփոթվել	ʃ ə pʰ o tʰ v e l
շփում	ʃ ə pʰ u m
շփվել	ʃ ə pʰ v e l
շքախումբ	ʃ ə kʰ ɑ χ u m b
շքահանդես	ʃ ə kʰ ɑ h ɑ n d e s
շքամուտք	ʃ ə kʰ ɑ m u t kʰ
շքանշան	ʃ ə kʰ ɑ n ə ʃ ɑ n
շքասրահ	ʃ ə kʰ ɑ s ə ɾ ɑ h
շքեղ	ʃ ə kʰ e ʁ
շքեղություն	ʃ ə kʰ e ʁ u tʰ j u n
շքերթ	ʃ ə kʰ e ɾ tʰ
ո	o
ո	v o
ոգել	v o kʰ e l
ոգելից	v o kʰ e l i t͡sʰ
ոգեշնչել	v o kʰ e ʃ ə n t͡ʃʰ e l
ոգեշնչում	v o kʰ e ʃ ə n t͡ʃʰ u m
ոգի	v o kʰ i
ոգորել	v o ɡ o ɾ e l
ոգևորել	v o kʰ e v o ɾ e l
ոգևորություն	v o kʰ e v o ɾ u tʰ j u n
ոգևորվել	v o kʰ e v o ɾ v e l
ոզնախոտ	v o z n ɑ χ o t
ոզնի	v o z n i
ոլոռ	v o l o r
ոլոր	v o l o ɾ
ոլորագիծ	v o l o ɾ ɑ ɡ i t͡s
ոլորակ	v o l o ɾ ɑ k
ոլորակել	v o l o ɾ ɑ k e l
ոլորան	v o l o ɾ ɑ n
ոլորապտույտ	v o l o ɾ ɑ p ə t u j t
ոլորել	v o l o ɾ e l
ոլործուն	v o l o ɾ t͡s u n
ոլորուն	v o l o ɾ u n
ոլորտ	v o l o ɾ t
ոլորք	v o l o ɾ kʰ
ոլոք	v o l o kʰ
ոխ	v o χ
ոխանալ	v o χ ɑ n ɑ l
ոխերիմ	v o χ e ɾ i m
ոհ	v o h
ոհմակ	v o h m ɑ k
ող	v o ʁ
ողբ	v o χ p
ողբալ	v o χ p ɑ l
ողբերգական	v o χ p e ɾ ɡ ɑ k ɑ n
ողբերգակատակերգական	v o χ p e ɾ ɡ ɑ k ɑ t ɑ k e ɾ ɡ ɑ k ɑ n
ողբերգակատակերգություն	v o χ p e ɾ ɡ ɑ k ɑ t ɑ k e ɾ ɡ u tʰ j u n
ողբերգություն	v o χ p e ɾ ɡ u tʰ j u n
ողկույզ	v o χ k u j z
ողնաշար	v o ʁ n ɑ ʃ ɑ ɾ
ողնաշարավոր	v o ʁ n ɑ ʃ ɑ ɾ ɑ v o ɾ
ողնուղեղ	v o ʁ n u ʁ e ʁ
ողողել	v o ʁ o ʁ e l
ողողվել	v o ʁ o ʁ v e l
ողորկ	v o ʁ o ɾ k
ողորկություն	v o ʁ o ɾ k u tʰ j u n
ողորմածիկ	v o ʁ o ɾ m ɑ t͡s i k
ողորմել	v o ʁ o ɾ m e l
ողորմություն	v o ʁ o ɾ m u tʰ j u n
ողջ	v o χ t͡ʃʰ
ողջագուրել	v o χ t͡ʃʰ ɑ ɡ u ɾ e l
ողջախոհ	v o χ t͡ʃʰ ɑ χ o h
ողջախոհություն	v o χ t͡ʃʰ ɑ χ o h u tʰ j u n
ողջակիզում	v o χ t͡ʃʰ ɑ k i z u m
ողջամիտ	v o χ t͡ʃʰ ɑ m i t
ողջույն	v o χ t͡ʃʰ u j n
ողջունել	v o χ t͡ʃʰ u n e l
ոճ	v o t͡ʃ
ոմանք	v o m ɑ n kʰ
ոմն	v o m ə n
ոյժ	u ʒ
ոնց	v o n t͡sʰ
ոչ	v o t͡ʃʰ
ոչինչ	v o t͡ʃʰ i n t͡ʃʰ
ոչխար	v o t͡ʃʰ χ ɑ ɾ
ոչմիթիզական	v o t͡ʃʰ m i tʰ i z ɑ k ɑ n
ոչնչանալ	v o t͡ʃʰ ə n t͡ʃʰ ɑ n ɑ l
ոչնչացման	v o t͡ʃʰ ə n t͡ʃʰ ɑ t͡sʰ m ɑ n
ոչնչացնել	v o t͡ʃʰ ə n t͡ʃʰ ɑ t͡sʰ n e l
ոչնչացում	v o t͡ʃʰ ə n t͡ʃʰ ɑ t͡sʰ u m
ոջիլ	v o t͡ʃʰ i l
ոռ	v o r
ոռնալ	v o r n ɑ l
ոռոգել	v o r o kʰ e l
ոսի	v o s i
ոսկե	v o s k e
ոսկեդրամ	v o s k e d ɾ ɑ m
ոսկեզօծ	v o s k e z o t͡s
ոսկեծաղիկ	v o s k e t͡s ɑ ʁ i k
ոսկեհուռ	v o s k e h u r
ոսկեղեն	v o s k e ʁ e n
ոսկեպատ	v o s k e p ɑ t
ոսկերիչ	v o s k e ɾ i t͡ʃʰ
ոսկերչություն	v o s k e ɾ t͡ʃʰ u tʰ j u n
ոսկեքար	v o s k e kʰ ɑ ɾ
ոսկի	v o s k i
ոսկյա	v o s k j ɑ
ոսկոր	v o s k o ɾ
ոսկու	v o s k u
ոսկր	v o s k ə ɾ
ոսկրաբան	v o s k ɾ ɑ b ɑ n
ոսկրածուծ	v o s k ɾ ɑ t͡s u t͡s
ոսոխ	v o s o χ
ոսոխություն	v o s o χ u tʰ j u n
ոսպ	v o s p
ոսպապուր	v o s p ɑ p u ɾ
ոսպնյակ	v o s p ə n j ɑ k
ոստ	v o s t
ոստայն	v o s t ɑ j n
ոստայնանկ	v o s t ɑ j n ɑ n k
ոստան	v o s t ɑ n
ոստանիկ	v o s t ɑ n i k
ոստիկան	v o s t i k ɑ n
ոստիկանապետ	v o s t i k ɑ n ɑ p e t
ոստիկանություն	v o s t i k ɑ n u tʰ j u n
ոստնել	v o s t n e l
ոստրե	v o s t ɾ e
ով	o v
ովասիս	o v ɑ s i s
ովքեր	o f kʰ e ɾ
ոտ	v o t
ոտանավոր	v o t ɑ n ɑ v o ɾ
ոտնակ	v o t n ɑ k
ոտնակապ	v o t n ɑ k ɑ p
ոտնաձայն	v o t n ɑ d͡z ɑ j n
ոտնաման	v o t n ɑ m ɑ n
ոտնամատ	v o t n ɑ m ɑ t
ոտնամուտ	v o t n ɑ m u t
ոտնաշավիղ	v o t n ɑ ʃ ɑ v i ʁ
ոտնաշրջիկ	v o t n ɑ ʃ ə ɾ d͡ʒ i k
ոտնաչափ	v o t n ɑ t͡ʃʰ ɑ pʰ
ոտնապինդ	v o t n ɑ p i n d
ոտնապտույտ	v o t n ɑ p ə t u j t
ոտնառում	v o t n ɑ r u m
ոտնացուպ	v o t n ɑ t͡sʰ u p
ոտք	v o t kʰ
որ	v o ɾ
որակ	v o ɾ ɑ k
որակական	v o ɾ ɑ k ɑ k ɑ n
որակյալ	v o ɾ ɑ k j ɑ l
որբ	v o ɾ pʰ
որբահավաք	v o ɾ pʰ ɑ h ɑ v ɑ kʰ
որբանալ	v o ɾ pʰ ɑ n ɑ l
որբանոց	v o ɾ pʰ ɑ n o t͡sʰ
որբություն	v o ɾ pʰ u tʰ j u n
որդ	v o ɾ tʰ
որդեգրել	v o ɾ tʰ e ɡ ə ɾ e l
որդեգրություն	v o ɾ tʰ e ɡ ə ɾ u tʰ j u n
որդեգրում	v o ɾ tʰ e ɡ ə ɾ u m
որդեսեր	v o ɾ tʰ e s e ɾ
որդի	v o ɾ tʰ i
որդյակ	v o ɾ tʰ j ɑ k
որթ	v o ɾ tʰ
որի	v o ɾ i
ործկալ	v o ɾ t͡s k ɑ l
որկոր	v o ɾ k o ɾ
որկրամոլ	v o ɾ k ɾ ɑ m o l
որկրամոլություն	v o ɾ k ɾ ɑ m o l u tʰ j u n
որձ	v o ɾ t͡sʰ
որձակ	v o ɾ t͡sʰ ɑ k
որձաքար	v o ɾ t͡sʰ ɑ kʰ ɑ ɾ
որմ	v o ɾ m
որմզդեղն	v o ɾ m ə z d e ʁ ə n
որմնադիր	v o ɾ m n ɑ d i ɾ
որմնախորշ	v o ɾ m n ɑ χ o ɾ ʃ
որմնանկար	v o ɾ m n ɑ n ə k ɑ ɾ
որյար	v o ɾ j ɑ ɾ
որոգայթ	v o ɾ o ɡ ɑ j tʰ
որոճ	v o ɾ o t͡ʃ
որոճալ	v o ɾ o t͡ʃ ɑ l
որոճել	v o ɾ o t͡ʃ e l
որոմ	v o ɾ o m
որոնել	v o ɾ o n e l
որոնում	v o ɾ o n u m
որոնք	v o ɾ o n kʰ
որոշ	v o ɾ o ʃ
որոշակի	v o ɾ o ʃ ɑ k i
որոշել	v o ɾ o ʃ e l
որոշում	v o ɾ o ʃ u m
որոջ	v o ɾ o d͡ʒ
որովայն	v o ɾ o v ɑ j n
որովհետև	v o ɾ o f h e t e v
որովհետև	v o ɾ o v e t e v
որոտ	v o ɾ o t
որոր	v o ɾ o ɾ
որչափ	v o ɾ t͡ʃʰ ɑ pʰ
որպես	v o ɾ p e s
որպեսզի	v o ɾ p e s z i
որպիսի	v o ɾ p i s i
որջ	v o ɾ t͡ʃʰ
որս	v o ɾ s
որսագող	v o ɾ s ɑ ɡ o ʁ
որսագողություն	v o ɾ s ɑ ɡ o ʁ u tʰ j u n
որսալ	v o ɾ s ɑ l
որսկան	v o ɾ s k ɑ n
որսորդ	v o ɾ s o ɾ tʰ
որտեղ	v o ɾ t e ʁ
որտև	v o ɾ t e v
որքան	v o ɾ kʰ ɑ n
որքին	v o ɾ kʰ i n
որևէ	v o ɾ e v e
որևիցե	v o ɾ e v i t͡sʰ e
ու	u
ուդ	u d
ուդմուրտ	u d m u ɾ t
ուդոն	u d o n
ուելսերեն	u e l s e ɾ e n
ուզբեկ	u z b e k
ուզբեկերեն	u z b e k e ɾ e n
ուզել	u z e l
ուզենալ	u z e n ɑ l
ութ	u tʰ
ութանասուն	u tʰ ɑ n ɑ s u n
ութեակ	u tʰ j ɑ k
ութերորդ	u tʰ e ɾ o ɾ tʰ
ությակ	u tʰ j ɑ k
ութնեակ	u tʰ n j ɑ k
ութնյակ	u tʰ n j ɑ k
ութոտնուկ	u tʰ o t n u k
ութսուն	u tʰ s u n
ութսուն	u t͡sʰ u n
ուժ	u ʒ
ուժային	u ʒ ɑ j i n
ուժգին	u ʒ ɡ i n
ուժեղ	u ʒ e ʁ
ուժեղանալ	u ʒ e ʁ ɑ n ɑ l
ուժեր	u ʒ e ɾ
ուլ	u l
ուլենի	u l e n i
ուլից	u l i t͡sʰ
ուլունք	u l u n kʰ
ուխտ	u χ t
ուխտագնաց	u χ t ɑ ɡ ə n ɑ t͡sʰ
ուխտագնացություն	u χ t ɑ ɡ ə n ɑ t͡sʰ u tʰ j u n
ուկրաինական	u k ɾ ɑ i n ɑ k ɑ n
ուկրաինացի	u k ɾ ɑ i n ɑ t͡sʰ i
ուկրաիներեն	u k ɾ ɑ i n e ɾ e n
ուղարկել	u ʁ ɑ ɾ k e l
ուղեբեռ	u ʁ e b e r
