अ	ə
स्टेथोस्कोप	s ʈ e t̪ʰ o s k o p
स्तन	s t̪ ə n
स्तर	s t̪ ə ɾ
स्तुती	s t̪ u t̪ i
स्तुत्य	s t̪ u t̪ j ə
स्तोत्र	s t̪ o t̪ ɾ ə
स्त्री	s t̪ ɾ i
स्त्रीलिंग	s t̪ ɾ i l i ŋ ɡ ə
स्त्रीवाद	s t̪ ɾ i ʋ a d̪
स्त्रोत	s t̪ ɾ o t̪
स्थळ	s t̪ʰ ə ɭ̆
स्थान	s t̪ʰ a n
स्थानक	s t̪ʰ a n ə k
स्थाने	s t̪ʰ a n e
स्थाने	s t̪ʰ a n ə
स्थिती	s t̪ʰ i t̪ i
स्थिर	s t̪ʰ i ɾ
स्नान	s n a n
स्निग्ध	s n i ɡ d̪ʱ ə
स्नेह	s n e ɦ
स्नेहभाव	s n e ɦ bʱ a ʋ
स्नेहल	s n e ɦ ə l
स्नेहा	s n e ɦ a
स्नेहांकित	s n e ɦ a ŋ k i t̪
स्नेहार्द्र	s n e ɦ a ɾ d̪ ɾ ə
स्नेहाळ	s n e ɦ a ɭ̆
स्नेही	s n e ɦ i
स्पर्धा	s p ə ɾ d̪ʱ a
स्पर्श	s p ə ɾ ɕ ə
स्पष्ट	s p ə ʂ ʈ ə
स्पष्टीकरण	s p ə ʂ ʈ i k ə ɾ ə ɳ
स्फोट	s pʰ o ʈ
स्फोटक	s pʰ o ʈ ə k
स्मृति	s m ɾ u t̪ i
स्मृतिभ्रंश	s m ɾ u t̪ i bʱ ɾ ə u ɕ ə
स्मृती	s m ɾ u t̪ i
स्रोत	s ɾ o t̪
स्वच्छ	s ʋ ə t͡ɕ t͡ɕʰ ə
स्वच्छता	s ʋ ə t͡ɕ t͡ɕʰ ə t̪ a
स्वतंत्र	s ʋ ə t̪ ə n t̪ ɾ ə
स्वतः	s ʋ ə t̪ əʰ
स्वप्न	s ʋ ə p n ə
स्वप्ने	s ʋ ə p n e
स्वप्ने	s ʋ ə p n ə
स्वभाव	s ʋ ə bʱ a ʋ
स्वयंपाकघर	s ʋ ə j ə m p a k ɡʱ ə ɾ
स्वर	s ʋ ə ɾ ə
स्वरयंत्र	s ʋ ə ɾ ə j ə n t̪ ɾ ə
स्वरा	s ʋ ə ɾ a
स्वराज्य	s ʋ ə ɾ a d͡ʑ j ə
स्वरूप	s ʋ ə ɾ u p
स्वर्ग	s ʋ ə ɾ ɡ ə
स्वर्गवासी	s ʋ ə ɾ ɡ ə ʋ a s i
स्वर्गीय	s ʋ ə ɾ ɡ i j
स्वस्त	s ʋ ə s t̪ ə
स्वस्तिक	s ʋ ə s t̪ i k
स्वाक्षरी	s ʋ a k ʂ ə ɾ i
स्वागत	s ʋ a ɡ ə t̪
स्वागतम	s ʋ a ɡ t̪ ə m
स्वातंत्र्य	s ʋ a t̪ ə n t̪ ɾ j ə
स्वादिष्ट	s ʋ a d̪ i ʂ ʈ ə
स्वार	s ʋ a ɾ
स्वार्थ	s ʋ a ɾ t̪ʰ ə
स्वार्थी	s ʋ a ɾ t̪ʰ i
स्वीकार	s ʋ i k a ɾ
स्वीकारणे	s ʋ i k a ɾ ɳ e
स्वीकारणे	s ʋ i k a ɾ ɳ ə
स्वीकृत	s ʋ i k ɾ u t̪
स्वीकृती	s ʋ i k ɾ u t̪ i
ह	ɦ ə
हंडा	ɦ ə ɳ ɖ a
हंस	ɦ ə u s ə
हक्क	ɦ ə k k ə
हगणे	ɦ ə ɡ ɳ e
हगणे	ɦ ə ɡ ɳ ə
हजर	ɦ ə d͡z ə ɾ
हजार	ɦ ə d͡z a ɾ
हजेरी	ɦ ə d͡ʑ e ɾ i
हट्ट	ɦ ə ʈ ʈ ə
हट्टी	ɦ ə ʈ ʈ i
हत्या	ɦ ə t̪ j a
हत्यार	ɦ ə t̪ j a ɾ
हद्द	ɦ ə d̪ d̪ ə
हनुमान	ɦ ə n u m a n
हमी	ɦ ə m i
हयात	ɦ ə j a t̪
हरकत	ɦ ə ɾ k ə t̪
हरणे	ɦ ə ɾ ɳ e
हरवणे	ɦ ə ɾ ə ʋ ɳ e
हलणे	ɦ ə l ɳ e
हलणे	ɦ ə l ɳ ə
हलवणे	ɦ ə l ə ʋ ɳ e
हलवणे	ɦ ə l ə ʋ ɳ ə
हल्ला	ɦ ə l l a
हल्ली	ɦ ə l l i
हल्वा	ɦ ə l ʋ a
हळू	ɦ ə ɭ̆ u
हळूहळू	ɦ ə ɭ̆ u ɦ ɭ̆ u
हवन	ɦ ə ʋ ə n
हवा	ɦ ə ʋ a
हवामान	ɦ ə ʋ a m a n
हवामानविषयक	ɦ ə ʋ a m a n ʋ i ʂ j ə k
हवामानशास्त्र	ɦ ə ʋ a m a n ɕ a s t̪ ɾ ə
हवामानशास्त्रज्ञ	ɦ ə ʋ a m a n ɕ a s t̪ ɾ ə d͡ʑ n ə
हव्यास	ɦ ə ʋ j a s
हसणे	ɦ ə s ɳ e
हसमुख	ɦ ə s m u kʰ
हसू	ɦ ə s u
हस्तक्षेप	ɦ ə s t̪ ə k ʂ e p
हस्तमैथुन	ɦ ə s t̪ ə m ə i t̪ʰ u n
हस्तिनापुर	ɦ ə s t̪ i n a p u ɾ
हा	ɦ a
हाईम	ɦ a i m
हाक	ɦ a k
हाकलणे	ɦ a k ə l ɳ e
हाकलणे	ɦ a k ə l ɳ ə
हाट	ɦ a ʈ
हाड	ɦ a ɖ
हाणणे	ɦ a ɳ ɳ e
हाणणे	ɦ a ɳ ɳ ə
हात	ɦ a t̪
हातघाई	ɦ a t̪ ɡʱ a i
हातवल्हे	ɦ a t̪ ʋ ə lʱ e
हातवल्हे	ɦ a t̪ ʋ ə lʱ ə
हातोडा	ɦ a t̪ o ɖ a
हानि	ɦ a n i
हानी	ɦ a n i
हान्ना	ɦ a n n a
हान्नुका	ɦ a n n u k a
हार	ɦ a ɾ
हाल	ɦ a l
हालचाल	ɦ a l t͡ɕ a l
हालणे	ɦ a l ɳ e
हालणे	ɦ a l ɳ ə
हाव	ɦ a ʋ
हावरट	ɦ a ʋ ɾ ə ʈ
हावरटपणा	ɦ a ʋ ɾ ə ʈ ə p ɳ a
हास्य	ɦ a s j ə
हास्यमुख	ɦ a s j ə m u kʰ
हास्यास्पद	ɦ a s j a s p ə d̪
हाहाकार	ɦ a ɦ a k a ɾ
हिंग	ɦ i ŋ ɡ ə
हिंडणे	ɦ i ɳ ɖ ə ɳ e
हिंडणे	ɦ i ɳ ɖ ə ɳ ə
हिंदी	ɦ i n d̪ i
हिंदुस्थान	ɦ i n d̪ u s t̪ʰ a n
हिंदू	ɦ i n d̪ u
हिजडा	ɦ i d͡ʑ ɖ a
हिडीस	ɦ i ɖ i s
हिरा	ɦ i ɾ a
हिवताप	ɦ i ʋ t̪ a p
हिवाळा	ɦ i ʋ a ɭ̆ a
हिवाळी	ɦ i ʋ a ɭ̆ i
हिशोब	ɦ i ɕ o b
हिसकणे	ɦ i s ə k ɳ e
हिसकणे	ɦ i s ə k ɳ ə
हिसकावणे	ɦ i s k a ʋ ɳ e
हिसकावणे	ɦ i s k a ʋ ɳ ə
ही	ɦ i
हीन	ɦ i n
हुंडा	ɦ u ɳ ɖ a
हुंडी	ɦ u ɳ ɖ i
हुकूम	ɦ u k u m
हुकूमशाही	ɦ u k u m ɕ a ɦ i
हुतात्मा	ɦ u t̪ a t̪ m a
हुद्दा	ɦ u d̪ d̪ a
हुबेहूब	ɦ u b e ɦ u b
हुशार	ɦ u ɕ a ɾ
हुशारी	ɦ u ɕ a ɾ i
हृदय	ɦ ɾ u d̪ ə j
हृदये	ɦ ɾ u d̪ j e
हृदये	ɦ ɾ u d̪ j ə
हृद्गत	ɦ ɾ u d̪ ɡ ə t̪
हे	ɦ e
हेतू	ɦ e t̪ u
हेम	ɦ e m
हेर	ɦ e ɾ
हेरणे	ɦ e ɾ ɳ e
हेरणे	ɦ e ɾ ɳ ə
हेलगा	ɦ e l ɡ a
हेवा	ɦ e ʋ a
हैदराबाद	ɦ ə i d̪ ɾ a b a d̪
हैराण	ɦ ə i ɾ a ɳ
हो	ɦ o
होकार	ɦ o k a ɾ
होडी	ɦ o ɖ i
होणे	ɦ o ɳ e
होणे	ɦ o ɳ ə
होता	ɦ o t̪ a
होती	ɦ o t̪ i
होते	ɦ o t̪ e
होम	ɦ o m
होमद्रव्य	ɦ o m ə d̪ ɾ ə ʋ j ə
होमशाला	ɦ o m ɕ a l a
होमहवन	ɦ o m ə ɦ ʋ ə n
होय	ɦ o j
होळी	ɦ o ɭ̆ i
हौस	ɦ ə u s
ॐ	o m
ॲ	æ
