ab	ɑ b
şou	ʃ o u
şöbə	ʃ œː b æ
şöhrət	ʃ œ h r æ t
ştrix	ʃ t r i χ
şux	ʃ u x
şuluq	ʃ u ɫ u χ
şurnay	ʃ ɯ r n ɑ j
Şuşa	ʃ u ʃ ɑ
şüar	ʃ y ɑ r
şüar	ʃ u ɑ r
şübhə	ʃ y b h æ
şübhə	ʃ y p æ
şüşə	ʃ y ʃ æ
şüur	ʃ y uː r
şüyüd	ʃ y j y d
tabaşir	t ɑ b ɑː ʃ i r
tabe	t ɑː b e
tac	t ɑ d͡ʒ
tac	t ɑ d͡z
tacir	t ɑː d͡ʒ i r
tacir	t ɑː d͡z i r
taxıc	t ɑ χ ɯ d͡ʒ
taxıc	t ɑ χ ɯ d͡z
taxmaq	t ɑ χ m ɑ χ
taxsır	t ɑ x s ɯ r
taxtabiti	t a χ t a b i t i
taktika	t ɑ k t i k ɑ
taktiki	t ɑ k t i k i
taqət	t ɑː ɡ æ t
tala	t ɑ ɫ ɑ
talamaq	t ɑ ɫ ɑ m ɑ x
tale	t ɑː l e h
tale	t ɑː l e
talış	t ɑ ɫ ɯ ʃ
tamamilə	t ɑ m ɑː m iː l æ
tamamilə	t ɑ m ɑː m i l æ
tamamilə	t ɑ m ɑ m iː l æ
tamamilə	t ɑ m ɑ m i l æ
tamamilə	t æ m ɑ m iː l æ
tamamilə	t æ m ɑ m i l æ
tamaşa	t ɑ m ɑ ʃ ɑ
tamaşaçı	t ɑ m ɑ ʃ ɑ t͡ʃ ɯ
tamaşaçı	t ɑ m ɑ ʃ ɑ t͡s ɯ
tanış	t ɑ n ɯ ʃ
tanışmaq	t ɑ n ɯ ʃ m ɑ χ
tanrı	t ɑ n r ɯ
tanrıçı	t ɑ n ɾ ɯ t͡ʃ ɯ
tanrıçı	t ɑ n ɾ ɯ t͡s ɯ
tapdalamaq	t ɑ p t ɑ ɫ ɑ m ɑ χ
tapdıq	t a p d ɯ x
tapıntı	t ɑ p ɯ n t ɯ
tapmaq	t ɑ p m ɑ χ
tapşırmaq	t ɑ p ʃ ɯ r m ɑ χ
tar	t ɑ r
tarakan	t ɑ r ɑ k ɑ n
tarixi	t ɑː r i χ i
tarla	t ɑ r ɫ ɑ
taslaq	t ɑ s ɫ ɑ χ
taun	t ɑ u n
taya	t ɑ j ɑ
Taybey	t ɑ j b e j
tayfa	t ɑ j f ɑ
tayqol	t ɑ j ɡ o ɫ
tayqulaq	t ɑ j ɡ u ɫ ɑ x
texnoloji	t e x n o ɫ o ʒ ɯ
tel	t e l
telefon	t e l e f o n
televiziya	t e l e v i z i j ɑ
televizor	t e l e v i z o ɾ
terakt	t e r ɑ k t
terapevt	t e r ɑ p e f t
termometr	t e r m o m e t r
tezlik	t e z d i ç
tezlik	t e z l i c
tezlik	t e z l i j
tezliklə	t e z d i ç n æ n
tezliklə	t e z l i c l æ
təbaşir	t æ b ɑː ʃ i r
təbəə	t æ b æ æ
təbrik	t æ b r i k
təbrik	t æ b r i t͡ʃ
təcavüzkar	t æ d͡ʒ ɑː v y z c ɑ r
təcavüzkar	t æ d͡z ɑː v y z t͡ʃ ɑ r
təcrübə	t æ d͡ʒ r y b æ
təcrübə	t æ d͡z r y b æ
tədarük	t æ d ɑː r y c
tədarük	t æ d ɑː r y t͡ʃ
tədbir	t æ d b i r
tədbirli	t æ d b i r l i
tədbirli	t æ d b i rː i
tədhiş	t æ d h i ʃ
təəccüblənmək	t æ æ d͡ʒ y b l æ n m æ k
təəccüblənmək	t æ æ d͡z y b l æ n m æ t͡ʃ
təfavüt	t æ f ɑː v y t
təfavüt	t æ f o t
təfavüt	t a f o t
təfsir	t æ f s i ɾ
təftiş	t æ f t i ʃ
təğyir	t æ ɣ j i r
təhqiq	t æ h ɡ i ɡ
təhqir	t æ h ɡ i r
təhrir	t æ h r i r
təhsil	t æ h s i l
təxir	t æ χ i r
təxsis	t æ χ s i s
tək	t æ k
tək	t æ ç
tək	t æ h
təkbuynuz	t æ c b u j n u z
təkcə	t æ c d͡ʒ æ
təkcə	t æ t͡ʃ d͡z æ
təkcə	t æ ç d͡z æ
təkcə	t æ j t͡s æ
təkə	t æ k æ
təkər	t æ c æ r
təkər	t æ t͡ʃ æ r
təkər	t æ j æ ɾ
təki	t æ c i
təkid	t æ k i d
təkid	t æ t͡ʃ i d
təkmilləşdirmək	t æ k m i lː æ ʃ d i r m æ k
təknikahlılıq	t æ c n i c a h ɫ ɯ l ɯ x
təknikahlılıq	t æ t͡ʃ n i t͡ʃ a h ɫ ɯ l ɯ x
təknikahlılıq	t æ t͡ʃ n i d͡ʒ a h ɫ ɯ l ɯ x
təkrar	t æ c r ɑ r
təkrar	t i c r ɑ r
təkrar	t i t͡ʃ r ɑ r
təktanrıçı	t æ c t ɑ n ɾ ɯ t͡ʃ ɯ
təktanrıçı	t æ t͡ʃ t ɑ n r ɯ t͡s ɯ
təktanrıçılıq	t æ c t ɑ n ɾ ɯ t͡ʃ ɯ ɫ ɯ x
təktanrıçılıq	t æ t͡ʃ t ɑ n ɾ ɯ t͡s ɯ ɫ ɯ x
təktanrılı	t æ c t ɑ n ɾ ɯ ɫ ɯ
təktanrılı	t æ t͡ʃ t ɑ n r ɯ ɫ ɯ
təkyə	t æ c j æ
təqaüd	t æ ɡ ɑː y d
təqdir	t æ ɡ d i r
təqdirəlayiq	t æ ɡ d i r æ ɫ ɑː j i ɡ
təqdis	t æ ɡ d i s
təqsir	t æ ɡ s i r
təqvim	t æ ɡ v i m
təlabat	t æ ɫ ɑ b ɑ t
təlatüm	t æ ɫ ɑː t y m
tələb	t æ l æ b
tələbat	t æ l æ b ɑ t
tələbə	t æ l æ b æ
tələk	t æ l æ c
tələk	t æ l æ t͡ʃ
tələt	t æ l æ t
təlxək	t æ l x æ c
təliqə	t æ l i ɡ æ
təlimat	t æː l i m ɑ t
təlimat	t æ l i m ɑ t
təmin	t æː m i n
təmir	t æː m i r
təmizkar	t æ m i z c ɑ r
təmizkarlıq	t æ m i z c ɑ r ɫ ɯ χ
təmizkarlıq	t æ m i z c ɑ rː ɯ χ
təmizləmək	t æ m i z l æ m æ c
təmizləmək	t æ m i z l æ m æ j
təmizləmək	t æ m i z d æ m æ c
təmizləmək	t æ m i z d æ m æ j
təmrin	t æ m r i n
tənbeh	t æ n b e h
tənbölən	t æ m b œ l æ n
tənək	t æ n æ c
tənək	t æ ŋ æ c
tənqidçi	t æ n ɡ i t t͡ʃ i
tənqidçi	t æ n ɡ i t t͡s i
təntik	t æ n t i c
təpə	t æ p æ
təpə	t æ p p æ
tər	t æ r
tərcümə	t æ r d͡ʒ y m æ
tərcümə	t æ r d͡z y m æ
tərcüməçi	t æ ɾ d͡ʒ y m æ t͡ʃ i
tərcüməçi	t æ ɾ d͡z y m æ t͡s i
tərə	t æ r æ
tərəf	t æ r æ f
tərəfindən	t æ r æ f i n d æ n
tərəfindən	t æ r æ f i nː æ n
tərəvəz	t æ r æ v æ z
tərəzi	t æ r æ z i
Tərəzi	t æ r æ z i
tərgitmək	t æ r ɟ i t m æ k
tərgitmək	t æ r ɟ i t m æ j
tərkib	t æ r c i b
tərkib	t æ r t͡ʃ i b
tərləmək	t æ rː æ m æ c
tərləmək	t æ rː æ m æ j
tərləmək	t æ rː æ m ɑ χ
tərpənmək	t æ r p æ mː m æ j
təsadüfən	t æ s ɑː d y f æ n
təsirli	t æ s i r l i
təsirli	t æ s i rː i
təsirsiz	t æ s i r s i z
təslis	t æ s l i s
təşviqat	t æ ʃ v i ɡ ɑ t
təşviqat	t æ ʃ v i ɣ ɑ t
tətik	t æ t i c
təvəllüd	t æ v æ lː y d
təvəllüdlü	t æ v æ lː y d l y
təyinat	t æː j i n a t
təyinat	t æ j i n a t
təzad	t æ z ɑ d
təzahür	t æ z ɑː h y r
təzə	t æ z æ
təzəcə	t æ z æ d͡ʒ æ
təzəcə	t æ z æ d͡z æ
təzminat	t æ z m i n ɑ t
tıxac	t ɯ χ ɑ d͡ʒ
tıxac	t ɯ χ ɑ d͡z
tıncıxmaq	t ɯ n d͡ʒ ɯ χ m ɑ χ
tıncıxmaq	t ɯ n d͡z ɯ χ m ɑ χ
tırtıl	t ɯ r t ɯ l
tısbağa	t ɯ s b ɑ ɣ ɑ
tibb	t i b
ticarət	t i d͡ʒ ɑ ɾ æ t
ticarət	t i d͡z ɑ ɾ æ t
tikə	t i c æ
tikə	t i t͡ʃ æ
tikili	t i c i l i
tikili	t i t͡ʃ i l i
tikinti	t i c i n t i
tikinti	t i t͡ʃ i n t i
tikmək	t i c m æ c
tikmək	t i t͡ʃ m æ ç
tikmək	t i k m æ j
tikmək	t i k m e j
tikmək	t i ç m ɑ χ
til	t i l
tilişkə	t i l i ʃ c æ
tip	t i p
tire	t i r e
toxa	t o x ɑ
toxmaq	t o χ m ɑ χ
toxum	t o χ u m
toxumaq	t o x u m ɑ x
toxunan	t o x u n ɑ n
toxunmaq	t o χ u mː ɑ χ
tok	t o k
toqqa	t o k ɡ ɑ
toqquşmaq	t o k ɡ u ʃ m ɑ x
topa	t o p ɑ
topal	t o p ɑ ɫ
toplanma	t o p ɫ ɑ n m ɑ
toplanma	t o p ɫ ɑ mː ɑ
toplanmaq	t o p ɫ ɑ n m ɑ x
toplanmaq	t o p ɫ ɑ mː ɑ x
toplu	t o p ɫ u
toran	t o r ɑ n
torba	t o r b ɑ
torbavari	t o r b ɑ v ɑː r i
tormoz	t o r m o z
torpaq	t o r p ɑ χ
torpaq	t o p r ɑ χ
torpaq	t u r p ɑ χ
toyuq	t o j u χ
toz	t o z
tozağacı	t o z a ɣ a d͡ʒ ɯ
tozağacı	t o z a ɣ a d͡z ɯ
tozağacı	t o z a ɣ a ʒ ɯ
tozanaq	t o z a n ɑ χ
tozsoran	t o sː o ɾ ɑ n
tozsoranlamaq	t o z s o ɾ ɑ nː ɑ m ɑ x
tozsoranlamaq	t o sː o ɾ ɑ nː ɑ m ɑ x
tökmək	t œ c m æ ç
tökmək	t œ c m æ j
tökmək	t œ c m æ c
tökmək	t œ k m ɑ χ
törəmək	t œ r æ m æ c
tövbə	t œ v b æ
tövbə	t œː b æ
tövhid	t œ v h i d
tövsiyə	t œ v s i j æ
trolleybus	t r ɑ lː e j b u s
Tuba	t u b ɑ
tuğay	t u ɣ ɑ j
tula	t u ɫ ɑ
tuman	t u m ɑ n
tumov	t u m o v
tumurcuq	t u m u r d͡ʒ u χ
tumurcuq	t u m u r d͡z u χ
turşəng	t u r ʃ æ ŋ ɡ
tutmaq	t u t m ɑ χ
tutmaq	d u t m ɑ χ
tutulmaq	t u t u ɫ m ɑ χ
tutum	t u t u m
tuyuq	t u j u χ
tükənmə	t y k æ n m æ
tükənmə	t y k æ mː æ
tükənmə	t y t͡ʃ æ n m æ
tükənmək	t y k æ n m æ k
tükənmək	t y k æ mː æ k
tülkü	t y l c y
tülkü	t y l c i
tünd	t y n d
türbə	t y r b æ
Türkiyə	t y r k i j æ
Türkmənistan	t y ɾ c m æ n i s d ɑ n
tüstü	t y s d y
tüstü	t y s t y
tüstü	t y sː i
uca	u d͡ʒ ɑ
uca	u d͡z ɑ
ucadan	u d͡ʒ ɑ d ɑ n
ucadan	u d͡z ɑ d ɑ n
ucqar	u d͡ʒ ɡ ɑ r
ucqar	u d͡z ɡ ɑ r
ucluq	u d͡ʒ ɫ u χ
ucuz	u d͡ʒ u z
ucuz	u d͡z u z
uçqun	u t͡ʃ ɡ u n
uçqun	u t͡s ɡ u n
uçmaq	u t͡ʃ m ɑ x
uçmaq	u t͡s m ɑ x
uçurmaq	u t͡ʃ u r m ɑ x
uçurmaq	u t͡s u r m ɑ x
uçuş	u t͡ʃ ɯ ʃ
uçuş	u t͡s ɯ ʃ
udlaq	u d ɫ ɑ χ
udmaq	u d m ɑ χ
uduş	u d ɯ ʃ
uduzmaq	u d u z m ɑ χ
uduzmaq	u t u z m ɑ χ
uğramaq	u ɣ r ɑ m ɑ χ
uğur	u ɣ u r
uğurlu	u ɣ u r ɫ u
uğurlu	u ɣ u rː u
Ukrayna	u k ɾ ɑ j n ɑ
ukraynalı	u k ɾ ɑ j n ɑ ɫ ɯ
ulaq	u ɫ ɑ x
ulama	u ɫ ɑ m ɑ
ulama	u ɫ ɑ m ɑ
ulamaq	u ɫ ɑ m ɑ x
ulduzlu	u l d u z l u
ulduzlu	u l d u z d u
ulu	u ɫ u
umacaq	u m ɑ d͡ʒ ɑ x
umacaq	u m ɑ d͡z ɑ x
unitaz	u n i t ɑ z
universitet	u n i v e r s i t e t
unudulmaz	u n u d u ɫ m ɑ z
unutqan	u n u t k ɑ n
unutmaq	u n u t m ɑ χ
ustad	u s t ɑ d
ustad	u s d ɑ d
uşaq	u ʃ ɑ χ
uşaqbaz	u ʃ ɑ ɣ b ɑ z
uşaqbazlıq	u ʃ ɑ χ b ɑ z ɫ ɯ χ
utanc	u t ɑ n d͡ʒ
utanc	u t ɑ n d͡z
utanmaq	u t ɑ mː ɑ χ
uydurma	u j d u r m ɑ
uyğun	u j ɣ u n
uyğunluq	u j ɣ u nː u x
uyğunluq	u j ɣ u n ɫ u x
uymaq	u j m ɑ χ
uypaket	u j p ɑ c e t
uypaket	u j p ɑ t͡ʃ e t
uzadıcı	u z ɑ d ɯ d͡ʒ ɯ
uzadıcı	u z ɑ d ɯ d͡z ɯ
uzaq	u z ɑ χ
uzaqbaşı	u z ɑ ɣ b ɑ ʃ ɯ
uzaqlıq	u z ɑ ɣ ɫ ɯ x
uzaqlıqölçən	u z ɑ x ɫ ɯ x œ l t͡ʃ æ n
uzaqlıqölçən	u z ɑ x ɫ ɯ x œ l t͡s æ n
uzanmaq	u z ɑ n m ɑ χ
uzanmaq	u z ɑ mː ɑ χ
uzun	u z u n
uzundraz	u z u n d r ɑ z
uzunluq	u z u nː u x
uzunluq	u z u n ɫ u x
üçbucaq	y t͡ʃ b u d͡ʒ ɑ x
üçbucaq	y t͡s b u d͡z ɑ x
üçəm	y t͡ʃ æ m
üçəm	y t͡s æ m
üçlük	y t͡ʃ l y c
üçün	y t͡ʃ y n
üçün	y t͡s y n
üçüncü	y t͡ʃ y n d͡ʒ y
üçüncü	y t͡s y n d͡z y
üçüzlü	y t͡ʃ y z l y
üçüzlü	y t͡ʃ y z d y
üçüzlü	y t͡s y z l y
üçüzlü	y t͡s y z d y
üfunət	y f uː n æ t
üfunətli	y f uː n æ t l i
üfunətli	y f uː n æ t d i
üqnum	y ɡ n u m
ülgü	y l ɟ y
ülgüc	y l ɟ y d͡ʒ
ümumdünya	y m u m d y n j ɑ
ümumi	y m uː m i
ünlü	y n l y
ünlü	y nː y
ünsür	y n s y r
ünvan	y n v ɑ n
ürək	y ɾ æ c
ürək	y ɾ æ j
ürək	y r æ ç
ürəkaçan	y ɾ æ j ɑ t͡ʃ a n
ürəkaçan	y ɾ æ j ɑ t͡s a n
ürəkvari	y r æ c v ɑː r i
ürəmək	y r æ m æ c
ürəmək	y r æ m æ ɟ
ürəmək	y r y m æ χ
üst	y s t
üstəgəl	y s t æ ɟ æ l
üstələmək	y s t æ l æ m æ c
üstələmək	y s d æ l æ m æ c
üstqurum	y s t ɡ u r u m
üstündə	y s t y n d æ
üstünə	y s t y n æ
üstünlük	y s d y nː y ç
üstünlük	y s t y n l y c
üşütmə	y ʃ y t m æ
üşütmək	y ʃ y t m æ c
ütü	y t y
üzbəüz	y z b æ y z
üzərində	y z æ r i n d æ
üzərlik	y z æ ɾ l i c
üzərlik	y z æ rː i c
üzgəc	y z ɟ æ d͡ʒ
üzgün	y z ɟ y n
üzgün	y z d͡ʒ y n
üzmək	y z m æ k
üzmək	y z m æ j
üzmək	y z m ɑ χ
üzrə	y z r æ
üzügülər	y z y ɟ y l æ r
üzük	y z y k
üzük	y z y j
üzükvari	y z y c v ɑː r i
üzv	y z v
üzvlük	y z y v l y ç
v	v
v	v eː
V	v
V	v eː
vacib	v ɑː d͡ʒ i b
vacib	v ɑː d͡z i b
vacib	v ɑ d͡ʒ ɯ b
vacib	v ɑ d͡z ɯ b
vağzal	v ɑ ɣ z ɑ ɫ
vaxt	v ɑ x t
vaksin	v ɑ k s i n
valid	v ɑː l i d
valideyn	v ɑ l i d e j n
valideynlik	v ɑː l i d e j n l i k
validə	v ɑː l i d æ
vanil	v ɑ n i l
varlıq	v ɑ r ɫ ɯ χ
varmaq	v ɑ r m ɑ χ
vasitə	v ɑː s i t æ
vatsap	v ɑ t s ɑ p
vec	v e d͡ʒ
vec	v e d͡z
vergi	v e r ɟ i
vergi	v æ r ɟ i
vergiçi	v e r ɟ i t͡ʃ i
vergiçi	v e r ɟ i t͡s i
vergül	v e r ɡ y l
verilənlər	v e r i l æ n l æ r
veriliş	v e r i l i ʃ
veriliş	v e r i l i ʃ
veriliş	v e r l i ʃ
verilmək	v e r i l m æ k
verilmək	v e r i l m æ j
verilmək	v æ r y l m e j
verilmək	v æ r i l m ɑ χ
veriş	v e r i ʃ
vermək	v e r m æ c
vermək	v e r m æ ç
vermək	v æ r m æ j
vermək	v e r m ɑ χ
vetçina	v e t͡ʃ i n ɑ
vəba	v æ b ɑ
vədə	v æ d æ
vəftiz	v æ f t i z
vəhy	v æ h j
vəkil	v æ k i l
vərəq	v æ r æ ɡ
vərəq	v æ r æ k
vəsiyyət	v æ s i j æ t
vəsiyyətnamə	v æ s i j æ t n ɑː m æ
vəsmə	v æ s m æ
vətənpərəst	v æ t æ n p æ r æ s t
vətənpərvər	v æ t æ n p æ r v æ r
vəzi	v æ z i
vəzifə	v æ z iː f æ
vəziyyət	v æ z i j æ t
vəzn	v æ z n
vəznə	v æ z n æ
vəznə	v e z n æ
vız	v ɯ z
vızıldamaq	v ɯ z ɯ ɫ d a m ɑ x
vızıltı	v ɯ z ɯ ɫ t ɯ
vızqırtmaq	v ɯ z ɡ ɯ ɾ t m ɑ x
vicdan	v i d͡ʒ d ɑ n
vicdan	v i ʒ d ɑ n
vicdan	v i d͡z d ɑ n
vicdansız	v i d͡ʒ d ɑ n s ɯ z
vicdansız	v i ʒ d ɑ n s ɯ z
vicdansız	v i d͡z d ɑ n s ɯ z
vida	v i d ɑ
vilayət	v i l ɑː j æ t
vilayət	v i l ɑ j æ t
viran	v i r ɑ n
voleybol	v o l e j b o ɫ
voleybolçu	v o l e j b o ɫ t͡ʃ u
voleybolçu	v o l e j b o ɫ t͡s u
voleybolçuluq	v o l e j b o ɫ t͡ʃ u ɫ u χ
vurğulamaq	v u r ɣ u ɫ ɑ m ɑ χ
vurğun	v u r ɣ u n
vurulmaq	v u r u ɫ m ɑ x
vücud	v y d͡ʒ u d
vücud	v y d͡z u d
vzvod	v ɯ z v o d
vzvod	v z v o d
y	j
y	j eː
Y	j
Y	j eː
ya	j ɑː
yaba	j ɑ b ɑ
yaban	j ɑ b ɑ n
yad	j ɑ d
yadplanetli	j ɑ d p l ɑ n e t l i
yağ	j ɑ ɣ
yağı	j ɑ ɣ ɯ
yağıntı	j ɑ ɣ ɯ n t ɯ
yağış	j a ɣ ɯ ʃ
yağışlı	j a ɣ ɯ ʃ l ɯ
yağışlı	j a ɣ ɯ ʃ d ɯ
yağışlıq	j a ɣ ɯ ʃ l ɯ x
yağışlıq	j a ɣ ɯ ʃ d ɯ x
yağışölçən	j a ɣ ɯ ʃ œ l t͡ʃ æ n
yağışölçən	j a ɣ ɯ ʃ œ l t͡s æ n
yağmurluq	j ɑ ɣ m u r l u x
yağmurluq	j ɑ ɣ m u rː u x
yağmurölçən	j ɑ ɣ m u ɾ œ l t͡ʃ æ n
yağmurölçən	j ɑ ɣ m u ɾ œ l t͡s æ n
yağölçən	j ɑ ɣ œ l t͡ʃ æ n
yağölçən	j ɑ ɣ œ l t͡s æ n
yaxa	j ɑ χ ɑ
yaxalamaq	j ɑ χ ɑ ɫ ɑ m ɑ χ
yaxalıq	j ɑ χ ɑ ɫ ɯ χ
yaxın	j ɑ x ɯ n
yaxınlığında	j ɑ χ ɯ n ɫ ɯ ɣ ɯ n d ɑ
yaxınlıq	j ɑ x ɯ n ɫ ɯ x
yaxmac	j ɑ χ m ɑ d͡ʒ
yaxmac	j ɑ χ m ɑ d͡z
yaxmaq	j ɑ χ m ɑ χ
yaxşı	j ɑ x ʃ ɯ
yaxşı	j ɑ x t͡ʃ ɯ
yaxşı	j ɑ x t͡s ɯ
yaxşıraq	j ɑ x ʃ ɯ ɾ ɑ x
yaxud	j ɑ x u d
yaqut	j ɑ ɡ u t
yal	j ɑ ɫ
yalamaq	j ɑ ɫ ɑ m ɑ χ
yalan	j ɑ ɫ ɑ n
yalın	j ɑ ɫ ɯ n
yalınayaq	j ɑ ɫ ɯ n ɑ j ɑ x
yalqız	j ɑ ɫ ɡ ɯ z
yalqız	j ɑ ɫ x u
yalqız	j ɑ ɫ x ɯ
yalqız	j ɑ ɣ ɫ u z
yallı	j ɑ ɫː ɯ
yalnız	j ɑ ɫ n ɯ z
yalnız	j ɑ ɫ n ɯ z
yalvarmaq	j ɑ ɫ v ɑ r m ɑ χ
yamac	j ɑ m ɑ d͡ʒ
yaman	j ɑ m ɑ n
yanacaq	j ɑ n ɑ d͡ʒ ɑ x
yanacaq	j ɑ n ɑ d͡z ɑ x
yanaq	j ɑ n ɑ χ
yanaşı	j ɑ n ɑ ʃ ɯ
yandırmaq	j ɑ n d ɯ r m ɑ χ
yanğın	j ɑ n ɣ ɯ n
yanğınsöndürən	j ɑ n ɣ ɯ n s œ n d y r æ n
yanıq	j ɑ n ɯ χ
yanıltmac	j ɑ n ɯ ɫ t m ɑ d͡ʒ
yanıltmac	j ɑ n ɯ ɫ t m ɑ d͡z
yanına	j ɑ n ɯ n ɑ
yanında	j ɑ n ɯ n d ɑ
yanlış	j ɑ n ɫ ɯ ʃ
yanlış	j ɑ ɫ n ɯ ʃ
yanmaq	j ɑ n m ɑ χ
yanmaq	j ɑ mː ɑ χ
yapalaq	j ɑ p ɑ ɫ a χ
yapışdırmaq	j ɑ p ɯ ʃ d ɯ r m ɑ χ
yapışmaq	j ɑ p ɯ ʃ m ɑ χ
yara	j ɑ r ɑ
yaradan	j ɑ ɾ ɑ d ɑ n
yaradıcı	j ɑ r ɑ d ɯ d͡ʒ ɯ
yaradıcı	j ɑ r ɑ d ɯ d͡z ɯ
yaradıcılıq	j ɑ r ɑ d ɯ d͡ʒ ɯ ɫ ɯ χ
yaradıcılıq	j ɑ r ɑ d ɯ d͡z ɯ ɫ ɯ χ
yaradılış	j ɑ r ɑ d ɯ ɫ ɯ ʃ
yaradılmaq	j ɑ r ɑ d ɯ ɫ m ɑ χ
yaraq	j ɑ ɾ ɑ x
yaralı	j ɑ r ɑ ɫ ɯ
yaramaq	j ɑ r ɑ m ɑ χ
yaramaz	j ɑ r ɑ m ɑ z
yaranal	j ɑ r ɑ n ɑ ɫ
yaranmaq	j ɑ r ɑ n m ɑ χ
yarasa	j ɑ r ɑ s ɑ
yaraşıqlı	j ɑ r ɑ ʃ ɯ ɣ ɫ ɯ
yaraşmaq	j ɑ r ɑ ʃ m ɑ χ
yaratmaq	j ɑ r ɑ t m ɑ x
yardım	j ɑ r d ɯ m
yarğan	j ɑ r ɣ ɑ n
yarı	j ɑ r ɯ
yarım	j ɑ r ɯ m
yarımada	j ɑ r ɯ m ɑ d ɑ
yarımada	j ɑ r m ɑ d ɑ
yarımçıq	j ɑ r ɯ m t͡ʃ ɯ x
yarımçıq	j ɑ r ɯ m t͡s ɯ x
yarımdairə	j ɑ ɾ ɯ m d ɑː j i ɾ æ
yarımfinalçı	j ɑ r ɯ m f i n a ɫ t͡ʃ ɯ
yarımfinalçı	j ɑ r ɯ m f i n a ɫ t͡s ɯ
yarımkeçirici	j ɑ r ɯ m c e t͡ʃ i r i d͡ʒ i
yarımkeçirici	j ɑ r ɯ m c e t͡s i r i d͡z i
yarımkürə	j ɑ r ɯ m k y r æ
yarımkürə	j ɑ r ɯ m t͡ʃ y r æ
yarımsavadlı	j ɑ r ɯ m s ɑ v ɑ d ɫ ɯ
yarın	j ɑ r ɯ n
yarısavadlı	j ɑ r ɯ s ɑ v ɑ d ɫ ɯ
yarış	j ɑ r ɯ ʃ
yarlıq	j ɑ r ɫ ɯ x
yarmaq	j ɑ r m ɑ χ
yarpaq	j ɑ r p ɑ χ
yarpaq	j æ p r ɑ x
yarus	j ɑ r u s
yasaq	j ɑ s ɑ χ
yasaqlamaq	j ɑ s ɑ ɣ ɫ ɑ m ɑ x
yasəmən	j ɑː s æ m æ n
yastıq	j ɑ s t ɯ χ
yaş	j ɑ ʃ
yaşamaq	j ɑ ʃ ɑ m ɑ x
yaşasın	j ɑ ʃ ɑ s ɯ n
yaşayan	j ɑ ʃ ɯ j ɑ n
yaşayan	j ɑ ʃ ɑ j ɑ n
yaşayış	j ɑ ʃ ɑ j ɯ ʃ
yaşayış	j ɑ ʃ ɑ ɯ ʃ
yaşdaş	j ɑ ʃ d ɑ ʃ
yaşıd	j ɑ ʃ ɯ d
yaşıllıq	j ɑ ʃ ɯ ɫː ɯ x
yaşırmaq	j ɑ ʃ ɯ r m ɑ χ
yaşlı	j ɑ ʃ ɫ ɯ
yaşlı	j ɑ ʃ d ɯ
yaşmaq	j ɑ ʃ m ɑ χ
yatab	j ɑ t ɑ b
yataq	j ɑ t ɑ χ
yatırım	j ɑ t ɯ r ɯ m
yatırmaq	j a t ɯ r m ɑ χ
yatızdırmaq	j a t ɯ z d ɯ r m ɑ x
yatmaq	j ɑ t m ɑ χ
yatmış	j ɑ t m ɯ ʃ
yavan	y ɑ v ɑ n
yavanlıq	y ɑ v ɑ n ɫ ɯ χ
yavanlıq	y ɑ v ɑ nː ɯ χ
yavaş	j ɑ v ɑ ʃ
yavıq	j ɑ v ɯ x
yavuq	j ɑ v u x
yay	j ɑ j
yayaq	j ɑ j ɑ χ
yayılma	j ɑ j ɯ ɫ m ɑ
yayla	j ɑ j ɫ ɑ
yaylaq	j ɑ j l ɑ χ
yaylıq	j ɑ j ɫ ɯ χ
yaz	j ɑ z
yazar	j ɑ z ɑ ɾ
yazdırmaq	j ɑ z d ɯ r m ɑ χ
yazı	j ɑ z ɯ
yazıçı	j ɑ z ɯ t͡ʃ ɯ
yazıçı	j ɑ z ɯ t͡s ɯ
yazıq	j ɑː z ɯ ɣ
yazıq	j ɑː z ɯ χ
yazılış	j ɑ z ɯ l ɯ ʃ
yazılmaq	j ɑ z ɯ ɫ m ɑ χ
yazın	j ɑ z ɯ n
yazışmaq	j ɑ z ɯ ʃ m a χ
yazmaq	j ɑ z m ɑ χ
yeddinci	j e tː i n d͡ʒ i
yeddinci	j e tː i n d͡z i
yeganə	j e ɟ ɑː n æ
yeganə	j e d͡ʒ ɑː n æ
yekə	j e k æ
yekə	j e t͡ʃ æ
yeknəsəq	j e c n æ s æ ɡ
yel	j e l
yelçəkən	j e l t͡ʃ æ k æ n
yelləncək	j e lː æ n d͡ʒ æ k
yelləncək	j e lː æ n d͡ʒ æ j
yelləncək	j e lː æ n d͡z æ t͡ʃ
yellənmək	j e lː æ n m æ k
yellənmək	j e lː æ n m æ j
yellənmək	j e lː æ n m æ t͡ʃ
yelpik	j e l p i k
yelpik	j e l p i j
yelpik	j e l p i ç
yemək	j e m æ ç
yemək	j e m æ c
yemək	j e m ɑ χ
yemək	j i m æ χ
yemək	i j m æ ɟ
yengə	j e ŋ ɟ æ
yeni	j e n i
yeniçi	j e n i t͡ʃ i
yeniçi	j e n i t͡s i
yenidən	j e n i d æ n
yenilikçi	j e n i l i k t͡ʃ i
yenilikçi	j e n i l i ç t͡ʃ i
yenilməz	j e n i l m æ z
yenmək	j e n m æ k
yenmək	j e mː æ k
yenmək	j e n m æ j
yenmək	j e mː æ j
yepiskop	j e p i s k o p
yerdələn	j e r d æ l æ n
yerdən	j e r d æ n
