Ա	ɑ
ցրդի	t͡sʰ ə ɾ tʰ i
ցրել	t͡sʰ ə ɾ e l
ցրվել	t͡sʰ ə ɾ v e l
ցրտավուն	t͡sʰ ə ɾ d ɑ v u n
ցցունք	t͡sʰ ə t͡sʰ u ŋ kʰ
ւ	v ə
փ	pʰ ə
փագեն	pʰ ɑ ɡ e n
փազլ	pʰ ɑ z ə l
փաթեթ	pʰ ɑ tʰ e tʰ
փաթեթավորում	pʰ ɑ tʰ e tʰ ɑ v o ɾ u m
փաթիլ	pʰ ɑ tʰ i l
փաթուլ	pʰ ɑ tʰ u l
փալազ	pʰ ɑ l ɑ z
փալաս	pʰ ɑ l ɑ s
փախ	pʰ ɑ χ
փախլավա	pʰ ɑ χ l ɑ v ɑ
փախնել	pʰ ɑ χ n e l
փախուստ	pʰ ɑ χ u s t
փախչիլ	pʰ ɑ χ t͡ʃʰ i l
փախստական	pʰ ɑ χ ə s t ɑ ɡ ɑ n
փախստյա	pʰ ɑ χ ə s t j ɑ
փախցնել	pʰ ɑ χ t͡sʰ ə n e l
փակ	pʰ ɑ ɡ
փակագիծ	pʰ ɑ ɡ ɑ kʰ i d͡z
փական	pʰ ɑ ɡ ɑ n
փականագործ	pʰ ɑ ɡ ɑ n ɑ kʰ o ɾ d͡z
փականք	pʰ ɑ ɡ ɑ ŋ kʰ
փակել	pʰ ɑ ɡ e l
փակյալ	pʰ ɑ ɡ j ɑ l
փակուղի	pʰ ɑ ɡ u ʁ i
փահլևան	pʰ ɑ h l e v ɑ n
փահլևանություն	pʰ ɑ h l e v ɑ n u tʰ ʏ n
փաղանգ	pʰ ɑ ʁ ɑ ŋ kʰ
փաղեժ	pʰ ɑ ʁ e ʒ
փաղփ	pʰ ɑ χ pʰ
փաղփաղել	pʰ ɑ χ pʰ ɑ ʁ e l
փամփշտակալ	pʰ ɑ m pʰ ə ʃ t ɑ ɡ ɑ l
փամփուշտ	pʰ ɑ m pʰ u ʃ t
փայլ	pʰ ɑ j l
փայլակ	pʰ ɑ j l ɑ ɡ
փայլատակել	pʰ ɑ j l ɑ d ɑ ɡ e l
փայլել	pʰ ɑ j l e l
փայլյուն	pʰ ɑ j l ʏ n
փայլում	pʰ ɑ j l u m
փայլուն	pʰ ɑ j l u n
փայլունակ	pʰ ɑ j l u n ɑ ɡ
փայլունակություն	pʰ ɑ j l u n ɑ ɡ u tʰ ʏ n
փայլունանալ	pʰ ɑ j l u n ɑ n ɑ l
փայլունացնել	pʰ ɑ j l u n ɑ t͡sʰ ə n e l
փայլունացում	pʰ ɑ j l u n ɑ t͡sʰ u m
փայլունացվել	pʰ ɑ j l u n ɑ t͡sʰ v e l
փայլունություն	pʰ ɑ j l u n u tʰ ʏ n
փայծաղ	pʰ ɑ j d͡z ɑ ʁ
փայտ	pʰ ɑ j d
փայտածուխ	pʰ ɑ j d ɑ d͡z u χ
փայտահատ	pʰ ɑ j d ɑ h ɑ d
փայտանոց	pʰ ɑ j d ɑ n o t͡sʰ
փայտեղեն	pʰ ɑ j d e ʁ e n
փայտիկ	pʰ ɑ j d i ɡ
փայտյա	pʰ ɑ j d j ɑ
փայտոջիլ	pʰ ɑ j d o t͡ʃʰ i l
փայտփորիկ	pʰ ɑ j tʰ pʰ o ɾ i ɡ
փայտօս	pʰ ɑ j d o s
փայփայել	pʰ ɑ j pʰ ɑ j e l
փանջարա	pʰ ɑ n t͡ʃʰ ɑ ɾ ɑ
փաշա	pʰ ɑ ʃ ɑ
փաչա	pʰ ɑ t͡ʃʰ ɑ
փապ	pʰ ɑ b
փապար	pʰ ɑ b ɑ ɾ
փառահեղ	pʰ ɑ ɾ ɑ h e ʁ
փառամոլ	pʰ ɑ ɾ ɑ m o l
փառամոլություն	pʰ ɑ ɾ ɑ m o l u tʰ ʏ n
փառապանծ	pʰ ɑ ɾ ɑ b ɑ n d͡z
փառասեր	pʰ ɑ ɾ ɑ s e ɾ
փառասիրություն	pʰ ɑ ɾ ɑ s i ɾ u tʰ ʏ n
փառավոր	pʰ ɑ ɾ ɑ v o ɾ
փառոք	pʰ ɑ ɾ o kʰ
փառք	pʰ ɑ ɾ kʰ
փասթաթուղթ	pʰ ɑ s tʰ ɑ tʰ u χ tʰ
փասիան	pʰ ɑ s i j ɑ n
փասվորդ	pʰ ɑ s v o ɾ tʰ
փաստ	pʰ ɑ s t
փաստաբան	pʰ ɑ s t ɑ pʰ ɑ n
փաստաթուղթ	pʰ ɑ s t ɑ tʰ u χ tʰ
փաստահավաք	pʰ ɑ s t ɑ h ɑ v ɑ kʰ
փաստարկ	pʰ ɑ s t ɑ ɾ ɡ
փաստարկել	pʰ ɑ s t ɑ ɾ ɡ e l
փաստարկություն	pʰ ɑ s t ɑ ɾ ɡ u tʰ ʏ n
փաստարկում	pʰ ɑ s t ɑ ɾ ɡ u m
փաստարկվել	pʰ ɑ s t ɑ ɾ ɡ v e l
փաստացի	pʰ ɑ s t ɑ t͡sʰ i
փաստել	pʰ ɑ s t e l
փաստոն	pʰ ɑ s t o n
փաստորեն	pʰ ɑ s t o ɾ e n
փաստում	pʰ ɑ s t u m
փաստվել	pʰ ɑ s t v e l
փարա	pʰ ɑ ɾ ɑ
փարաջա	pʰ ɑ ɾ ɑ t͡ʃʰ ɑ
փարավոն	pʰ ɑ ɾ ɑ v o n
փարգալ	pʰ ɑ ɾ kʰ ɑ l
փարթամ	pʰ ɑ ɾ tʰ ɑ m
փարթամագեղ	pʰ ɑ ɾ tʰ ɑ m ɑ kʰ e ʁ
փարթամակեցություն	pʰ ɑ ɾ tʰ ɑ m ɑ ɡ e t͡sʰ u tʰ ʏ n
փարթամակյաց	pʰ ɑ ɾ tʰ ɑ m ɑ ɡ j ɑ t͡sʰ
փարթամանալ	pʰ ɑ ɾ tʰ ɑ m ɑ n ɑ l
փարթամապես	pʰ ɑ ɾ tʰ ɑ m ɑ b e s
փարթամորեն	pʰ ɑ ɾ tʰ ɑ m o ɾ e n
փարթամորովայն	pʰ ɑ ɾ tʰ ɑ m o ɾ o v ɑ j n
փարթամություն	pʰ ɑ ɾ tʰ ɑ m u tʰ ʏ n
փարթի	pʰ ɑ ɾ tʰ i
փարիզյան	pʰ ɑ ɾ i z j ɑ n
փարիսաբար	pʰ ɑ ɾ i s ɑ pʰ ɑ ɾ
փարիսական	pʰ ɑ ɾ i s ɑ ɡ ɑ n
փարիսականություն	pʰ ɑ ɾ i s ɑ ɡ ɑ n u tʰ ʏ n
փարիսեցի	pʰ ɑ ɾ i s e t͡sʰ i
փարիսեցիաբար	pʰ ɑ ɾ i s e t͡sʰ i j ɑ pʰ ɑ ɾ
փարիսեցիական	pʰ ɑ ɾ i s e t͡sʰ i j ɑ ɡ ɑ n
փարիսեցիորեն	pʰ ɑ ɾ i s e t͡sʰ i j o ɾ e n
փարիսեցիություն	pʰ ɑ ɾ i s e t͡sʰ i j u tʰ ʏ n
փարոս	pʰ ɑ ɾ o s
փարչ	pʰ ɑ ɾ t͡ʃʰ
փարպեցի	pʰ ɑ ɾ b e t͡sʰ i
փարվել	pʰ ɑ ɾ v e l
փացխա	pʰ ɑ t͡sʰ χ ɑ
փափագ	pʰ ɑ pʰ ɑ kʰ
փափախ	pʰ ɑ pʰ ɑ χ
փափկամորթ	pʰ ɑ pʰ k ɑ m o ɾ tʰ
փափկացում	pʰ ɑ pʰ k ɑ t͡sʰ u m
փափուկ	pʰ ɑ pʰ u ɡ
փեդ	pʰ e tʰ
փեթակ	pʰ e tʰ ɑ ɡ
փեղկ	pʰ e χ k
փեյջեր	pʰ e j t͡ʃʰ e ɾ
փենջաբի	pʰ e n t͡ʃʰ ɑ pʰ i
փեշ	pʰ e ʃ
փեշթախթա	pʰ e ʃ tʰ ɑ χ tʰ ɑ
փեշմարգա	pʰ e ʃ m ɑ ɾ kʰ ɑ
փեշքեշ	pʰ e ʃ kʰ e ʃ
փեսա	pʰ e s ɑ
փեսացու	pʰ e s ɑ t͡sʰ u
փետ	pʰ e d
փետել	pʰ e d e l
փետուր	pʰ e d u ɾ
փետրել	pʰ e d ɾ e l
փետրվար	pʰ e d ə ɾ v ɑ ɾ
փետրվարյան	pʰ e d ə ɾ v ɑ ɾ j ɑ n
փերգ	pʰ e ɾ ɡ
փերի	pʰ e ɾ i
փիլաքյան	pʰ i l ɑ kʰ j ɑ n
փիլթա	pʰ i l tʰ ɑ
փիլիսոփա	pʰ i l i s o pʰ ɑ
փիլիսոփայություն	pʰ i l i s o pʰ ɑ j u tʰ ʏ n
փիլիսոփոս	pʰ i l i s o pʰ o s
փիղ	pʰ i ʁ
փիճի	pʰ i d͡ʒ i
փիճխ	pʰ i d͡ʒ χ
փիչխ	pʰ i t͡ʃʰ χ
փիս	pʰ i s
փիրուզ	pʰ i ɾ u z
փիրուզա	pʰ i ɾ u z ɑ
փիփերթ	pʰ i pʰ e ɾ tʰ
փլաժ	pʰ l ɑ ʒ
փլավ	pʰ ə l ɑ f
փլատակ	pʰ ə l ɑ d ɑ ɡ
փլել	pʰ ə l e l
փլվել	pʰ ə l v e l
փղիկ	pʰ ə ʁ i ɡ
փղշտացի	pʰ ə ʁ ə ʃ t ɑ t͡sʰ i
փղոսկր	pʰ ə ʁ o s k ɾ
փյունիկ	pʰ ʏ n i ɡ
փյունիկեցի	pʰ ʏ n i ɡ e t͡sʰ i
փյուր	pʰ ʏ ɾ
փնթի	pʰ ə n tʰ i
փնտռել	pʰ n d ɾ e l
փնտրել	pʰ ə n d ɾ e l
փշալար	pʰ ə ʃ ɑ l ɑ ɾ
փշատ	pʰ ə ʃ ɑ d
փշատերև	pʰ ə ʃ ɑ d e ɾ e v
փշարմավ	pʰ ə ʃ ɑ ɾ m ɑ v
փշուր	pʰ ə ʃ u ɾ
փշրանք	pʰ ə ʃ ɾ ɑ ŋ kʰ
փշրել	pʰ ə ʃ ɾ e l
փոթ	pʰ o tʰ
փոթոր	pʰ o tʰ o ɾ
փոթորիկ	pʰ o tʰ o ɾ i ɡ
փոխ	pʰ o χ
փոխաբերություն	pʰ o χ ɑ pʰ e ɾ u tʰ ʏ n
փոխադրել	pʰ o χ ɑ tʰ ɾ e l
փոխան	pʰ o χ ɑ n
փոխանակ	pʰ o χ ɑ n ɑ ɡ
փոխանակել	pʰ o χ ɑ n ɑ ɡ e l
փոխանակություն	pʰ o χ ɑ n ɑ ɡ u tʰ ʏ n
փոխանցել	pʰ o χ ɑ n t͡sʰ e l
փոխառել	pʰ o χ ɑ ɾ e l
փոխառություն	pʰ o χ ɑ ɾ u tʰ ʏ n
փոխարեն	pʰ o χ ɑ ɾ e n
փոխարժեք	pʰ o χ ɑ ɾ ʒ e kʰ
փոխարինել	pʰ o χ ɑ ɾ i n e l
փոխարինող	pʰ o χ ɑ ɾ i n o ʁ
փոխարինում	pʰ o χ ɑ ɾ i n u m
փոխգնդապետ	pʰ o χ kʰ ə n tʰ ɑ b e d
փոխել	pʰ o χ e l
փոխզիջում	pʰ o χ z i t͡ʃʰ u m
փոխհատուցել	pʰ o χ h ɑ d u t͡sʰ e l
փոխնախագահ	pʰ o χ n ɑ χ ɑ kʰ ɑ h
փոխնախարար	pʰ o χ n ɑ χ ɑ ɾ ɑ ɾ
փոխվարչապետ	pʰ o χ v ɑ ɾ t͡ʃʰ ɑ b e d
փոկ	pʰ o ɡ
փող	pʰ o ʁ
փողահար	pʰ o ʁ ɑ h ɑ ɾ
փողատեր	pʰ o ʁ ɑ d e ɾ
փողացավ	pʰ o ʁ ɑ t͡sʰ ɑ v
փողերակ	pʰ o ʁ e ɾ ɑ ɡ
փողերի	pʰ o ʁ e ɾ i
փողկապ	pʰ o χ k ɑ b
փողոտել	pʰ o ʁ o d e l
փողորակ	pʰ o ʁ o ɾ ɑ ɡ
փողոց	pʰ o ʁ o t͡sʰ
փողրակ	pʰ o ʁ ɾ ɑ ɡ
փոշեծծիչ	pʰ o ʃ e d͡z ə d͡z i t͡ʃʰ
փոշեկուլ	pʰ o ʃ e ɡ u l
փոշի	pʰ o ʃ i
փոշտ	pʰ o ʃ t
փոս	pʰ o s
փոսուռա	pʰ o s u ɾ ɑ
փոստ	pʰ o s t
փոստային	pʰ o s t ɑ j i n
փոր	pʰ o ɾ
փորագրություն	pʰ o ɾ ɑ kʰ ɾ u tʰ ʏ n
փորել	pʰ o ɾ e l
փորիկ	pʰ o ɾ i ɡ
փորլուծ	pʰ o ɾ l u d͡z
փորձ	pʰ o ɾ t͡sʰ
փորձագետ	pʰ o ɾ t͡sʰ ɑ kʰ e d
փորձառություն	pʰ o ɾ t͡sʰ ɑ ɾ u tʰ ʏ n
փորձարկել	pʰ o ɾ t͡sʰ ɑ ɾ ɡ e l
փորձարկիչ	pʰ o ɾ t͡sʰ ɑ ɾ ɡ i t͡ʃʰ
փորձարկող	pʰ o ɾ t͡sʰ ɑ ɾ ɡ o ʁ
փորձարկու	pʰ o ɾ t͡sʰ ɑ ɾ ɡ u
փորձարկություն	pʰ o ɾ t͡sʰ ɑ ɾ ɡ u tʰ ʏ n
փորձարկում	pʰ o ɾ t͡sʰ ɑ ɾ ɡ u m
փորձարկվել	pʰ o ɾ t͡sʰ ɑ ɾ ɡ v e l
փորձել	pʰ o ɾ t͡sʰ e l
փորձություն	pʰ o ɾ t͡sʰ u tʰ ʏ n
փորոտիք	pʰ o ɾ o d i kʰ
փորոք	pʰ o ɾ o kʰ
փորսող	pʰ o ɾ s o ʁ
փորսուղ	pʰ o ɾ s u ʁ
փոցխ	pʰ o t͡sʰ χ
փութ	pʰ u tʰ
փութալ	pʰ u tʰ ɑ l
փութաջան	pʰ u tʰ ɑ t͡ʃʰ ɑ n
փութաջանորեն	pʰ u tʰ ɑ t͡ʃʰ ɑ n o ɾ e n
փութաջանություն	pʰ u tʰ ɑ t͡ʃʰ ɑ n u tʰ ʏ n
փութացնել	pʰ u tʰ ɑ t͡sʰ ə n e l
փութով	pʰ u tʰ o v
փուլ	pʰ u l
փուլային	pʰ u l ɑ j i n
փույթ	pʰ u j tʰ
փունջ	pʰ u n t͡ʃʰ
փուշ	pʰ u ʃ
փուշթու	pʰ u ʃ tʰ u
փուշտիպան	pʰ u ʃ t i b ɑ n
փուչ	pʰ u t͡ʃʰ
փուչիկ	pʰ u t͡ʃʰ i ɡ
փուռ	pʰ u ɾ
փուտ	pʰ u d
փուք	pʰ u kʰ
փուքս	pʰ u kʰ s
փոփոխություն	pʰ o pʰ o χ u tʰ ʏ n
փոփոխվել	pʰ o pʰ o χ v e l
փոքր	pʰ o kʰ ə ɾ
փոքրամասնություն	pʰ o kʰ ɾ ɑ m ɑ s n u tʰ ʏ n
փոքրատառ	pʰ o kʰ ɾ ɑ d ɑ ɾ
փոքրացնել	pʰ o kʰ ɾ ɑ t͡sʰ ə n e l
փոքրիկ	pʰ o kʰ ɾ i ɡ
փչակ	pʰ ə t͡ʃʰ ɑ ɡ
փչանալ	pʰ ə t͡ʃʰ ɑ n ɑ l
փչացած	pʰ ə t͡ʃʰ ɑ t͡sʰ ɑ d͡z
փչել	pʰ ə t͡ʃʰ e l
փռթկացնել	pʰ ə ɾ tʰ k ɑ t͡sʰ ə n e l
փռյուգական	pʰ ə ɾ ʏ kʰ ɑ ɡ ɑ n
փռյուգերեն	pʰ ə ɾ ʏ kʰ e ɾ e n
փռշտալ	pʰ ə ɾ ə ʃ t ɑ l
փռշտոց	pʰ ə ɾ ə ʃ t o t͡sʰ
փսիխոզ	pʰ s i χ o z
փսխել	pʰ ə s χ e l
փսխունք	pʰ ə s χ u ŋ kʰ
փտախտ	pʰ ə d ɑ χ t
փտած	pʰ ə d ɑ d͡z
փտել	pʰ ə d e l
փրթել	pʰ ə ɾ tʰ e l
փրկագին	pʰ ə ɾ ɡ ɑ kʰ i n
փրկանք	pʰ ə ɾ ɡ ɑ ŋ kʰ
փրկել	pʰ ə ɾ ɡ e l
փրկիչ	pʰ ə ɾ ɡ i t͡ʃʰ
փրկություն	pʰ ə ɾ ɡ u tʰ ʏ n
փրփուր	pʰ ə ɾ pʰ u ɾ
փրփրալ	pʰ ə ɾ pʰ ə ɾ ɑ l
փրփրել	pʰ ə ɾ pʰ ə ɾ e l
փրփրեմ	pʰ ə ɾ pʰ ə ɾ e m
փրփրուկ	pʰ ə ɾ pʰ ə ɾ u ɡ
փքաբլիթ	pʰ ə kʰ ɑ pʰ ə l i tʰ
փքել	pʰ ə kʰ e l
փքում	pʰ ə kʰ u m
փքուն	pʰ ə kʰ u n
փքունություն	pʰ ə kʰ u n u tʰ ʏ n
փքուռույց	pʰ ə kʰ u ɾ u j t͡sʰ
փքվել	pʰ ə kʰ v e l
ք	kʰ ə
քաբաբ	kʰ ɑ pʰ ɑ pʰ
քալամ	kʰ ɑ l ɑ m
քալել	kʰ ɑ l e l
քած	kʰ ɑ d͡z
քակել	kʰ ɑ ɡ e l
քակոր	kʰ ɑ ɡ o ɾ
քահանա	kʰ ɑ h ɑ n ɑ
քահրիբար	kʰ ɑ h ɾ i pʰ ɑ ɾ
քաղաք	kʰ ɑ ʁ ɑ kʰ
քաղաքագետ	kʰ ɑ ʁ ɑ kʰ ɑ kʰ e d
քաղաքական	kʰ ɑ ʁ ɑ kʰ ɑ ɡ ɑ n
քաղաքականություն	kʰ ɑ ʁ ɑ kʰ ɑ ɡ ɑ n u tʰ ʏ n
քաղաքակրթություն	kʰ ɑ ʁ ɑ kʰ ɑ ɡ ə ɾ tʰ u tʰ ʏ n
քաղաքային	kʰ ɑ ʁ ɑ kʰ ɑ j i n
քաղաքապետ	kʰ ɑ ʁ ɑ kʰ ɑ b e d
քաղաքապետարան	kʰ ɑ ʁ ɑ kʰ ɑ b e d ɑ ɾ ɑ n
քաղաքապետացու	kʰ ɑ ʁ ɑ kʰ ɑ b e d ɑ t͡sʰ u
քաղաքավար	kʰ ɑ ʁ ɑ kʰ ɑ v ɑ ɾ
քաղաքավարի	kʰ ɑ ʁ ɑ kʰ ɑ v ɑ ɾ i
քաղաքացի	kʰ ɑ ʁ ɑ kʰ ɑ t͡sʰ i
քաղաքացիական	kʰ ɑ ʁ ɑ kʰ ɑ t͡sʰ i j ɑ ɡ ɑ n
քաղաքացիություն	kʰ ɑ ʁ ɑ kʰ ɑ t͡sʰ i j u tʰ ʏ n
քաղբանտարկյալ	kʰ ɑ χ pʰ ɑ n d ɑ ɾ ɡ j ɑ l
քաղբյուրո	kʰ ɑ χ pʰ ʏ ɾ o
քաղդեացի	kʰ ɑ χ tʰ e ɑ t͡sʰ i
քաղել	kʰ ɑ ʁ e l
քաղհասարակություն	kʰ ɑ χ h ɑ s ɑ ɾ ɑ ɡ u tʰ ʏ n
քաղվածք	kʰ ɑ ʁ v ɑ t͡sʰ kʰ
քաղց	kʰ ɑ χ t͡sʰ
քաղցել	kʰ ɑ χ t͡sʰ e l
քաղցկեղ	kʰ ɑ χ t͡sʰ k e ʁ
քաղցր	kʰ ɑ χ t͡sʰ ə ɾ
քաղցրահամ	kʰ ɑ χ t͡sʰ ɾ ɑ h ɑ m
քաղցրավուն	kʰ ɑ χ t͡sʰ ɾ ɑ v u n
քամակ	kʰ ɑ m ɑ ɡ
քամանչա	kʰ ɑ m ɑ n t͡ʃʰ ɑ
քամել	kʰ ɑ m e l
քամի	kʰ ɑ m i
քամոտ	kʰ ɑ m o d
քամոց	kʰ ɑ m o t͡sʰ
քայլ	kʰ ɑ j l
քայլել	kʰ ɑ j l e l
քայլերգ	kʰ ɑ j l e ɾ kʰ
քայլերթ	kʰ ɑ j l e ɾ tʰ
քան	kʰ ɑ n
քանակ	kʰ ɑ n ɑ ɡ
քանակական	kʰ ɑ n ɑ ɡ ɑ ɡ ɑ n
քանակություն	kʰ ɑ n ɑ ɡ u tʰ ʏ n
քանանացի	kʰ ɑ n ɑ n ɑ t͡sʰ i
քանդալաշ	kʰ ɑ n d ɑ l ɑ ʃ
քանդակ	kʰ ɑ n tʰ ɑ ɡ
քանդակագործ	kʰ ɑ n tʰ ɑ ɡ ɑ kʰ o ɾ d͡z
քանդել	kʰ ɑ n tʰ e l
քանզի	kʰ ɑ n z i
քանթալ	kʰ ɑ n tʰ ɑ l
քանի	kʰ ɑ n i
քանիցս	kʰ ɑ n i t͡sʰ ə s
քանոն	kʰ ɑ n o n
քանորդ	kʰ ɑ n o ɾ tʰ
քաշ	kʰ ɑ ʃ
քաշել	kʰ ɑ ʃ e l
քաշմիրի	kʰ ɑ ʃ m i ɾ i
քաշքշել	kʰ ɑ ʃ kʰ ə ʃ e l
քաոս	kʰ ɑ o s
քաոսական	kʰ ɑ o s ɑ ɡ ɑ n
քաոսային	kʰ ɑ o s ɑ j i n
քաոսայնորեն	kʰ ɑ o s ɑ j n o ɾ e n
քաոսայնություն	kʰ ɑ o s ɑ j n u tʰ ʏ n
քաչալ	kʰ ɑ t͡ʃʰ ɑ l
քաջ	kʰ ɑ t͡ʃʰ
քաջալերանք	kʰ ɑ t͡ʃʰ ɑ l e ɾ ɑ ŋ kʰ
քաջալերել	kʰ ɑ t͡ʃʰ ɑ l e ɾ e l
քաջալերություն	kʰ ɑ t͡ʃʰ ɑ l e ɾ u tʰ ʏ n
քաջություն	kʰ ɑ t͡ʃʰ u tʰ ʏ n
քաջվարդ	kʰ ɑ t͡ʃʰ v ɑ ɾ tʰ
քաջք	kʰ ɑ t͡ʃʰ kʰ
քառակողմ	kʰ ɑ ɾ ɑ ɡ o ʁ m
քառակուսի	kʰ ɑ ɾ ɑ ɡ u s i
քառանիստ	kʰ ɑ ɾ ɑ n i s t
քառասուն	kʰ ɑ ɾ ɑ s u n
քառիլիոն	kʰ ɑ ɾ i l j o n
քառյակ	kʰ ɑ ɾ j ɑ ɡ
քառորդ	kʰ ɑ ɾ o ɾ tʰ
քառուղի	kʰ ɑ ɾ u ʁ i
քասթինգ	kʰ ɑ s tʰ i ŋ kʰ
քավ	kʰ ɑ v
քավարան	kʰ ɑ v ɑ ɾ ɑ n
քավել	kʰ ɑ v e l
քավթառքոսի	kʰ ɑ f tʰ ɑ ɾ kʰ o s i
քավոր	kʰ ɑ v o ɾ
քավության	kʰ ɑ v u tʰ j ɑ n
քավություն	kʰ ɑ v u tʰ ʏ n
քար	kʰ ɑ ɾ
քարաթոթոշ	kʰ ɑ ɾ ɑ tʰ o tʰ o ʃ
քարածերպ	kʰ ɑ ɾ ɑ d͡z e ɾ b
քարածուխ	kʰ ɑ ɾ ɑ d͡z u χ
քարաճիկ	kʰ ɑ ɾ ɑ d͡ʒ i ɡ
քարայր	kʰ ɑ ɾ ɑ j ɾ
քարանձավ	kʰ ɑ ɾ ɑ n t͡sʰ ɑ v
քարասոխ	kʰ ɑ ɾ ɑ s o χ
քարավան	kʰ ɑ ɾ ɑ v ɑ n
քարափ	kʰ ɑ ɾ ɑ pʰ
քարաքոս	kʰ ɑ ɾ ɑ kʰ o s
քարբ	kʰ ɑ ɾ pʰ
քարեղեն	kʰ ɑ ɾ e ʁ e n
քարկոծել	kʰ ɑ ɾ ɡ o d͡z e l
քարկոծում	kʰ ɑ ɾ ɡ o d͡z u m
քարկոծվել	kʰ ɑ ɾ ɡ o d͡z v e l
քարճիկ	kʰ ɑ ɾ d͡ʒ i ɡ
քարման	kʰ ɑ ɾ m ɑ n
քարյուղ	kʰ ɑ ɾ ʏ ʁ
քարշ	kʰ ɑ ɾ ʃ
քարշել	kʰ ɑ ɾ ʃ e l
քարոզ	kʰ ɑ ɾ o z
քարոզարշավ	kʰ ɑ ɾ o z ɑ ɾ ʃ ɑ v
քարոզել	kʰ ɑ ɾ o z e l
քարոզիչ	kʰ ɑ ɾ o z i t͡ʃʰ
քարոզչական	kʰ ɑ ɾ o z t͡ʃʰ ɑ ɡ ɑ n
քարոզչություն	kʰ ɑ ɾ o z t͡ʃʰ u tʰ ʏ n
քարուկիր	kʰ ɑ ɾ u ɡ i ɾ
քարտ	kʰ ɑ ɾ d
քարտաշ	kʰ ɑ ɾ d ɑ ʃ
քարտեզ	kʰ ɑ ɾ d e z
քարտեզագիր	kʰ ɑ ɾ d e z ɑ kʰ i ɾ
քարտեզագրական	kʰ ɑ ɾ d e z ɑ kʰ ɾ ɑ ɡ ɑ n
քարտես	kʰ ɑ ɾ d e s
քարտուղար	kʰ ɑ ɾ d u ʁ ɑ ɾ
քարտուղարուհի	kʰ ɑ ɾ d u ʁ ɑ ɾ u h i
քարփիճ	kʰ ɑ ɾ pʰ i d͡ʒ
քարփինչ	kʰ ɑ ɾ pʰ i n t͡ʃʰ
քարփինջ	kʰ ɑ ɾ pʰ i n t͡ʃʰ
քարփիչ	kʰ ɑ ɾ pʰ i t͡ʃʰ
քարփիջ	kʰ ɑ ɾ pʰ i t͡ʃʰ
քարփուջ	kʰ ɑ ɾ pʰ u t͡ʃʰ
քացախ	kʰ ɑ t͡sʰ ɑ χ
քացի	kʰ ɑ t͡sʰ i
քաք	kʰ ɑ kʰ
քաքել	kʰ ɑ kʰ e l
քե	kʰ e
քեզ	kʰ e z
քեզի	kʰ e z i
քել	kʰ e l
քելե	kʰ e l e
քելել	kʰ e l e l
քելեխ	kʰ e l e χ
քեման	kʰ e m ɑ n
քեմոն	kʰ e m o n
քեն	kʰ e n
քենակալ	kʰ e n ɑ ɡ ɑ l
քենեկալ	kʰ e n e ɡ ɑ l
քենի	kʰ e n i
քեռակին	kʰ e ɾ ɑ ɡ i n
քեռայր	kʰ e ɾ ɑ j ɾ
քեռեկին	kʰ e ɾ e ɡ i n
քեռի	kʰ e ɾ i
քեռորդի	kʰ e ɾ o ɾ tʰ i
քեռու	kʰ e ɾ u
քերական	kʰ e ɾ ɑ ɡ ɑ n
քերականագետ	kʰ e ɾ ɑ ɡ ɑ n ɑ kʰ e d
քերականագիտական	kʰ e ɾ ɑ ɡ ɑ n ɑ kʰ i d ɑ ɡ ɑ n
քերականագիտություն	kʰ e ɾ ɑ ɡ ɑ n ɑ kʰ i d u tʰ ʏ n
քերականական	kʰ e ɾ ɑ ɡ ɑ n ɑ ɡ ɑ n
քերականորեն	kʰ e ɾ ɑ ɡ ɑ n o ɾ e n
քերականություն	kʰ e ɾ ɑ ɡ ɑ n u tʰ ʏ n
քերել	kʰ e ɾ e l
քերթել	kʰ e ɾ tʰ e l
քերթող	kʰ e ɾ tʰ o ʁ
քերթված	kʰ e ɾ tʰ v ɑ d͡z
քերծել	kʰ e ɾ d͡z e l
քերմես	kʰ e ɾ m e s
քեֆ	kʰ e f
քէմէր	kʰ e m e ɾ
քէսիմ	kʰ e s i m
քէօլէ	kʰ œ l e
քթախոտ	kʰ ə tʰ ɑ χ o d
քթածակ	kʰ ə tʰ ɑ d͡z ɑ ɡ
քթանցք	kʰ ə tʰ ɑ n t͡sʰ kʰ
քթնել	kʰ ə tʰ n e l
քթոց	kʰ ə tʰ o t͡sʰ
քթվել	kʰ ə tʰ v e l
քիթ	kʰ i tʰ
քիլ	kʰ i l
քիլիմ	kʰ i l i m
քիմիա	kʰ i m i j ɑ
քիմիական	kʰ i m i j ɑ ɡ ɑ n
քիմիապես	kʰ i m i j ɑ b e s
քիմիկոս	kʰ i m i ɡ o s
քիմիոն	kʰ i m j o n
քիմմաքրում	kʰ i mː ɑ kʰ ɾ u m
քիմոն	kʰ i m o n
քիմք	kʰ i m kʰ
քիչ	kʰ i t͡ʃʰ
քիրազ	kʰ i ɾ ɑ z
քիրվա	kʰ i ɾ v ɑ
քիփ	kʰ i pʰ
քլոր	kʰ l o ɾ
քլունգ	kʰ ə l u ŋ kʰ
քծինք	kʰ ə d͡z i ŋ kʰ
քծնանք	kʰ ə d͡z n ɑ ŋ kʰ
քծնել	kʰ ə d͡z n e l
քծնվել	kʰ ə d͡z n ə v e l
քմային	kʰ ə m ɑ j i n
քմայնացում	kʰ ə m ɑ j n ɑ t͡sʰ u m
