A	ʔ aː ˧˧
thơ Đường	tʰ əː ˧˧ ʔ ɗ ɨ ə ŋ ˨˩
thơ mộng	tʰ əː ˧˧ m ə w ŋ͡m ˧˨ ʔ
thơ phú	tʰ əː ˧˧ f u ˧˦
thơ thẩn	tʰ əː ˧˧ tʰ ə n ˧˩
thơ thất ngôn tứ tuyệt	tʰ əː ˧˧ tʰ ə t̚ ˧˦ ŋ o n ˧˧ t ɨ ˧˦ t w i ə t̚ ˧˨ ʔ
thờ	tʰ əː ˨˩
thờ cúng	tʰ əː ˨˩ k ʊ w ŋ͡m ˧˦
thờ ơ	tʰ əː ˨˩ ʔ əː ˧˧
thở	tʰ əː ˧˩
thở dài	tʰ əː ˧˩ z aː j ˨˩
thở phào	tʰ əː ˧˩ f aː w ˨˩
thở than	tʰ əː ˧˩ tʰ aː n ˧˧
thớ	tʰ əː ˧˦
thợ	tʰ əː ˧˨ ʔ
thợ ảnh	tʰ əː ˧˨ ʔ ʔ a j ŋ̟ ˧˩
thợ điện	tʰ əː ˧˨ ʔ ʔ ɗ i ə n ˧˨ ʔ
thợ gốm	tʰ əː ˧˨ ʔ ɣ o m ˧˦
thợ hồ	tʰ əː ˧˨ ʔ h o ˨˩
thợ lặn	tʰ əː ˧˨ ʔ l a n ˧˨ ʔ
thợ may	tʰ əː ˧˨ ʔ m a j ˧˧
thợ máy	tʰ əː ˧˨ ʔ m a j ˧˦
thợ mộc	tʰ əː ˧˨ ʔ m ə w k͡p̚ ˧˨ ʔ
thợ nề	tʰ əː ˧˨ ʔ n e ˨˩
thợ rèn	tʰ əː ˧˨ ʔ z ɛ n ˨˩
thợ săn	tʰ əː ˧˨ ʔ s a n ˧˧
thợ săn ảnh	tʰ əː ˧˨ ʔ s a n ˧˧ ʔ a j ŋ̟ ˧˩
thợ sơn	tʰ əː ˧˨ ʔ s əː n ˧˧
thợ xây	tʰ əː ˧˨ ʔ s ə j ˧˧
thời	tʰ əː j ˨˩
thời bao cấp	tʰ əː j ˨˩ ʔ ɓ aː w ˧˧ k ə p̚ ˧˦
thời báo	tʰ əː j ˨˩ ʔ ɓ aː w ˧˦
thời bình	tʰ əː j ˨˩ ʔ ɓ ï ŋ ˨˩
thời buổi	tʰ əː j ˨˩ ʔ ɓ u ə j ˧˩
thời chiến	tʰ əː j ˨˩ t͡ɕ i ə n ˧˦
thời cơ	tʰ əː j ˨˩ k əː ˧˧
thời cục	tʰ əː j ˨˩ k ʊ w k͡p̚ ˧˨ ʔ
thời cuộc	tʰ əː j ˨˩ k u ə k̚ ˧˨ ʔ
thời đại	tʰ əː j ˨˩ ʔ ɗ aː j ˧˨ ʔ
thời đại đồ đá	tʰ əː j ˨˩ ʔ ɗ aː j ˧˨ ʔ ʔ ɗ o ˨˩ ʔ ɗ aː ˧˦
thời đại đồ đá cũ	tʰ əː j ˨˩ ʔ ɗ aː j ˧˨ ʔ ʔ ɗ o ˨˩ ʔ ɗ aː ˧˦ k u ˦ˀ˥
thời đại đồ sắt	tʰ əː j ˨˩ ʔ ɗ aː j ˧˨ ʔ ʔ ɗ o ˨˩ s a t̚ ˧˦
thời điểm	tʰ əː j ˨˩ ʔ ɗ i ə m ˧˩
thời gian	tʰ əː j ˨˩ z aː n ˧˧
thời gian biểu	tʰ əː j ˨˩ z aː n ˧˧ ʔ ɓ i ə w ˧˩
thời giờ	tʰ əː j ˨˩ z əː ˨˩
thời hạn	tʰ əː j ˨˩ h aː n ˧˨ ʔ
thời khắc	tʰ əː j ˨˩ x a k̚ ˧˦
thời khoá biểu	tʰ əː j ˨˩ x w aː ˧˦ ʔ ɓ i ə w ˧˩
thời kì	tʰ əː j ˨˩ k i ˨˩
thời lượng	tʰ əː j ˨˩ l ɨ ə ŋ ˧˨ ʔ
thời quá khứ	tʰ əː j ˨˩ k w aː ˧˦ x ɨ ˧˦
thời sự	tʰ əː j ˨˩ s ɨ ˧˨ ʔ
thời thế tạo anh hùng	tʰ əː j ˨˩ tʰ e ˧˦ t aː w ˧˨ ʔ ʔ a j ŋ̟ ˧˧ h ʊ w ŋ͡m ˨˩
thời thượng	tʰ əː j ˨˩ tʰ ɨ ə ŋ ˧˨ ʔ
thời tiết	tʰ əː j ˨˩ t i ə t̚ ˧˦
thời trang	tʰ əː j ˨˩ t͡ɕ aː ŋ ˧˧
thời vận	tʰ əː j ˨˩ v ə n ˧˨ ʔ
thời vụ	tʰ əː j ˨˩ v u ˧˨ ʔ
thơm	tʰ əː m ˧˧
Thơm	tʰ əː m ˧˧
thơm lừng	tʰ əː m ˧˧ l ɨ ŋ ˨˩
thơm ngát	tʰ əː m ˧˧ ŋ aː t̚ ˧˦
thơm phức	tʰ əː m ˧˧ f ɨ k̚ ˧˦
thơm tho	tʰ əː m ˧˧ tʰ ɔ ˧˧
thờn bơn	tʰ əː n ˨˩ ʔ ɓ əː n ˧˧
thớt	tʰ əː t̚ ˧˦
THPT	t͡ɕ ʊ w ŋ͡m ˧˧ h a w k͡p̚ ˧˨ ʔ f o ˧˩ tʰ ə w ŋ͡m ˧˧
Thu	tʰ u ˧˧
thu	tʰ u ˧˧
Thu Bồn	tʰ u ˧˧ ʔ ɓ o n ˨˩
thu dọn	tʰ u ˧˧ z ɔ n ˧˨ ʔ
thu dung	tʰ u ˧˧ z ʊ w ŋ͡m ˧˧
thu giữ	tʰ u ˧˧ z ɨ ˦ˀ˥
thu gom	tʰ u ˧˧ ɣ ɔ m ˧˧
thu gọn	tʰ u ˧˧ ɣ ɔ n ˧˨ ʔ
thu góp	tʰ u ˧˧ ɣ ɔ p̚ ˧˦
thu hoạch	tʰ u ˧˧ h w a j k̟̚ ˧˨ ʔ
thu hồi	tʰ u ˧˧ h o j ˨˩
thu hút	tʰ u ˧˧ h u t̚ ˧˦
thu lu	tʰ u ˧˧ l u ˧˧
thu nạp	tʰ u ˧˧ n aː p̚ ˧˨ ʔ
thu ngân	tʰ u ˧˧ ŋ ə n ˧˧
thu nhặt	tʰ u ˧˧ ɲ a t̚ ˧˨ ʔ
thu nhận	tʰ u ˧˧ ɲ ə n ˧˨ ʔ
thu nhập	tʰ u ˧˧ ɲ ə p̚ ˧˨ ʔ
thu nhỏ	tʰ u ˧˧ ɲ ɔ ˧˩
thu phí	tʰ u ˧˧ f i ˧˦
thu phục	tʰ u ˧˧ f ʊ w k͡p̚ ˧˨ ʔ
thu tâm	tʰ u ˧˧ t ə m ˧˧
thu thập	tʰ u ˧˧ tʰ ə p̚ ˧˨ ʔ
thu thuỷ	tʰ u ˧˧ tʰ w i ˧˩
thu xếp	tʰ u ˧˧ s e p̚ ˧˦
thù	tʰ u ˨˩
thù địch	tʰ u ˨˩ ʔ ɗ ï k̟̚ ˧˨ ʔ
thù đủ	tʰ u ˨˩ ʔ ɗ u ˧˩
thù ghét	tʰ u ˨˩ ɣ ɛ t̚ ˧˦
thù lao	tʰ u ˨˩ l aː w ˧˧
thủ	tʰ u ˧˩
thủ bút	tʰ u ˧˩ ʔ ɓ u t̚ ˧˦
thủ cấp	tʰ u ˧˩ k ə p̚ ˧˦
thủ công	tʰ u ˧˩ k ə w ŋ͡m ˧˧
thủ dâm	tʰ u ˧˩ z ə m ˧˧
thủ dâm tinh thần	tʰ u ˧˩ z ə m ˧˧ t ï ŋ ˧˧ tʰ ə n ˨˩
Thủ Dầu Một	tʰ u ˧˩ z ə w ˨˩ m o t̚ ˧˨ ʔ
thủ đoạn	tʰ u ˧˩ ʔ ɗ w aː n ˧˨ ʔ
thủ đô	tʰ u ˧˩ ʔ ɗ o ˧˧
thủ hiến	tʰ u ˧˩ h i ə n ˧˦
thủ khoa	tʰ u ˧˩ x w aː ˧˧
Thủ Lãnh	tʰ u ˧˩ l a j ŋ̟ ˦ˀ˥
thủ lĩnh	tʰ u ˧˩ l ï ŋ ˦ˀ˥
thủ môn	tʰ u ˧˩ m o n ˧˧
thủ phạm	tʰ u ˧˩ f aː m ˧˨ ʔ
thủ pháp	tʰ u ˧˩ f aː p̚ ˧˦
thủ phủ	tʰ u ˧˩ f u ˧˩
thủ quân	tʰ u ˧˩ k w ə n ˧˧
thủ quỹ	tʰ u ˧˩ k w i ˦ˀ˥
thủ thành	tʰ u ˧˩ tʰ a j ŋ̟ ˨˩
thủ thỉ	tʰ u ˧˩ tʰ i ˧˩
thủ thuật	tʰ u ˧˩ tʰ w ə t̚ ˧˨ ʔ
thủ thư	tʰ u ˧˩ tʰ ɨ ˧˧
thủ tiết	tʰ u ˧˩ t i ə t̚ ˧˦
thủ tiêu	tʰ u ˧˩ t i ə w ˧˧
thủ trưởng	tʰ u ˧˩ t͡ɕ ɨ ə ŋ ˧˩
thủ tục	tʰ u ˧˩ t ʊ w k͡p̚ ˧˨ ʔ
thủ tướng	tʰ u ˧˩ t ɨ ə ŋ ˧˦
thú	tʰ u ˧˦
Thú	tʰ u ˧˦
thú ăn kiến	tʰ u ˧˦ ʔ a n ˧˧ k i ə n ˧˦
thú có túi	tʰ u ˧˦ k ɔ ˧˦ t u j ˧˦
thú cưng	tʰ u ˧˦ k ɨ ŋ ˧˧
thú lông nhím	tʰ u ˧˦ l ə w ŋ͡m ˧˧ ɲ i m ˧˦
thú mỏ vịt	tʰ u ˧˦ m ɔ ˧˩ v i t̚ ˧˨ ʔ
thú nhận	tʰ u ˧˦ ɲ ə n ˧˨ ʔ
thú nhồi bông	tʰ u ˧˦ ɲ o j ˨˩ ʔ ɓ ə w ŋ͡m ˧˧
thú thật	tʰ u ˧˦ tʰ ə t̚ ˧˨ ʔ
thú tính	tʰ u ˧˦ t ï ŋ ˧˦
thú vật	tʰ u ˧˦ v ə t̚ ˧˨ ʔ
thú vị	tʰ u ˧˦ v i ˧˨ ʔ
thú vui	tʰ u ˧˦ v u j ˧˧
thú y	tʰ u ˧˦ ʔ i ˧˧
thụ	tʰ u ˧˨ ʔ
thụ án	tʰ u ˧˨ ʔ ʔ aː n ˧˦
thụ cán	tʰ u ˧˨ ʔ k aː n ˧˦
thụ đắc	tʰ u ˧˨ ʔ ʔ ɗ a k̚ ˧˦
thụ động	tʰ u ˧˨ ʔ ʔ ɗ ə w ŋ͡m ˧˨ ʔ
thụ giáo	tʰ u ˧˨ ʔ z aː w ˧˦
thụ hưởng	tʰ u ˧˨ ʔ h ɨ ə ŋ ˧˩
thụ lí	tʰ u ˧˨ ʔ l i ˧˦
thụ phấn	tʰ u ˧˨ ʔ f ə n ˧˦
thụ tạo	tʰ u ˧˨ ʔ t aː w ˧˨ ʔ
thụ tinh	tʰ u ˧˨ ʔ t ï ŋ ˧˧
thụ tinh nhân tạo	tʰ u ˧˨ ʔ t ï ŋ ˧˧ ɲ ə n ˧˧ t aː w ˧˨ ʔ
thua	tʰ u ə ˧˧
thua kém	tʰ u ə ˧˧ k ɛ m ˧˦
thua thiệt	tʰ u ə ˧˧ tʰ i ə t̚ ˧˨ ʔ
thùa	tʰ u ə ˨˩
thủa	tʰ u ə ˧˩
thuần	tʰ w ə n ˨˩
thuần chay	tʰ w ə n ˨˩ t͡ɕ a j ˧˧
thuần chất	tʰ w ə n ˨˩ t͡ɕ ə t̚ ˧˦
thuần chủng	tʰ w ə n ˨˩ t͡ɕ ʊ w ŋ͡m ˧˩
thuần hoá	tʰ w ə n ˨˩ h w aː ˧˦
thuần khiết	tʰ w ə n ˨˩ x i ə t̚ ˧˦
thuần phong mĩ tục	tʰ w ə n ˨˩ f a w ŋ͡m ˧˧ m i ˦ˀ˥ t ʊ w k͡p̚ ˧˨ ʔ
thuần phục	tʰ w ə n ˨˩ f ʊ w k͡p̚ ˧˨ ʔ
thuần thục	tʰ w ə n ˨˩ tʰ ʊ w k͡p̚ ˧˨ ʔ
thuần túy	tʰ w ə n ˨˩ t w i ˧˦
thuần Việt	tʰ w ə n ˨˩ v i ə t̚ ˧˨ ʔ
thuẫn	tʰ w ə n ˦ˀ˥
thuận	tʰ w ə n ˧˨ ʔ
Thuận	tʰ w ə n ˧˨ ʔ
thuận buồm xuôi gió	tʰ w ə n ˧˨ ʔ ʔ ɓ u ə m ˨˩ s u ə j ˧˧ z ɔ ˧˦
thuận hòa	tʰ w ə n ˧˨ ʔ h w aː ˨˩
Thuận Hoá	tʰ w ə n ˧˨ ʔ h w aː ˧˦
thuận lợi	tʰ w ə n ˧˨ ʔ l əː j ˧˨ ʔ
Thuận Thiên	tʰ w ə n ˧˨ ʔ tʰ i ə n ˧˧
thuận tiện	tʰ w ə n ˧˨ ʔ t i ə n ˧˨ ʔ
thuận vợ thuận chồng, tát Biển Đông cũng cạn	tʰ w ə n ˧˨ ʔ v əː ˧˨ ʔ tʰ w ə n ˧˨ ʔ t͡ɕ ə w ŋ͡m ˨˩ t aː t̚ ˧˦ ʔ ɓ i ə n ˧˩ ʔ ɗ ə w ŋ͡m ˧˧ k ʊ w ŋ͡m ˦ˀ˥ k aː n ˧˨ ʔ
thuật	tʰ w ə t̚ ˧˨ ʔ
thuật chiêm tinh	tʰ w ə t̚ ˧˨ ʔ t͡ɕ i ə m ˧˧ t ï ŋ ˧˧
thuật giả kim	tʰ w ə t̚ ˧˨ ʔ z aː ˧˩ k i m ˧˧
thuật lại	tʰ w ə t̚ ˧˨ ʔ l aː j ˧˨ ʔ
thuật ngữ	tʰ w ə t̚ ˧˨ ʔ ŋ ɨ ˦ˀ˥
thuật toán	tʰ w ə t̚ ˧˨ ʔ t w aː n ˧˦
thúc	tʰ ʊ w k͡p̚ ˧˦
thúc đẩy	tʰ ʊ w k͡p̚ ˧˦ ʔ ɗ ə j ˧˩
thúc ép	tʰ ʊ w k͡p̚ ˧˦ ʔ ɛ p̚ ˧˦
thúc giục	tʰ ʊ w k͡p̚ ˧˦ z ʊ w k͡p̚ ˧˨ ʔ
thúc phụ	tʰ ʊ w k͡p̚ ˧˦ f u ˧˨ ʔ
Thục	tʰ ʊ w k͡p̚ ˧˨ ʔ
thục mạng	tʰ ʊ w k͡p̚ ˧˨ ʔ m aː ŋ ˧˨ ʔ
thuê	tʰ w e ˧˧
thuê bao	tʰ w e ˧˧ ʔ ɓ aː w ˧˧
thuê mướn	tʰ w e ˧˧ m ɨ ə n ˧˦
thuế	tʰ w e ˧˦
thuế giá trị gia tăng	tʰ w e ˧˦ z aː ˧˦ t͡ɕ i ˧˨ ʔ z aː ˧˧ t a ŋ ˧˧
thuế gián thu	tʰ w e ˧˦ z aː n ˧˦ tʰ u ˧˧
thuế khoá	tʰ w e ˧˦ x w aː ˧˦
thuế má	tʰ w e ˧˦ m aː ˧˦
thuế quan	tʰ w e ˧˦ k w aː n ˧˧
thuế trực thu	tʰ w e ˧˦ t͡ɕ ɨ k̚ ˧˨ ʔ tʰ u ˧˧
thui	tʰ u j ˧˧
thui chột	tʰ u j ˧˧ t͡ɕ o t̚ ˧˨ ʔ
thui thủi	tʰ u j ˧˧ tʰ u j ˧˩
thúi	tʰ u j ˧˦
thụi	tʰ u j ˧˨ ʔ
thum	tʰ u m ˧˧
thùm thụp	tʰ u m ˨˩ tʰ u p̚ ˧˨ ʔ
thủm	tʰ u m ˧˩
thun	tʰ u n ˧˧
thún	tʰ u n ˧˦
thung	tʰ ʊ w ŋ͡m ˧˧
thung lũng	tʰ ʊ w ŋ͡m ˧˧ l ʊ w ŋ͡m ˦ˀ˥
Thung lũng Điện tử	tʰ ʊ w ŋ͡m ˧˧ l ʊ w ŋ͡m ˦ˀ˥ ʔ ɗ i ə n ˧˨ ʔ t ɨ ˧˩
Thung lũng Silicon	tʰ ʊ w ŋ͡m ˧˧ l ʊ w ŋ͡m ˦ˀ˥ s i ˧˧ l i ˧˧ k o n ˧˧
thùng	tʰ ʊ w ŋ͡m ˨˩
thùng rác	tʰ ʊ w ŋ͡m ˨˩ z aː k̚ ˧˦
thùng rỗng kêu to	tʰ ʊ w ŋ͡m ˨˩ z ə w ŋ͡m ˦ˀ˥ k e w ˧˧ t ɔ ˧˧
thùng thình	tʰ ʊ w ŋ͡m ˨˩ tʰ ï ŋ ˨˩
thùng xe	tʰ ʊ w ŋ͡m ˨˩ s ɛ ˧˧
thủng	tʰ ʊ w ŋ͡m ˧˩
thúng	tʰ ʊ w ŋ͡m ˧˦
thụng	tʰ ʊ w ŋ͡m ˧˨ ʔ
thuốc	tʰ u ə k̚ ˧˦
thuốc bắc	tʰ u ə k̚ ˧˦ ʔ ɓ a k̚ ˧˦
thuốc bổ	tʰ u ə k̚ ˧˦ ʔ ɓ o ˧˩
thuốc cá	tʰ u ə k̚ ˧˦ k aː ˧˦
thuốc cao	tʰ u ə k̚ ˧˦ k aː w ˧˧
thuốc đánh răng	tʰ u ə k̚ ˧˦ ʔ ɗ a j ŋ̟ ˧˦ z a ŋ ˧˧
thuốc đắng đã tật, sự thật mất lòng	tʰ u ə k̚ ˧˦ ʔ ɗ a ŋ ˧˦ ʔ ɗ aː ˦ˀ˥ t ə t̚ ˧˨ ʔ s ɨ ˧˨ ʔ tʰ ə t̚ ˧˨ ʔ m ə t̚ ˧˦ l a w ŋ͡m ˨˩
thuốc đắng giã tật, sự thật mất lòng	tʰ u ə k̚ ˧˦ ʔ ɗ a ŋ ˧˦ z aː ˦ˀ˥ t ə t̚ ˧˨ ʔ s ɨ ˧˨ ʔ tʰ ə t̚ ˧˨ ʔ m ə t̚ ˧˦ l a w ŋ͡m ˨˩
thuốc đỏ	tʰ u ə k̚ ˧˦ ʔ ɗ ɔ ˧˩
thuốc lá	tʰ u ə k̚ ˧˦ l aː ˧˦
thuốc lá điện tử	tʰ u ə k̚ ˧˦ l aː ˧˦ ʔ ɗ i ə n ˧˨ ʔ t ɨ ˧˩
thuốc lào	tʰ u ə k̚ ˧˦ l aː w ˨˩
thuốc lắc	tʰ u ə k̚ ˧˦ l a k̚ ˧˦
thuốc men	tʰ u ə k̚ ˧˦ m ɛ n ˧˧
thuốc mê	tʰ u ə k̚ ˧˦ m e ˧˧
thuốc mỡ	tʰ u ə k̚ ˧˦ m əː ˦ˀ˥
thuốc nam	tʰ u ə k̚ ˧˦ n aː m ˧˧
thuốc phiện	tʰ u ə k̚ ˧˦ f i ə n ˧˨ ʔ
thuốc súng	tʰ u ə k̚ ˧˦ s ʊ w ŋ͡m ˧˦
thuốc tây	tʰ u ə k̚ ˧˦ t ə j ˧˧
thuốc thang	tʰ u ə k̚ ˧˦ tʰ aː ŋ ˧˧
thuốc tiên	tʰ u ə k̚ ˧˦ t i ə n ˧˧
thuốc tím	tʰ u ə k̚ ˧˦ t i m ˧˦
thuộc	tʰ u ə k̚ ˧˨ ʔ
thuộc cấp	tʰ u ə k̚ ˧˨ ʔ k ə p̚ ˧˦
thuộc địa	tʰ u ə k̚ ˧˨ ʔ ʔ ɗ i ə ˧˨ ʔ
thuộc hạ	tʰ u ə k̚ ˧˨ ʔ h aː ˧˨ ʔ
thuộc tính	tʰ u ə k̚ ˧˨ ʔ t ï ŋ ˧˦
thuôn	tʰ u ə n ˧˧
thuồng luồng	tʰ u ə ŋ ˨˩ l u ə ŋ ˨˩
thuổng	tʰ u ə ŋ ˧˩
thuở	tʰ w əː ˧˩
thuở bé	tʰ w əː ˧˩ ʔ ɓ ɛ ˧˦
thuở nhỏ	tʰ w əː ˧˩ ɲ ɔ ˧˩
thụp	tʰ u p̚ ˧˨ ʔ
thút nút	tʰ u t̚ ˧˦ n u t̚ ˧˦
thút thít	tʰ u t̚ ˧˦ tʰ i t̚ ˧˦
thụt	tʰ u t̚ ˧˨ ʔ
Thuỳ	tʰ w i ˨˩
thuỳ	tʰ w i ˨˩
thuỳ mị	tʰ w i ˨˩ m i ˧˨ ʔ
thuỳ trán	tʰ w i ˨˩ t͡ɕ aː n ˧˦
thuỷ	tʰ w i ˧˩
Thuỷ	tʰ w i ˧˩
thuỷ âm	tʰ w i ˧˩ ʔ ə m ˧˧
thuỷ binh	tʰ w i ˧˩ ʔ ɓ ï ŋ ˧˧
Thuỷ Bình	tʰ w i ˧˩ ʔ ɓ ï ŋ ˨˩
thuỷ cầm	tʰ w i ˧˩ k ə m ˨˩
thuỷ chiến	tʰ w i ˧˩ t͡ɕ i ə n ˧˦
thuỷ chung	tʰ w i ˧˩ t͡ɕ ʊ w ŋ͡m ˧˧
thuỷ cung	tʰ w i ˧˩ k ʊ w ŋ͡m ˧˧
thuỷ diệu	tʰ w i ˧˩ z i ə w ˧˨ ʔ
thuỷ đậu	tʰ w i ˧˩ ʔ ɗ ə w ˧˨ ʔ
thuỷ điện	tʰ w i ˧˩ ʔ ɗ i ə n ˧˨ ʔ
thuỷ động lực học	tʰ w i ˧˩ ʔ ɗ ə w ŋ͡m ˧˨ ʔ l ɨ k̚ ˧˨ ʔ h a w k͡p̚ ˧˨ ʔ
thuỷ giải	tʰ w i ˧˩ z aː j ˧˩
Thuỷ hử truyện	tʰ w i ˧˩ h ɨ ˧˩ t͡ɕ w i ə n ˧˨ ʔ
Thủy Long Thánh Mẫu	tʰ w i ˧˩ l a w ŋ͡m ˧˧ tʰ a j ŋ̟ ˧˦ m ə w ˦ˀ˥
thuỷ lôi	tʰ w i ˧˩ l o j ˧˧
thuỷ lợi	tʰ w i ˧˩ l əː j ˧˨ ʔ
thuỷ lực	tʰ w i ˧˩ l ɨ k̚ ˧˨ ʔ
thuỷ lực học	tʰ w i ˧˩ l ɨ k̚ ˧˨ ʔ h a w k͡p̚ ˧˨ ʔ
thuỷ mặc	tʰ w i ˧˩ m a k̚ ˧˨ ʔ
thuỷ năng	tʰ w i ˧˩ n a ŋ ˧˧
thuỷ ngân	tʰ w i ˧˩ ŋ ə n ˧˧
thuỷ phân	tʰ w i ˧˩ f ə n ˧˧
thuỷ phi cơ	tʰ w i ˧˩ f i ˧˧ k əː ˧˧
thuỷ phủ	tʰ w i ˧˩ f u ˧˩
thuỷ quái	tʰ w i ˧˩ k w aː j ˧˦
thuỷ quan	tʰ w i ˧˩ k w aː n ˧˧
thuỷ quân	tʰ w i ˧˩ k w ə n ˧˧
thuỷ quân lục chiến	tʰ w i ˧˩ k w ə n ˧˧ l ʊ w k͡p̚ ˧˨ ʔ t͡ɕ i ə n ˧˦
thuỷ quyển	tʰ w i ˧˩ k w i ə n ˧˩
thuỷ sản	tʰ w i ˧˩ s aː n ˧˩
thuỷ sinh	tʰ w i ˧˩ s ï ŋ ˧˧
thuỷ tạ	tʰ w i ˧˩ t aː ˧˨ ʔ
thuỷ táng	tʰ w i ˧˩ t aː ŋ ˧˦
thuỷ tặc	tʰ w i ˧˩ t a k̚ ˧˨ ʔ
thuỷ tề	tʰ w i ˧˩ t e ˨˩
thuỷ thần	tʰ w i ˧˩ tʰ ə n ˨˩
thuỷ thổ	tʰ w i ˧˩ tʰ o ˧˩
thuỷ thủ	tʰ w i ˧˩ tʰ u ˧˩
thuỷ tiên	tʰ w i ˧˩ t i ə n ˧˧
thuỷ tinh	tʰ w i ˧˩ t ï ŋ ˧˧
Thuỷ Tinh	tʰ w i ˧˩ t ï ŋ ˧˧
Thuỷ tinh	tʰ w i ˧˩ t ï ŋ ˧˧
thuỷ tinh thể	tʰ w i ˧˩ t ï ŋ ˧˧ tʰ e ˧˩
thuỷ tộc	tʰ w i ˧˩ t ə w k͡p̚ ˧˨ ʔ
thuỷ triều	tʰ w i ˧˩ t͡ɕ i ə w ˨˩
thuỷ triều đỏ	tʰ w i ˧˩ t͡ɕ i ə w ˨˩ ʔ ɗ ɔ ˧˩
thuỷ tức	tʰ w i ˧˩ t ɨ k̚ ˧˦
thuỷ văn	tʰ w i ˧˩ v a n ˧˧
thuỷ văn học	tʰ w i ˧˩ v a n ˧˧ h a w k͡p̚ ˧˨ ʔ
thuỷ vận	tʰ w i ˧˩ v ə n ˧˨ ʔ
Thuý	tʰ w i ˧˦
Thuỵ	tʰ w i ˧˨ ʔ
thuỵ	tʰ w i ˧˨ ʔ
Thuỵ Điển	tʰ w i ˧˨ ʔ ʔ ɗ i ə n ˧˩
thuỵ hiệu	tʰ w i ˧˨ ʔ h i ə w ˧˨ ʔ
Thuỵ Sĩ	tʰ w i ˧˨ ʔ s i ˦ˀ˥
thuyên chuyển	tʰ w i ə n ˧˧ t͡ɕ w i ə n ˧˩
thuyên giảm	tʰ w i ə n ˧˧ z aː m ˧˩
thuyên tắc	tʰ w i ə n ˧˧ t a k̚ ˧˦
thuyên tắc ối	tʰ w i ə n ˧˧ t a k̚ ˧˦ ʔ o j ˧˦
thuyên tắc phổi	tʰ w i ə n ˧˧ t a k̚ ˧˦ f o j ˧˩
thuyền	tʰ w i ə n ˨˩
thuyền bè	tʰ w i ə n ˨˩ ʔ ɓ ɛ ˨˩
thuyền buồm	tʰ w i ə n ˨˩ ʔ ɓ u ə m ˨˩
thuyền chài	tʰ w i ə n ˨˩ t͡ɕ aː j ˨˩
thuyền độc mộc	tʰ w i ə n ˨˩ ʔ ɗ ə w k͡p̚ ˧˨ ʔ m ə w k͡p̚ ˧˨ ʔ
thuyền máy	tʰ w i ə n ˨˩ m a j ˧˦
thuyền nhân	tʰ w i ə n ˨˩ ɲ ə n ˧˧
thuyền phó	tʰ w i ə n ˨˩ f ɔ ˧˦
thuyền quyên	tʰ w i ə n ˨˩ k w i ə n ˧˧
thuyền rồng	tʰ w i ə n ˨˩ z ə w ŋ͡m ˨˩
thuyền tam bản	tʰ w i ə n ˨˩ t aː m ˧˧ ʔ ɓ aː n ˧˩
thuyền trưởng	tʰ w i ə n ˨˩ t͡ɕ ɨ ə ŋ ˧˩
thuyền viên	tʰ w i ə n ˨˩ v i ə n ˧˧
thuyết	tʰ w i ə t̚ ˧˦
thuyết giảng	tʰ w i ə t̚ ˧˦ z aː ŋ ˧˩
thuyết giáo	tʰ w i ə t̚ ˧˦ z aː w ˧˦
thuyết mạt thế	tʰ w i ə t̚ ˧˦ m aː t̚ ˧˨ ʔ tʰ e ˧˦
thuyết minh	tʰ w i ə t̚ ˧˦ m ï ŋ ˧˧
thuyết nhất nguyên	tʰ w i ə t̚ ˧˦ ɲ ə t̚ ˧˦ ŋ w i ə n ˧˧
thuyết phục	tʰ w i ə t̚ ˧˦ f ʊ w k͡p̚ ˧˨ ʔ
thuyết thông linh	tʰ w i ə t̚ ˧˦ tʰ ə w ŋ͡m ˧˧ l ï ŋ ˧˧
thuyết tiến hoá	tʰ w i ə t̚ ˧˦ t i ə n ˧˦ h w aː ˧˦
thuyết trình	tʰ w i ə t̚ ˧˦ t͡ɕ ï ŋ ˨˩
thuyết trình viên	tʰ w i ə t̚ ˧˦ t͡ɕ ï ŋ ˨˩ v i ə n ˧˧
Thuyết văn giải tự	tʰ w i ə t̚ ˧˦ v a n ˧˧ z aː j ˧˩ t ɨ ˧˨ ʔ
thư	tʰ ɨ ˧˧
Thư	tʰ ɨ ˧˧
thư điện tử	tʰ ɨ ˧˧ ʔ ɗ i ə n ˧˨ ʔ t ɨ ˧˩
thư giãn	tʰ ɨ ˧˧ z aː n ˦ˀ˥
thư hoạ	tʰ ɨ ˧˧ h w aː ˧˨ ʔ
thư hùng	tʰ ɨ ˧˧ h ʊ w ŋ͡m ˨˩
thư kí	tʰ ɨ ˧˧ k i ˧˦
thư lại	tʰ ɨ ˧˧ l aː j ˧˨ ʔ
thư mục	tʰ ɨ ˧˧ m ʊ w k͡p̚ ˧˨ ʔ
thư ngỏ	tʰ ɨ ˧˧ ŋ ɔ ˧˩
thư pháp	tʰ ɨ ˧˧ f aː p̚ ˧˦
thư pháp gia	tʰ ɨ ˧˧ f aː p̚ ˧˦ z aː ˧˧
thư phòng	tʰ ɨ ˧˧ f a w ŋ͡m ˨˩
thư sinh	tʰ ɨ ˧˧ s ï ŋ ˧˧
thư tay	tʰ ɨ ˧˧ t a j ˧˧
thư thái	tʰ ɨ ˧˧ tʰ aː j ˧˦
thư thể	tʰ ɨ ˧˧ tʰ e ˧˩
