a	ɒ
támogatásban	t aː m o ɡ ɒ t aː ʒ b ɒ n
támogatási	t aː m o ɡ ɒ t aː ʃ i
támogatásnak	t aː m o ɡ ɒ t aː ʃ n ɒ k
támogatások	t aː m o ɡ ɒ t aː ʃ o k
támogatásokat	t aː m o ɡ ɒ t aː ʃ o k ɒ t
támogatásokban	t aː m o ɡ ɒ t aː ʃ o ɡ b ɒ n
támogatásokkal	t aː m o ɡ ɒ t aː ʃ o kː ɒ l
támogatásoknak	t aː m o ɡ ɒ t aː ʃ o k n ɒ k
támogatásokra	t aː m o ɡ ɒ t aː ʃ o k r ɒ
támogatásra	t aː m o ɡ ɒ t aː ʃ r ɒ
támogatással	t aː m o ɡ ɒ t aː ʃː ɒ l
támogatást	t aː m o ɡ ɒ t aː ʃ t
támogatásának	t aː m o ɡ ɒ t aː ʃ aː n ɒ k
támogatására	t aː m o ɡ ɒ t aː ʃ aː r ɒ
támogatásával	t aː m o ɡ ɒ t aː ʃ aː v ɒ l
támogató	t aː m o ɡ ɒ t oː
támogatóbb	t aː m o ɡ ɒ t oː bː
támogatói	t aː m o ɡ ɒ t oː j i
támogatók	t aː m o ɡ ɒ t oː k
támolyog	t aː m o j o ɡ
tán	t aː n
tánc	t aː n t͡s
tánccipő	t aː n t͡s i p øː
tánccipők	t aː n t͡s i p øː k
tánccsoport	t aː n t͡s t͡ʃ o p o r t
tánccsoportok	t aː n t͡s t͡ʃ o p o r t o k
táncok	t aː n t͡s o k
táncol	t aː n t͡s o l
táncolhat	t aː n t͡s o l ɦ ɒ t
táncolnak	t aː n t͡s o l n ɒ k
táncolni	t aː n t͡s o l n i
táncoltok	t aː n t͡s o l t o k
táncolunk	t aː n t͡s o l u ŋ k
táncos	t aː n t͡s o ʃ
táncosnő	t aː n t͡s o ʃ n øː
táncosok	t aː n t͡s o ʃ o k
táncospár	t aː n t͡s o ʃ p aː r
táncospárok	t aː n t͡s o ʃ p aː r o k
táncot	t aː n t͡s o t
táncparkett	t aː n t͡s p ɒ r k ɛ tː
tánctanár	t aː n t͡s t ɒ n aː r
tánctanárok	t aː n t͡s t ɒ n aː r o k
tánczene	t aː n d͡z z ɛ n ɛ
tánczenék	t aː n d͡z z ɛ n eː k
tángál	t aː ŋ ɡ aː l
tántorog	t aː n t o r o ɡ
tányér	t aː ɲ eː r
tányérok	t aː ɲ eː r o k
tányéron	t aː ɲ eː r o n
táp	t aː p
tápegység	t aː p ɛ c ʃ eː ɡ
tápegységek	t aː p ɛ c ʃ eː ɡ ɛ k
táplál	t aː p l aː l
táplálkozik	t aː p l aː l k o z i k
táplálkozás	t aː p l aː l k o z aː ʃ
táplálkozási	t aː p l aː l k o z aː ʃ i
táplálék	t aː p l aː l eː k
tápláléklánc	t aː p l aː l eː k l aː n t͡s
táplálékláncok	t aː p l aː l eː k l aː n t͡s o k
táplálékok	t aː p l aː l eː k o k
táptalaj	t aː p t ɒ l ɒ j
tár	t aː r
tárak	t aː r ɒ k
tárat	t aː r ɒ t
tárca	t aː r t͡s ɒ
tárcsa	t aː r t͡ʃ ɒ
tárcsafék	t aː r t͡ʃ ɒ f eː k
tárcsák	t aː r t͡ʃ aː k
tárcsáz	t aː r t͡ʃ aː z
tárcák	t aː r t͡s aː k
tárcám	t aː r t͡s aː m
tárd	t aː r d
tárggyal	t aː r ɟ ɒ l
tárgy	t aː r ɟ
tárgya	t aː r ɟ ɒ
tárgyak	t aː r ɟ ɒ k
tárgyakat	t aː r ɟ ɒ k ɒ t
tárgyal	t aː r ɟ ɒ l
tárgyalni	t aː r ɟ ɒ l n i
tárgyalás	t aː r ɟ ɒ l aː ʃ
tárgyalások	t aː r ɟ ɒ l aː ʃ o k
tárgyalásokat	t aː r ɟ ɒ l aː ʃ o k ɒ t
tárgyalást	t aː r ɟ ɒ l aː ʃ t
tárgyaló	t aː r ɟ ɒ l oː
tárgyalóterem	t aː r ɟ ɒ l oː t ɛ r ɛ m
tárgyalótermek	t aː r ɟ ɒ l oː t ɛ r m ɛ k
tárgyas	t aː r ɟ ɒ ʃ
tárgyat	t aː r ɟ ɒ t
tárgyatlan	t aː r ɟ ɒ t l ɒ n
tárgyelem	t aː r ɟ ɛ l ɛ m
tárgyeset	t aː r ɟ ɛ ʃ ɛ t
tárgyesetek	t aː r ɟ ɛ ʃ ɛ t ɛ k
tárgyi	t aː r ɟ i
tárgyiasít	t aː r ɟ i j ɒ ʃ iː t
tárgyilagos	t aː r ɟ i l ɒ ɡ o ʃ
tárgyilagosság	t aː r ɟ i l ɒ ɡ o ʃː aː ɡ
tárgyilagosságok	t aː r ɟ i l ɒ ɡ o ʃː aː ɡ o k
tárgyában	t aː r ɟ aː b ɒ n
tárgyát	t aː r ɟ aː t
tárgyú	t aː r ɟ uː
tárhat	t aː r ɦ ɒ t
tárhely	t aː r ɦ ɛ j
tárj	t aː r ʝ
tárja	t aː r j ɒ
tárkony	t aː r k o ɲ
tárkonyok	t aː r k o ɲ o k
tárlat	t aː r l ɒ t
tárlatok	t aː r l ɒ t o k
tárogató	t aː r o ɡ ɒ t oː
tárol	t aː r o l
tárolni	t aː r o l n i
tárolsz	t aː r o l s
tárolt	t aː r o l t
tárolás	t aː r o l aː ʃ
tárolása	t aː r o l aː ʃ ɒ
tárolási	t aː r o l aː ʃ i
tárolások	t aː r o l aː ʃ o k
tárolására	t aː r o l aː ʃ aː r ɒ
tároló	t aː r o l oː
tárolók	t aː r o l oː k
tárra	t aː rː ɒ
társ	t aː r ʃ
társa	t aː r ʃ ɒ
társadalmak	t aː r ʃ ɒ d ɒ l m ɒ k
társadalmat	t aː r ʃ ɒ d ɒ l m ɒ t
társadalmi	t aː r ʃ ɒ d ɒ l m i
társadalom	t aː r ʃ ɒ d ɒ l o m
társadalombiztosítás	t aː r ʃ ɒ d ɒ l o m b i s t o ʃ iː t aː ʃ
társadalomkutató	t aː r ʃ ɒ d ɒ l o m k u t ɒ t oː
társadalomkutatók	t aː r ʃ ɒ d ɒ l o m k u t ɒ t oː k
társadalomtudós	t aː r ʃ ɒ d ɒ l o m t u d oː ʃ
társadalomtudósok	t aː r ʃ ɒ d ɒ l o m t u d oː ʃ o k
társai	t aː r ʃ ɒ j i
társaik	t aː r ʃ ɒ j i k
társak	t aː r ʃ ɒ k
társakat	t aː r ʃ ɒ k ɒ t
társalapító	t aː r ʃ ɒ l ɒ p iː t oː
társalgás	t aː r ʃ ɒ l ɡ aː ʃ
társalgások	t aː r ʃ ɒ l ɡ aː ʃ o k
társalog	t aː r ʃ ɒ l o ɡ
társas	t aː r ʃ ɒ ʃ
társasház	t aː r ʃ ɒ ʃ h aː z
társasjáték	t aː r ʃ ɒ ʃ j aː t eː k
társasjátékok	t aː r ʃ ɒ ʃ j aː t eː k o k
társaság	t aː r ʃ ɒ ʃ aː ɡ
társasága	t aː r ʃ ɒ ʃ aː ɡ ɒ
társaságkedvelő	t aː r ʃ ɒ ʃ aː kː ɛ d v ɛ l øː
társaságok	t aː r ʃ ɒ ʃ aː ɡ o k
társaságot	t aː r ʃ ɒ ʃ aː ɡ o t
társat	t aː r ʃ ɒ t
társkereső	t aː r ʃ k ɛ r ɛ ʃ øː
társkeresők	t aː r ʃ k ɛ r ɛ ʃ øː k
társnak	t aː r ʃ n ɒ k
társsal	t aː r ʃ ɒ l
társszerző	t aː r ʃ s ɛ r z øː
társsá	t aː r ʃ aː
társul	t aː r ʃ u l
társulat	t aː r ʃ u l ɒ t
társulatok	t aː r ʃ u l ɒ t o k
társulás	t aː r ʃ u l aː ʃ
társít	t aː r ʃ iː t
tárt	t aː r t
tártabb	t aː r t ɒ bː
tártszerelműség	t aː r t s ɛ r ɛ l m yː ʃ eː ɡ
tárul	t aː r u l
tárulj	t aː r u jː
táska	t aː ʃ k ɒ
táskák	t aː ʃ k aː k
táskákban	t aː ʃ k aː ɡ b ɒ n
tát	t aː t
táthat	t aː t h ɒ t
tátika	t aː t i k ɒ
tátog	t aː t o ɡ
táts	t aː t͡ʃː
tátsd	t aː d͡ʒ d
táv	t aː v
távcsövek	t aː f t͡ʃ ø v ɛ k
távcső	t aː f t͡ʃ øː
távirat	t aː v i r ɒ t
távirati	t aː v i r ɒ t i
táviratok	t aː v i r ɒ t o k
távirányít	t aː v i r aː ɲ iː t
távirányító	t aː v i r aː ɲ iː t oː
távirányítók	t aː v i r aː ɲ iː t oː k
távkapcsolat	t aː f k ɒ p t͡ʃ o l ɒ t
távkapcsolatok	t aː f k ɒ p t͡ʃ o l ɒ t o k
távkioldó	t aː f k i j o l d oː
távközlés	t aː f k ø z l eː ʃ
távközlési	t aː f k ø z l eː ʃ i
távlat	t aː v l ɒ t
távlatok	t aː v l ɒ t o k
távmunka	t aː v m u ŋ k ɒ
távokon	t aː v o k o n
távoktatás	t aː v o k t ɒ t aː ʃ
távoktatási	t aː v o k t ɒ t aː ʃ i
távol	t aː v o l
távolabb	t aː v o l ɒ bː
távoli	t aː v o l i
távollét	t aː v o lː eː t
távollétek	t aː v o lː eː t ɛ k
távolodik	t aː v o l o d i k
távolról	t aː v o rː oː l
távolság	t aː v o l ʃ aː ɡ
távolsági	t aː v o l ʃ aː ɡ i
távolságok	t aː v o l ʃ aː ɡ o k
távolságokra	t aː v o l ʃ aː ɡ o k r ɒ
távolságot	t aː v o l ʃ aː ɡ o t
távolságra	t aː v o l ʃ aː ɡ r ɒ
távolságtartás	t aː v o l ʃ aː k t ɒ r t aː ʃ
távolugrás	t aː v o l u ɡ r aː ʃ
távolít	t aː v o l iː t
távolító	t aː v o l iː t oː
távon	t aː v o n
távozik	t aː v o z i k
távozz	t aː v o zː
távozás	t aː v o z aː ʃ
távozások	t aː v o z aː ʃ o k
távozásom	t aː v o z aː ʃ o m
távra	t aː v r ɒ
távvezérel	t aː vː ɛ z eː r ɛ l
távírász	t aː v iː r aː s
távú	t aː v uː
té	t eː
téboly	t eː b o j
tébolyda	t eː b o j d ɒ
tébolydák	t eː b o j d aː k
tébolyok	t eː b o j o k
téged	t eː ɡ ɛ d
tégedet	t eː ɡ ɛ d ɛ t
tégla	t eː ɡ l ɒ
téglaház	t eː ɡ l ɒ ɦ aː z
téglalap	t eː ɡ l ɒ l ɒ p
téglalapok	t eː ɡ l ɒ l ɒ p o k
téglák	t eː ɡ l aː k
tégy	t eː ɟ
tékozol	t eː k o z o l
tél	t eː l
télen	t eː l ɛ n
téli	t eː l i
télikabát	t eː l i k ɒ b aː t
télre	t eː rː ɛ
télről	t eː rː øː l
téma	t eː m ɒ
témaként	t eː m ɒ k eː n t
témakör	t eː m ɒ k ø r
témakörben	t eː m ɒ k ø r b ɛ n
témakörök	t eː m ɒ k ø r ø k
témanyitás	t eː m ɒ ɲ i t aː ʃ
témába	t eː m aː b ɒ
témában	t eː m aː b ɒ n
témából	t eː m aː b oː l
témád	t eː m aː d
témához	t eː m aː ɦ o z
témái	t eː m aː j i
témáid	t eː m aː j i d
témáig	t eː m aː j i ɡ
témáik	t eː m aː j i k
témáim	t eː m aː j i m
témáink	t eː m aː j i ŋ k
témáitok	t eː m aː j i t o k
témája	t eː m aː j ɒ
témájuk	t eː m aː j u k
témájú	t eː m aː j uː
témák	t eː m aː k
témákat	t eː m aː k ɒ t
témákba	t eː m aː ɡ b ɒ
témákban	t eː m aː ɡ b ɒ n
témákból	t eː m aː ɡ b oː l
témákhoz	t eː m aː k h o z
témákig	t eː m aː k i ɡ
témákkal	t eː m aː kː ɒ l
témákká	t eː m aː kː aː
témákként	t eː m aː kː eː n t
témáknak	t eː m aː k n ɒ k
témáknál	t eː m aː k n aː l
témákon	t eː m aː k o n
témákra	t eː m aː k r ɒ
témákról	t eː m aː k r oː l
témáktól	t eː m aː k t oː l
témákért	t eː m aː k eː r t
témám	t eː m aː m
témán	t eː m aː n
témának	t eː m aː n ɒ k
témánk	t eː m aː ŋ k
témánál	t eː m aː n aː l
témára	t eː m aː r ɒ
témáról	t eː m aː r oː l
témát	t eː m aː t
témátok	t eː m aː t o k
témától	t eː m aː t oː l
témául	t eː m aː u l
témával	t eː m aː v ɒ l
témává	t eː m aː v aː
témáé	t eː m aː j eː
témáért	t eː m aː j eː r t
tény	t eː ɲ
ténye	t eː ɲ ɛ
tények	t eː ɲ ɛ k
tényeket	t eː ɲ ɛ k ɛ t
tényező	t eː ɲ ɛ z øː
tényezők	t eː ɲ ɛ z øː k
tényleg	t eː lː ɛ ɡ
tényleg	t eː ɲ l ɛ ɡ
tényleges	t eː ɲ l ɛ ɡ ɛ ʃ
ténylegesen	t eː ɲ l ɛ ɡ ɛ ʃ ɛ n
tényt	t eː ɲ t
tényét	t eː ɲ eː t
tép	t eː p
tépd	t eː b d
tépelődik	t eː p ɛ l øː d i k
tépj	t eː p ç
tépked	t eː p k ɛ d
tépsz	t eː p s
tépőzár	t eː p øː z aː r
tér	t eː r
térbe	t eː r b ɛ
térbeli	t eː r b ɛ l i
térben	t eː r b ɛ n
térből	t eː r b øː l
térd	t eː r d
térddel	t eː r d ɛ l
térdek	t eː r d ɛ k
térdel	t eː r d ɛ l
térdeltem	t eː r d ɛ l t ɛ m
térdepel	t eː r d ɛ p ɛ l
térdig	t eː r d i ɡ
térdkalács	t eː r t k ɒ l aː t͡ʃ
térdkalácsok	t eː r t k ɒ l aː t͡ʃ o k
térdre	t eː r d r ɛ
térdreflex	t eː r d r ɛ f l ɛ k s
térdreflexek	t eː r d r ɛ f l ɛ k s ɛ k
térdszalag	t eː r t s ɒ l ɒ ɡ
térdszalagok	t eː r t s ɒ l ɒ ɡ o k
térdzokni	t eː r d͡z o k n i
térdzoknik	t eː r d͡z o k n i k
térdű	t eː r d yː
térek	t eː r ɛ k
téren	t eː r ɛ n
térerő	t eː r ɛ r øː
térerősség	t eː r ɛ r øː ʃː eː ɡ
térfogat	t eː r f o ɡ ɒ t
térfogatok	t eː r f o ɡ ɒ t o k
térhet	t eː r ɦ ɛ t
térhez	t eː r ɦ ɛ z
téridő	t eː r i d øː
térig	t eː r i ɡ
térinformatika	t eː r i ɱ f o r m ɒ t i k ɒ
tériszony	t eː r i s o ɲ
térj	t eː r ʝ
térjek	t eː r j ɛ k
térjen	t eː r j ɛ n
térjenek	t eː r j ɛ n ɛ k
térjetek	t eː r j ɛ t ɛ k
térjél	t eː r j eː l
térjünk	t eː r j y ŋ k
térként	t eː r k eː n t
térkép	t eː r k eː p
térképek	t eː r k eː p ɛ k
térképeket	t eː r k eː p ɛ k ɛ t
térképeknek	t eː r k eː p ɛ k n ɛ k
térképen	t eː r k eː p ɛ n
térképet	t eː r k eː p ɛ t
térképezés	t eː r k eː p ɛ z eː ʃ
térképezések	t eː r k eː p ɛ z eː ʃ ɛ k
térképnek	t eː r k eː p n ɛ k
térképre	t eː r k eː p r ɛ
térképész	t eː r k eː p eː s
térképészek	t eː r k eː p eː s ɛ k
térképészet	t eː r k eː p eː s ɛ t
térképészetek	t eː r k eː p eː s ɛ t ɛ k
térne	t eː r n ɛ
térned	t eː r n ɛ d
térnek	t eː r n ɛ k
térnem	t eː r n ɛ m
térnetek	t eː r n ɛ t ɛ k
térni	t eː r n i
térnie	t eː r n i j ɛ
térniük	t eː r n i j y k
térnék	t eː r n eː k
térnél	t eː r n eː l
térnének	t eː r n eː n ɛ k
térnénk	t eː r n eː ŋ k
térnétek	t eː r n eː t ɛ k
térnünk	t eː r n y ŋ k
térre	t eː rː ɛ
térrel	t eː rː ɛ l
térré	t eː rː eː
térről	t eː rː øː l
térsz	t eː r s
térszög	t eː r s ø ɡ
térség	t eː r ʃ eː ɡ
térségben	t eː r ʃ eː ɡ b ɛ n
térsége	t eː r ʃ eː ɡ ɛ
térségek	t eː r ʃ eː ɡ ɛ k
térségekben	t eː r ʃ eː ɡ ɛ ɡ b ɛ n
térségeket	t eː r ʃ eː ɡ ɛ k ɛ t
térségekig	t eː r ʃ eː ɡ ɛ k i ɡ
térségekkel	t eː r ʃ eː ɡ ɛ kː ɛ l
térségekké	t eː r ʃ eː ɡ ɛ kː eː
térségekként	t eː r ʃ eː ɡ ɛ kː eː n t
térségeknek	t eː r ʃ eː ɡ ɛ k n ɛ k
térségekért	t eː r ʃ eː ɡ ɛ k eː r t
térséget	t eː r ʃ eː ɡ ɛ t
térséggel	t eː r ʃ eː ɡː ɛ l
térséggé	t eː r ʃ eː ɡː eː
térségig	t eː r ʃ eː ɡ i ɡ
térségként	t eː r ʃ eː kː eː n t
térségnek	t eː r ʃ eː ɡ n ɛ k
térségért	t eː r ʃ eː ɡ eː r t
tért	t eː r t
tértek	t eː r t ɛ k
tértem	t eː r t ɛ m
tértetek	t eː r t ɛ t ɛ k
tértél	t eː r t eː l
tértünk	t eː r t y ŋ k
tértől	t eː r t øː l
térve	t eː r v ɛ
térért	t eː r eː r t
térít	t eː r iː t
térítmény	t eː r iː t m eː ɲ
térítmények	t eː r iː t m eː ɲ ɛ k
térítés	t eː r iː t eː ʃ
térítési	t eː r iː t eː ʃ i
térítésmentes	t eː r iː t eː ʃ m ɛ n t ɛ ʃ
térítésmentesen	t eː r iː t eː ʃ m ɛ n t ɛ ʃ ɛ n
térítő	t eː r iː t øː
térítők	t eː r iː t øː k
térünk	t eː r y ŋ k
térő	t eː r øː
tészta	t eː s t ɒ
tésztaszűrő	t eː s t ɒ s yː r øː
tészták	t eː s t aː k
tét	t eː t
tétbe	t eː d b ɛ
tétben	t eː d b ɛ n
tétből	t eː d b øː l
tétel	t eː t ɛ l
tétele	t eː t ɛ l ɛ
tételek	t eː t ɛ l ɛ k
tételes	t eː t ɛ l ɛ ʃ
tételt	t eː t ɛ l t
téten	t eː t ɛ n
tétet	t eː t ɛ t
téthez	t eː t h ɛ z
tétlen	t eː t l ɛ n
tétlenség	t eː t l ɛ n ʃ eː ɡ
tétlenségek	t eː t l ɛ n ʃ eː ɡ ɛ k
tétnek	t eː t n ɛ k
tétnél	t eː t n eː l
tétovázik	t eː t o v aː z i k
tétre	t eː t r ɛ
tétről	t eː t r øː l
téttel	t eː tː ɛ l
téttől	t eː tː øː l
téve	t eː v ɛ
téved	t eː v ɛ d
tévedek	t eː v ɛ d ɛ k
tévedett	t eː v ɛ d ɛ tː
tévedj	t eː v ɛ ɟː
tévedni	t eː v ɛ d n i
tévedt	t eː v ɛ tː
tévedtem	t eː v ɛ tː ɛ m
tévedés	t eː v ɛ d eː ʃ
tévedésből	t eː v ɛ d eː ʒ b øː l
tévelyeg	t eː v ɛ j ɛ ɡ
tévelygés	t eː v ɛ j ɡ eː ʃ
tévelygések	t eː v ɛ j ɡ eː ʃ ɛ k
téves	t eː v ɛ ʃ
tévesen	t eː v ɛ ʃ ɛ n
tévessz	t eː v ɛ sː
téveszt	t eː v ɛ s t
tévesztendő	t eː v ɛ s t ɛ n d øː
tévhit	t eː f h i t
tévutak	t eː v u t ɒ k
tévé	t eː v eː
tévében	t eː v eː b ɛ n
tévéd	t eː v eː d
tévék	t eː v eː k
tévékészülék	t eː v eː k eː s y l eː k
tévékészülékek	t eː v eː k eː s y l eː k ɛ k
tévépaprika	t eː v eː p ɒ p r i k ɒ
tévés	t eː v eː ʃ
tévét	t eː v eː t
tévézik	t eː v eː z i k
tévút	t eː v uː t
tíkfa	t iː k f ɒ
tíkfák	t iː k f aː k
tímár	t iː m aː r
tímárok	t iː m aː r o k
típus	t iː p u ʃ
típusa	t iː p u ʃ ɒ
típusfaj	t iː p u ʃ f ɒ j
típusok	t iː p u ʃ o k
típust	t iː p u ʃ t
típusú	t iː p u ʃ uː
tíz	t iː z
tízen	t i z ɛ n
tízen	t iː z ɛ n
tízes	t i z ɛ ʃ
tízezer	t iː z ɛ z ɛ r
tízezres	t iː z ɛ z r ɛ ʃ
tízparancsolat	t iː s p ɒ r ɒ n t͡ʃ o l ɒ t
tízszeres	t iː sː ɛ r ɛ ʃ
tízéves	t iː z eː v ɛ ʃ
tízórai	t iː z oː r ɒ j i
tó	t oː
tócsa	t oː t͡ʃ ɒ
tócsák	t oː t͡ʃ aː k
tóga	t oː ɡ ɒ
tógák	t oː ɡ aː k
tóig	t oː j i ɡ
tópart	t oː p ɒ r t
tóparti	t oː p ɒ r t i
tópartok	t oː p ɒ r t o k
tóra	t oː r ɒ
tórium	t oː r i j u m
tóriumok	t oː r i j u m o k
tót	t oː t
tóth	t oː t
tótok	t oː t o k
tótumfaktum	t oː t u ɱ f ɒ k t u m
több	t ø bː
többe	t ø bː ɛ
többek	t ø bː ɛ k
többekbe	t ø bː ɛ ɡ b ɛ
többekben	t ø bː ɛ ɡ b ɛ n
többekből	t ø bː ɛ ɡ b øː l
többeken	t ø bː ɛ k ɛ n
többeket	t ø bː ɛ k ɛ t
többekhez	t ø bː ɛ k h ɛ z
többekig	t ø bː ɛ k i ɡ
többekkel	t ø bː ɛ kː ɛ l
többekké	t ø bː ɛ kː eː
többekként	t ø bː ɛ kː eː n t
többeknek	t ø bː ɛ k n ɛ k
többeknél	t ø bː ɛ k n eː l
többekre	t ø bː ɛ k r ɛ
többekről	t ø bː ɛ k r øː l
többektől	t ø bː ɛ k t øː l
többekért	t ø bː ɛ k eː r t
többel	t ø bː ɛ l
többen	t ø bː ɛ n
többet	t ø bː ɛ t
többfunkciós	t ø p f u ŋ k t͡s i j oː ʃ
többféle	t ø p f eː l ɛ
többhöz	t ø p h ø z
többi	t ø bː i
többiek	t ø bː i j ɛ k
többiekkel	t ø bː i j ɛ kː ɛ l
többig	t ø bː i ɡ
többit	t ø bː i t
többként	t ø p k eː n t
többlet	t ø b l ɛ t
többletek	t ø b l ɛ t ɛ k
többnejű	t ø b n ɛ j yː
többnejűség	t ø b n ɛ j yː ʃ eː ɡ
többnejűségek	t ø b n ɛ j yː ʃ eː ɡ ɛ k
többnek	t ø b n ɛ k
többnyelvű	t ø b ɲ ɛ l v yː
többnyelvűség	t ø b ɲ ɛ l v yː ʃ eː ɡ
többnyire	t ø b ɲ i r ɛ
többnél	t ø b n eː l
többre	t ø b r ɛ
többrészes	t ø b r eː s ɛ ʃ
többrétegű	t ø b r eː t ɛ ɡ yː
többről	t ø b r øː l
többszavas	t ø p s ɒ v ɒ ʃ
többször	t ø p s ø r
többszöri	t ø p s ø r i
többszörös	t ø p s ø r ø ʃ
többszörösen	t ø p s ø r ø ʃ ɛ n
többszörösök	t ø p s ø r ø ʃ ø k
többség	t ø p ʃ eː ɡ
többsége	t ø p ʃ eː ɡ ɛ
többségek	t ø p ʃ eː ɡ ɛ k
többséget	t ø p ʃ eː ɡ ɛ t
többségi	t ø p ʃ eː ɡ i
többségét	t ø p ʃ eː ɡ eː t
többtől	t ø p t øː l
többé	t ø bː eː
többért	t ø bː eː r t
többértelmű	t ø bː eː r t ɛ l m yː
többön	t ø bː ø n
többől	t ø bː øː l
tök	t ø k
töke	t ø k ɛ
tökfilkó	t ø k f i l k oː
töklámpás	t ø k l aː m p aː ʃ
töklámpások	t ø k l aː m p aː ʃ o k
tökmag	t ø k m ɒ ɡ
tökre	t ø k r ɛ
tökéletes	t ø k eː l ɛ t ɛ ʃ
tökéletesebb	t ø k eː l ɛ t ɛ ʃ ɛ bː
tökéletesebben	t ø k eː l ɛ t ɛ ʃ ɛ bː ɛ n
tökéletesen	t ø k eː l ɛ t ɛ ʃ ɛ n
tökéletesség	t ø k eː l ɛ t ɛ ʃː eː ɡ
tökéletesít	t ø k eː l ɛ t ɛ ʃ iː t
tökéletesítették	t ø k eː l ɛ t ɛ ʃ iː t ɛ tː eː k
tökéletlen	t ø k eː l ɛ t l ɛ n
tökéletlenebb	t ø k eː l ɛ t l ɛ n ɛ bː
tökök	t ø k ø k
tököt	t ø k ø t
tökű	t ø k yː
tölcsér	t ø l t͡ʃ eː r
tölcsérek	t ø l t͡ʃ eː r ɛ k
tölcsérszerű	t ø l t͡ʃ eː r s ɛ r yː
tölgy	t ø l ɟ
tölgyek	t ø l ɟ ɛ k
tölgyfa	t ø l c f ɒ
tölgyfák	t ø l c f aː k
tölt	t ø l t
töltelék	t ø l t ɛ l eː k
töltelékek	t ø l t ɛ l eː k ɛ k
tölteni	t ø l t ɛ n i
tölthet	t ø l t h ɛ t
tölts	t ø l t͡ʃ
töltsd	t ø l d͡ʒ d
töltsek	t ø l t͡ʃ ɛ k
töltény	t ø l t eː ɲ
töltények	t ø l t eː ɲ ɛ k
tölténytár	t ø l t eː ɲ t aː r
töltés	t ø l t eː ʃ
töltése	t ø l t eː ʃ ɛ
töltések	t ø l t eː ʃ ɛ k
töltésének	t ø l t eː ʃ eː n ɛ k
töltött	t ø l t ø tː
töltő	t ø l t øː
töltőtoll	t ø l t øː t o lː
töltőtollak	t ø l t øː t o lː ɒ k
töm	t ø m
tömb	t ø m b
tömbház	t ø m p h aː z
tömbházak	t ø m p h aː z ɒ k
tömbök	t ø m b ø k
tömbös	t ø m b ø ʃ
tömeg	t ø m ɛ ɡ
tömegben	t ø m ɛ ɡ b ɛ n
tömege	t ø m ɛ ɡ ɛ
tömegek	t ø m ɛ ɡ ɛ k
tömeges	t ø m ɛ ɡ ɛ ʃ
tömegesen	t ø m ɛ ɡ ɛ ʃ ɛ n
tömeget	t ø m ɛ ɡ ɛ t
tömeggyilkos	t ø m ɛ ɡ ɟ i l k o ʃ
tömeggyilkosok	t ø m ɛ ɡ ɟ i l k o ʃ o k
tömeggyilkosság	t ø m ɛ ɡ ɟ i l k o ʃː aː ɡ
tömeggyilkosságok	t ø m ɛ ɡ ɟ i l k o ʃː aː ɡ o k
tömeggyártás	t ø m ɛ ɡ ɟ aː r t aː ʃ
tömegközlekedés	t ø m ɛ kː ø z l ɛ k ɛ d eː ʃ
tömegközlekedési	t ø m ɛ kː ø z l ɛ k ɛ d eː ʃ i
tömegpusztító	t ø m ɛ k p u s t iː t oː
tömegsír	t ø m ɛ k ʃ iː r
tömegvonzás	t ø m ɛ ɡ v o n z aː ʃ
tömegű	t ø m ɛ ɡ yː
tömi	t ø m i
tömj	t ø m ʝ
tömjén	t ø m j eː n
tömjének	t ø m j eː n ɛ k
tömköd	t ø m k ø d
tömlöc	t ø m l ø t͡s
tömlöcök	t ø m l ø t͡s ø k
tömlő	t ø m l øː
tömsz	t ø m s
tömve	t ø ɱ v ɛ
tömzs	t ø m ʒ
tömény	t ø m eː ɲ
tömés	t ø m eː ʃ
tömör	t ø m ø r
tömörd	t ø m ø r d
tömörít	t ø m ø r iː t
tömörített	t ø m ø r iː t ɛ tː
tömörítettebb	t ø m ø r iː t ɛ tː ɛ bː
tömörül	t ø m ø r y l
tönk	t ø ŋ k
tönkre	t ø ŋ k r ɛ
tönkretesz	t ø ŋ k r ɛ t ɛ s
tönkök	t ø ŋ k ø k
tönkölybúza	t ø ŋ k ø j b uː z ɒ
töpreng	t ø p r ɛ ŋ ɡ
töprengd	t ø p r ɛ ŋ ɡ d
töprengsz	t ø p r ɛ ŋ k s
töpörtyű	t ø p ø r c yː
tör	t ø r
tördel	t ø r d ɛ l
töredezett	t ø r ɛ d ɛ z ɛ tː
töredezettség	t ø r ɛ d ɛ z ɛ t͡ʃː eː ɡ
töredezettségmentes	t ø r ɛ d ɛ z ɛ t͡ʃː eː ɡ m ɛ n t ɛ ʃ
töredezettségmentesít	t ø r ɛ d ɛ z ɛ t͡ʃː eː ɡ m ɛ n t ɛ ʃ iː t
töredezettségmentesíthetetlen	t ø r ɛ d ɛ z ɛ t͡ʃː eː ɡ m ɛ n t ɛ ʃ iː t h ɛ t ɛ t l ɛ n
töredezettségmentesíthető	t ø r ɛ d ɛ z ɛ t͡ʃː eː ɡ m ɛ n t ɛ ʃ iː t h ɛ t øː
töredezettségmentesítés	t ø r ɛ d ɛ z ɛ t͡ʃː eː ɡ m ɛ n t ɛ ʃ iː t eː ʃ
