က	k a̰
သွားရည်	θ ə j ì
သွေ	θ w è
သွေ့	θ w ḛ
သွေး	θ w é
သွေးကင်ဆာ	θ w é k ɪ̀ ɴ sʰ à
သွေးကြော	θ w é d͡ʑ ɔ́
သွေးကြောမျှင်	θ w é d͡ʑ ɔ́ m̥ j ɪ̀ ɴ
သွေးတိုးရောဂါ	θ w é t ó j ɔ́ ɡ à
သွေးပေါင်	θ w é p à ʊ ɴ
သွေးပေါ်	θ w é p ɔ̀
သွေးအုပ်စု	θ w é ʔ o ʊ ʔ s ṵ
ဟ	h a̰
ဟင့်အင်း	h ɪ̰ ɴ ʔ ɪ́ ɴ
ဟင်း	h ɪ́ ɴ
ဟင်းခါး	h ɪ́ ɴ ɡ á
ဟင်းရည်	h ɪ́ ɴ j è
ဟင်းသီးဟင်းရွက်	h ɪ́ ɴ ð í h ɪ́ ɴ j w ɛ ʔ
ဟင်္သာ	h ɪ́ ɴ θ à
ဟင်္သာတ	h ɪ̀ ɴ θ ə t a̰
ဟင်္သာတာရာ	h ɪ̀ ɴ θ à t à j à
ဟစ်တလာ	h ɪ ʔ t ə l à
ဟတ်ဇ်	h a ʔ
ဟထိုး	h a̰ tʰ ó
ဟနူမာန်	h ə n ù m à n
ဟန်ဂေရီ	h à ɴ ɡ è ɹ ì
ဟန်နီ	h à ɴ n ì
ဟန်လင်း	h à ɴ l ɪ́ ɴ
ဟမ်ဘာဂါ	h à ɴ b à ɡ à
ဟယ်လီကော့ပတာ	h ɛ̀ l ì k ɔ̰ p ə t à
ဟယ်လ်ဆင်ကီ	h ɛ̀ l sʰ ɪ̀ ɴ k ì
ဟရိဘုဉ္ဇ	h ə ɹ ḭ b ò ʊ ɴ z a̰
ဟလဝါ	h a̰ l ə w à
ဟာနွိုင်း	h à n w á ɪ ɴ
ဟာဗားနား	h à b á n á
ဟာသ	h à θ a̰
ဟားခါး	h á kʰ á
ဟိတ်	h e ɪ ʔ
ဟိန္ဒီ	h è ɪ ɴ d ì
ဟိန္ဒူ	h è ɪ ɴ d ù
ဟိမဝန္တာ	h ḭ m a̰ w ʊ̀ ɴ t à
ဟိမာလယ	h ḭ m à l ə j a̰
ဟို	h ò
ဟိုက်ဒရိုဂျင်	h a ɪ ʔ d ə ɹ ò d͡ʑ ɪ̀ ɴ
ဟိုင်းအီနာ	h á ɪ ɴ ʔ ì n à
ဟိုတယ်	h ò t ɛ̀
ဟိုမှာ	h ò m̥ à
ဟိုဟာ	h ò h à
ဟီ	h ì
ဟီနယာန	h ì n a̰ j à n a̰
ဟီလီယမ်	h ì l ì j à ɴ
ဟုတ်	h o ʊ ʔ
ဟုတ်ကဲ့	h o ʊ ʔ k ɛ̰
ဟုတ်တာပေါ့	h o ʊ ʔ t à p ɔ̰
ဟုတ်လား	h o ʊ ʔ l á
ဟူ	h ù
ဟူးရား	h ú j á
ဟူးဟူး	h ú h ú
ဟေတီ	h è t ì
ဟေတုပစ္စယော	h è t ṵ p ɪ ʔ s a̰ j ɔ́
ဟေမန္တ	h è m à ɴ t a̰
ဟေမန်	h è m à ɴ
ဟေမာ	h è m à
ဟော	h ɔ́
ဟောက်	h a ʊ ʔ
ဟောင်	h à ʊ ɴ
ဟောင်ကောင်	h à ʊ ɴ k à ʊ ɴ
ဟောင်း	h á ʊ ɴ
ဟော်	h ɔ̀
ဟော်ကီ	h ɔ̀ k ì
ဟော်တယ်	h ɔ̀ t ɛ̀
ဟော်လန်	h ɔ̀ l à ɴ
ဟဲလို	h ɛ́ l ò
ဟံသာဝတီ	h à ɴ θ à w ə d ì
ဟွန်ဒူးရပ်စ်	h ʊ̀ ɴ d ú ɹ a ʔ s
ဟွန်း	h ʊ́ ɴ
ဠ	l a̰
ဠကြီး	l a̰ t͡ɕ í
အ	ʔ a̰
အက	ʔ ə k a̰
အကယ်၍	ʔ ə k ɛ̀ j w ḛ
အကာ	ʔ ə k à
အကိတ်	ʔ ə k e ɪ ʔ
အကို	ʔ ə k ò
အကိုင်း	ʔ ə k á ɪ ɴ
အကုန်	ʔ ə k ò ʊ ɴ
အကုသိုလ်	ʔ a̰ k ṵ ð ò
အကူ	ʔ ə k ù
အကောက်	ʔ ə k a ʊ ʔ
အကောက်ခွန်	ʔ ə k a ʊ ʔ kʰ ʊ̀ ɴ
အကောက်ဆိပ်	ʔ ə k a ʊ ʔ sʰ e ɪ ʔ
အကောင့်	ʔ ə k a̰ ʊ ɴ
အကောင်	ʔ ə k à ʊ ɴ
အကော်ဒီယံ	ʔ ə k ɔ̀ d ì j à ɴ
အက္ခရာ	ʔ ɛ ʔ kʰ ə j à
အက္ခရာသင်္ချာ	ʔ ɛ ʔ kʰ a̰ j à θ ɪ̀ ɴ t͡ɕʰ à
အက်	ʔ ɛ ʔ
အက်စစ်	ʔ ɛ ʔ s ɪ ʔ
အက်စတိုးနီးယား	ʔ ɛ ʔ s ə t ó n í j á
အက်တမ်	ʔ ɛ ʔ t à ɴ
အက်ရှ်ဂါဘတ်	ʔ ɛ ʔ ʃ ɡ à b a ʔ
အကျဉ်း	ʔ ə t͡ɕ ɪ́ ɴ
အကျဉ်းထောင်	ʔ ə t͡ɕ ɪ́ ɴ d à ʊ ɴ
အကျဉ်းသား	ʔ ə t͡ɕ ɪ́ ɴ ð á
အကျည်း	ʔ ə t͡ɕ í
အကျည်းတန်	ʔ ə t͡ɕ í t à ɴ
အကျပ်အတည်း	ʔ ə t͡ɕ a ʔ ʔ ə t é
အကျယ်	ʔ ə t͡ɕ ɛ̀
အကျိတ်	ʔ ə t͡ɕ e ɪ ʔ
အကျိုး	ʔ ə t͡ɕ ó
အကျိုးကျေးဇူး	ʔ ə t͡ɕ ó t͡ɕ é z ú
အကျော်	ʔ ə t͡ɕ ɔ̀
အကျော်ဇေယျ	ʔ ə t͡ɕ ɔ̀ z è j a̰
အကြမ်းဖက်ဝါဒ	ʔ ə t͡ɕ á ɴ pʰ ɛ ʔ w à d a̰
အကြမ်းဖက်သမား	ʔ ə t͡ɕ á ɴ pʰ ɛ ʔ θ ə m á
အကြမ်းရည်	ʔ ə t͡ɕ á ɴ j ì
အကြောက်	ʔ ə t͡ɕ a ʊ ʔ
အကြောင်း	ʔ ə t͡ɕ á ʊ ɴ
အကြောမျှင်	ʔ ə t͡ɕ ɔ́ m̥ j ɪ̀ ɴ
အကြော်	ʔ a̰ t͡ɕ ɔ̀
အကြေး	ʔ ə t͡ɕ é
အကြံ	ʔ ə t͡ɕ à ɴ
အကြံပေးချက်	ʔ ə t͡ɕ à ɴ p é d͡ʑ ɛ ʔ
အကြွေး	ʔ ə t͡ɕ w é
အကြွေးဝယ်ကတ်ပြား	ʔ ə t͡ɕ w é w ɛ̀ k a ʔ p j á
အကွ	ʔ ə k w a̰
အကွာအဝေး	ʔ ə k w à ʔ ə w é
အခန်း	ʔ ə kʰ á ɴ
အခမဲ့	ʔ ə kʰ a̰ m ɛ̰
အခါတစ်ပါး	ʔ ə kʰ à d ə b á
အခိုး	ʔ ə kʰ ó
အခု	ʔ ə kʰ ṵ
အခုံး	ʔ ə kʰ ó ʊ ɴ
အခေါက်	ʔ ə kʰ a ʊ ʔ
အချက်	ʔ ə t͡ɕʰ ɛ ʔ
အချင်း	ʔ ə t͡ɕʰ ɪ́ ɴ
အချင်းဝက်	ʔ ə t͡ɕʰ ɪ́ ɴ w ɛ ʔ
အချစ်	ʔ ə t͡ɕʰ ɪ ʔ
အချဉ်တည်	ʔ ə t͡ɕʰ ɪ̀ ɴ t ɛ̀
အချဉ်ဖောက်	ʔ ə t͡ɕʰ ɪ̀ ɴ pʰ a ʊ ʔ
အချပ်	ʔ ə t͡ɕʰ a ʔ
အချိတ်	ʔ ə t͡ɕʰ e ɪ ʔ
အချိန်	ʔ ə t͡ɕʰ è ɪ ɴ
အချိန်စာရင်း	ʔ ə t͡ɕʰ è ɪ ɴ s ə j ɪ́ ɴ
အချို	ʔ ə t͡ɕʰ ò
အချိုပွဲ	ʔ ə t͡ɕʰ ò b w ɛ́
အချိုမှုန့်	ʔ ə t͡ɕʰ ò m̥ o̰ ʊ ɴ
အချို့	ʔ ə t͡ɕʰ o̰
အချိုး	ʔ ə t͡ɕʰ ó
အချို‌ခြောက်	ʔ ə t͡ɕʰ ò d͡ʑ a ʊ ʔ
အချုပ်ခန်း	ʔ ə t͡ɕʰ o ʊ ʔ kʰ á ɴ
အချုပ်အခြာအာဏာ	ʔ ə t͡ɕʰ o ʊ ʔ ʔ ə t͡ɕʰ à ʔ à n à
အချွဲ	ʔ ə t͡ɕʰ w ɛ́
အခြင်း	ʔ ə t͡ɕʰ ɪ́ ɴ
အခြား	ʔ ə t͡ɕʰ á
အခြေ	ʔ ə t͡ɕʰ è
အခြောက်	ʔ ə t͡ɕʰ a ʊ ʔ
အခွင့်	ʔ ə kʰ w ɪ̰ ɴ
အခွင့်ထူးခံ	ʔ ə kʰ w ɪ̰ ɴ tʰ ú ɡ à ɴ
အခွင့်အရေး	ʔ ə kʰ w ɪ̰ ɴ ʔ ə j é
အခွန်	ʔ ə kʰ ʊ̀ ɴ
အခွန်ထမ်း	ʔ ə kʰ ʊ̀ ɴ d á ɴ
အခွေ	ʔ ə kʰ w è
အခွံ	ʔ ə kʰ ʊ̀ ɴ
အခွံမာသီး	ʔ ə kʰ ʊ̀ ɴ m à ð í
အဂတိ	ʔ a̰ ɡ ə d ḭ
အဂ္ဂမဟာပဏ္ဍိတ	ʔ ɛ ʔ ɡ a̰ m ə h à p à ɴ d ḭ t a̰
အဂ္ဂမဟာသေနာပတိ	ʔ ɛ ʔ ɡ a̰ m ə h à θ è n à p ə t ḭ
အဂ္ဂမဟေသီ	ʔ ɛ ʔ ɡ a̰ m ə h è θ ì
အငတ်	ʔ ə ŋ a ʔ
အင်ကြင်း	ʔ ɪ̀ ɴ d͡ʑ ɪ́ ɴ
အင်ဂိုလာ	ʔ ɪ̀ ɴ ɡ ò l à
အင်ဂျင်	ʔ ɪ̀ ɴ d͡ʑ ɪ̀ ɴ
အင်ဂျင်နီယာ	ʔ ɪ̀ ɴ d͡ʑ ɪ̀ ɴ n ì j à
အင်တာနက်	ʔ ɪ̀ ɴ t à n ɛ ʔ
အင်တာဗျူး	ʔ ɪ̀ ɴ t ə b j ú
အင်ဒိုချိုင်းနား	ʔ ɪ̀ ɴ d ò t͡ɕʰ á ɪ ɴ n á
အင်ဒိုနီးရှား	ʔ ɪ̀ ɴ d ò n í ʃ á
အင်ဒိုရာ	ʔ ɪ̀ ɴ d ò ɹ à
အင်ပါယာ	ʔ ɪ̀ ɴ p à j à
အင်း	ʔ ɪ́ ɴ
အင်းကျီ	ʔ ɪ́ ɴ d͡ʑ ì
အင်းစိန်	ʔ ɪ́ ɴ s è ɪ ɴ
အင်းဆက်	ʔ ɪ́ ɴ sʰ ɛ ʔ
အင်းလေး	ʔ ɪ́ ɴ l é
အင်းလျား	ʔ ɪ́ ɴ j á
အင်းဝ	ʔ ə w a̰
အင်းဝ	ʔ ɪ́ ɴ w a̰
အင်းသား	ʔ ɪ́ ɴ ð á
အင်္ကျီ	ʔ ɪ́ ɴ d͡ʑ ì
အင်္ကျီတို	ʔ é ɪ ɴ d͡ʑ ì t ò
အင်္ကျီရှည်	ʔ é ɪ ɴ d͡ʑ ì ʃ è
အင်္ဂတေ	ʔ ɪ̀ ɴ ɡ ə d è
အင်္ဂလန်	ʔ ɪ̀ ɴ ɡ ə l à ɴ
အင်္ဂလိပ်	ʔ ɪ̀ ɴ ɡ ə l e ɪ ʔ
အင်္ဂါ	ʔ ɪ̀ ɴ ɡ à
အင်္ဂါဂြိုဟ်	ʔ ɪ̀ ɴ ɡ à d͡ʑ ò
အင်္ဂါဇာတ်	ʔ ɪ̀ ɴ ɡ à z a ʔ
အငြိမ့်	ʔ ə ɲ ḛ ɪ ɴ
အငြိမ့်တီးမျိုး	ʔ a̰ ɲ ḛ ɪ ɴ t í m j ó
အငွေ့	ʔ a̰ ŋ w ḛ
အစ	ʔ ə s a̰
အစက်	ʔ ə s ɛ ʔ
အစဉ်	ʔ ə s ɪ̀ ɴ
အစဉ်ထာဝရ	ʔ ə s ə tʰ ə ɹ a̰
အစည်းအရုံး	ʔ ə s í ʔ ə j ó ʊ ɴ
အစည်းအဝေး	ʔ ə s í ʔ ə w é
အစပ်	ʔ ə s a ʔ
အစမ်း	ʔ ə s á ɴ
အစာ	ʔ ə s à
အစာပြွန်	ʔ ə s à p j ʊ̀ ɴ
အစား	ʔ ə s á
အစားလက္ခဏာ	ʔ ə s á l ɛ ʔ kʰ ə n à
အစားအစာ	ʔ ə s á ʔ ə s à
အစိမ်း	ʔ ə s é ɪ ɴ
အစိမ်းမှုန့်	ʔ ə s è ɪ ɴ t ɪ̀ ɴ m̥ o̰ ʊ ɴ
အစိုးရ	ʔ ə s ó j a̰
အစီရင်	ʔ ə s ì j ɪ̀ ɴ
အစီရင်ခံ	ʔ ə s ì j ɪ̀ ɴ kʰ à ɴ
အစီရင်ခံစာ	ʔ ə s ì j ɪ̀ ɴ kʰ à ɴ z à
အစီအစဉ်	ʔ ə s ì ʔ ə s ɪ̀ ɴ
အစီအလျဉ်	ʔ ə s ì ʔ ə l j ɪ̀ ɴ
အစု	ʔ ə s ṵ
အစုရှင်	ʔ ə s ṵ ʃ ɪ̀ ɴ
အစုံအစုံ	ʔ ə s ò ʊ ɴ ʔ ə s ò ʊ ɴ
အစေအပါး	ʔ ə s è ʔ ə p á
အစောင့်	ʔ ə s a̰ ʊ ɴ
အစေ့	ʔ ə s ḭ
အစ္စရေး	ʔ ɪ ʔ z ə ɹ é
အစ္စလမ်	ʔ ɪ ʔ s ə l à ɴ
အစ္စလာမာဘတ်	ʔ ɪ ʔ s ə l à m à b a ʔ
အစ်	ʔ ɪ ʔ
အစ်ကို	ʔ ə k ò
အစ်မ	ʔ ə m a̰
အစွန်း	ʔ ə s ʊ́ ɴ
အဆင့်	ʔ ə sʰ ɪ̰ ɴ
အဆင်ပြေ	ʔ ə sʰ ɪ̀ ɴ p j è
အဆန်	ʔ ə sʰ à ɴ
အဆိပ်	ʔ ə sʰ e ɪ ʔ
အဆိုတော်	ʔ ə sʰ ò d ɔ̀
အဆီ	ʔ ə sʰ ì
အဆီဓာတ်	ʔ ə sʰ ì d a ʔ
အဆီးအတား	ʔ ə sʰ í ʔ ə t á
အဆုတ်	ʔ ə sʰ o ʊ ʔ
အဆုတ်ရောင်ရောဂါ	ʔ a̰ sʰ o ʊ ʔ j à ʊ ɴ j ɔ́ ɡ à
အဆုံး	ʔ ə sʰ ó ʊ ɴ
အဆောက်အအုံ	ʔ ə sʰ a ʊ ʔ ʔ ə ʔ ú
အဆောက်အဦ	ʔ ə sʰ a ʊ ʔ ʔ ə ʔ ù
အဆောင်	ʔ ə sʰ à ʊ ɴ
အဆွေး	ʔ ə sʰ w é
အဇာဘိုင်ဂျန်	ʔ a̰ z ə b à ɪ ɴ d͡ʑ à ɴ
အဉ္ဇလီ	ʔ ɪ̀ ɴ z ə l ì
အညစ်အကြေး	ʔ ə ɲ ɪ ʔ ʔ ə t͡ɕ é
အညစ်အထည်း	ʔ ə ɲ ɪ ʔ ʔ ə tʰ í
အညမည	ʔ ɪ̀ ɴ ɲ a̰ m ɪ̀ ɴ ɲ a̰
အညာဒေသ	ʔ ə ɲ à d è θ a̰
အညာသား	ʔ ə ɲ à ð á
အညို	ʔ ə ɲ ò
အညီ	ʔ ə ɲ ì
အညောင်းဆန့်	ʔ ə ɲ á ʊ ɴ sʰ a̰ ɴ
အဋဋ	ʔ ə t ə t a̰
အဋ္ဌဂံ	ʔ a ʔ tʰ ə ɡ à ɴ
အဋ္ဌင်္ဂသီလ	ʔ a ʔ tʰ ɪ̀ ɴ ɡ a̰ θ ì l a̰
အဋ္ဌမ	ʔ a ʔ tʰ ə m a̰
အဏုဇီဝဗေဒ	ʔ ə n ṵ z ì w a̰ b è d a̰
အဏုမြူ	ʔ ə n ṵ m j ù
အဏုမြူဗုံး	ʔ ə n ṵ m j ù b ó ʊ ɴ
အဏုမြူလက်နက်	ʔ ə n ṵ m j ù l ɛ ʔ n ɛ ʔ
အဏ္ဏဝါ	ʔ à ɴ n ə w à
အဏ္ဏဝါဗေဒ	ʔ à n n ə w à b è d a̰
အတင်း	ʔ ə t ɪ́ ɴ
အတည်	ʔ ə t ì
အတည်ပြု	ʔ ə t ì p j ṵ
အတန်း	ʔ ə t á ɴ
အတာ	ʔ ə t à
အတာအိုး	ʔ ə t à ʔ ó
အတားအဆီး	ʔ ə t á ʔ ə sʰ í
အတိတ်	ʔ ə t e ɪ ʔ
အတိုက်အခံ	ʔ ə t a ɪ ʔ ʔ ə kʰ à ɴ
အတိုင်ပင်ခံ	ʔ ə t à ɪ ɴ b ɪ̀ ɴ ɡ à ɴ
အတိုင်း	ʔ ə t á ɪ ɴ
အတိုး	ʔ ə t ó
အတီမျှ	ʔ ə t ì m̥ j a̰
အတီး	ʔ ə t í
အတူ	ʔ ə t ù
အတူတူ	ʔ ə t ù d ù
အတောင်	ʔ ə t à ʊ ɴ
အတ္တ	ʔ a ʔ t a̰
အတ္တဒဿီ	ʔ a ʔ t a̰ d a ʔ θ ì
အတ္တဒဿီဘုရား	ʔ a ʔ t a̰ d ə t θ ì pʰ ə j á
အတွင်း	ʔ ə t w ɪ́ ɴ
အတွင်းခံ	ʔ ə t w ɪ́ ɴ ɡ à ɴ
အတွင်းစကား	ʔ ə t w ɪ́ ɴ z ə ɡ á
အတွင်းတာရာ	ʔ ə t w ɪ́ ɴ t à j à
အတွင်းရန်	ʔ ə t w ɪ́ ɴ j à ɴ
အတွင်းဝန်	ʔ ə t w ɪ́ ɴ w ʊ̀ ɴ
အတွဲ	ʔ ə t w ɛ́
အထက်	ʔ ə tʰ ɛ ʔ
အထက်လွှတ်တော်	ʔ ə tʰ ɛ ʔ l̥ ʊ ʔ t ɔ̀
အထက်သား	ʔ ə tʰ ɛ ʔ ð á
အထင်	ʔ ə tʰ ɪ̀ ɴ
အထပ်	ʔ ə tʰ a ʔ
အထပ်မုန့်	ʔ ə tʰ a ʔ m o̰ ʊ ɴ
အထိ	ʔ ə tʰ ḭ
အထိန်း	ʔ ə tʰ é ɪ ɴ
အထိမ်းအမှတ်	ʔ ə tʰ é ɪ ɴ ʔ ə m̥ a ʔ
အထီး	ʔ ə tʰ í
အထုပ်	ʔ ə tʰ o ʊ ʔ
အထုံးအဖွဲ့	ʔ ə tʰ ó ʊ ɴ ʔ ə pʰ w ɛ̰
အထဲ	ʔ ə tʰ ɛ́
အထွတ်	ʔ ə tʰ ʊ ʔ
အထွေထွေအတွင်းရေးမှူးချုပ်	ʔ ə tʰ w è tʰ w è ʔ ə t w ɪ́ ɴ j é m̥ ú d͡ʑ o ʊ ʔ
အဒေါ်	ʔ ə d ɔ̀
အဓမ္မ	ʔ ə d ə m a̰
အဓိက	ʔ ə d ḭ k a̰
အဓိကရုဏ်း​	ʔ ə d ḭ k a̰ j ó ʊ ɴ
အဓိဋ္ဌာန်	ʔ ə d ì t tʰ à n
အဓိပတိ	ʔ ə d ḭ b ə d ḭ
အဓိပ္ပါယ်	ʔ ə d e ɪ ʔ b ɛ̀
အနက်	ʔ ə n ɛ ʔ
အနဂ္ဂ	ʔ a̰ n ɛ ʔ ɡ a̰
အနည်း	ʔ ə n ɛ́
အနည်းစု	ʔ ə n ɛ́ z ṵ
အနတ္တ	ʔ ə n a ʔ t a̰
အနန္တ	ʔ ə n à ɴ d a̰
အနန္တောအနန္တငါးပါး	ʔ ə n à ɴ d ɔ́ ʔ ə n d a̰ ŋ á p á
အနာကြီးရောဂါ	ʔ ə n à d͡ʑ í j ɔ́ ɡ à
အနာဂတ်	ʔ ə n à ɡ a ʔ
အနား	ʔ ə n á
အနားယူ	ʔ ə n á j ù
အနိစ္စ	ʔ ə n e ɪ ʔ s a̰
အနို့	ʔ ə n o̰
အနီ	ʔ ə n ì
အနုခရာ	ʔ ə n ṵ kʰ ə j à
အနုတ်လက္ခဏာ	ʔ ə n̥ o ʊ ʔ l ɛ ʔ kʰ ə n à
အနုပညာ	ʔ ə n ṵ p j ɪ̀ ɴ ɲ à
အနုရာဓပူရ	ʔ ə n ṵ j à d a̰ p ù ɹ a̰
အနုရုဒ္ဓါ	ʔ ə n ṵ j o ʊ ʔ d à
အနောက်	ʔ ə n a ʊ ʔ
အနောက်တောင်	ʔ ə n a ʊ ʔ t à ʊ ɴ
အနောက်မြောက်	ʔ ə n a ʊ ʔ m j a ʊ ʔ
အနောက်ဝန်	ʔ ə n a ʊ ʔ w ʊ̀ ɴ
အနောင်	ʔ ə n à ʊ ɴ
အနောမဒဿီ	ʔ ə n ɔ́ m ə d ə t θ ì
အနောမဒဿီဘုရား	ʔ ə n ɔ́ m ə d a ʔ θ ì pʰ ə j á
အနော်ရထာ	ʔ ə n ɔ̀ j ə tʰ à
အနံ့	ʔ ə n a̰ ɴ
အန္တရာယ်	ʔ à ɴ d ə j ɛ̀
အန္တာတိက	ʔ à ɴ t à t ḭ k a̰
အန်	ʔ à ɴ
အန်ကယ်	ʔ à ɴ k ɛ̀
အန်ကူးမုန့်	ʔ à ɴ k ú m o̰ ʊ ɴ
အန်တီ	ʔ à ɴ t ì
အန်နီမဲ	ʔ à ɴ n ì m ɛ́
အန်ပေါင်း	ʔ à ɴ p á ʊ ɴ
အနွယ်	ʔ ə n w ɛ̀
အနှစ်	ʔ ə n̥ ɪ ʔ
အနှိပ်	ʔ ə n̥ e ɪ ʔ
အနှီဟာ	ʔ ə n̥ ì h à
အနှီး	ʔ ə n̥ í
အပင်	ʔ ə p ɪ̀ ɴ
အပတ်	ʔ ə p a ʔ
အပတ်စဉ်	ʔ a̰ p a ʔ z ɪ̀ ɴ
အပန်းဖြေ	ʔ ə p á ɴ pʰ j è
အပိုင်း	ʔ ə p á ɪ ɴ
အပိုဒ်	ʔ ə p a ɪ ʔ
အပူ	ʔ ə p ù
အပေါက်	ʔ ə p a ʊ ʔ
အပေါက်ဝ	ʔ ə p a ʊ ʔ w a̰
အပေါင်	ʔ ə p à ʊ ɴ
အပေါင်းလက္ခဏာ	ʔ ə p á ʊ ɴ l ɛ ʔ kʰ ə n à
အပေါ့	ʔ ə p ɔ̰
အပေါ့သွား	ʔ ə p ɔ̰ θ w á
အပေါ်	ʔ ə p ɔ̀
အပေါ်အင်္ကျီ	ʔ ə p ɔ̀ ʔ ɪ́ ɴ d͡ʑ ì
အပ်	ʔ a ʔ
အပ်ချည်	ʔ a ʔ t͡ɕʰ ì
အပ်ချုပ်စက်	ʔ a ʔ t͡ɕʰ o ʊ ʔ s ɛ ʔ
အပ်ချုပ်သမား	ʔ a ʔ t͡ɕʰ o ʊ ʔ ð ə m á
အပ်ထောက်	ʔ a ʔ tʰ a ʊ ʔ
အပျော်အပါး	ʔ ə p j ɔ̀ ʔ ə p á
အပြင်	ʔ ə p j ɪ̀ ɴ
အပြစ်	ʔ ə p j ɪ ʔ
အပြစ်ပေး	ʔ ə p j ɪ ʔ p é
အပြည်ပြည်ဆိုင်ရာ	ʔ ə p j ì p j ì sʰ à ɪ ɴ j à
အပြာ	ʔ ə p j à
အပြာကား	ʔ ə p j à k á
အပြာမယ်	ʔ ə p j à m ɛ̀
အပြိုင်	ʔ ə p j à ɪ ɴ
အပြီးသတ်	ʔ ə p j í ð a ʔ
အပြုအမူ	ʔ ə p j ṵ ʔ ə m ù
အပြုံး	ʔ ə p j ó ʊ ɴ
အပြော	ʔ ə p j ɔ́
အပွင့်	ʔ ə p w ɪ̰ ɴ
အဖ	ʔ ə pʰ a̰
အဖတ်	ʔ ə pʰ a ʔ
အဖန်ခြောက်	ʔ ə pʰ à ɴ d͡ʑ a ʊ ʔ
အဖို	ʔ ə pʰ ò
အဖို့	ʔ ə pʰ o̰
အဖိုး	ʔ ə pʰ ó
အဖိုးကြီး	ʔ ə pʰ ó t͡ɕ í
အဖုံဖုံ	ʔ ə pʰ ò ʊ ɴ b ò ʊ ɴ
အဖုံး	ʔ ə pʰ ó ʊ ɴ
အဖေ	ʔ ə pʰ è
အဖော်	ʔ ə pʰ ɔ̀
အဖေ့	ʔ ə pʰ ḛ
အဖျား	ʔ ə pʰ j á
အဖျားဖြတ်ဆေး	ʔ a̰ pʰ j á pʰ j a ʔ sʰ é
အဖြစ်အပျက်	ʔ ə pʰ j ɪ ʔ ʔ ə p j ɛ ʔ
အဖြူ	ʔ ə pʰ j ù
အဖြေ	ʔ ə pʰ j è
အဖွဲ့	ʔ ə pʰ w ɛ̰
အဖွဲ့ချုပ်	ʔ ə pʰ w ɛ̰ d͡ʑ o ʊ ʔ
အဖွဲ့ဝင်	ʔ ə pʰ w ɛ̰ w ɪ̀ ɴ
အဗဗ	ʔ ə b ə b a̰
အဗ္ဗုဒ	ʔ a ʔ b o ʊ ʔ d a̰
အဘ	ʔ ə b a̰
အဘယဋ္ဌာန	ʔ ə b ə j a ʔ tʰ à n a̰
အဘိဓာန်	ʔ ə b ḭ d à ɴ
အဘိုး	ʔ ə pʰ ó
အဘိုးကြီး	ʔ ə pʰ ó d͡ʑ í
အဘီ	ʔ a̰ b ì
အဘူဒါဘီ	ʔ a̰ b ù d à b ì
အဘွား	ʔ ə pʰ w á
အမ	ʔ ə m a̰
အမင်း	ʔ ə m ɪ́ ɴ
အမည်	ʔ ə m j ì
အမည်း	ʔ ə m ɛ́
အမတ်	ʔ ə m a ʔ
အမယ်	ʔ ə m ɛ̀
အမရပူရ	ʔ ə m ə ɹ a̰ p ù ɹ a̰
အမာ	ʔ a̰ m à
အမိ	ʔ ə m ḭ
အမိန့်	ʔ ə m ḛ ɪ ɴ
အမိန့်ရှိပါ	ʔ ə m ḛ ɪ ɴ ʃ ḭ b à
အမိမြေ	ʔ ə m ḭ m j è
အမိုး	ʔ ə m ó
အမီးဗား	ʔ ə m í b á
အမုန်း	ʔ ə m ó ʊ ɴ
အမူအရာ	ʔ ə m ù ʔ ə j à
အမေ	ʔ ə m è
အမေရိက	ʔ ə m è ɹ ḭ k a̰
အမေရိကန်	ʔ ə m è ɹ ḭ k à ɴ
အမေရိကန်ပြည်ထောင်စု	ʔ ə m è ɹ ḭ k à ɴ p j ì d à ʊ ɴ z ṵ
အမေလိုး	ʔ ə m è l ó
အမေး	ʔ ə m é
အမဲလိုက်	ʔ ə m ɛ́ l a ɪ ʔ
အမဲသား	ʔ ə m ɛ́ ð á
အမဲသားမစားပါဘူး	ʔ ə m ɛ́ ð á m ə s á b à b ú
အမ်စတာဒမ်	ʔ à ɴ s ə t à d à ɴ
အမ်မန်	ʔ à ɴ m à ɴ
အမျက်တော်ရှ	ʔ ə m j ɛ ʔ d ɔ̀ ʃ a̰
အများ	ʔ ə m j á
အများစု	ʔ ə m j á z ṵ
အမျိုး	ʔ ə m j ó
အမျိုးဇာတ်	ʔ ə m j ó z a ʔ
အမျိုးလေးပါး	ʔ ə m j ó l é b á
အမျိုးသမီး	ʔ ə m j ó ð ə m í
အမျိုးသမီးလစဉ်သုံးပစ္စည်း	ʔ a̰ m j ó ð ə m í l a̰ z ɪ̀ ɴ θ ó ʊ ɴ p j ɪ ʔ s í
အမျိုးသား	ʔ ə m j ó ð á
အမျိုးသားစိတ်	ʔ ə m j ó ð á s e ɪ ʔ
အမျိုးသားနေ့	ʔ ə m j ó ð á n ḛ
အမျိုးသားမော်ကွန်းတိုက်	ʔ ə m j ó ð á m ɔ̀ ɡ ʊ́ ɴ t a ɪ ʔ
အမျိုးသားလွှတ်တော်	ʔ ə m j ó ð á l̥ ʊ ʔ t ɔ̀
အမျိုးသားသီချင်း	ʔ ə m j ó ð á θ ə t͡ɕʰ ɪ́ ɴ
