aba	a b a
secularización	s ɛ k u l a ɾ i θ a θ j o ŋ
secularización	s ɛ k u l a ɾ i s a s j o ŋ
seda	s e d a
sedas	s e d a s
sedela	s e d ɛ l a
sedeño	s e ð e ɲ o̝
Sedofeito	s e ð o f e j t o̝
seducir	s e d u θ i ɾ
seducir	s e d u θ i ɾ
seducir	s e d u s i ɾ
segar	s e ɡ a ɾ
segar	s e ɡ a ɾ
segar	s e ħ a ɾ
segmento	s e ɡ m e n t o
segmento	s e ɡ m e n t o
segmento	s e ħ m e n t o
segmento	s e ɡ m ɛ n t o
segmento	s e ɡ m ɛ n t o
segmento	s e ħ m ɛ n t o
segorella	s e ɣ o ɾ e ʎ a̝
segorella	s e ɣ o ɾ e ʎ a̝
segregación	s e ɡ ɾ ɛ ɡ a θ j o ŋ
segregación	s e ɡ ɾ ɛ ɡ a θ j o ŋ
segregación	s e ħ ɾ ɛ ħ a θ j o ŋ
segregación	s e ħ ɾ ɛ ħ a s j o ŋ
seguir	s e ɡ i ɾ
seguir	s e ɡ i ɾ
seguir	s e ħ i ɾ
segur	s e ɣ u ɾ
seguridade	s e ɡ u ɾ i d a d e
seguridade	s e ɡ u ɾ i d a d e
seguridade	s e ħ u ɾ i d a d e
seica	s e j k a
seimeira	s e j m e j ɾ a̝
seis	s e j s
seita	s e j t a̝
seita	s e j t a̝
seitura	s e j t u ɾ a̝
sela	s ɛ l a
selección	s e l ɛ k θ j o ŋ
selección	s e l ɛ k θ j o ŋ
selección	s e l ɛ k s j o ŋ
sella	s e ɟ a
semáforo	s e m a f o ɾ o
semana	s e m a n a
semanas	s e m a n a s
seme	s ɛ m e
semellar	s e m e ʎ a ɾ
sementar	s e m e n t a ɾ
semente	s e m e n t e
semente	s e m ɛ n t e
sementeira	s e m e n t e j ɾ a
semicilindro	s ɛ m i θ i l i n d ɾ o
semicilindro	s ɛ m i θ i l i n d ɾ o
semicilindro	s ɛ m i s i l i n d ɾ o
semicilindros	s ɛ m i θ i l i n d ɾ o s
semicilindros	s ɛ m i θ i l i n d ɾ o s
semicilindros	s ɛ m i s i l i n d ɾ o s
sempre	s ɛ m p ɾ e
sen	s i ŋ
sen	s ɛ ŋ
sen	s ɛ ŋ
senador	s e n a d o ɾ
senectude	s e n ɛ k t u d e
senhor	s e ɲ o ɾ
senlleiro	s e n ʎ e j ɾ o̝
senllo	s e n ʎ o̝
senllos	s e n ɟ o s
senra	s ɛ n r a
sensación	s e n s a θ j o ŋ
sensación	s e n s a θ j o ŋ
sensación	s e n s a s j o ŋ
sensibilidade	s e n s i b i l i d a d e
sensibilización	s e n s i b i l i θ a θ j o ŋ
sensibilización	s e n s i b i l i θ a θ j o ŋ
sensibilización	s e n s i b i l i s a s j o ŋ
senso	s ɛ n s ʊ
senta	s ɛ n t ɐ
sentan	s ɛ n t ɐ ŋ
sentidiño	s e n t i d i ɲ o
sentido	s e n t i d o
sentimental	s e n t i m e n t a l
sentir	s e n t i ɾ
seña	s e ɲ a
señor	s e ɲ o ɾ
seo	s e o
Seoane	s e̯ ɔ a n e̝
Seoane	s ɔ a n e̝
separación	s e p a ɾ a θ j o ŋ
separación	s e p a ɾ a θ j o ŋ
separación	s e p a ɾ a s j o ŋ
separadamente	s e p a ɾ a d a m e n t e
sepultar	s e p u l t a ɾ
sepultura	s e p u l t u ɾ a
sequeiro	s e k e j ɾ o̝
ser	s e ɾ
serán	s e ɾ a ŋ
serán	s e ɾ a ŋ
Serantes	s e ɾ a n t e̝ s
serea	s e ɾ e a̝
serenidade	s e ɾ e n i d a d e
serodio	s e ɾ o d j o
serpe	s ɛ ɾ p e
serra	s ɛ r a
serrapio	s e r a p j o̝
serrapio	s e r a p j o̝
serrón	s e r o ŋ
servente	s e ɾ b e n t e
serventía	s e ɾ b e n t i a
servidume	s e ɾ b i d u m e
servir	s e ɾ b i ɾ
servir	s e ɾ b i ɾ
serviram	s e ɾ b i ɾ a m
serviram	s e ɾ b i ɾ a m
serviras	s e ɾ b i ɾ a s
serviras	s e ɾ b i ɾ a s
servizo	s e ɾ b i θ o
servizo	s e ɾ b i θ o
servizo	s e ɾ b i s o
servo	s ɛ ɾ b o
Sésamo	s e s a̝ m o̝
sesenta	s e s e n t a
sésil	s ɛ s i l
seta	s ɛ t a
sete	s ɛ t e
setembro	s e t e m b ɾ o
setembro	s e t ɛ m b ɾ o
setenta	s e t e n t a
setenta	s ɛ t e n t a
sétimo	s ɛ t i m o
seus	s e w s
severidade	s e b e ɾ i d a d e
severo	s e b ɛ ɾ o
Sevilla	s e b i ɟ a
sevillano	s e b i ɟ a n o
sexa	s e ʃ ɐ
sexades	s e ʃ a d e s
sexan	s e ʃ ɐ ŋ
sextina	s ɛ k s t i n a
sexto	s e k s t o
sexual	s ɛ k s u a l
si	s i
sidra	s i d ɾ a
significado	s i ŋ n i f i k a d o
sílaba	s i l a b a
silábico	s i l a b i k o
silencio	s i l ɛ n θ j o
silencio	s i l ɛ n θ j o
silencio	s i l ɛ n s j o
silla	s i ɟ a
silva	s i l b a
símbolo	s i m b o l o
simpatizante	s i m p a t i θ a n t e
simpatizante	s i m p a t i θ a n t e
simpatizante	s i m p a t i s a n t e
simple	s i m p l e
simplemente	s i m p l e m e n t e
simplificar	s i m p l i f i k a ɾ
simulacro	s i m u l a k ɾ o
sinal	s i n a l
sinalar	s i n a l a ɾ
sinalizar	s i n a l i θ a ɾ
sinalizar	s i n a l i θ a ɾ
sinalizar	s i n a l i s a ɾ
sinapismo	s i n a p i s m o
sinceramente	s i n θ ɛ ɾ a m e n t e
sinceramente	s i n θ ɛ ɾ a m e n t e
sinceramente	s i n s ɛ ɾ a m e n t e
sinceridade	s i n θ e ɾ i d a d e
sinceridade	s i n θ e ɾ i d a d e
sinceridade	s i n s e ɾ i d a d e
sincero	s i n θ ɛ ɾ o
sincero	s i n θ ɛ ɾ o
sincero	s i n s ɛ ɾ o
sindical	s i n d i k a l
sindicato	s i n d i k a t o
sineiro	s i n e j ɾ o
singapuriano	s i n ɡ a p u ɾ j ɐ n ʊ
singrar	s i ŋ ɡ ɾ a ɾ
singular	s i ŋ ɡ u l a ɾ
singular	s i ŋ ɡ u l a ɾ
singular	s i ŋ ħ u l a ɾ
singularidade	s i ŋ ɡ u l a ɾ i d a d e
singularidade	s i ŋ ɡ u l a ɾ i d a d e
singularidade	s i ŋ ħ u l a ɾ i d a d e
sino	s i n o̝
síntese	s i n t e s e
síntoma	s i n t o m a
sintomático	s i n t o m a t i k o
sinxebra	s i n ʃ e b ɾ a
sinxelo	s i n ʃ ɛ l o
sirgo	s i ɾ ɡ o
sirgo	s i ɾ ɡ o
sirgo	s i ɾ ħ o
Siria	s i ɾ j a
sisa	s i s a̝
Sísamo	s i s a̝ m o̝
siso	s i s o̝
sistema	s i s t ɛ m a
sistema	s i s t e m a
sistemático	s i s t e m a t i k o
sitio	s i t j o
situación	s i t w a θ j o ŋ
situación	s i t w a θ j o ŋ
situación	s i t w a s j o ŋ
soá	s o a
soán	s o a ŋ
soar	s o a ɾ
soar	s o a ɾ
soarego	s o a ɾ ɛ ɣ o̝
soarego	s o̯ a ɾ ɛ ɣ o̝
soaxe	s o a ʃ e̝
soberanía	s o b e ɾ a n i a
soberano	s o b e ɾ a n o
sobexo	s o β e ʃ o̝
sobradar	s o β ɾ a ð a ɾ
sobrado	s o β ɾ a ð o̝
sobrazar	s o b ɾ a θ a ɾ
sobrazar	s o b ɾ a θ a ɾ
sobrazar	s o b ɾ a s a ɾ
sobre	s o b ɾ e
sobrealimentación	s o b ɾ e a l i m e n t a θ j o ŋ
sobrealimentación	s o b ɾ a l i m e n t a θ j o ŋ
sobrealimentación	s o b ɾ e a l i m e n t a θ j o ŋ
sobrealimentación	s o b ɾ a l i m e n t a θ j o ŋ
sobrealimentación	s o b ɾ e a l i m e n t a s j o ŋ
sobrealimentación	s o b ɾ a l i m e n t a s j o ŋ
sobrealimentación	s o b ɾ e a l i m ɛ n t a θ j o ŋ
sobrealimentación	s o b ɾ a l i m ɛ n t a θ j o ŋ
sobrealimentación	s o b ɾ e a l i m ɛ n t a θ j o ŋ
sobrealimentación	s o b ɾ a l i m ɛ n t a θ j o ŋ
sobrealimentación	s o b ɾ e a l i m ɛ n t a s j o ŋ
sobrealimentación	s o b ɾ a l i m ɛ n t a s j o ŋ
sobreira	s o b ɾ e j ɾ a
sobriedade	s o b ɾ j e d a d e
sobriño	s o b ɾ i ɲ o
socalcar	s o k a l k a ɾ
socalco	s o k a l k o̝
sociable	s ɔ θ j a b l e
sociable	s ɔ θ j a b l e
sociable	s ɔ s j a b l e
social	s ɔ θ j a l
social	s ɔ θ j a l
social	s ɔ s j a l
socialismo	s ɔ θ j a l i s m o
socialismo	s ɔ θ j a l i s m o
socialismo	s ɔ s j a l i s m o
socialista	s ɔ θ j a l i s t a
socialista	s ɔ θ j a l i s t a
socialista	s ɔ s j a l i s t a
sociedade	s ɔ θ j ɛ d a d e
sociedade	s ɔ θ j ɛ d a d e
sociedade	s ɔ s j ɛ d a d e
sociolingüística	s ɔ θ j o l i ŋ ɡ w i s t i k a
sociolingüística	s ɔ θ j o l i ŋ ɡ w i s t i k a
sociolingüística	s ɔ θ j o l i ŋ ħ w i s t i k a
sociolingüística	s ɔ s j o l i ŋ ħ w i s t i k a
sociolingüístico	s ɔ θ j o l i ŋ ɡ w i s t i k o
sociolingüístico	s ɔ θ j o l i ŋ ɡ w i s t i k o
sociolingüístico	s ɔ θ j o l i ŋ ħ w i s t i k o
sociolingüístico	s ɔ s j o l i ŋ ħ w i s t i k o
sodes	s o d ɪ s
sodomía	s o d o m i a
soer	s o e ɾ
sofá	s o f a
sofás	s o f a s
Sofía	s o f i a
soga	s o ɡ a
soga	s o ɡ a
soga	s o ħ a
soio	s o j o̝
sol	s o l
sol	s o l
sol	s ɔ l
sola	s ɔ l a̝
solaina	s o l a j n a̝
solar	s o l a ɾ
solar	s o l a ɾ
solda	s ɔ l d a̝
solda	s o l d a̝
soldado	s o l d a d o
soldadura	s o l d a ð u ɾ a̝
soldar	s o l ð a ɾ
solemne	s o l ɛ m n e
solemne	s o l ɛ ŋ n e
sólido	s ɔ l i d o
solla	s o ʎ a̝
sollar	s o ʎ a ɾ
solleiro	s o ɟ e j ɾ o
sollío	s o ɟ i o
sollo	s o ʎ o̝
sollo	s o ʎ o̝
sollo	s o ʎ o̝
solpor	s o l p o ɾ
soltar	s o l t a ɾ
solteiro	s o l t e j ɾ o
solto	s ɔ l t o
solto	s o l t o
solución	s o l u θ j o ŋ
solución	s o l u θ j o ŋ
solución	s o l u s j o ŋ
sombra	s o m b ɾ a
somorgullar	s o m o ɾ ɣ u ʎ a ɾ
somorgullo	s o m o ɾ ɣ u ʎ o̝
somos	s o m o s
Somoza	s o m o θ a̝
son	s o ŋ
sona	s o n a
soneca	s o n ɛ k a̝
soneto	s o n e t o
sono	s o n o
soñar	s o ɲ a ɾ
soño	s o ɲ o
sopa	s o p a
sopapo	s o p a p o
sorbeira	s o ɾ β e j ɾ a̝
soro	s o ɾ o̝̝
sorrir	s o r iː ɾ
sorte	s ɔ ɾ t e̝
sortella	s o ɾ t e ʎ a̝
sosegar	s o s e ɡ a ɾ
sosegar	s o s e ɡ a ɾ
sosegar	s o s e ħ a ɾ
soterrar	s o t e r a ɾ
soto	s o t o
soutar	s o w t a ɾ
soutelo	s o w t e l o
souto	s o w t o
Souto	s o w t o̝
soviética	s o b j ɛ t i k a
soviéticos	s o b j ɛ t i k o s
suba	s u b a
subarrendar	s u b a r e n d a ɾ
subela	s u b ɛ l a
subgrupo	s u b ɡ ɾ u p o
subgrupo	s u b ɡ ɾ u p o
subgrupo	s u b ħ ɾ u p o
subgrupos	s u b ɡ ɾ u p o s
subgrupos	s u b ɡ ɾ u p o s
subgrupos	s u b ħ ɾ u p o s
submarino	s u b m a ɾ i n o
subsistencia	s u b s i s t e n θ j a
subsistencia	s u b s i s t e n θ j a
subsistencia	s u b s i s t e n s j a
substancia	s u b s t a n θ j a
substancia	s u b s t a n θ j a
substancia	s u b s t a n s j a
subtitulo	s u b t i t u l o
subtítulo	s u b t i t u l o
subtropical	s u b t ɾ ɔ p i k a l
subvención	s u b b e n θ j o ŋ
subvención	s u b b e n θ j o ŋ
subvención	s u b b e n s j o ŋ
subversión	s u b b ɛ ɾ s j o ŋ
subversivo	s u b b ɛ ɾ s i b o
subversor	s u b b ɛ ɾ s o ɾ
subverter	s u b b e ɾ t e ɾ
subxectivo	s u b ʃ e k t i b o
sucada	s u k a ð a̝
sucar	s u k a ɾ
suceder	s u θ e d e ɾ
suceder	s u θ e d e ɾ
suceder	s u s e d e ɾ
suceso	s u θ e s o
suceso	s u θ e s o
suceso	s u s e s o
sucho	θ u t͡ʃ o̝
sucho	s u t͡ʃ o̝
sucidade	s u θ i d a d e
sucidade	s u θ i d a d e
sucidade	s u s i d a d e
sucio	s u θ j o
sucio	s u θ j o
sucio	s u s j o
suco	s u k o
sudanés	s u d a n e s
sudanesa	s u d a n e s a
sudanesas	s u d a n e s a s
sudaneses	s u d a n e s e s
sueco	s w ɛ k o
suficiente	s u f i θ j ɛ n t e
suficiente	s u f i θ j ɛ n t e
suficiente	s u f i s j ɛ n t e
suficientes	s u f i θ j e n t ɪ s
sufragáneo	s u f ɾ a ɡ a n e o
sufragáneo	s u f ɾ a ɡ a n e o
sufragáneo	s u f ɾ a ħ a n e o
sufrir	s u f ɾ i ɾ
suicidio	s u j θ i d j o
suicidio	s u j θ i d j o
suicidio	s u j s i d j o
suicídio	s u j θ i d j o
suicídio	s u j θ i d j o
suicídio	s u j s i d j o
sulfato	s u l f a t o
sultán	s u l t a ŋ
suma	s u m a
suor	s u o ɾ
suorento	s u o ɾ e n t o̝
suorento	s u o ɾ ɛ n t o̝
superficial	s u p e ɾ f i θ j a l
superficial	s u p e ɾ f i θ j a l
superficial	s u p e ɾ f i s j a l
superficie	s u p e ɾ i f i θ j e
superficie	s u p e ɾ i f i θ j e
superficie	s u p e ɾ i f i s j e
supostamente	s u p ɔ s t a m e n t e
suposto	s u p ɔ s t o
suposto	s u p o s t o
suprimida	s u p ɾ i m i d a
suprimiu	s u p ɾ i m i w
sur	s u ɾ
surafricano	s u ɾ a f ɾ i k a n o
surcoreano	s u ɾ k ɔ ɾ e a n o
suspirar	s u s p i ɾ a ɾ
suspiras	s u s p i ɾ a s
suspiro	s u s p i ɾ o
sutil	s u t i l
sutileza	s u t i l e θ a
sutileza	s u t i l e θ a
sutileza	s u t i l e s a
suxeito	s u ʃ e j t o
tabaco	t a b a k o
tabán	t a β a ŋ
tabardo	t a β a ɾ ð o̝
tabardo	t a β a ɾ ð o̝
taberna	t a b ɛ ɾ n a
taberneiro	t a β ɛ ɾ n e j ɾ o̝
taberneiro	t a β e ɾ n e j ɾ o̝
táboa	t a β o̯ a̝
Taboada	t a β o̯ a ð a̝
taboado	t a β o̯ a ð o̝
tabuela	t a β u ɛ l a̝
tacha	t a t͡ʃ a
tacho	t a t͡ʃ o
tácito	t a θ i t o
tácito	t a θ i t o
tácito	t a s i t o
tacoar	t a k o a ɾ
tacón	t a k o ŋ
táctil	t a k t i l
tafona	t a f o n a̝
tailandés	t a j l ɐ n d ɛ s
Tailandia	t a j l a n d j a
taleiga	t a l e j ɡ a
taleiga	t a l e j ɡ a
taleiga	t a l e j ħ a
taleigán	t a l e j ɣ a ŋ
talla	t a ɟ a
talladeira	t a ʎ a ð e j ɾ a̝
tallador	t a ʎ a ð o ɾ
tallar	t a ʎ a ɾ
talle	t a ɟ e
tallo	t a ʎ o̝
tamaño	t a m a ɲ o
tambo	t a m b o̝
Támboga	t a m b o̝ ɣ a̝
tamboira	t a m b o j ɾ a̝
tambor	t a m b o ɾ
Támega	t a m e̝ ɣ a̝
tamén	t a m ɛ ŋ
Támoga	t a m o̝ ɣ a̝
tamouca	t a m o w k a̝
tampa	t a m p a
tampouco	t a m p o w k o
Tamuxe	t a m u ʃ e̝
tan	t a ŋ
tangaraño	t a ŋ ɡ a ɾ a ɲ o
tangaraño	t a ŋ ɡ a ɾ a ɲ o
tangaraño	t a ŋ ħ a ɾ a ɲ o
tanguer	t a ŋ ɡ e ɾ
tano	t a n o
Tánxer	t a n ʃ e ɾ
tanza	t a n θ a
tanza	t a n θ a
tanza	t a n s a
tapada	t a p a ð a̝
tapadeira	t a p a d e j ɾ a
tapadura	t a p a d u ɾ a
tapar	t a p a ɾ
tapume	t a p u m e
tarabela	t a ɾ a β ɛ l a̝
tarañola	t a ɾ a ɲ ɔ l ɐ
tardar	t a ɾ d a ɾ
tarde	t a ɾ d e
tardiña	t a ɾ ð i ɲ a̝
tardo	t a ɾ d o
tarefa	t a ɾ ɛ f a
targa	t a ɾ ɣ a̝
taro	t a ɾ o̝
tarrañola	t a r a ɲ ɔ l ɐ
tartaruga	t a ɾ t a ɾ u ɡ a
tartaruga	t a ɾ t a ɾ u ɡ a
tartaruga	t a ɾ t a ɾ u ħ a
tasca	t a s k a̝
tascar	t a s k a ɾ
tasco	t a s k o̝
tascón	t a s k o ŋ
tatexar	t a t e ʃ a ɾ
tato	t a t o
Tato	t a t o̝
tau	t a w
tauromaquia	t a u ɾ o m a k j a
taxa	t a ʃ a̝
Taxiquistán	t a ʃ i k i s t a ŋ
te	t e
te	t e
té	t ɛ
tea	t e a̝
tea	t e a̝
tear	t e a ɾ
teatralmente	t e a t ɾ a l m e n t e
teatro	t e a t ɾ o
teaxe	t e a ʃ e
teaz	t e a θ
teaz	t e a θ
teaz	t e a s
tebra	t ɛ β ɾ a̝
tebras	t ɛ β ɾ a̝ s
tece	t e θ e
tece	t e θ e
tece	t e s e
tecelán	t e θ e l a ŋ
tecelán	t e s e l a ŋ
tecer	t e θ e ɾ
tecer	t e s e ɾ
tecido	t e θ i d o
tecido	t e θ i d o
tecido	t e s i d o
tecidos	t e θ i d o s
tecidos	t e θ i d o s
tecidos	t e s i d o s
tecla	t ɛ k l a
teclado	t ɛ k l a d o
tecnocracia	t ɛ k n o k ɾ a θ j a
tecnocracia	t ɛ k n o k ɾ a θ j a
tecnocracia	t ɛ k n o k ɾ a s j a
tecnócrata	t ɛ k n ɔ k ɾ a t a
tecnocrático	t ɛ k n o k ɾ a t i k o
tecnologia	t ɛ k n o l o ʃ i a
tecnológico	t ɛ k n o l ɔ ʃ i k o
tecnoloxía	t ɛ k n o l o ʃ i a
tecnolóxico	t ɛ k n o l ɔ ʃ i k o
tega	t ɛ ɡ a
tega	t ɛ ɡ a
tega	t ɛ ħ a
teiga	t e j ɡ a
teiga	t e j ɡ a
teiga	t e j ħ a
teima	t e j m a
teimado	t e j m a ð o̝
teimosía	t e j m o s i a
teimudo	t e j m u d o
teiroa	t e j ɾ ɔ a̝
teitar	t e j t a ɾ
teito	t e j t o
teixelo	t e j ʃ e l ʊ
teixo	t e j ʃ o
teixón	t e j ʃ o ŋ
teixugueira	t e j ʃ u ɡ e j ɾ a
teixugueira	t e j ʃ u ɡ e j ɾ a
teixugueira	t e j ʃ u ħ e j ɾ a
telecomunicación	t e l e k o m u n i k a θ j o ŋ
telecomunicación	t e l e k o m u n i k a θ j o ŋ
telecomunicación	t e l e k o m u n i k a s j o ŋ
telecomunicación	t ɛ l e k o m u n i k a θ j o ŋ
telecomunicación	t ɛ l e k o m u n i k a θ j o ŋ
telecomunicación	t ɛ l e k o m u n i k a s j o ŋ
telefonía	t e l e f o n i a
teléfono	t e l ɛ f ɔ n ʊ
telegráfico	t e l e ɡ ɾ a f i k o
telegráfico	t e l e ɡ ɾ a f i k o
telegráfico	t e l e ħ ɾ a f i k o
televisión	t e l e b i s j o ŋ
televisións	t e l e b i s j o ŋ s
tella	t e ɟ a
tellado	t e ʎ a ð o̝
tellar	t e ʎ a ɾ
tello	t e ʎ o̝
temer	t e m e ɾ
temón	t e m o ŋ
temos	t e m o s
tempada	t e m p a d a
tempas	t̪ ɛ m p ɐ s̻
temperán	t e m p e ɾ a ŋ
temperatura	t e m p e ɾ a t u ɾ a̝
tempestade	t e m p ɛ s t a d e
tempestuoso	t e m p ɛ s t w o s o
templo	t e m p l o
tempo	t e m p o
tempo	t ɛ m p o
temporal	t ɛ m p o ɾ a l
ten	t ɛ ŋ
tenca	t e ŋ k a̝
tenda	t ɛ n d a
tenda	t e n d a
tendal	t e n d a l
tendas	t ɛ n d ɐ s
tendes	t e n d ɪ s
tendón	t e n d o ŋ
tenente	t e n e n t e
tenente	t e n ɛ n t e
tenreira	t e n r e j ɾ a
tenro	t ɛ n r o
tentar	t e n t a ɾ
tento	t e n t o̝
tento	t ɛ n t o̝
tenza	t e n θ a
tenza	t e n θ a
tenza	t e n s a
teñen	t ɛ ɲ ɪ ŋ
teño	t e ɲ o
teor	t e o ɾ
teoría	t e o ɾ i a
tépedo	t e p e d o
ter	t e ɾ
terem	t e ɾ e ŋ
termar	t e ɾ m a ɾ
térmico	t ɛ ɾ m i k o
termo	t ɛ ɾ m o
termómetro	t ɛ ɾ m ɔ m ɛ t ɾ o
terra	t ɛ r a
Terra	t ɛ r a̝
terras	t ɛ r a s
terratenente	t ɛ r a t e n e n t e
terratenente	t ɛ r a t e n ɛ n t e
terreiro	t e r e j ɾ o
terreo	t ɛ r e o
territorio	t ɛ r i t ɔ ɾ j o
terroeira	t e r o e j ɾ a
terrón	t e r o ŋ
terror	t ɛ r o ɾ
terrorismo	t ɛ r o ɾ i s m o
terzo	t e ɾ θ o̝
terzo	t e ɾ s o̝
tes	t ɛ s
teso	t e s o̝
tesoira	t e s o j ɾ a
tesoiras	t e s o j ɾ a s
tesouro	t e s o w ɾ o
Tesouro	t e s o w ɾ o̝
testa	t ɛ s t a
testa	t e s t a
testamento	t e s t a m e n t o
testamento	t e s t a m ɛ n t o
testar	t e s t a ɾ
testar	t ɛ s t a ɾ
testar	t e s t a ɾ
testeira	t ɛ s t e j ɾ a̝
testeiro	t ɛ s t e j ɾ o̝
testificar	t e s t i f i k a ɾ
testo	t ɛ s t o̝
teta	t e t a̝
teu	t e w
texto	t ɛ k s t o
ti	t i
tía	t i ɐ
Tíbet	t i b e t
tibio	t i b j o
tiburón	t i b u ɾ o ŋ
tieira	t i e j ɾ a̝
tiez	t j ɛ θ
tiez	t j ɛ θ
tiez	t j ɛ s
tigre	t i ɡ ɾ e
tigre	t i ɡ ɾ e
tigre	t i ħ ɾ e
tilla	t i ʎ a̝
tillado	t i ʎ a ð o̝
tillar	t i ʎ a ɾ
tillar	t i ʎ a ɾ
tilleira	t i ɟ e j ɾ a
timidez	t i m i d e θ
timidez	t i m i d e θ
timidez	t i m i d e s
tímido	t i m i d o
tina	t i n a
tinalla	t i n a ʎ a̝
tinguir	t i ŋ ɡ i ɾ
tinguir	t i ŋ ɡ i ɾ
tinguir	t i ŋ ħ i ɾ
tinta	t i n t a
tinto	t i n t o̝
tintura	t i n t u ɾ a
tío	t i o
tipo	t i p o
tira	t i ɾ a̝
tiraboleiro	t i ɾ a β o l e j ɾ o̝
tirado	t i ɾ a d o
tirador	t i ɾ a d o ɾ
tiránico	t i ɾ a n i k o
tirar	t i ɾ a ɾ
tirizó	t i ɾ i θ ɔ
tirizó	t i ɾ i θ ɔ
tirizó	t i ɾ i s ɔ
tiro	t i ɾ o
titáns	t i t a ŋ s
titor	t i t o ɾ
tixela	t i ʃ ɛ l ɐ
Tixoa	t i ʃ ɔ a̝
tixola	t i ʃ ɔ l a
to	t ɔː
toa	t o a̝
toalla	t o a ʎ a̝
toar	t o a ɾ
tobo	t o β o̝
tocan	t ɔ k a ŋ
tocar	t o k a ɾ
toco	t o k o̝
toco	t ɔ k o̝
todopoderoso	t o d o p o d e ɾ o s o
todos	t o d o s
toelo	t o e l o̝
Toiberde	t u j β e ɾ ð e̝
Toimil	t ɔ j m i l
Toimil	t o j m i l
Toiriz	t o j ɾ i θ
tol	t ɔ l
tola	t ɔ l a
tolaxe	t o l a ʃ e
toleirán	t ɔ l e j ɾ a ŋ
toleiro	t ɔ l e j ɾ o̝
toleiro	t o l e j ɾ o̝
tolén	t o l ɛ ŋ
tolerar	t o l ɛ ɾ a ɾ
toleraram	t o l ɛ ɾ a ɾ a m
tolete	t o l e t e
tollemerendas	t o ʎ e m e ɾ e n d a̝ s
toller	t o ʎ e ɾ
tolo	t o l o
Tolosa	t o l o s a
tolosano	t o l o s a n o
tomada	t o m a ð a̝
tomar	t o m a ɾ
tombo	t o m b o
Tomé	t o m ɛ
tomentelo	t o m e n t ɛ l o̝
tomiño	t o m i ɲ o̝
tona	t o n ɐ
tonel	t o n ɛ l
toneleiro	t o n e l e j ɾ o̝
tonsura	t o n s u ɾ a
tonto	t o n t o
topar	t o p a ɾ
topete	t o p ɛ t e̝
topográfica	t o p o ɡ ɾ a f i k a
topográfica	t o p o ɡ ɾ a f i k a
topográfica	t o p o ħ ɾ a f i k a
topográficos	t o p o ɡ ɾ a f i k o s
topográficos	t o p o ɡ ɾ a f i k o s
topográficos	t o p o ħ ɾ a f i k o s
torco	t ɔ ɾ k o̝
tordo	t o ɾ ð o̝
torgallo	t o ɾ ɡ a ɟ o
torgallo	t o ɾ ɡ a ɟ o
torgallo	t o ɾ ħ a ɟ o
tormenta	t o ɾ m ɛ n t a̝
tormenta	t o ɾ m e n t a̝
tormentelo	t o ɾ m e n t ɛ l o̝
tormento	t o ɾ m e n t o
tornar	t o ɾ n a ɾ
tornarratos	t ɔ ɾ n a r a t o̝ s
tornasol	t ɔ ɾ n a s o l
tornasol	t ɔ ɾ n a s ɔ l
tornecelo	t o ɾ n e θ ɛ l ʊ
tornecelo	t o ɾ n e s ɛ l ʊ
torneira	t o ɾ n e j ɾ a̝
tornés	t o ɾ n e s
torno	t ɔ ɾ n o̝
toro	t o ɾ o̝
torpe	t o ɾ p e
torque	t ɔ ɾ k e
torrada	t o r a ð a̝
torradeira	t o r a d e j ɾ a
torrar	t o r a ɾ
torrente	t o r ɛ n t e
torrente	t o r e n t e
torrontés	t o r o n t e s
torta	t ɔ ɾ t a
tortilla	t o ɾ t i ʎ a
torto	t ɔ ɾ t o̝
torzón	t o ɾ θ o ŋ
torzón	t o ɾ θ o ŋ
torzón	t o ɾ s o ŋ
tosca	t o s k a̝
tose	t ɔ s ɪ
tósego	t o s̺ e ɣ o̝
tósego	t o s̺ e ħ o̝
tosquiar	t o s k i a ɾ
totalidade	t o t a l i d a d e
touca	t o w k a̝
touceira	t o w θ e j ɾ a̝
touciño	t o w θ i ɲ o
touciño	t o w θ i ɲ o
touciño	t o w s i ɲ o
toupa	t o w p a̝
Touriñán	t o w ɾ i ɲ a ŋ
tourón	t o w ɾ o ŋ
touta	t o w t a̝
toutelo	t o w t ɛ l o̝
touticeira	t o w t i θ e j ɾ a̝
toutizo	t o w t i θ o̝
toutizo	t o w t i s o̝
Toutón	t o w t o ŋ
touza	t o w θ a̝
touza	t o w s a̝
touzo	t o w θ o
touzo	t o w θ o
touzo	t o w s o
toxal	t o ʃ a l
tóxico	t ɔ k s i k o
trabada	t ɾ a β a ð a
trabalinguas	t ɾ a β a l i ŋ ɡ w a̝ s
traballa	t ɾ a b a ɟ a
traballan	t ɾ ɐ β a ʎ ɐ ŋ
traballar	t ɾ a b a ɟ a ɾ
traballas	t ɾ a β a ʎ ɐ s
traballo	t ɾ a b a ɟ o
trabanco	t ɾ a β a ŋ k o̝
trabar	t ɾ a β a ɾ
trabe	t ɾ a β e̝
trabucar	t ɾ a b u k a ɾ
trabuco	t ɾ a β u k o̝
trade	t ɾ a d e
tradición	t ɾ a d i θ j o ŋ
tradición	t ɾ a d i θ j o ŋ
tradición	t ɾ a d i s j o ŋ
tradicional	t ɾ a d i θ j o n a l
tradicional	t ɾ a d i θ j o n a l
tradicional	t ɾ a d i s j o n a l
traducida	t ɾ a d u θ i d a
