A	ʔ aː ˧˧
đêôxiribônuclêic	ʔ ɗ e ˧˧ ʔ o ˧˧ s i ˧˧ ɹ i ˧˧ ʔ ɓ o ˧˧ n u ˧˧ k l e ˧˧ ʔ ï k̟̚ ˧˦
đì	ʔ ɗ i ˨˩
đì đùng	ʔ ɗ i ˨˩ ʔ ɗ ʊ w ŋ͡m ˨˩
đìa	ʔ ɗ i ə ˨˩
đình	ʔ ɗ ï ŋ ˨˩
đình bản	ʔ ɗ ï ŋ ˨˩ ʔ ɓ aː n ˧˩
đình chiến	ʔ ɗ ï ŋ ˨˩ t͡ɕ i ə n ˧˦
đình chỉ	ʔ ɗ ï ŋ ˨˩ t͡ɕ i ˧˩
đình công	ʔ ɗ ï ŋ ˨˩ k ə w ŋ͡m ˧˧
đình lạm	ʔ ɗ ï ŋ ˨˩ l aː m ˧˨ ʔ
đình trệ	ʔ ɗ ï ŋ ˨˩ t͡ɕ e ˧˨ ʔ
đình đám	ʔ ɗ ï ŋ ˨˩ ʔ ɗ aː m ˧˦
đình đốn	ʔ ɗ ï ŋ ˨˩ ʔ ɗ o n ˧˦
đìu hiu	ʔ ɗ i w ˨˩ h i w ˧˧
đía	ʔ ɗ i ə ˧˦
đích	ʔ ɗ ï k̟̚ ˧˦
đích danh	ʔ ɗ ï k̟̚ ˧˦ z a j ŋ̟ ˧˧
đích thân	ʔ ɗ ï k̟̚ ˧˦ tʰ ə n ˧˧
đích thị	ʔ ɗ ï k̟̚ ˧˦ tʰ i ˧˨ ʔ
đích thực	ʔ ɗ ï k̟̚ ˧˦ tʰ ɨ k̚ ˧˨ ʔ
đích tôn	ʔ ɗ ï k̟̚ ˧˦ t o n ˧˧
đích xác	ʔ ɗ ï k̟̚ ˧˦ s aː k̚ ˧˦
đích đáng	ʔ ɗ ï k̟̚ ˧˦ ʔ ɗ aː ŋ ˧˦
đính	ʔ ɗ ï ŋ ˧˦
đính chính	ʔ ɗ ï ŋ ˧˦ t͡ɕ ï ŋ ˧˦
đính hôn	ʔ ɗ ï ŋ ˧˦ h o n ˧˧
đính kèm	ʔ ɗ ï ŋ ˧˦ k ɛ m ˨˩
đính ước	ʔ ɗ ï ŋ ˧˦ ʔ ɨ ə k̚ ˧˦
đít	ʔ ɗ i t̚ ˧˦
đít chai	ʔ ɗ i t̚ ˧˦ t͡ɕ aː j ˧˧
đò	ʔ ɗ ɔ ˨˩
đòi	ʔ ɗ ɔ j ˨˩
đòi cơn	ʔ ɗ ɔ j ˨˩ k əː n ˧˧
đòi hỏi	ʔ ɗ ɔ j ˨˩ h ɔ j ˧˩
đòm	ʔ ɗ ɔ m ˨˩
đòn	ʔ ɗ ɔ n ˨˩
đòn bẩy	ʔ ɗ ɔ n ˨˩ ʔ ɓ ə j ˧˩
đòn gánh	ʔ ɗ ɔ n ˨˩ ɣ a j ŋ̟ ˧˦
đòng đong	ʔ ɗ a w ŋ͡m ˨˩ ʔ ɗ a w ŋ͡m ˧˧
đòng đòng	ʔ ɗ a w ŋ͡m ˨˩ ʔ ɗ a w ŋ͡m ˨˩
đòng đọc	ʔ ɗ a w ŋ͡m ˨˩ ʔ ɗ a w k͡p̚ ˧˨ ʔ
đó	ʔ ɗ ɔ ˧˦
đói	ʔ ɗ ɔ j ˧˦
đói meo	ʔ ɗ ɔ j ˧˦ m ɛ w ˧˧
đói nghèo	ʔ ɗ ɔ j ˧˦ ŋ ɛ w ˨˩
đón	ʔ ɗ ɔ n ˧˦
đón chào	ʔ ɗ ɔ n ˧˦ t͡ɕ aː w ˨˩
đón nhận	ʔ ɗ ɔ n ˧˦ ɲ ə n ˧˨ ʔ
đón tiếp	ʔ ɗ ɔ n ˧˦ t i ə p̚ ˧˦
đón đầu	ʔ ɗ ɔ n ˧˦ ʔ ɗ ə w ˨˩
đóng	ʔ ɗ a w ŋ͡m ˧˦
đóng băng	ʔ ɗ a w ŋ͡m ˧˦ ʔ ɓ a ŋ ˧˧
đóng cửa	ʔ ɗ a w ŋ͡m ˧˦ k ɨ ə ˧˩
đóng cửa dạy nhau	ʔ ɗ a w ŋ͡m ˧˦ k ɨ ə ˧˩ z a j ˧˨ ʔ ɲ a w ˧˧
đóng góp	ʔ ɗ a w ŋ͡m ˧˦ ɣ ɔ p̚ ˧˦
đóng khung	ʔ ɗ a w ŋ͡m ˧˦ x ʊ w ŋ͡m ˧˧
đóng kịch	ʔ ɗ a w ŋ͡m ˧˦ k ï k̟̚ ˧˨ ʔ
đóng thùng	ʔ ɗ a w ŋ͡m ˧˦ tʰ ʊ w ŋ͡m ˨˩
đô	ʔ ɗ o ˧˧
đô hộ	ʔ ɗ o ˧˧ h o ˧˨ ʔ
đô hội	ʔ ɗ o ˧˧ h o j ˧˨ ʔ
đô la	ʔ ɗ o ˧˧ l aː ˧˧
đô la hoá	ʔ ɗ o ˧˧ l aː ˧˧ h w aː ˧˦
đô thành	ʔ ɗ o ˧˧ tʰ a j ŋ̟ ˨˩
đô thị	ʔ ɗ o ˧˧ tʰ i ˧˨ ʔ
đô thị hoá	ʔ ɗ o ˧˧ tʰ i ˧˨ ʔ h w aː ˧˦
đô trưởng	ʔ ɗ o ˧˧ t͡ɕ ɨ ə ŋ ˧˩
đô vật	ʔ ɗ o ˧˧ v ə t̚ ˧˨ ʔ
đô đốc	ʔ ɗ o ˧˧ ʔ ɗ ə w k͡p̚ ˧˦
đôi	ʔ ɗ o j ˧˧
đôi khi	ʔ ɗ o j ˧˧ x i ˧˧
đôi lúc	ʔ ɗ o j ˧˧ l ʊ w k͡p̚ ˧˦
đôi lứa	ʔ ɗ o j ˧˧ l ɨ ə ˧˦
đôi mươi	ʔ ɗ o j ˧˧ m ɨ ə j ˧˧
đôm	ʔ ɗ o m ˧˧
đôm đốp	ʔ ɗ o m ˧˧ ʔ ɗ o p̚ ˧˦
đôn	ʔ ɗ o n ˧˧
đôn hậu	ʔ ɗ o n ˧˧ h ə w ˧˨ ʔ
đôn đốc	ʔ ɗ o n ˧˧ ʔ ɗ ə w k͡p̚ ˧˦
đông	ʔ ɗ ə w ŋ͡m ˧˧
đông bắc	ʔ ɗ ə w ŋ͡m ˧˧ ʔ ɓ a k̚ ˧˦
đông chí	ʔ ɗ ə w ŋ͡m ˧˧ t͡ɕ i ˧˦
đông lạnh	ʔ ɗ ə w ŋ͡m ˧˧ l a j ŋ̟ ˧˨ ʔ
đông nam	ʔ ɗ ə w ŋ͡m ˧˧ n aː m ˧˧
đông nghẹt	ʔ ɗ ə w ŋ͡m ˧˧ ŋ ɛ t̚ ˧˨ ʔ
đông phương học	ʔ ɗ ə w ŋ͡m ˧˧ f ɨ ə ŋ ˧˧ h a w k͡p̚ ˧˨ ʔ
đông sương	ʔ ɗ ə w ŋ͡m ˧˧ s ɨ ə ŋ ˧˧
đông trùng hạ thảo	ʔ ɗ ə w ŋ͡m ˧˧ t͡ɕ ʊ w ŋ͡m ˨˩ h aː ˧˨ ʔ tʰ aː w ˧˩
đông đúc	ʔ ɗ ə w ŋ͡m ˧˧ ʔ ɗ ʊ w k͡p̚ ˧˦
đông đảo	ʔ ɗ ə w ŋ͡m ˧˧ ʔ ɗ aː w ˧˩
đông đặc	ʔ ɗ ə w ŋ͡m ˧˧ ʔ ɗ a k̚ ˧˨ ʔ
đõ	ʔ ɗ ɔ ˦ˀ˥
đù	ʔ ɗ u ˨˩
đùa	ʔ ɗ u ə ˨˩
đùi	ʔ ɗ u j ˨˩
đùm	ʔ ɗ u m ˨˩
đùm bọc	ʔ ɗ u m ˨˩ ʔ ɓ a w k͡p̚ ˧˨ ʔ
đùm đùm đề đề	ʔ ɗ u m ˨˩ ʔ ɗ u m ˨˩ ʔ ɗ e ˨˩ ʔ ɗ e ˨˩
đùn	ʔ ɗ u n ˨˩
đùng	ʔ ɗ ʊ w ŋ͡m ˨˩
đú	ʔ ɗ u ˧˦
đúc	ʔ ɗ ʊ w k͡p̚ ˧˦
đúc kết	ʔ ɗ ʊ w k͡p̚ ˧˦ k e t̚ ˧˦
đúc rút	ʔ ɗ ʊ w k͡p̚ ˧˦ z u t̚ ˧˦
đúng	ʔ ɗ ʊ w ŋ͡m ˧˦
đúng mức	ʔ ɗ ʊ w ŋ͡m ˧˦ m ɨ k̚ ˧˦
đúng mực	ʔ ɗ ʊ w ŋ͡m ˧˦ m ɨ k̚ ˧˨ ʔ
đúng điệu	ʔ ɗ ʊ w ŋ͡m ˧˦ ʔ ɗ i ə w ˧˨ ʔ
đúng đắn	ʔ ɗ ʊ w ŋ͡m ˧˦ ʔ ɗ a n ˧˦
đúp	ʔ ɗ u p̚ ˧˦
đúp lờ vê	ʔ ɗ u p̚ ˧˦ l əː ˨˩ v e ˧˧
đút	ʔ ɗ u t̚ ˧˦
đút lót	ʔ ɗ u t̚ ˧˦ l ɔ t̚ ˧˦
đăm	ʔ ɗ a m ˧˧
đăm chiêu	ʔ ɗ a m ˧˧ t͡ɕ i ə w ˧˧
đăm đăm	ʔ ɗ a m ˧˧ ʔ ɗ a m ˧˧
đăng	ʔ ɗ a ŋ ˧˧
đăng báo	ʔ ɗ a ŋ ˧˧ ʔ ɓ aː w ˧˦
đăng bạ	ʔ ɗ a ŋ ˧˧ ʔ ɓ aː ˧˨ ʔ
đăng bộ	ʔ ɗ a ŋ ˧˧ ʔ ɓ o ˧˨ ʔ
đăng cai	ʔ ɗ a ŋ ˧˧ k aː j ˧˧
đăng kiểm	ʔ ɗ a ŋ ˧˧ k i ə m ˧˩
đăng kí	ʔ ɗ a ŋ ˧˧ k i ˧˦
đăng lục	ʔ ɗ a ŋ ˧˧ l ʊ w k͡p̚ ˧˨ ʔ
đăng nhập	ʔ ɗ a ŋ ˧˧ ɲ ə p̚ ˧˨ ʔ
đăng quang	ʔ ɗ a ŋ ˧˧ k w aː ŋ ˧˧
đăng ten	ʔ ɗ a ŋ ˧˧ t ɛ n ˧˧
đăng tiêu hoa to	ʔ ɗ a ŋ ˧˧ t i ə w ˧˧ h w aː ˧˧ t ɔ ˧˧
đăng tải	ʔ ɗ a ŋ ˧˧ t aː j ˧˩
đăng xuất	ʔ ɗ a ŋ ˧˧ s w ə t̚ ˧˦
đĩ	ʔ ɗ i ˦ˀ˥
đĩ ngựa	ʔ ɗ i ˦ˀ˥ ŋ ɨ ə ˧˨ ʔ
đĩ thõa	ʔ ɗ i ˦ˀ˥ tʰ w aː ˦ˀ˥
đĩ điếm	ʔ ɗ i ˦ˀ˥ ʔ ɗ i ə m ˧˦
đĩ đực	ʔ ɗ i ˦ˀ˥ ʔ ɗ ɨ k̚ ˧˨ ʔ
đĩa	ʔ ɗ i ə ˦ˀ˥
đĩa bay	ʔ ɗ i ə ˦ˀ˥ ʔ ɓ a j ˧˧
đĩa bán dẫn	ʔ ɗ i ə ˦ˀ˥ ʔ ɓ aː n ˧˦ z ə n ˦ˀ˥
đĩa cứng	ʔ ɗ i ə ˦ˀ˥ k ɨ ŋ ˧˦
đĩa hát	ʔ ɗ i ə ˦ˀ˥ h aː t̚ ˧˦
đĩa mềm	ʔ ɗ i ə ˦ˀ˥ m e m ˨˩
đĩa nhạc	ʔ ɗ i ə ˦ˀ˥ ɲ aː k̚ ˧˨ ʔ
đĩa quang	ʔ ɗ i ə ˦ˀ˥ k w aː ŋ ˧˧
đĩa đơn	ʔ ɗ i ə ˦ˀ˥ ʔ ɗ əː n ˧˧
đĩa đệm	ʔ ɗ i ə ˦ˀ˥ ʔ ɗ e m ˧˨ ʔ
đĩnh	ʔ ɗ ï ŋ ˦ˀ˥
đĩnh đạc	ʔ ɗ ï ŋ ˦ˀ˥ ʔ ɗ aː k̚ ˧˨ ʔ
đũa	ʔ ɗ u ə ˦ˀ˥
đũa cả	ʔ ɗ u ə ˦ˀ˥ k aː ˧˩
đũa thần	ʔ ɗ u ə ˦ˀ˥ tʰ ə n ˨˩
đũng	ʔ ɗ ʊ w ŋ͡m ˦ˀ˥
đũy	ʔ ɗ w i ˦ˀ˥
đơ	ʔ ɗ əː ˧˧
đơm	ʔ ɗ əː m ˧˧
đơm đặt	ʔ ɗ əː m ˧˧ ʔ ɗ a t̚ ˧˨ ʔ
đơn	ʔ ɗ əː n ˧˧
đơn bạc	ʔ ɗ əː n ˧˧ ʔ ɓ aː k̚ ˧˨ ʔ
đơn ca	ʔ ɗ əː n ˧˧ k aː ˧˧
đơn chiếc	ʔ ɗ əː n ˧˧ t͡ɕ i ə k̚ ˧˦
đơn cử	ʔ ɗ əː n ˧˧ k ɨ ˧˩
đơn giản	ʔ ɗ əː n ˧˧ z aː n ˧˩
đơn giản hoá	ʔ ɗ əː n ˧˧ z aː n ˧˩ h w aː ˧˦
đơn lẻ	ʔ ɗ əː n ˧˧ l ɛ ˧˩
đơn nhất	ʔ ɗ əː n ˧˧ ɲ ə t̚ ˧˦
đơn phương	ʔ ɗ əː n ˧˧ f ɨ ə ŋ ˧˧
đơn sai	ʔ ɗ əː n ˧˧ s aː j ˧˧
đơn sơ	ʔ ɗ əː n ˧˧ s əː ˧˧
đơn thuần	ʔ ɗ əː n ˧˧ tʰ w ə n ˨˩
đơn thuốc	ʔ ɗ əː n ˧˧ tʰ u ə k̚ ˧˦
đơn thân	ʔ ɗ əː n ˧˧ tʰ ə n ˧˧
đơn thương độc mã	ʔ ɗ əː n ˧˧ tʰ ɨ ə ŋ ˧˧ ʔ ɗ ə w k͡p̚ ˧˨ ʔ m aː ˦ˀ˥
đơn thức	ʔ ɗ əː n ˧˧ tʰ ɨ k̚ ˧˦
đơn tiết	ʔ ɗ əː n ˧˧ t i ə t̚ ˧˦
đơn vị	ʔ ɗ əː n ˧˧ v i ˧˨ ʔ
đơn âm	ʔ ɗ əː n ˧˧ ʔ ə m ˧˧
đơn đao	ʔ ɗ əː n ˧˧ ʔ ɗ aː w ˧˧
đơn điệu	ʔ ɗ əː n ˧˧ ʔ ɗ i ə w ˧˨ ʔ
đơn độc	ʔ ɗ əː n ˧˧ ʔ ɗ ə w k͡p̚ ˧˨ ʔ
đưa	ʔ ɗ ɨ ə ˧˧
đưa ma	ʔ ɗ ɨ ə ˧˧ m aː ˧˧
đưa ra	ʔ ɗ ɨ ə ˧˧ z aː ˧˧
đưa tình	ʔ ɗ ɨ ə ˧˧ t ï ŋ ˨˩
đưa đám	ʔ ɗ ɨ ə ˧˧ ʔ ɗ aː m ˧˦
đưa đẩy	ʔ ɗ ɨ ə ˧˧ ʔ ɗ ə j ˧˩
đương	ʔ ɗ ɨ ə ŋ ˧˧
đương chức	ʔ ɗ ɨ ə ŋ ˧˧ t͡ɕ ɨ k̚ ˧˦
đương kim	ʔ ɗ ɨ ə ŋ ˧˧ k i m ˧˧
đương nhiên	ʔ ɗ ɨ ə ŋ ˧˧ ɲ i ə n ˧˧
đương nhiệm	ʔ ɗ ɨ ə ŋ ˧˧ ɲ i ə m ˧˨ ʔ
đương quy	ʔ ɗ ɨ ə ŋ ˧˧ k w i ˧˧
đương sự	ʔ ɗ ɨ ə ŋ ˧˧ s ɨ ˧˨ ʔ
đương thì	ʔ ɗ ɨ ə ŋ ˧˧ tʰ i ˨˩
đương thời	ʔ ɗ ɨ ə ŋ ˧˧ tʰ əː j ˨˩
đương đại	ʔ ɗ ɨ ə ŋ ˧˧ ʔ ɗ aː j ˧˨ ʔ
đương đầu	ʔ ɗ ɨ ə ŋ ˧˧ ʔ ɗ ə w ˨˩
đước	ʔ ɗ ɨ ə k̚ ˧˦
đưới	ʔ ɗ ɨ ə j ˧˦
đướn	ʔ ɗ ɨ ə n ˧˦
đười ươi	ʔ ɗ ɨ ə j ˨˩ ʔ ɨ ə j ˧˧
đường	ʔ ɗ ɨ ə ŋ ˨˩
đường biên	ʔ ɗ ɨ ə ŋ ˨˩ ʔ ɓ i ə n ˧˧
đường băng	ʔ ɗ ɨ ə ŋ ˨˩ ʔ ɓ a ŋ ˧˧
đường bệ	ʔ ɗ ɨ ə ŋ ˨˩ ʔ ɓ e ˧˨ ʔ
đường bộ	ʔ ɗ ɨ ə ŋ ˨˩ ʔ ɓ o ˧˨ ʔ
đường cao	ʔ ɗ ɨ ə ŋ ˨˩ k aː w ˧˧
đường cao tốc	ʔ ɗ ɨ ə ŋ ˨˩ k aː w ˧˧ t ə w k͡p̚ ˧˦
đường chim bay	ʔ ɗ ɨ ə ŋ ˨˩ t͡ɕ i m ˧˧ ʔ ɓ a j ˧˧
đường chéo	ʔ ɗ ɨ ə ŋ ˨˩ t͡ɕ ɛ w ˧˦
đường cong	ʔ ɗ ɨ ə ŋ ˨˩ k a w ŋ͡m ˧˧
đường cát	ʔ ɗ ɨ ə ŋ ˨˩ k aː t̚ ˧˦
đường cônic	ʔ ɗ ɨ ə ŋ ˨˩ k o ˧˧ n ï k̟̚ ˧˧
đường cùng	ʔ ɗ ɨ ə ŋ ˨˩ k ʊ w ŋ͡m ˨˩
đường dây	ʔ ɗ ɨ ə ŋ ˨˩ z ə j ˧˧
đường dòng	ʔ ɗ ɨ ə ŋ ˨˩ z a w ŋ͡m ˨˩
đường dẫn	ʔ ɗ ɨ ə ŋ ˨˩ z ə n ˦ˀ˥
đường huyết	ʔ ɗ ɨ ə ŋ ˨˩ h w i ə t̚ ˧˦
đường hô hấp	ʔ ɗ ɨ ə ŋ ˨˩ h o ˧˧ h ə p̚ ˧˦
đường hô hấp dưới	ʔ ɗ ɨ ə ŋ ˨˩ h o ˧˧ h ə p̚ ˧˦ z ɨ ə j ˧˦
đường hô hấp trên	ʔ ɗ ɨ ə ŋ ˨˩ h o ˧˧ h ə p̚ ˧˦ t͡ɕ e n ˧˧
đường hầm	ʔ ɗ ɨ ə ŋ ˨˩ h ə m ˨˩
đường kính	ʔ ɗ ɨ ə ŋ ˨˩ k ï ŋ ˧˦
đường lang quyền	ʔ ɗ ɨ ə ŋ ˨˩ l aː ŋ ˧˧ k w i ə n ˨˩
đường lối	ʔ ɗ ɨ ə ŋ ˨˩ l o j ˧˦
đường mòn	ʔ ɗ ɨ ə ŋ ˨˩ m ɔ n ˨˩
đường mạch nha	ʔ ɗ ɨ ə ŋ ˨˩ m a j k̟̚ ˧˨ ʔ ɲ aː ˧˧
đường nét	ʔ ɗ ɨ ə ŋ ˨˩ n ɛ t̚ ˧˦
đường phân	ʔ ɗ ɨ ə ŋ ˨˩ f ə n ˧˧
đường phân giác	ʔ ɗ ɨ ə ŋ ˨˩ f ə n ˧˧ z aː k̚ ˧˦
đường phèn	ʔ ɗ ɨ ə ŋ ˨˩ f ɛ n ˨˩
đường phên	ʔ ɗ ɨ ə ŋ ˨˩ f e n ˧˧
đường phố	ʔ ɗ ɨ ə ŋ ˨˩ f o ˧˦
đường phổi	ʔ ɗ ɨ ə ŋ ˨˩ f o j ˧˩
đường ranh	ʔ ɗ ɨ ə ŋ ˨˩ z a j ŋ̟ ˧˧
đường sinh	ʔ ɗ ɨ ə ŋ ˨˩ s ï ŋ ˧˧
đường sá	ʔ ɗ ɨ ə ŋ ˨˩ s aː ˧˦
đường sắt	ʔ ɗ ɨ ə ŋ ˨˩ s a t̚ ˧˦
đường sắt cao tốc	ʔ ɗ ɨ ə ŋ ˨˩ s a t̚ ˧˦ k aː w ˧˧ t ə w k͡p̚ ˧˦
đường sắt nhẹ	ʔ ɗ ɨ ə ŋ ˨˩ s a t̚ ˧˦ ɲ ɛ ˧˨ ʔ
đường sữa	ʔ ɗ ɨ ə ŋ ˨˩ s ɨ ə ˦ˀ˥
đường thuỷ	ʔ ɗ ɨ ə ŋ ˨˩ tʰ w i ˧˩
đường thẳng	ʔ ɗ ɨ ə ŋ ˨˩ tʰ a ŋ ˧˩
đường thốt nốt	ʔ ɗ ɨ ə ŋ ˨˩ tʰ o t̚ ˧˦ n o t̚ ˧˦
đường tiêu hoá	ʔ ɗ ɨ ə ŋ ˨˩ t i ə w ˧˧ h w aː ˧˦
đường trung bình	ʔ ɗ ɨ ə ŋ ˨˩ t͡ɕ ʊ w ŋ͡m ˧˧ ʔ ɓ ï ŋ ˨˩
đường trung trực	ʔ ɗ ɨ ə ŋ ˨˩ t͡ɕ ʊ w ŋ͡m ˧˧ t͡ɕ ɨ k̚ ˧˨ ʔ
đường tròn	ʔ ɗ ɨ ə ŋ ˨˩ t͡ɕ ɔ n ˨˩
đường tròn bàng tiếp	ʔ ɗ ɨ ə ŋ ˨˩ t͡ɕ ɔ n ˨˩ ʔ ɓ aː ŋ ˨˩ t i ə p̚ ˧˦
đường tròn ngoại tiếp	ʔ ɗ ɨ ə ŋ ˨˩ t͡ɕ ɔ n ˨˩ ŋ w aː j ˧˨ ʔ t i ə p̚ ˧˦
đường tròn nội tiếp	ʔ ɗ ɨ ə ŋ ˨˩ t͡ɕ ɔ n ˨˩ n o j ˧˨ ʔ t i ə p̚ ˧˦
đường tỉnh	ʔ ɗ ɨ ə ŋ ˨˩ t ï ŋ ˧˩
đường vàng	ʔ ɗ ɨ ə ŋ ˨˩ v aː ŋ ˨˩
đường đi nước bước	ʔ ɗ ɨ ə ŋ ˨˩ ʔ ɗ i ˧˧ n ɨ ə k̚ ˧˦ ʔ ɓ ɨ ə k̚ ˧˦
đường đường	ʔ ɗ ɨ ə ŋ ˨˩ ʔ ɗ ɨ ə ŋ ˨˩
đường đường chính chính	ʔ ɗ ɨ ə ŋ ˨˩ ʔ ɗ ɨ ə ŋ ˨˩ t͡ɕ ï ŋ ˧˦ t͡ɕ ï ŋ ˧˦
đường đột	ʔ ɗ ɨ ə ŋ ˨˩ ʔ ɗ o t̚ ˧˨ ʔ
được	ʔ ɗ ɨ ə k̚ ˧˨ ʔ
được cái	ʔ ɗ ɨ ə k̚ ˧˨ ʔ k aː j ˧˦
được voi đòi tiên	ʔ ɗ ɨ ə k̚ ˧˨ ʔ v ɔ j ˧˧ ʔ ɗ ɔ j ˨˩ t i ə n ˧˧
đượm	ʔ ɗ ɨ ə m ˧˨ ʔ
đượm đà	ʔ ɗ ɨ ə m ˧˨ ʔ ʔ ɗ aː ˨˩
đạc	ʔ ɗ aː k̚ ˧˨ ʔ
đạc điền	ʔ ɗ aː k̚ ˧˨ ʔ ʔ ɗ i ə n ˨˩
đại	ʔ ɗ aː j ˧˨ ʔ
đại bi	ʔ ɗ aː j ˧˨ ʔ ʔ ɓ i ˧˧
đại biểu	ʔ ɗ aː j ˧˨ ʔ ʔ ɓ i ə w ˧˩
đại bàng	ʔ ɗ aː j ˧˨ ʔ ʔ ɓ aː ŋ ˨˩
đại bác	ʔ ɗ aː j ˧˨ ʔ ʔ ɓ aː k̚ ˧˦
đại bộ phận	ʔ ɗ aː j ˧˨ ʔ ʔ ɓ o ˧˨ ʔ f ə n ˧˨ ʔ
đại ca	ʔ ɗ aː j ˧˨ ʔ k aː ˧˧
đại chiến	ʔ ɗ aː j ˧˨ ʔ t͡ɕ i ə n ˧˦
đại chúng	ʔ ɗ aː j ˧˨ ʔ t͡ɕ ʊ w ŋ͡m ˧˦
đại công quốc	ʔ ɗ aː j ˧˨ ʔ k ə w ŋ͡m ˧˧ k u ə k̚ ˧˦
đại cương	ʔ ɗ aː j ˧˨ ʔ k ɨ ə ŋ ˧˧
đại cục	ʔ ɗ aː j ˧˨ ʔ k ʊ w k͡p̚ ˧˨ ʔ
đại danh từ	ʔ ɗ aː j ˧˨ ʔ z a j ŋ̟ ˧˧ t ɨ ˨˩
đại diện	ʔ ɗ aː j ˧˨ ʔ z i ə n ˧˨ ʔ
đại dương	ʔ ɗ aː j ˧˨ ʔ z ɨ ə ŋ ˧˧
đại dịch	ʔ ɗ aː j ˧˨ ʔ z ï k̟̚ ˧˨ ʔ
đại gia	ʔ ɗ aː j ˧˨ ʔ z aː ˧˧
đại gia đình	ʔ ɗ aː j ˧˨ ʔ z aː ˧˧ ʔ ɗ ï ŋ ˨˩
đại giáo đường	ʔ ɗ aː j ˧˨ ʔ z aː w ˧˦ ʔ ɗ ɨ ə ŋ ˨˩
đại hiệp	ʔ ɗ aː j ˧˨ ʔ h i ə p̚ ˧˨ ʔ
đại hoạ	ʔ ɗ aː j ˧˨ ʔ h w aː ˧˨ ʔ
đại học	ʔ ɗ aː j ˧˨ ʔ h a w k͡p̚ ˧˨ ʔ
đại học sĩ	ʔ ɗ aː j ˧˨ ʔ h a w k͡p̚ ˧˨ ʔ s i ˦ˀ˥
đại học đường	ʔ ɗ aː j ˧˨ ʔ h a w k͡p̚ ˧˨ ʔ ʔ ɗ ɨ ə ŋ ˨˩
đại hồng thuỷ	ʔ ɗ aː j ˧˨ ʔ h ə w ŋ͡m ˨˩ tʰ w i ˧˩
đại hội	ʔ ɗ aː j ˧˨ ʔ h o j ˧˨ ʔ
đại hội đồng	ʔ ɗ aː j ˧˨ ʔ h o j ˧˨ ʔ ʔ ɗ ə w ŋ͡m ˨˩
đại khái	ʔ ɗ aː j ˧˨ ʔ x aː j ˧˦
đại kiện tướng	ʔ ɗ aː j ˧˨ ʔ k i ə n ˧˨ ʔ t ɨ ə ŋ ˧˦
đại kị	ʔ ɗ aː j ˧˨ ʔ k i ˧˨ ʔ
đại liên	ʔ ɗ aː j ˧˨ ʔ l i ə n ˧˧
đại loại	ʔ ɗ aː j ˧˨ ʔ l w aː j ˧˨ ʔ
đại lí	ʔ ɗ aː j ˧˨ ʔ l i ˧˦
đại lượng	ʔ ɗ aː j ˧˨ ʔ l ɨ ə ŋ ˧˨ ʔ
đại lượng tỉ lệ nghịch	ʔ ɗ aː j ˧˨ ʔ l ɨ ə ŋ ˧˨ ʔ t i ˧˩ l e ˧˨ ʔ ŋ ï k̟̚ ˧˨ ʔ
đại lễ	ʔ ɗ aː j ˧˨ ʔ l e ˦ˀ˥
đại lộ	ʔ ɗ aː j ˧˨ ʔ l o ˧˨ ʔ
đại lục	ʔ ɗ aː j ˧˨ ʔ l ʊ w k͡p̚ ˧˨ ʔ
đại mạch	ʔ ɗ aː j ˧˨ ʔ m a j k̟̚ ˧˨ ʔ
đại nghị	ʔ ɗ aː j ˧˨ ʔ ŋ i ˧˨ ʔ
đại nghịch	ʔ ɗ aː j ˧˨ ʔ ŋ ï k̟̚ ˧˨ ʔ
đại ngu	ʔ ɗ aː j ˧˨ ʔ ŋ u ˧˧
đại ngàn	ʔ ɗ aː j ˧˨ ʔ ŋ aː n ˨˩
đại nhân	ʔ ɗ aː j ˧˨ ʔ ɲ ə n ˧˧
đại nhạc hội	ʔ ɗ aː j ˧˨ ʔ ɲ aː k̚ ˧˨ ʔ h o j ˧˨ ʔ
đại não	ʔ ɗ aː j ˧˨ ʔ n aː w ˦ˀ˥
đại nội	ʔ ɗ aː j ˧˨ ʔ n o j ˧˨ ʔ
đại phong cầm	ʔ ɗ aː j ˧˨ ʔ f a w ŋ͡m ˧˧ k ə m ˨˩
đại pháo	ʔ ɗ aː j ˧˨ ʔ f aː w ˧˦
đại quan	ʔ ɗ aː j ˧˨ ʔ k w aː n ˧˧
đại quy mô	ʔ ɗ aː j ˧˨ ʔ k w i ˧˧ m o ˧˧
đại số	ʔ ɗ aː j ˧˨ ʔ s o ˧˦
đại số học	ʔ ɗ aː j ˧˨ ʔ s o ˧˦ h a w k͡p̚ ˧˨ ʔ
đại số tuyến tính	ʔ ɗ aː j ˧˨ ʔ s o ˧˦ t w i ə n ˧˦ t ï ŋ ˧˦
đại sứ	ʔ ɗ aː j ˧˨ ʔ s ɨ ˧˦
đại sứ quán	ʔ ɗ aː j ˧˨ ʔ s ɨ ˧˦ k w aː n ˧˦
đại sự	ʔ ɗ aː j ˧˨ ʔ s ɨ ˧˨ ʔ
đại thắng	ʔ ɗ aː j ˧˨ ʔ tʰ a ŋ ˧˦
đại thể	ʔ ɗ aː j ˧˨ ʔ tʰ e ˧˩
đại thụ	ʔ ɗ aː j ˧˨ ʔ tʰ u ˧˨ ʔ
