AFI	a f i
radiogénicos	r a d j o x e n i k o s
radiolocalización	r a d j o l o k a l i θ a θ j o n
radiología	r a d j o l o x i a
radiológica	r a d j o l o x i k a
radiológicas	r a d j o l o x i k a s
radiológico	r a d j o l o x i k o
radiológicos	r a d j o l o x i k o s
radiometría	r a d j o m e t ɾ i a
radiométrica	r a d j o m e t ɾ i k a
radiométricas	r a d j o m e t ɾ i k a s
radiométrico	r a d j o m e t ɾ i k o
radiométricos	r a d j o m e t ɾ i k o s
radionovela	r a d j o n o b e l a
radionucleido	r a d j o n u k l e i d o
radionúclido	r a d j o n u k l i d o
radioquímico	r a d j o k i m i k o
radiorreceptor	r a d j o r e θ e b t o ɾ
radios	r a d j o s
radiosa	r a d j o s a
radioscopia	r a d j o s k o p j a
radioscópica	r a d j o s k o p i k a
radioscópicas	r a d j o s k o p i k a s
radioscópico	r a d j o s k o p i k o
radioscópicos	r a d j o s k o p i k o s
radiosensibilidad	r a d j o s e n s i b i l i d a d
radiosensible	r a d j o s e n s i b l e
radiosonda	r a d j o s o n d a
radioteatral	r a d j o t e a t ɾ a l
radioterapeuta	r a d j o t e ɾ a p e u t a
radioterapia	r a d j o t e ɾ a p j a
radioterapéutico	r a d j o t e ɾ a p e u t i k o
radioyente	r a d j o ʝ e n t e
radioyodo	r a d j o ʝ o d o
radián	r a d j a n
radiómetro	r a d j o m e t ɾ o
radiónica	r a d j o n i k a
radárico	r a d a ɾ i k o
radón	r a d o n
raer	r a e ɾ
rafa	r a f a
rafaelino	r a f a e l i n o
rafagazo	r a f a ɡ a θ o
rafagazos	r a f a ɡ a θ o s
rafagueada	r a f a ɡ e a d a
rafagueadas	r a f a ɡ e a d a s
rafagueado	r a f a ɡ e a d o
rafagueados	r a f a ɡ e a d o s
rafaguear	r a f a ɡ e a ɾ
rafia	r a f j a
rafting	r a f t i n
ragusiano	r a ɡ u s j a n o
ragú	r a ɡ u
rai	r a i
raicilla	r a i θ i ʝ a
raid	r a i d
raigal	r a i ɡ a l
raigrás	r a i ɡ ɾ a s
raite	r a i t e
raitiar	r a i t j a ɾ
raiting	r a i t i n
raizal	r a i θ a l
raja	r a x a
rajada	r a x a d a
rajadas	r a x a d a s
rajado	r a x a d o
rajados	r a x a d o s
rajadura	r a x a d u ɾ a
rajar	r a x a ɾ
rajarse	r a x a ɾ s e
raje	r a x e
rajita	r a x i t a
rajuñada	r a x u ɲ a d a
rajuñadas	r a x u ɲ a d a s
rajuñado	r a x u ɲ a d o
rajuñados	r a x u ɲ a d o s
rajuñar	r a x u ɲ a ɾ
rajuño	r a x u ɲ o
rajá	r a x a
rajón	r a x o n
raki	r a k i
ralbada	r a l b a d a
ralbadas	r a l b a d a s
ralbado	r a l b a d o
ralbados	r a l b a d o s
ralbar	r a l b a ɾ
ralea	r a l e a
raleada	r a l e a d a
raleadas	r a l e a d a s
raleado	r a l e a d o
raleados	r a l e a d o s
ralear	r a l e a ɾ
ralentización	r a l e n t i θ a θ j o n
ralentizada	r a l e n t i θ a d a
ralentizadas	r a l e n t i θ a d a s
ralentizado	r a l e n t i θ a d o
ralentizados	r a l e n t i θ a d o s
ralentizar	r a l e n t i θ a ɾ
ralentí	r a l e n t i
rali	r a l i
rallada	r a ʝ a d a
ralladas	r a ʝ a d a s
rallado	r a ʝ a d o
rallador	r a ʝ a d o ɾ
rallados	r a ʝ a d o s
ralladura	r a ʝ a d u ɾ a
rallar	r a ʝ a ɾ
ralle	r a ʝ e
rallo	r a ʝ o
rally	r a l i
ralo	r a l o
rama	r a m a
ramada	r a m a d a
ramal	r a m a l
ramalazo	r a m a l a θ o
ramalazos	r a m a l a θ o s
ramazón	r a m a θ o n
rambla	r a m b l a
ramblas	r a m b l a s
ramblear	r a m b l e a ɾ
rambután	r a m b u t a n
ramera	r a m e ɾ a
ramificada	r a m i f i k a d a
ramificadas	r a m i f i k a d a s
ramificado	r a m i f i k a d o
ramificados	r a m i f i k a d o s
ramificar	r a m i f i k a ɾ
ramificares	r a m i f i k a ɾ e s
ramilla	r a m i ʝ a
ramita	r a m i t a
ramito	r a m i t o
ramo	r a m o
ramoneador	r a m o n e a d o ɾ
ramonear	r a m o n e a ɾ
ramoneo	r a m o n e o
ramosa	r a m o s a
ramosas	r a m o s a s
ramoso	r a m o s o
ramosos	r a m o s o s
rampa	r a m p a
ramplón	r a m p l o n
ramésida	r a m e s i d a
ramón	r a m o n
rana	r a n a
ranacuajo	r a n a k w a x o
ranario	r a n a ɾ j o
ranca	r a n k a
rancada	r a n k a d a
rancadas	r a n k a d a s
rancado	r a n k a d o
rancados	r a n k a d o s
rancar	r a n k a ɾ
ranchar	r a n t͡ʃ a ɾ
ranchear	r a n t͡ʃ e a ɾ
ranchera	r a n t͡ʃ e ɾ a
ranchería	r a n t͡ʃ e ɾ i a
rancherío	r a n t͡ʃ e ɾ i o
ranchito	r a n t͡ʃ i t o
rancho	r a n t͡ʃ o
rancia	r a n θ j a
rancias	r a n θ j a s
rancio	r a n θ j o
rancios	r a n θ j o s
randa	r a n d a
random	r a n d o m
randomizada	r a n d o m i θ a d a
randomizadas	r a n d o m i θ a d a s
randomizado	r a n d o m i θ a d o
randomizados	r a n d o m i θ a d o s
randomizamos	r a n d o m i θ a m o s
randomizar	r a n d o m i θ a ɾ
randomizares	r a n d o m i θ a ɾ e s
ranfla	r a n f l a
rango	r a n ɡ o
ranita	r a n i t a
ranitidina	r a n i t i d i n a
rankear	r a n k e a ɾ
ranking	r a n k i n
ranqueada	r a n k e a d a
ranqueadas	r a n k e a d a s
ranqueado	r a n k e a d o
ranqueados	r a n k e a d o s
ranqueamos	r a n k e a m o s
ranqueando	r a n k e a n d o
ranquear	r a n k e a ɾ
ranques	r a n k e s
ranquin	r a n k i n
ransomware	r a n s o m w e ɾ
ranura	r a n u ɾ a
ranurar	r a n u ɾ a ɾ
ranúnculo	r a n u n k u l o
rap	r a p
rapacidad	r a p a θ i d a d
rapada	r a p a d a
rapadas	r a p a d a s
rapado	r a p a d o
rapados	r a p a d o s
rapadura	r a p a d u ɾ a
rapaduras	r a p a d u ɾ a s
rapamos	r a p a m o s
rapando	r a p a n d o
rapanui	r a p a n u i
rapar	r a p a ɾ
rapas	r a p a s
rapaz	r a p a θ
rape	r a p e
rapear	r a p e a ɾ
rapen	r a p e n
rapeo	r a p e o
rapera	r a p e ɾ a
rapero	r a p e ɾ o
rapidez	r a p i d e θ
rapidito	r a p i d i t o
rapidísimo	r a p i d i s i m o
rapista	r a p i s t a
rapiña	r a p i ɲ a
rapiñada	r a p i ɲ a d a
rapiñadas	r a p i ɲ a d a s
rapiñado	r a p i ɲ a d o
rapiñados	r a p i ɲ a d o s
rapiñera	r a p i ɲ e ɾ a
raposa	r a p o s a
rapsoda	r a b s o d a
rapsodia	r a b s o d j a
rapsodista	r a b s o d i s t a
raptada	r a b t a d a
raptadas	r a b t a d a s
raptado	r a b t a d o
raptados	r a b t a d o s
raptamos	r a b t a m o s
raptar	r a b t a ɾ
rapto	r a b t o
raptor	r a b t o ɾ
rapé	r a p e
raque	r a k e
raqueo	r a k e o
raquera	r a k e ɾ a
raquero	r a k e ɾ o
raqueta	r a k e t a
raquetista	r a k e t i s t a
raquila	r a k i l a
raquilla	r a k i ʝ a
raquis	r a k i s
raquídeo	r a k i d e o
rara	r a ɾ a
raras	r a ɾ a s
rareza	r a ɾ e θ a
rarificar	r a ɾ i f i k a ɾ
raro	r a ɾ o
raros	r a ɾ o s
ras	r a s
rasar	r a s a ɾ
rasca	r a s k a
rascacazuelas	r a s k a k a θ w e l a s
rascacielo	r a s k a θ j e l o
rascacielos	r a s k a θ j e l o s
rascacio	r a s k a θ j o
rascada	r a s k a d a
rascadas	r a s k a d a s
rascado	r a s k a d o
rascador	r a s k a d o ɾ
rascados	r a s k a d o s
rascamos	r a s k a m o s
rascando	r a s k a n d o
rascar	r a s k a ɾ
rascañada	r a s k a ɲ a d a
rascañadas	r a s k a ɲ a d a s
rascañado	r a s k a ɲ a d o
rascañados	r a s k a ɲ a d o s
rascañar	r a s k a ɲ a ɾ
rascuñar	r a s k u ɲ a ɾ
rascón	r a s k o n
rasear	r a s e a ɾ
rasero	r a s e ɾ o
rasgada	r a s ɡ a d a
rasgadas	r a s ɡ a d a s
rasgado	r a s ɡ a d o
rasgados	r a s ɡ a d o s
rasgando	r a s ɡ a n d o
rasgar	r a s ɡ a ɾ
rasgo	r a s ɡ o
rasgueada	r a s ɡ e a d a
rasgueadas	r a s ɡ e a d a s
rasgueado	r a s ɡ e a d o
rasgueados	r a s ɡ e a d o s
rasguear	r a s ɡ e a ɾ
rasgueo	r a s ɡ e o
rasguido	r a s ɡ i d o
rasguñada	r a s ɡ u ɲ a d a
rasguñadas	r a s ɡ u ɲ a d a s
rasguñado	r a s ɡ u ɲ a d o
rasguñados	r a s ɡ u ɲ a d o s
rasguñar	r a s ɡ u ɲ a ɾ
rasguño	r a s ɡ u ɲ o
rasmilladura	r a s m i ʝ a d u ɾ a
raso	r a s o
raspa	r a s p a
raspada	r a s p a d a
raspadas	r a s p a d a s
raspado	r a s p a d o
raspador	r a s p a d o ɾ
raspados	r a s p a d o s
raspadura	r a s p a d u ɾ a
raspalengua	r a s p a l e n ɡ w a
raspamos	r a s p a m o s
raspando	r a s p a n d o
raspar	r a s p a ɾ
raspares	r a s p a ɾ e s
raspas	r a s p a s
rasposo	r a s p o s o
raspón	r a s p o n
rasta	r a s t a
rastacuero	r a s t a k w e ɾ o
rasterización	r a s t e ɾ i θ a θ j o n
rasterizada	r a s t e ɾ i θ a d a
rasterizadas	r a s t e ɾ i θ a d a s
rasterizado	r a s t e ɾ i θ a d o
rasterizados	r a s t e ɾ i θ a d o s
rasterizar	r a s t e ɾ i θ a ɾ
rasterizaras	r a s t e ɾ i θ a ɾ a s
rastra	r a s t ɾ a
rastraba	r a s t ɾ a b a
rastrabas	r a s t ɾ a b a s
rastramos	r a s t ɾ a m o s
rastrar	r a s t ɾ a ɾ
rastras	r a s t ɾ a s
rastreable	r a s t ɾ e a b l e
rastreada	r a s t ɾ e a d a
rastreadas	r a s t ɾ e a d a s
rastreado	r a s t ɾ e a d o
rastreados	r a s t ɾ e a d o s
rastreamos	r a s t ɾ e a m o s
rastreando	r a s t ɾ e a n d o
rastrear	r a s t ɾ e a ɾ
rastreo	r a s t ɾ e o
rastrero	r a s t ɾ e ɾ o
rastrillada	r a s t ɾ i ʝ a d a
rastrilladas	r a s t ɾ i ʝ a d a s
rastrillado	r a s t ɾ i ʝ a d o
rastrillados	r a s t ɾ i ʝ a d o s
rastrillar	r a s t ɾ i ʝ a ɾ
rastrillo	r a s t ɾ i ʝ o
rastro	r a s t ɾ o
rastrojo	r a s t ɾ o x o
rastros	r a s t ɾ o s
rastrábamos	r a s t ɾ a b a m o s
rasurada	r a s u ɾ a d a
rasuradas	r a s u ɾ a d a s
rasuradito	r a s u ɾ a d i t o
rasurado	r a s u ɾ a d o
rasurados	r a s u ɾ a d o s
rasurar	r a s u ɾ a ɾ
rata	r a t a
ratafía	r a t a f i a
ratania	r a t a n j a
rateada	r a t e a d a
rateadas	r a t e a d a s
rateado	r a t e a d o
rateados	r a t e a d o s
rateamos	r a t e a m o s
ratear	r a t e a ɾ
ratel	r a t e l
ratero	r a t e ɾ o
ratería	r a t e ɾ i a
rati	r a t i
ratificación	r a t i f i k a θ j o n
ratificada	r a t i f i k a d a
ratificadas	r a t i f i k a d a s
ratificado	r a t i f i k a d o
ratificados	r a t i f i k a d o s
ratificamos	r a t i f i k a m o s
ratificar	r a t i f i k a ɾ
ratillo	r a t i ʝ o
rating	r a t i n
rating	r e i t i n
ratio	r a t j o
ratite	r a t i t e
ratito	r a t i t o
rato	r a t o
ratona	r a t o n a
ratoncillo	r a t o n θ i ʝ o
ratoncito	r a t o n θ i t o
ratoncitos	r a t o n θ i t o s
ratonera	r a t o n e ɾ a
ratonero	r a t o n e ɾ o
ratonil	r a t o n i l
ratopín	r a t o p i n
ratán	r a t a n
ratón	r a t o n
rauda	r a u d a
raudas	r a u d a s
raudo	r a u d o
raudos	r a u d o s
rave	r e i b
ravioli	r a b j o l i
raya	r a ʝ a
rayada	r a ʝ a d a
rayadas	r a ʝ a d a s
rayadito	r a ʝ a d i t o
rayado	r a ʝ a d o
rayados	r a ʝ a d o s
rayadura	r a ʝ a d u ɾ a
rayar	r a ʝ a ɾ
rayas	r a ʝ a s
rayita	r a ʝ i t a
rayo	r a ʝ o
rayos	r a ʝ o s
rayuela	r a ʝ w e l a
raza	r a θ a
razia	r a θ j a
razonabilidad	r a θ o n a b i l i d a d
razonable	r a θ o n a b l e
razonada	r a θ o n a d a
razonadas	r a θ o n a d a s
razonado	r a θ o n a d o
razonador	r a θ o n a d o ɾ
razonados	r a θ o n a d o s
razonar	r a θ o n a ɾ
razón	r a θ o n
raíces	r a i θ e s
raída	r a i d a
raídas	r a i d a s
raído	r a i d o
raídos	r a i d o s
raíl	r a i l
raíz	r a i θ
re	r e
rea	r e a
reabastecer	r e a b a s t e θ e ɾ
reabastecimiento	r e a b a s t e θ i m j e n t o
reabierta	r e a b j e ɾ t a
reabiertas	r e a b j e ɾ t a s
reabierto	r e a b j e ɾ t o
reabiertos	r e a b j e ɾ t o s
reabrir	r e a b ɾ i ɾ
reabsorbida	r e a b s o ɾ b i d a
reabsorbidas	r e a b s o ɾ b i d a s
reabsorbido	r e a b s o ɾ b i d o
reabsorbidos	r e a b s o ɾ b i d o s
reaccionada	r e a ɡ θ j o n a d a
reaccionadas	r e a ɡ θ j o n a d a s
reaccionado	r e a ɡ θ j o n a d o
reaccionados	r e a ɡ θ j o n a d o s
reaccionar	r e a ɡ θ j o n a ɾ
reaccionario	r e a ɡ θ j o n a ɾ j o
reaccionarismo	r e a ɡ θ j o n a ɾ i s m o
reacción	r e a ɡ θ j o n
reacio	r e a θ j o
reacomodar	r e a k o m o d a ɾ
reacomodo	r e a k o m o d o
reacondicionada	r e a k o n d i θ j o n a d a
reacondicionadas	r e a k o n d i θ j o n a d a s
reacondicionado	r e a k o n d i θ j o n a d o
reacondicionados	r e a k o n d i θ j o n a d o s
reacondicionamiento	r e a k o n d i θ j o n a m j e n t o
reacondicionar	r e a k o n d i θ j o n a ɾ
reactiva	r e a ɡ t i b a
reactivada	r e a ɡ t i b a d a
reactivadas	r e a ɡ t i b a d a s
reactivado	r e a ɡ t i b a d o
reactivados	r e a ɡ t i b a d o s
reactivas	r e a ɡ t i b a s
reactive	r e a ɡ t i b e
reactividad	r e a ɡ t i b i d a d
reactivo	r e a ɡ t i b o
reactor	r e a ɡ t o ɾ
reactualizada	r e a ɡ t w a l i θ a d a
reactualizadas	r e a ɡ t w a l i θ a d a s
reactualizado	r e a ɡ t w a l i θ a d o
reactualizados	r e a ɡ t w a l i θ a d o s
reactualizar	r e a ɡ t w a l i θ a ɾ
readaptar	r e a d a b t a ɾ
readecuar	r e a d e k w a ɾ
readiestrar	r e a d j e s t ɾ a ɾ
readmitida	r e a d m i t i d a
readmitidas	r e a d m i t i d a s
readmitido	r e a d m i t i d o
readmitidos	r e a d m i t i d o s
readopción	r e a d o b θ j o n
readoptar	r e a d o b t a ɾ
readquirir	r e a d k i ɾ i ɾ
readquisición	r e a d k i s i θ j o n
reafianzamiento	r e a f j a n θ a m j e n t o
reafiliación	r e a f i l j a θ j o n
reafirmación	r e a f i ɾ m a θ j o n
reafirmada	r e a f i ɾ m a d a
reafirmadas	r e a f i ɾ m a d a s
reafirmado	r e a f i ɾ m a d o
reafirmados	r e a f i ɾ m a d o s
reafirmamos	r e a f i ɾ m a m o s
reafirmando	r e a f i ɾ m a n d o
reafirmar	r e a f i ɾ m a ɾ
reagrupación	r e a ɡ ɾ u p a θ j o n
reagrupada	r e a ɡ ɾ u p a d a
reagrupadas	r e a ɡ ɾ u p a d a s
reagrupado	r e a ɡ ɾ u p a d o
reagrupados	r e a ɡ ɾ u p a d o s
reagrupamiento	r e a ɡ ɾ u p a m j e n t o
reagrupamos	r e a ɡ ɾ u p a m o s
reagrupando	r e a ɡ ɾ u p a n d o
reagrupar	r e a ɡ ɾ u p a ɾ
reajustada	r e a x u s t a d a
reajustadas	r e a x u s t a d a s
reajustado	r e a x u s t a d o
reajustados	r e a x u s t a d o s
reajustar	r e a x u s t a ɾ
reajuste	r e a x u s t e
reajustes	r e a x u s t e s
real	r e a l
realce	r e a l θ e
realero	r e a l e ɾ o
realeza	r e a l e θ a
realidad	r e a l i d a d
realimentada	r e a l i m e n t a d a
realimentadas	r e a l i m e n t a d a s
realimentado	r e a l i m e n t a d o
realimentados	r e a l i m e n t a d o s
realimentar	r e a l i m e n t a ɾ
realineada	r e a l i n e a d a
realineadas	r e a l i n e a d a s
realineado	r e a l i n e a d o
realineados	r e a l i n e a d o s
realinear	r e a l i n e a ɾ
realismo	r e a l i s m o
realista	r e a l i s t a
realistar	r e a l i s t a ɾ
realistemos	r e a l i s t e m o s
reality	r e a l i t i
realizable	r e a l i θ a b l e
realización	r e a l i θ a θ j o n
realizada	r e a l i θ a d a
realizadas	r e a l i θ a d a s
realizado	r e a l i θ a d o
realizador	r e a l i θ a d o ɾ
realizadora	r e a l i θ a d o ɾ a
realizados	r e a l i θ a d o s
realizamos	r e a l i θ a m o s
realizando	r e a l i θ a n d o
realizar	r e a l i θ a ɾ
realojada	r e a l o x a d a
realojadas	r e a l o x a d a s
realojado	r e a l o x a d o
realojados	r e a l o x a d o s
realojamiento	r e a l o x a m j e n t o
realojamos	r e a l o x a m o s
realojar	r e a l o x a ɾ
realojo	r e a l o x o
realquilada	r e a l k i l a d a
realquiladas	r e a l k i l a d a s
realquilado	r e a l k i l a d o
realquilados	r e a l k i l a d o s
realquilar	r e a l k i l a ɾ
realzada	r e a l θ a d a
realzadas	r e a l θ a d a s
realzado	r e a l θ a d o
realzados	r e a l θ a d o s
realzar	r e a l θ a ɾ
realícelo	r e a l i θ e l o
reanimación	r e a n i m a θ j o n
reanimada	r e a n i m a d a
reanimadas	r e a n i m a d a s
reanimado	r e a n i m a d o
reanimador	r e a n i m a d o ɾ
reanimados	r e a n i m a d o s
reanimar	r e a n i m a ɾ
reanudación	r e a n u d a θ j o n
reanudada	r e a n u d a d a
reanudadas	r e a n u d a d a s
reanudado	r e a n u d a d o
reanudados	r e a n u d a d o s
reanudar	r e a n u d a ɾ
reaparecer	r e a p a ɾ e θ e ɾ
reaparecida	r e a p a ɾ e θ i d a
reaparecidas	r e a p a ɾ e θ i d a s
reaparecido	r e a p a ɾ e θ i d o
reaparecidos	r e a p a ɾ e θ i d o s
reaparición	r e a p a ɾ i θ j o n
reapertura	r e a p e ɾ t u ɾ a
reaplicar	r e a p l i k a ɾ
reaprender	r e a p ɾ e n d e ɾ
reaprendida	r e a p ɾ e n d i d a
reaprendidas	r e a p ɾ e n d i d a s
reaprendido	r e a p ɾ e n d i d o
reaprendidos	r e a p ɾ e n d i d o s
reapropiación	r e a p ɾ o p j a θ j o n
reapropiar	r e a p ɾ o p j a ɾ
reaprovechada	r e a p ɾ o b e t͡ʃ a d a
reaprovechadas	r e a p ɾ o b e t͡ʃ a d a s
reaprovechado	r e a p ɾ o b e t͡ʃ a d o
reaprovechados	r e a p ɾ o b e t͡ʃ a d o s
reaprovechamiento	r e a p ɾ o b e t͡ʃ a m j e n t o
reaprovechar	r e a p ɾ o b e t͡ʃ a ɾ
reaprovisionar	r e a p ɾ o b i s j o n a ɾ
reargüida	r e a ɾ ɡ w i d a
reargüidas	r e a ɾ ɡ w i d a s
reargüido	r e a ɾ ɡ w i d o
reargüidos	r e a ɾ ɡ w i d o s
reargüir	r e a ɾ ɡ w i ɾ
rearmada	r e a ɾ m a d a
rearmadas	r e a ɾ m a d a s
rearmado	r e a ɾ m a d o
rearmados	r e a ɾ m a d o s
rearmamento	r e a ɾ m a m e n t o
rearmar	r e a ɾ m a ɾ
rearme	r e a ɾ m e
rearticular	r e a ɾ t i k u l a ɾ
reas	r e a s
reasegurar	r e a s e ɡ u ɾ a ɾ
reaseguro	r e a s e ɡ u ɾ o
reasentada	r e a s e n t a d a
reasentadas	r e a s e n t a d a s
reasentado	r e a s e n t a d o
reasentados	r e a s e n t a d o s
reasentar	r e a s e n t a ɾ
reasfaltar	r e a s f a l t a ɾ
reasignar	r e a s i ɡ n a ɾ
reasumir	r e a s u m i ɾ
reasunción	r e a s u n θ j o n
reata	r e a t a
reatada	r e a t a d a
reatadas	r e a t a d a s
reatado	r e a t a d o
reatados	r e a t a d o s
reatar	r e a t a ɾ
reatazo	r e a t a θ o
reatazos	r e a t a θ o s
reautorizar	r e a u t o ɾ i θ a ɾ
reavivada	r e a b i b a d a
reavivadas	r e a b i b a d a s
reavivado	r e a b i b a d o
reavivados	r e a b i b a d o s
reavivamiento	r e a b i b a m j e n t o
reavivar	r e a b i b a ɾ
reaño	r e a ɲ o
rebaba	r e b a b a
rebacheo	r e b a t͡ʃ e o
rebaja	r e b a x a
rebajada	r e b a x a d a
rebajadas	r e b a x a d a s
rebajado	r e b a x a d o
rebajados	r e b a x a d o s
rebajar	r e b a x a ɾ
rebajo	r e b a x o
rebalancear	r e b a l a n θ e a ɾ
rebanada	r e b a n a d a
rebanadas	r e b a n a d a s
rebanado	r e b a n a d o
rebanados	r e b a n a d o s
rebasada	r e b a s a d a
rebasadas	r e b a s a d a s
rebasado	r e b a s a d o
rebasados	r e b a s a d o s
rebasamiento	r e b a s a m j e n t o
rebasar	r e b a s a ɾ
rebase	r e b a s e
rebatada	r e b a t a d a
rebatadas	r e b a t a d a s
rebatado	r e b a t a d o
rebatados	r e b a t a d o s
rebatida	r e b a t i d a
rebatidas	r e b a t i d a s
rebatido	r e b a t i d o
rebatidos	r e b a t i d o s
rebatinga	r e b a t i n ɡ a
rebatiña	r e b a t i ɲ a
rebato	r e b a t o
rebatos	r e b a t o s
rebautizada	r e b a u t i θ a d a
rebautizadas	r e b a u t i θ a d a s
rebautizado	r e b a u t i θ a d o
rebautizados	r e b a u t i θ a d o s
rebautizar	r e b a u t i θ a ɾ
rebañada	r e b a ɲ a d a
rebañadas	r e b a ɲ a d a s
rebañado	r e b a ɲ a d o
rebañados	r e b a ɲ a d o s
rebañar	r e b a ɲ a ɾ
rebaño	r e b a ɲ o
rebeca	r e b e k a
rebeco	r e b e k o
rebelada	r e b e l a d a
rebeladas	r e b e l a d a s
rebelado	r e b e l a d o
rebelados	r e b e l a d o s
rebelamos	r e b e l a m o s
rebelando	r e b e l a n d o
rebelar	r e b e l a ɾ
rebelde	r e b e l d e
rebeldía	r e b e l d i a
rebelión	r e b e l j o n
rebencazo	r e b e n k a θ o
rebencazos	r e b e n k a θ o s
rebenque	r e b e n k e
reblandecer	r e b l a n d e θ e ɾ
reblandecida	r e b l a n d e θ i d a
reblandecidas	r e b l a n d e θ i d a s
reblandecido	r e b l a n d e θ i d o
reblandecidos	r e b l a n d e θ i d o s
reblandecimiento	r e b l a n d e θ i m j e n t o
reblar	r e b l a ɾ
rebobinada	r e b o b i n a d a
rebobinadas	r e b o b i n a d a s
rebobinado	r e b o b i n a d o
rebobinados	r e b o b i n a d o s
rebobinamos	r e b o b i n a m o s
rebobinando	r e b o b i n a n d o
rebobinar	r e b o b i n a ɾ
rebollo	r e b o ʝ o
reboot	r i b u t
reborde	r e b o ɾ d e
rebosa	r e b o s a
rebosada	r e b o s a d a
rebosadas	r e b o s a d a s
rebosado	r e b o s a d o
rebosados	r e b o s a d o s
rebosamiento	r e b o s a m j e n t o
rebosante	r e b o s a n t e
rebosar	r e b o s a ɾ
rebotada	r e b o t a d a
rebotadas	r e b o t a d a s
rebotado	r e b o t a d o
rebotados	r e b o t a d o s
rebotar	r e b o t a ɾ
rebote	r e b o t e
rebozada	r e b o θ a d a
rebozadas	r e b o θ a d a s
rebozado	r e b o θ a d o
rebozados	r e b o θ a d o s
rebozante	r e b o θ a n t e
rebozar	r e b o θ a ɾ
rebozo	r e b o θ o
rebramar	r e b ɾ a m a ɾ
rebrincada	r e b ɾ i n k a d a
rebrincadas	r e b ɾ i n k a d a s
rebrincado	r e b ɾ i n k a d o
rebrincados	r e b ɾ i n k a d o s
rebrincar	r e b ɾ i n k a ɾ
rebrote	r e b ɾ o t e
rebujito	r e b u x i t o
rebujo	r e b u x o
rebullicio	r e b u ʝ i θ j o
rebullida	r e b u ʝ i d a
rebullidas	r e b u ʝ i d a s
rebullido	r e b u ʝ i d o
rebullidos	r e b u ʝ i d o s
rebullir	r e b u ʝ i ɾ
rebuscada	r e b u s k a d a
rebuscadas	r e b u s k a d a s
rebuscado	r e b u s k a d o
rebuscados	r e b u s k a d o s
rebuscamos	r e b u s k a m o s
rebuscar	r e b u s k a ɾ
rebuznada	r e b u θ n a d a
rebuznadas	r e b u θ n a d a s
rebuznado	r e b u θ n a d o
rebuznados	r e b u θ n a d o s
rebuzno	r e b u θ n o
recabada	r e k a b a d a
recabadas	r e k a b a d a s
recabado	r e k a b a d o
recabados	r e k a b a d o s
recabar	r e k a b a ɾ
recabdo	r e k a b d o
recabita	r e k a b i t a
recadar	r e k a d a ɾ
recadera	r e k a d e ɾ a
recadero	r e k a d e ɾ o
recadito	r e k a d i t o
recado	r e k a d o
recaer	r e k a e ɾ
recalada	r e k a l a d a
recaladas	r e k a l a d a s
recalado	r e k a l a d o
recalados	r e k a l a d o s
recalar	r e k a l a ɾ
recalcada	r e k a l k a d a
recalcadas	r e k a l k a d a s
recalcado	r e k a l k a d o
recalcados	r e k a l k a d o s
recalcar	r e k a l k a ɾ
recalcitrante	r e k a l θ i t ɾ a n t e
recalculada	r e k a l k u l a d a
recalculadas	r e k a l k u l a d a s
recalculado	r e k a l k u l a d o
recalculados	r e k a l k u l a d o s
recalculamos	r e k a l k u l a m o s
recalculando	r e k a l k u l a n d o
recalcular	r e k a l k u l a ɾ
