ա	ɑ
տատրակ	d ɑ d ɾ ɑ ɡ
տար	d ɑ ɾ
տարա	d ɑ ɾ ɑ
տարաբանվոր	d ɑ ɾ ɑ pʰ ɑ n v ɔ ɾ
տարադրամ	d ɑ ɾ ɑ tʰ ə ɾ ɑ m
տարադրամի	d ɑ ɾ ɑ tʰ ə ɾ ɑ m i
տարաժամանակյա	d ɑ ɾ ɑ ʒ ɑ m ɑ n ɑ ɡ j ɑ
տարածաժամանակային	d ɑ ɾ ɑ d͡z ɑ ʒ ɑ m ɑ n ɑ ɡ ɑ j i n
տարածաշրջան	d ɑ ɾ ɑ d͡z ɑ ʃ ə ɾ t͡ʃʰ ɑ n
տարածաշրջանային	d ɑ ɾ ɑ d͡z ɑ ʃ ə ɾ t͡ʃʰ ɑ n ɑ j i n
տարածել	d ɑ ɾ ɑ d͡z ɛ l
տարածություն	d ɑ ɾ ɑ d͡z u tʰ ʏ n
տարածված	d ɑ ɾ ɑ d͡z v ɑ d͡z
տարածք	d ɑ ɾ ɑ t͡sʰ kʰ
տարածքային	d ɑ ɾ ɑ t͡sʰ kʰ ɑ j i n
տարակույս	d ɑ ɾ ɑ ɡ u j s
տարակուսել	d ɑ ɾ ɑ ɡ u s ɛ l
տարամիտել	d ɑ ɾ ɑ m i d ɛ l
տարատեսակ	d ɑ ɾ ɑ d ɛ s ɑ ɡ
տարափ	d ɑ ɾ ɑ pʰ
տարբեր	d ɑ ɾ pʰ ɛ ɾ
տարբերակ	d ɑ ɾ pʰ ɛ ɾ ɑ ɡ
տարբերել	d ɑ ɾ pʰ ɛ ɾ ɛ l
տարբերություն	d ɑ ɾ pʰ ɛ ɾ u tʰ ʏ n
տարեդարձ	d ɑ ɾ ɛ tʰ ɑ ɾ t͡sʰ
տարելից	d ɑ ɾ ɛ l i t͡sʰ
տարեկան	d ɑ ɾ ɛ ɡ ɑ n
տարեկետում	d ɑ ɾ ɛ ɡ ɛ d u m
տարենթոն	d ɑ ɾ ɛ n tʰ ɔ n
տարենտ	d ɑ ɾ ɛ n d
տարերք	d ɑ ɾ ɛ ɾ kʰ
տարեց	d ɑ ɾ ɛ t͡sʰ
տարթ	d ɑ ɾ tʰ
տարի	d ɑ ɾ i
տարիք	d ɑ ɾ i kʰ
տարխուն	d ɑ ɾ χ u n
տարկետել	d ɑ ɾ ɡ ɛ d ɛ l
տարկետում	d ɑ ɾ ɡ ɛ d u m
տարկետվել	d ɑ ɾ ɡ ɛ d v ɛ l
տարմ	d ɑ ɾ m
տարմահավ	d ɑ ɾ m ɑ h ɑ v
տարնմանություն	d ɑ ɾ n ə m ɑ n u tʰ ʏ n
տարողություն	d ɑ ɾ ɔ ʁ u tʰ ʏ n
տարոն	d ɑ ɾ ɔ n
տարսոն	d ɑ ɾ s ɔ n
տարվել	d ɑ ɾ v ɛ l
տարտամ	d ɑ ɾ d ɑ m
տարտուս	d ɑ ɾ d u s
տարր	d ɑ ɾː
տարրական	d ɑ ɾː ɑ ɡ ɑ n
տարփ	d ɑ ɾ pʰ
տարօրինակ	d ɑ ɾ ɔ ɾ i n ɑ ɡ
տափ	d ɑ pʰ
տափակ	d ɑ pʰ ɑ ɡ
տափակաշուրթ	d ɑ pʰ ɑ ɡ ɑ ʃ u ɾ tʰ
տափան	d ɑ pʰ ɑ n
տափաստան	d ɑ pʰ ɑ s t ɑ n
տափաստանային	d ɑ pʰ ɑ s t ɑ n ɑ j i n
տափօղակ	d ɑ pʰ ɔ ʁ ɑ ɡ
տաք	d ɑ kʰ
տաքավուն	d ɑ kʰ ɑ v u n
տաքդեղ	d ɑ kʰ tʰ ɛ ʁ
տաքություն	d ɑ kʰ u tʰ ʏ n
տաքսի	d ɑ kʰ s i
տգեղ	d ə kʰ ɛ ʁ
տգետ	d ə kʰ ɛ d
տգիտություն	d ə kʰ i d u tʰ ʏ n
տեգ	d ɛ kʰ
տեգերակին	d ɛ kʰ ɛ ɾ ɑ ɡ i n
տեգերկին	d ɛ kʰ ɛ ɾ ɡ i n
տեգուսիգալպա	d ɛ kʰ u s i kʰ ɑ l b ɑ
տեգր	d ɛ kʰ ə ɾ
տեգրակին	d ɛ kʰ ɾ ɑ ɡ i n
տելուգու	d ɛ l u kʰ u
տելուր	d ɛ l u ɾ
տեխաս	d ɛ χ ɑ s
տեխնեցիում	d ɛ χ n ɛ t͡sʰ i j u m
տեխնիկա	d ɛ χ n i ɡ ɑ
տեխնիկական	d ɛ χ n i ɡ ɑ ɡ ɑ n
տեխնոլոգիա	d ɛ χ n ɔ l ɔ kʰ j ɑ
տեխնոլոգիաներ	d ɛ χ n ɔ l ɔ kʰ j ɑ n ɛ ɾ
տեխնոպարկ	d ɛ χ n ɔ b ɑ ɾ ɡ
տեկիլա	d ɛ ɡ i l ɑ
տեղ	d ɛ ʁ
տեղադրում	d ɛ ʁ ɑ tʰ ɾ u m
տեղակալ	d ɛ ʁ ɑ ɡ ɑ l
տեղաճարակ	d ɛ ʁ ɑ d͡ʒ ɑ ɾ ɑ ɡ
տեղանուն	d ɛ ʁ ɑ n u n
տեղանք	d ɛ ʁ ɑ ŋ kʰ
տեղաշարժել	d ɛ ʁ ɑ ʃ ɑ ɾ ʒ ɛ l
տեղատվություն	d ɛ ʁ ɑ d v u tʰ ʏ n
տեղափոխել	d ɛ ʁ ɑ pʰ ɔ χ ɛ l
տեղեկանալ	d ɛ ʁ ɛ ɡ ɑ n ɑ l
տեղեկատու	d ɛ ʁ ɛ ɡ ɑ d u
տեղեկատվական	d ɛ ʁ ɛ ɡ ɑ d v ɑ ɡ ɑ n
տեղեկատվություն	d ɛ ʁ ɛ ɡ ɑ d v u tʰ ʏ n
տեղեկացնել	d ɛ ʁ ɛ ɡ ɑ t͡sʰ ə n ɛ l
տեղեկություն	d ɛ ʁ ɛ ɡ u tʰ ʏ n
տեղի	d ɛ ʁ i
տեղիք	d ɛ ʁ i kʰ
տեղյակ	d ɛ ʁ j ɑ ɡ
տենալ	d ɛ n ɑ l
տենդ	d ɛ n tʰ
տենդախտ	d ɛ n tʰ ɑ χ t
տենեդոս	d ɛ n ɛ tʰ ɔ s
տենչալ	d ɛ n t͡ʃʰ ɑ l
տեռ	d ɛ ɾ
տեռորիզմ	d ɛ ɾ ɔ ɾ i z m
տեռորիստ	d ɛ ɾ ɔ ɾ i s t
տեռորիստական	d ɛ ɾ ɔ ɾ i s t ɑ ɡ ɑ n
տեսաերիզ	d ɛ s ɑ j ɛ ɾ i z
տեսախցիկ	d ɛ s ɑ χ ə t͡sʰ i ɡ
տեսակ	d ɛ s ɑ ɡ
տեսական	d ɛ s ɑ ɡ ɑ n
տեսականիշ	d ɛ s ɑ ɡ ɑ n i ʃ
տեսականորեն	d ɛ s ɑ ɡ ɑ n ɔ ɾ ɛ n
տեսակետ	d ɛ s ɑ ɡ ɛ d
տեսահոլովակ	d ɛ s ɑ h ɔ l ɔ v ɑ ɡ
տեսանելի	d ɛ s ɑ n ɛ l i
տեսանյութ	d ɛ s ɑ n ʏ tʰ
տեսարան	d ɛ s ɑ ɾ ɑ n
տեսարժան	d ɛ s ɑ ɾ ʒ ɑ n
տեսիլ	d ɛ s i l
տեսիլք	d ɛ s i l kʰ
տեսլական	d ɛ s l ɑ ɡ ɑ n
տեսնալ	d ɛ s n ɑ l
տեսնել	d ɛ s n ɛ l
տեսողություն	d ɛ s ɔ ʁ u tʰ ʏ n
տեսություն	d ɛ s u tʰ ʏ n
տեսուչ	d ɛ s u t͡ʃʰ
տեսչական	d ɛ s t͡ʃʰ ɑ ɡ ɑ n
տեսք	d ɛ s kʰ
տետր	d ɛ d ə ɾ
տեր	d ɛ ɾ
տերբիում	d ɛ ɾ pʰ i j u m
տերեւ	d ɛ ɾ ɛ v
տերեփուկ	d ɛ ɾ ɛ pʰ u ɡ
տերիտորիա	d ɛ ɾ i d ɔ ɾ j ɑ
տերմին	d ɛ ɾ m i n
տերություն	d ɛ ɾ u tʰ ʏ n
տերունի	d ɛ ɾ u n i
տերպանդրոս	d ɛ ɾ b ɑ n tʰ ɾ ɔ s
տերտեր	d ɛ ɾ d ɛ ɾ
տերտերյան	d ɛ ɾ d ɛ ɾ j ɑ n
տեւ	d ɛ v
տեւել	d ɛ v ɛ l
տեւողություն	d ɛ v ɔ ʁ u tʰ ʏ n
տեքստ	d ɛ kʰ s t
տեքր	d ɛ kʰ ə ɾ
տզրուկ	d ə z ɾ u ɡ
տժվժալ	d ə ʒ v ə ʒ ɑ l
տժվժիկ	d ə ʒ v ə ʒ i ɡ
տի	d i
տիբեթ	d i pʰ ɛ tʰ
տիբեթական	d i pʰ ɛ tʰ ɑ ɡ ɑ n
տիբեթերեն	d i pʰ ɛ tʰ ɛ ɾ ɛ n
տիբեր	d i pʰ ɛ ɾ
տիբերիոս	d i pʰ ɛ ɾ i ɔ s
տիբերիս	d i pʰ ɛ ɾ i s
տիգրան	d i kʰ ɾ ɑ n
տիգրանուհի	d i kʰ ɾ ɑ n u h i
տիգրիս	d i kʰ ɾ i s
տիեզերագնաց	d j ɛ z ɛ ɾ ɑ kʰ ə n ɑ t͡sʰ
տիեզերանավ	d j ɛ z ɛ ɾ ɑ n ɑ v
տիեզերք	d i j ɛ z ɛ ɾ kʰ
տիեզերք	d j ɛ z ɛ ɾ kʰ
տիզ	d i z
տիզբոն	d i s pʰ ɔ n
տիկ	d i ɡ
տիկին	d i ɡ i n
տիկնիկ	d i ɡ n i ɡ
տիկնիկային	d i ɡ n i ɡ ɑ j i n
տիկնունի	d i ɡ n u n i
տիղմ	d i ʁ m
տիմոթեոս	d i m ɔ tʰ ɛ ɔ s
տիպ	d i b
տիպաբանական	d i b ɑ pʰ ɑ n ɑ ɡ ɑ n
տիվ	d i v
տիտան	d i d ɑ n
տիր	d i ɾ
տիրան	d i ɾ ɑ n
տիրանա	d i ɾ ɑ n ɑ
տիրապետել	d i ɾ ɑ b ɛ d ɛ l
տիրապետում	d i ɾ ɑ b ɛ d u m
տիրացու	d i ɾ ɑ t͡sʰ u
տիրել	d i ɾ ɛ l
տիրտեոս	d i ɾ d ɛ ɔ s
տիք	d i kʰ
տխմար	d ə χ m ɑ ɾ
տխուր	d ə χ u ɾ
տխրություն	d ə χ ɾ u tʰ ʏ n
տկար	d ə ɡ ɑ ɾ
տկլոր	d ə ɡ l ɔ ɾ
տկողին	d ə ɡ ɔ ʁ i n
տկռել	d ə ɡ ɾ ɛ l
տհաճ	d ə h ɑ d͡ʒ
տհաս	d ə h ɑ s
տձեւ	d ə t͡sʰ ɛ v
տղա	d ə ʁ ɑ
տղամարդ	d ə ʁ ɑ m ɑ ɾ tʰ
տղամարդիկ	d ə ʁ ɑ m ɑ ɾ tʰ i ɡ
տղմուտ	d ə ʁ m u d
տմարդի	d ə m ɑ ɾ tʰ i
տյումեն	d ʏ m ɛ n
տյուն	d ʏ n
տյուրացի	d ʏ ɾ ɑ t͡sʰ i
տյուրոս	d ʏ ɾ ɔ s
տնակ	d ə n ɑ ɡ
տնական	d ə n ɑ ɡ ɑ n
տնային	d ə n ɑ j i n
տնատիրուհի	d ə n ɑ d i ɾ u h i
տնկի	d ə ŋ ɡ i
տնջրի	d ə n t͡ʃʰ ə ɾ i
տնտես	d ə n d ɛ s
տնտեսագետ	d ə n d ɛ s ɑ kʰ ɛ d
տնտեսագիտական	d ə n d ɛ s ɑ kʰ i d ɑ ɡ ɑ n
տնտեսագիտություն	d ə n d ɛ s ɑ kʰ i d u tʰ ʏ n
տնտեսական	d ə n d ɛ s ɑ ɡ ɑ n
տնտեսություն	d ə n d ɛ s u tʰ ʏ n
տնփեսա	d ə n pʰ ɛ s ɑ
տնքալ	d ə ŋ kʰ ɑ l
տնօրեն	d ə n ɔ ɾ ɛ n
տնօրինել	d ə n ɔ ɾ i n ɛ l
տոգո	d ɔ kʰ ɔ
տոթ	d ɔ tʰ
տոլմա	d ɔ l m ɑ
տոլյատի	d ɔ l j ɑ d i
տոկալ	d ɔ ɡ ɑ l
տոկացող	d ɔ ɡ ɑ t͡sʰ ɔ ʁ
տոկիո	d ɔ ɡ i ɔ
տոկոս	d ɔ ɡ ɔ s
տոկոսիք	d ɔ ɡ ɔ s i kʰ
տոկուն	d ɔ ɡ u n
տոկունություն	d ɔ ɡ u n u tʰ ʏ n
տոհմ	d ɔ h m
տոհմածառ	d ɔ h m ɑ d͡z ɑ ɾ
տող	d ɔ ʁ
տողադարձ	d ɔ ʁ ɑ tʰ ɑ ɾ t͡sʰ
տողան	d ɔ ʁ ɑ n
տոմար	d ɔ m ɑ ɾ
տոմարակալություն	d ɔ m ɑ ɾ ɑ ɡ ɑ l u tʰ ʏ n
տոմս	d ɔ m s
տոմսարկղ	d ɔ m s ɑ ɾ ɡ ə ʁ
տոմսկ	d ɔ m s k
տոն	d ɔ n
տոնագիր	d ɔ n ɑ kʰ i ɾ
տոնածառ	d ɔ n ɑ d͡z ɑ ɾ
տոնավաճառ	d ɔ n ɑ v ɑ d͡ʒ ɑ ɾ
տոնել	d ɔ n ɛ l
տոնոյան	d ɔ n ɔ j ɑ n
տոպրակ	d ɔ b ɾ ɑ ɡ
տոռն	d ɔ ɾ ə n
տոտեմ	d ɔ d ɛ m
տորգ	d ɔ ɾ kʰ
տորդիկ	d ɔ ɾ tʰ i ɡ
տորթ	d ɔ ɾ tʰ
տորմ	d ɔ ɾ m
տորմիղ	d ɔ ɾ m i ʁ
տորմուզ	d ɔ ɾ m u z
տորոն	d ɔ ɾ ɔ n
տորտ	d ɔ ɾ d
տորք	d ɔ ɾ kʰ
տորֆ	d ɔ ɾ f
տուալետ	d u ɑ l ɛ d
տուբերկուլյոզ	d u pʰ ɛ ɾ ɡ u l j ɔ z
տուբերկուլոզ	d u pʰ ɛ ɾ ɡ u l ɔ z
տուգանք	d u kʰ ɑ ŋ kʰ
տուզ	d u z
տուժել	d u ʒ ɛ l
տուժող	d u ʒ ɔ ʁ
տուժվել	d u ʒ v ɛ l
տուլա	d u l ɑ
տուկան	d u ɡ ɑ n
տուղտ	d u ʁ d
տույժ	d u j ʒ
տուն	d u n
տունդրա	d u n tʰ ɾ ɑ
տունկ	d u ŋ ɡ
տունտունիկ	d u n d u n i ɡ
տուպոյ	d u b ɔ j
տուտ	d u d
տուտուզ	d u d u z
տուր	d u ɾ
տուրիզմ	d u ɾ i z m
տուրին	d u ɾ i n
տուրմ	d u ɾ m
տուրք	d u ɾ kʰ
տուփ	d u pʰ
տպագրություն	d ə b ɑ kʰ ɾ u tʰ ʏ n
տպավորել	d ə b ɑ v ɔ ɾ ɛ l
տպավորիչ	d ə b ɑ v ɔ ɾ i t͡ʃʰ
տպավորություն	d ə b ɑ v ɔ ɾ u tʰ ʏ n
տպավորված	d ə b ɑ v ɔ ɾ v ɑ d͡z
տպավորվել	d ə b ɑ v ɔ ɾ v ɛ l
տպարան	d ə b ɑ ɾ ɑ n
տպել	d ə b ɛ l
տպիչ	d ə b i t͡ʃʰ
տռել	d ə ɾ ɛ l
տռզել	d ə ɾ z ɛ l
տռուզ	d ə ɾ u z
տվեր	d v ɛ ɾ
տվյալ	d ə v j ɑ l
տտ	d ə d ə
տրական	d ə ɾ ɑ ɡ ɑ n
տրակտոր	d ɾ ɑ ɡ d ɔ ɾ
տրամաբան	d ə ɾ ɑ m ɑ pʰ ɑ n
տրամաբանական	d ɾ ɑ m ɑ pʰ ɑ n ɑ ɡ ɑ n
տրամաբանություն	d ɾ ɑ m ɑ pʰ ɑ n u tʰ ʏ n
տրամագիծ	d ɾ ɑ m ɑ kʰ i d͡z
տրամադրել	d ə ɾ ɑ m ɑ tʰ ɾ ɛ l
տրամադրություն	d ɾ ɑ m ɑ tʰ ɾ u tʰ ʏ n
տրամաչափ	d ə ɾ ɑ m ɑ t͡ʃʰ ɑ pʰ
տրամվայ	d ɾ ɑ m v ɑ j
տրանսգենդեր	d ɾ ɑ n s kʰ ɛ n tʰ ɛ ɾ
տրանսիլվանիա	d ɾ ɑ n s i l v ɑ n j ɑ
տրանսպորտ	d ə ɾ ɑ n s p ɔ ɾ d
տրապիզոն	d ɾ ɑ b i z ɔ n
տրդատ	d ə ɾ tʰ ɑ d
տրենաժոր	d ɾ ɛ n ɑ ʒ ɔ ɾ
տրիբոլոգիա	d ɾ i pʰ ɔ l ɔ kʰ j ɑ
տրիբունա	d ɾ i pʰ u n ɑ
տրիպոլի	d ɾ i b ɔ l i
տրիպուրա	d ɾ i b u ɾ ɑ
տրոլեյբուս	d ɾ ɔ l ɛ j pʰ u s
տրոհել	d ə ɾ ɔ h ɛ l
տրոմբոն	d ɾ ɔ m pʰ ɔ n
տրոցկիզմ	d ɾ ɔ t͡sʰ k i z m
տրուսիկ	d ɾ u s i ɡ
տրցակ	d ə ɾ t͡sʰ ɑ ɡ
տրցակաձեւ	d ə ɾ t͡sʰ ɑ ɡ ɑ t͡sʰ ɛ v
տրցակել	d ə ɾ t͡sʰ ɑ ɡ ɛ l
տփղիս	d ə pʰ χ i s
ր	ɾ ə
րաբունապետ	ɾ ɑ pʰ u n ɑ b ɛ d
րաֆֆի	ɾ ɑ fː i
րե	ɾ ɛ
րոպե	ɾ ɔ b ɛ
րոպեական	ɾ ɔ b ɛ j ɑ ɡ ɑ n
ց	t͡sʰ ə
ցախ	t͡sʰ ɑ χ
ցախանոց	t͡sʰ ɑ χ ɑ n ɔ t͡sʰ
ցախատուն	t͡sʰ ɑ χ ɑ d u n
ցած	t͡sʰ ɑ d͡z
ցածր	t͡sʰ ɑ d͡z ə ɾ
ցածրահասակ	t͡sʰ ɑ d͡z ɾ ɑ h ɑ s ɑ ɡ
ցամաք	t͡sʰ ɑ m ɑ kʰ
ցամաքահանում	t͡sʰ ɑ m ɑ kʰ ɑ h ɑ n u m
ցամաքային	t͡sʰ ɑ m ɑ kʰ ɑ j i n
ցայգ	t͡sʰ ɑ j kʰ
ցայսօր	t͡sʰ ɑ j s ɔ ɾ
ցանել	t͡sʰ ɑ n ɛ l
ցանկ	t͡sʰ ɑ ŋ ɡ
ցանկալ	t͡sʰ ɑ ŋ ɡ ɑ l
ցանկալի	t͡sʰ ɑ ŋ ɡ ɑ l i
ցանկանալ	t͡sʰ ɑ ŋ ɡ ɑ n ɑ l
ցանկապատ	t͡sʰ ɑ ŋ ɡ ɑ b ɑ d
ցանկություն	t͡sʰ ɑ ŋ ɡ u tʰ ʏ n
ցանց	t͡sʰ ɑ n t͡sʰ
ցանցաթաղանթ	t͡sʰ ɑ n t͡sʰ ɑ tʰ ɑ ʁ ɑ n tʰ
ցանցահեն	t͡sʰ ɑ n t͡sʰ ɑ h ɛ n
ցանցաճոճ	t͡sʰ ɑ n t͡sʰ ɑ d͡ʒ ɔ d͡ʒ
ցանցել	t͡sʰ ɑ n t͡sʰ ɛ l
ցանցենի	t͡sʰ ɑ n t͡sʰ ɛ n i
ցասկոտ	t͡sʰ ɑ s k ɔ d
ցավ	t͡sʰ ɑ v
ցավալ	t͡sʰ ɑ v ɑ l
ցավակցություն	t͡sʰ ɑ v ɑ kʰ t͡sʰ u tʰ ʏ n
ցավել	t͡sʰ ɑ v ɛ l
ցավոք	t͡sʰ ɑ v ɔ kʰ
ցատկ	t͡sʰ ɑ d ɡ
ցատկել	t͡sʰ ɑ d ɡ ɛ l
ցար	t͡sʰ ɑ ɾ
ցարական	t͡sʰ ɑ ɾ ɑ ɡ ɑ n
ցացիկի	t͡sʰ ɑ t͡sʰ i ɡ i
ցաք	t͡sʰ ɑ kʰ
ցաքատ	t͡sʰ ɑ kʰ ɑ d
ցաքի	t͡sʰ ɑ kʰ i
ցել	t͡sʰ ɛ l
ցեխ	t͡sʰ ɛ χ
ցեծ	t͡sʰ ɛ d͡z
ցեղ	t͡sʰ ɛ ʁ
ցեղասպան	t͡sʰ ɛ ʁ ɑ s p ɑ n
ցեղասպանություն	t͡sʰ ɛ ʁ ɑ s p ɑ n u tʰ ʏ n
ցեմենտ	t͡sʰ ɛ m ɛ n d
ցեյլոն	t͡sʰ ɛ j l ɔ n
ցենտներ	t͡sʰ ɛ n d n ɛ ɾ
ցերեկ	t͡sʰ ɛ ɾ ɛ ɡ
ցերեկույթ	t͡sʰ ɛ ɾ ɛ ɡ u j tʰ
ցեց	t͡sʰ ɛ t͡sʰ
ցիգան	t͡sʰ i kʰ ɑ n
ցիկլոն	t͡sʰ i ɡ l ɔ n
ցին	t͡sʰ i n
ցինգա	t͡sʰ i ŋ kʰ ɑ
ցինիզմ	t͡sʰ i n i z m
ցինկ	t͡sʰ i ŋ ɡ
ցիռ	t͡sʰ i ɾ
ցիրկոնիում	t͡sʰ i ɾ ɡ ɔ n i j u m
ցից	t͡sʰ i t͡sʰ
ցիցերոն	t͡sʰ i t͡sʰ ɛ ɾ ɔ n
ցլամարտ	t͡sʰ ə l ɑ m ɑ ɾ d
ցխինվալ	t͡sʰ χ i n v ɑ l
ցխինք	t͡sʰ ə χ i ŋ kʰ
ցյուրիխ	t͡sʰ ʏ ɾ i χ
ցնդուկ	t͡sʰ ə n tʰ u ɡ
ցնծալ	t͡sʰ ə n d͡z ɑ l
ցնծություն	t͡sʰ ə n d͡z u tʰ ʏ n
ցնորամիտ	t͡sʰ ə n ɔ ɾ ɑ m i d
ցնորք	t͡sʰ ə n ɔ ɾ kʰ
ցնցոտի	t͡sʰ ə n t͡sʰ ɔ d i
ցնցուղ	t͡sʰ ə n t͡sʰ u ʁ
ցո	t͡sʰ ɔ
ցոլակ	t͡sʰ ɔ l ɑ ɡ
ցող	t͡sʰ ɔ ʁ
ցողկ	t͡sʰ ɔ χ k
ցողուն	t͡sʰ ɔ ʁ u n
ցորեն	t͡sʰ ɔ ɾ ɛ n
ցուլ	t͡sʰ u l
ցույց	t͡sʰ u j t͡sʰ
ցունամի	t͡sʰ u n ɑ m i
ցուպ	t͡sʰ u b
ցուրտ	t͡sʰ u ɾ d
ցուցաբերել	t͡sʰ u t͡sʰ ɑ pʰ ɛ ɾ ɛ l
ցուցադրական	t͡sʰ u t͡sʰ ɑ tʰ ɾ ɑ ɡ ɑ n
ցուցադրել	t͡sʰ u t͡sʰ ɑ tʰ ɾ ɛ l
ցուցակ	t͡sʰ u t͡sʰ ɑ ɡ
ցուցակում	t͡sʰ u t͡sʰ ɑ ɡ u m
ցուցահանդես	t͡sʰ u t͡sʰ ɑ h ɑ n tʰ ɛ s
ցուցանակ	t͡sʰ u t͡sʰ ɑ n ɑ ɡ
ցուցանել	t͡sʰ u t͡sʰ ɑ n ɛ l
ցուցասրահ	t͡sʰ u t͡sʰ ɑ s ə ɾ ɑ h
ցուցարար	t͡sʰ u t͡sʰ ɑ ɾ ɑ ɾ
ցուցափեղկ	t͡sʰ u t͡sʰ ɑ pʰ ɛ χ k
ցտել	t͡sʰ ə d ɛ l
ցտեսություն	t͡sʰ ə d ɛ s u tʰ ʏ n
ցրդենի	t͡sʰ ə ɾ tʰ ɛ n i
ցրդի	t͡sʰ ə ɾ tʰ i
ցրել	t͡sʰ ə ɾ ɛ l
ցրտավուն	t͡sʰ ə ɾ d ɑ v u n
ցցունք	t͡sʰ ə t͡sʰ u ŋ kʰ
ւ	v ə
փ	pʰ ə
փազլ	pʰ ɑ z ə l
փաթեթ	pʰ ɑ tʰ ɛ tʰ
փաթեթավորում	pʰ ɑ tʰ ɛ tʰ ɑ v ɔ ɾ u m
փաթիլ	pʰ ɑ tʰ i l
փալաս	pʰ ɑ l ɑ s
փախ	pʰ ɑ χ
փախլավա	pʰ ɑ χ l ɑ v ɑ
փախնել	pʰ ɑ χ n ɛ l
փախուստ	pʰ ɑ χ u s t
փախչել	pʰ ɑ χ t͡ʃʰ ɛ l
փախստական	pʰ ɑ χ ə s t ɑ ɡ ɑ n
փախստյա	pʰ ɑ χ ə s t j ɑ
փախցնել	pʰ ɑ χ t͡sʰ ə n ɛ l
փակ	pʰ ɑ ɡ
փակագիծ	pʰ ɑ ɡ ɑ kʰ i d͡z
փական	pʰ ɑ ɡ ɑ n
փականագործ	pʰ ɑ ɡ ɑ n ɑ kʰ ɔ ɾ d͡z
փականք	pʰ ɑ ɡ ɑ ŋ kʰ
փակել	pʰ ɑ ɡ ɛ l
փակյալ	pʰ ɑ ɡ j ɑ l
փակուղի	pʰ ɑ ɡ u ʁ i
փահլեւան	pʰ ɑ h l ɛ v ɑ n
փահլեւանություն	pʰ ɑ h l ɛ v ɑ n u tʰ ʏ n
փաղանգ	pʰ ɑ ʁ ɑ ŋ kʰ
փաղեժ	pʰ ɑ ʁ ɛ ʒ
փաղփ	pʰ ɑ χ pʰ
փամփշտակալ	pʰ ɑ m pʰ ə ʃ t ɑ ɡ ɑ l
փամփուշտ	pʰ ɑ m pʰ u ʃ t
փայլ	pʰ ɑ j l
փայլածու	pʰ ɑ j l ɑ d͡z u
փայլակ	pʰ ɑ j l ɑ ɡ
փայլատակել	pʰ ɑ j l ɑ d ɑ ɡ ɛ l
փայլել	pʰ ɑ j l ɛ l
փայլյուն	pʰ ɑ j l ʏ n
փայլում	pʰ ɑ j l u m
փայլուն	pʰ ɑ j l u n
փայլունակ	pʰ ɑ j l u n ɑ ɡ
փայլունակություն	pʰ ɑ j l u n ɑ ɡ u tʰ ʏ n
փայլունանալ	pʰ ɑ j l u n ɑ n ɑ l
փայլունացնել	pʰ ɑ j l u n ɑ t͡sʰ ə n ɛ l
փայլունացում	pʰ ɑ j l u n ɑ t͡sʰ u m
փայլունացվել	pʰ ɑ j l u n ɑ t͡sʰ v ɛ l
փայլունություն	pʰ ɑ j l u n u tʰ ʏ n
փայծաղ	pʰ ɑ j d͡z ɑ ʁ
փայտ	pʰ ɑ j d
փայտածուխ	pʰ ɑ j d ɑ d͡z u χ
փայտակարան	pʰ ɑ j d ɑ ɡ ɑ ɾ ɑ n
փայտահատ	pʰ ɑ j d ɑ h ɑ d
փայտանոց	pʰ ɑ j d ɑ n ɔ t͡sʰ
փայտեղեն	pʰ ɑ j d ɛ ʁ ɛ n
փայտիկ	pʰ ɑ j d i ɡ
փայտյա	pʰ ɑ j d j ɑ
փայտոջիլ	pʰ ɑ j d ɔ t͡ʃʰ i l
փայտփորիկ	pʰ ɑ j tʰ pʰ ɔ ɾ i ɡ
փայփայել	pʰ ɑ j pʰ ɑ j ɛ l
փանջարա	pʰ ɑ n t͡ʃʰ ɑ ɾ ɑ
փաշա	pʰ ɑ ʃ ɑ
փաշինյան	pʰ ɑ ʃ i n j ɑ n
փաչա	pʰ ɑ t͡ʃʰ ɑ
փապ	pʰ ɑ b
փապար	pʰ ɑ b ɑ ɾ
փառահեղ	pʰ ɑ ɾ ɑ h ɛ ʁ
փառամոլ	pʰ ɑ ɾ ɑ m ɔ l
փառամոլություն	pʰ ɑ ɾ ɑ m ɔ l u tʰ ʏ n
փառանձեմ	pʰ ɑ ɾ ɑ n t͡sʰ ɛ m
փառասեր	pʰ ɑ ɾ ɑ s ɛ ɾ
փառասիրություն	pʰ ɑ ɾ ɑ s i ɾ u tʰ ʏ n
փառոք	pʰ ɑ ɾ ɔ kʰ
փառք	pʰ ɑ ɾ kʰ
փասթաթուղթ	pʰ ɑ s tʰ ɑ tʰ u χ tʰ
փասիան	pʰ ɑ s j ɑ n
փասվորդ	pʰ ɑ s v ɔ ɾ tʰ
փաստ	pʰ ɑ s t
փաստաբան	pʰ ɑ s t ɑ pʰ ɑ n
փաստաթուղթ	pʰ ɑ s t ɑ tʰ u χ tʰ
փաստահավաք	pʰ ɑ s t ɑ h ɑ v ɑ kʰ
փաստարկ	pʰ ɑ s t ɑ ɾ ɡ
փաստարկել	pʰ ɑ s t ɑ ɾ ɡ ɛ l
փաստարկություն	pʰ ɑ s t ɑ ɾ ɡ u tʰ ʏ n
փաստարկում	pʰ ɑ s t ɑ ɾ ɡ u m
