'tamo'	t̪ a m o
siberianos	s i β̞ e ɾ j a n o s
sibidigua	s i β̞ i ð̞ i ɣ̞ w a
sibil	s i β̞ i l
sibilante	s i β̞ i l ã n̪ t̪ e
sibilina	s i β̞ i l i n a
sibilinas	s i β̞ i l i n a s
sibilino	s i β̞ i l i n o
sibilinos	s i β̞ i l i n o s
siboneyista	s i β̞ o n e ʝ i s t̪ a
sibucao	s i β̞ u k a o
sic	s i k
sicana	s i k a n a
sicano	s i k a n o
sicaria	s i k a ɾ j a
sicarial	s i k a ɾ j a l
sicariales	s i k a ɾ j a l e s
sicarias	s i k a ɾ j a s
sicario	s i k a ɾ j o
sicarios	s i k a ɾ j o s
Sicilia	s i s i l j a
siciliana	s i s i l j a n a
sicilianas	s i s i l j a n a s
siciliano	s i s i l j a n o
sicilianos	s i s i l j a n o s
Sición	s i s j õ n
siclo	s i k l o
siclos	s i k l o s
sicoanálisis	s i k o a n a l i s i s
sicoanalítico	s i k o a n a l i t̪ i k o
sicoanalizar	s i k o a n a l i s a ɾ
sicofanta	s i k o f ã n̪ t̪ a
sicofante	s i k o f ã n̪ t̪ e
sicóloga	s i k o l o ɣ̞ a
sicólogas	s i k o l o ɣ̞ a s
sicología	s i k o l o x i a
sicológica	s i k o l o x i k a
sicológicamente	s i k o l o x i k a m ẽ n̪ t̪ e
sicológicas	s i k o l o x i k a s
sicológico	s i k o l o x i k o
sicológicos	s i k o l o x i k o s
sicólogo	s i k o l o ɣ̞ o
sicólogos	s i k o l o ɣ̞ o s
sicometría	s i k o m e t̪ ɾ i a
sicométrica	s i k o m e t̪ ɾ i k a
sicométricas	s i k o m e t̪ ɾ i k a s
sicométrico	s i k o m e t̪ ɾ i k o
sicométricos	s i k o m e t̪ ɾ i k o s
sicomoro	s i k o m o ɾ o
sicooncología	s i k o õ ŋ k o l o x i a
sicópata	s i k o p a t̪ a
sicopatía	s i k o p a t̪ i a
sicosis	s i k o s i s
sículo	s i k u l o
sida	s i ð̞ a
sidas	s i ð̞ a s
sidático	s i ð̞ a t̪ i k o
sidecar	s a i̯ ð̞ k a ɾ
sidecar	s a i̯ ð̞ k a ɾ
sidecar	s i ð̞ e k a ɾ
sideral	s i ð̞ e ɾ a l
siderales	s i ð̞ e ɾ a l e s
sideralmente	s i ð̞ e ɾ a l m ẽ n̪ t̪ e
sidéreo	s i ð̞ e ɾ e o
sideroblástica	s i ð̞ e ɾ o β̞ l a s t̪ i k a
sideroblásticas	s i ð̞ e ɾ o β̞ l a s t̪ i k a s
sideroblástico	s i ð̞ e ɾ o β̞ l a s t̪ i k o
sideroblásticos	s i ð̞ e ɾ o β̞ l a s t̪ i k o s
sideroblasto	s i ð̞ e ɾ o β̞ l a s t̪ o
sideroblastos	s i ð̞ e ɾ o β̞ l a s t̪ o s
siderurgia	s i ð̞ e ɾ u ɾ x j a
siderúrgica	s i ð̞ e ɾ u ɾ x i k a
siderúrgicas	s i ð̞ e ɾ u ɾ x i k a s
siderúrgico	s i ð̞ e ɾ u ɾ x i k o
siderúrgicos	s i ð̞ e ɾ u ɾ x i k o s
Sídney	s i ð̞ n i
Sídney	s i ð̞ n e i̯
sidneyés	s i ð̞ n e ʝ e s
sidneyesa	s i ð̞ n e ʝ e s a
sidneyesas	s i ð̞ n e ʝ e s a s
sidneyeses	s i ð̞ n e ʝ e s e s
sido	s i ð̞ o
sidonia	s i ð̞ o n j a
sidonio	s i ð̞ o n j o
sidos	s i ð̞ o s
sidoso	s i ð̞ o s o
sidra	s i ð̞ ɾ a
sidrera	s i ð̞ ɾ e ɾ a
sidreras	s i ð̞ ɾ e ɾ a s
sidrería	s i ð̞ ɾ e ɾ i a
sidrero	s i ð̞ ɾ e ɾ o
sidreros	s i ð̞ ɾ e ɾ o s
sidrina	s i ð̞ ɾ i n a
siega	s j e ɣ̞ a
siegue	s j e ɣ̞ e
siegues	s j e ɣ̞ e s
siembra	s j ẽ m b ɾ a
siembras	s j ẽ m b ɾ a s
siempre	s j ẽ m p ɾ e
siempreviva	s j ẽ m p ɾ e β̞ i β̞ a
sien	s j ẽ n
siendo	s j ẽ n̪ d̪ o
siéndola	s j ẽ n̪ d̪ o l a
siéndolas	s j ẽ n̪ d̪ o l a s
siéndole	s j ẽ n̪ d̪ o l e
siéndoles	s j ẽ n̪ d̪ o l e s
siéndolo	s j ẽ n̪ d̪ o l o
siéndolos	s j ẽ n̪ d̪ o l o s
siéndome	s j ẽ n̪ d̪ o m e
siéndonos	s j ẽ n̪ d̪ o n o s
siéndoos	s j ẽ n̪ d̪ o o s
siéndose	s j ẽ n̪ d̪ o s e
siéndote	s j ẽ n̪ d̪ o t̪ e
sienés	s j e n e s
siéntate	s j ẽ n̪ t̪ a t̪ e
siente	s j ẽ n̪ t̪ e
siento	s j ẽ n̪ t̪ o
Siero	s j e ɾ o
sierpe	s j e ɾ p e
sierra	s j e r a
Sierra	s j e r a
sierraleonés	s j e r a l e o n e s
sierraleonesa	s j e r a l e o n e s a
sierran	s j e r ã n
sierre	s j e r e
sierres	s j e r e s
sierva	s j e ɾ β̞ a
siervo	s j e ɾ β̞ o
síes	s i e s
sieso	s j e s o
siesta	s j e s t̪ a
siestecita	s j e s t̪ e s i t̪ a
siestera	s j e s t̪ e ɾ a
siestero	s j e s t̪ e ɾ o
siestita	s j e s t̪ i t̪ a
siete	s j e t̪ e
sietemesina	s j e t̪ e m e s i n a
sietemesino	s j e t̪ e m e s i n o
sietemil	s j e t̪ e m i l
sietillo	s j e t̪ i ʝ o
sietillo	s j e t̪ i ʝ o
siévert	s j e β̞ e ɾ t̪
siéverts	s j e β̞ e ɾ t̪ s
sifaca	s i f a k a
sifilazo	s i f i l a s o
sifilazos	s i f i l a s o s
sífilis	s i f i l i s
sifilítico	s i f i l i t̪ i k o
sifón	s i f õ n
sifonal	s i f o n a l
sifonar	s i f o n a ɾ
sifones	s i f o n e s
sifrinito	s i f ɾ i n i t̪ o
sifrino	s i f ɾ i n o
siga	s i ɣ̞ a
Sigfredo	s i ɣ̞ f ɾ e ð̞ o
sigilada	s i x i l a ð̞ a
sigiladas	s i x i l a ð̞ a s
sigilado	s i x i l a ð̞ o
sigilados	s i x i l a ð̞ o s
sigilar	s i x i l a ɾ
sigilo	s i x i l o
sigilografía	s i x i l o ɣ̞ ɾ a f i a
sigilosa	s i x i l o s a
sigilosamente	s i x i l o s a m ẽ n̪ t̪ e
sigilosas	s i x i l o s a s
sigiloso	s i x i l o s o
sigilosos	s i x i l o s o s
sigla	s i ɣ̞ l a
siglo	s i ɣ̞ l o
sigma	s i ɣ̞ m a
sigmoideo	s i ɣ̞ m o i̯ ð̞ e o
signada	s i ɣ̞ n a ð̞ a
signadas	s i ɣ̞ n a ð̞ a s
signado	s i ɣ̞ n a ð̞ o
signados	s i ɣ̞ n a ð̞ o s
signar	s i ɣ̞ n a ɾ
signataria	s i ɣ̞ n a t̪ a ɾ j a
signatura	s i ɣ̞ n a t̪ u ɾ a
significa	s i ɣ̞ n i f i k a
significación	s i ɣ̞ n i f i k a s j õ n
significada	s i ɣ̞ n i f i k a ð̞ a
significadas	s i ɣ̞ n i f i k a ð̞ a s
significado	s i ɣ̞ n i f i k a ð̞ o
significados	s i ɣ̞ n i f i k a ð̞ o s
significamos	s i ɣ̞ n i f i k a m o s
significancia	s i ɣ̞ n i f i k ã n s j a
significando	s i ɣ̞ n i f i k ã n̪ d̪ o
significante	s i ɣ̞ n i f i k ã n̪ t̪ e
significantemente	s i ɣ̞ n i f i k ã n̪ t̪ e m ẽ n̪ t̪ e
significantes	s i ɣ̞ n i f i k ã n̪ t̪ e s
significar	s i ɣ̞ n i f i k a ɾ
significara	s i ɣ̞ n i f i k a ɾ a
significará	s i ɣ̞ n i f i k a ɾ a
significáramos	s i ɣ̞ n i f i k a ɾ a m o s
significaras	s i ɣ̞ n i f i k a ɾ a s
significarás	s i ɣ̞ n i f i k a ɾ a s
significareis	s i ɣ̞ n i f i k a ɾ e i̯ s
significaremos	s i ɣ̞ n i f i k a ɾ e m o s
significares	s i ɣ̞ n i f i k a ɾ e s
significaríamos	s i ɣ̞ n i f i k a ɾ i a m o s
significas	s i ɣ̞ n i f i k a s
significaste	s i ɣ̞ n i f i k a s t̪ e
significativa	s i ɣ̞ n i f i k a t̪ i β̞ a
significativamente	s i ɣ̞ n i f i k a t̪ i β̞ a m ẽ n̪ t̪ e
significativas	s i ɣ̞ n i f i k a t̪ i β̞ a s
significatividad	s i ɣ̞ n i f i k a t̪ i β̞ i ð̞ a ð̞
significativo	s i ɣ̞ n i f i k a t̪ i β̞ o
significativos	s i ɣ̞ n i f i k a t̪ i β̞ o s
significo	s i ɣ̞ n i f i k o
signifique	s i ɣ̞ n i f i k e
signifiquemos	s i ɣ̞ n i f i k e m o s
signifiques	s i ɣ̞ n i f i k e s
signo	s i ɣ̞ n o
sigo	s i ɣ̞ o
sigue	s i ɣ̞ e
Sigüenza	s i ɣ̞ w ẽ n s a
sigues	s i ɣ̞ e s
siguiente	s i ɣ̞ j ẽ n̪ t̪ e
siguientes	s i ɣ̞ j ẽ n̪ t̪ e s
siguieron	s i ɣ̞ j e ɾ õ n
sigüís	s i ɣ̞ w i s
sigüises	s i ɣ̞ w i s e s
sij	s i x
sijismo	s i x i z m o
sikh	s i k
sikkimesa	s i k i m e s a
sikkimesas	s i k i m e s a s
sikkimeses	s i k i m e s e s
sílaba	s i l a β̞ a
silabación	s i l a β̞ a s j õ n
silabada	s i l a β̞ a ð̞ a
silabadas	s i l a β̞ a ð̞ a s
silabado	s i l a β̞ a ð̞ o
silabados	s i l a β̞ a ð̞ o s
silabar	s i l a β̞ a ɾ
silabario	s i l a β̞ a ɾ j o
sílabas	s i l a β̞ a s
silabeada	s i l a β̞ e a ð̞ a
silabeadas	s i l a β̞ e a ð̞ a s
silabeado	s i l a β̞ e a ð̞ o
silabeados	s i l a β̞ e a ð̞ o s
silabear	s i l a β̞ e a ɾ
silabeo	s i l a β̞ e o
silábica	s i l a β̞ i k a
silábicas	s i l a β̞ i k a s
silábico	s i l a β̞ i k o
silábicos	s i l a β̞ i k o s
silabo	s i l a β̞ o
sílabo	s i l a β̞ o
sílabos	s i l a β̞ o s
silampa	s i l ã m p a
silano	s i l a n o
Silas	s i l a s
silba	s i l β̞ a
silbada	s i l β̞ a ð̞ a
silbadas	s i l β̞ a ð̞ a s
silbado	s i l β̞ a ð̞ o
silbador	s i l β̞ a ð̞ o ɾ
silbados	s i l β̞ a ð̞ o s
silbante	s i l β̞ ã n̪ t̪ e
silbar	s i l β̞ a ɾ
silbatazo	s i l β̞ a t̪ a s o
silbatazos	s i l β̞ a t̪ a s o s
silbatero	s i l β̞ a t̪ e ɾ o
silbato	s i l β̞ a t̪ o
silbatos	s i l β̞ a t̪ o s
silbidito	s i l β̞ i ð̞ i t̪ o
silbido	s i l β̞ i ð̞ o
silbo	s i l β̞ o
silbón	s i l β̞ õ n
sildenafilo	s i l̪ d̪ e n a f i l o
silenciada	s i l ẽ n s j a ð̞ a
silenciadas	s i l ẽ n s j a ð̞ a s
silenciado	s i l ẽ n s j a ð̞ o
silenciador	s i l ẽ n s j a ð̞ o ɾ
silenciados	s i l ẽ n s j a ð̞ o s
silenciamiento	s i l ẽ n s j a m j ẽ n̪ t̪ o
silenciar	s i l ẽ n s j a ɾ
silencio	s i l ẽ n s j o
silencios	s i l ẽ n s j o s
silenciosa	s i l ẽ n s j o s a
silenciosamente	s i l ẽ n s j o s a m ẽ n̪ t̪ e
silenciosas	s i l ẽ n s j o s a s
silencioso	s i l ẽ n s j o s o
silenciosos	s i l ẽ n s j o s o s
Sileno	s i l e n o
sileno	s i l e n o
silente	s i l ẽ n̪ t̪ e
silentes	s i l ẽ n̪ t̪ e s
Silesia	s i l e s j a
silesia	s i l e s j a
silesiana	s i l e s j a n a
silesiano	s i l e s j a n o
silesio	s i l e s j o
sílex	s i l e ɣ̞ s
sílfide	s i l f i ð̞ e
silfo	s i l f o
silfos	s i l f o s
silicato	s i l i k a t̪ o
sílice	s i l i s e
silícico	s i l i s i k o
silicícola	s i l i s i k o l a
silicio	s i l i s j o
silicón	s i l i k õ n
silicona	s i l i k o n a
silicosis	s i l i k o s i s
silicua	s i l i k w a
silícula	s i l i k u l a
Siliezar	s i l j e s a ɾ
sililo	s i l i l o
silingo	s i l ĩ ŋ ɡ o
silla	s i ʝ a
silla	s i ʝ a
sillao	s i ʝ a o
sillao	s i ʝ a o
sillar	s i ʝ a ɾ
sillar	s i ʝ a ɾ
sillas	s i ʝ a s
sillas	s i ʝ a s
sillau	s i ʝ a u̯
sillau	s i ʝ a u̯
sillera	s i ʝ e ɾ a
sillera	s i ʝ e ɾ a
sillería	s i ʝ e ɾ i a
sillería	s i ʝ e ɾ i a
sillero	s i ʝ e ɾ o
sillero	s i ʝ e ɾ o
silleta	s i ʝ e t̪ a
silleta	s i ʝ e t̪ a
silletazo	s i ʝ e t̪ a s o
silletazo	s i ʝ e t̪ a s o
silletazos	s i ʝ e t̪ a s o s
silletazos	s i ʝ e t̪ a s o s
silletera	s i ʝ e t̪ e ɾ a
silletera	s i ʝ e t̪ e ɾ a
silletero	s i ʝ e t̪ e ɾ o
silletero	s i ʝ e t̪ e ɾ o
sillín	s i ʝ ĩ n
sillín	s i ʝ ĩ n
sillita	s i ʝ i t̪ a
sillita	s i ʝ i t̪ a
sillón	s i ʝ õ n
sillón	s i ʝ õ n
silloncito	s i ʝ õ n s i t̪ o
silloncito	s i ʝ õ n s i t̪ o
sillones	s i ʝ o n e s
sillones	s i ʝ o n e s
silo	s i l o
silos	s i l o s
silueta	s i l w e t̪ a
siluetas	s i l w e t̪ a s
silueteada	s i l w e t̪ e a ð̞ a
silueteadas	s i l w e t̪ e a ð̞ a s
silueteado	s i l w e t̪ e a ð̞ o
silueteados	s i l w e t̪ e a ð̞ o s
siluetear	s i l w e t̪ e a ɾ
silúrico	s i l u ɾ i k o
siluro	s i l u ɾ o
Silva	s i l β̞ a
Silvana	s i l β̞ a n a
Silverio	s i l β̞ e ɾ j o
silvestre	s i l β̞ e s t̪ ɾ e
silvestres	s i l β̞ e s t̪ ɾ e s
silvestrismo	s i l β̞ e s t̪ ɾ i z m o
silvestrista	s i l β̞ e s t̪ ɾ i s t̪ a
Silvia	s i l β̞ j a
silvicultora	s i l β̞ i k u l̪ t̪ o ɾ a
silvicultura	s i l β̞ i k u l̪ t̪ u ɾ a
Silvina	s i l β̞ i n a
Silvio	s i l β̞ j o
silvoagropecuario	s i l β̞ o a ɣ̞ ɾ o p e k w a ɾ j o
silvopastoril	s i l β̞ o p a s t̪ o ɾ i l
sim	s ĩ m
sima	s i m a
simaruba	s i m a ɾ u β̞ a
simarubácea	s i m a ɾ u β̞ a s e a
simarubáceas	s i m a ɾ u β̞ a s e a s
simarubáceo	s i m a ɾ u β̞ a s e o
simarubáceos	s i m a ɾ u β̞ a s e o s
simas	s i m a s
simás	s i m a s
simasito	s i m a s i t̪ o
simba	s ĩ m b a
simbada	s ĩ m b a ð̞ a
simbadas	s ĩ m b a ð̞ a s
simbado	s ĩ m b a ð̞ o
simbados	s ĩ m b a ð̞ o s
simbar	s ĩ m b a ɾ
simbionte	s ĩ m b j õ n̪ t̪ e
simbiontes	s ĩ m b j õ n̪ t̪ e s
simbiosis	s ĩ m b j o s i s
simbióticamente	s ĩ m b j o t̪ i k a m ẽ n̪ t̪ e
simbiótico	s ĩ m b j o t̪ i k o
simbólica	s ĩ m b o l i k a
simbólicamente	s ĩ m b o l i k a m ẽ n̪ t̪ e
simbólicas	s ĩ m b o l i k a s
simbólico	s ĩ m b o l i k o
simbólicos	s ĩ m b o l i k o s
simbolismo	s ĩ m b o l i z m o
simbolización	s ĩ m b o l i s a s j õ n
simbolizada	s ĩ m b o l i s a ð̞ a
simbolizadas	s ĩ m b o l i s a ð̞ a s
simbolizado	s ĩ m b o l i s a ð̞ o
simbolizados	s ĩ m b o l i s a ð̞ o s
simbolizar	s ĩ m b o l i s a ɾ
símbolo	s ĩ m b o l o
simbología	s ĩ m b o l o x i a
Simeón	s i m e õ n
simetría	s i m e t̪ ɾ i a
simétricamente	s i m e t̪ ɾ i k a m ẽ n̪ t̪ e
simétrico	s i m e t̪ ɾ i k o
simetrodonte	s i m e t̪ ɾ o ð̞ õ n̪ t̪ e
simiente	s i m j ẽ n̪ t̪ e
simienza	s i m j ẽ n s a
simiesco	s i m j e s k o
símil	s i m i l
similar	s i m i l a ɾ
similares	s i m i l a ɾ e s
similaridad	s i m i l a ɾ i ð̞ a ð̞
similarmente	s i m i l a ɾ m ẽ n̪ t̪ e
símiles	s i m i l e s
similitud	s i m i l i t̪ u ð̞
similitudes	s i m i l i t̪ u ð̞ e s
simio	s i m j o
Simionescu	s i m j o n e s k u
simios	s i m j o s
Simití	s i m i t̪ i
Simón	s i m õ n
simón	s i m õ n
simonía	s i m o n i a
simpa	s ĩ m p a
simpatía	s ĩ m p a t̪ i a
simpatías	s ĩ m p a t̪ i a s
simpáticamente	s ĩ m p a t̪ i k a m ẽ n̪ t̪ e
simpaticé	s ĩ m p a t̪ i s e
simpático	s ĩ m p a t̪ i k o
simpaticomimética	s ĩ m p a t̪ i k o m i m e t̪ i k a
simpaticomiméticas	s ĩ m p a t̪ i k o m i m e t̪ i k a s
simpaticomimético	s ĩ m p a t̪ i k o m i m e t̪ i k o
simpaticomiméticos	s ĩ m p a t̪ i k o m i m e t̪ i k o s
simpaticón	s ĩ m p a t̪ i k õ n
simpaticona	s ĩ m p a t̪ i k o n a
simpaticonas	s ĩ m p a t̪ i k o n a s
simpaticones	s ĩ m p a t̪ i k o n e s
simpatizada	s ĩ m p a t̪ i s a ð̞ a
simpatizadas	s ĩ m p a t̪ i s a ð̞ a s
simpatizado	s ĩ m p a t̪ i s a ð̞ o
simpatizador	s ĩ m p a t̪ i s a ð̞ o ɾ
simpatizados	s ĩ m p a t̪ i s a ð̞ o s
simpatizante	s ĩ m p a t̪ i s ã n̪ t̪ e
simpatizar	s ĩ m p a t̪ i s a ɾ
simpatizo	s ĩ m p a t̪ i s o
simpátrico	s ĩ m p a t̪ ɾ i k o
simple	s ĩ m p l e
simplemente	s ĩ m p l e m ẽ n̪ t̪ e
simples	s ĩ m p l e s
símplex	s ĩ m p l e ɣ̞ s
simpleza	s ĩ m p l e s a
simplicidad	s ĩ m p l i s i ð̞ a ð̞
simplicísimo	s ĩ m p l i s i s i m o
simplifica	s ĩ m p l i f i k a
simplificación	s ĩ m p l i f i k a s j õ n
simplificada	s ĩ m p l i f i k a ð̞ a
simplificadas	s ĩ m p l i f i k a ð̞ a s
simplificado	s ĩ m p l i f i k a ð̞ o
simplificador	s ĩ m p l i f i k a ð̞ o ɾ
simplificados	s ĩ m p l i f i k a ð̞ o s
simplificamos	s ĩ m p l i f i k a m o s
simplificando	s ĩ m p l i f i k ã n̪ d̪ o
simplificar	s ĩ m p l i f i k a ɾ
simplificara	s ĩ m p l i f i k a ɾ a
simplificará	s ĩ m p l i f i k a ɾ a
simplificáramos	s ĩ m p l i f i k a ɾ a m o s
simplificaras	s ĩ m p l i f i k a ɾ a s
simplificarás	s ĩ m p l i f i k a ɾ a s
simplificareis	s ĩ m p l i f i k a ɾ e i̯ s
simplificaremos	s ĩ m p l i f i k a ɾ e m o s
simplificares	s ĩ m p l i f i k a ɾ e s
simplificaríamos	s ĩ m p l i f i k a ɾ i a m o s
simplificas	s ĩ m p l i f i k a s
simplificaste	s ĩ m p l i f i k a s t̪ e
simplifico	s ĩ m p l i f i k o
simplifique	s ĩ m p l i f i k e
simplifiquemos	s ĩ m p l i f i k e m o s
simplifiques	s ĩ m p l i f i k e s
simplísima	s ĩ m p l i s i m a
simplísimas	s ĩ m p l i s i m a s
simplísimo	s ĩ m p l i s i m o
simplísimos	s ĩ m p l i s i m o s
simplismo	s ĩ m p l i z m o
simplista	s ĩ m p l i s t̪ a
simplón	s ĩ m p l õ n
simpodial	s ĩ m p o ð̞ j a l
simposio	s ĩ m p o s j o
simpósium	s ĩ m p o s j ũ m
simulación	s i m u l a s j õ n
simulacro	s i m u l a k ɾ o
simulada	s i m u l a ð̞ a
simuladas	s i m u l a ð̞ a s
simulado	s i m u l a ð̞ o
simulador	s i m u l a ð̞ o ɾ
simuladora	s i m u l a ð̞ o ɾ a
simulados	s i m u l a ð̞ o s
simular	s i m u l a ɾ
simultanea	s i m u l̪ t̪ a n e a
simultánea	s i m u l̪ t̪ a n e a
simultaneada	s i m u l̪ t̪ a n e a ð̞ a
simultaneadas	s i m u l̪ t̪ a n e a ð̞ a s
simultaneado	s i m u l̪ t̪ a n e a ð̞ o
simultaneados	s i m u l̪ t̪ a n e a ð̞ o s
simultáneamente	s i m u l̪ t̪ a n e a m ẽ n̪ t̪ e
simultanear	s i m u l̪ t̪ a n e a ɾ
simultáneas	s i m u l̪ t̪ a n e a s
simultanee	s i m u l̪ t̪ a n e e
simultaneidad	s i m u l̪ t̪ a n e i̯ ð̞ a ð̞
simultáneo	s i m u l̪ t̪ a n e o
simultáneos	s i m u l̪ t̪ a n e o s
simún	s i m ũ n
simvastatina	s ĩ m b a s t̪ a t̪ i n a
sin	s ĩ n
sinagoga	s i n a ɣ̞ o ɣ̞ a
sinagogal	s i n a ɣ̞ o ɣ̞ a l
Sinaí	s i n a i
sinalefa	s i n a l e f a
Sinaloa	s i n a l o a
sinaloense	s i n a l o ẽ n s e
sinaloense	s i n a l o e̯ n s e
sinapismo	s i n a p i z m o
sinapomorfia	s i n a p o m o ɾ f j a
sinapsis	s i n a β̞ s i s
sináptico	s i n a β̞ t̪ i k o
sinaptobrevina	s i n a β̞ t̪ o β̞ ɾ e β̞ i n a
sinaptofisina	s i n a β̞ t̪ o f i s i n a
sinarquismo	s i n a ɾ k i z m o
sinarquista	s i n a ɾ k i s t̪ a
síncama	s ĩ ŋ k a m a
sincamas	s ĩ ŋ k a m a s
síncamas	s ĩ ŋ k a m a s
sincárpico	s ĩ ŋ k a ɾ p i k o
Sincelejo	s ĩ n s e l e x o
sincera	s ĩ n s e ɾ a
sincerada	s ĩ n s e ɾ a ð̞ a
sinceradas	s ĩ n s e ɾ a ð̞ a s
sincerado	s ĩ n s e ɾ a ð̞ o
sincerados	s ĩ n s e ɾ a ð̞ o s
sinceramente	s ĩ n s e ɾ a m ẽ n̪ t̪ e
sinceramiento	s ĩ n s e ɾ a m j ẽ n̪ t̪ o
sincerar	s ĩ n s e ɾ a ɾ
sinceridad	s ĩ n s e ɾ i ð̞ a ð̞
sinceridades	s ĩ n s e ɾ i ð̞ a ð̞ e s
sincerísimo	s ĩ n s e ɾ i s i m o
sincero	s ĩ n s e ɾ o
Sinchi	s ĩ nʲ t͡ʃ i
sincitales	s ĩ n s i t̪ a l e s
sincitial	s ĩ n s i t̪ j a l
sincitiotrofoblasto	s ĩ n s i t̪ j o t̪ ɾ o f o β̞ l a s t̪ o
sincopa	s ĩ ŋ k o p a
síncopa	s ĩ ŋ k o p a
sincopada	s ĩ ŋ k o p a ð̞ a
sincopadas	s ĩ ŋ k o p a ð̞ a s
sincopado	s ĩ ŋ k o p a ð̞ o
sincopados	s ĩ ŋ k o p a ð̞ o s
sincopamos	s ĩ ŋ k o p a m o s
sincopando	s ĩ ŋ k o p ã n̪ d̪ o
sincopar	s ĩ ŋ k o p a ɾ
sincopara	s ĩ ŋ k o p a ɾ a
sincopará	s ĩ ŋ k o p a ɾ a
sincopáramos	s ĩ ŋ k o p a ɾ a m o s
sincoparas	s ĩ ŋ k o p a ɾ a s
sincoparás	s ĩ ŋ k o p a ɾ a s
sincopareis	s ĩ ŋ k o p a ɾ e i̯ s
sincoparemos	s ĩ ŋ k o p a ɾ e m o s
sincopares	s ĩ ŋ k o p a ɾ e s
sincoparíamos	s ĩ ŋ k o p a ɾ i a m o s
sincopas	s ĩ ŋ k o p a s
sincopaste	s ĩ ŋ k o p a s t̪ e
sincope	s ĩ ŋ k o p e
síncope	s ĩ ŋ k o p e
sincopemos	s ĩ ŋ k o p e m o s
sincopes	s ĩ ŋ k o p e s
sincopo	s ĩ ŋ k o p o
sincréticamente	s ĩ ŋ k ɾ e t̪ i k a m ẽ n̪ t̪ e
sincrético	s ĩ ŋ k ɾ e t̪ i k o
sincretismo	s ĩ ŋ k ɾ e t̪ i z m o
sincretizada	s ĩ ŋ k ɾ e t̪ i s a ð̞ a
sincretizadas	s ĩ ŋ k ɾ e t̪ i s a ð̞ a s
sincretizado	s ĩ ŋ k ɾ e t̪ i s a ð̞ o
sincretizados	s ĩ ŋ k ɾ e t̪ i s a ð̞ o s
sincretizar	s ĩ ŋ k ɾ e t̪ i s a ɾ
sincronicidad	s ĩ ŋ k ɾ o n i s i ð̞ a ð̞
sincronismo	s ĩ ŋ k ɾ o n i z m o
sincronización	s ĩ ŋ k ɾ o n i s a s j õ n
sincronizada	s ĩ ŋ k ɾ o n i s a ð̞ a
sincronizadas	s ĩ ŋ k ɾ o n i s a ð̞ a s
sincronizado	s ĩ ŋ k ɾ o n i s a ð̞ o
sincronizador	s ĩ ŋ k ɾ o n i s a ð̞ o ɾ
sincronizados	s ĩ ŋ k ɾ o n i s a ð̞ o s
sincronizar	s ĩ ŋ k ɾ o n i s a ɾ
síncrono	s ĩ ŋ k ɾ o n o
sindarin	s ĩ n̪ d̪ a ɾ ĩ n
sindéresis	s ĩ n̪ d̪ e ɾ e s i s
sindesmofito	s ĩ n̪ d̪ e z m o f i t̪ o
síndica	s ĩ n̪ d̪ i k a
sindicada	s ĩ n̪ d̪ i k a ð̞ a
sindicadas	s ĩ n̪ d̪ i k a ð̞ a s
sindicado	s ĩ n̪ d̪ i k a ð̞ o
sindicados	s ĩ n̪ d̪ i k a ð̞ o s
sindical	s ĩ n̪ d̪ i k a l
sindicalero	s ĩ n̪ d̪ i k a l e ɾ o
sindicalista	s ĩ n̪ d̪ i k a l i s t̪ a
sindicalización	s ĩ n̪ d̪ i k a l i s a s j õ n
sindicalizada	s ĩ n̪ d̪ i k a l i s a ð̞ a
sindicalizadas	s ĩ n̪ d̪ i k a l i s a ð̞ a s
sindicalizado	s ĩ n̪ d̪ i k a l i s a ð̞ o
sindicalizados	s ĩ n̪ d̪ i k a l i s a ð̞ o s
sindicalizar	s ĩ n̪ d̪ i k a l i s a ɾ
sindicalmente	s ĩ n̪ d̪ i k a l m ẽ n̪ t̪ e
sindicar	s ĩ n̪ d̪ i k a ɾ
sindicato	s ĩ n̪ d̪ i k a t̪ o
síndico	s ĩ n̪ d̪ i k o
sindonología	s ĩ n̪ d̪ o n o l o x i a
síndrome	s ĩ n̪ d̪ ɾ o m e
sindrómico	s ĩ n̪ d̪ ɾ o m i k o
sinécdoque	s i n e ɣ̞ ð̞ o k e
sinecismo	s i n e s i z m o
sinedrión	s i n e ð̞ ɾ j õ n
sinéresis	s i n e ɾ e s i s
sinergético	s i n e ɾ x e t̪ i k o
sinérgicamente	s i n e ɾ x i k a m ẽ n̪ t̪ e
sinérgico	s i n e ɾ x i k o
sinestesia	s i n e s t̪ e s j a
sinestética	s i n e s t̪ e t̪ i k a
sinfín	s ĩ ɱ f ĩ n
sínfisis	s ĩ ɱ f i s i s
sínfito	s ĩ ɱ f i t̪ o
sinfonía	s ĩ ɱ f o n i a
sinfónica	s ĩ ɱ f o n i k a
sinfónicas	s ĩ ɱ f o n i k a s
sinfónico	s ĩ ɱ f o n i k o
sinfónicos	s ĩ ɱ f o n i k o s
sinfonismo	s ĩ ɱ f o n i z m o
sinfonista	s ĩ ɱ f o n i s t̪ a
Singapur	s ĩ ŋ ɡ a p u ɾ
singapurense	s ĩ ŋ ɡ a p u ɾ ẽ n s e
singapurenses	s ĩ ŋ ɡ a p u ɾ ẽ n s e s
