'ch	χ
rhiffio	r̥ ɪ f j ɔ
rhifo	r̥ ɪ v ɔ
rhigol	r̥ ɪ ɡ ɔ l
rhin	r̥ iː n
rhinart	r̥ ɪ n a r t
rhingyll	r̥ ɨ n ɡ ɨ ɬ
rhiniart	r̥ ɪ n j a r t
rhiniog	r̥ ɪ n j ɔ ɡ
rhinoseros	r̥ ɪ n ɔ s ɛ r ɔ s
rhith	r̥ iː θ
rhithweledigaeth	r̥ ɪ θ w ɛ l ɛ d ɪ ɡ a ɨ̯ θ
rhithweledigaeth	r̥ ɪ θ w ɛ l ɛ d ɪ ɡ ɛ θ
rhiw	r̥ ɪ u̯
rho	r̥ oː
rhoces	r̥ ɔ k ɛ s
rhoch	r̥ oː χ
rhod	r̥ oː d
rhodd	r̥ oː ð
rhoddion	r̥ ɔ ð j ɔ n
rhoddwr	r̥ ɔ ð ʊ r
rhodia	r̥ ɔ d j a
rhodio	r̥ ɔ d j ɔ
rhodiwch	r̥ ɔ d j ʊ χ
rhodiwm	r̥ ɔ d j ʊ m
rhofio	r̥ ɔ v j ɔ
rhoi	r̥ ɔ i̯
rholian	r̥ ɔ l j a n
rhonell	r̥ ɔ n a ɬ
rhonell	r̥ ɔ n ɛ ɬ
rhonwellt	r̥ ɔ n w ɛ ɬ t
rhos	r̥ oː s
rhosb	r̥ ɔ s b
rhosmari	r̥ ɔ s m a r ɪ
rhosod	r̥ ɔ s ɔ d
rhostio	r̥ ɔ s d j ɔ
rhostog	r̥ ɔ s d ɔ ɡ
rhostogion	r̥ ɔ s d ɔ ɡ j ɔ n
rhosyn	r̥ ɔ s ɨ̞ n
rhosynnau	r̥ ɔ s ə n a
rhosynnau	r̥ ɔ s ə n a ɨ̯
rhosynnau	r̥ ɔ s ə n ɛ
rhosys	r̥ ɔ s ɨ̞ s
rhudd	r̥ ɨː ð
rhuddgoch	r̥ ɨ̞ ð ɡ ɔ χ
rhuddlas	r̥ ɨ̞ ð l a s
rhuddlasu	r̥ ɨ̞ ð l a s ɨ̞
rhuddlaswyn	r̥ ɨ̞ ð l a s w ɨ̞ n
rhuddog	r̥ ɨ̞ ð ɔ ɡ
rhuddwyn	r̥ ɨ̞ ð w ɨ̞ n
rhuddygl	r̥ ɨ̞ ð ɨ̞ ɡ l
rhued	r̥ ɨ ɛ d
rhuo	r̥ ɨː ɔ
rhuthr	r̥ ɨ̞ θ r
rhuthr	r̥ ɨ̞ θ ɨ̞ r
rhuthraf	r̥ ɨ̞ θ r a
rhuthraf	r̥ ɨ̞ θ r a v
rhuthro	r̥ ɨ̞ θ r ɔ
rhwbiad	r̥ ʊ b j a d
rhwbio	r̥ ʊ b j ɔ
rhwd	r̥ uː d
rhwng	r̥ ʊ ŋ
rhwth	r̥ uː θ
rhwyd	r̥ uː ɨ̯ d
rhwydd	r̥ uː ɨ̯ ð
rhwyddlwyn	r̥ ʊ ɨ̯ ð l ʊ ɨ̯ n
rhwydo	r̥ ʊ ɨ̯ d ɔ
rhwydwaith	r̥ ʊ i̯ d w a i̯ θ
rhwydwaith	r̥ ʊ i̯ d w ɛ θ
rhwydwaith	r̥ ʊ ɨ̯ d w a i̯ θ
rhwydwaith	r̥ ʊ ɨ̯ d w ɛ θ
rhwydweithio	r̥ ʊ ɨ̯ d w e i̯ θ j ɔ
rhwyf	r̥ uː ɨ̯ v
rhwyfau	r̥ ʊ ɨ̯ v a
rhwyfau	r̥ ʊ ɨ̯ v a ɨ
rhwyfau	r̥ ʊ ɨ̯ v ɛ
rhwyfo	r̥ ʊ ɨ̯ v ɔ
rhwyg	r̥ uː ɨ̯ ɡ
rhwygo	r̥ ʊ ɨ̯ ɡ ɔ
rhwyll	r̥ uː ɨ̯ ɬ
rhwyllau	r̥ ʊ ɨ̯ ɬ a
rhwyllau	r̥ ʊ ɨ̯ ɬ a ɨ̯
rhwyllau	r̥ ʊ ɨ̯ ɬ ɛ
rhwym	r̥ uː ɨ̯ m
rhwymiad	r̥ ʊ ɨ̯ m j a d
rhwymo	r̥ ʊ ɨ̯ m ɔ
rhwysg	r̥ uː ɨ̯ s ɡ
rhwystr	r̥ ʊ ɨ̯ s d r
rhwystrau	r̥ ʊ ɨ̯ s d r a
rhwystrau	r̥ ʊ ɨ̯ s d r a ɨ̯
rhwystrau	r̥ ʊ ɨ̯ s d r ɛ
rhwystredig	r̥ ʊ ɨ̯ s d r ɛ d ɪ ɡ
rhwystredigaeth	r̥ ʊ ɨ̯ s d r ɛ d ɨ̞ ɡ a ɨ̯ θ
rhwystredigaeth	r̥ ʊ ɨ̯ s d r ɛ d ɨ̞ ɡ a θ
rhwystredigaeth	r̥ ʊ ɨ̯ s d r ɛ d ɨ̞ ɡ ɛ θ
rhwystredigaethau	r̥ ʊ ɨ̯ s d r ɛ d ɨ̞ ɡ e ɨ̯ θ a
rhwystredigaethau	r̥ ʊ ɨ̯ s d r ɛ d ɨ̞ ɡ e ɨ̯ θ a ɨ̯
rhwystredigaethau	r̥ ʊ ɨ̯ s d r ɛ d ɨ̞ ɡ e ɨ̯ θ ɛ
rhwystro	r̥ ʊ ɨ̯ s d r ɔ
rhy	r̥ ɨː
rhych	r̥ ɨː χ
rhychau	r̥ ə χ a
rhychau	r̥ ə χ a ɨ̯
rhychau	r̥ ə χ ɛ
rhyd	r̥ ɨː d
rhydau	r̥ ə d a
rhydau	r̥ ə d a ɨ̯
rhydau	r̥ ə d ɛ
rhydd	r̥ ɨː
rhydd	r̥ ɨː ð
rhyddfarn	r̥ ə ð v a r n
rhyddfraint	r̥ ə ð v r a i̯ n t
rhyddfreiniad	r̥ ə ð v r e i̯ n j a d
rhyddfreinio	r̥ ə ð v r e i̯ n j ɔ
rhyddfreiniwr	r̥ ə ð v r e i̯ n j ʊ r
rhyddfrydedd	r̥ ɪ ð v r ɪ d ɛ ð
rhyddfrydiaeth	r̥ ɪ ð v r ɪ ð j a ɪ θ
rhyddfrydol	r̥ ɨː ð v r ə d ɔ l
rhyddfrydol	r̥ ɨ̞ ð v r ə d ɔ l
rhyddhad	r̥ ə ð h aː d
rhyddhaf	r̥ ə ð h aː v
rhyddhau	r̥ ə ð h a ɨ̯
rhyddid	r̥ ə ð ɪ d
rhydni	r̥ ə d n ɪ
rhydwythol	r̥ ə d uː ɨ̯ θ ɔ l
rhyfedd	r̥ ə v a ð
rhyfedd	r̥ ə v ɛ ð
rhyfeddu	r̥ ə v ɛ ð ɨ̞
rhyfel	r̥ ə v a l
rhyfel	r̥ ə v ɛ l
rhyfela	r̥ ə v ɛ l a
rhyfelwr	r̥ ə v ɛ l ʊ r
rhyfelwyr	r̥ ə v ɛ l w ɨ̞ r
rhyg	r̥ ɨː ɡ
rhygwenith	r̥ ə ɡ w ɛ n ɪ θ
rhyn	r̥ ɨ̞ n
rhyngol	r̥ ə ŋ ɔ l
rhyngrwyd	r̥ ə ŋ r ʊ ɨ̯ d
rhyngwladol	r̥ ə ŋ w l a d ɔ l
rhynion	r̥ ə n j ɔ n
rhynionyn	r̥ ə n j ɔ n ɨ̞ n
rhyw	r̥ ɨ̞ u̯
rhyw	r̥ ɪ u̯
rhywbeth	r̥ ɨ u̯ b a θ
rhywbeth	r̥ ɨ u̯ b ɛ θ
rhywbeth	r̥ ɪ u̯ b a θ
rhywbeth	r̥ ɪ u̯ b ɛ θ
rhywbeth	r̥ ʊ b a θ
rhywbeth	r̥ ʊ b ɛ θ
rhywbryd	r̥ ɨ u̯ b r ɨ̞ d
rhywbryd	r̥ ɪ u̯ b r ɨ̞ d
rhywedd	r̥ ɨ̞ u̯ a ð
rhywedd	r̥ ɨ̞ u̯ ɛ ð
rhywedd	r̥ ɪ u̯ a ð
rhywedd	r̥ ɪ u̯ ɛ ð
rhywfaint	r̥ ɨ u̯ v a i̯ n t
rhywfaint	r̥ ɪ u̯ v a i̯ n t
rhywfodd	r̥ ɨ u̯ v ɔ ð
rhywfodd	r̥ ɪ u̯ v ɔ ð
rhywiol	r̥ ɨ u̯ j ɔ l
rhywiol	r̥ ɪ u̯ j ɔ l
rhywle	r̥ ɨ u̯ l a
rhywle	r̥ ɨ u̯ l ɛ
rhywle	r̥ ɪ u̯ l a
rhywle	r̥ ɪ u̯ l ɛ
rhywle	r̥ ʊ l a
rhywle	r̥ ʊ l ɛ
rhywogaeth	r̥ ɪ u̯ ɔ ɡ a ɨ̯ θ
rhywogaeth	r̥ ɪ u̯ ɔ ɡ ɛ θ
rhywsut	r̥ ɨ u̯ s ɨ̞ t
rhywsut	r̥ ɪ u̯ s ɨ̞ t
rhywun	r̥ ɨ u̯ ɨ̞ n
rhywun	r̥ ɪ u̯ ɨ̞ n
ricriwtiaid	r ɪ k r ɪ u̯ t j a i̯ d
ricriwtiaid	r ɪ k r ɪ u̯ t j ɛ d
ricríwt	r i k r ɪ u̯ t
rif	r iː v
ril	r iː l
riliau	j r ɪ l a
riliau	r ɪ l j a ɨ̯
riliau	r ɪ l j ɛ
rilio	r ɪ l j ɔ
rils	r iː l s
rinsio	r ɪ n s j ɔ
rinsio	r ɪ n ʃ j ɔ
rith	r iː θ
ro	r oː
ro'ch	r ɔ χ
robin	r ɔ b i n
roc	r ɔ k
rod	r oː d
roedd	r oː ɨ̯ ð
roeddech	r ɔ ɨ̯ ð a χ
roeddech	r ɔ ɨ̯ ð ɛ χ
roedden	r ɔ ɨ̯ ð a n
roedden	r ɔ ɨ̯ ð ɛ n
roeddet	r ɔ ɨ̯ ð a t
roeddet	r ɔ ɨ̯ ð ɛ t
roeddwn	r ɔ ɨ̯ ð ʊ n
roentgeniwm	r ɛ n t ɡ ɛ n j ʊ m
roi	r ɔ i̯
rondefŵ	r ɔ n d ɛ v uː
rosmari	r ɔ s m a r ɪ
rosod	r ɔ s ɔ d
rosynnau	r ɔ s ə n a
rosynnau	r ɔ s ə n a ɨ̯
rosynnau	r ɔ s ə n ɛ
rosys	r ɔ s ɨ̞ s
rownd	r ɔ u̯ n d
rudd	r ɨː ð
rutherffordiwm	r ə ð ə r f ɔ r d j ʊ m
rw	r ʊ
rwber	r ʊ b ɛ r
rwbidiwm	r ʊ b ɪ d j ʊ m
rwtheniwm	r ʊ θ ɛ n j ʊ m
rwtsh	r ʊ t ʃ
rwy	r uː ɨ̯
rwyd	r uː ɨ̯ d
rwyf	r uː ɨ̯ v
rwyfau	r ʊ ɨ̯ v a
rwyfau	r ʊ ɨ̯ v a ɨ
rwyfau	r ʊ ɨ̯ v ɛ
rwyfo	r ʊ ɨ̯ v ɔ
rwyt	r uː ɨ̯ t
ry	r ɨː
rybela	r ə b ɛ l a
rydd	r ɨː ð
ryddhaf	r ə ð h aː v
ryddhau	r ə ð h a ɨ̯
ryddid	r ə ð ɪ d
rydw	r ə d u
rydw	r ə d w
rydych	r ə d ɨ̞ χ
ryfelwr	r ə v ɛ l ʊ r
ryfelwyr	r ə v ɛ l w ɨ̞ r
rygbi	r ə ɡ b i
ryseitiau	r ə s e i̯ t j a
ryseitiau	r ə s e i̯ t j a ɨ̯
ryseitiau	r ə s e i̯ t j ɛ
rysáit	r ə s a i̯ t
rywbeth	r ɨ u̯ b a θ
rywbeth	r ɨ u̯ b ɛ θ
rywbeth	r ɪ u̯ b a θ
rywbeth	r ɪ u̯ b ɛ θ
rywbeth	r ʊ b a θ
rywbeth	r ʊ b ɛ θ
rywbryd	r ɨ u̯ b r ɨ̞ d
rywbryd	r ɪ u̯ b r ɨ̞ d
rywle	r ɨ u̯ l a
rywle	r ɨ u̯ l ɛ
rywle	r ɪ u̯ l a
rywle	r ɪ u̯ l ɛ
rywle	r ʊ l a
rywle	r ʊ l ɛ
rywsut	r ɨ u̯ s ɨ̞ t
rywsut	r ɪ u̯ s ɨ̞ t
rywun	r ɨ u̯ ɨ̞ n
rywun	r ɪ u̯ ɨ̞ n
rŵan	r uː a n
sacarid	s a k a r ɪ d
sach	s aː χ
sachell	s a χ ɛ ɬ
saer	s aː ɨ̯ r
saeth	s aː ɨ̯ θ
saethau	s e ɨ̯ θ a ɨ̯
saethdwll	s e i̯ θ d ʊ ɬ
saethu	s e ɨ̯ θ ɨ
saethwr	s e ɨ̯ θ ʊ r
saethwyr	s e ɨ̯ θ w ɨ̞ r
saethyddiaeth	s e ɨ̯ θ ə ð j a ɨ̯ θ
saethyddiaeth	s e ɨ̯ θ ə ð j ɛ θ
safadwy	s a v a d ʊ ɨ̯
safbwynt	s a v b ʊ ɨ̯ n t
saff	s aː f
saffari	s a f a r ɪ
safio	s a v j ɔ
safle	s a v l ɛ
safngrwn	s a v n ɡ r ʊ n
safon	s a v ɔ n
safonedig	s a v ɔ n ɛ d ɪ ɡ
safoni	s a v ɔ n i
safoniad	s a v ɔ n j a d
safri	s a v r i
saib	s a i̯ b
saif	s a i̯ v
saig	s a i̯ ɡ
sail	s a i̯ l
sain	s a i̯ n
saint	s a i̯ n t
saith	s a i̯ θ
salad	s a l a d
salamandr	s a l a m a n d r
sallwyr	s a ɬ ʊ ɨ̯ r
salm	s a l m
saltring	s a l t r ɪ ŋ
salw	s a l u
salwch	s a l ʊ χ
samariwm	s a m a r j ʊ m
samofar	s a m ɔ v a r
sanctaidd	s a ŋ k t a i̯ ð
sancteiddier	s a ŋ k t e i̯ ð j ɛ r
sancteiddio	s a ŋ k t e i̯ ð j ɔ
sancteiddrwydd	s a ŋ k t e i̯ ð r ʊ ɨ̯ ð
sandal	s a n d a l
sandio	s a n d j ɔ
sant	s a n t
santes	s a n t a s
santes	s a n t ɛ s
santesau	s a n t ɛ s a
santesau	s a n t ɛ s a ɨ̯
santesau	s a n t ɛ s ɛ
sarff	s a r f
sarhad	s a r h aː d
sarhau	s a r h a ɨ̯
sarhaus	s a r h a ɨ̯ s
sarnu	s a r n ɨ̞
sarrug	s a r ɨ̞ ɡ
sashimi	s a ʃ ɪ m ɪ
sathru	s a θ r ɨ̞
sawd	s a u̯ d
sawdd	s a u̯ ð
sawdl	s a u̯ d l
sawl	s a u̯ l
sawr	s a u̯ r
sawrus	s a u̯ r ɨ̞ s
saws	s a u̯ s
sawsiau	s a u̯ ʃ a
sawsiau	s a u̯ ʃ a ɨ̯
sawsiau	s a u̯ ʃ ɛ
sba	s b aː
sbageti	s b a ɡ ɛ t i
sbaner	s b a n a r
sbaner	s b a n ɛ r
sbardun	s b a r d ɨ̞ n
sbarian	s b a r j a n
sbario	s b a r j ɔ
sbatwla	s b a t ʊ l a
sbec	s b ɛ k
sbecian	s b ɛ k j a n
sbectol	s b ɛ k t ɔ l
sbectolog	s b ɛ k t ɔ l ɔ ɡ
sbeis	s b e i̯ s
sbeisiog	s b e i̯ ʃ ɔ ɡ
sbeislyd	s b e ɨ̯ s l ɨ̞ d
sbel	s b ɛ l
sbelio	s b ɛ l j ɔ
sbelt	s b ɛ l t
sberm	s p ɛ r m
sbigog	s b ɪ ɡ ɔ ɡ
sbio	s b iː ɔ
sbleisio	s b l e i̯ ʃ ɔ
sbon	s b ɔ n
sbonc	s b ɔ ŋ k
sboncen	s b ɔ ŋ k ɛ n
sboncio	s b ɔ ŋ k j ɔ
sbonciwr	s b ɔ ŋ k j ʊ r
sboner	s b ɔ n ɛ r
sbort	s b ɔ r t
sbot	s b ɔ t
sbring	s b r ɪ ŋ
sbriws	s b r ɪ u̯ s
sbwliau	s b ʊ l j a
sbwliau	s b ʊ l j a ɨ̯
sbwlio	s b ʊ l j ɔ
sbwriel	s b ʊ r j a l
sbwriel	s b ʊ r j ɛ l
sbâr	s b aː r
sbêc	s b eː k
sbôc	s b oː k
sbŵl	s b uː l
scandiwm	s ɡ a n d j ʊ m
schism	s ɡ ɪ s m
sdim	s d ɪ m
se	s ɛ
seaborgiwm	s ɪ b ɔ r ɡ j ʊ m
sebon	s ɛ b ɔ n
seboneiddiad	s ɛ b ɔ n e i̯ ð j a d
sebonllyd	s ɛ b ɔ n ɬ ɨ̞ d
sebra	s e b r a
sebraod	s e b r aː ɔ d
sebras	s e b r a s
sect	k a r v a n
sedd	s eː ð
seddi	s ɛ ð i
sef	s eː v
sefwch	s ɛ v ʊ χ
sefydlog	s ɛ v ə d l ɔ ɡ
sefydlogi	s ɛ v ə d l ɔ ɡ i
sefydlu	s ɛ v ə d l ɨ
sefyll	s ɛ v ɨ̞ ɬ
sefyllfa	s ɛ v ə ɬ v a
sefyllfaoedd	s ɛ v ə ɬ v aː ɔ ɨ̯ ð
segur	s ɛ ɡ ɨ̞ r
seianosis	s e i̯ a n ɔ s ɪ s
seiat	s e i̯ a t
seibiau	s e i̯ b j a
seibiau	s e i̯ b j a ɨ̯
seibiau	s e i̯ b j ɛ
seiclo	s e i̯ k l ɔ
seicloch	s e i̯ k l ɔ χ
seiclodd	s e i̯ k l ɔ ð
seiclon	s e i̯ k l ɔ n
seiclwr	s e i̯ k l ʊ r
seiclwyr	s e i̯ k l w ɨ̞ r
seidr	s e i̯ d ɪ r
seifys	s e i̯ v ɨ̞ s
seimllyd	s e i̯ m ɬ ɨ̞ d
seimlyd	s e i̯ m l ɨ̞ d
seinber	s e i̯ n b ɛ r
seindorf	s e i̯ n d ɔ r v
seineg	s e i̯ n ɛ ɡ
seinegol	s e i̯ n ɛ ɡ ɔ l
seinegydd	s e i̯ n ɛ ɡ ɨ̞ ð
seingoll	s e i̯ n ɡ ɔ ɬ
seiniau	s e i̯ n j a
seiniau	s e i̯ n j a ɨ̯
seiniau	s e i̯ n j ɛ
seintiau	s e i̯ n t j a
seintiau	s e i̯ n t j a ɨ̯
seintiau	s e i̯ n t j ɛ
seintwar	s e i̯ n t w a r
seirff	s e i̯ r f
seithawd	s e i̯ θ a u̯ d
seithfed	s e i̯ θ v a d
seithfed	s e i̯ θ v ɛ d
seithongl	s e i̯ θ ɔ ŋ l
seithug	s e i̯ θ ɨ̞ ɡ
seithug	s e i̯ θ ɪ ɡ
seld	s ɛ l d
seldfwrdd	s ɛ l d v ʊ r ð
seleniwm	s ɛ l ɛ n j ʊ m
seler	s ɛ l a r
seler	s ɛ l ɛ r
selerau	s ɛ l ɛ r a
selerau	s ɛ l ɛ r a ɨ̯
selerau	s ɛ l ɛ r ɛ
seleri	s ɛ l ɛ r i
seliau	s ɛ l j a
seliau	s ɛ l j a ɨ̯
seliau	s ɛ l j ɛ
selog	s ɛ l ɔ ɡ
selotep	s ɛ l ɔ t ɛ p
selsig	s ɛ l s ɪ ɡ
selsigen	s ɛ l s ɪ ɡ ɛ n
semanteg	s ɛ m a n t ɛ ɡ
semen	s ɛ m ɛ n
semenol	s ɛ m ɛ n ɔ l
seminar	s ɛ m ɪ n a r
sen	s ɛ n
senana	s ɛ n a n a
senedd	s ɛ n ɛ ð
senon	s ɛ n ɔ n
ser	s ɛ r
serch	s ɛ r χ
serchog	s ɛ r χ ɔ ɡ
serchus	s ɛ r χ ɨ̞ s
serebrol	s ɛ r ɛ b r ɔ l
seremoni	s ɛ r ɛ m ɔ n i
seren	s ɛ r ɛ n
serenllys	s ɛ r ɛ n ɬ ɨ̞ s
serennu	s ɛ r ɛ n ɨ̞
sero	s ɛ r ɔ
serthder	s ɛ r θ d ɛ r
serthrwydd	s ɛ r θ r ʊ ɨ̯ ð
seryddiaeth	s ɛ r ə ð j a ɨ̯ θ
sesh	s ɛ ʃ
seshys	s ɛ ʃ ɨ̞ s
sesiwn	s ɛ ʃ ʊ n
sesiynau	s ɛ ʃ ə n a
sesiynau	s ɛ ʃ ə n a ɨ̯
sesiynau	s ɛ ʃ ə n ɛ
setî	s ɛ t iː
sgaffald	s ɡ a f a l d
sgan	s ɡ a n
sgarff	s ɡ a r f
sgeifio	s ɡ e i̯ v j ɔ
sgen	s ɡ ɛ n
sgerbwd	s ɡ ɛ r b ʊ d
sgeri	s ɡ ɛ r ɪ
sgert	s ɡ ɛ r t
sgi	s ɡ iː
sgil	s ɡ iː l
sgil	s ɡ ɪ l
sgileffaith	s ɡ iː l ɛ f a i̯ θ
sgileffaith	s ɡ iː l ɛ f ɛ θ
sgipio	s ɡ ɪ p j ɔ
sgism	s ɡ ɪ s m
sgiwen	s ɡ i u̯ ɛ n
sglodion	s ɡ l ɔ d j ɔ n
sglods	s ɡ l ɔ d s
sglods	s ɡ l ɔ d z
sglodyn	s ɡ l ɔ d ɨ̞ n
sgorio	s ɡ ɔ r j ɔ
sgorpion	s ɡ ɔ r p j ɔ n
sgramblo	s ɡ r a m b l ɔ
sgrap	s ɡ r a p
sgrech	s ɡ r eː χ
sgrechian	s ɡ r ɛ χ j a n
sgri	s ɡ r iː
sgriau	s ɡ r iː a
sgriau	s ɡ r iː a ɨ̯
sgriau	s ɡ r iː ɛ
sgrin	s ɡ r iː n
sgriniau	s ɡ r ɪ n j a
sgriniau	s ɡ r ɪ n j a ɨ̯
sgriniau	s ɡ r ɪ n j ɛ
sgrinio	s ɡ r i n j ɔ
sgrotwm	s ɡ r ɔ t ʊ m
sgrwff	s ɡ r ʊ f
sgwad	s ɡ w a d
sgwariau	s ɡ w a r j a
sgwariau	s ɡ w a r j a ɨ̯
sgwariau	s ɡ w a r j ɛ
sgwarnog	s ɡ w a r n ɔ ɡ
sgwd	s ɡ uː d
sgwlio	s ɡ ʊ l j ɔ
sgwrs	s ɡ ʊ r s
sgwrsio	s ɡ ʊ r ʃ o
sgwâr	s ɡ w aː r
sgydau	s ɡ ə d a
sgydau	s ɡ ə d a ɨ̯
sgydau	s ɡ ə d ɛ
sgynni	s ɡ ə n ɪ
sgynno	s ɡ ə n ɔ
sgynnoch	s ɡ ə n ɔ χ
sgynnon	s ɡ ə n ɔ n
sgynnyn	s ɡ ə n ɨ̞ n
sgyrsiol	s ɡ ə r ʃ ɔ l
sgìl	s ɡ ɪ l
sgïo	s ɡ i ɔ
sgôr	s ɡ oː r
shibwns	ʃ ɪ b ʊ n s
shibwnsyn	ʃ ɪ b ʊ n s ɨ̞ n
shrwmsa	ʃ r ʊ m s a
si	s iː
siaced	ʃ a k a d
siaced	ʃ a k ɛ d
siafft	ʃ a f t
siafio	ʃ a v j ɔ
sialens	ʃ a l ɛ n s
siampên	ʃ a m p eː n
siani	ʃ a n ɪ
sianis	ʃ a n ɪ s
siapiau	ʃ a p j a
siapiau	ʃ a p j a i̯
siapiau	ʃ a p j a ɨ̯
siapiau	ʃ a p j ɛ
siapio	ʃ a p j ɔ
siapo	ʃ a p ɔ
siapus	ʃ a p ɨ̞ s
siarad	ʃ a r a d
siaradus	ʃ a r a d ɨ̞ s
siaradwr	ʃ a r a d ʊ r
siaradwyr	ʃ a r a d w ɨ̞ r
siarc	ʃ a r k
siarp	ʃ a r p
siart	ʃ a r t
siartiau	ʃ a r t j a
siartiau	ʃ a r t j a ɨ̯
siartiau	ʃ a r t j ɛ
siasi	ʃ a s ɪ
siawns	ʃ a u̯ n s
sibrwd	s ɪ b r ʊ d
sicr	s ɪ k ɪ r
sicrhau	s ɪ k r h a ɨ̯
sicrwydd	s ɪ k r ʊ ɨ̯ ð
sidan	s ɪ d a n
sidanaidd	s ɪ d a n a i̯ ð
sidangod	s ɪ d a n ɡ ɔ d
sidanog	s ɪ d a n ɔ ɡ
sidanwellt	s ɪ d a n w ɛ ɬ t
siec	ʃ ɛ k
sied	ʃ ɛ d
siei	ʃ e i̯
sielff	ʃ ɛ l f
sielffo	ʃ ɛ l f ɔ
sifi	s iː v ɪ
sifi	s ɪ v ɪ
sifil	s ɪ v ɪ l
sigo	s ɪ ɡ ɔ
sil	s iː l
silff	ʃ ɪ l f
silffio	ʃ ɪ l f j ɔ
silicon	s ɪ l ɪ k ɔ n
silindr	s ɪ l ɪ n d r
sillaf	s ɪ ɬ a v
sillafu	s ɪ ɬ a v ɨ
sillgoll	s ɪ ɬ ɡ ɔ ɬ
silwair	s ɪ l w a i̯ r
silweirio	s ɪ l w e i̯ r j ɔ
silwét	s ɪ l w ɛ t
simsanu	s ɪ m s a n ɨ̞
sin	s iː n
sinc	s ɪ ŋ k
sindrys	s ɪ n d r ɨ̞ s
sindrys	s ɪ n d r ɪ s
sinema	s ɪ n ɛ m a
singlet	s ɪ ŋ ɡ l ɛ t
sinsir	s ɪ n s ɪ r
siobyn	ʃ ɔ b ɪ n
sioc	ʃ ɔ k
siocled	ʃ ɔ k l a d
siocled	ʃ ɔ k l ɛ d
siocledi	ʃ ɔ k l ɛ d i
sioe	ʃ oː ɨ̯
sioeau	ʃ ɔ ɨ̯ a
sioeau	ʃ ɔ ɨ̯ a ɨ̯
siom	ʃ ɔ m
siomau	ʃ ɔ m a
siomau	ʃ ɔ m a ɨ̯
siomau	ʃ ɔ m ɛ
siomedig	ʃ ɔ m ɛ d ɪ ɡ
siomi	ʃ ɔ m i
sionc	ʃ ɔ ŋ k
sioncrwydd	ʃ ɔ ŋ k r ʊ ɨ̯ ð
siop	ʃ ɔ p
siopa	ʃ ɔ p a
siopau	ʃ ɔ p a
siopau	ʃ ɔ p a ɨ̯
siopwr	ʃ ɔ p ʊ r
siopwyr	ʃ ɔ p w ɨ̞ r
siort	ʃ ɔ r t
siprys	ʃ ɪ p r ɪ s
sirconiwm	s ɪ r k ɔ n j ʊ m
sirioldeb	s ɪ r j ɔ l d a b
sirioldeb	s ɪ r j ɔ l d ɛ b
sirioli	s ɪ r j ɔ l ɪ
sirol	s ɪ r ɔ l
sisgyn	s ɪ s ɡ ɨ̞ n
sisial	s ɪ s j a l
sisial	ʃ ɪ ʃ a l
sisian	s ɪ s j a n
sisian	ʃ ɪ ʃ a n
sisiol	s ɪ s j ɔ l
sisiol	ʃ ɪ ʃ ɔ l
sism	ʃ ɪ s m
siwed	s ɪ u̯ ɛ d
siwet	t ʊ p t r a
siwgr	ʃ ʊ ɡ r
siwgr	ʃ ʊ ɡ ʊ r
siwmae	s m aː ɨ̯
siwmae	s ɨ m aː ɨ̯
siwmae	ʃ ɨ m aː ɨ̯
siwmper	ʃ ʊ m p ɛ r
siwmperi	ʃ ʊ m p ɛ r i
siwr	ʃ uː r
siwrnai	ʃ ʊ r n a
siwrnai	ʃ ʊ r n a i̯
siwrnai	ʃ ʊ r n ɛ
siwrwd	ʃ ʊ r ʊ d
siwt	s ɪ u̯ t
siâp	ʃ aː p
sièd	ʃ ɛ d
siôl	ʃ oː l
siŵr	ʃ uː r
slab	s l aː b
slaf	s l aː v
slebog	s l ɛ b ɔ ɡ
slefren	s l ɛ v r ɛ n
slej	s l ɛ d͡ʒ
slejys	s l ɛ d͡ʒ ɨ̞ s
sliper	s l ɪ p ɛ r
slorwm	s l ɔ r ʊ m
smocio	s m ɔ k j ɔ
smonach	s m ɔ n a χ
smot	s m ɔ t
smotyn	s m ɔ t ɨ̞ n
smwddio	s m ʊ ð j ɔ
smygu	s m ə ɡ ɨ
smêc	s m eː k
snac	s n a k
snwcer	s n ʊ k a r
snwcer	s n ʊ k ɛ r
so	s oː
soch	s oː χ
soddi	s ɔ ð i
sodiwm	s ɔ d j ʊ m
sodlau	s ɔ d l a
sodlau	s ɔ d l a ɨ̯
sodlau	s ɔ d l ɛ
sodor	s ɔ d ɔ r
sodro	s ɔ d r ɔ
soeglyd	s ɔ i̯ ɡ l ɪ d
soeglyd	s ɔ ɨ̯ ɡ l ɨ̞ d
soffa	s ɔ f a
sofren	s ɔ v r ɛ n
solid	s ɔ l ɪ d
solidariaeth	s ɔ l ɪ d a r j a ɨ̯ θ
solidariaeth	s ɔ l ɪ d a r j a θ
sorgwm	s ɔ r ɡ ʊ m
sorod	s ɔ r ɔ d
sorri	s ɔ r ɪ
sorth	s ɔ r θ
sos	s oː s
sosban	s ɔ s b a n
sosej	s ɔ s ɛ d͡ʒ
sosialaeth	s ɔ ʃ a l a ɨ̯ θ
sosialaidd	s ɔ ʃ a l a i̯ ð
sosialydd	s ɔ ʃ a l ɨ̞ ð
sosys	s ɔ s ɨ̯ s
sothach	s ɔ θ a χ
