'day	d̪ a ɪ̯
samyo	s ɐ m j o
samyo	s ɐ m j o ʔ
san	s a n̪
San	s a n̪
sana	s aː n̪ ɐ
sana	s ɐ n̪ a ʔ
sana	s aː n̪ ɐ ʔ
sana	s aː n̪ ɐ ʔ
sanaol	s aː n̪ ɐ ʔ o l
sanap	s ɐ n̪ a p̚
sanap	s aː n̪ ɐ p̚
sanay	s ɐ n̪ a ɪ̯
sanay	s aː n̪ a ɪ̯
sanayan	s ɐ n̪ ɐ j a n̪
sanayan	s aː n̪ aː j ɐ n̪
sanayan	s aː n̪ aː j ɐ n̪
sanaysay	s ɐ n̪ a ɪ̯ s a ɪ̯
Sanchez	s a n̪ t͡ʃ ɛ s
Sanchez	s a n̪ t͡s ɛ s
Sanchez	s a n̪ t͡s ɛ s
sandaan	s ɐ n̪ d̪ ɐ ʔ a n̪
sandaan	s ɐ n̪ d̪ aː ʔ ɐ n̪
sandaigdigan	s ɐ n̪ d̪ ɐ ʔ ɪ ɡ d̪ iː ɣ ɐ n̪
sandakati	s ɐ n̪ d̪ ɐ x aː t̪ ɪ ʔ
sandal	s ɐ n̪ d̪ a l
sandali	s ɐ n̪ d̪ ɐ l ɪ ʔ
sandali	s ɐ n̪ d̪ ɐ l ɛ ʔ
sandali	s ɐ n̪ d̪ aː l ɪ ʔ
sandalo	s a n̪ d̪ ɐ l o
sandalyas	s ɐ n̪ d̪ a l j ɐ s
sandalyas	s ɐ n̪ d̪ ɐ l j a s
sandamakmak	s ɐ n̪ d̪ ɐ m ɐ k m a k̚
sandamukal	s ɐ n̪ d̪ ɐ m uː x ɐ l
sandana	s ɐ n̪ d̪ ɐ n̪ a ʔ
sandata	s ɐ n̪ d̪ aː t̪ ɐ
sandatahan	s a n̪ d̪ ɐ t̪ ɐ h a n̪
sandatahan	s ɐ n̪ d̪ aː t̪ aː h ɐ n̪
sandatahan	s ɐ n̪ d̪ ɐ t̪ aː h ɐ n̪
sandirit	s ɐ n̪ d̪ iː ɾ ɪ t̪̚
sando	s a n̪ d̪ o
sandok	s ɐ n̪ d̪ o k̚
Sandoval	s ɐ n̪ d̪ o v a l
Sandoval	s ɐ n̪ d̪ o b a l
Sandoval	s ɐ n̪ d̪ o b a l
Sandoval	s ɐ n̪ d̪ oː v ɐ l
Sandoval	s ɐ n̪ d̪ oː b ɐ l
Sandoval	s ɐ n̪ d̪ oː b ɐ l
sandugo	s ɐ n̪ d̪ ʊ ɣ o ʔ
sanduguan	s ɐ n̪ d̪ ʊ ɣ ʊ ʔ a n̪
sandurugo	s ɐ n̪ d̪ ʊ ɾ ʊ ɣ o ʔ
sandwits	s a n̪ d̪ w ɪ t͡ʃ
sandwits	s a n̪ d̪ w ɪ t̪ s
sandwits	s a n̪ d̪ w ɪ t̪ s
sanhi	s ɐ n̪ h ɪ ʔ
sanib	s aː n̪ ɪ b̚
saniban	s ɐ n̪ iː b ɐ n̪
sanidad	s ɐ n̪ ɪ d̪ a d̪̚
sanitaryo	s ɐ n̪ ɪ t̪ a ɾ j o
sanke	s ɐ ŋ k ɛ ʔ
sanki	s ɐ ŋ k ɪ ʔ
sanktuwaryo	s ɐ ŋ k t̪ w a ɾ j o
sanla	s ɐ n̪ l a ʔ
sanlaksa	s ɐ n̪ l ɐ k s a ʔ
sanlangitan	s ɐ n̪ l ɐ ŋ iː t̪ ɐ n̪
sanlangitan	s ɐ n̪ l ɐ ŋ ɪ t̪ a n̪
sanlibo	s ɐ n̪ l iː b o
sanlibutan	s ɐ n̪ l ɪ b ʊ t̪ a n̪
sanlibutnin	s ɐ n̪ l ɪ b ʊ t̪ n̪ ɪ n̪
sanling	s ɐ n̪ l ɪ ŋ
sano	s ɐ n̪ o ʔ
sanog	s aː n̪ o ɡ̚
sanrok	s ɐ n̪ ɾ o k̚
sanrurugo	s ɐ n̪ ɾ ʊ ɾ ʊ ɣ o ʔ
sansala	s ɐ n̪ s aː l ɐ ʔ
sansan	s ɐ n̪ s a n̪
sanse	s ɐ n̪ s ɛ
sansinukbin	s ɐ n̪ s ɪ n̪ ʊ k b ɪ n̪
sansinukob	s ɐ n̪ s ɪ n̪ uː x o b̚
sansinukuban	s ɐ n̪ s ɪ n̪ ʊ x uː b ɐ n̪
Sanskrito	s ɐ n̪ s k ɾ iː t̪ o
Sanskrito	s a n̪ s k ɾ ɪ t̪ o
Sanson	s a n̪ s o n̪
Santa	s a n̪ t̪ ɐ
santa	s a n̪ t̪ ɐ
santa	s ɐ n̪ t̪ a
santabi	s ɐ n̪ t̪ ɐ b ɪ
santabi	s ɐ n̪ t̪ aː b ɪ ʔ
santacruzan	s ɐ n̪ t̪ ɐ k ɾ uː s ɐ n̪
santakrusan	s ɐ n̪ t̪ ɐ k ɾ uː s ɐ n̪
santan	s ɐ n̪ t̪ a n̪
Santander	s ɐ n̪ t̪ a n̪ d̪ ɛ ɾ
Santatlo	s ɐ n̪ t̪ ɐ t̪ l̪ o
santelmo	s ɐ n̪ t̪ ɛ l m o
Santiago	s ɐ n̪ t͡ʃ aː ɣ o
Santiago	s ɐ n̪ t̪ j aː ɣ o
Santiago	s ɐ n̪ t̪ j aː ɣ o
Santillan	s ɐ n̪ t̪ ɪ l j a n̪
santo	s a n̪ t̪ o
santo	s ɐ n̪ t̪ o
Santo	s a n̪ t̪ o
santol	s ɐ n̪ t̪ o l
santolan	s ɐ n̪ t̪ oː l ɐ n̪
Santos	s a n̪ t̪ o s
santuhin	s ɐ n̪ t̪ ʊ h ɪ n̪
santulan	s ɐ n̪ t̪ uː l ɐ n̪
santuolyo	s ɐ n̪ t̪ ʊ ʔ o l j o
santuwaryo	s ɐ n̪ t̪ w a ɾ j o
santwaryo	s ɐ n̪ t̪ w a ɾ j o
Sanvictores	s ɐ m v ɪ k t̪ oː ɾ ɛ s
Sanvictores	s ɐ m b ɪ k t̪ oː ɾ ɛ s
Sanvictores	s ɐ m b ɪ k t̪ oː ɾ ɛ s
sanwits	s a n̪ w ɪ t͡ʃ
sanwits	s a n̪ w ɪ t̪ s
sanwits	s a n̪ w ɪ t̪ s
sanyo	s ɐ n ɲ o ʔ
sanyo	s ɐ n̪ j o ʔ
sanyo	s ɐ n̪ j o ʔ
sang	s a ŋ
sanga	s ɐ ŋ a
sangab	s aː ŋ ɐ b̚
sangag	s ɐ ŋ a ɡ̚
sangagin	s ɐ ŋ ɐ ɣ ɪ n̪
sangal	s ɐ ŋ a l
Sangalang	s ɐ ŋ ɡ aː l ɐ ŋ
sangandaan	s ɐ ŋ ɐ n̪ d̪ ɐ ʔ a n̪
Sangandaan	s ɐ ŋ a n̪ d̪ ɐ ʔ a n̪
sangat	s aː ŋ ɐ t̪̚
sangay	s ɐ ŋ a ɪ̯
Sangcap	s ɐ ŋ k a p̚
Sangco	s a ŋ k o
sangga	s ɐ ŋ ɡ a ʔ
sangga	s ɐ ŋ ɡ a
sanggalang	s ɐ ŋ ɡ ɐ l a ŋ
sanggano	s a ŋ ɡ ɐ n̪ o
sanggawali	s ɐ ŋ ɡ ɐ w ɐ l ɪ ʔ
sanggi	s ɐ ŋ ɡ ɪ ʔ
sanggol	s ɐ ŋ ɡ o l
sanggumay	s ɐ ŋ ɡ uː m a ɪ̯
sangguni	s ɐ ŋ ɡ uː n̪ ɪ ʔ
sanggunian	s ɐ ŋ ɡ ʊ n̪ ɪ ʔ a n̪
sanghaya	s ɐ ŋ h aː j ɐ ʔ
sanghaya	s ɐ ŋ h ɐ j a ʔ
sanghiblayan	s ɐ ŋ h ɪ b l aː j ɐ n̪
sanghid	s ɐ ŋ h ɪ d̪̚
sanghod	s ɐ ŋ h o d̪̚
sangi	s aː ŋ ɪ ʔ
sangig	s ɐ ŋ ɪ ɡ̚
sangkaing	s ɐ ŋ k ɐ ʔ ɪ ŋ
sangkaka	s ɐ ŋ k aː x ɐ
sangkal	s ɐ ŋ k a l
sangkalan	s ɐ ŋ k aː l ɐ n̪
sangkalan	s ɐ ŋ k ɐ l a n̪
sangkap	s ɐ ŋ k a p̚
sangkapat	s ɐ ŋ k aː p ɐ t̪̚
sangkaramihan	s ɐ ŋ k ɐ ɾ ɐ m iː h ɐ n̪
sangkatauhan	s ɐ ŋ k ɐ t̪ ɐ ʔ uː h ɐ n̪
sangkaterba	s ɐ ŋ k ɐ t̪ ɛ ɾ b ɐ
sangkatlo	s ɐ ŋ k ɐ t̪ l̪ o
sangkatutak	s ɐ ŋ k ɐ t̪ uː t̪ ɐ k̚
sangke	s ɐ ŋ k ɛ ʔ
sangki	s ɐ ŋ k ɪ ʔ
sangkletas	s ɐ ŋ k l ɛː t̪ ɐ s
sangko	s ɐ ŋ k o
sangko	s a ŋ k o
sangkong	s ɐ ŋ k o ŋ
sangkot	s ɐ ŋ k o t̪̚
sangktuwaryo	s ɐ ŋ k t̪ w a ɾ j o
sangkutsa	s ɐ ŋ k ʊ t t͡ʃ a
sangkutsa	s ɐ ŋ k ʊ t̪ s a
sangkutsa	s ɐ ŋ k ʊ t̪ s a
sangla	s ɐ n̪ l a ʔ
sanglaan	s ɐ n̪ l aː ʔ ɐ n̪
sanglaan	s ɐ n̪ l ɐ ʔ a n̪
Sanglay	s ɐ n̪ l a ɪ̯
sanglay	s ɐ n̪ l a ɪ̯
Sangley	s ɐ n̪ l e ɪ̯
sangmatwiran	s ɐ ŋ m ɐ t̪ w iː ɾ ɐ n̪
sangmukti	s ɐ ŋ m ʊ k t̪ ɪ ʔ
sangod	s ɐ ŋ o d̪̚
sangpuo	s ɐ m p ʊ ʔ o ʔ
sangpuo	s ɐ m p uː ʔ o ʔ
sangsala	s ɐ n̪ s aː l ɐ ʔ
sangsang	s ɐ n̪ s a ŋ
sangyawa	s ɐ ŋ j aː w ɐ ʔ
sangyod	s ɐ ŋ j o d̪̚
sangyuta	s ɐ ŋ j uː t̪ ɐ ʔ
sao	s ɐ ʔ o
saog	s aː ʔ o ɡ̚
saog	s ɐ ʔ o ɡ̚
Saog	s aː ʔ o ɡ̚
saoy	s ɐ ʔ o ɪ̯
sapa	s aː p ɐ ʔ
sapa	s ɐ p a
sapad	s ɐ p a d̪̚
sapad	s aː p ɐ d̪̚
sapagka	s ɐ p ɐ ɡ k a ʔ
sapagkat	s ɐ p ɐ ɡ k a t̪̚
sapait	s ɐ p aː ʔ ɪ t̪̚
sapak	s ɐ p a k̚
sapak	s aː p ɐ k̚
sapalaran	s aː p ɐ l ɐ ɾ a n̪
sapanahon	s ɐ p ɐ n̪ ɐ h o n̪
sapantaha	s ɐ p ɐ n̪ t̪ aː h ɐ ʔ
sapang	s ɐ p a ŋ
sapat	s ɐ p a t̪̚
sapatero	s ɐ p ɐ t̪ ɛː ɾ o
sapatilya	s ɐ p ɐ t̪ ɪ l j a
sapatos	s ɐ p aː t̪ o s
sapaw	s aː p a ʊ̯
sapi	s aː p ɪ ʔ
Sapian	s ɐ p iː ʔ ɐ n̪
sapid	s aː p ɪ d̪̚
sapilitan	s aː p ɪ l ɪ t̪ a n̪
sapin	s ɐ p ɪ n̪
sapinan	s ɐ p ɪ n̪ a n̪
sapiro	s aː p ɪ ɾ o
sapisapi	s aː p ɪ s aː p ɪ ʔ
sapit	s aː p ɪ t̪̚
saplot	s ɐ p l o t̪̚
sapnan	s ɐ p n̪ a n̪
sapnit	s ɐ p n̪ ɪ t̪̚
sapo	s ɐ p o
sapo	s ɐ p o ʔ
sapo	s ɐ p o
sapo	s aː p o
sapodilya	s ɐ p o d̪ i l j ɐ
sapok	s ɐ p o k̚
sapol	s ɐ p o l
Sapon	s ɐ p o n̪
sapot	s aː p o t̪̚
sapot	s ɐ p o t̪̚
sapsap	s ɐ p s a p̚
sapsoy	s ɐ p s o ɪ̯
sapsuy	s ɐ p s ʊ ɪ̯
sapul	s ɐ p ʊ l
sapupo	s ɐ p uː p o
sapupuhin	s ɐ p ʊ p uː h ɪ n̪
sapyaw	s a p j a ʊ̯
sapyaw	s ɐ p j a ʊ̯
Saquing	s aː x ɪ ŋ
sara	s ɐ ɾ a
Sarabia	s ɐ ɾ a b j ɐ
sarado	s ɐ ɾ aː d̪ o
saragate	s ɐ ɾ ɐ ɣ aː t̪ ɛ
Sarah	s aː ɾ ɐ
sarahan	s aː ɾ aː h ɐ n̪
sarahan	s ɐ ɾ ɐ h a n̪
sarang	s ɐ ɾ a ŋ
Sarangani	s ɐ ɾ ɐ ŋ ɡ aː n̪ ɪ
saranggola	s ɐ ɾ ɐ ŋ ɡ oː l ɐ
sarap	s ɐ ɾ a p̚
sarat	s ɐ ɾ a t̪̚
saray	s aː ɾ a ɪ̯
sarbey	s a ɾ b e ɪ̯
Sarcia	s a ɾ ʃ ɐ
Sarcia	s a ɾ s j ɐ
Sarcia	s a ɾ s j ɐ
sarciado	s ɐ ɾ ʃ aː d̪ o
sarciado	s ɐ ɾ s j aː d̪ o
sarciado	s ɐ ɾ s j aː d̪ o
sardinas	s ɐ ɾ d̪ iː n̪ ɐ s
Sarenas	s ɐ ɾ ɛː n̪ ɐ s
sarhan	s ɐ ɾ h a n̪
sarhento	s ɐ ɾ h ɛ n̪ t̪ o
sari	s aː ɾ ɪ ʔ
sari	s aː ɾ ɪ
sari	s aː ɾ ɪ ʔ
Sariaya	s ɐ ɾ j aː j ɐ
saribuhay	s ɐ ɾ ɪ b uː h a ɪ̯
sarili	s ɐ ɾ iː l ɪ
sarilinin	s ɐ ɾ ɪ l iː n̪ ɪ n̪
sarimanok	s ɐ ɾ ɪ m ɐ n̪ o k̚
sariwa	s ɐ ɾ iː w ɐ ʔ
sariwain	s ɐ ɾ ɪ w aː ʔ ɪ n̪
sarkasmo	s ɐ ɾ k a s m o
sarkastiko	s ɐ ɾ k a s t̪ ɪ x o
Sarmiento	s ɐ ɾ m j ɛ n̪ t̪ o
saro	s aː ɾ o
sarol	s ɐ ɾ o l
Sarona	s ɐ ɾ oː n̪ ɐ
sarong	s aː ɾ o ŋ
Sarraga	s ɐ ɾ aː ɣ ɐ
Sarreal	s ɐ ɾ ɛ j a l
sarsa	s a ɾ s ɐ
sarsahan	s a ɾ s ɐ h a n̪
sarsaparilya	s ɐ ɾ s ɐ p ɐ ɾ i l j ɐ
sarsiado	s ɐ ɾ ʃ aː d̪ o
sarsiado	s ɐ ɾ s j aː d̪ o
sarsiado	s ɐ ɾ s j aː d̪ o
sarsiyado	s ɐ ɾ ʃ aː d̪ o
sarsiyado	s ɐ ɾ s j aː d̪ o
sarsiyado	s ɐ ɾ s j aː d̪ o
sarsuwela	s ɐ ɾ s w ɛː l ɐ
sarswela	s ɐ ɾ s w ɛː l ɐ
sarsyado	s ɐ ɾ ʃ aː d̪ o
sarsyado	s ɐ ɾ s j aː d̪ o
sarsyado	s ɐ ɾ s j aː d̪ o
sarutso	s ɐ ɾ ʊ t t͡ʃ o
sarutso	s ɐ ɾ ʊ t̪ s o
sarutso	s ɐ ɾ ʊ t̪ s o
sasa	s ɐ s a
sasa	s ɐ s a ʔ
sasa	s aː s ɐ ʔ
sasa	s ɐ s a ʔ
sasa	s aː s ɐ
sasa	s aː s ɐ ʔ
sasa	s ɐ s a ʔ
sasabunutan	s aː s ɐ b ʊ n̪ uː t̪ ɐ n̪
sasabungin	s ɐ s ɐ b uː ŋ ɪ n̪
sasag	s aː s ɐ ɡ̚
sasag	s ɐ s a ɡ̚
sasak	s aː s ɐ k̚
sasakyan	s ɐ s ɐ k j a n̪
sasakyan	s aː s ɐ k j a n̪
sasal	s ɐ s a l
sasama	s ɐ s aː m ɐ
sasama	s ɐ s ɐ m a ʔ
sasang	s ɐ s a ŋ
sasangan	s ɐ s ɐ ŋ a n̪
sasangan	s aː s aː ŋ ɐ n̪
sasapinan	s ɐ s ɐ p ɪ n̪ a n̪
sasapinan	s aː s ɐ p ɪ n̪ a n̪
sasapnan	s ɐ s ɐ p n̪ a n̪
sasapnan	s aː s ɐ p n̪ a n̪
saserdote	s ɐ s ɛ ɾ d̪ oː t̪ ɛ
sashimi	s aː ʃ ɪ m ɪ
sashimi	s ɐ ʃ iː m ɪ
sashimi	s a s j ɪ m ɪ
sashimi	s ɐ s j iː m ɪ
sashimi	s a s j ɪ m ɪ
sashimi	s ɐ s j iː m ɪ
saspek	s a s p ɛ k̚
sasti	s ɐ s t̪ ɪ
sastre	s ɐ s t̪ ɾ ɛ
sastre	s a s t̪ ɾ ɛ
satambal	s ɐ t̪ ɐ m b a l
Satanas	s ɐ t̪ ɐ n̪ a s
satay	s aː t̪ a ɪ̯
sate	s aː t̪ ɛ ʔ
sate	s aː t̪ ɛ
satelait	s aː t̪ ɛ l a ɪ̯ t̪
satelayt	s aː t̪ ɛ l a ɪ̯ t̪
satelite	s ɐ t̪ ɛː l ɪ t̪ ɛ
satin	s ɐ t̪ ɪ n̪
satin	s aː t̪ ɪ n̪
satira	s aː t̪ ɪ ɾ a
satirikal	s ɐ t̪ ɪ ɾ ɪ x a l
satiriko	s ɐ t̪ iː ɾ ɪ x o
satiyan	s ɐ t͡ʃ a n̪
satiyan	s ɐ t̪ j a n̪
satiyan	s ɐ t̪ j a n̪
satol	s ɐ t̪ o l
satol	s aː t̪ o l
Satomi	s ɐ t̪ oː m ɪ
satsaron	s ɐ t t͡ʃ ɐ ɾ o n̪
satsaron	s ɐ t̪ s ɐ ɾ o n̪
satsaron	s ɐ t̪ s ɐ ɾ o n̪
satsat	s ɐ t̪ s a t̪̚
Saturno	s ɐ t̪ u ɾ n̪ o
Saud	s ɐ ʔ ʊ d̪̚
Saudi	s a ʊ̯ d̪ ɪ
saugnay	s ɐ ʔ ʊ ɡ n̪ a ɪ̯
saulado	s ɐ ʔ ʊ l aː d̪ o
sauli	s ɐ ʔ uː l ɪ ʔ
sauli	s oː l ɪ ʔ
sauli	s oː l ɛ ʔ
saulo	s ɐ ʔ uː l o
Saulog	s a ʊ̯ l o ɡ̚
sauluhin	s ɐ ʔ ʊ l uː h ɪ n̪
saulupong	s ɐ ʔ ʊ l ʊ p o ŋ
sauna	s ɐ ʔ uː n̪ ɐ
sawa	s ɐ w a
sawa	s ɐ w a ʔ
sawa	s aː w ɐ ʔ
sawali	s ɐ w aː l ɪ ʔ
sawata	s ɐ w ɐ t̪ a ʔ
Sawata	s ɐ w aː t̪ ɐ ʔ
sawatain	s ɐ w ɐ t̪ ɐ ʔ ɪ n̪
saway	s ɐ w a ɪ̯
sawayin	s ɐ w ɐ j ɪ n̪
sawi	s ɐ w ɪ ʔ
sawil	s ɐ w ɪ l
sawing	s ɐ w ɪ ŋ
sawo	s aː w o ʔ
sawo	s aː w o
sawong	s ɐ w o ŋ
sawsaw	s a ʊ̯ s a ʊ̯
sawsawan	s a ʊ̯ s aː w ɐ n̪
sawsawan	s a ʊ̯ s ɐ w a n̪
saya	s ɐ j a
saya	s aː j ɐ
sayad	s aː j ɐ d̪̚
sayad	s ɐ j a d̪̚
sayad	s aː j ɐ d̪̚
sayans	s aː j ɐ n̪ s
sayantifik	s ɐ j ɐ n̪ t̪ iː f ɪ k̚
sayantifik	s ɐ j ɐ n̪ t̪ iː p ɪ k̚
sayantifik	s ɐ j ɐ n̪ t̪ iː p ɪ k̚
sayantipik	s ɐ j ɐ n̪ t̪ iː p ɪ k̚
sayantipiko	s ɐ j ɐ n̪ t̪ iː p ɪ x o
sayantis	s aː j ɐ n̪ t̪ ɪ s
sayantist	s aː j ɐ n̪ t̪ ɪ s t̪
sayantista	s ɐ j ɐ n̪ t̪ i s t̪ ɐ
sayang	s aː j ɐ ŋ
sayang	s aː j ɐ ŋ
sayang	s ɐ j a ŋ
sayaong	s ɐ j ɐ ʔ o ŋ
sayap	s ɐ j a p̚
sayari	s ɐ j aː ɾ ɪ ʔ
sayaw	s ɐ j a ʊ̯
sayawan	s ɐ j ɐ w a n̪
sayawan	s aː j aː w ɐ n̪
sayawan	s ɐ j aː w ɐ n̪
sayawin	s ɐ j ɐ w ɪ n̪
saydlayn	s a ɪ̯ d̪ l̪ a ɪ̯ n̪
sayentipiko	s ɐ j ɛ n̪ t̪ iː p ɪ x o
sayentista	s ɐ j ɛ n̪ t̪ i s t̪ ɐ
sayi	s aː j ɪ ʔ
sayi	s aː j ɛ ʔ
sayimsim	s ɐ j ɪ m s ɪ m
saykoanalisis	s a ɪ̯ x o ʔ ɐ n̪ aː l ɪ s ɪ s
saykoanalitikal	s a ɪ̯ x o ʔ ɐ n̪ ɐ l iː t̪ ɪ x a l
saykoanalitiko	s a ɪ̯ x o ʔ ɐ n̪ ɐ l iː t̪ ɪ x o
saykolodyi	s a ɪ̯ x oː l o d d͡ʒ ɪ
saykolodyi	s a ɪ̯ x oː l o d̪ j ɪ
saykolodyi	s a ɪ̯ x oː l o d̪ j ɪ
saykolohiya	s a ɪ̯ x o l o h iː j ɐ
saykoloji	s a ɪ̯ x oː l o d͡ʒ ɪ
saykoloji	s a ɪ̯ x oː l o d̪ j ɪ
saykoloji	s a ɪ̯ x oː l o d̪ j ɪ
saykomotor	s a ɪ̯ x o m oː t̪ o ɾ
saynat	s a ɪ̯ n̪ a t̪̚
saynete	s a ɪ̯ n̪ ɛː t̪ ɛ
sayo	s ɐ j o
sayod	s ɐ j o d̪̚
sayote	s ɐ j oː t̪ ɛ
saysay	s a ɪ̯ s a ɪ̯
Sayson	s a ɪ̯ s o n̪
Sayson	s a ɪ̯ s o n̪
sayusay	s ɐ j uː s a ɪ̯
SB	ʔ ɛ s b ɪ
Schnittka	ʃ n̪ i t̪ k ɐ
Schnittka	ʔ ɪ s n̪ i t̪ k ɐ
Schnittka	ʔ ɪ s n̪ i t̪ k ɐ
scoobs	ʔ ɪ s k ʊ b s
se	s ɛ
Sean	ʃ a n̪
Sean	s j a n̪
Sean	s j a n̪
sebada	s ɛ b aː d̪ ɐ
Sebaste	s ɛ b a s t̪ ɛ
sebastipol	s ɛ b ɐ s t̪ ɪ p o l
sebekoy	s ɛː b ɛː x o ɪ̯
seben	s ɛː b ɛ n̪
sebo	s ɛː b o
sebra	s ɛ b ɾ ɐ
Sebu	s ɛ b ʊ
Sebwana	s ɛ b w aː n̪ ɐ
Sebwano	s ɛ b w aː n̪ o
Sebyong	s ɛ b j o ŋ
Seco	s ɛː x o
seda	s ɛː d̪ ɐ
sedisyon	s ɛ d̪ ɪ ʃ o n̪
sedisyon	s ɛ d̪ ɪ s j o n̪
sedisyon	s ɛ d̪ ɪ s j o n̪
sedula	s ɛː d̪ ʊ l a
See	s ɪ
Segawa	s ɛ ɣ aː w ɐ
segidilya	s ɛ ɣ ɪ d̪ i l j ɐ
segidilyas	s ɛ ɣ ɪ d̪ i l j ɐ s
Segismundo	s ɛ h ɪ s m u n̪ d̪ o
Segismundo	s ɛ ɣ ɪ s m u n̪ d̪ o
Segovia	s ɛ ɣ o v j ɐ
Segovia	s ɛ ɣ o b j ɐ
Segovia	s ɛ ɣ o b j ɐ
Segui	s ɛː ɣ ɪ
segunda	s ɛ ɣ u n̪ d̪ ɐ
segundahan	s ɛ ɣ ʊ n̪ d̪ ɐ h a n̪
segundahan	s ɛ ɣ u n̪ d̪ ɐ h a n̪
segundahan	s ɛː ɣ ʊ n̪ d̪ aː h ɐ n̪
segundaryo	s ɛ ɣ ʊ n̪ d̪ a ɾ j o
segundo	s ɛ ɣ u n̪ d̪ o
segurado	s ɛ ɣ ʊ ɾ aː d̪ o
seguridad	s ɛ ɣ ʊ ɾ ɪ d̪ a d̪̚
segurista	s ɛ ɣ ʊ ɾ i s t̪ ɐ
seguro	s ɛ ɣ uː ɾ o
seis	s ɛ ʔ ɪ s
seis	s ɐ ʔ ɪ s
seismiko	s i s m ɪ x o
seissiyentos	s ɛ ʔ ɪ s ʃ ɛ n̪ t̪ o s
seissiyentos	s ɛ ʔ ɪ s s j ɛ n̪ t̪ o s
seissiyentos	s ɛ ʔ ɪ s s j ɛ n̪ t̪ o s
seissiyentos	s ɐ ʔ ɪ s ʃ ɛ n̪ t̪ o s
seissiyentos	s ɐ ʔ ɪ s s j ɛ n̪ t̪ o s
seissiyentos	s ɐ ʔ ɪ s s j ɛ n̪ t̪ o s
seisyentos	s ɛ ʔ ɪ ʃ ɛ n̪ t̪ o s
seisyentos	s ɛ ʔ ɪ s j ɛ n̪ t̪ o s
seisyentos	s ɛ ʔ ɪ s j ɛ n̪ t̪ o s
seisyentos	s ɐ ʔ ɪ ʃ ɛ n̪ t̪ o s
seisyentos	s ɐ ʔ ɪ s j ɛ n̪ t̪ o s
seisyentos	s ɐ ʔ ɪ s j ɛ n̪ t̪ o s
seko	s ɛː x o
sekreta	s ɛ k ɾ ɛː t̪ ɐ
sekretaryat	s ɛ k ɾ ɛ t̪ a ɾ j ɐ t̪̚
sekreto	s ɛ k ɾ ɛː t̪ o
sekreto	s ɪ k ɾ ɛː t̪ o
seks	s ɛ k s
seksi	s ɛ k s ɪ
seksismo	s ɛ k s i s m o
seksiyon	s ɛ k ʃ o n̪
seksiyon	s ɛ k s j o n̪
seksiyon	s ɛ k s j o n̪
seksuwal	s ɛ k s w a l
seksuwalidad	s ɛ k s w ɐ l ɪ d̪ a d̪̚
sekswal	s ɛ k s w a l
sekswalidad	s ɛ k s w ɐ l ɪ d̪ a d̪̚
sekta	s ɛ k t̪ ɐ
sekular	s ɛ x ʊ l a ɾ
sekularismo	s ɛ x ʊ l ɐ ɾ i s m o
sekundarya	s ɛ x ʊ n̪ d̪ a ɾ j ɐ
sekyu	s ɛ k j ʊ ʔ
selan	s ɛː l ɐ n̪
selang	s ɛː l ɐ ŋ
selda	s ɛ l d̪ ɐ
selebrasyon	s ɛ l ɛ b ɾ ɐ ʃ o n̪
selebrasyon	s ɛ l ɛ b ɾ ɐ s j o n̪
selebrasyon	s ɛ l ɛ b ɾ ɐ s j o n̪
seleksiyon	s ɛ l ɛ k ʃ o n̪
seleksiyon	s ɛ l ɛ k s j o n̪
seleksiyon	s ɛ l ɛ k s j o n̪
seleksyon	s ɛ l ɛ k ʃ o n̪
seleksyon	s ɛ l ɛ k s j o n̪
seleksyon	s ɛ l ɛ k s j o n̪
Selena	s ɛ l iː n̪ ɐ
selepono	s ɛ l ɛː p o n̪ o
selestiyal	s ɛ l ɛ s t͡ʃ a l
selestiyal	s ɛ l ɛ s t̪ j a l
selestiyal	s ɛ l ɛ s t̪ j a l
selestiyal	s ɛ l ɛ s t͡ʃ ɐ l
selestiyal	s ɛ l ɛ s t̪ j ɐ l
selestiyal	s ɛ l ɛ s t̪ j ɐ l
selestyal	s ɛ l ɛ s t͡ʃ a l
selestyal	s ɛ l ɛ s t̪ j a l
selestyal	s ɛ l ɛ s t̪ j a l
selestyal	s ɛ l ɛ s t͡ʃ ɐ l
selestyal	s ɛ l ɛ s t̪ j ɐ l
selestyal	s ɛ l ɛ s t̪ j ɐ l
selfi	s ɛ l f ɪ
selfi	s ɛ l p ɪ
selfi	s ɛ l p ɪ
Selma	s ɛ l m ɐ
selopen	s ɛː l o p ɛ n̪
selopeyn	s ɛː l o p e ɪ̯ n̪
selopin	s ɛː l o p ɪ n̪
selos	s ɛː l o s
selosiya	s ɛ l o s iː j ɐ
selpon	s ɛ l p o n̪
selula	s ɛː l ʊ l a
selyo	s ɛ l j o
semana	s ɛ m aː n̪ ɐ
semantika	s ɛ m a n̪ t̪ ɪ x a
Semaña	s ɛ m aː ɲ ɐ
Semaña	s ɛ m a n̪ j ɐ
Semaña	s ɛ m a n̪ j ɐ
sementado	s ɛ m ɛ n̪ t̪ aː d̪ o
sementeryo	s ɛ m ɛ n̪ t̪ ɛ ɾ j o
semento	s ɛ m ɛ n̪ t̪ o
semestre	s ɛ m ɛ s t̪ ɾ ɛ
semikolon	s ɛː m ɪ x oː l o n̪
Semilla	s ɛ m i l j ɐ
semilya	s ɛ m i l j ɐ
seminar	s ɛː m ɪ n̪ a ɾ
