अ	ɐ
स्तुत	s t u t ɐ
स्तुत	s̪ t̪ u t̪ ɐ
स्तुति	s t u t í
स्तुति	s̪ t̪ u t̪ i
स्तुभ्नीतः	s t u bʱ n iː t ɐ h
स्तुभ्नीतः	s̪ t̪ u bʱ n̪ iː t̪ ɐ h
स्तूप	s t uː p ɐ
स्तूप	s̪ t̪ uː p ɐ
स्तृ	s t ŕ̩
स्तृ	s̪ t̪ r̩
स्तृणाति	s t r̩ ɳ ɑ́ː t i
स्तृणाति	s̪ t̪ r̩ ɳ ɑː t̪ i
स्तृणोति	s t r̩ ɳ ɐ́ w t i
स्तृणोति	s̪ t̪ r̩ ɳ oː t̪ i
स्तृति	s t ŕ̩ t i
स्तृति	s̪ t̪ r̩ t̪ i
स्तॄ	s t r̩ː
स्तॄ	s̪ t̪ r̩ː
स्तेन	s t ɐ j n ɐ́
स्तेन	s̪ t̪ eː n̪ ɐ
स्तेनयति	s t ɐ j n ɐ j ɐ t i
स्तेनयति	s̪ t̪ eː n̪ ɐ j ɐ t̪ i
स्तेय	s t ɐ j j ɐ́
स्तेय	s̪ t̪ eː j ɐ
स्तोक	s t ɐ w k ɐ
स्तोक	s̪ t̪ oː k ɐ
स्तोतृ	s t ɐ w t ŕ̩
स्तोतृ	s̪ t̪ oː t̪ r̩
स्तोत्र	s t ɐ w t ɾ ɐ
स्तोत्र	s̪ t̪ oː t̪ ɾ ɐ
स्तोम	s t ɐ w m ɐ
स्तोम	s̪ t̪ oː m ɐ
स्तौति	s t ɑ́ː w t i
स्तौति	s̪ t̪ ɑ w t̪ i
स्त्यै	s t j ɑː j
स्त्यै	s̪ t̪ j ɑ j
स्त्री	s t ɾ íː
स्त्री	s̪ t̪ ɾ iː
स्त्रीत्व	s t ɾ iː t ʋ ɐ
स्त्रीत्व	s̪ t̪ ɾ iː t̪ ʋ ɐ
स्थ	s tʰ ɐ
स्थ	s̪ t̪ʰ ɐ
स्थग्	s tʰ ɐ ɡ
स्थग्	s̪ t̪ʰ ɐ ɡ
स्थल्	s tʰ ɐ l
स्थल्	s̪ t̪ʰ ɐ l̪
स्थवि	s tʰ ɐ ʋ i
स्थवि	s̪ t̪ʰ ɐ ʋ i
स्थविर	s tʰ ɐ́ ʋ i ɾ ɐ
स्थविर	s̪ t̪ʰ ɐ ʋ i ɾ ɐ
स्थविरवाद	s tʰ ɐ ʋ i ɾ ɐ ʋ ɑː d ɐ
स्थविरवाद	s̪ t̪ʰ ɐ ʋ i ɾ ɐ ʋ ɑː d̪ ɐ
स्था	s tʰ ɑː
स्था	s̪ t̪ʰ ɑː
स्थान	s tʰ ɑ́ː n ɐ
स्थान	s̪ t̪ʰ ɑː n̪ ɐ
स्थानीय	s tʰ ɑː n iː j ɐ
स्थानीय	s̪ t̪ʰ ɑː n̪ iː j ɐ
स्थापयति	s tʰ ɑː p ɐ j ɐ t i
स्थापयति	s̪ t̪ʰ ɑː p ɐ j ɐ t̪ i
स्थापयतु	s tʰ ɑː p ɐ j ɐ t u
स्थापयतु	s̪ t̪ʰ ɑː p ɐ j ɐ t̪ u
स्थापयामि	s tʰ ɑː p ɐ j ɑː m i
स्थापयामि	s̪ t̪ʰ ɑː p ɐ j ɑː m i
स्थापित	s tʰ ɑː p i t ɐ
स्थापित	s̪ t̪ʰ ɑː p i t̪ ɐ
स्थामन्	s tʰ ɑ́ː m ɐ n
स्थामन्	s̪ t̪ʰ ɑː m ɐ n̪
स्थाल	s tʰ ɑː l ɐ́
स्थाल	s̪ t̪ʰ ɑː l̪ ɐ
स्थाली	s tʰ ɑː l íː
स्थाली	s̪ t̪ʰ ɑː l̪ iː
स्थावर	s tʰ ɑː ʋ ɐ ɾ ɐ
स्थावर	s̪ t̪ʰ ɑː ʋ ɐ ɾ ɐ
स्थित	s tʰ i t ɐ́
स्थित	s̪ t̪ʰ i t̪ ɐ
स्थिति	s tʰ í t i
स्थिति	s̪ t̪ʰ i t̪ i
स्थिर	s tʰ i ɾ ɐ́
स्थिर	s̪ t̪ʰ i ɾ ɐ
स्थिरता	s tʰ i ɾ ɐ t ɑː
स्थिरता	s̪ t̪ʰ i ɾ ɐ t̪ ɑː
स्थिरा	s tʰ i ɾ ɑː
स्थिरा	s̪ t̪ʰ i ɾ ɑː
स्थूणा	s tʰ úː ɳ ɑː
स्थूणा	s̪ t̪ʰ uː ɳ ɑː
स्थूर	s tʰ úː ɾ ɐ
स्थूर	s̪ t̪ʰ uː ɾ ɐ
स्थेष्ठ	s tʰ ɐ j ʂ ʈʰ ɐ
स्थेष्ठ	s̪ t̪ʰ eː ʂ ʈʰ ɐ
स्ना	s n ɑː
स्ना	s̪ n̪ ɑː
स्नात	s n ɑː t ɐ́
स्नात	s̪ n̪ ɑː t̪ ɐ
स्नाति	s n ɑː t i
स्नाति	s̪ n̪ ɑː t̪ i
स्नान	s n ɑː n ɐ
स्नान	s̪ n̪ ɑː n̪ ɐ
स्नानागार	s n ɑː n ɑː ɡ ɑː ɾ ɐ
स्नानागार	s̪ n̪ ɑː n̪ ɑː ɡ ɑː ɾ ɐ
स्नायु	s n ɑ́ː j u
स्नायु	s̪ n̪ ɑː j u
स्नावन्	s n ɑ́ː ʋ ɐ n
स्नावन्	s̪ n̪ ɑː ʋ ɐ n̪
स्निह्	s n i ɦ
स्निह्	s̪ n̪ i ɦ
स्निह्यति	s n í ɦ j ɐ t i
स्निह्यति	s̪ n̪ i ɦ j ɐ t̪ i
स्नुषा	s n u ʂ ɑ́ː
स्नुषा	s̪ n̪ u ʂ ɑː
स्नेह	s n ɐ́ j ɦ ɐ
स्नेह	s̪ n̪ eː ɦ ɐ
स्नेहित	s n ɐ j ɦ i t ɐ
स्नेहित	s̪ n̪ eː ɦ i t̪ ɐ
स्पट्	s p ɐ́ ʈ
स्पट्	s̪ p ɐ ʈ
स्पन्दताम्	s p ɐ n d ɐ t ɑː m
स्पन्दताम्	s̪ p ɐ n̪ d̪ ɐ t̪ ɑː m
स्पन्द्	s p ɐ n d
स्पन्द्	s̪ p ɐ n̪ d̪
स्पर्धताम्	s p ɐ ɾ dʱ ɐ t ɑː m
स्पर्धताम्	s̪ p ɐ ɾ d̪ʱ ɐ t̪ ɑː m
स्पर्धते	s p ɐ́ ɾ dʱ ɐ t ɐ j
स्पर्धते	s̪ p ɐ ɾ d̪ʱ ɐ t̪ eː
स्पर्धा	s p ɐ ɾ dʱ ɑː
स्पर्धा	s̪ p ɐ ɾ d̪ʱ ɑː
स्पर्धे	s p ɐ ɾ dʱ ɐ j
स्पर्धे	s̪ p ɐ ɾ d̪ʱ eː
स्पर्ध्	s p ɐ ɾ dʱ
स्पर्ध्	s̪ p ɐ ɾ d̪ʱ
स्पश्	s p ɐ́ ɕ
स्पश्	s̪ p ɐ ɕ
स्पष्ट	s p ɐ ʂ ʈ ɐ́
स्पष्ट	s̪ p ɐ ʂ ʈ ɐ
स्पृ	s p r̩
स्पृ	s̪ p r̩
स्पृध्	s p ŕ̩ dʱ
स्पृध्	s̪ p r̩ d̪ʱ
स्पृश्	s p r̩ ɕ
स्पृश्	s̪ p r̩ ɕ
स्पृष्ट	s p r̩ ʂ ʈ ɐ
स्पृष्ट	s̪ p r̩ ʂ ʈ ɐ
स्पृह्	s p r̩ ɦ
स्पृह्	s̪ p r̩ ɦ
स्फटिक	s pʰ ɐ ʈ i k ɐ
स्फटिक	s̪ pʰ ɐ ʈ i k ɐ
स्फट्	s pʰ ɐ ʈ
स्फट्	s̪ pʰ ɐ ʈ
स्फलति	s pʰ ɐ l ɐ́ t i
स्फलति	s̪ pʰ ɐ l̪ ɐ t̪ i
स्फिगी	s pʰ i ɡ íː
स्फिगी	s̪ pʰ i ɡ iː
स्फिच्	s pʰ i t͡ɕ
स्फिच्	s̪ pʰ i t͡ɕ
स्फिज्	s pʰ i d͡ʑ
स्फिज्	s̪ pʰ i d͡ʑ
स्फुटति	s pʰ u ʈ ɐ t i
स्फुटति	s̪ pʰ u ʈ ɐ t̪ i
स्फुट्	s pʰ u ʈ
स्फुट्	s̪ pʰ u ʈ
स्फुरति	s pʰ u ɾ ɐ́ t i
स्फुरति	s̪ pʰ u ɾ ɐ t̪ i
स्फुर्	s pʰ u ɾ
स्फुर्	s̪ pʰ u ɾ
स्फूर्ज्	s pʰ uː ɾ d͡ʑ
स्फूर्ज्	s̪ pʰ uː ɾ d͡ʑ
स्फूर्ति	s pʰ uː ɾ t i
स्फूर्ति	s̪ pʰ uː ɾ t̪ i
स्फेष्ठ	s pʰ ɐ j ʂ ʈʰ ɐ
स्फेष्ठ	s̪ pʰ eː ʂ ʈʰ ɐ
स्फोट	s pʰ ɐ w ʈ ɐ
स्फोट	s̪ pʰ oː ʈ ɐ
स्फोटक	s pʰ ɐ w ʈ ɐ k ɐ
स्फोटक	s̪ pʰ oː ʈ ɐ k ɐ
स्फोटयति	s pʰ ɐ w ʈ ɐ j ɐ t i
स्फोटयति	s̪ pʰ oː ʈ ɐ j ɐ t̪ i
स्फोटिका	s pʰ ɐ w ʈ i k ɑː
स्फोटिका	s̪ pʰ oː ʈ i k ɑː
स्फ्य	s pʰ j ɐ́
स्फ्य	s̪ pʰ j ɐ
स्म	s m ɐ
स्म	s̪ m ɐ
स्मत्	s m ɐ́ t
स्मत्	s̪ m ɐ t̪
स्मयते	s m ɐ́ j ɐ t ɐ j
स्मयते	s̪ m ɐ j ɐ t̪ eː
स्मर	s m ɐ ɾ ɐ́
स्मर	s̪ m ɐ ɾ ɐ
स्मरण	s m ɐ ɾ ɐ ɳ ɐ
स्मरण	s̪ m ɐ ɾ ɐ ɳ ɐ
स्मरति	s m ɐ́ ɾ ɐ t i
स्मरति	s̪ m ɐ ɾ ɐ t̪ i
स्मरनिपुण	s m ɐ ɾ ɐ n i p u ɳ ɐ
स्मरनिपुण	s̪ m ɐ ɾ ɐ n̪ i p u ɳ ɐ
स्मरातुर	s m ɐ ɾ ɑː t u ɾ ɐ
स्मरातुर	s̪ m ɐ ɾ ɑː t̪ u ɾ ɐ
स्मि	s m i
स्मि	s̪ m i
स्मित	s m i t ɐ
स्मित	s̪ m i t̪ ɐ
स्मृ	s m r̩
स्मृ	s̪ m r̩
स्मृत	s m r̩ t ɐ
स्मृत	s̪ m r̩ t̪ ɐ
स्मृति	s m ŕ̩ t i
स्मृति	s̪ m r̩ t̪ i
स्मृत्वा	s m r̩ t ʋ ɑː
स्मृत्वा	s̪ m r̩ t̪ ʋ ɑː
स्मेर	s m ɐ́ j ɾ ɐ
स्मेर	s̪ m eː ɾ ɐ
स्मेरता	s m ɐ j ɾ ɐ t ɑː
स्मेरता	s̪ m eː ɾ ɐ t̪ ɑː
स्यात्	s j ɑː t
स्यात्	s̪ j ɑː t̪
स्याली	s j ɑː l iː
स्याली	s̪ j ɑː l̪ iː
स्यूत	s j uː t ɐ́
स्यूत	s̪ j uː t̪ ɐ
स्रव	s ɾ ɐ ʋ ɐ
स्रव	s̪ ɾ ɐ ʋ ɐ
स्रवति	s ɾ ɐ́ ʋ ɐ t i
स्रवति	s̪ ɾ ɐ ʋ ɐ t̪ i
स्रु	s ɾ u
स्रु	s̪ ɾ u
स्रुत	s ɾ u t ɐ́
स्रुत	s̪ ɾ u t̪ ɐ
स्रुव	s ɾ u ʋ ɐ́
स्रुव	s̪ ɾ u ʋ ɐ
स्रेधति	s ɾ ɐ́ j dʱ ɐ t i
स्रेधति	s̪ ɾ eː d̪ʱ ɐ t̪ i
स्रोतस्	s ɾ ɐ́ w t ɐ s
स्रोतस्	s̪ ɾ oː t̪ ɐ s̪
स्व	s ʋ ɐ́
स्व	s̪ ʋ ɐ
स्वञ्ज्	s ʋ ɐ ɲ d͡ʑ
स्वञ्ज्	s̪ ʋ ɐ ɲ d͡ʑ
स्वतन्त्र	s ʋ ɐ́ t ɐ n t ɾ ɐ h
स्वतन्त्र	s̪ ʋ ɐ t̪ ɐ n̪ t̪ ɾ ɐ h
स्वतवस्	s ʋ ɐ t ɐ ʋ ɐ s
स्वतवस्	s̪ ʋ ɐ t̪ ɐ ʋ ɐ s̪
स्वदताम्	s ʋ ɐ d ɐ t ɑː m
स्वदताम्	s̪ ʋ ɐ d̪ ɐ t̪ ɑː m
स्वद्	s ʋ ɐ d
स्वद्	s̪ ʋ ɐ d̪
स्वधा	s ʋ ɐ dʱ ɑ́ː
स्वधा	s ʋ ɐ́ dʱ ɑː
स्वधा	s̪ ʋ ɐ d̪ʱ ɑː
स्वन्	s ʋ ɐ n
स्वन्	s̪ ʋ ɐ n̪
स्वपति	s ʋ ɐ́ p ɐ t i
स्वपति	s̪ ʋ ɐ p ɐ t̪ i
स्वपस्	s ʋ ɐ́ p ɐ s
स्वपस्	s̪ ʋ ɐ p ɐ s̪
स्वपिति	s̪ ʋ ɐ p i t̪ i
स्वपितुम्	s ʋ ɐ p i t u m
स्वपितुम्	s̪ ʋ ɐ p i t̪ u m
स्वप्	s ʋ ɐ p
स्वप्	s̪ ʋ ɐ p
स्वप्न	s ʋ ɐ́ p n ɐ
स्वप्न	s̪ ʋ ɐ p n̪ ɐ
स्वयं	s ʋ ɐ j ɐ m
स्वयं	s̪ ʋ ɐ j ɐ m
स्वयंवर	s ʋ ɐ j ɐ̃ ʋ ɐ ɾ ɐ́
स्वयंवर	s̪ ʋ ɐ j ɐ̃ ʋ ɐ ɾ ɐ
स्वयम्	s ʋ ɐ j ɐ m
स्वयम्	s̪ ʋ ɐ j ɐ m
स्वयम्भू	s ʋ ɐ j ɐ m bʱ uː
स्वयम्भू	s̪ ʋ ɐ j ɐ m bʱ uː
स्वर	s ʋ ɐ́ ɾ ɐ
स्वर	s̪ ʋ ɐ ɾ ɐ
स्वरतात्	s ʋ ɐ ɾ ɐ t ɑː t
स्वरतात्	s̪ ʋ ɐ ɾ ɐ t̪ ɑː t̪
स्वरति	s ʋ ɐ ɾ ɐ t i
स्वरति	s̪ ʋ ɐ ɾ ɐ t̪ i
स्वरतु	s ʋ ɐ ɾ ɐ t u
स्वरतु	s̪ ʋ ɐ ɾ ɐ t̪ u
स्वरान्तर	s ʋ ɐ ɾ ɑː n t ɐ ɾ ɐ
स्वरान्तर	s̪ ʋ ɐ ɾ ɑː n̪ t̪ ɐ ɾ ɐ
स्वरि	s ʋ ɐ ɾ í
स्वरि	s̪ ʋ ɐ ɾ i
स्वरिता	s ʋ ɐ ɾ i t ɑː
स्वरिता	s̪ ʋ ɐ ɾ i t̪ ɑː
स्वरिष्यति	s ʋ ɐ ɾ i ʂ j ɐ t i
स्वरिष्यति	s̪ ʋ ɐ ɾ i ʂ j ɐ t̪ i
स्वरु	s ʋ ɐ́ ɾ u
स्वरु	s̪ ʋ ɐ ɾ u
स्वरेत्	s ʋ ɐ ɾ ɐ j t
स्वरेत्	s̪ ʋ ɐ ɾ eː t̪
स्वर्	s ʋ ɐ ɾ
स्वर्	s̪ ú ʋ ɐ ɾ
स्वर्	s̪ ʋ ɐ ɾ
स्वर्ग	s ʋ ɐ ɾ ɡ ɐ́
स्वर्ग	s̪ ʋ ɐ ɾ ɡ ɐ
स्वर्गत	s ʋ ɐ ɾ ɡ ɐ t ɐ
स्वर्गत	s̪ ʋ ɐ ɾ ɡ ɐ t̪ ɐ
स्वर्गमन	s ʋ ɐ́ ɾ ɡ ɐ m ɐ n ɐ
स्वर्गमन	s̪ ʋ ɐ ɾ ɡ ɐ m ɐ n̪ ɐ
स्वर्ग्य	s ʋ ɐ ɾ ɡ j ɐ
स्वर्ग्य	s̪ ʋ ɐ ɾ ɡ j ɐ
स्वर्ण	s ʋ ɐ ɾ ɳ ɐ
स्वर्ण	s̪ ʋ ɐ ɾ ɳ ɐ
स्वर्ता	s ʋ ɐ ɾ t ɑː
स्वर्ता	s̪ ʋ ɐ ɾ t̪ ɑː
स्वर्दताम्	s ʋ ɐ ɾ d ɐ t ɑː m
स्वर्दताम्	s̪ ʋ ɐ ɾ d̪ ɐ t̪ ɑː m
स्वर्दते	s ʋ ɐ ɾ d ɐ t ɐ j
स्वर्दते	s̪ ʋ ɐ ɾ d̪ ɐ t̪ eː
स्वर्द्	s ʋ ɐ ɾ d
स्वर्द्	s̪ ʋ ɐ ɾ d̪
स्वर्यात्	s ʋ ɐ ɾ j ɑː t
स्वर्यात्	s̪ ʋ ɐ ɾ j ɑː t̪
स्वर्वैद्य	s ʋ ɐ ɾ ʋ ɑː j d j ɐ
स्वर्वैद्य	s̪ ʋ ɐ ɾ ʋ ɑ j d̪ j ɐ
स्वर्ष्यति	s ʋ ɐ ɾ ʂ j ɐ t i
स्वर्ष्यति	s̪ ʋ ɐ ɾ ʂ j ɐ t̪ i
स्वलंकृत	s ʋ ɐ l ɐ ŋ k r̩ t ɐ
स्वलंकृत	s̪ ʋ ɐ l̪ ɐ ŋ k r̩ t̪ ɐ
स्वल्प	s ʋ ɐ l p ɐ
स्वल्प	s̪ ʋ ɐ l̪ p ɐ
स्वश्व	s ʋ ɐ́ ɕ ʋ ɐ
स्वश्व	s̪ ʋ ɐ ɕ ʋ ɐ
स्वसृ	s ʋ ɐ́ s r̩
स्वसृ	s̪ ʋ ɐ s̪ r̩
स्वस्ति	s ʋ ɐ s t í
स्वस्ति	s̪ ʋ ɐ s̪ t̪ i
स्वस्तिक	s̪ ʋ ɐ s̪ t̪ i k ɐ
स्वस्थ	s ʋ ɐ s tʰ ɐ
स्वस्थ	s̪ ʋ ɐ s̪ t̪ʰ ɐ
स्वागत	s ʋ ɑː ɡ ɐ t ɐ
स्वागत	s̪ ʋ ɑː ɡ ɐ t̪ ɐ
स्वागतम्	s ʋ ɑː ɡ ɐ t ɐ m
स्वागतम्	s̪ ʋ ɑː ɡ ɐ t̪ ɐ m
स्वागम	s ʋ ɑː ɡ ɐ m ɐ
स्वागम	s̪ ʋ ɑː ɡ ɐ m ɐ
स्वाति	s ʋ ɑː t i
स्वाति	s̪ ʋ ɑː t̪ i
स्वाद	s ʋ ɑː d ɐ́
स्वाद	s̪ ʋ ɑː d̪ ɐ
स्वादिष्ठ	s ʋ ɑ́ː d i ʂ ʈʰ ɐ
स्वादिष्ठ	s̪ ʋ ɑː d̪ i ʂ ʈʰ ɐ
स्वादु	s ʋ ɑː d ú
स्वादु	s̪ ʋ ɑː d̪ u
स्वामिनी	s ʋ ɑː m i n iː
स्वामिनी	s̪ ʋ ɑː m i n̪ iː
स्वामिन्	s ʋ ɑː m í n
स्वामिन्	s̪ ʋ ɑː m i n̪
स्वार्थ	s ʋ ɑː ɾ tʰ ɐ
स्वार्थ	s̪ ʋ ɑː ɾ t̪ʰ ɐ
स्वार्थिनी	s ʋ ɑː ɾ tʰ i n iː
स्वार्थिनी	s̪ ʋ ɑː ɾ t̪ʰ i n̪ iː
स्वार्थिन्	s ʋ ɑː ɾ tʰ i n
स्वार्थिन्	s̪ ʋ ɑː ɾ t̪ʰ i n̪
स्वार्थी	s ʋ ɑː ɾ tʰ iː
स्वार्थी	s̪ ʋ ɑː ɾ t̪ʰ iː
स्वास्थ्य	s ʋ ɑː s tʰ j ɐ
स्वास्थ्य	s̪ ʋ ɑː s̪ t̪ʰ j ɐ
स्वाहा	s ʋ ɑː ɦ ɑː
स्वाहा	s̪ ʋ ɑː ɦ ɑː
स्विद्	s ʋ i d
स्विद्	s̪ ʋ i d̪
स्विद्यति	s ʋ í d j ɐ t i
स्विद्यति	s̪ ʋ i d̪ j ɐ t̪ i
स्विन्न	s ʋ i n n ɐ́
स्विन्न	s̪ ʋ i n̪ n̪ ɐ
स्वीकरण	s ʋ iː k ɐ ɾ ɐ ɳ ɐ
स्वीकरण	s̪ ʋ iː k ɐ ɾ ɐ ɳ ɐ
स्वीकरोति	s ʋ iː k ɐ ɾ ɐ w t i
स्वीकरोति	s̪ ʋ iː k ɐ ɾ oː t̪ i
स्वीकार	s ʋ iː k ɑː ɾ ɐ
स्वीकार	s̪ ʋ iː k ɑː ɾ ɐ
स्वृ	s ʋ r̩
स्वृ	s̪ ʋ r̩
स्वेद	s ʋ ɐ́ j d ɐ
स्वेद	s̪ ʋ eː d̪ ɐ
स्वेदक	s ʋ ɐ j d ɐ k ɐ
स्वेदक	s̪ ʋ eː d̪ ɐ k ɐ
स्वेदते	s ʋ ɐ́ j d ɐ t ɐ j
स्वेदते	s̪ ʋ eː d̪ ɐ t̪ eː
स्वेदन	s ʋ ɐ j d ɐ n ɐ
स्वेदन	s̪ ʋ eː d̪ ɐ n̪ ɐ
ह	ɦ ɐ
हंस	ɦ ɐ n s ɐ́
हंस	ɦ ɐ ɡ m̩ s ɐ́
हंस	ɦ ɐ̃ s̪ ɐ
हंस	ɦ ɐ̃ s̪ ɐ́
हकार	ɦ ɐ k ɑː ɾ ɐ
हट्ट	ɦ ɐ ʈ ʈ ɐ
हठ	ɦ ɐ ʈʰ ɐ
हठयोग	ɦ ɐ ʈʰ ɐ j oː ɡ ɐ
हठयोग	ɦ ɐ ʈʰ ɐ j ɐ w ɡ ɐ
हठेन	ɦ ɐ ʈʰ eː n̪ ɐ
हठेन	ɦ ɐ ʈʰ ɐ j n ɐ
हड्ड	ɦ ɐ ɖ ɖ ɐ
हड्डज	ɦ ɐ ɖ ɖ ɐ d͡ʑ ɐ
हत	ɦ ɐ t ɐ́
हत	ɦ ɐ t̪ ɐ
हति	ɦ ɐ t̪ i
हति	ɦ ɐ́ t i
हत्या	ɦ ɐ t j ɑː
हत्या	ɦ ɐ t̪ j ɑː
हदति	ɦ ɐ d̪ ɐ t̪ i
हदति	ɦ ɐ́ d ɐ t i
हनति	ɦ ɐ n ɐ t i
हनति	ɦ ɐ n̪ ɐ t̪ i
हनन	ɦ ɐ n ɐ n ɐ
हनन	ɦ ɐ n̪ ɐ n̪ ɐ
हनु	ɦ ɐ n u
हनु	ɦ ɐ n̪ u
हनुमत्	ɦ ɐ n̪ u m ɐ t̪
हनुमत्	ɦ ɐ́ n u m ɐ t
हनुमान्	ɦ ɐ n̪ u m ɑː n̪
हनुमान्	ɦ ɐ́ n u m ɑː n
हन्	ɦ ɐ n̪
हन्	ɦ ɐ́ n
हन्तव्य	ɦ ɐ n t ɐ ʋ j ɐ́
हन्तव्य	ɦ ɐ n̪ t̪ ɐ ʋ j ɐ
हन्ति	ɦ ɐ n̪ t̪ i
हन्ति	ɦ ɐ́ n t i
हन्तृ	ɦ ɐ n t ŕ̩
हन्तृ	ɦ ɐ n̪ t̪ r̩
हन्तृ	ɦ ɐ́ n t r̩
हय	ɦ ɐ j ɐ
हय	ɦ ɐ́ j ɐ
हयग्रीव	ɦ ɐ j ɐ ɡ ɾ iː ʋ ɐ
हरति	ɦ ɐ ɾ ɐ t̪ i
हरति	ɦ ɐ́ ɾ ɐ t i
हरस्	ɦ ɐ ɾ ɐ s̪
हरस्	ɦ ɐ́ ɾ ɐ s
हरि	ɦ ɐ ɾ i
हरि	ɦ ɐ́ ɾ i
हरिण	ɦ ɐ ɾ i ɳ ɐ
हरिण	ɦ ɐ ɾ i ɳ ɐ́
हरित	ɦ ɐ ɾ i t ɐ
हरित	ɦ ɐ ɾ i t̪ ɐ
हरितः	ɦ ɐ ɾ i t̪ ɐ h
हरितः	ɦ ɐ́ ɾ i t ɐ h
हरित्	ɦ ɐ ɾ i t
हरित्	ɦ ɐ ɾ i t̪
हरिद्रा	ɦ ɐ ɾ i d ɾ ɑː
हरिद्रा	ɦ ɐ ɾ i d̪ ɾ ɑː
हरिमन्	ɦ ɐ ɾ i m ɐ n̪
हरिमन्	ɦ ɐ ɾ i m ɐ́ n
हरिमा	ɦ ɐ ɾ i m ɑː
हरिमा	ɦ ɐ ɾ i m ɑ́ː
हरिष्यति	ɦ ɐ ɾ i ʂ j ɐ t̪ i
हरिष्यति	ɦ ɐ ɾ i ʂ j ɐ́ t i
हरेणु	ɦ ɐ ɾ eː ɳ u
हरेणु	ɦ ɐ ɾ ɐ j ɳ u
हर्ता	ɦ ɐ ɾ t̪ ɑː
हर्ता	ɦ ɐ́ ɾ t ɑː
हर्म्य	ɦ ɐ ɾ m j ɐ
हर्म्य	ɦ ɐ ɾ m j ɐ́
हर्य्	ɦ ɐ ɾ j
हर्ष	ɦ ɐ ɾ ʂ ɐ
हर्षण	ɦ ɐ ɾ ʂ ɐ ɳ ɐ
हर्षण	ɦ ɐ́ ɾ ʂ ɐ ɳ ɐ
हर्षति	ɦ ɐ ɾ ʂ ɐ t̪ i
हर्षति	ɦ ɐ́ ɾ ʂ ɐ t i
हर्षित	ɦ ɐ ɾ ʂ i t ɐ
हर्षित	ɦ ɐ ɾ ʂ i t̪ ɐ
हल	ɦ ɐ l ɐ́
हल	ɦ ɐ l̪ ɐ
हलदिका	ɦ ɐ l ɐ d i k ɑː
हलदिका	ɦ ɐ l̪ ɐ d̪ i k ɑː
हलदी	ɦ ɐ l ɐ d iː
हलदी	ɦ ɐ l̪ ɐ d̪ iː
हलदीका	ɦ ɐ l ɐ d iː k ɑː
हलदीका	ɦ ɐ l̪ ɐ d̪ iː k ɑː
हलद्दी	ɦ ɐ l ɐ d d iː
हलद्दी	ɦ ɐ l̪ ɐ d̪ d̪ iː
हलन्त	ɦ ɐ l ɐ n t ɐ
हलन्त	ɦ ɐ l̪ ɐ n̪ t̪ ɐ
हल्	ɦ ɐ l
हल्	ɦ ɐ l̪
हवते	ɦ ɐ ʋ ɐ t̪ eː
हवते	ɦ ɐ́ ʋ ɐ t ɐ j
हव्य	ɦ ɐ ʋ j ɐ
हव्य	ɦ ɐ ʋ j ɐ́
हव्य	ɦ ɐ́ ʋ j ɐ
हसति	ɦ ɐ s̪ ɐ t̪ i
हसति	ɦ ɐ́ s ɐ t i
हस्	ɦ ɐ s
हस्	ɦ ɐ s̪
हस्त	ɦ ɐ s̪ t̪ ɐ
हस्त	ɦ ɐ́ s t ɐ
हस्ततल	ɦ ɐ s t ɐ t ɐ l ɐ
हस्ततल	ɦ ɐ s̪ t̪ ɐ t̪ ɐ l̪ ɐ
हस्तत्राण	ɦ ɐ s t ɐ t ɾ ɑː ɳ ɐ
हस्तत्राण	ɦ ɐ s̪ t̪ ɐ t̪ ɾ ɑː ɳ ɐ
हस्तमैथुन	ɦ ɐ s t ɐ m ɑː j tʰ u n ɐ
हस्तमैथुन	ɦ ɐ s̪ t̪ ɐ m ɑ j t̪ʰ u n̪ ɐ
हस्ताक्षर	ɦ ɐ s t ɑː k ʂ ɐ ɾ ɐ
हस्ताक्षर	ɦ ɐ s̪ t̪ ɑː k ʂ ɐ ɾ ɐ
हस्तिना	ɦ ɐ s t i n ɑː
हस्तिना	ɦ ɐ s̪ t̪ i n̪ ɑː
हस्तिनापुर	ɦ ɐ s t i n ɑː p u ɾ ɐ
हस्तिनापुर	ɦ ɐ s̪ t̪ i n̪ ɑː p u ɾ ɐ
हस्तिन्	ɦ ɐ s t í n
हस्तिन्	ɦ ɐ s̪ t̪ i n̪
हा	ɦ ɑː
हाटक	ɦ ɑː ʈ ɐ k ɐ
हारयति	ɦ ɑː ɾ ɐ j ɐ t i
हारयति	ɦ ɑː ɾ ɐ j ɐ t̪ i
हार्द	ɦ ɑː ɾ d̪ ɐ
हार्द	ɦ ɑ́ː ɾ d ɐ
हाल	ɦ ɑː l ɐ
हाल	ɦ ɑː l̪ ɐ
हाला	ɦ ɑː l ɑː
हाला	ɦ ɑː l̪ ɑː
हास	ɦ ɑː s ɐ
हास	ɦ ɑː s̪ ɐ
हास्य	ɦ ɑː s j ɐ
हास्य	ɦ ɑː s̪ j ɐ
हास्यास्पद	ɦ ɑː s j ɑː s p ɐ d ɐ
हास्यास्पद	ɦ ɑː s̪ j ɑː s̪ p ɐ d̪ ɐ
हि	ɦ i
हि	ɦ í
हिंसा	ɦ ĩ s ɑː
हिंसा	ɦ ĩ s̪ ɑː
