'tamo'	t̪ a m o
mitigables	m i t̪ i ɣ̞ a β̞ l e s
mitigación	m i t̪ i ɣ̞ a s j õ n
mitigada	m i t̪ i ɣ̞ a ð̞ a
mitigadas	m i t̪ i ɣ̞ a ð̞ a s
mitigado	m i t̪ i ɣ̞ a ð̞ o
mitigados	m i t̪ i ɣ̞ a ð̞ o s
mitigamos	m i t̪ i ɣ̞ a m o s
mitigando	m i t̪ i ɣ̞ ã n̪ d̪ o
mitigar	m i t̪ i ɣ̞ a ɾ
mitimae	m i t̪ i m a e
mitin	m i t̪ ĩ n
mitinero	m i t̪ i n e ɾ o
mito	m i t̪ o
mitocondria	m i t̪ o k õ n̪ d̪ ɾ j a
mitocondrial	m i t̪ o k õ n̪ d̪ ɾ j a l
mitología	m i t̪ o l o x i a
mitológicamente	m i t̪ o l o x i k a m ẽ n̪ t̪ e
mitológico	m i t̪ o l o x i k o
mitomanía	m i t̪ o m a n i a
mitomicina	m i t̪ o m i s i n a
mitos	m i t̪ o s
mitosis	m i t̪ o s i s
mitote	m i t̪ o t̪ e
mitra	m i t̪ ɾ a
mitraico	m i t̪ ɾ a i̯ k o
mitral	m i t̪ ɾ a l
mitreo	m i t̪ ɾ e o
mitrismo	m i t̪ ɾ i z m o
mitrista	m i t̪ ɾ i s t̪ a
mitín	m i t̪ ĩ n
mitógeno	m i t̪ o x e n o
mitógrafa	m i t̪ o ɣ̞ ɾ a f a
mitógrafo	m i t̪ o ɣ̞ ɾ a f o
mitóloga	m i t̪ o l o ɣ̞ a
mitómana	m i t̪ o m a n a
mitómano	m i t̪ o m a n o
mitón	m i t̪ õ n
mitótico	m i t̪ o t̪ i k o
miura	m j u ɾ a
mix	m i ɣ̞ s
mixameba	m i ɣ̞ s a m e β̞ a
mixe	m i x e
mixiote	m i ʃ j o t̪ e
mixoma	m i ɣ̞ s o m a
mixomas	m i ɣ̞ s o m a s
mixtilíneo	m i ɣ̞ s t̪ i l i n e o
mixto	m i ɣ̞ s t̪ o
mixtura	m i ɣ̞ s t̪ u ɾ a
mixturada	m i ɣ̞ s t̪ u ɾ a ð̞ a
mixturadas	m i ɣ̞ s t̪ u ɾ a ð̞ a s
mixturado	m i ɣ̞ s t̪ u ɾ a ð̞ o
mixturados	m i ɣ̞ s t̪ u ɾ a ð̞ o s
mixturamos	m i ɣ̞ s t̪ u ɾ a m o s
mixturando	m i ɣ̞ s t̪ u ɾ ã n̪ d̪ o
mixturar	m i ɣ̞ s t̪ u ɾ a ɾ
miz	m i s
mizquite	m i s k i t̪ e
mizrají	m i z r a x i
miéchica	m j e t͡ʃ i k a
miéntela	m j ẽ n̪ t̪ e l a
miéntelas	m j ẽ n̪ t̪ e l a s
miéntele	m j ẽ n̪ t̪ e l e
miénteles	m j ẽ n̪ t̪ e l e s
miéntelo	m j ẽ n̪ t̪ e l o
miéntelos	m j ẽ n̪ t̪ e l o s
miénteme	m j ẽ n̪ t̪ e m e
miéntenos	m j ẽ n̪ t̪ e n o s
miéntete	m j ẽ n̪ t̪ e t̪ e
miércoles	m j e ɾ k o l e s
mnemotecnia	n e m o t̪ e ɣ̞ n j a
mnemotécnica	m n e m o t̪ e ɣ̞ n i k a
mnemotécnica	n e m o t̪ e ɣ̞ n i k a
mnemotécnico	n e m o t̪ e ɣ̞ n i k o
mnemónico	n e m o n i k o
moabita	m o a β̞ i t̪ a
moaré	m o a ɾ e
mobbing	m o β̞ ĩ n
mobiliario	m o β̞ i l j a ɾ j o
mocada	m o k a ð̞ a
mocadas	m o k a ð̞ a s
mocado	m o k a ð̞ o
mocador	m o k a ð̞ o ɾ
mocados	m o k a ð̞ o s
mocana	m o k a n a
mocar	m o k a ɾ
mocarro	m o k a r o
mocasín	m o k a s ĩ n
mocedad	m o s e ð̞ a ð̞
moceril	m o s e ɾ i l
mocha	m o t͡ʃ a
mochada	m o t͡ʃ a ð̞ a
mochadas	m o t͡ʃ a ð̞ a s
mochado	m o t͡ʃ a ð̞ o
mochados	m o t͡ʃ a ð̞ o s
mochar	m o t͡ʃ a ɾ
mochas	m o t͡ʃ a s
mochil	m o t͡ʃ i l
mochila	m o t͡ʃ i l a
mochilear	m o t͡ʃ i l e a ɾ
mochilera	m o t͡ʃ i l e ɾ a
mochileras	m o t͡ʃ i l e ɾ a s
mochilero	m o t͡ʃ i l e ɾ o
mochileros	m o t͡ʃ i l e ɾ o s
mocho	m o t͡ʃ o
mochos	m o t͡ʃ o s
mochuelo	m o t͡ʃ w e l o
moché	m o t͡ʃ e
mociones	m o s j o n e s
mocito	m o s i t̪ o
moción	m o s j õ n
moco	m o k o
mocosa	m o k o s a
mocosas	m o k o s a s
mocoso	m o k o s o
mocosos	m o k o s o s
mocoví	m o k o β̞ i
mocán	m o k ã n
mocárabe	m o k a ɾ a β̞ e
mod	m o ð̞
moda	m o ð̞ a
modal	m o ð̞ a l
modales	m o ð̞ a l e s
modalidad	m o ð̞ a l i ð̞ a ð̞
modalismo	m o ð̞ a l i z m o
modas	m o ð̞ a s
modela	m o ð̞ e l a
modelada	m o ð̞ e l a ð̞ a
modeladas	m o ð̞ e l a ð̞ a s
modelado	m o ð̞ e l a ð̞ o
modeladora	m o ð̞ e l a ð̞ o ɾ a
modelados	m o ð̞ e l a ð̞ o s
modelamiento	m o ð̞ e l a m j ẽ n̪ t̪ o
modelamos	m o ð̞ e l a m o s
modelan	m o ð̞ e l ã n
modelando	m o ð̞ e l ã n̪ d̪ o
modelar	m o ð̞ e l a ɾ
modelismo	m o ð̞ e l i z m o
modelito	m o ð̞ e l i t̪ o
modelización	m o ð̞ e l i s a s j õ n
modelizada	m o ð̞ e l i s a ð̞ a
modelizadas	m o ð̞ e l i s a ð̞ a s
modelizado	m o ð̞ e l i s a ð̞ o
modelizados	m o ð̞ e l i s a ð̞ o s
modelizar	m o ð̞ e l i s a ɾ
modelo	m o ð̞ e l o
modem	m o ð̞ ẽ m
modera	m o ð̞ e ɾ a
moderación	m o ð̞ e ɾ a s j õ n
moderada	m o ð̞ e ɾ a ð̞ a
moderadas	m o ð̞ e ɾ a ð̞ a s
moderado	m o ð̞ e ɾ a ð̞ o
moderador	m o ð̞ e ɾ a ð̞ o ɾ
moderadora	m o ð̞ e ɾ a ð̞ o ɾ a
moderados	m o ð̞ e ɾ a ð̞ o s
moderamos	m o ð̞ e ɾ a m o s
moderar	m o ð̞ e ɾ a ɾ
moderato	m o ð̞ e ɾ a t̪ o
modernamente	m o ð̞ e ɾ n a m ẽ n̪ t̪ e
modernez	m o ð̞ e ɾ n e s
modernidad	m o ð̞ e ɾ n i ð̞ a ð̞
modernillo	m o ð̞ e ɾ n i ʝ o
modernismo	m o ð̞ e ɾ n i z m o
modernista	m o ð̞ e ɾ n i s t̪ a
modernización	m o ð̞ e ɾ n i s a s j õ n
modernizada	m o ð̞ e ɾ n i s a ð̞ a
modernizadas	m o ð̞ e ɾ n i s a ð̞ a s
modernizado	m o ð̞ e ɾ n i s a ð̞ o
modernizador	m o ð̞ e ɾ n i s a ð̞ o ɾ
modernizados	m o ð̞ e ɾ n i s a ð̞ o s
modernizante	m o ð̞ e ɾ n i s ã n̪ t̪ e
modernizantes	m o ð̞ e ɾ n i s ã n̪ t̪ e s
modernizar	m o ð̞ e ɾ n i s a ɾ
moderno	m o ð̞ e ɾ n o
modernísimo	m o ð̞ e ɾ n i s i m o
modero	m o ð̞ e ɾ o
modesta	m o ð̞ e s t̪ a
modestamente	m o ð̞ e s t̪ a m ẽ n̪ t̪ e
modestas	m o ð̞ e s t̪ a s
modestia	m o ð̞ e s t̪ j a
modesto	m o ð̞ e s t̪ o
modestos	m o ð̞ e s t̪ o s
modicidad	m o ð̞ i s i ð̞ a ð̞
modifica	m o ð̞ i f i k a
modificación	m o ð̞ i f i k a s j õ n
modificada	m o ð̞ i f i k a ð̞ a
modificadas	m o ð̞ i f i k a ð̞ a s
modificado	m o ð̞ i f i k a ð̞ o
modificador	m o ð̞ i f i k a ð̞ o ɾ
modificados	m o ð̞ i f i k a ð̞ o s
modificamos	m o ð̞ i f i k a m o s
modificar	m o ð̞ i f i k a ɾ
modificare	m o ð̞ i f i k a ɾ e
modificativa	m o ð̞ i f i k a t̪ i β̞ a
modificativas	m o ð̞ i f i k a t̪ i β̞ a s
modificativo	m o ð̞ i f i k a t̪ i β̞ o
modificativos	m o ð̞ i f i k a t̪ i β̞ o s
modifico	m o ð̞ i f i k o
modillón	m o ð̞ i ʝ õ n
modismo	m o ð̞ i z m o
modista	m o ð̞ i s t̪ a
modistilla	m o ð̞ i s t̪ i ʝ a
modisto	m o ð̞ i s t̪ o
modo	m o ð̞ o
modorra	m o ð̞ o r a
modorrada	m o ð̞ o r a ð̞ a
modorradas	m o ð̞ o r a ð̞ a s
modorrado	m o ð̞ o r a ð̞ o
modorrados	m o ð̞ o r a ð̞ o s
modorrar	m o ð̞ o r a ɾ
modosa	m o ð̞ o s a
modosas	m o ð̞ o s a s
modosito	m o ð̞ o s i t̪ o
modoso	m o ð̞ o s o
modosos	m o ð̞ o s o s
modulación	m o ð̞ u l a s j õ n
modulada	m o ð̞ u l a ð̞ a
moduladas	m o ð̞ u l a ð̞ a s
modulado	m o ð̞ u l a ð̞ o
modulados	m o ð̞ u l a ð̞ o s
modular	m o ð̞ u l a ɾ
modularidad	m o ð̞ u l a ɾ i ð̞ a ð̞
modélico	m o ð̞ e l i k o
mofa	m o f a
mofada	m o f a ð̞ a
mofadas	m o f a ð̞ a s
mofado	m o f a ð̞ o
mofador	m o f a ð̞ o ɾ
mofados	m o f a ð̞ o s
mofar	m o f a ɾ
mofas	m o f a s
mofeta	m o f e t̪ a
mofle	m o f l e
mofletudo	m o f l e t̪ u ð̞ o
mofongo	m o f õ ŋ ɡ o
mogate	m o ɣ̞ a t̪ e
mogol	m o ɣ̞ o l
mogollón	m o ɣ̞ o ʝ õ n
moguereña	m o ɣ̞ e ɾ e ɲ a
moguereñas	m o ɣ̞ e ɾ e ɲ a s
moguereño	m o ɣ̞ e ɾ e ɲ o
moguereños	m o ɣ̞ e ɾ e ɲ o s
mogólico	m o ɣ̞ o l i k o
moho	m o o
mohoso	m o o s o
mohína	m o i n a
mohínas	m o i n a s
mohíno	m o i n o
mohínos	m o i n o s
moisés	m o i̯ s e s
moja	m o x a
mojabilidad	m o x a β̞ i l i ð̞ a ð̞
mojada	m o x a ð̞ a
mojadas	m o x a ð̞ a s
mojadez	m o x a ð̞ e s
mojado	m o x a ð̞ o
mojados	m o x a ð̞ o s
mojadura	m o x a ð̞ u ɾ a
mojama	m o x a m a
mojar	m o x a ɾ
mojarra	m o x a r a
mojeña	m o x e ɲ a
mojeñas	m o x e ɲ a s
mojeño	m o x e ɲ o
mojeños	m o x e ɲ o s
mojigato	m o x i ɣ̞ a t̪ o
mojito	m o x i t̪ o
mojo	m o x o
mojonada	m o x o n a ð̞ a
mojonadas	m o x o n a ð̞ a s
mojonado	m o x o n a ð̞ o
mojonados	m o x o n a ð̞ o s
mojonera	m o x o n e ɾ a
mojos	m o x o s
mojón	m o x õ n
moksha	m o ɣ̞ ʃ a
mol	m o l
molada	m o l a ð̞ a
moladas	m o l a ð̞ a s
molado	m o l a ð̞ o
molados	m o l a ð̞ o s
molar	m o l a ɾ
molaridad	m o l a ɾ i ð̞ a ð̞
molasa	m o l a s a
molave	m o l a β̞ e
molcajete	m o l k a x e t̪ e
moldadura	m o l̪ d̪ a ð̞ u ɾ a
moldar	m o l̪ d̪ a ɾ
moldava	m o l̪ d̪ a β̞ a
moldavo	m o l̪ d̪ a β̞ o
molde	m o l̪ d̪ e
moldeable	m o l̪ d̪ e a β̞ l e
moldeada	m o l̪ d̪ e a ð̞ a
moldeadas	m o l̪ d̪ e a ð̞ a s
moldeado	m o l̪ d̪ e a ð̞ o
moldeador	m o l̪ d̪ e a ð̞ o ɾ
moldeadora	m o l̪ d̪ e a ð̞ o ɾ a
moldeados	m o l̪ d̪ e a ð̞ o s
moldeamiento	m o l̪ d̪ e a m j ẽ n̪ t̪ o
moldear	m o l̪ d̪ e a ɾ
moldura	m o l̪ d̪ u ɾ a
molduración	m o l̪ d̪ u ɾ a s j õ n
moldurar	m o l̪ d̪ u ɾ a ɾ
mole	m o l e
molecular	m o l e k u l a ɾ
moledor	m o l e ð̞ o ɾ
moler	m o l e ɾ
molero	m o l e ɾ o
molesta	m o l e s t̪ a
molestada	m o l e s t̪ a ð̞ a
molestadas	m o l e s t̪ a ð̞ a s
molestado	m o l e s t̪ a ð̞ o
molestados	m o l e s t̪ a ð̞ o s
molestamos	m o l e s t̪ a m o s
molestando	m o l e s t̪ ã n̪ d̪ o
molestar	m o l e s t̪ a ɾ
molestas	m o l e s t̪ a s
molestia	m o l e s t̪ j a
molesto	m o l e s t̪ o
molestoso	m o l e s t̪ o s o
molestísimo	m o l e s t̪ i s i m o
molestón	m o l e s t̪ õ n
molibdeno	m o l i β̞ ð̞ e n o
molicie	m o l i s j e
molida	m o l i ð̞ a
molidas	m o l i ð̞ a s
molido	m o l i ð̞ o
molidos	m o l i ð̞ o s
molienda	m o l j ẽ n̪ d̪ a
moliente	m o l j ẽ n̪ t̪ e
molificación	m o l i f i k a s j õ n
molificar	m o l i f i k a ɾ
molimiento	m o l i m j ẽ n̪ t̪ o
molinada	m o l i n a ð̞ a
molinadas	m o l i n a ð̞ a s
molinado	m o l i n a ð̞ o
molinados	m o l i n a ð̞ o s
molinar	m o l i n a ɾ
molinera	m o l i n e ɾ a
molinero	m o l i n e ɾ o
molinete	m o l i n e t̪ e
molinillo	m o l i n i ʝ o
molino	m o l i n o
molla	m o ʝ a
mollar	m o ʝ a ɾ
molle	m o ʝ e
molleja	m o ʝ e x a
mollera	m o ʝ e ɾ a
molletense	m o ʝ e t̪ ẽ n s e
molletenses	m o ʝ e t̪ ẽ n s e s
mollez	m o ʃ e s
mollez	m o ʝ e s
molleza	m o ʃ e s a
molleza	m o ʝ e s a
molondrón	m o l õ n̪ d̪ ɾ õ n
moloso	m o l o s o
molotov	m o l o t̪ o f
molotov	m o l o t̪ o v
molotov	m o l o t̪ o β̞
moltura	m o l̪ t̪ u ɾ a
moluqueño	m o l u k e ɲ o
molusca	m o l u s k a
moluscas	m o l u s k a s
molusco	m o l u s k o
moluscos	m o l u s k o s
molécula	m o l e k u l a
molón	m o l õ n
molósido	m o l o s i ð̞ o
momentazo	m o m ẽ n̪ t̪ a s o
momentazos	m o m ẽ n̪ t̪ a s o s
momentico	m o m ẽ n̪ t̪ i k o
momenticos	m o m ẽ n̪ t̪ i k o s
momentito	m o m ẽ n̪ t̪ i t̪ o
momento	m o m ẽ n̪ t̪ o
momentos	m o m ẽ n̪ t̪ o s
momentánea	m o m ẽ n̪ t̪ a n e a
momentáneas	m o m ẽ n̪ t̪ a n e a s
momentáneo	m o m ẽ n̪ t̪ a n e o
momentáneos	m o m ẽ n̪ t̪ a n e o s
mometasona	m o m e t̪ a s o n a
momia	m o m j a
momias	m o m j a s
momificación	m o m i f i k a s j õ n
momificada	m o m i f i k a ð̞ a
momificadas	m o m i f i k a ð̞ a s
momificado	m o m i f i k a ð̞ o
momificados	m o m i f i k a ð̞ o s
momificar	m o m i f i k a ɾ
momificarse	m o m i f i k a ɾ s e
momio	m o m j o
momios	m o m j o s
momo	m o m o
mona	m o n a
monacal	m o n a k a l
monacato	m o n a k a t̪ o
monacillo	m o n a s i ʃ o
monacillo	m o n a s i ʝ o
monacántido	m o n a k ã n̪ t̪ i ð̞ o
monada	m o n a ð̞ a
monadita	m o n a ð̞ i t̪ a
monaguillo	m o n a ɣ̞ i ʝ o
monarca	m o n a ɾ k a
monarquismo	m o n a ɾ k i z m o
monarquía	m o n a ɾ k i a
monarquías	m o n a ɾ k i a s
monas	m o n a s
monasterio	m o n a s t̪ e ɾ j o
monasticismo	m o n a s t̪ i s i z m o
monclovita	m õ ŋ k l o β̞ i t̪ a
monda	m õ n̪ d̪ a
mondada	m õ n̪ d̪ a ð̞ a
mondadas	m õ n̪ d̪ a ð̞ a s
mondado	m õ n̪ d̪ a ð̞ o
mondados	m õ n̪ d̪ a ð̞ o s
mondar	m õ n̪ d̪ a ɾ
monden	m õ n̪ d̪ ẽ n
mondo	m õ n̪ d̪ o
mondongo	m õ n̪ d̪ õ ŋ ɡ o
mondonguero	m õ n̪ d̪ õ ŋ ɡ e ɾ o
moneda	m o n e ð̞ a
monederito	m o n e ð̞ e ɾ i t̪ o
monedero	m o n e ð̞ e ɾ o
monedilla	m o n e ð̞ i ʝ a
monedita	m o n e ð̞ i t̪ a
monegasca	m o n e ɣ̞ a s k a
monegascas	m o n e ɣ̞ a s k a s
monegasco	m o n e ɣ̞ a s k o
monegascos	m o n e ɣ̞ a s k o s
monema	m o n e m a
monesterio	m o n e s t̪ e ɾ j o
monetaria	m o n e t̪ a ɾ j a
monetarias	m o n e t̪ a ɾ j a s
monetario	m o n e t̪ a ɾ j o
monetarios	m o n e t̪ a ɾ j o s
monetarismo	m o n e t̪ a ɾ i z m o
monetarista	m o n e t̪ a ɾ i s t̪ a
monetarizar	m o n e t̪ a ɾ i s a ɾ
monetizada	m o n e t̪ i s a ð̞ a
monetizadas	m o n e t̪ i s a ð̞ a s
monetizado	m o n e t̪ i s a ð̞ o
monetizados	m o n e t̪ i s a ð̞ o s
monga	m õ ŋ ɡ a
mongo	m õ ŋ ɡ o
mongol	m õ ŋ ɡ o l
mongola	m õ ŋ ɡ o l a
mongolito	m õ ŋ ɡ o l i t̪ o
mongolo	m õ ŋ ɡ o l o
mongoloide	m õ ŋ ɡ o l o i̯ ð̞ e
mongólico	m õ ŋ ɡ o l i k o
moniato	m o n j a t̪ o
monición	m o n i s j õ n
monigote	m o n i ɣ̞ o t̪ e
monillo	m o n i ʝ o
monista	m o n i s t̪ a
monito	m o n i t̪ o
monitor	m o n i t̪ o ɾ
monitora	m o n i t̪ o ɾ a
monitoras	m o n i t̪ o ɾ a s
monitoreada	m o n i t̪ o ɾ e a ð̞ a
monitoreadas	m o n i t̪ o ɾ e a ð̞ a s
monitoreado	m o n i t̪ o ɾ e a ð̞ o
monitoreados	m o n i t̪ o ɾ e a ð̞ o s
monitorear	m o n i t̪ o ɾ e a ɾ
monitoreo	m o n i t̪ o ɾ e o
monitores	m o n i t̪ o ɾ e s
monitorio	m o n i t̪ o ɾ j o
monitorización	m o n i t̪ o ɾ i s a s j õ n
monitorizada	m o n i t̪ o ɾ i s a ð̞ a
monitorizadas	m o n i t̪ o ɾ i s a ð̞ a s
monitorizado	m o n i t̪ o ɾ i s a ð̞ o
monitorizados	m o n i t̪ o ɾ i s a ð̞ o s
monitorizar	m o n i t̪ o ɾ i s a ɾ
monja	m õ ŋ x a
monjas	m õ ŋ x a s
monje	m õ ŋ x e
monjes	m õ ŋ x e s
monjita	m õ ŋ x i t̪ a
mono	m o n o
monoaducto	m o n o a ð̞ u ɣ̞ t̪ o
monoambiente	m o n o ã m b j ẽ n̪ t̪ e
monoaminooxidasa	m o n o a m i n o o ɣ̞ s i ð̞ a s a
monoaminooxidasas	m o n o a m i n o o ɣ̞ s i ð̞ a s a s
monoarticular	m o n o a ɾ t̪ i k u l a ɾ
monoarticulares	m o n o a ɾ t̪ i k u l a ɾ e s
monoartritis	m o n o a ɾ t̪ ɾ i t̪ i s
monoatómico	m o n o a t̪ o m i k o
monoaural	m o n o a u̯ ɾ a l
monoaurales	m o n o a u̯ ɾ a l e s
monobloque	m o n o β̞ l o k e
monocarpo	m o n o k a ɾ p o
monoceja	m o n o s e x a
monocerote	m o n o s e ɾ o t̪ e
monociclo	m o n o s i k l o
monociclos	m o n o s i k l o s
monocigótico	m o n o s i ɣ̞ o t̪ i k o
monocito	m o n o s i t̪ o
monoclonal	m o n o k l o n a l
monocolores	m o n o k o l o ɾ e s
monocotiledónea	m o n o k o t̪ i l e ð̞ o n e a
monocroma	m o n o k ɾ o m a
monocromas	m o n o k ɾ o m a s
monocromo	m o n o k ɾ o m o
monocromos	m o n o k ɾ o m o s
monocromática	m o n o k ɾ o m a t̪ i k a
monocromáticas	m o n o k ɾ o m a t̪ i k a s
monocromático	m o n o k ɾ o m a t̪ i k o
monocromáticos	m o n o k ɾ o m a t̪ i k o s
monocromía	m o n o k ɾ o m i a
monocuerpo	m o n o k w e ɾ p o
monocular	m o n o k u l a ɾ
monocultura	m o n o k u l̪ t̪ u ɾ a
monocélula	m o n o s e l u l a
monocítica	m o n o s i t̪ i k a
monocíticas	m o n o s i t̪ i k a s
monocítico	m o n o s i t̪ i k o
monocíticos	m o n o s i t̪ i k o s
monodactilia	m o n o ð̞ a ɣ̞ t̪ i l j a
monodia	m o n o ð̞ j a
monodisco	m o n o ð̞ i s k o
monoespecífico	m o n o e s p e s i f i k o
monofisismo	m o n o f i s i z m o
monofisita	m o n o f i s i t̪ a
monofosfato	m o n o f o s f a t̪ o
monofuncional	m o n o f ũ n s j o n a l
monofónica	m o n o f o n i k a
monofónicas	m o n o f o n i k a s
monofónico	m o n o f o n i k o
monofónicos	m o n o f o n i k o s
monogamia	m o n o ɣ̞ a m j a
monogenérica	m o n o x e n e ɾ i k a
monogenéricas	m o n o x e n e ɾ i k a s
monogenérico	m o n o x e n e ɾ i k o
monogenéricos	m o n o x e n e ɾ i k o s
monoglicérido	m o n o ɣ̞ l i s e ɾ i ð̞ o
monogástrico	m o n o ɣ̞ a s t̪ ɾ i k o
monohilera	m o n o i̯ l e ɾ a
monoico	m o n o i̯ k o
monokini	m o n o k i n i
monolingüe	m o n o l ĩ ŋ ɡ w e
monolingüismo	m o n o l ĩ ŋ ɡ w i z m o
monolito	m o n o l i t̪ o
monologada	m o n o l o ɣ̞ a ð̞ a
monologadas	m o n o l o ɣ̞ a ð̞ a s
monologado	m o n o l o ɣ̞ a ð̞ o
monologados	m o n o l o ɣ̞ a ð̞ o s
monologamos	m o n o l o ɣ̞ a m o s
monologando	m o n o l o ɣ̞ ã n̪ d̪ o
monologante	m o n o l o ɣ̞ ã n̪ t̪ e
monologar	m o n o l o ɣ̞ a ɾ
monomarca	m o n o m a ɾ k a
monomio	m o n o m j o
monomios	m o n o m j o s
monomorfa	m o n o m o ɾ f a
monomorfismo	m o n o m o ɾ f i z m o
monomorfo	m o n o m o ɾ f o
monomorfémica	m o n o m o ɾ f e m i k a
monomorfémicas	m o n o m o ɾ f e m i k a s
monomorfémico	m o n o m o ɾ f e m i k o
monomorfémicos	m o n o m o ɾ f e m i k o s
monométrica	m o n o m e t̪ ɾ i k a
monométricas	m o n o m e t̪ ɾ i k a s
monométrico	m o n o m e t̪ ɾ i k o
monométricos	m o n o m e t̪ ɾ i k o s
mononeural	m o n o n e u̯ ɾ a l
mononeuropatía	m o n o n e u̯ ɾ o p a t̪ i a
mononeuropatías	m o n o n e u̯ ɾ o p a t̪ i a s
mononucleado	m o n o n u k l e a ð̞ o
mononuclear	m o n o n u k l e a ɾ
mononucleares	m o n o n u k l e a ɾ e s
mononucleosis	m o n o n u k l e o s i s
monoparental	m o n o p a ɾ ẽ n̪ t̪ a l
monopatín	m o n o p a t̪ ĩ n
monopolar	m o n o p o l a ɾ
monopolio	m o n o p o l j o
monopolios	m o n o p o l j o s
monopolista	m o n o p o l i s t̪ a
monopolistas	m o n o p o l i s t̪ a s
monopolizada	m o n o p o l i s a ð̞ a
monopolizadas	m o n o p o l i s a ð̞ a s
monopolizado	m o n o p o l i s a ð̞ o
monopolizador	m o n o p o l i s a ð̞ o ɾ
monopolizadora	m o n o p o l i s a ð̞ o ɾ a
monopolizados	m o n o p o l i s a ð̞ o s
monopolizamos	m o n o p o l i s a m o s
monopolizando	m o n o p o l i s ã n̪ d̪ o
monopolizar	m o n o p o l i s a ɾ
monopolo	m o n o p o l o
monopoly	m o n o p o l i
monoprótico	m o n o p ɾ o t̪ i k o
monoptongación	m o n o β̞ t̪ õ ŋ ɡ a s j õ n
monoptongada	m o n o β̞ t̪ õ ŋ ɡ a ð̞ a
monoptongadas	m o n o β̞ t̪ õ ŋ ɡ a ð̞ a s
monoptongado	m o n o β̞ t̪ õ ŋ ɡ a ð̞ o
monoptongados	m o n o β̞ t̪ õ ŋ ɡ a ð̞ o s
monoptongar	m o n o β̞ t̪ õ ŋ ɡ a ɾ
monoptongo	m o n o β̞ t̪ õ ŋ ɡ o
monopulso	m o n o p u l s o
monopunto	m o n o p ũ n̪ t̪ o
monopólico	m o n o p o l i k o
monoquini	m o n o k i n i
monorrena	m o n o r e n a
monorrenas	m o n o r e n a s
monorreno	m o n o r e n o
monorrenos	m o n o r e n o s
monos	m o n o s
monosacárido	m o n o s a k a ɾ i ð̞ o
monosilábica	m o n o s i l a β̞ i k a
monosilábicas	m o n o s i l a β̞ i k a s
monosilábico	m o n o s i l a β̞ i k o
monosilábicos	m o n o s i l a β̞ i k o s
monospermo	m o n o s p e ɾ m o
monoterapia	m o n o t̪ e ɾ a p j a
monoterpenoide	m o n o t̪ e ɾ p e n o i̯ ð̞ e
monoteístas	m o n o t̪ e i s t̪ a s
monotiro	m o n o t̪ i ɾ o
monotonía	m o n o t̪ o n i a
monotubo	m o n o t̪ u β̞ o
monotípica	m o n o t̪ i p i k a
monotípicas	m o n o t̪ i p i k a s
monotípico	m o n o t̪ i p i k o
monotípicos	m o n o t̪ i p i k o s
monotónico	m o n o t̪ o n i k o
monovalente	m o n o β̞ a l ẽ n̪ t̪ e
monovalentes	m o n o β̞ a l ẽ n̪ t̪ e s
monroviana	m õ n r o β̞ j a n a
monroviano	m õ n r o β̞ j a n o
monserga	m õ n s e ɾ ɣ̞ a
monsergas	m õ n s e ɾ ɣ̞ a s
monseñor	m õ n s e ɲ o ɾ
monstro	m õ n s t̪ ɾ o
monstrua	m õ n s t̪ ɾ w a
monstruillo	m õ n s t̪ ɾ w i ʝ o
monstruo	m õ n s t̪ ɾ w o
monstruosidades	m õ n s t̪ ɾ w o s i ð̞ a ð̞ e s
monstruoso	m õ n s t̪ ɾ w o s o
monta	m õ n̪ t̪ a
montable	m õ n̪ t̪ a β̞ l e
montacargas	m õ n̪ t̪ a k a ɾ ɣ̞ a s
montada	m õ n̪ t̪ a ð̞ a
montadas	m õ n̪ t̪ a ð̞ a s
montadito	m õ n̪ t̪ a ð̞ i t̪ o
montado	m õ n̪ t̪ a ð̞ o
montadora	m õ n̪ t̪ a ð̞ o ɾ a
montados	m õ n̪ t̪ a ð̞ o s
montaje	m õ n̪ t̪ a x e
montajes	m õ n̪ t̪ a x e s
montajista	m õ n̪ t̪ a x i s t̪ a
montamos	m õ n̪ t̪ a m o s
montana	m õ n̪ t̪ a n a
montanas	m õ n̪ t̪ a n a s
montando	m õ n̪ t̪ ã n̪ d̪ o
montanera	m õ n̪ t̪ a n e ɾ a
montanesa	m õ n̪ t̪ a n e s a
montano	m õ n̪ t̪ a n o
montanos	m õ n̪ t̪ a n o s
montanés	m õ n̪ t̪ a n e s
montar	m õ n̪ t̪ a ɾ
montara	m õ n̪ t̪ a ɾ a
montaraces	m õ n̪ t̪ a ɾ a s e s
montaras	m õ n̪ t̪ a ɾ a s
montaraz	m õ n̪ t̪ a ɾ a s
montaraza	m õ n̪ t̪ a ɾ a s a
montarazas	m õ n̪ t̪ a ɾ a s a s
montareis	m õ n̪ t̪ a ɾ e i̯ s
montaremos	m õ n̪ t̪ a ɾ e m o s
montares	m õ n̪ t̪ a ɾ e s
montarla	m õ n̪ t̪ a ɾ l a
montarrascal	m õ n̪ t̪ a r a s k a l
montará	m õ n̪ t̪ a ɾ a
montarás	m õ n̪ t̪ a ɾ a s
montaríamos	m õ n̪ t̪ a ɾ i a m o s
montas	m õ n̪ t̪ a s
montaste	m õ n̪ t̪ a s t̪ e
montazgo	m õ n̪ t̪ a z ɣ̞ o
montaña	m õ n̪ t̪ a ɲ a
