ア	a̠
ベネチア	b e̞ n e̞ t͡ɕ i a̠
ベネディクト	b e̞ n e̞ dʲ i k ɯ̟ᵝ t o̞
ベビー	b e̞ bʲ iː
ベビードール	b e̞ bʲ iː d o̞ː ɾ ɯ̟ᵝ
ベム	b e̞ m ɯ̟ᵝ
ベラドンナ	b e̞ ɾ a̠ d õ̞ nː a̠
ベラルーシ	b e̞ ɾ a̠ ɾ ɯ̟ᵝː ɕ i
ベリリウム	b e̞ ɾʲ i ɾʲ i ɯ̟ᵝ m ɯ̟ᵝ
ベル	b e̞ ɾ ɯ̟ᵝ
ベルギー	b e̞ ɾ ɯ̟ᵝ ɡʲ iː
ベルスタ	b e̞ ɾ ɯ̟ᵝ s ɨᵝ t a̠
ベルゼブブ	b e̞ ɾ ɯ̟ᵝ z e̞ b ɯ̟ᵝ b ɯ̟ᵝ
ベルビュー	b e̞ ɾ ɯ̟ᵝ bʲ ɨᵝː
ベルベット	b e̞ ɾ ɯ̟ᵝ b e̞ t̚ t o̞
ベルベリン	b e̞ ɾ ɯ̟ᵝ b e̞ ɾʲ ĩ ɴ
ベルモット	b e̞ ɾ ɯ̟ᵝ m o̞ t̚ t o̞
ベルン	b e̞ ɾ ɯ̟̃ᵝ ɴ
ベルーガ	b e̞ ɾ ɯ̟ᵝː ɡ a̠
ベンジャミン	b ẽ̞ ɲ̟ d͡ʑ a̠ mʲ ĩ ɴ
ベンジン	b ẽ̞ ɲ̟ d͡ʑ ĩ ɴ
ベンゼン	b ẽ̞ n d͡z ẽ̞ ɴ
ベンゾール	b ẽ̞ n d͡z o̞ː ɾ ɯ̟ᵝ
ベンチ	b ẽ̞ ɲ̟ t͡ɕ i
ベンチャー	b ẽ̞ ɲ̟ t͡ɕ a̠ː
ベーグル	b e̞ː ɡ ɯ̟ᵝ ɾ ɯ̟ᵝ
ベーコン	b e̞ː k õ̞ ɴ
ベーシスト	b e̞ː ɕ i s ɨᵝ t o̞
ベージュ	b e̞ː ʑ ɨᵝ
ベースボール	b e̞ː s ɨᵝ b o̞ː ɾ ɯ̟ᵝ
ベータ	b e̞ː t a̠
ベータカロテン	b e̞ː t a̠ k a̠ ɾ o̞ t ẽ̞ ɴ
ベートーベン	b e̞ː t o̞ː b ẽ̞ ɴ
ベートーヴェン	b e̞ː t o̞ː b ẽ̞ ɴ
ベール	b e̞ː ɾ ɯ̟ᵝ
ペ	p e̞
ペア	p e̞ a̠
ペイント	p ẽ̞ː n t o̞
ペガサス	p e̞ ɡ a̠ s a̠ s ɨᵝ
ペキニーズ	p e̞ kʲ i ɲ̟ iː z ɨᵝ
ペキン	p e̞ kʲ ĩ ɴ
ペクトゥサン	p e̞ k ɯ̟ᵝ t ɯ̟ᵝ s ã̠ ɴ
ペケ	p e̞ k e̞
ペシミスト	p e̞ ɕ i mʲ i s ɨᵝ t o̞
ペシミズム	p e̞ ɕ i mʲ i z ɨᵝ m ɯ̟ᵝ
ペスト	p e̞ s ɨ̥ᵝ t o̞
ペソ	p e̞ s o̞
ペダル	p e̞ d a̠ ɾ ɯ̟ᵝ
ペチコート	p e̞ t͡ɕ i k o̞ː t o̞
ペチャパイ	p e̞ t͡ɕ a̠ p a̠ i
ペッカリー	p e̞ k̚ k a̠ ɾʲ iː
ペット	p e̞ t̚ t o̞
ペテロ	p e̞ t e̞ ɾ o̞
ペテン	p e̞ t ẽ̞ ɴ
ペディキュア	p e̞ dʲ i kʲ ɨᵝ a̠
ペトラルカ	p e̞ t o̞ ɾ a̠ ɾ ɯ̟ᵝ k a̠
ペトロ	p e̞ t o̞ ɾ o̞
ペドフィリア	p e̞ d o̞ ɸʲ i ɾʲ i a̠
ペドメーター	p e̞ d o̞ m e̞ː t a̠ː
ペドロ	p e̞ d o̞ ɾ o̞
ペナ	p e̞ n a̠
ペナルティ	p e̞ n a̠ ɾ ɯ̟ᵝ tʲ i
ペナルティー	p e̞ n a̠ ɾ ɯ̟ᵝ tʲ iː
ペニオク	p e̞ ɲ̟ i o̞ k ɯ̟ᵝ
ペニス	p e̞ ɲ̟ i s ɨ̥ᵝ
ペニー	p e̞ ɲ̟ iː
ペニーオークション	p e̞ ɲ̟ iː o̞ː k ɯ̟ᵝ ɕ õ̞ ɴ
ペパクラ	p e̞ p a̠ k ɯ̟ᵝ ɾ a̠
ペパロニ	p e̞ p a̠ ɾ o̞ ɲ̟ i
ペパーミント	p e̞ p a̠ː mʲ ĩ n t o̞
ペビバイト	p e̞ bʲ i b a̠ i t o̞
ペビビット	p e̞ bʲ i bʲ i t̚ t o̞
ペプシ	p e̞ p ɯ̟ᵝ ɕ i
ペプチド	p e̞ p ɯ̟ᵝ t͡ɕ i d o̞
ペリカン	p e̞ ɾʲ i k ã̠ ɴ
ペリドット	p e̞ ɾʲ i d o̞ t̚ t o̞
ペリー	p e̞ ɾʲ iː
ペルシア	p e̞ ɾ ɯ̟ᵝ ɕ i a̠
ペルシャ	p e̞ ɾ ɯ̟ᵝ ɕ a̠
ペルセウス	p e̞ ɾ ɯ̟ᵝ s e̞ ɯ̟ᵝ s ɨᵝ
ペルー	p e̞ ɾ ɯ̟ᵝː
ペロリスト	p e̞ ɾ o̞ ɾʲ i s ɨᵝ t o̞
ペン	p ẽ̞ ɴ
ペンキ	p ẽ̞ ŋʲ kʲ i
ペンギン	p ẽ̞ ŋʲ ɡʲ ĩ ɴ
ペンション	p ẽ̞ ɰ̃ ɕ õ̞ ɴ
ペンタゴン	p ẽ̞ n t a̠ ɡ õ̞ ɴ
ペンタスロン	p ẽ̞ n t a̠ s ɨᵝ ɾ õ̞ ɴ
ペンダント	p ẽ̞ n d ã̠ n t o̞
ペンチ	p ẽ̞ ɲ̟ t͡ɕ i
ペントハウス	p ẽ̞ n t o̞ h a̠ ɯ̟ᵝ s ɨᵝ
ペンフレンド	p ẽ̞ ɰ̃ ɸ ɯ̟̊ᵝ ɾ ẽ̞ n d o̞
ペンリン	p ẽ̞ n ɾʲ ĩ ɴ
ペーガスス	p e̞ː ɡ a̠ s ɨᵝ s ɨᵝ
ペーガソス	p e̞ː ɡ a̠ s o̞ s ɨᵝ
ページ	p e̞ː ʑ i
ペース	p e̞ː s ɨᵝ
ペースト	p e̞ː s ɨᵝ t o̞
ペーズリー	p e̞ː z ɨᵝ ɾʲ iː
ペーネロペー	p e̞ː n e̞ ɾ o̞ p e̞ː
ペーパーバック	p e̞ː p a̠ː b a̠ k̚ k ɯ̟ᵝ
ペーピン	p e̞ː pʲ ĩ ɴ
ホ	h o̞
ホアンチュウ	h o̞ ã̠ ɲ̟ t͡ɕ ɨᵝː
ホイコーロー	h o̞ i k o̞ː ɾ o̞ː
ホイッスル	h o̞ i sː ɯ̟ᵝ ɾ ɯ̟ᵝ
ホキ	h o̞ kʲ i
ホクシャ	h o̞ k ɯ̟̊ᵝ ɕ a̠
ホグワーツ	h o̞ ɡ ɯ̟ᵝ ɰᵝ a̠ː t͡s ɨᵝ
ホスクラ	h o̞ s ɨᵝ k ɯ̟ᵝ ɾ a̠
ホステス	h o̞ s ɨ̥ᵝ t e̞ s ɨᵝ
ホステル	h o̞ s ɨ̥ᵝ t e̞ ɾ ɯ̟ᵝ
ホスト	h o̞ s ɨ̥ᵝ t o̞
ホストファミリー	h o̞ s ɨ̥ᵝ t o̞ ɸ a̠ mʲ i ɾʲ iː
ホスフィン	h o̞ s ɨᵝ ɸʲ ĩ ɴ
ホチキス	h o̞ t͡ɕ i kʲ i s ɨᵝ
ホッケー	h o̞ k̚ k e̞ː
ホッチキス	h o̞ t̚ t͡ɕ i kʲ i s ɨᵝ
ホット	h o̞ t̚ t o̞
ホットク	h o̞ t̚ t o̞ k ɯ̟ᵝ
ホットケーキ	h o̞ t̚ t o̞ k e̞ː kʲ i
ホットソース	h o̞ t̚ t o̞ s o̞ː s ɨᵝ
ホットプレート	h o̞ t̚ t o̞ p ɯ̟ᵝ ɾ e̞ː t o̞
ホテル	h o̞ t e̞ ɾ ɯ̟ᵝ
ホニアラ	h o̞ ɲ̟ i a̠ ɾ a̠
ホバリング	h o̞ b a̠ ɾʲ ĩ ŋ ɡ ɯ̟ᵝ
ホバークラフト	h o̞ b a̠ː k ɯ̟ᵝ ɾ a̠ ɸ ɯ̟̊ᵝ t o̞
ホバート	h o̞ b a̠ː t o̞
ホビット	h o̞ bʲ i t̚ t o̞
ホムセン	h o̞ m ɯ̟ᵝ s ẽ̞ ɴ
ホムンクルス	h o̞ m ɯ̟̃ᵝ ŋ k ɯ̟ᵝ ɾ ɯ̟ᵝ s ɨᵝ
ホメオスタシス	h o̞ m e̞ o̞ s ɨ̥ᵝ t a̠ ɕ i s ɨᵝ
ホメーロス	h o̞ m e̞ː ɾ o̞ s ɨᵝ
ホモ	h o̞ m o̞
ホモサピエンス	h o̞ m o̞ s a̠ pʲ i ẽ̞ ɰ̃ s ɨᵝ
ホモソーシャル	h o̞ m o̞ s o̞ː ɕ a̠ ɾ ɯ̟ᵝ
ホモビ	h o̞ m o̞ bʲ i
ホモフォビア	h o̞ m o̞ ɸ o̞ bʲ i a̠
ホラント	h o̞ ɾ ã̠ n t o̞
ホラー	h o̞ ɾ a̠ː
ホルス	h o̞ ɾ ɯ̟ᵝ s ɨᵝ
ホルスター	h o̞ ɾ ɯ̟ᵝ s ɨ̥ᵝ t a̠ː
ホルターネック	h o̞ ɾ ɯ̟ᵝ t a̠ː n e̞ k̚ k ɯ̟ᵝ
ホルマリン	h o̞ ɾ ɯ̟ᵝ m a̠ ɾʲ ĩ ɴ
ホルミウム	h o̞ ɾ ɯ̟ᵝ mʲ i ɯ̟ᵝ m ɯ̟ᵝ
ホルモン	h o̞ ɾ ɯ̟ᵝ m õ̞ ɴ
ホルン	h o̞ ɾ ɯ̟̃ᵝ ɴ
ホロコースト	h o̞ ɾ o̞ k o̞ː s ɨᵝ t o̞
ホロスコープ	h o̞ ɾ o̞ s ɨ̥ᵝ k o̞ː p ɯ̟ᵝ
ホロドモール	h o̞ ɾ o̞ d o̞ m o̞ː ɾ ɯ̟ᵝ
ホワイト	h o̞ ɰᵝ a̠ i t o̞
ホワイトアウト	h o̞ ɰᵝ a̠ i t o̞ a̠ ɯ̟ᵝ t o̞
ホワイトシャツ	h o̞ ɰᵝ a̠ i t o̞ ɕ a̠ t͡s ɨᵝ
ホワイトリスト	h o̞ ɰᵝ a̠ i t o̞ ɾʲ i s ɨᵝ t o̞
ホン	h õ̞ ɴ
ホンイーソー	h õ̞ ɰ̃ iː s o̞ː
ホンコン	h õ̞ ŋ k õ̞ ɴ
ホンチュン	h õ̞ ɲ̟ t͡ɕ ɨ̃ᵝ ɴ
ホーク	h o̞ː k ɯ̟ᵝ
ホース	h o̞ː s ɨᵝ
ホースラディッシュ	h o̞ː s ɨᵝ ɾ a̠ dʲ i ɕː ɯ̟ᵝ
ホータン	h o̞ː t ã̠ ɴ
ホーマー	h o̞ː m a̠ː
ホーム	h o̞ː m ɯ̟ᵝ
ホームシック	h o̞ː m ɯ̟ᵝ ɕ i k̚ k ɯ̟ᵝ
ホームステイ	h o̞ː m ɯ̟ᵝ s ɨ̥ᵝ t e̞ː
ホームズ	h o̞ː m ɯ̟ᵝ z ɨᵝ
ホームルーム	h o̞ː m ɯ̟ᵝ ɾ ɯ̟ᵝː m ɯ̟ᵝ
ホーラ	h o̞ː ɾ a̠
ホール	h o̞ː ɾ ɯ̟ᵝ
ホーン	h õ̞ː ɴ
ボ	b o̞
ボイス	b o̞ i s ɨᵝ
ボイチェン	b o̞ i t͡ɕ ẽ̞ ɴ
ボイトレ	b o̞ i t o̞ ɾ e̞
ボイパ	b o̞ i p a̠
ボイン	b o̞ ĩ ɴ
ボウラー	b o̞ː ɾ a̠ː
ボウリング	b o̞ː ɾʲ ĩ ŋ ɡ ɯ̟ᵝ
ボウリングボール	b o̞ː ɾʲ ĩ ŋ ɡ ɯ̟ᵝ b o̞ː ɾ ɯ̟ᵝ
ボウル	b o̞ː ɾ ɯ̟ᵝ
ボカロ	b o̞ k a̠ ɾ o̞
ボカロピー	b o̞ k a̠ ɾ o̞ pʲ iː
ボキャ	b o̞ kʲ a̠
ボキャビル	b o̞ kʲ a̠ bʲ i ɾ ɯ̟ᵝ
ボキャブラリー	b o̞ kʲ a̠ b ɯ̟ᵝ ɾ a̠ ɾʲ iː
ボクサー	b o̞ k ɯ̟̊ᵝ s a̠ː
ボクシング	b o̞ k ɯ̟̊ᵝ ɕ ĩ ŋ ɡ ɯ̟ᵝ
ボクシンググローブ	b o̞ k ɯ̟ᵝ ɕ ĩ ŋ ɡ ɯ̟ᵝ ɡ ɯ̟ᵝ ɾ o̞ː b ɯ̟ᵝ
ボコーダー	b o̞ k o̞ː d a̠ː
ボゴタ	b o̞ ɡ o̞ t a̠
ボゴール	b o̞ ɡ o̞ː ɾ ɯ̟ᵝ
ボストン	b o̞ s ɨ̥ᵝ t õ̞ ɴ
ボソン	b o̞ s õ̞ ɴ
ボタン	b o̞ t ã̠ ɴ
ボックス	b o̞ k̚ k ɯ̟̊ᵝ s ɨᵝ
ボツワナ	b o̞ t͡s ɨ̥ᵝ ɰᵝ a̠ n a̠
ボディコン	b o̞ dʲ i k õ̞ ɴ
ボディスーツ	b o̞ dʲ i s ɨᵝː t͡s ɨᵝ
ボディビル	b o̞ dʲ i bʲ i ɾ ɯ̟ᵝ
ボディー	b o̞ dʲ iː
ボディーガード	b o̞ dʲ iː ɡ a̠ː d o̞
ボディーコンシャス	b o̞ dʲ iː k õ̞ ɰ̃ ɕ a̠ s ɨᵝ
ボトル	b o̞ t o̞ ɾ ɯ̟ᵝ
ボトルキープ	b o̞ t o̞ ɾ ɯ̟ᵝ kʲ iː p ɯ̟ᵝ
ボドイ	b o̞ d o̞ i
ボドゲ	b o̞ d o̞ ɡ e̞
ボノボ	b o̞ n o̞ b o̞
ボビー	b o̞ bʲ iː
ボブ	b o̞ b ɯ̟ᵝ
ボブキャット	b o̞ b ɯ̟ᵝ kʲ a̠ t̚ t o̞
ボブルヘッド	b o̞ b ɯ̟ᵝ ɾ ɯ̟ᵝ h e̞ d̚ d̥ o̞
ボヘミア	b o̞ h e̞ mʲ i a̠
ボホール	b o̞ h o̞ː ɾ ɯ̟ᵝ
ボム	b o̞ m ɯ̟ᵝ
ボリシェヴィキ	b o̞ ɾʲ i ɕ e̞ bʲ i kʲ i
ボリビア	b o̞ ɾʲ i bʲ i a̠
ボリューミー	b o̞ ɾʲ ɨᵝː mʲ iː
ボリューム	b o̞ ɾʲ ɨᵝː m ɯ̟ᵝ
ボル	b o̞ ɾ ɯ̟ᵝ
ボルシェビキ	b o̞ ɾ ɯ̟ᵝ ɕ e̞ bʲ i kʲ i
ボルシチ	b o̞ ɾ ɯ̟ᵝ ɕ i̥ t͡ɕ i
ボルゾイ	b o̞ ɾ ɯ̟ᵝ z o̞ i
ボルダリング	b o̞ ɾ ɯ̟ᵝ d a̠ ɾʲ ĩ ŋ ɡ ɯ̟ᵝ
ボルテージ	b o̞ ɾ ɯ̟ᵝ t e̞ː ʑ i
ボルト	b o̞ ɾ ɯ̟ᵝ t o̞
ボルネオ	b o̞ ɾ ɯ̟ᵝ n e̞ o̞
ボンベ	b õ̞ m b e̞
ボー	b o̞ː
ボーイ	b o̞ː i
ボーイッシュ	b o̞ː i ɕː ɯ̟ᵝ
ボーイフレンド	b o̞ː i ɸ ɯ̟̊ᵝ ɾ ẽ̞ n d o̞
ボーイング	b o̞ː ĩ ŋ ɡ ɯ̟ᵝ
ボーカリスト	b o̞ː k a̠ ɾʲ i s ɨᵝ t o̞
ボーカロイド	b o̞ː k a̠ ɾ o̞ i d o̞
ボーキサイト	b o̞ː kʲ i̥ s a̠ i t o̞
ボーク	b o̞ː k ɯ̟ᵝ
ボータイ	b o̞ː t a̠ i
ボート	b o̞ː t o̞
ボーナス	b o̞ː n a̠ s ɨᵝ
ボーリウム	b o̞ː ɾʲ i ɯ̟ᵝ m ɯ̟ᵝ
ボール	b o̞ː ɾ ɯ̟ᵝ
ボールパーソン	b o̞ː ɾ ɯ̟ᵝ p a̠ː s õ̞ ɴ
ボールペン	b o̞ː ɾ ɯ̟ᵝ p ẽ̞ ɴ
ボーロ	b o̞ː ɾ o̞
ポ	p o̞
ポイベー	p o̞ i b e̞ː
ポインター	p o̞ ĩ n t a̠ː
ポイント	p o̞ ĩ n t o̞
ポエジー	p o̞ e̞ ʑ iː
ポエブラ	p o̞ e̞ b ɯ̟ᵝ ɾ a̠
ポエマー	p o̞ e̞ m a̠ː
ポカ	p o̞ k a̠
ポカミス	p o̞ k a̠ mʲ i s ɨᵝ
ポカヨケ	p o̞ k a̠ j o̞ k e̞
ポケ	p o̞ k e̞
ポケット	p o̞ k e̞ t̚ t o̞
ポケベル	p o̞ k e̞ b e̞ ɾ ɯ̟ᵝ
ポケモン	p o̞ k e̞ m õ̞ ɴ
ポゴスティック	p o̞ ɡ o̞ s ɨᵝ tʲ i k̚ k ɯ̟ᵝ
ポジ	p o̞ ʑ i
ポジション	p o̞ ʑ i ɕ õ̞ ɴ
ポジティブ	p o̞ ʑ i tʲ i b ɯ̟ᵝ
ポスター	p o̞ s ɨ̥ᵝ t a̠ː
ポスティング	p o̞ s ɨᵝ tʲ ĩ ŋ ɡ ɯ̟ᵝ
ポスト	p o̞ s ɨᵝ t o̞
ポストプロダクション	p o̞ s ɨᵝ t o̞ p ɯ̟ᵝ ɾ o̞ d a̠ k ɯ̟ᵝ ɕ õ̞ ɴ
ポストモダニズム	p o̞ s ɨ̥ᵝ t o̞ m o̞ d a̠ ɲ̟ i z ɨᵝ m ɯ̟ᵝ
ポストモダン	p o̞ s ɨ̥ᵝ t o̞ m o̞ d ã̠ ɴ
ポセイドーン	p o̞ s e̞ː d õ̞ː ɴ
ポタージュ	p o̞ t a̠ː ʑ ɨᵝ
ポット	p o̞ t̚ t o̞
ポットアス	p o̞ t̚ t o̞ a̠ s ɨᵝ
ポッドキャスト	p o̞ d̚ d̥ o̞ kʲ a̠ s ɨᵝ t o̞
ポップ	p o̞ p̚ p ɯ̟ᵝ
ポップアップ	p o̞ p̚ p ɯ̟ᵝ a̠ p̚ p ɯ̟ᵝ
ポップカルチャー	p o̞ p̚ p ɯ̟ᵝ k a̠ ɾ ɯ̟ᵝ t͡ɕ a̠ː
ポップコーン	p o̞ p̚ p ɯ̟ᵝ k õ̞ː ɴ
ポップス	p o̞ p̚ p ɯ̟̊ᵝ s ɨᵝ
ポップネス	p o̞ p̚ p ɯ̟ᵝ n e̞ s ɨᵝ
ポテチ	p o̞ t e̞ t͡ɕ i
ポテト	p o̞ t e̞ t o̞
ポテンシャル	p o̞ t ẽ̞ ɰ̃ ɕ a̠ ɾ ɯ̟ᵝ
ポテンショメータ	p o̞ t ẽ̞ ɰ̃ ɕ o̞ m e̞ː t a̠
ポトフ	p o̞ t o̞ ɸ ɯ̟ᵝ
ポニー	p o̞ ɲ̟ iː
ポニーテール	p o̞ ɲ̟ iː t e̞ː ɾ ɯ̟ᵝ
ポピー	p o̞ pʲ iː
ポプラ	p o̞ p ɯ̟ᵝ ɾ a̠
ポマード	p o̞ m a̠ː d o̞
ポリ	p o̞ ɾʲ i
ポリアンドリー	p o̞ ɾʲ i ã̠ n d o̞ ɾʲ iː
ポリウレタン	p o̞ ɾʲ i ɯ̟ᵝ ɾ e̞ t ã̠ ɴ
ポリエステル	p o̞ ɾʲ i e̞ s ɨ̥ᵝ t e̞ ɾ ɯ̟ᵝ
ポリエチレン	p o̞ ɾʲ i e̞ t͡ɕ i ɾ ẽ̞ ɴ
ポリオ	p o̞ ɾʲ i o̞
ポリオウイルス	p o̞ ɾʲ i o̞ ɯ̟ᵝ i ɾ ɯ̟ᵝ s ɨᵝ
ポリガミー	p o̞ ɾʲ i ɡ a̠ mʲ iː
ポリグラフ	p o̞ ɾʲ i ɡ ɯ̟ᵝ ɾ a̠ ɸ ɯ̟ᵝ
ポリコレ	p o̞ ɾʲ i k o̞ ɾ e̞
ポリシー	p o̞ ɾʲ i ɕ iː
ポリス	p o̞ ɾʲ i s ɨᵝ
ポリッシュ	p o̞ ɾʲ i ɕː ɯ̟ᵝ
ポリッジ	p o̞ ɾʲ i d̚ d͡ʑ i
ポリトープ	p o̞ ɾʲ i t o̞ː p ɯ̟ᵝ
ポリネシア	p o̞ ɾʲ i n e̞ ɕ i a̠
ポリノジック	p o̞ ɾʲ i n o̞ ʑ i k̚ k ɯ̟ᵝ
ポリプロピレン	p o̞ ɾʲ i p ɯ̟ᵝ ɾ o̞ pʲ i ɾ ẽ̞ ɴ
ポリメラーゼ	p o̞ ɾʲ i m e̞ ɾ a̠ː z e̞
ポリュムニアー	p o̞ ɾʲ ɨᵝ m ɯ̟ᵝ ɲ̟ i a̠ː
ポルチオ	p o̞ ɾ ɯ̟ᵝ t͡ɕ i o̞
ポルトガル	p o̞ ɾ ɯ̟ᵝ t o̞ ɡ a̠ ɾ ɯ̟ᵝ
ポルトノボ	p o̞ ɾ ɯ̟ᵝ t o̞ n o̞ b o̞
ポルトープランス	p o̞ ɾ ɯ̟ᵝ t o̞ː p ɯ̟ᵝ ɾ ã̠ ɰ̃ s ɨᵝ
ポルノグラフィー	p o̞ ɾ ɯ̟ᵝ n o̞ ɡ ɯ̟ᵝ ɾ a̠ ɸʲ iː
ポルフィリン	p o̞ ɾ ɯ̟ᵝ ɸʲ i ɾʲ ĩ ɴ
ポルフィン	p o̞ ɾ ɯ̟ᵝ ɸʲ ĩ ɴ
ポロ	p o̞ ɾ o̞
ポロニウム	p o̞ ɾ o̞ ɲ̟ i ɯ̟ᵝ m ɯ̟ᵝ
ポン	p õ̞ ɴ
ポンチ	p õ̞ ɲ̟ t͡ɕ i
ポンチャック	p õ̞ ɲ̟ t͡ɕ a̠ k̚ k ɯ̟ᵝ
ポンチョ	p õ̞ ɲ̟ t͡ɕ o̞
ポンド	p õ̞ n d o̞
ポンプ	p õ̞ m p ɯ̟ᵝ
ポンポン	p õ̞ m p õ̞ ɴ
ポーカー	p o̞ː k a̠ː
ポーカーフェイス	p o̞ː k a̠ː ɸ e̞ː s ɨᵝ
ポーション	p o̞ː ɕ õ̞ ɴ
ポーズ	p o̞ː z ɨᵝ
ポータル	p o̞ː t a̠ ɾ ɯ̟ᵝ
ポートフォリオ	p o̞ː t o̞ ɸ o̞ ɾʲ i o̞
ポートレート	p o̞ː t o̞ ɾ e̞ː t o̞
ポーモーナ	p o̞ː m o̞ː n a̠
ポーランド	p o̞ː ɾ ã̠ n d o̞
ポール	p o̞ː ɾ ɯ̟ᵝ
ポールダンス	p o̞ː ɾ ɯ̟ᵝ d ã̠ ɰ̃ s ɨᵝ
ポーローパーウ	p o̞ː ɾ o̞ː p a̠ː ɯ̟ᵝ
ポーン	p õ̞ː ɴ
マ	m a̠
マイアミ	m a̠ i a̠ mʲ i
マイカー	m a̠ i k a̠ː
マイク	m a̠ i k ɯ̟ᵝ
マイクロコンピューター	m a̠ i k ɯ̟ᵝ ɾ o̞ k õ̞ m pʲ ɨᵝː t a̠ː
マイクロホン	m a̠ i k ɯ̟ᵝ ɾ o̞ h õ̞ ɴ
マイコン	m a̠ i k õ̞ ɴ
マイスター	m a̠ i s ɨᵝ t a̠ː
マイスリー	m a̠ i s ɨᵝ ɾʲ iː
マイト	m a̠ i t o̞
マイトネリウム	m a̠ i t o̞ n e̞ ɾʲ i ɯ̟ᵝ m ɯ̟ᵝ
マイノリティー	m a̠ i n o̞ ɾʲ i tʲ iː
マイペース	m a̠ i p e̞ː s ɨᵝ
マイム	m a̠ i m ɯ̟ᵝ
マイル	m a̠ i ɾ ɯ̟ᵝ
マイルド	m a̠ i ɾ ɯ̟ᵝ d o̞
マイレージ	m a̠ i ɾ e̞ː ʑ i
マイン	m a̠ ĩ ɴ
マインクラフト	m a̠ ĩ ŋ k ɯ̟ᵝ ɾ a̠ ɸ ɯ̟ᵝ t o̞
マインド	m a̠ ĩ n d o̞
マインドセット	m a̠ ĩ n d o̞ s e̞ t̚ t o̞
マウイ	m a̠ ɯ̟ᵝ i
マウス	m a̠ ɯ̟ᵝ s ɨᵝ
マウンド	m a̠ ɯ̟̃ᵝ n d o̞
マオタイチュウ	m a̠ o̞ t a̠ i t͡ɕ ɨᵝː
マカオ	m a̠ k a̠ o̞
マカロニ	m a̠ k a̠ ɾ o̞ ɲ̟ i
マカロン	m a̠ k a̠ ɾ õ̞ ɴ
マカー	m a̠ k a̠ː
マガジン	m å̠ ɡ a̠ ʑ ĩ ɴ
マキシ	m a̠ kʲ i ɕ i
マクシミリアン	m a̠ k ɯ̟ᵝ ɕ i mʲ i ɾʲ i ã̠ ɴ
マクド	m a̠ k ɯ̟ᵝ d o̞
マクドナルド	m a̠ k ɯ̟ᵝ d o̞ n a̠ ɾ ɯ̟ᵝ d o̞
マクロコスモス	m a̠ k ɯ̟ᵝ ɾ o̞ k o̞ s ɨᵝ m o̞ s ɨᵝ
マクロファージ	m a̠ k ɯ̟ᵝ ɾ o̞ ɸ a̠ː ʑ i
マクロン	m a̠ k ɯ̟ᵝ ɾ õ̞ ɴ
マグ	m a̠ ɡ ɯ̟ᵝ
マグニチュード	m a̠ ɡ ɯ̟ᵝ ɲ̟ i t͡ɕ ɨᵝː d o̞
マグネシア	m a̠ ɡ ɯ̟ᵝ n e̞ ɕ i a̠
マグネシウム	m a̠ ɡ ɯ̟ᵝ n e̞ ɕ i ɯ̟ᵝ m ɯ̟ᵝ
マグマ	m a̠ ɡ ɯ̟ᵝ m a̠
マグリブ	m a̠ ɡ ɯ̟ᵝ ɾʲ i b ɯ̟ᵝ
マサチューセッツ	m a̠ s a̠ t͡ɕ ɨᵝː s e̞ t̚ t͡s ɨᵝ
マザー	m a̠ z a̠ː
マシニング	m a̠ ɕ i ɲ̟ ĩ ŋ ɡ ɯ̟ᵝ
マシマロ	m a̠ ɕ i m a̠ ɾ o̞
マシュマロ	m a̠ ɕ ɨᵝ m a̠ ɾ o̞
マジ	m a̠ ʑ i
マジェラン	m a̠ ʑ e̞ ɾ ã̠ ɴ
マジェランアイナメ	m a̠ ʑ e̞ ɾ ã̠ ɰ̃ a̠ i n a̠ m e̞
マジギレ	m a̠ ʑ i ɡʲ i ɾ e̞
マジシャン	m a̠ ʑ i ɕ ã̠ ɴ
マジタレ	m a̠ ʑ i t a̠ ɾ e̞
マジパン	m a̠ ʑ i p ã̠ ɴ
マジュロ	m a̠ ʑ ɨᵝ ɾ o̞
マジョリティー	m a̠ ʑ o̞ ɾʲ i tʲ iː
マジレス	m a̠ ʑ i ɾ e̞ s ɨᵝ
マスカット	m a̠ s ɨ̥ᵝ k a̠ t̚ t o̞
マスカラ	m a̠ s ɨ̥ᵝ k a̠ ɾ a̠
マスク	m a̠ s ɨ̥ᵝ k ɯ̟ᵝ
マスクメロン	m a̠ s ɨᵝ k ɯ̟ᵝ m e̞ ɾ õ̞ ɴ
マスコット	m a̠ s ɨ̥ᵝ k o̞ t̚ t o̞
マスコミ	m a̠ s ɨ̥ᵝ k o̞ mʲ i
マスコミュニケーション	m a̠ s ɨᵝ k o̞ mʲ ɨᵝ ɲ̟ i k e̞ː ɕ õ̞ ɴ
マスゴミ	m a̠ s ɨᵝ ɡ o̞ mʲ i
マスタング	m a̠ s ɨ̥ᵝ t ã̠ ŋ ɡ ɯ̟ᵝ
マスター	m a̠ s ɨ̥ᵝ t a̠ː
マスタード	m a̠ s ɨ̥ᵝ t a̠ː d o̞
マスターピース	m a̠ s ɨᵝ t a̠ː pʲ iː s ɨᵝ
マスタープラン	m a̠ s ɨᵝ t a̠ː p ɯ̟ᵝ ɾ ã̠ ɴ
マスターベーション	m a̠ s ɨ̥ᵝ t a̠ː b e̞ː ɕ õ̞ ɴ
マステ	m a̠ s ɨᵝ t e̞
