AFI	a f i
silabación	s i l a β̞ a θ j õ n
silabada	s i l a β̞ a ð̞ a
silabadas	s i l a β̞ a ð̞ a s
silabado	s i l a β̞ a ð̞ o
silabados	s i l a β̞ a ð̞ o s
silabar	s i l a β̞ a ɾ
silabario	s i l a β̞ a ɾ j o
silabeada	s i l a β̞ e a ð̞ a
silabeadas	s i l a β̞ e a ð̞ a s
silabeado	s i l a β̞ e a ð̞ o
silabeados	s i l a β̞ e a ð̞ o s
silabear	s i l a β̞ e a ɾ
silabeo	s i l a β̞ e o
silabo	s i l a β̞ o
silano	s i l a n o
silba	s i l β̞ a
silbada	s i l β̞ a ð̞ a
silbadas	s i l β̞ a ð̞ a s
silbado	s i l β̞ a ð̞ o
silbador	s i l β̞ a ð̞ o ɾ
silbados	s i l β̞ a ð̞ o s
silbante	s i l β̞ ã n̪ t̪ e
silbar	s i l β̞ a ɾ
silbatazo	s i l β̞ a t̪ a θ o
silbatazos	s i l β̞ a t̪ a θ o s
silbatero	s i l β̞ a t̪ e ɾ o
silbato	s i l β̞ a t̪ o
silbatos	s i l β̞ a t̪ o s
silbidito	s i l β̞ i ð̞ i t̪ o
silbido	s i l β̞ i ð̞ o
silbo	s i l β̞ o
silbón	s i l β̞ õ n
sildenafilo	s i l̪ d̪ e n a f i l o
silenciada	s i l ẽ n̟ θ j a ð̞ a
silenciadas	s i l ẽ n̟ θ j a ð̞ a s
silenciado	s i l ẽ n̟ θ j a ð̞ o
silenciador	s i l ẽ n̟ θ j a ð̞ o ɾ
silenciados	s i l ẽ n̟ θ j a ð̞ o s
silenciamiento	s i l ẽ n̟ θ j a m j ẽ n̪ t̪ o
silenciar	s i l ẽ n̟ θ j a ɾ
silencio	s i l ẽ n̟ θ j o
silencios	s i l ẽ n̟ θ j o s
silenciosa	s i l ẽ n̟ θ j o s a
silenciosas	s i l ẽ n̟ θ j o s a s
silencioso	s i l ẽ n̟ θ j o s o
silenciosos	s i l ẽ n̟ θ j o s o s
sileno	s i l e n o
silente	s i l ẽ n̪ t̪ e
silentes	s i l ẽ n̪ t̪ e s
silesiana	s i l e s j a n a
silesiano	s i l e s j a n o
silesio	s i l e s j o
silfo	s i l f o
silfos	s i l f o s
silicio	s i l i θ j o
silicícola	s i l i θ i k o l a
silicón	s i l i k õ n
sililo	s i l i l o
silingo	s i l ĩ ŋ ɡ o
silla	s i ʝ a
sillao	s i ʝ a o
silleta	s i ʝ e t̪ a
silletazo	s i ʝ e t̪ a θ o
silletazos	s i ʝ e t̪ a θ o s
silletera	s i ʝ e t̪ e ɾ a
silletero	s i ʝ e t̪ e ɾ o
sillita	s i ʝ i t̪ a
silloncito	s i ʝ õ n̟ θ i t̪ o
sillones	s i ʝ o n e s
sillón	s i ʝ õ n
silo	s i l o
silueta	s i l w e t̪ a
silueteada	s i l w e t̪ e a ð̞ a
silueteadas	s i l w e t̪ e a ð̞ a s
silueteado	s i l w e t̪ e a ð̞ o
silueteados	s i l w e t̪ e a ð̞ o s
siluetear	s i l w e t̪ e a ɾ
siluro	s i l u ɾ o
silvestre	s i l β̞ e s t̪ ɾ e
silvestres	s i l β̞ e s t̪ ɾ e s
silvicultora	s i l β̞ i k u l̪ t̪ o ɾ a
silvoagropecuario	s i l β̞ o a ɣ̞ ɾ o p e k w a ɾ j o
silábica	s i l a β̞ i k a
silábicas	s i l a β̞ i k a s
silábico	s i l a β̞ i k o
silábicos	s i l a β̞ i k o s
silícico	s i l i θ i k o
silúrico	s i l u ɾ i k o
sim	s ĩ m
sima	s i m a
simas	s i m a s
simasito	s i m a s i t̪ o
simba	s ĩ m b a
simbolización	s ĩ m b o l i θ a θ j õ n
simbolizada	s ĩ m b o l i θ a ð̞ a
simbolizadas	s ĩ m b o l i θ a ð̞ a s
simbolizado	s ĩ m b o l i θ a ð̞ o
simbolizados	s ĩ m b o l i θ a ð̞ o s
simbolizar	s ĩ m b o l i θ a ɾ
simbología	s ĩ m b o l o x i a
simbólico	s ĩ m b o l i k o
simetría	s i m e t̪ ɾ i a
simiente	s i m j ẽ n̪ t̪ e
similar	s i m i l a ɾ
similares	s i m i l a ɾ e s
similaridad	s i m i l a ɾ i ð̞ a ð̞
similitud	s i m i l i t̪ u ð̞
simio	s i m j o
simonía	s i m o n i a
simpa	s ĩ m p a
simpaticomimética	s ĩ m p a t̪ i k o m i m e t̪ i k a
simpaticomiméticas	s ĩ m p a t̪ i k o m i m e t̪ i k a s
simpaticomimético	s ĩ m p a t̪ i k o m i m e t̪ i k o
simpaticomiméticos	s ĩ m p a t̪ i k o m i m e t̪ i k o s
simpaticón	s ĩ m p a t̪ i k õ n
simpatizada	s ĩ m p a t̪ i θ a ð̞ a
simpatizadas	s ĩ m p a t̪ i θ a ð̞ a s
simpatizado	s ĩ m p a t̪ i θ a ð̞ o
simpatizador	s ĩ m p a t̪ i θ a ð̞ o ɾ
simpatizados	s ĩ m p a t̪ i θ a ð̞ o s
simpatizante	s ĩ m p a t̪ i θ ã n̪ t̪ e
simpatizar	s ĩ m p a t̪ i θ a ɾ
simpatía	s ĩ m p a t̪ i a
simple	s ĩ m p l e
simplemente	s ĩ m p l e m ẽ n̪ t̪ e
simples	s ĩ m p l e s
simpleza	s ĩ m p l e θ a
simplicidad	s ĩ m p l i θ i ð̞ a ð̞
simplicísimo	s ĩ m p l i θ i s i m o
simplifica	s ĩ m p l i f i k a
simplificada	s ĩ m p l i f i k a ð̞ a
simplificadas	s ĩ m p l i f i k a ð̞ a s
simplificado	s ĩ m p l i f i k a ð̞ o
simplificador	s ĩ m p l i f i k a ð̞ o ɾ
simplificados	s ĩ m p l i f i k a ð̞ o s
simplificamos	s ĩ m p l i f i k a m o s
simplificando	s ĩ m p l i f i k ã n̪ d̪ o
simplificar	s ĩ m p l i f i k a ɾ
simplificara	s ĩ m p l i f i k a ɾ a
simplificaras	s ĩ m p l i f i k a ɾ a s
simplificareis	s ĩ m p l i f i k a ɾ e i̯ s
simplificaremos	s ĩ m p l i f i k a ɾ e m o s
simplificares	s ĩ m p l i f i k a ɾ e s
simplificará	s ĩ m p l i f i k a ɾ a
simplificarás	s ĩ m p l i f i k a ɾ a s
simplificaríamos	s ĩ m p l i f i k a ɾ i a m o s
simplificas	s ĩ m p l i f i k a s
simplificaste	s ĩ m p l i f i k a s t̪ e
simplifico	s ĩ m p l i f i k o
simplificáramos	s ĩ m p l i f i k a ɾ a m o s
simplifique	s ĩ m p l i f i k e
simplifiquemos	s ĩ m p l i f i k e m o s
simplifiques	s ĩ m p l i f i k e s
simplismo	s ĩ m p l i z m o
simplista	s ĩ m p l i s t̪ a
simplísima	s ĩ m p l i s i m a
simplísimas	s ĩ m p l i s i m a s
simplísimo	s ĩ m p l i s i m o
simplísimos	s ĩ m p l i s i m o s
simplón	s ĩ m p l õ n
simpodial	s ĩ m p o ð̞ j a l
simposio	s ĩ m p o s j o
simpáticamente	s ĩ m p a t̪ i k a m ẽ n̪ t̪ e
simpático	s ĩ m p a t̪ i k o
simulación	s i m u l a θ j õ n
simulacro	s i m u l a k ɾ o
simulada	s i m u l a ð̞ a
simuladas	s i m u l a ð̞ a s
simulado	s i m u l a ð̞ o
simulados	s i m u l a ð̞ o s
simular	s i m u l a ɾ
simultanea	s i m u l̪ t̪ a n e a
simultaneada	s i m u l̪ t̪ a n e a ð̞ a
simultaneadas	s i m u l̪ t̪ a n e a ð̞ a s
simultaneado	s i m u l̪ t̪ a n e a ð̞ o
simultaneados	s i m u l̪ t̪ a n e a ð̞ o s
simultanear	s i m u l̪ t̪ a n e a ɾ
simultanee	s i m u l̪ t̪ a n e e
simultánea	s i m u l̪ t̪ a n e a
simultáneas	s i m u l̪ t̪ a n e a s
simultáneo	s i m u l̪ t̪ a n e o
simultáneos	s i m u l̪ t̪ a n e o s
simvastatina	s ĩ m b a s t̪ a t̪ i n a
simás	s i m a s
simétrico	s i m e t̪ ɾ i k o
simún	s i m ũ n
sin	s ĩ n
sinagoga	s i n a ɣ̞ o ɣ̞ a
sinagogal	s i n a ɣ̞ o ɣ̞ a l
sinaloense	s i n a l o e̯ n s e
sinaloense	s i n a l o ẽ n s e
sinapismo	s i n a p i z m o
sinapsis	s i n a β̞ s i s
sinaptobrevina	s i n a β̞ t̪ o β̞ ɾ e β̞ i n a
sinaptofisina	s i n a β̞ t̪ o f i s i n a
sinarquismo	s i n a ɾ k i z m o
sinarquista	s i n a ɾ k i s t̪ a
sincera	s ĩ n̟ θ e ɾ a
sincerada	s ĩ n̟ θ e ɾ a ð̞ a
sinceradas	s ĩ n̟ θ e ɾ a ð̞ a s
sincerado	s ĩ n̟ θ e ɾ a ð̞ o
sincerados	s ĩ n̟ θ e ɾ a ð̞ o s
sinceramente	s ĩ n̟ θ e ɾ a m ẽ n̪ t̪ e
sinceramiento	s ĩ n̟ θ e ɾ a m j ẽ n̪ t̪ o
sincerar	s ĩ n̟ θ e ɾ a ɾ
sinceridad	s ĩ n̟ θ e ɾ i ð̞ a ð̞
sinceridades	s ĩ n̟ θ e ɾ i ð̞ a ð̞ e s
sincero	s ĩ n̟ θ e ɾ o
sincerísimo	s ĩ n̟ θ e ɾ i s i m o
sincitial	s ĩ n̟ θ i t̪ j a l
sincitiotrofoblasto	s ĩ n̟ θ i t̪ j o t̪ ɾ o f o β̞ l a s t̪ o
sincopa	s ĩ ŋ k o p a
sincopada	s ĩ ŋ k o p a ð̞ a
sincopadas	s ĩ ŋ k o p a ð̞ a s
sincopado	s ĩ ŋ k o p a ð̞ o
sincopados	s ĩ ŋ k o p a ð̞ o s
sincopamos	s ĩ ŋ k o p a m o s
sincopando	s ĩ ŋ k o p ã n̪ d̪ o
sincopar	s ĩ ŋ k o p a ɾ
sincopara	s ĩ ŋ k o p a ɾ a
sincoparas	s ĩ ŋ k o p a ɾ a s
sincopareis	s ĩ ŋ k o p a ɾ e i̯ s
sincoparemos	s ĩ ŋ k o p a ɾ e m o s
sincopares	s ĩ ŋ k o p a ɾ e s
sincopará	s ĩ ŋ k o p a ɾ a
sincoparás	s ĩ ŋ k o p a ɾ a s
sincoparíamos	s ĩ ŋ k o p a ɾ i a m o s
sincopas	s ĩ ŋ k o p a s
sincopaste	s ĩ ŋ k o p a s t̪ e
sincope	s ĩ ŋ k o p e
sincopemos	s ĩ ŋ k o p e m o s
sincopes	s ĩ ŋ k o p e s
sincopo	s ĩ ŋ k o p o
sincopáramos	s ĩ ŋ k o p a ɾ a m o s
sincretismo	s ĩ ŋ k ɾ e t̪ i z m o
sincretizada	s ĩ ŋ k ɾ e t̪ i θ a ð̞ a
sincretizadas	s ĩ ŋ k ɾ e t̪ i θ a ð̞ a s
sincretizado	s ĩ ŋ k ɾ e t̪ i θ a ð̞ o
sincretizados	s ĩ ŋ k ɾ e t̪ i θ a ð̞ o s
sincretizar	s ĩ ŋ k ɾ e t̪ i θ a ɾ
sincronicidad	s ĩ ŋ k ɾ o n i θ i ð̞ a ð̞
sincronismo	s ĩ ŋ k ɾ o n i z m o
sincronización	s ĩ ŋ k ɾ o n i θ a θ j õ n
sincronizada	s ĩ ŋ k ɾ o n i θ a ð̞ a
sincronizadas	s ĩ ŋ k ɾ o n i θ a ð̞ a s
sincronizado	s ĩ ŋ k ɾ o n i θ a ð̞ o
sincronizador	s ĩ ŋ k ɾ o n i θ a ð̞ o ɾ
sincronizados	s ĩ ŋ k ɾ o n i θ a ð̞ o s
sincronizar	s ĩ ŋ k ɾ o n i θ a ɾ
sincárpico	s ĩ ŋ k a ɾ p i k o
sindarin	s ĩ n̪ d̪ a ɾ ĩ n
sindesmofito	s ĩ n̪ d̪ e z m o f i t̪ o
sindicada	s ĩ n̪ d̪ i k a ð̞ a
sindicadas	s ĩ n̪ d̪ i k a ð̞ a s
sindicado	s ĩ n̪ d̪ i k a ð̞ o
sindicados	s ĩ n̪ d̪ i k a ð̞ o s
sindical	s ĩ n̪ d̪ i k a l
sindicalero	s ĩ n̪ d̪ i k a l e ɾ o
sindicalista	s ĩ n̪ d̪ i k a l i s t̪ a
sindicalización	s ĩ n̪ d̪ i k a l i θ a θ j õ n
sindicalizada	s ĩ n̪ d̪ i k a l i θ a ð̞ a
sindicalizadas	s ĩ n̪ d̪ i k a l i θ a ð̞ a s
sindicalizado	s ĩ n̪ d̪ i k a l i θ a ð̞ o
sindicalizados	s ĩ n̪ d̪ i k a l i θ a ð̞ o s
sindicalizar	s ĩ n̪ d̪ i k a l i θ a ɾ
sindicar	s ĩ n̪ d̪ i k a ɾ
sindicato	s ĩ n̪ d̪ i k a t̪ o
sindonología	s ĩ n̪ d̪ o n o l o x i a
sindrómico	s ĩ n̪ d̪ ɾ o m i k o
sindéresis	s ĩ n̪ d̪ e ɾ e s i s
sinecismo	s i n e θ i z m o
sinedrión	s i n e ð̞ ɾ j õ n
sinergético	s i n e ɾ x e t̪ i k o
sinestesia	s i n e s t̪ e s j a
sinestética	s i n e s t̪ e t̪ i k a
sinfonía	s ĩ ɱ f o n i a
sinfín	s ĩ ɱ f ĩ n
sinfónica	s ĩ ɱ f o n i k a
sinfónicas	s ĩ ɱ f o n i k a s
sinfónico	s ĩ ɱ f o n i k o
sinfónicos	s ĩ ɱ f o n i k o s
singapurenses	s ĩ ŋ ɡ a p u ɾ ẽ n s e s
singar	s ĩ ŋ ɡ a ɾ
singladura	s ĩ ŋ ɡ l a ð̞ u ɾ a
single	s ĩ ŋ ɡ l e
singlés	s ĩ ŋ ɡ l e s
singonio	s ĩ ŋ ɡ o n j o
singular	s ĩ ŋ ɡ u l a ɾ
singulares	s ĩ ŋ ɡ u l a ɾ e s
singularidad	s ĩ ŋ ɡ u l a ɾ i ð̞ a ð̞
singularización	s ĩ ŋ ɡ u l a ɾ i θ a θ j õ n
singularizada	s ĩ ŋ ɡ u l a ɾ i θ a ð̞ a
singularizadas	s ĩ ŋ ɡ u l a ɾ i θ a ð̞ a s
singularizado	s ĩ ŋ ɡ u l a ɾ i θ a ð̞ o
singularizados	s ĩ ŋ ɡ u l a ɾ i θ a ð̞ o s
singularizar	s ĩ ŋ ɡ u l a ɾ i θ a ɾ
singularmente	s ĩ ŋ ɡ u l a ɾ m ẽ n̪ t̪ e
singulto	s ĩ ŋ ɡ u l̪ t̪ o
sinhogarismo	s i n o ɣ̞ a ɾ i z m o
siniestra	s i n j e s t̪ ɾ a
siniestralidad	s i n j e s t̪ ɾ a l i ð̞ a ð̞
siniestro	s i n j e s t̪ ɾ o
sinistrorso	s i n i s t̪ ɾ o ɾ s o
sinnúmero	s ĩ n n u m e ɾ o
sino	s i n o
sinocoreana	s i n o k o ɾ e a n a
sinocoreanas	s i n o k o ɾ e a n a s
sinocoreano	s i n o k o ɾ e a n o
sinocoreanos	s i n o k o ɾ e a n o s
sinoestadounidense	s i n o e s t̪ a ð̞ o u̯ n i ð̞ ẽ n s e
sinoestadounidenses	s i n o e s t̪ a ð̞ o u̯ n i ð̞ ẽ n s e s
sinología	s i n o l o x i a
sinonimia	s i n o n i m j a
sinonimizada	s i n o n i m i θ a ð̞ a
sinonimizadas	s i n o n i m i θ a ð̞ a s
sinonimizado	s i n o n i m i θ a ð̞ o
sinonimizados	s i n o n i m i θ a ð̞ o s
sinonimizar	s i n o n i m i θ a ɾ
sinople	s i n o p l e
sinopsis	s i n o β̞ s i s
sinos	s i n o s
sinostosis	s i n o s t̪ o s i s
sinovitis	s i n o β̞ i t̪ i s
sinpa	s ĩ m p a
sinsabor	s ĩ n s a β̞ o ɾ
sinsentido	s ĩ n s ẽ n̪ t̪ i ð̞ o
sinsonte	s ĩ n s õ n̪ t̪ e
sintagmática	s ĩ n̪ t̪ a ɣ̞ m a t̪ i k a
sintagmáticas	s ĩ n̪ t̪ a ɣ̞ m a t̪ i k a s
sintagmático	s ĩ n̪ t̪ a ɣ̞ m a t̪ i k o
sintagmáticos	s ĩ n̪ t̪ a ɣ̞ m a t̪ i k o s
sintasa	s ĩ n̪ t̪ a s a
sintaxis	s ĩ n̪ t̪ a ɣ̞ s i s
sinte	s ĩ n̪ t̪ e
sinterización	s ĩ n̪ t̪ e ɾ i θ a θ j õ n
sinterizada	s ĩ n̪ t̪ e ɾ i θ a ð̞ a
sinterizadas	s ĩ n̪ t̪ e ɾ i θ a ð̞ a s
sinterizado	s ĩ n̪ t̪ e ɾ i θ a ð̞ o
sinterizados	s ĩ n̪ t̪ e ɾ i θ a ð̞ o s
sinterizar	s ĩ n̪ t̪ e ɾ i θ a ɾ
sintetizada	s ĩ n̪ t̪ e t̪ i θ a ð̞ a
sintetizadas	s ĩ n̪ t̪ e t̪ i θ a ð̞ a s
sintetizado	s ĩ n̪ t̪ e t̪ i θ a ð̞ o
sintetizador	s ĩ n̪ t̪ e t̪ i θ a ð̞ o ɾ
sintetizados	s ĩ n̪ t̪ e t̪ i θ a ð̞ o s
sintetizar	s ĩ n̪ t̪ e t̪ i θ a ɾ
sintiencia	s ĩ n̪ t̪ j ẽ n̟ θ j a
sintió	s ĩ n̪ t̪ j o
sintomática	s ĩ n̪ t̪ o m a t̪ i k a
sintomáticas	s ĩ n̪ t̪ o m a t̪ i k a s
sintomático	s ĩ n̪ t̪ o m a t̪ i k o
sintomáticos	s ĩ n̪ t̪ o m a t̪ i k o s
sintoniza	s ĩ n̪ t̪ o n i θ a
sintonizada	s ĩ n̪ t̪ o n i θ a ð̞ a
sintonizadas	s ĩ n̪ t̪ o n i θ a ð̞ a s
sintonizado	s ĩ n̪ t̪ o n i θ a ð̞ o
sintonizador	s ĩ n̪ t̪ o n i θ a ð̞ o ɾ
sintonizados	s ĩ n̪ t̪ o n i θ a ð̞ o s
sintonizamos	s ĩ n̪ t̪ o n i θ a m o s
sintonizando	s ĩ n̪ t̪ o n i θ ã n̪ d̪ o
sintonizar	s ĩ n̪ t̪ o n i θ a ɾ
sintonizara	s ĩ n̪ t̪ o n i θ a ɾ a
sintonizaras	s ĩ n̪ t̪ o n i θ a ɾ a s
sintonizareis	s ĩ n̪ t̪ o n i θ a ɾ e i̯ s
sintonizaremos	s ĩ n̪ t̪ o n i θ a ɾ e m o s
sintonizares	s ĩ n̪ t̪ o n i θ a ɾ e s
sintonizará	s ĩ n̪ t̪ o n i θ a ɾ a
sintonizaríamos	s ĩ n̪ t̪ o n i θ a ɾ i a m o s
sintonizas	s ĩ n̪ t̪ o n i θ a s
sintonizo	s ĩ n̪ t̪ o n i θ o
sintonizáramos	s ĩ n̪ t̪ o n i θ a ɾ a m o s
sintonía	s ĩ n̪ t̪ o n i a
sintoísmo	s ĩ n̪ t̪ o i z m o
sintáctico	s ĩ n̪ t̪ a ɣ̞ t̪ i k o
sintético	s ĩ n̪ t̪ e t̪ i k o
sintónico	s ĩ n̪ t̪ o n i k o
sinuado	s i n w a ð̞ o
sinusal	s i n u s a l
sinusitis	s i n u s i t̪ i s
sinvergonzonería	s ĩ m b e ɾ ɣ̞ õ n̟ θ o n e ɾ i a
sinvergonzones	s ĩ m b e ɾ ɣ̞ õ n̟ θ o n e s
sinvergonzón	s ĩ m b e ɾ ɣ̞ õ n̟ θ õ n
sinvergüencería	s ĩ m b e ɾ ɣ̞ w ẽ n̟ θ e ɾ i a
sinvergüenza	s ĩ m b e ɾ ɣ̞ w ẽ n̟ θ a
sinvergüenzura	s ĩ m b e ɾ ɣ̞ w ẽ n̟ θ u ɾ a
sinvivir	s ĩ m b i β̞ i ɾ
sináptico	s i n a β̞ t̪ i k o
sinécdoque	s i n e ɣ̞ ð̞ o k e
sinéresis	s i n e ɾ e s i s
sinófilo	s i n o f i l o
sinóloga	s i n o l o ɣ̞ a
sinólogas	s i n o l o ɣ̞ a s
sinólogo	s i n o l o ɣ̞ o
sinólogos	s i n o l o ɣ̞ o s
sinónima	s i n o n i m a
sinónimas	s i n o n i m a s
sinónimo	s i n o n i m o
sinónimos	s i n o n i m o s
sionismo	s j o n i z m o
sioux	s j u ɣ̞ s
sip	s i p
sipapú	s i p a p u
sipi	s i p i
siquiera	s i k j e ɾ a
siracusana	s i ɾ a k u s a n a
sirena	s i ɾ e n a
sirenio	s i ɾ e n j o
sirenita	s i ɾ e n i t̪ a
sirga	s i ɾ ɣ̞ a
sirgada	s i ɾ ɣ̞ a ð̞ a
sirgadas	s i ɾ ɣ̞ a ð̞ a s
sirgado	s i ɾ ɣ̞ a ð̞ o
sirgados	s i ɾ ɣ̞ a ð̞ o s
sirgar	s i ɾ ɣ̞ a ɾ
siria	s i ɾ j a
sirias	s i ɾ j a s
sirimiri	s i ɾ i m i ɾ i
sirimiris	s i ɾ i m i ɾ i s
sirindanga	s i ɾ ĩ n̪ d̪ ã ŋ ɡ a
siringe	s i ɾ ĩ ŋ x e
siringuero	s i ɾ ĩ ŋ ɡ e ɾ o
sirio	s i ɾ j o
sirios	s i ɾ j o s
sirope	s i ɾ o p e
sirte	s i ɾ t̪ e
sirvienta	s i ɾ β̞ j ẽ n̪ t̪ a
sirviente	s i ɾ β̞ j ẽ n̪ t̪ e
siríaco	s i ɾ i a k o
sisa	s i s a
sisada	s i s a ð̞ a
sisadas	s i s a ð̞ a s
sisado	s i s a ð̞ o
sisados	s i s a ð̞ o s
sisallo	s i s a ʝ o
sisas	s i s a s
siseada	s i s e a ð̞ a
siseadas	s i s e a ð̞ a s
siseado	s i s e a ð̞ o
siseados	s i s e a ð̞ o s
sisear	s i s e a ɾ
siseo	s i s e o
sismicidad	s i z m i θ i ð̞ a ð̞
sismo	s i z m o
sismograma	s i z m o ɣ̞ ɾ a m a
sismológa	s i z m o l o ɣ̞ a
sismológica	s i z m o l o x i k a
sismológicas	s i z m o l o x i k a s
sismológico	s i z m o l o x i k o
sismológicos	s i z m o l o x i k o s
sismológo	s i z m o l o ɣ̞ o
sismógrafo	s i z m o ɣ̞ ɾ a f o
sismóloga	s i z m o l o ɣ̞ a
sismólogo	s i z m o l o ɣ̞ o
sismómetro	s i z m o m e t̪ ɾ o
sismómetros	s i z m o m e t̪ ɾ o s
sistema	s i s t̪ e m a
sistemas	s i s t̪ e m a s
sistematicidad	s i s t̪ e m a t̪ i θ i ð̞ a ð̞
sistematización	s i s t̪ e m a t̪ i θ a θ j õ n
sistematizada	s i s t̪ e m a t̪ i θ a ð̞ a
sistematizadas	s i s t̪ e m a t̪ i θ a ð̞ a s
sistematizado	s i s t̪ e m a t̪ i θ a ð̞ o
sistematizador	s i s t̪ e m a t̪ i θ a ð̞ o ɾ
sistematizados	s i s t̪ e m a t̪ i θ a ð̞ o s
sistematizar	s i s t̪ e m a t̪ i θ a ɾ
sistemática	s i s t̪ e m a t̪ i k a
sistemáticamente	s i s t̪ e m a t̪ i k a m ẽ n̪ t̪ e
sistemáticas	s i s t̪ e m a t̪ i k a s
sistemático	s i s t̪ e m a t̪ i k o
sistemáticos	s i s t̪ e m a t̪ i k o s
sistémica	s i s t̪ e m i k a
sistémicamente	s i s t̪ e m i k a m ẽ n̪ t̪ e
sistémicas	s i s t̪ e m i k a s
sistémico	s i s t̪ e m i k o
sistémicos	s i s t̪ e m i k o s
sisé	s i s e
sita	s i t̪ a
sitcom	s i ð̞ k õ m
sitiada	s i t̪ j a ð̞ a
sitiadas	s i t̪ j a ð̞ a s
sitiado	s i t̪ j a ð̞ o
sitiador	s i t̪ j a ð̞ o ɾ
sitiados	s i t̪ j a ð̞ o s
sitiar	s i t̪ j a ɾ
sitio	s i t̪ j o
sito	s i t̪ o
situacional	s i t̪ w a θ j o n a l
situación	s i t̪ w a θ j õ n
situada	s i t̪ w a ð̞ a
situadas	s i t̪ w a ð̞ a s
situado	s i t̪ w a ð̞ o
situados	s i t̪ w a ð̞ o s
situamos	s i t̪ w a m o s
situando	s i t̪ w ã n̪ d̪ o
situar	s i t̪ w a ɾ
situara	s i t̪ w a ɾ a
situaras	s i t̪ w a ɾ a s
situareis	s i t̪ w a ɾ e i̯ s
situaremos	s i t̪ w a ɾ e m o s
situares	s i t̪ w a ɾ e s
situará	s i t̪ w a ɾ a
situarás	s i t̪ w a ɾ a s
situaríamos	s i t̪ w a ɾ i a m o s
situaste	s i t̪ w a s t̪ e
situemos	s i t̪ w e m o s
situáramos	s i t̪ w a ɾ a m o s
sitúo	s i t̪ u o
sixtoclementino	s i ɣ̞ s t̪ o k l e m ẽ n̪ t̪ i n o
siéndola	s j ẽ n̪ d̪ o l a
siéndolas	s j ẽ n̪ d̪ o l a s
siéndole	s j ẽ n̪ d̪ o l e
siéndoles	s j ẽ n̪ d̪ o l e s
siéndolo	s j ẽ n̪ d̪ o l o
siéndolos	s j ẽ n̪ d̪ o l o s
siéndome	s j ẽ n̪ d̪ o m e
siéndonos	s j ẽ n̪ d̪ o n o s
siéndoos	s j ẽ n̪ d̪ o o s
siéndose	s j ẽ n̪ d̪ o s e
siéndote	s j ẽ n̪ d̪ o t̪ e
siévert	s j e β̞ e ɾ t̪
siéverts	s j e β̞ e ɾ t̪ s
siútico	s j u t̪ i k o
ska	e s k a
ska	s k a
skate	e s k e i̯ t̪
sketch	e s k e t͡ʃ
sketch	s k e t͡ʃ
skincare	s k ĩ ŋ k e ɾ
skinhead	e s k i n e ð̞
skopiote	e s k o p j o t̪ e
skyline	e s k a i̯ l ã ĩ n
skúa	e s k u a
slap	e s l a p
slash	e s l a ʃ
slasher	e s l a ʃ e ɾ
slider	e s l a i̯ ð̞ e ɾ
slip	e s l i p
slugger	e s l a ɣ̞ e ɾ
slugging	e s l a ɣ̞ ĩ n
smartphone	e z m a ɾ ð̞ f õ n
smartphone	z m a ɾ ð̞ f õ n
smog	e z m o ɣ̞
smog	z m o ɣ̞
smoking	e z m o k ĩ n
snack	e z n a k
snack	z n a k
snackbar	e z n a ɣ̞ β̞ a ɾ
snackbar	z n a ɣ̞ β̞ a ɾ
sneaker	e z n i k e ɾ
snobismo	e z n o β̞ i z m o
snorkel	e z n o ɾ k e l
snow	e z n o
snow	e z n o u̯
snowboard	e z n o β̞ o ɾ
snowcross	e z n o k ɾ o s
snuff	e z n a f
so	s o
sobaco	s o β̞ a k o
sobada	s o β̞ a ð̞ a
sobadas	s o β̞ a ð̞ a s
sobado	s o β̞ a ð̞ o
sobador	s o β̞ a ð̞ o ɾ
sobados	s o β̞ a ð̞ o s
sobajada	s o β̞ a x a ð̞ a
sobajadas	s o β̞ a x a ð̞ a s
sobajado	s o β̞ a x a ð̞ o
sobajados	s o β̞ a x a ð̞ o s
sobajar	s o β̞ a x a ɾ
sobaquina	s o β̞ a k i n a
sobar	s o β̞ a ɾ
sobejo	s o β̞ e x o
soberana	s o β̞ e ɾ a n a
soberanamente	s o β̞ e ɾ a n a m ẽ n̪ t̪ e
soberanas	s o β̞ e ɾ a n a s
soberanismo	s o β̞ e ɾ a n i z m o
soberanista	s o β̞ e ɾ a n i s t̪ a
soberano	s o β̞ e ɾ a n o
soberanos	s o β̞ e ɾ a n o s
soberanía	s o β̞ e ɾ a n i a
soberbia	s o β̞ e ɾ β̞ j a
soberbio	s o β̞ e ɾ β̞ j o
soberbioso	s o β̞ e ɾ β̞ j o s o
sobermejo	s o β̞ e ɾ m e x o
sobeteo	s o β̞ e t̪ e o
sobornada	s o β̞ o ɾ n a ð̞ a
sobornadas	s o β̞ o ɾ n a ð̞ a s
sobornado	s o β̞ o ɾ n a ð̞ o
sobornados	s o β̞ o ɾ n a ð̞ o s
sobornar	s o β̞ o ɾ n a ɾ
soborno	s o β̞ o ɾ n o
sobra	s o β̞ ɾ a
sobrada	s o β̞ ɾ a ð̞ a
sobradas	s o β̞ ɾ a ð̞ a s
sobrado	s o β̞ ɾ a ð̞ o
sobrados	s o β̞ ɾ a ð̞ o s
sobramos	s o β̞ ɾ a m o s
sobrando	s o β̞ ɾ ã n̪ d̪ o
sobrar	s o β̞ ɾ a ɾ
sobrara	s o β̞ ɾ a ɾ a
