Ա	ɑ
պիտույք	p i t u j kʰ
պիցցա	p i t͡sʰː ɑ
պլան	p ə l ɑ n
պլանտացիա	p l ɑ n t ɑ t͡sʰ i j ɑ
պլասկագուբցի	p l ɑ s k ɑ ɡ u pʰ t͡sʰ i
պլաստիկ	p l ɑ s t i k
պլատին	p l ɑ t i n
պլատին	p l ɑ t s i n
պլյաժ	p l j ɑ ʒ
պլյաժ	p ə l j ɑ ʒ
պլուզ	p ə l u z
պղինձ	p ə ʁ i n d͡z
պղնձաձույլ	p ə ʁ ə n d͡z ɑ d͡z u j l
պղնձարջասպ	p ə ʁ ə n d͡z ɑ ɾ d͡ʒ ɑ s p
պղպջակ	p ə χ p ə d͡ʒ ɑ k
պնակ	p ə n ɑ k
պնդակազմ	p ə n d ɑ k ɑ z m
պնդուկ	p ə n d u k
պնչատ	p ə n t͡ʃʰ ɑ t
պուլպուլակ	p u l p u l ɑ k
պուլսար	p u l s ɑ ɾ
պուլտ	p u l t
պուճախ	p u t͡ʃ ɑ χ
պուճուր	p u t͡ʃ u ɾ
պուճուրիկ	p u t͡ʃ u ɾ i k
պույտ	p u j t
պուպուլ	p u p u l
պուպուլիկ	p u p u l i k
պուտինիզմ	p u t i n i z m
պուտուկ	p u t u k
պուրակ	p u ɾ ɑ k
պուրի	p u ɾ i
պուց	p u t͡sʰ
պչրուհի	p ə t͡ʃʰ ɾ u h i
պռաշիվկա	p r ɑ ʃ i f k ɑ
պսակ	p ə s ɑ k
պստիկ	p ə s t i k
պտկաքար	p ə t k ɑ kʰ ɑ ɾ
պտկունք	p ə t k u ŋ kʰ
պտղատու	p ə t ʁ ɑ t u
պտուկ	p ə t u k
պտուղ	p ə t u ʁ
պտույտ	p ə t u j t
պտուտակ	p ə t u t ɑ k
պտուտակահան	p ə t u t ɑ k ɑ h ɑ n
պրակ	p ə ɾ ɑ k
պրակ	p ɾ ɑ k
պրակտիկ	p ɾ ɑ k t i k
պրակրիտ	p ɾ ɑ k ɾ i t
պրաս	p ə ɾ ɑ s
պրիզմա	p ɾ i z m ɑ
պրիմիտիվ	p ɾ i m i t i v
պրիյատնի	p ɾ i j ɑ t n i
պրինց	p ə ɾ i n t͡sʰ
պրտու	p ə ɾ t u
ջ	d͡ʒ ə
ջազ	d͡ʒ ɑ z
ջազվա	d͡ʒ ɑ z v ɑ
ջահ	d͡ʒ ɑ h
ջահիլ	d͡ʒ ɑ h i l
ջահուկցի	d͡ʒ ɑ h u k t͡sʰ i
ջաղաց	d͡ʒ ɑ ʁ ɑ t͡sʰ
ջաղացպան	d͡ʒ ɑ ʁ ɑ t͡sʰ p ɑ n
ջաղացք	d͡ʒ ɑ ʁ ɑ t͡sʰ kʰ
ջայլամ	d͡ʒ ɑ j l ɑ m
ջայնիզմ	d͡ʒ ɑ j n i z m
ջայվ	d͡ʒ ɑ j v
ջան	d͡ʒ ɑ n
ջանալ	d͡ʒ ɑ n ɑ l
ջանասիրաբար	d͡ʒ ɑ n ɑ s i ɾ ɑ b ɑ ɾ
ջանասիրություն	d͡ʒ ɑ n ɑ s i ɾ u t͡sʰ j u n
ջանավար	d͡ʒ ɑ n ɑ v ɑ ɾ
ջանդամ	d͡ʒ ɑ n d ɑ m
ջանք	d͡ʒ ɑ ŋ kʰ
ջառջառ	d͡ʒ ɑ r d͡ʒ ɑ r
ջարդ	d͡ʒ ɑ ɾ tʰ
ջիգար	d͡ʒ i ɡ ɑ ɾ
ջիգիթ	d͡ʒ i ɡ i tʰ
ջիգյար	d͡ʒ i ɡ j ɑ ɾ
ջիլ	d͡ʒ i l
ջիհադ	d͡ʒ i h ɑ d
ջիղ	d͡ʒ i ʁ
ջիմ	d͡ʒ i m
ջին	d͡ʒ i n
ջինջ	d͡ʒ i n d͡ʒ
ջինջիլ	d͡ʒ i n d͡ʒ i l
ջինս	d͡ʒ i n s
ջիպ	d͡ʒ i p
ջհուդ	d͡ʒ ə h u d
ջղային	d͡ʒ ə ʁ ɑ j i n
ջղայն	d͡ʒ ə ʁ ɑ j n
ջղայնանալ	d͡ʒ ə ʁ ɑ j n ɑ n ɑ l
ջնար	d͡ʒ ə n ɑ ɾ
ջնարակ	d͡ʒ ə n ɑ ɾ ɑ k
ջնջիլ	d͡ʒ ə n d͡ʒ i l
ջութ	d͡ʒ u tʰ
ջութակ	d͡ʒ u tʰ ɑ k
ջութակահար	d͡ʒ u tʰ ɑ k ɑ h ɑ ɾ
ջուլհակ	d͡ʒ u l h ɑ k
ջուղաբ	d͡ʒ u ʁ ɑ b
ջունգլի	d͡ʒ u ŋ ɡ l i
ջուր	d͡ʒ u ɾ
ջուրը	d͡ʒ u ɾ ə
ջվալ	d͡ʒ ə v ɑ l
ջրածին	d͡ʒ ə ɾ ɑ t͡s i n
ջրածնային	d͡ʒ ə ɾ ɑ t͡s n ɑ j i n
ջրահարս	d͡ʒ ə ɾ ɑ h ɑ ɾ s
ջրաղաց	d͡ʒ ə ɾ ɑ ʁ ɑ t͡sʰ
ջրաղացաքար	d͡ʒ ə ɾ ɑ ʁ ɑ t͡sʰ ɑ kʰ ɑ ɾ
ջրաղացպան	d͡ʒ ə ɾ ɑ ʁ ɑ t͡sʰ p ɑ n
ջրամբար	d͡ʒ ə ɾ ɑ m b ɑ ɾ
ջրային	d͡ʒ ə ɾ ɑ j i n
ջրանկար	d͡ʒ ə ɾ ɑ n ə k ɑ ɾ
ջրանուն	d͡ʒ ə ɾ ɑ n u n
ջրանցք	d͡ʒ ə ɾ ɑ n t͡sʰ kʰ
ջրասամույր	d͡ʒ ə ɾ ɑ s ɑ m u j ɾ
ջրասուզակ	d͡ʒ ə ɾ ɑ s u z ɑ k
ջրատար	d͡ʒ ə ɾ ɑ t ɑ ɾ
ջրարջ	d͡ʒ ə ɾ ɑ ɾ t͡ʃʰ
ջրաքիս	d͡ʒ ə ɾ ɑ kʰ i s
ջրի	d͡ʒ ə ɾ i
ջրիմուռ	d͡ʒ ə ɾ i m u r
ջրծաղիկ	d͡ʒ ə ɾ t͡s ɑ ʁ i k
ջրշուն	d͡ʒ ə ɾ ʃ u n
ջրպան	d͡ʒ ə ɾ p ɑ n
ջրցան	d͡ʒ ə ɾ t͡sʰ ɑ n
ռ	r ə
ռա	r ɑ
ռաբիզ	r ɑ b i z
ռաբիս	r ɑ b i s
ռագատկա	r ɑ ɡ ɑ t k ɑ
ռադ	r ɑ d
ռադիում	r ɑ d j u m
ռադիում	r ɑ d z i u m
ռազիան	r ɑ z i j ɑ n
ռազմ	r ɑ z m
ռազմադաշտ	r ɑ z m ɑ d ɑ ʃ t
ռազմակայան	r ɑ z m ɑ k ɑ j ɑ n
ռազմական	r ɑ z m ɑ k ɑ n
ռազմաճակատ	r ɑ z m ɑ t͡ʃ ɑ k ɑ t
ռազմանավ	r ɑ z m ɑ n ɑ v
ռազմավարական	r ɑ z m ɑ v ɑ ɾ ɑ k ɑ n
ռազմավարություն	r ɑ z m ɑ v ɑ ɾ u t͡sʰ j u n
ռազմիկ	r ɑ z m i k
ռակ	r ɑ k
ռահ	r ɑ h
ռահվիրա	r ɑ h v i ɾ ɑ
ռաղամ	r ɑ ʁ ɑ m
ռամ	r ɑ m
ռամիկ	r ɑ m i k
ռամկավար	r ɑ m k ɑ v ɑ ɾ
ռամկավարական	r ɑ m k ɑ v ɑ ɾ ɑ k ɑ n
ռամկավարություն	r ɑ m k ɑ v ɑ ɾ u t͡sʰ j u n
ռայա	r ɑ j ɑ
ռանգ	r ɑ ŋ ɡ
ռանդա	r ɑ n d ɑ
ռաջաստանի	r ɑ d͡ʒ ɑ s t ɑ n i
ռասա	r ɑ s ɑ
ռասիզմ	r ɑ s i z m
ռասիստ	r ɑ s i s t
ռենիում	r ɛ n j u m
ռիթմ	r i tʰ ə m
ռինգ	r i ŋ ɡ
ռիսկ	r i s k
ռմբապաստարան	r ə m b ɑ p ɑ s t ɑ ɾ ɑ n
ռնգական	r ə ŋ ɡ ɑ k ɑ n
ռուբ	r u b
ռուբիդիում	r u b i d i j u m
ռուբլի	r u b l i
ռումբ	r u m b
ռումբա	r u m b ɑ
ռումինական	r u m i n ɑ k ɑ n
ռումինացի	r u m i n ɑ t͡sʰ i
ռունգ	r u ŋ ɡ
ռուչկա	r u t͡ʃʰ k ɑ
ռուս	r u s
ռուսական	r u s ɑ k ɑ n
ռուսաստանցի	r u s ɑ s t ɑ n t͡sʰ i
ռուսուլման	r u s u l m ɑ n
ռուսուհի	r u s u h i
ս	s ə
սա	s ɑ
սագ	s ɑ ɡ
սադափ	s ɑ d ɑ pʰ
սադրանք	s ɑ d ɾ ɑ ŋ kʰ
սադրիչ	s ɑ d ɾ i t͡ʃʰ
սազ	s ɑ z
սազալ	s ɑ z ɑ l
սաթ	s ɑ tʰ
սալ	s ɑ l
սալաթ	s ɑ l ɑ tʰ
սալամանդր	s ɑ l ɑ m ɑ n d ə ɾ
սալաքար	s ɑ l ɑ kʰ ɑ ɾ
սալիկ	s ɑ l i k
սալյամի	s ɑ l j ɑ m i
սախատ	s ɑ χ ɑ t
սակայն	s ɑ k ɑ j n
սակավ	s ɑ k ɑ v
սակավաթիվ	s ɑ k ɑ v ɑ tʰ i v
սակարկություն	s ɑ k ɑ ɾ k u t͡sʰ j u n
սակարկում	s ɑ k ɑ ɾ k u m
սահաթ	s ɑ h ɑ tʰ
սահաթչի	s ɑ h ɑ tʰ t͡ʃʰ i
սահման	s ɑ h m ɑ n
սահմանագծում	s ɑ h m ɑ n ɑ ɡ ə t͡s u m
սահմանադրական	s ɑ h m ɑ n ɑ d ə ɾ ɑ k ɑ n
սահմանադրություն	s ɑ h m ɑ n ɑ d ə ɾ u t͡sʰ j u n
սահմանազատում	s ɑ h m ɑ n ɑ z ɑ t u m
սահմանական	s ɑ h m ɑ n ɑ k ɑ n
սահմանապահ	s ɑ h m ɑ n ɑ p ɑ h
սահմանափակ	s ɑ h m ɑ n ɑ pʰ ɑ k
սահմանափակիչ	s ɑ h m ɑ n ɑ pʰ ɑ k i t͡ʃʰ
սահմանափակություն	s ɑ h m ɑ n ɑ pʰ ɑ k u t͡sʰ j u n
սահմանափակում	s ɑ h m ɑ n ɑ pʰ ɑ k u m
սահմանափակվածություն	s ɑ h m ɑ n ɑ pʰ ɑ k v ɑ t͡s u t͡sʰ j u n
սահմանում	s ɑ h m ɑ n u m
սահնակ	s ɑ h n ɑ k
սահուն	s ɑ h u n
սահք	s ɑ h kʰ
սաղ	s ɑ ʁ
սաղանալ	s ɑ ʁ ɑ n ɑ l
սաղավարտ	s ɑ ʁ ɑ v ɑ ɾ t
սաղարթ	s ɑ ʁ ɑ ɾ tʰ
սաղլամ	s ɑ ʁ l ɑ m
սաղմ	s ɑ ʁ m
սամարիում	s ɑ m ɑ ɾ i j u m
սամբա	s ɑ m b ɑ
սամիթ	s ɑ m i tʰ
սամույր	s ɑ m u j ɾ
սամուրայ	s ɑ m u ɾ ɑ j
սամսար	s ɑ m s ɑ ɾ
սայլ	s ɑ j l
սայլակ	s ɑ j l ɑ k
սան	s ɑ n
սանդ	s ɑ n d
սանդաթակ	s ɑ n d ɑ tʰ ɑ k
սանդղակ	s ɑ n d ʁ ɑ k
սանդուղք	s ɑ n d u χ kʰ
սանթուր	s ɑ n tʰ u ɾ
սանկա	s ɑ ŋ k ɑ
սանկցիա	s ɑ ŋ k t͡sʰ i j ɑ
սանձ	s ɑ n d͡z
սանձարձակ	s ɑ n d͡z ɑ ɾ t͡sʰ ɑ k
սանսկրիտ	s ɑ n s k ɾ i t
սանտիմ	s ɑ n t i m
սանր	s ɑ n ə ɾ
սանրվածք	s ɑ n ə ɾ v ɑ t͡s kʰ
սաշիմի	s ɑ ʃ i m i
սաունա	s ɑ u n ɑ
սառ	s ɑ r
սառը	s ɑ r ə
սառն	s ɑ r ə n
սառնամանիք	s ɑ r n ɑ m ɑ n i kʰ
սառնապուր	s ɑ r n ɑ p u ɾ
սառնավուն	s ɑ r n ɑ v u n
սառնարան	s ɑ r n ɑ ɾ ɑ n
սառույց	s ɑ r u j t͡sʰ
սառուց	s ɑ r u t͡sʰ
սառուցյալ	s ɑ r u t͡sʰ j ɑ l
սառցադաշտ	s ɑ r t͡sʰ ɑ d ɑ ʃ t
սառցահատ	s ɑ r t͡sʰ ɑ h ɑ t
սառցարան	s ɑ r t͡sʰ ɑ ɾ ɑ n
սասան	s ɑ s ɑ n
սասինկա	s ɑ s i ŋ k ɑ
սասիսկա	s ɑ s i s k ɑ
սասիսկի	s ɑ s i s k i
սասիստկա	s ɑ s i s t k ɑ
սաստ	s ɑ s t
սաստիկ	s ɑ s t i k
սավան	s ɑ v ɑ n
սավառնակ	s ɑ v ɑ r n ɑ k
սատանա	s ɑ t ɑ n ɑ
սար	s ɑ ɾ
սարայ	s ɑ ɾ ɑ j
սարավանդ	s ɑ ɾ ɑ v ɑ n d
սարավանդակ	s ɑ ɾ ɑ v ɑ n d ɑ k
սարդ	s ɑ ɾ d
սարդար	s ɑ ɾ d ɑ ɾ
սարդի	s ɑ ɾ d i
սարկազմ	s ɑ ɾ k ɑ z m
սարկավագ	s ɑ ɾ k ɑ v ɑ ɡ
սարյակ	s ɑ ɾ j ɑ k
սարսափ	s ɑ ɾ s ɑ pʰ
սարսափագին	s ɑ ɾ s ɑ pʰ ɑ ɡ i n
սարսափազդու	s ɑ ɾ s ɑ pʰ ɑ z d u
սարսափալից	s ɑ ɾ s ɑ pʰ ɑ l i t͡sʰ
սարսափախառն	s ɑ ɾ s ɑ pʰ ɑ χ ɑ r ə n
սարսափածին	s ɑ ɾ s ɑ pʰ ɑ t͡s i n
սարսափահար	s ɑ ɾ s ɑ pʰ ɑ h ɑ ɾ
սարսափահարություն	s ɑ ɾ s ɑ pʰ ɑ h ɑ ɾ u t͡sʰ j u n
սարսափանք	s ɑ ɾ s ɑ pʰ ɑ ŋ kʰ
սարսափում	s ɑ ɾ s ɑ pʰ u m
սարսափուն	s ɑ ɾ s ɑ pʰ u n
սարսուռ	s ɑ ɾ s u r
սարք	s ɑ ɾ kʰ
սացիվի	s ɑ t͡sʰ i v i
սափրիչ	s ɑ pʰ ɾ i t͡ʃʰ
սգալ	s ə kʰ ɑ l
սզնի	s ə z n i
սթափ	s tʰ ɑ pʰ
սիբիրախտ	s i b i ɾ ɑ χ t
սիգ	s i ɡ
սիգա	s i ɡ ɑ
սիգալ	s i ɡ ɑ l
սիգար	s i ɡ ɑ ɾ
սիդի	s i d i
սիլլա	s i lː ɑ
սիկղ	s i k ə ʁ
սիկտիր	s i k t i ɾ
սին	s i n
սինդհի	s i n d h i
սինձ	s i n d͡z
սիտուացիա	s i t u ɑ t͡sʰ i j ɑ
սիրալիր	s i ɾ ɑ l i ɾ
սիրած	s i ɾ ɑ t͡s
սիրահար	s i ɾ ɑ h ɑ ɾ
սիրամարգ	s i ɾ ɑ m ɑ ɾ ɡ
սիրուհի	s i ɾ u h i
սիրում	s i ɾ u m
սիրուն	s i ɾ u n
սիրված	s i ɾ v ɑ t͡s
սիրտ	s i ɾ t
սիրտն	s i ɾ t n
սիցիլիացի	s i t͡sʰ i l i j ɑ t͡sʰ i
սլայդ	s l ɑ j d
սլանալ	s ə l ɑ n ɑ l
սլավ	s ə l ɑ v
սլավական	s l ɑ v ɑ k ɑ n
սլաք	s ə l ɑ kʰ
սխալ	s ə χ ɑ l
սխրանք	s ə χ ɾ ɑ ŋ kʰ
սկա	s k ɑ
սկալդ	s k ɑ l d
սկահ	s k ɑ h
սկանդինավյան	s k ɑ n d i n ɑ v j ɑ n
սկանդիում	s k ɑ n d i u m
սկանդիում	s k ɑ n d j u m
սկավառակ	s k ɑ v ɑ r ɑ k
սկզբնագիր	s k ə z b n ɑ ɡ i ɾ
սկզբնաղբյուր	s k ə z b n ɑ χ p j u ɾ
սկզբնատառ	s k ə z b n ɑ t ɑ r
սկզբունք	s k ə z b u ŋ kʰ
սկզբունքային	s k ə z b u ŋ kʰ ɑ j i n
սկզբունքայնություն	s k ə z b u ŋ kʰ ɑ j n u t͡sʰ j u n
սկիզբ	s k i z b
սկյութ	s k j u tʰ
սկյուռ	s k j u r
սկյուռիկ	s k j u r i k
սկումբրիա	s k u m b ɾ i j ɑ
սկունդ	s k u n d
սկունդ	ə s k u n d
սկսած	s k ə s ɑ t͡s
սկսնակ	s k ə s n ɑ k
սկսնակ	s kʰ ə s n ɑ k
սկվազնյակ	s k v ɑ z n j ɑ k
սղաճ	s ə ʁ ɑ t͡ʃ
սմբակ	s ə m b ɑ k
սմբուլ	s ə m b u l
սմբուկ	s ə m b u k
սյամ	s j ɑ m
սյավ	s j ɑ v
սյուն	s j u n
սյունակ	s j u n ɑ k
սյունյակ	s j u n j ɑ k
սյուք	s j u kʰ
սնահավատ	s ə n ɑ h ɑ v ɑ t
սնահավատություն	s ə n ɑ h ɑ v ɑ t u t͡sʰ j u n
սնանկանալ	s ə n ɑ ŋ k ɑ n ɑ l
սնանկացում	s ə n ɑ ŋ k ɑ t͡sʰ u m
սնգույր	s ə ŋ ɡ u j ɾ
սնգուրում	s ə ŋ ɡ u ɾ u m
սնդիկ	s ə n d i k
սնդուկ	s ə n d u k
սնկապուր	s ə ŋ k ɑ p u ɾ
սնկասպան	s ə ŋ k ɑ s p ɑ n
սննդադուլ	s ə n ə n d ɑ d u l
սննդակարգ	s ə n ə n d ɑ k ɑ ɾ kʰ
սննկանալ	s ə n ə ŋ k ɑ n ɑ l
սնունդ	s ə n u n d
սնուցում	s ə n u t͡sʰ u m
սուգ	s u kʰ
սուզանավ	s u z ɑ n ɑ v
սուլթան	s u l tʰ ɑ n
սուլիչ	s u l i t͡ʃʰ
սուլուգունի	s u l u ɡ u n i
սուղ	s u ʁ
սումկա	s u m k ɑ
սույն	s u j n
սունկ	s u ŋ k
սուշի	s u ʃ i
սուպ	s u p
սուջուխ	s u d͡ʒ u χ
սուս	s u s
սուսուփուս	s u s u pʰ u s
սուտ	s u t
սուտակ	s u t ɑ k
սուտասան	s u t ɑ s ɑ n
սուր	s u ɾ
սուրահ	s u ɾ ɑ h
սուրբ	s u ɾ pʰ
սուրհանդակ	s u ɾ h ɑ n d ɑ k
սուրճ	s u ɾ t͡ʃ
սուրսաթ	s u ɾ s ɑ tʰ
սպա	s p ɑ
սպալնյա	s p ɑ l n j ɑ
սպանախ	s p ɑ n ɑ χ
սպանդ	s p ɑ n d
սպանություն	s p ɑ n u t͡sʰ j u n
սպանուհի	s p ɑ n u h i
սպառազինության	s p ɑ r ɑ z i n u t͡sʰ j ɑ n
սպառազինություն	s p ɑ r ɑ z i n u t͡sʰ j u n
սպառնալ	s p ɑ r n ɑ l
սպառնալիք	s p ɑ r n ɑ l i kʰ
սպաս	s p ɑ s
սպաս	s ə p ɑ s
սպասասրահ	s p ɑ s ɑ s ə ɾ ɑ h
սպասարկիչ	s p ɑ s ɑ ɾ k i t͡ʃʰ
սպասյակ	s p ɑ s j ɑ k
սպասք	s p ɑ s kʰ
սպի	s p i
սպիտակ	s p i t ɑ k
սպիտակավուն	s p i t ɑ k ɑ v u n
սպիտակուց	s p i t ɑ k u t͡sʰ
սպիրտ	s p i ɾ t
սպունգ	s p u ŋ ɡ
սպուտնիկ	s p u t n i k
սպրիչ	s p ɾ i t͡ʃʰ
սվահիլի	s v ɑ h i l i
սվաստիկա	s v ɑ s t i k ɑ
սվին	s ə v i n
ստալինիզմ	s t ɑ l i n i z m
ստամբակ	s t ɑ m b ɑ k
ստամբակություն	s t ɑ m b ɑ k u t͡sʰ j u n
ստանալ	s t ɑ n ɑ l
ստանդարտ	s t ɑ n d ɑ ɾ t
ստանցի	s t ɑ n t͡sʰ i
ստատիստիկա	s t ɑ t i s t i k ɑ
ստատուս	s t ɑ t u s
ստարտափ	s t ɑ ɾ t ɑ pʰ
ստին	s t i n
ստին	ə s t i n
ստինք	s t i ŋ kʰ
ստուգաբան	s t u ɡ ɑ b ɑ n
ստուգաբանություն	s t u ɡ ɑ b ɑ n u t͡sʰ j u n
ստուգում	s t u ɡ u m
ստուդիա	s t u d i j ɑ
ստություն	s ə t u t͡sʰ j u n
ստվար	s t ə v ɑ ɾ
ստվարաբուն	s t ə v ɑ ɾ ɑ b u n
ստվարագլուխ	s t ə v ɑ ɾ ɑ ɡ ə l u χ
ստվարաթիվ	s t ə v ɑ ɾ ɑ tʰ i v
ստվարաթղթակազմ	s t ə v ɑ ɾ ɑ tʰ ə χ tʰ ɑ k ɑ z m
ստվարաթղթյա	s t ə v ɑ ɾ ɑ tʰ ə χ tʰ j ɑ
ստվարաթուղթ	s t ə v ɑ ɾ ɑ tʰ u χ tʰ
ստվարախումբ	s t ə v ɑ ɾ ɑ χ u m b
ստվարածալ	s t ə v ɑ ɾ ɑ t͡s ɑ l
ստվարածավալ	s t ə v ɑ ɾ ɑ t͡s ɑ v ɑ l
ստրիպտիզ	s t ɾ i p t i z
ստրկատիրություն	s t ə ɾ k ɑ t i ɾ u t͡sʰ j u n
ստրկություն	s t ə ɾ k u t͡sʰ j u n
ստրուկ	s t ɾ u k
սրածայր	s ə ɾ ɑ t͡s ɑ j ɾ
սրահ	s ə ɾ ɑ h
սրամիտ	s ə ɾ ɑ m i t
սրանք	s ə ɾ ɑ ŋ kʰ
սրբագիր	s ə ɾ pʰ ɑ ɡ i ɾ
սրբազան	s ə ɾ pʰ ɑ z ɑ n
սրբան	s ə ɾ pʰ ɑ n
սրբանային	s ə ɾ pʰ ɑ n ɑ j i n
սրբապղծություն	s ə ɾ pʰ ɑ p ə χ t͡s u t͡sʰ j u n
սրբիչ	s ə ɾ pʰ i t͡ʃʰ
սրբուհի	s ə ɾ pʰ u h i
սրընթաց	s ə ɾ ə n tʰ ɑ t͡sʰ
սրընչակ	s ə ɾ ə n t͡ʃʰ ɑ k
սրիկա	s ɾ i k ɑ
սրինգ	s ə ɾ i ŋ ɡ
սրիչ	s ə ɾ i t͡ʃʰ
սրճագույն	s ə ɾ t͡ʃ ɑ ɡ u j n
սրճակաթ	s ə ɾ t͡ʃ ɑ k ɑ tʰ
սրճահատիկ	s ə ɾ t͡ʃ ɑ h ɑ t i k
սրճաղաց	s ə ɾ t͡ʃ ɑ ʁ ɑ t͡sʰ
սրճաման	s ə ɾ t͡ʃ ɑ m ɑ n
սրճաստան	s ə ɾ t͡ʃ ɑ s t ɑ n
սրճավաճառ	s ə ɾ t͡ʃ ɑ v ɑ t͡ʃ ɑ r
սրճատուն	s ə ɾ t͡ʃ ɑ t u n
սրճարան	s ə ɾ t͡ʃ ɑ ɾ ɑ n
սրճարար	s ə ɾ t͡ʃ ɑ ɾ ɑ ɾ
սրճիտ	s ə ɾ t͡ʃ i t
սրմա	s ə ɾ m ɑ
սրնչակ	s ə ɾ ə n t͡ʃʰ ɑ k
սրնքամիս	s ə ɾ ə ŋ kʰ ɑ m i s
սրունք	s ə ɾ u ŋ kʰ
սրված	s ə ɾ v ɑ t͡s
սրտաբան	s ə ɾ t ɑ b ɑ n
սրտաբանություն	s ə ɾ t ɑ b ɑ n u t͡sʰ j u n
սրտային	s ə ɾ t ɑ j i n
սրտանց	s ə ɾ t ɑ n t͡sʰ
սրտաշարժ	s ə ɾ t ɑ ʃ ɑ ɾ ʒ
սրտաշարժաբար	s ə ɾ t ɑ ʃ ɑ ɾ ʒ ɑ b ɑ ɾ
սրտառուչ	s ə ɾ t ɑ r u t͡ʃʰ
սրտխառնուկ	s ə ɾ t χ ɑ r n u k
սրտյա	s ə ɾ t j ɑ
սփյուռքահայ	s pʰ j u r kʰ ɑ h ɑ j
վ	v ə
վագր	v ɑ ɡ ə ɾ
վագրակատու	v ɑ ɡ ɾ ɑ k ɑ t u
վագրաձի	v ɑ ɡ ɾ ɑ d͡z i
վազ	v ɑ z
վազք	v ɑ s kʰ
վաթան	v ɑ tʰ ɑ n
վաթսուն	v ɑ tʰ s u n
վաթսուն	v ɑ tʰ t͡sʰ u n
վաթսուն	v ɑ t͡sʰ u n
վալիզ	v ɑ l i z
վալս	v ɑ l s
վախ	v ɑ χ
վախճան	v ɑ χ t͡ʃ ɑ n
վախճանական	v ɑ χ t͡ʃ ɑ n ɑ k ɑ n
վախճանականություն	v ɑ χ t͡ʃ ɑ n ɑ k ɑ n u t͡sʰ j u n
վակուում	v ɑ k u u m
վահան	v ɑ h ɑ n
վահանակ	v ɑ h ɑ n ɑ k
վաղ	v ɑ ʁ
վաղը	v ɑ ʁ ə
վաղն	v ɑ ʁ n
վաղր	v ɑ ʁ ə ɾ
վաճառ	v ɑ t͡ʃ ɑ r
վաճառական	v ɑ t͡ʃ ɑ r ɑ k ɑ n
վաճառավայր	v ɑ t͡ʃ ɑ r ɑ v ɑ j ɾ
վաճառք	v ɑ t͡ʃ ɑ r kʰ
վայ	v ɑ j
վայիս	v ɑ j i s
վայր	v ɑ j ɾ
վայրագ	v ɑ j ɾ ɑ ɡ
վայրաշարժ	v ɑ j ɾ ɑ ʃ ɑ ɾ ʒ
վայրի	v ɑ j ɾ i
վայրկյան	v ɑ j ɾ k j ɑ n
վայրկյան	v ɑ ɾ k j ɑ n
վայրկյան	v ɑ ɾ ɡ j ɑ n
վայրկյանական	v ɑ j ɾ k j ɑ n ɑ k ɑ n
վայրկյանական	v ɑ ɾ k j ɑ n ɑ k ɑ n
վայրկյանաչափ	v ɑ j ɾ k j ɑ n ɑ t͡ʃʰ ɑ pʰ
վայրկյանաչափ	v ɑ ɾ k j ɑ n ɑ t͡ʃʰ ɑ pʰ
վանադիում	v ɑ n ɑ d i j u m
վանական	v ɑ n ɑ k ɑ n
վանդակ	v ɑ n d ɑ k
վանկ	v ɑ ŋ k
վանկարկում	v ɑ ŋ k ɑ ɾ k u m
վաննա	v ɑ nː ɑ
վանք	v ɑ ŋ kʰ
վաշտ	v ɑ ʃ t
վառ	v ɑ r
վառարան	v ɑ r ɑ ɾ ɑ n
վառյակ	v ɑ r j ɑ k
վասալ	v ɑ s ɑ l
վասնզի	v ɑ s ə n z i
վաստակ	v ɑ s t ɑ k
վատ	v ɑ t
վատասիրտ	v ɑ t ɑ s i ɾ t
վատթար	v ɑ tʰː ɑ ɾ
վատթարագույն	v ɑ tʰː ɑ ɾ ɑ ɡ u j n
վար	v ɑ ɾ
վարագույր	v ɑ ɾ ɑ kʰ u j ɾ
վարազ	v ɑ ɾ ɑ z
վարակ	v ɑ ɾ ɑ k
վարանում	v ɑ ɾ ɑ n u m
վարանք	v ɑ ɾ ɑ ŋ kʰ
վարդ	v ɑ ɾ tʰ
վարդագույն	v ɑ ɾ tʰ ɑ ɡ u j n
վարդակ	v ɑ ɾ tʰ ɑ k
վարդակակաչ	v ɑ ɾ tʰ ɑ k ɑ k ɑ t͡ʃʰ
վարժ	v ɑ ɾ ʒ
վարժարան	v ɑ ɾ ʒ ɑ ɾ ɑ n
վարժություն	v ɑ ɾ ʒ u t͡sʰ j u n
վարիչ	v ɑ ɾ i t͡ʃʰ
վարկ	v ɑ ɾ k
վարկած	v ɑ ɾ k ɑ t͡s
վարկային	v ɑ ɾ k ɑ j i n
վարկանիշ	v ɑ ɾ k ɑ n i ʃ
վարկատու	v ɑ ɾ k ɑ t u
վարձ	v ɑ ɾ t͡sʰ
վարձակ	v ɑ ɾ t͡sʰ ɑ k
վարձակառք	v ɑ ɾ t͡sʰ ɑ k ɑ r kʰ
վարձկան	v ɑ ɾ t͡sʰ k ɑ n
վարյագ	v ɑ ɾ j ɑ ɡ
վարյագական	v ɑ ɾ j ɑ ɡ ɑ k ɑ n
վարշամակ	v ɑ ɾ ʃ ɑ m ɑ k
վարուժան	v ɑ ɾ u ʒ ɑ n
վարունգ	v ɑ ɾ u ŋ ɡ
վարչակազմ	v ɑ ɾ t͡ʃʰ ɑ k ɑ z m
