ং	ŋ
হেঁয়ালি	h e e̯ a l iˑ
হেঁয়ালি	h ẽ e̯ a l iˑ
হেকারত	h e k a ɾ ɔ t̪
হেজাজ	h e d͡ʒ a z
হেদায়েত	h e d̪ a e̯ t̪
হেনা	h e n aˑ
হেফাজত	h e f a z o t̪
হেবা	h e b aˑ
হেমন্ত	h e m o n t̪ oˑ
হেরিকেন	h e ɾ i k e n
হেরিকেন	h æ ɾ i k e n
হোক	h o k
হোটেল	h o ʈ e l
হোম	h o m
হোয়াটসঅ্যাপ	h o̯ a ʈ s e̯ a p
হোরা	h o ɾ aˑ
হোল	h o l
হোলি	h o l iˑ
হোসেন	h o s e n
হোসেন	h o ʃ e n
হ্ব	h oˑ
হ্যাঁ	h æ̃ˑ
হ্যাডম	h æ ɖ o m
হ্যানয়	h æ n ɔ e̯
হ্যারিকেন	h e ɾ i k e n
হ্যারিকেন	h æ ɾ i k e n
হ্যালো	h æ l oˑ
হ্যালো	h æ l ɔˑ
হ্রদ	h ɾ ɔ d̪
হ্রস্ব	h ɾ ɔ ʃː oˑ
হ্রস্বীকরণ	h ɾ ɔ ʃː i k ɾ o n
