aa	aː
susterhede	s i s t ə r h ɛː d
susterhede	s u s t ə r h oː d
sute	s i u̯ t ə
sute	s i u̯ t
sute	s u i̯ t ə
sute	s u i̯ t
sute	s yː t ə
sute	s yː t
sutour	s i u̯ t uː r
sutour	s u i̯ t uː r
sutour	s i u̯ t u r
sutour	s i u̯ t ə r
suture	s i u̯ t i u̯ r ə
suture	s i u̯ t i u̯ r
suture	s i u̯ t i u̯ r ə
suture	s i u̯ t i u̯ r
swage	s w aː d͡ʒ ə
swage	s w aː d͡ʒ
swalwe	s w a l ə w ə
swalwe	s w a l w ə
swalwe	s w a l ɔ u̯ ə
swalwe	s w a l ɔ u̯
swalwe	s w a l uː
swalwe	s w a l i u̯ ə
swalwe	s w a l i u̯
swalwe	s w ɔ l i u̯ ə
swalwe	s w ɔ l i u̯
swan	s w a n
swan	s w ɔ n
sward	s w a r d
sward	s w a r θ
sward	s w ɛ r d
sware	s w aː r ə
sware	s w aː r
swaren	s w aː r ə n
swarm	s w a r m
swarmen	s w a r m ə n
swarmen	s w ɛ r m ə n
swart	s w a r t
swart	s w ɛ r t
swarten	s w a r t ə n
swartish	s w a r t i ʃ
swartnesse	s w a r t n ɛ s
swathe	s w aː ð ə
swathe	s w aː ð
swathe	s w a θ
swathe	s w aː ð ə
swathe	s w aː ð
swathe	s w a θ
swathel	s w a ð ə l
swathel	s w a d ə l
swathel	s w aː ð ə l
swathel	s w aː d ə l
swathel	s w ɛ ð ə l
swathel	s w ɛ d ə l
swathen	s w aː ð ə n
swathen	s w a ð ə n
swathen	s w ɛː ð ə n
swathing	s w a ð i n ɡ ə
swathing	s w a ð i n ɡ
swathing	s w aː ð i n ɡ ə
swathing	s w aː ð i n ɡ
swathlen	s w a ð ə l ə n
swathlen	s w a ð l ə n
swathlen	s w aː ð ə l ə n
swathlen	s w aː ð l ə n
swathlen	s w ɛ ð ə l ə n
swathlen	s w ɛ ð l ə n
swathlen	s w ɛ d ə l ə n
swathlen	s w ɛ d l ə n
swaþelynge	s w a ð ə l i n ɡ
swaþelynge	s w aː ð ə l i n ɡ
swaþelynge	s w ɛ ð ə l i n ɡ
swaþelynge	s w ɛ d l i n ɡ
swayn	s w æ i̯ n
swei	s w æ i̯
swelen	s w ɛː l ə n
swelen	s w ɛ l ə n
swelle	s w ɛ l
swellen	s w ɛ l ə n
swellynge	s w ɛ l i n ɡ ə
swellynge	s w ɛ l i n ɡ
swelten	s w ɛ l t ə n
swelteren	s w ɛ l t ə r ə n
swelteren	s w ɛ l t r ə n
sweng	s w ɛ n d͡ʒ
swengen	s w ɛ n d͡ʒ ə n
swengen	s w eː n d͡ʒ ə n
swengen	s w i n d͡ʒ ə n
swepen	s w eː p ə n
swerd	s w eː r d
swerd	s w ɛː r d
swerd	s w ɛ r d
swerd	s w oː r d
swerd	s w ɔ r d
swerd	s w u r d
swerd	s u r d
swere	s w ɛː r
swere	s w aː r
sweren	s w ɛ̞ː r ə n
sweren	z w ɛ r i ə n
sweren	z w ɛ r i ə
swerer	s w ɛː r ə r ə
swerer	s w ɛː r ə r
swernes	s w ɛː r n ɛ s
swerven	s w ɛ r v ə n
swerven	s w a r v ə n
sweryng	s w ɛː r i n ɡ ə
sweryng	s w ɛː r i n ɡ
swete	s w eː t ə
swete	s w eː t
swete	s w oː t ə
swete	s w oː t
swete	s oː t ə
swete	s oː t
swete	s w ɛː t
swete	s w ɔː t
swete	s w ɑː t
sweten	s w eː t ə n
sweten	s w ɛ̝ː t ə n
swetnesse	s w eː t n ɛ s ə
swetnesse	s w eː t n ɛ s
swetynge	s w ɛː t i n ɡ ə
swetynge	s w ɛː t i n ɡ
sweven	s w ɛ v ə n
sweven	s w ɛ̞ː v ə n
sweven	s w ɛ̞ː v ə n
swevenen	s w ɛ v ə n ə n
swevenen	s w ɛ v n ə n
swevenen	s w ɛ̞ː v ə n ə n
swevenen	s w ɛ̞ː v n ə n
swevenynge	s w ɛ̞ː v ə n i n ɡ ə
swevenynge	s w ɛ̞ː v ə n i n ɡ
swevenynge	s w ɛ̞ː v n i n ɡ ə
swevenynge	s w ɛ̞ː v n i n ɡ
swevenynge	s w ɛ v ə n i n ɡ ə
swevenynge	s w ɛ v ə n i n ɡ
swevenynge	s w ɛ v n i n ɡ ə
swevenynge	s w ɛ v n i n ɡ
sweyen	s w æ i̯ ə n
sweyen	s w ɛ i̯
sweyen	s w ɛ̞ː
sweyen	s w e i̯ ə n
sweyen	s w iː ə n
sweyen	s w e i̯
sweyen	s w eː
swich	s w i t͡ʃ
swippen	s w i p ə n
swolow	s w ɔ l ɔ u̯
swolow	s w ɔ l uː
swolow	s w ɔ l i u̯
swolow	s w a l x
swolow	s w a l
swolow	s w ɛ l x
swolwen	s w ɔ l w ə n
swolwen	s w ɔ l ɔ u̯ ə n
swolwen	s w ɔ l i u̯ ə n
swolwen	s w ɛ l iː
swolwynge	s w ɔ l w i n ɡ ə
swolwynge	s w ɔ l w i n ɡ
swolwynge	s w ɔ l ɔ u̯ i n ɡ ə
swolwynge	s w ɔ l ɔ u̯ i n ɡ
swolwynge	s w ɔ l i u̯ i n ɡ ə
swolwynge	s w ɔ l i u̯ i n ɡ
swon	s w ɔː n
swopen	s w ɔ̝ː p ə n
swopen	s w oː p ə n
sword	s w ɔː r d
sword	s ɔː r d
sword	s w uː r d
sword	s uː r d
sword	s w ɔ r d
sword	s w ʊ r d
sword	s w ɛ r d
sword	s w ɛː r d
swough	s w uː x
swough	s w u x
swymmen	s w i m ə n
swyn	s w iː n
swynge	s w i n ɡ ə
swynge	s w i n ɡ
swyngen	s w i n ɡ ə n
swynherde	s w iː n h eː r d ə
swynherde	s w iː n h eː r d
swynherde	s w iː n h ɛ r d ə
swynherde	s w iː n h ɛ r d
swynherde	s w iː n a r d ə
swynherde	s w iː n a r d
swynken	s w i n k ə n
swyven	s w iː v ə n
sych	s iː t͡ʃ
sych	s i t͡ʃ
sych	s iː k
syflen	s i f l ə n
syften	s i f t ə n
syftynge	s i f t i n ɡ
sygne	s iː n
sygne	s i n
syment	s i m ɛ n t
syment	s i m ɛ n t
sympilte	s i m p ə l t eː
sympilte	s i m p l ə t eː
symple	s i m p ə l
symple	s ɛ m p ə l
symplenesse	s i m p ə l n ɛ s
symplesse	s i m p l ɛ s ə
symplesse	s i m p l ɛ s
symply	s i m p ə l iː
symply	s i m p l iː
symply	s i m p ə l iː t ʃ ə
symply	s i m p ə l iː t ʃ
symply	s i m p l iː t ʃ ə
symply	s i m p l iː t ʃ
symulacioun	s i m i u̯ l aː s i uː n
symulacioun	s i m i u̯ l aː s j u n
symulacioun	s i m i l aː s j u n
symulacre	s i m i u̯ l aː k ə r
symulacre	s i m i l aː k ə r
symulacre	s i m l aː k ə r
symulat	s i m i u̯ l aː t
symulat	s i m i l aː t
symulen	s i m i u̯ l ə n
symulen	s i m i u̯ l ə n
synamome	s i n a m ɔː m
synamome	s i n ə m ɔː m
synamome	s i n ə m u m
synamome	s i n ə m u n
synder	s i n d ə r
synful	s i n ə f u l
synful	s i n f u l
synger	s i n ɡ ə r ə
synger	s i n ɡ ə r
syngeresse	s i n ɡ ə r ɛ s ə
syngeresse	s i n ɡ ə r ɛ s
syngster	s i n ɡ ə s t ə r ə
syngster	s i n ɡ ə s t ə r
syngster	s i n ɡ s t ə r ə
syngster	s i n ɡ s t ə r
syngster	s i n ɡ ə s t r ə
syngster	s i n ɡ s t r ə
syngyng	s iː n ɡ i n ɡ ə
syngyng	s iː n ɡ i n ɡ
syngyng	s i n ɡ i n ɡ ə
syngyng	s i n ɡ i n ɡ
synne	s i n ə
synne	s i n
synne	s y n ə
synne	s y n
synne	z y n ə
synne	z y n
synne	z y n ə
synne	z y n
synne	z i n ə
synne	z i n
synne	z ɛ n ə
synne	z ɛ n
synne	s ɛ n ə
synne	s ɛ n
synneles	s i n ə l ɛ̝ː s
synneles	s i n l ɛ̝ː s
synneles	s i n ə l ɛ s
synneles	s i n l ɛ s
synnen	s i n ə n
synnen	s i n ɡ ə n
synnen	s i n w ə n
synnen	s i n i u̯ ə n
synnen	z ɛ n ə ɣ iː
synnen	z ɛ n ɣ iː
synnen	s i n ə ɣ ə n
synnen	s i n ɣ ə n
synnere	s i n j ə r ə
synnere	s i n j ə r
synnere	s i n ə r ə
synnere	s i n ə r
synnes	s i n ɛ s
synnes	s i n s
synwe	s i n w ə
synwe	s i n ɔ u̯ ə
synwe	s i n ɔ u̯
synwe	s i n uː
synwe	s i n i u̯ ə
synwe	s i n i u̯
synwy	s i n w iː
synwy	s i n ɔ u̯ iː
synwy	s i n i u̯ iː
sys	s iː s
sys	s i s
syse	s iː z ə
syse	s iː z
syse	s iː z ə
syse	s iː z
sythe	s iː ð ə
sythe	s iː ð
table	t aː b ə l
table	t aː b l ə
tablement	t aː b l ə m ɛ n t
tablement	t aː b l ə m ɛ n t
tablen	t aː b ə l ə n
tablen	t aː b l ə n
tabler	t aː b ə l ə r ə
tabler	t aː b ə l ə r
tabler	t aː b l ə r ə
tabler	t aː b l ə r
tablet	t a b ə l ɛ t ə
tablet	t a b ə l ɛ t
tablet	t a b l ɛ t ə
tablet	t a b l ɛ t
tablet	t aː b ə l ɛ t ə
tablet	t aː b ə l ɛ t
tablet	t aː b l ɛ t ə
tablet	t aː b l ɛ t
taillour	t æ i̯ l u r
taillour	t æ i̯ l uː r
takel	t a k ə l
takel	t aː k ə l
tale	t aː l ə
tale	t aː l
tale	t a l ə
tale	t a l
talent	t a l ɛ n t
talent	t a l ɛ n t
talewise	t aː l w iː z ə
talewise	t aː l w iː z
talke	t a l k
tally	t a l iː
taloun	t a l uː n
taloun	t a l u n
taloun	t a l a n t
talow	t a l ɔ u̯
talow	t a l uː
talow	t a l x
talow	t a l i u̯
talowen	t a l ɔ u̯ ə n
talowen	t a l w ə n
talowy	t a l ɔ u̯ iː
talowy	t a l w iː
tan	t a n ə
tan	t a n
tanesie	t a n ɛ z iː ə
tanesie	t a n ɛ z iː
tanesie	t a n ɛ z iː ə
tanesie	t a n ɛ z iː
tanesie	t a n z iː ə
tanesie	t a n z iː
tanesie	t a n z iː ə
tanesie	t a n z iː
tape	t a p ə
tape	t a p
tape	t aː p ə
tape	t aː p
taper	t aː p ə r
tapestrie	t a p i s t r iː ə
tapestrie	t a p i s t r iː
tapestrie	t a p i s t r iː ə
tapestrie	t a p i s t r iː
tapestrie	t a p s t ə r iː ( )
tapestrie	t a p s t r iː ( )
tapestrie	t a p s t ə r iː ə
tapestrie	t a p s t ə r iː
tapestrie	t a p s t r iː ə
tapestrie	t a p s t r iː
taphose	t a p ə h ɔː z ə
taphose	t a p ə h ɔː z
taphose	t a p h ɔː z ə
taphose	t a p h ɔː z
tapiser	t a p i s eː r
tapiser	t a p i s ə r
tapiser	t a p s ə r
tapiserie	t a p i s ə r iː ə
tapiserie	t a p i s ə r iː
tapiserie	t a p i s ə r iː ə
tapiserie	t a p i s ə r iː
tapiserie	t a p s ə r iː ə
tapiserie	t a p s ə r iː
tapiserie	t a p s ə r iː ə
tapiserie	t a p s ə r iː
tappe	t a p ə
tappe	t a p
tappe	t a p ə
tappe	t a p
tappen	t a p ə n
tappen	t a p ə n
tappestere	t a p ə s t ə r ə
tappestere	t a p ə s t ə r
tappestere	t a p s t ə r ə
tappestere	t a p s t ə r
tappestere	t a p ə s t r ə
tappestere	t a p s t r ə
tare	t aː r ə
tare	t aː r
targe	t a r d͡ʒ ə
targe	t a r d͡ʒ
tarien	t a r iː ə n
tarien	t a r i ə n
tart	t a r t
tart	t ɛː r t
tarte	t a r t ə
tarte	t a r t
tartelet	t a r t ə l ɛ t
tartelet	t a r t l ɛ t
tartelet	t a r t ə l i t
tartelet	t a r t l i t
tartelet	t a r t ə l ə t
tartelet	t a r t l ə t
tasel	t aː z ə l
tasel	t a z ə l
tasel	t ɛː z ə l
taske	t a s k ə
taske	t a s k
taste	t aː s t
taste	t a s t
taunen	t a u̯ n ə n
taverne	t a v ɛ r n ə
taverne	t a v ɛ r n
taverne	t a v ə r n ə
taverne	t a v ə r n
taverner	t a v ɛ r n ə r
taverner	t a v ɛ r n eː r
tawne	t a u̯ n eː
tawne	t a u̯ n iː
taxacioun	t a k s aː s i uː n
taxacioun	t a k s aː s j u n
taxe	t a k s ə
taxe	t a k s
taxen	t a k s ə n
tayl	t æ i̯ l
tayl	t æ i̯ ə l
taylarde	t æ i̯ l a r d ə
taylarde	t æ i̯ l a r d
tayled	t æ i̯ l i d
tayled	t æ i̯ l ɛ d
taylende	t æ i̯ l ɛː n d ə
taylende	t æ i̯ l ɛː n d
taylende	t æ i̯ l ɛ n d ə
taylende	t æ i̯ l ɛ n d
techen	t ɛː t͡ʃ ə n
tedden	t ɛ d ə n
teer	t ɛ̝ː r
teer	t ɛː r
tem	t ɛ̝ː m
teme	t ɛː m ə
teme	t ɛː m
temen	t ɛ̝ː m ə n
temen	t eː m ə n
temen	t eː m ə n
temen	t ɛ̞ː m ə n
tempten	t ɛ m p t ə n
tempten	t ɛ m t ə n
temse	t ɛː m z ə
temse	t ɛː m z
temse	t eː m z ə
temse	t eː m z
temse	t ɛ m z ə
temse	t ɛ m z
Temse	t ɛ m ə z ə
Temse	t ɛ m ə z
Temse	t ɛ m z ə
Temse	t ɛ m z
Temse	t a m ə z ə
Temse	t a m ə z
Temse	t a m z ə
Temse	t a m z
temsen	t ɛː m z ə n
temsen	t eː m z ə n
temsen	t ɛ m z ə n
ten	t ɛ n
ten	t eː n
tenche	t ɛ n t͡ʃ ə
tenche	t ɛ n t͡ʃ
tenoun	t ɛ n uː n
tenoun	t ɛ n u n
tenour	t ɛ n uː r
tenour	t ɛ n i u̯ r
tenour	t ɛ n u r
tens	t ɛ n s
tenthe	t ɛ n ð ə
tenthe	t ɛ n ð
tenthe	t ɛ n θ ə
tenthe	t ɛ n θ
tenthe	t ɛ n d ə
tenthe	t ɛ n d
tenthe	t ɛ n t
ter	t ɛː r ə
ter	t ɛː r
ter	t ɛ r
tercel	t ɛ r s ɛː l
tercel	t ɛ r s ɛ l
tercel	t a r s ɛ l
tercelet	t ɛ r s ə l ɛ t
tercelet	t ɛ r s ə l ɛ t
tercelet	t ɛ r s l ɛ t
tercelet	t a r s ə l ɛ t
tercelet	t a r s l ɛ t
terebentyne	t ɛ r ə b i n t iː n ə
terebentyne	t ɛ r ə b i n t iː n
terebentyne	t ɛ r b i n t iː n ə
terebentyne	t ɛ r b i n t iː n
terebentyne	t u r b i n t iː n ə
terebentyne	t u r b i n t iː n
terebentyne	t u r p i n t iː n ə
terebentyne	t u r p i n t iː n
teren	t ɛ̞ː r ə n
teren	t ɛ̝ː r ə n
Termagaunt	t ɛ r m a ɡ a u̯ n t
Termagaunt	t ɛ r v a ɡ a u̯ n t
Termagaunt	t ɛ r v a ɡ a n t
terremote	t ɛ r i m ɔː t ə
terremote	t ɛ r i m ɔː t
terrour	t ɛ r u r
ters	t ɛ r s
tery	t ɛ̝ː r iː
tesen	t ɛː z ə n
tethen	t eː θ ə n
Tewesday	t i u̯ ə z d æ i̯
Tewesday	t i u̯ z d æ i̯
Tewesday	t iː z d æ i̯
teye	t e i̯ ə
teye	t e i̯
teye	t iː ə
teye	t iː
teye	t e i̯
teye	t eː
teyen	t e i̯ ə n
teyen	t iː ə n
teyen	t e i̯
teyen	t eː
teynen	t æ i̯ n ə n
teynen	t ɛː n ə n
thacchen	θ a t͡ʃ ə n
thamarynde	t a m a r i n d ə
thamarynde	t a m a r i n d
thamarynde	t a m ə r i n d ə
thamarynde	t a m ə r i n d
tharen	θ aː r ə n
tharen	θ a r ə n
tharm	θ a r m
tharm	θ ɛ r m
that	θ a t
that	ð a t
theater	t ɛː a t ə r
theater	t ɛː aː t ə r
thede	θ øː d
thede	θ eː d
thedisch	θ øː d i ʃ
thedisch	θ eː d i ʃ
theen	θ eː ə n
theen	θ eː n
thef	θ eː f
thefly	θ eː f l iː
thefly	θ eː v l iː
thefte	θ ɛ f t ə
thefte	θ ɛ f t
thefte	θ ɛ f θ ə
thefte	θ ɛ f θ
thefte	θ i f t ə
thefte	θ i f t
thefte	θ i f t
thefte	ð y f θ ə
thefte	ð y f θ
thefte	ð œ f θ ə
thefte	ð œ f θ
thele	θ ɛː l ə
thele	θ ɛː l
thenoun	t ɛ n uː n
thenoun	t ɛ n u n
theorike	θ iː ə r ɪ k
theorike	θ iː ɒ ɹ ɪ k
therebynte	t ɛ r i b i n t ə
therebynte	t ɛ r i b i n t
therf	θ ɛ r f
therk	θ ɛ r k
theve	θ ɛ̞ː v ə
theve	θ ɛ̞ː v
thevethorn	θ ɛ̞ː v ə θ ɔ r n
thevethorn	θ ɛ̞ː v θ ɔ r n
thevethorn	θ ɛ u̯ θ ɔ r n
thevethorn	θ ɛ̞ː θ ɔ r n
thevysch	θ eː v i ʃ
thevysch	θ eː f i ʃ
theyn	θ æ i̯ n
theyn	θ eː n
thickenen	θ i k ə n ə n
thickenen	θ i k n ə n
thikke	θ i k ə
thikke	θ i k
thikken	θ i k ə n
thikkenesse	θ i k ə n ɛ s ə
thikkenesse	θ i k ə n ɛ s
thikkenesse	θ i k n ɛ s ə
thikkenesse	θ i k n ɛ s
thikly	θ i k l iː
thild	θ i l d
thilke	θ i l k ə
thilke	θ i l k
thinken	θ i n k ə n
thinne	θ i n ə
thinne	θ i n
thirl	θ i r l
thirl	θ r i l
thirl	θ y r l
thirlen	θ ɛ r l ə n
thirlen	θ eː r l ə n
thirlen	θ i r l ə n
thirlen	θ iː r l ə n
thirlen	θ r i l ə n
thirst	θ i r s t
thirst	θ u r s t
thirst	θ r u s t
thirst	θ r i s t
thirst	θ r ɛ s t
thirst	θ r a s t
thirst	f u r s t
thirsten	θ i r s t ə n
thirsten	θ u r s t ə n
thirsten	θ r u s t ə n
thirsten	θ r i s t ə n
thirsten	θ r i s t
thirsten	θ r ɛ s t ə n
thirsten	θ r ɛ s t
thirstlewe	θ i r s t l ɛ u̯ ə
thirstlewe	θ i r s t l ɛ u̯
thirstlewe	θ u r s t l ɛ u̯ ə
thirstlewe	θ u r s t l ɛ u̯
thirstlewe	θ r i s t l ɛ u̯ ə
thirstlewe	θ r i s t l ɛ u̯
thirstlewe	θ r u s t l ɛ u̯ ə
thirstlewe	θ r u s t l ɛ u̯
thirsty	θ i r s t iː
thirsty	θ u r s t iː
thirsty	θ r u s t iː
thirsty	θ r i s t iː
thirsty	θ r ɛ s t iː
thirsty	f u r s t iː
thistel	θ i s t ə l
thogh	θ uː x
thogh	ð ɔ u̯ x
thogh	ð ɔ u̯
thogh	ð ɔ x
thogh	ð ɔ
thogh	θ iː x
thogh	ð æ i̯ x
thogh	ð æ i̯
thogh	ð a u̯ x
thogh	ð a u̯
thogh	ð ɛ x
thogh	ð ɛ
thogh	ð a x
thogh	ð a
thombe	θ u m b ə
thombe	θ u m b
thombe	θ uː m b ə
thombe	θ uː m b
thombe	θ u m ə
thombe	θ u m
thombe	θ uː m ə
thombe	θ uː m
Thomme	t ɔ m ə
Thomme	t ɔ m
thonder	θ u n d ə r
thonder	θ u n ə r
thong	θ ɔ n ɡ
thorn	θ ɔ r n
thorn	θ oː r n
thorn	θ r ɔ n
thornbak	θ ɔ r n b a k
thornen	θ ɔ r n ə n
thornen	θ oː r n ə n
thornetre	θ ɔ r n t r eː
thornetre	θ oː r n t r eː
thorny	θ ɔ r n iː
thorny	θ oː r n iː
thorp	θ ɔ r p
thorp	θ r ɔ p
thorp	θ r ɔː p
thost	θ ɔ s t
thought	θ ɔ u̯ x t
thought	θ ɔ x t
thousend	θ uː z ɛ n d
thousend	θ uː z a n d
thousendfold	θ uː z ɛ n d f ɔː l d
thousendfold	θ uː z a n d f ɔː l d
thral	θ r a l
thral	θ ɛ r l
thral	θ a r l
thraldom	θ r a l d oː m
thraldom	θ r a l d a m
thraldom	θ r a l d u m
thralhede	θ r a l h ɛ̝ː d ə
thralhede	θ r a l h ɛ̝ː d
thralhede	θ r a l h ɔ̝ː d ə
thralhede	θ r a l h ɔ̝ː d
thrallen	θ r a l ə n
thranging	θ r a n ɡ i n ɡ
thre	θ r eː
thred	θ r ɛ̝ː d
thred	θ r eː d
threfold	θ r eː f ɔː l d
threp	θ r ɛ̝ː p
threpen	θ r ɛ̝ː p ə n
threschen	θ r ɛ ʃ ə n
threschen	θ r a ʃ ə n
threschwolde	θ r ɛ ʃ w ɔː l d
threschwolde	θ r ɛ ʃ f ɔː l d
threschwolde	θ r ɛ ʃ ɔː l d
threschynge	θ r ɛ ʃ i n ɡ ə
threschynge	θ r ɛ ʃ i n ɡ
threschynge	θ r a ʃ i n ɡ ə
threschynge	θ r a ʃ i n ɡ
thresshere	θ r ɛ ʃ ə r ə
thresshere	θ r ɛ ʃ ə r
thresshere	θ r a ʃ ə r ə
thresshere	θ r a ʃ ə r
thridde	θ r i d ə
thridde	θ r i d
thridde	θ i r d ə
thridde	θ i r d
thridde	θ r ɛ d ə
thridde	θ r ɛ d
thridde	θ ɛ r d ə
thridde	θ ɛ r d
thrie	θ r iː ə
thrie	θ r iː
thries	θ r iː s
thrin	θ r i n
thrin	θ r iː n
thrittene	θ r i t eː n ə
thrittene	θ r i t eː n
thrittene	θ i r t iː n
thrittenthe	θ r i t ɛ n ð ə
thrittenthe	θ r i t ɛ n ð
thrittenthe	θ r i t eː n ð ə
thrittenthe	θ r i t eː n ð
thrittenthe	θ i r t ɛ n ð ə
thrittenthe	θ i r t ɛ n ð
thrittenthe	θ i r t eː n ð ə
thrittenthe	θ i r t eː n ð
thrittethe	θ r i t eː ð ə
thrittethe	θ r i t eː ð
thrittithe	θ r i t iː ð ə
thrittithe	θ r i t iː ð
thrittithe	θ r i t i ð ə
thrittithe	θ r i t i ð
thrittithe	θ r i t øː ð ə
thrittithe	θ r i t øː ð
thrittithe	θ r i t y ð ə
thrittithe	θ r i t y ð
thrittithe	θ r i t a x t ə
thrittithe	θ r i t a x t
thritty	θ r i t iː
thritty	θ r iː t iː
throstel	θ r ɔ s t ə l
throte	θ r ɔː t ə
throte	θ r ɔː t
throwen	θ r ɔ u̯ ə n
thrusche	θ r u ʃ ə
thrusche	θ r u ʃ
thrusche	θ r ɛ ʃ ə
thrusche	θ r ɛ ʃ
thrusche	θ r i ʃ ə
thrusche	θ r i ʃ
thryven	θ r iː v ə n
thurgh	θ u r x
thurgh	θ u r ə x
thurrok	θ u r u k
thurs	θ i r s
thurs	θ r i s
thurs	θ u r s
thurs	θ r u s
Thursday	θ u r i z d æ i̯
Thursday	θ u r z d æ i̯
Thursday	θ yː r z d æ i̯
thyckfolde	θ i k f ɔː l d
thyckfolde	θ i k f a l d
thylle	θ i l ə
thylle	θ i l
thymbyll	θ i m b ə l
thymbyll	θ i m ə l
thymbyll	θ iː m ə l
thymbyll	θ ɛ m ə l
thymbyll	θ u m ə l
thyng	θ i n ɡ
thyself	θ iː s ɛ l f
thyvel	θ iː v ə l
thyvel	θ i v ə l
thyvel	θ eː v ə l
thyvel	ð yː v ə l
thyvel	ð y v ə l
tige	t i j ə
tige	t i j
til	t i l
tilier	t i l j ə r ə
tilier	t i l j ə r
tilier	t i l ə r ə
tilier	t i l ə r
tillen	t i l ə n
tillen	t i l ə n
tilthe	t i l θ ə
tilthe	t i l θ
tilyen	t i l j ə n
tilyen	t i l ə n
tinder	t i n d ə r
tinder	t u n d ə r
tinder	t ɛ n d ə r
tippen	t i p ə n
tirannye	t i r a n iː ə
tirannye	t i r a n iː
tirannye	t i r a n iː ə
tirannye	t i r a n iː
tiren	t iː r ə n
tiren	t eː r ə n
tissu	t i s i u̯
tissu	t i ʃ i u̯
tissu	t i s i u̯
tissu	t i ʃ i u̯
tithe	t iː ð ə
tithe	t iː ð
tithe	t eː ð ə
tithe	t eː ð
tithe	t øː ð ə
tithe	t øː ð
tithe	t æ i̯ ð ə
tithe	t æ i̯ ð
tithe	t œ u̯ ð ə
tithe	t œ u̯ ð
tithen	t eː ð ə n
tithen	t iː ð ə n
tithere	t iː ð ə r ə
tithere	t iː ð ə r
tithynge	t eː ð i n ɡ ə
tithynge	t eː ð i n ɡ
tithynge	t iː ð i n ɡ ə
tithynge	t iː ð i n ɡ
tiþen	t iː ð ə n
to	t ɔː
to	t aː
to	t oː
to	t u
to	t ɔ
today	t oː d æ i̯
today	t ɔ d æ i̯
tode	t ɔ̝ː d ə
tode	t ɔ̝ː d
tode	t ɑː d ə
tode	t a d ə
tode	t a d
tode	t aː d
tofore	t oː f ɔː r ə
tofore	t oː f ɔː r
tofore	t oː f ɔː r ə n
tofore	t oː f ɔː r n
togedere	t oː ɡ ɛ d ə r ə
togedere	t oː ɡ ɛ d r ə
togedere	t oː ɡ ɛ d ə r
togedere	t oː ɡ i d ə r ə
togedere	t oː ɡ i d r ə
togedere	t oː ɡ i d ə r
togedere	t oː ɡ a d ə r ə
togedere	t oː ɡ a d r ə
togedere	t oː ɡ a d ə r
toilen	t u i̯ l ə n
toilen	t ɔ i̯ l ə n
toiling	t u i̯ l i n ɡ
toiling	t ɔ i̯ l i n ɡ
toilous	t u i̯ l uː s
toilous	t ɔ i̯ l ə s
tolboth	t ɔ l b oː θ
tolboth	t ɔː l b oː θ
toll	t ɔ l
toll	t ɔː l
tollen	t ɔ l ə n
tollen	t ɔ l ə n
toller	t ɔ l ə r ə
toller	t ɔ l ə r
toller	t ɔ l ɛː r ə
toller	t ɔ l ɛː r
tolling	t ɔ l i n ɡ ə
tolling	t ɔ l i n ɡ
tollynge	t ɔ l i n ɡ ə
tollynge	t ɔ l i n ɡ
toln	t ɔ l n ə
toln	t ɔ l n
tolsey	t ɔ l z æ i̯
tombe	t oː m b ə
tombe	t oː m b
tombe	t uː m b ə
tombe	t uː m b
tomben	t oː m b ə n
tomben	t uː m b ə n
tomorwe	t oː m ɔ r w ə
tomorwe	t oː m ɔ r ɔ u̯ ə
tomorwe	t oː m ɔ r ɔ u̯
tomorwe	t oː m ɔ r uː
tomorwe	t oː m ɔ r i u̯ ə
tomorwe	t oː m ɔ r i u̯
tomorwen	t oː m ɔ r w ə n
tomorwen	t oː m ɔ r ɔ u̯ ə n
tomorwen	t oː m ɔ r u n
tomorwen	t oː m ɔ r i u̯ ə n
tomorwen	t oː m oː r n
tomorwen	t oː m ɔ r n
tonder	t u n d ə r
tonge	t u n ɡ ə
tonge	t u n ɡ
tonge	t uː n ɡ ə
tonge	t uː n ɡ
tonge	t ɔ n ɡ ə
tonge	t ɔ n ɡ
tonge	t ɔ̝ː n ɡ ə
tonge	t ɔ̝ː n ɡ
tonge	t a n ɡ ə
tonge	t a n ɡ
tonge	t aː n ɡ ə
tonge	t aː n ɡ
tool	t oː l
top	t ɔ p
top	t ɔː p
toppen	t ɔ p ə n
toppyng	t ɔ p i n ɡ
torche	t ɔ r t ʃ ə
torche	t ɔ r t ʃ
torche	t o r d ʒ ə
torche	t o r d ʒ
tord	t ɔ r d
tord	t u r d
tord	t oː r d
tort	t ɔ r t
toschaken	t oː ʃ aː k ə n
toschaken	t oː ʃ a k ə n
toscheden	t oː ʃ ɛː d ə n
toscheden	t ɔ ʃ ɛː d ə n
tosen	t ɔː z ə n
tost	t ɔː s t
tosten	t ɔː s t ə n
toth	t oː θ
tothen	t oː θ ə n
tothles	t oː θ l ɛ̝ː s
tothles	t oː θ l ɛ s
touchen	t u t͡ʃ ə n
toun	t uː n
tour	t uː r
tow	t ɔ u̯
towardes	t ɔ w a r d ə s
towardes	t oː w a r d ə s
towayle	t uː æ i̯ l ə
towayle	t uː æ i̯ l
towayle	t uː ɛ l ə
towayle	t uː ɛ l
towayle	t w æ i̯ l ə
towayle	t w æ i̯ l
toyle	t u i̯ l ə
toyle	t u i̯ l
toyle	t ɔ i̯ l ə
toyle	t ɔ i̯ l
trace	t r aː s ə
trace	t r aː s
