A	a
ześwirować	z ɛ ɕ f i r ɔ v a t͡ɕ
zeźlić	z ɛ ʑ l i t͡ɕ
zeżreć	z ɛ ʐ r ɛ t͡ɕ
zgadać	z ɡ a d a t͡ɕ
zgadnij	z ɡ a d ɲ i j
zgadnąć	z ɡ a d n ɔ ɲ t͡ɕ
zgadnę	z ɡ a d n ɛ
zgadnę	z ɡ a d n ɛ w̃
zgadywanka	z ɡ a d ɘ v a n k a
zgadywać	z ɡ a d ɘ v a t͡ɕ
zgadza	z ɡ a d͡z a
zgadzam	z ɡ a d͡z a m
zgadzać	z ɡ a d͡z a t͡ɕ
zgadze	z ɡ a d͡z ɛ
zgadły	z ɡ a d w ɘ
zgaga	z ɡ a ɡ a
zgagą	z ɡ a ɡ ɔ w̃
zgania	z ɡ a ɲ a
zganiać	z ɡ a ɲ a t͡ɕ
zganić	z ɡ a ɲ i t͡ɕ
zgapiać	z ɡ a p j a t͡ɕ
zgapić	z ɡ a p i t͡ɕ
zgar	z ɡ a r
zgarbić	z ɡ a r b i t͡ɕ
zgarniać	z ɡ a r ɲ a t͡ɕ
zgarnij	z ɡ a r ɲ i j
zgarną	z ɡ a r n ɔ w̃
zgarnąć	z ɡ a r n ɔ ɲ t͡ɕ
zgarnę	z ɡ a r n ɛ
zgarnę	z ɡ a r n ɛ w̃
zgartywać	z ɡ a r t ɘ v a t͡ɕ
zgasić	z ɡ a ɕ i t͡ɕ
zgasnąć	z ɡ a s n ɔ ɲ t͡ɕ
zgaszenie	z ɡ a ʂ ɛ ɲ ɛ
zgaszony	z ɡ a ʂ ɔ n ɘ
zgasły	z ɡ a s w ɘ
zgaś	z ɡ a ɕ
zgermanizować	z ɡ ɛ r m a ɲ i z ɔ v a t͡ɕ
zgierski	z ɡ j ɛ r s k i
zgiełk	z ɡ j ɛ w k
zgiełki	z ɡ j ɛ w k i
zgiełkliwy	z ɡ j ɛ w k l i v ɘ
zgilotynować	z ɡ i l ɔ t ɘ n ɔ v a t͡ɕ
zginacz	z ɡ i n a t͡ʂ
zginam	z ɡ i n a m
zginanie	z ɡ i n a ɲ ɛ
zginać	z ɡ i n a t͡ɕ
zginie	z ɡ i ɲ ɛ
zginiecie	z ɡ i ɲ ɛ t͡ɕ ɛ
zginiemy	z ɡ i ɲ ɛ m ɘ
zginiesz	z ɡ i ɲ ɛ ʂ
zginięcie	z ɡ i ɲ ɛ ɲ t͡ɕ ɛ
zginą	z ɡ i n ɔ w̃
zginąwszy	z ɡ i n ɔ w̃ f ʂ ɘ
zginąć	z ɡ i n ɔ ɲ t͡ɕ
zginął	z ɡ i n ɔ w
zginąłem	z ɡ i n ɔ w ɛ m
zginąłeś	z ɡ i n ɔ w ɛ ɕ
zginę	z ɡ i n ɛ
zginę	z ɡ i n ɛ w̃
zginęli	z ɡ i n ɛ l i
zginęliście	z ɡ i n ɛ l i ɕ t͡ɕ ɛ
zginęliśmy	z ɡ i n ɛ l i ɕ m ɘ
zginęła	z ɡ i n ɛ w a
zginęłam	z ɡ i n ɛ w a m
zginęłaś	z ɡ i n ɛ w a ɕ
zginęło	z ɡ i n ɛ w ɔ
zginęły	z ɡ i n ɛ w ɘ
zginęłyście	z ɡ i n ɛ w ɘ ɕ t͡ɕ ɛ
zginęłyśmy	z ɡ i n ɛ w ɘ ɕ m ɘ
zgiąć	z ɡ j ɔ ɲ t͡ɕ
zgięcie	z ɡ j ɛ ɲ t͡ɕ ɛ
zgiętolist	z ɡ j ɛ n t ɔ l i s t
zgięty	z ɡ j ɛ n t ɘ
zgiń	z ɡ i ɲ
zgińcie	z ɡ i ɲ t͡ɕ ɛ
zgińmy	z ɡ i ɲ m ɘ
zgliszcze	z ɡ l i ʂ t͡ʂ ɛ
zgliwieć	z ɡ l i v j ɛ t͡ɕ
zgniatacz	z ɡ ɲ a t a t͡ʂ
zgniatanie	z ɡ ɲ a t a ɲ ɛ
zgniatać	z ɡ ɲ a t a t͡ɕ
zgniecenie	z ɡ ɲ ɛ t͡s ɛ ɲ ɛ
zgnieść	z ɡ ɲ ɛ ɕ t͡ɕ
zgnij	z ɡ ɲ i j
zgnilec	z ɡ ɲ i l ɛ t͡s
zgnili	z ɡ ɲ i l i
zgnilizna	z ɡ ɲ i l i z n a
zgnilizną	z ɡ ɲ i l i z n ɔ w̃
zgniot	z ɡ ɲ ɔ t
zgnity	z ɡ ɲ i t ɘ
zgnić	z ɡ ɲ i t͡ɕ
zgniłek	z ɡ ɲ i w ɛ k
zgniły	z ɡ ɲ i w ɘ
zgnoić	z ɡ n ɔ i t͡ɕ
zgnojenie	z ɡ n ɔ j ɛ ɲ ɛ
zgnuśnienie	z ɡ n u ɕ ɲ ɛ ɲ ɛ
zgnuśnieć	z ɡ n u ɕ ɲ ɛ t͡ɕ
zgnębienie	z ɡ n ɛ m b j ɛ ɲ ɛ
zgnębiony	z ɡ n ɛ m b j ɔ n ɘ
zgnębić	z ɡ n ɛ m b i t͡ɕ
zgoda	z ɡ ɔ d a
zgodne	z ɡ ɔ d n ɛ
zgodnie	z ɡ ɔ d ɲ ɛ
zgodność	z ɡ ɔ d n ɔ ɕ t͡ɕ
zgodny	z ɡ ɔ d n ɘ
zgodo	z ɡ ɔ d ɔ
zgody	z ɡ ɔ d ɘ
zgodzie	z ɡ ɔ d͡ʑ ɛ
zgodzić	z ɡ ɔ d͡ʑ i t͡ɕ
zgodził	z ɡ ɔ d͡ʑ i w
zgodą	z ɡ ɔ d ɔ w̃
zgodę	z ɡ ɔ d ɛ
zgodę	z ɡ ɔ d ɛ w̃
zgojenie	z ɡ ɔ j ɛ ɲ ɛ
zgol	z ɡ ɔ l
zgon	z ɡ ɔ n
zgoni	z ɡ ɔ ɲ i
zgonie	z ɡ ɔ ɲ ɛ
zgonić	z ɡ ɔ ɲ i t͡ɕ
zgonię	z ɡ ɔ ɲ ɛ
zgonię	z ɡ ɔ ɲ ɛ w̃
zgonnik	z ɡ ɔ n ɲ i k
zgorszyć	z ɡ ɔ r ʂ ɘ t͡ɕ
zgorzały	z ɡ ɔ ʐ a w ɘ
zgorzeje	z ɡ ɔ ʐ ɛ j ɛ
zgorzel	z ɡ ɔ ʐ ɛ l
zgorzeleccy	z ɡ ɔ ʐ ɛ l ɛ t͡s t͡s ɘ
zgorzelecka	z ɡ ɔ ʐ ɛ l ɛ t͡s k a
zgorzelecki	z ɡ ɔ ʐ ɛ l ɛ t͡s k i
zgorzeleckich	z ɡ ɔ ʐ ɛ l ɛ t͡s k i x
zgorzeleckie	z ɡ ɔ ʐ ɛ l ɛ t͡s k j ɛ
zgorzeleckiego	z ɡ ɔ ʐ ɛ l ɛ t͡s k j ɛ ɡ ɔ
zgorzeleckiej	z ɡ ɔ ʐ ɛ l ɛ t͡s k j ɛ j
zgorzeleckiemu	z ɡ ɔ ʐ ɛ l ɛ t͡s k j ɛ m u
zgorzeleckim	z ɡ ɔ ʐ ɛ l ɛ t͡s k i m
zgorzeleckimi	z ɡ ɔ ʐ ɛ l ɛ t͡s k i m i
zgorzelecku	z ɡ ɔ ʐ ɛ l ɛ t͡s k u
zgorzelecką	z ɡ ɔ ʐ ɛ l ɛ t͡s k ɔ w̃
zgorzelina	z ɡ ɔ ʐ ɛ l i n a
zgorzenie	z ɡ ɔ ʐ ɛ ɲ ɛ
zgorzeć	z ɡ ɔ ʐ ɛ t͡ɕ
zgorzkniałość	z ɡ ɔ ʂ k ɲ a w ɔ ɕ t͡ɕ
zgorzkniały	z ɡ ɔ ʂ k ɲ a w ɘ
zgorzknieć	z ɡ ɔ ʂ k ɲ ɛ t͡ɕ
zgotować	z ɡ ɔ t ɔ v a t͡ɕ
zgoła	z ɡ ɔ w a
zgoń	z ɡ ɔ ɲ
zgra	z ɡ r a
zgrab	z ɡ r a p
zgrabianie	z ɡ r a b j a ɲ ɛ
zgrabiarka	z ɡ r a b j a r k a
zgrabiać	z ɡ r a b j a t͡ɕ
zgrabienie	z ɡ r a b j ɛ ɲ ɛ
zgrabieć	z ɡ r a b j ɛ t͡ɕ
zgrabić	z ɡ r a b i t͡ɕ
zgrabna	z ɡ r a b n a
zgrabnego	z ɡ r a b n ɛ ɡ ɔ
zgrabnemu	z ɡ r a b n ɛ m u
zgrabnie	z ɡ r a b ɲ ɛ
zgrabniej	z ɡ r a b ɲ ɛ j
zgrabniejszy	z ɡ r a b ɲ ɛ j ʂ ɘ
zgrabniutki	z ɡ r a b ɲ u t k i
zgrabność	z ɡ r a b n ɔ ɕ t͡ɕ
zgrabny	z ɡ r a b n ɘ
zgrabnym	z ɡ r a b n ɘ m
zgraj	z ɡ r a j
zgraja	z ɡ r a j a
zgrają	z ɡ r a j ɔ w̃
zgranie	z ɡ r a ɲ ɛ
zgrany	z ɡ r a n ɘ
zgrać	z ɡ r a t͡ɕ
zgred	z ɡ r ɛ t
zgromadzanie	z ɡ r ɔ m a d͡z a ɲ ɛ
zgromadzać	z ɡ r ɔ m a d͡z a t͡ɕ
zgromadzenie	z ɡ r ɔ m a d͡z ɛ ɲ ɛ
zgromadzić	z ɡ r ɔ m a d͡ʑ i t͡ɕ
zgromić	z ɡ r ɔ m i t͡ɕ
zgroza	z ɡ r ɔ z a
zgrozą	z ɡ r ɔ z ɔ w̃
zgrubiać	z ɡ r u b j a t͡ɕ
zgrubienia	z ɡ r u b j ɛ ɲ a
zgrubieniach	z ɡ r u b j ɛ ɲ a x
zgrubieniami	z ɡ r u b j ɛ ɲ a m i
zgrubienie	z ɡ r u b j ɛ ɲ ɛ
zgrubieniem	z ɡ r u b j ɛ ɲ ɛ m
zgrubieniom	z ɡ r u b j ɛ ɲ ɔ m
zgrubieniu	z ɡ r u b j ɛ ɲ u
zgrubieć	z ɡ r u b j ɛ t͡ɕ
zgrubień	z ɡ r u b j ɛ ɲ
zgrubić	z ɡ r u b i t͡ɕ
zgrubny	z ɡ r u b n ɘ
zgruchotać	z ɡ r u x ɔ t a t͡ɕ
zgrupowanie	z ɡ r u p ɔ v a ɲ ɛ
zgrywać	z ɡ r ɘ v a t͡ɕ
zgrywus	z ɡ r ɘ v u s
zgrywuska	z ɡ r ɘ v u s k a
zgrywuską	z ɡ r ɘ v u s k ɔ w̃
zgryz	z ɡ r ɘ s
zgryzać	z ɡ r ɘ z a t͡ɕ
zgryzienie	z ɡ r ɘ ʑ ɛ ɲ ɛ
zgryzota	z ɡ r ɘ z ɔ t a
zgryzotą	z ɡ r ɘ z ɔ t ɔ w̃
zgryź	z ɡ r ɘ ɕ
zgryźliwie	z ɡ r ɘ ʑ l i v j ɛ
zgryźliwość	z ɡ r ɘ ʑ l i v ɔ ɕ t͡ɕ
zgryźliwy	z ɡ r ɘ ʑ l i v ɘ
zgryźć	z ɡ r ɘ ɕ t͡ɕ
zgrzać	z ɡ ʐ a t͡ɕ
zgrzebeł	z ɡ ʐ ɛ b ɛ w
zgrzeblenie	z ɡ ʐ ɛ b l ɛ ɲ ɛ
zgrzebny	z ɡ ʐ ɛ b n ɘ
zgrzebło	z ɡ ʐ ɛ b w ɔ
zgrzej	z ɡ ʐ ɛ j
zgrzeszyć	z ɡ ʐ ɛ ʂ ɘ t͡ɕ
zgrzewać	z ɡ ʐ ɛ v a t͡ɕ
zgrzewka	z ɡ ʐ ɛ f k a
zgrzewką	z ɡ ʐ ɛ f k ɔ w̃
zgrzybiały	z ɡ ʐ ɘ b j a w ɘ
zgrzybieć	z ɡ ʐ ɘ b j ɛ t͡ɕ
zgrzyt	z ɡ ʐ ɘ t
zgrzytanie	z ɡ ʐ ɘ t a ɲ ɛ
zgrzytać	z ɡ ʐ ɘ t a t͡ɕ
zgrzytnięcie	z ɡ ʐ ɘ t ɲ ɛ ɲ t͡ɕ ɛ
zgrzytnąć	z ɡ ʐ ɘ t n ɔ ɲ t͡ɕ
zgub	z ɡ u p
zguba	z ɡ u b a
zgubie	z ɡ u b j ɛ
zgubienie	z ɡ u b j ɛ ɲ ɛ
zgubić	z ɡ u b i t͡ɕ
zgubię	z ɡ u b j ɛ
zgubię	z ɡ u b j ɛ w̃
zgubiłem	z ɡ u b i w ɛ m
zgubnie	z ɡ u b ɲ ɛ
zgubny	z ɡ u b n ɘ
zgubo	z ɡ u b ɔ
zguby	z ɡ u b ɘ
zgubą	z ɡ u b ɔ w̃
zgubę	z ɡ u b ɛ
zgubę	z ɡ u b ɛ w̃
zgwałcenie	z ɡ v a w t͡s ɛ ɲ ɛ
zgwałcić	z ɡ v a w t͡ɕ i t͡ɕ
zgój	z ɡ u j
zgól	z ɡ u l
zgęstnieć	z ɡ ɛ n s t ɲ ɛ t͡ɕ
zgęstnieć	z ɡ ɛ w̃ s t ɲ ɛ t͡ɕ
zgęścieć	z ɡ ɛ w̃ ɕ t͡ɕ ɛ t͡ɕ
zgęścieć	z ɡ ɛ ɲ ɕ t͡ɕ ɛ t͡ɕ
zgładzanie	z ɡ w a d͡z a ɲ ɛ
zgładzać	z ɡ w a d͡z a t͡ɕ
zgładzenie	z ɡ w a d͡z ɛ ɲ ɛ
zgładzić	z ɡ w a d͡ʑ i t͡ɕ
zgłaszanie	z ɡ w a ʂ a ɲ ɛ
zgłaszać	z ɡ w a ʂ a t͡ɕ
zgłoba	z ɡ w ɔ b a
zgłodniały	z ɡ w ɔ d ɲ a w ɘ
zgłodnieć	z ɡ w ɔ d ɲ ɛ t͡ɕ
zgłosić	z ɡ w ɔ ɕ i t͡ɕ
zgłoska	z ɡ w ɔ s k a
zgłoskotwórczy	z ɡ w ɔ s k ɔ t f u r t͡ʂ ɘ
zgłoskowy	z ɡ w ɔ s k ɔ v ɘ
zgłoszenie	z ɡ w ɔ ʂ ɛ ɲ ɛ
zgłoszeniowy	z ɡ w ɔ ʂ ɛ ɲ ɔ v ɘ
zgłoś	z ɡ w ɔ ɕ
zgłupieć	z ɡ w u p j ɛ t͡ɕ
zgłębianie	z ɡ w ɛ m b j a ɲ ɛ
zgłębiać	z ɡ w ɛ m b j a t͡ɕ
zgłębienie	z ɡ w ɛ m b j ɛ ɲ ɛ
zgłębić	z ɡ w ɛ m b i t͡ɕ
zhakować	s x a k ɔ v a t͡ɕ
zhandlować	s x a n d l ɔ v a t͡ɕ
zhardzieć	s x a r d͡ʑ ɛ t͡ɕ
zharmonizować	s x a r m ɔ ɲ i z ɔ v a t͡ɕ
zhańbienie	s x a ɲ b j ɛ ɲ ɛ
zhańbić	s x a ɲ b i t͡ɕ
zhejtować	s x ɛ j t ɔ v a t͡ɕ
zhermetyzować	s x ɛ r m ɛ t ɘ z ɔ v a t͡ɕ
zhołdować	s x ɔ w d ɔ v a t͡ɕ
zhumanizować	s x u m a ɲ i z ɔ v a t͡ɕ
ziaj	ʑ a j
ziajać	ʑ a j a t͡ɕ
ziaje	ʑ a j ɛ
ziają	ʑ a j ɔ w̃
ziaję	ʑ a j ɛ
ziaję	ʑ a j ɛ w̃
ziali	ʑ a l i
zianie	ʑ a ɲ ɛ
ziano	ʑ a n ɔ
ziaren	ʑ a r ɛ n
ziarenko	ʑ a r ɛ ŋ k ɔ
ziarenkowiec	ʑ a r ɛ ŋ k ɔ v j ɛ t͡s
ziarn	ʑ a r n
ziarna	ʑ a r n a
ziarniak	ʑ a r ɲ a k
ziarnica	ʑ a r ɲ i t͡s a
ziarnina	ʑ a r ɲ i n a
ziarniniak	ʑ a r ɲ i ɲ a k
ziarnisty	ʑ a r ɲ i s t ɘ
ziarnko	ʑ a r ŋ k ɔ
ziarno	ʑ a r n ɔ
ziarnojad	ʑ a r n ɔ j a t
ziarnojadek	ʑ a r n ɔ j a d ɛ k
ziarnojady	ʑ a r n ɔ j a d ɘ
ziarnopłon	ʑ a r n ɔ p w ɔ n
ziarnożerny	ʑ a r n ɔ ʐ ɛ r n ɘ
ziarnu	ʑ a r n u
ziarnówka	ʑ a r n u f k a
ziać	ʑ a t͡ɕ
ział	ʑ a w
ziała	ʑ a w a
ziałam	ʑ a w a m
ziałaś	ʑ a w a ɕ
ziałem	ʑ a w ɛ m
ziałeś	ʑ a w ɛ ɕ
ziało	ʑ a w ɔ
ziały	ʑ a w ɘ
zidentyfikować	z i d ɛ n t ɘ f i k ɔ v a t͡ɕ
zidiocieć	z i d j ɔ t͡ɕ ɛ t͡ɕ
ziej	ʑ ɛ j
zieje	ʑ ɛ j ɛ
zieją	ʑ ɛ j ɔ w̃
zieję	ʑ ɛ j ɛ
zieję	ʑ ɛ j ɛ w̃
ziela	ʑ ɛ l a
zielak	ʑ ɛ l a k
zielarka	ʑ ɛ l a r k a
zielarką	ʑ ɛ l a r k ɔ w̃
zielarz	ʑ ɛ l a ʂ
ziele	ʑ ɛ l ɛ
zielem	ʑ ɛ l ɛ m
zieleni	ʑ ɛ l ɛ ɲ i
zieleniaczek	ʑ ɛ l ɛ ɲ a t͡ʂ ɛ k
zieleniak	ʑ ɛ l ɛ ɲ a k
zielenica	ʑ ɛ l ɛ ɲ i t͡s a
zielenice	ʑ ɛ l ɛ ɲ i t͡s ɛ
zielenienie	ʑ ɛ l ɛ ɲ ɛ ɲ ɛ
zielenieć	ʑ ɛ l ɛ ɲ ɛ t͡ɕ
zielenina	ʑ ɛ l ɛ ɲ i n a
zieleninka	ʑ ɛ l ɛ ɲ i n k a
zieleniutki	ʑ ɛ l ɛ ɲ u t k i
zielenizna	ʑ ɛ l ɛ ɲ i z n a
zielenić	ʑ ɛ l ɛ ɲ i t͡ɕ
zieleń	ʑ ɛ l ɛ ɲ
zieleńszego	ʑ ɛ l ɛ ɲ ʂ ɛ ɡ ɔ
zieleńszy	ʑ ɛ l ɛ ɲ ʂ ɘ
zieli	ʑ ɛ l i
zielna	ʑ ɛ l n a
zielne	ʑ ɛ l n ɛ
zielnik	ʑ ɛ l ɲ i k
zielnika	ʑ ɛ l ɲ i k a
zielniku	ʑ ɛ l ɲ i k u
zielny	ʑ ɛ l n ɘ
zielną	ʑ ɛ l n ɔ w̃
zielona	ʑ ɛ l ɔ n a
zielonawe	ʑ ɛ l ɔ n a v ɛ
zielonawy	ʑ ɛ l ɔ n a v ɘ
zielone	ʑ ɛ l ɔ n ɛ
zielonego	ʑ ɛ l ɔ n ɛ ɡ ɔ
zielonej	ʑ ɛ l ɔ n ɛ j
zielonemu	ʑ ɛ l ɔ n ɛ m u
zieloni	ʑ ɛ l ɔ ɲ i
zieloniutki	ʑ ɛ l ɔ ɲ u t k i
zielonka	ʑ ɛ l ɔ n k a
zielonkawego	ʑ ɛ l ɔ ŋ k a v ɛ ɡ ɔ
zielonkawej	ʑ ɛ l ɔ ŋ k a v ɛ j
zielonkawemu	ʑ ɛ l ɔ ŋ k a v ɛ m u
zielonkawi	ʑ ɛ l ɔ ŋ k a v i
zielonkawy	ʑ ɛ l ɔ ŋ k a v ɘ
zielonkawych	ʑ ɛ l ɔ ŋ k a v ɘ x
zielonkawym	ʑ ɛ l ɔ ŋ k a v ɘ m
zielonkawymi	ʑ ɛ l ɔ ŋ k a v ɘ m i
zielonką	ʑ ɛ l ɔ ŋ k ɔ w̃
zielono	ʑ ɛ l ɔ n ɔ
zielonogórski	ʑ ɛ l ɔ n ɔ ɡ u r s k i
zielonooki	ʑ ɛ l ɔ n ɔ ɔ k i
zielonoświątkowiec	ʑ ɛ l ɔ n ɔ ɕ f j ɔ n t k ɔ v j ɛ t͡s
zielonoświątkowy	ʑ ɛ l ɔ n ɔ ɕ f j ɔ n t k ɔ v ɘ
zielony	ʑ ɛ l ɔ n ɘ
zielonych	ʑ ɛ l ɔ n ɘ x
zielonym	ʑ ɛ l ɔ n ɘ m
zielonymi	ʑ ɛ l ɔ n ɘ m i
zieloną	ʑ ɛ l ɔ n ɔ w̃
zielsko	ʑ ɛ l s k ɔ
zielu	ʑ ɛ l u
ziem	ʑ ɛ m
ziemi	ʑ ɛ m i
ziemia	ʑ e m j a
ziemia	ʑ ɛ m j a
ziemiach	ʑ ɛ m j a x
ziemiami	ʑ ɛ m j a m i
ziemianin	ʑ ɛ m j a ɲ i n
ziemianka	ʑ ɛ m j a n k a
ziemianką	ʑ ɛ m j a ŋ k ɔ w̃
ziemiany	ʑ ɛ m j a n ɨ
ziemie	ʑ ɛ m j ɛ
ziemio	ʑ ɛ m j ɔ
ziemiokrąg	ʑ ɛ m j ɔ k r ɔ ŋ k
ziemiom	ʑ ɛ m j ɔ m
ziemiopis	ʑ ɛ m j ɔ p i s
ziemisty	ʑ ɛ m i s t ɘ
ziemiórka	ʑ ɛ m j u r k a
ziemią	ʑ ɛ m j ɔ w̃
ziemię	ʑ ɛ m j ɛ
ziemię	ʑ ɛ m j ɛ w̃
ziemniaczany	ʑ ɛ m ɲ a t͡ʂ a n ɘ
ziemniaczek	ʑ ɛ m ɲ a t͡ʂ ɛ k
ziemniak	ʑ ɛ m ɲ a k
ziemniaki	ʑ ɛ m ɲ a k i
ziemnokraska	ʑ ɛ m n ɔ k r a s k a
ziemny	ʑ ɛ m n ɘ
ziemski	ʑ ɛ m s k i
ziet	ʑ ɛ t
ziew	ʑ ɛ f
ziewa	ʑ ɛ v a
ziewacie	ʑ ɛ v a t͡ɕ ɛ
ziewacz	ʑ ɛ v a t͡ʂ
ziewaczka	ʑ ɛ v a t͡ʂ k a
ziewaj	ʑ ɛ v a j
ziewajcie	ʑ ɛ v a j t͡ɕ ɛ
ziewajmy	ʑ ɛ v a j m ɘ
ziewają	ʑ ɛ v a j ɔ w̃
ziewając	ʑ ɛ v a j ɔ n t͡s
ziewająca	ʑ ɛ v a j ɔ n t͡s a
ziewające	ʑ ɛ v a j ɔ n t͡s ɛ
ziewający	ʑ ɛ v a j ɔ n t͡s ɘ
ziewali	ʑ ɛ v a l i
ziewaliby	ʑ ɛ v a l i b ɘ
ziewalibyście	ʑ ɛ v a l i b ɘ ɕ t͡ɕ ɛ
ziewalibyśmy	ʑ ɛ v a l i b ɘ ɕ m ɘ
ziewaliście	ʑ ɛ v a l i ɕ t͡ɕ ɛ
ziewaliśmy	ʑ ɛ v a l i ɕ m ɘ
ziewam	ʑ ɛ v a m
ziewamy	ʑ ɛ v a m ɘ
ziewanie	ʑ ɛ v a ɲ ɛ
ziewano	ʑ ɛ v a n ɔ
ziewasz	ʑ ɛ v a ʂ
ziewać	ʑ ɛ v a t͡ɕ
ziewał	ʑ ɛ v a w
ziewała	ʑ ɛ v a w a
ziewałaby	ʑ ɛ v a w a b ɘ
ziewałabym	ʑ ɛ v a w a b ɘ m
ziewałabyś	ʑ ɛ v a w a b ɘ ɕ
ziewałam	ʑ ɛ v a w a m
ziewałaś	ʑ ɛ v a w a ɕ
ziewałby	ʑ ɛ v a w b ɘ
ziewałbym	ʑ ɛ v a w b ɘ m
ziewałbyś	ʑ ɛ v a w b ɘ ɕ
ziewałem	ʑ ɛ v a w ɛ m
ziewałeś	ʑ ɛ v a w ɛ ɕ
ziewało	ʑ ɛ v a w ɔ
ziewałoby	ʑ ɛ v a w ɔ b ɘ
ziewały	ʑ ɛ v a w ɘ
ziewałyby	ʑ ɛ v a w ɘ b ɘ
ziewałybyście	ʑ ɛ v a w ɘ b ɘ ɕ t͡ɕ ɛ
ziewałybyśmy	ʑ ɛ v a w ɘ b ɘ ɕ m ɘ
ziewałyście	ʑ ɛ v a w ɘ ɕ t͡ɕ ɛ
ziewałyśmy	ʑ ɛ v a w ɘ ɕ m ɘ
ziewnięcie	ʑ ɛ v ɲ ɛ ɲ t͡ɕ ɛ
ziewnąć	ʑ ɛ v n ɔ ɲ t͡ɕ
ziewota	ʑ ɛ v ɔ t a
zignorować	z i ɡ n ɔ r ɔ v a t͡ɕ
zilustrować	z i l u s t r ɔ v a t͡ɕ
zim	ʑ i m
zima	ʑ i m a
zimach	ʑ i m a x
zimami	ʑ i m a m i
zimbabwejski	ʑ i m b a b v ɛ j s k i
zimbabweński	ʑ i m b a b v ɛ ɲ s k i
zimie	ʑ i m j ɛ
zimitować	z i m i t ɔ v a t͡ɕ
zimna	ʑ i m n a
zimne	ʑ i m n ɛ
zimnego	ʑ i m n ɛ ɡ ɔ
zimnej	ʑ i m n ɛ j
zimnem	ʑ i m n ɛ m
zimnemu	ʑ i m n ɛ m u
zimni	ʑ i m ɲ i
zimnica	ʑ i m ɲ i t͡s a
zimnice	ʑ i m ɲ i t͡s ɛ
zimnicą	ʑ i m ɲ i t͡s ɔ w̃
zimnie	ʑ i m ɲ ɛ
zimniej	ʑ i m ɲ ɛ j
zimniejszego	ʑ i m ɲ ɛ j ʂ ɛ ɡ ɔ
zimniejszy	ʑ i m ɲ ɛ j ʂ ɘ
zimno	ʑ i m n ɔ
zimnokrwisty	ʑ i m n ɔ k r f i s t ɘ
zimnolubny	ʑ i m n ɔ l u b n ɘ
zimnowojenny	ʑ i m n ɔ v ɔ j ɛ n n ɘ
zimnu	ʑ i m n u
zimny	ʑ i m n ɘ
zimnych	ʑ i m n ɘ x
zimnym	ʑ i m n ɘ m
zimnymi	ʑ i m n ɘ m i
zimną	ʑ i m n ɔ w̃
zimo	ʑ i m ɔ
zimom	ʑ i m ɔ m
zimorodek	ʑ i m ɔ r ɔ d ɛ k
zimowa	ʑ i m ɔ v a
zimowanie	ʑ i m ɔ v a ɲ ɛ
zimować	ʑ i m ɔ v a t͡ɕ
zimowego	ʑ i m ɔ v ɛ ɡ ɔ
zimowej	ʑ i m ɔ v ɛ j
zimowemu	ʑ i m ɔ v ɛ m u
zimowi	ʑ i m ɔ v i
zimowisko	ʑ i m ɔ v i s k ɔ
zimowit	ʑ i m ɔ v i t
zimowlina	ʑ i m ɔ v l i n a
zimowo	ʑ i m ɔ v ɔ
zimowy	ʑ i m ɔ v ɘ
zimowych	ʑ i m ɔ v ɘ x
zimowym	ʑ i m ɔ v ɘ m
zimowymi	ʑ i m ɔ v ɘ m i
zimową	ʑ i m ɔ v ɔ w̃
zimozielony	ʑ i m ɔ ʑ ɛ l ɔ n ɘ
zimoziół	ʑ i m ɔ ʑ u w
zimy	ʑ i m ɘ
zimówka	ʑ i m u f k a
zimą	ʑ i m ɔ w̃
zimę	ʑ i m ɛ
zimę	ʑ i m ɛ w̃
zindoktrynować	z i n d ɔ k t r ɘ n ɔ v a t͡ɕ
zindustrializować	z i n d u s t r j a l i z ɔ v a t͡ɕ
zinfiltrować	z i n f i l t r ɔ v a t͡ɕ
zintegrować	z i n t ɛ ɡ r ɔ v a t͡ɕ
zintelektualizować	ʑ i n t ɛ l ɛ k t u a l i z ɔ v a t͡ɕ
zintensyfikować	z i n t ɛ n s ɘ f i k ɔ v a t͡ɕ
zinternalizować	z i n t ɛ r n a l i z ɔ v a t͡ɕ
zinterpretować	z i n t ɛ r p r ɛ t ɔ v a t͡ɕ
ziole	ʑ ɔ l ɛ
ziom	ʑ ɔ m
ziomal	ʑ ɔ m a l
ziomek	ʑ ɔ m ɛ k
ziomka	ʑ ɔ m k a
ziomkach	ʑ ɔ m k a x
ziomkami	ʑ ɔ m k a m i
ziomki	ʑ ɔ m k i
ziomkiem	ʑ ɔ m k j ɛ m
ziomkom	ʑ ɔ m k ɔ m
ziomkostwo	ʑ ɔ m k ɔ s t f ɔ
ziomkowi	ʑ ɔ m k ɔ v i
ziomkowie	ʑ ɔ m k ɔ v j ɛ
ziomkowski	ʑ ɔ m k ɔ f s k i
ziomku	ʑ ɔ m k u
ziomków	ʑ ɔ m k u f
zionie	ʑ ɔ ɲ ɛ
zioniecie	ʑ ɔ ɲ ɛ t͡ɕ ɛ
zionięcie	ʑ ɔ ɲ ɛ ɲ t͡ɕ ɛ
zioną	ʑ ɔ n ɔ w̃
zionąć	ʑ ɔ n ɔ ɲ t͡ɕ
zionę	ʑ ɔ n ɛ
zionę	ʑ ɔ n ɛ w̃
zioła	ʑ ɔ w a
ziołach	ʑ ɔ w a x
ziołami	ʑ ɔ w a m i
ziołem	ʑ ɔ w ɛ m
