'day	d̪ a ɪ̯
tabugi	t̪ ɐ b ʊ ɣ ɪ ʔ
tabugian	t̪ ɐ b ʊ ɣ ɪ ʔ a n̪
tabunan	t̪ ɐ b uː n̪ ɐ n̪
taburaw	t̪ ɐ b ʊ ɾ a ʊ̯
taburete	t̪ ɐ b ʊ ɾ ɛː t̪ ɛ
tadhana	t̪ ɐ d̪ h aː n̪ ɐ ʔ
tadhana	t̪ ɐ d̪ h ɐ n̪ a ʔ
tadlong	t̪ ɐ d̪ l̪ o ŋ
tadtad	t̪ ɐ d̪ t̪ a d̪̚
tadyak	t̪ ɐ d d͡ʒ a k̚
tadyak	t̪ ɐ d̪ j a k̚
tadyang	t̪ ɐ d d͡ʒ a ŋ
tadyang	t̪ ɐ d̪ j a ŋ
tae	t̪ aː ʔ ɛ
tae	t̪ ɐ ʔ ɛ
taeb	t̪ aː ʔ ɛ b̚
taena	t̪ aː ʔ ɛ n̪ a
taga	t̪ ɐ ɣ a ʔ
tagaangkat	t̪ ɐ ɣ ɐ ʔ ɐ ŋ k a t̪̚
tagababa	t̪ ɐ ɣ ɐ b ɐ b a ʔ
tagabantay	t̪ ɐ ɣ ɐ b ɐ n̪ t̪ a ɪ̯
tagabas	t̪ ɐ ɣ aː b ɐ s
tagabasa	t̪ ɐ ɣ ɐ b aː s ɐ
tagabukid	t̪ ɐ ɣ ɐ b uː x ɪ d̪̚
tagagamit	t̪ ɐ ɣ ɐ ɣ aː m ɪ t̪̚
tagahanga	t̪ ɐ ɣ ɐ h aː ŋ ɐ ʔ
tagahugas	t̪ ɐ ɣ ɐ h uː ɣ ɐ s
tagaigib	t̪ ɐ ɣ ɐ ʔ ɪ ɣ ɪ b̚
tagain	t̪ ɐ ɣ ɐ ʔ ɪ n̪
tagak	t̪ ɐ ɣ a k̚
tagaktak	t̪ ɐ ɣ ɐ k t̪ a k̚
tagal	t̪ ɐ ɣ a l
tagalinang	t̪ ɐ ɣ ɐ l ɪ n̪ a ŋ
tagalinis	t̪ ɐ ɣ ɐ l iː n̪ ɪ s
tagaluto	t̪ ɐ ɣ ɐ l uː t̪ o ʔ
tagamasid	t̪ ɐ ɣ ɐ m ɐ s ɪ d̪̚
tagan	t̪ ɐ ɣ a n̪
tagapaglathala	t̪ ɐ ɣ ɐ p ɐ ɡ l ɐ t̪ h aː l ɐ ʔ
tagapagligtas	t̪ ɐ ɣ ɐ p ɐ ɡ l ɪ ɡ t̪ a s
tagapaglipat	t̪ ɐ ɣ ɐ p ɐ ɡ l iː p ɐ t̪̚
tagapagluto	t̪ ɐ ɣ ɐ p ɐ ɡ l uː t̪ o ʔ
tagapagmana	t̪ ɐ ɣ ɐ p ɐ ɡ m aː n̪ ɐ
tagapagsagawa	t̪ ɐ ɣ ɐ p a ɡ s ɐ ɣ ɐ w a ʔ
tagapagsaliksik	t̪ ɐ ɣ ɐ p ɐ ɡ s ɐ l ɪ k s ɪ k̚
tagapagsalin	t̪ ɐ ɣ ɐ p ɐ ɡ s aː l ɪ n̪
tagapagsalita	t̪ ɐ ɣ ɐ p ɐ ɡ s ɐ l ɪ t̪ a ʔ
tagapagturo	t̪ ɐ ɣ ɐ p ɐ ɡ t̪ uː ɾ o ʔ
tagapakinig	t̪ ɐ ɣ ɐ p ɐ x ɪ n̪ ɪ ɡ̚
tagapamagitan	t̪ ɐ ɣ ɐ p ɐ m ɐ ɣ iː t̪ ɐ n̪
tagapamahala	t̪ ɐ ɣ ɐ p ɐ m ɐ h aː l ɐ ʔ
tagapamanihala	t̪ ɐ ɣ ɐ p ɐ m ɐ n̪ ɪ h aː l ɐ ʔ
tagapamatnubay	t̪ ɐ ɣ ɐ p ɐ m ɐ t̪ n̪ uː b a ɪ̯
tagapanayam	t̪ ɐ ɣ ɐ p ɐ n̪ aː j ɐ m
tagapanayam	t̪ ɐ ɣ ɐ p ɐ n̪ ɐ j a m
tagapangasiwa	t̪ ɐ ɣ ɐ p ɐ ŋ ɐ s iː w ɐ ʔ
tagapangulo	t̪ ɐ ɣ ɐ p ɐ ŋ uː l o
tagapayo	t̪ ɐ ɣ ɐ p aː j o
tagarito	t̪ ɐ ɣ ɐ ɾ iː t̪ o
tagariyan	t̪ ɐ ɣ ɐ ɾ j a n̪
tagaroon	t̪ ɐ ɣ ɐ ɾ o ʔ o n̪
tagas	t̪ aː ɣ ɐ s
tagasaan	t̪ ɐ ɣ ɐ s ɐ ʔ a n̪
tagasan	t̪ ɐ ɣ aː s ɐ n̪
tagasan	t̪ ɐ ɣ ɐ s a n̪
tagasaw	t̪ ɐ ɣ ɐ s a ʊ̯
tagasunod	t̪ ɐ ɣ ɐ s ʊ n̪ o d̪̚
tagasuporta	t̪ ɐ ɣ ɐ s ʊ p o ɾ t̪ ɐ
tagatuos	t̪ ɐ ɣ ɐ t̪ ʊ ʔ o s
tagay	t̪ aː ɣ a ɪ̯
tagaytay	t̪ ɐ ɣ a ɪ̯ t̪ a ɪ̯
tagbagyo	t̪ ɐ ɡ b ɐ ɡ j o
tagbik	t̪ ɐ ɡ b ɪ k̚
tagdan	t̪ ɐ ɡ d̪ a n̪
tagenggong	t̪ ɐ ɣ ɛ ŋ ɡ o ŋ
tagginaw	t̪ ɐ ɡ ɡ ɪ n̪ a ʊ̯
taggutom	t̪ ɐ ɡ ɡ ʊ t̪ o m
taghap	t̪ ɐ ɡ h a p̚
taghikaw	t̪ ɐ ɡ h ɪ x a ʊ̯
taghirap	t̪ ɐ ɡ h ɪ ɾ a p̚
taghiyawat	t̪ ɐ ɡ h j aː w ɐ t̪̚
taghiyawat	t̪ ɐ ɡ j aː w ɐ t̪̚
taghok	t̪ ɐ ɡ h o k̚
taghoy	t̪ ɐ ɡ h o ɪ̯
taghoy	t̪ ɐ ɣ o ɪ̯
tagiamo	t̪ ɐ ɣ ɪ ʔ aː m o ʔ
tagibang	t̪ ɐ ɣ ɪ b a ŋ
tagigapay	t̪ ɐ ɣ ɪ ɣ ɐ p a ɪ̯
tagihaba	t̪ ɐ ɣ ɪ h ɐ b a ʔ
tagihawat	t̪ ɐ ɣ ɪ h aː w ɐ t̪̚
tagihilis	t̪ ɐ ɣ ɪ h ɪ l ɪ s
tagikaw	t̪ ɐ ɣ ɪ x a ʊ̯
tagiktik	t̪ ɐ ɣ ɪ k t̪ ɪ k̚
tagilaiw	t̪ ɐ ɣ ɪ l aː ʔ ɪ ʊ̯
tagilayiw	t̪ ɐ ɣ ɪ l aː j ɪ ʊ̯
tagilayiw	t̪ ɐ ɣ ɪ l ɐ j ɪ ʊ̯
tagilid	t̪ ɐ ɣ iː l ɪ d̪̚
tagilid	t̪ ɐ ɣ ɪ l ɪ d̪̚
tagiliran	t̪ ɐ ɣ ɪ l iː ɾ ɐ n̪
tagilo	t̪ ɐ ɣ ɪ l o
tagilog	t̪ ɐ ɣ ɪ l o ɡ̚
tagis	t̪ ɐ ɣ ɪ s
tagisuyo	t̪ ɐ ɣ ɪ s uː j o ʔ
taglagas	t̪ ɐ ɡ l ɐ ɣ a s
taglamig	t̪ ɐ ɡ l ɐ m ɪ ɡ̚
taglay	t̪ ɐ ɡ l a ɪ̯
tagmangga	t̪ ɐ ɡ m ɐ ŋ ɡ a
tagniyebe	t̪ ɐ ɡ n̪ j ɛː b ɛ
tagniyebe	t̪ ɐ ɡ ɲ ɛː b ɛ
tago	t̪ aː ɣ o ʔ
tago	t̪ ɐ ɣ o ʔ
tagok	t̪ ɐ ɣ o k̚
tagos	t̪ ɐ ɣ o s
tagpi	t̪ ɐ ɡ p ɪ ʔ
tagpo	t̪ ɐ ɡ p o ʔ
tagpuan	t̪ ɐ ɡ p uː ʔ ɐ n̪
tagpuin	t̪ ɐ ɡ p ʊ ʔ ɪ n̪
tagsibol	t̪ ɐ ɡ s iː b o l
tagsibol	t̪ ɐ ɡ s ɪ b o l
tagtag	t̪ ɐ ɡ t̪ a ɡ̚
tagtanim	t̪ ɐ ɡ t̪ ɐ n̪ ɪ m
tagtrangkaso	t̪ ɐ ɡ t̪ ɾ ɐ ŋ k aː s o
tagtuyot	t̪ ɐ ɡ t̪ ʊ j o t̪̚
taguan	t̪ ɐ ɣ uː ʔ ɐ n̪
taguan	t̪ ɐ ɣ ʊ ʔ a n̪
tagubilin	t̪ ɐ ɣ ʊ b iː l ɪ n̪
tagulabay	t̪ ɐ ɣ ʊ l ɐ b a ɪ̯
tagulamin	t̪ ɐ ɣ ʊ l ɐ m ɪ n̪
taguling	t̪ ɐ ɣ uː l ɪ ŋ
taguling	t̪ ɐ ɣ ʊ l ɪ ŋ
tagumanak	t̪ ɐ ɣ ʊ m ɐ n̪ a k̚
tagumpay	t̪ ɐ ɣ ʊ m p a ɪ̯
tagunya	t̪ ɐ ɣ ʊ n ɲ a ʔ
tagunya	t̪ ɐ ɣ ʊ n̪ j a ʔ
tagupak	t̪ ɐ ɣ ʊ p a k̚
taguri	t̪ ɐ ɣ ʊ ɾ ɪ ʔ
taguyod	t̪ ɐ ɣ uː j o d̪̚
tagway	t̪ ɐ ɡ w a ɪ̯
tagyawat	t̪ ɐ ɡ j aː w ɐ t̪̚
tagyelo	t̪ ɐ ɡ j ɛː l o
tahajud	t̪ ɐ h ɐ d̪ j ʊ d̪̚
tahajud	t̪ ɐ h ɐ d͡ʒ ʊ d̪̚
tahak	t̪ aː h ɐ k̚
tahak	t̪ ɐ h a k̚
tahaklaw	t̪ ɐ h ɐ k l a ʊ̯
tahan	t̪ aː h ɐ n̪
tahan	t̪ ɐ h a n̪
tahanan	t̪ ɐ h aː n̪ ɐ n̪
tahanan	t̪ ɐ h ɐ n̪ a n̪
tahandas	t̪ ɐ h ɐ n̪ d̪ a s
tahapik	t̪ ɐ h aː p ɪ k̚
tahas	t̪ ɐ h a s
tahasan	t̪ ɐ h aː s ɐ n̪
tahasik	t̪ ɐ h aː s ɪ k̚
tahaw	t̪ aː h a ʊ̯
tahaw	t̪ ɐ h a ʊ̯
tahi	t̪ ɐ h ɪ ʔ
tahid	t̪ ɐ h ɪ d̪̚
tahik	t̪ aː h ɪ k̚
tahilan	t̪ ɐ h iː l ɐ n̪
tahimik	t̪ ɐ h iː m ɪ k̚
tahinga	t̪ ɐ h iː ŋ ɐ
taho	t̪ ɐ h o
taho	t̪ ɐ h o ʔ
tahol	t̪ ɐ h o l
tahong	t̪ ɐ h o ŋ
tahure	t̪ a ʊ̯ ɾ ɛ
tahure	t̪ aː h ʊ ɾ ɛ
taib	t̪ aː ʔ ɪ b̚
taihan	t̪ ɐ ʔ iː h ɐ n̪
taimtim	t̪ ɐ ʔ ɪ m t̪ ɪ m
tainga	t̪ a ɪ̯ ŋ a
tainga	t̪ ɐ ʔ iː ŋ ɐ
tainga	t̪ ɛː ŋ ɐ
taingambaboy	t̪ a ɪ̯ ŋ ɐ m b aː b o ɪ̯
taingambaboy	t̪ ɐ ʔ iː ŋ ɐ m b aː b o ɪ̯
taingambabuy	t̪ a ɪ̯ ŋ ɐ m b aː b ʊ ɪ̯
taingambabuy	t̪ ɐ ʔ iː ŋ ɐ m b aː b ʊ ɪ̯
taingambabuy	t̪ ɛ ŋ ɐ m b aː b ʊ ɪ̯
taiwanak	t̪ ɐ ʔ ɪ w ɐ n̪ a k̚
taka	t̪ aː x ɐ
taka	t̪ aː x ɐ ʔ
taka	t̪ ɐ x a
takal	t̪ aː x ɐ l
takal	t̪ ɐ x a l
takam	t̪ ɐ x a m
takap	t̪ ɐ x a p̚
takas	t̪ aː x ɐ s
takatak	t̪ ɐ x aː t̪ ɐ k̚
takatak	t̪ ɐ x ɐ t̪ a k̚
takaw	t̪ aː x a ʊ̯
takaw	t̪ ɐ x a ʊ̯
takba	t̪ ɐ k b a
takban	t̪ ɐ k b a n̪
takbir	t̪ ɐ k b ɪ ɾ
takbo	t̪ ɐ k b o
takbuhan	t̪ ɐ k b uː h ɐ n̪
takbuhan	t̪ ɐ k b ʊ h a n̪
takbuhin	t̪ ɐ k b uː h ɪ n̪
takbuhin	t̪ ɐ k b ʊ h ɪ n̪
takda	t̪ ɐ k d̪ a ʔ
takdang	t̪ ɐ k d̪ a ŋ
takig	t̪ ɐ x ɪ ɡ̚
takilya	t̪ ɐ x i l j ɐ
takin	t̪ ɐ x ɪ n̪
taking	t̪ aː x ɪ ŋ
takip	t̪ ɐ x ɪ p̚
takipsilim	t̪ ɐ x ɪ p s iː l ɪ m
takitaki	t̪ ɐ x ɪ t̪ aː x ɪ
taklab	t̪ ɐ k l a b̚
taklesa	t̪ ɐ k l ɛː s ɐ
taklip	t̪ ɐ k l ɪ p̚
taklob	t̪ ɐ k l o b̚
taklobo	t̪ ɐ k l oː b o
taknahaynayan	t̪ ɐ k n̪ aː h a ɪ̯ n̪ aː j ɐ n̪
tako	t̪ aː x o
tako	t̪ ɐ x o ʔ
takob	t̪ aː x o b̚
takong	t̪ ɐ x o ŋ
takore	t̪ ɐ x o ɾ ɛ
takore	t̪ ɐ x o ɾ ɛ ʔ
takot	t̪ aː x o t̪̚
takot	t̪ ɐ x o t̪̚
takoyaki	t̪ ɐ x o j aː x ɪ
takpan	t̪ ɐ k p a n̪
taksan	t̪ ɐ k s a n̪
taksi	t̪ a k s ɪ
taksil	t̪ ɐ k s ɪ l
taktak	t̪ ɐ k t̪ a k̚
takte	t̪ ɐ k t̪ ɛ
taktika	t̪ a k t̪ ɪ x a
takuko	t̪ ɐ x uː x o
takupis	t̪ ɐ x uː p ɪ s
takure	t̪ ɐ x ʊ ɾ ɛ
takure	t̪ ɐ x ʊ ɾ ɛ ʔ
takuri	t̪ ɐ x ʊ ɾ ɛ
takuri	t̪ ɐ x ʊ ɾ ɛ ʔ
takuri	t̪ ɐ x ʊ ɾ ɪ
takuri	t̪ ɐ x ʊ ɾ ɪ ʔ
takutin	t̪ ɐ x uː t̪ ɪ n̪
takutin	t̪ ɐ x ʊ t̪ ɪ n̪
takwil	t̪ ɐ k w ɪ l
tala	t̪ aː l ɐ
tala	t̪ aː l ɐ ʔ
tala	t̪ ɐ l a ʔ
talaan	t̪ aː l aː ʔ ɐ n̪
talaan	t̪ ɐ l ɐ ʔ a n̪
talaantugoy	t̪ ɐ l ɐ ʔ ɐ n̪ t̪ ʊ ɣ o ɪ̯
talaarawan	t̪ ɐ l aː ʔ ɐ ɾ ɐ w a n̪
talaarawan	t̪ ɐ l ɐ ʔ ɐ ɾ aː w ɐ n̪
talaawitan	t̪ ɐ l aː ʔ ɐ w iː t̪ ɐ n̪
talab	t̪ ɐ l a b̚
talaba	t̪ ɐ l ɐ b a
talababa	t̪ ɐ l aː b ɐ b a ʔ
talabatasan	t̪ ɐ l aː b ɐ t̪ ɐ s a n̪
talabing	t̪ ɐ l aː b ɪ ŋ
talabis	t̪ ɐ l ɐ b ɪ s
talabunyian	t̪ ɐ l aː b ʊ n ɲ iː ʔ ɐ n̪
talabunyian	t̪ ɐ l aː b ʊ n̪ j iː ʔ ɐ n̪
taladalasan	t̪ ɐ l aː d̪ ɐ l aː s ɐ n̪
talaga	t̪ ɐ l aː ɣ ɐ ʔ
talaga	t̪ ɐ l ɐ ɣ a
talaghay	t̪ ɐ l ɐ ɡ h a ɪ̯
talahanayan	t̪ ɐ l aː h ɐ n̪ aː j ɐ n̪
talahanayan	t̪ ɐ l aː h ɐ n̪ ɐ j a n̪
talahib	t̪ ɐ l aː h ɪ b̚
talahiban	t̪ aː l ɐ h ɪ b a n̪
talahiban	t̪ ɐ l ɐ h iː b ɐ n̪
talahuluganan	t̪ ɐ l aː h ʊ l ʊ ɣ aː n̪ ɐ n̪
talak	t̪ ɐ l a k̚
talakay	t̪ ɐ l aː x a ɪ̯
talakayan	t̪ aː l ɐ x ɐ j a n̪
talakitok	t̪ ɐ l ɐ x iː t̪ o k̚
talaksan	t̪ ɐ l ɐ k s a n̪
talalahian	t̪ ɐ l aː l ɐ h iː ʔ ɐ n̪
talalan	t̪ ɐ l ɐ l a n̪
talamak	t̪ ɐ l ɐ m a k̚
talamapahan	t̪ ɐ l aː m ɐ p aː h ɐ n̪
talamayawan	t̪ ɐ l aː m ɐ j aː w ɐ n̪
talambuhay	t̪ ɐ l ɐ m b uː h a ɪ̯
talamitam	t̪ ɐ l ɐ m iː t̪ ɐ m
talampak	t̪ ɐ l ɐ m p a k̚
talampakan	t̪ aː l ɐ m p aː x ɐ n̪
talampakan	t̪ ɐ l ɐ m p aː x ɐ n̪
talampas	t̪ ɐ l ɐ m p a s
talandak	t̪ ɐ l ɐ n̪ d̪ a k̚
talandi	t̪ ɐ l ɐ n̪ d̪ ɪ ʔ
talang	t̪ aː l ɐ ŋ
talanga	t̪ ɐ l aː ŋ ɐ ʔ
talangas	t̪ ɐ l ɐ ŋ a s
talangbulo	t̪ aː l ɐ m b uː l o
talangguhit	t̪ ɐ l ɐ ŋ ɡ uː h ɪ t̪̚
talangi	t̪ ɐ l aː ŋ ɪ ʔ
talangka	t̪ ɐ l ɐ ŋ k a ʔ
talangkas	t̪ ɐ l ɐ ŋ k a s
talangnginag	t̪ ɐ l ɐ ŋ ŋ iː n̪ ɐ ɡ̚
talangpas	t̪ ɐ l ɐ m p a s
talanyo	t̪ aː l ɐ n ɲ o ʔ
talanyo	t̪ aː l ɐ n̪ j o ʔ
talaorasan	t̪ ɐ l aː ʔ o ɾ ɐ s a n̪
talapak	t̪ ɐ l ɐ p a k̚
talapihitan	t̪ ɐ l aː p ɪ h ɪ t̪ a n̪
talaro	t̪ ɐ l aː ɾ o ʔ
talaro	t̪ ɐ l ɐ ɾ o ʔ
talarok	t̪ ɐ l aː ɾ o k̚
talas	t̪ aː l ɐ s
talas	t̪ ɐ l a s
talasalitaan	t̪ ɐ l aː s ɐ l ɪ t̪ aː ʔ ɐ n̪
talasantauhan	t̪ ɐ l aː s ɐ n̪ t̪ ɐ ʔ uː h ɐ n̪
talasimpanan	t̪ ɐ l aː s ɪ m p aː n̪ ɐ n̪
talasok	t̪ ɐ l aː s o k̚
talasok	t̪ ɐ l ɐ s o k̚
talasokrasiya	t̪ ɐ l ɐ s o k ɾ ɐ s iː j ɐ
talasokrasya	t̪ ɐ l ɐ s o k ɾ a s j ɐ
talasokrasya	t̪ ɐ l ɐ s o k ɾ aː ʃ ɐ
talastas	t̪ ɐ l ɐ s t̪ a s
talasukatan	t̪ ɐ l aː s ʊ x ɐ t̪ a n̪
talata	t̪ ɐ l aː t̪ ɐ ʔ
talataan	t̪ aː l ɐ t̪ ɐ ʔ a n̪
talataan	t̪ ɐ l ɐ t̪ aː ʔ ɐ n̪
talatakdaan	t̪ ɐ l aː t̪ ɐ k d̪ aː ʔ ɐ n̪
talatanungan	t̪ ɐ l aː t̪ ɐ n̪ uː ŋ ɐ n̪
talatinigan	t̪ ɐ l aː t̪ ɪ n̪ iː ɣ ɐ n̪
talatugtugan	t̪ ɐ l aː t̪ ʊ ɡ t̪ uː ɣ ɐ n̪
talatuntunan	t̪ ɐ l aː t̪ ʊ n̪ t̪ uː n̪ ɐ n̪
talaupahan	t̪ ɐ l aː ʔ ʊ p aː h ɐ n̪
talaupahan	t̪ ɐ l aː ʔ ʊ p ɐ h a n̪
talausapan	t̪ ɐ l aː ʔ ʊ s aː p ɐ n̪
talaw	t̪ aː l a ʊ̯
talbog	t̪ ɐ l b o ɡ̚
talbos	t̪ ɐ l b o s
talbustubo	t̪ ɐ l b u s t̪ ʊ b o
talentado	t̪ ɐ l ɛ n̪ t̪ aː d̪ o
talento	t̪ ɐ l ɛ n̪ t̪ o
talhak	t̪ ɐ l h a k̚
tali	t̪ aː l ɛ ʔ
tali	t̪ aː l ɪ ʔ
tali	t̪ ɐ l ɛ ʔ
tali	t̪ ɐ l ɪ
tali	t̪ ɐ l ɪ ʔ
taliba	t̪ ɐ l iː b ɐ ʔ
talibad	t̪ ɐ l ɪ b a d̪̚
talibadbad	t̪ ɐ l ɪ b ɐ d̪ b a d̪̚
talibas	t̪ ɐ l ɪ b a s
talibatab	t̪ ɐ l ɪ b aː t̪ ɐ b̚
talibong	t̪ ɐ l iː b o ŋ
talibong	t̪ ɐ l ɪ b o ŋ
talibugso	t̪ ɐ l ɪ b ʊ ɡ s o ʔ
talihabso	t̪ ɐ l ɪ h ɐ b s o ʔ
talihalat	t̪ ɐ l ɪ h aː l ɐ t̪̚
talihilig	t̪ ɐ l ɪ h iː l ɪ ɡ̚
talik	t̪ aː l ɪ k̚
talik	t̪ ɐ l ɪ k̚
talikakas	t̪ ɐ l ɪ x ɐ x a s
talikala	t̪ ɐ l ɪ x ɐ l a ʔ
talikba	t̪ ɐ l ɪ k b a
talikba	t̪ ɐ l ɪ k b a ʔ
talikod	t̪ ɐ l iː x o d̪̚
talikod	t̪ ɐ l ɪ x o d̪̚
talikodgenic	t̪ ɐ l iː x o d̪ j ɛː n̪ ɪ k̚
talikodgenic	t̪ ɐ l iː x o d͡ʒ ɛː n̪ ɪ k̚
taliktik	t̪ ɐ l ɪ k t̪ ɪ k̚
talikuran	t̪ ɐ l ɪ x uː ɾ ɐ n̪
talilis	t̪ ɐ l iː l ɪ s
talilis	t̪ ɐ l ɪ l ɪ s
talilong	t̪ ɐ l iː l o ŋ
talim	t̪ ɐ l ɪ m
talima	t̪ ɐ l iː m ɐ
talimang	t̪ ɐ l ɪ m a ŋ
talimangmang	t̪ ɐ l ɪ m ɐ ŋ m a ŋ
talimaras	t̪ ɐ l ɪ m ɐ ɾ a s
talimusak	t̪ ɐ l ɪ m ʊ s a k̚
talindaw	t̪ ɐ l ɪ n̪ d̪ a ʊ̯
taling	t̪ aː l ɪ ŋ
talingdaw	t̪ ɐ l ɪ n̪ d̪ a ʊ̯
talingdiking	t̪ ɐ l ɪ n̪ d̪ ɪ x ɪ ŋ
talinghaga	t̪ ɐ l ɪ ŋ h aː ɣ ɐ ʔ
talino	t̪ ɐ l iː n̪ o
talinong	t̪ ɐ l iː n̪ o ŋ
talipa	t̪ ɐ l ɪ p a
talipa	t̪ ɐ l ɪ p a ʔ
talipandas	t̪ ɐ l ɪ p ɐ n̪ d̪ a s
talipapa	t̪ ɐ l ɪ p ɐ p a ʔ
talipya	t̪ ɐ l ɪ p j a ʔ
taliris	t̪ ɐ l iː ɾ ɪ s
talisay	t̪ ɐ l iː s a ɪ̯
talisod	t̪ ɐ l iː s o d̪̚
talisuyo	t̪ ɐ l ɪ s uː j o ʔ
talitis	t̪ ɐ l iː t̪ ɪ s
taliwakas	t̪ ɐ l ɪ w ɐ x a s
taliwas	t̪ ɐ l ɪ w a s
talo	t̪ aː l o
talo	t̪ ɐ l o
talo	t̪ ɐ l o ʔ
talob	t̪ aː l o b̚
talohimig	t̪ ɐ l o h iː m ɪ ɡ̚
taloiryap	t̪ ɐ l o ʔ ɪ ɾ j a p̚
talon	t̪ ɐ l o n̪
talong	t̪ ɐ l o ŋ
talop	t̪ aː l o p̚
talop	t̪ ɐ l o p̚
talortor	t̪ ɐ l ʊ ɾ t̪ o ɾ
talos	t̪ ɐ l o s
talpak	t̪ ɐ l p a k̚
talpog	t̪ ɐ l p o ɡ̚
talsik	t̪ ɐ l s ɪ k̚
taltaguhit	t̪ ɐ l t̪ ɐ ɣ uː h ɪ t̪̚
taltak	t̪ ɐ l t̪ a k̚
taltal	t̪ ɐ l t̪ a l
talubanat	t̪ ɐ l ʊ b ɐ n̪ a t̪̚
talubata	t̪ ɐ l ʊ b aː t̪ ɐ ʔ
talubata	t̪ ɐ l ʊ b ɐ t̪ a ʔ
taludtod	t̪ ɐ l ʊ d̪ t̪ o d̪̚
taludturan	t̪ aː l ʊ d̪ t̪ uː ɾ ɐ n̪
taluhiyang	t̪ ɐ l ʊ h j a ŋ
taluhog	t̪ ɐ l uː h o ɡ̚
taluidyap	t̪ ɐ l ʊ ʔ ɪ d d͡ʒ a p̚
taluidyap	t̪ ɐ l ʊ ʔ ɪ d̪ j a p̚
taluiryap	t̪ ɐ l ʊ ʔ ɪ ɾ j a p̚
talukab	t̪ ɐ l uː x ɐ b̚
talukap	t̪ ɐ l uː x ɐ p̚
talukbong	t̪ ɐ l ʊ k b o ŋ
talulot	t̪ ɐ l uː l o t̪̚
talumpati	t̪ ɐ l ʊ m p aː t̪ ɪ ʔ
talunan	t̪ aː l uː n̪ ɐ n̪
talunan	t̪ ɐ l ʊ n̪ a n̪
talundas	t̪ ɐ l ʊ n̪ d̪ a s
talungtong	t̪ ɐ l ʊ n̪ t̪ o ŋ
talunin	t̪ ɐ l uː n̪ ɪ n̪
talunin	t̪ ɐ l ʊ n̪ ɪ n̪
talunton	t̪ ɐ l ʊ n̪ t̪ o n̪
talunyuhay	t̪ ɐ l ʊ n ɲ uː h a ɪ̯
talunyuhay	t̪ ɐ l ʊ n̪ j uː h a ɪ̯
talupak	t̪ ɐ l uː p ɐ k̚
talurami	t̪ ɐ l ʊ ɾ aː m ɪ
talurang	t̪ ɐ l uː ɾ ɐ ŋ
talusaling	t̪ ɐ l ʊ s ɐ l ɪ ŋ
talusik	t̪ ɐ l uː s ɪ k̚
taluugat	t̪ ɐ l ʊ ʔ ʊ ɣ a t̪̚
talyasi	t̪ ɐ l j aː s ɪ ʔ
talyer	t̪ ɐ l j ɛ ɾ
tama	t̪ aː m ɐ ʔ
tamaan	t̪ ɐ m aː ʔ ɐ n̪
tamad	t̪ ɐ m a d̪̚
tamak	t̪ ɐ m a k̚
tamales	t̪ ɐ m aː l ɛ s
tamalis	t̪ ɐ m aː l ɪ s
tamaraw	t̪ aː m ɐ ɾ a ʊ̯
tamaraw	t̪ ɐ m ɐ ɾ a ʊ̯
tamasa	t̪ ɐ m aː s ɐ
tambaas	t̪ ɐ m b ɐ ʔ a s
tambad	t̪ ɐ m b a d̪̚
tambag	t̪ ɐ m b a ɡ̚
tambak	t̪ ɐ m b a k̚
tambakan	t̪ ɐ m b aː x ɐ n̪
tambakan	t̪ ɐ m b ɐ x a n̪
tambakol	t̪ ɐ m b aː x o l
tambal	t̪ ɐ m b a l
tambalan	t̪ ɐ m b aː l ɐ n̪
tamban	t̪ ɐ m b a n̪
tambang	t̪ ɐ m b a ŋ
tambangan	t̪ ɐ m b aː ŋ ɐ n̪
tambangan	t̪ ɐ m b ɐ ŋ a n̪
tambanggalan	t̪ ɐ m b ɐ ŋ ɡ aː l ɐ n̪
tambanggalan	t̪ ɐ m b ɐ ŋ ɡ ɐ l a n̪
tambaw	t̪ ɐ m b a ʊ̯
tambay	t̪ a m b a ɪ̯
tambay	t̪ ɐ m b a ɪ̯
tambayan	t̪ a m b ɐ j a n̪
tambayan	t̪ ɐ m b aː j ɐ n̪
tambiki	t̪ ɐ m b iː x ɪ ʔ
tambilang	t̪ ɐ m b iː l ɐ ŋ
tambisi	t̪ ɐ m b ɪ s ɪ ʔ
tambiyolo	t̪ ɐ m b j oː l o
tambling	t̪ a m b l ɪ ŋ
tambo	t̪ ɐ m b o ʔ
tambog	t̪ ɐ m b o ɡ̚
tambok	t̪ ɐ m b o k̚
tambol	t̪ ɐ m b o l
tambolero	t̪ ɐ m b o l ɛː ɾ o
tambs	t̪ a m b s
tambugak	t̪ ɐ m b uː ɣ ɐ k̚
tambugak	t̪ ɐ m b ʊ ɣ a k̚
tambukulan	t̪ ɐ m b ʊ x uː l ɐ n̪
tambulan	t̪ ɐ m b uː l ɐ n̪
tambuli	t̪ ɐ m b uː l ɪ ʔ
tamburin	t̪ ɐ m b ʊ ɾ ɪ n̪
tambutso	t̪ ɐ m b u t̪ s o
tambutso	t̪ ɐ m b uː t͡ʃ o
tambyolo	t̪ ɐ m b j oː l o
tameme	t̪ ɐ m ɛː m ɛ ʔ
tamis	t̪ ɐ m ɪ s
tamlay	t̪ ɐ m l a ɪ̯
tamnan	t̪ ɐ m n̪ a n̪
tamo	t̪ aː m o
tamo	t̪ ɐ m o
