AFI	a f i
tecidos	t e s i d o s
tecidos	t e θ i d o s
tecla	t ɛ k l a
teclado	t ɛ k l a d o
tecnocracia	t ɛ k n o k ɾ a s j a
tecnocracia	t ɛ k n o k ɾ a θ j a
tecnocrático	t ɛ k n o k ɾ a t i k o
tecnologia	t ɛ k n o l o ʃ i a
tecnoloxía	t ɛ k n o l o ʃ i a
tecnológico	t ɛ k n o l ɔ ʃ i k o
tecnolóxico	t ɛ k n o l ɔ ʃ i k o
tecnócrata	t ɛ k n ɔ k ɾ a t a
tega	t ɛ ħ a
tega	t ɛ ɡ a
teiga	t e j ħ a
teiga	t e j ɡ a
teima	t e j m a
teimado	t e j m a ð o̝
teimosía	t e j m o s i a
teimudo	t e j m u d o
teiroa	t e j ɾ ɔ a̝
teitar	t e j t a ɾ
teito	t e j t o
teixelo	t e j ʃ e l ʊ
teixo	t e j ʃ o
teixugueira	t e j ʃ u ħ e j ɾ a
teixugueira	t e j ʃ u ɡ e j ɾ a
teixón	t e j ʃ o ŋ
telecomunicación	t e l e k o m u n i k a s j o ŋ
telecomunicación	t e l e k o m u n i k a θ j o ŋ
telecomunicación	t ɛ l e k o m u n i k a s j o ŋ
telecomunicación	t ɛ l e k o m u n i k a θ j o ŋ
telefonía	t e l e f o n i a
telegráfico	t e l e ħ ɾ a f i k o
telegráfico	t e l e ɡ ɾ a f i k o
televisión	t e l e b i s j o ŋ
televisións	t e l e b i s j o ŋ s
tella	t e ɟ a
tellado	t e ʎ a ð o̝
tellar	t e ʎ a ɾ
tello	t e ʎ o̝
teléfono	t e l ɛ f ɔ n ʊ
temer	t e m e ɾ
temos	t e m o s
tempada	t e m p a d a
tempas	t̪ ɛ m p ɐ s̻
temperatura	t e m p e ɾ a t u ɾ a̝
temperán	t e m p e ɾ a ŋ
tempestade	t e m p ɛ s t a d e
tempestuoso	t e m p ɛ s t w o s o
templo	t e m p l o
tempo	t e m p o
tempo	t ɛ m p o
temporal	t ɛ m p o ɾ a l
temón	t e m o ŋ
ten	t ɛ ŋ
tenca	t e ŋ k a̝
tenda	t e n d a
tenda	t ɛ n d a
tendal	t e n d a l
tendas	t ɛ n d ɐ s
tendes	t e n d ɪ s
tendón	t e n d o ŋ
tenente	t e n e n t e
tenente	t e n ɛ n t e
tenreira	t e n r e j ɾ a
tenro	t ɛ n r o
tentar	t e n t a ɾ
tento	t e n t o̝
tento	t ɛ n t o̝
tenza	t e n s a
tenza	t e n θ a
teor	t e o ɾ
teoría	t e o ɾ i a
ter	t e ɾ
terem	t e ɾ e ŋ
termar	t e ɾ m a ɾ
termo	t ɛ ɾ m o
termómetro	t ɛ ɾ m ɔ m ɛ t ɾ o
terra	t ɛ r a
terras	t ɛ r a s
terratenente	t ɛ r a t e n e n t e
terratenente	t ɛ r a t e n ɛ n t e
terreiro	t e r e j ɾ o
terreo	t ɛ r e o
territorio	t ɛ r i t ɔ ɾ j o
terroeira	t e r o e j ɾ a
terror	t ɛ r o ɾ
terrorismo	t ɛ r o ɾ i s m o
terrón	t e r o ŋ
terzo	t e ɾ s o̝
terzo	t e ɾ θ o̝
tes	t ɛ s
teso	t e s o̝
tesoira	t e s o j ɾ a
tesoiras	t e s o j ɾ a s
tesouro	t e s o w ɾ o
testa	t e s t a
testa	t ɛ s t a
testamento	t e s t a m e n t o
testamento	t e s t a m ɛ n t o
testar	t e s t a ɾ
testar	t ɛ s t a ɾ
testeira	t ɛ s t e j ɾ a̝
testeiro	t ɛ s t e j ɾ o̝
testificar	t e s t i f i k a ɾ
testo	t ɛ s t o̝
teta	t e t a̝
teu	t e w
texto	t ɛ k s t o
teñen	t ɛ ɲ ɪ ŋ
teño	t e ɲ o
ti	t i
tibio	t i b j o
tiburón	t i b u ɾ o ŋ
tieira	t i e j ɾ a̝
tiez	t j ɛ s
tiez	t j ɛ θ
tigre	t i ħ ɾ e
tigre	t i ɡ ɾ e
tilla	t i ʎ a̝
tillado	t i ʎ a ð o̝
tillar	t i ʎ a ɾ
tilleira	t i ɟ e j ɾ a
timidez	t i m i d e s
timidez	t i m i d e θ
tina	t i n a
tinalla	t i n a ʎ a̝
tinguir	t i ŋ ħ i ɾ
tinguir	t i ŋ ɡ i ɾ
tinta	t i n t a
tinto	t i n t o̝
tintura	t i n t u ɾ a
tipo	t i p o
tira	t i ɾ a̝
tiraboleiro	t i ɾ a β o l e j ɾ o̝
tirado	t i ɾ a d o
tirador	t i ɾ a d o ɾ
tirar	t i ɾ a ɾ
tirizó	t i ɾ i s ɔ
tirizó	t i ɾ i θ ɔ
tiro	t i ɾ o
tiránico	t i ɾ a n i k o
titor	t i t o ɾ
titáns	t i t a ŋ s
tixela	t i ʃ ɛ l ɐ
tixola	t i ʃ ɔ l a
to	t ɔː
toa	t o a̝
toalla	t o a ʎ a̝
toar	t o a ɾ
tobo	t o β o̝
tocan	t ɔ k a ŋ
tocar	t o k a ɾ
toco	t o k o̝
toco	t ɔ k o̝
todopoderoso	t o d o p o d e ɾ o s o
todos	t o d o s
toelo	t o e l o̝
tol	t ɔ l
tola	t ɔ l a
tolaxe	t o l a ʃ e
toleiro	t o l e j ɾ o̝
toleiro	t ɔ l e j ɾ o̝
toleirán	t ɔ l e j ɾ a ŋ
tolerar	t o l ɛ ɾ a ɾ
toleraram	t o l ɛ ɾ a ɾ a m
tolete	t o l e t e
tollemerendas	t o ʎ e m e ɾ e n d a̝ s
toller	t o ʎ e ɾ
tolo	t o l o
tolosano	t o l o s a n o
tolén	t o l ɛ ŋ
tomada	t o m a ð a̝
tomar	t o m a ɾ
tombo	t o m b o
tomentelo	t o m e n t ɛ l o̝
tomiño	t o m i ɲ o̝
tona	t o n ɐ
tonel	t o n ɛ l
toneleiro	t o n e l e j ɾ o̝
tonsura	t o n s u ɾ a
tonto	t o n t o
topar	t o p a ɾ
topete	t o p ɛ t e̝
topográfica	t o p o ħ ɾ a f i k a
topográfica	t o p o ɡ ɾ a f i k a
topográficos	t o p o ħ ɾ a f i k o s
topográficos	t o p o ɡ ɾ a f i k o s
torco	t ɔ ɾ k o̝
tordo	t o ɾ ð o̝
torgallo	t o ɾ ħ a ɟ o
torgallo	t o ɾ ɡ a ɟ o
tormenta	t o ɾ m e n t a̝
tormenta	t o ɾ m ɛ n t a̝
tormentelo	t o ɾ m e n t ɛ l o̝
tormento	t o ɾ m e n t o
tornar	t o ɾ n a ɾ
tornarratos	t ɔ ɾ n a r a t o̝ s
tornasol	t ɔ ɾ n a s o l
tornasol	t ɔ ɾ n a s ɔ l
tornecelo	t o ɾ n e s ɛ l ʊ
tornecelo	t o ɾ n e θ ɛ l ʊ
torneira	t o ɾ n e j ɾ a̝
torno	t ɔ ɾ n o̝
tornés	t o ɾ n e s
toro	t o ɾ o̝
torpe	t o ɾ p e
torque	t ɔ ɾ k e
torrada	t o r a ð a̝
torradeira	t o r a d e j ɾ a
torrar	t o r a ɾ
torrente	t o r e n t e
torrente	t o r ɛ n t e
torrontés	t o r o n t e s
torta	t ɔ ɾ t a
tortilla	t o ɾ t i ʎ a
torto	t ɔ ɾ t o̝
torzón	t o ɾ s o ŋ
torzón	t o ɾ θ o ŋ
tosca	t o s k a̝
tose	t ɔ s ɪ
tosquiar	t o s k i a ɾ
totalidade	t o t a l i d a d e
touca	t o w k a̝
touceira	t o w θ e j ɾ a̝
touciño	t o w s i ɲ o
touciño	t o w θ i ɲ o
toupa	t o w p a̝
tourón	t o w ɾ o ŋ
touta	t o w t a̝
toutelo	t o w t ɛ l o̝
touticeira	t o w t i θ e j ɾ a̝
toutizo	t o w t i s o̝
toutizo	t o w t i θ o̝
touza	t o w s a̝
touza	t o w θ a̝
touzo	t o w s o
touzo	t o w θ o
toxal	t o ʃ a l
trabada	t ɾ a β a ð a
trabalinguas	t ɾ a β a l i ŋ ɡ w a̝ s
traballa	t ɾ a b a ɟ a
traballan	t ɾ ɐ β a ʎ ɐ ŋ
traballar	t ɾ a b a ɟ a ɾ
traballas	t ɾ a β a ʎ ɐ s
traballo	t ɾ a b a ɟ o
trabanco	t ɾ a β a ŋ k o̝
trabar	t ɾ a β a ɾ
trabe	t ɾ a β e̝
trabucar	t ɾ a b u k a ɾ
trabuco	t ɾ a β u k o̝
trade	t ɾ a d e
tradicional	t ɾ a d i s j o n a l
tradicional	t ɾ a d i θ j o n a l
tradición	t ɾ a d i s j o ŋ
tradición	t ɾ a d i θ j o ŋ
traducida	t ɾ a d u s i d a
traducida	t ɾ a d u θ i d a
traducir	t ɾ a d u s i ɾ
traducir	t ɾ a d u θ i ɾ
traduciu	t ɾ a d u s i w
traduciu	t ɾ a d u θ i w
tradución	t ɾ a d u s j o ŋ
tradución	t ɾ a d u θ j o ŋ
tradutor	t ɾ a d u t o ɾ
traduziu	t ɾ a d u s i w
traduziu	t ɾ a d u θ i w
traer	t ɾ a e ɾ
tragar	t ɾ a ħ a ɾ
tragar	t ɾ a ɡ a ɾ
traidor	t ɾ a j d o ɾ
tralla	t ɾ a ɟ a
trallar	t ɾ a ʎ a ɾ
tranca	t ɾ a ŋ k a
tranca	t ɾ a ŋ k a̝
tranga	t ɾ a ŋ ɡ a̝
trangallada	t ɾ a ŋ ɡ a ʎ a ð a̝
trangallo	t ɾ a ŋ ɡ a ʎ o̝
tranquila	t ɾ ɐ ŋ k i l ɐ
tranquilidade	t ɾ a ŋ k i l i d a d e
tranquilo	t ɾ a ŋ k i l o
transformación	t ɾ a n s f o ɾ m a s j o ŋ
transformación	t ɾ a n s f o ɾ m a θ j o ŋ
transistor	t ɾ a n s i s t o ɾ
transitorio	t ɾ a n s i t ɔ ɾ j o
transmitir	t ɾ a n s m i t i ɾ
transparencia	t ɾ a n s p a ɾ e n s j a
transparencia	t ɾ a n s p a ɾ e n θ j a
transplantar	t ɾ a n s p l a n t a ɾ
transporte	t ɾ a n s p ɔ ɾ t e
transportes	t ɾ a n s p ɔ ɾ t e s
trapa	t ɾ a p a̝
trapallada	t ɾ a p a ʎ a ð a̝
trapallo	t ɾ a p a ʎ o̝
trapecista	t ɾ a p ɛ s i s t a
trapecista	t ɾ a p ɛ θ i s t a
trapela	t ɾ a p ɛ l a
trapo	t ɾ a p o
trasacordar	t ɾ a s a k o ɾ d a ɾ
trasacordo	t ɾ a s a k o ɾ d o
trasacordo	t ɾ a s a k ɔ ɾ d o
trasavó	t ɾ a s a b o
trasnada	t ɾ a s n a ð a̝
trasnoitar	t ɾ a s n o j t a ɾ
traspaso	t ɾ a s p a s o
trasvirar	t ɾ a s b i ɾ a ɾ
tratado	t ɾ a t a d o
tratamento	t ɾ a t a m e n t o
tratamento	t ɾ a t a m ɛ n t o
tratar	t ɾ a t a ɾ
travesa	t ɾ a b ɛ s a
traveseiro	t ɾ a β e s e j ɾ̝ o
traxe	t ɾ a ʃ e
traxedia	t ɾ a ʃ ɛ d j a
trazar	t ɾ a s a ɾ
trazar	t ɾ a θ a ɾ
trazer	t ɾ a s e ɾ
trazer	t ɾ a θ e ɾ
traíña	t ɾ a i ɲ a̝
trebellar	t ɾ e β e ʎ a ɾ
trebello	t ɾ e β e ʎ o̝
treboada	t ɾ e β o a ð a̝
trebón	t ɾ e β o ŋ
trece	t ɾ e s e
trece	t ɾ e θ e
tregua	t ɾ ɛ ħ w a
tregua	t ɾ ɛ ɡ w a
treina	t r e j n a̝
treito	t ɾ e j t o̝
trela	t ɾ ɛ l a
trello	t ɾ e ʎ o̝
trelo	t ɾ ɛ l o̝
trem	t ɾ ɛ ŋ
trema	t ɾ e m a
tremendo	t ɾ e m e n d o
tremer	t ɾ e m e ɾ
tremo	t ɾ e m o̝
tremor	t ɾ e m o ɾ
tren	t ɾ ɛ ŋ
trenla	t ɾ ɛ n l a̝
trepar	t ɾ e p a ɾ
trepia	t ɾ e p j a̝
tres	t ɾ e s
trespés	t ɾ e s p ɛ s
treu	t ɾ ɛ w
trevo	t ɾ e β o̝
triangular	t ɾ j a ŋ ħ u l a ɾ
triangular	t ɾ j a ŋ ɡ u l a ɾ
tribal	t ɾ i b a l
tribo	t ɾ i b o
tribulación	t ɾ i b u l a s j o ŋ
tribulación	t ɾ i b u l a θ j o ŋ
tridente	t ɾ i d e n t e
trigal	t ɾ i ħ a l
trigal	t ɾ i ɡ a l
trigar	t ɾ i ɣ a ɾ
trigo	t ɾ i ħ o
trigo	t ɾ i ɡ o
trilingüe	t ɾ i l i ŋ ħ w e
trilingüe	t ɾ i l i ŋ ɡ w e
trilla	t ɾ i ʎ a̝
trillar	t ɾ i ʎ a ɾ
trimestral	t ɾ i m ɛ s t ɾ a l
trimestre	t ɾ i m ɛ s t ɾ e
trinca	t ɾ i ŋ k a
trincado	t ɾ i ŋ k a ð o̝
trincar	t r i ŋ k a ɾ
trindade	t ɾ i n d a d e
trinque	t r i ŋ k e̝
trinta	t ɾ i n t a
tripa	t ɾ i p a
tripar	t ɾ i p a ɾ
triscar	t ɾ i s k a ɾ
trisco	t ɾ i s k o̝
triste	t ɾ i s t e
tristeza	t ɾ i s t e s a
tristeza	t ɾ i s t e θ a
tristén	t ɾ i s t ɛ ŋ
triunfador	t ɾ i u n f a d o ɾ
triunfal	t ɾ i u n f a l
triunfal	t ɾ i w n f a l
triunfalismo	t ɾ i u n f a l i s m o
triunfalismo	t ɾ i w n f a l i s m o
trivial	t ɾ i b j a l
troba	t ɾ ɔ β a̝
trocar	t ɾ o k a ɾ
troco	t ɾ ɔ k o
troita	t ɾ o j t a
trola	t ɾ ɔ l a̝
trollo	t ɾ o ɟ o
tromba	t ɾ o m b a
tromentelo	t ɾ o m e n t ɛ l o̝
trompa	t ɾ o m p a
trompas	t ɾ o m p a s
tronada	t ɾ o n a ð a̝
tronco	t ɾ o ŋ k o
trono	t ɾ o n o̝
trono	t ɾ ɔ n o̝
tronzar	t ɾ o n s a ɾ
tronzar	t ɾ o n θ a ɾ
tropa	t ɾ ɔ p a
tropical	t ɾ ɔ p i k a l
troque	t ɾ ɔ k e
trosma	t ɾ ɔ s m a̝
trotar	t ɾ ɔ t a ɾ
troula	t ɾ o w l a̝
troulear	t ɾ o w l e a ɾ
trousa	t ɾ o w s a
trousar	t ɾ o w s a ɾ
trouso	t ɾ o w s o̝
trouzo	t ɾ o w s o
trouzo	t ɾ o w θ o
trucar	t ɾ u k a ɾ
truel	t ɾ u ɛ l
truncar	t ɾ u ŋ k a ɾ
trunfo	t ɾ u n f o
tránsito	t ɾ a n s i t o
trécola	t ɾ ɛ k o l a
trémbora	t ɾ e m b o̝ ɾ a̝
tréstiga	t ɾ e z̺ t i ɣ ɐ
três	t ɾ e s
tríodo	t ɾ i o d o
tríscele	t ɾ i s θ e̝ l e̝
tu	t u
tubo	t u b o
tubular	t u b u l a ɾ
tucano	t u k a n o
tufeira	t u f e j ɾ a̝
tufo	t u f o̝
tulipán	t u l i p a ŋ
tulla	t u ʎ a̝
tumulto	t u m u l t o
tumultuoso	t u m u l t w o s o
turbina	t u ɾ b i n a
turbulento	t u ɾ b u l e n t o
turbulento	t u ɾ b u l ɛ n t o
turco	t u ɾ k o
turismo	t u ɾ i s m o
turista	t u ɾ i s t a
turuleque	t u r u l ɛ k e̝
tusir	t u s i ɾ
tutela	t u t ɛ l a
táboa	t a β o̯ a̝
tácito	t a s i t o
tácito	t a θ i t o
táctil	t a k t i l
té	t ɛ
tépedo	t e p e d o
térmico	t ɛ ɾ m i k o
tía	t i ɐ
tímido	t i m i d o
tío	t i o
tósego	t o s̺ e ħ o̝
tósego	t o s̺ e ɣ o̝
tóxico	t ɔ k s i k o
túa	ʲt u ɐ
túmulo	t u m u l o
túnel	t u n ɛ l
túzaro	t u s a̝ ɾ o̝
túzaro	t u θ a̝ ɾ o̝
u	u
uceira	u s e j ɾ a̝
uceira	u θ e j ɾ a̝
ucraínas	u k ɾ a i n a s
ucraíno	u k ɾ a i n o
ueste	w e s t e
ulido	u l i ð̞ o̝
ulterior	u l t e ɾ j o ɾ
um	u ŋ
umha	u ŋ a
un	u ŋ
unha	u ŋ a
unhas	u ŋ a s
unida	u n i d a
unidas	u n i d a s
unifica	u n i f i k a
unificada	u n i f i k a d a
unificar	u n i f i k a ɾ
uniformemente	u n i f ɔ ɾ m e m e n t e
unilateral	u n i l a t ɛ ɾ a l
uniu	u n i w
universal	u n i b e ɾ s a l
universidade	u n i b e ɾ s i d a d e
universo	u n i β ɛ ɾ s o̝
unión	u n j o ŋ
unlla	u n ʎ a̝
uns	u n s
untar	u n t a ɾ
unto	u n t o̝
unxir	u n ʃ i ɾ
unánime	u n a n i m e
uranio	u ɾ a n j o
urbanizada	u ɾ b a n i s a d a
urbanizada	u ɾ b a n i θ a d a
urbano	u ɾ b a n o
urdume	u ɾ d u m e
urraca	u r a k a
uso	u s o
usual	u s u a l
usuario	u s w a ɾ j o
usura	u s u ɾ a
usurpación	u s u ɾ p a s j o ŋ
usurpación	u s u ɾ p a θ j o ŋ
usurpar	u s u ɾ p a ɾ
utensilio	u t e n s i l j o
utilización	u t i l i s a s j o ŋ
utilización	u t i l i θ a θ j o ŋ
uva	u b a
uve	u b e
uz	u s
uz	u θ
uña	u ɲ a̝
vaca	b a k a
vacada	b a k a d a
vacaloura	b a k a l o w ɾ a̝
vacante	b a k a n t e
vacina	b a s i n a
vacina	b a θ i n a
vacío	b a s i o
vacío	b a θ i o
vagalume	b a ħ a l u m e
vagalume	b a ɡ a l u m e
vagancia	b a ħ a n s j a
vagancia	b a ħ a n θ j a
vagancia	b a ɡ a n θ j a
vaganta	b a ħ a n t a
vaganta	b a ɡ a n t a
vagante	b a ħ a n t e
vagante	b a ɡ a n t e
vagaroso	b a ħ a ɾ o s o
vagaroso	b a ɡ a ɾ o s o
vaguada	b a ħ u a d a
vaguada	b a ɡ u a d a
vague	b a ħ e
vague	b a ɡ e
vagón	b a ħ o ŋ
vagón	b a ɡ o ŋ
vai	b a j
vaidade	b a i d a d e
vaira	b a j ɾ a̝
vaites	b a j t e s
val	b a l
valado	b a l a ð o̝
valar	b a l a ɾ
valente	b a l e n t e
valente	b a l ɛ n t e
valer	b a l e ɾ
valetudinario	b a l ɛ t u ð̞ i n äː ɾ i ʊ
valgada	b a l ɣ a ð a̝
validación	b a l i d a s j o ŋ
validación	b a l i d a θ j o ŋ
validar	b a l i d a ɾ
valigoto	b a l i ɣ o t o̝
valo	b a l o̝
valume	b a l u m e̝
van	b a ŋ
vantaxe	b a n t a ʃ e
vao	b a o
vapor	b a p o ɾ
vaqueiro	b a k e j ɾ o
vara	b a ɾ a
varanda	b a ɾ a n d a
varar	b a ɾ a ɾ
varcia	b a ɾ s j a̝
varcia	b a ɾ θ j a̝
vareixa	b a ɾ ɛ j ʃ a̝
varenga	b a ɾ ɛ ŋ ɡ a̝
varga	b a ɾ ɣ a̝
varganzo	b a ɾ ɣ a n θ o̝
vargo	b a ɾ ɣ ʊ
variación	b a ɾ j a s j o ŋ
variación	b a ɾ j a θ j o ŋ
variedade	b a ɾ j ɛ d a d e
varrer	b a r e ɾ
varón	b a ɾ o ŋ
vasalaxe	b a s a l a ʃ e
vasallo	b a s a ɟ o
vasalo	b a s a l o
vasca	b a s k a
vascullo	b a s k u ʎ o̝
vasoira	b a s o j ɾ a
vasto	b a s t o
vaxa	b a ʃ a
vaxina	b a ʃ i n a
vaíña	b a i ɲ a̝
vea	b e a̝
veces	b e s e s
veces	b e θ e s
veciño	b e θ i ɲ o̝
veciño	b i s i ɲ o̝
veciño	b i θ i ɲ o̝
vector	b e t t o ɾ
vedizo	b ɛː ð i θ o̝
vedra	b ɛ d ɾ a
vedramio	b e ð̞ ɾ a m j ʊ
vedraño	b e ð ɾ a ɲ o̝
vedro	b ɛ d ɾ o
veiga	b e j ɣ a̝
veiro	b e j ɾ o
vela	b ɛ l a
velas	b ɛ l a s
veleiro	b e l e j ɾ o
veleno	b e l e n o
vella	b ɛ ɟ a
vellas	b ɛ ɟ a s
vello	b ɛ ɟ o
vellos	b ɛ ʎ ʊ s
velorio	b e l ɔ ɾ j o
velozmente	b e l ɔ s m e n t e
velozmente	b e l ɔ θ m e n t e
vencello	b e n s e ʎ o̝
vencello	b e n θ e ʎ o̝
vencer	b e n s e ɾ
vencer	b e n θ e ɾ
venda	b e n d a̝
vendaval	b e n d a b a l
vende	b ɛ n d ɪ
vendedor	b e n d e ð o ɾ
vendemos	b e n d e m o s
venden	b ɛ n d ɪ ŋ
vender	b e n d e ɾ
vendima	b e n d i m a̝
vendimar	b e n d i m a ɾ
venoso	b e n o s o
venres	b ɛ n r e s
venta	b e n t a
ventar	b e n t a ɾ
ventas	v e n t a s
ventilación	b e n t i l a θ j o ŋ
vento	b e n t o
vento	b ɛ n t o
ventre	b e n t ɾ e
ventre	b ɛ n t ɾ e
ventrecha	b e n t ɾ e t͡ʃ a
ventureiro	b e n t u ɾ e j ɾ o̝
ventá	b e n t a
veo	b e o̝
veo	b e ʊ̯
ver	b e ɾ
verba	b e r β a̝
verdade	b e ɾ d a d e
verdadeiramente	b e ɾ d a d e j ɾ a m e n t e
verdadeiro	b e ɾ d a d e j ɾ o
verde	b e ɾ d e
verdello	b e ɾ ð e ʎ o̝
verdexar	b e ɾ d e ʃ a ɾ
verdugo	b e ɾ d u ħ o
verdugo	b e ɾ d u ɡ o
verdura	b e ɾ d u ɾ a
verea	b e ɾ e a̝
verea	b ɾ e a̝
verga	b e ɾ ħ a
verga	b e ɾ ɡ a
vergaza	b e ɾ ħ a s a
vergaza	b e ɾ ħ a θ a
vergaza	b e ɾ ɡ a θ a
vergonza	b e ɾ ħ o n s a
vergonza	b e ɾ ħ o n θ a
vergonza	b e ɾ ɡ o n θ a
vergoña	b e ɾ ħ o ɲ a
vergoña	b e ɾ ɡ o ɲ a
vergoñento	b e ɾ ħ o ɲ ɛ n t o
vergoñento	b e ɾ ɡ o ɲ ɛ n t o
verificar	b e ɾ i f i k a ɾ
veriño	b e ɾ i ɲ o
verme	b ɛ ɾ m e
vermella	b e ɾ m e ɟ a
vermellas	b e ɾ m e ɟ a s
vermello	b e ɾ m e ɟ o
vermellos	b e ɾ m e ɟ o s
verquer	b e ɾ k e ɾ
versatilidade	b e ɾ s a t i l i d a d e
versión	b e ɾ s j o ŋ
versom	b e ɾ s o ŋ
versátil	b e ɾ s a t i l
vertical	b e ɾ t i k a l
vertixe	b e ɾ t i ʃ e
verza	b e ɾ θ a̝
verán	b e ɾ a ŋ
vesada	b e s a ð a̝
vesar	b e s a ɾ
veso	b e s o
vestido	b e s t i d o
vestimenta	b e s t i m e n t a
vestimenta	b e s t i m ɛ n t a
vestir	b e s t i ɾ
vestir	b i s t i ɾ
veterinario	b e t e ɾ i n ɐ ɾ j ʊ
vetillo	b e t i ʎ o̝
vexar	b e ʃ a ɾ
vexetal	b e ʃ e t a l
vexo	b ɪ ʃ ʊ
vez	b e s
vez	b e θ
vezo	b e s o̝
vezo	b e θ o̝
veñen	b e ɲ e ŋ
veño	b e ɲ ʊ
vianda	b i a n d a̝
viaxe	b j a ʃ e
vibración	b i b ɾ a s j o ŋ
vibración	b i b ɾ a θ j o ŋ
vibras	b i b ɾ a s
vibratorio	b i b ɾ a t ɔ ɾ j o
vicepresidenta	b i s e p ɾ e s i d e n t a
vicepresidenta	b i s e p ɾ e s i d ɛ n t a
vicepresidenta	b i θ e p ɾ e s i d e n t a
vicepresidenta	b i θ e p ɾ e s i d ɛ n t a
vicepresidentas	b i s e p ɾ e s i d e n t a s
vicepresidentas	b i s e p ɾ e s i d ɛ n t a s
vicepresidentas	b i θ e p ɾ e s i d e n t a s
vicepresidentas	b i θ e p ɾ e s i d ɛ n t a s
vicepresidente	b i s e p ɾ e s i d e n t e
vicepresidente	b i s e p ɾ e s i d ɛ n t e
vicepresidente	b i θ e p ɾ e s i d e n t e
vicepresidente	b i θ e p ɾ e s i d ɛ n t e
vicepresidentes	b i s e p ɾ e s i d e n t e s
vicepresidentes	b i s e p ɾ e s i d ɛ n t e s
vicepresidentes	b i θ e p ɾ e s i d e n t e s
vicepresidentes	b i θ e p ɾ e s i d ɛ n t e s
vichelocrego	b i t͡ʃ e l o k ɾ ɛ ɣ o̝
victoria	b i k t ɔ ɾ j a
victorioso	b i k t ɔ ɾ j o s o
vida	b i d a
videira	b i ð e j ɾ a̝
vides	b i ð ɪ s
vidro	b i d ɾ o
vidros	b i d ɾ o s
vieira	b j e j ɾ a
vila	b i l a
vilancico	b i l a n s i k o
vilancico	b i l a n θ i k o
vilar	b i l a ɾ
vilariño	b i l a ɾ i ɲ o̝
vilán	b i l a ŋ
vime	b i m e̝
vimieiro	b i m i e j ɾ o̝
vimos	b i m ʊ s
vinagre	b i n a ħ ɾ e
vinagre	b i n a ɡ ɾ e
vinagreta	b i n a ħ ɾ e t a
vinagreta	b i n a ɡ ɾ e t a
vincha	b i n t͡ʃ a̝
vinco	b i ŋ k o
vincos	b i ŋ k o s
vindes	b i n d ɪ s
vindima	b i n d i m a̝
vingar	b i ŋ ɡ a ɾ
vinificación	b i n i f i k a s j o ŋ
vinificación	b i n i f i k a θ j o ŋ
vinte	b i n t e
violación	b i ɔ l a s j o ŋ
violación	b i ɔ l a θ j o ŋ
viorto	b i ɔ ɾ t o̝
vira	b i ɾ a̝
virar	b i ɾ a ɾ
viravolta	b i ɾ a β ɔ l t a̝
virilla	b i ɾ i ʎ a̝
virilla	b ɾ i ʎ a̝
virxe	b i ɾ ʃ e
virxinal	b i ɾ ʃ i n a l
virxinidade	b i ɾ ʃ i n i ð a
virxinidade	b i ɾ ʃ i n i ð a ð e̝
viscoso	b i s k o s o
visgo	b i s ħ o
visgo	b i s ɡ o
visiblemente	b i s i b l e m e n t e
visitada	b i s i t a d a
visitara	b i s i t a ɾ a
visitará	b i s i t a ɾ a
visión	b i s j o ŋ
viso	b i s o̝
visom	b i s o ŋ
vista	b i s t a
visual	b i s w a l
visualización	b i s w a l i s a s j o ŋ
visualización	b i s w a l i θ a θ j o ŋ
visão	b i s o ŋ
visón	b i s o ŋ
vitalidade	b i t a l i d a d e
vitamina	b i t a m i n a
vitoria	b i t ɔ ɾ j a
vive	b i β ɪ
viven	b i b e ŋ
vivenda	b i b e n d a
vivenda	b i b ɛ n d a
vivida	b i b i d a
vivir	b i b i ɾ
vivirás	b i b i ɾ a s
vivo	b i b o
vixiar	b i ʃ i a ɾ
vixilia	b i ʃ i l j a
vizo	b i s o
vizo	b i θ o
vizoso	b i s o s o̝
vizoso	b i θ o s o̝
viño	b i ɲ o
voar	b o a ɾ
voda	b o d a
voilus	b ɔ j l u z̺
voitre	b o j t ɾ e̝
voiturón	b o j t u ɾ o̝ ŋ
volandeira	b o l a n d e j ɾ a̝
voleibol	b o l e j b ɔ l
volta	b ɔ l t a
volume	b ɔ l u m e
vontade	b o n t a d e
voo	b o o
voracidade	b o ɾ a s i d a d e
voracidade	b o ɾ a θ i d a d e
vorco	b ɔ ɾ k o̝
vosa	b ɔ s ɐ
vostede	b o s t e d e
vostedes	b o s t e ð ɪ s
voto	b ɔ t o
vou	b o w
vougo	b o w ɣ o̝
voz	b ɔ s
voz	b ɔ θ
vulgar	b u l ħ a ɾ
vulgar	b u l ɡ a ɾ
vulnerar	b u l n e ɾ a ɾ
vurullo	b u ɾ u ɟ o
válido	b a l i d o
vándalo	b a n d a l o
vén	b ɛ ŋ
vés	b ɛ s
véspera	b ɛ s p e ɾ a
víbora	b i b o ɾ a
vídeo	b i d e o
vínculo	b i ŋ k u l o
vínico	b i n i k o
vírgula	b i ɾ ħ u l a
vírgula	b i ɾ ɡ u l a
víspora	b i s p o ɾ a
vómito	b ɔ m i t o
vós	b ɔ s
wifi	w i f i
xa	ʃ a
xabaril	ʃ a b a ɾ i l
xabarín	ʃ a b a ɾ i ŋ
xabre	ʃ a β ɾ e̝
xabón	ʃ a b o ŋ
