A	ʔ aː ˧˧
tâm trí	t ə m ˧˧ t͡ɕ i ˧˦
tâm trương	t ə m ˧˧ t͡ɕ ɨ ə ŋ ˧˧
tâm trạng	t ə m ˧˧ t͡ɕ aː ŋ ˧˨ ʔ
tâm tình	t ə m ˧˧ t ï ŋ ˨˩
tâm tính	t ə m ˧˧ t ï ŋ ˧˦
tâm tư	t ə m ˧˧ t ɨ ˧˧
tâm điểm	t ə m ˧˧ ʔ ɗ i ə m ˧˩
tâm đắc	t ə m ˧˧ ʔ ɗ a k̚ ˧˦
tâm địa	t ə m ˧˧ ʔ ɗ i ə ˧˨ ʔ
tã	t aː ˦ˀ˥
tãi	t aː j ˦ˀ˥
tém	t ɛ m ˧˦
tí	t i ˧˦
tót	t ɔ t̚ ˧˦
tô	t o ˧˧
tôm	t o m ˧˧
tôm càng xanh	t o m ˧˧ k aː ŋ ˨˩ s a j ŋ̟ ˧˧
tôm he	t o m ˧˧ h ɛ ˧˧
tôm hùm	t o m ˧˧ h u m ˨˩
tôm sú	t o m ˧˧ s u ˧˦
tôm tít	t o m ˧˧ t i t̚ ˧˦
tôn	t o n ˧˧
tôn chỉ	t o n ˧˧ t͡ɕ i ˧˩
tôn giáo	t o n ˧˧ z aː w ˧˦
tôn giáo học	t o n ˧˧ z aː w ˧˦ h a w k͡p̚ ˧˨ ʔ
tôn hiệu	t o n ˧˧ h i ə w ˧˨ ʔ
tôn kính	t o n ˧˧ k ï ŋ ˧˦
tôn quý	t o n ˧˧ k w i ˧˦
tôn sùng	t o n ˧˧ s ʊ w ŋ͡m ˨˩
tôn thờ	t o n ˧˧ tʰ əː ˨˩
tôn ti trật tự	t o n ˧˧ t i ˧˧ t͡ɕ ə t̚ ˧˨ ʔ t ɨ ˧˨ ʔ
tôn trọng	t o n ˧˧ t͡ɕ a w ŋ͡m ˧˨ ʔ
tôn vinh	t o n ˧˧ v ï ŋ ˧˧
tôn xưng	t o n ˧˧ s ɨ ŋ ˧˧
tông	t ə w ŋ͡m ˧˧
tông hiến	t ə w ŋ͡m ˧˧ h i ə n ˧˦
tông huấn	t ə w ŋ͡m ˧˧ h w ə n ˧˦
tông miếu	t ə w ŋ͡m ˧˧ m i ə w ˧˦
tông sắc	t ə w ŋ͡m ˧˧ s a k̚ ˧˦
tông thư	t ə w ŋ͡m ˧˧ tʰ ɨ ˧˧
tông đồ	t ə w ŋ͡m ˧˧ ʔ ɗ o ˨˩
tù	t u ˨˩
tù binh	t u ˨˩ ʔ ɓ ï ŋ ˧˧
tù mù	t u ˨˩ m u ˨˩
tù nhân	t u ˨˩ ɲ ə n ˧˧
tù nhân lương tâm	t u ˨˩ ɲ ə n ˧˧ l ɨ ə ŋ ˧˧ t ə m ˧˧
tù trưởng	t u ˨˩ t͡ɕ ɨ ə ŋ ˧˩
tù và	t u ˨˩ v aː ˨˩
tùm lum	t u m ˨˩ l u m ˧˧
tùm lum tà la	t u m ˨˩ l u m ˧˧ t aː ˨˩ l aː ˧˧
tùng	t ʊ w ŋ͡m ˨˩
tùng cúc	t ʊ w ŋ͡m ˨˩ k ʊ w k͡p̚ ˧˦
tùng cúc trúc mai	t ʊ w ŋ͡m ˨˩ k ʊ w k͡p̚ ˧˦ t͡ɕ ʊ w k͡p̚ ˧˦ m aː j ˧˧
tùng xẻo	t ʊ w ŋ͡m ˨˩ s ɛ w ˧˩
tú	t u ˧˦
tú bà	t u ˧˦ ʔ ɓ aː ˨˩
tú cầu	t u ˧˦ k ə w ˨˩
tú lơ khơ	t u ˧˦ l əː ˧˧ x əː ˧˧
tú tài	t u ˧˦ t aː j ˨˩
túa	t u ə ˧˦
túc	t ʊ w k͡p̚ ˧˦
túc cầu	t ʊ w k͡p̚ ˧˦ k ə w ˨˩
túc nho	t ʊ w k͡p̚ ˧˦ ɲ ɔ ˧˧
túc trái tiền oan	t ʊ w k͡p̚ ˧˦ t͡ɕ aː j ˧˦ t i ə n ˨˩ ʔ w aː n ˧˧
túc trực	t ʊ w k͡p̚ ˧˦ t͡ɕ ɨ k̚ ˧˨ ʔ
túc tắc	t ʊ w k͡p̚ ˧˦ t a k̚ ˧˦
túc từ	t ʊ w k͡p̚ ˧˦ t ɨ ˨˩
túi	t u j ˧˦
túi bóng	t u j ˧˦ ʔ ɓ a w ŋ͡m ˧˦
túi mật	t u j ˧˦ m ə t̚ ˧˨ ʔ
túi ngủ	t u j ˧˦ ŋ u ˧˩
túi ngực	t u j ˧˦ ŋ ɨ k̚ ˧˨ ʔ
túi nôn	t u j ˧˦ n o n ˧˧
túi tiết	t u j ˧˦ t i ə t̚ ˧˦
túi tiền	t u j ˧˦ t i ə n ˨˩
túi xách	t u j ˧˦ s a j k̟̚ ˧˦
túm	t u m ˧˦
túm năm tụm ba	t u m ˧˦ n a m ˧˧ t u m ˧˨ ʔ ʔ ɓ aː ˧˧
túm tụm	t u m ˧˦ t u m ˧˨ ʔ
túng	t ʊ w ŋ͡m ˧˦
túng thiếu	t ʊ w ŋ͡m ˧˦ tʰ i ə w ˧˦
túp	t u p̚ ˧˦
tút	t u t̚ ˧˦
tý	t i ˧˦
tăm	t a m ˧˧
tăm hơi	t a m ˧˧ h əː j ˧˧
tăm tối	t a m ˧˧ t o j ˧˦
tăm xỉa răng	t a m ˧˧ s i ə ˧˩ z a ŋ ˧˧
tăng	t a ŋ ˧˧
tăng cường	t a ŋ ˧˧ k ɨ ə ŋ ˨˩
tăng gia	t a ŋ ˧˧ z aː ˧˧
tăng già	t a ŋ ˧˧ z aː ˨˩
tăng giá	t a ŋ ˧˧ z aː ˧˦
tăng ni	t a ŋ ˧˧ n i ˧˧
tăng sản	t a ŋ ˧˧ s aː n ˧˩
tăng trưởng	t a ŋ ˧˧ t͡ɕ ɨ ə ŋ ˧˩
tăng trưởng kinh tế	t a ŋ ˧˧ t͡ɕ ɨ ə ŋ ˧˩ k ï ŋ ˧˧ t e ˧˦
tăng trọng	t a ŋ ˧˧ t͡ɕ a w ŋ͡m ˧˨ ʔ
tăng tốc	t a ŋ ˧˧ t ə w k͡p̚ ˧˦
tăng viện	t a ŋ ˧˧ v i ə n ˧˨ ʔ
tăng xông	t a ŋ ˧˧ s ə w ŋ͡m ˧˧
tăng đoàn	t a ŋ ˧˧ ʔ ɗ w aː n ˨˩
tăng động	t a ŋ ˧˧ ʔ ɗ ə w ŋ͡m ˧˨ ʔ
tơ	t əː ˧˧
tơ cơ	t əː ˧˧ k əː ˧˧
tơ lụa	t əː ˧˧ l u ə ˧˨ ʔ
tơ tưởng	t əː ˧˧ t ɨ ə ŋ ˧˩
tơi	t əː j ˧˧
tơi bời	t əː j ˧˧ ʔ ɓ əː j ˨˩
tư	t ɨ ˧˧
tư biện	t ɨ ˧˧ ʔ ɓ i ə n ˧˨ ʔ
tư bản	t ɨ ˧˧ ʔ ɓ aː n ˧˩
tư bản bất biến	t ɨ ˧˧ ʔ ɓ aː n ˧˩ ʔ ɓ ə t̚ ˧˦ ʔ ɓ i ə n ˧˦
tư bản chủ nghĩa	t ɨ ˧˧ ʔ ɓ aː n ˧˩ t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥
tư bản cố định	t ɨ ˧˧ ʔ ɓ aː n ˧˩ k o ˧˦ ʔ ɗ ï ŋ ˧˨ ʔ
tư bản khả biến	t ɨ ˧˧ ʔ ɓ aː n ˧˩ x aː ˧˩ ʔ ɓ i ə n ˧˦
tư bản lưu động	t ɨ ˧˧ ʔ ɓ aː n ˧˩ l i w ˧˧ ʔ ɗ ə w ŋ͡m ˧˨ ʔ
tư chất	t ɨ ˧˧ t͡ɕ ə t̚ ˧˦
tư cách	t ɨ ˧˧ k a j k̟̚ ˧˦
tư duy	t ɨ ˧˧ z w i ˧˧
tư duy phản biện	t ɨ ˧˧ z w i ˧˧ f aː n ˧˩ ʔ ɓ i ə n ˧˨ ʔ
tư dục	t ɨ ˧˧ z ʊ w k͡p̚ ˧˨ ʔ
tư liệu	t ɨ ˧˧ l i ə w ˧˨ ʔ
tư liệu sản xuất	t ɨ ˧˧ l i ə w ˧˨ ʔ s aː n ˧˩ s w ə t̚ ˧˦
tư lệnh	t ɨ ˧˧ l ə j ŋ̟ ˧˨ ʔ
tư lợi	t ɨ ˧˧ l əː j ˧˨ ʔ
tư lự	t ɨ ˧˧ l ɨ ˧˨ ʔ
tư nhân	t ɨ ˧˧ ɲ ə n ˧˧
tư nhân hoá	t ɨ ˧˧ ɲ ə n ˧˧ h w aː ˧˦
tư pháp	t ɨ ˧˧ f aː p̚ ˧˦
tư sản	t ɨ ˧˧ s aː n ˧˩
tư thông	t ɨ ˧˧ tʰ ə w ŋ͡m ˧˧
tư thế	t ɨ ˧˧ tʰ e ˧˦
tư thục	t ɨ ˧˧ tʰ ʊ w k͡p̚ ˧˨ ʔ
tư tưởng	t ɨ ˧˧ t ɨ ə ŋ ˧˩
tư vấn	t ɨ ˧˧ v ə n ˧˦
tương hỗ	t ɨ ə ŋ ˧˧ h o ˦ˀ˥
tương khắc	t ɨ ə ŋ ˧˧ x a k̚ ˧˦
tương kị	t ɨ ə ŋ ˧˧ k i ˧˨ ʔ
tương lai	t ɨ ə ŋ ˧˧ l aː j ˧˧
tương phản	t ɨ ə ŋ ˧˧ f aː n ˧˩
tương quan	t ɨ ə ŋ ˧˧ k w aː n ˧˧
tương sinh	t ɨ ə ŋ ˧˧ s ï ŋ ˧˧
tương thân tương ái	t ɨ ə ŋ ˧˧ tʰ ə n ˧˧ t ɨ ə ŋ ˧˧ ʔ aː j ˧˦
tương thích	t ɨ ə ŋ ˧˧ tʰ ï k̟̚ ˧˦
tương truyền	t ɨ ə ŋ ˧˧ t͡ɕ w i ə n ˨˩
tương trợ	t ɨ ə ŋ ˧˧ t͡ɕ əː ˧˨ ʔ
tương tàn	t ɨ ə ŋ ˧˧ t aː n ˨˩
tương tác	t ɨ ə ŋ ˧˧ t aː k̚ ˧˦
tương tư	t ɨ ə ŋ ˧˧ t ɨ ˧˧
tương tự	t ɨ ə ŋ ˧˧ t ɨ ˧˨ ʔ
tương xứng	t ɨ ə ŋ ˧˧ s ɨ ŋ ˧˦
tương đương	t ɨ ə ŋ ˧˧ ʔ ɗ ɨ ə ŋ ˧˧
tương đối	t ɨ ə ŋ ˧˧ ʔ ɗ o j ˧˦
tương đồng	t ɨ ə ŋ ˧˧ ʔ ɗ ə w ŋ͡m ˨˩
tương ớt	t ɨ ə ŋ ˧˧ ʔ əː t̚ ˧˦
tương ứng	t ɨ ə ŋ ˧˧ ʔ ɨ ŋ ˧˦
tướng	t ɨ ə ŋ ˧˦
tướng lĩnh	t ɨ ə ŋ ˧˦ l ï ŋ ˦ˀ˥
tướng mạo	t ɨ ə ŋ ˧˦ m aː w ˧˨ ʔ
tướng quân	t ɨ ə ŋ ˧˦ k w ə n ˧˧
tường	t ɨ ə ŋ ˨˩
tường lửa	t ɨ ə ŋ ˨˩ l ɨ ə ˧˩
tường minh	t ɨ ə ŋ ˨˩ m ï ŋ ˧˧
tường thuật	t ɨ ə ŋ ˨˩ tʰ w ə t̚ ˧˨ ʔ
tường trình	t ɨ ə ŋ ˨˩ t͡ɕ ï ŋ ˨˩
tường tận	t ɨ ə ŋ ˨˩ t ə n ˧˨ ʔ
tường vi	t ɨ ə ŋ ˨˩ v i ˧˧
tườu	t i ə w ˨˩
tưởng	t ɨ ə ŋ ˧˩
tưởng bở	t ɨ ə ŋ ˧˩ ʔ ɓ əː ˧˩
tưởng nhớ	t ɨ ə ŋ ˧˩ ɲ əː ˧˦
tưởng niệm	t ɨ ə ŋ ˧˩ n i ə m ˧˨ ʔ
tưởng thưởng	t ɨ ə ŋ ˧˩ tʰ ɨ ə ŋ ˧˩
tưởng tượng	t ɨ ə ŋ ˧˩ t ɨ ə ŋ ˧˨ ʔ
tượng	t ɨ ə ŋ ˧˨ ʔ
tượng Nữ thần Tự do	t ɨ ə ŋ ˧˨ ʔ n ɨ ˦ˀ˥ tʰ ə n ˨˩ t ɨ ˧˨ ʔ z ɔ ˧˧
tượng hình	t ɨ ə ŋ ˧˨ ʔ h ï ŋ ˨˩
tượng thanh	t ɨ ə ŋ ˧˨ ʔ tʰ a j ŋ̟ ˧˧
tượng trưng	t ɨ ə ŋ ˧˨ ʔ t͡ɕ ɨ ŋ ˧˧
tượng đài	t ɨ ə ŋ ˧˨ ʔ ʔ ɗ aː j ˨˩
tạ	t aː ˧˨ ʔ
tạ lỗi	t aː ˧˨ ʔ l o j ˦ˀ˥
tạ thế	t aː ˧˨ ʔ tʰ e ˧˦
tạ từ	t aː ˧˨ ʔ t ɨ ˨˩
tạ ơn	t aː ˧˨ ʔ ʔ əː n ˧˧
tạc	t aː k̚ ˧˨ ʔ
tạc đạn	t aː k̚ ˧˨ ʔ ʔ ɗ aː n ˧˨ ʔ
tạch	t a j k̟̚ ˧˨ ʔ
tại	t aː j ˧˨ ʔ
tại chỗ	t aː j ˧˨ ʔ t͡ɕ o ˦ˀ˥
tại chức	t aː j ˧˨ ʔ t͡ɕ ɨ k̚ ˧˦
tại gia	t aː j ˧˨ ʔ z aː ˧˧
tại hạ	t aː j ˧˨ ʔ h aː ˧˨ ʔ
tại ngoại	t aː j ˧˨ ʔ ŋ w aː j ˧˨ ʔ
tại ngoại hậu cứu	t aː j ˧˨ ʔ ŋ w aː j ˧˨ ʔ h ə w ˧˨ ʔ k i w ˧˦
tại sao	t aː j ˧˨ ʔ s aː w ˧˧
tại vì	t aː j ˧˨ ʔ v i ˨˩
tại vị	t aː j ˧˨ ʔ v i ˧˨ ʔ
tạm	t aː m ˧˨ ʔ
tạm biệt	t aː m ˧˨ ʔ ʔ ɓ i ə t̚ ˧˨ ʔ
tạm bợ	t aː m ˧˨ ʔ ʔ ɓ əː ˧˨ ʔ
tạm dịch	t aː m ˧˨ ʔ z ï k̟̚ ˧˨ ʔ
tạm thời	t aː m ˧˨ ʔ tʰ əː j ˨˩
tạm trú	t aː m ˧˨ ʔ t͡ɕ u ˧˦
tạm ứng	t aː m ˧˨ ʔ ʔ ɨ ŋ ˧˦
tạng	t aː ŋ ˧˨ ʔ
tạnh	t a j ŋ̟ ˧˨ ʔ
tạo	t aː w ˧˨ ʔ
tạo dựng	t aː w ˧˨ ʔ z ɨ ŋ ˧˨ ʔ
tạo hoá	t aː w ˧˨ ʔ h w aː ˧˦
tạo hình	t aː w ˧˨ ʔ h ï ŋ ˨˩
tạo lập	t aː w ˧˨ ʔ l ə p̚ ˧˨ ʔ
tạo nên	t aː w ˧˨ ʔ n e n ˧˧
tạo phản	t aː w ˧˨ ʔ f aː n ˧˩
tạo thành	t aː w ˧˨ ʔ tʰ a j ŋ̟ ˨˩
tạo vật	t aː w ˧˨ ʔ v ə t̚ ˧˨ ʔ
tạp	t aː p̚ ˧˨ ʔ
tạp chí	t aː p̚ ˧˨ ʔ t͡ɕ i ˧˦
tạp chủng	t aː p̚ ˧˨ ʔ t͡ɕ ʊ w ŋ͡m ˧˩
tạp dề	t aː p̚ ˧˨ ʔ z e ˨˩
tạp hoá	t aː p̚ ˧˨ ʔ h w aː ˧˦
tạp kĩ	t aː p̚ ˧˨ ʔ k i ˦ˀ˥
tạp nham	t aː p̚ ˧˨ ʔ ɲ aː m ˧˧
tạp phẩm	t aː p̚ ˧˨ ʔ f ə m ˧˩
tạp pín lù	t aː p̚ ˧˨ ʔ p i n ˧˦ l u ˨˩
tạp trở	t aː p̚ ˧˨ ʔ t͡ɕ əː ˧˩
tạp vụ	t aː p̚ ˧˨ ʔ v u ˧˨ ʔ
tạp âm	t aː p̚ ˧˨ ʔ ʔ ə m ˧˧
tạt	t aː t̚ ˧˨ ʔ
tả	t aː ˧˩
tả chân	t aː ˧˩ t͡ɕ ə n ˧˧
tả khuynh	t aː ˧˩ x w ï ŋ̟ ˧˧
tả ngạn	t aː ˧˩ ŋ aː n ˧˨ ʔ
tả phái	t aː ˧˩ f aː j ˧˦
tả pín lù	t aː ˧˩ p i n ˧˦ l u ˨˩
tả tơi	t aː ˧˩ t əː j ˧˧
tải	t aː j ˧˩
tải lên	t aː j ˧˩ l e n ˧˧
tải trọng	t aː j ˧˩ t͡ɕ a w ŋ͡m ˧˨ ʔ
tải xuống	t aː j ˧˩ s u ə ŋ ˧˦
tản	t aː n ˧˩
tản bộ	t aː n ˧˩ ʔ ɓ o ˧˨ ʔ
tản mát	t aː n ˧˩ m aː t̚ ˧˦
tản mạn	t aː n ˧˩ m aː n ˧˨ ʔ
tản văn	t aː n ˧˩ v a n ˧˧
tảng	t aː ŋ ˧˩
tảng lờ	t aː ŋ ˧˩ l əː ˨˩
tảng sáng	t aː ŋ ˧˩ s aː ŋ ˧˦
tảo	t aː w ˧˩
tảo hôn	t aː w ˧˩ h o n ˧˧
tảo mộ	t aː w ˧˩ m o ˧˨ ʔ
tảo tần	t aː w ˧˩ t ə n ˨˩
tấc	t ə k̚ ˧˦
tấc đất tấc vàng	t ə k̚ ˧˦ ʔ ɗ ə t̚ ˧˦ t ə k̚ ˧˦ v aː ŋ ˨˩
tầm	t ə m ˨˩
tầm bậy	t ə m ˨˩ ʔ ɓ ə j ˧˨ ʔ
tầm gửi	t ə m ˨˩ ɣ ɨ j ˧˩
tầm khảo	t ə m ˨˩ x aː w ˧˩
tầm ma	t ə m ˨˩ m aː ˧˧
tầm mắt	t ə m ˨˩ m a t̚ ˧˦
tắc	t a k̚ ˧˦
tắc kè	t a k̚ ˧˦ k ɛ ˨˩
tắc kè hoa	t a k̚ ˧˦ k ɛ ˨˩ h w aː ˧˧
tắc nghẽn	t a k̚ ˧˦ ŋ ɛ n ˦ˀ˥
tắc te	t a k̚ ˧˦ t ɛ ˧˧
tắc trách	t a k̚ ˧˦ t͡ɕ a j k̟̚ ˧˦
tắc tị	t a k̚ ˧˦ t i ˧˨ ʔ
tắc xi	t a k̚ ˧˦ s i ˧˧
tắc đường	t a k̚ ˧˦ ʔ ɗ ɨ ə ŋ ˨˩
tắm	t a m ˧˦
tắm rửa	t a m ˧˦ z ɨ ə ˧˩
tắp	t a p̚ ˧˦
tắt	t a t̚ ˧˦
tắt điện	t a t̚ ˧˦ ʔ ɗ i ə n ˧˨ ʔ
tằm	t a m ˨˩
tằn tiện	t a n ˨˩ t i ə n ˧˨ ʔ
tằng hắng	t a ŋ ˨˩ h a ŋ ˧˦
tằng tịu	t a ŋ ˨˩ t i w ˧˨ ʔ
tặc	t a k̚ ˧˨ ʔ
tặng	t a ŋ ˧˨ ʔ
tết nhất	t e t̚ ˧˦ ɲ ə t̚ ˧˦
tếu	t e w ˧˦
tốn	t o n ˧˦
tốn kém	t o n ˧˦ k ɛ m ˧˦
tống	t ə w ŋ͡m ˧˦
tống khứ	t ə w ŋ͡m ˧˦ x ɨ ˧˦
tống tiền	t ə w ŋ͡m ˧˦ t i ə n ˨˩
tốp	t o p̚ ˧˦
tốt	t o t̚ ˧˦
tốt bụng	t o t̚ ˧˦ ʔ ɓ ʊ w ŋ͡m ˧˨ ʔ
tốt khoe xấu che	t o t̚ ˧˦ x w ɛ ˧˧ s ə w ˧˦ t͡ɕ ɛ ˧˧
tốt lành	t o t̚ ˧˦ l a j ŋ̟ ˨˩
tốt nghiệp	t o t̚ ˧˦ ŋ i ə p̚ ˧˨ ʔ
tốt số	t o t̚ ˧˦ s o ˧˦
tốt thông	t o t̚ ˧˦ tʰ ə w ŋ͡m ˧˧
tốt đẹp	t o t̚ ˧˦ ʔ ɗ ɛ p̚ ˧˨ ʔ
tồn	t o n ˨˩
tồn kho	t o n ˨˩ x ɔ ˧˧
tồn tại	t o n ˨˩ t aː j ˧˨ ʔ
tồn đọng	t o n ˨˩ ʔ ɗ a w ŋ͡m ˧˨ ʔ
tổn hại	t o n ˧˩ h aː j ˧˨ ʔ
tổn thương	t o n ˧˩ tʰ ɨ ə ŋ ˧˧
tổn thất	t o n ˧˩ tʰ ə t̚ ˧˦
tổn thọ	t o n ˧˩ tʰ ɔ ˧˨ ʔ
tổng	t ə w ŋ͡m ˧˩
tổng binh	t ə w ŋ͡m ˧˩ ʔ ɓ ï ŋ ˧˧
tổng biên tập	t ə w ŋ͡m ˧˩ ʔ ɓ i ə n ˧˧ t ə p̚ ˧˨ ʔ
tổng bí thư	t ə w ŋ͡m ˧˩ ʔ ɓ i ˧˦ tʰ ɨ ˧˧
tổng công ti	t ə w ŋ͡m ˧˩ k ə w ŋ͡m ˧˧ t i ˧˧
tổng cộng	t ə w ŋ͡m ˧˩ k ə w ŋ͡m ˧˨ ʔ
tổng cục	t ə w ŋ͡m ˧˩ k ʊ w k͡p̚ ˧˨ ʔ
tổng duyệt	t ə w ŋ͡m ˧˩ z w i ə t̚ ˧˨ ʔ
tổng giám mục	t ə w ŋ͡m ˧˩ z aː m ˧˦ m ʊ w k͡p̚ ˧˨ ʔ
tổng giáo phận	t ə w ŋ͡m ˧˩ z aː w ˧˦ f ə n ˧˨ ʔ
tổng hoà	t ə w ŋ͡m ˧˩ h w aː ˨˩
tổng hành dinh	t ə w ŋ͡m ˧˩ h a j ŋ̟ ˨˩ z ï ŋ ˧˧
tổng hợp	t ə w ŋ͡m ˧˩ h əː p̚ ˧˨ ʔ
tổng kết	t ə w ŋ͡m ˧˩ k e t̚ ˧˦
tổng lãnh sự	t ə w ŋ͡m ˧˩ l a j ŋ̟ ˦ˀ˥ s ɨ ˧˨ ʔ
tổng lãnh sự quán	t ə w ŋ͡m ˧˩ l a j ŋ̟ ˦ˀ˥ s ɨ ˧˨ ʔ k w aː n ˧˦
tổng lãnh thiên thần	t ə w ŋ͡m ˧˩ l a j ŋ̟ ˦ˀ˥ tʰ i ə n ˧˧ tʰ ə n ˨˩
tổng quan	t ə w ŋ͡m ˧˩ k w aː n ˧˧
tổng quát	t ə w ŋ͡m ˧˩ k w aː t̚ ˧˦
tổng sản phẩm nội địa	t ə w ŋ͡m ˧˩ s aː n ˧˩ f ə m ˧˩ n o j ˧˨ ʔ ʔ ɗ i ə ˧˨ ʔ
tổng số	t ə w ŋ͡m ˧˩ s o ˧˦
tổng thư kí	t ə w ŋ͡m ˧˩ tʰ ɨ ˧˧ k i ˧˦
tổng thể	t ə w ŋ͡m ˧˩ tʰ e ˧˩
tổng thống	t ə w ŋ͡m ˧˩ tʰ ə w ŋ͡m ˧˦
tổng trưởng	t ə w ŋ͡m ˧˩ t͡ɕ ɨ ə ŋ ˧˩
tổng tuyển cử	t ə w ŋ͡m ˧˩ t w i ə n ˧˩ k ɨ ˧˩
tổng tư lệnh	t ə w ŋ͡m ˧˩ t ɨ ˧˧ l ə j ŋ̟ ˧˨ ʔ
tổng y viện	t ə w ŋ͡m ˧˩ ʔ i ˧˧ v i ə n ˧˨ ʔ
tổng đài	t ə w ŋ͡m ˧˩ ʔ ɗ aː j ˨˩
tổng đài viên	t ə w ŋ͡m ˧˩ ʔ ɗ aː j ˨˩ v i ə n ˧˧
tổng đốc	t ə w ŋ͡m ˧˩ ʔ ɗ ə w k͡p̚ ˧˦
tổng động viên	t ə w ŋ͡m ˧˩ ʔ ɗ ə w ŋ͡m ˧˨ ʔ v i ə n ˧˧
tỗn	t o n ˦ˀ˥
tội danh	t o j ˧˨ ʔ z a j ŋ̟ ˧˧
tội lỗi	t o j ˧˨ ʔ l o j ˦ˀ˥
tội nghiệp	t o j ˧˨ ʔ ŋ i ə p̚ ˧˨ ʔ
tội nhân	t o j ˧˨ ʔ ɲ ə n ˧˧
tội phạm	t o j ˧˨ ʔ f aː m ˧˨ ʔ
tội phạm học	t o j ˧˨ ʔ f aː m ˧˨ ʔ h a w k͡p̚ ˧˨ ʔ
tội trạng	t o j ˧˨ ʔ t͡ɕ aː ŋ ˧˨ ʔ
tội ác	t o j ˧˨ ʔ ʔ aː k̚ ˧˦
tội ác chiến tranh	t o j ˧˨ ʔ ʔ aː k̚ ˧˦ t͡ɕ i ə n ˧˦ t͡ɕ a j ŋ̟ ˧˧
tột	t o t̚ ˧˨ ʔ
tột độ	t o t̚ ˧˨ ʔ ʔ ɗ o ˧˨ ʔ
tớ	t əː ˧˦
tới	t əː j ˧˦
tới bến	t əː j ˧˦ ʔ ɓ e n ˧˦
tới lui	t əː j ˧˦ l u j ˧˧
tới nơi tới chốn	t əː j ˧˦ n əː j ˧˧ t əː j ˧˦ t͡ɕ o n ˧˦
tới tấp	t əː j ˧˦ t ə p̚ ˧˦
tờ	t əː ˨˩
tờ bướm	t əː ˨˩ ʔ ɓ ɨ ə m ˧˦
tờ khai	t əː ˨˩ x aː j ˧˧
tờ mây	t əː ˨˩ m ə j ˧˧
tờ mờ	t əː ˨˩ m əː ˨˩
tờ mục vụ	t əː ˨˩ m ʊ w k͡p̚ ˧˨ ʔ v u ˧˨ ʔ
tờ rơi	t əː ˨˩ z əː j ˧˧
tởm	t əː m ˧˩
tởn	t əː n ˧˩
tợ	t əː ˧˨ ʔ
tợn	t əː n ˧˨ ʔ
tợp	t əː p̚ ˧˨ ʔ
tụ	t u ˧˨ ʔ
tụ cầu	t u ˧˨ ʔ k ə w ˨˩
tụ cầu khuẩn	t u ˧˨ ʔ k ə w ˨˩ x w ə n ˧˩
tụ cầu vàng	t u ˧˨ ʔ k ə w ˨˩ v aː ŋ ˨˩
tụ họp	t u ˧˨ ʔ h ɔ p̚ ˧˨ ʔ
tụ hội	t u ˧˨ ʔ h o j ˧˨ ʔ
tụ tập	t u ˧˨ ʔ t ə p̚ ˧˨ ʔ
tụ điểm	t u ˧˨ ʔ ʔ ɗ i ə m ˧˩
tục	t ʊ w k͡p̚ ˧˨ ʔ
tục biên	t ʊ w k͡p̚ ˧˨ ʔ ʔ ɓ i ə n ˧˧
tục lệ	t ʊ w k͡p̚ ˧˨ ʔ l e ˧˨ ʔ
tục ngữ	t ʊ w k͡p̚ ˧˨ ʔ ŋ ɨ ˦ˀ˥
tục tĩu	t ʊ w k͡p̚ ˧˨ ʔ t i w ˦ˀ˥
tục đọc	t ʊ w k͡p̚ ˧˨ ʔ ʔ ɗ a w k͡p̚ ˧˨ ʔ
tụi	t u j ˧˨ ʔ
tụi nó	t u j ˧˨ ʔ n ɔ ˧˦
tụi tui	t u j ˧˨ ʔ t u j ˧˧
tụm	t u m ˧˨ ʔ
tụng	t ʊ w ŋ͡m ˧˨ ʔ
tụng kinh	t ʊ w ŋ͡m ˧˨ ʔ k ï ŋ ˧˧
tụt	t u t̚ ˧˨ ʔ
tụt hậu	t u t̚ ˧˨ ʔ h ə w ˧˨ ʔ
tụt mood	t u t̚ ˧˨ ʔ m u t̚ ˧˦
tụt xuống	t u t̚ ˧˨ ʔ s u ə ŋ ˧˦
tủ	t u ˧˩
tủ kiếng	t u ˧˩ k i ə ŋ ˧˦
tủ kính	t u ˧˩ k ï ŋ ˧˦
tủ lạnh	t u ˧˩ l a j ŋ̟ ˧˨ ʔ
tủ sách	t u ˧˩ s a j k̟̚ ˧˦
tủa	t u ə ˧˩
tủi	t u j ˧˩
tủi hờn	t u j ˧˩ h əː n ˨˩
tủi thân	t u j ˧˩ tʰ ə n ˧˧
tủm tỉm	t u m ˧˩ t i m ˧˩
tủn mủn	t u n ˧˩ m u n ˧˩
tứ	t ɨ ˧˦
tứ chi	t ɨ ˧˦ t͡ɕ i ˧˧
tứ diện	t ɨ ˧˦ z i ə n ˧˨ ʔ
tứ dân	t ɨ ˧˦ z ə n ˧˧
tứ giác	t ɨ ˧˦ z aː k̚ ˧˦
tứ hải giai huynh đệ	t ɨ ˧˦ h aː j ˧˩ z aː j ˧˧ h w ï ŋ̟ ˧˧ ʔ ɗ e ˧˨ ʔ
tứ kết	t ɨ ˧˦ k e t̚ ˧˦
tứ nghệ	t ɨ ˧˦ ŋ e ˧˨ ʔ
tứ phía	t ɨ ˧˦ f i ə ˧˦
