ᆜ	j ɯ
중앙아시아	t͡ɕ u ŋ a̠ ŋ a̠ ɕʰ i a̠
중앙아프리카	t͡ɕ u ŋ a̠ ŋ a̠ pʰ ɯ ɾ i kʰ a̠
중앙유럽	t͡ɕ u ŋ a̠ ŋ j u ɾ ʌ̹ p̚
중얼거리다	t͡ɕ u ŋ ʌ̹ ɭ ɡ ʌ̹ ɾ i d a̠
중얼중얼	t͡ɕ u ŋ ʌ̹ ʎ d͡ʑ u ŋ ʌ̹ ɭ
중에서	t͡ɕ u ŋ e̞ sʰ ʌ̹
중요	t͡ɕ uː ŋ j o
중요성	t͡ɕ uː ŋ j o s͈ ʌ̹ ŋ
중요시	t͡ɕ uː ŋ j o ɕʰ i
중요시되다	t͡ɕ uː ŋ j o ɕʰ i d w e̞ d a̠
중요시하다	t͡ɕ uː ŋ j o ɕʰ i ɦ a̠ d a̠
중요하다	t͡ɕ uː ŋ j o ɦ a̠ d a̠
중용	t͡ɕ u ŋ j o ŋ
중위	t͡ɕ u ŋ ɥ i
중의학	t͡ɕ u ŋ ɰ i ɦ a̠ k̚
중자	t͡ɕ u ŋ d͡ʑ a̠
중장	t͡ɕ u ŋ d͡ʑ a̠ ŋ
중적분	t͡ɕ uː ŋ d͡ʑ ʌ̹ k̚ p͈ u n
중정	t͡ɕ u ŋ d͡ʑ ʌ̹ ŋ
중정	t͡ɕ uː ŋ d͡ʑ ʌ̹ ŋ
중죄	t͡ɕ uː ŋ d͡ʑ w e̞
중증	t͡ɕ uː ŋ t͡ɕ͈ ɯ ŋ
중지	t͡ɕ u ŋ d͡ʑ i
중지	t͡ɕ uː ŋ d͡ʑ i
중징계	t͡ɕ uː ŋ d͡ʑ i ŋ ɡ j e̞
중천	t͡ɕ u ŋ t͡ɕʰ ʌ̹ n
중천	t͡ɕ uː ŋ t͡ɕʰ ʌ̹ n
중추	t͡ɕ u ŋ t͡ɕʰ u
중추절	t͡ɕ u ŋ t͡ɕʰ u d͡ʑ ʌ̹ ɭ
중퇴	t͡ɕ u ŋ tʰ w e̞
중편	t͡ɕ u ŋ pʰ j ʌ̹ n
중하다	t͡ɕ uː ŋ ɦ a̠ d a̠
중학교	t͡ɕ u ŋ ɦ a̠ k̚ k͈ j o
중화	t͡ɕ u ŋ β w a̠
중화민국	t͡ɕ u ŋ β w a̠ m i n ɡ u k̚
중화인민공화국	t͡ɕ u ŋ β w a̠ i n m i n ɡ o̞ ŋ β w a̠ ɡ u k̚
줘	t͡ɕ w ʌ̹
줴치다	t͡ɕ w e̞ː t͡ɕʰ i d a̠
쥐	t͡ɕ ɥ i
쥐다	t͡ɕ ɥ iː d a̠
쥐며느리	t͡ɕ ɥ i m j ʌ̹ n ɯ ɾ i
쥐창시	t͡ɕ ɥ i t͡ɕʰ a̠ ŋ ɕʰ i
쥑이다	t͡ɕ ɥ i ɡ i d a̠
쥬스	t͡ɕ u sʰ ɯ
즈	t͡ɕ ɯ
즈믄	t͡ɕ ɯ m ɯ n
즉	t͡ɕ ɯ k̚
즉각	t͡ɕ ɯ k̚ k͈ a̠ k̚
즉결	t͡ɕ ɯ k̚ k͈ j ʌ̹ ɭ
즉답	t͡ɕ ɯ k̚ t͈ a̠ p̚
즉사	t͡ɕ ɯ k s͈ a̠
즉석	t͡ɕ ɯ k s͈ ʌ̹ k̚
즉시	t͡ɕ ɯ k ɕ͈ i
즉위	t͡ɕ ɯ ɡ ɥ i
즉위식	t͡ɕ ɯ ɡ ɥ i ɕʰ i k̚
즉일	t͡ɕ ɯ ɡ i ɭ
즉흥	t͡ɕ ɯ k x ɯ ŋ
즐	t͡ɕ ɯ ɭ
즐거움	t͡ɕ ɯ ɭ ɡ ʌ̹ u m
즐겁다	t͡ɕ ɯ ɭ ɡ ʌ̹ p̚ t͈ a̠
즐기다	t͡ɕ ɯ ɭ ɡ i d a̠
즐비	t͡ɕ ɯ ɭ b i
즐비하다	t͡ɕ ɯ ɭ b i ɦ a̠ d a̠
즑	t͡ɕ ɯː k̚
즘게	t͡ɕ ɯ m ɡ e̞
즘성	t͡ɕ ɯ m sʰ ʌ̹ ŋ
즘슴	t͡ɕ ɯː m sʰ ɯ m
즙	t͡ɕ ɯ p̚
증	t͡ɕ ɯ ŋ
증가	t͡ɕ ɯ ŋ ɡ a̠
증가되다	t͡ɕ ɯ ŋ ɡ a̠ d w e̞ d a̠
증가하다	t͡ɕ ɯ ŋ ɡ a̠ ɦ a̠ d a̠
증거	t͡ɕ ɯ ŋ ɡ ʌ̹
증권	t͡ɕ ɯ ŋ k͈ w ʌ̹ n
증권사	t͡ɕ ɯ ŋ k͈ w ʌ̹ n sʰ a̠
증기	t͡ɕ ɯ ŋ ɡ i
증기선	t͡ɕ ɯ ŋ ɡ i sʰ ʌ̹ n
증류	t͡ɕ ɯ ŋ ɲ u
증류수	t͡ɕ ɯ ŋ ɲ u sʰ u
증류하다	t͡ɕ ɯ ŋ ɲ u ɦ a̠ d a̠
증명	t͡ɕ ɯ ŋ m j ʌ̹ ŋ
증명서	t͡ɕ ɯ ŋ m j ʌ̹ ŋ sʰ ʌ̹
증명하다	t͡ɕ ɯ ŋ m j ʌ̹ ŋ ɦ a̠ d a̠
증발	t͡ɕ ɯ ŋ b a̠ ɭ
증상	t͡ɕ ɯ ŋ sʰ a̠ ŋ
증서	t͡ɕ ɯ ŋ sʰ ʌ̹
증설	t͡ɕ ɯ ŋ sʰ ʌ̹ ɭ
증설하다	t͡ɕ ɯ ŋ sʰ ʌ̹ ɾ ɦ a̠ d a̠
증세	t͡ɕ ɯ ŋ sʰ e̞
증손	t͡ɕ ɯ ŋ sʰ o̞ n
증식	t͡ɕ ɯ ŋ ɕʰ i k̚
증언	t͡ɕ ɯ ŋ ʌ̹ n
증여	t͡ɕ ɯ ŋ j ʌ̹
증오	t͡ɕ ɯ ŋ o̞
증오심	t͡ɕ ɯ ŋ o̞ ɕʰ i m
증인	t͡ɕ ɯ ŋ i n
증정	t͡ɕ ɯ ŋ d͡ʑ ʌ̹ ŋ
증조	t͡ɕ ɯ ŋ d͡ʑ o̞
증조부	t͡ɕ ɯ ŋ d͡ʑ o̞ b u
증조부모	t͡ɕ ɯ ŋ d͡ʑ o̞ b u m o̞
증진하다	t͡ɕ ɯ ŋ d͡ʑ i n ɦ a̠ d a̠
증편	t͡ɕ ɯ ŋ pʰ j ʌ̹ n
증후	t͡ɕ ɯ ŋ β u
증후군	t͡ɕ ɯ ŋ β u ɡ u n
지	t͡ɕ i
지	t͡ɕ iː
지각	t͡ɕ i ɡ a̠ k̚
지각자	t͡ɕ i ɡ a̠ k̚ t͡ɕ͈ a̠
지각하다	t͡ɕ i ɡ a̠ kʰ a̠ d a̠
지갑	t͡ɕ i ɡ a̠ p̚
지게	t͡ɕ i ɡ e̞
지게문	t͡ɕ i ɡ e̞ m u n
지게미	t͡ɕ i ɡ e̞ m i
지게차	t͡ɕ i ɡ e̞ t͡ɕʰ a̠
지겹다	t͡ɕ i ɡ j ʌ̹ p̚ t͈ a̠
지경	t͡ɕ i ɡ j ʌ̹ ŋ
지골리다	t͡ɕ i ɡ o̞ ʎ ʎ i d a̠
지과	t͡ɕ i ɡ w a̠
지구	t͡ɕ i ɡ u
지구과학	t͡ɕ i ɡ u ɡ w a̠ ɦ a̠ k̚
지구라트	t͡ɕ i ɡ u ɾ a̠ tʰ ɯ
지구본	t͡ɕ i ɡ u b o̞ n
지구의	t͡ɕ i ɡ u ɰ i
지구인	t͡ɕ i ɡ u i n
지국	t͡ɕ i ɡ u k̚
지권	t͡ɕ i k͈ w ʌ̹ n
지극	t͡ɕ i ɡ ɯ k̚
지금	t͡ɕ i ɡ ɯ m
지급	t͡ɕ i ɡ ɯ p̚
지급시	t͡ɕ i ɡ ɯ p ɕ͈ i
지급하다	t͡ɕ i ɡ ɯ pʰ a̠ d a̠
지긋하다	t͡ɕ i ɡ ɯ tʰ a̠ d a̠
지껄이다	t͡ɕ i k͈ ʌ̹ ɾ i d a̠
지끔	t͡ɕ i k͈ ɯ m
지나	t͡ɕ i n a̠
지나가다	t͡ɕ i n a̠ ɡ a̠ d a̠
지나다	t͡ɕ i n a̠ d a̠
지나치다	t͡ɕ i n a̠ t͡ɕʰ i d a̠
지낙	t͡ɕ i n a̠ k̚
지난	t͡ɕ i n a̠ n
지난날	t͡ɕ i n a̠ n n a̠ ɭ
지난달	t͡ɕ i n a̠ n d a̠ ɭ
지난밤	t͡ɕ i n a̠ n b a̠ m
지난번	t͡ɕ i n a̠ n b ʌ̹ n
지난주	t͡ɕ i n a̠ ɲ d͡ʑ u
지남석	t͡ɕ i n a̠ m sʰ ʌ̹ k̚
지네	t͡ɕ i n e̞
지느러미	t͡ɕ i n ɯ ɾ ʌ̹ m i
지능	t͡ɕ i n ɯ ŋ
지니다	t͡ɕ i n i d a̠
지다	t͡ɕ i d a̠
지도	t͡ɕ i d o̞
지도력	t͡ɕ i d o̞ ɾ j ʌ̹ k̚
지도자	t͡ɕ i d o̞ d͡ʑ a̠
지도학	t͡ɕ i d o̞ ɦ a̠ k̚
지동설	t͡ɕ i d o̞ ŋ sʰ ʌ̹ ɭ
지라	t͡ɕ i ɾ a̠
지랄하다	t͡ɕ i ɾ a̠ ɾ ɦ a̠ d a̠
지렁	t͡ɕ i ɾ ʌ̹ ŋ
지렁이	t͡ɕ iː ɾ ʌ̹ ŋ i
지레	t͡ɕ i ɾ e̞
지뢰	t͡ɕ i ɾ w e̞
지뢰밭	t͡ɕ i ɾ w e̞ b a̠ t̚
지루	t͡ɕ i ɾ u
지루다	t͡ɕ i ɾ u d a̠
지루하다	t͡ɕ i ɾ u ɦ a̠ d a̠
지류	t͡ɕ i ɾ j u
지르다	t͡ɕ i ɾ ɯ d a̠
지르코늄	t͡ɕ i ɾ ɯ kʰ o̞ ɲ u m
지름	t͡ɕ i ɾ ɯ m
지름길	t͡ɕ i ɾ ɯ m k͈ i ɭ
지리	t͡ɕ i ɾ i
지리산	t͡ɕ i ɾ i sʰ a̠ n
지리학	t͡ɕ i ɾ i ɦ a̠ k̚
지리학자	t͡ɕ i ɾ i ɦ a̠ k̚ t͡ɕ͈ a̠
지린	t͡ɕ i ɾ i n
지면	t͡ɕ i m j ʌ̹ n
지명	t͡ɕ i m j ʌ̹ ŋ
지명하다	t͡ɕ i m j ʌ̹ ŋ ɦ a̠ d a̠
지명학	t͡ɕ i m j ʌ̹ ŋ ɦ a̠ k̚
지목	t͡ɕ i m o̞ k̚
지목하다	t͡ɕ i m o̞ kʰ a̠ d a̠
지문	t͡ɕ i m u n
지방	t͡ɕ i b a̠ ŋ
지방산	t͡ɕ i b a̠ ŋ sʰ a̠ n
지방자치	t͡ɕ i b a̠ ŋ d͡ʑ a̠ t͡ɕʰ i
지방족	t͡ɕ i b a̠ ŋ d͡ʑ o̞ k̚
지병	t͡ɕ i b j ʌ̹ ŋ
지복직관	t͡ɕ iː b o̞ k̚ t͡ɕ͈ i k̚ k͈ w a̠ n
지부티	t͡ɕ i b u tʰ i
지분	t͡ɕ i b u n
지불	t͡ɕ i b u ɭ
지불불능	t͡ɕ i b u ɭ b u ɭ ɭ ɯ ŋ
지불인	t͡ɕ i b u ɾ i n
지불하다	t͡ɕ i b u ɾ ɦ a̠ d a̠
지붕	t͡ɕ i b u ŋ
지빠귀	t͡ɕ i p͈ a̠ ɡ ɥ i
지사	t͡ɕ i sʰ a̠
지상	t͡ɕ i sʰ a̠ ŋ
지성	t͡ɕ i sʰ ʌ̹ ŋ
지속되다	t͡ɕ i sʰ o̞ k̚ t͈ w e̞ d a̠
지속적	t͡ɕ i sʰ o̞ k̚ t͡ɕ͈ ʌ̹ k̚
지슬	t͡ɕ i sʰ ɯ ɭ
지시	t͡ɕ i ɕʰ i
지시봉	t͡ɕ i ɕʰ i b o̞ ŋ
지시하다	t͡ɕ i ɕʰ i ɦ a̠ d a̠
지식	t͡ɕ i ɕʰ i k̚
지식인	t͡ɕ i ɕʰ i ɡ i n
지아비	t͡ɕ i a̠ b i
지압	t͡ɕ i a̠ p̚
지양탕	t͡ɕ i j a̠ ŋ tʰ a̠ ŋ
지역	t͡ɕ i j ʌ̹ k̚
지역번호	t͡ɕ i j ʌ̹ k̚ p͈ ʌ̹ n β o̞
지역사회	t͡ɕ i j ʌ̹ k s͈ a̠ β w e̞
지연	t͡ɕ i j ʌ̹ n
지옥	t͡ɕ i o̞ k̚
지옥불반도	t͡ɕ i o̞ k̚ p͈ u ɭ b a̠ n d o̞
지옥철	t͡ɕ i o̞ k̚ t͡ɕʰ ʌ̹ ɭ
지완	t͡ɕ i w a̠ n
지완하다	t͡ɕ i w a̠ n ɦ a̠ d a̠
지우다	t͡ɕ i u d a̠
지원	t͡ɕ i w ʌ̹ n
지원군	t͡ɕ i w ʌ̹ n ɡ u n
지원병	t͡ɕ i w ʌ̹ n b j ʌ̹ ŋ
지원서	t͡ɕ i w ʌ̹ n sʰ ʌ̹
지원자	t͡ɕ i w ʌ̹ ɲ d͡ʑ a̠
지원하다	t͡ɕ i w ʌ̹ n ɦ a̠ d a̠
지위	t͡ɕ i ɥ i
지은이	t͡ɕ i ɯ n i
지읒	t͡ɕ i ɯ t̚
지의류	t͡ɕ i ɰ i ɾ j u
지인	t͡ɕ i i n
지장	t͡ɕ i d͡ʑ a̠ ŋ
지저귀다	t͡ɕ i d͡ʑ ʌ̹ ɡ ɥ i d a̠
지저분하다	t͡ɕ i d͡ʑ ʌ̹ b u n ɦ a̠ d a̠
지적	t͡ɕ i d͡ʑ ʌ̹ k̚
지적	t͡ɕ i t͡ɕ͈ ʌ̹ k̚
지적되다	t͡ɕ i d͡ʑ ʌ̹ k̚ t͈ w e̞ d a̠
지적하다	t͡ɕ i d͡ʑ ʌ̹ kʰ a̠ d a̠
지점	t͡ɕ i d͡ʑ ʌ̹ m
지정	t͡ɕ i d͡ʑ ʌ̹ ŋ
지정되다	t͡ɕ i d͡ʑ ʌ̹ ŋ d w e̞ d a̠
지정하다	t͡ɕ i d͡ʑ ʌ̹ ŋ ɦ a̠ d a̠
지정학	t͡ɕ i d͡ʑ ʌ̹ ŋ ɦ a̠ k̚
지주	t͡ɕ i d͡ʑ u
지줌	t͡ɕ i d͡ʑ u m
지지	t͡ɕ i d͡ʑ i
지지부진	t͡ɕ i d͡ʑ i b u d͡ʑ i n
지지자	t͡ɕ i d͡ʑ i d͡ʑ a̠
지지하다	t͡ɕ i d͡ʑ i ɦ a̠ d a̠
지진	t͡ɕ i d͡ʑ i n
지진학	t͡ɕ i d͡ʑ i n ɦ a̠ k̚
지질	t͡ɕ i d͡ʑ i ɭ
지질학	t͡ɕ i d͡ʑ i ɾ ɦ a̠ k̚
지질학자	t͡ɕ i d͡ʑ i ɾ ɦ a̠ k̚ t͡ɕ͈ a̠
지척	t͡ɕ i t͡ɕʰ ʌ̹ k̚
지체	t͡ɕ i t͡ɕʰ e̞
지출	t͡ɕ i t͡ɕʰ u ɭ
지치다	t͡ɕ iː t͡ɕʰ i d a̠
지침	t͡ɕ i t͡ɕʰ i m
지칭하다	t͡ɕ i t͡ɕʰ i ŋ ɦ a̠ d a̠
지팡이	t͡ɕ i pʰ a̠ ŋ i
지퍼	t͡ɕ i pʰ ʌ̹
지평선	t͡ɕ i pʰ j ʌ̹ ŋ sʰ ʌ̹ n
지폐	t͡ɕ i pʰ j e̞
지표	t͡ɕ i pʰ j o
지푸라기	t͡ɕ i pʰ u ɾ a̠ ɡ i
지피다	t͡ɕ i pʰ i d a̠
지피지기	t͡ɕ i pʰ i d͡ʑ i ɡ i
지하	t͡ɕ i ɦ a̠
지하누비	t͡ɕ i ɦ a̠ n u b i
지하도	t͡ɕ i ɦ a̠ d o̞
지하드	t͡ɕ i ɦ a̠ d ɯ
지하실	t͡ɕ i ɦ a̠ ɕʰ i ɭ
지하철	t͡ɕ i ɦ a̠ t͡ɕʰ ʌ̹ ɭ
지하철역	t͡ɕ i ɦ a̠ t͡ɕʰ ʌ̹ ɾ j ʌ̹ k̚
지혈	t͡ɕ i ʝ ʌ̹ ɭ
지협	t͡ɕ i ʝ ʌ̹ p̚
지형	t͡ɕ i ʝ ʌ̹ ŋ
지형학	t͡ɕ i ʝ ʌ̹ ŋ ɦ a̠ k̚
지혜	t͡ɕ i ʝ e̞
지혜롭다	t͡ɕ i ʝ e̞ ɾ o̞ p̚ t͈ a̠
지혜서	t͡ɕ i ʝ e̞ sʰ ʌ̹
지휘	t͡ɕ i ɦ ɥ i
지휘관	t͡ɕ i ɦ ɥ i ɡ w a̠ n
지휘소	t͡ɕ i ɦ ɥ i sʰ o̞
지휘자	t͡ɕ i ɦ ɥ i d͡ʑ a̠
직	t͡ɕ i k̚
직감	t͡ɕ i k̚ k͈ a̠ m
직경	t͡ɕ i k̚ k͈ j ʌ̹ ŋ
직관	t͡ɕ i k̚ k͈ w a̠ n
직구	t͡ɕ i k̚ k͈ u
직기	t͡ɕ i k̚ k͈ i
직딩	t͡ɕ i k̚ t͈ i ŋ
직무	t͡ɕ i ŋ m u
직물	t͡ɕ i ŋ m u ɭ
직박구리	t͡ɕ i k̚ p͈ a̠ k̚ k͈ u ɾ i
직발	t͡ɕ i k̚ p͈ a̠ ɭ
직분	t͡ɕ i k̚ p͈ u n
직선	t͡ɕ i k s͈ ʌ̹ n
직선타	t͡ɕ i k s͈ ʌ̹ n tʰ a̠
직설법	t͡ɕ iː k s͈ ʌ̹ ɭ p͈ ʌ̹ p̚
직승기	t͡ɕ i k s͈ ɯ ŋ ɡ i
직업	t͡ɕ i ɡ ʌ̹ p̚
직업여성	t͡ɕ i ɡ ʌ̹ m ɲ ʌ̹ sʰ ʌ̹ ŋ
직원	t͡ɕ i ɡ w ʌ̹ n
직위	t͡ɕ i ɡ ɥ i
직장	t͡ɕ i k̚ t͡ɕ͈ a̠ ŋ
직장인	t͡ɕ i k̚ t͡ɕ͈ a̠ ŋ i n
직전	t͡ɕ i k̚ t͡ɕ͈ ʌ̹ n
직접	t͡ɕ i k̚ t͡ɕ͈ ʌ̹ p̚
직접적	t͡ɕ i k̚ t͡ɕ͈ ʌ̹ p̚ t͡ɕ͈ ʌ̹ k̚
직접화법	t͡ɕ i k̚ t͡ɕ͈ ʌ̹ pʰ w a̠ b ʌ̹ p̚
직할	t͡ɕ i kʰ a̠ ɭ
직할시	t͡ɕ i kʰ a̠ ɭ ɕʰ i
직후	t͡ɕ i kʰ u
진공	t͡ɕ i n ɡ o̞ ŋ
진공관	t͡ɕ i n ɡ o̞ ŋ ɡ w a̠ n
진공청소기	t͡ɕ i n ɡ o̞ ŋ t͡ɕʰ ʌ̹ ŋ sʰ o̞ ɡ i
진군	t͡ɕ iː n ɡ u n
진군하다	t͡ɕ iː n ɡ u n ɦ a̠ d a̠
진균	t͡ɕ i n ɡ j u n
진급	t͡ɕ iː n ɡ ɯ p̚
진단	t͡ɕ iː n d a̠ n
진동	t͡ɕ iː n d o̞ ŋ
진동수	t͡ɕ iː n d o̞ ŋ sʰ u
진드기	t͡ɕ i n d ɯ ɡ i
진딧물	t͡ɕ i n d i n m u ɭ
진뗑이	t͡ɕ i n t͈ e̞ ŋ i
진랍	t͡ɕ i ɭ ɭ a̠ p̚
진료소	t͡ɕ iː ʎ ʎ o sʰ o̞
진루	t͡ɕ iː ɭ ɭ u
진리	t͡ɕ i ʎ ʎ i
진보	t͡ɕ iː n b o̞
진부하다	t͡ɕ i n b u ɦ a̠ d a̠
진상	t͡ɕ i n sʰ a̠ ŋ
진상	t͡ɕ iː n sʰ a̠ ŋ
진술	t͡ɕ iː n sʰ u ɭ
진실	t͡ɕ i n ɕʰ i ɭ
진실게임	t͡ɕ i n ɕʰ i ɭ k͈ e̞ i m
진실하다	t͡ɕ i n ɕʰ i ɾ ɦ a̠ d a̠
진심	t͡ɕ i n ɕʰ i m
진압	t͡ɕ iː n a̠ p̚
진압하다	t͡ɕ iː n a̠ pʰ a̠ d a̠
진언	t͡ɕ i n ʌ̹ n
진여	t͡ɕ i ɲ ʌ̹
진열	t͡ɕ iː ɲ ʌ̹ ɭ
진열장	t͡ɕ iː ɲ ʌ̹ ʎ t͡ɕ͈ a̠ ŋ
진원지	t͡ɕ i n w ʌ̹ ɲ d͡ʑ i
진입	t͡ɕ i n i p̚
진자	t͡ɕ i ɲ d͡ʑ a̠
진자	t͡ɕ iː ɲ d͡ʑ a̠
진정	t͡ɕ i ɲ d͡ʑ ʌ̹ ŋ
진정	t͡ɕ iː ɲ d͡ʑ ʌ̹ ŋ
진정제	t͡ɕ iː ɲ d͡ʑ ʌ̹ ŋ d͡ʑ e̞
진정하다	t͡ɕ i ɲ d͡ʑ ʌ̹ ŋ ɦ a̠ d a̠
진정하다	t͡ɕ iː ɲ d͡ʑ ʌ̹ ŋ ɦ a̠ d a̠
진종일	t͡ɕ iː ɲ d͡ʑ o̞ ŋ i ɭ
진주	t͡ɕ i ɲ d͡ʑ u
진주층	t͡ɕ i ɲ d͡ʑ u t͡ɕʰ ɯ ŋ
진지	t͡ɕ i ɲ d͡ʑ i
진지	t͡ɕ iː ɲ d͡ʑ i
진지하다	t͡ɕ i ɲ d͡ʑ i ɦ a̠ d a̠
진짜	t͡ɕ i ɲ t͡ɕ͈ a̠
진찰	t͡ɕ iː ɲ t͡ɕʰ a̠ ɭ
진찰하다	t͡ɕ iː ɲ t͡ɕʰ a̠ ɾ ɦ a̠ d a̠
진출	t͡ɕ iː ɲ t͡ɕʰ u ɭ
진출하다	t͡ɕ iː ɲ t͡ɕʰ u ɾ ɦ a̠ d a̠
진취	t͡ɕ iː ɲ t͡ɕʰ ɥ i
진통제	t͡ɕ i n tʰ o̞ ŋ d͡ʑ e̞
진하다	t͡ɕ i n ɦ a̠ d a̠
진한	t͡ɕ i n ɦ a̠ n
진혼곡	t͡ɕ i n β o̞ n ɡ o̞ k̚
진혼제	t͡ɕ iː n β o̞ ɲ d͡ʑ e̞
진화	t͡ɕ iː n β w a̠
진흙	t͡ɕ i n ɣ ɯ k̚
질	t͡ɕ i ɭ
질권	t͡ɕ i ɭ k͈ w ʌ̹ n
질녀	t͡ɕ i ʎ ʎ ʌ̹
질다	t͡ɕ iː ɭ d a̠
질량	t͡ɕ i ʎ ʎ a̠ ŋ
질리다	t͡ɕ i ʎ ʎ i d a̠
질문	t͡ɕ i ɭ m u n
질문하다	t͡ɕ i ɭ m u n ɦ a̠ d a̠
질병	t͡ɕ i ɭ b j ʌ̹ ŋ
질서	t͡ɕ i ɭ s͈ ʌ̹
질소	t͡ɕ i ɭ sʰ o̞
질식	t͡ɕ i ɭ ɕʰ i k̚
질식하다	t͡ɕ i ɭ ɕʰ i kʰ a̠ d a̠
질의	t͡ɕ i ɾ ɰ i
질주	t͡ɕ i ʎ t͡ɕ͈ u
질주하다	t͡ɕ i ʎ t͡ɕ͈ u ɦ a̠ d a̠
질타	t͡ɕ i ɭ tʰ a̠
질타하다	t͡ɕ i ɭ tʰ a̠ ɦ a̠ d a̠
질투	t͡ɕ i ɭ tʰ u
질투하다	t͡ɕ i ɭ tʰ u ɦ a̠ d a̠
질풍노도	t͡ɕ i ɭ pʰ u ŋ n o̞ d o̞
질환	t͡ɕ i ɾ β w a̠ n
짊다	t͡ɕ i m t͈ a̠
짊어지다	t͡ɕ i ɭ m ʌ̹ d͡ʑ i d a̠
짐	t͡ɕ i m
짐	t͡ɕ iː m
짐꾼	t͡ɕ i m k͈ u n
짐마차	t͡ɕ i m m a̠ t͡ɕʰ a̠
짐바브웨	t͡ɕ i m b a̠ b ɯ w e̞
짐성	t͡ɕ i m sʰ ʌ̹ ŋ
짐승	t͡ɕ i m sʰ ɯ ŋ
짐작	t͡ɕ i m d͡ʑ a̠ k̚
짐작하다	t͡ɕ i m d͡ʑ a̠ kʰ a̠ d a̠
짐치	t͡ɕ i m t͡ɕʰ i
집	t͡ɕ i p̚
집게	t͡ɕ i p̚ k͈ e̞
집결	t͡ɕ i p̚ k͈ j ʌ̹ ɭ
집계	t͡ɕ i p̚ k͈ j e̞
집권당	t͡ɕ i p̚ k͈ w ʌ̹ n d a̠ ŋ
집난이	t͡ɕ i m n a̠ n i
집다	t͡ɕ i p̚ t͈ a̠
집단	t͡ɕ i p̚ t͈ a̠ n
집단학살	t͡ɕ i p̚ t͈ a̠ n ɦ a̠ k s͈ a̠ ɭ
집단화	t͡ɕ i p̚ t͈ a̠ n β w a̠
집들	t͡ɕ i p̚ t͈ ɯ ɭ
집들이	t͡ɕ i p̚ t͈ ɯ ɾ i
집락	t͡ɕ i m n a̠ k̚
집박쥐	t͡ɕ i p̚ p͈ a̠ k̚ t͡ɕ͈ ɥ i
집비둘기	t͡ɕ i p̚ p͈ i d u ɭ ɡ i
집사	t͡ɕ i p s͈ a̠
집사람	t͡ɕ i p s͈ a̠ ɾ a̠ m
집성촌	t͡ɕ i p s͈ ʌ̹ ŋ t͡ɕʰ o̞ n
집시	t͡ɕ i p ɕ͈ i
집안	t͡ɕ i b a̠ n
집안일	t͡ɕ i b a̠ n i ɭ
집어넣다	t͡ɕ i b ʌ̹ n ʌ̹ tʰ a̠
집오리	t͡ɕ i b o̞ ɾ i
집유령거미	t͡ɕ i b j u ɾ j ʌ̹ ŋ ɡ ʌ̹ m i
집전장치	t͡ɕ i p̚ t͡ɕ͈ ʌ̹ ɲ d͡ʑ a̠ ŋ t͡ɕʰ i
집주인	t͡ɕ i p̚ t͡ɕ͈ u i n
집중	t͡ɕ i p̚ t͡ɕ͈ u ŋ
집중되다	t͡ɕ i p̚ t͡ɕ͈ u ŋ d w e̞ d a̠
집중력	t͡ɕ i p̚ t͡ɕ͈ u ŋ ɲ ʌ̹ k̚
집중하다	t͡ɕ i p̚ t͡ɕ͈ u ŋ ɦ a̠ d a̠
집쥐	t͡ɕ i p̚ t͡ɕ͈ ɥ i
집집	t͡ɕ i p̚ t͡ɕ͈ i p̚
집착	t͡ɕ i p̚ t͡ɕʰ a̠ k̚
집체	t͡ɕ i p̚ t͡ɕʰ e̞
집터	t͡ɕ i p̚ tʰ ʌ̹
집토끼	t͡ɕ i p̚ tʰ o̞ k͈ i
집필	t͡ɕ i p̚ pʰ i ɭ
집합	t͡ɕ i pʰ a̠ p̚
집회	t͡ɕ i pʰ w e̞
집회서	t͡ɕ i pʰ w e̞ sʰ ʌ̹
짓	t͡ɕ iː t̚
짓궂다	t͡ɕ iː t̚ k͈ u t̚ t͈ a̠
짓다	t͡ɕ iː t̚ t͈ a̠
짓이기다	t͡ɕ i n n i ɡ i d a̠
징	t͡ɕ i ŋ
징거미	t͡ɕ i ŋ ɡ ʌ̹ m i
징검다리	t͡ɕ i ŋ ɡ ʌ̹ m d a̠ ɾ i
징계	t͡ɕ i ŋ ɡ j e̞
징그럽다	t͡ɕ i ŋ ɡ ɯ ɾ ʌ̹ p̚ t͈ a̠
징벌	t͡ɕ i ŋ b ʌ̹ ɭ
징벌하다	t͡ɕ i ŋ b ʌ̹ ɾ ɦ a̠ d a̠
징병	t͡ɕ i ŋ b j ʌ̹ ŋ
징역	t͡ɕ i ŋ j ʌ̹ k̚
징조	t͡ɕ i ŋ d͡ʑ o̞
징집	t͡ɕ i ŋ d͡ʑ i p̚
징집병	t͡ɕ i ŋ d͡ʑ i p̚ p͈ j ʌ̹ ŋ
징후	t͡ɕ i ŋ β u
짖다	t͡ɕ i t̚ t͈ a̠
짙다	t͡ɕ i t̚ t͈ a̠
짙푸르다	t͡ɕ i t̚ pʰ u ɾ ɯ d a̠
짚	t͡ɕ i p̚
짚다	t͡ɕ i p̚ t͈ a̠
짚티미	t͡ɕ i p̚ tʰ i m i
짜	t͡ɕ͈ a̠
짜가	t͡ɕ͈ a̠ ɡ a̠
짜굽다	t͡ɕ͈ a̠ ɡ u p̚ t͈ a̠
