'bout	b a ʊ t
prolate	p ɹ ə ʊ l e ɪ t
prolation	p ɹ ə ʊ l e ɪ ʃ ə n
prole	p ɹ o ʊ l
prolegomenon	p ɹ ə ʊ l ɪ ɡ ɒ m ɪ n ɒ n
prolegomenous	p ɹ ə ʊ l ə ɡ ɒ m ɪ n ə s
prolepses	p ɹ o ʊ l ɛ p s i z
prolepsis	p ɹ o ʊ l ɛ p s ɪ s
proleptic	p ɹ o ʊ l ɛ p t ɪ k
proleptical	p ɹ ə ʊ l ɛ p t ɪ k ə l
proletaire	p ɹ o ʊ l ɪ t ɛː ɹ
proletarianism	p ɹ ə ʊ l ɪ t ɛ ə ɹ ɪ ə n ɪ z ə m
proletarianization	p ɹ ə ʊ l ɪ t ɛː ɹ ɪ ə n a ɪ z e ɪ ʃ n̩
proletary	p ɹ ə ʊ l ɪ t ə ɹ i
proliferate	p ɹ ə l ɪ f ə ɹ e ɪ t
proliferation	p ɹ ə l ɪ f ə ɹ e ɪ ʃ ə n
prolific	p ɹ o ʊ l ɪ f ɪ k
prolific	p ɹ ə l ɪ f ɪ k
proligerous	p ɹ ə ʊ l ɪ d ʒ ə ɹ ə s
prolix	p ɹ ə ʊ l ɪ k s
prolixity	p ɹ ə l ɪ k s ɪ t i
prolixity	p ɹ ə ʊ l ɪ k s ɪ t i
prolly	p ɹ ɒ l i
prologetic	p ɹ ɒ l ə d͡ʒ iː t ɪ k
prologetic	p ɹ ə ʊ l ə d͡ʒ iː t ɪ k
prologist	p ɹ ɒ l ə d͡ʒ ɪ s t
prologist	p ɹ ə ʊ l ə d͡ʒ ɪ s t
prologue	p ɹ ə ʊ l ɒ ɡ
prolong	p ɹ ə ʊ l ɒ ŋ
prolonged	p ɹ ə ʊ l ɒ ŋ d
prolyl	p ɹ ə ʊ l ɪ l
prom	p ɹ ɒ m
prome	p ɹ ə ʊ m
promenade	p ɹ ɒ m ə n e ɪ d
promenade	p ɹ ɒ m ə n ɑː d
promethazine	p ɹ ə ʊ m ɛ θ ə z iː n
prometheus	p ɹ ə m iː θ i ə s
promethium	p ɹ o ʊ m iː θ i ə m
prominent	p ɹ ɒ m ɪ n ə n t
prominently	p ɹ ɒ m ɪ n ə n t l i
promiscuous	p ɹ ə m ɪ s k j uː ə s
promise	p ɹ ɒ m ɪ s
promised	p ɹ ɒ m ɪ s t
promises	p ɹ ɒ m ɪ s ɪ z
promising	p ɹ ɒ m ɪ s ɪ ŋ
promo	p ɹ ə ʊ m ə ʊ
promontory	p ɹ ɒ m ə n t ɹ i
promote	p ɹ ə m ə ʊ t
promoting	p ɹ ə m ə ʊ t ɪ ŋ
promotion	p ɹ ə m ə ʊ ʃ ə n
promotional	p ɹ ə m ə ʊ ʃ ə n ə l
prompt	p ɹ ɒ m p t
prompted	p ɹ ɒ m p t ɪ d
promptly	p ɹ ɒ m p t l i
promptness	p ɹ ɒ m p t n ə s
promulgate	p ɹ ɒ m l̩ ɡ e ɪ t
pronaos	p ɹ o ʊ n e ɪ ɒ s
pronate	p ɹ ə ʊ n e ɪ t
prone	p ɹ ə ʊ n
prong	p ɹ ɒ ŋ
pronic	p ɹ ɒ n ɪ k
pronoia	p ɹ ə ʊ n ɔ ɪ ə
pronominal	p ɹ ə ʊ n ɒ m ɪ n ə l
pronoun	p ɹ ə ʊ n a ʊ n
pronounce	p ɹ ə n a ʊ n s
pronounced	p ɹ ə n a ʊ n s t
pronouncedly	p ɹ ə n a ʊ n s ɪ d l i
proof	p ɹ uː f
proofed	p ɹ uː f t
proofing	p ɹ uː f ɪ ŋ
proofings	p ɹ uː f ɪ ŋ z
proofs	p ɹ uː f s
proosian	p ɹ uː ʃ ə n
proot	p ɹ uː t
prop	p ɹ ɒ p
propaedeutic	p ɹ o ʊ p iː d j uː t ɪ k
propaedeutic	p ɹ ɑ p ə d uː t i k
propafenone	p ɹ ə ʊ p æ f ə n ə ʊ n
propaganda	p ɹ ɒ p ə ɡ æ n d ə
propagandist	p ɹ ɒ p ə ɡ a n d ɪ s t
propagandistic	p ɹ ɒ p ə ɡ a n d ɪ s t ɪ k
propagate	p ɹ ɒ p ə ɡ e ɪ t
propane	p ɹ o ʊ p e ɪ n
propanedinitrile	p ɹ ə ʊ p e ɪ n d a ɪ n a ɪ t ɹ a ɪ l
proparoxytone	p ɹ ə ʊ p ə ɹ ɒ k s ɪ t ə ʊ n
propco	p ɹ ɒ p k ə ʊ
propel	p ɹ ə p ɛ l
propend	p ɹ ə ʊ p ɛ n d
propension	p ɹ ə p ɛ n ʃ ə n
propensity	p ɹ ə p ɛ n s ɪ t i
proper	p ɹ ɒ p ə ɹ
properispome	p ɹ ə ʊ p ɛ ɹ ɪ s p ə ʊ m
properispomenon	p ɹ ə ʊ p ɛ ɹ ɪ s p ɒ m ə n ɒ n
properly	p ɹ ɒ p ə l i
properness	p ɹ ɒ p ə n ə s
properties	p ɹ ɒ p ə t i z
property	p ɹ ɒ p ə t i
prophecize	p ɹ ɒ f ə s ʌ ɪ z
prophecy	p ɹ ɒ f ə s i
prophesy	p ɹ ɒ f ɪ s a ɪ
prophet	p ɹ ɒ f ɪ t
prophetess	p ɹ ɒ f ɪ t ɛ s
prophetic	p ɹ ə f ɛ t ɪ k
prophets	p ɹ ɒ f ɪ t s
prophylactic	p ɹ ɒ f ə l æ k t ɪ k
propine	p ɹ ə p a ɪ n
propine	p ɹ ə ʊ p a ɪ n
propinquent	p ɹ ə p ɪ ŋ k w ə n t
propinquity	p ɹ ə p ɪ ŋ k w ɪ t i
propiska	p ɹ ə p ɪ s k ə
propitiate	p ɹ ə p ɪ ʃ i e ɪ t
propitiative	p ɹ ə p ɪ ʃ ə t ɪ v
propitiatory	p ɹ ə ʊ p ɪ ʃ ɪ ə t ə ɹ ɪ
propitious	p ɹ o ʊ p ɪ ʃ ə s
propofol	p ɹ ə ʊ p ə f ɒ l
propolis	p ɹ ɒ p ə l ɪ s
proponent	p ɹ ə p ə ʊ n ə n t
proportion	p ɹ ə p ɔː ʃ ə n
proportionality	p ɹ ə p ɔ ɹ ʃ ɪ n æ l ɪ t i
proportionate	p ɹ ə p ɔː ʃ ə n e ɪ t
proportionate	p ɹ ə p ɔː ʃ ə n ə t
proportions	p ɹ ə p ɔː ʃ ə n z
proposal	p ɹ ə p ə ʊ z ə l
propose	p ɹ ə p ə ʊ z
proposed	p ɹ ə p ə ʊ z d
propound	p r ə p a ʊ n d
proppant	p ɹ ɒ p ə n t
propraetor	p ɹ ə ʊ p ɹ iː t ɔː
propraetorship	p ɹ ə ʊ p ɹ iː t ɔː ʃ ɪ p
propranolol	p ɹ ə ʊ p ɹ a n ə l ɒ l
propreantepenult	p ɹ ə ʊ p ɹ iː æ n t ɪ p ɛ n ʌ l t
propreantepenultimate	p ɹ ə ʊ p ɹ iː æ n t ɪ p ɪ n ʌ l t ɪ m ə t
proprietary	p ɹ ə p ɹ a ɪ ə t ə ɹ i
proprietary	p ɹ ə p ɹ a ɪ ə t ɹ i
proprietor	p ɹ ə p ɹ a ɪ ə t ɚ
proprietory	p ɹ ə p ɹ a ɪ ə t ɔː ɹ i
propriety	p ɹ ə p ɹ a ɪ ə t i
proprioception	p ɹ ə ʊ p ɹ i ə ʊ s ɛ p ʃ ə n
proprætor	p ɹ ə ʊ p ɹ iː t ɔː
propulse	p ɹ ə p ʌ l s
propulsion	p ɹ ə p ʌ l ʃ ə n
propylthiouracil	p ɹ ə ʊ p ɪ l θ ʌ ɪ ə ʊ j ʊ ə ɹ ə s ɪ l
propylthiouracil	p ɹ ə ʊ p ʌ ɪ l θ ʌ ɪ ə ʊ j ʊ ə ɹ ə s ɪ l
prorate	p ɹ o ʊ ɹ e ɪ t
prorogation	p ɹ ə ʊ ɹ ə ɡ e ɪ ʃ n̩
prorogue	p ɹ ə ʊ ɹ ə ʊ ɡ
pros	p ɹ ə ʊ z
prosaic	p ɹ ə ʊ z e ɪ ɪ k
prosaism	p ɹ ə ʊ z e ɪ ɪ z ə m
proscenium	p ɹ ə ʊ s iː n i ə m
proscribe	p ɹ ə s k ɹ a ɪ b
proscribe	p ɹ ə ʊ s k ɹ a ɪ b
proscription	p ɹ o ʊ s k ɹ ɪ p ʃ ə n
proscription	p ɹ ə s k ɹ ɪ p ʃ ə n
prose	p ɹ ə ʊ z
prosecco	p ɹ o ʊ s ɛ k o ʊ
prosecco	p ɹ ə s ɛ k o ʊ
prosecute	p ɹ ɒ s ɪ k j uː t
prosecution	p ɹ ɑ s ə k j u ʃ ə n
proselyte	p ɹ ɒ s ɪ l a ɪ t
proselyting	p ɹ ɒ s ə l a ɪ t ɪ ŋ
proselytize	p ɹ ɒ s ə l ə t a ɪ z
proselytize	p ɹ ɒ s ə l ɪ t a ɪ z
prosewise	p ɹ ə ʊ z w a ɪ z
prosiopeses	p ɹ ɒ s ɪ ə p iː s iː z
prosiopeses	p ɹ ɒ s ɪ ə ʊ p iː s iː z
prosiopesis	p ɹ ɒ s ɪ ə p iː s ɪ s
prosiopesis	p ɹ ɒ s ɪ ə ʊ p iː s ɪ s
prosiopetic	p ɹ ɒ s ɪ ə p ɛ t ɪ k
prosiopetic	p ɹ ɒ s ɪ ə ʊ p ɛ t ɪ k
prosit	p ɹ ə ʊ z ɪ t
prosodic	p ɹ ə s ɒ d ɪ k
prosodic	p ɹ ə z ɒ d ɪ k
prosodies	p ɹ ɑ s ə d i z
prosody	p ɹ ɒ s ə d i
prosody	p ɹ ɒ z ə d i
prosody	p ɹ ə ʊ z ə d i
prosoma	p ɹ ə ʊ s ə ʊ m ə
prosopagnosia	p ɹ ɒ s ə p a ɡ n ə ʊ s ɪ ə
prosopagnosia	p ɹ ɒ s ə p a ɡ n ə ʊ z ɪ ə
prosopagnosia	p ɹ ɒ s ə p a ɡ n ə ʊ ʒ ə
prosopolepsy	p ɹ ə s ə ʊ p ə l ɛ p s i
prosopopoeial	p ɹ ɒ s ə ʊ p ə p iː ə l
prospect	p ɹ ɒ s p ɛ k t
prospect	p ɹ ə s p ɛ k t
prospective	p ɹ ə s p ɛ k t ɪ v
prospector	p ɹ ə s p ɛ k t ə
prospects	p ɹ ɒ s p ɛ k t s
prosper	p ɹ ɒ s p ə ɹ
prosperity	p ɹ ɒ s p ɛ ɹ ɪ t i
prosperous	p ɹ ɒ s p ə ɹ ə s
prosser	p ɹ ɒ s ə ɹ
prostaglandin	p ɹ ɒ s t ə ɡ l æ n d ɪ n
prostate	p ɹ ɒ s t e ɪ t
prostate	p ɹ ə ʊ s t e ɪ t
prostitute	p ɹ ɒ s t ɪ t j uː t
prostitute	p ɹ ɒ s t ɪ t ʃ uː t
prostrate	p ɹ ɒ s t ɹ e ɪ t
prosumer	p ɹ ə ʊ s j uː m ə
prosy	p ɹ ə ʊ z i
protactinium	p ɹ ə ʊ t æ k t ɪ n i ə m
protagonist	p ɹ ə t æ ɡ ə n ɪ s t
protamine	p ɹ ə ʊ t ə m iː n
protasis	p ɹ ɒ t ə s ɪ s
protaspis	p ɹ ə t a s p ɪ s
protean	p ɹ ə ʊ t iː ə n
protean	p ɹ ə ʊ t ɪ ə n
protease	p ɹ ə ʊ t ɪ e ɪ z
protect	p ɹ ə t ɛ k t
protected	p ɹ ə t ɛ k t ɪ d
protecting	p ɹ ə t ɛ k t ɪ ŋ
protection	p ɹ ə t ɛ k ʃ ə n
protectionism	p ɹ ə t e k ʃ ə n ɪ z ə m
protective	p ɹ o ʊ t ɛ k t ɪ v
protective	p ɹ ɛ t ɛ k t ɪ v
protector	p ɹ ə t ɛ k t ə
protectorate	p ɹ ə t ɛ k t ə ɹ ɪ t
protectress	p ɹ ə t ɛ k t ɹ ɪ s
protege	p ɹ ɒ t ə ʒ e ɪ
protein	p ɹ ə ʊ t i ɪ n
protein	p ɹ ə ʊ t iː n
protend	p ɹ ə ʊ t ɛ n d
protension	p ɹ o ʊ t ɛ n ʃ ə n
protension	p ɹ ə t ɛ n ʃ ə n
protensive	p ɹ o ʊ t ɛ n s ɪ v
protensive	p ɹ ə t ɛ n s ɪ v
proteome	p ɹ ə ʊ t ɪ ə ʊ m
proteranthous	p ɹ ə ʊ t ə ɹ æ n θ ə s
protest	p ɹ ə t ɛ s t
protest	p ɹ ə ʊ t ɛ s t
protestant	p ɹ ɒ t ɪ s t ə n t
protestantism	p ɹ ɒ t ɪ s t ə n t ɪ z ə m
protestation	p ɹ ɒ t ɪ s t e ɪ ʃ ə n
protestation	p ɹ ə ʊ t ɪ s t e ɪ ʃ ə n
protested	p ɹ ə t ɛ s t ɪ d
proteus	p ɹ ə ʊ t j uː s
prothesis	p ɹ ɒ θ ə s ɪ s
protist	p r o ʊ t ɪ s t
protobrosis	p ɹ ə ʊ t ə b ɹ ə ʊ s ɪ s
protocarnivorous	p ɹ ə ʊ t ə k ɑː n ɪ v ə ɹ ə s
protocol	p ɹ ə ʊ t ə k ɒ l
protocols	p ɹ ə ʊ t ə k ɒ l s
protologism	p ɹ ə ʊ t ɒ l ə d ʒ ɪ z m
protolysis	p ɹ ə ʊ t ɒ l ɪ s ɪ s
protomorph	p ɹ o ʊ t o ʊ m ɔː ɹ f
proton	p ɹ ə ʊ t ɒ n
protonation	p ɹ o ʊ t ə n e ɪ ʃ ə n
protophyte	p ɹ ə ʊ t ə f ʌ ɪ t
protoplast	p ɹ ə ʊ t ə ʊ p l a s t
protospecies	p ɹ ə ʊ t ə ʊ s p iː ʃ iː z
protostar	p ɹ ə ʊ t ə ʊ s t ɑː
prototherian	p ɹ o ʊ t ɵ θ ɪ ə ɹ i ə n
prototype	p ɹ ə ʊ t ə t ʌ ɪ p
prototypical	p ɹ ə ʊ t ə t ɪ p ɪ k ə l
prototyping	p ɹ ə ʊ t ə t a ɪ p ɪ ŋ
protozoan	p ɹ ə ʊ t ə z ə ʊ ə n
protract	p ɹ ə t ɹ a k t
protractive	p ɹ ə t ɹ æ k t ɪ v
protreptic	p ɹ ə ʊ t ɹ ɛ p t ɪ k
protuberance	p ɹ ə ʊ t j uː b ə ɹ ə n s
protyle	p ɹ ə ʊ t a ɪ l
protégé	p ɹ ɒ t ə ʒ e ɪ
protégée	p ɹ ɒ t e ʒ e ɪ
proud	p ɹ a ʊ d
proudly	p ɹ a ʊ d l i
proulx	p ɹ u
proust	p ɹ uː s t
proustian	p ɹ uː s t ɪ ə n
prove	p ɹ uː v
prove	p ɹ ə ʊ v
proved	p ɹ uː v d
proven	p ɹ uː v ə n
proven	p ɹ ə ʊ v ə n
provenance	p ɹ ɒ v ə n ɒ n s
provenance	p ɹ ɒ v ə n ə n s
provender	p ɹ ɒ v ə n d ə
provender	p ɹ ɒ v ɪ n d ə
provençal	p ɹ ɒ v ɑː n s ɑː l
provençal	p ɹ ɒ v ɒ n s ɑː l
provençal	p ɹ ɒ v ə n s ɑː l
proverb	p ɹ ɒ v ɜː b
proverbial	p ɹ ə v ɜ ɹ b iː ə l
proverse	æ d v ə ɹ s
proverse	ə d v ɜ ɹ s
proves	p ɹ uː v z
provide	p ɹ ə v a ɪ d
provided	p ɹ ə v a ɪ d ɪ d
providence	p ɹ ɒ v ɪ d ə n s
provident	p ɹ ɒ v ɪ d ə n t
providential	p ɹ ɒ v ɪ d ɛ n ʃ l̩
provides	p ɹ ə v a ɪ d z
providing	p ɹ ə v a ɪ d ɪ ŋ
province	p ɹ ɒ v ɪ n s
provinces	p ɹ ɒ v ɪ n s ɪ z
provincial	p ɹ ɒ v i n ʃ ə l̩
proving	p ɹ uː v ɪ ŋ
provings	p ɹ uː v ɪ ŋ z
provision	p ɹ ə v ɪ ʒ ə n
provisional	p ɹ ə v ɪ ʒ ə n ə l
provisions	p ɹ ə v ɪ ʒ ə n z
proviso	p ɹ ə v a ɪ z o ʊ
provisory	p ɹ ə v a ɪ z ə ɹ i
provocate	p ɹ ə v ɒ k e ɪ t
provocation	p ɹ ɒ v ə k e ɪ ʃ ə n
provocative	p ɹ ə v ɒ k ə t ɪ v
provoke	p ɹ ə v ə ʊ k
provoked	p ɹ ə v ə ʊ k t
provokement	p ɹ ə v ə ʊ k m ə n t
provost	p ɹ ɒ v ɒ s t
provost	p ɹ ɒ v ə s t
provost	p ɹ ə ʊ v ə ʊ
provosty	p ɹ ɒ v ə s t i
prow	p ɹ a ʊ
prowess	p ɹ a ʊ ɪ s
prowl	p ɹ a ʊ l
prowled	p ɹ a ʊ l d
prowler	p r a ʊ l ə r
prowling	p ɹ a ʊ l ɪ ŋ
prowlings	p ɹ a ʊ l ɪ ŋ z
prowls	p ɹ a ʊ l z
prows	p ɹ a ʊ z
prox	p ɹ ɒ k s
proxeni	p ɹ ɒ k s ɪ n a ɪ
proxenoi	p ɹ ɒ k s ɪ n ɔ ɪ
proxenos	p ɹ ɑ k s ɪ n ɒ s
proxenus	p ɹ ɒ k s ɪ n ə s
proxeny	p ɹ ɒ k s ə n i
proximal	p ɹ ɒ k s ɪ m ə l
proxy	p ɹ ɒ k s i
prozymite	p ɹ ɒ z ɪ m a ɪ t
prude	p ɹ uː d
prudence	p ɹ uː d ə n s
prudent	p ɹ uː d ə n t
prudential	p ɹ uː d ɛ n ʃ ə l
prudery	p ɹ uː d ə ɹ i
prudhommie	p ɹ uː d ɒ m i
prudhommie	p ɹ uː d ə m iː
prune	p ɹ uː n
pruned	p ɹ uː n d
prunes	p ɹ uː n z
pruning	p ɹ uː n ɪ ŋ
prunings	p ɹ uː n ɪ ŋ z
prunt	p ɹ ʌ n t
prurience	p ɹ ʊ ə ɹ i ə n s
prurient	p ɹ ʊ ə ɹ i ə n t
prurigo	p ɹ ʊ ə ɹ a ɪ ɡ ə ʊ
prurition	p ɹ ʊ ɹ ɪ ʃ ə n
pruritus	p ɹ uː ɹ a ɪ t ə s
prusik	p ɹ ʌ s ɪ k
prussia	p ɹ ʌ ʃ ə
prussian	p ɹ ʌ ʃ ə n
prusten	p ɹ uː s t ə n
pry	p ɹ a ɪ
prying	p ɹ a ɪ ɪ ŋ
prætor	p ɹ iː t ɔː
précis	p ɹ e ɪ s i
psaki	s ɑː k iː
psalm	s ɑː m
psalmody	s ɑː m ə d i
psalms	s ɑː m z
psalter	s ɔː l t ə ɹ
psalterist	s ɔː l t ə ɹ ɪ s t
pschent	s k ɛ n t
psephism	s iː f ɪ z ə m
psephism	s ɛ f ɪ z ə m
psephocracy	p s iː f ɒ k ɹ ə s i
psephocracy	p s ɛ f ɒ k ɹ ə s i
psephocracy	p s ɪ f ɒ k ɹ ə s i
psephology	s ɪ f ɒ l ə d͡ʒ i
pseud	s uː d
pseudepigrapha	s j uː d ə p ɪ ɡ ɹ ə f ə
pseudo	s j uː d ə ʊ
pseudoactive	p s uː d ə ʊ a k t ɪ v
pseudocardinal	s u d o ʊ k ɑ ɹ d ɪ n ə l
pseudoephedrine	s j uː d ə ʊ ɛ f ə d ɹ iː n
pseudogentilicium	p s uː d ə ʊ d͡ʒ ɛ n t a ɪ l ɪ s ɪ ə m
pseudoinnocence	s j uː d ə ʊ ɪ n ə s ə n s
pseudomessiah	s uː d ə ʊ m ɪ s a ɪ ə
pseudometeorite	s j uː d ə ʊ m iː t i ə ɹ a ɪ t
pseudomorphosis	s uː d ə ʊ m ɔː f ə s ɪ s
pseudonym	s j uː d ə ʊ n ɪ m
pseudonym	s u d ə n ɪ m
pseudonymous	s uː d ə n ɪ m ə s
pseudoparaphyllium	s j uː d ə ʊ p æ ɹ ə f ɪ l i ə m
pseudopatient	s j uː d ə ʊ p e ɪ ʃ ə n t
pseudopod	s uː d ə ʊ p ɒ d
pseudopseudohypoparathyroidism	s j uː d ə ʊ s j uː d ə ʊ h a ɪ p ə ʊ p æ ɹ ə θ a ɪ ɹ ɔ ɪ d ɪ z ə m
pseudostratified	s uː d o ʊ s t ɹ æ t̬ ə f ɑ ɪ d
pshaw	p ʃ ɔː
pshaw	ʃ ɑː
psi	p s a ɪ
psi	s a ɪ
psilocybin	s ʌ ɪ l ə ʊ s ʌ ɪ b ɪ n
psilophyte	s a ɪ l ə f ʌ ɪ t
psilosopher	p s ɪ l ɒ s ə f ə
psionic	s a ɪ ɒ n ɪ k
psithurism	s ɪ θ j ʊ ə ɹ ɪ z ə m
psle	p iː ɛ s ɛ l iː
psoas	s ə ʊ ə s
psora	s ɔː ɹ ə
psst	p sːː t
psych	s a ɪ k
psychagogic	s a ɪ k ə ɡ ɒ d ʒ ɪ k
psyche	s a ɪ k
psyche	s a ɪ k i
psyched	s a ɪ k t
psychedelic	s a ɪ k ə d ɛ l ɪ k
psychedelic	s a ɪ k ɪ d ɛ l ɪ k
psychiatric	s a ɪ k i æ t ɹ ɪ k
psychiatries	s a ɪ k a ɪ ə t ɹ i z
psychiatry	s a ɪ k a ɪ ə t ɹ i
psychic	s a ɪ k ɪ k
psychical	s ʌ ɪ k ɪ k ə l
psychically	s a ɪ k ɪ k l i
psyching	s a ɪ k ɪ ŋ
psycho	s a ɪ̯ k ə ʊ̯
psychobabble	s a ɪ k ə ʊ b a b ə l
psychodysleptic	s ʌ ɪ k ə ʊ d ɪ s l ɛ p t ɪ k
psychogenic	s ʌ ɪ k ɒ ʊ d ʒ ɛ n ɪ k
psychohistory	s ʌ ɪ k ə ʊ h ɪ s t ə ɹ i
psychoid	s a ɪ k ɔ ɪ d
psychokinesis	s a ɪ k ə ʊ k ɪ n iː s ɪ s
psycholing	s a ɪ k o ʊ l ɪ ŋ
psychological	s a ɪ k ə l ɒ d ʒ ɪ k l
psychology	s a ɪ k ɒ l ə d ʒ ɪ
psychomachia	s a ɪ k ə ʊ m æ k i ə
psychomancy	s a ɪ k o ʊ m æ n s i
psychomanteum	s a ɪ k o ʊ m æ n t i ə m
psychoneuroimmunology	s ʌ ɪ k ə ʊ n ʊ ə ɹ ə ʊ ɪ m j ʊ n ɒ l ə d ʒ i
psychoneurotic	s ʌ ɪ k ə ʊ n j ʊ ɹ ɒ t ɪ k
psychopathies	s a ɪ k ɒ p ə θ i z
psychopathological	s a ɪ k ə ʊ p æ θ ə l ɒ d ʒ ɪ k ə l
psychopathology	s a ɪ k ɒ p ə θ ɒ l ə d ʒ ɪ
psychopathy	s a ɪ k ɒ p ə θ i
psychopomp	s a ɪ k ə ʊ p ɒ m p
psychoscience	s a ɪ k ə ʊ s a ɪ ə n s
psychosexuality	s ʌ ɪ k ə ʊ s ɛ k ʃ ʊ a l ɪ t i
psychosis	s a ɪ k ə ʊ s ɪ s
psychosomatic	s a ɪ k ə ʊ s ə m æ t ɪ k
psychotherapy	s a ɪ k o ʊ θ ɛ ɹ ə p i
psychotic	s a ɪ k ɒ t ɪ k
psychozoic	s ʌ ɪ k ə ʊ z ə ʊ ɪ k
psychrometry	s a ɪ k ɹ ɒ m ɪ t r i
psychrosensitive	s a ɪ k ɹ ə ʊ s ɛ n s ɪ t ɪ v
psychrotrophic	s a ɪ k ɹ ə t ɹ ə ʊ f ɪ k
psychs	s a ɪ k s
ptarmigan	t ɑː m ɪ ɡ ə n
pteranodon	t ə ɹ æ n ə d ɒ n
pteridophyte	t ɪ ɹ ɪ d ə f a ɪ t
pterion	t ɛ ɹ ɪ ə n
pterostilbene	p t ɛ ɹ ə ʊ s t ɪ l b iː n
ptilinum	p t ɪ l ɪ n ə m
ptilinum	p t ɪ l ʌ ɪ n ə m
ptilocerque	p t ɪ l ə ʊ s ɜː k
ptolemaic	t ɒ l ə m e ɪ ɪ k
ptolemy	t ɒ l ə m i
ptomaine	t ə ʊ m e ɪ n
ptosis	t ə ʊ s ɪ s
pub	p ʌ b
pubarche	p j uː b ɑː ɹ k i
pubbed	p ʌ b d
pubbing	p ʌ b ɪ ŋ
pubby	p ʌ b i
pube	p j uː b
pubeless	p j uː b l ə s
pubes	p j uː b i z
pubes	p j uː b z
pubic	p j uː b ɪ k
pubis	p j u b ɪ s
public	p ʌ b l ɪ k
publican	p ʌ b l ɪ k ə n
publicate	p ʌ b l ə k e ɪ t
publication	p ʌ b l ɪ k e ɪ ʃ ə n
publicise	p ʌ b l ɪ s a ɪ z
publicize	p ʌ b l ɪ s a ɪ z
publicly	p ʌ b l ɪ k l i
publish	p ʌ b l ɪ ʃ
published	p ʌ b l ɪ ʃ t
publishing	p ʌ b l ɪ ʃ ɪ ŋ
pubs	p ʌ b z
puccoon	p ʌ k uː n
pucelage	p j uː s ə l ɑː ʒ
pucelage	p j uː s ə l ɪ d ʒ
pucelle	p ʊ s ɛ l
puck	p ʌ k
puckish	p ʌ k ɪ ʃ
pucks	p ʌ k s
pucky	p ʌ k i
pud	p uː d
pud	p ə d
pud	p ʊ d
pud	p ʌ d
pudder	p ʌ d ə ɹ
pudding	p ʊ d ɪ ŋ
puddle	p ʌ d ə l
pudenda	p j uː d ɛ n d ə
pudenda	p j ʊ d ɛ n d ə
pudendum	p j uː d ɛ n d ə m
pudendum	p j ʊ d ɛ n d ə m
pudeur	p j uː d ɜː
pudge	p ʌ d͡ʒ
pudgy	p ʌ d ʒ i
pudibund	p j uː d ɪ b ʌ n d
pudic	p j uː d ɪ k
pudina	p ʊ d iː n ə
pudor	p j uː d ɔː
pudor	p j uː d ə r
pudu	p uː d uː
puducherry	p ʊ d ʊ t ʃ ɛ ɹ i
pue	p j uː
pueblo	p w ɛ b l ə ʊ
puellile	p j u l a ɪ l
puer	p j uː ə
puer	p j ʊ ə
puerile	p j ʊ ə ɹ a ɪ l
puerperia	p uː ɚ p iː ɹ i æ
puerperia	p uː ɝ p iː ɹ i æ
puerperium	p uː ɚ p iː ɹ i ə m
puerperium	p uː ɝ p iː ɹ i ə m
puff	p ʌ f
puffed	p ʌ f t
puffer	p ʌ f ə
puffin	p ʌ f ɪ n
puffling	p ʌ f l ɪ ŋ
puffs	p ʌ f s
puffy	p ʌ f i
puftaloon	p ʌ f t ə l uː n
pug	p ʌ ɡ
puggle	p ʌ ɡ l̩
puggree	p ʌ ɡ ɹ iː
puggry	p ʌ ɡ ɹ iː
pugh	p j uː
pugilist	p j uː d ʒ ə l ɪ s t
pugilistically	p j uː d ʒ ɪ l ɪ s t ɪ k l i
pugnacious	p ʌ ɡ n e ɪ ʃ ə s
pugnacity	p ʌ ɡ n æ s ə t i
pugs	p ʌ ɡ z
puisne	p j uː n i
puissance	p j uː ɪ s ə n s
puissant	p j uː ɪ s ə n t
puissant	p w ɪ s ə n t
puja	p uː d ʒ ə
pujari	p uː d ʒ ɑː ɹ i
puka	p uː k ə
pukana	p uː k ə n ə
puke	p j uː k
pukekohe	p ʊ k iː k ə ʊ iː
puker	p j uː k ə ɹ
puketastic	p j uː k t æ s t ɪ k
pukeuri	p ʊ k i uː ɹ i
pukka	p ʌ k ə
puku	p uː k uː
pula	p ʊ l ə
pulaski	p ʊ l æ s k i
pulchrify	p ə l k ɹ ə f a ɪ
pulchritudinous	p ʌ l k ɹ ɪ t j uː d ɪ n ə s
pule	p j uː l
pulegone	p j uː l ə ɡ ə ʊ n
puli	p uː l i
pulitzer	p j uː l ɪ t s ə
pulitzer	p ʊ l ɪ t s ə
pulk	p ʌ l k
pull	p ʊ l
pulled	p ʊ l d
pullet	p ʊ l ɪ t
pulley	p ʊ l i
pulleys	p ʊ l i z
pulling	p ʊ l ɪ ŋ
pullman	p ʊ l m ə n
pullorum	p ʊ l ɔː ɹ ə m
pulls	p ʊ l z
pullulate	p ʌ l j ʊ l e ɪ t
pulmonologist	p ʊ l m ə n ɒ l ə d ʒ ɪ s t
pulmonology	p ʊ l m ə n ɒ l ə d ʒ i
pulp	p ʌ l p
pulpit	p ʊ l p ɪ t
pulque	p ʊ l k e ɪ
pulque	p ʊ l k i
pulsate	p ʌ l s e ɪ t
pulsation	p ʌ l s e ɪ ʃ n̩
pulse	p ʌ l s
pulsed	p ʌ l s t
pulsing	p ʌ l s ɪ ŋ
pulsings	p ʌ l s ɪ ŋ z
