Є	j ɛ
урокові	ʊ r ɔ k ɔ ʋʲ i
уроком	ʊ r ɔ k ɔ m
уроку	ʊ r ɔ k ʊ
уроків	ʊ r ɔ kʲ i u̯
уроці	ʊ r ɔ t͡sʲ i
урочистий	ʊ r ɔ t͡ʃ ɪ s t e i̯
урочисто	ʊ r ɔ t͡ʃ ɪ s t ɔ
уругвайка	ʊ r ʊ ɦ ʋ a i̯ k ɐ
уругвайський	ʊ r ʊ ɦ ʋ a i̯ sʲ k e i̯
уругваєць	ʊ r ʊ ɦ ʋ a j e t͡sʲ
урці	u r t͡sʲ i
уряд	u rʲ ɐ d
уряд	ʊ rʲ a d
урядова	ʊ rʲ ɐ d ɔ ʋ ɐ
урядове	ʊ rʲ ɐ d ɔ ʋ e
урядовець	ʊ rʲ ɐ d ɔ ʋ e t͡sʲ
урядовий	ʊ rʲ ɐ d ɔ ʋ e i̯
урядові	u rʲ ɐ d ɔ ʋʲ i
урядові	ʊ rʲ ɐ d ɔ ʋʲ i
уряду	u rʲ ɐ d ʊ
урівноважити	ʊ rʲ i u̯ n ɔ ʋ a ʒ e t e
урівноважувати	ʊ rʲ i u̯ n ɔ ʋ a ʒ ʊ ʋ ɐ t e
урізноманітнити	ʊ rʲ i z n ɔ m ɐ nʲ i t n e t e
урізноманітнювати	ʊ rʲ i z n ɔ m ɐ nʲ i tʲ nʲ ʊ ʋ ɐ t e
усвідомити	ʊ sʲ ʋʲ i d ɔ m e t e
усвідомлений	ʊ sʲ ʋʲ i d ɔ m ɫ e n e i̯
усвідомлення	ʊ sʲ ʋʲ i d ɔ m ɫ e nʲː ɐ
усвідомлювати	ʊ sʲ ʋʲ i d ɔ m lʲ ʊ ʋ ɐ t e
усе	u s e
усиновитель	ʊ s e n ɔ ʋ ɪ t e lʲ
усиновлювач	ʊ s e n ɔ u̯ lʲ ʊ ʋ ɐ t͡ʃ
ускладнити	ʊ s k ɫ ɐ d n ɪ t e
ускладнювати	ʊ s k ɫ a dʲ nʲ ʊ ʋ ɐ t e
усміхавсь	ʊ sʲ mʲ i x a u̯ sʲ
усміхався	ʊ sʲ mʲ i x a u̯ sʲ ɐ
усміхавшись	ʊ sʲ mʲ i x a u̯ ʃ e sʲ
усміхаймось	ʊ sʲ mʲ i x a i̯ m ɔ sʲ
усміхаймося	ʊ sʲ mʲ i x a i̯ m ɔ sʲ ɐ
усміхайсь	ʊ sʲ mʲ i x a i̯ sʲ
усміхайся	ʊ sʲ mʲ i x a i̯ sʲ ɐ
усміхайтесь	ʊ sʲ mʲ i x a i̯ t e sʲ
усміхайтеся	ʊ sʲ mʲ i x a i̯ t e sʲ ɐ
усміхалась	ʊ sʲ mʲ i x a ɫ ɐ sʲ
усміхалася	ʊ sʲ mʲ i x a ɫ ɐ sʲ ɐ
усміхались	ʊ sʲ mʲ i x a ɫ e sʲ
усміхалися	ʊ sʲ mʲ i x a ɫ e sʲ ɐ
усміхалось	ʊ sʲ mʲ i x a ɫ ɔ sʲ
усміхалося	ʊ sʲ mʲ i x a ɫ ɔ sʲ ɐ
усміхатися	ʊ sʲ mʲ i x a t e sʲ ɐ
усміхаюсь	ʊ sʲ mʲ i x a j ʊ sʲ
усміхаюся	ʊ sʲ mʲ i x a j ʊ sʲ ɐ
усміхаються	ʊ sʲ mʲ i x a j ʊ t͡sʲː ɐ
усміхаючись	ʊ sʲ mʲ i x a j ʊ t͡ʃ e sʲ
усміхаємось	ʊ sʲ mʲ i x a j e m ɔ sʲ
усміхаємося	ʊ sʲ mʲ i x a j e m ɔ sʲ ɐ
усміхаємся	ʊ sʲ mʲ i x a j e m sʲ ɐ
усміхаєтесь	ʊ sʲ mʲ i x a j e t e sʲ
усміхаєтеся	ʊ sʲ mʲ i x a j e t e sʲ ɐ
усміхається	ʊ sʲ mʲ i x a j e t͡sʲː ɐ
усміхаєшся	ʊ sʲ mʲ i x a j e sʲː ɐ
усміхнутися	ʊ sʲ mʲ i x n u t e sʲ ɐ
усмішка	u sʲ mʲ i ʃ k ɐ
усмішка	ʊ sʲ mʲ i ʃ k ɐ
усний	u s n e i̯
усно	u s n ɔ
успадковувати	ʊ s p ɐ d k ɔ w ʊ ʋ ɐ t e
успадкувати	ʊ s p ɐ d k ʊ ʋ a t e
успіх	u sʲ pʲ i x
успішна	ʊ sʲ pʲ i ʃ n ɐ
успішне	ʊ sʲ pʲ i ʃ n e
успішний	ʊ sʲ pʲ i ʃ n e i̯
успішним	ʊ sʲ pʲ i ʃ n e m
успішними	ʊ sʲ pʲ i ʃ n e m e
успішних	ʊ sʲ pʲ i ʃ n e x
успішно	ʊ sʲ pʲ i ʃ n ɔ
успішного	ʊ sʲ pʲ i ʃ n ɔ ɦ ɔ
успішному	ʊ sʲ pʲ i ʃ n ɔ m ʊ
успішною	ʊ sʲ pʲ i ʃ n ɔ j ʊ
успішної	ʊ sʲ pʲ i ʃ n ɔ j i
успішну	ʊ sʲ pʲ i ʃ n ʊ
успішні	ʊ sʲ pʲ i ʃ nʲ i
успішній	ʊ sʲ pʲ i ʃ nʲ i i̯
успішнім	ʊ sʲ pʲ i ʃ nʲ i m
уста	ʊ s t a
уставати	ʊ s t ɐ ʋ a t e
установа	ʊ s t ɐ n ɔ ʋ ɐ
установити	ʊ s t ɐ n ɔ ʋ ɪ t e
установлений	ʊ s t ɐ n ɔ u̯ ɫ e n e i̯
установлювати	ʊ s t ɐ n ɔ u̯ lʲ ʊ ʋ ɐ t e
устаткування	ʊ s t ɐ t k ʊ ʋ a nʲː ɐ
устигати	ʊ s t e ɦ a t e
устриця	u s t r e t͡sʲ ɐ
устрій	u s tʲ rʲ i i̯
устрій	ʊ s tʲ rʲ i i̯
усувати	ʊ s ʊ ʋ a t e
усунути	ʊ s u n ʊ t e
усього	ʊ sʲ ɔ ɦ ɔ
усьому	ʊ sʲ ɔ m ʊ
усю	ʊ sʲ u
уся	ʊ sʲ a
усі	ʊ sʲ i
усій	ʊ sʲ i i̯
усім	ʊ sʲ i m
усіма	ʊ sʲ i m a
усіх	ʊ sʲ i x
усією	ʊ sʲ i j ɛ j ʊ
усієї	ʊ sʲ i j ɛ j i
утворений	ʊ t w ɔ r e n e i̯
утворення	ʊ t w ɔ r e nʲː ɐ
утворити	ʊ t w ɔ r ɪ t e
утворювати	ʊ t w ɔ rʲ ʊ ʋ ɐ t e
утекти	ʊ t e k t ɪ
утеча	ʊ t ɛ t͡ʃ ɐ
утома	ʊ t ɔ m ɐ
утомлений	ʊ t ɔ m ɫ e n e i̯
утопічний	ʊ t o pʲ i t͡ʃ n e i̯
утопія	ʊ t ɔ pʲ i j ɐ
уторгнення	ʊ t ɔ r ɦ n e nʲː ɐ
уточнити	ʊ t ɔ t͡ʃ n ɪ t e
уточнювати	ʊ t ɔ t͡ʃ nʲ ʊ ʋ ɐ t e
утрат	ʊ t r a t
утрата	ʊ t r a t ɐ
утратам	ʊ t r a t ɐ m
утратами	ʊ t r a t ɐ m e
утратах	ʊ t r a t ɐ x
утрати	ʊ t r a t e
утратою	ʊ t r a t ɔ j ʊ
утрату	ʊ t r a t ʊ
утраті	ʊ t r a tʲ i
утримання	ʊ t r ɪ m ɐ nʲː ɐ
утримати	ʊ t r ɪ m ɐ t e
утриматися	ʊ t r ɪ m ɐ t e sʲ ɐ
утримувати	ʊ t r ɪ m ʊ ʋ ɐ t e
утримуватися	ʊ t r ɪ m ʊ ʋ ɐ t e sʲ ɐ
утруднене	ʊ t r u d n e n e
утруднений	ʊ t r u d n e n e i̯
утруднити	ʊ t r ʊ d n ɪ t e
утруднювати	ʊ t r u dʲ nʲ ʊ ʋ ɐ t e
утулити	ʊ t ʊ ɫ ɪ t e
утікач	ʊ tʲ i k a t͡ʃ
утікачка	ʊ tʲ i k a t͡ʃ k ɐ
утіха	ʊ tʲ i x ɐ
ухвала	ʊ x ʋ a ɫ ɐ
ухвалений	ʊ x ʋ a ɫ e n e i̯
ухвалення	ʊ x ʋ a ɫ e nʲː ɐ
ухвалив	ʊ x ʋ ɐ ɫ ɪ u̯
ухвалити	ʊ x ʋ ɐ ɫ ɪ t e
ухвалювати	ʊ x ʋ a lʲ ʊ ʋ ɐ t e
ухвалюю	ʊ x ʋ a lʲ ʊ j ʊ
ухвалюють	ʊ x ʋ a lʲ ʊ j ʊ tʲ
ухвалює	ʊ x ʋ a lʲ ʊ j e
ухвалюємо	ʊ x ʋ a lʲ ʊ j e m ɔ
ухвалюєте	ʊ x ʋ a lʲ ʊ j e t e
ухвалюєш	ʊ x ʋ a lʲ ʊ j e ʃ
ухилитися	ʊ x e ɫ ɪ t e sʲ ɐ
ухилянт	ʊ x e lʲ a n t
ухилятися	ʊ x e lʲ a t e sʲ ɐ
учасник	ʊ t͡ʃ a s n e k
учасника	ʊ t͡ʃ a s n e k ɐ
учасникам	ʊ t͡ʃ a s n e k ɐ m
учасниками	ʊ t͡ʃ a s n e k ɐ m e
учасниках	ʊ t͡ʃ a s n e k ɐ x
учасники	ʊ t͡ʃ a s n e k e
учасником	ʊ t͡ʃ a s n e k ɔ m
учасників	ʊ t͡ʃ a s n e kʲ i u̯
учасниця	ʊ t͡ʃ a s n e t͡sʲ ɐ
участь	u t͡ʃ ɐ sʲ tʲ
учать	ʊ t͡ʃ a tʲ
учачи	ʊ t͡ʃ ɐ t͡ʃ ɪ
учений	ʊ t͡ʃ ɛ n e i̯
учениць	ʊ t͡ʃ e n ɪ t͡sʲ
ученицю	ʊ t͡ʃ e n ɪ t͡sʲ ʊ
учениця	ʊ t͡ʃ e n ɪ t͡sʲ ɐ
ученицям	ʊ t͡ʃ e n ɪ t͡sʲ ɐ m
ученицями	ʊ t͡ʃ e n ɪ t͡sʲ ɐ m e
ученицях	ʊ t͡ʃ e n ɪ t͡sʲ ɐ x
учениці	ʊ t͡ʃ e n ɪ t͡sʲ i
учено	ʊ t͡ʃ ɛ n ɔ
учень	u t͡ʃ e nʲ
учи	ʊ t͡ʃ ɪ
учив	ʊ t͡ʃ ɪ u̯
учивши	ʊ t͡ʃ ɪ u̯ ʃ e
учила	ʊ t͡ʃ ɪ ɫ ɐ
учили	ʊ t͡ʃ ɪ ɫ e
учим	ʊ t͡ʃ ɪ m
учимо	ʊ t͡ʃ e m ɔ
учинок	ʊ t͡ʃ ɪ n ɔ k
учите	ʊ t͡ʃ e t ɛ
учителеві	ʊ t͡ʃ ɪ t e ɫ e ʋʲ i
учителем	ʊ t͡ʃ ɪ t e ɫ e m
учитель	ʊ t͡ʃ ɪ t e lʲ
учителька	ʊ t͡ʃ ɪ t e lʲ k ɐ
учителькам	ʊ t͡ʃ e t e lʲ k a m
учительками	ʊ t͡ʃ e t e lʲ k a m e
учительках	ʊ t͡ʃ e t e lʲ k a x
учительки	ʊ t͡ʃ e t e lʲ k ɪ
учительки	ʊ t͡ʃ ɪ t e lʲ k e
учителько	ʊ t͡ʃ ɪ t e lʲ k ɔ
учителькою	ʊ t͡ʃ ɪ t e lʲ k ɔ j ʊ
учительку	ʊ t͡ʃ ɪ t e lʲ k ʊ
учительок	ʊ t͡ʃ e t e lʲ ɔ k
учительці	ʊ t͡ʃ ɪ t e lʲ t͡sʲ i
учителю	ʊ t͡ʃ ɪ t e lʲ ʊ
учителювання	ʊ t͡ʃ e t e lʲ ʊ ʋ a nʲː ɐ
учителювати	ʊ t͡ʃ e t e lʲ ʊ ʋ a t e
учителя	ʊ t͡ʃ ɪ t e lʲ ɐ
учителям	ʊ t͡ʃ e t e lʲ a m
учителями	ʊ t͡ʃ e t e lʲ a m e
учителях	ʊ t͡ʃ e t e lʲ a x
учителі	ʊ t͡ʃ e t e lʲ i
учителі	ʊ t͡ʃ ɪ t e lʲ i
учителів	ʊ t͡ʃ e t e lʲ i u̯
учителів	ʊ t͡ʃ ɪ t e lʲ i u̯
учити	ʊ t͡ʃ ɪ t e
учитися	ʊ t͡ʃ ɪ t e sʲ ɐ
учить	ʊ t͡ʃ ɪ tʲ
учиш	ʊ t͡ʃ ɪ ʃ
учні	u t͡ʃ nʲ i
учнів	u t͡ʃ nʲ i u̯
учнівський	ʊ t͡ʃ nʲ i u̯ sʲ k e i̯
учора	ʊ t͡ʃ ɔ r ɐ
учу	ʊ t͡ʃ u
учім	ʊ t͡ʃʲ i m
учімо	ʊ t͡ʃʲ i m ɔ
учіть	ʊ t͡ʃʲ i tʲ
ушкодження	ʊ ʃ k ɔ d͡ʒ e nʲː ɐ
ущелина	ʊ ʃ t͡ʃ ɛ ɫ e n ɐ
ущент	ʊ ʃ t͡ʃ ɛ n t
ущільнювач	ʊ ʃ t͡ʃʲ i lʲ n ɔ ʋ ɐ t͡ʃ
уява	ʊ j a ʋ ɐ
уявити	ʊ j ɐ ʋ ɪ t e
уявлення	ʊ j a u̯ ɫ e nʲː ɐ
уявляти	ʊ j ɐ u̯ lʲ a t e
уявний	ʊ j a u̯ n e i̯
уявіть	ʊ j ɐ ʋʲ i tʲ
фа	f a
фабрика	f a b r e k ɐ
фабрикувати	f ɐ b r e k ʊ ʋ a t e
фавна	f a u̯ n ɐ
фагот	f ɐ ɦ ɔ t
фаза	f a z ɐ
фази	f a z e
фазовий	f a z ɔ ʋ e i̯
фазових	f a z ɔ ʋ e x
фазового	f a z ɔ w ɔ ɦ ɔ
фазові	f a z ɔ ʋʲ i
файний	f a i̯ n e i̯
файно	f a i̯ n ɔ
фак	f a k
факел	f a k e ɫ
факт	f a k t
фактичний	f ɐ k t ɪ t͡ʃ n e i̯
фактично	f ɐ k t ɪ t͡ʃ n ɔ
фактологія	f ɐ k t ɔ ɫ ɔ ɦʲ i j ɐ
факультет	f ɐ k ʊ lʲ t ɛ t
факультетам	f ɐ k ʊ lʲ t ɛ t ɐ m
факультетами	f ɐ k ʊ lʲ t ɛ t ɐ m e
факультетах	f ɐ k ʊ lʲ t ɛ t ɐ x
факультети	f ɐ k ʊ lʲ t ɛ t e
факультетом	f ɐ k ʊ lʲ t ɛ t ɔ m
факультету	f ɐ k ʊ lʲ t ɛ t ʊ
факультеті	f ɐ k ʊ lʲ t ɛ tʲ i
факультетів	f ɐ k ʊ lʲ t ɛ tʲ i u̯
фальконет	f ɐ lʲ k ɔ n ɛ t
фальсифікація	f ɐ lʲ s e fʲ i k a t͡sʲ i j ɐ
фальсифікування	f ɐ lʲ s e fʲ i k ʊ ʋ a nʲː ɐ
фальсифікувати	f ɐ lʲ s e fʲ i k ʊ ʋ a t e
фальш	f a lʲ ʃ
фальшивий	f ɐ lʲ ʃ ɪ ʋ e i̯
фамілія	f ɐ mʲ i lʲ i j ɐ
фанатик	f ɐ n a t e k
фанера	f ɐ n ɛ r ɐ
фантасмагоричний	f ɐ n t ɐ s m ɐ ɦ ɔ r ɪ t͡ʃ n e i̯
фантасмагорія	f ɐ n t ɐ s m ɐ ɦ ɔ rʲ i j ɐ
фантаст	f ɐ n t a s t
фантастика	f ɐ n t a s t e k ɐ
фантастики	f ɐ n t a s t e k e
фантастикою	f ɐ n t a s t e k ɔ j ʊ
фантастику	f ɐ n t a s t e k ʊ
фантастиці	f ɐ n t a s t e t͡sʲ i
фантастичний	f ɐ n t ɐ s t ɪ t͡ʃ n e i̯
фанфік	f a n f i k
фараон	f ɐ r ɐ ɔ n
фарб	f a r b
фарба	f a r b ɐ
фарби	f a r b e
фарбник	f ɐ r b n ɪ k
фарбу	f a r b ʊ
фарбувати	f ɐ r b ʊ ʋ a t e
фарерський	f ɐ r ɛ r sʲ k e i̯
фармакологічний	f ɐ r m ɐ k ɔ ɫ o ɦʲ i t͡ʃ n e i̯
фармакологія	f ɐ r m ɐ k ɔ ɫ ɔ ɦʲ i j ɐ
фармацевтика	f ɐ r m ɐ t͡s ɛ u̯ t e k ɐ
фармацевтичний	f ɐ r m ɐ t͡s e u̯ t ɪ t͡ʃ n e i̯
фартух	f ɐ r t u x
фарфор	f a r f ɔ r
фарфор	f ɐ r f ɔ r
фарш	f a r ʃ
фасад	f ɐ s a d
фастівський	f a sʲ tʲ i u̯ sʲ k e i̯
фатальний	f ɐ t a lʲ n e i̯
фауна	f a ʊ n ɐ
фах	f a x
фахівець	f ɐ xʲ i ʋ ɛ t͡sʲ
фахівцеві	f ɐ xʲ i u̯ t͡s ɛ ʋʲ i
фахівцем	f ɐ xʲ i u̯ t͡s ɛ m
фахівцю	f ɐ xʲ i u̯ t͡sʲ u
фахівця	f ɐ xʲ i u̯ t͡sʲ a
фахівцям	f ɐ xʲ i u̯ t͡sʲ a m
фахівцями	f ɐ xʲ i u̯ t͡sʲ a m e
фахівцях	f ɐ xʲ i u̯ t͡sʲ a x
фахівці	f ɐ xʲ i u̯ t͡sʲ i
фахівців	f ɐ xʲ i u̯ t͡sʲ i u̯
фашизм	f ɐ ʃ ɪ z m
фашина	f ɐ ʃ ɪ n ɐ
фашист	f ɐ ʃ ɪ s t
фашистка	f ɐ ʃ ɪ s t k ɐ
фашистський	f ɐ ʃ ɪ sʲ k e i̯
федеральний	f e d e r a lʲ n e i̯
федералізація	f e d e r ɐ lʲ i z a t͡sʲ i j ɐ
федеративний	f e d e r ɐ t ɪ u̯ n e i̯
федерацій	f e d e r a t͡sʲ i i̯
федерацію	f e d e r a t͡sʲ i j ʊ
федерація	f e d e r a t͡sʲ i j ɐ
федераціям	f e d e r a t͡sʲ i j ɐ m
федераціями	f e d e r a t͡sʲ i j ɐ m e
федераціях	f e d e r a t͡sʲ i j ɐ x
федерацією	f e d e r a t͡sʲ i j e j ʊ
федерації	f e d e r a t͡sʲ i j i
фей	f ɛ i̯
фейк	f ɛ i̯ k
фейковий	f ɛ i̯ k ɔ ʋ e i̯
фельдмаршал	f e lʲ d m a r ʃ ɐ ɫ
фембой	f e m b ɔ i̯
фемінізм	f e mʲ i nʲ i z m
феміністичний	f e mʲ i nʲ i s t ɪ t͡ʃ n e i̯
феміністський	f e mʲ i nʲ i sʲ k e i̯
феномен	f e n ɔ m e n
феноменальний	f e n ɔ m e n a lʲ n e i̯
фентезі	f ɛ n t e zʲ i
фенхель	f ɛ n x e lʲ
феодальний	f e ɔ d a lʲ n e i̯
феодалізм	f e ɔ d ɐ lʲ i z m
ферганський	f e r ɦ a nʲ sʲ k e i̯
ферзь	f ɛ r zʲ
ферма	f ɛ r m ɐ
фермент	f e r m ɛ n t
фермер	f ɛ r m e r
фермерка	f ɛ r m e r k ɐ
фермерство	f ɛ r m e r s t w ɔ
фермерський	f ɛ r m e r sʲ k e i̯
фермій	f ɛ r mʲ i i̯
ферії	f ɛ rʲ i j i
фестивалем	f e s t e ʋ a ɫ e m
фестиваль	f e s t e ʋ a lʲ
фестивалю	f e s t e ʋ a lʲ ʊ
фестивалям	f e s t e ʋ a lʲ ɐ m
фестивалями	f e s t e ʋ a lʲ ɐ m e
фестивалях	f e s t e ʋ a lʲ ɐ x
фестивалі	f e s t e ʋ a lʲ i
фестивалів	f e s t e ʋ a lʲ i u̯
фетиш	f e t ɪ ʃ
фетишизація	f e t e ʃ e z a t͡sʲ i j ɐ
фетр	f ɛ t r
фехтувальник	f e x t ʊ ʋ a lʲ n e k
фехтувальниця	f e x t ʊ ʋ a lʲ n e t͡sʲ ɐ
фехтування	f e x t ʊ ʋ a nʲː ɐ
фею	f ɛ j ʊ
фея	f ɛ j ɐ
феям	f ɛ j ɐ m
феями	f ɛ j ɐ m e
феях	f ɛ j ɐ x
феє	f ɛ j e
феєрверк	f e j e r ʋ ɛ r k
феєрверка	f e j e r ʋ ɛ r k ɐ
феєрверкам	f e j e r ʋ ɛ r k ɐ m
феєрверками	f e j e r ʋ ɛ r k ɐ m e
феєрверках	f e j e r ʋ ɛ r k ɐ x
феєрверки	f e j e r ʋ ɛ r k e
феєрверкові	f e j e r ʋ ɛ r k ɔ ʋʲ i
феєрверком	f e j e r ʋ ɛ r k ɔ m
феєрверку	f e j e r ʋ ɛ r k ʊ
феєрверків	f e j e r ʋ ɛ r kʲ i u̯
феєричний	f e j e r ɪ t͡ʃ n e i̯
феєю	f ɛ j e j ʊ
феї	f ɛ j i
флагман	f ɫ a ɦ m ɐ n
флагманський	f ɫ a ɦ m ɐ nʲ sʲ k e i̯
флагшток	f ɫ ɐ ɦ ʃ t ɔ k
флейта	f ɫ ɛ i̯ t ɐ
флейтист	f ɫ e i̯ t ɪ s t
флейтистка	f ɫ e i̯ t ɪ s t k ɐ
флейтоподібний	f ɫ e i̯ t ɔ p o dʲ i b n e i̯
флеровій	f ɫ e r ɔ ʋʲ i i̯
флот	f ɫ ɔ t
флуд	f ɫ u d
флуктуація	f ɫ ʊ k t ʊ a t͡sʲ i j ɐ
флігель	f lʲ i ɦ e lʲ
флірт	f lʲ i r t
фобія	f ɔ bʲ i j ɐ
фойє	f ɔ i̯ j ɛ
фокус	f ɔ k ʊ s
фокусувати	f ɔ k ʊ s ʊ ʋ a t e
фокусуватися	f ɔ k ʊ s ʊ ʋ a t e sʲ ɐ
фольга	f ɔ lʲ ɦ a
фольга	f ɔ lʲ ɦ ɐ
фольклор	f ɔ lʲ k ɫ ɔ r
фольклорний	f ɔ lʲ k ɫ ɔ r n e i̯
фоліант	f ɔ lʲ i a n t
фонд	f ɔ n d
фонологія	f ɔ n ɔ ɫ ɔ ɦʲ i j ɐ
фонтан	f ɔ n t a n
фонтанчик	f ɔ n t a n t͡ʃ e k
форель	f ɔ r ɛ lʲ
форма	f ɔ r m ɐ
формальдегід	f ɔ r m ɐ lʲ d e ɦʲ i d
формальний	f ɔ r m a lʲ n e i̯
формальности	f ɔ r m a lʲ n ɔ s t e
формальність	f ɔ r m a lʲ nʲ i sʲ tʲ
формалізований	f ɔ r m ɐ lʲ i z ɔ ʋ ɐ n e i̯
формалізувати	f ɔ r m ɐ lʲ i z ʊ ʋ a t e
формування	f ɔ r m ʊ ʋ a nʲː ɐ
формувати	f ɔ r m ʊ ʋ a t e
формуватися	f ɔ r m ʊ ʋ a t e sʲ ɐ
формула	f ɔ r m ʊ ɫ ɐ
формулювання	f ɔ r m ʊ lʲ ʊ ʋ a nʲː ɐ
формулювати	f ɔ r m ʊ lʲ ʊ ʋ a t e
формуються	f o r m u j ʊ t͡sʲː ɐ
формується	f o r m u j e t͡sʲː ɐ
форпост	f ɔ r p ɔ s t
фортепіанний	f ɔ r t e pʲ i a nː e i̯
фортепіано	f ɔ r t e pʲ i a n ɔ
фортеця	f ɔ r t ɛ t͡sʲ ɐ
фосфат	f ɔ s f a t
фосфор	f ɔ s f ɔ r
фосфорний	f ɔ s f ɔ r n e i̯
фотель	f ɔ t ɛ lʲ
фото	f ɔ t ɔ
фотогенічний	f ɔ t ɔ ɦ e nʲ i t͡ʃ n e i̯
фотограф	f ɔ t ɔ ɦ r ɐ f
фотографований	f ɔ t ɔ ɦ r ɐ f ɔ ʋ ɐ n e i̯
фотографовано	f ɔ t ɔ ɦ r ɐ f ɔ ʋ ɐ n ɔ
фотографував	f ɔ t ɔ ɦ r ɐ f ʊ ʋ a u̯
фотографувавши	f ɔ t ɔ ɦ r ɐ f ʊ ʋ a u̯ ʃ e
фотографувала	f ɔ t ɔ ɦ r ɐ f ʊ ʋ a ɫ ɐ
фотографували	f ɔ t ɔ ɦ r ɐ f ʊ ʋ a ɫ e
фотографувало	f ɔ t ɔ ɦ r ɐ f ʊ ʋ a ɫ ɔ
фотографувати	f ɔ t ɔ ɦ r ɐ f ʊ ʋ a t e
фотографуй	f ɔ t ɔ ɦ r ɐ f u i̯
фотографуймо	f ɔ t ɔ ɦ r ɐ f u i̯ m ɔ
фотографуйте	f ɔ t ɔ ɦ r ɐ f u i̯ t e
фотографую	f ɔ t ɔ ɦ r ɐ f u j ʊ
фотографують	f ɔ t ɔ ɦ r ɐ f u j ʊ tʲ
фотографуючи	f ɔ t ɔ ɦ r ɐ f u j ʊ t͡ʃ e
фотографує	f ɔ t ɔ ɦ r ɐ f u j e
фотографуєм	f ɔ t ɔ ɦ r ɐ f u j e m
фотографуємо	f ɔ t ɔ ɦ r ɐ f u j e m ɔ
фотографуєте	f ɔ t ɔ ɦ r ɐ f u j e t e
фотографуєш	f ɔ t ɔ ɦ r ɐ f u j e ʃ
фотографій	f ɔ t ɔ ɦ r a fʲ i i̯
фотографічний	f ɔ t ɔ ɦ r ɐ fʲ i t͡ʃ n e i̯
фотографію	f ɔ t ɔ ɦ r a fʲ i j ʊ
фотографія	f ɔ t ɔ ɦ r a fʲ i j ɐ
фотографіям	f ɔ t ɔ ɦ r a fʲ i j ɐ m
фотографіями	f ɔ t ɔ ɦ r a fʲ i j ɐ m e
фотографіях	f ɔ t ɔ ɦ r a fʲ i j ɐ x
фотографіє	f ɔ t ɔ ɦ r a fʲ i j e
фотографією	f ɔ t ɔ ɦ r a fʲ i j e j ʊ
фотографії	f ɔ t ɔ ɦ r a fʲ i j i
фотоелектрика	f ɔ t ɔ e ɫ ɛ k t r e k ɐ
фотоелектричний	f ɔ t ɔ e ɫ e k t r ɪ t͡ʃ n e i̯
фотоелектрон	f ɔ t ɔ e ɫ e k t r ɔ n
фотоелектронний	f ɔ t ɔ e ɫ e k t r ɔ nː e i̯
фотон	f ɔ t ɔ n
фотосинтез	f ɔ t ɔ s ɪ n t e z
фотосинтетичний	f ɔ t ɔ s e n t e t ɪ t͡ʃ n e i̯
фоє	f ɔ j ɛ
фрагмент	f r ɐ ɦ m ɛ n t
фрагмента	f r ɐ ɦ m ɛ n t ɐ
фрагментам	f r ɐ ɦ m ɛ n t ɐ m
фрагментами	f r ɐ ɦ m ɛ n t ɐ m e
фрагментах	f r ɐ ɦ m ɛ n t ɐ x
фрагменти	f r ɐ ɦ m ɛ n t e
фрагментові	f r ɐ ɦ m ɛ n t ɔ ʋʲ i
фрагментом	f r ɐ ɦ m ɛ n t ɔ m
фрагменту	f r ɐ ɦ m ɛ n t ʊ
фрагменті	f r ɐ ɦ m ɛ nʲ tʲ i
фрагментів	f r ɐ ɦ m ɛ nʲ tʲ i u̯
фраз	f r a z
фраза	f r a z ɐ
фразам	f r a z ɐ m
фразами	f r a z ɐ m e
фразах	f r a z ɐ x
фразеологічний	f r ɐ z e ɔ ɫ o ɦʲ i t͡ʃ n e i̯
фразеологія	f r ɐ z e ɔ ɫ ɔ ɦʲ i j ɐ
фразою	f r a z ɔ j ʊ
фразу	f r a z ʊ
фракція	f r a k t͡sʲ i j ɐ
франкомовний	f r ɐ n k ɔ m ɔ u̯ n e i̯
франкфуртський	f r a n k f ʊ r t͡sʲ k e i̯
француженка	f r ɐ n t͡s u ʒ e n k ɐ
француз	f r ɐ n t͡s u z
французька	f r ɐ n t͡s u zʲ k ɐ
французьке	f r ɐ n t͡s u zʲ k e
французький	f r ɐ n t͡s u zʲ k e i̯
французьким	f r ɐ n t͡s u zʲ k e m
французькими	f r ɐ n t͡s u zʲ k e m e
французьких	f r ɐ n t͡s u zʲ k e x
французького	f r ɐ n t͡s u zʲ k ɔ ɦ ɔ
французькому	f r ɐ n t͡s u zʲ k ɔ m ʊ
французькою	f r ɐ n t͡s u zʲ k ɔ j ʊ
французької	f r ɐ n t͡s u zʲ k ɔ j i
французьку	f r ɐ n t͡s u zʲ k ʊ
французькі	f r ɐ n t͡s u zʲ kʲ i
французькій	f r ɐ n t͡s u zʲ kʲ i i̯
французькім	f r ɐ n t͡s u zʲ kʲ i m
францій	f r a nʲ t͡sʲ i i̯
фрахт	f r a x t
фрейліна	f r ɛ i̯ lʲ i n ɐ
фриз	f r ɪ z
фризура	f r e z u r ɐ
фритюр	f r e tʲ u r
фронт	f r ɔ n t
фронтам	f r ɔ n t ɐ m
фронтами	f r ɔ n t ɐ m e
фронтах	f r ɔ n t a x
фронте	f r ɔ n t e
фронти	f r ɔ n t e
фронтовий	f r ɔ n t ɔ ʋ ɪ i̯
фронтові	f r ɔ n t ɔ ʋʲ i
фронтом	f r ɔ n t ɔ m
