A	ʔ aː ˧˧
uỷ ban	w ɪ j ˨˩˦ ʔ ɓ aː ŋ ˧˧
uỷ ban	ʔ w ɪ j ˨˩˦ ʔ ɓ aː ŋ ˧˧
uỷ ban nhân dân	w ɪ j ˨˩˦ ʔ ɓ aː ŋ ˧˧ ɲ ə ŋ ˧˧ j ə ŋ ˧˧
uỷ ban nhân dân	ʔ w ɪ j ˨˩˦ ʔ ɓ aː ŋ ˧˧ ɲ ə ŋ ˧˧ j ə ŋ ˧˧
uỷ mị	w ɪ j ˨˩˦ m ɪ j ˨˩˨
uỷ mị	ʔ w ɪ j ˨˩˦ m ɪ j ˨˩˨
uỷ nhiệm	w ɪ j ˨˩˦ ɲ i m ˨˩˨
uỷ nhiệm	ʔ w ɪ j ˨˩˦ ɲ i m ˨˩˨
uỷ nhiệm chi	w ɪ j ˨˩˦ ɲ i m ˨˩˨ c ɪ j ˧˧
uỷ nhiệm chi	ʔ w ɪ j ˨˩˦ ɲ i m ˨˩˨ c ɪ j ˧˧
uỷ viên	w ɪ j ˨˩˦ j i ə ŋ ˧˧
uỷ viên	w ɪ j ˨˩˦ v i ə ŋ ˧˧
uỷ viên	ʔ w ɪ j ˨˩˦ j i ə ŋ ˧˧
uỷ viên	ʔ w ɪ j ˨˩˦ v i ə ŋ ˧˧
v	j e j ˧˧
v	j əː ˨˩
v	v e j ˧˧
v	v əː ˨˩
va	j aː ˧˧
va	v aː ˧˧
va chạm	j aː ˧˧ c aː m ˨˩˨
va chạm	v aː ˧˧ c aː m ˨˩˨
va ni	j aː ˧˧ n ɪ j ˧˧
va ni	v aː ˧˧ n ɪ j ˧˧
vai	j aː j ˧˧
vai	v aː j ˧˧
vai trò	j aː j ˧˧ ʈ ɔ ˨˩
vai trò	v aː j ˧˧ ʈ ɔ ˨˩
vai vế	j aː j ˧˧ j e j ˦˥
vai vế	v aː j ˧˧ v e j ˦˥
van	j aː ŋ ˧˧
van	v aː ŋ ˧˧
van vỉ	j aː ŋ ˧˧ j ɪ j ˨˩˦
van vỉ	v aː ŋ ˧˧ v ɪ j ˨˩˦
vanađi	j aː ˧˧ n aː ˧˧ ʔ ɗ ɪ j ˧˧
vanađi	v aː ˧˧ n aː ˧˧ ʔ ɗ ɪ j ˧˧
vang	j aː ŋ ˧˧
vang	v aː ŋ ˧˧
vang dội	j aː ŋ ˧˧ j o j ˨˩˨
vang dội	v aː ŋ ˧˧ j o j ˨˩˨
vang lừng	j aː ŋ ˧˧ l ɨ ŋ ˨˩
vang lừng	v aː ŋ ˧˧ l ɨ ŋ ˨˩
vang vọng	j aː ŋ ˧˧ j a w ŋ͡m ˨˩˨
vang vọng	v aː ŋ ˧˧ v a w ŋ͡m ˨˩˨
vay	j a j ˧˧
vay	j aː j ˧˧
vay	v a j ˧˧
vay	v aː j ˧˧
vay mượn	j a j ˧˧ m ɨ ə ŋ ˨˩˨
vay mượn	j aː j ˧˧ m ɨ ə ŋ ˨˩˨
vay mượn	v a j ˧˧ m ɨ ə ŋ ˨˩˨
vay mượn	v aː j ˧˧ m ɨ ə ŋ ˨˩˨
ve	j ɛ ˧˧
ve	v ɛ ˧˧
ve chai	j ɛ ˧˧ c aː j ˧˧
ve chai	v ɛ ˧˧ c aː j ˧˧
ve sầu	j ɛ ˧˧ s ə w ˨˩
ve sầu	v ɛ ˧˧ ʂ ə w ˨˩
ve vãn	j ɛ ˧˧ j aː ŋ ˨˩˦
ve vãn	v ɛ ˧˧ v aː ŋ ˨˩˦
ve vẩy	j ɛ ˧˧ j ə j ˨˩˦
ve vẩy	v ɛ ˧˧ v ə j ˨˩˦
vectơ	j ɛ k̚ ˦˥ t əː ˧˧
vectơ	v ɛ k̚ ˦˥ t əː ˧˧
vectơ pháp tuyến	j ɛ k̚ ˦˥ t əː ˧˧ f aː p̚ ˦˥ t ⁽ʷ ⁾ i ə ŋ ˦˥
vectơ pháp tuyến	v ɛ k̚ ˦˥ t əː ˧˧ f aː p̚ ˦˥ t ⁽ʷ ⁾ i ə ŋ ˦˥
ven	j ɛ ŋ ˧˧
ven	v ɛ ŋ ˧˧
ven biển	j ɛ ŋ ˧˧ ʔ ɓ i ə ŋ ˨˩˦
ven biển	v ɛ ŋ ˧˧ ʔ ɓ i ə ŋ ˨˩˦
veo	j ɛ w ˧˧
veo	v ɛ w ˧˧
vi	j ɪ j ˧˧
vi	v ɪ j ˧˧
vi ba	j ɪ j ˧˧ ʔ ɓ aː ˧˧
vi ba	v ɪ j ˧˧ ʔ ɓ aː ˧˧
vi diệu	j ɪ j ˧˧ j i w ˨˩˨
vi diệu	v ɪ j ˧˧ j i w ˨˩˨
vi hiến	j ɪ j ˧˧ h i ə ŋ ˦˥
vi hiến	v ɪ j ˧˧ h i ə ŋ ˦˥
vi khuẩn	j ɪ j ˧˧ kʰ w ə ŋ ˨˩˦
vi khuẩn	v ɪ j ˧˧ kʰ w ə ŋ ˨˩˦
vi khuẩn học	j ɪ j ˧˧ kʰ w ə ŋ ˨˩˦ h a w k͡p̚ ˨˩˨
vi khuẩn học	v ɪ j ˧˧ kʰ w ə ŋ ˨˩˦ h a w k͡p̚ ˨˩˨
vi khí hậu	j ɪ j ˧˧ kʰ ɪ j ˦˥ h ə w ˨˩˨
vi khí hậu	v ɪ j ˧˧ kʰ ɪ j ˦˥ h ə w ˨˩˨
vi lô	j ɪ j ˧˧ l o w ˧˧
vi lô	v ɪ j ˧˧ l o w ˧˧
vi lượng	j ɪ j ˧˧ l ɨ ə ŋ ˨˩˨
vi lượng	v ɪ j ˧˧ l ɨ ə ŋ ˨˩˨
vi lượng đồng căn	j ɪ j ˧˧ l ɨ ə ŋ ˨˩˨ ʔ ɗ ə w ŋ͡m ˨˩ k a ŋ ˧˧
vi lượng đồng căn	v ɪ j ˧˧ l ɨ ə ŋ ˨˩˨ ʔ ɗ ə w ŋ͡m ˨˩ k a ŋ ˧˧
vi mô	j ɪ j ˧˧ m o w ˧˧
vi mô	v ɪ j ˧˧ m o w ˧˧
vi mạch	j ɪ j ˧˧ m a t̚ ˨˩˨
vi mạch	v ɪ j ˧˧ m a t̚ ˨˩˨
vi mạch tích hợp	j ɪ j ˧˧ m a t̚ ˨˩˨ t ɨ t̚ ˦˥ h əː p̚ ˨˩˨
vi mạch tích hợp	v ɪ j ˧˧ m a t̚ ˨˩˨ t ɨ t̚ ˦˥ h əː p̚ ˨˩˨
vi nhung mao	j ɪ j ˧˧ ɲ ʊ w ŋ͡m ˧˧ m aː w ˧˧
vi nhung mao	v ɪ j ˧˧ ɲ ʊ w ŋ͡m ˧˧ m aː w ˧˧
vi phân	j ɪ j ˧˧ f ə ŋ ˧˧
vi phân	v ɪ j ˧˧ f ə ŋ ˧˧
vi phạm	j ɪ j ˧˧ f aː m ˨˩˨
vi phạm	v ɪ j ˧˧ f aː m ˨˩˨
vi phạm kỷ luật	j ɪ j ˧˧ f aː m ˨˩˨ k ɪ j ˨˩˦ l ⁽ʷ ⁾ ə k̚ ˨˩˨
vi phạm kỷ luật	v ɪ j ˧˧ f aː m ˨˩˨ k ɪ j ˨˩˦ l ⁽ʷ ⁾ ə k̚ ˨˩˨
vi phạm pháp luật	j ɪ j ˧˧ f aː m ˨˩˨ f aː p̚ ˦˥ l ⁽ʷ ⁾ ə k̚ ˨˩˨
vi phạm pháp luật	v ɪ j ˧˧ f aː m ˨˩˨ f aː p̚ ˦˥ l ⁽ʷ ⁾ ə k̚ ˨˩˨
vi phẫu	j ɪ j ˧˧ f ə w ˨˩˦
vi phẫu	v ɪ j ˧˧ f ə w ˨˩˦
vi rút	j ɪ j ˧˧ ɹ ʊ k͡p̚ ˦˥
vi rút	v ɪ j ˧˧ ɹ ʊ k͡p̚ ˦˥
vi sinh vật	j ɪ j ˧˧ s ɨ n ˧˧ j ə k̚ ˨˩˨
vi sinh vật	v ɪ j ˧˧ ʂ ɨ n ˧˧ v ə k̚ ˨˩˨
vi sinh vật học	j ɪ j ˧˧ s ɨ n ˧˧ j ə k̚ ˨˩˨ h a w k͡p̚ ˨˩˨
vi sinh vật học	v ɪ j ˧˧ ʂ ɨ n ˧˧ v ə k̚ ˨˩˨ h a w k͡p̚ ˨˩˨
vi sóng	j ɪ j ˧˧ s a w ŋ͡m ˦˥
vi sóng	v ɪ j ˧˧ ʂ a w ŋ͡m ˦˥
vi thể	j ɪ j ˧˧ tʰ e j ˨˩˦
vi thể	v ɪ j ˧˧ tʰ e j ˨˩˦
vi trùng	j ɪ j ˧˧ ʈ ʊ w ŋ͡m ˨˩
vi trùng	v ɪ j ˧˧ ʈ ʊ w ŋ͡m ˨˩
vi trùng corona	j ɪ j ˧˧ ʈ ʊ w ŋ͡m ˨˩ k o w ˧˧ ɹ o w ˧˧ n aː ˧˧
vi trùng corona	j ɪ j ˧˧ ʈ ʊ w ŋ͡m ˨˩ k ɔ ˧˧ ɹ o w ˧˧ n aː ˧˧
vi trùng corona	v ɪ j ˧˧ ʈ ʊ w ŋ͡m ˨˩ k o w ˧˧ ɹ o w ˧˧ n aː ˧˧
vi trùng corona	v ɪ j ˧˧ ʈ ʊ w ŋ͡m ˨˩ k ɔ ˧˧ ɹ o w ˧˧ n aː ˧˧
vi tích phân	j ɪ j ˧˧ t ɨ t̚ ˦˥ f ə ŋ ˧˧
vi tích phân	v ɪ j ˧˧ t ɨ t̚ ˦˥ f ə ŋ ˧˧
vi tảo	j ɪ j ˧˧ t aː w ˨˩˦
vi tảo	v ɪ j ˧˧ t aː w ˨˩˦
vi vu	j ɪ j ˧˧ j ʊ w ˧˧
vi vu	v ɪ j ˧˧ v ʊ w ˧˧
vi xử lí	j ɪ j ˧˧ s ɨ ˨˩˦ l ɪ j ˦˥
vi xử lí	v ɪ j ˧˧ s ɨ ˨˩˦ l ɪ j ˦˥
vid	j ɨ t̚ ˦˥
vid	v ɨ t̚ ˦˥
video	j ɪ j ˧˧ j ɛ w ˧˧
video	j ɪ j ˧˧ ʔ ɗ ɛ w ˧˧
video	v ɪ j ˧˧ j ɛ w ˧˧
video	v ɪ j ˧˧ ʔ ɗ ɛ w ˧˧
vinh	j ɨ n ˧˧
vinh	v ɨ n ˧˧
vinh danh	j ɨ n ˧˧ j a n ˧˧
vinh danh	v ɨ n ˧˧ j a n ˧˧
vinh dự	j ɨ n ˧˧ j ɨ ˨˩˨
vinh dự	v ɨ n ˧˧ j ɨ ˨˩˨
vinh hạnh	j ɨ n ˧˧ h a n ˨˩˨
vinh hạnh	v ɨ n ˧˧ h a n ˨˩˨
vinh quang	j ɨ n ˧˧ w aː ŋ ˧˧
vinh quang	v ɨ n ˧˧ w aː ŋ ˧˧
virus corona	j ɪ j ˧˧ ɹ ʊ k͡p̚ ˦˥ k o w ˧˧ ɹ o w ˧˧ n aː ˧˧
virus corona	v ɪ j ˧˧ ɹ ʊ k͡p̚ ˦˥ k o w ˧˧ ɹ o w ˧˧ n aː ˧˧
vitamin gâu gâu	j ɪ j ˧˧ t aː ˧˧ m ɨ n ˧˧ ɣ ə w ˧˧ ɣ ə w ˧˧
vitamin gâu gâu	v ɪ j ˧˧ t aː ˧˧ m ɨ n ˧˧ ɣ ə w ˧˧ ɣ ə w ˧˧
viêm	j i m ˧˧
viêm	v i m ˧˧
viêm cơ tim	j i m ˧˧ k əː ˧˧ t i m ˧˧
viêm cơ tim	v i m ˧˧ k əː ˧˧ t i m ˧˧
viêm da	j i m ˧˧ j aː ˧˧
viêm da	v i m ˧˧ j aː ˧˧
viêm gan	j i m ˧˧ ɣ aː ŋ ˧˧
viêm gan	v i m ˧˧ ɣ aː ŋ ˧˧
viêm họng	j i m ˧˧ h a w ŋ͡m ˨˩˨
viêm họng	v i m ˧˧ h a w ŋ͡m ˨˩˨
viêm khớp	j i m ˧˧ kʰ əː p̚ ˦˥
viêm khớp	v i m ˧˧ kʰ əː p̚ ˦˥
viêm khớp dạng thấp	j i m ˧˧ kʰ əː p̚ ˦˥ j aː ŋ ˨˩˨ tʰ ə p̚ ˦˥
viêm khớp dạng thấp	v i m ˧˧ kʰ əː p̚ ˦˥ j aː ŋ ˨˩˨ tʰ ə p̚ ˦˥
viêm màng não	j i m ˧˧ m aː ŋ ˨˩ n aː w ˨˩˦
viêm màng não	v i m ˧˧ m aː ŋ ˨˩ n aː w ˨˩˦
viêm màng não mủ	j i m ˧˧ m aː ŋ ˨˩ n aː w ˨˩˦ m ʊ w ˨˩˦
viêm màng não mủ	v i m ˧˧ m aː ŋ ˨˩ n aː w ˨˩˦ m ʊ w ˨˩˦
viêm màng túi	j i m ˧˧ m aː ŋ ˨˩ t u j ˦˥
viêm màng túi	v i m ˧˧ m aː ŋ ˨˩ t u j ˦˥
viêm mũi	j i m ˧˧ m u j ˨˩˦
viêm mũi	v i m ˧˧ m u j ˨˩˦
viêm mạch	j i m ˧˧ m a t̚ ˨˩˨
viêm mạch	v i m ˧˧ m a t̚ ˨˩˨
viêm não	j i m ˧˧ n aː w ˨˩˦
viêm não	v i m ˧˧ n aː w ˨˩˦
viêm não Nhật Bản	j i m ˧˧ n aː w ˨˩˦ ɲ ə k̚ ˨˩˨ ʔ ɓ aː ŋ ˨˩˦
viêm não Nhật Bản	v i m ˧˧ n aː w ˨˩˦ ɲ ə k̚ ˨˩˨ ʔ ɓ aː ŋ ˨˩˦
viêm phế quản	j i m ˧˧ f e j ˦˥ w aː ŋ ˨˩˦
viêm phế quản	v i m ˧˧ f e j ˦˥ w aː ŋ ˨˩˦
viêm phổi	j i m ˧˧ f o j ˨˩˦
viêm phổi	v i m ˧˧ f o j ˨˩˦
viêm quầng	j i m ˧˧ w ə ŋ ˨˩
viêm quầng	v i m ˧˧ w ə ŋ ˨˩
viêm ruột	j i m ˧˧ ɹ u ə k̚ ˨˩˨
viêm ruột	v i m ˧˧ ɹ u ə k̚ ˨˩˨
viêm ruột thừa	j i m ˧˧ ɹ u ə k̚ ˨˩˨ tʰ ɨ ə ˨˩
viêm ruột thừa	v i m ˧˧ ɹ u ə k̚ ˨˩˨ tʰ ɨ ə ˨˩
viêm tai	j i m ˧˧ t aː j ˧˧
viêm tai	v i m ˧˧ t aː j ˧˧
viêm túi mật	j i m ˧˧ t u j ˦˥ m ə k̚ ˨˩˨
viêm túi mật	v i m ˧˧ t u j ˦˥ m ə k̚ ˨˩˨
viêm xoang	j i m ˧˧ s ⁽ʷ ⁾ aː ŋ ˧˧
viêm xoang	v i m ˧˧ s ⁽ʷ ⁾ aː ŋ ˧˧
viêm xương khớp	j i m ˧˧ s ɨ ə ŋ ˧˧ kʰ əː p̚ ˦˥
viêm xương khớp	v i m ˧˧ s ɨ ə ŋ ˧˧ kʰ əː p̚ ˦˥
viên	j i ə ŋ ˧˧
viên	v i ə ŋ ˧˧
viên chức	j i ə ŋ ˧˧ c ɨ k̚ ˦˥
viên chức	v i ə ŋ ˧˧ c ɨ k̚ ˦˥
viên mãn	j i ə ŋ ˧˧ m aː ŋ ˨˩˦
viên mãn	v i ə ŋ ˧˧ m aː ŋ ˨˩˦
viên ngoại	j i ə ŋ ˧˧ ŋ w aː j ˨˩˨
viên ngoại	v i ə ŋ ˧˧ ŋ w aː j ˨˩˨
viên nhộng	j i ə ŋ ˧˧ ɲ ə w ŋ͡m ˨˩˨
viên nhộng	v i ə ŋ ˧˧ ɲ ə w ŋ͡m ˨˩˨
viên nén	j i ə ŋ ˧˧ n ɛ ŋ ˦˥
viên nén	v i ə ŋ ˧˧ n ɛ ŋ ˦˥
viên tịch	j i ə ŋ ˧˧ t ɨ t̚ ˨˩˨
viên tịch	v i ə ŋ ˧˧ t ɨ t̚ ˨˩˨
viếng	j i ə ŋ ˦˥
viếng	v i ə ŋ ˦˥
viếng thăm	j i ə ŋ ˦˥ tʰ a m ˧˧
viếng thăm	v i ə ŋ ˦˥ tʰ a m ˧˧
viết	j i ə k̚ ˦˥
viết	v i ə k̚ ˦˥
viết chì	j i ə k̚ ˦˥ c ɪ j ˨˩
viết chì	v i ə k̚ ˦˥ c ɪ j ˨˩
viết lách	j i ə k̚ ˦˥ l a t̚ ˦˥
viết lách	v i ə k̚ ˦˥ l a t̚ ˦˥
viết nhịu	j i ə k̚ ˦˥ ɲ i w ˨˩˨
viết nhịu	v i ə k̚ ˦˥ ɲ i w ˨˩˨
viết tắt	j i ə k̚ ˦˥ t a k̚ ˦˥
viết tắt	v i ə k̚ ˦˥ t a k̚ ˦˥
viền	j i ə ŋ ˨˩
viền	v i ə ŋ ˨˩
viển vông	j i ə ŋ ˨˩˦ j ə w ŋ͡m ˧˧
viển vông	v i ə ŋ ˨˩˦ v ə w ŋ͡m ˧˧
viễn	j i ə ŋ ˨˩˦
viễn	v i ə ŋ ˨˩˦
viễn chinh	j i ə ŋ ˨˩˦ c ɨ n ˧˧
viễn chinh	v i ə ŋ ˨˩˦ c ɨ n ˧˧
viễn chí	j i ə ŋ ˨˩˦ c ɪ j ˦˥
viễn chí	v i ə ŋ ˨˩˦ c ɪ j ˦˥
viễn cảnh	j i ə ŋ ˨˩˦ k a n ˨˩˦
viễn cảnh	v i ə ŋ ˨˩˦ k a n ˨˩˦
viễn du	j i ə ŋ ˨˩˦ j ʊ w ˧˧
viễn du	v i ə ŋ ˨˩˦ j ʊ w ˧˧
viễn dương	j i ə ŋ ˨˩˦ j ɨ ə ŋ ˧˧
viễn dương	v i ə ŋ ˨˩˦ j ɨ ə ŋ ˧˧
viễn thám	j i ə ŋ ˨˩˦ tʰ aː m ˦˥
viễn thám	v i ə ŋ ˨˩˦ tʰ aː m ˦˥
viễn thông	j i ə ŋ ˨˩˦ tʰ ə w ŋ͡m ˧˧
viễn thông	v i ə ŋ ˨˩˦ tʰ ə w ŋ͡m ˧˧
viễn thị	j i ə ŋ ˨˩˦ tʰ ɪ j ˨˩˨
viễn thị	v i ə ŋ ˨˩˦ tʰ ɪ j ˨˩˨
viễn tưởng	j i ə ŋ ˨˩˦ t ɨ ə ŋ ˨˩˦
viễn tưởng	v i ə ŋ ˨˩˦ t ɨ ə ŋ ˨˩˦
viễn xứ	j i ə ŋ ˨˩˦ s ɨ ˦˥
viễn xứ	v i ə ŋ ˨˩˦ s ɨ ˦˥
việc	j i ə k̚ ˨˩˨
việc	v i ə k̚ ˨˩˨
việc gì	j i ə k̚ ˨˩˨ j ɪ j ˨˩
việc gì	v i ə k̚ ˨˩˨ j ɪ j ˨˩
việc làm	j i ə k̚ ˨˩˨ l aː m ˨˩
việc làm	v i ə k̚ ˨˩˨ l aː m ˨˩
viện	j i ə ŋ ˨˩˨
viện	v i ə ŋ ˨˩˨
viện bảo tàng	j i ə ŋ ˨˩˨ ʔ ɓ aː w ˨˩˦ t aː ŋ ˨˩
viện bảo tàng	v i ə ŋ ˨˩˨ ʔ ɓ aː w ˨˩˦ t aː ŋ ˨˩
viện dưỡng lão	j i ə ŋ ˨˩˨ j ɨ ə ŋ ˨˩˦ l aː w ˨˩˦
viện dưỡng lão	v i ə ŋ ˨˩˨ j ɨ ə ŋ ˨˩˦ l aː w ˨˩˦
viện dẫn	j i ə ŋ ˨˩˨ j ə ŋ ˨˩˦
viện dẫn	v i ə ŋ ˨˩˨ j ə ŋ ˨˩˦
viện hàn lâm	j i ə ŋ ˨˩˨ h aː ŋ ˨˩ l ə m ˧˧
viện hàn lâm	v i ə ŋ ˨˩˨ h aː ŋ ˨˩ l ə m ˧˧
viện kiểm sát	j i ə ŋ ˨˩˨ k i m ˨˩˦ s aː k̚ ˦˥
viện kiểm sát	v i ə ŋ ˨˩˨ k i m ˨˩˦ ʂ aː k̚ ˦˥
viện phí	j i ə ŋ ˨˩˨ f ɪ j ˦˥
viện phí	v i ə ŋ ˨˩˨ f ɪ j ˦˥
viện sĩ	j i ə ŋ ˨˩˨ s ɪ j ˨˩˦
viện sĩ	v i ə ŋ ˨˩˨ ʂ ɪ j ˨˩˦
viện trợ	j i ə ŋ ˨˩˨ ʈ əː ˨˩˨
viện trợ	v i ə ŋ ˨˩˨ ʈ əː ˨˩˨
việt quất	j i ə k̚ ˨˩˨ w ə k̚ ˦˥
việt quất	v i ə k̚ ˨˩˨ w ə k̚ ˦˥
việt vị	j i ə k̚ ˨˩˨ j ɪ j ˨˩˨
việt vị	v i ə k̚ ˨˩˨ v ɪ j ˨˩˨
vo	j ɔ ˧˧
vo	v ɔ ˧˧
vo vo	j ɔ ˧˧ j ɔ ˧˧
vo vo	v ɔ ˧˧ v ɔ ˧˧
voan	j w aː ŋ ˧˧
voan	v w aː ŋ ˧˧
voi	j ɔ j ˧˧
voi	v ɔ j ˧˧
voi biển	j ɔ j ˧˧ ʔ ɓ i ə ŋ ˨˩˦
voi biển	v ɔ j ˧˧ ʔ ɓ i ə ŋ ˨˩˦
vonfam	j o ŋ ˧˧ f aː m ˧˧
vonfam	v o ŋ ˧˧ f aː m ˧˧
vong	j a w ŋ͡m ˧˧
vong	v a w ŋ͡m ˧˧
vong linh	j a w ŋ͡m ˧˧ l ɨ n ˧˧
vong linh	v a w ŋ͡m ˧˧ l ɨ n ˧˧
vong nhân	j a w ŋ͡m ˧˧ ɲ ə ŋ ˧˧
vong nhân	v a w ŋ͡m ˧˧ ɲ ə ŋ ˧˧
vong quốc	j a w ŋ͡m ˧˧ w ə k̚ ˦˥
vong quốc	v a w ŋ͡m ˧˧ w ə k̚ ˦˥
vong thân	j a w ŋ͡m ˧˧ tʰ ə ŋ ˧˧
vong thân	v a w ŋ͡m ˧˧ tʰ ə ŋ ˧˧
vong ân bội nghĩa	j a w ŋ͡m ˧˧ ʔ ə ŋ ˧˧ ʔ ɓ o j ˨˩˨ ŋ i ə ˨˩˦
vong ân bội nghĩa	v a w ŋ͡m ˧˧ ʔ ə ŋ ˧˧ ʔ ɓ o j ˨˩˨ ŋ i ə ˨˩˦
voọc	j ɔ k̚ ˨˩˨
voọc	v ɔ k̚ ˨˩˨
vu	j ʊ w ˧˧
vu	v ʊ w ˧˧
vu cáo	j ʊ w ˧˧ k aː w ˦˥
vu cáo	v ʊ w ˧˧ k aː w ˦˥
vu hích	j ʊ w ˧˧ h ɨ t̚ ˦˥
vu hích	v ʊ w ˧˧ h ɨ t̚ ˦˥
vu khống	j ʊ w ˧˧ kʰ ə w ŋ͡m ˦˥
vu khống	v ʊ w ˧˧ kʰ ə w ŋ͡m ˦˥
vu nữ	j ʊ w ˧˧ n ɨ ˨˩˦
vu nữ	v ʊ w ˧˧ n ɨ ˨˩˦
vu oan	j ʊ w ˧˧ w aː ŋ ˧˧
vu oan	j ʊ w ˧˧ ʔ w aː ŋ ˧˧
vu oan	v ʊ w ˧˧ w aː ŋ ˧˧
vu oan	v ʊ w ˧˧ ʔ w aː ŋ ˧˧
vu vơ	j ʊ w ˧˧ j əː ˧˧
vu vơ	v ʊ w ˧˧ v əː ˧˧
vua	j u ə ˧˧
vua	v u ə ˧˧
vua chúa	j u ə ˧˧ c u ə ˦˥
vua chúa	v u ə ˧˧ c u ə ˦˥
vui	j u j ˧˧
vui	v u j ˧˧
vui chơi	j u j ˧˧ c əː j ˧˧
vui chơi	v u j ˧˧ c əː j ˧˧
vui lòng	j u j ˧˧ l a w ŋ͡m ˨˩
vui lòng	v u j ˧˧ l a w ŋ͡m ˨˩
vui mừng	j u j ˧˧ m ɨ ŋ ˨˩
vui mừng	v u j ˧˧ m ɨ ŋ ˨˩
vui nhộn	j u j ˧˧ ɲ o ŋ ˨˩˨
vui nhộn	v u j ˧˧ ɲ o ŋ ˨˩˨
vui sướng	j u j ˧˧ s ɨ ə ŋ ˦˥
vui sướng	v u j ˧˧ ʂ ɨ ə ŋ ˦˥
vui thú	j u j ˧˧ tʰ ʊ w ˦˥
vui thú	v u j ˧˧ tʰ ʊ w ˦˥
vui tính	j u j ˧˧ t ɨ n ˦˥
vui tính	v u j ˧˧ t ɨ n ˦˥
vui tươi	j u j ˧˧ t ɨ j ˧˧
vui tươi	v u j ˧˧ t ɨ j ˧˧
vui vẻ	j u j ˧˧ j ɛ ˨˩˦
vui vẻ	v u j ˧˧ v ɛ ˨˩˦
vun	j ʊ w ŋ͡m ˧˧
vun	v ʊ w ŋ͡m ˧˧
vun trồng	j ʊ w ŋ͡m ˧˧ ʈ ə w ŋ͡m ˨˩
vun trồng	v ʊ w ŋ͡m ˧˧ ʈ ə w ŋ͡m ˨˩
vun vén	j ʊ w ŋ͡m ˧˧ j ɛ ŋ ˦˥
vun vén	v ʊ w ŋ͡m ˧˧ v ɛ ŋ ˦˥
vun vút	j ʊ w ŋ͡m ˧˧ j ʊ k͡p̚ ˦˥
vun vút	v ʊ w ŋ͡m ˧˧ v ʊ k͡p̚ ˦˥
vun xới	j ʊ w ŋ͡m ˧˧ s əː j ˦˥
vun xới	v ʊ w ŋ͡m ˧˧ s əː j ˦˥
vun đắp	j ʊ w ŋ͡m ˧˧ ʔ ɗ a p̚ ˦˥
vun đắp	v ʊ w ŋ͡m ˧˧ ʔ ɗ a p̚ ˦˥
vung	j ʊ w ŋ͡m ˧˧
vung	v ʊ w ŋ͡m ˧˧
vung tay quá trán	j ʊ w ŋ͡m ˧˧ t a j ˧˧ w aː ˦˥ ʈ aː ŋ ˦˥
vung tay quá trán	j ʊ w ŋ͡m ˧˧ t aː j ˧˧ w aː ˦˥ ʈ aː ŋ ˦˥
vung tay quá trán	v ʊ w ŋ͡m ˧˧ t a j ˧˧ w aː ˦˥ ʈ aː ŋ ˦˥
vung tay quá trán	v ʊ w ŋ͡m ˧˧ t aː j ˧˧ w aː ˦˥ ʈ aː ŋ ˦˥
vung vinh	j ʊ w ŋ͡m ˧˧ j ɨ n ˧˧
vung vinh	v ʊ w ŋ͡m ˧˧ v ɨ n ˧˧
vung vãi	j ʊ w ŋ͡m ˧˧ j aː j ˨˩˦
vung vãi	v ʊ w ŋ͡m ˧˧ v aː j ˨˩˦
vuông	j u ə ŋ ˧˧
vuông	v u ə ŋ ˧˧
vuông góc	j u ə ŋ ˧˧ ɣ a w k͡p̚ ˦˥
vuông góc	v u ə ŋ ˧˧ ɣ a w k͡p̚ ˦˥
vuông vắn	j u ə ŋ ˧˧ j a ŋ ˦˥
vuông vắn	v u ə ŋ ˧˧ v a ŋ ˦˥
vuốt	j u ə k̚ ˦˥
vuốt	v u ə k̚ ˦˥
vuốt râu hùm	j u ə k̚ ˦˥ ɹ ə w ˧˧ h ʊ m ˨˩
vuốt râu hùm	v u ə k̚ ˦˥ ɹ ə w ˧˧ h ʊ m ˨˩
vuốt ve	j u ə k̚ ˦˥ j ɛ ˧˧
vuốt ve	v u ə k̚ ˦˥ v ɛ ˧˧
vuột	j u ə k̚ ˨˩˨
vuột	v u ə k̚ ˨˩˨
và	j aː ˨˩
và	v aː ˨˩
vài	j aː j ˨˩
vài	v aː j ˨˩
vài ba	j aː j ˨˩ ʔ ɓ aː ˧˧
vài ba	v aː j ˨˩ ʔ ɓ aː ˧˧
vàm	j aː m ˨˩
vàm	v aː m ˨˩
vàng	j aː ŋ ˨˩
vàng	v aː ŋ ˨˩
vàng bạc	j aː ŋ ˨˩ ʔ ɓ aː k̚ ˨˩˨
vàng bạc	v aː ŋ ˨˩ ʔ ɓ aː k̚ ˨˩˨
vàng chanh	j aː ŋ ˨˩ c a n ˧˧
vàng chanh	v aː ŋ ˨˩ c a n ˧˧
vàng da	j aː ŋ ˨˩ j aː ˧˧
vàng da	v aː ŋ ˨˩ j aː ˧˧
vàng hoe	j aː ŋ ˨˩ w ɛ ˧˧
vàng hoe	v aː ŋ ˨˩ w ɛ ˧˧
vàng khè	j aː ŋ ˨˩ kʰ ɛ ˨˩
vàng khè	v aː ŋ ˨˩ kʰ ɛ ˨˩
vàng mã	j aː ŋ ˨˩ m aː ˨˩˦
vàng mã	v aː ŋ ˨˩ m aː ˨˩˦
vàng mơ	j aː ŋ ˨˩ m əː ˧˧
