A	ʔ aː ˧˧
tuyên chiến	t w i ə ŋ ˧˧ t͡ɕ i ə ŋ ˦˧˥
tuyên cáo	t w i ə ŋ ˧˧ k aː w ˨˩˦
tuyên dương	t w i ə ŋ ˧˧ j ɨ ə ŋ ˧˧
tuyên ngôn	t w i ə ŋ ˧˧ ŋ o ŋ ˧˧
tuyên truyền	t w i ə ŋ ˧˧ ʈ w i ə ŋ ˦˩
tuyên án	t w i ə ŋ ˧˧ ʔ aː ŋ ˦˧˥
tuyến	t w i ə ŋ ˦˧˥
tuyến cuối	t w i ə ŋ ˦˧˥ k u j ˨˩˦
tuyến lệ	t w i ə ŋ ˦˧˥ l e j ˨˩ ʔ
tuyến tiền liệt	t w i ə ŋ ˦˧˥ t i ə ŋ ˦˩ l i ə k̚ ˨˩ ʔ
tuyến tính	t w i ə ŋ ˦˧˥ t ɨ n ˦˧˥
tuyến vị	t w i ə ŋ ˦˧˥ v ɪ j ˨˩ ʔ
tuyến đường	t w i ə ŋ ˦˧˥ ʔ ɗ ɨ ə ŋ ˦˩
tuyến đầu	t w i ə ŋ ˦˧˥ ʔ ɗ ə w ˦˩
tuyết	t w i ə k̚ ˦˧˥
tuyển	t w i ə ŋ ˧˨
tuyển chọn	t w i ə ŋ ˧˨ t͡ɕ ɔ ŋ ˨˩ ʔ
tuyển cử	t w i ə ŋ ˧˨ k ɨ ˧˨
tuyển dụng	t w i ə ŋ ˧˨ j ʊ w ŋ͡m ˨˩ ʔ
tuyển mộ	t w i ə ŋ ˧˨ m o w ˨˩ ʔ
tuyển sinh	t w i ə ŋ ˧˨ s ɨ n ˧˧
tuyển sinh	t w i ə ŋ ˧˨ ʂ ɨ n ˧˧
tuyển thủ	t w i ə ŋ ˧˨ tʰ ʊ w ˧˨
tuyển trạch	t w i ə ŋ ˧˨ ʈ a t̚ ˨˩ ʔ
tuyển tập	t w i ə ŋ ˧˨ t ə p̚ ˨˩ ʔ
tuyển đế hầu	t w i ə ŋ ˧˨ ʔ ɗ e j ˨˩˦ h ə w ˦˩
tuyệt	t w i ə k̚ ˨˩ ʔ
tuyệt bút	t w i ə k̚ ˨˩ ʔ ʔ ɓ ʊ k̚ ˦˧˥
tuyệt chiêu	t w i ə k̚ ˨˩ ʔ t͡ɕ i w ˧˧
tuyệt chủng	t w i ə k̚ ˨˩ ʔ t͡ɕ ʊ w ŋ͡m ˧˨
tuyệt cú	t w i ə k̚ ˨˩ ʔ k ʊ w ˨˩˦
tuyệt diệu	t w i ə k̚ ˨˩ ʔ j i w ˨˩ ʔ
tuyệt giao	t w i ə k̚ ˨˩ ʔ j aː w ˧˧
tuyệt hảo	t w i ə k̚ ˨˩ ʔ h aː w ˧˨
tuyệt kĩ	t w i ə k̚ ˨˩ ʔ k ɪ j ˧˨
tuyệt mật	t w i ə k̚ ˨˩ ʔ m ə k̚ ˨˩ ʔ
tuyệt nhiên	t w i ə k̚ ˨˩ ʔ ɲ i ə ŋ ˧˧
tuyệt phẩm	t w i ə k̚ ˨˩ ʔ f ə m ˧˨
tuyệt sắc	t w i ə k̚ ˨˩ ʔ s a k̚ ˦˧˥
tuyệt sắc	t w i ə k̚ ˨˩ ʔ ʂ a k̚ ˦˧˥
tuyệt sắc giai nhân	t w i ə k̚ ˨˩ ʔ s a k̚ ˦˧˥ j aː j ˧˧ ɲ ə ŋ ˧˧
tuyệt sắc giai nhân	t w i ə k̚ ˨˩ ʔ ʂ a k̚ ˦˧˥ j aː j ˧˧ ɲ ə ŋ ˧˧
tuyệt thế	t w i ə k̚ ˨˩ ʔ tʰ e j ˨˩˦
tuyệt thực	t w i ə k̚ ˨˩ ʔ tʰ ɨ k̚ ˨˩ ʔ
tuyệt trần	t w i ə k̚ ˨˩ ʔ ʈ ə ŋ ˦˩
tuyệt tình	t w i ə k̚ ˨˩ ʔ t ɨ n ˦˩
tuyệt vọng	t w i ə k̚ ˨˩ ʔ v a w ŋ͡m ˨˩ ʔ
tuyệt vọng	t w i ə k̚ ˨˩ ʔ v ɔ ŋ ˨˩ ʔ
tuyệt vời	t w i ə k̚ ˨˩ ʔ v əː j ˦˩
tuyệt xảo	t w i ə k̚ ˨˩ ʔ s aː w ˧˨
tuyệt đại đa số	t w i ə k̚ ˨˩ ʔ ʔ ɗ aː j ˨˩ ʔ ʔ ɗ aː ˧˧ s o w ˨˩˦
tuyệt đại đa số	t w i ə k̚ ˨˩ ʔ ʔ ɗ aː j ˨˩ ʔ ʔ ɗ aː ˧˧ ʂ o w ˨˩˦
tuyệt đối	t w i ə k̚ ˨˩ ʔ ʔ ɗ o j ˨˩˦
tuân	t w ə ŋ ˧˧
tuân thủ	t w ə ŋ ˧˧ tʰ ʊ w ˧˨
tuôn	t u ə ŋ ˧˧
tuý quyền	t w ɪ j ˨˩˦ k w i ə ŋ ˦˩
tuýp	t w i p̚ ˦˧˥
tuấn mã	t w ə ŋ ˦˧˥ m aː ˧˨
tuần	t w ə ŋ ˦˩
tuần báo	t w ə ŋ ˦˩ ʔ ɓ aː w ˨˩˦
tuần duyên	t w ə ŋ ˦˩ j w i ə ŋ ˧˧
tuần dương hạm	t w ə ŋ ˦˩ j ɨ ə ŋ ˧˧ h aː m ˨˩ ʔ
tuần hoàn	t w ə ŋ ˦˩ h w aː ŋ ˦˩
tuần hương	t w ə ŋ ˦˩ h ɨ ə ŋ ˧˧
tuần lễ	t w ə ŋ ˦˩ l e j ˧˨
tuần lộc	t w ə ŋ ˦˩ l ə w k͡p̚ ˨˩ ʔ
tuần phủ	t w ə ŋ ˦˩ f ʊ w ˧˨
tuần san	t w ə ŋ ˦˩ s aː ŋ ˧˧
tuần san	t w ə ŋ ˦˩ ʂ aː ŋ ˧˧
tuần tiễu	t w ə ŋ ˦˩ t i w ˧˨
tuần tra	t w ə ŋ ˦˩ ʈ aː ˧˧
tuần trăng	t w ə ŋ ˦˩ ʈ a ŋ ˧˧
tuần tự	t w ə ŋ ˦˩ t ɨ ˨˩ ʔ
tuẫn tiết	t w ə ŋ ˧˨ t i ə k̚ ˦˧˥
tuế	t w e j ˨˩˦
tuềnh toàng	t w e n ˦˩ t w aː ŋ ˦˩
tuốt	t u ə k̚ ˦˧˥
tuồng	t u ə ŋ ˦˩
tuồng mắng	t u ə ŋ ˦˩ m a ŋ ˦˧˥
tuổi	t u j ˧˨
tuổi ta	t u j ˧˨ t aː ˧˧
tuổi thơ	t u j ˧˨ tʰ əː ˧˧
tuổi thọ	t u j ˧˨ tʰ ɔ ˨˩ ʔ
tuổi trẻ	t u j ˧˨ ʈ ɛ ˧˨
tuổi tác	t u j ˧˨ t aː k̚ ˦˧˥
tuổi tây	t u j ˧˨ t ə j ˧˧
tuổi xanh	t u j ˧˨ s ɛ ɲ ˧˧
tuổi xuân	t u j ˧˨ s w ə ŋ ˧˧
tuột	t u ə k̚ ˨˩ ʔ
tuỳ	t w ɪ j ˦˩
tuỳ biến	t w ɪ j ˦˩ ʔ ɓ i ə ŋ ˦˧˥
tuỳ bút	t w ɪ j ˦˩ ʔ ɓ ʊ k̚ ˦˧˥
tuỳ duyên	t w ɪ j ˦˩ j w i ə ŋ ˧˧
tuỳ theo	t w ɪ j ˦˩ tʰ ɛ w ˧˧
tuỳ thời	t w ɪ j ˦˩ tʰ əː j ˦˩
tuỳ tiện	t w ɪ j ˦˩ t i ə ŋ ˨˩ ʔ
tuỳ ý	t w ɪ j ˦˩ ʔ ɪ j ˨˩˦
tuỵ	t w ɪ j ˨˩ ʔ
tuỵ tạng	t w ɪ j ˨˩ ʔ t aː ŋ ˨˩ ʔ
tuỵ đạo	t w ɪ j ˨˩ ʔ ʔ ɗ aː w ˨˩ ʔ
tuỷ	t w ɪ j ˧˨
tuỷ sống	t w ɪ j ˧˨ s ə w ŋ͡m ˦˧˥
tuỷ sống	t w ɪ j ˧˨ ʂ ə w ŋ͡m ˦˧˥
tuỷ xương	t w ɪ j ˧˨ s ɨ ə ŋ ˧˧
tà	t aː ˦˩
tà dâm	t aː ˦˩ j ə m ˧˧
tà dương	t aː ˦˩ j ɨ ə ŋ ˧˧
tà giáo	t aː ˦˩ j aː w ˨˩˦
tà ma	t aː ˦˩ m aː ˧˧
tà phái	t aː ˦˩ f aː j ˨˩˦
tà thuật	t aː ˦˩ tʰ w ə k̚ ˨˩ ʔ
tà tà	t aː ˦˩ t aː ˦˩
tà đạo	t aː ˦˩ ʔ ɗ aː w ˨˩ ʔ
tài	t aː j ˦˩
tài ba	t aː j ˦˩ ʔ ɓ aː ˧˧
tài binh	t aː j ˦˩ ʔ ɓ ɨ n ˧˧
tài chính	t aː j ˦˩ t͡ɕ ɨ n ˦˧˥
tài chính hoá	t aː j ˦˩ t͡ɕ ɨ n ˦˧˥ h w aː ˨˩˦
tài chế	t aː j ˦˩ t͡ɕ e j ˨˩˦
tài cán	t aː j ˦˩ k aː ŋ ˦˧˥
tài giỏi	t aː j ˦˩ j ɔ j ˧˨
tài hoa	t aː j ˦˩ h w aː ˧˧
tài khoản	t aː j ˦˩ kʰ w aː ŋ ˧˨
tài liệu	t aː j ˦˩ l i w ˨˩ ʔ
tài lẻ	t aː j ˦˩ l ɛ ˧˨
tài lộc	t aː j ˦˩ l ə w k͡p̚ ˨˩ ʔ
tài lực	t aː j ˦˩ l ɨ k̚ ˨˩ ʔ
tài nguyên	t aː j ˦˩ ŋ w i ə ŋ ˧˧
tài năng	t aː j ˦˩ n a ŋ ˧˧
tài phiệt	t aː j ˦˩ f i ə k̚ ˨˩ ʔ
tài phán	t aː j ˦˩ f aː ŋ ˦˧˥
tài sản	t aː j ˦˩ s aː ŋ ˧˨
tài sản	t aː j ˦˩ ʂ aː ŋ ˧˨
tài sắc	t aː j ˦˩ s a k̚ ˦˧˥
tài sắc	t aː j ˦˩ ʂ a k̚ ˦˧˥
tài trí	t aː j ˦˩ ʈ ɪ j ˨˩˦
tài trợ	t aː j ˦˩ ʈ əː ˨˩ ʔ
tài tình	t aː j ˦˩ t ɨ n ˦˩
tài tử	t aː j ˦˩ t ɨ ˧˨
tài xế	t aː j ˦˩ s e j ˨˩˦
tài đức	t aː j ˦˩ ʔ ɗ ɨ k̚ ˦˧˥
tàm tạm	t aː m ˦˩ t aː m ˨˩ ʔ
tàn	t aː ŋ ˦˩
tàn bạo	t aː ŋ ˦˩ ʔ ɓ aː w ˨˩ ʔ
tàn canh gió lạnh	t aː ŋ ˦˩ k ɛ ɲ ˧˧ j ɔ ˨˩˦ l ɛ ɲ ˨˩ ʔ
tàn cuộc	t aː ŋ ˦˩ k u ə k̚ ˨˩ ʔ
tàn dư	t aː ŋ ˦˩ j ɨ ˧˧
tàn hại	t aː ŋ ˦˩ h aː j ˨˩ ʔ
tàn khốc	t aː ŋ ˦˩ kʰ ə w k͡p̚ ˦˧˥
tàn nhang	t aː ŋ ˦˩ ɲ aː ŋ ˧˧
tàn nhưng không phế	t aː ŋ ˦˩ ɲ ɨ ŋ ˧˧ kʰ ə w ŋ͡m ˧˧ f e j ˨˩˦
tàn nhẫn	t aː ŋ ˦˩ ɲ ə ŋ ˧˨
tàn phá	t aː ŋ ˦˩ f aː ˨˩˦
tàn phế	t aː ŋ ˦˩ f e j ˨˩˦
tàn quân	t aː ŋ ˦˩ k w ə ŋ ˧˧
tàn sát	t aː ŋ ˦˩ s aː k̚ ˦˧˥
tàn sát	t aː ŋ ˦˩ ʂ aː k̚ ˦˧˥
tàn tật	t aː ŋ ˦˩ t ə k̚ ˨˩ ʔ
tàn tệ	t aː ŋ ˦˩ t e j ˨˩ ʔ
tàn ác	t aː ŋ ˦˩ ʔ aː k̚ ˦˧˥
tàng	t aː ŋ ˦˩
tàng hình	t aː ŋ ˦˩ h ɨ n ˦˩
tàng trữ	t aː ŋ ˦˩ ʈ ɨ ˧˨
tào lao	t aː w ˦˩ l aː w ˧˧
tào phớ	t aː w ˦˩ f əː ˨˩˦
tàu	t a w ˦˩
tàu bay	t a w ˦˩ ʔ ɓ a j ˧˧
tàu bè	t a w ˦˩ ʔ ɓ ɛ ˦˩
tàu chiến	t a w ˦˩ t͡ɕ i ə ŋ ˦˧˥
tàu chợ	t a w ˦˩ t͡ɕ əː ˨˩ ʔ
tàu cánh ngầm	t a w ˦˩ k ɛ ɲ ˦˧˥ ŋ ə m ˦˩
tàu du lịch	t a w ˦˩ j ʊ w ˧˧ l ɨ t̚ ˨˩ ʔ
tàu hoả	t a w ˦˩ h w aː ˧˨
tàu hủ	t a w ˦˩ h ʊ w ˧˨
tàu hủ ki	t a w ˦˩ h ʊ w ˧˨ k ɪ j ˧˧
tàu lượn	t a w ˦˩ l ɨ ə ŋ ˨˩ ʔ
tàu lượn siêu tốc	t a w ˦˩ l ɨ ə ŋ ˨˩ ʔ s i w ˧˧ t ə w k͡p̚ ˦˧˥
tàu lượn siêu tốc	t a w ˦˩ l ɨ ə ŋ ˨˩ ʔ ʂ i w ˧˧ t ə w k͡p̚ ˦˧˥
tàu lửa	t a w ˦˩ l ɨ ə ˧˨
tàu ngầm	t a w ˦˩ ŋ ə m ˦˩
tàu sân bay	t a w ˦˩ s ə ŋ ˧˧ ʔ ɓ a j ˧˧
tàu sân bay	t a w ˦˩ ʂ ə ŋ ˧˧ ʔ ɓ a j ˧˧
tàu thuyền	t a w ˦˩ tʰ w i ə ŋ ˦˩
tàu thuỷ	t a w ˦˩ tʰ w ɪ j ˧˨
tàu tuần dương	t a w ˦˩ t w ə ŋ ˦˩ j ɨ ə ŋ ˧˧
tàu vũ trụ	t a w ˦˩ v ʊ w ˧˨ ʈ ʊ w ˨˩ ʔ
tàu ô	t a w ˦˩ ʔ o w ˧˧
tàu điện	t a w ˦˩ ʔ ɗ i ə ŋ ˨˩ ʔ
tàu điện ngầm	t a w ˦˩ ʔ ɗ i ə ŋ ˨˩ ʔ ŋ ə m ˦˩
tày	t a j ˦˩
tày trời	t a j ˦˩ ʈ əː j ˦˩
tày đình	t a j ˦˩ ʔ ɗ ɨ n ˦˩
tá	t aː ˨˩˦
tá hoả	t aː ˨˩˦ h w aː ˧˨
tá tràng	t aː ˨˩˦ ʈ aː ŋ ˦˩
tá túc	t aː ˨˩˦ t ʊ w k͡p̚ ˦˧˥
tác	t aː k̚ ˦˧˥
tác chiến	t aː k̚ ˦˧˥ t͡ɕ i ə ŋ ˦˧˥
tác dụng	t aː k̚ ˦˧˥ j ʊ w ŋ͡m ˨˩ ʔ
tác gia	t aː k̚ ˦˧˥ j aː ˧˧
tác giả	t aː k̚ ˦˧˥ j aː ˧˨
tác hại	t aː k̚ ˦˧˥ h aː j ˨˩ ʔ
tác hợp	t aː k̚ ˦˧˥ h əː p̚ ˨˩ ʔ
tác nghiệp	t aː k̚ ˦˧˥ ŋ i ə p̚ ˨˩ ʔ
tác nhân	t aː k̚ ˦˧˥ ɲ ə ŋ ˧˧
tác phong	t aː k̚ ˦˧˥ f a w ŋ͡m ˧˧
tác phong	t aː k̚ ˦˧˥ f ɔ ŋ ˧˧
tác phẩm	t aː k̚ ˦˧˥ f ə m ˧˨
tác thành	t aː k̚ ˦˧˥ tʰ ɛ ɲ ˦˩
tác tử	t aː k̚ ˦˧˥ t ɨ ˧˨
tác vụ	t aː k̚ ˦˧˥ v ʊ w ˨˩ ʔ
tác động	t aː k̚ ˦˧˥ ʔ ɗ ə w ŋ͡m ˨˩ ʔ
tác động vật lí	t aː k̚ ˦˧˥ ʔ ɗ ə w ŋ͡m ˨˩ ʔ v ə k̚ ˨˩ ʔ l ɪ j ˨˩˦
tách	t a t̚ ˦˧˥
tách bạch	t a t̚ ˦˧˥ ʔ ɓ a t̚ ˨˩ ʔ
tách rời	t a t̚ ˦˧˥ ʐ əː j ˦˩
tái	t aː j ˨˩˦
tái bản	t aː j ˨˩˦ ʔ ɓ aː ŋ ˧˨
tái chế	t aː j ˨˩˦ t͡ɕ e j ˨˩˦
tái cử	t aː j ˨˩˦ k ɨ ˧˨
tái diễn	t aː j ˨˩˦ j i ə ŋ ˧˨
tái giá	t aː j ˨˩˦ j aː ˨˩˦
tái hiện	t aː j ˨˩˦ h i ə ŋ ˨˩ ʔ
tái hợp	t aː j ˨˩˦ h əː p̚ ˨˩ ʔ
tái lập	t aː j ˨˩˦ l ə p̚ ˨˩ ʔ
tái ngộ	t aː j ˨˩˦ ŋ o w ˨˩ ʔ
tái sinh	t aː j ˨˩˦ s ɨ n ˧˧
tái sinh	t aː j ˨˩˦ ʂ ɨ n ˧˧
tái sản xuất	t aː j ˨˩˦ s aː ŋ ˧˨ s w ə k̚ ˦˧˥
tái sản xuất	t aː j ˨˩˦ ʂ aː ŋ ˧˨ s w ə k̚ ˦˧˥
tái thiết	t aː j ˨˩˦ tʰ i ə k̚ ˦˧˥
tái thẩm	t aː j ˨˩˦ tʰ ə m ˧˨
tái tạo	t aː j ˨˩˦ t aː w ˨˩ ʔ
tái xuất	t aː j ˨˩˦ s w ə k̚ ˦˧˥
tám	t aː m ˦˧˥
tám hoánh	t aː m ˦˧˥ h w ɛ ɲ ˦˧˥
tám kiếp	t aː m ˦˧˥ k i ə p̚ ˦˧˥
tám đời vương	t aː m ˦˧˥ ʔ ɗ əː j ˦˩ v ɨ ə ŋ ˧˧
tán	t aː ŋ ˦˧˥
tán dương	t aː ŋ ˦˧˥ j ɨ ə ŋ ˧˧
tán gẫu	t aː ŋ ˦˧˥ ɣ ə w ˧˨
tán hươu tán vượn	t aː ŋ ˦˧˥ h ɨ ə w ˧˧ t aː ŋ ˦˧˥ v ɨ ə ŋ ˨˩ ʔ
tán loạn	t aː ŋ ˦˧˥ l w aː ŋ ˨˩ ʔ
tán thành	t aː ŋ ˦˧˥ tʰ ɛ ɲ ˦˩
tán thán	t aː ŋ ˦˧˥ tʰ aː ŋ ˦˧˥
tán thưởng	t aː ŋ ˦˧˥ tʰ ɨ ə ŋ ˧˨
tán thủ	t aː ŋ ˦˧˥ tʰ ʊ w ˧˨
tán tỉnh	t aː ŋ ˦˧˥ t ɨ n ˧˨
tán tụng	t aː ŋ ˦˧˥ t ʊ w ŋ͡m ˨˩ ʔ
tán đả	t aː ŋ ˦˧˥ ʔ ɗ aː ˧˨
tán đồng	t aː ŋ ˦˧˥ ʔ ɗ ə w ŋ͡m ˦˩
táng	t aː ŋ ˦˧˥
táng tận lương tâm	t aː ŋ ˦˧˥ t ə ŋ ˨˩ ʔ l ɨ ə ŋ ˧˧ t ə m ˧˧
tánh	t ɛ ɲ ˦˧˥
táo	t aː w ˨˩˦
táo bón	t aː w ˨˩˦ ʔ ɓ ɔ ŋ ˦˧˥
táo bạo	t aː w ˨˩˦ ʔ ɓ aː w ˨˩ ʔ
táo mèo	t aː w ˨˩˦ m ɛ w ˦˩
táo ta	t aː w ˨˩˦ t aː ˧˧
táo tàu	t aː w ˨˩˦ t a w ˦˩
táo tây	t aː w ˨˩˦ t ə j ˧˧
táp	t aː p̚ ˦˧˥
táp lô	t aː p̚ ˦˧˥ l o w ˧˧
táp đờ luy	t aː p̚ ˦˧˥ ʔ ɗ əː ˦˩ l w ɪ j ˧˧
tát	t aː k̚ ˦˧˥
táu	t a w ˨˩˦
táy máy	t a j ˨˩˦ m a j ˨˩˦
tâm	t ə m ˧˧
tâm bệnh học	t ə m ˧˧ ʔ ɓ e n ˨˩ ʔ h a w k͡p̚ ˨˩ ʔ
tâm can	t ə m ˧˧ k aː ŋ ˧˧
tâm cao khí ngạo	t ə m ˧˧ k aː w ˧˧ kʰ ɪ j ˨˩˦ ŋ aː w ˨˩ ʔ
tâm chí	t ə m ˧˧ t͡ɕ ɪ j ˨˩˦
tâm huyết	t ə m ˧˧ h w i ə k̚ ˦˧˥
tâm hồn	t ə m ˧˧ h o ŋ ˦˩
tâm khảm	t ə m ˧˧ kʰ aː m ˧˨
tâm linh	t ə m ˧˧ l ɨ n ˧˧
tâm lí	t ə m ˧˧ l ɪ j ˨˩˦
tâm lí học	t ə m ˧˧ l ɪ j ˨˩˦ h a w k͡p̚ ˨˩ ʔ
tâm lực	t ə m ˧˧ l ɨ k̚ ˨˩ ʔ
tâm nguyện	t ə m ˧˧ ŋ w i ə ŋ ˨˩ ʔ
tâm nhĩ	t ə m ˧˧ ɲ ɪ j ˧˨
tâm niệm	t ə m ˧˧ n i ə m ˨˩ ʔ
tâm phục	t ə m ˧˧ f ʊ w k͡p̚ ˨˩ ʔ
tâm phục khẩu phục	t ə m ˧˧ f ʊ w k͡p̚ ˨˩ ʔ kʰ ə w ˧˨ f ʊ w k͡p̚ ˨˩ ʔ
tâm sinh lí	t ə m ˧˧ s ɨ n ˧˧ l ɪ j ˨˩˦
tâm sinh lí	t ə m ˧˧ ʂ ɨ n ˧˧ l ɪ j ˨˩˦
tâm sức	t ə m ˧˧ s ɨ k̚ ˦˧˥
tâm sức	t ə m ˧˧ ʂ ɨ k̚ ˦˧˥
tâm sự	t ə m ˧˧ s ɨ ˨˩ ʔ
tâm sự	t ə m ˧˧ ʂ ɨ ˨˩ ʔ
tâm thu	t ə m ˧˧ tʰ ʊ w ˧˧
tâm thất	t ə m ˧˧ tʰ ə k̚ ˦˧˥
tâm thần	t ə m ˧˧ tʰ ə ŋ ˦˩
tâm thần phân liệt	t ə m ˧˧ tʰ ə ŋ ˦˩ f ə ŋ ˧˧ l i ə k̚ ˨˩ ʔ
tâm thế	t ə m ˧˧ tʰ e j ˨˩˦
tâm thức	t ə m ˧˧ tʰ ɨ k̚ ˦˧˥
tâm truyền	t ə m ˧˧ ʈ w i ə ŋ ˦˩
tâm trí	t ə m ˧˧ ʈ ɪ j ˨˩˦
tâm trương	t ə m ˧˧ ʈ ɨ ə ŋ ˧˧
tâm trạng	t ə m ˧˧ ʈ aː ŋ ˨˩ ʔ
tâm tình	t ə m ˧˧ t ɨ n ˦˩
tâm tính	t ə m ˧˧ t ɨ n ˦˧˥
tâm tư	t ə m ˧˧ t ɨ ˧˧
tâm điểm	t ə m ˧˧ ʔ ɗ i ə m ˧˨
tâm đắc	t ə m ˧˧ ʔ ɗ a k̚ ˦˧˥
tâm địa	t ə m ˧˧ ʔ ɗ i ə ˨˩ ʔ
tã	t aː ˧˨
tãi	t aː j ˧˨
tém	t ɛ m ˦˧˥
tí	t ɪ j ˨˩˦
tót	t ɔ k̚ ˦˧˥
tô	t o w ˧˧
tôm	t o m ˧˧
tôm càng xanh	t o m ˧˧ k aː ŋ ˦˩ s ɛ ɲ ˧˧
tôm he	t o m ˧˧ h ɛ ˧˧
tôm hùm	t o m ˧˧ h u m ˦˩
tôm sú	t o m ˧˧ s ʊ w ˨˩˦
tôm sú	t o m ˧˧ ʂ ʊ w ˨˩˦
tôm tít	t o m ˧˧ t i t̚ ˦˧˥
tôn	t o ŋ ˧˧
tôn chỉ	t o ŋ ˧˧ t͡ɕ ɪ j ˧˨
tôn giáo	t o ŋ ˧˧ j aː w ˨˩˦
tôn giáo học	t o ŋ ˧˧ j aː w ˨˩˦ h a w k͡p̚ ˨˩ ʔ
tôn hiệu	t o ŋ ˧˧ h i w ˨˩ ʔ
tôn kính	t o ŋ ˧˧ k ɨ n ˦˧˥
tôn quý	t o ŋ ˧˧ k w ɪ j ˨˩˦
tôn sùng	t o ŋ ˧˧ s ʊ w ŋ͡m ˦˩
tôn sùng	t o ŋ ˧˧ ʂ ʊ w ŋ͡m ˦˩
tôn thờ	t o ŋ ˧˧ tʰ əː ˦˩
tôn ti trật tự	t o ŋ ˧˧ t ɪ j ˧˧ ʈ ə k̚ ˨˩ ʔ t ɨ ˨˩ ʔ
tôn trọng	t o ŋ ˧˧ ʈ a w ŋ͡m ˨˩ ʔ
tôn trọng	t o ŋ ˧˧ ʈ ɔ ŋ ˨˩ ʔ
tôn vinh	t o ŋ ˧˧ v ɨ n ˧˧
tôn xưng	t o ŋ ˧˧ s ɨ ŋ ˧˧
tông	t ə w ŋ͡m ˧˧
tông hiến	t ə w ŋ͡m ˧˧ h i ə ŋ ˦˧˥
tông huấn	t ə w ŋ͡m ˧˧ h w ə ŋ ˦˧˥
tông miếu	t ə w ŋ͡m ˧˧ m i w ˨˩˦
tông sắc	t ə w ŋ͡m ˧˧ s a k̚ ˦˧˥
tông sắc	t ə w ŋ͡m ˧˧ ʂ a k̚ ˦˧˥
tông thư	t ə w ŋ͡m ˧˧ tʰ ɨ ˧˧
tông đồ	t ə w ŋ͡m ˧˧ ʔ ɗ o w ˦˩
tù	t ʊ w ˦˩
tù binh	t ʊ w ˦˩ ʔ ɓ ɨ n ˧˧
tù mù	t ʊ w ˦˩ m ʊ w ˦˩
tù nhân	t ʊ w ˦˩ ɲ ə ŋ ˧˧
tù nhân lương tâm	t ʊ w ˦˩ ɲ ə ŋ ˧˧ l ɨ ə ŋ ˧˧ t ə m ˧˧
tù trưởng	t ʊ w ˦˩ ʈ ɨ ə ŋ ˧˨
tù và	t ʊ w ˦˩ v aː ˦˩
tùm lum	t u m ˦˩ l u m ˧˧
tùm lum tà la	t u m ˦˩ l u m ˧˧ t aː ˦˩ l aː ˧˧
tùng	t ʊ w ŋ͡m ˦˩
tùng cúc	t ʊ w ŋ͡m ˦˩ k ʊ w k͡p̚ ˦˧˥
tùng cúc trúc mai	t ʊ w ŋ͡m ˦˩ k ʊ w k͡p̚ ˦˧˥ ʈ ʊ w k͡p̚ ˦˧˥ m aː j ˧˧
tùng xẻo	t ʊ w ŋ͡m ˦˩ s ɛ w ˧˨
tú	t ʊ w ˨˩˦
tú bà	t ʊ w ˨˩˦ ʔ ɓ aː ˦˩
tú cầu	t ʊ w ˨˩˦ k ə w ˦˩
tú lơ khơ	t ʊ w ˨˩˦ l əː ˧˧ kʰ əː ˧˧
tú tài	t ʊ w ˨˩˦ t aː j ˦˩
túa	t u ə ˨˩˦
túc	t ʊ w k͡p̚ ˦˧˥
túc cầu	t ʊ w k͡p̚ ˦˧˥ k ə w ˦˩
túc nho	t ʊ w k͡p̚ ˦˧˥ ɲ ɔ ˧˧
túc trái tiền oan	t ʊ w k͡p̚ ˦˧˥ ʈ aː j ˨˩˦ t i ə ŋ ˦˩ ʔ w aː ŋ ˧˧
túc trực	t ʊ w k͡p̚ ˦˧˥ ʈ ɨ k̚ ˨˩ ʔ
túc tắc	t ʊ w k͡p̚ ˦˧˥ t a k̚ ˦˧˥
túc từ	t ʊ w k͡p̚ ˦˧˥ t ɨ ˦˩
túi	t u j ˨˩˦
túi bóng	t u j ˨˩˦ ʔ ɓ a w ŋ͡m ˦˧˥
túi bóng	t u j ˨˩˦ ʔ ɓ ɔ ŋ ˦˧˥
túi mật	t u j ˨˩˦ m ə k̚ ˨˩ ʔ
túi ngủ	t u j ˨˩˦ ŋ ʊ w ˧˨
túi ngực	t u j ˨˩˦ ŋ ɨ k̚ ˨˩ ʔ
túi nôn	t u j ˨˩˦ n o ŋ ˧˧
túi tiết	t u j ˨˩˦ t i ə k̚ ˦˧˥
túi tiền	t u j ˨˩˦ t i ə ŋ ˦˩
túi xách	t u j ˨˩˦ s a t̚ ˦˧˥
túm	t u m ˦˧˥
túm năm tụm ba	t u m ˦˧˥ n a m ˧˧ t u m ˨˩ ʔ ʔ ɓ aː ˧˧
túm tụm	t u m ˦˧˥ t u m ˨˩ ʔ
túng	t ʊ w ŋ͡m ˦˧˥
túng thiếu	t ʊ w ŋ͡m ˦˧˥ tʰ i w ˨˩˦
túp	t u p̚ ˦˧˥
tút	t ʊ k̚ ˦˧˥
tý	t ɪ j ˨˩˦
tăm	t a m ˧˧
tăm hơi	t a m ˧˧ h əː j ˧˧
tăm tối	t a m ˧˧ t o j ˨˩˦
tăm xỉa răng	t a m ˧˧ s i ə ˧˨ ʐ a ŋ ˧˧
tăng	t a ŋ ˧˧
tăng cường	t a ŋ ˧˧ k ɨ ə ŋ ˦˩
tăng gia	t a ŋ ˧˧ j aː ˧˧
