あ	a̠
ふける	ɸ ɯ̟ k e̞ ɾ ɯ̟
ふさ	ɸ ɯ̟ s a̠
ふざける	ɸ ɯ̟ z a̠ k e̞ ɾ ɯ̟
ふしだつ	ɸ ɯ̟ ɕ i d a̠ t͡s ɨ
ふしだら	ɸ ɯ̟̊ ɕ i d a̠ ɾ a̠
ふしど	ɸ ɯ̟ ɕ i d o̞
ふす	ɸ ɯ̟ s ɨ
ふせ	ɸ ɯ̟ s e̞
ふせじ	ɸ ɯ̟ s e̞ ʑ i
ふたえはば	ɸ ɯ̟ t a̠ e̞ h a̠ b a̠
ふたえまぶた	ɸ ɯ̟ t a̠ e̞ m a̠ b ɯ̟ t a̠
ふたことめ	ɸ ɯ̟ t a̠ k o̞ t o̞ m e̞
ふたなり	ɸ ɯ̟ t a̠ n a̠ ɾʲ i
ふたまた	ɸ ɯ̟ t a̠ m a̠ t a̠
ふためく	ɸ ɯ̟ t a̠ m e̞ k ɯ̟
ふたりぼっち	ɸ ɯ̟ t a̠ ɾʲ i b o̞ t̚ t͡ɕ i
ふち	ɸ ɯ̟ t͡ɕ i
ふちいし	ɸ ɯ̟ t͡ɕ i i ɕ i
ふちどり	ɸ ɯ̟ t͡ɕ i d o̞ ɾʲ i
ふっきれる	ɸ ɯ̟ k̚ʲ kʲ i ɾ e̞ ɾ ɯ̟
ふっくら	ɸ ɯ̟̊ k̚ k ɯ̟ ɾ a̠
ふっと	ɸ ɯ̟̊ t̚ t o̞
ふつくしい	ɸ ɯ̟ t͡s ɨ k ɯ̟ ɕ iː
ふつつか	ɸ ɯ̟ t͡s ɨ t͡s ɨ k a̠
ふでづかい	ɸ ɯ̟ d e̞ z ɨ k a̠ i
ふと	ɸ ɯ̟̊ t o̞
ふとした	ɸ ɯ̟̊ t o̞ ɕ i̥ t a̠
ふとまき	ɸ ɯ̟ t o̞ m a̠ kʲ i
ふとまゆ	ɸ ɯ̟ t o̞ m a̠ j ɯ̟
ふともも	ɸ ɯ̟ t o̞ m o̞ m o̞
ふな	ɸ ɯ̟ n a̠
ふなうた	ɸ ɯ̟ n a̠ ɯ̟ t a̠
ふなれ	ɸ ɯ̟ n a̠ ɾ e̞
ふにゃちん	ɸ ɯ̟ ɲ̟ a̠ t͡ɕ ĩ ɴ
ふにゃふにゃ	ɸ ɯ̟ ɲ̟ a̠ ɸ ɯ̟ ɲ̟ a̠
ふね	ɸ ɯ̟ n e̞
ふふ	ɸ ɯ̟ ɸ ɯ̟
ふみえ	ɸ ɯ̟ mʲ i e̞
ふみお	ɸ ɯ̟ mʲ i o̞
ふみこ	ɸ ɯ̟ mʲ i k o̞
ふみだい	ɸ ɯ̟ mʲ i d a̠ i
ふみとどまる	ɸ ɯ̟ mʲ i t o̞ d o̞ m a̠ ɾ ɯ̟
ふむ	ɸ ɯ̟ m ɯ̟
ふむふむ	ɸ ɯ̟ m ɯ̟ ɸ ɯ̟ m ɯ̟
ふもと	ɸ ɯ̟ m o̞ t o̞
ふゃ	ɸʲ a̠
ふゅ	ɸʲ ɨ
ふゆみ	ɸ ɯ̟ j ɯ̟ mʲ i
ふょ	ɸʲ o̞
ふらつく	ɸ ɯ̟ ɾ a̠ t͡s ɨ k ɯ̟
ふらふら	ɸ ɯ̟ ɾ a̠ ɸ ɯ̟ ɾ a̠
ふらり	ɸ ɯ̟ ɾ a̠ ɾʲ i
ふらー	ɸ ɯ̟ ɾ a̠ː
ふりかける	ɸ ɯ̟ ɾʲ i k a̠ k e̞ ɾ ɯ̟
ふりきれる	ɸ ɯ̟ ɾʲ i kʲ i ɾ e̞ ɾ ɯ̟
ふりしきる	ɸ ɯ̟ ɾʲ i ɕ i kʲ i ɾ ɯ̟
ふりすさぶ	ɸ ɯ̟ ɾʲ i s ɨ s a̠ b ɯ̟
ふりだし	ɸ ɯ̟ ɾʲ i d a̠ ɕ i
ふりちん	ɸ ɯ̟ ɾʲ i t͡ɕ ĩ ɴ
ふりつけ	ɸ ɯ̟ ɾʲ i t͡s ɨ k e̞
ふりつけし	ɸ ɯ̟ ɾʲ i t͡s ɨ k e̞ ɕ i
ふりつづみ	ɸ ɯ̟ ɾʲ i t͡s ɨ z ɨ mʲ i
ふりふり	ɸ ɯ̟ ɾʲ i ɸ ɯ̟ ɾʲ i
ふりわける	ɸ ɯ̟ ɾʲ i β̞ a̠ k e̞ ɾ ɯ̟
ふるい	ɸ ɯ̟ ɾ ɯ̟ i
ふるいたつ	ɸ ɯ̟ ɾ ɯ̟ i t a̠ t͡s ɨ
ふるぎ	ɸ ɯ̟ ɾ ɯ̟ ɡʲ i
ふるさと	ɸ ɯ̟ ɾ ɯ̟ s a̠ t o̞
ふるす	ɸ ɯ̟ ɾ ɯ̟ s ɨ
ふるちん	ɸ ɯ̟ ɾ ɯ̟ t͡ɕ ĩ ɴ
ふるびる	ɸ ɯ̟ ɾ ɯ̟ bʲ i ɾ ɯ̟
ふれあう	ɸ ɯ̟ ɾ e̞ a̠ ɯ̟
ふれる	ɸ ɯ̟ ɾ e̞ ɾ ɯ̟
ふろりだ	ɸ ɯ̟ ɾ o̞ ɾʲ i d a̠
ふわとろ	ɸ ɯ̟ β̞ a̠ t o̞ ɾ o̞
ふわふわ	ɸ ɯ̟ β̞ a̠ ɸ ɯ̟ β̞ a̠
ふわり	ɸ ɯ̟ β̞ a̠ ɾʲ i
ふん	ɸ ɯ̟̃ ɴ
ふんす	ɸ ɯ̟̃ ɰ̃ s ɨ
ふんだん	ɸ ɯ̟̃ n d ã̠ ɴ
ぶ	b ɯ̟
ぶうぶう	b ɯ̟ː b ɯ̟ː
ぶかぶか	b ɯ̟ k a̠ b ɯ̟ k a̠
ぶざま	b ɯ̟ z a̠ m a̠
ぶしゃっ	b ɯ̟ ɕ a̠ ʔ
ぶす	b ɯ̟ s ɨ
ぶすっと	b ɯ̟ s ɨ t̚ t o̞
ぶち	b ɯ̟ t͡ɕ i
ぶちぎれ	b ɯ̟ t͡ɕ i ɡʲ i ɾ e̞
ぶちころす	b ɯ̟ t͡ɕ i̥ k o̞ ɾ o̞ s ɨ
ぶっかける	b ɯ̟ k̚ k a̠ k e̞ ɾ ɯ̟
ぶっきらぼう	b ɯ̟ k̚ʲ kʲ i ɾ a̠ b o̞ː
ぶっこぬく	b ɯ̟ k̚ k o̞ n ɯ̟ k ɯ̟
ぶっころす	b ɯ̟ k̚ k o̞ ɾ o̞ s ɨ
ぶったくり	b ɯ̟ t̚ t a̠ k ɯ̟ ɾʲ i
ぶったまげる	b ɯ̟ t̚ t a̠ m a̠ ɡ e̞ ɾ ɯ̟
ぶっちぎる	b ɯ̟ t̚ t͡ɕ i ɡʲ i ɾ ɯ̟
ぶっちゃけ	b ɯ̟ t̚ t͡ɕ a̠ k e̞
ぶっつけ	b ɯ̟ t̚ t͡s ɨ k e̞
ぶっとい	b ɯ̟ t̚ t o̞ i
ぶっぱなす	b ɯ̟ p̚ p a̠ n a̠ s ɨ
ぶつかる	b ɯ̟ t͡s ɨ̥ k a̠ ɾ ɯ̟
ぶつくさ	b ɯ̟ t͡s ɨ k ɯ̟ s a̠
ぶつぶつ	b ɯ̟ t͡s ɨ b ɯ̟ t͡s ɨ
ぶらつく	b ɯ̟ ɾ a̠ t͡s ɨ k ɯ̟
ぶらぶら	b ɯ̟ ɾ a̠ b ɯ̟ ɾ a̠
ぶらんこ	b ɯ̟ ɾ ã̠ ŋ k o̞
ぶりぶり	b ɯ̟ ɾʲ i b ɯ̟ ɾʲ i
ぶるぶる	b ɯ̟ ɾ ɯ̟ b ɯ̟ ɾ ɯ̟
ぶれる	b ɯ̟ ɾ e̞ ɾ ɯ̟
ぶん	b ɯ̟̃ ɴ
ぶんどる	b ɯ̟̃ n d o̞ ɾ ɯ̟
ぶんなぐる	b ɯ̟̃ nː a̠ ɡ ɯ̟ ɾ ɯ̟
ぶんまわす	b ɯ̟̃ mː a̠ β̞ a̠ s ɨ
ぶーん	b ɯ̟̃ː ɴ
ぷ	p ɯ̟
ぷうぷう	p ɯ̟ː p ɯ̟ː
ぷかぷか	p ɯ̟̊ k a̠ p ɯ̟̊ k a̠
ぷっくり	p ɯ̟ k̚ k ɯ̟ ɾʲ i
ぷにぷに	p ɯ̟ ɲ̟ i p ɯ̟ ɲ̟ i
ぷりぷり	p ɯ̟ ɾʲ i p ɯ̟ ɾʲ i
ぷるぷる	p ɯ̟ ɾ ɯ̟ p ɯ̟ ɾ ɯ̟
ぷるん	p ɯ̟ ɾ ɯ̟̃ ɴ
ぷんぷん	p ɯ̟̃ m p ɯ̟̃ ɴ
へ	h e̞
へいらっしゃい	h e̞ː ɾ a̠ ɕː a̠ i
へうっぼ	h e̞ ɯ̟ b̚ b̥ o̞
へえ	h e̞ː
へこき	h e̞ k o̞ kʲ i
へこたれる	h e̞ k o̞ t a̠ ɾ e̞ ɾ ɯ̟
へこみ	h e̞ k o̞ mʲ i
へそくり	h e̞ s o̞ k ɯ̟ ɾʲ i
へたうま	h e̞ t a̠ ɯ̟ m a̠
へたっぴ	h e̞ t a̠ p̚ʲ pʲ i
へたばる	h e̞ t a̠ b a̠ ɾ ɯ̟
へたる	h e̞ t a̠ ɾ ɯ̟
へだてる	h e̞ d a̠ t e̞ ɾ ɯ̟
へったくれ	h e̞ t̚ t a̠ k ɯ̟ ɾ e̞
へっちゃら	h e̞ t̚ t͡ɕ a̠ ɾ a̠
へっぽこ	h e̞ p̚ p o̞ k o̞
へつ	h e̞ t͡s ɨ
へとへと	h e̞ t o̞ h e̞ t o̞
へど	h e̞ d o̞
へなちょこ	h e̞ n a̠ t͡ɕ o̞ k o̞
へのこ	h e̞ n o̞ k o̞
へのへのもへ	h e̞ n o̞ h e̞ n o̞ m o̞ h e̞
へのへのもへじ	h e̞ n o̞ h e̞ n o̞ m o̞ h e̞ ʑ i
へばりつく	h e̞ b a̠ ɾʲ i t͡s ɨ k ɯ̟
へばる	h e̞ b a̠ ɾ ɯ̟
へへ	h e̞ h e̞
へへののもへじ	h e̞ h e̞ n o̞ n o̞ m o̞ h e̞ ʑ i
へべれけ	h e̞ b e̞ ɾ e̞ k e̞
へぼい	h e̞ b o̞ i
へま	h e̞ m a̠
へり	h e̞ ɾʲ i
へりいし	h e̞ ɾʲ i i ɕ i
へろへろ	h e̞ ɾ o̞ h e̞ ɾ o̞
へんぼう	h ẽ̞ m b o̞ː
べ	b e̞
べき	b e̞ kʲ i
べこ	b e̞ k o̞
べし	b e̞ ɕ i
べそ	b e̞ s o̞
べた	b e̞ t a̠
べたうち	b e̞ t a̠ ɯ̟ t͡ɕ i
べたぶみ	b e̞ t a̠ b ɯ̟ mʲ i
べたべた	b e̞ t a̠ b e̞ t a̠
べたぼれ	b e̞ t a̠ b o̞ ɾ e̞
べったり	b e̞ t̚ t a̠ ɾʲ i
べつどり	b e̞ t͡s ɨ d o̞ ɾʲ i
べべ	b e̞ b e̞
べらべら	b e̞ ɾ a̠ b e̞ ɾ a̠
べらぼう	b e̞ ɾ a̠ b o̞ː
べらんめえ	b e̞ ɾ ã̠ mː e̞ː
べりべり	b e̞ ɾʲ i b e̞ ɾʲ i
べろ	b e̞ ɾ o̞
べろちゅう	b e̞ ɾ o̞ t͡ɕ ɨː
べろべろ	b e̞ ɾ o̞ b e̞ ɾ o̞
べんじょめし	b ẽ̞ ɲ̟ d͡ʑ o̞ m e̞ ɕ i
ぺ	p e̞
ぺこぺこ	p e̞ k o̞ p e̞ k o̞
ぺこり	p e̞ k o̞ ɾʲ i
ぺしゃんこ	p e̞ ɕ ã̠ ŋ k o̞
ぺたんすわり	p e̞ t ã̠ ɰ̃ s ɨ β̞ a̠ ɾʲ i
ぺちゃくちゃ	p e̞ t͡ɕ a̠ k ɯ̟̊ t͡ɕ a̠
ぺちゃんこ	p e̞ t͡ɕ ã̠ ŋ k o̞
ぺっ	p e̞ ʔ
ぺらぺら	p e̞ ɾ a̠ p e̞ ɾ a̠
ぺろっと	p e̞ ɾ o̞ t̚ t o̞
ぺろぺろ	p e̞ ɾ o̞ p e̞ ɾ o̞
ぺろり	p e̞ ɾ o̞ ɾʲ i
ぺんぺん	p ẽ̞ m p ẽ̞ ɴ
ほ	h o̞
ほぁ	hᵝ a̠
ほいほい	h o̞ i h o̞ i
ほう	h o̞ː
ほかえり	h o̞ k a̠ e̞ ɾʲ i
ほかほか	h o̞ k a̠ h o̞ k a̠
ほくそえむ	h o̞ k ɯ̟̊ s o̞ e̞ m ɯ̟
ほぐす	h o̞ ɡ ɯ̟ s ɨ
ほぐれる	h o̞ ɡ ɯ̟ ɾ e̞ ɾ ɯ̟
ほこりっぽい	h o̞ k o̞ ɾʲ i p̚ p o̞ i
ほころびる	h o̞ k o̞ ɾ o̞ bʲ i ɾ ɯ̟
ほごれる	h o̞ ɡ o̞ ɾ e̞ ɾ ɯ̟
ほしい	h o̞ ɕ iː
ほしいも	h o̞ ɕ i i m o̞
ほしぞら	h o̞ ɕ i z o̞ ɾ a̠
ほしもの	h o̞ ɕ i m o̞ n o̞
ほじくる	h o̞ ʑ i k ɯ̟ ɾ ɯ̟
ほじる	h o̞ ʑ i ɾ ɯ̟
ほすぃい	h o̞ sʲ i i
ほそまき	h o̞ s o̞ m a̠ kʲ i
ほそめ	h o̞ s o̞ m e̞
ほだされる	h o̞ d a̠ s a̠ ɾ e̞ ɾ ɯ̟
ほっこり	h o̞ k̚ k o̞ ɾʲ i
ほっそり	h o̞ sː o̞ ɾʲ i
ほったらかす	h o̞ t̚ t a̠ ɾ a̠ k a̠ s ɨ
ほっつきあるく	h o̞ t̚ t͡s ɨ kʲ i a̠ ɾ ɯ̟ k ɯ̟
ほっと	h o̞ t̚ t o̞
ほっぺ	h o̞ p̚ p e̞
ほっぽらかす	h o̞ p̚ p o̞ ɾ a̠ k a̠ s ɨ
ほつれる	h o̞ t͡s ɨ ɾ e̞ ɾ ɯ̟
ほととぎす	h o̞ t o̞ t o̞ ɡʲ i s ɨ
ほとばしる	h o̞ t o̞ b a̠ ɕ i ɾ ɯ̟
ほとほと	h o̞ t o̞ h o̞ t o̞
ほとぼり	h o̞ t o̞ b o̞ ɾʲ i
ほとり	h o̞ t o̞ ɾʲ i
ほど	h o̞ d o̞
ほどほど	h o̞ d o̞ h o̞ d o̞
ほな	h o̞ n a̠
ほなけん	h o̞ n a̠ k ẽ̞ ɴ
ほなけんど	h o̞ n a̠ k ẽ̞ n d o̞
ほにゃらら	h o̞ ɲ̟ a̠ ɾ a̠ ɾ a̠
ほねきり	h o̞ n e̞ kʲ i ɾʲ i
ほねばる	h o̞ n e̞ b a̠ ɾ ɯ̟
ほほえましい	h o̞ h o̞ e̞ m a̠ ɕ iː
ほぼ	h o̞ b o̞
ほめことば	h o̞ m e̞ k o̞ t o̞ b a̠
ほめちぎる	h o̞ m e̞ t͡ɕ i ɡʲ i ɾ ɯ̟
ほや	h o̞ j a̠
ほやほや	h o̞ j a̠ h o̞ j a̠
ほら	h o̞ ɾ a̠
ほらふき	h o̞ ɾ a̠ ɸ ɯ̟ kʲ i
ほれ	h o̞ ɾ e̞
ほれぐすり	h o̞ ɾ e̞ ɡ ɯ̟ s ɨ ɾʲ i
ほろにがい	h o̞ ɾ o̞ ɲ̟ i ɡ a̠ i
ほろぶる	h o̞ ɾ o̞ b ɯ̟ ɾ ɯ̟
ほろよい	h o̞ ɾ o̞ j o̞ i
ほろり	h o̞ ɾ o̞ ɾʲ i
ほゎ	hᵝ a̠
ほわっと	h o̞ β̞ a̠ t̚ t o̞
ほんじゃ	h õ̞ ɲ̟ d͡ʑ a̠
ほんで	h õ̞ n d e̞
ほんのり	h õ̞ nː o̞ ɾʲ i
ほんばづけ	h õ̞ m b a̠ z ɨ k e̞
ほんわか	h õ̞ ɰ̃ β̞ a̠ k a̠
ほんわさび	h õ̞ ɰ̃ β̞ a̠ s a̠ bʲ i
ぼ	b o̞
ぼうし	b o̞ː ɕ i
ぼうっと	b o̞ː t̚ t o̞
ぼうぼう	b o̞ː b o̞ː
ぼかん	b o̞ k ã̠ ɴ
ぼくっこ	b o̞ k ɯ̟ k̚ k o̞
ぼこ	b o̞ k o̞
ぼこぼこ	b o̞ k o̞ b o̞ k o̞
ぼこる	b o̞ k o̞ ɾ ɯ̟
ぼさっと	b o̞ s a̠ t̚ t o̞
ぼたぼた	b o̞ t a̠ b o̞ t a̠
ぼったくり	b o̞ t̚ t a̠ k ɯ̟ ɾʲ i
ぼったくる	b o̞ t̚ t a̠ k ɯ̟ ɾ ɯ̟
ぼっち	b o̞ t̚ t͡ɕ i
ぼっちめし	b o̞ t̚ t͡ɕ i m e̞ ɕ i
ぼて	b o̞ t e̞
ぼてぼて	b o̞ t e̞ b o̞ t e̞
ぼぼ	b o̞ b o̞
ぼやく	b o̞ j a̠ k ɯ̟
ぼやける	b o̞ j a̠ k e̞ ɾ ɯ̟
ぼやぼや	b o̞ j a̠ b o̞ j a̠
ぼりぼり	b o̞ ɾʲ i b o̞ ɾʲ i
ぼる	b o̞ ɾ ɯ̟
ぼろ	b o̞ ɾ o̞
ぼろい	b o̞ ɾ o̞ i
ぼろくそ	b o̞ ɾ o̞ k ɯ̟ s o̞
ぼろぞうきん	b o̞ ɾ o̞ z o̞ː kʲ ĩ ɴ
ぼろぼろ	b o̞ ɾ o̞ b o̞ ɾ o̞
ぼろまけ	b o̞ ɾ o̞ m a̠ k e̞
ぼろや	b o̞ ɾ o̞ j a̠
ぼんくら	b õ̞ ŋ k ɯ̟ ɾ a̠
ぼんじり	b õ̞ ɲ̟ d͡ʑ i ɾʲ i
ぼんぼん	b õ̞ m b õ̞ ɴ
ぼんやり	b õ̞ ɰ̃ j a̠ ɾʲ i
ぽ	p o̞
ぽい	p o̞ i
ぽいすて	p o̞ i s ɨ t e̞
ぽかぽか	p o̞ k a̠ p o̞ k a̠
ぽかん	p o̞ k ã̠ ɴ
ぽこちん	p o̞ k o̞ t͡ɕ ĩ ɴ
ぽさ	p o̞ s a̠
ぽたぽた	p o̞ t a̠ p o̞ t a̠
ぽちゃぽちゃ	p o̞ t͡ɕ a̠ p o̞ t͡ɕ a̠
ぽっかり	p o̞ k̚ k a̠ ɾʲ i
ぽっくり	p o̞ k̚ k ɯ̟ ɾʲ i
ぽっとで	p o̞ t̚ t o̞ d e̞
ぽつねん	p o̞ t͡s ɨ n ẽ̞ ɴ
ぽつり	p o̞ t͡s ɨ ɾʲ i
ぽつん	p o̞ t͡s ɨ̃ ɴ
ぽとり	p o̞ t o̞ ɾʲ i
ぽりぽり	p o̞ ɾʲ i p o̞ ɾʲ i
ぽろぽろ	p o̞ ɾ o̞ p o̞ ɾ o̞
ぽろり	p o̞ ɾ o̞ ɾʲ i
ぽんこつ	p õ̞ ŋ k o̞ t͡s ɨ
ぽんぽん	p õ̞ m p õ̞ ɴ
ま	m a̠
まあ	m a̠ː
まあまあ	m a̠ː m a̠ː
まい	m a̠ i
まう	m a̠ ɯ̟
まえかがみ	m a̠ e̞ k a̠ ɡ a̠ mʲ i
まえこごみ	m a̠ e̞ k o̞ ɡ o̞ mʲ i
まえだれ	m a̠ e̞ d a̠ ɾ e̞
まえづけ	m a̠ e̞ z ɨ k e̞
まえどり	m a̠ e̞ d o̞ ɾʲ i
まえのめり	m a̠ e̞ n o̞ m e̞ ɾʲ i
まえのり	m a̠ e̞ n o̞ ɾʲ i
まえはま	m a̠ e̞ h a̠ m a̠
まえばらい	m a̠ e̞ b a̠ ɾ a̠ i
まえふり	m a̠ e̞ ɸ ɯ̟ ɾʲ i
まえむき	m a̠ e̞ m ɯ̟ kʲ i
まお	m a̠ o̞
まかり	m a̠ k a̠ ɾʲ i
まかりまちがう	m a̠ k a̠ ɾʲ i m a̠ t͡ɕ i ɡ a̠ ɯ̟
まかる	m a̠ k a̠ ɾ ɯ̟
まが	m a̠ ɡ a̠
まがい	m a̠ ɡ a̠ i
まがいもの	m a̠ ɡ a̠ i m o̞ n o̞
まがう	m a̠ ɡ a̠ ɯ̟
まがお	m a̠ ɡ a̠ o̞
まき	m a̠ kʲ i
まきがい	m a̠ kʲ i ɡ a̠ i
まきす	m a̠ kʲ i s ɨ
まきぞえ	m a̠ kʲ i z o̞ e̞
まく	m a̠ k ɯ̟
まぐはひ	m a̠ ɡ ɯ̟ β̞ a̠ i
まぐわい	m a̠ ɡ ɯ̟ β̞ a̠ i
まぐわう	m a̠ ɡ ɯ̟ β̞ a̠ ɯ̟
まけぐみ	m a̠ k e̞ ɡ ɯ̟ mʲ i
まけじ	m a̠ k e̞ ʑ i
まこと	m a̠ k o̞ t o̞
まことしやか	m a̠ k o̞ t o̞ ɕ i j a̠ k a̠
まごころ	m a̠ ɡ o̞ k o̞ ɾ o̞
まごまご	m a̠ ɡ o̞ m a̠ ɡ o̞
まさか	m a̠ s a̠ k a̠
まさしく	m a̠ s a̠ ɕ i k ɯ̟
まさたけ	m a̠ s a̠ t a̠ k e̞
まして	m a̠ ɕ i t e̞
ましてや	m a̠ ɕ i t e̞ j a̠
ましょう	m a̠ ɕ o̞ː
まじ	m a̠ ʑ i
まじき	m a̠ ʑ i kʲ i
まじく	m a̠ ʑ i k ɯ̟
まじまじ	m a̠ ʑ i m a̠ ʑ i
まじょっこ	m a̠ ʑ o̞ k̚ k o̞
ます	m a̠ s ɨ̥
ますぅ	m a̠ s ɨ
ますた	m a̠ s ɨ t a̠
ますます	m a̠ s ɨ m a̠ s ɨ
ますめ	m a̠ s ɨ m e̞
まずい	m a̠ z ɨ i
まずし	m a̠ z ɨ ɕ i
まずまず	m a̠ z ɨ m a̠ z ɨ
まずめ	m a̠ z ɨ m e̞
まずる	m a̠ z ɨ ɾ ɯ̟
ませる	m a̠ s e̞ ɾ ɯ̟
まぜがき	m a̠ z e̞ ɡ a̠ kʲ i
まぜこぜ	m a̠ z e̞ k o̞ z e̞
まぜっかえす	m a̠ z e̞ k̚ k a̠ e̞ s ɨ
また	m a̠ t a̠
またとない	m a̠ t a̠ t o̞ n a̠ i
またまた	m a̠ t a̠ m a̠ t a̠
まだら	m a̠ d a̠ ɾ a̠
まちおこし	m a̠ t͡ɕ i o̞ k o̞ ɕ i
まちづくり	m a̠ t͡ɕ i z ɨ k ɯ̟ ɾʲ i
まちぼうけ	m a̠ t͡ɕ i b o̞ː k e̞
まちまち	m a̠ t͡ɕ i m a̠ t͡ɕ i
まっさら	m a̠ sː a̠ ɾ a̠
まっしぐら	m a̠ ɕː i ɡ ɯ̟ ɾ a̠
まっしろけ	m a̠ ɕː i ɾ o̞ k e̞
まっする	m a̠ sː ɨ ɾ ɯ̟
まったなし	m a̠ t̚ t a̠ n a̠ ɕ i
まって	m a̠ t̚ t e̞
まっとう	m a̠ t̚ t o̞ː
まつげ	m a̠ t͡s ɨ ɡ e̞
まつぼっくり	m a̠ t͡s ɨ b o̞ k̚ k ɯ̟ ɾʲ i
まつりばやし	m a̠ t͡s ɨ ɾʲ i b a̠ j a̠ ɕ i
まづし	m a̠ z ɨ ɕ i
まで	m a̠ d e̞
まとまり	m a̠ t o̞ m a̠ ɾʲ i
まとめ	m a̠ t o̞ m e̞
まとめがみ	m a̠ t o̞ m e̞ ɡ a̠ mʲ i
まどろい	m a̠ d o̞ ɾ o̞ i
まどろこい	m a̠ d o̞ ɾ o̞ k o̞ i
まどろこしい	m a̠ d o̞ ɾ o̞ k o̞ ɕ iː
まどろっこしい	m a̠ d o̞ ɾ o̞ k̚ k o̞ ɕ iː
まどろみ	m a̠ d o̞ ɾ o̞ mʲ i
まどわく	m a̠ d o̞ β̞ a̠ k ɯ̟
まないた	m a̠ n a̠ i t a̠
まなこ	m a̠ n a̠ k o̞
まなざし	m a̠ n a̠ z a̠ ɕ i
まなじり	m a̠ n a̠ ʑ i ɾʲ i
まのあたり	m a̠ n o̞ a̠ t a̠ ɾʲ i
まばら	m a̠ b a̠ ɾ a̠
まぶす	m a̠ b ɯ̟ s ɨ
まぶだち	m a̠ b ɯ̟ d a̠ t͡ɕ i
まほし	m a̠ h o̞ ɕ i
まほろば	m a̠ h o̞ ɾ o̞ b a̠
まぼろしとう	m a̠ b o̞ ɾ o̞ ɕ i t o̞ː
まま	m a̠ m a̠
ままこ	m a̠ m a̠ k o̞
まみれる	m a̠ mʲ i ɾ e̞ ɾ ɯ̟
まめどろ	m a̠ m e̞ d o̞ ɾ o̞
まやかす	m a̠ j a̠ k a̠ s ɨ
まよいこむ	m a̠ j o̞ i k o̞ m ɯ̟
まよけ	m a̠ j o̞ k e̞
まよこ	m a̠ j o̞ k o̞
まらする	m a̠ ɾ a̠ s ɨ ɾ ɯ̟
まるい	m a̠ ɾ ɯ̟ i
まるき	m a̠ ɾ ɯ̟ kʲ i
まるきばし	m a̠ ɾ ɯ̟ kʲ i b a̠ ɕ i
まるごと	m a̠ ɾ ɯ̟ ɡ o̞ t o̞
まるざら	m a̠ ɾ ɯ̟ z a̠ ɾ a̠
まるっこい	m a̠ ɾ ɯ̟ k̚ k o̞ i
まるつけ	m a̠ ɾ ɯ̟ t͡s ɨ k e̞
まるで	m a̠ ɾ ɯ̟ d e̞
まるなげ	m a̠ ɾ ɯ̟ n a̠ ɡ e̞
まろ	m a̠ ɾ o̞
まろい	m a̠ ɾ o̞ i
まろやか	m a̠ ɾ o̞ j a̠ k a̠
まわしみ	m a̠ β̞ a̠ ɕ i mʲ i
まわしよみ	m a̠ β̞ a̠ ɕ i j o̞ mʲ i
まわりくどい	m a̠ β̞ a̠ ɾʲ i k ɯ̟ d o̞ i
まんこ	m ã̠ ŋ k o̞
まんじり	m ã̠ ɲ̟ d͡ʑ i ɾʲ i
まんすじ	m ã̠ ɰ̃ s ɨ ʑ i
まんなかっこ	m ã̠ nː a̠ k a̠ k̚ k o̞
み	mʲ i
みあわせる	mʲ i a̠ β̞ a̠ s e̞ ɾ ɯ̟
みいつ	mʲ i i t͡s ɨ
みいり	mʲ i i ɾʲ i
みいる	mʲ i i ɾ ɯ̟
みうち	mʲ i ɯ̟ t͡ɕ i
みぇ	mʲ e̞
みかえり	mʲ i k a̠ e̞ ɾʲ i
みかか	mʲ i k a̠ k a̠
みかねる	mʲ i k a̠ n e̞ ɾ ɯ̟
みきれる	mʲ i kʲ i ɾ e̞ ɾ ɯ̟
みぎり	mʲ i ɡʲ i ɾʲ i
みくびる	mʲ i k ɯ̟ bʲ i ɾ ɯ̟
みこともち	mʲ i k o̞ t o̞ m o̞ t͡ɕ i
みごしらえ	mʲ i ɡ o̞ ɕ i ɾ a̠ e̞
みごたえ	mʲ i ɡ o̞ t a̠ e̞
みごもる	mʲ i ɡ o̞ m o̞ ɾ ɯ̟
みさかい	mʲ i s a̠ k a̠ i
みしり	mʲ i ɕ i ɾʲ i
みじろぐ	mʲ i ʑ i ɾ o̞ ɡ ɯ̟
みすみす	mʲ i s ɨ mʲ i s ɨ
みず	mʲ i z ɨ
みずあげ	mʲ i z ɨ a̠ ɡ e̞
みずいれ	mʲ i z ɨ i ɾ e̞
みずさわ	mʲ i z ɨ s a̠ β̞ a̠
みずぜめ	mʲ i z ɨ z e̞ m e̞
みずたま	mʲ i z ɨ t a̠ m a̠
みずっぽい	mʲ i z ɨ p̚ p o̞ i
みずのて	mʲ i z ɨ n o̞ t e̞
みずまわり	mʲ i z ɨ m a̠ β̞ a̠ ɾʲ i
みずみずしい	mʲ i z ɨ mʲ i z ɨ ɕ iː
みせ	mʲ i s e̞
みせじまい	mʲ i s e̞ ʑ i m a̠ i
みせつける	mʲ i s e̞ t͡s ɨ k e̞ ɾ ɯ̟
みせば	mʲ i s e̞ b a̠
みせばん	mʲ i s e̞ b ã̠ ɴ
みせもの	mʲ i s e̞ m o̞ n o̞
みそか	mʲ i s o̞ k a̠
みそこなう	mʲ i s o̞ k o̞ n a̠ ɯ̟
