अ	ə
सहचर	s ə ɦ t͡ʃ ə ɾ
सहज	s ə ɦ ə d͡ʒ
सहजात	s ə ɦ d͡ʒ ɑː t̪
सहन	s ə ɦ n
सहन	s ə ɦ ə n
सहना	s ə ɦ n ɑː
सहपाठी	s ə ɦ p ɑː ʈʰ iː
सहबद्ध	s ə ɦ b ə d̪ d̪ʱ
सहभागी	s ə ɦ bʱ ɑː ɡ iː
सहमत	s ə ɦ m ə t̪
सहमति	s ə ɦ m ə t̪ iː
सहयोग	s ə ɦ j oː ɡ
सहयोगी	s ə ɦ j oː ɡ iː
सहर	s ə ɦ ə ɾ
सहरा	s ə ɦ ɾ ɑː
सहरी	s ə ɦ ɾ iː
सहलाना	s ə ɦ l ɑː n ɑː
सहवास	s ə ɦ ʋ ɑː s
सहसंयोजक	s ə ɦ s ə̃ j oː d͡ʒ ə k
सहसा	s ə ɦ s ɑː
सहस्रपाद	s ə ɦ ə s ɾ ə p ɑː d̪
सहस्रमान	s ə ɦ ə s ɾ ə m ɑː n
सहस्रिमान	s ə ɦ ə s ɾ ɪ m ɑː n
सहायक	s ə ɦ ɑː j ə k
सहायता	s ə ɦ ɑː j t̪ ɑː
सहारा	s ə ɦ ɑː ɾ ɑː
सहित	s ə ɦ ɪ t̪
सही	s ə ɦ iː
सहेजना	s ə ɦ eː d͡ʒ n ɑː
सहेली	s ə ɦ eː l iː
सहोदर	s ə ɦ oː d̪ ə ɾ
स़िफ़र	s ɪ f ə ɾ
स़िफ़र	s ɪ pʰ ə ɾ
साँई	s ɑ̃ː iː
साँझ	s ɑː n d͡ʒʱ
साँड़	s ɑ̃ː ɽ
साँप	s ɑ̃ː p
साँवला	s ɑ̃ː ʋ l ɑː
साँस	s ɑ̃ː s
सांख्यिकी	s ɑ̃ː kʰ j ɪ k iː
सांझ	s ɑː n d͡ʒʱ
सांड	s ɑː ɳ ɖ
सांडा	s ɑː ɳ ɖ ɑː
सांद्रता	s ɑː n d̪ ɾ ə t̪ ɑː
सांप	s ɑ̃ː p
सांप्रदायिकता	s ɑ̃ː p ɾ ə d̪ ɑː j ɪ k t̪ ɑː
सांबर	s ɑː m b ə ɾ
सांस	s ɑː n s
सांसद	s ɑː n s ə d̪
सांस्कृतिक	s ɑː n s k ɾ ɪ t̪ ɪ k
साइकल	s ɑː ɪ k ə l
साइकिल	s ɑː ɪ k ɪ l
साइप्रस	s ɑː ɪ p ɾ ə s
साउथहैंपटन	s ɑː ʊ t̪ʰ ɦ ɛː m p ʈ ə n
साक्षर	s ɑː k ʂ ə ɾ
साक्षात्कार	s ɑː k ʂ ɑː t̪ k ɑː ɾ
साक्षी	s ɑː k ʂ iː
साख	s ɑː kʰ
साग	s ɑː ɡ
सागर	s ɑː ɡ ə ɾ
सागौन	s ɑː ɡ ɔː n
साजन	s ɑː d͡ʒ ə n
साज़	s ɑː d͡ʒ
साज़	s ɑː z
साज़िश	s ɑː d͡ʒ ɪ ʃ
साज़िश	s ɑː z ɪ ʃ
साझा	s ɑː d͡ʒʱ ɑː
साझेदार	s ɑː d͡ʒʱ eː d̪ ɑː ɾ
साझेदारी	s ɑː d͡ʒʱ eː d̪ ɑː ɾ iː
साठ	s ɑː ʈʰ
साड़ी	s ɑː ɽ iː
साढ़े	s ɑː ɽʱ eː
सात	s ɑː t̪
सातवाहन	s ɑː t̪ ʋ ɑː ɦ ə n
साथ	s ɑː t̪ʰ
साथसाथ	s ɑː t̪ʰ s ɑː t̪ʰ
साथी	s ɑː t̪ʰ iː
साद	s ɑː d̪
सादगी	s ɑː d̪ ə ɡ iː
सादा	s ɑː d̪ ɑː
सादिक़ाबाद	s ɑː d̪ ɪ k ɑː b ɑː d̪
सादिक़ाबाद	s ɑː d̪ ɪ q ɑː b ɑː d̪
साधन	s ɑː d̪ʱ ə n
साधना	s ɑː d̪ʱ n ɑː
साधारण	s ɑː d̪ʱ ɑː ɾ ə ɳ
साधारणतः	s ɑː d̪ʱ ɑː ɾ ə ɳ t̪ ə ɦ
साध्वी	s ɑː d̪ʱ ʋ iː
सानी	s ɑː n iː
साप्ताहिक	s ɑː p t̪ ɑː ɦ ɪ k
साफ	s ɑː f
साफ	s ɑː pʰ
साफ़	s ɑː f
साफ़	s ɑː pʰ
साबिक	s ɑː b ɪ k
साबिक	s ɑː b ɪ q
साबिक़	s ɑː b ɪ k
साबिक़	s ɑː b ɪ q
साबित	s ɑː b ɪ t̪
साबू	s ɑː b uː
साबूदाना	s ɑː b uː d̪ ɑː n ɑː
साम	s ɑː m
सामग्री	s ɑː m ə ɡ ɾ iː
सामन	s ɑː m ə n
सामना	s ɑː m n ɑː
सामने	s ɑː m n eː
सामरिक	s ɑː m ɾ ɪ k
सामर्थ्य	s ɑː m ə ɾ t̪ʰ j ə
सामवेद	s ɑː m ʋ eː d̪
सामान	s ɑː m ɑː n
सामान्यतः	s ɑː m ɑː n j ə t̪ ə ɦ
सामान्यीकृत	s ɑː m ɑː n j iː k ɾ ɪ t̪
सामी	s ɑː m iː
सामुदायिक	s ɑː m ʊ d̪ ɑː j ɪ k
सामूहिक	s ɑː m uː ɦ ɪ k
साम्यवाद	s ɑː m j ə ʋ ɑː d̪
साम्यावस्था	s ɑː m j ɑː ʋ ə s t̪ʰ ɑː
साम्राज्यवाद	s ɑː m ɾ ɑː d͡ʒ j ə ʋ ɑː d̪
सायबान	s ɑː j b ɑː n
साया	s ɑː j ɑː
सारंगी	s ɑː ɾ ə ŋ ɡ iː
सारणी	s ɑː ɾ ɳ iː
सारथी	s ɑː ɾ ə t̪ʰ iː
सारस	s ɑː ɾ ə s
सारा	s ɑː ɾ ɑː
सारांश	s ɑː ɾ ɑː n ʃ
सार्थ	s ɑː ɾ t̪ʰ
सार्थक	s ɑː ɾ t̪ʰ ə k
सार्वजनिक	s ɑː ɾ ʋ d͡ʒ ə n ɪ k
सार्वत्रिक	s ɑː ɾ ʋ ə t̪ ɾ ɪ k
सार्वभौमिक	s ɑː ɾ ʋ ə bʱ ɔː m ɪ k
साल	s ɑː l
सालगिरह	s ɑː l ɡ ɪ ɾ ə ɦ
सालन	s ɑː l ə n
सालभर	s ɑː l bʱ ə ɾ
सालाना	s ɑː l ɑː n ɑː
सावधानी	s ɑː ʋ d̪ʱ ɑː n iː
सास	s ɑː s
साहसी	s ɑː ɦ s iː
साहित्यिक	s ɑː ɦ ɪ t̪ j ɪ k
साहिब	s ɑː b
साहिब	s ɑː ɦ b
साहिब	s ɑː ɦ ə b
साहिब	s ɑː ɦ ɪ b
साहिल	s ɑː ɦ ɪ l
साही	s ɑː ɦ iː
साहूकार	s ɑː ɦ uː k ɑː ɾ
सिंगापुर	s ɪ ŋ ɡ ɑː p ʊ ɾ
सिंघ	s ɪ ŋ ɡʱ
सिंचाई	s ɪ n t͡ʃ ɑː iː
सिंचित	s ɪ n t͡ʃ ɪ t̪
सिंदूर	s ɪ n d̪ uː ɾ
सिंह	s ɪ ŋ ɡʱ
सिंहला	s ɪ ŋ ɡʱ l ɑː
सिंहला	s ɪ ŋ ɡʱ ə l ɑː
सिंहाली	s ɪ̃ ɦ ɑː l iː
सिंहासन	s ɪ ŋ ɡʱ ɑː s ə n
सिकंदर	s ɪ k ə n d̪ ə ɾ
सिकंदराबाद	s ɪ k ə n d̪ ə ɾ ɑː b ɑː d̪
सिकोड़ना	s ɪ k oː ɽ n ɑː
सिक्का	s ɪ k k ɑː
सिक्किम	s ɪ k k ɪ m
सिगरेट	s ɪ ɡ ə ɾ eː ʈ
सिगार	s ɪ ɡ ɑː ɾ
सिचुआन	s ɪ t͡ʃ ʊ ɑː n
सिडनी	s ɪ ɖ n iː
सितंबर	s ɪ t̪ ə m b ə ɾ
सितम	s ɪ t̪ ə m
सितारा	s ɪ t̪ ɑː ɾ ɑː
सिद्ध	s ɪ d̪ d̪ʱ
सिद्धांत	s ɪ d̪ d̪ʱ ɑː n t̪
सिनेमा	s ɪ n eː m ɑː
सिनेमाघर	s ɪ n eː m ɑː ɡʱ ə ɾ
सिपाही	s ɪ p ɑː ɦ iː
सिफ़त	s ɪ f ə t̪
सिफ़त	s ɪ pʰ ə t̪
सिफ़र	s ɪ f ə ɾ
सिफ़र	s ɪ pʰ ə ɾ
सिफ़ारत	s ɪ f ɑː ɾ ə t̪
सिफ़ारत	s ɪ pʰ ɑː ɾ ə t̪
सिफ़ारतख़ाना	s ɪ f ɑː ɾ ə t̪ x ɑː n ɑː
सिफ़ारतख़ाना	s ɪ pʰ ɑː ɾ ə t̪ kʰ ɑː n ɑː
सिफ़ारिश	s ɪ f ɑː ɾ ɪ ʃ
सिफ़ारिश	s ɪ pʰ ɑː ɾ ɪ ʃ
सिमटना	s ɪ m ə ʈ n ɑː
सिया	s ɪ j ɑː
सियापति	s ɪ j ɑː p ə t̪ iː
सियाप्पा	s ɪ j ɑː p p ɑː
सियार	s ɪ j ɑː ɾ
सियालकोट	s ɪ j ɑː l k oː ʈ
सियाह	s ɪ j ɑː ɦ
सियाही	s ɪ j ɑː ɦ iː
सियोल	s ɪ j oː l
सिर	s ɪ ɾ
सिरका	s ɪ ɾ k ɑː
सिरदर्द	s ɪ ɾ d̪ ə ɾ d̪
सिरहाना	s ɪ ɾ ɦ ɑː n ɑː
सिरा	s ɪ ɾ ɑː
सिर्फ	s ɪ ɾ f
सिर्फ	s ɪ ɾ pʰ
सिलपट	s ɪ l p ə ʈ
सिलवट	s ɪ l ʋ ə ʈ
सिलवाना	s ɪ l ʋ ɑː n ɑː
सिलसिला	s ɪ l s ɪ l ɑː
सिलाई	s ɪ l ɑː iː
सिसकना	s ɪ s ə k n ɑː
सी	s iː
सींग	s iː ŋ ɡ
सीखना	s iː kʰ n ɑː
सीख़चा	s iː kʰ t͡ʃ ɑː
सीख़चा	s iː x t͡ʃ ɑː
सीट	s iː ʈ
सीठा	s iː ʈʰ ɑː
सीढ़ी	s iː ɽʱ iː
सीता	s iː t̪ ɑː
सीताफल	s iː t̪ ɑː pʰ ə l
सीधा	s iː d̪ʱ ɑː
सीना	s iː n ɑː
सीनेट	s iː n eː ʈ
सीनेटर	s iː n eː ʈ ə ɾ
सीमा	s iː m ɑː
सीमित	s iː m ɪ t̪
सीरत	s iː ɾ ə t̪
सीरिया	s iː ɾ ɪ j ɑː
सीस	s iː s
सुंदर	s ʊ n d̪ ə ɾ
सुंदरता	s ʊ n d̪ ə ɾ t̪ ɑː
सुअर	s ʊ ə ɾ
सुई	s uː iː
सुईकार	s ʊ iː k ɑː ɾ
सुईदाब	s ʊ iː d̪ ɑː b
सुक़रात	s ʊ k ɾ ɑː t̪
सुक़रात	s ʊ q ɾ ɑː t̪
सुकून	s ʊ k uː n
सुख	s ʊ kʰ
सुखपूर्वक	s ʊ kʰ p uː ɾ ʋ ə k
सुखमय	s ʊ kʰ m ə j
सुखाना	s ʊ kʰ ɑː n ɑː
सुगंध	s ʊ ɡ ə n d̪ʱ
सुगन्ध	s ʊ ɡ ə n d̪ʱ
सुग्गा	s ʊ ɡ ɡ ɑː
सुचारु	s ʊ t͡ʃ ɑː ɾ uː
सुझाना	s ʊ d͡ʒʱ ɑː n ɑː
सुझाव	s ʊ d͡ʒʱ ɑː ʋ
सुडौल	s ʊ ɖ ɔː l
सुथरा	s ʊ t̪ʰ ɾ ɑː
सुधार	s ʊ d̪ʱ ɑː ɾ
सुधारक	s ʊ d̪ʱ ɑː ɾ ə k
सुधारना	s ʊ d̪ʱ ɑː ɾ n ɑː
सुधारवादी	s ʊ d̪ʱ ɑː ɾ ʋ ɑː d̪ iː
सुनना	s ʊ n n ɑː
सुनवाई	s ʊ n ʋ ɑː iː
सुनसान	s ʊ n s ɑː n
सुनहरा	s ʊ n ə ɦ ɾ ɑː
सुनाई	s ʊ n ɑː iː
सुनाना	s ʊ n ɑː n ɑː
सुनामी	s ʊ n ɑː m iː
सुनार	s ʊ n ɑː ɾ
सुनीत	s ʊ n iː t̪
सुन्दर	s ʊ n d̪ ə ɾ
सुन्नत	s ʊ n n ə t̪
सुन्नी	s ʊ n n iː
सुपुर्द	s ʊ p ʊ ɾ d̪
सुप्रभात	s ʊ p ɾ ə bʱ ɑː t̪
सुबकना	s ʊ b ə k n ɑː
सुबह	s ʊ b ə ɦ
सुबह	s ʊ bʱ ə
सुबोध	s ʊ b oː d̪ʱ
सुमन	s ʊ m ə n
सुमात्रा	s ʊ m ɑː t̪ ɾ ɑː
सुर	s ʊ ɾ
सुरंग	s ʊ ɾ ə ŋ ɡ
सुरक्षा	s ʊ ɾ ə k ʂ ɑː
सुरक्षाबल	s ʊ ɾ ə k ʂ ɑː b ə l
सुरत	s ʊ ɾ ə t̪
सुरमा	s ʊ ɾ m ɑː
सुराख़	s ʊ ɾ ɑː kʰ
सुराख़	s ʊ ɾ ɑː x
सुरिनाम	s ʊ ɾ ɪ n ɑː m
सुरीला	s ʊ ɾ iː l ɑː
सुर्ख़ाब	s ʊ ɾ kʰ ɑː b
सुर्ख़ाब	s ʊ ɾ x ɑː b
सुर्ख़ी	s ʊ ɾ kʰ iː
सुर्ख़ी	s ʊ ɾ x iː
सुलझा	s ʊ l d͡ʒʱ ɑː
सुलझाना	s ʊ l d͡ʒʱ ɑː n ɑː
सुलभ	s ʊ l ə bʱ
सुलवाना	s ʊ l ʋ ɑː n ɑː
सुलह	s ʊ l ə ɦ
सुलाना	s ʊ l ɑː n ɑː
सुलेमान	s ʊ l eː m ɑː n
सुल्टाना	s ʊ l ʈ ɑː n ɑː
सुल्ताना	s ʊ l t̪ ɑː n ɑː
सुविख्यात	s ʊ ʋ ɪ kʰ j ɑː t̪
सुविधा	s ʊ ʋ ɪ d̪ʱ ɑː
सुशासन	s ʊ ʃ ɑː s ə n
सुसंगत	s ʊ s ə ŋ ɡ ə t̪
सुसंस्कृत	s ʊ s ə n s k ɾ ɪ t̪
सुसज्जित	s ʊ s ə d͡ʒ d͡ʒ ɪ t̪
सुस्ताना	s ʊ s t̪ ɑː n ɑː
सुस्ती	s ʊ s t̪ iː
सुस्वादु	s ʊ s ʋ ɑː d̪ uː
सुस्सा	s ʊ s s ɑː
सुहाग	s ʊ ɦ ɑː ɡ
सुहाना	s ʊ ɦ ɑː n ɑː
सुहावना	s ʊ ɦ ɑː ʋ n ɑː
सूँघना	s uː ŋ ɡʱ n ɑː
सूंघना	s uː ŋ ɡʱ n ɑː
सूंस	s uː n s
सूअर	s uː ə ɾ
सूआ	s uː ɑː
सूई	s uː iː
सूकरमांस	s uː k ə ɾ m ɑː n s
सूक्ष्मदर्शी	s uː k ʂ m ə d̪ ə ɾ ʃ iː
सूक्ष्माणु	s uː k ʂ m ɑː ɳ uː
सूखना	s uː kʰ n ɑː
सूखा	s uː kʰ ɑː
सूचक	s uː t͡ʃ ə k
सूचना	s uː t͡ʃ n ɑː
सूचनात्मक	s uː t͡ʃ n ɑː t̪ m ə k
सूचित	s uː t͡ʃ ɪ t̪
सूची	s uː t͡ʃ iː
सूचीबद्ध	s uː t͡ʃ iː b ə d̪ d̪ʱ
सूजन	s uː d͡ʒ ə n
सूजी	s uː d͡ʒ iː
सूडान	s uː ɖ ɑː n
सूत	s uː t̪
सूतिका	s uː t̪ ɪ k ɑː
सूतिकागार	s uː t̪ ɪ k ɑː ɡ ɑː ɾ
सूतिकागृह	s uː t̪ ɪ k ɑː ɡ ɾ ɪ ɦ
सूती	s uː t̪ iː
सूद	s uː d̪
सूना	s uː n ɑː
सूनू	s uː n uː
सूबा	s uː b ɑː
सूर	s uː ɾ
सूरज	s uː ɾ ə d͡ʒ
सूरजमुखी	s uː ɾ ə d͡ʒ m ʊ kʰ iː
सूरिया	s uː ɾ ɪ j ɑː
सूर्यकांति	s uː ɾ j ə k ɑː n t̪ iː
सूर्यकान्ति	s uː ɾ j ə k ɑː n t̪ iː
सूर्यास्त	s uː ɾ j ɑː s t̪
सूर्योदय	s uː ɾ j oː d̪ ə j
सृजन	s ɾ ɪ d͡ʒ ə n
सृष्टि	s ɾ ɪ ʂ ʈ iː
से	s eː
सेंकना	s eː ŋ k n ɑː
सेंट	s eː ɳ ʈ
सेंटी	s eː ɳ ʈ iː
सेंटीमीटर	s eː ɳ ʈ iː m iː ʈ ə ɾ
सेज	s eː d͡ʒ
सेटिंग	s eː ʈ ɪ ŋ ɡ
सेटेलाईट	s eː ʈ eː l ɑː iː ʈ
सेठ	s eː ʈʰ
सेना	s eː n ɑː
सेनेगल	s eː n eː ɡ ə l
सेब	s eː b
सेर	s eː ɾ
सेल	s eː l
सेल्फ़ी	s eː l f iː
सेल्फ़ी	s eː l pʰ iː
सेवँई	s eː ʋ ə̃ iː
सेवक	s eː ʋ ə k
सेवा	s eː ʋ ɑː
सेवानिवृत्त	s eː ʋ ɑː n ɪ ʋ ɾ ɪ t̪ t̪
सेवानिवृत्ति	s eː ʋ ɑː n ɪ ʋ ɾ ɪ t̪ t̪ iː
सेविका	s eː ʋ ɪ k ɑː
सेहत	s eː ɦ ə t̪
सेहतमंद	s eː ɦ ə t̪ m ə n d̪
सेहरा	s eː ɦ ɾ ɑː
सेही	s eː ɦ iː
सैंतालीस	s ɛː n t̪ ɑː l iː s
सैंतीस	s ɛː n t̪ iː s
सैकंड	s ɛː k ə ɳ ɖ
सैकड़ा	s ɛː k ɽ ɑː
सैकण्ड	s ɛː k ə ɳ ɖ
सैकता	s ɛː k t̪ ɑː
सैद्धांतिक	s ɛː d̪ d̪ʱ ɑː n t̪ ɪ k
सैनिक	s ɛː n ɪ k
सैर	s ɛː ɾ
सैलाब	s ɛː l ɑː b
सो	s oː
सोआ	s oː ɑː
सोखना	s oː kʰ n ɑː
सोग	s oː ɡ
सोचना	s oː t͡ʃ n ɑː
सोची	s oː t͡ʃ iː
सोणिया	s oː ɳ ɪ j ɑː
सोता	s oː t̪ ɑː
सोना	s oː n ɑː
सोनार	s oː n ɑː ɾ
सोमालिया	s oː m ɑː l ɪ j ɑː
सोमाली	s oː m ɑː l iː
सोलह	s oː l ɑː ɦ
सोलह	s oː l ə ɦ
सोवियत	s oː ʋ ɪ j ə t̪
सोशलिस्ट	s oː ʃ l ɪ s ʈ
सोहाग	s oː ɦ ɑː ɡ
सौ	s ɔː
सौंपना	s ɔː m p n ɑː
सौंफ	s ɔː m pʰ
सौंफ	s ɔ̃ː f
सौंफ	s ɔ̃ː pʰ
सौंह	s ɔ̃ː ɦ
सौगंद	s ɔː ɡ ə n d̪
सौगन्द	s ɔː ɡ ə n d̪
सौत	s ɔː t̪
सौतेला	s ɔː t̪ eː l ɑː
सौदा	s ɔː d̪ ɑː
सौदागर	s ɔː d̪ ɑː ɡ ə ɾ
सौर	s ɔː ɾ
सौरमंडल	s ɔː ɾ m ə ɳ ɖ ə l
स्कर्ट	s k ə ɾ ʈ
स्कूल	s k uː l
स्कूली	s k uː l iː
स्क्रीनिंग	s k ɾ iː n ɪ ŋ ɡ
स्खलन	s kʰ ə l ə n
स्टाक	s ʈ ɑː k
स्टार	s ʈ ɑː ɾ
स्टेटस	s ʈ eː ʈ ə s
स्टेडियम	s ʈ eː ɖ ɪ j ə m
स्टेथोस्कोप	s ʈ eː t̪ʰ oː s k oː p
स्टेशन	s ɪ ʈ eː ʃ ə n
स्टेशन	s ʈ eː ʃ ə n
स्टेशन	ɪ s ʈ eː ʃ ə n
स्तंभ	s t̪ ə m bʱ
स्तंभन	s t̪ ə m bʱ ə n
स्तनधारी	s t̪ ə n d̪ʱ ɑː ɾ iː
स्तनपायी	s t̪ ə n p ɑː j iː
स्तर	s t̪ ə ɾ
स्तुति	s t̪ ʊ t̪ iː
स्तूप	s t̪ uː p
स्त्री	s t̪ ɾ iː
स्त्रीलिंग	s t̪ ɾ iː l ɪ ŋ ɡ
स्त्रोत	s t̪ ɾ oː t̪
स्थगित	s t̪ʰ ə ɡ ɪ t̪
स्थल	s t̪ʰ ə l
स्थाई	s t̪ʰ ɑː iː
स्थान	s t̪ʰ ɑː n
स्थानांतरण	s t̪ʰ ɑː n ɑː n t̪ ɾ ə ɳ
स्थापना	s t̪ʰ ɑː p n ɑː
स्थापित	s t̪ʰ ɑː p ɪ t̪
स्थायी	s t̪ʰ ɑː j iː
स्थायीकार	s t̪ʰ ɑː j iː k ɑː ɾ
स्थित	s t̪ʰ ɪ t̪
स्थिति	s t̪ʰ ɪ t̪ iː
स्थितिज	s t̪ʰ ɪ t̪ ɪ d͡ʒ
स्थिर	s t̪ʰ ɪ ɾ
स्थूल	s t̪ʰ uː l
स्नातक	s n ɑː t̪ ə k
स्नातकोत्तर	s n ɑː t̪ ə k oː t̪ t̪ ə ɾ
स्नान	s n ɑː n
स्नानघर	s n ɑː n ɡʱ ə ɾ
स्नानागार	s n ɑː n ɑː ɡ ɑː ɾ
स्नायु	s n ɑː j uː
स्निग्ध	s n ɪ ɡ d̪ʱ
स्नेह	s n eː ɦ
स्नेही	s n eː ɦ iː
स्पघेटी	s p ə ɡʱ eː ʈ iː
स्पर्श	s p ə ɾ ʃ
स्पष्ट	s p ə ʂ ʈ
स्पष्टतः	s p ə ʂ ʈ ə t̪ ə ɦ
स्पेन	s p eː n
स्पेनी	s p eː n iː
स्पैनिश	s p ɛː n ɪ ʃ
स्फटयातु	s pʰ ə ʈ j ɑː t̪ uː
स्मरण	s m ə ɾ ə ɳ
स्मरणशक्ति	s m ə ɾ ə ɳ ʃ ə k t̪ iː
स्मारक	s m ɑː ɾ ə k
स्मार्टफ़ोन	s m ɑː ɾ ʈ f oː n
स्मार्टफ़ोन	s m ɑː ɾ ʈ pʰ oː n
स्मृति	s m ɾ ɪ t̪ iː
स्मेरता	s m eː ɾ t̪ ɑː
स्यंदन	s j ə n d̪ ə n
स्याह	s j ɑː ɦ
स्याही	s j ɑː ɦ iː
स्यूत	s j uː t̪
स्रोत	s ɾ oː t̪
स्लाइस	s l ɑː ɪ s
स्लोवाकिया	s l oː ʋ ɑː k ɪ j ɑː
स्लोवेनियन	s l oː ʋ eː n ɪ j ə n
स्लोवेनिया	s l oː ʋ eː n ɪ j ɑː
स्वकीया	s ʋ ə k iː j ɑː
स्वचालित	s ʋ ə t͡ʃ ɑː l ɪ t̪
स्वच्छ	s ʋ ə t͡ʃ t͡ʃʰ
स्वच्छता	s ʋ ə t͡ʃ t͡ʃʰ t̪ ɑː
स्वजन	s ʋ ə d͡ʒ ə n
स्वतंत्रता	s ʋ ə t̪ ə n t̪ ɾ ə t̪ ɑː
स्वतः	s ʋ ə t̪ ə ɦ
स्वदेशी	s ʋ ə d̪ eː ʃ iː
स्वभाव	s ʋ ə bʱ ɑː ʋ
स्वयं	s ʋ ə j ə m
स्वर	s ʋ ə ɾ
स्वराक्षर	s ʋ ə ɾ ɑː k ʂ ə ɾ
स्वर्ग	s ʋ ə ɾ ɡ
स्वर्गवासी	s ʋ ə ɾ ɡ ʋ ɑː s iː
स्वर्णकार	s ʋ ə ɾ ɳ ə k ɑː ɾ
स्वर्णमंदिर	s ʋ ə ɾ ɳ m ə n d̪ ɪ ɾ
स्वशिक्षा	s ʋ ə ʃ ɪ k ʂ ɑː
स्वस्तिक	s ʋ ə s t̪ ɪ k
स्वस्थ	s ʋ ə s t̪ʰ
स्वाँग	s ʋ ɑː ŋ ɡ
स्वांग	s ʋ ɑː ŋ ɡ
स्वागत	s ʋ ɑː ɡ ə t̪
स्वाद	s ʋ ɑː d̪
स्वादु	s ʋ ɑː d̪ uː
स्वाध्याय	s ʋ ɑː d̪ʱ j ɑː j
स्वाभाविक	s ʋ ɑː bʱ ɑː ʋ ɪ k
स्वामी	s ʋ ɑː m iː
स्वायत्त	s ʋ ɑː j ə t̪ t̪
स्वायत्तता	s ʋ ɑː j ə t̪ t̪ ə t̪ ɑː
स्वार्थ	s ʋ ɑː ɾ t̪ʰ
स्वार्थी	s ʋ ɑː ɾ t̪ʰ iː
स्वास्थ्य	s ʋ ɑː s t̪ʰ j ə
स्वाहिली	s ʋ ɑː ɦ ɪ l iː
स्विट्ज़रलैंड	s ʋ ɪ ʈ d͡ʒ ə ɾ l ɛː ɳ ɖ
स्विट्ज़रलैंड	s ʋ ɪ ʈ z ə ɾ l ɛː ɳ ɖ
स्विट्ज़रलैण्ड	s ʋ ɪ ʈ d͡ʒ ə ɾ l ɛː ɳ ɖ
स्विट्ज़रलैण्ड	s ʋ ɪ ʈ z ə ɾ l ɛː ɳ ɖ
स्वीकार	s ʋ iː k ɑː ɾ
स्वीकारना	s ʋ iː k ɑː ɾ n ɑː
स्वीकारात्मक	s ʋ iː k ɑː ɾ ɑː t̪ m ə k
स्वीकृत	s ʋ iː k ɾ ɪ t̪
स्वीकृति	s ʋ iː k ɾ ɪ t̪ iː
स्वीडन	s ʋ iː ɖ ə n
स्वेच्छा	s ʋ eː t͡ʃ t͡ʃʰ ɑː
स्वेदक	s ʋ eː d̪ ə k
स्वेदन	s ʋ eː d̪ ə n
ह	ɦ ə
हँस	ɦ ə̃ s
हँसना	ɦ ə̃ s n ɑː
हँसली	ɦ ə̃ s l iː
हँसाना	ɦ ə̃ s ɑː n ɑː
हँसिया	ɦ ə̃ s ɪ j ɑː
हँसी	ɦ ə̃ s iː
हंगरी	ɦ ə ŋ ɡ ə ɾ iː
हंगरी	ɦ ə ŋ ɡ ɾ iː
हंगामा	ɦ ə ŋ ɡ ɑː m ɑː
हंगुल	ɦ ə ŋ ɡ ʊ l
हंटर	ɦ ə ɳ ʈ ə ɾ
हंस	ɦ ə n s
हकलाना	ɦ ə k l ɑː n ɑː
हक़ीक़त	ɦ ə k iː k ə t̪
हक़ीक़त	ɦ ə q iː q ə t̪
हकीम	ɦ ə k iː m
हगना	ɦ ə ɡ n ɑː
हज	ɦ ə d͡ʒ
हज़ार	ɦ ə d͡ʒ ɑː ɾ
हज़ार	ɦ ə z ɑː ɾ
हज़ारहा	ɦ ə d͡ʒ ɑː ɾ ɦ ɑː
हज़ारहा	ɦ ə z ɑː ɾ ɦ ɑː
हज़्म	ɦ ə d͡ʒ m
हज़्म	ɦ ə d͡ʒ ə m
हज़्म	ɦ ə z m
हज़्म	ɦ ə z ə m
हजामत	ɦ ə d͡ʒ ɑː m ə t̪
हज्ज	ɦ ə d͡ʒ d͡ʒ
हटना	ɦ ə ʈ n ɑː
हटाना	ɦ ə ʈ ɑː n ɑː
हड़गिल्ला	ɦ ə ɽ ɡ ɪ l l ɑː
हड़ताल	ɦ ə ɽ t̪ ɑː l
हड़ताली	ɦ ə ɽ t̪ ɑː l iː
हड़बड़ाना	ɦ ə ɽ b ə ɽ ɑː n ɑː
हड़बड़ी	ɦ ə ɽ b ə ɽ iː
हड्डी	ɦ ə ɖ ɖ iː
हताश	ɦ ə t̪ ɑː ʃ
हताशा	ɦ ə t̪ ɑː ʃ ɑː
हताहत	ɦ ə t̪ ɑː ɦ ə t̪
हतोत्साहित	ɦ ə t̪ oː t̪ s ɑː ɦ ɪ t̪
हत्या	ɦ ə t̪ j ɑː
हत्यारा	ɦ ə t̪ j ɑː ɾ ɑː
हथकड़ी	ɦ ə t̪ʰ k ə ɽ iː
हथकरघा	ɦ ə t̪ʰ k ə ɾ ɡʱ ɑː
हथगोला	ɦ ə t̪ʰ ɡ oː l ɑː
हथियार	ɦ ə t̪ʰ ɪ j ɑː ɾ
हथियारबंद	ɦ ə t̪ʰ ɪ j ɑː ɾ b ə n d̪
हथेली	ɦ ə t̪ʰ eː l iː
हथौड़ा	ɦ ə t̪ʰ ɔː ɽ ɑː
हथ्यार	ɦ ə t̪ʰ j ɑː ɾ
हदीस	ɦ ə d̪ iː s
हनीमून	ɦ ə n iː m uː n
हनुमान	ɦ ə n ʊ m ɑː n
हबक्क़ूक़	ɦ ə b ə k k ʊ k
हबक्क़ूक़	ɦ ə b ə q q ʊ q
हबीब	ɦ ə b iː b
हब्शी	ɦ ə b ʃ iː
