А	a
скрия	s k r i j ɐ
скроб	s k r ɔ p
скробяв	s k r ɔ bʲ ɐ f
скръб	s k r ɤ p
скръбав	s k r ɤ b ɐ f
скръжет	s k r ɤ ʒ ɛ t
скръкав	s k r ɤ k ɐ f
скръндза	s k r ɤ n d z ɐ
скуа	s k u ɐ
скуба	s k o b a
скуба	s k u b ɐ
скубал	s k o b a ɫ
скубал	s k u b ɐ ɫ
скубала	s k o b a ɫ ɐ
скубала	s k u b ɐ ɫ ɐ
скубалата	s k o b a ɫ ɐ t ɐ
скубалата	s k u b ɐ ɫ ɐ t ɐ
скубали	s k o b a l i
скубали	s k u b ɐ l i
скубалите	s k o b a l i t ɛ
скубалите	s k u b ɐ l i t ɛ
скубалия	s k o b a l i j ɐ
скубалия	s k u b ɐ l i j ɐ
скубалият	s k o b a l i j ɐ t
скубалият	s k u b ɐ l i j ɐ t
скубало	s k o b a ɫ o
скубало	s k u b ɐ ɫ o
скубалото	s k o b a ɫ o t o
скубалото	s k u b ɐ ɫ o t o
скубан	s k u b ɐ n
скубана	s k u b ɐ n ɐ
скубаната	s k u b ɐ n ɐ t ɐ
скубане	s k u b ɐ n ɛ
скубанета	s k u b ɐ n ɛ t ɐ
скубанетата	s k u b ɐ n ɛ t ɐ t ɐ
скубането	s k u b ɐ n ɛ t o
скубани	s k u b ɐ n i
скубаните	s k u b ɐ n i t ɛ
скубания	s k u b ɐ n i j ɐ
скубаният	s k u b ɐ n i j ɐ t
скубанията	s k u b ɐ n i j ɐ t ɐ
скубано	s k u b ɐ n o
скубаното	s k u b ɐ n o t o
скубах	s k o b a x
скубах	s k u b ɐ x
скубаха	s k o b a x ɐ
скубаха	s k u b ɐ x ɐ
скубахме	s k o b a x m ɛ
скубахме	s k u b ɐ x m ɛ
скубахте	s k o b a x t ɛ
скубахте	s k u b ɐ x t ɛ
скубе	s k u b ɛ
скубейки	s k u b ɛ j k i
скубел	s k u b ɛ ɫ
скубела	s k u b ɛ ɫ ɐ
скубели	s k u b ɛ l i
скубело	s k u b ɛ ɫ o
скубем	s k u b ɛ m
скубене	s k u b ɛ n ɛ
скубенета	s k u b ɛ n ɛ t ɐ
скубенетата	s k u b ɛ n ɛ t ɐ t ɐ
скубенето	s k u b ɛ n ɛ t o
скубения	s k u b ɛ n i j ɐ
скубенията	s k u b ɛ n i j ɐ t ɐ
скубете	s k o b ɛ t ɛ
скубете	s k u b ɛ t ɛ
скубех	s k u b ɛ x
скубеха	s k u b ɛ x ɐ
скубехме	s k u b ɛ x m ɛ
скубехте	s k u b ɛ x t ɛ
скубеш	s k u b ɛ ʃ
скубеше	s k u b ɛ ʃ ɛ
скубещ	s k u b ɛ ʃ t
скубеща	s k u b ɛ ʃ t ɐ
скубещата	s k u b ɛ ʃ t ɐ t ɐ
скубещи	s k u b ɛ ʃ t i
скубещите	s k u b ɛ ʃ t i t ɛ
скубещия	s k u b ɛ ʃ t i j ɐ
скубещият	s k u b ɛ ʃ t i j ɐ t
скубещо	s k u b ɛ ʃ t o
скубещото	s k u b ɛ ʃ t o t o
скуби	s k o b i
скубя	s k u bʲ ɐ
скубят	s k u bʲ ɐ t
скула	s k u ɫ ɐ
скумрия	s k o m r i j ɐ
скупча	s k u p t͡ʃ ɐ
скупщина	s k u p ʃ t i n ɐ
скут	s k u t
скутач	s k o t a t͡ʃ
скучая	s k o t͡ʃ a̟ j ɐ
скъдел	s k ɤ d ɛ ɫ
скъден	s k ɤ d ɛ n
скъп	s k ɤ p
скържав	s k ɤ r ʒ ɐ f
скърцам	s k ɤ r t͡s ɐ m
скърчав	s k ɤ r t͡ʃ ɐ f
слаб	s ɫ a p
слабак	s ɫ ɐ b a k
слава	s ɫ a v ɐ
славей	s ɫ a v ɛ j
славен	s ɫ a v ɛ n
славина	s ɫ ɐ v i n ɐ
славянин	s ɫ ɐ vʲ a̟ n i n
славянка	s ɫ ɐ vʲ a̟ ŋ k ɐ
славянски	s ɫ ɐ vʲ a̟ n s k i
слагам	s ɫ a ɡ ɐ m
сладка	s ɫ a t k ɐ
сладка	s ɫ ɐ t k a
сладкарница	s ɫ ɐ t k a r n i t͡s ɐ
сладкиш	s ɫ ɐ t k i ʃ
сладко	s ɫ a t k o
сладникав	s ɫ ɐ d n i k ɐ f
сладолед	s ɫ ɐ d o l ɛ t
сладост	s ɫ a d o s t
сладур	s ɫ ɐ d u r
сладуран	s ɫ ɐ d o r a n
сладък	s ɫ a d ɐ k
слама	s ɫ a m ɐ
сланина	s ɫ ɐ n i n ɐ
слап	s ɫ a p
след	s l ɛ t
следа	s l ɛ d a
следвам	s l ɛ d v ɐ m
следващ	s l ɛ d v ɐ ʃ t
следен	s l ɛ d ɛ n
следобед	s l ɛ d ɔ b ɛ t
слез	s l ɛ s
слезе	s l ɛ z ɛ
слезел	s l ɛ z ɛ ɫ
слезела	s l ɛ z ɛ ɫ ɐ
слезели	s l ɛ z ɛ l i
слезело	s l ɛ z ɛ ɫ o
слезем	s l ɛ z ɛ m
слезете	s l ɛ z ɛ t ɛ
слезех	s l ɛ z ɛ x
слезеха	s l ɛ z ɛ x ɐ
слезехме	s l ɛ z ɛ x m ɛ
слезехте	s l ɛ z ɛ x t ɛ
слезеш	s l ɛ z ɛ ʃ
слезеше	s l ɛ z ɛ ʃ ɛ
слезка	s l ɛ s k ɐ
слезли	s l ɛ z l i
слезлите	s l ɛ z l i t ɛ
слезлия	s l ɛ z l i j ɐ
слезлият	s l ɛ z l i j ɐ t
слезте	s l ɛ s t ɛ
слепушка	s l ɛ p u ʃ k ɐ
слива	s l i v ɐ
сливак	s l i v a k
сливов	s l i v o f
сливова	s l i v o v ɐ
слиза	s l i z ɐ
слизай	s l i z ɐ j
слизайки	s l i z ɐ j k i
слизайте	s l i z ɐ j t ɛ
слизал	s l i z ɐ ɫ
слизала	s l i z ɐ ɫ ɐ
слизалата	s l i z ɐ ɫ ɐ t ɐ
слизали	s l i z ɐ l i
слизалите	s l i z ɐ l i t ɛ
слизалия	s l i z ɐ l i j ɐ
слизалият	s l i z ɐ l i j ɐ t
слизало	s l i z ɐ ɫ o
слизалото	s l i z ɐ ɫ o t o
слизам	s l i z ɐ m
слизаме	s l i z ɐ m ɛ
слизане	s l i z ɐ n ɛ
слизанета	s l i z ɐ n ɛ t ɐ
слизанетата	s l i z ɐ n ɛ t ɐ t ɐ
слизането	s l i z ɐ n ɛ t o
слизания	s l i z ɐ n i j ɐ
слизанията	s l i z ɐ n i j ɐ t ɐ
слизат	s l i z ɐ t
слизате	s l i z ɐ t ɛ
слизах	s l i z ɐ x
слизаха	s l i z ɐ x ɐ
слизахме	s l i z ɐ x m ɛ
слизахте	s l i z ɐ x t ɛ
слизаш	s l i z ɐ ʃ
слизаше	s l i z ɐ ʃ ɛ
слизащ	s l i z ɐ ʃ t
слизаща	s l i z ɐ ʃ t ɐ
слизащата	s l i z ɐ ʃ t ɐ t ɐ
слизащи	s l i z ɐ ʃ t i
слизащите	s l i z ɐ ʃ t i t ɛ
слизащия	s l i z ɐ ʃ t i j ɐ
слизащият	s l i z ɐ ʃ t i j ɐ t
слизащо	s l i z ɐ ʃ t o
слизащото	s l i z ɐ ʃ t o t o
слитък	s l i t ɐ k
сличен	s l i t͡ʃ ɛ n
словак	s ɫ o v a k
словачка	s ɫ o v a t͡ʃ k ɐ
словашки	s ɫ o v a ʃ k i
словенец	s ɫ o v ɛ n ɛ t͡s
словенски	s ɫ o v ɛ n s k i
слово	s ɫ ɔ v o
словосъчетание	s ɫ o v o s ɐ t͡ʃ ɛ t a n i ɛ
сложа	s ɫ ɔ ʒ ɐ
сложен	s ɫ ɔ ʒ ɛ n
слой	s ɫ ɔ j
слон	s ɫ ɔ n
слоница	s ɫ o n i t͡s ɐ
слонче	s ɫ ɔ n t͡ʃ ɛ
слуга	s ɫ o ɡ a
служа	s ɫ u ʒ ɐ
служба	s ɫ u ʒ b ɐ
служещ	s ɫ u ʒ ɛ ʃ t
служител	s ɫ o ʒ i t ɛ ɫ
слузест	s ɫ u z ɛ s t
случа	s ɫ u t͡ʃ ɐ
случаен	s ɫ u t͡ʃ ɐ ɛ n
случай	s ɫ u t͡ʃ ɐ j
случайно	s ɫ o t͡ʃ a̟ j n o
случайност	s ɫ o t͡ʃ a̟ j n o s t
случвам	s ɫ u t͡ʃ v ɐ m
слуша	s ɫ o ʃ a̟
слуша	s ɫ u ʃ ɐ
слушай	s ɫ u ʃ ɐ j
слушайки	s ɫ u ʃ ɐ j k i
слушайте	s ɫ u ʃ ɐ j t ɛ
слушал	s ɫ o ʃ a̟ ɫ
слушал	s ɫ u ʃ ɐ ɫ
слушала	s ɫ o ʃ a̟ ɫ ɐ
слушала	s ɫ u ʃ ɐ ɫ ɐ
слушалата	s ɫ o ʃ a̟ ɫ ɐ t ɐ
слушалата	s ɫ u ʃ ɐ ɫ ɐ t ɐ
слушали	s ɫ o ʃ a̟ l i
слушали	s ɫ u ʃ ɐ l i
слушалите	s ɫ o ʃ a̟ l i t ɛ
слушалите	s ɫ u ʃ ɐ l i t ɛ
слушалия	s ɫ o ʃ a̟ l i j ɐ
слушалия	s ɫ u ʃ ɐ l i j ɐ
слушалият	s ɫ o ʃ a̟ l i j ɐ t
слушалият	s ɫ u ʃ ɐ l i j ɐ t
слушало	s ɫ o ʃ a̟ ɫ o
слушало	s ɫ u ʃ ɐ ɫ o
слушалото	s ɫ o ʃ a̟ ɫ o t o
слушалото	s ɫ u ʃ ɐ ɫ o t o
слушам	s ɫ u ʃ ɐ m
слушаме	s ɫ u ʃ ɐ m ɛ
слушан	s ɫ u ʃ ɐ n
слушана	s ɫ u ʃ ɐ n ɐ
слушаната	s ɫ u ʃ ɐ n ɐ t ɐ
слушане	s ɫ u ʃ ɐ n ɛ
слушанета	s ɫ u ʃ ɐ n ɛ t ɐ
слушанетата	s ɫ u ʃ ɐ n ɛ t ɐ t ɐ
слушането	s ɫ u ʃ ɐ n ɛ t o
слушани	s ɫ u ʃ ɐ n i
слушаните	s ɫ u ʃ ɐ n i t ɛ
слушания	s ɫ u ʃ ɐ n i j ɐ
слушаният	s ɫ u ʃ ɐ n i j ɐ t
слушанията	s ɫ u ʃ ɐ n i j ɐ t ɐ
слушано	s ɫ u ʃ ɐ n o
слушаното	s ɫ u ʃ ɐ n o t o
слушат	s ɫ u ʃ ɐ t
слушате	s ɫ u ʃ ɐ t ɛ
слушах	s ɫ o ʃ a̟ x
слушах	s ɫ u ʃ ɐ x
слушаха	s ɫ o ʃ a̟ x ɐ
слушаха	s ɫ u ʃ ɐ x ɐ
слушахме	s ɫ o ʃ a̟ x m ɛ
слушахме	s ɫ u ʃ ɐ x m ɛ
слушахте	s ɫ o ʃ a̟ x t ɛ
слушахте	s ɫ u ʃ ɐ x t ɛ
слушаш	s ɫ u ʃ ɐ ʃ
слушаше	s ɫ u ʃ ɐ ʃ ɛ
слушащ	s ɫ u ʃ ɐ ʃ t
слушаща	s ɫ u ʃ ɐ ʃ t ɐ
слушащата	s ɫ u ʃ ɐ ʃ t ɐ t ɐ
слушащи	s ɫ u ʃ ɐ ʃ t i
слушащите	s ɫ u ʃ ɐ ʃ t i t ɛ
слушащия	s ɫ u ʃ ɐ ʃ t i j ɐ
слушащият	s ɫ u ʃ ɐ ʃ t i j ɐ t
слушащо	s ɫ u ʃ ɐ ʃ t o
слушащото	s ɫ u ʃ ɐ ʃ t o t o
слънца	s ɫ ɐ n t͡s a
слънце	s ɫ ɤ n t͡s ɛ
слънчав	s ɫ ɐ n t͡ʃ a̟ f
слънчак	s ɫ ɐ n t͡ʃ a̟ k
слънчев	s ɫ ɤ n t͡ʃ ɛ f
слънчевост	s ɫ ɤ n t͡ʃ ɛ v o s t
слюнка	s lʲ u̟ ŋ k ɐ
сляза	s lʲ a̟ z ɐ
слязат	s lʲ a̟ z ɐ t
слязла	s lʲ a̟ z ɫ ɐ
слязлата	s lʲ a̟ z ɫ ɐ t ɐ
слязло	s lʲ a̟ z ɫ o
слязлото	s lʲ a̟ z ɫ o t o
слязох	s lʲ a̟ z o x
слязоха	s lʲ a̟ z o x ɐ
слязохме	s lʲ a̟ z o x m ɛ
слязохте	s lʲ a̟ z o x t ɛ
слязъл	s lʲ a̟ z ɐ ɫ
сляп	s lʲ a̟ p
смажа	s m a ʒ ɐ
смажат	s m a ʒ ɐ t
смаже	s m a ʒ ɛ
смажел	s m a ʒ ɛ ɫ
смажела	s m a ʒ ɛ ɫ ɐ
смажели	s m a ʒ ɛ l i
смажело	s m a ʒ ɛ ɫ o
смажем	s m a ʒ ɛ m
смажете	s m a ʒ ɛ t ɛ
смажете	s m ɐ ʒ ɛ t ɛ
смажех	s m a ʒ ɛ x
смажеха	s m a ʒ ɛ x ɐ
смажехме	s m a ʒ ɛ x m ɛ
смажехте	s m a ʒ ɛ x t ɛ
смажеш	s m a ʒ ɛ ʃ
смажеше	s m a ʒ ɛ ʃ ɛ
смажи	s m ɐ ʒ i
смаза	s m a z ɐ
смазал	s m a z ɐ ɫ
смазала	s m a z ɐ ɫ ɐ
смазалата	s m a z ɐ ɫ ɐ t ɐ
смазали	s m a z ɐ l i
смазалите	s m a z ɐ l i t ɛ
смазалия	s m a z ɐ l i j ɐ
смазалият	s m a z ɐ l i j ɐ t
смазало	s m a z ɐ ɫ o
смазалото	s m a z ɐ ɫ o t o
смазан	s m a z ɐ n
смазана	s m a z ɐ n ɐ
смазаната	s m a z ɐ n ɐ t ɐ
смазани	s m a z ɐ n i
смазаните	s m a z ɐ n i t ɛ
смазания	s m a z ɐ n i j ɐ
смазаният	s m a z ɐ n i j ɐ t
смазано	s m a z ɐ n o
смазаното	s m a z ɐ n o t o
смазах	s m a z ɐ x
смазаха	s m a z ɐ x ɐ
смазахме	s m a z ɐ x m ɛ
смазахте	s m a z ɐ x t ɛ
смазва	s m a z v ɐ
смазвай	s m a z v ɐ j
смазвайки	s m a z v ɐ j k i
смазвайте	s m a z v ɐ j t ɛ
смазвал	s m a z v ɐ ɫ
смазвала	s m a z v ɐ ɫ ɐ
смазвалата	s m a z v ɐ ɫ ɐ t ɐ
смазвали	s m a z v ɐ l i
смазвалите	s m a z v ɐ l i t ɛ
смазвалия	s m a z v ɐ l i j ɐ
смазвалият	s m a z v ɐ l i j ɐ t
смазвало	s m a z v ɐ ɫ o
смазвалото	s m a z v ɐ ɫ o t o
смазвам	s m a z v ɐ m
смазваме	s m a z v ɐ m ɛ
смазван	s m a z v ɐ n
смазвана	s m a z v ɐ n ɐ
смазваната	s m a z v ɐ n ɐ t ɐ
смазване	s m a z v ɐ n ɛ
смазванета	s m a z v ɐ n ɛ t ɐ
смазванетата	s m a z v ɐ n ɛ t ɐ t ɐ
смазването	s m a z v ɐ n ɛ t o
смазвани	s m a z v ɐ n i
смазваните	s m a z v ɐ n i t ɛ
смазвания	s m a z v ɐ n i j ɐ
смазваният	s m a z v ɐ n i j ɐ t
смазванията	s m a z v ɐ n i j ɐ t ɐ
смазвано	s m a z v ɐ n o
смазваното	s m a z v ɐ n o t o
смазват	s m a z v ɐ t
смазвате	s m a z v ɐ t ɛ
смазвах	s m a z v ɐ x
смазваха	s m a z v ɐ x ɐ
смазвахме	s m a z v ɐ x m ɛ
смазвахте	s m a z v ɐ x t ɛ
смазваш	s m a z v ɐ ʃ
смазваше	s m a z v ɐ ʃ ɛ
смазващ	s m a z v ɐ ʃ t
смазваща	s m a z v ɐ ʃ t ɐ
смазващата	s m a z v ɐ ʃ t ɐ t ɐ
смазващи	s m a z v ɐ ʃ t i
смазващите	s m a z v ɐ ʃ t i t ɛ
смазващия	s m a z v ɐ ʃ t i j ɐ
смазващият	s m a z v ɐ ʃ t i j ɐ t
смазващо	s m a z v ɐ ʃ t o
смазващото	s m a z v ɐ ʃ t o t o
сматрям	s m a t rʲ ɐ m
сме	s m ɛ
смел	s m ɛ ɫ
смелчага	s m ɛ ɫ t͡ʃ a̟ ɡ ɐ
смет	s m ɛ t
сметана	s m ɛ t a n ɐ
сметач	s m ɛ t a t͡ʃ
сметка	s m ɛ t k ɐ
сметна	s m ɛ t n ɐ
смехур	s m ɛ x u r
смешен	s m ɛ ʃ ɛ n
смея	s m ɛ j ɐ
смил	s m i ɫ
смин	s m i n
сминдух	s m i n d o x
смирен	s m i r ɛ n
смисъл	s m i s ɐ ɫ
смокинов	s m o k i n o f
смокиня	s m o k i nʲ ɐ
смола	s m o ɫ a
смотаняк	s m o t ɐ nʲ a̟ k
смотла	s m ɔ t ɫ ɐ
смотльо	s m ɔ t lʲ o̟
смрад	s m r a t
смрадливец	s m r ɐ d l i v ɛ t͡s
смрадлика	s m r ɐ d l i k ɐ
смръдла	s m r ɤ d ɫ ɐ
смръдльо	s m r ɤ d lʲ o̟
смукалник	s m o k a ɫ n i k
смукач	s m o k a t͡ʃ
смулец	s m o l ɛ t͡s
смуча	s m u t͡ʃ ɐ
смущение	s m o ʃ t ɛ n i ɛ
смъдеж	s m ɐ d ɛ ʃ
смъдок	s m ɐ d ɔ k
смъдя	s m ɐ dʲ ɤ̟
смърдеж	s m ɐ r d ɛ ʃ
смърдя	s m ɐ r dʲ ɤ̟
смърт	s m ɤ r t
смъртен	s m ɤ r t ɛ n
смъртник	s m ɤ r t n i k
смъртница	s m ɤ r t n i t͡s ɐ
смядов	s mʲ a̟ d o f
смяна	s mʲ a̟ n ɐ
смятам	s mʲ a̟ t ɐ m
смях	s mʲ a̟ x
снася	s n a sʲ ɐ
снасяй	s n a sʲ ɐ j
снасяйки	s n a sʲ ɐ j k i
снасяйте	s n a sʲ ɐ j t ɛ
снасял	s n a sʲ ɐ ɫ
снасяла	s n a sʲ ɐ ɫ ɐ
снасялата	s n a sʲ ɐ ɫ ɐ t ɐ
снасяли	s n a sʲ ɐ l i
снасялите	s n a sʲ ɐ l i t ɛ
снасялия	s n a sʲ ɐ l i j ɐ
снасялият	s n a sʲ ɐ l i j ɐ t
снасяло	s n a sʲ ɐ ɫ o
снасялото	s n a sʲ ɐ ɫ o t o
снасям	s n a sʲ ɐ m
снасяме	s n a sʲ ɐ m ɛ
снасян	s n a sʲ ɐ n
снасяна	s n a sʲ ɐ n ɐ
снасяната	s n a sʲ ɐ n ɐ t ɐ
снасяне	s n a sʲ ɐ n ɛ
снасянета	s n a sʲ ɐ n ɛ t ɐ
снасянетата	s n a sʲ ɐ n ɛ t ɐ t ɐ
снасянето	s n a sʲ ɐ n ɛ t o
снасяни	s n a sʲ ɐ n i
снасяните	s n a sʲ ɐ n i t ɛ
снасяния	s n a sʲ ɐ n i j ɐ
снасяният	s n a sʲ ɐ n i j ɐ t
снасянията	s n a sʲ ɐ n i j ɐ t ɐ
снасяно	s n a sʲ ɐ n o
снасяното	s n a sʲ ɐ n o t o
снасят	s n a sʲ ɐ t
снасяте	s n a sʲ ɐ t ɛ
снасях	s n a sʲ ɐ x
снасяха	s n a sʲ ɐ x ɐ
снасяхме	s n a sʲ ɐ x m ɛ
снасяхте	s n a sʲ ɐ x t ɛ
снасяш	s n a sʲ ɐ ʃ
снасяше	s n a sʲ ɐ ʃ ɛ
снасящ	s n a sʲ ɐ ʃ t
снасяща	s n a sʲ ɐ ʃ t ɐ
снасящата	s n a sʲ ɐ ʃ t ɐ t ɐ
снасящи	s n a sʲ ɐ ʃ t i
снасящите	s n a sʲ ɐ ʃ t i t ɛ
снасящия	s n a sʲ ɐ ʃ t i j ɐ
снасящият	s n a sʲ ɐ ʃ t i j ɐ t
снасящо	s n a sʲ ɐ ʃ t o
снасящото	s n a sʲ ɐ ʃ t o t o
снаха	s n ɐ x a
снежинка	s n ɛ ʒ i ŋ k ɐ
снеса	s n ɛ s ɤ
снесат	s n ɛ s ɤ t
снесе	s n ɛ s ɛ
снесели	s n ɛ s ɛ l i
снесем	s n ɛ s ɛ m
снесен	s n ɛ s ɛ n
снесена	s n ɛ s ɛ n ɐ
снесената	s n ɛ s ɛ n ɐ t ɐ
снесени	s n ɛ s ɛ n i
снесените	s n ɛ s ɛ n i t ɛ
снесения	s n ɛ s ɛ n i j ɐ
снесеният	s n ɛ s ɛ n i j ɐ t
снесено	s n ɛ s ɛ n o
снесеното	s n ɛ s ɛ n o t o
снесете	s n ɛ s ɛ t ɛ
снесеш	s n ɛ s ɛ ʃ
снесеше	s n ɛ s ɛ ʃ ɛ
снеси	s n ɛ s i
снесла	s n ɛ s ɫ ɐ
снеслата	s n ɛ s ɫ ɐ t ɐ
снесли	s n ɛ s l i
снеслите	s n ɛ s l i t ɛ
снеслия	s n ɛ s l i j ɐ
снеслият	s n ɛ s l i j ɐ t
снесло	s n ɛ s ɫ o
снеслото	s n ɛ s ɫ o t o
снесох	s n ɛ s o x
снесоха	s n ɛ s o x ɐ
снесохме	s n ɛ s o x m ɛ
снесохте	s n ɛ s o x t ɛ
снесъл	s n ɛ s ɐ ɫ
снесял	s n ɛ sʲ a̟ ɫ
снесяла	s n ɛ sʲ a̟ ɫ ɐ
снесяло	s n ɛ sʲ a̟ ɫ o
снесях	s n ɛ sʲ a̟ x
снесяха	s n ɛ sʲ a̟ x ɐ
снесяхме	s n ɛ sʲ a̟ x m ɛ
снесяхте	s n ɛ sʲ a̟ x t ɛ
снимач	s n i m a t͡ʃ
снимка	s n i m k ɐ
сноп	s n ɔ p
снощи	s n ɔ ʃ t i
сняг	s nʲ a̟ k
соба	s ɔ b ɐ
собитие	s o b i t i ɛ
собол	s o b ɔ ɫ
соболец	s o b o l ɛ t͡s
соболец	s ɔ b o l ɛ t͡s
собствен	s ɔ p s t v ɛ n
собственост	s ɔ p s t v ɛ n o s t
сова	s ɔ v ɐ
сое	s ɔ ɛ
сой	s ɔ j
сойка	s ɔ j k ɐ
сок	s ɔ k
сокач	s o k a t͡ʃ
сокерица	s ɔ k ɛ r i t͡s ɐ
сокол	s o k ɔ ɫ
соколица	s o k o l i t͡s ɐ
сол	s ɔ ɫ
солдат	s o ɫ d a t
солен	s o l ɛ n
солен	s ɔ l ɛ n
солета	s o l ɛ t ɐ
сом	s ɔ m
сомун	s o m u n
сонет	s o n ɛ t
сопа	s ɔ p ɐ
сопол	s o p ɔ ɫ
сополан	s o p o ɫ a n
сопран	s o p r a n
сопрано	s o p r a n o
сопранов	s o p r a n o f
сос	s ɔ s
софийски	s o f i j s k i
софиянец	s o f i j a̟ n ɛ t͡s
софиянка	s o f i j a̟ ŋ k ɐ
софтуер	s ɔ f t o ɛ r
социален	s o t͡s i a l ɛ n
соча	s ɔ t͡ʃ ɐ
сочен	s ɔ t͡ʃ ɛ n
спа	s p a
спагети	s p ɐ ɡ ɛ t i
спал	s p a ɫ
спала	s p a ɫ ɐ
спалата	s p a ɫ ɐ t ɐ
спален	s p a l ɛ n
спали	s p a l i
спалите	s p a l i t ɛ
спалия	s p a l i j ɐ
спалият	s p a l i j ɐ t
спалня	s p a ɫ nʲ ɐ
спало	s p a ɫ o
спалото	s p a ɫ o t o
спанак	s p ɐ n a k
спане	s p ɐ n ɛ
спанета	s p ɐ n ɛ t ɐ
спанетата	s p ɐ n ɛ t ɐ t ɐ
спането	s p ɐ n ɛ t o
спасели	s p ɐ s ɛ l i
спасен	s p ɐ s ɛ n
спасена	s p ɐ s ɛ n ɐ
спасената	s p ɐ s ɛ n ɐ t ɐ
спасени	s p ɐ s ɛ n i
спасените	s p ɐ s ɛ n i t ɛ
спасения	s p ɐ s ɛ n i j ɐ
спасеният	s p ɐ s ɛ n i j ɐ t
спасено	s p ɐ s ɛ n o
спасеното	s p ɐ s ɛ n o t o
спасете	s p ɐ s ɛ t ɛ
спасеше	s p ɐ s ɛ ʃ ɛ
спаси	s p ɐ s i
спасил	s p ɐ s i ɫ
спасила	s p ɐ s i ɫ ɐ
спасилата	s p ɐ s i ɫ ɐ t ɐ
спасили	s p ɐ s i l i
спасилите	s p ɐ s i l i t ɛ
спасилия	s p ɐ s i l i j ɐ
спасилият	s p ɐ s i l i j ɐ t
спасило	s p ɐ s i ɫ o
спасилото	s p ɐ s i ɫ o t o
спасим	s p ɐ s i m
спасите	s p ɐ s i t ɛ
спасих	s p ɐ s i x
спасиха	s p ɐ s i x ɐ
спасихме	s p ɐ s i x m ɛ
спасихте	s p ɐ s i x t ɛ
спасиш	s p ɐ s i ʃ
спася	s p ɐ sʲ ɤ̟
спасява	s p ɐ sʲ a̟ v ɐ
спасявай	s p ɐ sʲ a̟ v ɐ j
спасявайки	s p ɐ sʲ a̟ v ɐ j k i
спасявайте	s p ɐ sʲ a̟ v ɐ j t ɛ
спасявал	s p ɐ sʲ a̟ v ɐ ɫ
спасявала	s p ɐ sʲ a̟ v ɐ ɫ ɐ
спасявалата	s p ɐ sʲ a̟ v ɐ ɫ ɐ t ɐ
спасявали	s p ɐ sʲ a̟ v ɐ l i
спасявалите	s p ɐ sʲ a̟ v ɐ l i t ɛ
спасявалия	s p ɐ sʲ a̟ v ɐ l i j ɐ
спасявалият	s p ɐ sʲ a̟ v ɐ l i j ɐ t
спасявало	s p ɐ sʲ a̟ v ɐ ɫ o
спасявалото	s p ɐ sʲ a̟ v ɐ ɫ o t o
спасявам	s p ɐ sʲ a̟ v ɐ m
спасяваме	s p ɐ sʲ a̟ v ɐ m ɛ
спасяван	s p ɐ sʲ a̟ v ɐ n
спасявана	s p ɐ sʲ a̟ v ɐ n ɐ
спасяваната	s p ɐ sʲ a̟ v ɐ n ɐ t ɐ
спасяване	s p ɐ sʲ a̟ v ɐ n ɛ
спасяванета	s p ɐ sʲ a̟ v ɐ n ɛ t ɐ
спасяванетата	s p ɐ sʲ a̟ v ɐ n ɛ t ɐ t ɐ
спасяването	s p ɐ sʲ a̟ v ɐ n ɛ t o
спасявани	s p ɐ sʲ a̟ v ɐ n i
спасяваните	s p ɐ sʲ a̟ v ɐ n i t ɛ
спасявания	s p ɐ sʲ a̟ v ɐ n i j ɐ
спасяваният	s p ɐ sʲ a̟ v ɐ n i j ɐ t
спасяванията	s p ɐ sʲ a̟ v ɐ n i j ɐ t ɐ
спасявано	s p ɐ sʲ a̟ v ɐ n o
спасяваното	s p ɐ sʲ a̟ v ɐ n o t o
спасяват	s p ɐ sʲ a̟ v ɐ t
спасявате	s p ɐ sʲ a̟ v ɐ t ɛ
спасявах	s p ɐ sʲ a̟ v ɐ x
спасяваха	s p ɐ sʲ a̟ v ɐ x ɐ
спасявахме	s p ɐ sʲ a̟ v ɐ x m ɛ
спасявахте	s p ɐ sʲ a̟ v ɐ x t ɛ
спасяваш	s p ɐ sʲ a̟ v ɐ ʃ
спасяваше	s p ɐ sʲ a̟ v ɐ ʃ ɛ
спасяващ	s p ɐ sʲ a̟ v ɐ ʃ t
спасяваща	s p ɐ sʲ a̟ v ɐ ʃ t ɐ
спасяващата	s p ɐ sʲ a̟ v ɐ ʃ t ɐ t ɐ
спасяващи	s p ɐ sʲ a̟ v ɐ ʃ t i
спасяващите	s p ɐ sʲ a̟ v ɐ ʃ t i t ɛ
спасяващия	s p ɐ sʲ a̟ v ɐ ʃ t i j ɐ
спасяващият	s p ɐ sʲ a̟ v ɐ ʃ t i j ɐ t
спасяващо	s p ɐ sʲ a̟ v ɐ ʃ t o
спасяващото	s p ɐ sʲ a̟ v ɐ ʃ t o t o
спасяем	s p ɐ sʲ a̟ ɛ m
спасял	s p ɐ sʲ a̟ ɫ
спасяла	s p ɐ sʲ a̟ ɫ ɐ
спасяло	s p ɐ sʲ a̟ ɫ o
спасят	s p ɐ sʲ ɤ̟ t
спасях	s p ɐ sʲ a̟ x
спасяха	s p ɐ sʲ a̟ x ɐ
спасяхме	s p ɐ sʲ a̟ x m ɛ
спасяхте	s p ɐ sʲ a̟ x t ɛ
спатия	s p ɐ t i j ɐ
спах	s p a x
спаха	s p a x ɐ
спахме	s p a x m ɛ
спахте	s p a x t ɛ
