ԱԱ	ɑ ɑ
սովամահություն	s o v ɑ m ɑ h u t ʏ n
սովետական	s o v e d ɑ ɡ ɑ n
սովոր	s o v o ɾ
սովորաբար	s o v o ɾ ɑ p ɑ ɾ
սովորական	s o v o ɾ ɑ ɡ ɑ n
սովորել	s o v o ɾ e l
սովորեցնել	s o v o ɾ e t͡s ə n e l
սովորություն	s o v o ɾ u t ʏ n
սովորույթ	s o v o ɾ u j t
սովրիլ	s o v ɾ i l
սոր	s o ɾ
սորալ	s o ɾ ɑ l
սորգո	s o ɾ k o
սորել	s o ɾ e l
սորոսական	s o ɾ o s ɑ ɡ ɑ n
սորուիլ	s o ɾ v i l
սորվեցնել	s o ɾ v e t͡s ə n e l
սորվիլ	s o ɾ v i l
սոցիալական	s o t͡s i ɑ l ɑ ɡ ɑ n
սոցիալիզմ	s o t͡s i ɑ l i z m
սոցիալիստական	s o t͡s i ɑ l i s d ɑ ɡ ɑ n
սոցիոլոգ	s o t͡s j o l o k
սոցիոլոգիա	s o t͡s j o l o k i ɑ
սոցցանց	s o t͡s t͡s ɑ n t͡s
սուբյեկտիվություն	s u p j e ɡ d i v u t ʏ n
սուգ	s u k
սուզանավ	s u z ɑ n ɑ v
սուզել	s u z e l
սուզվել	s u z v e l
սուլել	s u l e l
սուլթան	s u l t ɑ n
սուլիչ	s u l i t͡ʃ
սուղ	s u ʁ
սուճուխ	s u d͡ʒ u χ
սումո	s u m o
սույն	s u j n
սունդաներեն	s u n t ɑ n e ɾ e n
սունկ	s u n ɡ
սուշի	s u ʃ i
սուպերմարկետ	s u b e ɾ m ɑ ɾ ɡ e d
սուս	s u s
սուսեր	s u s e ɾ
սուսերամարտ	s u s e ɾ ɑ m ɑ ɾ d
սուսերամարտիկ	s u s e ɾ ɑ m ɑ ɾ d i ɡ
սուսուփուս	s u s u p u s
սուտ	s u d
սուտակ	s u d ɑ ɡ
սուտասան	s u d ɑ s ɑ n
սուր	s u ɾ
սուրահ	s u ɾ ɑ h
սուրբ	s u ɾ p
սուրհանդակ	s u ɾ h ɑ n t ɑ ɡ
սուրճ	s u ɾ d͡ʒ
սուրսաթ	s u ɾ s ɑ t
սպա	s b ɑ
սպանախ	s b ɑ n ɑ χ
սպանդ	s b ɑ n t
սպանդանոց	s b ɑ n t ɑ n o t͡s
սպանել	s b ɑ n e l
սպաննել	s b ɑ n n e l
սպանություն	s b ɑ n u t ʏ n
սպանուհի	s b ɑ n u h i
սպանվել	s b ɑ n v e l
սպառազինության	s b ɑ r ɑ z i n u t j ɑ n
սպառազինություն	s b ɑ r ɑ z i n u t ʏ n
սպառազինությունների	s b ɑ r ɑ z i n u t ʏ n n e ɾ i
սպառնալ	s b ɑ r n ɑ l
սպառնալիք	s b ɑ r n ɑ l i k
սպառող	s b ɑ r o ʁ
սպառվել	s b ɑ r v e l
սպաս	s b ɑ s
սպաս	s ə b ɑ s
սպասասրահ	s b ɑ s ɑ s ə ɾ ɑ h
սպասավոր	s b ɑ s ɑ v o ɾ
սպասարկել	s b ɑ s ɑ ɾ ɡ e l
սպասարկիչ	s b ɑ s ɑ ɾ ɡ i t͡ʃ
սպասարկում	s b ɑ s ɑ ɾ ɡ u m
սպասել	s b ɑ s e l
սպասյակ	s b ɑ s j ɑ ɡ
սպասվել	s b ɑ s v e l
սպասք	s b ɑ s k
սպարապետ	s b ɑ ɾ ɑ b e d
սպերմա	s b e ɾ m ɑ
սպերմատոզոիդ	s b e ɾ m ɑ d o z o j i t
սպեցնազ	s b e t͡s n ɑ z
սպի	s b i
սպիդոմետր	s b i t o m e d ə ɾ
սպիտակ	s b i d ɑ ɡ
սպիտակամորթ	s b i d ɑ ɡ ɑ m o ɾ t
սպիտակավուն	s b i d ɑ ɡ ɑ v u n
սպիտակուց	s b i d ɑ ɡ u t͡s
սպիրտ	s b i ɾ d
սպորտ	s b o ɾ d
սպունգ	s b u n k
սպրդել	s ə b ə ɾ t e l
սպրիչ	s b ɾ i t͡ʃ
սսկվել	s ə s ɡ ə v e l
սվահիլի	s v ɑ h i l i
սվաստիկա	s v ɑ s d i ɡ ɑ
սվին	s ə v i n
սվիտեր	s v i d e ɾ
սվորիկ	s ə v o ɾ i ɡ
ստադիոն	s d ɑ t i o n
ստալինիզմ	s d ɑ l i n i z m
ստախոս	s ə d ɑ χ o s
ստակ	s d ɑ ɡ
ստամբակ	s d ɑ m p ɑ ɡ
ստամբակել	s d ɑ m p ɑ ɡ e l
ստամբակություն	s d ɑ m p ɑ ɡ u t ʏ n
ստամոքս	s d ɑ m o k s
ստանալ	s d ɑ n ɑ l
ստանդարտ	s d ɑ n t ɑ ɾ d
ստանձնել	s d ɑ n t͡s n e l
ստանձնել	ə s d ɑ n t͡s ə n e l
ստանցի	s d ɑ n t͡s i
ստատիստիկա	s d ɑ d i s d i ɡ ɑ
ստատուս	s d ɑ d u s
ստարտափ	s d ɑ ɾ d ɑ p
ստացող	s d ɑ t͡s o ʁ
ստել	s ə d e l
ստեխիոմետրիա	s d e χ i o m e d ɾ i ɑ
ստեղծագործ	s d e ʁ d͡z ɑ k o ɾ d͡z
ստեղծագործական	s d e ʁ d͡z ɑ k o ɾ d͡z ɑ ɡ ɑ n
ստեղծագործություն	s d e ʁ d͡z ɑ k o ɾ d͡z u t ʏ n
ստեղծել	s d e ʁ d͡z e l
ստեղծիչ	s d e ʁ d͡z i t͡ʃ
ստեղծում	s d e ʁ d͡z u m
ստեղն	s d e ʁ ə n
ստեղնաշար	s d e ʁ n ɑ ʃ ɑ ɾ
ստենդ	s d e n t
ստենտ	s d e n d
ստեպ	s d e b
ստեպղին	s d e b ʁ i n
ստերջ	s d e ɾ t͡ʃ
ստին	s d i n
ստին	ə s d i n
ստինք	s d i n k
ստիպել	s d i b e l
ստիպվել	s d i b v e l
ստոծանի	s d o d͡z ɑ n i
ստոր	s d o ɾ
ստոր	ə s d o ɾ
ստորաբաժանում	s d o ɾ ɑ p ɑ ʒ ɑ n u m
ստորագրել	s d o ɾ ɑ k ɾ e l
ստորագրություն	s d o ɾ ɑ k ɾ u t ʏ n
ստորակետ	s d o ɾ ɑ ɡ e d
ստորանալ	s d o ɾ ɑ n ɑ l
ստորացնել	s d o ɾ ɑ t͡s ə n e l
ստորացում	ə s d o ɾ ɑ t͡s u m
ստորացվել	s d o ɾ ɑ t͡s v e l
ստորգետնյա	s d o ɾ k e d n j ɑ
ստորերկրյա	s d o ɾ e ɾ ɡ ə ɾ j ɑ
ստորերկրյա	s d o ɾ e ɾ ɡ ɾ j ɑ
ստորին	s d o ɾ i n
ստորոգյալ	s d o ɾ o k j ɑ l
ստուգաբան	s d u k ɑ p ɑ n
ստուգաբանություն	s d u k ɑ p ɑ n u t ʏ n
ստուգաթերթ	s d u k ɑ t e ɾ t
ստուգայց	s d u k ɑ j t͡s
ստուգել	s d u k e l
ստուգում	s d u k u m
ստուդիա	s d u t i ɑ
ստություն	s ə d u t ʏ n
ստվար	ə s d v ɑ ɾ
ստվարաբուն	s d ə v ɑ ɾ ɑ p u n
ստվարագլուխ	s d ə v ɑ ɾ ɑ k ə l u χ
ստվարաթիվ	s d ə v ɑ ɾ ɑ t i v
ստվարաթղթակազմ	s d ə v ɑ ɾ ɑ t ə χ t ɑ ɡ ɑ z m
ստվարաթղթե	s d ə v ɑ ɾ ɑ t ə χ t e
ստվարաթղթյա	s d ə v ɑ ɾ ɑ t ə χ t j ɑ
ստվարաթուղթ	s d ə v ɑ ɾ ɑ t u χ t
ստվարախումբ	s d ə v ɑ ɾ ɑ χ u m p
ստվարածալ	s d ə v ɑ ɾ ɑ d͡z ɑ l
ստվարածավալ	s d ə v ɑ ɾ ɑ d͡z ɑ v ɑ l
ստվեր	s d v e ɾ
ստրատեգիա	s d ɾ ɑ d e k i ɑ
ստրիպտիզ	s d ɾ i b d i z
ստրկատեր	s d ə ɾ ɡ ɑ d e ɾ
ստրկատիրություն	s d ə ɾ ɡ ɑ d i ɾ u t ʏ n
ստրկացնել	s d ə ɾ ɡ ɑ t͡s ə n e l
ստրկություն	s d ə ɾ ɡ u t ʏ n
ստրոնցիում	s d ɾ o n t͡s i j u m
ստրուկ	s d ɾ u ɡ
սրածայր	s ə ɾ ɑ d͡z ɑ j ɾ
սրահ	s ə ɾ ɑ h
սրամիտ	s ə ɾ ɑ m i d
սրամտել	s ə ɾ ɑ m ə d e l
սրանք	s ə ɾ ɑ n k
սրբագիր	s ə ɾ p ɑ k i ɾ
սրբագրել	s ə ɾ p ɑ k ɾ e l
սրբազան	s ə ɾ p ɑ z ɑ n
սրբան	s ə ɾ p ɑ n
սրբանային	s ə ɾ p ɑ n ɑ j i n
սրբապղծել	s ə ɾ p ɑ b ə ʁ d͡z e l
սրբապղծություն	s ə ɾ p ɑ b ə ʁ d͡z u t ʏ n
սրբել	s ə ɾ p e l
սրբիչ	s ə ɾ p i t͡ʃ
սրբոսկր	s ə ɾ p o s ɡ ə ɾ
սրբուհի	s ə ɾ p u h i
սրել	s ə ɾ e l
սրընթաց	s ə ɾ ə n t ɑ t͡s
սրընչակ	s ə ɾ ə n t͡ʃ ɑ ɡ
սրիկա	s ɾ i ɡ ɑ
սրինգ	s ə ɾ i n k
սրիչ	s ə ɾ i t͡ʃ
սրճագույն	s ə ɾ d͡ʒ ɑ k u j n
սրճակաթ	s ə ɾ d͡ʒ ɑ ɡ ɑ t
սրճահատիկ	s ə ɾ d͡ʒ ɑ h ɑ d i ɡ
սրճաղաց	s ə ɾ d͡ʒ ɑ ʁ ɑ t͡s
սրճաման	s ə ɾ d͡ʒ ɑ m ɑ n
սրճանոց	s ə ɾ d͡ʒ ɑ n o t͡s
սրճաստան	s ə ɾ d͡ʒ ɑ s d ɑ n
սրճավաճառ	s ə ɾ d͡ʒ ɑ v ɑ d͡ʒ ɑ r
սրճատուն	s ə ɾ d͡ʒ ɑ d u n
սրճարան	s ə ɾ d͡ʒ ɑ ɾ ɑ n
սրճարանատեր	s ə ɾ d͡ʒ ɑ ɾ ɑ n ɑ d e ɾ
սրճարար	s ə ɾ d͡ʒ ɑ ɾ ɑ ɾ
սրճել	s ə ɾ d͡ʒ e l
սրճենի	s ə ɾ d͡ʒ e n i
սրճեփ	s ə ɾ d͡ʒ e p
սրճիտ	s ə ɾ d͡ʒ i d
սրմա	s ə ɾ m ɑ
սրնչակ	s ə ɾ ə n t͡ʃ ɑ ɡ
սրնքամիս	s ə ɾ ə n k ɑ m i s
սրունք	s ə ɾ u n k
սրսկել	s ə ɾ ə s ɡ e l
սրված	s ə ɾ v ɑ d͡z
սրվել	s ə ɾ v e l
սրտաբան	s ə ɾ d ɑ p ɑ n
սրտաբանություն	s ə ɾ d ɑ p ɑ n u t ʏ n
սրտային	s ə ɾ d ɑ j i n
սրտանց	s ə ɾ d ɑ n t͡s
սրտաշարժ	s ə ɾ d ɑ ʃ ɑ ɾ ʒ
սրտաշարժաբար	s ə ɾ d ɑ ʃ ɑ ɾ ʒ ɑ p ɑ ɾ
սրտաշարժել	s ə ɾ d ɑ ʃ ɑ ɾ ʒ e l
սրտառել	s ə ɾ d ɑ r e l
սրտառուչ	s ə ɾ d ɑ r u t͡ʃ
սրտխառնուկ	s ə ɾ d χ ɑ r n u ɡ
սրտխփոց	s ə ɾ d χ ə p o t͡s
սրտյա	s ə ɾ d j ɑ
սցենար	s t͡s e n ɑ ɾ
սցենարիստ	s t͡s e n ɑ ɾ i s d
սփյուռքահայ	s p ʏ r k ɑ h ɑ j
սփոփանք	s p o p ɑ n k
սփոփել	s p o p e l
սփոփվել	s p o p v e l
սփռել	s ə p r e l
սփռոց	s ə p r o t͡s
սփռվել	s ə p ə r v e l
սքանչելի	s ɡ ɑ n t͡ʃ e l i
սքեյթբորդ	s k e j t p o ɾ t
սև	s e v
սևական	s e v ɑ ɡ ɑ n
սևամաղձ	s e v ɑ m ɑ χ t͡s
սևամորթ	s e v ɑ m o ɾ t
սևավուն	s e v ɑ v u n
վ	v ə
վագոն	v ɑ k o n
վագր	v ɑ k ə ɾ
վագրակատու	v ɑ k ɾ ɑ ɡ ɑ d u
վագրաձի	v ɑ k ɾ ɑ t͡s i
վազ	v ɑ z
վազել	v ɑ z e l
վազվզել	v ɑ z v ə z e l
վազք	v ɑ z k
վաթան	v ɑ t ɑ n
վաթել	v ɑ t e l
վաթսուն	v ɑ t s u n
վաթսուն	v ɑ t t͡s u n
վալետ	v ɑ l e d
վալիզ	v ɑ l i z
վալլիերեն	v ɑ l l i e ɾ e n
վալս	v ɑ l s
վախ	v ɑ χ
վախել	v ɑ χ e l
վախենալ	v ɑ χ e n ɑ l
վախեցած	v ɑ χ e t͡s ɑ d͡z
վախեցնել	v ɑ χ e t͡s ə n e l
վախկոտ	v ɑ χ ɡ o d
վախկոտություն	v ɑ χ ɡ o d u t ʏ n
վախճան	v ɑ χ d͡ʒ ɑ n
վախճանական	v ɑ χ d͡ʒ ɑ n ɑ ɡ ɑ n
վախճանականություն	v ɑ χ d͡ʒ ɑ n ɑ ɡ ɑ n u t ʏ n
վախճանակետ	v ɑ χ d͡ʒ ɑ n ɑ ɡ e d
վախճանամերձ	v ɑ χ d͡ʒ ɑ n ɑ m e ɾ t͡s
վախճանվել	v ɑ χ d͡ʒ ɑ n v e l
վախնալ	v ɑ χ n ɑ l
վախնալիք	v ɑ χ n ɑ l i k
վախցնել	v ɑ χ t͡s ə n e l
վակուում	v ɑ ɡ u u m
վահան	v ɑ h ɑ n
վահանագեղձ	v ɑ h ɑ n ɑ k e ʁ d͡z
վահանակ	v ɑ h ɑ n ɑ ɡ
վաղ	v ɑ ʁ
վաղը	v ɑ ʁ ə
վաղն	v ɑ ʁ n
վաղնջահայերեն	v ɑ ʁ ə n t͡ʃ ɑ h ɑ j e ɾ e n
վաղորդյան	v ɑ ʁ o ɾ t j ɑ n
վաղր	v ɑ ʁ ə ɾ
վաճառ	v ɑ d͡ʒ ɑ r
վաճառական	v ɑ d͡ʒ ɑ r ɑ ɡ ɑ n
վաճառասեղան	v ɑ d͡ʒ ɑ r ɑ s e ʁ ɑ n
վաճառավայր	v ɑ d͡ʒ ɑ r ɑ v ɑ j ɾ
վաճառատեղ	v ɑ d͡ʒ ɑ r ɑ d e ʁ
վաճառատեղի	v ɑ d͡ʒ ɑ r ɑ d e ʁ i
վաճառել	v ɑ d͡ʒ ɑ r e l
վաճառող	v ɑ d͡ʒ ɑ r o ʁ
վաճառք	v ɑ d͡ʒ ɑ r k
վայ	v ɑ j
վայել	v ɑ j e l
վայելել	v ɑ j e l e l
վայելուչ	v ɑ j e l u t͡ʃ
վայելք	v ɑ j e l k
վայիս	v ɑ j i s
վայր	v ɑ j ɾ
վայրագ	v ɑ j ɾ ɑ k
վայրաշարժ	v ɑ j ɾ ɑ ʃ ɑ ɾ ʒ
վայրենի	v ɑ j ɾ e n i
վայրենություն	v ɑ j ɾ e n u t ʏ n
վայրէջք	v ɑ j ɾ e t͡ʃ k
վայրի	v ɑ j ɾ i
վայրկենական	v ɑ j ɾ ɡ e n ɑ ɡ ɑ n
վայրկենական	v ɑ ɾ ɡ e n ɑ ɡ ɑ n
վայրկենաչափ	v ɑ j ɾ ɡ e n ɑ t͡ʃ ɑ p
վայրկենաչափ	v ɑ ɾ ɡ e n ɑ t͡ʃ ɑ p
վայրկյան	v ɑ j ɾ ɡ j ɑ n
վայրկյան	v ɑ ɾ ɡ j ɑ n
վայրկյանական	v ɑ j ɾ ɡ j ɑ n ɑ ɡ ɑ n
վայրկյանական	v ɑ ɾ ɡ j ɑ n ɑ ɡ ɑ n
վայրկյանաչափ	v ɑ j ɾ ɡ j ɑ n ɑ t͡ʃ ɑ p
վայրկյանաչափ	v ɑ ɾ ɡ j ɑ n ɑ t͡ʃ ɑ p
վանադիում	v ɑ n ɑ t i j u m
վանական	v ɑ n ɑ ɡ ɑ n
վանդակ	v ɑ n t ɑ ɡ
վանել	v ɑ n e l
վանկ	v ɑ n ɡ
վանկարկել	v ɑ n ɡ ɑ ɾ ɡ e l
վանկարկում	v ɑ n ɡ ɑ ɾ ɡ u m
վանկել	v ɑ n ɡ e l
վաննա	v ɑ n n ɑ
վանք	v ɑ n k
վաշտ	v ɑ ʃ d
վառ	v ɑ r
վառարան	v ɑ r ɑ ɾ ɑ n
վառել	v ɑ r e l
վառելափայտ	v ɑ r e l ɑ p ɑ j d
վառելիք	v ɑ r e l i k
վառեկ	v ɑ r e ɡ
վառյակ	v ɑ r j ɑ ɡ
վառոդ	v ɑ r o t
վառվել	v ɑ r v e l
վասալ	v ɑ s ɑ l
վասնզի	v ɑ s ə n z i
վաստակ	v ɑ s d ɑ ɡ
վաստակել	v ɑ s d ɑ ɡ e l
վավեր	v ɑ v e ɾ
վավերագրական	v ɑ v e ɾ ɑ k ə ɾ ɑ ɡ ɑ n
վավերացում	v ɑ v e ɾ ɑ t͡s u m
վատ	v ɑ d
վատասիրտ	v ɑ d ɑ s i ɾ d
վատթար	v ɑ t t ɑ ɾ
վատթարագույն	v ɑ t t ɑ ɾ ɑ k u j n
վատնել	v ɑ d n e l
վար	v ɑ ɾ
վարագույր	v ɑ ɾ ɑ k u j ɾ
վարազ	v ɑ ɾ ɑ z
վարակ	v ɑ ɾ ɑ ɡ
վարանել	v ɑ ɾ ɑ n e l
վարանում	v ɑ ɾ ɑ n u m
վարանք	v ɑ ɾ ɑ n k
վարդ	v ɑ ɾ t
վարդագույն	v ɑ ɾ t ɑ k u j n
վարդակ	v ɑ ɾ t ɑ ɡ
վարդակակաչ	v ɑ ɾ t ɑ ɡ ɑ ɡ ɑ t͡ʃ
վարդապետ	v ɑ ɾ t ɑ b e d
վարդապետություն	v ɑ ɾ t ɑ b e d u t ʏ n
վարդենի	v ɑ ɾ t e n i
վարել	v ɑ ɾ e l
վարժ	v ɑ ɾ ʒ
վարժապետ	v ɑ ɾ ʒ ɑ b e d
վարժարան	v ɑ ɾ ʒ ɑ ɾ ɑ n
վարժեցնել	v ɑ ɾ ʒ e t͡s ə n e l
վարժություն	v ɑ ɾ ʒ u t ʏ n
վարիչ	v ɑ ɾ i t͡ʃ
վարկ	v ɑ ɾ ɡ
վարկաբեկ	v ɑ ɾ ɡ ɑ p e ɡ
վարկաբեկել	v ɑ ɾ ɡ ɑ p e ɡ e l
վարկած	v ɑ ɾ ɡ ɑ d͡z
վարկային	v ɑ ɾ ɡ ɑ j i n
վարկանիշ	v ɑ ɾ ɡ ɑ n i ʃ
վարկատու	v ɑ ɾ ɡ ɑ d u
վարկերի	v ɑ ɾ ɡ e ɾ i
վարձ	v ɑ ɾ t͡s
վարձակ	v ɑ ɾ t͡s ɑ ɡ
վարձակառք	v ɑ ɾ t͡s ɑ ɡ ɑ r k
վարձկան	v ɑ ɾ t͡s ɡ ɑ n
վարձվոր	v ɑ ɾ t͡s v o ɾ
վարյագ	v ɑ ɾ j ɑ k
վարյագական	v ɑ ɾ j ɑ k ɑ ɡ ɑ n
վարշամակ	v ɑ ɾ ʃ ɑ m ɑ ɡ
վարորդ	v ɑ ɾ o ɾ t
վարորդական	v ɑ ɾ o ɾ t ɑ ɡ ɑ n
վարուժան	v ɑ ɾ u ʒ ɑ n
վարունգ	v ɑ ɾ u n k
վարչակազմ	v ɑ ɾ t͡ʃ ɑ ɡ ɑ z m
վարչական	v ɑ ɾ t͡ʃ ɑ ɡ ɑ n
վարչապետ	v ɑ ɾ t͡ʃ ɑ b e d
վարչապետացու	v ɑ ɾ t͡ʃ ɑ b e d ɑ t͡s u
վարպետ	v ɑ ɾ b e d
վարպետության	v ɑ ɾ b e d u t j ɑ n
վարպետություն	v ɑ ɾ b e d u t ʏ n
վարս	v ɑ ɾ s
վարսակ	v ɑ ɾ s ɑ ɡ
վարսակաշիլա	v ɑ ɾ s ɑ ɡ ɑ ʃ i l ɑ
վարսահարդարիչ	v ɑ ɾ s ɑ h ɑ ɾ t ɑ ɾ i t͡ʃ
վարսավիր	v ɑ ɾ s ɑ v i ɾ
վարսավիրանոց	v ɑ ɾ s ɑ v i ɾ ɑ n o t͡s
վարվել	v ɑ ɾ v e l
վարտիք	v ɑ ɾ d i k
վարք	v ɑ ɾ k
վարքականոն	v ɑ ɾ k ɑ ɡ ɑ n o n
վեգ	v e k
վեդայական	v e t ɑ j ɑ ɡ ɑ n
վեդրո	v e t ɾ o
վեզիր	v e z i ɾ
վեթինգ	v e t i n k
վեհ	v e h
վեհանձն	v e h ɑ n t͡s ə n
վեհություն	v e h u t ʏ n
վեղար	v e ʁ ɑ ɾ
վեճ	v e d͡ʒ
վեմ	v e m
վենդետա	v e n t e d ɑ
վենետական	v e n e d ɑ ɡ ɑ n
վենետերեն	v e n e d e ɾ e n
վենետիկյան	v e n e d i ɡ j ɑ n
վենետիկցի	v e n e d i k t͡s i
վեպ	v e b
վեվ	v e v
վեր	v e ɾ
վերաբերել	v e ɾ ɑ p e ɾ e l
վերաբերիլ	v e ɾ ɑ p e ɾ e l
վերաբերյալ	v e ɾ ɑ p e ɾ j ɑ l
վերաբերվել	v e ɾ ɑ p e ɾ v e l
վերագրել	v e ɾ ɑ k ə ɾ e l
վերադառնալ	v e ɾ ɑ t ɑ r n ɑ l
վերադարձ	v e ɾ ɑ t ɑ ɾ t͡s
վերազգային	v e ɾ ɑ s k ɑ j i n
վերազինել	v e ɾ ɑ z i n e l
վերազինում	v e ɾ ɑ z i n u m
վերածնվել	v e ɾ ɑ d͡z ə n v e l
վերականգնել	v e ɾ ɑ ɡ ɑ n k n e l
վերականգնման	v e ɾ ɑ ɡ ɑ n k m ɑ n
վերականգնման	v e ɾ ɑ ɡ ɑ n k n ə m ɑ n
վերականգնում	v e ɾ ɑ ɡ ɑ n k n u m
վերակառուցում	v e ɾ ɑ ɡ ɑ r u t͡s u m
վերակացու	v e ɾ ɑ ɡ ɑ t͡s u
վերահաս	v e ɾ ɑ h ɑ s
վերամարմնավորում	v e ɾ ɑ m ɑ ɾ m n ɑ v o ɾ u m
վերամբարձ	v e ɾ ɑ m p ɑ ɾ t͡s
վերանալ	v e ɾ ɑ n ɑ l
վերանորոգել	v e ɾ ɑ n o ɾ o k e l
վերանվաճում	v e ɾ ɑ n ə v ɑ d͡ʒ u m
վերավաճառել	v e ɾ ɑ v ɑ d͡ʒ ɑ r e l
վերարկու	v e ɾ ɑ ɾ ɡ u
վերարտադրություն	v e ɾ ɑ ɾ d ɑ t ɾ u t ʏ n
վերացական	v e ɾ ɑ t͡s ɑ ɡ ɑ n
վերաքննիչ	v e ɾ ɑ k ə n n i t͡ʃ
վերելակ	v e ɾ e l ɑ ɡ
վերելք	v e ɾ e l k
վերընթերցել	v e ɾ ə n t e ɾ t͡s e l
վերին	v e ɾ i n
վերլուծաբան	v e ɾ l u d͡z ɑ p ɑ n
վերլուծական	v e ɾ l u d͡z ɑ ɡ ɑ n
վերլուծել	v e ɾ l u d͡z e l
վերլուծություն	v e ɾ l u d͡z u t ʏ n
վերծանել	v e ɾ d͡z ɑ n e l
վերմակ	v e ɾ m ɑ ɡ
վերմակասավան	v e ɾ m ɑ ɡ ɑ s ɑ v ɑ n
վերմիշել	v e ɾ m i ʃ e l
վերմուտ	v e ɾ m u d
վերնագիր	v e ɾ n ɑ k i ɾ
վերնագրել	v e ɾ n ɑ k ɾ e l
վերնախաղ	v e ɾ n ɑ χ ɑ ʁ
վերնախավ	v e ɾ n ɑ χ ɑ v
վերնաշապիկ	v e ɾ n ɑ ʃ ɑ b i ɡ
վերուվայր	v e ɾ u v ɑ j ɾ
վերուվար	v e ɾ u v ɑ ɾ
վերուվարել	v e ɾ u v ɑ ɾ e l
վերուվեր	v e ɾ u v e ɾ
վերջ	v e ɾ t͡ʃ
վերջաբան	v e ɾ t͡ʃ ɑ p ɑ n
վերջաբանություն	v e ɾ t͡ʃ ɑ p ɑ n u t ʏ n
վերջադաս	v e ɾ t͡ʃ ɑ t ɑ s
վերջադիր	v e ɾ t͡ʃ ɑ t i ɾ
վերջազարդ	v e ɾ t͡ʃ ɑ z ɑ ɾ t
վերջալույս	v e ɾ t͡ʃ ɑ l u j s
վերջալույսային	v e ɾ t͡ʃ ɑ l u j s ɑ j i n
վերջածանց	v e ɾ t͡ʃ ɑ d͡z ɑ n t͡s
վերջածանցային	v e ɾ t͡ʃ ɑ d͡z ɑ n t͡s ɑ j i n
վերջածանցավոր	v e ɾ t͡ʃ ɑ d͡z ɑ n t͡s ɑ v o ɾ
վերջակալ	v e ɾ t͡ʃ ɑ ɡ ɑ l
վերջակայան	v e ɾ t͡ʃ ɑ ɡ ɑ j ɑ n
վերջակետ	v e ɾ t͡ʃ ɑ ɡ e d
վերջակետել	v e ɾ t͡ʃ ɑ ɡ e d e l
վերջահանգ	v e ɾ t͡ʃ ɑ h ɑ n k
վերջամաս	v e ɾ t͡ʃ ɑ m ɑ s
վերջամասնիկ	v e ɾ t͡ʃ ɑ m ɑ s n i ɡ
վերջամասնիկային	v e ɾ t͡ʃ ɑ m ɑ s n i ɡ ɑ j i n
վերջամասնիկավոր	v e ɾ t͡ʃ ɑ m ɑ s n i ɡ ɑ v o ɾ
վերջամեկնում	v e ɾ t͡ʃ ɑ m e ɡ n u m
վերջամուտ	v e ɾ t͡ʃ ɑ m u d
վերջանալ	v e ɾ t͡ʃ ɑ n ɑ l
վերջանալի	v e ɾ t͡ʃ ɑ n ɑ l i
վերջանալիք	v e ɾ t͡ʃ ɑ n ɑ l i k
վերջանվագ	v e ɾ t͡ʃ ɑ n ə v ɑ k
վերջաշեշտ	v e ɾ t͡ʃ ɑ ʃ e ʃ d
վերջապահ	v e ɾ t͡ʃ ɑ b ɑ h
վերջապար	v e ɾ t͡ʃ ɑ b ɑ ɾ
վերջապես	v e ɾ t͡ʃ ɑ b e s
վերջավանկ	v e ɾ t͡ʃ ɑ v ɑ n ɡ
վերջավանկային	v e ɾ t͡ʃ ɑ v ɑ n ɡ ɑ j i n
վերջավոր	v e ɾ t͡ʃ ɑ v o ɾ
վերջավորել	v e ɾ t͡ʃ ɑ v o ɾ e l
վերջավորություն	v e ɾ t͡ʃ ɑ v o ɾ u t ʏ n
վերջավորվել	v e ɾ t͡ʃ ɑ v o ɾ v e l
վերջատանջ	v e ɾ t͡ʃ ɑ d ɑ n t͡ʃ
վերջացնել	v e ɾ t͡ʃ ɑ t͡s ə n e l
վերջացվել	v e ɾ t͡ʃ ɑ t͡s v e l
վերջափակել	v e ɾ t͡ʃ ɑ p ɑ ɡ e l
վերջափակում	v e ɾ t͡ʃ ɑ p ɑ ɡ u m
վերջափակվել	v e ɾ t͡ʃ ɑ p ɑ ɡ v e l
վերջաքիմք	v e ɾ t͡ʃ ɑ k i m k
վերջաքմային	v e ɾ t͡ʃ ɑ k ə m ɑ j i n
վերջերգ	v e ɾ t͡ʃ e ɾ k
վերջերս	v e ɾ t͡ʃ e ɾ ə s
վերջերքս	v e ɾ t͡ʃ e ɾ k ə s
վերջը	v e ɾ t͡ʃ ə
վերջընթեր	v e ɾ t͡ʃ ə n t e ɾ
վերջի	v e ɾ t͡ʃ i
վերջին	v e ɾ t͡ʃ i n
վերջինեկ	v e ɾ t͡ʃ i n e ɡ
վերջիվերջո	v e ɾ t͡ʃ i v e ɾ t͡ʃ o
վերջնագիծ	v e ɾ t͡ʃ n ɑ k i d͡z
վերջնագիր	v e ɾ t͡ʃ n ɑ k i ɾ
վերջնազարդ	v e ɾ t͡ʃ n ɑ z ɑ ɾ t
վերջնաժամկետ	v e ɾ t͡ʃ n ɑ ʒ ɑ m ɡ e d
վերջնալույս	v e ɾ t͡ʃ n ɑ l u j s
վերջնախաղ	v e ɾ t͡ʃ n ɑ χ ɑ ʁ
վերջնական	v e ɾ t͡ʃ n ɑ ɡ ɑ n
