ꜣ	ɑ
št	ʃ ɛ t
št	ʃ ɛ t
štꜣ	ʃ ɛ t ɑ
štꜣw	ʃ ɛ t ɑ uː
štj	ʃ ɛ t i
štjw	ʃ ɛ t i uː
štw	ʃ ɛ t uː
šdj	ʃ ɛ d i
šdw	ʃ ɛ d uː
šdšd	ʃ ɛ d ʃ ɛ d
qꜣꜣ	k ɑ ʔ ɑ
qꜣj	k ɑ i
qꜣꜥ	k ɑ ʔ ɑː
qꜣw	k ɑ uː
qꜣb	k ɑ b
qꜣbt	qʼ i ʀ b V t
qꜣbt	qʼ i ʀ b V ʔ
qꜣbt	qʼ iː b a
qꜣbt	qʼ iː β ə
qꜣbt	qʼ i ʀ b V t
qꜣbt	qʼ i ʀ b V ʔ
qꜣbt	qʼ iː b a
qꜣbt	qʼ iː β ə
qꜣbt	k ɑ b ɛ t
qꜣbt	k ɑ b ɛ t
qꜣbt	k ɑ b ɛ t
qꜣr	k ɑ r
qꜣs	k ɑ s
qꜣqꜣw	k ɑ k ɑ uː
qꜣdt	k ɑ d ɛ t
qꜣḏꜣr	k ɑ d͡ʒ ɑ r
qjs	k i s
qysrs	k iː s r ɛ s
qꜥḥ	k ɑː h
qbꜥw	k ɛ b ɑː uː
qbw	k ɛ b uː
qbb	qʼ a b a b
qbb	qʼ a b a b
qbb	qʼ ə b a b
qbb	qʼ ə β a p
qbb	qʼ a b a b
qbb	qʼ a b a b
qbb	qʼ ə b a b
qbb	qʼ ə β a p
qbb	k ɛ b ɛ b
qbḥ	k ɛ b ɛ h
qbḥw	k ɛ b ɛ h uː
qmꜣ	k ɛ m ɑ
qmd	k ɛ m ɛ d
qnj	k ɛ n i
qnj	k ɛ n i
qnj	qʼ i n j i t
qnj	qʼ i n j i ʔ
qnj	qʼ e n j a
qnj	qʼ e n j ə
qnj	qʼ i n j i t
qnj	qʼ i n j i ʔ
qnj	qʼ e n j a
qnj	qʼ e n j ə
qnj	k ɛ n i
qnjw	k ɛ n i uː
qnjt	k ɛ n i t
qnyt	k ɛ n iː t
qnw	k ɛ n uː
qnb	k ɛ n ɛ b
qnbt	k ɛ n b ɛ t
qnt	k ɛ n ɛ t
qrwjwꜣpꜣdrꜣ	k ɛ r uː i uː ɑ p ɑ d r ɑ
qrwjwꜣpꜣdrꜣt	k ɛ r uː i uː ɑ p ɑ d r ɑ t
qrf	qʼ a ɾ a f
qrf	qʼ a ɾ a f
qrf	qʼ ə ɾ a f
qrf	qʼ ə ɾ a f
qrf	qʼ a ɾ a f
qrf	qʼ a ɾ a f
qrf	qʼ ə ɾ a f
qrf	qʼ ə ɾ a f
qrf	k ɛ r ɛ f
qrft	k ɛ r f ɛ t
qrr	k ɛ r ɛ r
qrrt	k ɛ r ɛ r ɛ t
qrs	qʼ aː ɾ a s
qrs	qʼ aː ʔ a s
qrs	qʼ aː ʔ ə s
qrs	qʼ oː ʔ ə s
qrs	qʼ aː ɾ a s
qrs	qʼ aː ʔ a s
qrs	ɾ
qrs	ʔ
qrs	qʼ aː ɾ s
qrs	qʼ aː ʔ ə s
qrs	qʼ oː ʔ ə s
qrs	k ɛ r ɛ s
qrsw	k ɛ r ɛ s uː
qrst	k ɛ r ɛ s ɛ t
qḥqḥ	k ɛ h k ɛ h
qḥqḥw	k ɛ h k ɛ h uː
qs	qʼ i s
qs	qʼ u s
qs	qʼ i s
qs	qʼ u s
qs	qʼ e s
qs	qʼ u s
qs	qʼ e s
qs	qʼ ø s
qs	qʼ i s
qs	qʼ u s
qs	qʼ i s
qs	qʼ u s
qs	qʼ e s
qs	qʼ u s
qs	qʼ e s
qs	qʼ ø s
qs	k ɛ s
qsn	k ɛ s ɛ n
qsnt	k ɛ s ɛ n ɛ t
qqtj	k ɛ k t i
qd	qʼ aː tʼ
qd	qʼ aː tʼ
qd	qʼ aː tʼ
qd	qʼ oː tʼ
qd	qʼ aː tʼ
qd	qʼ aː tʼ
qd	qʼ aː tʼ
qd	qʼ oː tʼ
qd	k ɛ d
qdj	qʼ i tʼ j i t
qdj	qʼ i tʼ j i ʔ
qdj	qʼ i tʼ a
qdj	qʼ e tʼ ə
qdj	qʼ i tʼ j i t
qdj	qʼ i tʼ j i ʔ
qdj	qʼ i tʼ a
qdj	qʼ e tʼ ə
qdj	k ɛ d i
qdnw	k ɛ d n uː
qdš	k ɛ d ɛ ʃ
qdšw	k ɛ d ʃ uː
qdt	k ɛ d ɛ t
qdtt	k ɛ d t ɛ t
qdd	k ɛ d ɛ d
kꜣ	k u ʀ
kꜣ	k u ʀ
kꜣ	k u j
kꜣ	k o j
kꜣ	k u ʀ
kꜣ	k u ʀ
kꜣ	k u j
kꜣ	k o j
kꜣ	u
kꜣ	o
kꜣ	ø
kꜣ	k ɑ
kꜣ	k ɑ
kꜣ	k ɑ
kꜣ	k a ʀ
kꜣ	k a ʀ
kꜣ	k a ʔ
kꜣ	k a ʔ
kꜣ	k a ʀ
kꜣ	k a ʀ
kꜣ	k a ʔ
kꜣ	k a ʔ
kꜣ	k ɑ
kꜣj	k ɑ i
kꜣw	k ɑ uː
kꜣwtj	k ɑ uː t i
kꜣp	k aː ʀ a p
kꜣp	k aː ʀ a p
kꜣp	k aː ʔ ə p
kꜣp	k oː ʔ ə p
kꜣp	k aː ʀ a p
kꜣp	k aː ʀ a p
kꜣp	k aː ʔ ə p
kꜣp	k oː ʔ ə p
kꜣp	k ɑ p
kꜣp	k ɑ p
kꜣpw	k ɑ p uː
kꜣpt	k a ʀ p a t
kꜣpt	k a ʀ p a ʔ
kꜣpt	k aː p a
kꜣpt	k oː p ə
kꜣpt	k a ʀ p a t
kꜣpt	k a ʀ p a ʔ
kꜣpt	k aː p a
kꜣpt	k oː p ə
kꜣpt	k ɑ p ɛ t
kꜣm	k a ʀ n V w
kꜣm	k aː ʀ V m
kꜣm	k aː ʔ ə m
kꜣm	k oː ʔ ə m
kꜣm	k a ʀ n V w
kꜣm	k aː ʀ V m
kꜣm	k aː ʔ ə m
kꜣm	k oː ʔ ə m
kꜣm	k ɑ m
kꜣmw	k a ʀ m i w
kꜣmw	k a ʀ m i w
kꜣmw	k ə m e ʔ
kꜣmw	k ə m e ʔ
kꜣmw	k a ʀ m i w
kꜣmw	k a ʀ m i w
kꜣmw	k ə m e ʔ
kꜣmw	k ə m e ʔ
kꜣmw	k a ʀ m i w w a w
kꜣmw	k a ʀ m i w w a w
kꜣmw	k ə m e ʔ w ə
kꜣmw	k ə m e ʔ w
kꜣmw	k a ʀ m i w w a w
kꜣmw	k a ʀ m i w w a w
kꜣmw	k ə m e ʔ w ə
kꜣmw	k ə m e ʔ w
kꜣmw	k ɑ m uː
kꜣmn	k ɑ m ɛ n
kꜣnywšꜣ	k ɑ n iː uː ʃ ɑ
kꜣnꜥnꜥ	k ɑ n ɑː n ɑː
kꜣr	k ɑ r
kꜣry	k ɑ r iː
kꜣhs	k ɑ h ɛ s
kꜣs	k ɑ s
kꜣš	k ɑ ʃ
kꜣštꜣ	k ɑ ʃ t ɑ
kꜣkꜣ	k ɑ k ɑ
kꜣkꜣj	k ɑ k ɑ i
kꜣt	k ɑ t
kj	k i
ky	k iː
kw	k uː
kbn	k ɛ b ɛ n
kf	k ɛ f
kfꜣ	k ɛ f ɑ
kfj	k ɛ f i
kftjw	k ɛ f t i uː
km	k aː m
km	k aː m
km	k aː m
km	k oː m
km	k aː m
km	k aː m
km	k aː m
km	k oː m
km	k ɛ m
km	k uː m a w
km	k uː m a w
km	k uː m ə
km	k eː m
km	k uː m a w
km	k uː m a w
km	k uː m ə
km	k eː m
km	k ɛ m
kmyt	k ɛ m iː t
kmbjṯt	k ɛ m b i t͡ʃ ɛ t
kmm	k a m a m
kmm	k a m a m
kmm	k ə m a m
kmm	k ə m a m
kmm	k a m a m
kmm	k a m a m
kmm	k ə m a m
kmm	k ə m a m
kmm	k ɛ m ɛ m
kmt	k uː m a t
kmt	k uː m a ʔ
kmt	k uː m a
kmt	k eː m ə
kmt	k uː m a t
kmt	k uː m a ʔ
kmt	k uː m a
kmt	k eː m ə
kmt	k ɛ m ɛ t
knj	k ɛ n i
knꜥnw	k ɛ n ɑː n uː
kns	k ɛ n ɛ s
krtj	k ɛ r t i
ksj	k ɛ s i
ksw	k ɛ s uː
kš	k ɛ ʃ
kkw	k i k j V w
kkw	k i k j V w
kkw	k e k j ə
kkw	k e k i
kkw	k i k j V w
kkw	k i k j V w
kkw	k e k j ə
kkw	k e k i
kkw	k ɛ k uː
ktt	k a t a t
ktt	k a t a ʔ
ktt	k ə t a ʔ
ktt	k ə t a ʔ
ktt	k a t a t
ktt	k a t a ʔ
ktt	k ə t a ʔ
ktt	k ə t a ʔ
ktt	k ɛ t ɛ t
gꜣw	ɡ ɑ uː
gꜣbt	kʼ a ʀ b a t
gꜣbt	kʼ a ʀ b a ʔ
gꜣbt	kʼ aː b a
gꜣbt	kʼ oː β ə
gꜣbt	kʼ a ʀ b a t
gꜣbt	kʼ a ʀ b a ʔ
gꜣbt	kʼ aː b a
gꜣbt	kʼ oː β ə
gꜣbt	ɡ ɑ b ɛ t
gꜣš	kʼ e ʃ
gꜣš	kʼ e ʃ
gꜣš	ɡ ɑ ʃ
gꜣḏꜣty	ɡ ɑ d͡ʒ ɑ t iː
gwꜣwꜣ	ɡ uː ɑ uː ɑ
gwš	ɡ uː ʃ
gbꜣ	ɡ ɛ b ɑ
gbb	kʼ uː b V b
gbb	kʼ uː b V b
gbb	kʼ uː b ə
gbb	kʼ eː β
gbb	kʼ uː b V b
gbb	kʼ uː b V b
gbb	kʼ uː b ə
gbb	kʼ eː β
gbb	ɡ ɛ b ɛ b
gbtjw	ɡ ɛ b t i uː
gp	kʼ aː p
gp	kʼ aː p
gp	kʼ oː p
gp	kʼ aː p
gp	kʼ aː p
gp	kʼ oː p
gp	kʼ uː p a w
gp	kʼ uː p a w
gp	kʼ eː p
gp	kʼ uː p a w
gp	kʼ uː p a w
gp	kʼ eː p
gp	ɡ ɛ p
gm	ɡ ɛ m
gmj	kʼ iː m i t
gmj	kʼ iː m i ʔ
gmj	kʼ iː m a
gmj	kʼ iː m ə
gmj	kʼ iː m i t
gmj	kʼ iː m i ʔ
gmj	kʼ iː m a
gmj	kʼ iː m ə
gmj	ɡ ɛ m i
gmḥ	ɡ ɛ m ɛ h
gmḥt	ɡ ɛ m h ɛ t
gmgm	kʼ a m kʼ a m
gmgm	kʼ a m kʼ a m
gmgm	kʼ a m kʼ ə m
gmgm	kʼ a m kʼ ə m
gmgm	kʼ a m kʼ a m
gmgm	kʼ a m kʼ a m
gmgm	kʼ a m kʼ ə m
gmgm	kʼ a m kʼ ə m
gmgm	ɡ ɛ m ɡ ɛ m
gmt	ɡ ɛ m ɛ t
gnn	kʼ a n a n
gnn	kʼ a n a n
gnn	kʼ ə n a n
gnn	kʼ ə n a n
gnn	kʼ a n a n
gnn	kʼ a n a n
gnn	kʼ ə n a n
gnn	kʼ ə n a n
gnn	ɡ ɛ n ɛ n
gnẖ	ɡ ɛ n ɛ ç
gr	kʼ aː ɾ
gr	kʼ aː ʔ
gr	kʼ aː ʔ
gr	kʼ oː ʔ
gr	kʼ aː ɾ
gr	kʼ aː ʔ
gr	kʼ aː ʔ
gr	kʼ oː ʔ
gr	ɡ ɛ r
grw	ɡ ɛ r uː
grw	ɡ ɛ r uː
grḥ	ɡ ɛ r ɛ h
grḥ	kʼ aː ɾ a ħ
grḥ	kʼ aː ɾ a ħ
grḥ	kʼ aː ɾ ə ħ
grḥ	kʼ oː ɾ ə ħ
grḥ	kʼ aː ɾ a ħ
grḥ	kʼ aː ɾ a ħ
grḥ	kʼ aː ɾ ə ħ
grḥ	kʼ oː ɾ ə ħ
grḥ	ɡ ɛ r ɛ h
grg	kʼ a l kʼ V w
grg	kʼ a l kʼ V w
grg	kʼ a l kʼ ə
grg	kʼ a l kʼ
grg	kʼ a l kʼ V w
grg	kʼ a l kʼ V w
grg	kʼ a l kʼ ə
grg	kʼ a l kʼ
grg	ɡ ɛ r ɛ ɡ
grgt	kʼ a ɾ uː kʼ V t
grgt	kʼ a ɾ uː kʼ V ʔ
grgt	kʼ ə ɾ uː kʼ a
grgt	kʼ ə ɾ eː kʼ ə
grgt	kʼ a ɾ uː kʼ V t
grgt	kʼ a ɾ uː kʼ V ʔ
grgt	kʼ ə ɾ uː kʼ a
grgt	kʼ ə ɾ eː kʼ ə
grgt	ɡ ɛ r ɡ ɛ t
grt	ɡ ɛ r ɛ t
gḥs	kʼ a ħ a s
gḥs	kʼ a ħ a s
gḥs	kʼ ə ħ a s
gḥs	kʼ ə ħ a s
gḥs	kʼ a ħ a s
gḥs	kʼ a ħ a s
gḥs	kʼ ə ħ a s
gḥs	kʼ ə ħ a s
gḥs	ɡ ɛ h ɛ s
gs	kʼ a s
gs	kʼ a s
gs	kʼ a s
gs	kʼ a s
gs	kʼ a s
gs	kʼ a s
gs	kʼ a s
gs	kʼ a s
gs	ɡ ɛ s
gsꜣ	ɡ ɛ s ɑ
gstj	kʼ a s t V j
gstj	kʼ a s t V j
gstj	kʼ a s t ə
gstj	kʼ a s t
gstj	kʼ a s t V j
gstj	kʼ a s t V j
gstj	kʼ a s t ə
gstj	kʼ a s t
gstj	ɡ ɛ s t i
t	t ɛ
tꜣ	t a ʀ
tꜣ	t a ʀ
tꜣ	t a ʔ
tꜣ	t a ʔ
tꜣ	t a ʀ
tꜣ	t a ʀ
tꜣ	t a ʔ
tꜣ	t a ʔ
tꜣ	t ɑ
tꜣ	t i ʀ
tꜣ	t i ʀ
tꜣ	t ə
tꜣ	t ə
tꜣ	t i ʀ
tꜣ	t i ʀ
tꜣ	t ə
tꜣ	t ə
tꜣ	t ɑ
tꜣj	t ɑ i
tꜣy	t ɑ iː
tꜣw	t ɑ uː
tꜣwj	t a ʀ w V j
tꜣwj	t a ʀ w V j
tꜣwj	t aː w ə
tꜣwj	t oː w
tꜣwj	t a ʀ w V j
tꜣwj	t a ʀ w V j
tꜣwj	t aː w ə
tꜣwj	t oː w
tꜣwj	t ɑ uː i
tꜣhꜣrqꜣ	t ɑ h ɑ r k ɑ
tꜣš	t a ʀ a ʃ
tꜣš	t a ʀ a ʃ
tꜣš	t ə ʔ a ʃ
tꜣš	t ə ʔ a ʃ
tꜣš	t a ʀ a ʃ
tꜣš	t a ʀ a ʃ
tꜣš	t ə ʔ a ʃ
tꜣš	t ə ʔ a ʃ
tꜣš	t ɑ ʃ
Reconstruction:Egyptian/tꜣšj	t a ʀ ʃ i j
Reconstruction:Egyptian/tꜣšj	t a ʀ ʃ i j w a w
Reconstruction:Egyptian/tꜣšj	t a ʀ ʃ i j
Reconstruction:Egyptian/tꜣšj	t a ʀ ʃ i j w a w
Reconstruction:Egyptian/tꜣšj	t ə ʃ e ʔ
Reconstruction:Egyptian/tꜣšj	t ə ʃ e ʔ w ə
Reconstruction:Egyptian/tꜣšj	t ə ʃ e ʔ
Reconstruction:Egyptian/tꜣšj	t ə ʃ e ʔ w
Reconstruction:Egyptian/tꜣšj	t a ʀ ʃ i j
Reconstruction:Egyptian/tꜣšj	t a ʀ ʃ i j w a w
Reconstruction:Egyptian/tꜣšj	t a ʀ ʃ i j
Reconstruction:Egyptian/tꜣšj	t a ʀ ʃ i j w a w
Reconstruction:Egyptian/tꜣšj	t ə ʃ e ʔ
Reconstruction:Egyptian/tꜣšj	t ə ʃ e ʔ w ə
Reconstruction:Egyptian/tꜣšj	t ə ʃ e ʔ
Reconstruction:Egyptian/tꜣšj	t ə ʃ e ʔ w
Reconstruction:Egyptian/tꜣšj	t ɑ ʃ i
tj	t i
tjꜥꜣ	t i ɑː ʔ ɑ
tjw	t i uː
tjmsqw	t i m ɛ s k uː
tjsw	t i s uː
tjkrṯ	t i k r ɛ t͡ʃ
tjt	t i t
tjtj	t i t i
tybꜣrys	t iː b ɑ r iː s
tyts	t iː t ɛ s
tw	t uː
twꜣ	t uː ɑ
twꜣwt	t uː ɑ uː t
twjꜣr	t uː i ɑ r
twy	t uː iː
twn	t uː n
twr	t uː r
twt	t a w aː t i j
twt	t a w aː t i j
twt	t ə w aː t ə
twt	t ə w oː t
twt	t a w aː t i j
twt	t a w aː t i j
twt	t ə w aː t ə
twt	t ə w oː t
twt	t uː t
tw.j	t uː ʔ i
tw.n	t uː ʔ ɛ n
tw.k	t uː ʔ ɛ k
tw.t	t uː ʔ ɛ t
tw.tw	t uː ʔ t uː
tw.tn	t uː ʔ t ɛ n
tp	t a p
tp	t a p
tp	t a p
tp	t a p
tp	t a p
tp	t a p
tp	t a p
tp	t a p
tp	t ɛ p
tpj	t a p i j
tpj	t a p i j
tpj	t ə p e j
tpj	t ə p e j
tpj	t a p i j
tpj	t a p i j
tpj	t ə p e j
tpj	t ə p e j
tpj	t ɛ p i
tpnn	t ɛ p n ɛ n
tpr	t ɛ p ɛ r
tpt	t ɛ p ɛ t
tf	t ɛ f
tf	t ɛ f
tf	t i f
tf	t i f
tf	t e f
tf	t e f
tf	t i f
tf	t i f
tf	t e f
tf	t e f
tf	t ɛ f
tfꜣ	t ɛ f ɑ
tfn	t ɛ f ɛ n
tfnwt	t V f uː n V t
tfnwt	t V f uː n V ʔ
tfnwt	t ə f uː n a
tfnwt	t ə f eː n ə
tfnwt	t V f uː n V t
tfnwt	t V f uː n V ʔ
tfnwt	t ə f uː n a
tfnwt	t ə f eː n ə
tfnwt	t ɛ f n uː t
tfnt	t ɛ f n ɛ t
tm	j a t aː m u w
tm	j a t aː m u w
tm	ʔ a t aː m ə
tm	ʔ a t oː m
tm	j a t aː m u w
tm	j a t aː m u w
tm	ʔ a t aː m ə
tm	ʔ a t oː m
tm	t ɛ m
tmꜣ	t ɛ m ɑ
tmm	t ɛ m ɛ m
tmt	t ɛ m ɛ t
tn	t ɛ n
tnj	t ɛ n i
tnw	t ɛ n uː
tnm	t ɛ n ɛ m
tnmw	t ɛ n ɛ m uː
tnṯ	t ɛ n ɛ t͡ʃ
tr	t ɛ r
thj	t ɛ h i
thw	t ɛ h uː
thm	t ɛ h ɛ m
tḫj	t iː χ i t
tḫj	t iː χ i ʔ
tḫj	t iː χ a
tḫj	t iː χ ə
tḫj	t iː χ i t
tḫj	t iː χ i ʔ
tḫj	t iː χ a
tḫj	t iː χ ə
tḫj	t ɛ x i
tḫj	t ɛ x i
tḫw	t ɛ x uː
tḫn	t ɛ x ɛ n
tḫtḫ	t ɛ x t ɛ x
tšꜣ	t aː ʃ a ʀ
tšꜣ	t aː ʃ a ʀ
tšꜣ	t aː ʃ ə
tšꜣ	t oː ʃ
tšꜣ	t aː ʃ a ʀ
tšꜣ	t aː ʃ a ʀ
tšꜣ	t aː ʃ ə
tšꜣ	t oː ʃ
tšꜣ	t ɛ ʃ ɑ
tkꜣ	t aː k a ʀ
tkꜣ	t aː k a ʀ
tkꜣ	t aː k ə
tkꜣ	t oː k
tkꜣ	t aː k a ʀ
tkꜣ	t aː k a ʀ
tkꜣ	t aː k ə
tkꜣ	t oː k
tkꜣ	t ɛ k ɑ
tkꜣw	t i k ʀ i w
tkꜣw	t i k ʀ i w
tkꜣw	t iː k ə
tkꜣw	t iː k
tkꜣw	t i k ʀ i w
tkꜣw	t i k ʀ i w
tkꜣw	t iː k ə
tkꜣw	t iː k
tkꜣw	t ɛ k ɑ uː
tkn	t ɛ k ɛ n
tkk	t ɛ k ɛ k
ttj	t a t i j
ttj	t a t i j
ttj	t ɛ t i
ttj	t ɛ t i
ṯꜣ	t͡ʃ ɑ
ṯꜣj	c i ʀ j i t
ṯꜣj	t͡ʃ i ʀ j i ʔ
ṯꜣj	t͡ʃ iː ʔ ə
ṯꜣj	t͡ʃ iː ʔ
ṯꜣj	c i ʀ j i t
ṯꜣj	t͡ʃ i ʀ j i ʔ
ṯꜣj	t͡ʃ iː ʔ ə
ṯꜣj	t͡ʃ iː ʔ
ṯꜣj	t͡ʃ ɑ i
ṯꜣy	t͡ʃ ɑ iː
ṯꜣw	c u ʀ w u w
ṯꜣw	t u ʀ w u w
ṯꜣw	t uː w ə
ṯꜣw	t eː w
ṯꜣw	c u ʀ w u w
ṯꜣw	t u ʀ w u w
ṯꜣw	t uː w ə
ṯꜣw	t eː w
ṯꜣw	t͡ʃ ɑ uː
ṯꜣw	c i ʀ w i t
ṯꜣw	t͡ʃ i ʀ w i ʔ
ṯꜣw	t͡ʃ iː w a
ṯꜣw	t͡ʃ iː w ə
ṯꜣw	c i ʀ w i t
ṯꜣw	t͡ʃ i ʀ w i ʔ
ṯꜣw	t͡ʃ iː w a
ṯꜣw	t͡ʃ iː w ə
ṯꜣw	t͡ʃ ɑ uː
ṯꜣm	t͡ʃ ɑ m
ṯꜣr	t͡ʃ ɑ r
ṯꜣtj	t͡ʃ ɑ t i
ṯꜣtt	t͡ʃ ɑ t ɛ t
ṯw	t͡ʃ uː
ṯwpꜣjr	c uː p a ɾ
ṯwpꜣjr	c uː p a ɾ
ṯwpꜣjr	t͡ʃ uː p ɑ i r
ṯwfj	t͡ʃ a w f
ṯwfj	t͡ʃ a w f
ṯwfj	t͡ʃ uː f i
ṯwn	t͡ʃ uː n
ṯwt	t͡ʃ uː t
ṯb	t͡ʃ ɛ b
ṯbwt	t͡ʃ ɛ b uː t
ṯpḥt	t͡ʃ ɛ p h ɛ t
ṯm	t͡ʃ ɛ m
ṯmꜣ	t͡ʃ ɛ m ɑ
ṯmḥ	t͡ʃ ɛ m ɛ h
ṯms	t͡ʃ ɛ m ɛ s
ṯmt	t͡ʃ ɛ m ɛ t
ṯn	t͡ʃ ɛ n
ṯnj	t͡ʃ ɛ n i
ṯnj	t͡ʃ ɛ n i
ṯnj	c aː n a j
ṯnj	t aː n a j
ṯnj	t aː n ə
ṯnj	t oː n
ṯnj	c aː n a j
ṯnj	t aː n a j
ṯnj	t aː n ə
ṯnj	t oː n
ṯnj	t͡ʃ ɛ n i
ṯnj	t͡ʃ ɛ n i
ṯnw	t͡ʃ ɛ n uː
ṯnwt	t͡ʃ ɛ n uː t
ṯnm	t͡ʃ ɛ n ɛ m
ṯnḥr	t͡ʃ ɛ n h ɛ r
ṯnṯꜣt	t͡ʃ ɛ n t͡ʃ ɑ t
ṯrp	t͡ʃ ɛ r ɛ p
ṯrm	c aː ɾ a m
ṯrm	t͡ʃ aː ɾ a m
ṯrm	t͡ʃ aː ɾ ə m
ṯrm	t͡ʃ oː ɾ ə m
ṯrm	c aː ɾ a m
ṯrm	t͡ʃ aː ɾ a m
ṯrm	t͡ʃ aː ɾ ə m
ṯrm	t͡ʃ oː ɾ ə m
ṯrm	t͡ʃ ɛ r ɛ m
ṯrt	c aː ɾ a t
ṯrt	t aː ɾ a ʔ
ṯrt	t aː ɾ a
ṯrt	t oː ɾ ə
ṯrt	c aː ɾ a t
ṯrt	t aː ɾ a ʔ
ṯrt	t aː ɾ a
ṯrt	t oː ɾ ə
ṯrt	t͡ʃ ɛ r ɛ t
ṯḥw	t͡ʃ ɛ h uː
ṯḥn	t͡ʃ ɛ h ɛ n
ṯḥnw	t͡ʃ ɛ h ɛ n uː
ṯḥnt	t͡ʃ ɛ h n ɛ t
ṯz	t͡ʃ ɛ z
ṯzj	c iː z i t
ṯzj	t͡ʃ iː s i ʔ
ṯzj	t͡ʃ iː s a
ṯzj	t͡ʃ iː s ə
ṯzj	c iː z i t
ṯzj	t͡ʃ iː s i ʔ
ṯzj	t͡ʃ iː s a
ṯzj	t͡ʃ iː s ə
ṯzj	t͡ʃ ɛ z i
ṯzm	t͡ʃ ɛ z ɛ m
ṯzt	t͡ʃ ɛ z ɛ t
ṯztj	t͡ʃ ɛ z t i
ṯš	t͡ʃ ɛ ʃ
dꜣ	d ɑ
dꜣjr	d ɑ i r
dꜣb	d ɑ b
dꜣr	d ɑ r
dꜣt	d ɑ t
dꜣdꜣ	d ɑ d ɑ
dj	d i
djw	tʼ iː j a w
djw	tʼ iː j a w
djw	tʼ iː w ə
djw	tʼ iː w
djw	tʼ iː j a w
djw	tʼ iː j a w
djw	tʼ iː w ə
djw	tʼ iː w
djw	d i uː
djnw	d i n uː
dyw	tʼ i j j a w
dyw	tʼ i j j a w
dyw	d iː uː
dwꜣ	d uː ɑ
dwꜣw	d uː ɑ uː
dwꜣt	tʼ u w ʀ a t
dwꜣt	tʼ u w ʀ a ʔ
dwꜣt	tʼ uː ʔ ə
dwꜣt	tʼ eː ʔ
dwꜣt	tʼ u w ʀ a t
dwꜣt	tʼ u w ʀ a ʔ
dwꜣt	tʼ uː ʔ ə
dwꜣt	tʼ eː ʔ
dwꜣt	d uː ɑ t
dwꜣtj	d uː ɑ t i
dwn	tʼ aː w a n
dwn	tʼ aː w a n
dwn	tʼ aː w ə n
dwn	tʼ oː w ə n
dwn	tʼ aː w a n
dwn	tʼ aː w a n
dwn	tʼ aː w ə n
dwn	tʼ oː w ə n
dwn	d uː n
db	d ɛ b
db	tʼ i b
db	tʼ i b
db	tʼ e b
db	tʼ e p
db	tʼ i b
db	tʼ i b
db	tʼ e b
db	tʼ e p
db	d ɛ b
dbꜣ	d ɛ b ɑ
dbn	tʼ iː b a n
dbn	tʼ iː b a n
dbn	tʼ iː b ə n
dbn	tʼ iː β ə n
dbn	tʼ iː b a n
dbn	tʼ iː b a n
dbn	tʼ iː b ə n
dbn	tʼ iː β ə n
dbn	d ɛ b ɛ n
dbn	d ɛ b ɛ n
dbn	d ɛ b ɛ n
dbnt	d ɛ b n ɛ t
dbḥ	tʼ aː b a ħ
dbḥ	tʼ aː b a ħ
dbḥ	tʼ aː b ə ħ
dbḥ	tʼ oː β ə ħ
dbḥ	tʼ aː b a ħ
dbḥ	tʼ aː b a ħ
dbḥ	tʼ aː b ə ħ
dbḥ	tʼ oː β ə ħ
dbḥ	d ɛ b ɛ h
dp	d ɛ p
dpy	d ɛ p iː
dpt	tʼ Vː p u t
dpt	tʼ Vː p u ʔ
dpt	tʼ Vː p a
dpt	tʼ Vː p ə
dpt	tʼ Vː p u t
dpt	tʼ Vː p u ʔ
dpt	tʼ Vː p a
dpt	tʼ Vː p ə
dpt	d ɛ p ɛ t
dpt	tʼ iː p V t
dpt	tʼ iː p V ʔ
dpt	tʼ iː p a
dpt	tʼ iː p ə
dpt	tʼ iː p V t
dpt	tʼ iː p V ʔ
dpt	tʼ iː p a
dpt	tʼ iː p ə
dpt	d ɛ p ɛ t
dpt	d ɛ p ɛ t
dpt	tʼ iː p V t
dpt	tʼ iː p V ʔ
dpt	tʼ iː p a
dpt	tʼ iː p ə
dpt	tʼ iː p V t
dpt	tʼ iː p V ʔ
dpt	tʼ iː p a
dpt	tʼ iː p ə
dpt	d ɛ p ɛ t
dm	d ɛ m
dmꜣt	d ɛ m ɑ t
dmj	tʼ iː m V ɾ
dmj	tʼ iː m V ʔ
dmj	tʼ iː m a
dmj	tʼ iː m ə
dmj	tʼ iː m V ɾ
dmj	tʼ iː m V ʔ
dmj	tʼ iː m a
dmj	tʼ iː m ə
dmj	d ɛ m i
dmj	d ɛ m i
dmḏ	d ɛ m ɛ d͡ʒ
dmḏj	tʼ aː m a cʼ
dmḏj	tʼ aː m a tʼ
dmḏj	tʼ aː m ə tʼ
dmḏj	tʼ oː m ə tʼ
dmḏj	tʼ aː m a cʼ
dmḏj	tʼ aː m a tʼ
dmḏj	tʼ aː m ə tʼ
dmḏj	tʼ oː m ə tʼ
dmḏj	tʼ i m cʼ i t
dmḏj	tʼ i m tʼ i ʔ
dmḏj	tʼ e m tʼ a
dmḏj	tʼ e m tʼ ə
dmḏj	tʼ i m cʼ i t
dmḏj	tʼ i m tʼ i ʔ
dmḏj	tʼ e m tʼ a
dmḏj	tʼ e m tʼ ə
dmḏj	d ɛ m ɛ d͡ʒ i
dn	d ɛ n
dnjt	d ɛ n i t
dnjt	tʼ a n j u t
