ং	ŋ
মৌসম	m o u̯ ʃ o m
মৌসুম	m o u̯ s u m
মৌসুম	m o u̯ ʃ u m
মৌসুমি	m o u̯ ʃ u m iˑ
ম্যাজেন্টা	m æ d͡ʒ e ɳ ʈ aˑ
ম্যাজেন্টা	m ɛ d ʑ e n t aˑ
ম্যাডাম	m æ ɖ a m
ম্যাডাম	m æ ɽ a m
ম্যাডাম	m ɛ d a m
ম্যাডাম	m ɛ ɽ a m
ম্লেচ্ছ	m i l e t ɕʰː oˑ
ম্লেচ্ছ	m i l e t͡ʃʰː oˑ
ম্লেচ্ছ	m l e t ɕʰː oˑ
ম্লেচ্ছ	m l e t͡ʃʰː oˑ
য	d ʑ ɔː
য	d ʑ ɔˑ
য	d͡ʒ ɔˑ
য	z ɔˑ
যক্ষ্মা	d ʑ ɔ kʰː aˑ
যক্ষ্মা	d͡ʒ ɔ kʰː aˑ
যখন	d ʑ ɔ kʰ ɔ n
যখন	d̪ z ɔ kʰ ɔ n
যখন	d͡ʒ ɔ kʰ ɔ n
যখন	z ɔ x ɔ n
যত্ন	d ʑ ɔ t̪ n oˑ
যত্ন	d͡ʒ ɔ t̪ n oˑ
যথা	d ʑ ɔ t̪ʰ aˑ
যথা	d̪ z ɔ t̪ʰ aˑ
যথা	d͡ʒ ɔ t̪ʰ aˑ
যথা	z ɔ t̪ áˑ
যথেষ্ট	d ʑ ɔ t̪ʰ e s t oˑ
যথেষ্ট	d ʑ ɔ t̪ʰ e ʃ t oˑ
যথেষ্ট	d͡ʒ ɔ t̪ʰ e ʂ ʈ oˑ
যদি	d ʑ o d̪ iˑ
যদি	d͡ʒ o d̪ iˑ
যদিও	d ʑ o d̪ i̯ oˑ
যদিও	d͡ʒ o d̪ i̯ oˑ
যদ্দিন	d ʑ ɔ d̪ː i n
যদ্দিন	d̪ z ɔ d̪ː i n
যদ্দিন	d͡ʒ ɔ d̪ː i n
যদ্দিন	z ɔ d̪ː i n
যন্ত্রণা	d ʑ ɔ n t̪ː ɹ ɔ n aˑ
যন্ত্রণা	d͡ʒ ɔ n t̪ː ɾ ɔ n aˑ
যন্ত্রণাদায়ক	d ʑ ɔ n t̪ː ɹ o n a d̪ a e̯ o k
যন্ত্রণাদায়ক	d͡ʒ ɔ n t̪ː ɾ o n a d̪ a e̯ o k
যবন	d ʑ ɔ b o n
যবন	d͡ʒ ɔ b o n
যম	d ʑ ɔ m
যম	d ʑ ɔː m
যম	d͡ʒ ɔ m
যমজ	d ʑ ɔ m o d ʑ
যমজ	d͡ʒ ɔ m o d͡ʒ
যশোর	d ʑ ɔ ʃ o ɾ
যশোর	d͡ʒ ɔ ʃ o ɾ
যা	d ʑ aː
যা	d ʑ aˑ
যা	d͡ʒ aˑ
যাওয়া	d ʑ a o̯ aˑ
যাওয়া	d͡ʒ a o̯ aˑ
যাচ্ছেতাই	d ʑ a t ɕʰː e t̪ a i̯
যাচ্ছেতাই	d͡ʒ a t͡ʃʰː e t̪ a i̯
যাতে	d ʑ a t̪ eˑ
যাতে	d͡ʒ a t̪ eˑ
যাত্রা	d ʑ a t̪ː ɹ aˑ
যাত্রা	d͡ʒ a t̪ː ɾ aˑ
যাদুঘর	d ʑ a d̪ u ɡʱ ɔ ɹ
যাদুঘর	d͡ʒ a d̪ u ɡʱ ɔ ɾ
যান্ত্রিক	d ʑ a n t̪ː ɹ i k
যান্ত্রিক	d͡ʒ a n t̪ː ɾ i k
যাপন	d ʑ a p o n
যাপন	d͡ʒ a p o n
যিনা	d ʑ i n aˑ
যিনা	d͡ʒ i n aˑ
যিনি	d ʑ i n iˑ
যিনি	d͡ʒ i n iˑ
যিশু	d ʑ i ʃ uˑ
যিশু	d͡ʒ i ʃ uˑ
যুক্তরাজ্য	d ʑ u k t̪ ɔ ɹ a d ʑː oˑ
যুক্তরাজ্য	d͡ʒ u k t̪ ɔ ɾ a d͡ʒ d͡ʒ oˑ
যুক্তরাজ্য	d͡ʒ u k t̪ ɔ ɾ a z̪̪ d͡ʒ oˑ
যুক্তরাষ্ট্র	d ʑ u k t̪ ɔ ɹ a s tː ɹ oˑ
যুক্তরাষ্ট্র	d ʑ u k t̪ ɔ ɹ a ʃ tː ɹ oˑ
যুক্তরাষ্ট্র	d͡ʒ u k t̪ ɔ ɾ a ʂ ʈː ɾ oˑ
যুক্তি	d ʑ u k t̪ iˑ
যুক্তি	d͡ʒ u k t̪ iˑ
যুক্তিবাদিতা	d ʑ u k t̪ i b a d̪ i t̪ aˑ
যুক্তিবাদিতা	d͡ʒ u k t̪ i b a d̪ i t̪ aˑ
যুক্তিবাদী	d ʑ u k t̪ i b a d̪ iˑ
যুক্তিবাদী	d͡ʒ u k t̪ i b a d̪ iˑ
যুগল	d ʑ u ɡ ɔ l
যুগল	d͡ʒ u ɡ ɔ l
যুদ্ধ	d ʑ u d̪ʱː oˑ
যুদ্ধ	d͡ʒ u d̪ʱː oˑ
যুযু	d ʑ u d ʑ uˑ
যুযু	d͡ʒ u d͡ʒ uˑ
যুলফিকার	d ʑ u l f i k a ɾ
যুলফিকার	d͡ʒ u l f i k a ɾ
যুলফিকার	z u l f i k a ɾ
যে	d ʑ eː
যে	d ʑ eˑ
যে	d͡ʒ eˑ
যেখান	d ʑ e kʰ a n
যেখান	d͡ʒ e kʰ a n
যেন	d ʑ ɛ n oˑ
যেন	d͡ʒ æ n oˑ
যেমন	d ʑ ɛ m o n
যেমন	d͡ʒ æ m o n
যোগ	d ʑ o ɡ
যোগ	d͡ʒ o ɡ
যোগিনী	d ʑ o ɡ i n iˑ
যোগিনী	d͡ʒ o ɡ i n iˑ
যোগী	d ʑ o ɡ iˑ
যোগী	d͡ʒ o ɡ iˑ
যোগ্য	d ʑ o ɡː oˑ
যোগ্য	d̪ z o ɡː ɔˑ
যোগ্য	d͡ʒ o ɡː oˑ
যোগ্য	z o ɡː ɔˑ
যোনি	d ʑ o n iˑ
যোনি	d͡ʒ o n iˑ
রং	r ɔ ŋ
রংধনু	r ɔ ŋ d̪ʱ o n uˑ
রংধনু	ɹ ɔ ŋ d̪ʱ o n uˑ
রংপুর	r ɔ ŋ p u ɾ
রংপুর	ɹ ɔ ŋ p u ɹ
রংপুরী	r ɔ ŋ p u ɾ iˑ
রংপুরী	ɹ ɔ ŋ p u ɹ iˑ
রইদ	r ɔ i d̪
রইদ	ɹ ɔ i d̪
রওনা	r ɔ o̯ n aˑ
রওনা	ɹ ɔ o̯ n aˑ
রওয়া	r ɔ o̯ aˑ
রওয়া	ɹ ɔ o̯ aˑ
রওয়ানা	r ɔ o̯ a n aˑ
রওয়ানা	ɹ ɔ o̯ a n aˑ
রওশন	r ɔ o̯ ʃ ɔ n
রওশন	ɹ ɔ o̯ ʃ ɔ n
রকম	r ɔ k o m
রকম	ɹ ɔ k o m
রক্ষা	r o kʰː aˑ
রক্ষা	ɹ o kʰː aˑ
রচনা	r ɔ t͡ʃ o n aˑ
রচনা	ɹ ɔ t ɕ o n aˑ
রজত	r ɔ d͡ʒ o t̪
রজত	ɹ ɔ d ʑ o t̪
রজনীগন্ধা	r ɔ d͡ʒ o n i ɡ ɔ n d̪ʱ aˑ
রজনীগন্ধা	ɹ ɔ d ʑ o n i ɡ ɔ n d̪ʱ aˑ
রতন	r ɔ t̪ o n
রতন	ɹ ɔ t̪ o n
রত্ন	r ɔ t̪ n oˑ
রত্ন	ɹ ɔ t̪ n oˑ
রদবদল	r ɔ d̪ b ɔ d̪ o l
রদবদল	ɹ ɔ d̪ b ɔ d̪ o l
রব	r ɔ b
রব	r ɔː b
রব	ɹ ɔ b
রবি	r o b iˑ
রবি	ɹ o b iˑ
রবিবার	r o b i b a ɾ
রবিবার	ɹ o b i b a ɹ
রবীন্দ্র	r o b i n d̪ː ɾ oˑ
রবীন্দ্র	ɹ o b i n d̪ː ɹ oˑ
রবীন্দ্রনাথ	ɾ o b i n d̪ ɾ o n äː t̪ʰ
রবীন্দ্রনাথ	ɾ o b i n d̪ː ɾ o n ä t̪
রম	r ɔ m
রম	r ɔː m
রম	ɹ ɔ m
রমজান	r ɔ m d͡ʒ a n
রমজান	r ɔ m z a n
রমজান	ɹ ɔ m d ʑ a n
রমজান	ɹ ɔ m z a n
রশিদ	r o ʃ i d̪
রশিদ	ɹ o ʃ i d̪
রস	r ɔ s
রস	r ɔː s
রস	ɹ ɔ s
রসগোল্লা	r ɔ ʃ o ɡ o lː aˑ
রসগোল্লা	ɹ ɔ ʃ o ɡ o lː aˑ
রসম	r ɔ ʃ o m
রসম	ɹ ɔ ʃ o m
রসায়ন	r ɔ ʃ a e̯ ɔ n
রসায়ন	ɹ ɔ ʃ a e̯ ɔ n
রসুন	r ɔ ʃ u n
রসুন	ɹ ɔ ʃ u n
রসুল	r o s u l
রসুল	ɹ o s u l
রহমত	r ɔ h m o t̪
রহমত	ɹ ɔ h m o t̪
রহমান	r ɔ h m a n
রহমান	ɹ ɔ h m a n
রহস্য	r ɔ h o ʃː oˑ
রহস্য	ɹ ɔ h o ʃː oˑ
রহিম	r o h i m
রহিম	ɹ o h i m
রহিমা	r o h i m aˑ
রহিমা	ɹ o h i m aˑ
রাঁধা	r a n d̪ʱ aˑ
রাঁধা	r ã d̪ʱ aˑ
রাঁধা	ɹ a d̪ʱ aˑ
রাঁধা	ɹ a n d̪ áˑ
রাঁধুনি	r ã d̪ʱ u n iˑ
রাঁধুনি	ɹ a d̪ʱ u n iˑ
রাইয়ান	r a e̯ a n
রাইয়ান	r a i̯ː a n
রাও	r a o̯
রাও	ɹ a o̯
রাক্ষস	r a kʰː ɔ ʃ
রাক্ষস	ɹ a kʰː ɔ ʃ
রাখা	r a kʰ aˑ
রাখা	ɹ a kʰ aˑ
রাখাল	r a kʰ a l
রাখাল	ɹ a kʰ a l
রাগী	r a ɡ iˑ
রাগী	ɹ a ɡ iˑ
রাঙা	r a ŋ aˑ
রাঙা	ɹ a ŋ aˑ
রাজ	r a d̪ z
রাজ	r a d͡ʒ
রাজ	r aː z
রাজ	ɹ a d ʑ
রাজ	ɹ a z
রাজকীয়	r a d͡ʒ ɔ k i̯ oˑ
রাজকীয়	ɹ a d ʑ ɔ k i̯ oˑ
রাজকুমার	r a d͡ʒ k u m a ɾ
রাজকুমার	ɹ a d ʑ k u m a ɹ
রাজপুত	r a d͡ʒ p u t̪
রাজপুত	ɹ a d ʑ p u t̪
রাজস্থান	r a d͡ʒ ɔ s t̪ʰ a n
রাজস্থান	ɹ a d ʑ ɔ s t̪ʰ a n
রাজাই	r a d͡ʒ a i̯
রাজাই	ɹ a d ʑ a i̯
রাজি	r a d͡ʒ iˑ
রাজি	ɹ a d ʑ iˑ
রাজিয়া	r a d͡ʒ i̯ aˑ
রাজিয়া	ɹ a d ʑ i̯ aˑ
রাজ্য	r a d͡ʒ d͡ʒ oˑ
রাজ্য	r a z̪̪ d͡ʒ oˑ
রাজ্য	ɹ a d ʑː oˑ
রাঢ়	r a ɽ
রাঢ়	r a ɾ
রাঢ়	ɹ a ɹ
রাণা	r a n aˑ
রাণা	r a ɳ aˑ
রাণী	r a n iˑ
রাণী	r a ɳ iˑ
রাণী	ɹ a n iˑ
রাত	r a t̪
রাত	ɹ a t̪
রাধা	r a d̪ʱ aˑ
রাধা	ɹ a d̪ʱ aˑ
রান্না	r a nː aˑ
রান্না	ɹ a nː aˑ
রান্নাঘর	r a nː a ɡʱ ɔ ɾ
রান্নাঘর	ɹ a nː a ɡʱ ɔ ɹ
রাবণ	r a b o n
রাবণ	ɹ a b o n
রামচন্দ্র	r a m t͡ʃ ɔ n d̪ː ɾ oˑ
রামচন্দ্র	ɹ a m t ɕ ɔ n d̪ː ɹ oˑ
রামধনু	r a m d̪ʱ o n uˑ
রামধনু	ɹ a m d̪ʱ o n uˑ
রায়	r a e̯
রায়	ɹ a e̯
রাশিয়া	r a ʃ i̯ aˑ
রাশিয়া	ɹ a ʃ i̯ aˑ
রাশেদ	r a ʃ e d̪
রাশেদ	ɹ a ʃ e d̪
রাষ্ট্র	r a ʂ ʈ oˑ
রাষ্ট্র	r a ʂ ʈ ɔˑ
রাষ্ট্র	r a ʂ ʈː ɾ oˑ
রাষ্ট্র	r a ʂ ʈː ɾ ɔˑ
রাষ্ট্র	r a ʃ t ɔˑ
রাষ্ট্র	r a ʃ t ɾ ɔˑ
রাষ্ট্র	ɹ a s t oˑ
রাষ্ট্র	ɹ a s tː ɹ oˑ
রাষ্ট্র	ɹ a ʃ t oˑ
রাষ্ট্র	ɹ a ʃ t ɔˑ
রাষ্ট্র	ɹ a ʃ t ɹ ɔˑ
রাষ্ট্র	ɹ a ʃ tː ɹ oˑ
রাষ্ট্রপতি	r a ʂ ʈː ɾ ɔ p o t̪ iˑ
রাষ্ট্রপতি	r a ʃ t ɾ ɔ p ɔ t̪ iˑ
রাষ্ট্রপতি	ɹ a s tː ɹ ɔ p o t̪ iˑ
রাষ্ট্রপতি	ɹ a ʃ t ɹ ɔ ɸ ɔ t̪ iˑ
রাষ্ট্রপতি	ɹ a ʃ tː ɹ ɔ p o t̪ iˑ
রাসেল	r a s e l
রাস্তা	ɾ ɐ s t̪ ɑ
রাস্তা	ɾ ɐ s̪ t̪ ɑː
রাহুল	r a h u l
রাহুল	ɹ a h u l
রিকশা	r i k ʃ aˑ
রিকশা	ɹ i k ʃ aˑ
রিজিক	r i d͡ʒ i k
রিজিক	r i z i k
রিজিক	ɹ i d ʑ i k
রিজিক	ɹ i z i k
রিমঝিম	r i m d͡ʒʱ i m
রিমঝিম	ɹ i m d ʑʱ i m
রিশকা	r i ʃ k aˑ
রিশকা	ɹ i ʃ k aˑ
রীতি	r i t̪ iˑ
রীতি	ɹ i t̪ iˑ
রুজি	r u d͡ʒ iˑ
রুজি	ɹ u d ʑ iˑ
রুট	r u ʈ
রুট	r uː ʈ
রুট	ɹ u t
রুটি	r u ʈ iˑ
রুটি	ɹ u t iˑ
রুদ্র	r u d̪ː ɾ oˑ
রুদ্র	ɹ u d̪ː ɹ oˑ
রুদ্রাক্ষ	r u d̪ ɾ a kʰː ɔˑ
রুদ্রাক্ষ	r u d̪ː ɾ a kʰː oˑ
রুদ্রাক্ষ	ɹ u d̪ ɹ a x x ɔˑ
রুদ্রাক্ষ	ɹ u d̪ː ɹ a kʰː oˑ
রুধির	r u d̪ʱ i ɾ
রুধির	ɹ u d̪ʱ i ɹ
রুপা	r u p aˑ
রুপা	ɹ u p aˑ
রুবাঈ	r u b a i̯
রুবাঈ	ɹ u b a i̯
রুমাল	r u m a l
রুমাল	ɹ u m a l
রুশ	r u ʃ
রুশ	r uː ʃ
রুশ	ɹ u ʃ
রূপ	r u p
রূপ	r uː p
রূপ	ɹ u p
রূপকথা	r u p k ɔ t̪ʰ aˑ
রূপকথা	ɹ u p k ɔ t̪ʰ aˑ
রূমী	r u m iˑ
রূমী	ɹ u m iˑ
রূহ	r u h oˑ
রূহ	ɹ u h oˑ
রেওয়াজ	r e o̯ a d͡ʒ
রেওয়াজ	ɹ e o̯ a d ʑ
রেওয়াজী	r e o̯ a d͡ʒ iˑ
রেওয়াজী	ɹ e o̯ a d ʑ iˑ
রেওয়ায়ৎ	r e o̯ a e̯ ɔ t̪
রেওয়ায়ৎ	ɹ e o̯ a e̯ ɔ t̪
রেজা	r e d͡ʒ aˑ
রেজা	ɹ e d ʑ aˑ
রেজোয়ান	ɾ e d͡ʒ o o̯ a n
রেজোয়ান	ɾ e z o o̯ a n
রেটিনা	r e ʈ i n aˑ
রেটিনা	ɹ e t i n aˑ
রেদোয়ান	r e d̪ o̯ a n
রেদোয়ান	ɹ e d̪ o̯ a n
রেনেসাঁ	r e n e ʃ ãˑ
রেনেসাঁ	ɹ e n e ʃ aˑ
রেফ	r e f
রেফ	r eː f
রেফ	ɹ e f
রেবেকা	r e b e k aˑ
রেবেকা	ɹ e b e k aˑ
রেলগাড়ি	r e l ɡ a ɽ iˑ
রেলগাড়ি	r e l ɡ a ɾ iˑ
রেলগাড়ি	ɹ e l ɡ a ɹ iˑ
রেশম	r e ʃ o m
রেশম	ɹ e ʃ o m
রেশমি	r e ʃ m iˑ
রেশমি	ɹ e ʃ m iˑ
রেস্টুরেন্ট	r e s ʈ u ɾ e ɳ ʈ
রেস্টুরেন্ট	r e ʂ ʈ u ɾ e ɳ ʈ
রেস্টুরেন্ট	ɹ e s t u ɹ e n t
রেস্তোরাঁ	r e s t̪ o ɾ ãˑ
রেস্তোরাঁ	r e s t̪ õ ɾ aˑ
রেস্তোরাঁ	r e s t̪ ɔ ɾ ãˑ
রেস্তোরাঁ	r e s t̪ː ɾ ãˑ
রেস্তোরাঁ	r ẽ s t̪ o ɾ aˑ
রেস্তোরাঁ	ɹ e s t̪ o ɹ aˑ
রেস্তোরাঁ	ɹ e s t̪ õ ɹ aˑ
রেস্তোরাঁ	ɹ e s t̪ ɔ ɹ aˑ
রেস্তোরাঁ	ɹ e s t̪ː ɹ aˑ
রেহাই	r e h a i̯
রেহাই	ɹ e h a i̯
রোক	r o k
রোক	r oː k
রোক	ɹ o k
রোকড়	r o k ɔ ɽ
রোকড়	r o k ɔ ɾ
রোকড়	ɹ o k ɔ ɹ
রোকসানা	r o k s a n aˑ
রোকসানা	ɹ o k s a n aˑ
রোজ	r o d͡ʒ
রোজ	r o z
রোজ	r oː z
রোজ	ɹ o d ʑ
রোজ	ɹ o z
রোজগার	r o d̪ z ɡ a ɾ
রোজগার	r o d͡ʒ ɡ a ɾ
রোজগার	ɹ o d ʑ ɡ a ɹ
রোজগার	ɹ o z ɡ a ɹ
রোজনামা	r o d͡ʒ n a m aˑ
রোজনামা	ɹ o d ʑ n a m aˑ
রোজা	r o d͡ʒ aˑ
রোজা	ɹ o d ʑ aˑ
রোদ	r o d̪
রোদ	ɹ o d̪
রোম	r o m
রোম	r oː m
রোম	ɹ o m
রোমান	r o m a n
রোমান	ɹ o m a n
রোয়াইঙ্গা	r o̯ a i̯ ŋ ɡ aˑ
রোয়াইঙ্গা	ɹ o̯ a i̯ ŋ ɡ aˑ
রৌশনী	r o u̯ ʃ ɔ n iˑ
রৌশনী	r oː ʃ ɔ n iˑ
রৌশনী	r ɔ u ʃ ɔ n iˑ
রৌশনী	ɹ o u̯ ʃ ɔ n iˑ
রৌশনী	ɹ oː ʃ ɔ n iˑ
রৌশনী	ɹ ɔ u ʃ ɔ n iˑ
লওয়া	l ɔ o̯ aˑ
লক্ষ্মণ	l ɔ kʰː ɔ n
লক্ষ্মী	l o kʰː iˑ
লক্ষ্মীপেঁচা	l ɔ kʰː i p e t ɕ aˑ
লক্ষ্মীপেঁচা	l ɔ kʰː i p ẽ t͡ʃ aˑ
লড়া	l ɔ ɹ aˑ
লড়া	l ɔ ɽ aˑ
লড়া	l ɔ ɾ aˑ
লতা	l ɔ t̪ aˑ
লতিফ	l o t̪ i f
লন্ঠন	l ɔ n tʰ ɔ n
লন্ঠন	l ɔ ɳ ʈʰ ɔ n
লন্ডন	l ɔ n d ɔ n
লন্ডন	l ɔ ɳ ɖ ɔ n
লফজ	l ɔ f z oˑ
লবডঙ্কা	l ɔ b o d ɔ ŋ k aˑ
লবডঙ্কা	l ɔ b o ɖ ɔ ŋ k aˑ
লব্ধ	l ɔ b d̪ ɔ́ˑ
লব্ধ	l ɔ b d̪ʱ oˑ
লব্ধ	l ɔ b d̪ʱ ɔˑ
লম্বা	l ɔ m b aˑ
ললিতা	l o l i t̪ aˑ
লস্কর	l ɔ s k ɔ ɹ
লস্কর	l ɔ s k ɔ ɾ
লস্যি	l ɔ sː iˑ
লহর	l ɔ h o ɹ
লহর	l ɔ h o ɾ
লাইব্রেরি	l a i̯ b ɹ e ɹ iˑ
লাইব্রেরি	l a i̯ b ɾ e ɾ iˑ
লাউ	l a u̯
লাগা	l ɑ ɡ ɑ
লাগানো	l a ɡ a n oˑ
লাগাম	l a ɡ a m
লাগিয়া	l a ɡ i̯ aˑ
লাচ্ছি	l a sː iˑ
লাচ্ছি	l a t ɕʰː iˑ
লাচ্ছি	l a t͡ʃʰː iˑ
লাঞ্চ	l a n t ɕ
লাঞ্চ	l a n t͡ʃ
লাঞ্ছিত	l a n t ɕʰ i t̪ oˑ
লাঞ্ছিত	l a n t͡ʃʰ i t̪ oˑ
লাট	l aː ʈ
লাঠি	l a ʈʰ iˑ
লাথি	l a t̪ʰ i
লাফ	l a f
লাফ	l a p
লাফ	l a ɸ
লাফ	l aː f
লাফ	l aː p
লাফানো	l a pʰ a n o
লাফানো	l a ɸ a n o
লাভ	l a v
লাভ	l aː b
লাভা	l a bʱ aˑ
লাভা	l a v aˑ
লাল	l a l
লাল	l aː l
লালন	l a l o n
লালা	l a l aˑ
লাশ	l a ʃ
লাশ	l aː ʃ
লাস্যি	l a sː iˑ
লিঙ্গ	l i ŋ ɡ oˑ
লিচু	l i t ɕ uˑ
লিচু	l i t͡ʃ uˑ
লিপস্টিক	l i p s t i k
লিপস্টিক	l i p s ʈ i k
লিপস্টিক	l i p ʂ ʈ i k
লিফট	l i f t
লিফট	l i f ʈ
লিসবন	l i s b o n
লুকোচুরি	l u k o t ɕ u ɹ iˑ
লুকোচুরি	l u k o t͡ʃ u ɾ iˑ
লুঙ্গি	l u ŋ ɡ iˑ
লুৎফুর	l u t̪ f u ɹ
লুৎফুর	l u t̪ f u ɾ
লেওড়া	l æ o̯ ɹ aˑ
লেওড়া	l æ o̯ ɽ aˑ
লেওড়া	l æ o̯ ɾ aˑ
লেখা	l e kʰ aˑ
লেখা	l æ kʰ aˑ
লেখা	l ɛ kʰ aˑ
লেখানো	l e kʰ a n oˑ
লেজ	l e d ʑ
লেজ	l e d͡ʒ
লেজ	l ɛ d ʑ
লেজ	l ɛ d͡ʒ
লেপটানো	l e p t a n oˑ
লেপটানো	l e p ʈ a n oˑ
লেবু	l e b u
লেমনেড	l e m ɔ n e d
লেমনেড	l e m ɔ n e ɖ
লোকমা	l o k m aˑ
লোকসান	l o k ʃ a n
লোচন	l o t ɕ ɔ n
লোচন	l o t͡ʃ ɔ n
লোপ	l o p
লোপ	l oː p
লোহা	l o h aˑ
লৌহ	l o u̯ h oˑ
ল্যাজ	l æ d͡ʒ
ল্যাজ	l ɛ d ʑ
শ	ʃ ɔː
শ	ʃ ɔˑ
শউর	ʃ o d ʑ u ɹ
শউর	ʃ o d͡ʒ u ɾ
শওহর	ʃ ɔ o̯ h ɔ ɹ
শওহর	ʃ ɔ o̯ h ɔ ɾ
শক্ত	ʃ ɔ k t̪ oˑ
শক্তি	ʃ o k t̪ i
শখ	ʃ ɔ x
শখ	ʃ ɔː k
শখ্‌স	ʃ o kʰ s
শখ্‌স	ʃ o kʰ ʃ
শখ্‌স	ʃ o kʰ ʃ oˑ
শখ্‌স	ʃ o x s
শখ্‌স	ʃ o x ʃ
শখ্‌স	ʃ o x ʃ oˑ
শঙ্খচূড়	ʃ ɔ ŋ kʰ ɔ t ɕ u ɹ
শঙ্খচূড়	ʃ ɔ ŋ kʰ ɔ t͡ʃ u ɽ
শঙ্খচূড়	ʃ ɔ ŋ kʰ ɔ t͡ʃ u ɾ
শণ	ʃ ɔ n
শণ	ʃ ɔː n
শত	s̠ ɔ̜ t̪ oˑ
শত	s̠ ɔ̜ t̪ ɔ̝̜ˑ
শতরকম	s̠ ɔ̜ t̪ o ɾ ɔ̜ k oˑ m
শত্রু	ʃ o t̪ː ɾ uˑ
শত্রুতা	ʃ o t̪ː ɾ u t̪ aˑ
শনাক্ত	ʃ ɔ n a k t̪ oˑ
শনি	ʃ o n iˑ
শনিবার	ʃ o n i b a ɹ
শনিবার	ʃ o n i b a ɾ
শপথ	ʃ ɔ p ɔ t̪
শপথ	ʃ ɔ ɸ ɔ t̪ʰ
শবনম	ʃ ɔ b n ɔ m
শব্দ	ʃ ɔ b d̪ oˑ
শমশের	ʃ ɔ m ɔ ʃ e ɹ
শমশের	ʃ ɔ m ɔ ʃ e ɾ
শয়তান	ʃ ɔ e t̪ a n
শরণ	ʃ ɔ ɹ o n
শরণ	ʃ ɔ ɾ o n
শরবত	s ɔ ɹ b o t̪
শরবত	s ɔ ɾ b o t̪
শরবত	ʃ ɔ ɹ b o t̪
শরবত	ʃ ɔ ɾ b o t̪
শরম	ʃ ɔ ɹ o m
শরম	ʃ ɔ ɾ o m
শরমানো	ʃ ɔ ɹ m a n oˑ
শরমানো	ʃ ɔ ɾ m a n oˑ
শরীফ	ʃ o ɾ i f
শরীর	ʃ o ɹ i l
শরীর	ʃ o ɹ i ɾ
শরীর	ʃ o ɾ i l
শরীর	ʃ o ɾ i ɾ
শর্করা	ʃ ɔ ɹ k ɔ ɹ aˑ
শর্করা	ʃ ɔ ɾ k ɔ ɾ aˑ
শর্বত	s ɔ ɹ b o t̪
শর্বত	s ɔ ɾ b o t̪
শর্বত	ʃ ɔ ɹ b o t̪
শর্বত	ʃ ɔ ɾ b o t̪
শর্মিষ্ঠা	ʃ o ɹ m i s tʰ aˑ
শর্মিষ্ঠা	ʃ o ɹ m i ʃ tʰ aˑ
শর্মিষ্ঠা	ʃ o ɾ m i ʂ ʈʰ aˑ
শরৎ	ʃ ɔ ɹ o t̪
শরৎ	ʃ ɔ ɾ o t̪
শল্যচিকিৎসা	ʃ ɔ lː o t ɕ i k i t̪ s̪ aˑ
শল্যচিকিৎসা	ʃ ɔ lː o t͡ʃ i k i t̪ s̪ aˑ
শসা	ʃ ɔ ʃ aˑ
শহর	ʃ ɔ h o ɹ
শহর	ʃ ɔ h o ɾ
শহীদ	ʃ o h i d̪
শাঁখ	ʃ a k
শাঁখ	ʃ a x
শাঁখ	ʃ aː k
শাঁখ	ʃ ã x
শাঁখ	ʃ ãː k
শাক	ʃ a k
শাক	ʃ aː k
শাগ	ʃ a ɡ
শাড়ি	ʃ a ɹ iˑ
শাড়ি	ʃ a ɽ iˑ
শাড়ি	ʃ a ɾ iˑ
শানাই	ʃ a n a i̯
শান্ত	ʃ a n t̪ oˑ
শান্তি	ʃ a n t̪ iˑ
শাফা	ʃ a f aˑ
শাবাশ	ʃ a b a ʃ
শাবাশ	ʃ a bː a ʃ
শামসুজ্জামান	ʃ a m ɔ ʃ u d ʑː a m a n
শামসুজ্জামান	ʃ a m ɔ ʃ u d͡ʒ d͡ʒ a m a n
শামসুজ্জামান	ʃ a m ɔ ʃ u z̪̪ d͡ʒ a m a n
শামা	ʃ a m aˑ
শামিয়ানা	ʃ a m i̯ a n aˑ
শামুক	ʃ a m u k
শায়া	ʃ a e̯ aˑ
শারমেন্দাগী	ʃ a ɹ ɔ m e n d̪ a ɡ iˑ
শারমেন্দাগী	ʃ a ɹ ɔ m ɛ n d̪ a ɡ iˑ
শারমেন্দাগী	ʃ a ɾ ɔ m e n d̪ a ɡ iˑ
শারমেন্দাগী	ʃ a ɾ ɔ m ɛ n d̪ a ɡ iˑ
শাল	ʃ a l
শাল	ʃ aː l
শালগম	ʃ a l ɡ ɔ m
শালা	ʃ a l aˑ
শালি	ʃ a l iˑ
শালিক	ʃ a l i k
শালী	ʃ a l iˑ
শাসন	ʃ a ʃ ɔ n
শাস্ত্র	ʃ a s t̪ː ɹ oˑ
শাস্ত্র	ʃ a s t̪ː ɾ oˑ
শাস্ত্রী	ʃ a s t̪ː ɹ iˑ
শাস্ত্রী	ʃ a s t̪ː ɾ iˑ
শাহ	ʃ aː
শাহ	ʃ aˑ
শাহতাজ	ʃ a h t̪ a d ʑ
শাহতাজ	ʃ a h t̪ a d͡ʒ
শাহতাজ	ʃ e h t̪ a d ʑ
শাহতাজ	ʃ e h t̪ a d͡ʒ
শাহরুখ	ʃ a h o ɹ u k
শাহরুখ	ʃ a h o ɹ u x
শাহরুখ	ʃ a h o ɾ u k
শাহরুখ	ʃ a h o ɾ u x
শাহাদাত	ʃ a h a d̪ a t̪
