A	a
zenekusazkete	s̻ e n e k u s̺ a s̻ k e t e
zenekuske	s̻ e n e k u s̺ k e
zenekuskete	s̻ e n e k u s̺ k e t e
zenekuskien	s̻ e n e k u s̺ k i e n
zenekuskiten	s̻ e n e k u s̺ k i t e n
zenentzuen	s̻ e n e n t͡s̻ u e n
zenentzuke	s̻ e n e n t͡s̻ u k e
zenentzukete	s̻ e n e n t͡s̻ u k e t e
zenentzuten	s̻ e n e n t͡s̻ u t e n
zenentzuzke	s̻ e n e n t͡s̻ u s̻ k e
zenentzuzkete	s̻ e n e n t͡s̻ u s̻ k e t e
zenentzuzkien	s̻ e n e n t͡s̻ u s̻ k i e n
zenentzuzkiten	s̻ e n e n t͡s̻ u s̻ k i t e n
zenerakuske	s̻ e n e ɾ a k u s̺ k e
zenerakuskete	s̻ e n e ɾ a k u s̺ k e t e
zenerakuskien	s̻ e n e ɾ a k u s̺ k i e n
zenerakuskiten	s̻ e n e ɾ a k u s̺ k i t e n
zenerakutsan	s̻ e n e ɾ a k u t͡s̺ a n
zenerakutsaten	s̻ e n e ɾ a k u t͡s̺ a t e n
zenerakutsazke	s̻ e n e ɾ a k u t͡s̺ a s̻ k e
zenerakutsazkete	s̻ e n e ɾ a k u t͡s̺ a s̻ k e t e
zeneroake	s̻ e n e ɾ o a k e
zeneroakete	s̻ e n e ɾ o a k e t e
zeneroan	s̻ e n e ɾ o a n
zeneroaten	s̻ e n e ɾ o a t e n
zeneroatzan	s̻ e n e ɾ o a t͡s̻ a n
zeneroatzaten	s̻ e n e ɾ o a t͡s̻ a t e n
zeneroazke	s̻ e n e ɾ o a s̻ k e
zeneroazkete	s̻ e n e ɾ o a s̻ k e t e
zeneukake	s̺ e n e u̯ k a k e
zeneukake	s̻ e n e u̯ k a k e
zeneukakete	s̺ e n e u̯ k a k e t e
zeneukakete	s̻ e n e u̯ k a k e t e
zeneukan	s̺ e n e u̯ k a n
zeneukan	s̻ e n e u̯ k a n
zeneukaten	s̺ e n e u̯ k a t e n
zeneukaten	s̻ e n e u̯ k a t e n
zeneuzkake	s̺ e n e u̯ s̺ k a k e
zeneuzkake	s̻ e n e u̯ s̻ k a k e
zeneuzkakete	s̺ e n e u̯ s̺ k a k e t e
zeneuzkakete	s̻ e n e u̯ s̻ k a k e t e
zeneuzkan	s̺ e n e u̯ s̺ k a n
zeneuzkan	s̻ e n e u̯ s̻ k a n
zeneuzkaten	s̺ e n e u̯ s̺ k a t e n
zeneuzkaten	s̻ e n e u̯ s̻ k a t e n
zenezaguen	s̻ e n e s̻ a ɡ u e n
zenezaguke	s̻ e n e s̻ a ɡ u k e
zenezagukete	s̻ e n e s̻ a ɡ u k e t e
zenezaguten	s̻ e n e s̻ a ɡ u t e n
zenezaguzke	s̻ e n e s̻ a ɡ u s̻ k e
zenezaguzkete	s̻ e n e s̻ a ɡ u s̻ k e t e
zenezaguzkien	s̻ e n e s̻ a ɡ u s̻ k i e n
zenezaguzkiten	s̻ e n e s̻ a ɡ u s̻ k i t e n
zenezake	s̺ e n e s̺ a k e
zenezake	s̻ e n e s̻ a k e
zenezakeen	s̺ e n e s̺ a k e e n
zenezakeen	s̻ e n e s̻ a k e e n
zenezakete	s̺ e n e s̺ a k e t e
zenezakete	s̻ e n e s̻ a k e t e
zenezaketen	s̺ e n e s̺ a k e t e n
zenezaketen	s̻ e n e s̻ a k e t e n
zenezala	s̺ e n e s̺ a l a
zenezala	s̻ e n e s̻ a l a
zenezan	s̺ e n e s̺ a n
zenezan	s̻ e n e s̻ a n
zenezatela	s̺ e n e s̺ a t e l a
zenezatela	s̻ e n e s̻ a t e l a
zenezaten	s̺ e n e s̺ a t e n
zenezaten	s̻ e n e s̻ a t e n
zeniharduen	s̻ e n i a r d u e n
zeniharduen	s̻ e n i h a r d u e n
zenihardukake	s̻ e n i a r d u k a k e
zenihardukake	s̻ e n i h a r d u k a k e
zenihardukakete	s̻ e n i a r d u k a k e t e
zenihardukakete	s̻ e n i h a r d u k a k e t e
zenihardukan	s̻ e n i a r d u k a n
zenihardukan	s̻ e n i h a r d u k a n
zenihardukaten	s̻ e n i a r d u k a t e n
zenihardukaten	s̻ e n i h a r d u k a t e n
zeniharduke	s̻ e n i a r d u k e
zeniharduke	s̻ e n i h a r d u k e
zenihardukete	s̻ e n i a r d u k e t e
zenihardukete	s̻ e n i h a r d u k e t e
zeniharduten	s̻ e n i a r d u t e n
zeniharduten	s̻ e n i h a r d u t e n
zenirauen	s̻ e n i ɾ a u̯ e n
zenirauke	s̻ e n i ɾ a u̯ k e
zeniraukete	s̻ e n i ɾ a u̯ k e t e
zenirauten	s̻ e n i ɾ a u̯ t e n
zenirudien	s̻ e n i ɾ u d i e n
zenirudike	s̻ e n i ɾ u d i k e
zenirudikete	s̻ e n i ɾ u d i k e t e
zeniruditen	s̻ e n i ɾ u d i t e n
zenituen	s̻ e n i t u e n
zenituzke	s̺ e n i t u s̺ k e
zenituzke	s̻ e n i t u s̻ k e
zenituzkeen	s̺ e n i t u s̺ k e e n
zenituzkeen	s̻ e n i t u s̻ k e e n
zenituzkete	s̺ e n i t u s̺ k e t e
zenituzkete	s̻ e n i t u s̻ k e t e
zenituzketen	s̺ e n i t u s̺ k e t e n
zenituzketen	s̻ e n i t u s̻ k e t e n
zenituzten	s̻ e n i t u s̻ t e n
zenitzake	s̺ e n i t͡s̻ a k e
zenitzake	s̻ e n i t͡s̻ a k e
zenitzakeen	s̺ e n i t͡s̻ a k e e n
zenitzakeen	s̻ e n i t͡s̻ a k e e n
zenitzakete	s̺ e n i t͡s̻ a k e t e
zenitzakete	s̻ e n i t͡s̻ a k e t e
zenitzaketen	s̺ e n i t͡s̻ a k e t e n
zenitzaketen	s̻ e n i t͡s̻ a k e t e n
zenitzala	s̺ e n i t͡s̻ a l a
zenitzala	s̻ e n i t͡s̻ a l a
zenitzan	s̺ e n i t͡s̻ a n
zenitzan	s̻ e n i t͡s̻ a n
zenitzatela	s̺ e n i t͡s̻ a t e l a
zenitzatela	s̻ e n i t͡s̻ a t e l a
zenitzaten	s̺ e n i t͡s̻ a t e n
zenitzaten	s̻ e n i t͡s̻ a t e n
zenkizkien	s̻ e n k i s̻ k i e n
zenkizkieten	s̻ e n k i s̻ k i e t e n
zenkizkion	s̻ e n k i s̻ k i o n
zenkizkioten	s̻ e n k i s̻ k i o t e n
zentozen	s̺ e n t o s̺ e n
zentozen	s̻ e n t o s̻ e n
zentozke	s̺ e n t o s̺ k e
zentozke	s̻ e n t o s̻ k e
zentozkeen	s̺ e n t o s̺ k e e n
zentozkeen	s̻ e n t o s̻ k e e n
zentozkete	s̺ e n t o s̺ k e t e
zentozkete	s̻ e n t o s̻ k e t e
zentozketen	s̺ e n t o s̺ k e t e n
zentozketen	s̻ e n t o s̻ k e t e n
zentozten	s̺ e n t o s̺ t e n
zentozten	s̻ e n t o s̻ t e n
zentxezkidake	s̻ e n t͡ʃ e s̻ k i d a k e
zentxezkidakete	s̻ e n t͡ʃ e s̻ k i d a k e t e
zentxezkidan	s̺ e n t͡ʃ e s̺ k i d a n
zentxezkidan	s̻ e n t͡ʃ e s̻ k i d a n
zentxezkidaten	s̺ e n t͡ʃ e s̺ k i d a t e n
zentxezkidaten	s̻ e n t͡ʃ e s̻ k i d a t e n
zentxezkieke	s̻ e n t͡ʃ e s̻ k i e k e
zentxezkiekete	s̻ e n t͡ʃ e s̻ k i e k e t e
zentxezkien	s̺ e n t͡ʃ e s̺ k i e n
zentxezkien	s̻ e n t͡ʃ e s̻ k i e n
zentxezkieten	s̺ e n t͡ʃ e s̺ k i e t e n
zentxezkieten	s̻ e n t͡ʃ e s̻ k i e t e n
zentxezkiguke	s̻ e n t͡ʃ e s̻ k i ɡ u k e
zentxezkigukete	s̻ e n t͡ʃ e s̻ k i ɡ u k e t e
zentxezkigun	s̺ e n t͡ʃ e s̺ k i ɡ u n
zentxezkigun	s̻ e n t͡ʃ e s̻ k i ɡ u n
zentxezkiguten	s̺ e n t͡ʃ e s̺ k i ɡ u t e n
zentxezkiguten	s̻ e n t͡ʃ e s̻ k i ɡ u t e n
zentxezkioke	s̻ e n t͡ʃ e s̻ k i o k e
zentxezkiokete	s̻ e n t͡ʃ e s̻ k i o k e t e
zentxezkion	s̺ e n t͡ʃ e s̺ k i o n
zentxezkion	s̻ e n t͡ʃ e s̻ k i o n
zentxezkioten	s̺ e n t͡ʃ e s̺ k i o t e n
zentxezkioten	s̻ e n t͡ʃ e s̻ k i o t e n
zentzuen	s̻ e n t͡s̻ u e n
zentzuten	s̻ e n t͡s̻ u t e n
zentzuzkien	s̻ e n t͡s̻ u s̻ k i e n
zentzuzkiten	s̻ e n t͡s̻ u s̻ k i t e n
zenuen	s̻ e n u e n
zenuke	s̺ e n u k e
zenuke	s̻ e n u k e
zenukeen	s̺ e n u k e e n
zenukeen	s̻ e n u k e e n
zenukete	s̺ e n u k e t e
zenukete	s̻ e n u k e t e
zenuketen	s̺ e n u k e t e n
zenuketen	s̻ e n u k e t e n
zenuten	s̻ e n u t e n
zer	s̺ e r
zer	s̻ e r
zera	s̺ e ɾ a
zera	s̻ e ɾ a
zerakuskien	s̻ e ɾ a k u s̺ k i e n
zerakuskiten	s̻ e ɾ a k u s̺ k i t e n
zerakutsan	s̻ e ɾ a k u t͡s̺ a n
zerakutsaten	s̻ e ɾ a k u t͡s̺ a t e n
zerbait	s̺ e r b a i̯ t
zerbait	s̻ e r b a i̯ t
zerbeza	s̺ e r b e s̺ a
zerbeza	s̻ e r b e s̻ a
zerbitzu	s̺ e r b i t͡s̻ u
zerbitzu	s̻ e r b i t͡s̻ u
zerbitzugune	s̻ e r b i t͡s̻ u ɡ u n e
zerbütxü	s̻ e r b y t͡ʃ y
zerbütxügüne	s̻ e r b y t͡ʃ y ɡ y n e
zerekin	s̺ e ɾ e k i n
zerekin	s̻ e ɾ e k i n
zeremonia	s̺ e ɾ e m o n i a
zeremonia	s̻ e ɾ e m o n i a
zeren	s̺ e ɾ e n
zeren	s̻ e ɾ e n
zerentzat	s̺ e ɾ e n t͡s̻ a t
zerentzat	s̻ e ɾ e n t͡s̻ a t
zerez	s̺ e ɾ e s̺
zerez	s̻ e ɾ e s̻
zerga	s̺ e r ɡ a
zerga	s̻ e r ɡ a
zergatik	s̺ e r ɡ a t i k
zergatik	s̻ e r ɡ a t i k
zeri	s̺ e ɾ i
zeri	s̻ e ɾ i
zerikusi	s̺ e ɾ i k u s̺ i
zerikusi	s̻ e ɾ i k u s̺ i
zerk	s̺ e r k
zerk	s̻ e r k
zero	s̺ e ɾ o
zero	s̻ e ɾ o
zeroan	s̻ e ɾ o a n
zeroaten	s̻ e ɾ o a t e n
zeroatzaten	s̻ e ɾ o a t͡s̻ a t e n
zerogarren	s̺ e ɾ o ɡ a r e n
zerogarren	s̻ e ɾ o ɡ a r e n
zerra	s̺ e r a
zerra	s̻ e r a
zerri	s̺ e r i
zerri	s̻ e r i
zertaz	s̺ e r t a s̺
zertaz	s̻ e r t a s̻
zertzeta	s̺ e r t͡s̻ e t a
zertzeta	s̻ e r t͡s̻ e t a
zeru	s̺ e ɾ u
zeru	s̻ e ɾ u
zeta	s̺ e t a
zeta	s̻ e t a
zetorkeen	s̺ e t o r k e e n
zetorkeen	s̻ e t o r k e e n
zetorren	s̺ e t o r e n
zetorren	s̻ e t o r e n
zetozen	s̺ e t o s̺ e n
zetozen	s̻ e t o s̻ e n
zetozkeen	s̺ e t o s̺ k e e n
zetozkeen	s̻ e t o s̻ k e e n
zetxekian	s̺ e t͡ʃ e k i a n
zetxekian	s̻ e t͡ʃ e k i a n
zetxekidan	s̺ e t͡ʃ e k i d a n
zetxekidan	s̻ e t͡ʃ e k i d a n
zetxekien	s̺ e t͡ʃ e k i e n
zetxekien	s̻ e t͡ʃ e k i e n
zetxekigun	s̺ e t͡ʃ e k i ɡ u n
zetxekigun	s̻ e t͡ʃ e k i ɡ u n
zetxekinan	s̺ e t͡ʃ e k i ɲ a n
zetxekinan	s̻ e t͡ʃ e k i n a n
zetxekinan	s̻ e t͡ʃ e k i ɲ a n
zetxekion	s̺ e t͡ʃ e k i o n
zetxekion	s̻ e t͡ʃ e k i o n
zetxekizuen	s̺ e t͡ʃ e k i s̺ u e n
zetxekizuen	s̻ e t͡ʃ e k i s̻ u e n
zetxekizun	s̺ e t͡ʃ e k i s̺ u n
zetxekizun	s̻ e t͡ʃ e k i s̻ u n
zetxezkian	s̺ e t͡ʃ e s̺ k i a n
zetxezkian	s̻ e t͡ʃ e s̻ k i a n
zetxezkidan	s̺ e t͡ʃ e s̺ k i d a n
zetxezkidan	s̻ e t͡ʃ e s̻ k i d a n
zetxezkien	s̺ e t͡ʃ e s̺ k i e n
zetxezkien	s̻ e t͡ʃ e s̻ k i e n
zetxezkigun	s̺ e t͡ʃ e s̺ k i ɡ u n
zetxezkigun	s̻ e t͡ʃ e s̻ k i ɡ u n
zetxezkinan	s̺ e t͡ʃ e s̺ k i ɲ a n
zetxezkinan	s̻ e t͡ʃ e s̻ k i n a n
zetxezkinan	s̻ e t͡ʃ e s̻ k i ɲ a n
zetxezkion	s̺ e t͡ʃ e s̺ k i o n
zetxezkion	s̻ e t͡ʃ e s̻ k i o n
zetxezkizuen	s̺ e t͡ʃ e s̺ k i s̺ u e n
zetxezkizuen	s̻ e t͡ʃ e s̻ k i s̻ u e n
zetxezkizun	s̺ e t͡ʃ e s̺ k i s̺ u n
zetxezkizun	s̻ e t͡ʃ e s̻ k i s̻ u n
zetzan	s̺ e t͡s̻ a n
zetzan	s̻ e t͡s̻ a n
zeu	s̺ e u̯
zeu	s̻ e u̯
zeudekeen	s̺ e u̯ d e k e e n
zeudekeen	s̻ e u̯ d e k e e n
zeuden	s̺ e u̯ d e n
zeuden	s̻ e u̯ d e n
zeukan	s̺ e u̯ k a n
zeukan	s̻ e u̯ k a n
zeukaten	s̺ e u̯ k a t e n
zeukaten	s̻ e u̯ k a t e n
zeundeke	s̺ e u̯ n d e k e
zeundeke	s̻ e u̯ n d e k e
zeundekeen	s̺ e u̯ n d e k e e n
zeundekeen	s̻ e u̯ n d e k e e n
zeundekete	s̺ e u̯ n d e k e t e
zeundekete	s̻ e u̯ n d e k e t e
zeundeketen	s̺ e u̯ n d e k e t e n
zeundeketen	s̻ e u̯ n d e k e t e n
zeunden	s̺ e u̯ n d e n
zeunden	s̻ e u̯ n d e n
zeundeten	s̺ e u̯ n d e t e n
zeundeten	s̻ e u̯ n d e t e n
zeuntzake	s̺ e u̯ n t͡s̻ a k e
zeuntzake	s̻ e u̯ n t͡s̻ a k e
zeuntzakete	s̺ e u̯ n t͡s̻ a k e t e
zeuntzakete	s̻ e u̯ n t͡s̻ a k e t e
zeuntzan	s̺ e u̯ n t͡s̻ a n
zeuntzan	s̻ e u̯ n t͡s̻ a n
zeuntzaten	s̺ e u̯ n t͡s̻ a t e n
zeuntzaten	s̻ e u̯ n t͡s̻ a t e n
zeure	s̻ e u̯ ɾ e
zeutzan	s̺ e u̯ t͡s̻ a n
zeutzan	s̻ e u̯ t͡s̻ a n
zeuzkan	s̺ e u̯ s̺ k a n
zeuzkan	s̻ e u̯ s̻ k a n
zeuzkaten	s̺ e u̯ s̺ k a t e n
zeuzkaten	s̻ e u̯ s̻ k a t e n
zezaguen	s̻ e s̻ a ɡ u e n
zezaguten	s̻ e s̻ a ɡ u t e n
zezaguzkien	s̻ e s̻ a ɡ u s̻ k i e n
zezaguzkiten	s̻ e s̻ a ɡ u s̻ k i t e n
zezakeen	s̺ e s̺ a k e e n
zezakeen	s̻ e s̻ a k e e n
zezaketen	s̺ e s̺ a k e t e n
zezaketen	s̻ e s̻ a k e t e n
zezala	s̺ e s̺ a l a
zezala	s̻ e s̻ a l a
zezan	s̺ e s̺ a n
zezan	s̻ e s̻ a n
zezatela	s̺ e s̺ a t e l a
zezatela	s̻ e s̻ a t e l a
zezaten	s̺ e s̺ a t e n
zezaten	s̻ e s̻ a t e n
zezeil	s̺ e s̺ e i̯ l
zezeil	s̻ e s̻ e i̯ l
zezen	s̺ e s̺ e n
zezen	s̻ e s̻ e n
zezenkari	s̺ e s̺ e n k a ɾ i
zezenkari	s̻ e s̻ e n k a ɾ i
zi	s̺ i
zi	s̻ i
ziape	s̺ i a p e
ziape	s̻ i a p e
ziapeaz	s̺ i a p e a s̺
ziapeaz	s̻ i a p e a s̻
ziaperik	s̺ i a p e ɾ i k
ziaperik	s̻ i a p e ɾ i k
zibil	s̺ i b i l
zibil	s̻ i b i l
zientzia	s̺ i e n t͡s̻ i a
zientzia	s̻ i e n t͡s̻ i a
zientzialari	s̺ i e n t͡s̻ i a l a ɾ i
zientzialari	s̻ i e n t͡s̻ i a l a ɾ i
zigilu	s̺ i ɡ i ʎ u
zigilu	s̻ i ɡ i l u
zigilu	s̻ i ɡ i ʎ u
zigor	s̺ i ɡ o r
zigor	s̻ i ɡ o r
zigortu	s̺ i ɡ o r t u
zigortu	s̻ i ɡ o r t u
ziharduen	s̻ i a r d u e n
ziharduen	s̻ i h a r d u e n
zihardukan	s̻ i a r d u k a n
zihardukan	s̻ i h a r d u k a n
zihardukaten	s̻ i a r d u k a t e n
zihardukaten	s̻ i h a r d u k a t e n
ziharduten	s̻ i a r d u t e n
ziharduten	s̻ i h a r d u t e n
zihoakeen	s̺ i x o a k e e n
zihoakeen	s̻ i h o a k e e n
zihoakeen	s̻ i x o a k e e n
zihoan	s̺ i x o a n
zihoan	s̻ i h o a n
zihoan	s̻ i x o a n
zihoazen	s̺ i x o a s̺ e n
zihoazen	s̻ i h o a s̻ e n
zihoazen	s̻ i x o a s̻ e n
zihoazkeen	s̺ i x o a s̺ k e e n
zihoazkeen	s̻ i h o a s̻ k e e n
zihoazkeen	s̻ i x o a s̻ k e e n
ziklotroi	s̺ i k l o t r o i̯
ziklotroi	s̻ i k l o t r o i̯
zikoina	s̺ i k o ɲ a
zikoina	s̻ i k o i̯ n a
zikoina	s̻ i k o ɲ a
zilar	s̺ i ʎ a r
zilar	s̻ i l a r
zilar	s̻ i ʎ a r
zilargile	s̺ i ʎ a r ɡ i ʎ e
zilargile	s̻ i l a r ɡ i l e
zilargile	s̻ i ʎ a r ɡ i ʎ e
zilargin	s̺ i ʎ a r ɡ i n
zilargin	s̻ i l a r ɡ i n
zilargin	s̻ i ʎ a r ɡ i n
zilarkara	s̺ i ʎ a r k a ɾ a
zilarkara	s̻ i l a r k a ɾ a
zilarkara	s̻ i ʎ a r k a ɾ a
zilegitu	s̺ i ʎ e ɡ i t u
zilegitu	s̻ i l e ɡ i t u
zilegitu	s̻ i ʎ e ɡ i t u
zimitz	s̺ i m i t͡s̻
zimitz	s̻ i m i t͡s̻
zinateke	s̺ i ɲ a t e k e
zinateke	s̻ i n a t e k e
zinateke	s̻ i ɲ a t e k e
zinatekeen	s̺ i ɲ a t e k e e n
zinatekeen	s̻ i n a t e k e e n
zinatekeen	s̻ i ɲ a t e k e e n
zinatekete	s̺ i ɲ a t e k e t e
zinatekete	s̻ i n a t e k e t e
zinatekete	s̻ i ɲ a t e k e t e
zinateketen	s̺ i ɲ a t e k e t e n
zinateketen	s̻ i n a t e k e t e n
zinateketen	s̻ i ɲ a t e k e t e n
zindezaguzke	s̻ i n d e s̻ a ɡ u s̻ k e
zindezaguzkegu	s̻ i n d e s̻ a ɡ u s̻ k e ɡ u
zindezaguzket	s̻ i n d e s̻ a ɡ u s̻ k e t
zindezaguzkete	s̻ i n d e s̻ a ɡ u s̻ k e t e
zindezaguzketegu	s̻ i n d e s̻ a ɡ u s̻ k e t e ɡ u
zindezaguzketet	s̻ i n d e s̻ a ɡ u s̻ k e t e t
zindezaguzketete	s̻ i n d e s̻ a ɡ u s̻ k e t e t e
zindezaguzkidan	s̻ i n d e s̻ a ɡ u s̻ k i d a n
zindezaguzkien	s̻ i n d e s̻ a ɡ u s̻ k i e n
zindezaguzkigun	s̻ i n d e s̻ a ɡ u s̻ k i ɡ u n
zindezaguzkiten	s̻ i n d e s̻ a ɡ u s̻ k i t e n
zindezaguztedan	s̻ i n d e s̻ a ɡ u s̻ t e d a n
zindezaguztegun	s̻ i n d e s̻ a ɡ u s̻ t e ɡ u n
zindezaguzten	s̻ i n d e s̻ a ɡ u s̻ t e n
zindezaguzteten	s̻ i n d e s̻ a ɡ u s̻ t e t e n
zindoazen	s̺ i n d o a s̺ e n
zindoazen	s̻ i n d o a s̻ e n
zindoazke	s̺ i n d o a s̺ k e
zindoazke	s̻ i n d o a s̻ k e
zindoazkeen	s̺ i n d o a s̺ k e e n
zindoazkeen	s̻ i n d o a s̻ k e e n
zindoazkete	s̺ i n d o a s̺ k e t e
zindoazkete	s̻ i n d o a s̻ k e t e
zindoazketen	s̺ i n d o a s̺ k e t e n
zindoazketen	s̻ i n d o a s̻ k e t e n
zindoazten	s̺ i n d o a s̺ t e n
zindoazten	s̻ i n d o a s̻ t e n
zinduzkadan	s̺ i n d u s̺ k a d a n
zinduzkadan	s̻ i n d u s̻ k a d a n
zinduzkagun	s̺ i n d u s̺ k a ɡ u n
zinduzkagun	s̻ i n d u s̻ k a ɡ u n
zinduzkake	s̺ i n d u s̺ k a k e
zinduzkake	s̻ i n d u s̻ k a k e
zinduzkakegu	s̺ i n d u s̺ k a k e ɡ u
zinduzkakegu	s̻ i n d u s̻ k a k e ɡ u
zinduzkaket	s̺ i n d u s̺ k a k e t
zinduzkaket	s̻ i n d u s̻ k a k e t
zinduzkakete	s̺ i n d u s̺ k a k e t e
zinduzkakete	s̻ i n d u s̻ k a k e t e
zinduzkan	s̺ i n d u s̺ k a n
zinduzkan	s̻ i n d u s̻ k a n
zinduzkate	s̺ i n d u s̺ k a t e
zinduzkate	s̻ i n d u s̻ k a t e
zinduzkatedan	s̺ i n d u s̺ k a t e d a n
zinduzkatedan	s̻ i n d u s̻ k a t e d a n
zinduzkategu	s̺ i n d u s̺ k a t e ɡ u
zinduzkategu	s̻ i n d u s̻ k a t e ɡ u
zinduzkategun	s̺ i n d u s̺ k a t e ɡ u n
zinduzkategun	s̻ i n d u s̻ k a t e ɡ u n
zinduzkaten	s̺ i n d u s̺ k a t e n
zinduzkaten	s̻ i n d u s̻ k a t e n
zinduzkatet	s̺ i n d u s̺ k a t e t
zinduzkatet	s̻ i n d u s̻ k a t e t
zinduzkatete	s̺ i n d u s̺ k a t e t e
zinduzkatete	s̻ i n d u s̻ k a t e t e
zinduzkateten	s̺ i n d u s̺ k a t e t e n
zinduzkateten	s̻ i n d u s̻ k a t e t e n
zinen	s̺ i ɲ e n
zinen	s̻ i n e n
zinen	s̻ i ɲ e n
zineten	s̺ i ɲ e t e n
zineten	s̻ i n e t e n
zineten	s̻ i ɲ e t e n
zintezela	s̺ i n t e s̺ e l a
zintezela	s̻ i n t e s̻ e l a
zintezen	s̺ i n t e s̺ e n
zintezen	s̻ i n t e s̻ e n
zintezke	s̺ i n t e s̺ k e
zintezke	s̻ i n t e s̻ k e
zintezkeen	s̺ i n t e s̺ k e e n
zintezkeen	s̻ i n t e s̻ k e e n
zintezkete	s̺ i n t e s̺ k e t e
zintezkete	s̻ i n t e s̻ k e t e
zintezketen	s̺ i n t e s̺ k e t e n
zintezketen	s̻ i n t e s̻ k e t e n
zinteztela	s̺ i n t e s̺ t e l a
zinteztela	s̻ i n t e s̻ t e l a
zintezten	s̺ i n t e s̺ t e n
zintezten	s̻ i n t e s̻ t e n
zintudan	s̺ i n t u d a n
zintudan	s̻ i n t u d a n
zintuen	s̻ i n t u e n
zintugun	s̻ i n t u ɡ u n
zintuzke	s̺ i n t u s̺ k e
zintuzke	s̻ i n t u s̻ k e
zintuzkedan	s̺ i n t u s̺ k e d a n
zintuzkedan	s̻ i n t u s̻ k e d a n
zintuzkeen	s̺ i n t u s̺ k e e n
zintuzkeen	s̻ i n t u s̻ k e e n
zintuzkegu	s̺ i n t u s̺ k e ɡ u
zintuzkegu	s̻ i n t u s̻ k e ɡ u
zintuzkegun	s̺ i n t u s̺ k e ɡ u n
zintuzkegun	s̻ i n t u s̻ k e ɡ u n
zintuzket	s̺ i n t u s̺ k e t
zintuzket	s̻ i n t u s̻ k e t
zintuzkete	s̺ i n t u s̺ k e t e
zintuzkete	s̻ i n t u s̻ k e t e
zintuzketedan	s̺ i n t u s̺ k e t e d a n
zintuzketedan	s̻ i n t u s̻ k e t e d a n
zintuzketegu	s̺ i n t u s̺ k e t e ɡ u
zintuzketegu	s̻ i n t u s̻ k e t e ɡ u
zintuzketegun	s̺ i n t u s̺ k e t e ɡ u n
zintuzketegun	s̻ i n t u s̻ k e t e ɡ u n
zintuzketen	s̺ i n t u s̺ k e t e n
zintuzketen	s̻ i n t u s̻ k e t e n
zintuzketet	s̺ i n t u s̺ k e t e t
zintuzketet	s̻ i n t u s̻ k e t e t
zintuzketete	s̺ i n t u s̺ k e t e t e
zintuzketete	s̻ i n t u s̻ k e t e t e
zintuzketeten	s̺ i n t u s̺ k e t e t e n
zintuzketeten	s̻ i n t u s̻ k e t e t e n
zintuztedan	s̻ i n t u s̻ t e d a n
zintuztegun	s̻ i n t u s̻ t e ɡ u n
zintuzten	s̻ i n t u s̻ t e n
zintuzteten	s̻ i n t u s̻ t e t e n
zintzadala	s̺ i n t͡s̻ a d a l a
zintzadala	s̻ i n t͡s̻ a d a l a
zintzadan	s̺ i n t͡s̻ a d a n
zintzadan	s̻ i n t͡s̻ a d a n
zintzagula	s̺ i n t͡s̻ a ɡ u l a
zintzagula	s̻ i n t͡s̻ a ɡ u l a
zintzagun	s̺ i n t͡s̻ a ɡ u n
zintzagun	s̻ i n t͡s̻ a ɡ u n
zintzake	s̺ i n t͡s̻ a k e
zintzake	s̻ i n t͡s̻ a k e
zintzakedan	s̺ i n t͡s̻ a k e d a n
zintzakedan	s̻ i n t͡s̻ a k e d a n
zintzakeen	s̺ i n t͡s̻ a k e e n
zintzakeen	s̻ i n t͡s̻ a k e e n
zintzakegu	s̺ i n t͡s̻ a k e ɡ u
zintzakegu	s̻ i n t͡s̻ a k e ɡ u
zintzakegun	s̺ i n t͡s̻ a k e ɡ u n
zintzakegun	s̻ i n t͡s̻ a k e ɡ u n
zintzaket	s̺ i n t͡s̻ a k e t
zintzaket	s̻ i n t͡s̻ a k e t
zintzakete	s̺ i n t͡s̻ a k e t e
zintzakete	s̻ i n t͡s̻ a k e t e
zintzaketedan	s̺ i n t͡s̻ a k e t e d a n
zintzaketedan	s̻ i n t͡s̻ a k e t e d a n
zintzaketegu	s̺ i n t͡s̻ a k e t e ɡ u
zintzaketegu	s̻ i n t͡s̻ a k e t e ɡ u
zintzaketegun	s̺ i n t͡s̻ a k e t e ɡ u n
zintzaketegun	s̻ i n t͡s̻ a k e t e ɡ u n
zintzaketen	s̺ i n t͡s̻ a k e t e n
zintzaketen	s̻ i n t͡s̻ a k e t e n
zintzaketet	s̺ i n t͡s̻ a k e t e t
zintzaketet	s̻ i n t͡s̻ a k e t e t
zintzaketete	s̺ i n t͡s̻ a k e t e t e
zintzaketete	s̻ i n t͡s̻ a k e t e t e
zintzaketeten	s̺ i n t͡s̻ a k e t e t e n
zintzaketeten	s̻ i n t͡s̻ a k e t e t e n
zintzala	s̺ i n t͡s̻ a l a
zintzala	s̻ i n t͡s̻ a l a
zintzan	s̺ i n t͡s̻ a n
zintzan	s̻ i n t͡s̻ a n
zintzatedala	s̺ i n t͡s̻ a t e d a l a
zintzatedala	s̻ i n t͡s̻ a t e d a l a
zintzatedan	s̺ i n t͡s̻ a t e d a n
zintzatedan	s̻ i n t͡s̻ a t e d a n
zintzategula	s̺ i n t͡s̻ a t e ɡ u l a
zintzategula	s̻ i n t͡s̻ a t e ɡ u l a
zintzategun	s̺ i n t͡s̻ a t e ɡ u n
