अ	ɐ
मिलवाओ	m ɪ l ʋ äː oː
मिलवाओगी	m ɪ l ʋ äː oː ɡ iː
मिलवाओगे	m ɪ l ʋ äː oː ɡ eː
मिलवाकर	m ɪ l ʋ äː k ɐ ɾ
मिलवाके	m ɪ l ʋ äː k eː
मिलवाता	m ɪ l ʋ äː t̪ äː
मिलवाती	m ɪ l ʋ äː t̪ iː
मिलवातीं	m ɪ l ʋ äː t̪ ĩː
मिलवाते	m ɪ l ʋ äː t̪ eː
मिलवाना	m ɪ l ʋ äː n äː
मिलवानी	m ɪ l ʋ äː n iː
मिलवानीं	m ɪ l ʋ äː n ĩː
मिलवाने	m ɪ l ʋ äː n eː
मिलवानेवाला	m ɪ l ʋ äː n eː ʋ äː l äː
मिलवानेवाली	m ɪ l ʋ äː n eː ʋ äː l iː
मिलवानेवालीं	m ɪ l ʋ äː n eː ʋ äː l ĩː
मिलवानेवाले	m ɪ l ʋ äː n eː ʋ äː l eː
मिलवाया	m ɪ l ʋ äː j äː
मिलवायी	m ɪ l ʋ äː j iː
मिलवायीं	m ɪ l ʋ äː j ĩː
मिलवाये	m ɪ l ʋ äː j eː
मिलवायें	m ɪ l ʋ äː j ẽː
मिलवायेंगी	m ɪ l ʋ äː j ẽː ŋ ɡ iː
मिलवायेंगे	m ɪ l ʋ äː j ẽː ŋ ɡ eː
मिलवायेगा	m ɪ l ʋ äː j eː ɡ äː
मिलवायेगी	m ɪ l ʋ äː j eː ɡ iː
मिला	m ɪ l äː
मिलाइये	m ɪ l äː i j eː
मिलाइयेगा	m ɪ l äː i j eː ɡ äː
मिलाइयो	m ɪ l äː i j oː
मिलाऊँ	m ɪ l äː ũː
मिलाऊँगा	m ɪ l äː ũː ŋ ɡ äː
मिलाऊँगी	m ɪ l äː ũː ŋ ɡ iː
मिलाओ	m ɪ l äː oː
मिलाओगी	m ɪ l äː oː ɡ iː
मिलाओगे	m ɪ l äː oː ɡ eː
मिलाकर	m ɪ l äː k ɐ ɾ
मिलाके	m ɪ l äː k eː
मिलाता	m ɪ l äː t̪ äː
मिलाती	m ɪ l äː t̪ iː
मिलातीं	m ɪ l äː t̪ ĩː
मिलाते	m ɪ l äː t̪ eː
मिलान	m ɪ l ä̃ː n
मिलानी	m ɪ l äː n iː
मिलानीं	m ɪ l äː n ĩː
मिलाने	m ɪ l äː n eː
मिलानेवाला	m ɪ l äː n eː ʋ äː l äː
मिलानेवाली	m ɪ l äː n eː ʋ äː l iː
मिलानेवालीं	m ɪ l äː n eː ʋ äː l ĩː
मिलानेवाले	m ɪ l äː n eː ʋ äː l eː
मिलाप	m ɪ l äː p
मिलाया	m ɪ l äː j äː
मिलायी	m ɪ l äː j iː
मिलायीं	m ɪ l äː j ĩː
मिलाये	m ɪ l äː j eː
मिलायें	m ɪ l äː j ẽː
मिलायेंगी	m ɪ l äː j ẽː ŋ ɡ iː
मिलायेंगे	m ɪ l äː j ẽː ŋ ɡ eː
मिलायेगा	m ɪ l äː j eː ɡ äː
मिलायेगी	m ɪ l äː j eː ɡ iː
मिलावट	m ɪ l äː ʋ ɐ ʈ
मिलिंद	m ɪ l ɪ̃ n̪ d̪
मिलिये	m ɪ l i j eː
मिलियेगा	m ɪ l i j eː ɡ äː
मिलियो	m ɪ l i j oː
मिलीभगत	m ɪ l iː bʱ ɐ ɡ ɐ t̪
मिलूँगा	m ɪ l ũː ŋ ɡ äː
मिलूँगी	m ɪ l ũː ŋ ɡ iː
मिलेंगी	m ɪ l ẽː ŋ ɡ iː
मिलेंगे	m ɪ l ẽː ŋ ɡ eː
मिलेगा	m ɪ l eː ɡ äː
मिल्कियत	m ɪ l k i j ɐ t̪
मिश्रण	m ɪ ʃ ɾ ɐ̃ ɳ
मिश्रधातु	m ɪ ʃ ɾ ɐ d̪ʱ äː t̪ uː
मिसाइल	m ɪ s äː ɪ l
मिसाल	m ɪ s äː l
मिसालें	m ɪ s äː l ẽː
मिसालो	m ɪ s äː l oː
मिसालों	m ɪ s äː l õː
मिसिसॉगा	m ɪ s ɪ s ɔ ɡ äː
मिस्टर	m ɪ s ʈ ɐ ɾ
मींजना	m ĩː n d͡ʒ n äː
मीकाईल	m iː k äː iː l
मीचना	m iː t͡ʃ n äː
मीज़ान	m iː d͡ʒ ä̃ː n
मीज़ान	m iː z ä̃ː n
मीठा	m iː ʈʰ äː
मीडिया	m iː ɖ i j äː
मीन	m ĩː n
मीना	m iː n äː
मीनार	m iː n äː ɾ
मीम	m ĩː m
मीमांसा	m iː m ä̃ː n s äː
मीरा	m iː ɾ äː
मीलपत्थर	m iː l p ɐ t̪̚ t̪ʰ ɐ ɾ
मीलाद	m iː l äː d̪
मुँगौड़ा	m ʊ̃ ŋ ɡ ɔː ɽ äː
मुँगौड़े	m ʊ̃ ŋ ɡ ɔː ɽ eː
मुँगौरा	m ʊ̃ ŋ ɡ ɔː ɾ äː
मुँगौरे	m ʊ̃ ŋ ɡ ɔː ɾ eː
मुँह	m uːʱ
मुँह	m ũːʱ
मुँहतोड़	m ʊ̃ʱ t̪ oː ɽ
मुँहनोचवा	m ʊ̃ʱ n oː t͡ʃ ʋ äː
मुँहफट	m ʊ̃ʱ pʰ ɐ ʈ
मुँहमाँगा	m ʊ̃ʱ m ä̃ː ŋ ɡ äː
मुँहासा	m ʊ̃ ɦ äː s äː
मुंगेर	m ʊ̃ ŋ ɡ eː ɾ
मुंगौड़ा	m ʊ̃ ŋ ɡ ɔː ɽ äː
मुंगौड़े	m ʊ̃ ŋ ɡ ɔː ɽ eː
मुंगौड़ों	m ʊ̃ ŋ ɡ ɔː ɽ õː
मुंगौरा	m ʊ̃ ŋ ɡ ɔː ɾ äː
मुंज्या	m ʊ̃ n d͡ʒ j äː
मुंड	m ʊ̃ ɳ ɖ
मुंडन	m ʊ̃ ɳ ɖ ɐ̃ n
मुंडा	m ʊ̃ ɳ ɖ äː
मुंडे	m ʊ̃ ɳ ɖ eː
मुंतज़िम	m ʊ̃ n̪ t̪ ɐ d͡ʒ ɪ̃ m
मुंतज़िम	m ʊ̃ n̪ t̪ ɐ z ɪ̃ m
मुंतज़िर	m ʊ̃ n̪ t̪ ɐ d͡ʒ ɪ ɾ
मुंतज़िर	m ʊ̃ n̪ t̪ ɐ z ɪ ɾ
मुंदरी	m ʊ̃ n̪ d̪ ɾ iː
मुंबई	m ʊ̃ m b ɐ iː
मुंशी	m ʊ̃ ɲ ʃ iː
मुंसिफ़ाना	m ʊ̃ n s ɪ f äː n äː
मुंसिफ़ाना	m ʊ̃ n s ɪ pʰ äː n äː
मुंह	m ũːʱ
मुअज़्ज़िन	m ʊ ɐ d̚ d͡ʒ ɪ̃ n
मुअज़्ज़िन	m ʊ ɐ z z ɪ̃ n
मुअय्यन	m ʊ ɐ j j ɐ̃ n
मुअल्लम	m ʊ ɐ l l ɐ̃ m
मुअल्लिम	m ʊ ɐ l l ɪ̃ m
मुआ	m ʊ äː
मुआयना	m ʊ äː j n äː
मुआवज़ा	m ʊ äː ʋ d͡ʒ äː
मुआवज़ा	m ʊ äː ʋ z äː
मुआसर	m ʊ äː s ɐ ɾ
मुआहिदा	m ʊ äː ɦ ɪ d̪ äː
मुकम्मल	m ʊ k ɐ̃ m m ɐ l
मुकरना	m ʊ k ɐ ɾ n äː
मुकर्रर	m ʊ k ɐ r r ɐ ɾ
मुक़दमा	m ʊ k ɐ d̪ m äː
मुक़दमा	m ʊ q ɐ d̪ m äː
मुक़द्दर	m ʊ k ɐ d̪̚ d̪ ɐ ɾ
मुक़द्दर	m ʊ q ɐ d̪̚ d̪ ɐ ɾ
मुक़द्दस	m ʊ k ɐ d̪̚ d̪ ɐ s
मुक़द्दस	m ʊ q ɐ d̪̚ d̪ ɐ s
मुक़न्ना	m ʊ k ɐ̃ n n äː
मुक़न्ना	m ʊ q ɐ̃ n n äː
मुक़र्रर	m ʊ k ɐ r r ɐ ɾ
मुक़र्रर	m ʊ q ɐ r r ɐ ɾ
मुक़ाबला	m ʊ k äː b l äː
मुक़ाबला	m ʊ q äː b l äː
मुक़ाबले	m ʊ k äː b l eː
मुक़ाबले	m ʊ q äː b l eː
मुक़ाबलों	m ʊ k äː b l õː
मुक़ाबलों	m ʊ q äː b l õː
मुक़ाम	m ʊ k ä̃ː m
मुक़ाम	m ʊ q ä̃ː m
मुक़ामी	m ʊ k äː m iː
मुक़ामी	m ʊ q äː m iː
मुक़ीम	m ʊ k ĩː m
मुक़ीम	m ʊ q ĩː m
मुकुंद	m ʊ k ʊ̃ n̪ d̪
मुकुट	m ʊ k ʊ ʈ
मुक्का	m ʊ k̚ k äː
मुक्के	m ʊ k̚ k eː
मुक्केबाज़	m ʊ k̚ k eː b äː d͡ʒ
मुक्केबाज़	m ʊ k̚ k eː b äː z
मुक्केबाज़ो	m ʊ k̚ k eː b äː d͡ʒ oː
मुक्केबाज़ो	m ʊ k̚ k eː b äː z oː
मुक्केबाज़ों	m ʊ k̚ k eː b äː d͡ʒ õː
मुक्केबाज़ों	m ʊ k̚ k eː b äː z õː
मुक्को	m ʊ k̚ k oː
मुक्कों	m ʊ k̚ k õː
मुक्तानुवाद	m ʊ k t̪ äː n ʊ ʋ äː d̪
मुक्तिधन	m ʊ k t̪ ɪ d̪ʱ ɐ̃ n
मुक्तिवादी	m ʊ k t̪ ɪ ʋ äː d̪ iː
मुखचंद्र	m ʊ kʰ t͡ʃ ɐ̃ n̪ d̪ ɾᵊ
मुखड़ा	m ʊ kʰ ɽ äː
मुखमैथुन	m ʊ kʰ m ɛː t̪ʰ ʊ̃ n
मुखर	m ʊ kʰ ɐ ɾ
मुखर्जी	m ʊ kʰ ɐ ɾ d͡ʒ iː
मुख़ालिफ़	m ʊ kʰ äː l ɪ pʰ
मुख़ालिफ़	m ʊ x äː l ɪ f
मुख़ालिफ़त	m ʊ kʰ äː l ɪ pʰ ɐ t̪
मुख़ालिफ़त	m ʊ x äː l ɪ f ɐ t̪
मुख़्तसर	m ʊ kʰ t̪ ɐ s ɐ ɾ
मुख़्तसर	m ʊ x t̪ ɐ s ɐ ɾ
मुखाभिगम	m ʊ kʰ äː bʱ ɪ ɡ ɐ̃ m
मुखिया	m ʊ kʰ i j äː
मुखौटा	m ʊ kʰ ɔː ʈ äː
मुख्य	m ʊ kʰ j ɐ
मुख्यधारा	m ʊ kʰ j ɐ d̪ʱ äː ɾ äː
मुख्यमंत्री	m ʊ kʰ j ɐ m ɐ̃ n̪ t̪ ɾ iː
मुख्याध्यापक	m ʊ kʰ j äː d̪ʱ j äː p ɐ k
मुख्याध्यापिका	m ʊ kʰ j äː d̪ʱ j äː p ɪ k äː
मुख्यालय	m ʊ kʰ j äː l ɐ j
मुग़ल	m ʊ ɡ ɐ l
मुग़ल	m ʊ ɣ ɐ l
मुग़लई	m ʊ ɡ l ɐ iː
मुग़लई	m ʊ ɣ l ɐ iː
मुग़लिया	m ʊ ɡ l i j äː
मुग़लिया	m ʊ ɣ l i j äː
मुग़ालता	m ʊ ɡ äː l t̪ äː
मुग़ालता	m ʊ ɣ äː l t̪ äː
मुजरिम	m ʊ d͡ʒ ɾ ɪ̃ m
मुजस्समा	m ʊ d͡ʒ ɐ s s ɐ m äː
मुज़क्कर	m ʊ d͡ʒ ɐ k̚ k ɐ ɾ
मुज़क्कर	m ʊ z ɐ k̚ k ɐ ɾ
मुज़फ़्फ़रगढ़	m ʊ d͡ʒ ɐ pʰ pʰ ɐ ɾ ɡ ɐ ɽʱ
मुज़फ़्फ़रगढ़	m ʊ z ɐ f f ɐ ɾ ɡ ɐ ɽʱ
मुज़फ़्फ़रनगर	m ʊ d͡ʒ ɐ pʰ pʰ ɐ ɾ ɐ̃ n ɡ ɐ ɾ
मुज़फ़्फ़रनगर	m ʊ z ɐ f f ɐ ɾ ɐ̃ n ɡ ɐ ɾ
मुज़फ़्फ़रपुर	m ʊ d͡ʒ ɐ pʰ pʰ ɐ ɾ p ʊ ɾ
मुज़फ़्फ़रपुर	m ʊ z ɐ f f ɐ ɾ p ʊ ɾ
मुज़फ़्फ़राबाद	m ʊ d͡ʒ ɐ pʰ pʰ ɐ ɾ äː b äː d̪
मुज़फ़्फ़राबाद	m ʊ z ɐ f f ɐ ɾ äː b äː d̪
मुजाहिदीन	m ʊ d͡ʒ äː ɦ ɪ d̪ ĩː n
मुझ़्दा	m ʊ z d̪ äː
मुझ़्दा	m ʊ ʒ d̪ äː
मुट्ठी	m ʊ ʈ̚ ʈʰ iː
मुड़ना	m ʊ ɽ n äː
मुण्ड	m ʊ̃ ɳ ɖ
मुतअल्लिक़	m ʊ t̪ ɐ ɐ l l ɪ k
मुतअल्लिक़	m ʊ t̪ ɐ ɐ l l ɪ q
मुतर्जिम	m ʊ t̪ ɐ ɾ d͡ʒ ɪ̃ m
मुतवस्सित	m ʊ t̪ w ɐ s s ɪ t̪
मुताबिक	m ʊ t̪ äː b ɪ k
मुताबिक	m ʊ t̪ äː b ɪ q
मुताली	m ʊ t̪ äː l iː
मुदाख़लत	m ʊ d̪ äː kʰ ɐ l ɐ t̪
मुदाख़लत	m ʊ d̪ äː x ɐ l ɐ t̪
मुद्दई	m ʊ d̪̚ d̪ ɐ iː
मुद्दत	m ʊ d̪̚ d̪ ɐ t̪
मुद्दा	m ʊ d̪̚ d̪ äː
मुद्रणालय	m ʊ d̪ ɾ ɐ ɳ äː l ɐ j
मुद्रा	m ʊ d̪ ɾ äː
मुद्रास्फीति	m ʊ d̪ ɾ äː s pʰ iː t̪ iː
मुनक़्क़ा	m ʊ n ɐ k̚ k äː
मुनक़्क़ा	m ʊ n ɐ q q äː
मुनाफ़ा	m ʊ n äː f äː
मुनाफ़ा	m ʊ n äː pʰ äː
मुनासिब	m ʊ n äː s ɪ b
मुनियो	m ʊ n i j oː
मुनियों	m ʊ n i j õː
मुनीम	m ʊ n ĩː m
मुन्ना	m ʊ̃ n n äː
मुफ़्त	m ʊ f ɐ t̪
मुफ़्त	m ʊ pʰ ɐ t̪
मुबारकबाद	m ʊ b äː ɾ ɐ k b äː d̪
मुमताज़	m ʊ̃ m t̪ äː d͡ʒ
मुमताज़	m ʊ̃ m t̪ äː z
मुम्बई	m ʊ̃ m b ɐ iː
मुरकट्टा	m ʊ ɾ k ɐ ʈ̚ ʈ äː
मुरझा	m ʊ ɾ d͡ʒʱ äː
मुरझाकर	m ʊ ɾ d͡ʒʱ äː k ɐ ɾ
मुरझाके	m ʊ ɾ d͡ʒʱ äː k eː
मुरझाता	m ʊ ɾ d͡ʒʱ äː t̪ äː
मुरझाना	m ʊ ɾ d͡ʒʱ äː n äː
मुरझाने	m ʊ ɾ d͡ʒʱ äː n eː
मुरझाया	m ʊ ɾ d͡ʒʱ äː j äː
मुरझायी	m ʊ ɾ d͡ʒʱ äː j iː
मुरझायीं	m ʊ ɾ d͡ʒʱ äː j ĩː
मुरझाये	m ʊ ɾ d͡ʒʱ äː j eː
मुरदनी	m ʊ ɾ ɐ d̪̚ n iː
मुरदा	m ʊ ɾ d̪ äː
मुरदाबाद	m ʊ ɾ d̪ äː b äː d̪
मुरब्बा	m ʊ ɾ ɐ b̚ b äː
मुराद	m ʊ ɾ äː d̪
मुरादाबाद	m ʊ ɾ äː d̪ äː b äː d̪
मुरुम	m ʊ ɾ ʊ̃ m
मुर्ग़ा	m ʊ ɾ ɡ äː
मुर्ग़ा	m ʊ ɾ ɣ äː
मुर्ग़ाबी	m ʊ ɾ ɡ äː b iː
मुर्ग़ाबी	m ʊ ɾ ɣ äː b iː
मुर्दन	m ʊ ɾ d̪ ɐ̃ n
मुर्दा	m ʊ ɾ d̪ äː
मुर्दार	m ʊ ɾ d̪ äː ɾ
मुलज़िम	m ʊ l d͡ʒ ɪ̃ m
मुलज़िम	m ʊ l z ɪ̃ m
मुलतवी	m ʊ l ɐ t̪ w iː
मुलाक़ात	m ʊ l äː k äː t̪
मुलाक़ात	m ʊ l äː q äː t̪
मुलाज़िम	m ʊ l äː d͡ʒ ɪ̃ m
मुलाज़िम	m ʊ l äː z ɪ̃ m
मुलायम	m ʊ l äː j ɐ̃ m
मुल्तान	m ʊ l t̪ ä̃ː n
मुल्तानी	m ʊ l t̪ äː n iː
मुल्ला	m ʊ l l äː
मुशायरा	m ʊ ʃ äː j ɾ äː
मुश्तरी	m ʊ ʃ t̪ ɐ ɾ iː
मुश्ताक़	m ʊ ʃ t̪ äː k
मुश्ताक़	m ʊ ʃ t̪ äː q
मुसंबी	m ʊ s ɐ̃ m b iː
मुसकुराहट	m ʊ s k ʊ ɾ äː ɦ ɐ ʈ
मुसन्निफ़	m ʊ s ɐ̃ n n ɪ f
मुसन्निफ़	m ʊ s ɐ̃ n n ɪ pʰ
मुसलमान	m ʊ s l m ä̃ː n
मुसलमान	m ʊ s ɐ l m ä̃ː n
मुसल्ला	m ʊ s ɐ l l äː
मुसाफ़िर	m ʊ s äː f ɪ ɾ
मुसाफ़िर	m ʊ s äː pʰ ɪ ɾ
मुसाफ़िरो	m ʊ s äː f ɪ ɾ oː
मुसाफ़िरो	m ʊ s äː pʰ ɪ ɾ oː
मुसाफ़िरों	m ʊ s äː f ɪ ɾ õː
मुसाफ़िरों	m ʊ s äː pʰ ɪ ɾ õː
मुसाफिर	m ʊ s äː pʰ ɪ ɾ
मुसीबत	m ʊ s iː b ɐ t̪
मुसीबतें	m ʊ s iː b ɐ t̪ ẽː
मुसीबतो	m ʊ s iː b ɐ t̪ oː
मुसीबतों	m ʊ s iː b ɐ t̪ õː
मुस्कान	m ʊ s k ä̃ː n
मुस्काना	m ʊ s k äː n äː
मुस्कुराना	m ʊ s k ʊ ɾ äː n äː
मुस्कुराहट	m ʊ s k ʊ ɾ äː ɦ ɐ ʈ
मुस्टंडा	m ʊ s ʈ ɐ̃ ɳ ɖ äː
मुस्टंडा	m ʊ ʂ ʈ ɐ̃ ɳ ɖ äː
मुस्टंडा	m ʊ ʃ ʈ ɐ̃ ɳ ɖ äː
मुस्तक़बिल	m ʊ s t̪ ɐ k b ɪ l
मुस्तक़बिल	m ʊ s t̪ ɐ q b ɪ l
मुस्तक़िल	m ʊ s t̪ ɐ k ɪ l
मुस्तक़िल	m ʊ s t̪ ɐ q ɪ l
मुस्लिम	m ʊ s l ɪ̃ m
मुहतरम	m oːʱ t̪ ɐ ɾ ɐ̃ m
मुहतरम	m ɔʱ t̪ ɐ ɾ ɐ̃ m
मुहब्बत	m ɔ ɦ ɔ b̚ b ɐ t̪
मुहम्मद	m ɔ ɦ ɔ̃ m m ɐ d̪
मुहर	m ɔ ɦ ɔ ɾ
मुहर्रम	m ɔ ɦ ɔ r r ɐ̃ m
मुहाक़	m ʊ ɦ äː k
मुहाक़	m ʊ ɦ äː q
मुहाजिर	m ʊ ɦ äː d͡ʒ ɪ ɾ
मुहाफ़ज़ाह	m ʊ ɦ äː f z äːʱ
मुहाफ़ज़ाह	m ʊ ɦ äː pʰ d͡ʒ äːʱ
मुहावरा	m ʊ ɦ äː ʋ ɾ äː
मुहावरे	m ʊ ɦ äː ʋ ɾ eː
मुहावरो	m ʊ ɦ äː ʋ ɾ oː
मुहावरों	m ʊ ɦ äː ʋ ɾ õː
मुहिम	m ʊ ɦ ɪ̃ m
मुहैया	m ɔ ɦ ɔ̯ i j äː
मूँग	m ũː ŋ ɡ
मूँगफलियाँ	m ũː ŋ ɡ ɐ pʰ l i j ä̃ː
मूँगफलियो	m ũː ŋ ɡ ɐ pʰ l i j oː
मूँगफलियों	m ũː ŋ ɡ ɐ pʰ l i j õː
मूँगफली	m ũː ŋ ɡ pʰ ɐ l iː
मूँगा	m ũː ŋ ɡ äː
मूँगे	m ũː ŋ ɡ eː
मूँगो	m ũː ŋ ɡ oː
मूँगों	m ũː ŋ ɡ õː
मूँजी	m ũː n d͡ʒ iː
मूँदना	m ũː d̪̚ n äː
मूँह	m ũːʱ
मूंग	m ũː ŋ ɡ
मूंछ	m ũː n t͡ʃʰ
मूंजी	m ũː n d͡ʒ iː
मूझना	m uː d͡ʒʱ n äː
मूठना	m uː ʈʰ n äː
मूतना	m uː t̪̚ n äː
मूत्रमार्ग	m uː t̪ ɾ ɐ m äː ɾ ɡ
मूत्राम्ल	m uː t̪ ɾ ä̃ː m lᵊ
मूत्राशय	m uː t̪ ɾ äː ʃ ɐ j
मूरत	m uː ɾ ɐ t̪
मूर्खता	m uː ɾ kʰ ɐ t̪ äː
मूर्खताएँ	m uː ɾ kʰ t̪ äː ẽː
मूर्खताओं	m uː ɾ kʰ ɐ t̪ äː õː
मूर्खतापूर्ण	m uː ɾ kʰ t̪ äː p uː ɾ ɳ
मूर्छन	m uː ɾ t͡ʃʰ ɐ̃ n
मूर्छा	m uː ɾ t͡ʃʰ äː
मूर्तिपूजा	m uː ɾ t̪ ɪ p uː d͡ʒ äː
मूर्तिमान	m uː ɾ t̪ iː m ä̃ː n
मूर्तियाँ	m uː ɾ t̪ i j ä̃ː
मूर्तियो	m uː ɾ t̪ i j oː
मूर्तियों	m uː ɾ t̪ i j õː
मूर्धन्य	m uː ɾ d̪ʱ ɐ̃ ɲ jᵊ
मूलकण	m uː l k ɐ̃ ɳ
मूलतः	m uː l t̪ ɛ
मूलतः	m uː l t̪ ɛ ɦ
मूलधन	m uː l d̪ʱ ɐ̃ n
मूलाक्षर	m uː l äː k ʃ ɐ ɾ
मूलाधार	m uː l äː d̪ʱ äː ɾ
मूलियाँ	m uː l i j ä̃ː
मूलियो	m uː l i j oː
मूलियों	m uː l i j õː
मूल्यमीमांसा	m uː l jᵊ m iː m ä̃ː n s äː
मूल्यवान	m uː l j ɐ ʋ ä̃ː n
मूल्यांकन	m uː l j ä̃ː ŋ k ɐ̃ n
मूसल	m uː s ɐ l
मूसलधार	m uː s ɐ l d̪ʱ äː ɾ
मूसा	m uː s äː
मृगतृष्णा	m ɾ ɪ ɡ t̪ ɾ ɪ ʃ ɳ äː
मृगतृष्णाएँ	m ɾ ɪ ɡ t̪ ɾ ɪ ʃ ɳ äː ẽː
मृगतृष्णाओ	m ɾ ɪ ɡ t̪ ɾ ɪ ʃ ɳ äː oː
मृगतृष्णाओं	m ɾ ɪ ɡ t̪ ɾ ɪ ʃ ɳ äː õː
मृगत्रयी	m ɾ ɪ ɡ ɐ t̪ ɾ ɐ j iː
मृगशीर्ष	m ɾ ɪ ɡ ʃ iː ɾ ʃ
मृगांक	m ɾ ɪ ɡ ä̃ː ŋ k
मृतक	m ɾ ɪ t̪ ɐ k
मृतप्राय	m ɾ ɪ t̪ p ɾ äː j
मृतोत्थान	m ɾ ɪ t̪ oː t̪̚ t̪ʰ ä̃ː n
मृत्युदंड	m ɾ ɪ t̪ j ʊ d̪ ɐ̃ ɳ ɖ
मृत्युदर	m ɾ ɪ t̪ j ʊ d̪ ɐ ɾ
मृदंग	m ɾ ɪ d̪ ɐ̃ ŋ ɡ
मृदुता	m ɾ ɪ d̪ ʊ t̪ äː
मृद्भांड	m ɾ ɪ d̪ bʱ ä̃ː ɳ ɖ
मृद्भांडों	m ɾ ɪ d̪ bʱ ä̃ː ɳ ɖ õː
मेंगनी	m ẽː ŋ ɡ n iː
मेंडक	m ẽː ɳ ɖ ɐ k
मेंढक	m ẽː ɳ ɖʱ ɐ k
मेंढ़ा	m ẽː ɽʱ äː
मेंढा	m ẽː ɳ ɖʱ äː
मेंढ्र	m ẽː ɳ ɖʱ ɾᵊ
मेंधिका	m ẽː n̪ d̪ʱ ɪ k äː
मेंधी	m ẽː n̪ d̪ʱ iː
मेखल	m eː kʰ ɐ l
मेखला	m eː kʰ l äː
मेघना	m eː ɡʱ n äː
मेघराज	m eː ɡʱ ɾ äː d͡ʒ
मेघालय	m eː ɡʱ äː l ɐ j
मेचक	m eː t͡ʃ ɐ k
मेज़बान	m eː d͡ʒ b ä̃ː n
मेज़बान	m eː z b ä̃ː n
मेथियाँ	m eː t̪ʰ i j ä̃ː
मेथियो	m eː t̪ʰ i j oː
मेथियों	m eː t̪ʰ i j õː
मेदिनीनगर	m eː d̪ ɪ n ĩː n ɡ ɐ ɾ
मेधा	m eː d̪ʱ äː
मेनका	m ẽː n k äː
मेनोन	m eː n õː n
मेन्धिका	m ẽː n̪ d̪ʱ ɪ k äː
मेन्धी	m ẽː n̪ d̪ʱ iː
मेमना	m ẽː m n äː
मेयर	m eː j ɐ ɾ
मेरा	m eː ɾ äː
मेरुदंड	m eː ɾ ʊ d̪ ɐ̃ ɳ ɖ
मेरुदण्ड	m eː ɾ ʊ d̪ ɐ̃ ɳ ɖ
मेरुरज्जु	m eː ɾ ʊ ɾ ɐ d̚ d͡ʒ uː
मेला	m eː l äː
मेवा	m eː ʋ äː
मेवाड़	m eː ʋ äː ɽ
मेवात	m eː ʋ äː t̪
मेष	m eː ʃ
मेहँदी	m eː ɦ ɐ̃ d̪ iː
मेहता	m eːʱ t̪ äː
मेहन	m eː ɦ ɐ̃ n
मेहनत	m eːʱ n ɐ t̪
मेहनत	m ɛʱ n ɐ t̪
मेहनतकश	m eːʱ n ɐ t̪ k ɐ ʃ
मेहनती	m eːʱ n ɐ t̪ iː
मेहनती	m ɛʱ n ɐ t̪ iː
मेहमान	m eːʱ m ä̃ː n
मेहमानदारी	m eːʱ m ä̃ː n̪ d̪ äː ɾ iː
मेहमाननवाज़ी	m eːʱ m ä̃ː n n ɐ ʋ äː d͡ʒ iː
मेहमाननवाज़ी	m eːʱ m ä̃ː n n ɐ ʋ äː z iː
मेहरबान	m eː ɦ ɐ ɾ b ä̃ː n
मेहरबान	m ɛ ɦ ɛ ɾ b ä̃ː n
मेहरबानी	m eːʱ ɾ b äː n iː
मेहरा	m eːʱ ɾ äː
मेहराब	m eːʱ ɾ äː b
मैं	m ɐ ĩː
मैग्मा	m ɛː ɡ m äː
मैथिलीशरण	m ɛː t̪ʰ ɪ l iː ʃ ɐ ɾ ɐ̃ ɳ
मैथुन	m ɛː t̪ʰ ʊ̃ n
मैथुनीभाव	m ɛː t̪ʰ ʊ n iː bʱ äː ʋ
